[177292] ['4/7', '5/6', '5/3', '9/4', '6'] -> ((((5/6 + 5/3) * 6) / 4/7) - 9/4)
[187957] ['1/8', '1', '5/4', '5/4', '9/7'] -> ((5/4 + ((1 + 5/4) / 9/7)) / 1/8)
[187958] ['3/5', '5/7', '6/5', '9/5', '6'] -> (((9/5 * 6) / (3/5 * 5/7)) - 6/5)
[187959] ['3/7', '7/9', '2', '8/3', '7/2'] -> ((8/3 / 7/9) / ((2 / 7/2) - 3/7))
[187960] ['1/3', '4/7', '3/5', '9/7', '6'] -> (4/7 / ((9/7 / (3/5 * 6)) - 1/3))
[187961] ['5/7', '6/7', '9/8', '7/4', '8'] -> (8 / ((7/4 * (5/7 / 6/7)) - 9/8))
[187962] ['4/7', '7/5', '8/5', '9/5', '8'] -> (8 * (4/7 + ((8/5 + 9/5) / 7/5)))
[187963] ['3/7', '1/2', '5/6', '9/5', '6'] -> (6 * (1/2 + ((9/5 * 5/6) / 3/7)))
[187964] ['2/5', '4/9', '6/5', '5/3', '7'] -> (5/3 + (((4/9 + 7) * 6/5) / 2/5))
[187965] ['1/5', '1/4', '2/7', '2/3', '1'] -> ((1 / 1/5) / ((1/4 / 2/7) - 2/3))
[187966] ['3/4', '6/7', '6/5', '8/5', '9'] -> ((6/5 + ((9 * 8/5) / 6/7)) / 3/4)
[187967] ['5/7', '6/7', '9/8', '9/5', '8'] -> (9/5 + (((6/7 + 9/8) * 8) / 5/7))
[187968] ['7/9', '7/6', '7/4', '8/3', '5'] -> ((7/9 / 7/6) + (5 * (7/4 * 8/3)))
[187969] ['4/7', '7/5', '8/5', '8/3', '8'] -> ((8/5 / 7/5) + (8/3 * (4/7 + 8)))
[187970] ['1/8', '1', '5/4', '5/4', '9/5'] -> (9/5 / (((5/4 - 1) / 5/4) - 1/8))
[187971] ['1/3', '4/7', '3/5', '7/5', '6'] -> ((((6 * 4/7) / 1/3) * 7/5) / 3/5)
[187972] ['1/7', '2/5', '5/6', '7/6', '7'] -> ((7/6 / (2/5 * 5/6)) * (7 - 1/7))
[187973] ['3/5', '5/7', '6/5', '5/2', '6'] -> (6 * ((3/5 / 6/5) + (5/2 / 5/7)))
[187974] ['1/8', '1', '5/4', '5/4', '9/4'] -> (9/4 / (5/4 - (1 + (1/8 * 5/4))))
[187975] ['5/7', '6/7', '9/8', '7/3', '8'] -> (8 / ((5/7 / (9/8 - 6/7)) - 7/3))
[187976] ['4/7', '7/5', '5/3', '7/3', '8'] -> ((4/7 + 8) * (7/5 + (7/3 / 5/3)))
[187977] ['3/5', '5/7', '6/5', '8/3', '6'] -> (8/3 * ((6 / 5/7) - (3/5 - 6/5)))
[187978] ['3/7', '5/8', '1', '9/7', '7/5'] -> (9/7 / (3/7 * (1 - (5/8 * 7/5))))
[187979] ['3/4', '6/7', '6/5', '7/4', '9'] -> (9 * ((3/4 / 6/5) + (7/4 / 6/7)))
[187980] ['7/9', '7/6', '9/5', '9/5', '5'] -> ((7/6 * 5) * (9/5 + (9/5 / 7/9)))
[187981] ['1/8', '1', '5/4', '5/4', '7/3'] -> (1 / ((5/4 - 7/3) - (1/8 - 5/4)))
[187982] ['1/3', '4/7', '3/5', '3/2', '6'] -> (((6 / 4/7) - (3/2 / 3/5)) / 1/3)
[187983] ['2/5', '4/9', '6/5', '9/4', '7'] -> (((7 + (4/9 * 9/4)) * 6/5) / 2/5)
[187984] ['1/5', '1/4', '2/7', '4/5', '1'] -> ((1 / (2/7 - 1/4)) - (4/5 / 1/5))
[187985] ['3/7', '1/2', '5/6', '9/2', '6'] -> (((9/2 - (1/2 / 3/7)) * 6) / 5/6)
[187986] ['4/7', '5/4', '9/5', '3', '9/2'] -> ((9/2 / 5/4) / ((9/5 / 4/7) - 3))
[187987] ['5/7', '5/7', '9/5', '2', '8/3'] -> (8/3 / ((2 / 9/5) - (5/7 / 5/7)))
[187988] ['1/7', '2/5', '5/6', '9/7', '7'] -> ((9/7 - 1/7) * (7 / (2/5 * 5/6)))
[187989] ['1/9', '3/7', '9/7', '9/5', '9'] -> (9 + ((9/7 / 9/5) / (1/9 * 3/7)))
[187990] ['3/5', '5/7', '6/5', '9/2', '6'] -> (5/7 * ((6 * (6/5 + 9/2)) - 3/5))
[187991] ['1/3', '4/7', '3/5', '5/3', '6'] -> (6 / (3/5 - ((1/3 / 4/7) / 5/3)))
[187992] ['4/7', '7/5', '5/3', '9/2', '8'] -> (4/7 / (((8 - 5/3) / 7/5) - 9/2))
[187993] ['3/7', '4/5', '4/5', '6/7', '2'] -> ((4/5 * 6/7) / (3/7 - (4/5 / 2)))
[187994] ['3/7', '5/8', '1', '9/7', '9/5'] -> ((9/7 / 3/7) / ((5/8 * 9/5) - 1))
[187995] ['1/5', '1/4', '2/7', '7/8', '1'] -> ((2/7 + (1 / (1/5 * 7/8))) / 1/4)
[187996] ['4/7', '5/4', '9/4', '7/3', '3'] -> ((9/4 / ((4/7 * 7/3) - 5/4)) - 3)
[187997] ['1/9', '3/7', '9/7', '5/2', '9'] -> ((9 - 3/7) / (5/2 * (1/9 * 9/7)))
[187998] ['1/3', '4/7', '3/5', '7/4', '6'] -> ((6 / (4/7 - 1/3)) / (3/5 * 7/4))
[187999] ['3/7', '4/5', '4/5', '7/8', '2'] -> ((4/5 / 4/5) / ((7/8 / 3/7) - 2))
[188000] ['1/8', '1', '5/4', '9/7', '7/5'] -> (9/7 / (((5/4 - 1) / 7/5) - 1/8))
[188001] ['5/7', '6/7', '8/7', '9/5', '8'] -> (8 / (5/7 * (9/5 - (8/7 / 6/7))))
[188002] ['4/7', '7/5', '7/4', '9/4', '8'] -> ((7/5 * (4/7 + 8)) / (9/4 - 7/4))
[188003] ['3/5', '5/7', '5/4', '4/3', '6'] -> ((6 / 3/5) / ((5/4 / 5/7) - 4/3))
[188004] ['3/7', '5/8', '1', '9/7', '9/4'] -> (3/7 / ((9/4 * (9/7 - 1)) - 5/8))
[188005] ['3/7', '1/2', '6/7', '6/5', '6'] -> (6 / (1/2 * (6/7 - (3/7 / 6/5))))
[188006] ['1/8', '1', '5/4', '9/7', '3/2'] -> (1 / ((1/8 - 5/4) + (3/2 / 9/7)))
[188007] ['5/7', '6/7', '8/7', '9/4', '8'] -> ((8 * (5/7 + 9/4)) - (6/7 - 8/7))
[188008] ['5/7', '5/7', '2', '9/4', '8/3'] -> (8/3 / ((5/7 / 5/7) - (2 / 9/4)))
[188009] ['4/7', '5/4', '9/4', '8/3', '3'] -> ((9/4 * 8/3) * ((3 / 4/7) - 5/4))
[188010] ['3/5', '5/7', '5/4', '8/5', '6'] -> ((3/5 * 6) / ((5/4 / 5/7) - 8/5))
[188011] ['3/7', '5/8', '1', '9/7', '5/2'] -> (9/7 / (5/8 - ((3/7 + 1) / 5/2)))
[188012] ['3/7', '1/2', '6/7', '7/5', '6'] -> ((6/7 + (6 / 7/5)) / (3/7 * 1/2))
[188013] ['1/7', '2/5', '5/6', '8/5', '7'] -> ((8/5 / 2/5) / ((1/7 * 7) - 5/6))
[188014] ['1/5', '1/4', '2/7', '1', '6/5'] -> (6/5 / (1 - (1/4 + (1/5 / 2/7))))
[188015] ['3/5', '5/7', '5/4', '5/3', '6'] -> (6 / ((5/3 / 5/7) - (5/4 / 3/5)))
[188016] ['2/5', '4/9', '5/4', '4/3', '7'] -> (((7 / 5/4) - 4/3) / (2/5 * 4/9))
[188017] ['1/8', '1', '5/4', '9/7', '7/4'] -> (((1 + 9/7) + (5/4 / 7/4)) / 1/8)
[188018] ['4/7', '7/5', '7/4', '8/3', '8'] -> ((7/4 * 8/3) * ((8 / 7/5) - 4/7))
[188019] ['1/3', '4/7', '3/5', '8/3', '6'] -> ((8/3 / (1/3 * 4/7)) + (6 / 3/5))
[188020] ['7/9', '7/6', '7/3', '5/2', '5'] -> ((7/6 + (7/3 * (5/2 + 5))) / 7/9)
[188021] ['1/5', '1/4', '2/7', '1', '5/4'] -> (1/4 + ((5/4 + (1 / 2/7)) / 1/5))
[188022] ['2/5', '4/9', '5/4', '7/5', '7'] -> ((7/5 + 7) / (5/4 - (2/5 / 4/9)))
[188023] ['1/8', '1', '5/4', '9/7', '9/5'] -> (((1 + (9/5 / 9/7)) * 5/4) / 1/8)
[188024] ['3/5', '5/7', '5/4', '7/4', '6'] -> ((6 / (5/7 - 3/5)) / (5/4 * 7/4))
[188025] ['1/3', '4/7', '3/5', '9/2', '6'] -> ((6 / (1/3 * 4/7)) - (9/2 / 3/5))
[188026] ['5/7', '6/7', '7/6', '7/5', '8'] -> ((8 / 5/7) / ((7/5 / 6/7) - 7/6))
[188027] ['1/9', '3/7', '4/3', '9/4', '9'] -> ((4/3 / (1/9 * 3/7)) - (9 / 9/4))
[188028] ['2/5', '4/9', '5/4', '3/2', '7'] -> ((3/2 / 4/9) + ((5/4 + 7) / 2/5))
[188029] ['1/8', '1', '5/4', '9/7', '8/3'] -> ((((5/4 * 8/3) - 1) * 9/7) / 1/8)
[188030] ['3/5', '5/7', '5/4', '9/4', '6'] -> (6 * ((9/4 / (3/5 * 5/7)) - 5/4))
[188031] ['4/7', '5/4', '5/2', '5/2', '3'] -> ((5/2 * 3) / (5/2 - (5/4 / 4/7)))
[188032] ['3/7', '5/8', '1', '4/3', '3/2'] -> (3/7 / ((3/2 / (1 + 4/3)) - 5/8))
[188033] ['7/9', '7/6', '5/2', '7/2', '5'] -> (((7/2 + (5/2 * 5)) * 7/6) / 7/9)
[188034] ['1/7', '2/5', '5/6', '9/5', '7'] -> (((2/5 + 7) + (9/5 / 1/7)) / 5/6)
[188035] ['5/7', '6/7', '7/6', '9/5', '8'] -> (8 / ((9/5 * (5/7 / 6/7)) - 7/6))
[188036] ['7/9', '7/6', '5/2', '9/2', '5'] -> (7/6 * (9/2 + ((5 * 5/2) / 7/9)))
[188037] ['5/7', '6/7', '7/6', '9/4', '8'] -> ((6/7 + 8) / (9/4 - (5/7 + 7/6)))
[188038] ['1/5', '1/4', '2/7', '1', '3/2'] -> ((((3/2 / 2/7) - 1/4) / 1/5) - 1)
[188039] ['3/5', '5/7', '5/4', '5/2', '6'] -> (6 / ((5/4 / 5/7) - (3/5 * 5/2)))
[188040] ['2/5', '4/9', '5/4', '5/3', '7'] -> ((7 - 5/3) / (5/4 * (2/5 * 4/9)))
[188041] ['4/7', '5/4', '8/3', '8/3', '3'] -> (3 * ((5/4 * 8/3) + (8/3 / 4/7)))
[188042] ['5/7', '5/7', '2', '5/2', '8/3'] -> ((5/7 + 5/2) * ((8/3 * 2) / 5/7))
[188043] ['4/7', '7/5', '9/5', '5/2', '8'] -> ((((9/5 + 5/2) * 8) / 7/5) - 4/7)
[188044] ['1/7', '2/5', '5/6', '7/3', '7'] -> (((7 / 5/6) - 2/5) / (1/7 * 7/3))
[188045] ['7/9', '7/6', '7/2', '7/2', '5'] -> (((5 + (7/6 / 7/2)) * 7/2) / 7/9)
[188046] ['5/7', '6/7', '7/6', '5/2', '8'] -> (8 / (((6/7 + 7/6) / 5/7) - 5/2))
[188047] ['1/8', '1', '5/4', '4/3', '5/3'] -> ((4/3 + 5/3) / (5/4 - (1/8 + 1)))
[188048] ['3/7', '1/2', '7/8', '7/5', '6'] -> ((7/5 * (3/7 + 6)) / (7/8 - 1/2))
[188049] ['1/9', '3/7', '7/5', '7/5', '9'] -> (((7/5 / 1/9) + (9 / 3/7)) / 7/5)
[188050] ['3/7', '5/8', '1', '4/3', '7/4'] -> (1 / ((3/7 * 7/4) + (5/8 - 4/3)))
[188051] ['5/7', '5/7', '2', '5/2', '9/2'] -> ((2 + (5/7 + 5/7)) * (5/2 + 9/2))
[188052] ['4/7', '5/4', '3', '7/2', '7/2'] -> ((4/7 * 7/2) / (5/4 - (7/2 / 3)))
[188053] ['1/9', '3/7', '7/5', '3/2', '9'] -> ((7/5 * (3/7 + 3/2)) * (9 - 1/9))
[188054] ['3/7', '4/5', '4/5', '9/5', '2'] -> ((4/5 * 2) / ((4/5 / 3/7) - 9/5))
[188055] ['3/7', '5/8', '1', '4/3', '9/4'] -> (9/4 / ((5/8 / (3/7 * 4/3)) - 1))
[188056] ['5/7', '6/7', '6/5', '5/4', '8'] -> ((6/5 + (6/7 / 5/7)) * (5/4 * 8))
[188057] ['3/7', '4/5', '4/5', '2', '9/4'] -> (2 / ((4/5 / (3/7 * 4/5)) - 9/4))
[188058] ['5/7', '5/7', '2', '8/3', '7/2'] -> ((2 * 8/3) * (7/2 + (5/7 / 5/7)))
[188059] ['3/5', '5/7', '9/7', '5/3', '6'] -> ((3/5 + (9/7 / 5/7)) * (5/3 * 6))
[188060] ['5/7', '6/7', '6/5', '9/7', '8'] -> (8 * ((5/7 * 6/5) + (6/7 + 9/7)))
[188061] ['5/7', '5/7', '2', '7/2', '7/2'] -> ((2 + (5/7 + 5/7)) * (7/2 + 7/2))
[188062] ['1/3', '4/7', '5/8', '8/7', '6'] -> ((8/7 / (4/7 - (1/3 / 5/8))) - 6)
[188063] ['2/5', '4/9', '5/4', '7/3', '7'] -> ((5/4 + (7/3 / 4/9)) + (7 / 2/5))
[188064] ['4/7', '7/5', '9/4', '7/3', '8'] -> (8 / (4/7 * (9/4 - (7/3 / 7/5))))
[188065] ['7/9', '6/5', '6/5', '4/3', '5'] -> (((4/3 + (6/5 + 6/5)) * 5) / 7/9)
[188066] ['4/7', '9/7', '9/7', '7/5', '3'] -> ((3 / (7/5 - 9/7)) - (9/7 / 4/7))
[188067] ['3/5', '5/7', '9/7', '9/5', '6'] -> (((6 + (5/7 + 9/7)) * 9/5) / 3/5)
[188068] ['1/9', '3/7', '7/5', '9/4', '9'] -> (((9 / 7/5) - 3/7) / (1/9 * 9/4))
[188069] ['7/9', '6/5', '6/5', '7/5', '5'] -> ((7/5 + 5) / (6/5 - (7/9 * 6/5)))
[188070] ['5/7', '6/7', '6/5', '5/3', '8'] -> ((6/5 * 8) * (5/3 + (5/7 / 6/7)))
[188071] ['3/7', '1/2', '7/8', '8/3', '6'] -> (6 * (8/3 + (1/2 / (3/7 * 7/8))))
[188072] ['3/5', '5/7', '9/7', '9/4', '6'] -> (9/7 / ((3/5 * 5/7) - (9/4 / 6)))
[188073] ['1/3', '4/7', '5/8', '6/5', '6'] -> (6/5 * ((6 / (5/8 - 1/3)) - 4/7))
[188074] ['2/5', '4/9', '5/4', '8/3', '7'] -> (7 / (5/4 * (2/5 - (4/9 / 8/3))))
[188075] ['4/7', '9/7', '9/7', '8/5', '3'] -> (3 / (9/7 - ((4/7 + 9/7) / 8/5)))
[188076] ['7/9', '6/5', '6/5', '8/5', '5'] -> (5 * (6/5 + ((6/5 + 8/5) / 7/9)))
[188077] ['1/3', '4/7', '5/8', '5/4', '6'] -> ((5/4 / (5/8 - (1/3 / 4/7))) - 6)
[188078] ['1/7', '2/5', '6/7', '8/7', '7'] -> (7 * ((1/7 + 8/7) + (6/7 / 2/5)))
[188079] ['3/7', '5/8', '1', '4/3', '9/2'] -> ((1 + ((9/2 * 4/3) / 3/7)) / 5/8)
[188080] ['3/7', '1/2', '8/9', '9/8', '6'] -> ((6 / (9/8 * (3/7 * 1/2))) - 8/9)
[188081] ['3/5', '5/7', '9/7', '9/2', '6'] -> ((9/2 * 6) - (9/7 / (3/5 * 5/7)))
[188082] ['3/4', '6/7', '4/3', '8/5', '9'] -> ((4/3 * 8/5) * (3/4 + (9 / 6/7)))
[188083] ['3/7', '4/5', '4/5', '2', '9/2'] -> ((4/5 + (4/5 / 3/7)) * (2 * 9/2))
[188084] ['4/7', '7/5', '9/4', '9/2', '8'] -> ((7/5 / 9/4) * (9/2 * (4/7 + 8)))
[188085] ['3/4', '6/7', '4/3', '5/3', '9'] -> (9 / ((5/3 / 4/3) - (3/4 / 6/7)))
[188086] ['1/8', '1', '5/4', '3/2', '8/3'] -> (1 / ((1/8 - 5/4) - (3/2 - 8/3)))
[188087] ['7/9', '6/5', '6/5', '7/4', '5'] -> ((6/5 + (6/5 / 7/9)) * (7/4 * 5))
[188088] ['1/3', '4/7', '5/8', '9/7', '6'] -> ((((6 - 4/7) / 1/3) - 9/7) / 5/8)
[188089] ['3/5', '5/7', '4/3', '4/3', '6'] -> ((4/3 + 4/3) * (3/5 + (6 / 5/7)))
[188090] ['4/7', '7/5', '7/3', '5/2', '8'] -> (8 / (7/3 - (5/2 * (4/7 * 7/5))))
[188091] ['1/9', '3/7', '3/2', '3/2', '9'] -> ((3/2 - 9) + (3/2 / (1/9 * 3/7)))
[188092] ['5/7', '3/4', '3/4', '7/8', '2'] -> (2 / ((7/8 * (5/7 / 3/4)) - 3/4))
[188093] ['3/7', '4/5', '5/6', '6/7', '2'] -> (2 * ((3/7 / (5/6 - 4/5)) - 6/7))
[188094] ['3/4', '6/7', '4/3', '9/4', '9'] -> ((6/7 * 4/3) * (3/4 + (9/4 * 9)))
[188095] ['3/7', '5/8', '1', '7/5', '9/5'] -> ((9/5 / 7/5) / ((3/7 + 5/8) - 1))
[188096] ['7/9', '6/5', '6/5', '9/4', '5'] -> ((6/5 + (7/9 * 6/5)) * (9/4 * 5))
[188097] ['4/7', '7/5', '7/3', '7/2', '8'] -> (8 / ((4/7 * 7/2) - (7/3 / 7/5)))
[188098] ['1/8', '1', '5/4', '8/5', '7/3'] -> ((1 / 1/8) / (7/3 - (5/4 * 8/5)))
[188099] ['1/5', '1/4', '1/3', '3/4', '1'] -> (((3/4 / 1/4) + (1 / 1/5)) / 1/3)
[188100] ['7/9', '6/5', '6/5', '7/3', '5'] -> (5 * (6/5 + ((7/3 * 6/5) / 7/9)))
[188101] ['3/7', '5/8', '1', '7/5', '9/4'] -> (3/7 / ((5/8 + 1) - (9/4 / 7/5)))
[188102] ['4/7', '7/5', '7/3', '9/2', '8'] -> ((8 / 7/5) / ((4/7 * 9/2) - 7/3))
[188103] ['1/5', '1/4', '1/3', '7/9', '1'] -> (((1 / 1/5) - 1/3) / (1/4 * 7/9))
[188104] ['3/4', '6/7', '4/3', '8/3', '9'] -> (9 / ((3/4 / 6/7) - (4/3 / 8/3)))
[188105] ['1/9', '3/7', '3/2', '9/4', '9'] -> ((3/2 / 3/7) + (9/4 * (1/9 + 9)))
[188106] ['3/4', '6/7', '7/5', '7/5', '9'] -> ((7/5 * 9) / (7/5 - (3/4 / 6/7)))
[188107] ['1/7', '2/5', '6/7', '9/5', '7'] -> (((7 + (6/7 + 9/5)) / 2/5) - 1/7)
[188108] ['4/7', '7/5', '5/2', '5/2', '8'] -> (8 * (((5/2 + 5/2) / 7/5) - 4/7))
[188109] ['1/8', '1', '5/4', '5/3', '7/2'] -> ((((7/2 / 5/4) - 1) * 5/3) / 1/8)
[188110] ['3/5', '5/7', '4/3', '7/4', '6'] -> (6 / (7/4 * (4/3 - (5/7 / 3/5))))
[188111] ['2/5', '4/9', '9/7', '3/2', '7'] -> ((3/2 / 2/5) + ((7 * 9/7) / 4/9))
[188112] ['1/9', '3/7', '3/2', '7/3', '9'] -> ((3/2 + 9) * (7/3 - (1/9 * 3/7)))
[188113] ['5/7', '3/4', '3/4', '9/7', '2'] -> ((9/7 / (3/4 - 5/7)) / (3/4 * 2))
[188114] ['1/7', '2/5', '6/7', '9/4', '7'] -> (6/7 / ((1/7 / 2/5) - (9/4 / 7)))
[188115] ['1/5', '1/4', '1/3', '8/9', '1'] -> ((1/3 + (1 / 1/5)) / (1/4 * 8/9))
[188116] ['5/7', '6/7', '9/7', '9/4', '8'] -> (6/7 + (8 * (9/7 + (5/7 * 9/4))))
[188117] ['3/7', '1/2', '8/9', '8/5', '6'] -> (8/5 * ((6 / (8/9 - 1/2)) - 3/7))
[188118] ['3/4', '6/7', '7/5', '9/5', '9'] -> ((9/5 + 9) / ((6/7 * 7/5) - 3/4))
[188119] ['2/5', '4/9', '9/7', '8/5', '7'] -> (7 * ((8/5 / 2/5) - (4/9 * 9/7)))
[188120] ['1/3', '4/7', '5/8', '7/3', '6'] -> (((7/3 * (4/7 + 6)) - 1/3) / 5/8)
[188121] ['7/9', '6/5', '5/4', '9/7', '5'] -> ((6/5 * 5) / (5/4 - (7/9 * 9/7)))
[188122] ['5/7', '6/7', '9/7', '5/2', '8'] -> (((5/2 * 8) - (5/7 - 9/7)) / 6/7)
[188123] ['1/8', '1', '5/4', '7/4', '9/4'] -> ((1 + ((5/4 + 9/4) / 7/4)) / 1/8)
[188124] ['3/4', '6/7', '7/5', '7/3', '9'] -> ((3/4 + 6/7) * (7/3 + (7/5 * 9)))
[188125] ['3/7', '4/5', '5/6', '9/7', '2'] -> (2 / ((3/7 / 4/5) + (5/6 - 9/7)))
[188126] ['4/7', '7/5', '8/3', '7/2', '8'] -> ((8/3 * (7/2 + (8 / 7/5))) - 4/7)
[188127] ['7/9', '6/5', '5/4', '4/3', '5'] -> ((4/3 + 5) / ((5/4 / 6/5) - 7/9))
[188128] ['3/4', '6/7', '7/5', '5/2', '9'] -> ((9 / (6/7 - 3/4)) / (7/5 * 5/2))
[188129] ['1/7', '2/5', '6/7', '9/2', '7'] -> (((6/7 + 7) / 2/5) - (1/7 - 9/2))
[188130] ['3/5', '5/7', '4/3', '8/3', '6'] -> ((((8/3 / 5/7) - 4/3) * 6) / 3/5)
[188131] ['1/5', '1/4', '1/3', '1', '9/7'] -> ((((1 / 1/5) - 1/3) * 9/7) / 1/4)
[188132] ['3/7', '5/8', '1', '3/2', '8/5'] -> (8/5 / ((3/2 / 5/8) - (1 / 3/7)))
[188133] ['2/5', '4/9', '9/7', '9/5', '7'] -> ((9/7 + 9/5) * ((7 * 4/9) / 2/5))
[188134] ['5/7', '3/4', '3/4', '7/4', '2'] -> ((3/4 / 7/4) * (2 / (3/4 - 5/7)))
[188135] ['5/7', '6/7', '4/3', '9/5', '8'] -> (((9/5 * 4/3) / 5/7) * (8 - 6/7))
[188136] ['1/3', '4/7', '2/3', '3/4', '6'] -> ((2/3 * 6) / (3/4 - (1/3 / 4/7)))
[188137] ['4/7', '3/2', '3/2', '3/2', '8'] -> ((3/2 + 3/2) + ((8 * 3/2) / 4/7))
[188138] ['3/7', '4/5', '5/6', '5/3', '2'] -> ((4/5 * 5/3) / (2 - (5/6 / 3/7)))
[188139] ['3/5', '5/7', '7/5', '7/5', '6'] -> (((7/5 + (5/7 * 7/5)) * 6) / 3/5)
[188140] ['3/4', '6/7', '3/2', '8/5', '9'] -> (8/5 * (((9 * 3/2) / 6/7) - 3/4))
[188141] ['1/5', '1/4', '1/3', '1', '7/3'] -> (7/3 + ((1/3 + (1 / 1/4)) / 1/5))
[188142] ['3/7', '1/2', '8/9', '7/2', '6'] -> (((7/2 + 6) / (8/9 - 1/2)) - 3/7)
[188143] ['3/7', '4/5', '5/6', '7/4', '2'] -> (2 / ((3/7 * 7/4) - (4/5 * 5/6)))
[188144] ['4/7', '3/2', '3/2', '8/5', '8'] -> (8/5 * ((3/2 / 3/2) + (8 / 4/7)))
[188145] ['3/7', '5/8', '1', '3/2', '9/4'] -> (1 / ((9/4 / 3/2) - (5/8 / 3/7)))
[188146] ['1/3', '4/7', '2/3', '8/9', '6'] -> (6 * ((8/9 / (1/3 * 4/7)) - 2/3))
[188147] ['2/5', '4/9', '9/7', '8/3', '7'] -> ((9/7 * 7) + (8/3 / (2/5 * 4/9)))
[188148] ['1/7', '2/5', '7/8', '8/7', '7'] -> (((1/7 + (8/7 / 2/5)) * 7) / 7/8)
[188149] ['4/7', '3/2', '3/2', '5/3', '8'] -> ((8 / 4/7) / ((3/2 * 3/2) - 5/3))
[188150] ['3/5', '5/7', '7/5', '5/3', '6'] -> ((7/5 * 6) * (5/3 + (5/7 / 3/5)))
[188151] ['1/3', '4/7', '2/3', '9/8', '6'] -> (6 / (9/8 - ((1/3 / 4/7) / 2/3)))
[188152] ['3/4', '6/7', '8/5', '8/5', '9'] -> (8/5 + ((8/5 * 9) / (3/4 * 6/7)))
[188153] ['7/9', '6/5', '5/4', '9/4', '5'] -> (5 / ((9/4 * (7/9 / 6/5)) - 5/4))
[188154] ['1/7', '2/5', '7/8', '7/6', '7'] -> ((7 / 1/7) / ((7/6 / 2/5) - 7/8))
[188155] ['1/8', '1', '5/4', '7/3', '5/2'] -> ((1 / 1/8) / (7/3 - (5/2 / 5/4)))
[188156] ['2/5', '4/9', '9/7', '9/2', '7'] -> ((4/9 * 7) * (9/2 + (9/7 / 2/5)))
[188157] ['3/5', '5/7', '7/5', '9/5', '6'] -> (6 * ((5/7 * 7/5) + (9/5 / 3/5)))
[188158] ['4/7', '9/7', '7/5', '5/2', '3'] -> (((9/7 + (7/5 * 3)) * 5/2) / 4/7)
[188159] ['1/5', '1/4', '3/8', '3/7', '1'] -> ((1 / 1/5) / ((1/4 / 3/7) - 3/8))
[188160] ['5/7', '6/7', '7/5', '9/2', '8'] -> ((6/7 * 8) * (9/2 - (5/7 * 7/5)))
[188161] ['4/7', '3/2', '3/2', '5/2', '8'] -> ((4/7 * 8) * (3/2 + (3/2 * 5/2)))
[188162] ['1/7', '2/5', '7/8', '6/5', '7'] -> ((6/5 / 2/5) / ((1/7 * 7) - 7/8))
[188163] ['3/5', '5/7', '7/5', '9/4', '6'] -> (6 / ((9/4 * (3/5 / 7/5)) - 5/7))
[188164] ['4/7', '9/7', '7/5', '8/3', '3'] -> (3 / (7/5 * (4/7 - (9/7 / 8/3))))
[188165] ['3/7', '1/2', '9/8', '7/5', '6'] -> ((3/7 + 7/5) * (9/8 + (6 / 1/2)))
[188166] ['3/4', '6/7', '8/5', '9/4', '9'] -> ((9 / ((3/4 * 8/5) - 6/7)) - 9/4)
[188167] ['5/7', '6/7', '3/2', '9/5', '8'] -> (8 * (3/2 + (9/5 * (5/7 / 6/7))))
[188168] ['1/5', '1/4', '3/8', '5/9', '1'] -> ((1 / 5/9) / ((1/5 + 1/4) - 3/8))
[188169] ['3/7', '4/5', '5/6', '2', '8/3'] -> (8/3 / (5/6 * (2 - (4/5 / 3/7))))
[188170] ['4/7', '3/2', '3/2', '8/3', '8'] -> ((8/3 * 8) * ((3/2 / 4/7) - 3/2))
[188171] ['1/3', '4/7', '2/3', '9/5', '6'] -> ((6 / (4/7 - 1/3)) - (2/3 * 9/5))
[188172] ['1/8', '1', '5/4', '5/2', '8/3'] -> (8/3 * (((5/2 - 5/4) / 1/8) - 1))
[188173] ['4/7', '9/7', '7/5', '3', '7/2'] -> (((3 + (9/7 / 7/5)) * 7/2) / 4/7)
[188174] ['1/5', '1/4', '3/8', '4/7', '1'] -> ((1/4 + (1 / (1/5 * 4/7))) / 3/8)
[188175] ['3/4', '6/7', '8/5', '7/3', '9'] -> (7/3 * ((3/4 + 9) + (6/7 / 8/5)))
[188176] ['3/7', '4/5', '5/6', '2', '9/2'] -> (9/2 * ((4/5 * 5/6) + (2 / 3/7)))
[188177] ['3/7', '1/2', '9/8', '5/3', '6'] -> ((6 / 3/7) / ((9/8 / 1/2) - 5/3))
[188178] ['3/4', '6/7', '8/5', '8/3', '9'] -> ((6/7 + (3/4 * 8/5)) * (8/3 + 9))
[188179] ['1/7', '2/5', '7/8', '7/5', '7'] -> ((7/5 + ((7 * 2/5) / 1/7)) / 7/8)
[188180] ['2/5', '4/9', '4/3', '7/3', '7'] -> (4/3 / (7 - ((4/9 + 7/3) / 2/5)))
[188181] ['4/7', '9/7', '3/2', '8/5', '3'] -> (3 / (3/2 - (4/7 + (9/7 / 8/5))))
[188182] ['1/9', '3/7', '5/3', '9/4', '9'] -> ((5/3 / (1/9 - (3/7 / 9))) - 9/4)
[188183] ['4/7', '3/2', '8/5', '9/5', '8'] -> ((4/7 + 8) * (8/5 + (9/5 / 3/2)))
[188184] ['7/9', '6/5', '9/7', '7/5', '5'] -> ((5 / (7/5 - 6/5)) - (7/9 * 9/7))
