[5] ['1/7', '5/9', '8/9', '7/4', '6'] -> ((8/9 - (5/9 / 7/4)) / (1/7 / 6))
[8704] ['2/9', '1/3', '2/5', '7/4', '5'] -> (2/9 / (1/3 - (7/4 / (2/5 + 5))))
[8705] ['4/5', '5/6', '8/3', '7/2', '6'] -> (8/3 * ((4/5 * 6) + (7/2 / 5/6)))
[8706] ['7/6', '8/5', '2', '7/3', '7/2'] -> ((2 * 7/2) / ((7/3 / 8/5) - 7/6))
[8707] ['1/8', '1/6', '2/5', '7/3', '5'] -> ((5 + (1/6 + 7/3)) / (1/8 / 2/5))
[8708] ['1/4', '1/4', '4/9', '3/4', '2'] -> (3/4 / (((1/4 / 4/9) / 2) - 1/4))
[8709] ['7/8', '7/8', '7/4', '9/4', '4'] -> ((9/4 * 4) / (7/8 - (7/8 / 7/4)))
[8710] ['1/3', '3/5', '7/8', '5/2', '3'] -> (((3 / 1/3) - 3/5) / (7/8 / 5/2))
[8711] ['1/7', '1/5', '4/5', '5/3', '9'] -> (5/3 * ((4/5 / 1/7) - (1/5 - 9)))
[8712] ['7/6', '8/5', '2', '7/3', '9/2'] -> (9/2 / (((7/6 + 7/3) / 8/5) - 2))
[8713] ['4/5', '5/6', '7/2', '7/2', '6'] -> (((7/2 / 7/2) / (5/6 - 4/5)) - 6)
[8714] ['2/7', '2/7', '3/7', '8/9', '8'] -> ((2/7 * 8) / ((3/7 * 8/9) - 2/7))
[8715] ['7/8', '7/8', '7/4', '7/3', '4'] -> (7/4 / (7/8 - ((7/8 + 7/3) / 4)))
[8716] ['1/6', '3/8', '3/4', '8/5', '4'] -> ((4 / (3/4 * (3/8 - 1/6))) - 8/5)
[8717] ['1/6', '1/6', '2/5', '3/2', '5'] -> ((2/5 * 5) / ((1/6 * 3/2) - 1/6))
[8718] ['7/6', '8/5', '2', '5/2', '5/2'] -> ((8/5 * 5/2) / (5/2 - (7/6 * 2)))
[8719] ['1/3', '3/7', '3/7', '5/8', '4'] -> ((4 + (3/7 / 3/7)) / (1/3 * 5/8))
[8720] ['1/8', '1/6', '3/7', '4/9', '5'] -> (5 / (3/7 * (4/9 - (1/8 - 1/6))))
[8721] ['2/7', '2/7', '3/7', '9/8', '8'] -> ((2/7 * 8) / ((3/7 / 9/8) - 2/7))
[8722] ['1/7', '1/5', '4/5', '9/5', '9'] -> ((9 / (1/7 + 1/5)) - (9/5 / 4/5))
[8723] ['7/8', '7/8', '7/4', '8/3', '4'] -> ((7/8 + (7/4 * 4)) / (7/8 / 8/3))
[8724] ['1/6', '1/6', '2/5', '5/3', '5'] -> (5 / (1/6 * (5/3 - (1/6 / 2/5))))
[8725] ['1/3', '3/7', '3/7', '2/3', '4'] -> ((3/7 * 4) / ((1/3 / 2/3) - 3/7))
[8726] ['7/6', '8/5', '2', '5/2', '8/3'] -> ((8/5 * 5/2) / ((8/3 / 2) - 7/6))
[8727] ['4/9', '6/7', '1', '5/2', '8/3'] -> ((1 + 5/2) * (6/7 + (8/3 / 4/9)))
[8728] ['1/8', '1/6', '3/7', '1/2', '5'] -> (5 / ((1/8 / 3/7) - (1/6 * 1/2)))
[8729] ['8/9', '9/4', '8/3', '3', '7/2'] -> ((3 / 9/4) / ((8/9 + 8/3) - 7/2))
[8730] ['1/7', '1/5', '4/5', '5/2', '9'] -> (5/2 * ((1/5 / 1/7) - (4/5 - 9)))
[8731] ['1/4', '1/4', '4/9', '9/8', '2'] -> ((2 - (4/9 * 9/8)) / (1/4 * 1/4))
[8732] ['2/9', '1/3', '3/7', '3/5', '5'] -> (((3/5 / 3/7) - 1/3) / (2/9 / 5))
[8733] ['4/5', '6/7', '6/7', '7/6', '6'] -> ((6 / 7/6) / ((6/7 / 4/5) - 6/7))
[8734] ['1/3', '3/5', '8/9', '8/9', '3'] -> (8/9 / ((8/9 / (3 - 3/5)) - 1/3))
[8735] ['2/7', '2/7', '3/7', '7/4', '8'] -> ((3/7 / 7/4) * (8 / (2/7 * 2/7)))
[8736] ['3/7', '5/8', '9/8', '9/4', '4'] -> (3/7 / ((9/8 / (4 - 9/4)) - 5/8))
[8737] ['7/6', '8/5', '2', '8/3', '7/2'] -> ((8/5 * 7/2) * (2 + (8/3 / 7/6)))
[8738] ['1/7', '7/9', '8/9', '7/2', '6'] -> ((7/2 * (8/9 + 6)) - (1/7 * 7/9))
[8739] ['2/7', '2/7', '3/7', '9/5', '8'] -> (8 / ((2/7 + 2/7) - (3/7 / 9/5)))
[8740] ['1/6', '1/6', '3/7', '3/7', '5'] -> ((5 / 1/6) - (3/7 / (1/6 * 3/7)))
[8741] ['4/5', '6/7', '6/7', '5/4', '6'] -> ((6 / 5/4) / ((6/7 / 6/7) - 4/5))
[8742] ['8/9', '7/3', '7/3', '8/3', '3'] -> ((8/3 * (7/3 + (7/3 * 3))) - 8/9)
[8743] ['1/3', '3/7', '3/7', '6/7', '4'] -> (6/7 / ((1/3 * 3/7) - (3/7 / 4)))
[8744] ['2/9', '1/3', '3/7', '2/3', '5'] -> ((2/9 + (5 / (3/7 / 2/3))) / 1/3)
[8745] ['7/8', '7/8', '9/5', '8/3', '4'] -> ((9/5 * 8/3) * (4 + (7/8 / 7/8)))
[8746] ['1/6', '3/8', '7/9', '7/8', '4'] -> (4 / (((3/8 * 7/9) / 7/8) - 1/6))
[8747] ['1/4', '1/4', '4/9', '5/4', '2'] -> (((1/4 + 5/4) + (2 / 4/9)) / 1/4)
[8748] ['1/8', '1/6', '3/7', '2/3', '5'] -> (5 / (2/3 - (1/6 + (1/8 / 3/7))))
[8749] ['1/6', '1/6', '3/7', '4/9', '5'] -> (((5 / 3/7) - (1/6 / 1/6)) / 4/9)
[8750] ['8/9', '7/3', '7/3', '3', '7/2'] -> ((7/3 + 3) / (8/9 - (7/3 / 7/2)))
[8751] ['2/7', '2/7', '4/9', '5/9', '8'] -> (4/9 + ((2/7 + 5/9) / (2/7 / 8)))
[8752] ['1/7', '7/9', '8/9', '9/2', '6'] -> (7/9 * ((9/2 * (8/9 + 6)) - 1/7))
[8753] ['1/4', '1/4', '4/9', '9/7', '2'] -> (2 / ((1/4 / 9/7) - (1/4 * 4/9)))
[8754] ['7/6', '8/5', '2', '7/2', '7/2'] -> (7/2 / ((7/6 * 2) - (7/2 / 8/5)))
[8755] ['1/7', '1/5', '5/6', '6/7', '9'] -> (((9 / 5/6) - (6/7 / 1/7)) / 1/5)
[8756] ['1/8', '1/6', '3/7', '5/7', '5'] -> (5/7 / ((1/8 * 5) - (1/6 + 3/7)))
[8757] ['4/5', '6/7', '6/7', '7/5', '6'] -> ((6/7 + 6) / (6/7 - (4/5 / 7/5)))
[8758] ['2/7', '2/7', '4/9', '4/7', '8'] -> ((4/7 + 8) / ((2/7 / 4/9) - 2/7))
[8759] ['1/6', '3/8', '7/9', '8/7', '4'] -> (4 / ((8/7 * (3/8 * 7/9)) - 1/6))
[8760] ['4/9', '6/7', '1', '7/2', '9/2'] -> (7/2 * (1 + (9/2 * (4/9 + 6/7))))
[8761] ['7/6', '8/5', '2', '9/2', '9/2'] -> (8/5 * (9/2 + (9/2 * (7/6 * 2))))
[8762] ['1/7', '7/9', '9/8', '8/7', '6'] -> (6 / (9/8 * (8/7 - (1/7 + 7/9))))
[8763] ['7/8', '7/8', '9/4', '9/4', '4'] -> (9/4 / (7/8 - ((7/8 + 9/4) / 4)))
[8764] ['2/9', '1/3', '3/7', '5/6', '5'] -> ((5 - 3/7) / (2/9 / (1/3 + 5/6)))
[8765] ['1/6', '3/8', '7/9', '7/6', '4'] -> (7/6 / (7/9 - (1/6 * (3/8 + 4))))
[8766] ['3/7', '5/8', '8/7', '7/6', '4'] -> (4 / (7/6 - (5/8 + (3/7 / 8/7))))
[8767] ['4/5', '6/7', '6/7', '5/3', '6'] -> ((6/7 + 6) / (4/5 - (6/7 / 5/3)))
[8768] ['2/9', '1/3', '3/7', '8/9', '5'] -> ((8/9 * 5) / ((2/9 / 3/7) - 1/3))
[8769] ['3/7', '5/8', '8/7', '6/5', '4'] -> (4 / (((5/8 * 8/7) / 6/5) - 3/7))
[8770] ['1/3', '3/7', '3/7', '8/5', '4'] -> ((4 + (3/7 / 3/7)) / (1/3 / 8/5))
[8771] ['1/8', '1/6', '3/7', '8/9', '5'] -> (5 / (8/9 - ((1/8 + 1/6) / 3/7)))
[8772] ['2/9', '1/3', '3/7', '9/8', '5'] -> ((5 / 9/8) / ((2/9 / 3/7) - 1/3))
[8773] ['4/5', '6/7', '6/7', '9/5', '6'] -> (6 / ((9/5 / (6/7 + 6/7)) - 4/5))
[8774] ['3/7', '5/8', '8/7', '5/4', '4'] -> ((8/7 + 4) * (5/4 / (3/7 * 5/8)))
[8775] ['8/9', '5/2', '5/2', '5/2', '3'] -> ((5/2 * 3) / ((5/2 / 8/9) - 5/2))
[8776] ['1/4', '1/4', '4/9', '2', '7/2'] -> (4/9 * ((7/2 / (1/4 * 1/4)) - 2))
[8777] ['2/7', '2/7', '4/9', '6/7', '8'] -> ((2/7 * 8) / ((4/9 * 6/7) - 2/7))
[8778] ['7/6', '5/3', '5/3', '2', '7/3'] -> (2 / ((7/6 / (7/3 - 5/3)) - 5/3))
[8779] ['7/8', '7/8', '7/3', '7/3', '4'] -> (4 * (7/3 + ((7/8 + 7/3) / 7/8)))
[8780] ['1/6', '3/8', '7/9', '9/7', '4'] -> ((4 + (7/9 * 9/7)) / (3/8 - 1/6))
[8781] ['7/6', '5/3', '5/3', '2', '5/2'] -> (2 / ((5/2 * (7/6 / 5/3)) - 5/3))
[8782] ['1/7', '1/5', '5/6', '6/5', '9'] -> (9 * ((6/5 / (1/7 + 1/5)) - 5/6))
[8783] ['7/8', '7/8', '7/3', '8/3', '4'] -> (4 * ((7/8 / 7/8) + (7/3 + 8/3)))
[8784] ['3/7', '5/8', '8/7', '4/3', '4'] -> (4 / (((4/3 - 3/7) / 8/7) - 5/8))
[8785] ['4/9', '7/8', '7/8', '1', '7/6'] -> ((7/6 / (4/9 * 7/8)) / (1 - 7/8))
[8786] ['8/9', '5/2', '5/2', '3', '9/2'] -> ((3 + 9/2) / ((5/2 / 8/9) - 5/2))
[8787] ['1/3', '3/5', '8/9', '7/3', '3'] -> ((((7/3 + 3) / 3/5) - 8/9) / 1/3)
[8788] ['4/5', '6/7', '6/7', '5/2', '6'] -> (((4/5 + 6/7) * (5/2 * 6)) - 6/7)
[8789] ['7/6', '5/3', '5/3', '2', '7/2'] -> (2 / ((7/2 * (5/3 - 7/6)) - 5/3))
[8790] ['1/6', '1/6', '3/7', '6/7', '5'] -> (((6/7 * (1/6 + 5)) - 3/7) / 1/6)
[8791] ['4/5', '6/7', '6/7', '8/3', '6'] -> (8/3 * ((6/7 / (6/7 - 4/5)) - 6))
[8792] ['1/6', '3/8', '7/9', '3/2', '4'] -> ((3/2 + 4) / (3/8 * (7/9 - 1/6)))
[8793] ['1/3', '3/7', '4/9', '4/9', '4'] -> (((4/9 / 1/3) + (4 / 3/7)) / 4/9)
[8794] ['1/8', '1/6', '3/7', '4/3', '5'] -> ((4/3 + 5) / ((1/6 / 3/7) - 1/8))
[8795] ['2/9', '1/3', '3/7', '4/3', '5'] -> ((2/9 + 4/3) * (3/7 + (5 / 1/3)))
[8796] ['3/7', '5/8', '8/7', '8/5', '4'] -> ((4 + (8/7 / 8/5)) / (5/8 - 3/7))
[8797] ['1/7', '7/9', '9/8', '5/3', '6'] -> ((6 - (5/3 / 7/9)) / (1/7 * 9/8))
[8798] ['8/9', '5/2', '3', '7/2', '9/2'] -> (9/2 * ((3 * (7/2 - 8/9)) - 5/2))
[8799] ['2/7', '2/7', '4/9', '7/6', '8'] -> ((2/7 * 8) / ((4/9 / 7/6) - 2/7))
[8800] ['7/6', '5/3', '7/4', '9/5', '2'] -> (2 / ((5/3 * 9/5) - (7/6 + 7/4)))
[8801] ['3/7', '5/8', '8/7', '5/3', '4'] -> (4 / ((5/8 * (3/7 + 5/3)) - 8/7))
[8802] ['1/3', '3/7', '4/9', '5/9', '4'] -> ((5/9 + ((1/3 + 4) / 3/7)) / 4/9)
[8803] ['7/6', '5/3', '7/4', '2', '9/4'] -> (2 / ((7/6 / 7/4) + (5/3 - 9/4)))
[8804] ['1/3', '3/5', '9/8', '9/8', '3'] -> ((9/8 + ((9/8 + 3) / 3/5)) / 1/3)
[8805] ['1/7', '1/5', '5/6', '3/2', '9'] -> (9 * (3/2 + (5/6 / (1/7 / 1/5))))
[8806] ['8/9', '3', '7/2', '7/2', '7/2'] -> ((3 * 7/2) / ((7/2 / 8/9) - 7/2))
[8807] ['1/6', '1/6', '3/7', '7/6', '5'] -> ((((1/6 + 5) / 7/6) - 3/7) / 1/6)
[8808] ['8/9', '3', '7/2', '7/2', '9/2'] -> ((9/2 * (3 + (8/9 * 7/2))) - 7/2)
[8809] ['7/6', '5/3', '7/4', '2', '7/2'] -> (2 / ((7/2 / 7/6) - (5/3 * 7/4)))
[8810] ['1/3', '3/7', '4/9', '2/3', '4'] -> ((4/9 + (2/3 / 3/7)) / (1/3 / 4))
[8811] ['1/7', '1/5', '5/6', '8/5', '9'] -> (((8/5 / 1/7) - (1/5 - 9)) / 5/6)
[8812] ['1/3', '3/5', '9/8', '7/6', '3'] -> (3 / ((7/6 / (1/3 + 3/5)) - 9/8))
[8813] ['1/6', '3/8', '7/9', '7/3', '4'] -> (((7/3 / (3/8 * 7/9)) - 4) / 1/6)
[8814] ['9/8', '9/8', '9/8', '9/8', '3'] -> ((9/8 * 3) / ((9/8 * 9/8) - 9/8))
[8815] ['3/7', '5/8', '8/7', '7/3', '4'] -> (3/7 / ((8/7 / 4) - (5/8 / 7/3)))
[8816] ['1/4', '1/4', '1/2', '8/5', '2'] -> (((2 / 1/2) - 1/4) / (1/4 / 8/5))
[8817] ['9/8', '9/8', '9/8', '8/7', '3'] -> ((9/8 * 3) / (9/8 - (9/8 / 8/7)))
[8818] ['1/7', '1/5', '5/6', '7/4', '9'] -> (9 / (5/6 * (1/5 + (1/7 * 7/4))))
[8819] ['7/6', '5/3', '9/5', '2', '9/4'] -> ((9/5 / 9/4) / ((2 / 5/3) - 7/6))
[8820] ['1/8', '1/6', '3/7', '9/4', '5'] -> (((5 - 1/8) / 1/6) - (9/4 / 3/7))
[8821] ['1/6', '3/8', '7/9', '7/2', '4'] -> ((7/2 / ((3/8 * 7/9) - 1/6)) - 4)
[8822] ['4/5', '6/7', '7/8', '5/4', '6'] -> (6 / ((4/5 * 5/4) - (6/7 * 7/8)))
[8823] ['1/3', '3/5', '9/8', '4/3', '3'] -> (3 / (9/8 - (3/5 * (1/3 + 4/3))))
[8824] ['1/8', '1/6', '3/7', '7/3', '5'] -> (5 / (3/7 - (1/6 + (1/8 / 7/3))))
[8825] ['1/6', '1/6', '3/7', '7/5', '5'] -> ((3/7 / 1/6) + (5 / (1/6 * 7/5)))
[8826] ['2/7', '2/7', '4/9', '5/2', '8'] -> ((2/7 / 4/9) / ((5/2 / 8) - 2/7))
[8827] ['1/3', '3/7', '4/9', '9/8', '4'] -> (9/8 * (1/3 + (4 / (3/7 * 4/9))))
[8828] ['3/7', '5/8', '8/7', '4', '9/2'] -> (3/7 / ((4 - 9/2) - (5/8 - 8/7)))
[8829] ['9/8', '9/8', '9/8', '9/7', '3'] -> (3 / ((9/8 / 9/8) - (9/8 / 9/7)))
[8830] ['1/4', '1/4', '5/9', '5/9', '2'] -> ((2 + (5/9 / (1/4 * 5/9))) / 1/4)
[8831] ['4/5', '6/7', '7/8', '4/3', '6'] -> (6 / (4/5 * (4/3 - (7/8 / 6/7))))
[8832] ['1/3', '3/5', '9/8', '3/2', '3'] -> ((3 / 1/3) / ((9/8 / 3/5) - 3/2))
[8833] ['7/6', '5/3', '9/5', '2', '9/2'] -> (9/2 * ((7/6 * 2) + (5/3 * 9/5)))
[8834] ['4/9', '7/8', '7/8', '1', '5/2'] -> (5/2 / (4/9 * (1 - (7/8 * 7/8))))
[8835] ['1/3', '3/7', '4/9', '5/4', '4'] -> (5/4 + ((1/3 + 4) / (3/7 * 4/9)))
[8836] ['4/5', '6/7', '7/8', '8/5', '6'] -> (6 / ((6/7 * 7/8) - (4/5 / 8/5)))
[8837] ['9/8', '9/8', '9/8', '3/2', '3'] -> (9/8 / (3 - (9/8 * (9/8 + 3/2))))
[8838] ['1/6', '1/6', '3/7', '7/4', '5'] -> ((7/4 / (1/6 + 1/6)) * (5 - 3/7))
[8839] ['2/7', '2/7', '1/2', '3/5', '8'] -> (8 / ((2/7 / 3/5) - (2/7 * 1/2)))
[8840] ['1/7', '7/9', '8/7', '5/4', '6'] -> (6 / (5/4 - (7/9 * (1/7 + 8/7))))
[8841] ['1/4', '1/4', '5/9', '5/8', '2'] -> ((2 / 5/9) / ((1/4 / 5/8) - 1/4))
[8842] ['4/5', '6/7', '7/8', '5/3', '6'] -> (6 / (7/8 * (4/5 - (6/7 / 5/3))))
[8843] ['2/7', '2/7', '1/2', '7/9', '8'] -> (8 / (7/9 * (2/7 + (2/7 * 1/2))))
[8844] ['9/8', '9/8', '9/8', '8/5', '3'] -> (9/8 / (((3 - 9/8) / 8/5) - 9/8))
[8845] ['1/3', '3/7', '4/9', '3/2', '4'] -> ((3/7 + 3/2) * (4/9 + (4 / 1/3)))
[8846] ['1/6', '1/6', '3/7', '9/4', '5'] -> (9/4 * ((5 / 3/7) - (1/6 / 1/6)))
[8847] ['4/5', '6/7', '7/8', '7/4', '6'] -> ((7/4 / ((4/5 / 6/7) - 7/8)) - 6)
[8848] ['1/3', '3/5', '9/8', '3', '9/2'] -> (1/3 / (9/8 - (3 / (3/5 * 9/2))))
[8849] ['1/7', '1/5', '6/7', '6/7', '9'] -> (((6/7 * 9) - (6/7 / 1/5)) / 1/7)
[8850] ['1/6', '1/6', '3/7', '7/3', '5'] -> ((5 / 1/6) - (7/3 / (1/6 / 3/7)))
[8851] ['4/5', '6/7', '7/8', '9/5', '6'] -> (6 / (9/5 - (4/5 + (6/7 * 7/8))))
[8852] ['1/4', '1/4', '5/9', '5/6', '2'] -> (2 / (1/4 - ((1/4 * 5/9) / 5/6)))
[8853] ['9/8', '9/8', '9/8', '9/5', '3'] -> (3 / (((9/8 + 9/8) / 9/5) - 9/8))
[8854] ['2/7', '2/7', '1/2', '7/5', '8'] -> ((8 + (2/7 + 2/7)) / (1/2 / 7/5))
[8855] ['1/3', '3/7', '4/9', '5/3', '4'] -> (((4 / 3/7) - (1/3 - 5/3)) / 4/9)
[8856] ['7/8', '8/9', '8/9', '7/2', '4'] -> ((7/2 / ((8/9 / 8/9) - 7/8)) - 4)
[8857] ['1/6', '1/6', '3/7', '8/3', '5'] -> ((8/3 * 5) / (1/6 + (1/6 / 3/7)))
[8858] ['3/7', '5/8', '7/6', '7/4', '4'] -> ((7/4 * 4) / ((5/8 / 3/7) - 7/6))
[8859] ['9/8', '9/8', '9/8', '7/3', '3'] -> (9/8 / (3 - (7/3 * (9/8 * 9/8))))
[8860] ['1/8', '1/6', '4/9', '4/5', '5'] -> ((4/5 + (1/6 / 1/8)) / (4/9 / 5))
[8861] ['1/6', '3/8', '4/5', '7/4', '4'] -> (4 * (1/6 + (7/4 / (3/8 * 4/5))))
[8862] ['1/6', '1/6', '3/7', '9/2', '5'] -> ((5 - (1/6 - 9/2)) / (1/6 / 3/7))
[8863] ['1/7', '1/5', '6/7', '7/6', '9'] -> (((9 / 7/6) - (6/7 / 1/5)) / 1/7)
[8864] ['7/8', '8/9', '9/8', '9/8', '4'] -> ((4 / ((9/8 / 7/8) - 9/8)) - 8/9)
[8865] ['1/4', '1/4', '5/9', '7/6', '2'] -> ((2 - 7/6) / (5/9 * (1/4 * 1/4)))
[8866] ['1/7', '1/5', '6/7', '6/5', '9'] -> (((6/5 * 9) - (6/7 / 1/7)) / 1/5)
[8867] ['7/6', '7/4', '7/4', '2', '8/3'] -> (7/4 / ((7/4 / 8/3) - (7/6 / 2)))
[8868] ['1/6', '3/8', '4/5', '7/3', '4'] -> (((7/3 / 1/6) - (4 / 4/5)) / 3/8)
[8869] ['1/3', '3/7', '4/9', '5/2', '4'] -> ((4 / 3/7) / ((1/3 * 5/2) - 4/9))
[8870] ['2/9', '1/3', '4/9', '7/4', '5'] -> ((4/9 / 2/9) / (7/4 - (1/3 * 5)))
[8871] ['1/3', '3/5', '8/7', '7/5', '3'] -> ((8/7 * 7/5) * (3 / (1/3 * 3/5)))
[8872] ['7/6', '7/4', '7/4', '2', '9/2'] -> ((9/2 + (7/4 / 7/6)) / (2 - 7/4))
[8873] ['2/7', '2/7', '5/9', '5/8', '8'] -> ((8 - 2/7) / (5/8 * (2/7 / 5/9)))
[8874] ['4/5', '6/7', '7/8', '9/2', '6'] -> (4/5 * ((6 / (7/8 / 9/2)) - 6/7))
[8875] ['4/9', '7/8', '8/9', '1', '9/5'] -> (1 / ((4/9 - 8/9) + (7/8 / 9/5)))
[8876] ['7/6', '7/4', '9/5', '9/5', '2'] -> ((9/5 / 9/5) / ((7/6 * 7/4) - 2))
[8877] ['1/3', '3/7', '1/2', '1/2', '4'] -> (((4 - 1/2) / (1/3 * 3/7)) - 1/2)
[8878] ['9/8', '9/8', '8/7', '4/3', '3'] -> ((9/8 / ((4/3 / 8/7) - 9/8)) - 3)
[8879] ['1/7', '7/9', '7/6', '7/6', '6'] -> ((6 / (1/7 / 7/9)) / (7/6 * 7/6))
[8880] ['1/8', '1/6', '4/9', '5/4', '5'] -> (((5 / (5/4 - 1/8)) - 4/9) / 1/6)
[8881] ['1/3', '3/5', '8/7', '8/5', '3'] -> ((8/5 + 3) / ((3/5 / 8/7) - 1/3))
[8882] ['1/7', '1/5', '6/7', '7/5', '9'] -> ((1/5 + 7/5) * (9 + (6/7 / 1/7)))
[8883] ['4/9', '7/8', '8/9', '1', '5/2'] -> ((5/2 + (4/9 / 8/9)) / (1 - 7/8))
[8884] ['1/4', '1/4', '5/9', '3/2', '2'] -> (2 / (3/2 * (5/9 - (1/4 + 1/4))))
[8885] ['2/9', '1/3', '1/2', '3/5', '5'] -> (((3/5 * 5) - 1/3) / (2/9 * 1/2))
[8886] ['1/7', '7/9', '7/6', '6/5', '6'] -> (6 / (1/7 * (7/9 + (7/6 / 6/5))))
[8887] ['2/7', '2/7', '5/9', '5/6', '8'] -> (8 / ((2/7 / 2/7) - (5/9 / 5/6)))
[8888] ['1/4', '1/4', '5/9', '8/5', '2'] -> ((2 / 5/9) / ((1/4 * 8/5) - 1/4))
[8889] ['1/7', '1/5', '6/7', '5/3', '9'] -> ((9 - (1/7 + 6/7)) / (1/5 * 5/3))
[8890] ['3/7', '5/8', '6/5', '9/7', '4'] -> (4 * (6/5 + (9/7 / (3/7 * 5/8))))
[8891] ['1/8', '1/6', '4/9', '8/5', '5'] -> ((5 / (1/8 / 1/6)) / (4/9 / 8/5))
[8892] ['1/6', '3/8', '5/6', '9/8', '4'] -> (4 * (3/8 + (9/8 / (1/6 / 5/6))))
[8893] ['1/3', '3/7', '1/2', '4/5', '4'] -> ((1/3 + (4 / (3/7 * 4/5))) / 1/2)
[8894] ['4/5', '6/7', '8/9', '7/6', '6'] -> (6 / ((7/6 / 6/7) - (8/9 / 4/5)))
[8895] ['7/6', '7/4', '9/5', '2', '7/2'] -> (2 / (7/4 - (7/2 / (7/6 * 9/5))))
[8896] ['2/9', '1/3', '1/2', '6/7', '5'] -> (((5 - 1/3) / (2/9 * 6/7)) - 1/2)
[8897] ['1/4', '1/4', '5/9', '9/5', '2'] -> ((2 + (9/5 / (1/4 / 5/9))) / 1/4)
[8898] ['1/8', '1/6', '4/9', '7/4', '5'] -> (((7/4 / 1/8) - 5) / (1/6 / 4/9))
[8899] ['1/6', '1/6', '4/9', '7/6', '5'] -> ((5 * (1/6 + 7/6)) / (4/9 - 1/6))
[8900] ['2/7', '2/7', '5/9', '9/8', '8'] -> (8 / (((2/7 / 2/7) / 9/8) - 5/9))
[8901] ['1/7', '1/5', '6/7', '8/3', '9'] -> ((8/3 / 1/5) + ((1/7 + 9) / 6/7))
[8902] ['4/5', '6/7', '8/9', '5/4', '6'] -> (5/4 * ((4/5 / (8/9 - 6/7)) - 6))
[8903] ['1/4', '1/4', '5/9', '2', '9/4'] -> ((1/4 + (9/4 * (5/9 + 2))) / 1/4)
[8904] ['9/8', '9/8', '8/7', '9/4', '3'] -> (9/8 / (3 - ((9/8 + 9/4) / 8/7)))
[8905] ['7/8', '8/9', '9/8', '5/3', '4'] -> (5/3 / ((4 * (9/8 - 8/9)) - 7/8))
[8906] ['4/9', '7/8', '1', '9/8', '6/5'] -> (((7/8 / (6/5 - 9/8)) - 1) / 4/9)
[8907] ['1/8', '1/6', '4/9', '7/2', '5'] -> ((5 - (1/6 + 7/2)) / (1/8 * 4/9))
[8908] ['4/5', '6/7', '8/9', '9/7', '6'] -> ((9/7 / ((4/5 / 8/9) - 6/7)) - 6)
[8909] ['7/6', '7/4', '2', '9/4', '8/3'] -> ((7/4 + 9/4) / ((8/3 / 2) - 7/6))
[8910] ['1/3', '3/7', '1/2', '6/5', '4'] -> ((1/3 / (3/7 - (1/2 / 6/5))) - 4)
[8911] ['9/8', '9/8', '8/7', '7/3', '3'] -> (((9/8 / 7/3) / (8/7 - 9/8)) - 3)
[8912] ['1/4', '1/4', '5/9', '2', '5/2'] -> (2 / (5/9 * (1/4 - (1/4 / 5/2))))
[8913] ['1/3', '3/5', '8/7', '5/2', '3'] -> ((8/7 * 5/2) * ((3 / 1/3) - 3/5))
[8914] ['2/9', '1/3', '1/2', '9/7', '5'] -> ((2/9 + (5 / (1/2 * 9/7))) / 1/3)
[8915] ['2/7', '2/7', '5/9', '7/6', '8'] -> ((7/6 + (5/9 / 2/7)) * (8 - 2/7))
[8916] ['4/5', '6/7', '8/9', '4/3', '6'] -> ((4/3 / ((4/5 / 6/7) - 8/9)) - 6)
[8917] ['9/8', '9/8', '8/7', '5/2', '3'] -> (((9/8 / (8/7 - 9/8)) - 3) / 5/2)
[8918] ['7/6', '7/4', '2', '7/3', '5/2'] -> ((5/2 + (7/6 + 7/3)) / (2 - 7/4))
[8919] ['2/9', '1/3', '1/2', '8/5', '5'] -> ((5 / (2/9 / 1/3)) / (1/2 / 8/5))
[8920] ['1/4', '1/4', '5/9', '2', '9/2'] -> (2 / ((1/4 * 5/9) - (1/4 / 9/2)))
[8921] ['1/7', '7/9', '7/6', '7/4', '6'] -> (((7/6 / 1/7) + (7/4 * 6)) / 7/9)
[8922] ['1/6', '3/8', '6/7', '7/8', '4'] -> (((4 - 3/8) / (1/6 * 7/8)) - 6/7)
[8923] ['7/8', '8/9', '9/8', '9/4', '4'] -> ((4 + (8/9 * 9/4)) / (9/8 - 7/8))
[8924] ['1/6', '1/6', '4/9', '8/5', '5'] -> ((4/9 / (1/6 * 1/6)) + (8/5 * 5))
[8925] ['7/6', '7/4', '2', '7/3', '8/3'] -> ((2 / 7/4) / (7/3 - (8/3 / 7/6)))
[8926] ['1/8', '1/6', '1/2', '4/5', '5'] -> (4/5 / (1/8 * (1/6 + (1/2 / 5))))
[8927] ['1/7', '7/9', '7/6', '9/5', '6'] -> ((7/9 / 7/6) + (6 / (1/7 * 9/5)))
[8928] ['4/9', '7/8', '1', '9/8', '3/2'] -> ((3/2 / (4/9 * 9/8)) / (1 - 7/8))
[8929] ['1/3', '3/5', '8/7', '3', '9/2'] -> ((8/7 * 9/2) * ((3 / 3/5) - 1/3))
[8930] ['7/6', '7/4', '2', '5/2', '5/2'] -> ((5/2 / 5/2) / ((7/6 * 7/4) - 2))
[8931] ['2/7', '2/7', '5/9', '7/5', '8'] -> (8 / ((5/9 * (7/5 - 2/7)) - 2/7))
[8932] ['1/8', '1/6', '1/2', '6/7', '5'] -> ((1/6 + (5 / 6/7)) / (1/8 / 1/2))
