[310276] ['1/3', '3/5', '2/3', '5/7', '9'] -> (9 / 5/7 - 3/5) / (1/3 / 2/3)
[314971] ['1/5', '3/7', '4/5', '9/8', '3'] -> 1/5 / (3 - (9/8 + 4/5 / 3/7))
[314972] ['1/3', '4/5', '7/6', '7/4', '9'] -> 9 * (1/3 + 4/5 * (7/6 + 7/4))
[314973] ['3/4', '1', '4/3', '9/4', '9/4'] -> 4/3 / (1 - 3/4) * (9/4 + 9/4)
[314974] ['1/7', '8/9', '8/7', '5/2', '8'] -> 8/7 + 5/2 * (1/7 + 8 / 8/9)
[314975] ['1/3', '3/8', '5/7', '1', '8/5'] -> (8/5 + 1 / 5/7) / (1/3 * 3/8)
[314976] ['2/7', '4/3', '9/2', '9/2', '5'] -> 9/2 + 9/2 / 2/7 + 5 / 4/3
[314977] ['5/9', '9/4', '7/3', '9/2', '7'] -> (9/4 + 9/2) * (5/9 + 7 / 7/3)
[314978] ['1/3', '4/5', '7/6', '9/4', '9'] -> 9 / (9/4 - (1/3 + 7/6) / 4/5)
[314979] ['5/9', '9/8', '8/7', '8/7', '2'] -> 8/7 / (5/9 - 8/7 / (9/8 * 2))
[314980] ['1/8', '1/7', '5/9', '1', '9/8'] -> (5/9 / 1/7 - 1 / 9/8) / 1/8
[314981] ['3/7', '8/7', '5/3', '5/2', '5'] -> 8/7 * 5 / (5/3 / 5/2 - 3/7)
[314982] ['1/5', '3/7', '4/5', '5/4', '3'] -> (3 / (3/7 * 5/4) - 4/5) / 1/5
[314983] ['1/3', '3/8', '5/7', '1', '9/5'] -> 1 / (1/3 - 3/8 / 5/7 / 9/5)
[314984] ['5/9', '9/8', '8/7', '7/6', '2'] -> 9/8 * (5/9 / (7/6 - 8/7) - 2)
[314985] ['5/9', '9/4', '5/2', '8/3', '7'] -> 8/3 * (7 + 5/2 / (5/9 * 9/4))
[314986] ['3/4', '1', '4/3', '7/3', '7/3'] -> (7/3 + 4/3 + 7/3) / (1 - 3/4)
[314987] ['1/3', '4/5', '7/6', '8/3', '9'] -> (8/3 + 9) / (7/6 * 1/3 / 4/5)
[314988] ['6/7', '9/8', '8/5', '8/3', '7'] -> 8/5 * 7 * (9/8 * 8/3 - 6/7)
[314989] ['1/5', '3/7', '4/5', '4/3', '3'] -> 3 * (4/5 / (1/5 * 3/7) - 4/3)
[314990] ['1/8', '2/9', '5/8', '7/8', '8'] -> 8 / 2/9 - (5/8 + 7/8) / 1/8
[314991] ['1/7', '2/3', '9/5', '2', '9/4'] -> 2 / 1/7 / (9/4 / 9/5 - 2/3)
[314992] ['3/7', '8/7', '5/3', '9/2', '5'] -> 9/2 * (5 / (8/7 - 3/7) - 5/3)
[314993] ['5/9', '9/4', '5/2', '7/2', '7'] -> 7/2 * 7 - 5/9 * 9/4 / 5/2
[314994] ['1/8', '1/7', '5/9', '1', '7/6'] -> 1 / 1/8 / (5/9 / 7/6 - 1/7)
[314995] ['1/5', '3/7', '4/5', '7/5', '3'] -> (3 / 3/7 - (4/5 + 7/5)) / 1/5
[314996] ['2/7', '7/5', '7/5', '7/4', '5'] -> 7/4 * (5 * (7/5 + 7/5) - 2/7)
[314997] ['5/9', '9/4', '8/3', '8/3', '7'] -> 8/3 / (5/9 + 8/3 - 7 / 9/4)
[314998] ['1/7', '2/3', '9/5', '2', '7/3'] -> 9/5 * (7/3 / 1/7 - 2 / 2/3)
[314999] ['1/3', '4/5', '6/5', '5/4', '9'] -> (6/5 * 9 - 4/5) / (1/3 * 5/4)
[315000] ['1/7', '8/9', '7/6', '4/3', '8'] -> 4/3 / (1/7 * 7/6 - 8/9 / 8)
[315001] ['5/9', '9/8', '8/7', '9/7', '2'] -> 9/7 / (5/9 * 9/8 - 8/7 / 2)
[315002] ['1/8', '2/9', '5/8', '7/6', '8'] -> (7/6 + 1/8 - 5/8) / (2/9 / 8)
[315003] ['4/9', '5/8', '7/8', '8/5', '9'] -> 5/8 + (4/9 + 9) * (7/8 + 8/5)
[315004] ['1/3', '3/8', '5/7', '1', '8/3'] -> (8/3 / (1 - 5/7) - 1/3) / 3/8
[315005] ['1/7', '2/3', '9/5', '2', '5/2'] -> 5/2 * (9/5 / 1/7 - 2 / 2/3)
[315006] ['3/7', '8/7', '7/4', '9/4', '5'] -> (5 + 7/4 + 9/4) / (3/7 / 8/7)
[315007] ['1/5', '3/7', '4/5', '8/5', '3'] -> 1/5 / (3 / 8/5 - 4/5 / 3/7)
[315008] ['1/8', '1/7', '5/9', '1', '9/7'] -> 1 / (1/7 / 9/7 - 1/8 * 5/9)
[315009] ['5/9', '7/3', '7/3', '7/3', '7'] -> (7/3 + 7) * (7/3 + 5/9 / 7/3)
[315010] ['2/7', '7/5', '7/5', '7/3', '5'] -> (7/5 + 5) / (2/7 * (7/3 - 7/5))
[315011] ['1/5', '3/7', '4/5', '5/3', '3'] -> (3 - 4/5) / (1/5 * 3/7) - 5/3
[315012] ['6/7', '9/8', '5/3', '7/4', '7'] -> 7 / (7/4 * (5/3 - 6/7) - 9/8)
[315013] ['5/9', '7/3', '7/3', '7/2', '7'] -> (7/3 + 7) / (7/3 - 5/9 * 7/2)
[315014] ['3/4', '1', '4/3', '8/3', '8/3'] -> 8/3 / (1 - 8/3 + 4/3 / 3/4)
[315015] ['1/3', '4/5', '5/4', '9/7', '9'] -> (4/5 * 5/4 + 9 / 9/7) / 1/3
[315016] ['1/8', '1/7', '5/9', '1', '7/5'] -> 1 / 5/9 / (1/7 * 7/5 - 1/8)
[315017] ['1/7', '8/9', '7/6', '8/5', '8'] -> 8 / (8/9 / 7/6 / 8/5 - 1/7)
[315018] ['1/5', '3/7', '4/5', '5/2', '3'] -> 4/5 / (3 - (5/2 + 1/5 / 3/7))
[315019] ['6/7', '9/8', '5/3', '9/5', '7'] -> (6/7 + 5/3 * 9/5) / (9/8 / 7)
[315020] ['5/9', '7/3', '7/3', '9/2', '7'] -> 7 * (7/3 - 5/9) / (7/3 / 9/2)
[315021] ['4/9', '5/8', '7/8', '8/3', '9'] -> (9 - 7/8 * 8/3) / (4/9 * 5/8)
[315022] ['1/3', '4/5', '5/4', '3/2', '9'] -> 9 / (5/4 * (4/5 - 1/3 * 3/2))
[315023] ['1/3', '3/8', '3/4', '6/7', '1'] -> (1 / (6/7 - 3/4) - 1/3) / 3/8
[315024] ['1/7', '8/9', '7/6', '5/3', '8'] -> 8 * (8/9 + 7/6 * (1/7 + 5/3))
[315025] ['6/7', '9/8', '5/3', '9/4', '7'] -> 7 * (6/7 * 5/3 + 9/4 / 9/8)
[315026] ['1/8', '1/7', '5/9', '1', '8/5'] -> (1 / 1/7 - 8/5) / (1/8 / 5/9)
[315027] ['5/9', '9/8', '8/7', '5/3', '2'] -> 5/3 / (2 / 8/7 - (5/9 + 9/8))
[315028] ['5/9', '7/3', '5/2', '5/2', '7'] -> 7 * (5/2 / 5/9 - 5/2 / 7/3)
[315029] ['1/5', '3/7', '4/5', '3', '7/2'] -> 4/5 / (7/2 - (3 + 1/5 / 3/7))
[315030] ['3/7', '8/7', '9/5', '7/3', '5'] -> 9/5 * 7/3 * (5 - (3/7 - 8/7))
[315031] ['4/9', '5/8', '7/8', '7/2', '9'] -> 7/2 - (5/8 - 7/8) + 9 / 4/9
[315032] ['1/3', '3/8', '3/4', '1', '9/8'] -> 1 / (1/3 + 3/8 - 3/4 / 9/8)
[315033] ['1/7', '2/3', '2', '9/4', '8/3'] -> 9/4 * (2 / 1/7 - (2/3 + 8/3))
[315034] ['6/7', '9/8', '5/3', '7/3', '7'] -> 7 / (9/8 - 5/3 / (6/7 * 7/3))
[315035] ['5/9', '7/3', '5/2', '7/2', '7'] -> (7/2 + 5/2 / 5/9) / (7/3 / 7)
[315036] ['1/3', '4/5', '9/7', '9/7', '9'] -> (9 + 9/7 / 9/7) / (1/3 / 4/5)
[315037] ['1/7', '8/9', '7/6', '9/5', '8'] -> 9/5 * (8 + 8/9 / (1/7 * 7/6))
[315038] ['4/9', '5/8', '8/9', '8/9', '9'] -> 9 / (5/8 - 4/9 / (8/9 + 8/9))
[315039] ['1/5', '3/7', '5/6', '6/7', '3'] -> (3/7 + 3) / (6/7 * 1/5 * 5/6)
[315040] ['2/7', '7/5', '3/2', '7/4', '5'] -> 7/4 / 7/5 + (3/2 + 5) / 2/7
[315041] ['1/7', '2/3', '2', '7/3', '7/3'] -> (2 - 7/3 + 7/3 / 1/7) / 2/3
[315042] ['1/3', '4/5', '9/7', '4/3', '9'] -> 4/3 * (9 / (4/5 - 1/3) - 9/7)
[315043] ['2/7', '7/5', '3/2', '9/5', '5'] -> 3/2 + 9/5 * 5 / (2/7 * 7/5)
[315044] ['5/9', '7/3', '8/3', '7/2', '7'] -> 8/3 / (7/3 / (7 - 7/2) - 5/9)
[315045] ['4/9', '5/8', '8/9', '6/5', '9'] -> 8/9 / 6/5 * 9 / (4/9 * 5/8)
[315046] ['3/4', '1', '7/5', '7/5', '9/4'] -> (1 + 7/5) / (9/4 - (3/4 + 7/5))
[315047] ['3/7', '8/7', '9/4', '5/2', '5'] -> 3/7 / (8/7 - 9/4 * 5/2 / 5)
[315048] ['2/7', '7/5', '3/2', '5/2', '5'] -> (3/2 + (5/2 + 5) / 7/5) / 2/7
[315049] ['1/3', '4/5', '9/7', '7/4', '9'] -> 9 * (1/3 / 4/5 + 9/7 * 7/4)
[315050] ['5/9', '7/3', '7/2', '9/2', '7'] -> (7 - 9/2 / 7/2) / (5/9 / 7/3)
[315051] ['1/5', '3/7', '5/6', '7/6', '3'] -> (3/7 + 3) * 7/6 / (1/5 * 5/6)
[315052] ['6/7', '9/8', '7/4', '9/5', '7'] -> 7 / (9/8 - 6/7 * 7/4 / 9/5)
[315053] ['5/9', '9/8', '8/7', '2', '7/2'] -> 8/7 / (5/9 - 2 / (9/8 * 7/2))
[315054] ['4/9', '5/8', '8/9', '8/5', '9'] -> 9 / (4/9 - 5/8 + 8/9 / 8/5)
[315055] ['5/9', '7/3', '9/2', '9/2', '7'] -> 7 * (9/2 - 9/2 * 5/9 / 7/3)
[315056] ['1/7', '8/9', '6/5', '9/7', '8'] -> 8 / (6/5 * (9/7 - 8/9) - 1/7)
[315057] ['1/3', '4/5', '9/7', '9/4', '9'] -> 9 / (9/7 * 1/3 * 4/5) - 9/4
[315058] ['1/8', '1/7', '4/7', '4/7', '1'] -> (1 + 1/7 + 4/7) / (1/8 * 4/7)
[315059] ['6/7', '9/8', '7/4', '9/4', '7'] -> 6/7 * 7 / (9/4 / 9/8 - 7/4)
[315060] ['1/3', '3/8', '7/9', '5/6', '1'] -> 1 / (7/9 / (1/3 / 3/8) - 5/6)
[315061] ['1/7', '2/3', '2', '7/2', '7/2'] -> 7/2 / 1/7 - (7/2 - 2 / 2/3)
[315062] ['6/7', '9/8', '7/4', '7/3', '7'] -> 7 / (6/7 * 7/4 + 9/8 - 7/3)
[315063] ['1/7', '8/9', '6/5', '4/3', '8'] -> 8 / (1/7 * (8/9 + 4/3)) - 6/5
[315064] ['2/7', '7/5', '8/5', '7/4', '5'] -> 5 * (8/5 / 2/7 - 7/5 / 7/4)
[315065] ['5/9', '9/8', '7/6', '7/6', '2'] -> 7/6 / (7/6 - (5/9 + 9/8 / 2))
[315066] ['1/8', '1/7', '4/7', '5/7', '1'] -> (5/7 + 1) / (1/7 - 1/8 * 4/7)
[315067] ['6/7', '9/8', '7/4', '5/2', '7'] -> 7 * 6/7 * 5/2 / (7/4 - 9/8)
[315068] ['1/7', '5/7', '5/7', '5/7', '2'] -> (5/7 + 5/7 / 5/7) / (1/7 / 2)
[315069] ['5/9', '5/2', '5/2', '9/2', '7'] -> 9/2 * (7 - 5/9) - (5/2 + 5/2)
[315070] ['2/7', '7/5', '8/5', '9/5', '5'] -> (9/5 + 5) / 2/7 - (7/5 - 8/5)
[315071] ['4/9', '5/8', '8/9', '9/2', '9'] -> (9 + 9/2 * (4/9 + 8/9)) / 5/8
[315072] ['1/7', '5/7', '5/7', '3/4', '2'] -> 2 / (5/7 / (1/7 + 5/7) - 3/4)
[315073] ['1/5', '3/7', '5/6', '3/2', '3'] -> 3 + 3/2 / (5/6 * 1/5 * 3/7)
[315074] ['4/9', '5/8', '9/8', '9/8', '9'] -> 9 / (4/9 * (9/8 + 9/8) - 5/8)
[315075] ['1/8', '1/7', '4/7', '5/6', '1'] -> 1 / 1/8 / (4/7 * 5/6 - 1/7)
[315076] ['5/9', '5/2', '8/3', '7/2', '7'] -> 8/3 / 7/2 * 7 / (5/9 / 5/2)
[315077] ['1/3', '4/5', '4/3', '7/2', '9'] -> 9 / (7/2 / 4/5 - 4/3 / 1/3)
[315078] ['6/7', '9/8', '9/5', '9/5', '7'] -> 9/5 / (7 * (9/8 - 6/7) - 9/5)
[315079] ['4/9', '5/8', '9/8', '6/5', '9'] -> 9 / (4/9 * 5/8) / (9/8 * 6/5)
[315080] ['1/5', '3/7', '5/6', '7/4', '3'] -> 3 / (1/5 * 3/7) / (5/6 * 7/4)
[315081] ['1/8', '2/9', '5/7', '5/7', '8'] -> 8 * (5/7 / 2/9 - 1/8) - 5/7
[315082] ['2/7', '7/5', '5/3', '5/3', '5'] -> (5 + 7/5 * 5/3) / 2/7 - 5/3
[315083] ['1/7', '5/7', '5/7', '8/9', '2'] -> (1/7 + 2) / (5/7 / 8/9 - 5/7)
[315084] ['4/9', '5/8', '9/8', '5/4', '9'] -> (9 + (5/8 + 5/4) / 9/8) / 4/9
[315085] ['2/7', '7/5', '5/3', '7/4', '5'] -> 5 * 2/7 * 7/5 / (7/4 - 5/3)
[315086] ['1/3', '4/5', '7/5', '5/2', '9'] -> 4/5 / (1/3 * (9 - 7/5) - 5/2)
[315087] ['1/7', '5/7', '5/7', '9/8', '2'] -> (1/7 + 2) / (5/7 * 9/8 - 5/7)
[315088] ['5/9', '8/3', '8/3', '8/3', '7'] -> (8/3 * 7 - (8/3 + 8/3)) / 5/9
[315089] ['3/4', '1', '7/5', '8/5', '8/5'] -> (7/5 + 8/5) / (3/4 - 1 / 8/5)
[315090] ['6/7', '9/8', '9/5', '5/2', '7'] -> 9/5 * 5/2 * 7 * 6/7 / 9/8
[315091] ['1/5', '3/7', '5/6', '7/3', '3'] -> (3 + 3/7 * 7/3) / (1/5 * 5/6)
[315092] ['1/7', '5/7', '5/7', '7/6', '2'] -> 2 / (5/7 / (5/7 - 1/7) - 7/6)
[315093] ['6/7', '9/8', '9/5', '8/3', '7'] -> 9/5 * 7 * (8/3 - 6/7 / 9/8)
[315094] ['2/7', '7/5', '5/3', '9/4', '5'] -> 2/7 * 5 / (5/3 - 9/4 / 7/5)
[315095] ['5/9', '8/3', '7/2', '7/2', '7'] -> 8/3 * 7/2 / (5/9 * 7 - 7/2)
[315096] ['1/3', '4/5', '7/5', '7/2', '9'] -> 4/5 / (7/2 - 1/3 * (7/5 + 9))
[315097] ['1/7', '8/9', '6/5', '5/2', '8'] -> 8 / (5/2 * 1/7 * 8/9) - 6/5
[315098] ['1/8', '1/7', '4/7', '1', '8/5'] -> (8/5 + 1 / (1/7 + 4/7)) / 1/8
[315099] ['1/7', '5/7', '5/7', '6/5', '2'] -> (5/7 + 5/7) * 2 / (1/7 / 6/5)
[315100] ['1/5', '3/7', '5/6', '5/2', '3'] -> (5/6 + 5/2) * (1/5 + 3 / 3/7)
[315101] ['2/7', '7/5', '5/3', '7/3', '5'] -> 7/3 + (5 + 5/3 / 7/5) / 2/7
[315102] ['1/7', '5/7', '5/7', '5/4', '2'] -> (1/7 + 5/7) / (2 - (5/7 + 5/4))
[315103] ['1/7', '8/9', '6/5', '8/3', '8'] -> 8/9 / 1/7 + 8 / (6/5 / 8/3)
[315104] ['5/9', '9/8', '7/6', '2', '8/3'] -> 5/9 * 2 / (7/6 - 9/8) - 8/3
[315105] ['2/7', '7/5', '5/3', '5/2', '5'] -> 5/3 * (7/5 + 5/2) + 5 / 2/7
[315106] ['1/7', '5/7', '5/7', '7/5', '2'] -> (5/7 + 5/7 * 7/5) / (1/7 / 2)
[315107] ['5/9', '9/8', '7/6', '2', '7/2'] -> 7/6 / 7/2 / (9/8 - 5/9 * 2)
[315108] ['1/7', '5/7', '5/7', '3/2', '2'] -> (1/7 + 5/7) / (3/2 / 2 - 5/7)
[315109] ['1/3', '3/8', '4/5', '8/9', '1'] -> 1/3 / (3/8 + 8/9 - 1 / 4/5)
[315110] ['6/7', '9/8', '7/3', '7/3', '7'] -> 7/3 + 7 * (7/3 + 6/7 / 9/8)
[315111] ['3/7', '7/6', '7/6', '5/2', '5'] -> (5 / (3/7 / 5/2) - 7/6) / 7/6
[315112] ['5/9', '9/8', '7/6', '2', '9/2'] -> (5/9 + 2 / 9/2) / (7/6 - 9/8)
[315113] ['3/4', '1', '7/5', '5/3', '9/4'] -> 9/4 / (7/5 / 5/3 - 3/4) - 1
[315114] ['1/3', '4/5', '5/3', '9/2', '9'] -> 4/5 / (1/3 - 9/2 / (5/3 * 9))
[315115] ['1/8', '2/9', '5/7', '8/7', '8'] -> 8/7 / (2/9 * (1/8 + 5/7 / 8))
[315116] ['4/9', '5/8', '9/8', '7/2', '9'] -> (9 + 7/2 / 4/9) / (5/8 * 9/8)
[315117] ['3/7', '7/6', '7/6', '8/3', '5'] -> (5 / 3/7 - 7/6) / (7/6 / 8/3)
[315118] ['1/8', '1/7', '3/5', '2/3', '1'] -> (2/3 / 1/7 - 1 / 3/5) / 1/8
[315119] ['2/7', '7/5', '7/4', '9/4', '5'] -> 7/4 - 9/4 + 5 / (2/7 / 7/5)
[315120] ['4/7', '4/7', '4/7', '2/3', '7'] -> 7 * 4/7 * 4/7 / (2/3 - 4/7)
[315121] ['5/9', '9/8', '6/5', '5/4', '2'] -> 2 / (5/9 * 6/5) / (5/4 - 9/8)
[315122] ['6/7', '9/8', '7/3', '7/2', '7'] -> 7/2 * 7 / (7/3 - 9/8 / 6/7)
[315123] ['1/3', '4/5', '7/4', '7/4', '9'] -> (9 + 7/4 / 7/4) / (1/3 / 4/5)
[315124] ['3/7', '7/6', '7/6', '7/2', '5'] -> (7/6 + 7/6 * 7/2) * (5 - 3/7)
[315125] ['1/7', '5/7', '5/7', '9/5', '2'] -> (5/7 + 5/7 * (9/5 + 2)) / 1/7
[315126] ['6/7', '9/8', '7/3', '9/2', '7'] -> 7 / (9/8 / 7/3 - 6/7 / 9/2)
[315127] ['4/9', '5/8', '8/7', '8/7', '9'] -> 8/7 + (4/9 + 8/7) / (5/8 / 9)
[315128] ['3/4', '1', '7/5', '5/3', '8/3'] -> 8/3 / (5/3 * (7/5 - 1 / 3/4))
[315129] ['5/9', '9/8', '6/5', '4/3', '2'] -> 2 / (5/9 * 9/8) / (4/3 - 6/5)
[315130] ['3/7', '7/6', '7/6', '9/2', '5'] -> 9/2 * (7/6 * 5 - 3/7 * 7/6)
[315131] ['1/5', '3/7', '6/7', '5/4', '3'] -> 6/7 / 5/4 * 3 / (1/5 * 3/7)
[315132] ['3/7', '7/6', '6/5', '6/5', '5'] -> (6/5 + 6/5) * 5 / (3/7 * 7/6)
[315133] ['5/9', '9/8', '6/5', '7/5', '2'] -> 6/5 / 9/8 / (2 - (5/9 + 7/5))
[315134] ['1/3', '3/8', '4/5', '1', '4/3'] -> 1 / (4/5 * (1/3 - 3/8 / 4/3))
[315135] ['6/7', '9/8', '5/2', '8/3', '7'] -> 5/2 / 9/8 + 7 / (6/7 / 8/3)
[315136] ['3/4', '1', '7/5', '5/3', '9/2'] -> (1 + 7/5) * 9/2 / (3/4 / 5/3)
[315137] ['4/7', '4/7', '4/7', '5/6', '7'] -> 4/7 * 7 / (4/7 / 4/7 - 5/6)
[315138] ['4/9', '5/8', '8/7', '6/5', '9'] -> 8/7 * (5/8 * 6/5 + 9 / 4/9)
[315139] ['1/7', '5/7', '5/7', '2', '5/2'] -> (5/2 / 1/7 - 5/7 / 2) / 5/7
[315140] ['1/8', '1/7', '3/5', '5/6', '1'] -> (3/5 / 1/7 - 1 / 5/6) / 1/8
[315141] ['1/7', '8/9', '5/4', '7/4', '8'] -> (8 - 5/4) / (7/4 * 1/7 / 8/9)
[315142] ['1/3', '3/8', '4/5', '1', '7/4'] -> (7/4 + 1 / 4/5) / (1/3 * 3/8)
[315143] ['1/7', '5/7', '5/7', '2', '7/2'] -> 7/2 / 1/7 - 5/7 / 5/7 / 2
[315144] ['3/4', '1', '7/5', '7/4', '9/5'] -> (1 + 9/5) / (7/5 / 3/4 - 7/4)
[315145] ['6/7', '9/8', '8/3', '8/3', '7'] -> 8/3 * (6/7 * 7 + 9/8 * 8/3)
[315146] ['1/7', '8/9', '5/4', '7/3', '8'] -> 8 / (8/9 * 5/4 / 7/3 - 1/7)
[315147] ['5/9', '9/8', '6/5', '2', '9/4'] -> 2 / (9/8 - 9/4 * 5/9 / 6/5)
[315148] ['4/9', '5/8', '8/7', '9/7', '9'] -> 9/7 / (5/8 - 4/9 - 8/7 / 9)
[315149] ['2/7', '7/5', '9/5', '7/3', '5'] -> (7/5 + 9/5) * 5 / (2/7 * 7/3)
[315150] ['1/7', '5/7', '5/7', '2', '9/2'] -> (9/2 - (5/7 + 5/7 / 2)) / 1/7
[315151] ['3/4', '1', '7/5', '7/4', '9/4'] -> 7/4 / (7/5 - 1 / 3/4) - 9/4
[315152] ['1/5', '3/7', '6/7', '9/4', '3'] -> 6/7 * 3 / (9/4 - 3/7 / 1/5)
[315153] ['1/7', '5/7', '3/4', '3/4', '2'] -> (5/7 + 3/4 / 3/4) / (1/7 / 2)
[315154] ['6/7', '9/8', '7/2', '7/2', '7'] -> (7 * (6/7 + 7/2) - 7/2) / 9/8
[315155] ['1/3', '4/5', '7/3', '5/2', '9'] -> 9 / ((5/2 - 1/3) / 4/5 - 7/3)
[315156] ['4/7', '4/7', '4/7', '7/6', '7'] -> 4/7 * 7 / (7/6 - 4/7 / 4/7)
[315157] ['5/9', '9/8', '6/5', '2', '5/2'] -> 5/2 / (5/9 * 6/5 - 9/8 / 2)
[315158] ['1/8', '2/9', '5/7', '5/3', '8'] -> 5/3 / (5/7 * (1/8 - 2/9 / 8))
[315159] ['1/7', '5/7', '3/4', '4/5', '2'] -> (2 + 5/7 * 4/5) / (1/7 * 3/4)
[315160] ['1/5', '3/7', '6/7', '7/3', '3'] -> 7/3 * ((3 - 6/7) / 1/5 - 3/7)
[315161] ['1/8', '1/7', '3/5', '1', '7/6'] -> 1 / (1/8 / 3/5 - 1/7 * 7/6)
[315162] ['1/7', '8/9', '5/4', '7/2', '8'] -> 8 / (1/7 * (7/2 - 5/4)) - 8/9
[315163] ['6/7', '9/8', '7/2', '9/2', '7'] -> 7 + 7/2 * (6/7 + 9/2 / 9/8)
[315164] ['3/7', '7/6', '6/5', '7/4', '5'] -> 5 / (3/7 / 6/5) / (7/4 - 7/6)
[315165] ['1/5', '3/7', '6/7', '8/3', '3'] -> (6/7 + 3/7 / 1/5) * 8/3 * 3
[315166] ['6/7', '9/8', '9/2', '9/2', '7'] -> 6/7 * 7 + 9/2 / (9/8 / 9/2)
[315167] ['1/7', '8/9', '9/7', '9/7', '8'] -> 8 + (9/7 + 9/7) / (1/7 / 8/9)
[315168] ['1/8', '1/7', '3/5', '1', '9/7'] -> (9/7 / 3/5 - (1/7 - 1)) / 1/8
[315169] ['1/3', '3/8', '5/6', '1', '9/7'] -> 1 / (3/8 / (1/3 * 9/7) - 5/6)
[315170] ['1/5', '3/7', '6/7', '3', '7/2'] -> 7/2 * (6/7 / 1/5 - (3/7 - 3))
[315171] ['3/7', '7/6', '6/5', '9/4', '5'] -> 6/5 / (3/7 * 7/6 - 9/4 / 5)
[315172] ['5/9', '9/8', '6/5', '2', '9/2'] -> 9/2 / (6/5 - 9/8 / (5/9 * 2))
[315173] ['3/4', '1', '7/5', '7/4', '9/2'] -> 9/2 / 3/4 / (7/4 / 7/5 - 1)
[315174] ['6/7', '8/7', '8/7', '7/6', '7'] -> 8/7 / 7/6 * 7 / (8/7 - 6/7)
[315175] ['1/3', '5/6', '5/6', '5/6', '9'] -> (5/6 * 9 - 5/6) / (1/3 * 5/6)
[315176] ['1/3', '3/8', '5/6', '1', '7/5'] -> 1 / (5/6 * 7/5 - 3/8 / 1/3)
[315177] ['3/4', '1', '7/5', '9/5', '9/5'] -> 9/5 / (3/4 / (7/5 - 1) - 9/5)
[315178] ['3/7', '7/6', '6/5', '7/3', '5'] -> 5 * (6/5 / 3/7 + 7/3 / 7/6)
[315179] ['1/8', '1/7', '3/5', '1', '3/2'] -> 1 / (3/2 - 1/8 / 1/7 / 3/5)
[315180] ['1/3', '5/6', '5/6', '6/7', '9'] -> 6/7 * (5/6 / 5/6 + 9 / 1/3)
[315181] ['6/7', '8/7', '8/7', '4/3', '7'] -> 7 * (6/7 * 4/3 + 8/7 + 8/7)
[315182] ['5/9', '9/8', '5/4', '4/3', '2'] -> 4/3 / (5/9 - 9/8 + 5/4 / 2)
[315183] ['1/7', '5/7', '3/4', '9/5', '2'] -> 2 / (1/7 / 5/7) / (3/4 / 9/5)
[315184] ['1/3', '5/6', '5/6', '7/8', '9'] -> 1/3 * 9 / (5/6 / 5/6 - 7/8)
[315185] ['2/7', '7/5', '9/4', '7/2', '5'] -> (5 + 7/2 / 7/5) / 2/7 - 9/4
[315186] ['1/5', '3/7', '7/8', '9/8', '3'] -> 3/7 + (9/8 + 3) / (1/5 * 7/8)
[315187] ['1/8', '1/7', '3/5', '1', '7/4'] -> 1 / (1/7 * 7/4 - 1/8 / 3/5)
[315188] ['6/7', '8/7', '8/7', '3/2', '7'] -> 8/7 * 3/2 * 7 * (6/7 + 8/7)
[315189] ['2/7', '7/5', '9/4', '9/2', '5'] -> 5 / (2/7 / 7/5) - 9/4 / 9/2
[315190] ['1/7', '5/7', '3/4', '2', '7/3'] -> 2 / 3/4 + (5/7 + 7/3) / 1/7
[315191] ['1/7', '8/9', '9/7', '5/2', '8'] -> 8 * (1/7 + 5/2 * 8/9 * 9/7)
[315192] ['4/9', '5/8', '8/7', '8/3', '9'] -> (9 - 8/3 / 8/7) / (4/9 * 5/8)
[315193] ['1/3', '5/6', '5/6', '7/6', '9'] -> (5/6 / 5/6 + 9 / 1/3) / 7/6
[315194] ['2/7', '7/5', '7/3', '7/3', '5'] -> (7/3 + 5) / 2/7 - 7/3 / 7/5
[315195] ['1/3', '5/6', '5/6', '9/7', '9'] -> (5/6 / 5/6 + 9 / 9/7) / 1/3
[315196] ['1/7', '5/7', '7/9', '7/9', '2'] -> (5/7 + 7/9 / 7/9) / (1/7 / 2)
[315197] ['1/7', '8/9', '4/3', '4/3', '8'] -> 8/9 + 4/3 * (8 + 4/3 / 1/7)
[315198] ['5/9', '9/8', '5/4', '7/4', '2'] -> 2 / (7/4 - (5/9 + 5/4 / 9/8))
[315199] ['4/7', '4/7', '4/7', '5/2', '7'] -> 7 * (4/7 + 5/2 * (4/7 + 4/7))
[315200] ['6/7', '8/7', '8/7', '5/2', '7'] -> 6/7 * 7 * (8/7 + 8/7 * 5/2)
[315201] ['2/7', '7/5', '7/3', '8/3', '5'] -> 7/3 * 8/3 * (2/7 + 5 / 7/5)
[315202] ['4/9', '5/8', '7/6', '7/6', '9'] -> (9 - (7/6 + 7/6)) / (4/9 * 5/8)
[315203] ['3/7', '7/6', '5/4', '3/2', '5'] -> 5 / 7/6 / (3/7 + 5/4 - 3/2)
[315204] ['4/7', '4/7', '4/7', '8/3', '7'] -> 8/3 * (7 + (4/7 + 4/7) / 4/7)
[315205] ['5/9', '9/8', '5/4', '9/5', '2'] -> (2 + 5/9 * 9/5) / (5/4 - 9/8)
[315206] ['1/7', '8/9', '4/3', '7/5', '8'] -> 8 / (8/9 / 4/3 / 7/5 - 1/7)
