[334884] ['4/7', '7/5', '2', '5/2', '8/3'] -> 7/5 * 5/2 * 8/3 * (4/7 + 2)
[344977] ['3/5', '7/6', '6/5', '2', '7/3'] -> 6/5 * 2 / (3/5 - 7/6 / 7/3)
[344978] ['7/8', '1', '7/5', '7/4', '7/3'] -> 1 / (7/8 / 7/5 + 7/4 - 7/3)
[344979] ['5/8', '5/7', '7/3', '7/3', '7'] -> 7 / (7/3 - 7/3 * 5/8 / 5/7)
[344980] ['2/9', '1/2', '3/5', '7/8', '3'] -> 1/2 / (7/8 / (3/5 + 3) - 2/9)
[344981] ['3/5', '7/6', '6/5', '2', '9/2'] -> 9/2 * (3/5 + 2 * (7/6 + 6/5))
[344982] ['5/8', '5/7', '7/3', '9/2', '7'] -> 9/2 * 5/7 / 5/8 * (7 - 7/3)
[344983] ['3/8', '3/5', '3/5', '7/5', '5'] -> 3/5 / ((3/5 + 7/5) / 5 - 3/8)
[344984] ['1/9', '1/7', '1/4', '6/7', '8'] -> 6/7 / 1/7 + 8 * 1/4 / 1/9
[344985] ['5/8', '5/7', '5/2', '8/3', '7'] -> 8/3 * (5/7 * 7 + 5/2 / 5/8)
[344986] ['1/2', '7/9', '4/5', '7/6', '5'] -> 4/5 * 5 / (7/9 / 7/6 - 1/2)
[344987] ['5/8', '5/7', '5/2', '9/2', '7'] -> (5/2 / 5/7 + 9/2 + 7) / 5/8
[344988] ['3/5', '7/6', '5/4', '9/5', '2'] -> 9/5 / (3/5 * 7/6 - 5/4 / 2)
[344989] ['5/8', '5/7', '8/3', '9/2', '7'] -> 9/2 * (7 * 5/7 / 5/8 - 8/3)
[344990] ['7/8', '1', '7/5', '9/5', '9/2'] -> 9/2 * (1 + 9/5) / (7/5 - 7/8)
[344991] ['1/5', '2/9', '9/8', '7/4', '8'] -> 8 * (7/4 + 9/8 * 2/9 / 1/5)
[344992] ['1/2', '7/9', '4/5', '5/3', '5'] -> 4/5 * 5/3 * 5 / (7/9 - 1/2)
[344993] ['1/9', '1/7', '1/4', '5/4', '8'] -> 8 / (1/9 * (5/4 + 1/4 / 1/7))
[344994] ['7/8', '1', '7/5', '9/4', '7/3'] -> 1 / ((7/8 + 7/3) / 7/5 - 9/4)
[344995] ['3/5', '7/6', '5/4', '2', '7/2'] -> 3/5 * (7/2 / (5/4 - 7/6) - 2)
[344996] ['5/8', '3/4', '3/4', '7/9', '7'] -> (7 / (7/9 * (3/4 / 3/4)) - 5/8))
[344997] ['1/9', '1/7', '1/4', '4/3', '8'] -> 8 / (1/9 / (1/7 * /3) - 1/4)
[344998] ['2/9', '1/2', '3/5', '9/4', '3'] -> (1/2 + 3) / (2/9 * 3/5) - 9/4
[344999] ['3/5', '7/6', '5/4', '2', '9/2'] -> 9/2 * (7/6 + 2 * 5/4 / 3/5)
[345000] ['5/8', '3/4', '3/4', '4/5', '7'] -> 7 / (5/8 / (3/4 * /5) - 3/4)
[345001] ['1/5', '2/9', '9/8', '7/3', '8'] -> (9/8 / 1/5 - 7/3 / 8) / 2/9
[345002] ['5/8', '3/4', '3/4', '6/7', '7'] -> (3/4 + 6/7) * 7 / (5/8 * 3/4)
[345003] ['1/5', '2/9', '9/8', '8/3', '8'] -> (8/3 / (8 * 9/8) - (2/9 / 1/5)))
[345004] ['5/8', '3/4', '3/4', '9/8', '7'] -> 3/4 * 7 / (3/4 * 9/8 - 5/8)
[345005] ['1/2', '7/9', '4/5', '9/2', '5'] -> 5 * (1/2 + 4/5 + 7/9 * 9/2)
[345006] ['3/5', '7/6', '9/7', '3/2', '2'] -> 2 * (3/2 / (9/7 - 7/6) - 3/5)
[345007] ['7/8', '1', '7/5', '7/3', '9/2'] -> (1 + 7/3) * 9/2 * 7/5 / 7/8
[345008] ['1/2', '7/9', '5/6', '5/6', '5'] -> (5 + 5/6 + 5/6) / (7/9 - 1/2)
[345009] ['5/8', '3/4', '3/4', '8/7', '7'] -> (8/7 + 3/4 / 3/4) * 7 / 5/8
[345010] ['1/2', '7/9', '5/6', '6/7', '5'] -> (5/6 + 5 / 6/7) / (7/9 - 1/2)
[345011] ['2/9', '1/2', '5/8', '6/7', '3'] -> 1/2 / (5/8 / 6/7 * - 2/9)
[345012] ['7/8', '1', '7/5', '5/2', '7/2'] -> (1 + 7/5) * 7/2 * 5/2 / 7/8
[345013] ['1/9', '1/7', '1/4', '9/4', '8'] -> (8 - 1/4) / (1/7 * 9/4) - 1/9
[345014] ['3/8', '3/5', '5/8', '7/4', '5'] -> 3/5 / (7/4 / (5 - 5/8) - 3/8)
[345015] ['1/9', '1/7', '1/4', '7/3', '8'] -> 8 / (1/7 + 1/9 / (1/4 * /3)
)[345016] ['5/8', '3/4', '3/4', '4/3', '7'] -> 7 / (5/8 - 4/3 + 3/4 / 3/4)
[345017] ['1/2', '7/9', '5/6', '8/7', '5'] -> (5/6 + 5) * 8/7 / (7/9 - 1/2)
[345018] ['3/8', '3/5', '5/8', '7/2', '5'] -> 3/8 + 5 * (7/2 + 3/5 + 5/8)
[345019] ['2/9', '1/2', '5/8', '5/4', '3'] -> (3 + 5/4 / (2/9 * 5/8)) / 1/2
[345020] ['7/8', '1', '7/5', '8/3', '9/2'] -> 7/5 * 9/2 * (8/3 + 1 / 7/8)
[345021] ['3/8', '3/5', '2/3', '2/3', '5'] -> 2/3 + (2/3 + 5 / 3/8) / 3/5
[345022] ['5/8', '3/4', '3/4', '7/4', '7'] -> 3/4 / 7/4 * 7 / (3/4 - 5/8)
[345023] ['2/9', '1/2', '5/8', '7/5', '3'] -> (3 / ((2/9 * 5/8) * 7/5) - 1/2))
[345024] ['3/8', '3/5', '2/3', '5/7', '5'] -> 5 / (3/8 / (3/5 * /7) - 2/3)
[345025] ['1/5', '2/9', '8/7', '3/2', '8'] -> 8 / (2/9 * 8/7) - 3/2 / 1/5
[345026] ['7/8', '1', '7/5', '9/2', '9/2'] -> (9/2 + 9/2) / (1 - 7/8 / 7/5)
[345027] ['1/9', '1/7', '2/7', '3/5', '8'] -> (2/7 / 3/5 - 1/7) * 8 / 1/9
[345028] ['5/8', '3/4', '7/9', '7/9', '7'] -> 7 / (7/9 * (5/8 + 3/4) - 7/9)
[345029] ['7/8', '1', '3/2', '3/2', '7/4'] -> (3/2 + 3/2) / (7/8 + 1 - 7/4)
[345030] ['5/8', '3/4', '7/9', '4/5', '7'] -> (7 / ((5/8 * 3/4) * 7/9) * 4/5))
[345031] ['3/5', '7/6', '4/3', '8/5', '2'] -> 8/5 / (2 * 3/5 * 7/6 - 4/3)
[345032] ['5/8', '3/4', '7/9', '5/6', '7'] -> 7 / (5/8 + 7/9 - 5/6 / 3/4)
[345033] ['2/9', '1/2', '2/3', '4/5', '3'] -> (2/3 + 3 / 1/2) * 4/5 / 2/9
[345034] ['3/8', '3/5', '2/3', '9/8', '5'] -> 3/5 / (3/8 * 2/3 - 9/8 / 5)
[345035] ['3/5', '7/6', '4/3', '9/5', '2'] -> 3/5 / (9/5 / 2 - 7/6 / 4/3)
[345036] ['1/2', '7/9', '6/7', '7/8', '5'] -> (5 / ((7/9 - 1/2) * 6/7) * 7/8))
[345037] ['5/8', '3/4', '7/9', '9/8', '7'] -> (7 / ((3/4 * 7/9) * 9/8) - 5/8))
[345038] ['1/5', '2/9', '8/7', '5/2', '8'] -> 8/7 * (1/5 + 5/2) * (8 - 2/9)
[345039] ['2/9', '1/2', '2/3', '9/7', '3'] -> (2/3 + 3 / (1/2 * 9/7)) / 2/9
[345040] ['1/2', '7/9', '6/7', '9/8', '5'] -> 5 / (6/7 * 7/9 / 1/2 - 9/8)
[345041] ['1/9', '1/7', '2/7', '8/7', '8'] -> 8 / (1/9 + 2/7 / (1/7 + 8/7))
[345042] ['5/8', '3/4', '7/9', '8/7', '7'] -> (8/7 + 7) / (3/4 / 7/9 - 5/8)
[345043] ['3/5', '7/6', '4/3', '2', '5/2'] -> 2 / (5/2 * (7/6 - 3/5) - 4/3)
[345044] ['3/8', '3/5', '2/3', '3/2', '5'] -> 5 / (3/2 - (2/3 + 3/8 / 3/5))
[345045] ['1/2', '7/9', '6/7', '8/7', '5'] -> 5 / (7/9 - 1/2) * 8/7 / 6/7
[345046] ['1/9', '1/7', '2/7', '5/4', '8'] -> (2/7 / (1/9 * 5/4) - (1/7 * 8)))
[345047] ['2/9', '1/2', '2/3', '9/5', '3'] -> 9/5 * (1/2 - 2/3 + 3 / 2/9)
[345048] ['3/5', '7/6', '4/3', '2', '9/2'] -> (7/6 + 4/3) * (3/5 + 2 * 9/2)
[345049] ['1/2', '7/9', '6/7', '7/6', '5'] -> (5 / (7/6 - 7/9) - 6/7) / 1/2
[345050] ['5/8', '3/4', '7/9', '5/4', '7'] -> 7 / (5/8 * 3/4) * 5/4 / 7/9
[345051] ['3/8', '3/5', '2/3', '9/4', '5'] -> 2/3 + (5 + 9/4 / 3/5) / 3/8
[345052] ['1/2', '7/9', '6/7', '6/5', '5'] -> (6/7 + 6/5 / 7/9) * 5 / 1/2
[345053] ['5/8', '3/4', '7/9', '9/7', '7'] -> 7 / ((5/8 + 3/4) / 9/7 - 7/9)
[345054] ['1/5', '2/9', '7/6', '5/4', '8'] -> 8 / (5/4 * (7/6 - 1/5 / 2/9))
[345055] ['1/2', '7/9', '6/7', '5/4', '5'] -> (5 / (5/4 * (7/9 * 6/7)) - 1/2))
[345056] ['5/8', '3/4', '7/9', '4/3', '7'] -> (7 / (7/9 * (3/4 * 4/3)) - 5/8))
[345057] ['1/9', '1/7', '2/7', '7/4', '8'] -> 8 * (7/4 + 1/7 / 1/9) - 2/7
[345058] ['1/5', '2/9', '7/6', '9/7', '8'] -> 8 / (9/7 - 2/9 / (1/5 * 7/6))
[345059] ['2/9', '1/2', '5/7', '4/5', '3'] -> 4/5 / (1/2 / 5/7 - 2/9 * 3)
[345060] ['1/2', '7/9', '6/7', '4/3', '5'] -> 5 * 4/3 / 7/9 / (6/7 - 1/2)
[345061] ['5/8', '3/4', '7/9', '3/2', '7'] -> 7 / (3/2 - (5/8 + 3/4 * 7/9))
[345062] ['1/5', '2/9', '7/6', '7/5', '8'] -> 8 / (1/5 / 7/5 + 2/9 / 7/6)
[345063] ['1/9', '1/7', '2/7', '9/5', '8'] -> 1/7 * 8 / (2/7 / 9/5 - 1/9)
[345064] ['2/9', '1/2', '5/7', '5/6', '3'] -> (3 + 5/6 / (1/2 * 5/7)) / 2/9
[345065] ['1/2', '7/9', '6/7', '7/5', '5'] -> 7/5 * (5 / (7/9 - 1/2) - 6/7)
[345066] ['1/9', '1/7', '2/7', '5/2', '8'] -> 8 / (1/9 * (5/2 + 1/7 / 2/7))
[345067] ['3/5', '7/6', '7/5', '2', '7/2'] -> (7/5 / (7/2 * 3/5) - (7/6 / 2)))
[345068] ['1/2', '7/9', '6/7', '3/2', '5'] -> 5 * (1/2 / (6/7 - 7/9) - 3/2)
[345069] ['5/8', '3/4', '7/9', '9/5', '7'] -> (7 / (7/9 * (5/8 * 9/5)) - 3/4))
[345070] ['1/5', '2/9', '7/6', '9/5', '8'] -> 8 * (1/5 / 2/9 + 7/6 * 9/5)
[345071] ['3/5', '7/6', '7/5', '2', '9/2'] -> (2 + 7/5 / 7/6) * 9/2 / 3/5
[345072] ['7/8', '1', '3/2', '9/5', '9/4'] -> 1 / (7/8 - 9/4 / (3/2 * 9/5))
[345073] ['2/9', '1/2', '5/7', '8/9', '3'] -> (8/9 + 3) / (2/9 * 5/7) - 1/2
[345074] ['1/2', '7/9', '6/7', '8/5', '5'] -> 5 / (1/2 * 7/9) * 8/5 / 6/7
[345075] ['1/5', '2/9', '7/6', '9/4', '8'] -> 8 / (1/5 * (7/6 + 2/9 * 9/4))
[345076] ['1/2', '7/9', '6/7', '5/3', '5'] -> (5/3 + 5) / (7/9 * (6/7 - 1/2))
[345077] ['3/8', '3/5', '5/7', '9/8', '5'] -> 5 * (3/5 + 9/8 / (3/8 * 5/7))
[345078] ['1/9', '1/7', '1/3', '2/5', '8'] -> (2/5 + 8) * (1/3 / 1/9 - 1/7)
[345079] ['1/2', '7/9', '6/7', '9/5', '5'] -> 6/7 + 9/5 * 5 / (1/2 * 7/9)
[345080] ['2/9', '1/2', '5/7', '8/7', '3'] -> (3 / 2/9 - 8/7) / 1/2 - 5/7
[345081] ['3/8', '3/5', '5/7', '7/6', '5'] -> 5 / (5/7 * 7/6 - 3/8 / 3/5)
[345082] ['5/8', '3/4', '4/5', '4/5', '7'] -> 7 * 3/4 * 4/5 / (4/5 - 5/8)
[345083] ['1/5', '2/9', '7/6', '8/3', '8'] -> (8 / 1/5 - 8/3 / 2/9) / 7/6
[345084] ['1/2', '7/9', '6/7', '7/3', '5'] -> 7/9 * 6/7 + 5 * 7/3 / 1/2
[345085] ['3/5', '7/6', '3/2', '2', '9/4'] -> 2 / ((9/4 - 3/2) / 3/5 - 7/6)
[345086] ['3/8', '3/5', '5/7', '5/4', '5'] -> 3/5 / (3/8 - 5/4 / (5/7 * 5))
[345087] ['7/8', '1', '3/2', '9/4', '8/3'] -> 8/3 / (3/2 - (1 + 7/8 / 9/4))
[345088] ['5/8', '3/4', '4/5', '7/8', '7'] -> (4/5 + 7) / (3/4 / 5/8 - 7/8)
[345089] ['1/5', '2/9', '7/6', '7/2', '8'] -> (7/2 + 1/5 * (7/6 + 8)) / 2/9
[345090] ['3/8', '3/5', '5/7', '9/7', '5'] -> 3/5 / ((5/7 + 9/7) / 5 - 3/8)
[345091] ['1/5', '2/9', '7/6', '9/2', '8'] -> (9/2 - 7/6) * 8 * 1/5 / 2/9
[345092] ['1/9', '1/7', '1/3', '5/8', '8'] -> (5/8 * 8 - 1/3 / 1/7) / 1/9
[345093] ['3/8', '3/5', '5/7', '4/3', '5'] -> 5 / (4/3 - (3/5 + 3/8 / 5/7))
[345094] ['7/8', '1', '3/2', '5/2', '7/2'] -> 7/2 / (1 - 7/8) - (3/2 + 5/2)
[345095] ['1/2', '7/9', '7/8', '8/9', '5'] -> 5 / (7/8 + 8/9 - 7/9 / 1/2)
[345096] ['7/8', '1', '3/2', '8/3', '8/3'] -> (3/2 + 7/8 + 1) * 8/3 * 8/3
[345097] ['3/8', '3/5', '5/7', '7/5', '5'] -> (3/5 + 7/5 + 5 / 5/7) / 3/8
[345098] ['1/9', '1/7', '1/3', '4/5', '8'] -> 4/5 / 1/9 + 8 / (1/7 + 1/3)
[345099] ['3/5', '7/6', '8/5', '8/5', '2'] -> 8/5 / (7/6 - (3/5 + 8/5) / 2)
[345100] ['7/8', '1', '3/2', '7/2', '7/2'] -> (7/2 + 1 + 3/2) * 7/2 / 7/8
[345101] ['3/5', '7/6', '8/5', '5/3', '2'] -> 8/5 / (7/6 * 2 - (3/5 + 5/3))
[345102] ['5/8', '3/4', '4/5', '9/7', '7'] -> 7 / (5/8 * 3/4) * 9/7 / 4/5
[345103] ['2/9', '1/2', '5/7', '7/4', '3'] -> 7/4 * (3 / 2/9 - (1/2 - 5/7))
[345104] ['1/5', '2/9', '6/5', '7/2', '8'] -> 1/5 / 2/9 * 7/2 * 8 - 6/5
[345105] ['7/8', '1', '8/5', '8/5', '8/5'] -> (8/5 + 8/5) / (1 - 7/8) - 8/5
[345106] ['1/2', '7/9', '7/8', '7/6', '5'] -> 5 / (7/9 - 1/2) * 7/6 / 7/8
[345107] ['5/8', '3/4', '4/5', '3/2', '7'] -> (4/5 + 7 / 5/8) * 3/2 / 3/4
[345108] ['1/5', '2/9', '5/4', '5/4', '8'] -> 8 / (2/9 * (5/4 + 1/5 * 5/4))
[345109] ['2/9', '1/2', '5/7', '7/3', '3'] -> 3 * (1/2 + 7/3 * 5/7 / 2/9)
[345110] ['3/8', '3/5', '5/7', '9/5', '5'] -> (5/7 + 5) * (9/5 / 3/8 - 3/5)
[345111] ['1/5', '2/9', '5/4', '4/3', '8'] -> 8 / (1/5 + 2/9 / (5/4 * /3)
)[345112] ['3/8', '3/5', '5/7', '9/4', '5'] -> (3/5 + 5) * 9/4 * 5/7 / 3/8
[345113] ['1/5', '2/9', '5/4', '7/5', '8'] -> (8 / ((2/9 * 5/4) * 7/5) - 1/5))
[345114] ['3/8', '3/5', '5/7', '7/3', '5'] -> 5 / (7/3 * (5/7 - 3/8 / 3/5))
[345115] ['5/8', '3/4', '4/5', '9/4', '7'] -> 7 / (5/8 * (4/5 - 3/4 / 9/4))
[345116] ['1/5', '2/9', '5/4', '3/2', '8'] -> 5/4 * 8 * (3/2 + 1/5 / 2/9)
[345117] ['1/2', '7/9', '7/8', '7/5', '5'] -> 5 * 7/5 / 7/9 / (7/8 - 1/2)
[345118] ['3/8', '3/5', '5/7', '5/2', '5'] -> 3/5 / (3/8 / 5/7 - 5/2 / 5)
[345119] ['3/5', '7/6', '5/3', '2', '5/2'] -> 2 / (5/2 * 3/5 * 7/6 - 5/3)
[345120] ['7/8', '1', '8/5', '5/3', '7/4'] -> 1 / (8/5 * 5/3 - (7/8 + 7/4))
[345121] ['1/9', '1/7', '1/3', '8/5', '8'] -> (8 / 8/5 - 1/3 / 1/7) / 1/9
[345122] ['1/2', '7/9', '7/8', '3/2', '5'] -> 5 / (1/2 + 7/8 - 7/9 * 3/2)
[345123] ['3/8', '3/5', '5/7', '8/3', '5'] -> (5 / (3/5 * 5/7) - 8/3) / 3/8
[345124] ['1/5', '2/9', '5/4', '5/3', '8'] -> 8 / (2/9 / (5/3 - 5/4) - 1/5)
[345125] ['1/9', '1/7', '1/3', '5/3', '8'] -> (1/3 / (1/7 * (5/3 / 8)) - 1/9))
[345126] ['7/8', '1', '8/5', '5/3', '7/3'] -> (8/5 + 7/3 / 5/3) / (1 - 7/8)
[345127] ['3/8', '3/5', '5/7', '7/2', '5'] -> 7/2 * 3/5 / 3/8 * (5 - 5/7)
[345128] ['1/5', '2/9', '5/4', '7/4', '8'] -> 8 / (2/9 * (7/4 - 1/5 * 5/4))
[345129] ['3/8', '3/5', '5/7', '9/2', '5'] -> 3/5 / (3/8 / 5/7 + 9/2 - 5)
[345130] ['7/8', '1', '8/5', '5/3', '5/2'] -> (1 / (5/3 * 5/2) - (7/8 + 8/5)))
[345131] ['3/8', '3/5', '3/4', '3/4', '5'] -> (3/5 + 3/4) * 5 / (3/8 * 3/4)
[345132] ['7/8', '1', '8/5', '5/3', '7/2'] -> 1 / (7/8 - 7/2 + 8/5 * 5/3)
[345133] ['2/9', '1/2', '3/4', '8/7', '3'] -> (1/2 + 3) * 8/7 / (2/9 * 3/4)
[345134] ['1/2', '7/9', '7/8', '9/5', '5'] -> 5 / (1/2 - 7/9 + 7/8 / 9/5)
[345135] ['3/8', '3/5', '3/4', '7/9', '5'] -> (5 / (3/5 * (3/8 + 3/4)) - 7/9))
[345136] ['1/9', '1/7', '1/3', '5/2', '8'] -> 8 / (1/9 + 1/7) - 5/2 / 1/3
[345137] ['3/5', '7/6', '7/4', '2', '5/2'] -> 2 / ((5/2 - 7/4) / 3/5 - 7/6)
[345138] ['1/5', '2/9', '5/4', '7/2', '8'] -> 7/2 / 2/9 + 8 + 1/5 * 5/4
[345139] ['3/8', '3/5', '3/4', '6/7', '5'] -> (3/4 + 6/7) * (3/5 + 5) / 3/8
[345140] ['7/8', '1', '8/5', '7/4', '9/5'] -> 9/5 / (7/8 * (1 - 8/5 / 7/4))
[345141] ['3/5', '7/6', '7/4', '2', '8/3'] -> (2 + 8/3) / (7/6 / 3/5 - 7/4)
[345142] ['1/2', '7/9', '7/8', '8/3', '5'] -> 5 / (1/2 * 8/3 - 7/8 / 7/9)
[345143] ['1/9', '1/7', '3/8', '3/8', '8'] -> 8 / (1/9 * (3/8 + 3/8 / 1/7))
[345144] ['5/8', '3/4', '5/6', '6/5', '7'] -> 3/4 * 7 / (5/6 - 5/8) - 6/5
[345145] ['3/5', '7/6', '7/4', '2', '7/2'] -> 2 / (7/2 / 7/6 - 7/4 / 3/5)
[345146] ['7/8', '1', '8/5', '7/4', '7/3'] -> 1 / (7/8 - 7/3 / (8/5 * 7/4))
[345147] ['3/8', '3/5', '3/4', '8/9', '5'] -> (3/4 * 8/9 + 5 / 3/5) / 3/8
[345148] ['1/2', '7/9', '7/8', '9/2', '5'] -> 5 / (1/2 / 9/2 - (7/9 - 7/8))
[345149] ['2/9', '1/2', '7/9', '7/9', '3'] -> (7/9 / 1/2 + 7/9 + 3) / 2/9
[345150] ['1/9', '1/7', '3/8', '4/9', '8'] -> (4/9 + 3/8 * 8) / 1/7 - 1/9
[345151] ['3/5', '7/6', '9/5', '9/5', '2'] -> (3/5 + 9/5) / (7/6 * 9/5 - 2)
[345152] ['1/5', '2/9', '9/7', '8/5', '8'] -> (8/5 + 1/5 + 9/7) * (8 - 2/9)
[345153] ['2/9', '1/2', '7/9', '7/8', '3'] -> 7/9 / 7/8 * 3 / (2/9 * 1/2)
[345154] ['3/8', '3/5', '3/4', '7/6', '5'] -> 5 / (3/8 / 3/5 + 3/4 - 7/6)
[345155] ['5/8', '3/4', '5/6', '7/5', '7'] -> 7 / ((5/8 + 5/6) / 7/5 - 3/4)
[345156] ['1/2', '7/9', '8/9', '6/5', '5'] -> (7/9 + 5) / (8/9 / 6/5 - 1/2)
[345157] ['2/9', '1/2', '7/9', '8/7', '3'] -> 7/9 * 8/7 * 3 / (2/9 * 1/2)
[345158] ['5/8', '3/4', '5/6', '8/5', '7'] -> 3/4 * (7 / (5/6 - 5/8) - 8/5)
[345159] ['7/8', '1', '8/5', '9/5', '9/5'] -> 9/5 / (7/8 - 1 - (8/5 - 9/5))
[345160] ['2/9', '1/2', '7/9', '6/5', '3'] -> 6/5 / (2/9 * 1/2) * (3 - 7/9)
[345161] ['1/2', '7/9', '8/9', '5/4', '5'] -> (5 / (1/2 * (7/9 + 8/9)) - 5/4))
[345162] ['1/9', '1/7', '3/8', '3/4', '8'] -> 3/8 + 3/4 * 8 / (1/9 + 1/7)
[345163] ['5/8', '3/4', '5/6', '9/5', '7'] -> (9/5 + 7) / (3/4 / 5/8 - 5/6)
[345164] ['3/8', '3/5', '3/4', '7/5', '5'] -> (7/5 / 3/5 + 5 / 3/4) / 3/8
[345165] ['5/8', '3/4', '5/6', '9/4', '7'] -> 9/4 * (5/6 / 5/8 + 7 / 3/4)
[345166] ['7/8', '1', '8/5', '9/5', '7/2'] -> 8/5 / (7/2 / (7/8 + 1) - 9/5)
[345167] ['5/8', '3/4', '5/6', '7/3', '7'] -> 7 / (3/4 * 7/3 - (5/8 + 5/6))
[345168] ['2/9', '1/2', '7/9', '8/5', '3'] -> 3 / ((2/9 + 7/9) / 8/5 - 1/2)
[345169] ['1/9', '1/7', '3/8', '7/8', '8'] -> 8 * 1/7 / 1/9 * 7/8 / 3/8
[345170] ['2/9', '1/2', '7/9', '7/4', '3'] -> 3 / (2/9 + 7/9 - 1/2 * 7/4)
[345171] ['3/5', '7/6', '2', '9/4', '8/3'] -> 2 / (7/6 + 8/3 - 9/4 / 3/5)
[345172] ['1/2', '7/9', '8/9', '5/3', '5'] -> (5 * (8/9 + 5/3) - 7/9) / 1/2
[345173] ['1/2', '7/9', '8/9', '7/4', '5'] -> 5 / (8/9 - 7/4 * 1/2 * 7/9)
[345174] ['3/8', '3/5', '7/9', '5/6', '5'] -> 5 / (3/5 * 5/6 - 3/8 * 7/9)
[345175] ['5/8', '3/4', '6/7', '7/8', '7'] -> 6/7 / (7/8 - (3/4 + 5/8 / 7))
[345176] ['7/8', '1', '8/5', '9/4', '8/3'] -> 9/4 * 8/3 / (7/8 - 1 / 8/5)
[345177] ['3/5', '7/6', '2', '9/4', '9/2'] -> 9/4 * (7/6 + 2 + 9/2 / 3/5)
[345178] ['1/9', '1/7', '3/8', '7/6', '8'] -> 8 / (7/6 * 1/7 / 3/8 - 1/9)
[345179] ['1/2', '7/9', '8/9', '9/4', '5'] -> 9/4 * ((7/9 + 5) / 1/2 - 8/9)
[345180] ['1/5', '2/9', '4/3', '8/5', '8'] -> (8 + 4/3 * 8/5) / (1/5 + 2/9)
[345181] ['3/8', '3/5', '7/9', '6/7', '5'] -> (7/9 * 6/7 + 5 / 3/5) / 3/8
[345182] ['2/9', '1/2', '4/5', '5/6', '3'] -> (3 / 1/2 - 4/5 * 5/6) / 2/9
[345183] ['1/2', '7/9', '8/9', '7/3', '5'] -> (7/9 + 7/3 * 5) / 1/2 - 8/9
[345184] ['5/8', '3/4', '6/7', '6/5', '7'] -> (6/5 + 6/7 / 5/8) * 7 / 3/4
[345185] ['7/8', '1', '8/5', '7/3', '5/2'] -> 8/5 / (7/3 / (7/8 * 5/2) - 1)
[345186] ['1/5', '2/9', '4/3', '7/4', '8'] -> 8 / (2/9 / (7/4 - 4/3) - 1/5)
[345187] ['5/8', '3/4', '6/7', '5/4', '7'] -> 6/7 * 7 / (3/4 - 5/8 / 5/4)
[345188] ['1/2', '7/9', '8/9', '7/2', '5'] -> 8/9 + (1/2 + 7/2) * (7/9 + 5)
[345189] ['1/5', '2/9', '4/3', '9/4', '8'] -> 4/3 * (2/9 + 8 / (1/5 * 9/4))
[345190] ['3/5', '7/6', '2', '5/2', '5/2'] -> (2 + 5/2) * (7/6 + 5/2 / 3/5)
[345191] ['5/8', '3/4', '6/7', '4/3', '7'] -> (3/4 + 6/7) * 7 * 4/3 / 5/8
[345192] ['3/8', '3/5', '7/9', '7/6', '5'] -> (7/9 / 7/6 + 5 / 3/5) / 3/8
[345193] ['7/8', '1', '8/5', '5/2', '9/2'] -> 5/2 * (1 + 8/5 * (7/8 + 9/2))
[345194] ['1/5', '2/9', '4/3', '7/2', '8'] -> 1/5 / 2/9 * (7/2 * 8 - 4/3)
[345195] ['3/5', '7/6', '2', '5/2', '7/2'] -> 2 / (5/2 / 3/5 - 7/6 * 7/2)
[345196] ['1/2', '7/9', '9/8', '6/5', '5'] -> (5 / ((1/2 * 6/5) * 9/8) - 7/9))
[345197] ['5/8', '3/4', '6/7', '3/2', '7'] -> (3/2 + 3/4 * 6/7) * 7 / 5/8
[345198] ['3/5', '7/6', '2', '8/3', '8/3'] -> (7/6 + 2 / 3/5) * (8/3 + 8/3)
[345199] ['5/8', '3/4', '6/7', '5/3', '7'] -> (6/7 + 3/4 / 5/8) * 5/3 * 7
[345200] ['2/9', '1/2', '4/5', '3/2', '3'] -> (3/2 + 3 / 2/9) * 4/5 / 1/2
[345201] ['3/8', '3/5', '7/9', '3/2', '5'] -> 5 / (3/5 * (3/2 - (3/8 + 7/9)))
[345202] ['3/5', '7/6', '2', '8/3', '7/2'] -> 8/3 * (7/6 + 2 + 7/2 / 3/5)
[345203] ['1/5', '2/9', '7/5', '5/3', '8'] -> (8 - 5/3 * (1/5 + 7/5)) / 2/9
[345204] ['7/8', '1', '8/5', '8/3', '9/2'] -> (1 + 7/8 * 8/3) * 8/5 * 9/2
[345205] ['5/8', '3/4', '6/7', '7/4', '7'] -> (3/4 + 7/4) * 7 * 6/7 / 5/8
[345206] ['7/8', '1', '8/5', '7/2', '7/2'] -> 8/5 * (1 + 7/2 * 7/2 / 7/8)
[345207] ['1/2', '7/9', '9/8', '8/5', '5'] -> 8/5 * 5 / (7/9 - 1/2 / 9/8)
[345208] ['1/5', '2/9', '7/5', '9/4', '8'] -> 8 * (1/5 + 7/5 / (2/9 * 9/4))
[345209] ['7/8', '1', '8/5', '7/2', '9/2'] -> 8/5 * (7/8 + 1) * (7/2 + 9/2)
[345210] ['3/8', '3/5', '7/9', '7/4', '5'] -> 5 / (3/5 * (7/4 - 7/9) - 3/8)
[345211] ['5/8', '3/4', '6/7', '7/3', '7'] -> (7/3 + 7) * (3/4 + 6/7) / 5/8
[345212] ['1/5', '2/9', '7/5', '5/2', '8'] -> 8 * (7/5 + 5/2 - 1/5 / 2/9)
[345213] ['2/9', '1/2', '4/5', '3', '7/2'] -> (7/2 / 2/9 - 3 / 4/5) / 1/2
