[319141] ['4/9', '7/9', '4/3', '7/5', '9'] -> (4/3 + 4/9 / 7/9) * 7/5 * 9
[322795] ['8/9', '8/9', '6/5', '8/3', '7'] -> (8/3 * 7 - 8/9) / (8/9 / 6/5)
[322796] ['4/9', '9/8', '7/6', '7/4', '9'] -> 9 / (7/6 / (4/9 * 7/4) - 9/8)
[322797] ['1/3', '5/9', '6/7', '1', '8/7'] -> 8/7 / (6/7 * (1 - 5/9) - 1/3)
[322798] ['1/8', '1/4', '5/9', '5/6', '1'] -> 1 / (1/4 * 5/9 / 5/6 - 1/8)
[322799] ['1/3', '4/9', '3/5', '7/8', '5'] -> 3/5 * 5 / (7/8 - 1/3 / 4/9)
[322800] ['4/9', '5/9', '9/8', '8/3', '5'] -> (8/3 + 5 / (5/9 * 9/8)) / 4/9
[322801] ['4/9', '9/8', '7/6', '9/5', '9'] -> (4/9 + 7/6 / 9/8) * 9/5 * 9
[322802] ['1/5', '3/5', '4/5', '9/7', '3'] -> (3 + 9/7 * (3/5 + 4/5)) / 1/5
[322803] ['1/8', '1/4', '5/9', '6/7', '1'] -> 6/7 / (1/4 / (5/9 + 1) - 1/8)
[322804] ['1/8', '2/5', '6/7', '7/3', '8'] -> (8 - 7/3 / (2/5 / 6/7)) / 1/8
[322805] ['1/3', '4/9', '3/5', '8/9', '5'] -> 3/5 * 8/9 * 5 / (4/9 - 1/3)
[322806] ['4/9', '5/9', '9/8', '7/2', '5'] -> (7/2 / 9/8 - 4/9) / (5/9 / 5)
[322807] ['4/7', '3/4', '5/4', '9/4', '7'] -> 9/4 * (7 / 4/7 - 5/4) - 3/4
[322808] ['1/8', '2/5', '6/7', '5/2', '8'] -> 6/7 * 5/2 * (8 + 2/5 / 1/8)
[322809] ['1/6', '2/9', '1/4', '6/7', '8'] -> 6/7 / 1/4 + 8 / (1/6 + 2/9)
[322810] ['1/7', '9/8', '2', '9/4', '9/4'] -> (9/4 / 1/7 - 9/4) / (9/8 / 2)
[322811] ['1/3', '5/9', '6/7', '1', '4/3'] -> 4/3 / (1 - (5/9 + 1/3 / 6/7))
[322812] ['1/6', '2/9', '1/4', '8/7', '8'] -> 1/6 * 8 / (1/4 - 2/9 / 8/7)
[322813] ['4/9', '9/8', '6/5', '4/3', '9'] -> 4/3 * (9/8 + 9 / (4/9 * 6/5))
[322814] ['4/9', '5/9', '8/7', '5/4', '5'] -> 5 / (5/4 * (5/9 - 4/9 / 8/7))
[322815] ['1/8', '2/5', '7/8', '7/8', '8'] -> (1/8 + 7/8 + 8 / 2/5) / 7/8
[322816] ['4/7', '5/8', '3/4', '9/5', '2'] -> 3/4 / (2 - 9/5 / (4/7 / 5/8))
[322817] ['8/9', '8/9', '5/4', '9/4', '7'] -> 5/4 + 7 * (9/4 + 8/9 / 8/9)
[322818] ['1/3', '5/9', '6/7', '1', '8/5'] -> 1 / (1/3 / 6/7 - 5/9 / 8/5)
[322819] ['4/7', '3/4', '9/7', '3/2', '7'] -> (4/7 + 9/7 / 3/4) * 3/2 * 7
[322820] ['4/7', '5/8', '3/4', '2', '9/4'] -> 3/4 / (9/4 / 2 - 5/8 / 4/7)
[322821] ['1/5', '3/5', '5/6', '9/8', '3'] -> 3 / (1/5 * (9/8 - 3/5 * 5/6))
[322822] ['1/8', '2/5', '7/8', '8/9', '8'] -> 8/9 * (7/8 / 1/8 + 8 / 2/5)
[322823] ['7/9', '1', '6/5', '6/5', '7/5'] -> 7/5 / (1 / 6/5 - 7/9) - 6/5
[322824] ['1/3', '4/9', '3/5', '7/4', '5'] -> 7/4 / 1/3 + 5 / (4/9 * 3/5)
[322825] ['4/7', '3/4', '9/7', '8/5', '7'] -> 8/5 * (7 / (4/7 / 9/7) - 3/4)
[322826] ['1/5', '3/5', '5/6', '8/7', '3'] -> (3/5 + 3 / 5/6) / (1/5 / 8/7)
[322827] ['4/9', '5/9', '8/7', '7/5', '5'] -> 8/7 * 5 / (5/9 - 4/9 / 7/5)
[322828] ['1/8', '1/4', '5/9', '1', '9/4'] -> 1 / (1/4 / 9/4 - 1/8 * 5/9)
[322829] ['8/9', '8/9', '5/4', '8/3', '7'] -> 8/3 * (8/9 * 5/4 + 8/9 + 7)
[322830] ['3/8', '3/7', '7/6', '5/4', '9'] -> 9 / (5/4 - (3/8 + 3/7 * 7/6))
[322831] ['4/7', '3/4', '9/7', '9/5', '7'] -> 9/5 / (4/7 * 3/4) * (7 - 9/7)
[322832] ['1/7', '9/8', '2', '7/3', '5/2'] -> 9/8 * (2 * 5/2 + 7/3 / 1/7)
[322833] ['1/5', '3/5', '5/6', '5/4', '3'] -> 3 / (1/5 * 3/5) / (5/6 * 5/4)
[322834] ['7/9', '1', '6/5', '6/5', '8/5'] -> 8/5 / 6/5 / (1 / 6/5 - 7/9)
[322835] ['1/3', '4/9', '3/5', '5/2', '5'] -> (5/2 * (5 - 3/5) - 1/3) / 4/9
[322836] ['4/9', '9/8', '6/5', '7/3', '9'] -> 9 / (7/3 / 6/5 - (4/9 + 9/8))
[322837] ['4/9', '5/9', '8/7', '8/5', '5'] -> 5 / (5/9 / 8/7 - 4/9 / 8/5)
[322838] ['1/8', '2/5', '7/8', '5/3', '8'] -> 8 / (1/8 + 7/8 - 2/5 * 5/3)
[322839] ['1/7', '9/8', '2', '7/3', '7/2'] -> 2 / (7/3 - 9/8 / (1/7 * 7/2))
[322840] ['4/7', '5/8', '3/4', '2', '9/2'] -> (9/2 / (4/7 / 2) - 3/4) / 5/8
[322841] ['1/8', '1/4', '5/9', '1', '9/2'] -> 1 / 1/4 + 9/2 / (1/8 / 5/9)
[322842] ['7/9', '1', '6/5', '6/5', '7/4'] -> 6/5 / (7/4 / 7/9 - (1 + 6/5))
[322843] ['4/9', '5/9', '8/7', '5/3', '5'] -> 5 / (5/3 / 8/7 - 5/9 / 4/9)
[322844] ['1/5', '3/5', '5/6', '7/5', '3'] -> 3/5 + (3 + 7/5 / 5/6) / 1/5
[322845] ['4/7', '3/4', '4/3', '4/3', '7'] -> 7 * (4/7 / 3/4 + 4/3 + 4/3)
[322846] ['4/9', '9/8', '6/5', '8/3', '9'] -> 9/8 + (8/3 + 9 / 6/5) / 4/9
[322847] ['4/7', '5/8', '7/9', '7/9', '2'] -> 2 / (5/8 - 4/7) / (7/9 + 7/9)
[322848] ['1/8', '2/5', '7/8', '9/4', '8'] -> 9/4 / (2/5 * (1/8 + 7/8 / 8))
[322849] ['3/8', '3/7', '7/6', '7/4', '9'] -> (7/6 * 9 - 3/8 / 7/4) / 3/7
[322850] ['1/3', '4/9', '3/5', '9/2', '5'] -> 9/2 + (1/3 + 5 / 3/5) / 4/9
[322851] ['1/5', '3/5', '5/6', '7/4', '3'] -> 7/4 * (1/5 + 3) / (5/6 - 3/5)
[322852] ['1/3', '4/9', '5/8', '5/8', '5'] -> 5 / (5/8 / (1/3 / 4/9) - 5/8)
[322853] ['1/6', '2/9', '2/7', '3/4', '8'] -> (2/9 + 2/7) * (8 / 1/6 - 3/4)
[322854] ['1/7', '9/8', '2', '5/2', '7/2'] -> (7/2 + 5/2 / 1/7) / (2 - 9/8)
[322855] ['1/8', '1/4', '4/7', '2/3', '1'] -> (1/4 + 1 / 4/7) / (1/8 * 2/3)
[322856] ['4/7', '3/4', '4/3', '8/5', '7'] -> 8/5 * (7 / (4/7 * 3/4) - 4/3)
[322857] ['4/9', '5/9', '8/7', '9/4', '5'] -> 5 / (5/9 * 8/7 - 4/9) - 9/4
[322858] ['1/5', '3/5', '5/6', '9/4', '3'] -> 3 / (5/6 * (3/5 - 1/5 * 9/4))
[322859] ['8/9', '8/9', '9/7', '5/3', '7'] -> 9/7 * 7 * (5/3 + 8/9 / 8/9)
[322860] ['3/8', '3/7', '7/6', '8/3', '9'] -> (9 - 3/7) / (3/8 / 7/6) - 8/3
[322861] ['4/7', '3/4', '4/3', '7/4', '7'] -> (7/4 + 7 / 4/7) / (4/3 - 3/4)
[322862] ['1/6', '2/9', '2/7', '5/6', '8'] -> 1/6 * 8 / (5/6 - 2/9 / 2/7)
[322863] ['1/8', '2/5', '7/8', '7/2', '8'] -> 2/5 * (8 / 1/8 - 7/2 / 7/8)
[322864] ['1/3', '4/9', '5/8', '6/7', '5'] -> 5 / (1/3 / 6/7 + 4/9 - 5/8)
[322865] ['1/5', '3/5', '5/6', '8/3', '3'] -> 3 / (3/5 - 1/5) / (5/6 / 8/3)
[322866] ['4/9', '9/8', '5/4', '5/3', '9'] -> 9 / (4/9 * 9/8) / (5/4 / 5/3)
[322867] ['4/7', '3/4', '4/3', '9/5', '7'] -> (4/3 + 9/5 / 3/4) * (7 - 4/7)
[322868] ['1/6', '2/9', '2/7', '9/8', '8'] -> 8 / (1/6 / 2/7 - 2/9 * 9/8)
[322869] ['1/8', '1/4', '4/7', '8/9', '1'] -> 1 / (1/8 * (4/7 - 1/4)) - 8/9
[322870] ['1/3', '5/9', '7/8', '1', '7/6'] -> 1 / (7/8 - 5/9 * (1/3 + 7/6))
[322871] ['4/7', '3/4', '4/3', '7/3', '7'] -> 7 * (7/3 / (4/3 - 3/4) - 4/7)
[322872] ['8/9', '8/9', '9/7', '7/3', '7'] -> 9/7 * 7/3 * (7 + 8/9 / 8/9)
[322873] ['1/5', '3/5', '6/7', '7/8', '3'] -> (3/5 + 3) / (7/8 * 1/5 * 6/7)
[322874] ['7/9', '1', '6/5', '5/4', '4/3'] -> (1 / (5/4 - 6/5) - 4/3) / 7/9
[322875] ['4/9', '5/9', '7/6', '6/5', '5'] -> 5 * (7/6 / 5/9 + 6/5 / 4/9)
[322876] ['4/9', '9/8', '5/4', '7/3', '9'] -> 9/8 * (9 / 4/9 - (5/4 - 7/3))
[322877] ['1/6', '2/9', '2/7', '5/4', '8'] -> (5/4 - 1/6 / 2/7) / (2/9 / 8)
[322878] ['1/7', '8/7', '8/7', '7/6', '2'] -> 8/7 / (1/7 / 2 + 8/7 - 7/6)
[322879] ['4/7', '3/4', '4/3', '5/2', '7'] -> (5/2 - 4/7) * 7 / (3/4 / 4/3)
[322880] ['1/8', '1/4', '4/7', '1', '9/8'] -> 1/4 + (1 + 9/8 / 4/7) / 1/8
[322881] ['7/9', '1', '6/5', '5/4', '7/5'] -> 6/5 / 7/5 / (1 / 7/9 - 5/4)
[322882] ['8/9', '8/9', '9/7', '9/2', '7'] -> (8/9 + 8/9) * (9/2 + 9/7 * 7)
[322883] ['1/3', '4/9', '5/8', '9/7', '5'] -> 9/7 * (4/9 + 5) / (5/8 - 1/3)
[322884] ['1/3', '5/9', '7/8', '1', '9/7'] -> 1 / 1/3 / (7/8 / 9/7 - 5/9)
[322885] ['8/9', '8/9', '4/3', '4/3', '7'] -> 7 * (4/3 + 8/9 + 4/3) - 8/9
[322886] ['1/6', '2/9', '2/7', '7/5', '8'] -> 8 / (2/9 * 7/5) - 2/7 / 1/6
[322887] ['1/7', '8/7', '8/7', '9/7', '2'] -> 8/7 / 8/7 + (9/7 + 2) / 1/7
[322888] ['4/7', '3/4', '4/3', '9/2', '7'] -> 4/7 / (4/3 / 7 - 3/4 / 9/2)
[322889] ['1/3', '4/9', '5/8', '3/2', '5'] -> 5 / 5/8 / (4/9 * 3/2 - 1/3)
[322890] ['4/9', '9/8', '9/7', '4/3', '9'] -> (4/3 + 9) / (9/8 / 9/7 - 4/9)
[322891] ['7/9', '1', '6/5', '5/4', '5/3'] -> 5/3 / 5/4 / (1 / 6/5 - 7/9)
[322892] ['1/8', '2/5', '8/9', '5/4', '8'] -> 8 / 8/9 / (2/5 * 5/4 - 1/8)
[322893] ['1/7', '8/7', '8/7', '7/5', '2'] -> 7/5 * (8/7 + 2 / (1/7 / 8/7))
[322894] ['4/7', '5/8', '7/9', '4/3', '2'] -> 4/3 / (7/9 / (4/7 * 2) - 5/8)
[322895] ['4/7', '3/4', '7/5', '7/5', '7'] -> (7 - 4/7) / (3/4 / (7/5 + 7/5))
[322896] ['1/8', '1/4', '4/7', '1', '7/5'] -> (4/7 / 1/4 + 1 / 7/5) / 1/8
[322897] ['4/9', '9/8', '9/7', '7/5', '9'] -> (9/8 + 9/7) * (9 - (4/9 - 7/5))
[322898] ['1/3', '4/9', '5/8', '7/4', '5'] -> 5 / (4/9 / 1/3 + 5/8 - 7/4)
[322899] ['4/9', '5/9', '7/6', '5/3', '5'] -> 5 / (5/3 - 7/6 / (4/9 / 5/9))
[322900] ['1/8', '2/5', '8/9', '9/7', '8'] -> 8/9 / (1/8 * 2/5) + 8 / 9/7
[322901] ['1/3', '5/9', '7/8', '1', '5/2'] -> 1 / (5/9 / 1/3 + 7/8 - 5/2)
[322902] ['8/9', '8/9', '4/3', '8/5', '7'] -> (8/9 + 4/3) * 8/5 * 7 - 8/9
[322903] ['1/5', '3/5', '6/7', '3/2', '3'] -> (3 + 6/7 * (3/5 + 3/2)) / 1/5
[322904] ['1/7', '8/7', '8/7', '5/3', '2'] -> 8/7 / (1/7 - 2 + 8/7 * 5/3)
[322905] ['1/8', '2/5', '8/9', '4/3', '8'] -> (8 - 4/3) / (8/9 * 1/8 / 2/5)
[322906] ['7/9', '1', '6/5', '5/4', '9/4'] -> 6/5 / 9/4 / (1 / 5/4 - 7/9)
[322907] ['4/9', '9/8', '9/7', '3/2', '9'] -> 9/8 + (9 + 3/2 / 9/7) / 4/9
[322908] ['1/6', '2/9', '2/7', '7/4', '8'] -> (1/6 + 2/7 * 7/4) / (2/9 / 8)
[322909] ['1/7', '8/7', '8/7', '9/5', '2'] -> 8/7 / ((1/7 + 2) / 9/5 - 8/7)
[322910] ['4/9', '5/9', '7/6', '9/5', '5'] -> 4/9 * 5 / (7/6 / 9/5 - 5/9)
[322911] ['1/8', '1/4', '4/7', '1', '5/3'] -> 1/4 / 1/8 / (1 / 4/7 - 5/3)
[322912] ['1/8', '2/5', '8/9', '3/2', '8'] -> (8 / 8/9 - 3/2) / (1/8 / 2/5)
[322913] ['4/7', '3/4', '7/5', '5/3', '7'] -> 5/3 * (3/4 + 7/5 + 7 / 4/7)
[322914] ['1/5', '3/5', '6/7', '5/3', '3'] -> (3/5 + 5/3 * 3) / (1/5 / 6/7)
[322915] ['1/6', '2/9', '2/7', '9/5', '8'] -> 9/5 / (1/6 / 2/7) * (8 - 2/9)
[322916] ['8/9', '8/9', '4/3', '9/4', '7'] -> 4/3 * 9/4 * (7 + 8/9 / 8/9)
[322917] ['4/9', '5/9', '7/6', '9/4', '5'] -> 5 / 5/9 / (7/6 / 4/9 - 9/4)
[322918] ['1/5', '3/5', '6/7', '7/4', '3'] -> (3 + 3/5 - 6/7) / (1/5 / 7/4)
[322919] ['1/8', '2/5', '8/9', '7/4', '8'] -> 8/9 * (7/4 / (1/8 * 2/5) - 8)
[322920] ['4/7', '3/4', '7/5', '7/4', '7'] -> (7/5 + 7/4 / 3/4) * (7 - 4/7)
[322921] ['7/9', '1', '6/5', '5/4', '8/3'] -> 8/3 / (7/9 - 1 / 6/5 / 5/4)
[322922] ['1/7', '8/7', '8/7', '2', '9/2'] -> 8/7 / ((2 - 8/7) / 9/2 - 1/7)
[322923] ['3/8', '3/7', '5/4', '9/7', '9'] -> 9 / (9/7 - (3/8 + 3/7 * 5/4))
[322924] ['8/9', '8/9', '4/3', '7/3', '7'] -> 7 / ((7/3 - 8/9) / 8/9 - 4/3)
[322925] ['1/3', '4/9', '2/3', '6/7', '5'] -> 5 / (1/3 / 4/9 / 6/7 - 2/3)
[322926] ['1/5', '3/5', '6/7', '9/5', '3'] -> (9/5 + 3 / 1/5) / (3/5 / 6/7)
[322927] ['4/7', '3/4', '7/5', '9/5', '7'] -> (7/5 + 7 * (4/7 + 9/5)) / 3/4
[322928] ['8/9', '8/9', '4/3', '5/2', '7'] -> 7 * (4/3 + 8/9 * 5/2) - 8/9
[322929] ['1/7', '8/7', '7/6', '6/5', '2'] -> (8/7 + 2 / 7/6) / (1/7 / 6/5)
[322930] ['1/3', '5/9', '8/9', '1', '7/4'] -> 1 / (5/9 / 8/9 - 1/3 * 7/4)
[322931] ['8/9', '8/9', '4/3', '9/2', '7'] -> (8/9 + 8/9 * 7) / (4/3 / 9/2)
[322932] ['3/8', '3/7', '5/4', '7/5', '9'] -> 9 / (7/5 * 3/7 * 5/4 - 3/8)
[322933] ['1/5', '3/5', '6/7', '5/2', '3'] -> (5/2 + 3 - 3/5 / 6/7) / 1/5
[322934] ['4/9', '5/9', '6/5', '6/5', '5'] -> (5 - 5/9) / (4/9 / (6/5 + 6/5))
[322935] ['1/8', '1/4', '3/5', '5/7', '1'] -> 1 / (1/8 / 3/5 / 5/7 - 1/4)
[322936] ['4/9', '9/8', '9/7', '5/2', '9'] -> 9 / (5/2 / 9/7 - (4/9 + 9/8))
[322937] ['1/8', '2/5', '8/9', '7/2', '8'] -> 2/5 * 8/9 * (7/2 + 8 / 1/8)
[322938] ['4/7', '5/8', '7/9', '2', '8/3'] -> 8/3 / (7/9 / 4/7 - 5/8 * 2)
[322939] ['7/9', '1', '6/5', '9/7', '4/3'] -> 4/3 / 7/9 / (9/7 / 6/5 - 1)
[322940] ['1/7', '8/7', '7/6', '8/5', '2'] -> 7/6 * 8/5 * (2 / 1/7 - 8/7)
[322941] ['1/3', '4/9', '2/3', '9/5', '5'] -> (9/5 - (1/3 - 2/3)) / (4/9 / 5)
[322942] ['1/8', '1/4', '3/5', '7/9', '1'] -> 1 / 3/5 / (1/4 * 7/9 - 1/8)
[322943] ['8/9', '8/9', '7/5', '8/5', '7'] -> (7/5 + 8/5) * (7 + 8/9 / 8/9)
[322944] ['4/9', '9/8', '9/7', '7/2', '9'] -> 9 / (9/7 / 7/2) - 4/9 * 9/8
[322945] ['1/8', '2/5', '8/9', '9/2', '8'] -> 2/5 * (8 / 1/8 - 8/9 * 9/2)
[322946] ['4/9', '5/9', '6/5', '7/5', '5'] -> 5 / (7/5 - 6/5) - (4/9 + 5/9)
[322947] ['1/6', '2/9', '1/3', '7/8', '8'] -> (8 * (7/8 - 1/6) - 1/3) / 2/9
[322948] ['1/5', '3/5', '7/8', '7/6', '3'] -> (3/5 + 3) * 7/6 / (1/5 * 7/8)
[322949] ['1/6', '2/9', '1/3', '8/7', '8'] -> 8/7 / 1/3 + 8 / (1/6 + 2/9)
[322950] ['1/8', '1/4', '3/5', '7/8', '1'] -> 1 / (7/8 - 1/8 / 1/4 / 3/5)
[322951] ['4/9', '5/9', '6/5', '8/5', '5'] -> (5/9 + 5) * 8/5 / (4/9 / 6/5)
[322952] ['1/8', '2/5', '9/8', '8/7', '8'] -> 8/7 * (8 / 2/5 - (1/8 - 9/8))
[322953] ['1/7', '8/7', '7/6', '2', '9/2'] -> (8/7 * 9/2 - 2 / 7/6) / 1/7
[322954] ['7/9', '1', '6/5', '9/7', '5/3'] -> 5/3 / (7/9 * (9/7 - 6/5)) - 1
[322955] ['1/3', '4/9', '5/7', '3/4', '5'] -> (1/3 + 5 / 5/7) / (3/4 - 4/9)
[322956] ['4/7', '5/8', '4/5', '5/6', '2'] -> 2 / (4/7 * 5/6) / (4/5 - 5/8)
[322957] ['4/9', '9/8', '4/3', '8/5', '9'] -> (9 / 9/8 - 4/3) / (4/9 / 8/5)
[322958] ['4/9', '5/9', '6/5', '7/4', '5'] -> 5 / (7/4 / 6/5 - 5/9 / 4/9)
[322959] ['8/9', '8/9', '7/5', '9/4', '7'] -> (8/9 + 8/9 / 7/5) * 9/4 * 7
[322960] ['4/7', '3/4', '3/2', '5/3', '7'] -> (3/2 + 7) / (5/3 - 3/4 / 4/7)
[322961] ['1/3', '4/9', '5/7', '7/9', '5'] -> (5/7 + 5) / (4/9 / 7/9 - 1/3)
[322962] ['1/8', '1/4', '3/5', '1', '9/8'] -> (1 + 9/8 / 1/8) / (1/4 / 3/5)
[322963] ['1/6', '2/9', '1/3', '8/5', '8'] -> 8/5 / 1/6 + 8 / (2/9 + 1/3)
[322964] ['4/9', '9/8', '4/3', '7/4', '9'] -> 4/3 * 9 * (4/9 + 7/4 / 9/8)
[322965] ['8/9', '8/9', '7/5', '5/2', '7'] -> 5/2 * (8/9 + 7 * 8/9 * 7/5)
[322966] ['4/7', '3/4', '3/2', '9/5', '7'] -> 9/5 * (3/2 + 7 / 4/7) - 3/4
[322967] ['4/9', '5/9', '6/5', '5/2', '5'] -> (5/2 / 6/5 + 5 / 4/9) / 5/9
[322968] ['1/8', '2/5', '9/8', '7/4', '8'] -> (7/4 / (1/8 * 2/5) - 8) / 9/8
[322969] ['1/8', '1/4', '3/5', '1', '7/6'] -> (7/6 / 1/4 - 1 / 3/5) / 1/8
[322970] ['1/5', '3/5', '7/8', '3', '7/2'] -> (3 + 3/5 / 1/5) / (7/8 / 7/2)
[322971] ['1/3', '5/9', '1', '9/8', '7/5'] -> 1/3 / (9/8 - (5/9 + 1) / 7/5)
[322972] ['8/9', '8/9', '7/5', '7/2', '7'] -> 7/2 * (8/9 / 7/5 + 8/9 * 7)
[322973] ['1/7', '8/7', '6/5', '2', '9/4'] -> 6/5 * (2 + 9/4 / (1/7 / 8/7))
[322974] ['1/8', '2/5', '9/8', '7/3', '8'] -> 8 / (2/5 * (9/8 - 1/8 * 7/3))
[322975] ['1/6', '2/9', '3/8', '2/5', '8'] -> 8 / (1/6 / 2/5 - 2/9 * 3/8)
[322976] ['8/9', '8/9', '7/5', '9/2', '7'] -> 9/2 * (8/9 + 7 * 8/9 / 7/5)
[322977] ['1/8', '1/4', '3/5', '1', '9/7'] -> 1 / 3/5 / (1/4 / 9/7 - 1/8)
[322978] ['4/7', '3/4', '3/2', '7/3', '7'] -> (4/7 + 3/2 / 3/4) * (7/3 + 7)
[322979] ['8/9', '8/9', '3/2', '3/2', '7'] -> (3/2 + 3/2) * (7 + 8/9 / 8/9)
[322980] ['1/8', '1/4', '3/5', '1', '4/3'] -> (4/3 + 1 / 3/5) / (1/4 - 1/8)
[322981] ['1/6', '2/9', '3/8', '4/7', '8'] -> (3/8 + 1/6 / 4/7) / (2/9 / 8)
[322982] ['4/7', '5/8', '4/5', '9/7', '2'] -> (4/7 + 4/5) / (9/7 / 5/8 - 2)
[322983] ['4/7', '3/4', '8/5', '5/3', '7'] -> 7 * (4/7 / 3/4 + 8/5 * 5/3)
[322984] ['1/7', '8/7', '6/5', '2', '8/3'] -> (8/3 - 8/7 / 6/5) / (1/7 / 2)
[322985] ['1/3', '5/9', '1', '9/8', '7/3'] -> 7/3 / (1 - 9/8 - (1/3 - 5/9))
[322986] ['1/8', '2/5', '9/8', '9/2', '8'] -> 2/5 * (8 / 1/8 - 9/2 / 9/8)
[322987] ['1/3', '4/9', '5/7', '8/7', '5'] -> (5 + 1/3 + 8/7) / (5/7 - 4/9)
[322988] ['1/7', '8/7', '6/5', '2', '7/2'] -> 8/7 * 6/5 * (7/2 + 2 / 1/7)
[322989] ['4/9', '5/9', '5/4', '7/4', '5'] -> 5 * (7/4 + (4/9 + 5/4) / 5/9)
[322990] ['4/7', '3/4', '8/5', '9/4', '7'] -> (8/5 + 9/4) * (7 - 4/7) - 3/4
[322991] ['4/9', '9/8', '7/5', '9/5', '9'] -> 9 / 9/8 / (7/5 / 9/5 - 4/9)
[322992] ['1/7', '8/7', '6/5', '2', '9/2'] -> 6/5 / (1/7 / 8/7) * (9/2 - 2)
[322993] ['8/9', '8/9', '3/2', '9/4', '7'] -> (8/9 + 8/9 * 7) * 3/2 * 9/4
[322994] ['1/6', '2/9', '3/8', '4/5', '8'] -> 8 / (1/6 / 3/8 / 4/5 - 2/9)
[322995] ['1/7', '8/7', '5/4', '7/5', '2'] -> (7/5 + 2 / 5/4) / (1/7 / 8/7)
[322996] ['3/8', '3/7', '4/3', '5/2', '9'] -> 5/2 + 3/8 * 4/3 + 9 / 3/7
[322997] ['4/9', '5/9', '5/4', '7/3', '5'] -> 5 / (4/9 / 7/3) - 5/4 / 5/9
[322998] ['4/7', '5/8', '4/5', '9/5', '2'] -> 9/5 / (4/5 / (4/7 * 2) - 5/8)
[322999] ['1/8', '1/4', '5/8', '5/7', '1'] -> (5/8 / (1/8 * 5/7) - 1) / 1/4
[323000] ['1/3', '4/9', '5/7', '4/3', '5'] -> 4/3 / 4/9 + 5 / (1/3 * 5/7)
[323001] ['7/9', '1', '6/5', '4/3', '5/3'] -> 4/3 / (5/3 - (7/9 + 1 / 6/5))
[323002] ['4/9', '5/9', '5/4', '5/2', '5'] -> 5/4 + 5/2 + 5 / (4/9 * 5/9)
[323003] ['1/5', '3/5', '8/9', '5/3', '3'] -> 5/3 + (3/5 + 8/9) / (1/5 / 3)
[323004] ['4/7', '3/4', '8/5', '9/2', '7'] -> (9/2 - 3/4) * 7 * 4/7 * 8/5
[323005] ['4/9', '9/8', '7/5', '5/2', '9'] -> 9 * (5/2 / (9/8 / 7/5) - 4/9)
[323006] ['1/6', '2/9', '3/8', '6/5', '8'] -> 6/5 * (8 / 3/8 - 2/9 / 1/6)
[323007] ['4/9', '5/9', '5/4', '8/3', '5'] -> 8/3 * (5 / 4/9 - 5/4 / 5/9)
[323008] ['7/9', '1', '6/5', '4/3', '7/4'] -> 6/5 / (1 / (4/3 - 7/9) - 7/4)
[323009] ['8/9', '8/9', '8/5', '5/3', '7'] -> 7 * (8/9 + 8/5 * 5/3) - 8/9
[323010] ['4/9', '9/8', '7/5', '8/3', '9'] -> 7/5 / (9/8 - 4/9) * (8/3 + 9)
[323011] ['4/7', '3/4', '5/3', '5/3', '7'] -> 7 * (3/4 + 5/3 / 4/7) - 5/3
[323012] ['1/8', '1/4', '5/8', '1', '8/7'] -> 8/7 * (1 + 5/8 / (1/8 * 1/4))
[323013] ['1/5', '3/5', '8/9', '9/4', '3'] -> 9/4 / (1/5 / 8/9) * (3 - 3/5)
[323014] ['1/6', '2/9', '3/8', '9/7', '8'] -> 9/7 / 3/8 + 8 / (1/6 + 2/9)
[323015] ['1/3', '4/9', '5/7', '8/5', '5'] -> (5 / 5/7 - 1/3) / (4/9 / 8/5)
[323016] ['1/8', '2/5', '8/7', '7/4', '8'] -> (8 - 7/4 / (2/5 / 8/7)) / 1/8
[323017] ['3/8', '3/7', '7/5', '9/4', '9'] -> 3/7 / (3/8 / 7/5 - 9/4 / 9)
[323018] ['4/9', '9/8', '7/5', '7/2', '9'] -> 9 * (4/9 + 7/2 / (9/8 * 7/5))
[323019] ['8/9', '8/9', '8/5', '9/5', '7'] -> 8/5 + (8/9 + 8/9) * 9/5 * 7
[323020] ['1/7', '8/7', '9/7', '5/3', '2'] -> 8/7 / ((5/3 - 9/7) / 2 - 1/7)
[323021] ['1/3', '5/9', '1', '8/7', '8/5'] -> 1/3 / (5/9 * 8/5 - 1 / 8/7)
[323022] ['7/9', '1', '6/5', '4/3', '5/2'] -> 4/3 / (5/2 * (6/5 - 7/9) - 1)
[323023] ['1/8', '1/4', '5/8', '1', '5/3'] -> 5/8 / (1/4 / 5/3 - 1/8) - 1
[323024] ['4/9', '9/8', '3/2', '8/5', '9'] -> 8/5 / (4/9 * 9/8) * (9 - 3/2)
[323025] ['1/6', '2/9', '3/8', '9/5', '8'] -> 9/5 * (8 / (2/9 / 3/8) - 1/6)
[323026] ['1/3', '4/9', '5/7', '9/4', '5'] -> (4/9 * 9/4 + 5 / 5/7) / 1/3
[323027] ['8/9', '8/9', '8/5', '8/3', '7'] -> (8/3 + 8/9 + 8/9) * (7 - 8/5)
[323028] ['4/7', '3/4', '5/3', '9/2', '7'] -> 5/3 + (9/2 + 7 / 4/7) / 3/4
[323029] ['1/3', '5/9', '1', '8/7', '7/3'] -> 8/7 * 7/3 / (1 - (1/3 + 5/9))
[323030] ['4/7', '3/4', '7/4', '7/4', '7'] -> (7/4 + 7 * (4/7 + 7/4)) / 3/4
