[216690] ['1/6', '1/6', '2/7', '3/8', '7'] -> (2/7 + 1/6 / 1/6) * 7 / 3/8
[224821] ['3/7', '5/8', '9/8', '6/5', '7'] -> 7 * (3/7 + 6/5 + 9/8 / 5/8)
[224822] ['1/4', '4/9', '7/8', '9/8', '3'] -> 3 / (7/8 - (1/4 + 4/9 * 9/8))
[224823] ['6/7', '5/4', '7/4', '7/4', '8'] -> 8 * 6/7 * 7/4 / (7/4 - 5/4)
[224824] ['2/5', '2/5', '5/7', '7/8', '6'] -> (6 / (7/8 * (2/5 / 2/5)) - 5/7))
[224825] ['1/6', '1/4', '5/7', '8/7', '7'] -> (5/7 + 7) / 1/4 - 8/7 / 1/6
[224826] ['5/7', '5/6', '3/2', '8/5', '6'] -> 6 / (5/7 * (8/5 - 5/6 * 3/2))
[224827] ['3/8', '2/3', '6/5', '9/2', '8'] -> (8 / 2/3 - 9/2) * 6/5 / 3/8
[224828] ['4/5', '6/7', '9/7', '9/5', '2'] -> 4/5 * 9/7 / (9/5 / 2 - 6/7)
[224829] ['1/4', '4/9', '7/8', '8/7', '3'] -> (8/7 / 4/9 + 3 / 7/8) / 1/4
[224830] ['1/7', '4/7', '2/3', '1', '7/2'] -> 4/7 / (2/3 - 1/7 * (1 + 7/2))
[224831] ['1/8', '1/4', '5/6', '6/7', '9'] -> 9 / (6/7 * (5/6 - 1/4) - 1/8)
[224832] ['8/9', '6/5', '9/5', '9/5', '5'] -> (6/5 + 9/5) * 5 * 8/9 * 9/5
[224833] ['1/5', '2/7', '2/5', '7/4', '2'] -> (2/5 + 2) / (7/4 * 1/5 * 2/7)
[224834] ['4/9', '7/8', '8/7', '7/6', '6'] -> 8/7 * 6 * (7/8 + 7/6 / 4/9)
[224835] ['5/7', '5/6', '3/2', '7/4', '6'] -> 5/7 / (3/2 / 7/4 - 5/6) - 6
[224836] ['3/7', '5/8', '9/8', '8/5', '7'] -> 3/7 * 7 / (9/8 - 5/8 * 8/5)
[224837] ['7/8', '9/5', '5/2', '9/2', '9'] -> 9/5 / (7/8 - 9 / (5/2 * 9/2))
[224838] ['1/6', '1/4', '5/7', '4/3', '7'] -> (1/4 + 7 * 5/7 / 4/3) / 1/6
[224839] ['3/8', '2/3', '5/4', '7/5', '8'] -> 8 * (3/8 + 7/5 * 5/4 / 2/3)
[224840] ['4/5', '6/7', '9/7', '2', '5/2'] -> 9/7 / ((5/2 - 6/7) / 4/5 - 2)
[224841] ['8/9', '6/5', '9/5', '5/2', '5'] -> 9/5 * 5/2 * 5 * 8/9 * 6/5
[224842] ['6/7', '5/4', '9/5', '9/4', '8'] -> 5/4 * (8 * 9/4 / 6/7 - 9/5)
[224843] ['1/4', '4/9', '7/8', '9/7', '3'] -> (3 / ((1/4 * 4/9) * 7/8) * 9/7))
[224844] ['5/7', '5/6', '3/2', '9/5', '6'] -> (6 / (5/6 * (3/2 / 5/7)) - 9/5))
[224845] ['3/7', '5/8', '9/8', '5/3', '7'] -> 7 * (3/7 + 5/3 * 9/8 / 5/8)
[224846] ['2/5', '2/5', '5/7', '9/7', '6'] -> (9/7 - (2/5 - 5/7)) * 6 / 2/5
[224847] ['6/7', '5/4', '9/5', '7/3', '8'] -> 7/3 * 9/5 / 5/4 * (8 - 6/7)
[224848] ['3/7', '5/8', '9/8', '7/4', '7'] -> 7 / (9/8 - 5/8 / (3/7 * 7/4))
[224849] ['1/5', '2/7', '2/5', '2', '5/2'] -> (5/2 - 2/5) * (2/7 + 2) / 1/5
[224850] ['5/7', '5/6', '3/2', '5/2', '6'] -> 3/2 * 6 * (5/2 / 5/7 - 5/6)
[224851] ['8/9', '6/5', '9/4', '7/3', '5'] -> 5 * (8/9 * 9/4 + 6/5 * 7/3)
[224852] ['1/8', '1/4', '5/6', '7/5', '9'] -> 9 / 5/6 + (1/4 + 7/5) / 1/8
[224853] ['7/8', '9/5', '7/2', '7/2', '9'] -> (7/2 + 9 * 7/2 / 9/5) / 7/8
[224854] ['1/7', '4/7', '5/7', '1', '6/5'] -> 4/7 / (1/7 + 5/7 - 1 / 6/5)
[224855] ['8/9', '6/5', '9/4', '5/2', '5'] -> (6/5 + 8/9 * 9/4) * (5/2 + 5)
[224856] ['3/8', '2/3', '9/7', '3/2', '8'] -> (8 - 2/3 * 3/2) * 9/7 / 3/8
[224857] ['1/6', '1/4', '5/7', '9/5', '7'] -> (7 / ((1/4 * 5/7) * 9/5) - 1/6))
[224858] ['5/7', '5/6', '3/2', '8/3', '6'] -> 6 * (3/2 + 5/7 * (5/6 + 8/3))
[224859] ['3/7', '5/8', '9/8', '9/4', '7'] -> 3/7 * 7 / (5/8 - 9/8 / 9/4)
[224860] ['4/5', '6/7', '4/3', '3/2', '2'] -> 2 / (3/2 / 6/7 - 4/3 / 4/5)
[224861] ['1/5', '2/7', '3/7', '3/7', '2'] -> 2/7 / 3/7 + 2 / (1/5 * 3/7)
[224862] ['1', '3/2', '3/2', '3/2', '5/3'] -> (3/2 + 1 + 3/2) / (5/3 - 3/2)
[224863] ['3/7', '5/8', '9/8', '7/3', '7'] -> (7/3 - 3/7) * 7 * 9/8 / 5/8
[224864] ['1/6', '1/4', '5/7', '9/4', '7'] -> (9/4 / 1/4 - 5/7 * 7) / 1/6
[224865] ['6/7', '5/4', '9/4', '5/2', '8'] -> 6/7 * 8 * (5/2 - (5/4 - 9/4))
[224866] ['1/5', '2/7', '3/7', '1/2', '2'] -> (3/7 + 2) / (1/5 * 1/2) - 2/7
[224867] ['4/5', '6/7', '4/3', '8/5', '2'] -> 8/5 / ((2 - 4/5) / 6/7 - 4/3)
[224868] ['5/7', '5/6', '3/2', '9/2', '6'] -> 5/6 * 6 * (9/2 / 5/7 - 3/2)
[224869] ['1/5', '1', '9/8', '9/8', '7/5'] -> 7/5 / (9/8 - (1/5 + 1) / 9/8)
[224870] ['1/7', '4/7', '5/7', '1', '3/2'] -> (1 + 4/7 + 5/7) * 3/2 / 1/7
[224871] ['2/5', '2/5', '5/7', '7/4', '6'] -> 6 / (5/7 * 7/4 - 2/5 / 2/5)
[224872] ['1/6', '1/4', '5/7', '7/3', '7'] -> (5/7 + 7) / (1/4 + 1/6 / 7/3)
[224873] ['8/9', '6/5', '9/4', '9/2', '5'] -> 5 * (8/9 * (9/4 + 9/2) - 6/5)
[224874] ['6/7', '5/4', '9/4', '8/3', '8'] -> 8 / (6/7 * (5/4 + 9/4) - 8/3)
[224875] ['1/5', '2/7', '3/7', '5/9', '2'] -> (2 + 2/7 / 3/7) / (1/5 * 5/9)
[224876] ['1/5', '1', '9/8', '9/8', '3/2'] -> (1 / (1/5 * (3/2 / 9/8)) - 9/8))
[224877] ['3/7', '5/8', '9/8', '8/3', '7'] -> 8/3 * (9/8 / 3/7 - (5/8 - 7))
[224878] ['3/8', '2/3', '9/7', '9/4', '8'] -> 8 * (3/8 + 9/4 / (2/3 * 9/7))
[224879] ['1/5', '1', '9/8', '9/8', '8/5'] -> 9/8 * 8/5 / (1/5 + 1 - 9/8)
[224880] ['8/9', '6/5', '7/3', '5/2', '5'] -> (5 + 6/5 + 7/3) * 5/2 / 8/9
[224881] ['7/8', '9/4', '7/3', '7/3', '9'] -> 9 / (9/4 - 7/8 - 7/3 / 7/3)
[224882] ['6/7', '5/4', '7/3', '5/2', '8'] -> 5/2 * (8 + 7/3 * 6/7 / 5/4)
[224883] ['1/4', '4/9', '8/9', '8/7', '3'] -> 3 / (1/4 * (8/9 - 4/9 / 8/7))
[224884] ['1', '3/2', '3/2', '3/2', '8/3'] -> 3/2 / (1 - 3/2 + 3/2 / 8/3)
[224885] ['4/5', '6/7', '4/3', '2', '9/4'] -> 2 / (4/3 * (6/7 - 4/5)) - 9/4
[224886] ['3/7', '5/8', '8/7', '6/5', '7'] -> (8/7 + 7 / 5/8) / (3/7 * 6/5)
[224887] ['2/5', '2/5', '5/7', '5/2', '6'] -> (5/2 + 5/7 / 2/5) * (6 - 2/5)
[224888] ['1', '3/2', '3/2', '3/2', '9/2'] -> (3/2 + 9/2) * (3/2 + 1 + 3/2)
[224889] ['8/9', '6/5', '7/3', '7/2', '5'] -> (8/9 + 7/2) * 6/5 * 5 - 7/3
[224890] ['6/7', '5/4', '5/2', '5/2', '8'] -> 5/4 * 8 / (5/2 / 6/7 - 5/2)
[224891] ['1/7', '4/7', '5/7', '1', '9/4'] -> 5/7 / 4/7 + (1 + 9/4) / 1/7
[224892] ['5/7', '5/6', '8/5', '5/2', '6'] -> 8/5 * (5/2 / (5/6 - 5/7) - 6)
[224893] ['4/9', '7/8', '8/7', '7/3', '6'] -> (8/7 + (7/3 + 6) / 7/8) / 4/9
[224894] ['1', '3/2', '3/2', '8/5', '7/4'] -> 3/2 * 3/2 / (7/4 / 8/5 - 1)
[224895] ['5/7', '5/6', '8/5', '8/3', '6'] -> (5/6 + 8/3) * 6 * 5/7 * 8/5
[224896] ['7/8', '7/3', '7/3', '5/2', '9'] -> 7/3 / (7/8 / 7/3 - 5/2 / 9)
[224897] ['4/9', '7/8', '8/7', '5/2', '6'] -> 6 / (5/2 - 8/7 * 7/8 / 4/9)
[224898] ['1', '3/2', '3/2', '8/5', '9/5'] -> (3/2 + 3/2) / (9/5 / 8/5 - 1)
[224899] ['1/5', '1', '9/8', '9/8', '7/3'] -> (9/8 + 9/8) * (7/3 / 1/5 - 1)
[224900] ['6/7', '5/4', '8/3', '8/3', '8'] -> 8/3 * (8 * 5/4 / 6/7 - 8/3)
[224901] ['1/5', '2/7', '3/7', '6/7', '2'] -> (2/7 + 2 / 1/5) / (6/7 - 3/7)
[224902] ['5/7', '5/6', '8/5', '9/2', '6'] -> 5/7 * (8/5 + 6 * (5/6 + 9/2))
[224903] ['1/6', '1/4', '3/4', '9/5', '7'] -> 1/4 + (3/4 + 7 / 1/6) / 9/5
[224904] ['3/7', '5/8', '8/7', '8/5', '7'] -> 7 * (3/7 / 5/8 + 8/7 + 8/5)
[224905] ['1', '3/2', '3/2', '8/5', '9/2'] -> (3/2 + 9/2) * 8/5 * (1 + 3/2)
[224906] ['4/9', '7/8', '8/7', '8/3', '6'] -> (8/7 + 8/3 + 6 / 7/8) / 4/9
[224907] ['1/8', '1/4', '7/8', '7/5', '9'] -> 9 / (1/8 / 7/5 + 1/4 / 7/8)
[224908] ['2/5', '2/5', '3/4', '7/9', '6'] -> (6 - 2/5) / (7/9 * 2/5 * 3/4)
[224909] ['7/8', '7/3', '7/3', '9/2', '9'] -> (9 - 9/2) * (7/3 + 7/3) / 7/8
[224910] ['1', '3/2', '3/2', '5/3', '5/3'] -> 3/2 * (1 + 5/3) / (5/3 - 3/2)
[224911] ['3/7', '5/8', '8/7', '5/3', '7'] -> 8/7 / (3/7 - 5/3 / (5/8 * 7))
[224912] ['8/9', '6/5', '8/3', '7/2', '5'] -> 8/3 / 8/9 + 5 * 6/5 * 7/2
[224913] ['1/8', '1/4', '7/8', '9/5', '9'] -> (1/8 + 7/8 + 9 / 9/5) / 1/4
[224914] ['1/7', '4/7', '3/4', '8/9', '1'] -> (4/7 / (3/4 * (1/7 + 8/9)) - 1))
[224915] ['3/8', '2/3', '7/5', '7/3', '8'] -> (7/3 / 7/5 - (2/3 - 8)) / 3/8
[224916] ['1/4', '4/9', '8/9', '9/5', '3'] -> 9/5 * (4/9 + 8/9 + 3 / 1/4)
[224917] ['4/5', '6/7', '7/5', '5/3', '2'] -> (4/5 / (7/5 * 6/7) - (5/3 / 2)))
[224918] ['7/8', '7/3', '5/2', '8/3', '9'] -> 9 / (7/8 - 5/2 / (7/3 + 8/3))
[224919] ['4/9', '7/8', '8/7', '9/2', '6'] -> 9/2 * (6 - 4/9) - 7/8 * 8/7
[224920] ['1/5', '1', '9/8', '8/7', '8/7'] -> 1/5 * (1 + 8/7) / (8/7 - 9/8)
[224921] ['5/7', '5/6', '5/3', '7/3', '6'] -> (5/3 + 5/7 * 7/3) * 6 / 5/6
[224922] ['1/6', '1/4', '7/9', '7/8', '7'] -> 7 / (7/9 * 1/4 / 1/6 - 7/8)
[224923] ['1/7', '4/7', '3/4', '1', '6/5'] -> 6/5 / (3/4 / (1/7 + 4/7) - 1)
[224924] ['2/5', '2/5', '3/4', '8/7', '6'] -> (2/5 + 6 / 3/4) * 8/7 / 2/5
[224925] ['8/9', '6/5', '7/2', '7/2', '5'] -> 8/9 * (7/2 + 5 * (6/5 + 7/2))
[224926] ['4/5', '6/7', '7/5', '2', '9/4'] -> 2 / (4/5 / 6/7 + 7/5 - 9/4)
[224927] ['1/6', '1/4', '7/9', '8/9', '7'] -> (8/9 + 7/9 / 7) / (1/6 * 1/4)
[224928] ['7/8', '7/3', '5/2', '9/2', '9'] -> 7/3 / (7/8 - (5/2 + 9/2) / 9)
[224929] ['6/7', '9/7', '9/7', '9/5', '8'] -> 8 * (6/7 + 9/7) * 9/5 / 9/7
[224930] ['1/5', '1', '9/8', '8/7', '7/6'] -> (1 / (1/5 * (8/7 * 7/6)) - 9/8))
[224931] ['1', '3/2', '3/2', '7/4', '9/5'] -> 1 / (3/2 - 3/2 * 7/4 / 9/5)
[224932] ['1/5', '2/7', '3/7', '7/6', '2'] -> 2 / (2/7 / (3/7 - 1/5) - 7/6)
[224933] ['5/7', '5/6', '5/3', '8/3', '6'] -> 8/3 * 6 * (5/3 / 5/7 - 5/6)
[224934] ['4/5', '6/7', '7/5', '2', '7/3'] -> 4/5 / (6/7 * 7/5 - 7/3 / 2)
[224935] ['1/6', '1/4', '7/9', '9/8', '7'] -> (7 / (7/9 * (1/4 / 1/6)) - 9/8))
[224936] ['1/7', '4/7', '3/4', '1', '4/3'] -> (4/3 + (4/7 + 1) / 3/4) / 1/7
[224937] ['1/8', '1/4', '8/9', '6/5', '9'] -> 8/9 * 9 / (1/8 + 1/4 / 6/5)
[224938] ['7/8', '7/3', '8/3', '7/2', '9'] -> (9 - 7/3) * 7/2 / 7/8 - 8/3
[224939] ['6/7', '9/7', '9/7', '5/2', '8'] -> 6/7 * 8 * (5/2 + 9/7 / 9/7)
[224940] ['2/5', '2/5', '3/4', '9/7', '6'] -> 9/7 / (2/5 * 3/4) * (6 - 2/5)
[224941] ['5/7', '5/6', '7/4', '9/5', '6'] -> 6 / (5/6 * 9/5 - 5/7 * 7/4)
[224942] ['1/4', '4/9', '9/8', '7/6', '3'] -> (9/8 * 3 + 7/6 / 4/9) / 1/4
[224943] ['1/5', '2/7', '3/7', '5/4', '2'] -> 3/7 * 2 / (2/7 - 1/5 * 5/4)
[224944] ['4/5', '6/7', '7/5', '2', '8/3'] -> 6/7 * 7/5 / (4/5 - 2 / 8/3)
[224945] ['3/7', '5/8', '8/7', '9/2', '7'] -> 9/2 * (7 - 8/7 * 5/8 / 3/7)
[224946] ['1', '3/2', '3/2', '7/4', '5/2'] -> (3/2 + 5/2) / (7/4 / 3/2 - 1)
[224947] ['2/5', '2/5', '3/4', '7/5', '6'] -> 6 / (3/4 * 7/5 - (2/5 + 2/5))
[224948] ['1/6', '1/4', '7/9', '6/5', '7'] -> 7 / (7/9 * (1/6 + 1/4 / 6/5))
[224949] ['8/9', '5/4', '5/4', '3/2', '5'] -> 5 / (3/2 * (5/4 - 8/9 * 5/4))
[224950] ['5/7', '5/6', '7/4', '9/4', '6'] -> 6 / (9/4 / 5/6 - 7/4 / 5/7)
[224951] ['1', '3/2', '3/2', '7/4', '7/2'] -> (7/2 + 1 + 3/2) / (7/4 - 3/2)
[224952] ['3/7', '5/8', '7/6', '7/6', '7'] -> (7/6 + 7 / 3/7) / (5/8 * 7/6)
[224953] ['7/8', '5/2', '5/2', '5/2', '9'] -> 9 / (7/8 - 5/2 / (5/2 + 5/2))
[224954] ['1/5', '2/7', '3/7', '9/7', '2'] -> (9/7 + 3/7 / 1/5) * 2 / 2/7
[224955] ['2/5', '2/5', '3/4', '7/4', '6'] -> 2/5 / ((3/4 + 7/4) / 6 - 2/5)
[224956] ['1/7', '4/7', '3/4', '1', '5/3'] -> (4/7 / 3/4 + 1 + 5/3) / 1/7
[224957] ['1/7', '4/7', '3/4', '1', '7/4'] -> 3/4 + (7/4 + 4/7 + 1) / 1/7
[224958] ['5/7', '5/6', '7/4', '9/2', '6'] -> 9/2 * (6 - 5/6 / (5/7 * 7/4))
[224959] ['4/9', '7/8', '7/6', '5/3', '6'] -> 6 / ((5/3 - 7/6) / 4/9 - 7/8)
[224960] ['3/7', '5/8', '7/6', '5/4', '7'] -> 7 / ((5/4 - 5/8) / 3/7 - 7/6)
[224961] ['4/5', '6/7', '3/2', '8/5', '2'] -> 6/7 * (4/5 + 2) / (8/5 - 3/2)
[224962] ['1/7', '4/7', '3/4', '1', '9/5'] -> (4/7 + 1 / 3/4) * 9/5 / 1/7
[224963] ['7/8', '5/2', '7/2', '7/2', '9'] -> 7/2 * 9 / (7/2 - 7/8 * 5/2)
[224964] ['4/9', '7/8', '7/6', '7/4', '6'] -> (7/4 * 6 - 7/6) / (4/9 * 7/8)
[224965] ['1', '3/2', '3/2', '9/5', '5/2'] -> (3/2 + 5/2) / (1 - 3/2 / 9/5)
[224966] ['1/5', '2/7', '3/7', '5/3', '2'] -> (2/7 + 2) / (3/7 - 1/5 * 5/3)
[224967] ['6/7', '9/7', '7/5', '7/4', '8'] -> 7/5 * (8 * 9/7 * 7/4 - 6/7)
[224968] ['3/7', '5/8', '7/6', '7/5', '7'] -> 7 / (7/6 - (3/7 + 5/8 / 7/5))
[224969] ['1/4', '4/9', '9/8', '9/5', '3'] -> 3 / (9/5 * (1/4 + 4/9) - 9/8)
[224970] ['8/9', '5/4', '5/4', '8/3', '5'] -> 8/3 / (5/4 - 8/9 - 5/4 / 5)
[224971] ['1/5', '1', '9/8', '8/7', '9/5'] -> 9/5 / (9/8 - (1/5 + 1) / 8/7)
[224972] ['5/7', '5/6', '9/5', '7/3', '6'] -> (5/7 + 5/6 * 6) * 9/5 * 7/3
[224973] ['2/5', '2/5', '7/9', '9/8', '6'] -> (6 / (9/8 * (2/5 / 2/5)) - 7/9))
[224974] ['4/9', '7/8', '7/6', '5/2', '6'] -> 5/2 / (4/9 - (7/8 + 7/6) / 6)
[224975] ['3/7', '5/8', '7/6', '8/5', '7'] -> 8/5 + 7 / (7/6 * 3/7 * 5/8)
[224976] ['3/8', '2/3', '7/4', '9/5', '8'] -> 9/5 * (2/3 + 8 + 7/4 / 3/8)
[224977] ['6/7', '9/7', '7/5', '9/4', '8'] -> 6/7 + 8 * (9/7 + 9/4 / 7/5)
[224978] ['7/8', '7/2', '7/2', '9/2', '9'] -> 9/2 / (7/2 * (7/2 - 7/8) - 9)
[224979] ['1/5', '2/7', '3/7', '2', '7/2'] -> (2 - 3/7) / (1/5 * 2/7) - 7/2
[224980] ['1', '3/2', '3/2', '9/4', '8/3'] -> (3/2 + 1 + 3/2) * 9/4 * 8/3
[224981] ['3/7', '5/8', '7/6', '7/4', '7'] -> 7/4 * (3/7 + 7) / (7/6 - 5/8)
[224982] ['1/8', '1/4', '9/8', '9/5', '9'] -> (9 / 9/5 - (1/8 - 9/8)) / 1/4
[224983] ['6/7', '9/7', '7/5', '5/2', '8'] -> 8 * 6/7 / 5/2 / (7/5 - 9/7)
[224984] ['1', '3/2', '3/2', '9/4', '9/2'] -> (3/2 + 9/2) / (1 + 3/2 - 9/4)
[224985] ['6/7', '9/7', '7/5', '8/3', '8'] -> 8 / (7/5 * (6/7 + 9/7) - 8/3)
[224986] ['1/6', '1/4', '4/5', '9/8', '7'] -> 7 / (9/8 - 1/6 / (1/4 * /5)
)[224987] ['3/8', '2/3', '9/5', '5/2', '8'] -> 5/2 * 9/5 / 3/8 + 8 / 2/3
[224988] ['1/8', '1/4', '8/7', '7/6', '9'] -> 8/7 * 7/6 * 9 * 1/4 / 1/8
[224989] ['4/5', '6/7', '3/2', '2', '7/2'] -> 6/7 * 7/2 / (2 - 3/2 / 4/5)
[224990] ['1/5', '2/7', '4/9', '5/9', '2'] -> (2 + 4/9 / (2/7 * 5/9)) / 1/5
[224991] ['1/6', '1/4', '4/5', '8/7', '7'] -> 7 / (1/6 + 1/4) * 8/7 / 4/5
[224992] ['1', '3/2', '3/2', '7/3', '7/2'] -> (1 + 7/2) * (7/3 + 3/2 + 3/2)
[224993] ['2/5', '2/5', '7/9', '4/3', '6'] -> 4/3 / (2/5 * 7/9) * (6 - 2/5)
[224994] ['4/9', '7/8', '6/5', '4/3', '6'] -> 6 / (6/5 * (4/9 + 7/8) - 4/3)
[224995] ['4/5', '6/7', '8/5', '8/5', '2'] -> 8/5 / (4/5 + 8/5 - 2 / 6/7)
[224996] ['1/5', '1', '9/8', '8/7', '7/2'] -> 1 / 8/7 + (9/8 + 7/2) / 1/5
[224997] ['1/4', '4/9', '8/7', '9/7', '3'] -> 8/7 / 9/7 * 3 / (1/4 * 4/9)
[224998] ['5/7', '5/6', '9/4', '5/2', '6'] -> 9/4 * (6 + (5/6 + 5/2) / 5/7)
[224999] ['3/7', '5/8', '7/6', '5/2', '7'] -> (7/6 - 5/2 + 7 / 3/7) / 5/8
[225000] ['1/7', '4/7', '7/9', '8/9', '1'] -> (8/9 / (1 - 7/9) - 4/7) / 1/7
[225001] ['6/7', '9/7', '7/5', '9/2', '8'] -> 8 * (6/7 / (7/5 - 9/7) - 9/2)
[225002] ['1/8', '1/4', '8/7', '4/3', '9'] -> (1/8 + 9 / 8/7) / (1/4 * 4/3)
[225003] ['1', '3/2', '3/2', '8/3', '7/2'] -> 3/2 * 8/3 * (7/2 + 1 + 3/2)
[225004] ['1/5', '1', '9/8', '8/7', '9/2'] -> 8/7 * (1 + 9/2 / (1/5 * 9/8))
[225005] ['8/9', '5/4', '9/7', '5/3', '5'] -> 5 / (5/3 / (8/9 * 9/7) - 5/4)
[225006] ['4/9', '7/8', '6/5', '3/2', '6'] -> 6 / (6/5 * (7/8 - 4/9 * 3/2))
[225007] ['1/8', '1/4', '8/7', '7/5', '9'] -> 9 / (1/8 / 7/5 + 1/4 * 8/7)
[225008] ['1/7', '4/7', '7/9', '1', '8/7'] -> (8/7 / ((1/7 * 7/9) * 1) - 4/7))
[225009] ['3/7', '5/8', '7/6', '9/2', '7'] -> (7 + 9/2 / 3/7) / (5/8 * 7/6)
[225010] ['3/8', '5/7', '5/7', '5/7', '8'] -> (5/7 + 5/7 * 8) / (3/8 * 5/7)
[225011] ['2/5', '2/5', '7/9', '7/4', '6'] -> (6 - 2/5 / 7/9) * 7/4 / 2/5
[225012] ['1/7', '4/7', '7/9', '1', '7/6'] -> 4/7 / (1/7 + 7/6 - 1 / 7/9)
[225013] ['1/8', '1/4', '8/7', '8/5', '9'] -> 9 / (8/7 * (1/4 + 1/8 / 8/5))
[225014] ['5/7', '5/6', '7/3', '8/3', '6'] -> 7/3 * (6 * (8/3 - 5/6) - 5/7)
[225015] ['1/5', '1', '9/8', '7/6', '9/7'] -> 9/7 / (1/5 * (9/8 - 1 / 7/6))
[225016] ['1', '3/2', '8/5', '8/5', '8/3'] -> 8/5 / (1 / 3/2 - 8/5 / 8/3)
[225017] ['1/6', '1/4', '4/5', '7/4', '7'] -> (7 - (1/4 + 7/4)) * 4/5 / 1/6
[225018] ['6/7', '9/7', '8/5', '7/4', '8'] -> 7/4 * (6/7 + 9/7) * (8 - 8/5)
[225019] ['4/9', '7/8', '6/5', '5/3', '6'] -> 6 * (7/8 + 5/3 / (4/9 * 6/5))
[225020] ['5/7', '5/6', '7/3', '9/2', '6'] -> 6 * (9/2 - 5/6 / (5/7 * 7/3))
[225021] ['4/5', '6/7', '8/5', '2', '7/2'] -> (6/7 + 2) * 7/2 * (4/5 + 8/5)
[225022] ['3/8', '5/7', '5/7', '7/9', '8'] -> (8 - 5/7 / 5/7) / (3/8 * 7/9)
[225023] ['1/5', '1', '9/8', '7/6', '4/3'] -> 4/3 / (1/5 * (7/6 - 1 / 9/8))
[225024] ['8/9', '8/9', '8/9', '3/2', '9'] -> 9 / (3/2 - 8/9 / (8/9 * 8/9))
[225025] ['2/5', '2/5', '7/9', '7/3', '6'] -> 6 * (2/5 / 2/5 + 7/3 / 7/9)
[225026] ['1', '3/2', '8/5', '8/5', '7/2'] -> 8/5 / ((7/2 - 1) / 3/2 - 8/5)
[225027] ['5/7', '5/6', '5/2', '5/2', '6'] -> 5/2 / 5/6 + 6 * 5/2 / 5/7
[225028] ['6/7', '9/7', '8/5', '7/3', '8'] -> 9/7 * 8/5 * (7/3 + 8 / 6/7)
[225029] ['4/5', '6/7', '5/3', '5/3', '2'] -> 4/5 * 5/3 / (2 - 5/3 / 6/7)
[225030] ['3/8', '5/7', '5/7', '7/8', '8'] -> 3/8 * 8 / (5/7 / 5/7 - 7/8)
[225031] ['8/9', '8/9', '8/9', '8/5', '9'] -> 8/9 * 9 / (8/9 - 8/9 / 8/5)
[225032] ['1/5', '1', '9/8', '7/6', '3/2'] -> (3/2 / (1/5 * (9/8 * 7/6)) - 1))
[225033] ['5/7', '5/6', '5/2', '7/2', '6'] -> (6 - 5/7 / 5/2) * 7/2 / 5/6
[225034] ['8/9', '5/4', '9/7', '5/2', '5'] -> (5 / (5/2 * (5/4 / 9/7)) - 8/9))
[225035] ['4/9', '7/8', '6/5', '9/5', '6'] -> 6 / (7/8 * 6/5 - 4/9 * 9/5)
[225036] ['6/7', '9/7', '8/5', '8/3', '8'] -> 8 * (6/7 + 8/3 * 9/7 / 8/5)
[225037] ['3/8', '5/7', '5/7', '8/7', '8'] -> (8 + 5/7 + 5/7) / 3/8 - 8/7
[225038] ['1', '3/2', '8/5', '5/3', '5/3'] -> 8/5 * 5/3 / (5/3 / 3/2 - 1)
[225039] ['1/6', '1/4', '5/6', '8/7', '7'] -> (7 * (8/7 - 1/6) - 5/6) / 1/4
[225040] ['5/7', '5/6', '8/3', '8/3', '6'] -> 8/3 * 6 * (8/3 - 5/6 / 5/7)
[225041] ['8/9', '8/9', '8/9', '9/4', '9'] -> 9 * (8/9 + 9/4 * 8/9 * 8/9)
[225042] ['1/8', '1/4', '8/7', '7/3', '9'] -> (9 / (7/3 * (1/4 * 8/7)) - 1/8))
[225043] ['1', '3/2', '8/5', '5/3', '7/4'] -> 1 / (8/5 * 5/3 - 3/2 * 7/4)
[225044] ['1/4', '4/9', '8/7', '7/3', '3'] -> (7/3 + 3) / (8/7 * (4/9 - 1/4))
[225045] ['1/5', '2/7', '4/9', '6/7', '2'] -> 6/7 + (2/7 + 2 / 1/5) / 4/9
[225046] ['1/7', '4/7', '7/9', '1', '5/3'] -> (5/3 / 1/7 - 1) / (4/7 * 7/9)
[225047] ['6/7', '9/7', '5/3', '7/4', '8'] -> 6/7 / 9/7 + 8 * 5/3 * 7/4
[225048] ['3/7', '5/8', '6/5', '5/3', '7'] -> (5/3 + 7 / 3/7) / (5/8 * 6/5)
[225049] ['1/8', '1/4', '8/7', '5/2', '9'] -> (9 - 8/7 * (1/8 + 5/2)) / 1/4
[225050] ['5/7', '5/6', '8/3', '7/2', '6'] -> 8/3 * (6 + 7/2 * 5/7 / 5/6)
[225051] ['3/8', '5/7', '5/7', '5/4', '8'] -> (5/4 * 8 - 5/7 / 5/7) / 3/8
[225052] ['1', '3/2', '8/5', '5/3', '9/4'] -> 8/5 / (3/2 / 9/4 - 1 / 5/3)
[225053] ['4/9', '7/8', '6/5', '5/2', '6'] -> 6/5 * (7/8 + (5/2 + 6) / 4/9)
[225054] ['8/9', '8/9', '8/9', '9/2', '9'] -> 9 * (9/2 * 8/9 * 8/9 - 8/9)
[225055] ['3/8', '5/7', '5/7', '9/7', '8'] -> (8 - 5/7 / 5/7) * 9/7 / 3/8
[225056] ['1/8', '1/4', '8/7', '9/2', '9'] -> 8/7 * (9 + 9/2 / (1/8 + 1/4))
