[275787] ['1/8', '8/9', '3/2', '2', '7/2'] -> (((3/2 * 7/2) - (2 / 8/9)) / 1/8)
[287991] ['1/6', '3/5', '3/5', '7/4', '3'] -> (3 / (1/6 * (7/4 - (3/5 / 3/5))))
[287992] ['3/7', '4/9', '3/4', '7/4', '9'] -> ((9 / 7/4) / ((3/7 / 4/9) - 3/4))
[287993] ['4/9', '2/3', '7/9', '4/5', '8'] -> ((2/3 * 8) / (7/9 - (4/9 / 4/5)))
[287994] ['1/8', '2/9', '3/5', '4/3', '2'] -> ((2 / (1/8 * 3/5)) / (4/3 - 2/9))
[287995] ['2/3', '6/7', '1', '5/2', '9/2'] -> ((1 + 5/2) * (9/2 * (2/3 + 6/7)))
[287996] ['2/5', '7/6', '4/3', '9/5', '5'] -> (4/3 / (7/6 - (5 * (2/5 / 9/5))))
[287997] ['1/2', '2/3', '5/4', '2', '8/3'] -> (2 / (8/3 - (5/4 + (2/3 / 1/2))))
[287998] ['1/6', '3/5', '3/5', '7/3', '3'] -> ((7/3 - (3/5 / 3/5)) / (1/6 / 3))
[287999] ['1/8', '2/9', '3/5', '7/5', '2'] -> (7/5 / (1/8 - ((2/9 * 3/5) / 2)))
[288000] ['1/9', '5/9', '7/9', '6/5', '8'] -> (6/5 * (8 + ((5/9 + 7/9) / 1/9)))
[288001] ['2/3', '6/7', '1', '7/2', '7/2'] -> ((1 + 7/2) * (7/2 * (2/3 + 6/7)))
[288002] ['2/9', '5/7', '3/4', '8/5', '2'] -> ((8/5 + (2 / (5/7 * 3/4))) / 2/9)
[288003] ['1/7', '2/9', '2/7', '9/8', '2'] -> ((2/7 + 2) / (2/9 - (1/7 / 9/8)))
[288004] ['3/7', '4/9', '3/4', '9/4', '9'] -> ((4/9 * 9) * (3/4 + (9/4 / 3/7)))
[288005] ['4/9', '2/3', '7/9', '6/5', '8'] -> ((7/9 + (2/3 / 6/5)) / (4/9 / 8))
[288006] ['1/6', '3/5', '5/8', '5/7', '3'] -> (3/5 / ((1/6 / 5/7) - (5/8 / 3)))
[288007] ['2/7', '5/8', '5/6', '7/8', '9'] -> (9 * ((5/8 - 7/8) + (5/6 / 2/7)))
[288008] ['1/9', '5/9', '7/9', '7/5', '8'] -> (8 * (7/5 + ((1/9 + 7/9) / 5/9)))
[288009] ['1/4', '3/5', '6/7', '8/7', '6'] -> ((6/7 / 3/5) / (1/4 - (8/7 / 6)))
[288010] ['1/9', '3/7', '5/9', '3/5', '1'] -> (((5/9 * 3/5) + (1 / 3/7)) / 1/9)
[288011] ['2/5', '7/6', '4/3', '7/2', '5'] -> ((5 * (7/2 + (2/5 + 7/6))) - 4/3)
[288012] ['1/8', '2/9', '3/5', '2', '9/4'] -> ((2/9 + 2) * (9/4 / (1/8 / 3/5)))
[288013] ['1/7', '2/9', '2/7', '7/6', '2'] -> ((((2 - 1/7) / 2/7) - 7/6) / 2/9)
[288014] ['3/7', '4/9', '3/4', '7/2', '9'] -> ((3/7 + (4/9 * 3/4)) * (7/2 * 9))
[288015] ['4/9', '2/3', '7/9', '9/5', '8'] -> (9/5 * ((8 / (4/9 / 7/9)) - 2/3))
[288016] ['1/8', '2/9', '3/5', '2', '8/3'] -> (((2 / 3/5) - 8/3) / (1/8 * 2/9))
[288017] ['1/9', '3/7', '5/9', '2/3', '1'] -> (((1 / 3/7) - 5/9) / (1/9 * 2/3))
[288018] ['2/5', '7/6', '7/5', '8/5', '5'] -> ((7/5 * 8/5) * (5 / (2/5 * 7/6)))
[288019] ['3/7', '4/9', '3/4', '9/2', '9'] -> ((3/7 * 9/2) * (4/9 + (9 / 3/4)))
[288020] ['1/7', '1/4', '4/9', '6/7', '8'] -> (8 / (4/9 * (6/7 + (1/7 - 1/4))))
[288021] ['2/7', '5/8', '5/6', '7/6', '9'] -> (9 / ((2/7 - 5/8) + (5/6 / 7/6)))
[288022] ['7/9', '7/9', '5/4', '5/3', '7'] -> ((7/9 + 7) / (7/9 * (5/3 - 5/4)))
[288023] ['1/6', '3/5', '5/8', '9/8', '3'] -> (3 / (1/6 * (9/8 - (3/5 * 5/8))))
[288024] ['1/9', '3/7', '5/9', '5/7', '1'] -> (((5/7 / 5/9) + (1 / 1/9)) / 3/7)
[288025] ['4/9', '2/3', '4/5', '6/7', '8'] -> ((8 / 6/7) / ((2/3 / 4/5) - 4/9))
[288026] ['1/7', '1/4', '4/9', '7/8', '8'] -> ((8 - (1/4 / 7/8)) / (1/7 / 4/9))
[288027] ['2/7', '5/8', '5/6', '6/5', '9'] -> (((6/5 / 2/7) + (9 / 5/6)) / 5/8)
[288028] ['4/9', '2/3', '4/5', '7/8', '8'] -> (((8 / 4/5) - 2/3) / (4/9 * 7/8))
[288029] ['1/7', '2/9', '2/7', '3/2', '2'] -> ((((2 - 1/7) / 2/9) - 3/2) / 2/7)
[288030] ['3/7', '4/9', '7/9', '5/6', '9'] -> ((9 + (3/7 * 7/9)) / (5/6 - 4/9))
[288031] ['1/6', '3/5', '5/8', '7/6', '3'] -> ((7/6 + 3) / (5/8 * (1/6 / 3/5)))
[288032] ['1/9', '3/7', '5/9', '7/9', '1'] -> ((1 + (5/9 / (3/7 * 7/9))) / 1/9)
[288033] ['1/2', '2/3', '9/7', '2', '5/2'] -> ((2/3 / 1/2) / (2 - (5/2 / 9/7)))
[288034] ['2/9', '5/7', '3/4', '2', '5/2'] -> (((2 + (5/2 / 5/7)) / 2/9) - 3/4)
[288035] ['1/7', '2/9', '2/7', '8/5', '2'] -> (2 / (2/9 * (2/7 + (1/7 / 8/5))))
[288036] ['2/3', '7/8', '7/8', '1', '7/5'] -> (1 / ((7/8 / 7/5) - (2/3 * 7/8)))
[288037] ['2/7', '5/8', '5/6', '5/4', '9'] -> (((5/6 / 2/7) - 5/4) / (5/8 / 9))
[288038] ['1/6', '3/5', '5/8', '5/4', '3'] -> ((3/5 + (3 / (1/6 * 5/4))) / 5/8)
[288039] ['1/2', '2/3', '9/7', '2', '8/3'] -> (8/3 / ((2 * (1/2 / 9/7)) - 2/3))
[288040] ['2/3', '7/8', '7/8', '1', '3/2'] -> (1 / (3/2 - (7/8 + (2/3 * 7/8))))
[288041] ['1/4', '3/5', '6/7', '9/4', '6'] -> ((6/7 + 6) * ((9/4 / 3/5) - 1/4))
[288042] ['1/8', '2/9', '5/8', '4/5', '2'] -> ((2 / 2/9) / ((5/8 * 4/5) - 1/8))
[288043] ['2/5', '7/6', '7/5', '8/3', '5'] -> ((8/3 - 7/6) / (2/5 / (7/5 + 5)))
[288044] ['2/7', '1/2', '1/2', '2/3', '1'] -> ((1/2 + (1 / 2/7)) / (2/3 - 1/2))
[288045] ['1/9', '5/9', '4/5', '7/4', '8'] -> ((7/4 * 8) / ((5/9 / 4/5) - 1/9))
[288046] ['1/6', '3/5', '5/8', '9/7', '3'] -> (3 / (((3/5 * 5/8) / 9/7) - 1/6))
[288047] ['1/9', '3/7', '5/9', '5/6', '1'] -> (1 / ((1/9 / (5/9 - 3/7)) - 5/6))
[288048] ['3/7', '4/9', '7/9', '7/6', '9'] -> ((9 / (3/7 / 4/9)) / (7/6 - 7/9))
[288049] ['2/5', '7/6', '7/5', '7/2', '5'] -> (5 * ((2/5 + 7/5) + (7/2 / 7/6)))
[288050] ['1/9', '5/9', '4/5', '9/4', '8'] -> (9/4 * ((1/9 + 5/9) + (8 / 4/5)))
[288051] ['2/3', '7/8', '7/8', '1', '7/4'] -> ((7/4 / (2/3 * 7/8)) / (1 - 7/8))
[288052] ['1/7', '2/9', '2/7', '2', '9/4'] -> ((2 - 2/7) / (9/4 * (1/7 * 2/9)))
[288053] ['2/7', '5/8', '5/6', '7/5', '9'] -> ((2/7 + 9) / (5/6 - (5/8 / 7/5)))
[288054] ['2/5', '7/6', '7/5', '9/2', '5'] -> (9/2 * (5 + ((2/5 * 7/6) / 7/5)))
[288055] ['4/9', '2/3', '4/5', '7/4', '8'] -> (((7/4 * 8) - 2/3) / (4/9 / 4/5))
[288056] ['1/8', '2/9', '5/8', '7/8', '2'] -> (2 / (2/9 * (7/8 + (1/8 - 5/8))))
[288057] ['2/3', '7/8', '7/8', '1', '9/5'] -> (2/3 / (1 - ((7/8 + 7/8) / 9/5)))
[288058] ['1/4', '3/5', '6/7', '7/2', '6'] -> ((1/4 + 7/2) * ((6 / 6/7) - 3/5))
[288059] ['1/6', '3/5', '5/8', '7/3', '3'] -> (((7/3 * 3) - 3/5) / (1/6 / 5/8))
[288060] ['2/7', '1/2', '1/2', '5/6', '1'] -> (1 / ((1/2 / (2/7 / 1/2)) - 5/6))
[288061] ['2/9', '5/7', '7/9', '5/6', '2'] -> ((2/9 + 2) / (7/9 * (5/6 - 5/7)))
[288062] ['1/7', '1/4', '4/9', '3/2', '8'] -> ((3/2 / (1/7 * 1/4)) - (8 / 4/9))
[288063] ['7/9', '7/9', '9/7', '7/5', '7'] -> ((7/9 + 7) * (9/7 + (7/5 / 7/9)))
[288064] ['1/9', '5/9', '4/5', '9/2', '8'] -> (5/9 * ((4/5 / 1/9) + (9/2 * 8)))
[288065] ['1/4', '3/5', '6/7', '9/2', '6'] -> (6/7 * ((9/2 / 1/4) + (6 / 3/5)))
[288066] ['2/3', '7/8', '7/8', '1', '9/4'] -> (1 / ((2/3 * (9/4 - 7/8)) - 7/8))
[288067] ['7/9', '7/9', '9/7', '3/2', '7'] -> ((9/7 + (7/9 / 7/9)) * (3/2 * 7))
[288068] ['4/9', '2/3', '4/5', '9/2', '8'] -> ((2/3 + (4/5 * (9/2 + 8))) / 4/9)
[288069] ['2/7', '5/8', '5/6', '7/4', '9'] -> ((5/6 / 7/4) * (9 / (2/7 * 5/8)))
[288070] ['1/4', '3/5', '7/8', '8/9', '6'] -> (((1/4 / 3/5) / (8/9 - 7/8)) - 6)
[288071] ['1/7', '1/4', '4/9', '7/4', '8'] -> (4/9 * ((8 / 1/7) - (1/4 + 7/4)))
[288072] ['3/7', '4/9', '7/9', '8/5', '9'] -> ((8/5 / (4/9 / 7/9)) * (9 - 3/7))
[288073] ['1/7', '2/9', '1/3', '1/3', '2'] -> ((1/3 + (1/3 / 1/7)) / (2/9 / 2))
[288074] ['4/9', '2/3', '5/6', '8/7', '8'] -> ((5/6 * 8) / (2/3 - (4/9 / 8/7)))
[288075] ['1/9', '3/7', '5/9', '1', '5/4'] -> ((1/9 + 1) / ((5/9 / 3/7) - 5/4))
[288076] ['2/7', '1/2', '1/2', '1', '8/7'] -> (8/7 / ((1/2 / (1/2 + 1)) - 2/7))
[288077] ['2/5', '7/6', '3/2', '5/2', '5'] -> ((3/2 + 5/2) / (2/5 - (7/6 / 5)))
[288078] ['1/8', '2/9', '5/8', '6/5', '2'] -> ((6/5 / 1/8) + (2 / (2/9 * 5/8)))
[288079] ['1/2', '2/3', '7/5', '2', '5/2'] -> ((2 / 5/2) / ((1/2 * 7/5) - 2/3))
[288080] ['1/7', '2/9', '1/3', '3/8', '2'] -> ((1/3 + (2 / 1/7)) / (2/9 + 3/8))
[288081] ['2/7', '1/2', '1/2', '1', '7/6'] -> ((1 / 7/6) / (2/7 - (1/2 * 1/2)))
[288082] ['1/7', '1/4', '4/9', '7/3', '8'] -> ((8 * (1/7 / 1/4)) / (4/9 / 7/3))
[288083] ['2/9', '5/7', '7/9', '8/7', '2'] -> (8/7 / ((2/9 / 2) + (5/7 - 7/9)))
[288084] ['1/9', '5/9', '5/6', '9/5', '8'] -> ((9/5 - (1/9 / 5/6)) / (5/9 / 8))
[288085] ['1/6', '3/5', '2/3', '8/9', '3'] -> ((((3 / 3/5) - 8/9) / 1/6) - 2/3)
[288086] ['1/2', '2/3', '7/5', '2', '7/2'] -> ((2 / 7/2) / (1/2 - (2/3 / 7/5)))
[288087] ['1/7', '1/4', '4/9', '5/2', '8'] -> (8 / (4/9 * (5/2 - (1/4 / 1/7))))
[288088] ['7/9', '7/9', '9/7', '5/2', '7'] -> (9/7 * ((5/2 * (7/9 + 7)) - 7/9))
[288089] ['1/7', '2/9', '1/3', '4/9', '2'] -> ((2 + (2/9 / 1/7)) / (1/3 * 4/9))
[288090] ['2/7', '5/8', '5/6', '9/2', '9'] -> ((9/2 / 2/7) + (9 - (5/8 / 5/6)))
[288091] ['7/9', '7/9', '9/7', '7/2', '7'] -> ((9/7 + (7/9 / 7/9)) * (7/2 + 7))
[288092] ['1/7', '1/4', '4/9', '8/3', '8'] -> ((8 / (1/4 - 1/7)) / (4/9 + 8/3))
[288093] ['1/9', '3/7', '5/9', '1', '3/2'] -> (((1 / 3/7) - 5/9) / (1/9 / 3/2))
[288094] ['2/5', '7/6', '8/5', '5/3', '5'] -> ((8/5 * 5) * ((5/3 / 2/5) - 7/6))
[288095] ['3/7', '4/9', '7/9', '7/2', '9'] -> ((7/9 + (3/7 - 4/9)) * (7/2 * 9))
[288096] ['1/7', '1/4', '4/9', '7/2', '8'] -> (8 / (4/9 * (1/4 + (1/7 * 7/2))))
[288097] ['2/7', '5/8', '6/7', '6/7', '9'] -> ((9 + ((6/7 + 6/7) / 2/7)) / 5/8)
[288098] ['1/8', '2/9', '5/8', '7/4', '2'] -> ((7/4 / (1/8 * 2/9)) / (5/8 + 2))
[288099] ['1/7', '2/9', '1/3', '3/5', '2'] -> ((2/9 / 1/3) + (2 / (1/7 * 3/5)))
[288100] ['2/3', '7/8', '8/9', '1', '5/4'] -> (2/3 / (1 - (5/4 * (7/8 * 8/9))))
[288101] ['7/9', '7/9', '4/3', '4/3', '7'] -> (7 * ((4/3 / 7/9) + (4/3 / 7/9)))
[288102] ['1/6', '3/5', '2/3', '9/7', '3'] -> (2/3 + (3 / (9/7 * (1/6 * 3/5))))
[288103] ['2/9', '5/7', '7/9', '4/3', '2'] -> (4/3 / (((5/7 * 7/9) / 2) - 2/9))
[288104] ['3/7', '4/9', '4/5', '4/5', '9'] -> (((9 / 3/7) - (4/5 / 4/9)) / 4/5)
[288105] ['2/5', '7/6', '8/5', '9/5', '5'] -> (5 / (((2/5 + 9/5) / 8/5) - 7/6))
[288106] ['4/9', '2/3', '6/7', '8/5', '8'] -> (8 / (6/7 * (2/3 - (4/9 / 8/5))))
[288107] ['2/3', '7/8', '8/9', '1', '9/7'] -> ((1 / 7/8) / ((8/9 / 2/3) - 9/7))
[288108] ['1/8', '2/9', '5/8', '2', '9/4'] -> (2 / ((2/9 * 5/8) - (1/8 / 9/4)))
[288109] ['2/7', '1/2', '1/2', '1', '5/3'] -> ((1 / 1/2) / ((1/2 / 2/7) - 5/3))
[288110] ['2/5', '7/6', '8/5', '7/3', '5'] -> ((((7/3 * 5) - 8/5) / 2/5) - 7/6)
[288111] ['4/9', '2/3', '6/7', '5/3', '8'] -> ((4/9 + (8 / (6/7 / 5/3))) / 2/3)
[288112] ['1/7', '1/4', '1/2', '5/8', '8'] -> (8 * ((1/4 / 1/7) + (5/8 / 1/2)))
[288113] ['1/9', '3/7', '5/9', '1', '9/4'] -> (9/4 * ((5/9 / (1/9 * 3/7)) - 1))
[288114] ['7/9', '7/9', '4/3', '7/4', '7'] -> ((7/9 + 7) / (7/9 * (7/4 - 4/3)))
[288115] ['1/2', '2/3', '8/5', '2', '8/3'] -> ((8/5 + 2) / (1/2 / (2/3 + 8/3)))
[288116] ['1/4', '3/5', '7/8', '7/3', '6'] -> (7/3 * ((1/4 / 7/8) + (6 / 3/5)))
[288117] ['1/8', '2/9', '5/8', '2', '9/2'] -> (((2 / 1/8) - (2/9 * 9/2)) / 5/8)
[288118] ['7/9', '7/9', '4/3', '9/5', '7'] -> ((7/9 + 7) * (9/5 / (7/9 / 4/3)))
[288119] ['1/9', '5/9', '6/7', '5/3', '8'] -> (6/7 * (8 + ((5/9 + 5/3) / 1/9)))
[288120] ['2/7', '5/8', '6/7', '5/3', '9'] -> ((2/7 + 9) / (5/3 * (6/7 - 5/8)))
[288121] ['4/9', '2/3', '6/7', '9/5', '8'] -> (((8 / 6/7) - 4/9) / (2/3 / 9/5))
[288122] ['1/7', '1/4', '1/2', '7/9', '8'] -> ((8 - (1/7 / 1/2)) / (1/4 / 7/9))
[288123] ['1/9', '5/9', '6/7', '7/4', '8'] -> (8 / (7/4 * (6/7 - (1/9 + 5/9))))
[288124] ['2/9', '5/7', '7/9', '5/3', '2'] -> ((2 / (7/9 - 5/7)) - (5/3 / 2/9))
[288125] ['1/2', '2/3', '5/3', '5/3', '2'] -> (2 / (((5/3 - 1/2) / 2/3) - 5/3))
[288126] ['2/7', '5/8', '6/7', '9/5', '9'] -> ((6/7 / 9/5) * (9 / (2/7 * 5/8)))
[288127] ['2/7', '1/2', '1/2', '1', '8/3'] -> (8/3 / (1/2 - (1/2 / (2/7 + 1))))
[288128] ['3/7', '4/9', '4/5', '8/9', '9'] -> ((4/5 + (8/9 / 4/9)) * (9 - 3/7))
[288129] ['1/6', '3/5', '5/7', '5/7', '3'] -> (((3 / 3/5) - (5/7 / 5/7)) / 1/6)
[288130] ['4/9', '2/3', '6/7', '7/2', '8'] -> ((8 / (4/9 * 2/3)) - (6/7 * 7/2))
[288131] ['2/9', '5/7', '7/9', '7/4', '2'] -> (2 / ((7/4 * (5/7 - 2/9)) - 7/9))
[288132] ['2/7', '5/8', '6/7', '9/4', '9'] -> (9 / (9/4 - (6/7 / (2/7 / 5/8))))
[288133] ['1/9', '3/7', '5/9', '1', '8/3'] -> ((1 / 3/7) / ((5/9 / 8/3) - 1/9))
[288134] ['1/4', '3/5', '7/8', '9/2', '6'] -> (6 * ((9/2 / 3/5) - (7/8 / 1/4)))
[288135] ['1/7', '2/9', '1/3', '9/8', '2'] -> (2 / (1/7 * (1/3 + (2/9 * 9/8))))
[288136] ['2/7', '1/2', '1/2', '1', '9/2'] -> (((9/2 - 1) / (2/7 * 1/2)) - 1/2)
[288137] ['1/7', '1/4', '1/2', '5/6', '8'] -> ((1/2 / 1/7) / (1/4 - (5/6 / 8)))
[288138] ['1/8', '2/9', '2/3', '6/7', '2'] -> (((2/9 + 2) + (2/3 / 6/7)) / 1/8)
[288139] ['4/9', '2/3', '7/8', '7/8', '8'] -> (8 / ((7/8 / 7/8) - (4/9 / 2/3)))
[288140] ['2/7', '5/8', '6/7', '5/2', '9'] -> ((9 - (6/7 / 2/7)) / (5/8 / 5/2))
[288141] ['1/7', '1/4', '1/2', '7/8', '8'] -> (8 + ((1/2 / 7/8) / (1/7 * 1/4)))
[288142] ['1/9', '3/7', '5/9', '1', '7/2'] -> ((1 - (3/7 * 5/9)) / (1/9 / 7/2))
[288143] ['2/3', '7/8', '8/9', '1', '7/2'] -> ((7/2 * (2/3 / 7/8)) / (1 - 8/9))
[288144] ['1/9', '5/9', '6/7', '5/2', '8'] -> ((1/9 + 5/9) + (8 / (6/7 / 5/2)))
[288145] ['2/5', '7/6', '5/3', '9/4', '5'] -> ((5/3 + (2/5 * 7/6)) * (9/4 * 5))
[288146] ['1/2', '2/3', '7/4', '7/4', '2'] -> (2 / (7/4 - (1/2 + (2/3 * 7/4))))
[288147] ['4/9', '2/3', '7/8', '8/7', '8'] -> (8 / ((7/8 * 8/7) - (4/9 / 2/3)))
[288148] ['1/7', '1/4', '1/2', '8/9', '8'] -> ((8 / (1/4 + (1/7 * 1/2))) - 8/9)
[288149] ['1/8', '2/9', '2/3', '6/5', '2'] -> ((2/3 + (2 / 6/5)) / (2/9 - 1/8))
[288150] ['1/7', '2/9', '1/3', '6/5', '2'] -> ((2 / (1/7 * (2/9 + 1/3))) - 6/5)
[288151] ['2/5', '7/6', '5/3', '7/3', '5'] -> ((5/3 + 7/3) / (2/5 - (7/6 / 5)))
[288152] ['1/6', '3/5', '5/7', '5/6', '3'] -> ((3/5 + (3 / 5/7)) / (1/6 / 5/6))
[288153] ['2/5', '7/6', '5/3', '7/2', '5'] -> ((2/5 * 5/3) + (5 * (7/6 + 7/2)))
[288154] ['2/9', '5/7', '7/9', '2', '8/3'] -> (8/3 / ((5/7 * 7/9) - (2/9 * 2)))
[288155] ['3/7', '4/9', '4/5', '5/4', '9'] -> (5/4 * ((9 / 3/7) - (4/5 / 4/9)))
[288156] ['2/3', '7/8', '1', '9/8', '6/5'] -> ((1 / 2/3) / ((9/8 / 6/5) - 7/8))
[288157] ['1/8', '2/9', '2/3', '9/5', '2'] -> ((2 - (2/9 / 2/3)) / (1/8 / 9/5))
[288158] ['4/9', '2/3', '7/8', '3/2', '8'] -> ((3/2 + ((2/3 + 8) / 4/9)) / 7/8)
[288159] ['3/7', '4/9', '4/5', '9/7', '9'] -> ((9/7 / (3/7 * 4/5)) + (9 / 4/9))
[288160] ['1/9', '5/9', '7/8', '7/6', '8'] -> ((8 / (5/9 - 1/9)) / (7/8 / 7/6))
[288161] ['1/9', '3/7', '4/7', '4/5', '1'] -> ((1 + (4/7 / (3/7 * 4/5))) / 1/9)
[288162] ['1/7', '2/9', '1/3', '8/5', '2'] -> (8/5 / (2/9 - (1/3 / (1/7 + 2))))
[288163] ['2/5', '7/6', '7/4', '9/5', '5'] -> ((7/4 / 7/6) + (5 / (2/5 / 9/5)))
[288164] ['1/9', '3/7', '4/7', '5/6', '1'] -> ((4/7 / 3/7) / (1 - (1/9 + 5/6)))
[288165] ['4/9', '2/3', '7/8', '8/5', '8'] -> (8 / (8/5 * (7/8 - (4/9 / 2/3))))
[288166] ['1/6', '3/5', '5/7', '7/6', '3'] -> ((3 + (3/5 * 5/7)) / (1/6 / 7/6))
[288167] ['2/3', '7/8', '1', '9/8', '7/5'] -> (1 / ((9/8 / 7/5) - (2/3 / 7/8)))
[288168] ['1/7', '2/9', '1/3', '5/3', '2'] -> ((2/9 / 1/3) + (2 / (1/7 / 5/3)))
[288169] ['1/6', '3/5', '5/7', '6/5', '3'] -> ((3/5 + (3 / 5/7)) / (1/6 * 6/5))
[288170] ['1/9', '5/9', '7/8', '9/7', '8'] -> ((9/7 * 8) / (5/9 - (1/9 / 7/8)))
[288171] ['1/9', '3/7', '4/7', '6/7', '1'] -> ((6/7 + ((3/7 + 1) / 1/9)) / 4/7)
[288172] ['2/5', '7/6', '7/4', '9/4', '5'] -> ((7/4 + 9/4) / (2/5 - (7/6 / 5)))
[288173] ['3/7', '4/9', '4/5', '7/5', '9'] -> ((9 + (4/5 / (4/9 * 7/5))) / 3/7)
[288174] ['1/7', '1/4', '1/2', '8/3', '8'] -> ((1/2 + (1/4 / 1/7)) * (8/3 + 8))
[288175] ['1/9', '3/7', '4/7', '7/8', '1'] -> ((1 + (4/7 / 3/7)) / (1/9 * 7/8))
[288176] ['1/7', '2/9', '1/3', '7/4', '2'] -> ((1/3 * 2) / ((1/7 * 7/4) - 2/9))
[288177] ['2/3', '7/8', '1', '9/8', '9/5'] -> (1 / ((9/8 / 9/5) - (2/3 * 7/8)))
[288178] ['7/9', '7/9', '3/2', '8/5', '7'] -> ((7/9 + 7) * (8/5 / (7/9 / 3/2)))
[288179] ['1/9', '5/9', '7/8', '3/2', '8'] -> ((5/9 / 1/9) + (8 * (7/8 + 3/2)))
[288180] ['2/5', '7/6', '7/4', '5/2', '5'] -> (5/2 / ((7/4 / (2/5 / 7/6)) - 5))
[288181] ['1/9', '3/7', '4/7', '8/9', '1'] -> ((8/9 / 1/9) / ((4/7 / 3/7) - 1))
[288182] ['4/9', '2/3', '7/8', '5/2', '8'] -> (7/8 / ((5/2 / (4/9 * 8)) - 2/3))
[288183] ['2/7', '5/8', '7/8', '5/3', '9'] -> (9 * ((2/7 + 5/3) + (5/8 / 7/8)))
[288184] ['1/8', '2/9', '5/7', '5/6', '2'] -> ((2 / (2/9 - 1/8)) / (5/7 / 5/6))
[288185] ['1/7', '2/9', '1/3', '2', '9/4'] -> ((2 + (2/9 / 1/7)) / (1/3 / 9/4))
[288186] ['1/6', '3/5', '5/7', '4/3', '3'] -> (3 / ((1/6 / (5/7 - 3/5)) - 4/3))
[288187] ['1/9', '5/9', '7/8', '8/5', '8'] -> (8 / (8/5 * (7/8 - (1/9 + 5/9))))
[288188] ['7/9', '7/9', '3/2', '9/4', '7'] -> (3/2 + ((7/9 + 7) / (7/9 / 9/4)))
[288189] ['1/7', '2/9', '1/3', '2', '7/3'] -> ((1/3 + (7/3 * (1/7 + 2))) / 2/9)
[288190] ['2/3', '7/8', '1', '9/8', '7/2'] -> ((1 + 7/2) / ((7/8 / 2/3) - 9/8))
[288191] ['3/7', '4/9', '4/5', '9/4', '9'] -> ((9/4 * (4/9 + 4/5)) * (9 - 3/7))
[288192] ['1/9', '3/7', '4/7', '1', '7/6'] -> ((4/7 / 3/7) / (7/6 - (1/9 + 1)))
[288193] ['2/7', '1/2', '5/9', '1', '7/6'] -> ((1 + (2/7 * 7/6)) / (5/9 - 1/2))
[288194] ['7/9', '7/9', '3/2', '7/3', '7'] -> ((7/3 + 7) / ((7/9 * 3/2) - 7/9))
[288195] ['2/5', '7/6', '7/4', '9/2', '5'] -> ((2/5 + (7/6 / 7/4)) * (9/2 * 5))
[288196] ['1/2', '5/7', '5/7', '6/7', '2'] -> ((2 + (5/7 / 1/2)) / (6/7 - 5/7))
[288197] ['1/8', '2/9', '5/7', '8/9', '2'] -> (((2/9 + 2) / (1/8 * 5/7)) - 8/9)
[288198] ['1/6', '3/5', '5/7', '7/5', '3'] -> (((3 / 3/5) - (5/7 * 7/5)) / 1/6)
[288199] ['3/7', '4/9', '4/5', '7/3', '9'] -> (7/3 * ((9 / 4/5) - (3/7 / 4/9)))
[288200] ['2/7', '5/8', '7/8', '9/4', '9'] -> (((9 - (5/8 + 7/8)) / 2/7) - 9/4)
[288201] ['7/9', '7/9', '3/2', '8/3', '7'] -> ((3/2 * 8/3) * (7 - (7/9 / 7/9)))
[288202] ['1/6', '3/5', '5/7', '3/2', '3'] -> (3 + (3/2 / (5/7 * (1/6 * 3/5))))
[288203] ['2/7', '1/2', '5/9', '1', '6/5'] -> (6/5 / ((1 / 5/9) - (1/2 / 2/7)))
[288204] ['1/7', '2/9', '3/8', '3/8', '2'] -> (3/8 + ((3/8 * 2) / (1/7 * 2/9)))
[288205] ['1/9', '3/7', '4/7', '1', '5/4'] -> ((1 + (5/4 / (3/7 / 4/7))) / 1/9)
[288206] ['7/9', '7/9', '8/5', '8/5', '7'] -> ((8/5 * 7) / ((7/9 * 8/5) - 7/9))
[288207] ['2/5', '7/6', '9/5', '7/3', '5'] -> (7/6 + ((5 + (9/5 + 7/3)) / 2/5))
[288208] ['1/8', '2/9', '5/7', '8/7', '2'] -> ((8/7 + 2) / (2/9 * (5/7 - 1/8)))
[288209] ['4/9', '2/3', '9/8', '6/5', '8'] -> (8 / (9/8 * (2/3 - (4/9 / 6/5))))
[288210] ['1/9', '5/9', '7/8', '7/2', '8'] -> ((8 * (7/2 - (5/9 * 7/8))) - 1/9)
[288211] ['1/6', '3/5', '5/7', '5/3', '3'] -> ((3/5 + (5/3 * 3)) / (1/6 / 5/7))
[288212] ['2/3', '7/8', '1', '8/7', '5/4'] -> (8/7 / (1 - (5/4 * (2/3 / 7/8))))
[288213] ['2/7', '5/8', '7/8', '9/2', '9'] -> ((9/2 + (9 / 2/7)) / (5/8 + 7/8))
[288214] ['1/8', '2/9', '5/7', '6/5', '2'] -> ((2 / (2/9 - 1/8)) / (5/7 * 6/5))
[288215] ['1/6', '3/5', '5/7', '7/4', '3'] -> ((3 / (1/6 * 3/5)) / (5/7 * 7/4))
[288216] ['1/2', '5/7', '5/7', '7/6', '2'] -> (2 / (1/2 * (7/6 - (5/7 / 5/7))))
[288217] ['1/7', '1/4', '5/9', '7/9', '8'] -> (8 * (1/7 + (5/9 / (1/4 * 7/9))))
[288218] ['7/9', '7/9', '8/5', '9/5', '7'] -> ((9/5 + (8/5 / 7/9)) * (7 - 7/9))
[288219] ['3/7', '4/9', '4/5', '9/2', '9'] -> ((4/5 + (4/9 * 9/2)) * (9 - 3/7))
