[212761] ['4/5', '8/9', '6/5', '9/7', '8'] -> 8 / (4/5 * (9/7 - 8/9)) - 6/5
[217854] ['6/7', '6/5', '6/5', '7/5', '9'] -> 9 * (7/5 + 6/5 / 6/7) - 6/5
[217855] ['1/4', '1/3', '4/7', '6/5', '3'] -> 3 / 6/5 / (1/4 / 4/7 - 1/3)
[217856] ['2/3', '7/6', '9/5', '7/2', '6'] -> 9/5 * (6 * (7/2 - 7/6) - 2/3)
[217857] ['3/7', '1/2', '9/7', '9/4', '7'] -> 9/7 / 1/2 / (3/7 - 9/4 / 7)
[217858] ['4/9', '5/7', '5/7', '7/8', '6'] -> 6 * (5/7 / (7/8 - 5/7) - 4/9)
[217859] ['6/7', '6/5', '6/5', '3/2', '9'] -> 9 * (3/2 + 6/5 / (6/7 * 6/5))
[217860] ['1', '5/4', '5/4', '8/5', '5/2'] -> (5/4 + 5/2) * 8/5 / (5/4 - 1)
[217861] ['1/7', '4/9', '5/9', '5/8', '1'] -> 1 / ((5/8 - 5/9) / 1/7 - 4/9)
[217862] ['1/8', '1/6', '7/9', '9/2', '9'] -> (9 - (1/6 + 9/2) / 7/9) / 1/8
[217863] ['1/5', '3/4', '5/6', '1', '4/3'] -> 4/3 / (3/4 - 5/6 / (1/5 + 1))
[217864] ['2/3', '6/7', '6/7', '5/4', '8'] -> (8 * (6/7 + 5/4) - 6/7) / 2/3
[217865] ['1/4', '1/3', '4/7', '7/5', '3'] -> (3 / (1/4 * 7/5) - 4/7) / 1/3
[217866] ['7/8', '8/7', '9/7', '7/4', '5'] -> 9/7 * 5 / (7/8 + 8/7 - 7/4)
[217867] ['4/9', '5/7', '5/7', '8/9', '6'] -> 4/9 * 6 / (5/7 / 5/7 - 8/9)
[217868] ['1/6', '1/6', '7/9', '8/9', '7'] -> 7 / (1/6 + 1/6) / (7/9 / 8/9)
[217869] ['3/7', '1/2', '4/3', '4/3', '7'] -> 4/3 / (1/2 - 4/3 / (3/7 * 7))
[217870] ['2/3', '6/5', '6/5', '6/5', '6'] -> (2/3 + 6) * (6/5 + 6/5 + 6/5)
[217871] ['1/8', '1/6', '4/5', '6/7', '9'] -> 4/5 * (9 / (1/8 + 1/6) - 6/7)
[217872] ['1/5', '3/4', '5/6', '1', '5/3'] -> 5/3 * (1/5 + 1) / (5/6 - 3/4)
[217873] ['1/6', '1/6', '7/9', '9/8', '7'] -> 7 / (1/6 + 1/6) / (7/9 * 9/8)
[217874] ['1/7', '4/9', '5/9', '5/7', '1'] -> (1/7 + 1) / (4/9 - 5/9 * 5/7)
[217875] ['1/4', '1/3', '4/7', '8/5', '3'] -> (3 / 4/7 - 1/4) / (1/3 / 8/5)
[217876] ['6/7', '6/5', '6/5', '9/5', '9'] -> (9/5 + 6/5 / 6/7) / (6/5 / 9)
[217877] ['2/3', '6/5', '6/5', '5/4', '6'] -> 6 / (6/5 / (2/3 * 6/5) - 5/4)
[217878] ['2/3', '6/7', '6/7', '8/5', '8'] -> (6/7 + 8 / 2/3) / (6/7 / 8/5)
[217879] ['5/6', '8/9', '8/9', '7/5', '8'] -> 8 / (5/6 * (7/5 - 8/9 / 8/9))
[217880] ['1/6', '1/6', '7/9', '8/7', '7'] -> 8/7 * (7/9 / (1/6 * 1/6) - 7)
[217881] ['3/8', '4/5', '8/9', '7/6', '6'] -> 8/9 + (7/6 + 6 / 4/5) / 3/8
[217882] ['1/6', '1/6', '7/9', '7/6', '7'] -> (1/6 + 7/6) / (1/6 - 7/9 / 7)
[217883] ['5/6', '8/9', '8/9', '7/4', '8'] -> 8/9 / (7/4 - (5/6 + 8/9)) - 8
[217884] ['2/3', '6/7', '6/7', '7/4', '8'] -> 7/4 * (6/7 + 6/7 + 8 / 2/3)
[217885] ['1', '5/4', '5/4', '5/3', '7/4'] -> (1 + 5/4 / 5/4) / (7/4 - 5/3)
[217886] ['3/7', '1/2', '4/3', '8/5', '7'] -> 8/5 * (7 / 3/7 - 1/2) - 4/3
[217887] ['7/8', '8/7', '9/7', '8/3', '5'] -> 5 / (7/8 * (8/3 - (8/7 + 9/7)))
[217888] ['1/5', '3/4', '5/6', '1', '8/3'] -> (8/3 + 1 / 3/4) / (1/5 * 5/6)
[217889] ['5/6', '8/9', '8/9', '9/4', '8'] -> 8 / (9/4 * (8/9 - 5/6 * 8/9))
[217890] ['4/9', '5/7', '5/7', '5/4', '6'] -> (5/4 + 5/7 / 4/9) / (5/7 / 6)
[217891] ['2/3', '6/5', '5/4', '5/4', '6'] -> 6 / (5/4 - 5/4 * 2/3 * 6/5)
[217892] ['1/6', '1/6', '7/9', '4/3', '7'] -> 7 / ((7/9 - 1/6) / 4/3 - 1/6)
[217893] ['1/5', '3/4', '5/6', '1', '7/2'] -> 1 / (5/6 * (3/4 - 1/5 * 7/2))
[217894] ['7/9', '8/7', '7/6', '6/5', '2'] -> 2 / (7/6 / 6/5 - 7/9 * 8/7)
[217895] ['7/8', '8/7', '9/7', '9/2', '5'] -> (8/7 + 5 / 7/8) / (9/7 / 9/2)
[217896] ['2/3', '6/7', '7/8', '7/8', '8'] -> 8 / (6/7 - 2/3) / (7/8 + 7/8)
[217897] ['4/9', '5/7', '5/7', '4/3', '6'] -> 6 * (5/7 / 5/7 + 4/3 / 4/9)
[217898] ['1/7', '4/9', '5/9', '6/7', '1'] -> 6/7 / 1/7 / (5/9 / 4/9 - 1)
[217899] ['3/8', '4/5', '8/9', '3/2', '6'] -> 3/2 + 6 / (8/9 * 3/8 * 4/5)
[217900] ['1/6', '1/6', '7/9', '8/5', '7'] -> 1/6 / (7/9 / 7 - 1/6 / 8/5)
[217901] ['1', '5/4', '5/4', '5/3', '9/2'] -> 9/2 / (5/4 - 1) / (5/4 / 5/3)
[217902] ['7/9', '8/7', '7/6', '4/3', '2'] -> 4/3 / (7/9 * 8/7 + 7/6 - 2)
[217903] ['1/8', '1/6', '4/5', '7/3', '9'] -> 9 * (1/8 + 7/3 + 1/6 / 4/5)
[217904] ['2/3', '6/5', '5/4', '8/5', '6'] -> 6 / 5/4 / (6/5 / 2/3 - 8/5)
[217905] ['1/4', '1/3', '3/5', '7/9', '3'] -> (3 / 3/5 - 1/3) / (1/4 * 7/9)
[217906] ['7/8', '8/7', '4/3', '7/5', '5'] -> 7/5 * 5 / (4/3 / 8/7 - 7/8)
[217907] ['1/6', '1/6', '7/9', '7/4', '7'] -> 7/9 / (1/6 * 1/6) - 7 / 7/4
[217908] ['4/9', '5/7', '5/7', '3/2', '6'] -> (6 + 5/7 / 3/2) / (5/7 - 4/9)
[217909] ['2/3', '6/7', '7/8', '8/7', '8'] -> 8 / 7/8 / (2/3 + 6/7 - 8/7)
[217910] ['2/3', '6/5', '5/4', '9/4', '6'] -> 2/3 * 9/4 / (5/4 - 6/5) - 6
[217911] ['7/8', '8/7', '4/3', '8/5', '5'] -> 8/5 * 5 / (4/3 - 7/8 * 8/7)
[217912] ['5/6', '8/9', '9/8', '9/7', '8'] -> 8 / (8/9 * 9/7) / (9/8 - 5/6)
[217913] ['1/6', '1/6', '7/9', '9/5', '7'] -> (7 - 7/9) / (1/6 + 1/6 / 9/5)
[217914] ['1/8', '1/6', '4/5', '7/2', '9'] -> 9 + 7/2 / (4/5 * (1/8 + 1/6))
[217915] ['6/7', '6/5', '5/4', '8/5', '9'] -> 9 / (5/4 - 6/5 / (6/7 * 8/5))
[217916] ['2/3', '6/7', '7/8', '7/6', '8'] -> 2/3 / 7/6 / (7/8 - 6/7) - 8
[217917] ['1/4', '1/3', '3/5', '8/7', '3'] -> 3 / (1/4 / 3/5 - 1/3 / 8/7)
[217918] ['4/9', '5/7', '5/7', '5/3', '6'] -> 6 / (5/7 / (4/9 * 5/3) - 5/7)
[217919] ['3/7', '1/2', '7/5', '7/4', '7'] -> (1/2 + 7) * 7/4 * (3/7 + 7/5)
[217920] ['7/9', '8/7', '7/6', '8/5', '2'] -> 7/6 / (7/9 - 2 / (8/7 + 8/5))
[217921] ['5/6', '8/9', '9/8', '7/5', '8'] -> 8 / (5/6 * (7/5 - 8/9 * 9/8))
[217922] ['1/5', '1/5', '5/7', '9/7', '2'] -> (1/5 + (9/7 + 2) / 5/7) / 1/5
[217923] ['1', '5/4', '5/4', '7/4', '9/4'] -> 5/4 / (9/4 / 5/4 - 7/4) - 1
[217924] ['1/4', '1/3', '3/5', '7/6', '3'] -> 3 / (1/4 * 3/5) / (7/6 - 1/3)
[217925] ['4/9', '5/7', '5/7', '7/4', '6'] -> 6 * (7/4 + 5/7 / (4/9 * 5/7))
[217926] ['3/8', '4/5', '8/9', '5/2', '6'] -> (6 + 4/5 * 5/2) / (3/8 * 8/9)
[217927] ['1/5', '3/4', '6/7', '1', '6/5'] -> 6/7 / (3/4 - 1 / (1/5 + 6/5))
[217928] ['6/7', '6/5', '5/4', '5/3', '9'] -> 9 / (6/7 * (5/3 - 5/4)) - 6/5
[217929] ['7/8', '8/7', '4/3', '9/5', '5'] -> (8/7 + 4/3 / 7/8) * 9/5 * 5
[217930] ['2/3', '6/5', '9/7', '5/3', '6'] -> 9/7 * 5/3 * 6 * (2/3 + 6/5)
[217931] ['1/6', '1/6', '4/5', '4/5', '7'] -> (7 + 4/5 / 4/5) / (1/6 + 1/6)
[217932] ['1/4', '1/3', '3/5', '9/7', '3'] -> (3 / 3/5 - 1/3) / (1/4 / 9/7)
[217933] ['1/5', '1/5', '5/7', '7/5', '2'] -> 1/5 + (7/5 + 2) / (1/5 * 5/7)
[217934] ['3/8', '4/5', '8/9', '8/3', '6'] -> (6 + 8/3 / 4/5) / 3/8 - 8/9
[217935] ['2/3', '6/7', '7/8', '7/5', '8'] -> 8 / (7/8 * (6/7 - 2/3 / 7/5))
[217936] ['7/8', '8/7', '4/3', '9/4', '5'] -> 5 / (9/4 - (7/8 + 4/3 / 8/7))
[217937] ['1/7', '4/9', '5/9', '1', '7/5'] -> (1/7 + 1) / (4/9 - 5/9 / 7/5)
[217938] ['1/4', '1/3', '3/5', '3/2', '3'] -> 3 / 3/2 / (1/4 / 3/5 - 1/3)
[217939] ['1/8', '1/6', '5/6', '9/7', '9'] -> (5/6 + 1/6 * 9) / (1/8 / 9/7)
[217940] ['5/6', '8/9', '9/8', '9/4', '8'] -> 8 / (9/4 * (8/9 - 5/6 / 9/8))
[217941] ['1', '5/4', '5/4', '7/4', '7/2'] -> (1 + 7/2) / (7/4 - 5/4 * 5/4)
[217942] ['2/3', '6/5', '9/7', '9/4', '6'] -> 6 / (2/3 + 9/4) / (9/7 - 6/5)
[217943] ['4/9', '5/7', '5/7', '5/2', '6'] -> 6 / (5/2 - 5/7 / (4/9 * 5/7))
[217944] ['1/5', '1/5', '5/7', '8/5', '2'] -> (1/5 + 2 / 5/7) / (1/5 / 8/5)
[217945] ['3/8', '4/5', '8/9', '7/2', '6'] -> 3/8 * (6 / (8/9 - 4/5) - 7/2)
[217946] ['1/4', '1/3', '3/5', '7/3', '3'] -> (3 + 7/3 / 1/3) / (1/4 / 3/5)
[217947] ['2/3', '6/5', '9/7', '7/3', '6'] -> 6/5 * 9/7 * 7/3 * (2/3 + 6)
[217948] ['1/8', '1/6', '5/6', '8/5', '9'] -> 9 * (1/6 / 1/8 + 5/6 * 8/5)
[217949] ['5/6', '8/9', '9/8', '9/2', '8'] -> 8 * ((9/2 - 5/6) / 8/9 - 9/8)
[217950] ['3/7', '1/2', '3/2', '8/5', '7'] -> (3/2 - 3/7) * 7 / (1/2 / 8/5)
[217951] ['6/7', '6/5', '9/7', '7/5', '9'] -> 9 * (9/7 / 6/7 + 7/5 / 6/5)
[217952] ['2/3', '6/7', '7/8', '9/2', '8'] -> 9/2 * (8 * 6/7 * 7/8 - 2/3)
[217953] ['2/3', '6/5', '9/7', '8/3', '6'] -> (2/3 + 6) * (8/3 + 6/5 / 9/7)
[217954] ['5/6', '8/9', '8/7', '8/7', '8'] -> 8 / (8/7 / 8/9 - 5/6 * 8/7)
[217955] ['7/9', '8/7', '7/6', '2', '9/2'] -> 2 / (7/9 * 9/2) / (7/6 - 8/7)
[217956] ['4/9', '5/7', '5/7', '9/2', '6'] -> 9/2 * (6 - 4/9) - 5/7 / 5/7
[217957] ['1/7', '4/9', '5/9', '1', '5/3'] -> (5/3 / 1/7 - 5/9) / 4/9 - 1
[217958] ['1/5', '3/4', '6/7', '1', '7/4'] -> 6/7 / 1/5 / (3/4 - 1 / 7/4)
[217959] ['1/5', '1/5', '5/7', '2', '7/3'] -> 7/3 * ((1/5 + 2) / 1/5 - 5/7)
[217960] ['1', '5/4', '5/4', '9/5', '8/3'] -> 5/4 * 9/5 * 8/3 / (5/4 - 1)
[217961] ['6/7', '6/5', '9/7', '7/3', '9'] -> 6/5 * 7/3 * (9 + 6/7 - 9/7)
[217962] ['1/5', '3/4', '6/7', '1', '9/5'] -> 9/5 / (1/5 - 1 + 3/4 / 6/7)
[217963] ['1/4', '1/3', '5/8', '5/7', '3'] -> 3 / (5/8 / 5/7 - 1/4 / 1/3)
[217964] ['7/8', '8/7', '7/5', '8/5', '5'] -> 5 / (8/5 - 7/5) - 7/8 * 8/7
[217965] ['1/6', '1/6', '4/5', '5/4', '7'] -> (7 + 4/5 * 5/4) / (1/6 + 1/6)
[217966] ['1/5', '3/4', '6/7', '1', '9/4'] -> 3/4 / 1/5 / (1 - 6/7) - 9/4
[217967] ['1/4', '1/3', '5/8', '6/7', '3'] -> 3 / (5/8 - 6/7 * (1/4 + 1/3))
[217968] ['1/7', '4/9', '5/9', '1', '7/3'] -> 7/3 * (1/7 + 1) / (5/9 - 4/9)
[217969] ['1/6', '1/6', '4/5', '9/7', '7'] -> 9/7 * 7 / (1/6 + 1/6 / 4/5)
[217970] ['3/7', '1/2', '8/5', '9/5', '7'] -> 8/5 + (7 + 9/5 / 3/7) / 1/2
[217971] ['7/8', '8/7', '7/5', '7/4', '5'] -> (8/7 + 7/5 / 7/8) * 7/4 * 5
[217972] ['2/3', '6/5', '7/5', '7/5', '6'] -> (7/5 + 7/5) / (2/3 / 6) - 6/5
[217973] ['7/9', '8/7', '6/5', '7/5', '2'] -> 6/5 / (7/5 / 7/9 - 2 / 8/7)
[217974] ['1/8', '1/6', '6/7', '7/6', '9'] -> (9 - 7/6 / (1/6 / 6/7)) / 1/8
[217975] ['1', '5/4', '5/4', '9/4', '7/3'] -> (1 + 5/4 / 5/4) / (7/3 - 9/4)
[217976] ['5/6', '8/9', '8/7', '8/5', '8'] -> 8 / (8/5 / 8/7 - 8/9 / 5/6)
[217977] ['3/8', '4/5', '9/8', '7/3', '6'] -> (7/3 + 6 / (4/5 * 9/8)) / 3/8
[217978] ['1/5', '1/5', '3/4', '7/9', '2'] -> 2 / (1/5 - 7/9 * 1/5 * 3/4)
[217979] ['1/7', '4/9', '5/9', '1', '8/3'] -> 4/9 + 1 + (5/9 + 8/3) / 1/7
[217980] ['1', '5/4', '5/4', '9/4', '5/2'] -> (5/2 + 5/4 + 9/4) / (5/4 - 1)
[217981] ['1/8', '1/6', '6/7', '6/5', '9'] -> 9 / (6/5 * (1/6 + 1/8 / 6/7))
[217982] ['2/3', '6/7', '8/9', '9/5', '8'] -> (8/9 + 2/3 / 6/7) * 9/5 * 8
[217983] ['7/9', '8/7', '6/5', '3/2', '2'] -> 2 / 7/9 / (3/2 / 6/5 - 8/7)
[217984] ['3/8', '4/5', '9/8', '5/2', '6'] -> (6 + 4/5 * 5/2) / (3/8 / 9/8)
[217985] ['3/7', '1/2', '8/5', '8/3', '7'] -> 8/5 * (7 / 3/7 - 1/2 * 8/3)
[217986] ['1/5', '1/5', '3/4', '6/7', '2'] -> 2 / (1/5 / 6/7 - 1/5 * 3/4)
[217987] ['1', '5/4', '5/4', '9/4', '8/3'] -> 8/3 / ((5/4 + 5/4) / 9/4 - 1)
[217988] ['2/3', '6/5', '7/5', '9/4', '6'] -> 6 * (9/4 + 7/5 / (2/3 * 6/5))
[217989] ['1/6', '1/6', '4/5', '5/3', '7'] -> 7 / (1/6 + 1/6 / 4/5 / 5/3)
[217990] ['4/9', '5/7', '3/4', '7/6', '6'] -> 6 / (3/4 * (5/7 - 4/9 / 7/6))
[217991] ['3/8', '4/5', '9/8', '8/3', '6'] -> 8/3 * (3/8 + 9/8 + 6 / 4/5)
[217992] ['6/7', '6/5', '4/3', '7/4', '9'] -> 9 / (6/7 * (7/4 - 4/3)) - 6/5
[217993] ['1/8', '1/6', '6/7', '7/5', '9'] -> 9 / (7/5 * (1/8 + 1/6 * 6/7))
[217994] ['7/9', '8/7', '6/5', '8/5', '2'] -> 8/7 * 6/5 / (8/5 / 7/9 - 2)
[217995] ['1/5', '3/4', '6/7', '1', '9/2'] -> 6/7 * (3/4 + 1) + 9/2 / 1/5
[217996] ['7/8', '8/7', '7/5', '5/2', '5'] -> 7/5 * 5/2 * (8/7 + 5 / 7/8)
[217997] ['1/5', '1/5', '3/4', '8/9', '2'] -> 2 / 3/4 / (1/5 / 1/5 - 8/9)
[217998] ['2/3', '6/7', '8/9', '5/2', '8'] -> 8 * (2/3 / 6/7 + 8/9 * 5/2)
[217999] ['1/7', '4/9', '5/9', '1', '9/2'] -> 9/2 * (4/9 + 1 + 5/9 / 1/7)
[218000] ['4/9', '5/7', '3/4', '6/5', '6'] -> 6 / (3/4 * 4/9 * 5/7) - 6/5
[218001] ['3/8', '4/5', '8/7', '8/7', '6'] -> 8/7 + 8/7 * 6 / (3/8 * 4/5)
[218002] ['5/6', '8/9', '8/7', '9/4', '8'] -> 5/6 * 8 / (8/7 - 8/9) - 9/4
[218003] ['2/3', '6/5', '7/5', '7/2', '6'] -> 6 * (7/5 / 6/5 - (2/3 - 7/2))
[218004] ['1/6', '1/6', '4/5', '9/4', '7'] -> 7 / (4/5 * (1/6 + 1/6)) - 9/4
[218005] ['7/8', '8/7', '7/5', '8/3', '5'] -> 8/7 * 8/3 * (7/8 + 7/5 * 5)
[218006] ['1/4', '1/3', '2/3', '9/7', '3'] -> 2/3 / 3 / (1/3 / 9/7 - 1/4)
[218007] ['2/3', '6/7', '9/8', '9/8', '8'] -> 8 * (9/8 / 2/3 + 9/8 / 6/7)
[218008] ['1/5', '3/4', '7/8', '8/9', '1'] -> 1 / (1/5 * (7/8 - 3/4 * 8/9))
[218009] ['1', '5/4', '5/4', '7/3', '5/2'] -> 5/2 / (5/4 * (7/3 - (1 + 5/4)))
[218010] ['6/7', '6/5', '4/3', '5/2', '9'] -> 5/2 * (9 / 6/7 - 6/5 / 4/3)
[218011] ['7/8', '8/7', '7/5', '7/2', '5'] -> 7/2 * (5 / (7/8 / 7/5) - 8/7)
[218012] ['1/8', '1/6', '6/7', '5/3', '9'] -> 1/6 + 5/3 / 1/8 + 9 / 6/7
[218013] ['3/8', '4/5', '8/7', '6/5', '6'] -> 6 / (4/5 / 8/7 - 3/8 * 6/5)
[218014] ['1/6', '1/6', '4/5', '5/2', '7'] -> 4/5 * 7 / (1/6 + 1/6 / 5/2)
[218015] ['1/5', '1/5', '3/4', '9/7', '2'] -> 2 / (1/5 - 1/5 * 3/4 / 9/7)
[218016] ['5/6', '8/9', '8/7', '8/3', '8'] -> 8 * (5/6 * 8/3 + 8/9 / 8/7)
[218017] ['6/7', '6/5', '4/3', '8/3', '9'] -> 9 / (6/7 - 4/3 / 8/3) - 6/5
[218018] ['3/7', '1/2', '5/3', '9/4', '7'] -> 9/4 * (7 + 5/3 / 3/7) - 1/2
[218019] ['7/8', '8/7', '3/2', '3/2', '5'] -> 5 / (7/8 / 3/2) / (3/2 - 8/7)
[218020] ['3/8', '4/5', '8/7', '5/4', '6'] -> 8/7 * 5/4 * (4/5 + 6 / 3/8)
[218021] ['1/7', '4/9', '4/7', '3/4', '1'] -> (4/7 + 1) / (1/7 * 4/9) - 3/4
[218022] ['1/5', '1/5', '3/4', '7/5', '2'] -> (2 + 1/5 + 7/5) / (1/5 * 3/4)
[218023] ['6/7', '6/5', '4/3', '7/2', '9'] -> 7/2 * (9 / 6/5 - 6/7 / 4/3)
[218024] ['2/3', '6/7', '9/8', '4/3', '8'] -> 2/3 / (4/3 - 9/8 / 6/7) - 8
[218025] ['1/5', '1/5', '3/4', '3/2', '2'] -> 2 / (3/4 - 1/5 / 1/5 / 3/2)
[218026] ['1/4', '1/3', '5/7', '4/5', '3'] -> (3 / 1/4 - 4/5) / (1/3 / 5/7)
[218027] ['5/6', '8/9', '8/7', '9/2', '8'] -> 8 * (9/2 / 8/7 - 5/6 / 8/9)
[218028] ['1/6', '1/6', '4/5', '9/2', '7'] -> 4/5 * 9/2 * (7 - (1/6 + 1/6))
[218029] ['1', '5/4', '5/4', '5/2', '8/3'] -> 5/2 / (8/3 - (1 + 5/4 * 5/4))
[218030] ['6/7', '6/5', '4/3', '9/2', '9'] -> 6/5 * 4/3 * (9/2 + 9 / 6/7)
[218031] ['1/8', '1/6', '6/7', '9/2', '9'] -> 9/2 / 9 / (1/6 - 1/8 / 6/7)
[218032] ['1/7', '4/9', '4/7', '7/9', '1'] -> ((7/9 + 1) / 4/9 - 4/7) / 1/7
[218033] ['1/6', '1/6', '5/6', '5/6', '7'] -> (7 + 5/6 / 5/6) / (1/6 + 1/6)
[218034] ['3/7', '1/2', '7/4', '9/5', '7'] -> (9/5 - 3/7) / (1/2 / (7/4 + 7))
[218035] ['7/8', '8/7', '3/2', '9/5', '5'] -> 3/2 * 5 * (8/7 + 9/5 / 7/8)
[218036] ['2/3', '6/5', '7/4', '7/3', '6'] -> 6 / (6/5 * (7/3 - 2/3) - 7/4)
[218037] ['1/5', '3/4', '7/8', '1', '7/5'] -> 1/5 / (7/8 + 1 - 7/5 / 3/4)
[218038] ['3/7', '1/2', '7/4', '8/3', '7'] -> (8/3 + 7 / (3/7 * 7/4)) / 1/2
[218039] ['6/7', '6/5', '7/5', '3/2', '9'] -> 9 * (6/5 + 7/5 / 6/7) - 3/2
[218040] ['4/9', '5/7', '3/4', '7/4', '6'] -> 6 / (3/4 / (4/9 * 7/4) - 5/7)
[218041] ['1/6', '1/6', '5/6', '8/7', '7'] -> 8/7 / (1/6 * (1/6 + 5/6 / 7))
[218042] ['2/3', '6/5', '7/4', '5/2', '6'] -> 6 / (5/2 * 2/3 * 6/5 - 7/4)
[218043] ['1', '5/4', '5/4', '8/3', '8/3'] -> (8/3 + 5/4 * 8/3) / (5/4 - 1)
[218044] ['1/8', '1/6', '7/8', '6/5', '9'] -> 1/6 / (1/8 / 6/5 - 7/8 / 9)
[218045] ['5/6', '8/9', '7/6', '5/4', '8'] -> (7/6 + 5/4 / 5/6) / (8/9 / 8)
[218046] ['6/7', '6/5', '7/5', '7/4', '9'] -> 9 * (6/7 * 7/4 + 7/5 / 6/5)
[218047] ['1/5', '3/4', '7/8', '1', '3/2'] -> 3/2 / (3/4 / (1 - 1/5) - 7/8)
[218048] ['7/8', '8/7', '3/2', '7/3', '5'] -> 3/2 * 7/3 * (8/7 + 5 / 7/8)
[218049] ['4/9', '5/7', '3/4', '9/5', '6'] -> 6 / (3/4 / 5/7 - 4/9 * 9/5)
[218050] ['1', '5/4', '5/4', '8/3', '9/2'] -> (1 + 5/4 / 5/4) * 8/3 * 9/2
[218051] ['2/3', '6/7', '9/8', '5/3', '8'] -> (5/3 + 8 / 6/7) / (9/8 - 2/3)
[218052] ['1/4', '1/3', '5/7', '6/5', '3'] -> 6/5 / 3 / (1/4 / 5/7 - 1/3)
[218053] ['5/6', '8/9', '7/6', '9/7', '8'] -> 8 / (8/9 - 5/6 / 7/6 / 9/7)
[218054] ['1/6', '1/6', '5/6', '9/7', '7'] -> (9/7 * 7 - 5/6 / 1/6) / 1/6
[218055] ['3/7', '1/2', '9/5', '7/3', '7'] -> (9/5 - 3/7) * 7/3 * (1/2 + 7)
[218056] ['3/8', '4/5', '8/7', '7/4', '6'] -> 4/5 * 7/4 * (8/7 + 6 / 3/8)
[218057] ['1/5', '1/5', '7/9', '6/7', '2'] -> 6/7 / (1/5 * 1/5) + 2 / 7/9
[218058] ['1/4', '1/3', '5/7', '4/3', '3'] -> (4/3 + (1/3 + 3) / 5/7) / 1/4
[218059] ['7/8', '8/7', '8/5', '8/5', '5'] -> 5 * (8/7 + (8/5 + 8/5) / 7/8)
[218060] ['7/9', '8/7', '5/4', '3/2', '2'] -> 2 / (3/2 * 7/9 * 8/7 - 5/4)
[218061] ['1/8', '1/6', '8/9', '8/9', '9'] -> (9 - 8/9 / (1/6 * 8/9)) / 1/8
[218062] ['3/8', '4/5', '8/7', '9/5', '6'] -> (9/5 + 6) / (4/5 / 8/7 - 3/8)
[218063] ['2/3', '6/7', '9/8', '9/4', '8'] -> 8 * (2/3 + 9/4 / (6/7 * 9/8))
[218064] ['1/6', '1/6', '5/6', '8/5', '7'] -> 7 / (1/6 + 1/6 / 5/6 / 8/5)
[218065] ['2/3', '6/5', '7/3', '7/2', '6'] -> 6/5 * 7/2 * (6 - 2/3 / 7/3)
[218066] ['4/9', '5/7', '3/4', '5/2', '6'] -> (6 + 5/2 / (5/7 * 3/4)) / 4/9
[218067] ['5/6', '8/9', '7/6', '7/4', '8'] -> 8 / (8/9 - 5/6 * 7/6 / 7/4)
[218068] ['1/8', '1/6', '8/9', '8/7', '9'] -> 8/9 / 8/7 * 9 / (1/8 + 1/6)
[218069] ['1/5', '3/4', '7/8', '1', '5/2'] -> 5/2 * (1/5 + 1) / (7/8 - 3/4)
[218070] ['7/9', '8/7', '5/4', '5/3', '2'] -> 5/3 / (2 - (5/4 + 7/9 / 8/7))
[218071] ['2/3', '6/7', '9/8', '5/2', '8'] -> 8 * (2/3 / 6/7 + 5/2 / 9/8)
[218072] ['1', '5/4', '9/7', '9/7', '4/3'] -> (1 + 9/7 / 9/7) / (4/3 - 5/4)
[218073] ['3/7', '1/2', '9/4', '8/3', '7'] -> 7 * (3/7 + 8/3 * 1/2 * 9/4)
[218074] ['1/4', '1/3', '5/7', '5/3', '3'] -> (5/3 / 5/7 - 1/3) / (1/4 / 3)
[218075] ['1/8', '1/6', '8/9', '5/4', '9'] -> 8/9 * 9 / (1/8 + 1/6 * 5/4)
[218076] ['4/9', '5/7', '3/4', '7/2', '6'] -> 7/2 * (5/7 / 4/9 - (3/4 - 6))
[218077] ['7/8', '8/7', '8/5', '7/3', '5'] -> 7/3 * (8/7 + 5 / (7/8 / 8/5))
[218078] ['1/6', '1/6', '6/7', '9/8', '7'] -> 1/6 * 6/7 / (1/6 - 9/8 / 7)
[218079] ['3/7', '1/2', '9/4', '7/2', '7'] -> 3/7 * 7 * (7/2 + 9/4 / 1/2)
[218080] ['1', '5/4', '9/7', '9/7', '7/5'] -> (9/7 + 9/7) / (1 - 5/4 / 7/5)
[218081] ['1/4', '1/3', '5/7', '7/4', '3'] -> (3 + 7/4 / (1/4 / 5/7)) / 1/3
[218082] ['3/8', '4/5', '8/7', '5/2', '6'] -> 8/7 * 6 * (3/8 + 5/2 / 4/5)
[218083] ['1/5', '3/4', '7/8', '1', '9/2'] -> 1 / (7/8 - 3/4 / (1/5 * 9/2))
[218084] ['1/6', '1/6', '6/7', '8/7', '7'] -> 7 / (1/6 + 1/6 * 6/7 / 8/7)
[218085] ['7/8', '8/7', '8/5', '8/3', '5'] -> 8/3 * (7/8 * 8/7 + 8/5 * 5)
[218086] ['1/7', '4/9', '4/7', '1', '3/2'] -> (1 + 4/7 / 4/9) / (1/7 / 3/2)
[218087] ['5/6', '8/9', '6/5', '9/7', '8'] -> 8 / (5/6 * 9/7) / (6/5 - 8/9)
[218088] ['1/4', '1/3', '5/7', '9/5', '3'] -> (3 + 9/5 / 1/3) / (1/4 / 5/7)
[218089] ['1/6', '1/6', '6/7', '7/6', '7'] -> (7 + 6/7 * 7/6) / (1/6 + 1/6)
