[295486] ['4/9', '8/7', '3/2', '9/5', '8'] -> 9/5 * (4/9 + 3/2) * (8 - 8/7)
[303756] ['1/7', '3/7', '2', '9/4', '7/3'] -> 2 * 9/4 * (7/3 + 3/7 / 1/7)
[303757] ['1/9', '7/9', '1', '6/5', '5/4'] -> (7/9 + 1) * 5/4 * 6/5 / 1/9
[303758] ['2/7', '5/7', '5/7', '4/5', '5'] -> (5 * (5/7 + 4/5) - 5/7) / 2/7
[303759] ['2/7', '4/5', '1', '7/6', '6/5'] -> (6/5 + 4/5 / 2/7) / (7/6 - 1)
[303760] ['1/7', '3/7', '2', '9/4', '7/2'] -> (7/2 + 2 * 9/4) * 3/7 / 1/7
[303761] ['5/9', '3/5', '6/5', '2', '5/2'] -> (6/5 + 2) * 5/2 / (5/9 * 3/5)
[303762] ['3/7', '5/8', '6/5', '7/4', '5'] -> (7/4 + 5) / (3/7 * 5/8) - 6/5
[303763] ['1/3', '2/5', '1/2', '6/7', '9'] -> 9 / (6/7 - 1/2) - 2/5 / 1/3
[303764] ['5/9', '5/7', '9/5', '5/2', '7'] -> (9/5 - 5/9) * 5/2 * (5/7 + 7)
[303765] ['1/7', '5/9', '3/2', '3/2', '8'] -> 8 / (1/7 * (3/2 + 5/9 * 3/2))
[303766] ['1/9', '5/4', '7/5', '9/4', '8'] -> 7/5 + (8 + 9/4 / 1/9) / 5/4
[303767] ['3/7', '8/9', '8/5', '9/5', '9'] -> 8/5 + (9/5 + 9) * 8/9 / 3/7
[303768] ['4/5', '7/6', '7/4', '9/2', '7'] -> 4/5 * (9/2 * 7 - 7/4 / 7/6)
[303769] ['3/7', '5/8', '6/5', '9/5', '5'] -> (9/5 / 3/7 - 6/5) * 5 / 5/8
[303770] ['1/3', '2/5', '1/2', '7/8', '9'] -> (9 / 2/5 - 1/2 / 1/3) / 7/8
[303771] ['2/7', '5/7', '5/7', '8/9', '5'] -> (5/7 + 5 / 5/7) * 8/9 / 2/7
[303772] ['1/7', '3/7', '2', '7/3', '5/2'] -> (2 + 5/2) * (7/3 + 3/7 / 1/7)
[303773] ['5/9', '5/7', '9/5', '7/2', '7'] -> 9/5 * (5/9 + 5/7) * (7/2 + 7)
[303774] ['1/9', '7/9', '1', '6/5', '7/5'] -> (1 + 7/5 / 7/9) / 1/9 - 6/5
[303775] ['2/7', '5/7', '5/7', '9/8', '5'] -> (5/7 + 5 / 5/7) / (2/7 * 9/8)
[303776] ['5/9', '5/7', '9/5', '9/2', '7'] -> (9/2 - 9/5) * 7 * (5/9 + 5/7)
[303777] ['5/9', '3/5', '6/5', '2', '9/2'] -> (6/5 + 2) * (9/2 / 5/9 - 3/5)
[303778] ['1/3', '2/5', '1/2', '8/7', '9'] -> 8/7 * (9 / 2/5 - 1/2 / 1/3)
[303779] ['5/7', '1', '7/6', '7/4', '7/3'] -> (1 / (7/6 * (7/4 / 7/3)) - 5/7))
[303780] ['3/7', '8/9', '8/5', '5/2', '9'] -> (8/9 + 8/5) * 9 * 3/7 * 5/2
[303781] ['1/7', '5/9', '3/2', '7/4', '8'] -> 8 / (5/9 * 3/2 / 7/4 - 1/7)
[303782] ['2/7', '5/7', '5/7', '7/6', '5'] -> (5/7 + 5) / (7/6 * 2/7 * 5/7)
[303783] ['1/7', '3/7', '2', '8/3', '7/2'] -> (2 + 1/7 + 3/7) * 8/3 * 7/2
[303784] ['4/5', '7/6', '9/5', '8/3', '7'] -> (9/5 * 8/3 - 4/5) * 7 / 7/6
[303785] ['5/9', '5/7', '9/4', '7/3', '7'] -> 5/7 * 9/4 * (7/3 + 7 / 5/9)
[303786] ['5/7', '1', '7/6', '7/4', '7/2'] -> 7/2 / (7/6 - 7/4 / (5/7 + 1))
[303787] ['3/7', '5/8', '6/5', '7/2', '5'] -> 6/5 * 5 / (3/7 - 5/8 / 7/2)
[303788] ['1/7', '4/9', '4/9', '1/2', '2'] -> (2 - 4/9) / (1/7 * 4/9) - 1/2
[303789] ['1/3', '2/5', '5/9', '4/7', '9'] -> 4/7 * (1/3 + 9) / (2/5 * 5/9)
[303790] ['1/9', '5/4', '3/2', '5/3', '8'] -> 3/2 * 8 + 5/3 / (1/9 * 5/4)
[303791] ['4/5', '7/6', '9/4', '7/3', '7'] -> 7 / (7/3 / 4/5 - 7/6 * 9/4)
[303792] ['5/9', '3/5', '5/4', '7/5', '2'] -> 2 / (7/5 / 3/5 - 5/4 / 5/9)
[303793] ['3/7', '5/8', '6/5', '9/2', '5'] -> (9/2 + 5/8 * 6/5) * (5 - 3/7)
[303794] ['3/7', '8/9', '5/3', '7/4', '9'] -> 8/9 * 7/4 * (3/7 + 5/3 * 9)
[303795] ['1/3', '2/5', '5/9', '5/7', '9'] -> (1/3 + 2/5 + 9 / 5/7) / 5/9
[303796] ['1/9', '7/9', '1', '6/5', '5/2'] -> (1 + 7/9 / 1/9) * 6/5 * 5/2
[303797] ['1/9', '5/4', '3/2', '9/5', '8'] -> 8 / (1/9 * (9/5 + 3/2 / 5/4))
[303798] ['1/7', '5/9', '3/2', '7/2', '8'] -> 8 / (5/9 * 3/2 - 1/7 * 7/2)
[303799] ['1/7', '4/9', '4/9', '4/7', '2'] -> 2 / ((4/9 - 1/7) / 4/7 - 4/9)
[303800] ['3/7', '5/8', '5/4', '5/4', '5'] -> 5 / ((5/4 - 5/8) / 3/7 - 5/4)
[303801] ['4/5', '7/6', '9/4', '7/2', '7'] -> 7/2 * 7 / (4/5 * 7/6) - 9/4
[303802] ['1/7', '5/9', '3/2', '9/2', '8'] -> 9/2 * 5/9 / 1/7 - (3/2 - 8)
[303803] ['3/7', '8/9', '5/3', '9/5', '9'] -> 5/3 / 9/5 + (8/9 + 9) / 3/7
[303804] ['1/9', '5/4', '3/2', '7/3', '8'] -> 5/4 * 8 + 7/3 / (1/9 * 3/2)
[303805] ['1/3', '2/5', '5/9', '4/5', '9'] -> (9 + 1/3 / 5/9) / (4/5 - 2/5)
[303806] ['3/7', '5/8', '5/4', '4/3', '5'] -> 5 / (5/4 * 4/3 - 5/8 / 3/7)
[303807] ['2/7', '5/7', '5/7', '5/3', '5'] -> (5/7 + 5) / (5/7 - 2/7 * 5/3)
[303808] ['1/7', '4/9', '4/9', '5/8', '2'] -> (4/9 / 4/9 + 2 / 1/7) / 5/8
[303809] ['5/9', '5/7', '7/3', '5/2', '7'] -> (7 - 5/7 * 7/3) * 5/2 / 5/9
[303810] ['3/7', '5/8', '5/4', '7/5', '5'] -> 5 / (5/4 - 5/8 / (3/7 * 7/5))
[303811] ['1/9', '7/9', '1', '6/5', '9/2'] -> (7/9 * 9/2 - 1 / 6/5) / 1/9
[303812] ['1/9', '5/4', '3/2', '7/2', '8'] -> ((5/4 + 8) / 3/2 - 7/2) / 1/9
[303813] ['2/7', '2/5', '7/9', '8/9', '6'] -> 7/9 + 8/9 / 2/5 + 6 / 2/7
[303814] ['2/7', '5/7', '5/7', '9/5', '5'] -> (5/7 + 5) * 9/5 / (5/7 - 2/7)
[303815] ['1/7', '4/9', '4/9', '5/7', '2'] -> (5/7 + 4/9 / 4/9) * 2 / 1/7
[303816] ['1/7', '5/9', '8/5', '7/4', '8'] -> (8/5 + 8 / 7/4) * 5/9 / 1/7
[303817] ['5/9', '3/5', '5/4', '2', '7/2'] -> 2 / (5/4 - 7/2 * 5/9 * 3/5)
[303818] ['1/3', '2/5', '5/9', '9/8', '9'] -> 9 / (1/3 / (2/5 * /9) - 9/8)
[303819] ['2/7', '4/5', '1', '7/6', '9/2'] -> 9/2 * (1 / 4/5 + 7/6 / 2/7)
[303820] ['4/5', '7/6', '7/3', '9/2', '7'] -> 7/3 / (7 / 9/2 - 7/6 / 4/5)
[303821] ['3/7', '8/9', '5/3', '7/2', '9'] -> 9 / (5/3 / 8/9 - 3/7 * 7/2)
[303822] ['1/3', '2/5', '5/9', '8/7', '9'] -> (9 - 1/3 / 5/9) * 8/7 / 2/5
[303823] ['1/9', '5/4', '8/5', '7/4', '8'] -> 8 / (1/9 * (8/5 + 7/4 / 5/4))
[303824] ['4/5', '7/6', '5/2', '5/2', '7'] -> (5/2 + 5/2) * 7 * 4/5 / 7/6
[303825] ['1/5', '2/9', '5/6', '3', '7/2'] -> (5/6 / 1/5 + 7/2 / 3) / 2/9
[303826] ['5/7', '1', '7/6', '9/4', '7/3'] -> 7/6 * (5/7 + 1) / (7/3 - 9/4)
[303827] ['2/7', '2/5', '7/9', '5/4', '6'] -> (6 - 2/5 / 7/9) * 5/4 / 2/7
[303828] ['4/5', '7/6', '5/2', '8/3', '7'] -> 7/6 + 5/2 * (7 + 4/5 * 8/3)
[303829] ['1/9', '5/4', '8/5', '9/5', '8'] -> (8 / 5/4 - 8/5) / (1/9 * 9/5)
[303830] ['1/9', '7/9', '1', '5/4', '5/3'] -> (1/9 + 1) / (7/9 * 5/3 - 5/4)
[303831] ['5/9', '5/7', '5/2', '9/2', '7'] -> (5/7 + 7) * (9/2 - 5/9 * 5/2)
[303832] ['2/7', '5/7', '5/7', '7/2', '5'] -> 7/2 * (5 * (5/7 + 5/7) - 2/7)
[303833] ['1/9', '7/9', '1', '5/4', '9/5'] -> 1 / 5/4 + (7/9 + 9/5) / 1/9
[303834] ['1/9', '5/4', '8/5', '5/2', '8'] -> (5/4 + 5/2) * (8/5 / 1/9 - 8)
[303835] ['3/7', '8/9', '7/4', '9/5', '9'] -> 9/5 * 8/9 * 7/4 * (9 - 3/7)
[303836] ['1/7', '5/9', '8/5', '7/2', '8'] -> 8 / (5/9 * (1/7 + 8/5 / 7/2))
[303837] ['2/7', '2/5', '7/9', '4/3', '6'] -> 6 * (4/3 / (2/5 * 7/9) - 2/7)
[303838] ['5/9', '5/7', '8/3', '8/3', '7'] -> 8/3 / (7 * 5/9 * 5/7 - 8/3)
[303839] ['4/5', '7/6', '8/3', '7/2', '7'] -> 4/5 * (7 * (7/6 + 7/2) - 8/3)
[303840] ['1/7', '5/9', '8/5', '9/2', '8'] -> 8/5 + 8 / (9/2 * 1/7 * 5/9)
[303841] ['1/7', '4/9', '4/9', '7/8', '2'] -> (2 + 4/9 / 4/9) / (1/7 * 7/8)
[303842] ['2/7', '5/7', '3/4', '3/4', '5'] -> (2/7 + 3/4) / (3/4 - 5/7) - 5
[303843] ['1/9', '7/9', '1', '5/4', '7/3'] -> (7/3 + 1 / 1/9) / (5/4 - 7/9)
[303844] ['2/7', '4/5', '1', '6/5', '3/2'] -> 4/5 / (6/5 - 3/2 / (2/7 + 1))
[303845] ['3/7', '5/8', '5/4', '8/3', '5'] -> (5/4 * 8/3 + 5 / 3/7) / 5/8
[303846] ['5/7', '1', '7/6', '7/3', '7/3'] -> (7/3 + 5/7 * 7/3) / (7/6 - 1)
[303847] ['3/7', '8/9', '7/4', '7/3', '9'] -> (9 / (3/7 * (7/3 / 8/9)) - 7/4))
[303848] ['1/9', '7/9', '1', '5/4', '5/2'] -> (7/9 + 5/2 / 5/4) / 1/9 - 1
[303849] ['5/7', '1', '7/6', '7/3', '8/3'] -> 1 / (7/3 / 8/3 - 5/7 * 7/6)
[303850] ['4/5', '6/5', '6/5', '6/5', '7'] -> (6/5 + 6/5 * 7) / (6/5 - 4/5)
[303851] ['2/7', '5/7', '3/4', '4/5', '5'] -> (4/5 + 2/7 / 5) / (3/4 - 5/7)
[303852] ['3/7', '5/8', '9/7', '7/5', '5'] -> 7/5 * 5 / (5/8 - 3/7 / 9/7)
[303853] ['2/7', '4/5', '1', '6/5', '7/4'] -> 6/5 / (4/5 / 2/7 - (1 + 7/4))
[303854] ['1/7', '4/9', '4/9', '8/7', '2'] -> (2 + 4/9 / 4/9) * 8/7 / 1/7
[303855] ['1/9', '5/4', '5/3', '9/2', '8'] -> 9/2 * 8 - 5/3 / (1/9 * 5/4)
[303856] ['2/7', '5/7', '3/4', '7/8', '5'] -> 5 / (2/7 + 7/8 - 5/7 / 3/4)
[303857] ['5/9', '5/7', '9/2', '9/2', '7'] -> 7 * (9/2 - 5/7) - 5/9 * 9/2
[303858] ['1/3', '2/5', '4/7', '2/3', '9'] -> 1/3 + 2/3 / 4/7 + 9 / 2/5
[303859] ['3/7', '5/8', '9/7', '3/2', '5'] -> 5 / ((3/2 - 3/7) / 9/7 - 5/8)
[303860] ['3/7', '8/9', '9/5', '9/5', '9'] -> 8/9 * (9/5 + (9/5 + 9) / 3/7)
[303861] ['2/7', '2/5', '7/9', '9/4', '6'] -> 6 / (2/5 / 7/9 - 2/7) - 9/4
[303862] ['4/5', '6/5', '6/5', '7/5', '7'] -> (7 + 6/5 + 7/5) / (6/5 - 4/5)
[303863] ['1/9', '5/4', '7/4', '7/4', '8'] -> 7/4 / 1/9 - (7/4 - 5/4 * 8)
[303864] ['5/9', '3/4', '3/4', '3/4', '7'] -> (7 / ((3/4 - 5/9) * 3/4) + 3/4))
[303865] ['1/5', '2/9', '6/7', '4/3', '3'] -> 3 * (2/9 + 4/3 / (1/5 * 6/7))
[303866] ['3/7', '5/8', '9/7', '8/5', '5'] -> (9/7 + 8/5 * (5/8 + 5)) / 3/7
[303867] ['2/7', '4/5', '1', '6/5', '7/3'] -> 4/5 / (6/5 + 7/3 - 1 / 2/7)
[303868] ['1/3', '2/5', '4/7', '3/4', '9'] -> 9 / (3/4 - 2/5) - 4/7 / 1/3
[303869] ['1/9', '7/9', '1', '9/7', '3/2'] -> (1 + 9/7) * 3/2 * 7/9 / 1/9
[303870] ['3/7', '5/8', '9/7', '5/3', '5'] -> 5 / (9/7 * 5/8 / 3/7 - 5/3)
[303871] ['1/7', '4/9', '4/9', '9/7', '2'] -> 4/9 / 4/9 + (9/7 + 2) / 1/7
[303872] ['5/9', '3/4', '3/4', '5/6', '7'] -> 7 / (3/4 * (5/9 + 5/6) - 3/4)
[303873] ['4/5', '6/5', '6/5', '9/5', '7'] -> (4/5 + 6/5) * 9/5 * 7 - 6/5
[303874] ['2/7', '5/7', '3/4', '5/4', '5'] -> 3/4 - 5/4 + 5 / (2/7 * 5/7)
[303875] ['2/7', '4/5', '1', '6/5', '8/3'] -> 6/5 / (4/5 / (2/7 * 8/3) - 1)
[303876] ['3/7', '5/8', '9/7', '9/4', '5'] -> 5 * (9/7 + 9/4 / 5/8) - 3/7
[303877] ['4/5', '6/5', '6/5', '7/3', '7'] -> 7 * (4/5 + 6/5 * 7/3) - 6/5
[303878] ['5/9', '3/4', '3/4', '8/7', '7'] -> 8/7 * 7 / (3/4 - 5/9 * 3/4)
[303879] ['5/7', '1', '7/6', '8/3', '9/2'] -> 7/6 * 8/3 * 9/2 * (5/7 + 1)
[303880] ['2/7', '2/5', '4/5', '5/6', '6'] -> 6 / (2/7 * 5/6) - (2/5 + 4/5)
[303881] ['5/9', '3/5', '4/3', '7/5', '2'] -> (4/3 / (5/9 * (7/5 / 2)) - 3/5))
[303882] ['5/9', '3/4', '3/4', '6/5', '7'] -> (6/5 + 7 / (5/9 * 3/4)) / 3/4
[303883] ['1/7', '4/9', '4/9', '8/5', '2'] -> 8/5 * (4/9 / 4/9 + 2 / 1/7)
[303884] ['4/5', '6/5', '6/5', '9/2', '7'] -> 9/2 * (7 - (4/5 + 6/5) / 6/5)
[303885] ['3/7', '5/8', '9/7', '7/3', '5'] -> 7/3 + (9/7 + 5 / 5/8) / 3/7
[303886] ['2/7', '5/7', '3/4', '3/2', '5'] -> 5 / (2/7 * 5/7) - 3/4 / 3/2
[303887] ['2/7', '2/5', '4/5', '7/8', '6'] -> 6 / (2/5 / 4/5 - 2/7 * 7/8)
[303888] ['1/3', '2/5', '4/7', '7/6', '9'] -> 4/7 * 7/6 + (1/3 + 9) / 2/5
[303889] ['4/5', '6/5', '5/4', '5/4', '7'] -> 5/4 + 7 * (5/4 + 4/5 + 6/5)
[303890] ['3/7', '8/9', '9/4', '9/4', '9'] -> 8/9 * 9 * (9/4 / 3/7 - 9/4)
[303891] ['5/9', '3/5', '4/3', '5/3', '2'] -> 4/3 / (5/9 - 3/5 * 5/3 / 2)
[303892] ['1/9', '5/4', '9/5', '7/2', '8'] -> 8 * (1/9 * 9/5 + 7/2 / 5/4)
[303893] ['1/5', '2/9', '6/7', '7/3', '3'] -> 7/3 * 6/7 / 2/9 + 3 / 1/5
[303894] ['1/9', '7/9', '1', '9/7', '7/2'] -> (1 + 9/7) * (7/2 + 7/9 / 1/9)
[303895] ['1/7', '4/9', '4/9', '7/4', '2'] -> 2 / (7/4 * (4/9 - 1/7) - 4/9)
[303896] ['5/7', '1', '6/5', '6/5', '9/7'] -> 6/5 * (5/7 + 1) / (9/7 - 6/5)
[303897] ['2/7', '2/5', '4/5', '9/8', '6'] -> (6 / (2/7 * (4/5 / 2/5)) - 9/8))
[303898] ['5/7', '1', '6/5', '6/5', '4/3'] -> 6/5 / (1 - 5/7 * 4/3) - 6/5
[303899] ['3/7', '5/8', '4/3', '7/5', '5'] -> (5 * 7/5 / 3/7 - 4/3) / 5/8
[303900] ['1/9', '5/4', '7/3', '7/3', '8'] -> (8 - (7/3 + 7/3)) / (1/9 * 5/4)
[303901] ['2/7', '5/7', '3/4', '7/3', '5'] -> (5 / (5/7 * (3/4 / 2/7)) - 7/3))
[303902] ['4/5', '6/5', '5/4', '5/3', '7'] -> 7 / (4/5 * 5/3 - 5/4 / 6/5)
[303903] ['5/9', '3/5', '4/3', '2', '7/2'] -> (4/3 / (5/9 * (3/5 * 7/2)) - 2))
[303904] ['1/9', '5/4', '7/3', '5/2', '8'] -> (7/3 - 5/2 / 5/4) * 8 / 1/9
[303905] ['5/7', '1', '6/5', '6/5', '8/5'] -> 6/5 / (6/5 / (5/7 * 8/5) - 1)
[303906] ['4/5', '6/5', '5/4', '7/4', '7'] -> 5/4 + 7 * (7/4 + 6/5 / 4/5)
[303907] ['1/7', '4/9', '4/9', '2', '8/3'] -> 8/3 * (2 + 4/9 / (1/7 * 4/9))
[303908] ['3/7', '8/9', '7/3', '7/3', '9'] -> 9 * (7/3 + 8/9 / 7/3) - 3/7
[303909] ['5/9', '3/5', '4/3', '2', '9/2'] -> (2 + 4/3 * 9/2) / (5/9 * 3/5)
[303910] ['5/7', '1', '6/5', '6/5', '5/3'] -> 6/5 / (5/7 + 1 - 5/3) - 6/5
[303911] ['2/7', '4/5', '1', '5/4', '9/5'] -> 9/5 / ((5/4 - 1) / 2/7 - 4/5)
[303912] ['2/7', '2/5', '4/5', '5/3', '6'] -> 5/3 * 6 * (4/5 / 2/7 - 2/5)
[303913] ['4/5', '6/5', '5/4', '9/5', '7'] -> (6/5 + 9/5) * (7 + 4/5 * 5/4)
[303914] ['1/9', '5/4', '7/3', '7/2', '8'] -> (7/3 - 1/9) * (8 + 7/2 / 5/4)
[303915] ['1/7', '4/9', '4/9', '2', '7/2'] -> (7/2 / 1/7) - (4/9 / 4/9 *
)[303916] ['5/9', '3/4', '3/4', '5/2', '7'] -> 7 / (5/2 * 5/9 * 3/4 - 3/4)
[303917] ['2/7', '2/5', '4/5', '9/4', '6'] -> 6 * (9/4 + 2/5 / (2/7 * 4/5))
[303918] ['1/9', '5/4', '7/3', '9/2', '8'] -> 8 * 5/4 * 9/2 - 7/3 / 1/9
[303919] ['1/7', '4/9', '4/9', '2', '9/2'] -> 2 * 9/2 * (4/9 / 1/7 - 4/9)
[303920] ['3/7', '5/8', '4/3', '7/4', '5'] -> (5 / (5/8 * (4/3 / 7/4)) - 3/7))
[303921] ['5/9', '3/4', '3/4', '9/2', '7'] -> 7 / (3/4 * (5/9 - 3/4 / 9/2))
[303922] ['4/5', '6/5', '5/4', '5/2', '7'] -> 6/5 * 5/2 * (7 + 4/5 * 5/4)
[303923] ['1/3', '2/5', '4/7', '7/3', '9'] -> 7/3 * (9 + 4/7 / 2/5) - 1/3
[303924] ['1/7', '4/9', '1/2', '4/7', '2'] -> (2 / 4/9 - (1/2 + 4/7)) / 1/7
[303925] ['3/7', '8/9', '5/2', '9/2', '9'] -> (5/2 + 9/2) * 9 * 3/7 * 8/9
[303926] ['4/5', '6/5', '9/7', '9/7', '7'] -> (6/5 + 7 * (9/7 + 9/7)) / 4/5
[303927] ['3/7', '5/8', '4/3', '7/3', '5'] -> 5 / (5/8 * (4/3 - 3/7 * 7/3))
[303928] ['2/7', '2/5', '5/6', '5/6', '6'] -> (2/5 + 6) * (5/6 + 5/6 / 2/7)
[303929] ['1/7', '5/9', '9/4', '7/2', '8'] -> 8 / (5/9 - 7/2 * 1/7 / 9/4)
[303930] ['3/7', '8/9', '7/2', '7/2', '9'] -> (7/2 + 7/2) * 9 * 3/7 * 8/9
[303931] ['1/3', '2/5', '4/7', '7/2', '9'] -> 9 + 4/7 * 7/2 / (1/3 * 2/5)
[303932] ['1/5', '2/9', '7/8', '4/3', '3'] -> (4/3 / 2/9 + 3 / 1/5) / 7/8
[303933] ['2/7', '5/7', '7/9', '8/7', '5'] -> (5 / 7/9 - (5/7 - 8/7)) / 2/7
[303934] ['3/7', '8/9', '9/2', '9/2', '9'] -> 8/9 * ((9/2 + 9) / 3/7 - 9/2)
[303935] ['2/7', '2/5', '5/6', '8/9', '6'] -> (2/5 * 5/6 + 6 / 2/7) / 8/9
[303936] ['4/5', '6/5', '9/7', '5/3', '7'] -> 6/5 * 7 * (9/7 + 5/3) - 4/5
[303937] ['1/5', '2/9', '7/8', '3/2', '3'] -> (3/2 / 1/5 + 3 / 2/9) / 7/8
[303938] ['1/3', '2/5', '3/5', '5/7', '9'] -> (3/5 + 1/3 / 5/7) * 9 / 2/5
[303939] ['3/7', '9/8', '9/8', '9/8', '9'] -> 9 / (9/8 / 3/7 - (9/8 + 9/8))
[303940] ['1/7', '4/9', '1/2', '3/4', '2'] -> 3/4 * (1/2 + 2 / (1/7 * 4/9))
[303941] ['2/7', '2/5', '5/6', '9/8', '6'] -> 9/8 * (2/5 * 5/6 + 6 / 2/7)
[303942] ['2/7', '4/5', '1', '9/7', '8/5'] -> 9/7 * 8/5 / (2/7 + 4/5 - 1)
[303943] ['2/7', '5/7', '7/9', '6/5', '5'] -> (5 / 7/9 - 5/7) * 6/5 / 2/7
[303944] ['5/7', '1', '6/5', '5/4', '3/2'] -> 1 / (3/2 - 5/4 / (5/7 * 6/5))
[303945] ['3/7', '9/8', '9/8', '6/5', '9'] -> 6/5 * (9 / 3/7 - 9/8 / 9/8)
[303946] ['1/3', '2/5', '3/5', '6/7', '9'] -> 6/7 * (2/5 + 3/5 + 9 / 1/3)
[303947] ['1/5', '2/9', '7/8', '5/3', '3'] -> 5/3 / (2/9 * 7/8) * (3 - 1/5)
[303948] ['4/5', '6/5', '9/7', '9/4', '7'] -> 9/4 + (6/5 + 9/7) * 7 / 4/5
[303949] ['5/9', '3/4', '7/9', '7/5', '7'] -> (7/5 + 7 / 5/9) / (3/4 * 7/9)
[303950] ['1/9', '9/7', '9/7', '3/2', '8'] -> 9/7 / (3/2 - 9/7 / (1/9 * 8))
[303951] ['2/7', '2/5', '5/6', '7/6', '6'] -> (6 / 5/6 - 2/5 / 7/6) / 2/7
[303952] ['1/7', '4/9', '1/2', '5/6', '2'] -> (5/6 / 1/7 - 1/2) * 2 / 4/9
[303953] ['1/5', '2/9', '7/8', '7/4', '3'] -> 7/4 / (2/9 * 7/8) + 3 / 1/5
[303954] ['5/7', '1', '6/5', '5/4', '5/3'] -> 6/5 / (5/4 / (5/7 * 5/3) - 1)
[303955] ['5/9', '3/4', '7/9', '8/5', '7'] -> 7 / (5/9 - 3/4 + 7/9 / 8/5)
[303956] ['1/3', '2/5', '3/5', '5/4', '9'] -> (9 + 2/5 + 3/5) / (1/3 * 5/4)
[303957] ['2/7', '5/7', '7/9', '9/7', '5'] -> 5/7 + (5 + 9/7 / 7/9) / 2/7
[303958] ['3/7', '9/8', '9/8', '7/5', '9'] -> 9/8 + (9 + 9/8 / 7/5) / 3/7
[303959] ['4/5', '6/5', '4/3', '4/3', '7'] -> (4/3 + 4/3) * (7 + 4/5 + 6/5)
[303960] ['1/7', '5/9', '5/2', '7/2', '8'] -> 7/2 * (1/7 + 8) - 5/2 / 5/9
[303961] ['2/7', '5/7', '7/9', '4/3', '5'] -> ((5/7 + 5) / 2/7 - 4/3) / 7/9
[303962] ['1/3', '2/5', '3/5', '7/4', '9'] -> 2/5 / (3/5 - 7/4 / (1/3 * 9))
[303963] ['1/7', '4/9', '1/2', '9/8', '2'] -> (2 / (1/7 * 9/8) - 4/9) / 1/2
[303964] ['5/9', '3/5', '3/2', '2', '5/2'] -> (3/2 + 5/2) * 2 / (5/9 * 3/5)
[303965] ['3/7', '5/8', '7/5', '5/2', '5'] -> (3/7 + 7/5) * (5/8 + 5/2 * 5)
[303966] ['1/9', '7/9', '1', '3/2', '9/4'] -> (7/9 + 1) * 9/4 / (1/9 * 3/2)
[303967] ['3/7', '9/8', '9/8', '5/3', '9'] -> 9/8 + 9/8 * 5/3 + 9 / 3/7
[303968] ['5/9', '3/5', '3/2', '2', '8/3'] -> 3/2 * 2 * 8/3 / (5/9 * 3/5)
[303969] ['1/9', '9/7', '9/7', '9/4', '8'] -> 8 / (9/7 / (9/7 * /4) - 1/9)
[303970] ['2/7', '5/7', '7/9', '8/5', '5'] -> 5 / (5/7 - 2/7) * 8/5 / 7/9
[303971] ['1/5', '2/9', '7/8', '8/3', '3'] -> (8/3 + 3) / (2/9 / 1/5 - 7/8)
[303972] ['5/9', '3/5', '3/2', '2', '7/2'] -> 2 * (3/2 + 7/2 / (5/9 * 3/5))
[303973] ['3/7', '9/8', '9/8', '9/5', '9'] -> (9/5 + 9/8 / 9/8) * (9 - 3/7)
[303974] ['3/7', '5/8', '7/5', '7/2', '5'] -> (3/7 / (5/8 * (5 / 7/2)) - 7/5))
[303975] ['1/7', '4/9', '1/2', '6/5', '2'] -> 2 / (4/9 * 1/2 - 1/7) - 6/5
[303976] ['5/9', '3/5', '8/5', '5/3', '2'] -> 8/5 / (2 * 5/9 / 5/3 - 3/5)
[303977] ['1/7', '5/9', '7/2', '9/2', '8'] -> 8 * (1/7 * 7/2 + 5/9 * 9/2)
[303978] ['4/5', '6/5', '4/3', '9/4', '7'] -> 6/5 + 9/4 * (4/5 + 4/3 * 7)
[303979] ['5/7', '1', '6/5', '5/4', '9/2'] -> 9/2 / (5/7 * (5/4 - 1)) - 6/5
[303980] ['1/9', '9/7', '9/7', '7/2', '8'] -> 7/2 * (1/9 * 9/7 - (9/7 - 8))
[303981] ['3/7', '5/8', '7/5', '9/2', '5'] -> 3/7 / (9/2 / (7/5 * 5) - 5/8)
[303982] ['1/5', '2/9', '7/8', '3', '9/2'] -> (9/2 / (1/5 * (7/8 / 2/9)) - 3))
[303983] ['5/9', '3/5', '8/5', '7/4', '2'] -> 3/5 / (8/5 - 7/4 / (5/9 * 2))
[303984] ['5/9', '3/4', '4/5', '7/8', '7'] -> (7 / ((5/9 * 3/4) * 4/5) * 7/8))
[303985] ['3/7', '9/8', '9/8', '5/2', '9'] -> 5/2 * 9 - (9/8 - 9/8 / 3/7)
[303986] ['1/9', '7/9', '1', '8/5', '9/5'] -> (7/9 + 1 + 8/5 / 9/5) / 1/9
[303987] ['1/3', '2/5', '5/8', '8/9', '9'] -> (9 + 1/3 / (5/8 * /9)) / 2/5
[303988] ['1/7', '4/7', '4/7', '3/5', '8'] -> 4/7 / (1/7 - 4/7 / 3/5 *
)[303989] ['1/5', '2/9', '8/9', '9/8', '3'] -> 3 / (2/9 / (1/5 * 8/9) - 9/8)
[303990] ['1/9', '9/7', '4/3', '7/5', '8'] -> (9/7 - 4/3 / 7/5) * 8 / 1/9
[303991] ['5/9', '3/5', '8/5', '2', '5/2'] -> 8/5 * 2 * 5/2 / (5/9 * 3/5)
[303992] ['5/9', '3/4', '4/5', '9/8', '7'] -> 7 / (5/9 * (9/8 - 3/4 * 4/5))
