[78797] ['1/8', '2/9', '5/6', '8/7', '4'] -> (4 / ((5/6 / 8/7) - (1/8 / 2/9)))
[88206] ['1/8', '3/7', '3/5', '8/3', '4'] -> (3/7 * (8/3 + (4 / (1/8 * 3/5))))
[88207] ['1/8', '1/8', '5/9', '9/7', '6'] -> (6 / (9/7 * (1/8 + (1/8 * 5/9))))
[88208] ['1/3', '5/9', '2/3', '2', '9/2'] -> (((2/3 + (5/9 * 2)) * 9/2) / 1/3)
[88209] ['3/7', '5/8', '4/5', '7/8', '3'] -> (3 / ((5/8 * 4/5) - (3/7 * 7/8)))
[88210] ['1/7', '3/4', '6/5', '3/2', '5'] -> (5 * (((6/5 * 3/4) / 1/7) - 3/2))
[88211] ['1/5', '3/4', '5/6', '9/4', '8'] -> (((3/4 + 8) + (9/4 / 1/5)) / 5/6)
[88212] ['1/8', '3/7', '3/5', '7/2', '4'] -> (4 + (7/2 / (3/5 * (1/8 / 3/7))))
[88213] ['2/9', '3/7', '4/3', '7/2', '4'] -> (4 / (7/2 - (2/9 + (4/3 / 3/7))))
[88214] ['1/8', '1/8', '5/9', '7/5', '6'] -> ((7/5 * 6) / (1/8 + (1/8 / 5/9)))
[88215] ['1/5', '1/4', '7/9', '5/3', '9'] -> (((1/5 + (7/9 / 5/3)) * 9) / 1/4)
[88216] ['1/9', '3/5', '2/3', '5/4', '7'] -> (2/3 / ((1/9 * 7) - (3/5 * 5/4)))
[88217] ['3/5', '4/5', '1', '3/2', '5/3'] -> ((5/3 / (3/5 - (4/5 / 3/2))) - 1)
[88218] ['1/8', '3/7', '3/5', '4', '9/2'] -> (3/7 * ((9/2 / (1/8 * 3/5)) - 4))
[88219] ['2/9', '3/7', '4/3', '4', '9/2'] -> ((4 / (2/9 * 4/3)) + (9/2 / 3/7))
[88220] ['1/3', '5/9', '5/7', '3/4', '2'] -> ((1/3 * 2) / ((5/9 / 5/7) - 3/4))
[88221] ['1/5', '1/4', '7/9', '7/4', '9'] -> ((1/4 / 1/5) + (9 * (7/9 + 7/4)))
[88222] ['3/5', '4/5', '1', '3/2', '7/4'] -> ((4/5 * 3/2) / ((3/5 * 7/4) - 1))
[88223] ['1/5', '3/4', '5/6', '9/2', '8'] -> (8 / ((1/5 * 5/6) + (3/4 / 9/2)))
[88224] ['1/2', '1/2', '8/5', '7/3', '9'] -> ((1/2 + (1/2 * 7/3)) * (8/5 * 9))
[88225] ['4/7', '5/7', '7/9', '7/3', '4'] -> ((7/9 + 7/3) * (5/7 + (4 / 4/7)))
[88226] ['1/8', '3/7', '5/8', '5/7', '4'] -> (3/7 + (((5/7 + 4) * 5/8) / 1/8))
[88227] ['1/5', '3/4', '6/7', '8/9', '8'] -> ((8 / (1/5 * (3/4 + 6/7))) - 8/9)
[88228] ['1/7', '3/4', '6/5', '7/3', '5'] -> ((6/5 / 7/3) * (5 / (1/7 * 3/4)))
[88229] ['1/9', '3/5', '2/3', '3/2', '7'] -> (((7 / (3/5 + 3/2)) - 2/3) / 1/9)
[88230] ['1/8', '1/8', '5/9', '7/2', '6'] -> (6 + (7/2 / (1/8 + (1/8 * 5/9))))
[88231] ['2/7', '5/9', '5/8', '7/3', '5'] -> (5 / ((5/9 / (2/7 * 7/3)) - 5/8))
[88232] ['1/9', '7/6', '7/6', '7/4', '5'] -> (((7/6 * 5) - 7/6) / (1/9 * 7/4))
[88233] ['4/7', '5/7', '7/9', '8/3', '4'] -> (8/3 / ((4 * (7/9 - 4/7)) - 5/7))
[88234] ['1/2', '1/2', '9/5', '9/5', '9'] -> ((9/5 + 9) / (9/5 * (1/2 * 1/2)))
[88235] ['1/7', '3/4', '6/5', '8/3', '5'] -> (5 * ((3/4 / 1/7) - (6/5 / 8/3)))
[88236] ['1/8', '1/8', '4/7', '5/8', '6'] -> (((6 - (1/8 + 5/8)) * 4/7) / 1/8)
[88237] ['1/8', '3/7', '5/8', '8/9', '4'] -> (4 / (3/7 * (8/9 + (1/8 - 5/8))))
[88238] ['1/2', '1/2', '9/5', '9/4', '9'] -> ((9 / 1/2) / ((9/4 / 9/5) - 1/2))
[88239] ['2/9', '3/7', '7/5', '9/5', '4'] -> ((7/5 * (3/7 + (4 / 2/9))) - 9/5)
[88240] ['3/7', '5/8', '4/5', '7/4', '3'] -> ((3 / 7/4) / ((5/8 * 4/5) - 3/7))
[88241] ['3/5', '4/5', '1', '8/5', '7/4'] -> ((8/5 / 4/5) / (7/4 - (1 / 3/5)))
[88242] ['1/7', '3/4', '6/5', '7/2', '5'] -> ((6/5 * 5) / (3/4 - (1/7 * 7/2)))
[88243] ['1/9', '3/5', '2/3', '8/3', '7'] -> ((((8/3 + 7) / 3/5) - 1/9) / 2/3)
[88244] ['2/7', '5/9', '5/8', '7/2', '5'] -> ((5 / 5/9) / ((2/7 * 7/2) - 5/8))
[88245] ['1/5', '3/4', '6/7', '9/7', '8'] -> ((6/7 + ((8 * 3/4) / 1/5)) / 9/7)
[88246] ['3/5', '4/5', '1', '8/5', '9/5'] -> (((9/5 * 8/5) / 3/5) / (1 - 4/5))
[88247] ['1/8', '3/7', '5/8', '9/8', '4'] -> ((5/8 + 9/8) * ((4 * 3/7) / 1/8))
[88248] ['1/8', '1/8', '4/7', '5/7', '6'] -> (6 / ((5/7 / 4/7) - (1/8 / 1/8)))
[88249] ['1/5', '1/4', '4/5', '6/7', '9'] -> ((((4/5 * 9) - 1/5) * 6/7) / 1/4)
[88250] ['1/9', '7/6', '7/6', '9/4', '5'] -> ((5 + (7/6 / 7/6)) / (1/9 * 9/4))
[88251] ['2/9', '3/7', '7/5', '9/4', '4'] -> (((4 - (3/7 / 9/4)) * 7/5) / 2/9)
[88252] ['1/2', '1/2', '9/5', '7/2', '9'] -> (((7/2 / 1/2) + (9 / 9/5)) / 1/2)
[88253] ['1/9', '3/5', '2/3', '7/2', '7'] -> (((7 / (3/5 * 7/2)) - 2/3) / 1/9)
[88254] ['3/7', '5/8', '4/5', '9/5', '3'] -> (((4/5 + (9/5 / 3/7)) * 3) / 5/8)
[88255] ['3/5', '4/5', '1', '8/5', '9/4'] -> (8/5 / ((3/5 / 9/4) + (4/5 - 1)))
[88256] ['1/2', '1/2', '9/5', '9/2', '9'] -> (((1/2 + 9) + (9/2 / 9/5)) / 1/2)
[88257] ['2/7', '5/9', '5/8', '9/2', '5'] -> (((5 / 2/7) - (5/9 * 9/2)) / 5/8)
[88258] ['1/8', '1/2', '7/9', '7/8', '3'] -> ((3 + (7/8 / (1/8 * 7/9))) / 1/2)
[88259] ['1/5', '3/4', '6/7', '7/5', '8'] -> (((3/4 * 8) - (6/7 * 7/5)) / 1/5)
[88260] ['3/7', '5/8', '4/5', '9/4', '3'] -> ((3 / (4/5 - (3/7 / 5/8))) - 9/4)
[88261] ['2/7', '5/9', '2/3', '5/7', '5'] -> ((2/3 / (2/7 * 5/9)) * (5/7 + 5))
[88262] ['1/9', '3/5', '5/7', '5/7', '7'] -> ((3/5 * 7) * ((5/7 / 1/9) - 5/7))
[88263] ['1/8', '3/7', '5/8', '6/5', '4'] -> (6/5 / ((5/8 / (4 - 3/7)) - 1/8))
[88264] ['1/2', '1/2', '9/4', '9/2', '9'] -> ((9/2 + 9) / (9/4 * (1/2 * 1/2)))
[88265] ['3/7', '5/8', '4/5', '7/3', '3'] -> ((3 / 5/8) / ((3/7 * 7/3) - 4/5))
[88266] ['1/9', '7/6', '7/6', '5/2', '5'] -> ((((7/6 + 5/2) / 1/9) - 5) / 7/6)
[88267] ['3/5', '4/5', '1', '8/5', '9/2'] -> (8/5 / (1 - (4/5 + (3/5 / 9/2))))
[88268] ['1/8', '3/7', '5/8', '5/4', '4'] -> ((5/4 + 4) * ((5/8 / 1/8) - 3/7))
[88269] ['2/9', '3/7', '7/5', '8/3', '4'] -> (4 + (8/3 / (7/5 * (2/9 * 3/7))))
[88270] ['2/7', '5/9', '2/3', '7/9', '5'] -> (2/3 + (((5/9 + 7/9) * 5) / 2/7))
[88271] ['1/9', '3/5', '5/7', '7/9', '7'] -> (((5/7 * 3/5) / 1/9) * (7 - 7/9))
[88272] ['1/8', '1/8', '4/7', '7/6', '6'] -> ((1/8 + 6) / (7/6 * (1/8 / 4/7)))
[88273] ['1/7', '3/4', '5/4', '5/3', '5'] -> ((((5/4 / 1/7) - 3/4) * 5) / 5/3)
[88274] ['1/5', '3/4', '6/7', '5/3', '8'] -> ((3/4 + 6/7) * (8 * (1/5 + 5/3)))
[88275] ['1/5', '1/4', '5/6', '9/8', '9'] -> (9 / ((1/4 / (1/5 * 5/6)) - 9/8))
[88276] ['3/5', '4/5', '1', '5/3', '9/5'] -> ((1 + 5/3) * (9/5 / (4/5 - 3/5)))
[88277] ['2/7', '5/9', '2/3', '4/5', '5'] -> ((((5 * 4/5) / 2/7) - 2/3) / 5/9)
[88278] ['1/3', '5/9', '5/7', '5/4', '2'] -> (2 / ((5/4 / 5/7) - (5/9 / 1/3)))
[88279] ['1/9', '3/5', '5/7', '4/5', '7'] -> (4/5 / (1/9 - (3/5 / (5/7 + 7))))
[88280] ['1/9', '7/6', '7/6', '7/2', '5'] -> (((7/6 / 1/9) + (7/2 * 5)) / 7/6)
[88281] ['3/7', '5/8', '4/5', '3', '9/2'] -> (3 + (9/2 / (4/5 * (3/7 * 5/8))))
[88282] ['1/8', '3/7', '5/8', '3/2', '4'] -> (4 / ((1/8 + 3/2) - (5/8 / 3/7)))
[88283] ['2/7', '5/9', '2/3', '6/7', '5'] -> ((6/7 + ((5 * 2/3) / 5/9)) / 2/7)
[88284] ['1/5', '3/4', '6/7', '9/4', '8'] -> (6/7 * (((8 - 9/4) / 1/5) - 3/4))
[88285] ['1/2', '5/9', '5/9', '5/7', '9'] -> (((5/9 + (5/9 / 5/7)) * 9) / 1/2)
[88286] ['1/5', '1/4', '5/6', '9/7', '9'] -> (((1/5 + (9 / 9/7)) * 5/6) / 1/4)
[88287] ['1/5', '3/4', '6/7', '5/2', '8'] -> (5/2 * ((1/5 / 3/4) + (8 / 6/7)))
[88288] ['1/2', '5/9', '5/9', '7/9', '9'] -> (9 * ((5/9 + 5/9) + (7/9 / 1/2)))
[88289] ['1/8', '1/8', '4/7', '3/2', '6'] -> (6 / (((1/8 / 1/8) / 4/7) - 3/2))
[88290] ['1/7', '3/4', '5/4', '9/2', '5'] -> (((5 - 3/4) / 1/7) - (5/4 + 9/2))
[88291] ['1/5', '3/4', '6/7', '8/3', '8'] -> ((3/4 * 6/7) * ((8 / 1/5) - 8/3))
[88292] ['1/9', '3/5', '5/7', '8/9', '7'] -> ((5/7 * 8/9) * ((7 * 3/5) / 1/9))
[88293] ['1/2', '5/9', '5/9', '4/5', '9'] -> (9 / ((5/9 / 5/9) - (1/2 / 4/5)))
[88294] ['1/3', '5/9', '5/7', '4/3', '2'] -> (4/3 / (((5/9 / 5/7) / 2) - 1/3))
[88295] ['1/5', '3/4', '6/7', '7/2', '8'] -> (8 / ((7/2 / 6/7) - (3/4 / 1/5)))
[88296] ['3/7', '5/8', '5/6', '8/7', '3'] -> (8/7 / ((5/6 / 5/8) - (3/7 * 3)))
[88297] ['2/7', '5/9', '2/3', '6/5', '5'] -> (2/3 + (((5/9 + 5) * 6/5) / 2/7))
[88298] ['1/5', '3/4', '6/7', '9/2', '8'] -> (8 * (1/5 + (9/2 / (3/4 + 6/7))))
[88299] ['1/7', '3/4', '9/7', '7/5', '5'] -> (((7/5 + 5) * (9/7 - 3/4)) / 1/7)
[88300] ['1/2', '5/9', '5/9', '9/8', '9'] -> (9 / ((1/2 - 9/8) + (5/9 / 5/9)))
[88301] ['3/5', '4/5', '1', '7/4', '5/2'] -> ((4/5 * 5/2) / (7/4 - (1 / 3/5)))
[88302] ['1/8', '1/2', '7/9', '9/7', '3'] -> ((7/9 * 9/7) / ((1/2 / 3) - 1/8))
[88303] ['2/9', '3/7', '3/2', '7/2', '4'] -> (7/2 * ((3/7 / 4) + (3/2 / 2/9)))
[88304] ['3/7', '5/8', '5/6', '7/6', '3'] -> ((3 / 3/7) / ((5/8 + 5/6) - 7/6))
[88305] ['2/7', '5/9', '2/3', '9/7', '5'] -> (((9/7 + (5 / 5/9)) * 2/3) / 2/7)
[88306] ['1/9', '7/6', '6/5', '9/7', '5'] -> (((5 / 6/5) - (7/6 * 9/7)) / 1/9)
[88307] ['1/8', '1/8', '4/7', '5/2', '6'] -> (6 / (4/7 * (1/8 + (1/8 * 5/2))))
[88308] ['1/7', '3/4', '9/7', '8/5', '5'] -> (8/5 / ((9/7 / 5) - (1/7 / 3/4)))
[88309] ['1/2', '5/9', '5/9', '8/7', '9'] -> (9 / (((5/9 / 5/9) / 8/7) - 1/2))
[88310] ['1/8', '1/8', '4/7', '8/3', '6'] -> ((6 / 8/3) / ((1/8 / 4/7) - 1/8))
[88311] ['1/2', '5/9', '5/9', '7/6', '9'] -> (9 * ((1/2 + 7/6) + (5/9 / 5/9)))
[88312] ['1/8', '3/7', '2/3', '3/4', '4'] -> (2/3 + ((4 + (3/4 / 1/8)) / 3/7))
[88313] ['1/9', '7/6', '6/5', '7/5', '5'] -> ((5 - (7/6 + (7/5 / 6/5))) / 1/9)
[88314] ['3/5', '4/5', '1', '7/4', '9/2'] -> ((4/5 * 9/2) / (7/4 - (3/5 + 1)))
[88315] ['3/7', '5/8', '5/6', '9/7', '3'] -> (3 / ((3/7 / 9/7) + (5/8 - 5/6)))
[88316] ['1/9', '3/5', '5/7', '4/3', '7'] -> (1/9 + (((5/7 + 4/3) * 7) / 3/5))
[88317] ['1/5', '1/4', '6/7', '5/4', '9'] -> ((((9 / 5/4) - 1/5) * 6/7) / 1/4)
[88318] ['3/5', '4/5', '1', '9/5', '9/5'] -> ((9/5 + (9/5 / 3/5)) / (1 - 4/5))
[88319] ['1/5', '3/4', '7/8', '9/7', '8'] -> (8 * ((3/4 / (1/5 * 7/8)) - 9/7))
[88320] ['1/2', '5/9', '5/9', '5/4', '9'] -> (9 / ((5/9 / 5/9) - (1/2 * 5/4)))
[88321] ['2/9', '3/7', '8/5', '9/4', '4'] -> ((4 / (8/5 * (2/9 * 3/7))) - 9/4)
[88322] ['1/7', '3/4', '9/7', '8/3', '5'] -> (((5 - 9/7) / 1/7) - (3/4 * 8/3))
[88323] ['1/3', '5/9', '5/7', '2', '9/4'] -> (2 / ((5/9 / (1/3 * 5/7)) - 9/4))
[88324] ['1/9', '3/5', '5/7', '7/5', '7'] -> (((5/7 * 7) - (7/5 / 3/5)) / 1/9)
[88325] ['1/8', '1/2', '7/9', '9/5', '3'] -> (7/9 / (1/8 - ((1/2 / 9/5) / 3)))
[88326] ['1/9', '7/6', '6/5', '5/3', '5'] -> ((5 - (5/3 * (7/6 * 6/5))) / 1/9)
[88327] ['1/5', '1/4', '6/7', '9/7', '9'] -> (((9/7 + 9) - (6/7 / 1/5)) / 1/4)
[88328] ['1/7', '3/4', '9/7', '7/2', '5'] -> (7/2 * ((1/7 + 5) + (9/7 / 3/4)))
[88329] ['1/2', '5/9', '5/9', '7/5', '9'] -> (((5/9 + (5/9 * 7/5)) * 9) / 1/2)
[88330] ['2/9', '3/7', '8/5', '7/3', '4'] -> (8/5 * (2/9 + ((7/3 + 4) / 3/7)))
[88331] ['1/8', '3/7', '2/3', '9/8', '4'] -> (4 / (9/8 - (2/3 + (1/8 / 3/7))))
[88332] ['3/7', '5/8', '5/6', '8/5', '3'] -> (3 / ((5/8 / 3/7) - (5/6 * 8/5)))
[88333] ['4/7', '5/7', '5/6', '7/3', '4'] -> (4 / ((4/7 * 7/3) - (5/6 / 5/7)))
[88334] ['1/2', '5/9', '5/9', '8/5', '9'] -> ((5/9 + (5/9 / 1/2)) * (8/5 * 9))
[88335] ['3/5', '4/5', '1', '9/5', '7/2'] -> (4/5 / (7/2 - (9/5 + (1 / 3/5))))
[88336] ['1/5', '1/4', '6/7', '7/5', '9'] -> ((6/7 * 7/5) * (9 / (1/5 + 1/4)))
[88337] ['1/3', '5/9', '5/7', '2', '8/3'] -> (8/3 / ((5/9 / 5/7) - (1/3 * 2)))
[88338] ['4/7', '5/7', '5/6', '5/2', '4'] -> ((5/2 * 4) / ((5/7 / 4/7) - 5/6))
[88339] ['3/7', '5/8', '5/6', '5/3', '3'] -> (5/3 / ((5/6 / 3/7) - (5/8 * 3)))
[88340] ['1/2', '5/9', '5/9', '5/3', '9'] -> ((5/3 + (5/9 * 9)) / (1/2 * 5/9))
[88341] ['3/5', '4/5', '1', '9/5', '9/2'] -> (9/2 * (1 + ((4/5 + 9/5) / 3/5)))
[88342] ['1/5', '3/4', '7/8', '7/4', '8'] -> ((8 + (7/4 / (1/5 * 7/8))) / 3/4)
[88343] ['1/8', '3/7', '2/3', '5/4', '4'] -> ((5/4 / 1/8) + (4 / (3/7 * 2/3)))
[88344] ['2/7', '5/9', '2/3', '5/2', '5'] -> (((5/2 + (5 / 2/7)) * 2/3) / 5/9)
[88345] ['3/7', '5/8', '5/6', '7/4', '3'] -> (3 / (3/7 * (7/4 - (5/8 + 5/6))))
[88346] ['1/5', '3/4', '7/8', '9/4', '8'] -> ((((7/8 * 8) * 3/4) / 1/5) - 9/4)
[88347] ['1/2', '5/9', '5/9', '7/4', '9'] -> (9 / (1/2 * (7/4 - (5/9 / 5/9))))
[88348] ['1/9', '7/6', '6/5', '8/3', '5'] -> (((7/6 - 8/3) + (5 / 6/5)) / 1/9)
[88349] ['4/7', '5/7', '5/6', '7/2', '4'] -> (4/7 / ((5/6 / 5/7) - (4 / 7/2)))
[88350] ['1/8', '1/2', '4/5', '7/8', '3'] -> (3 / (7/8 - (1/8 + (1/2 / 4/5))))
[88351] ['3/7', '5/8', '5/6', '9/5', '3'] -> ((3 / 3/7) / ((5/8 * 9/5) - 5/6))
[88352] ['1/5', '1/4', '6/7', '5/3', '9'] -> (9 / (1/5 + ((1/4 / 6/7) / 5/3)))
[88353] ['1/5', '3/4', '7/8', '7/3', '8'] -> ((7/3 / (1/5 * 7/8)) + (8 / 3/4))
[88354] ['1/7', '3/4', '4/3', '9/5', '5'] -> (((5 / (9/5 - 3/4)) - 4/3) / 1/7)
[88355] ['1/2', '5/9', '5/9', '9/5', '9'] -> (((9/5 + 9) * (5/9 + 5/9)) / 1/2)
[88356] ['3/5', '4/5', '1', '9/4', '8/3'] -> ((9/4 * 8/3) / (1 - (3/5 / 4/5)))
[88357] ['1/9', '7/6', '6/5', '7/2', '5'] -> (5 * ((1/9 * 6/5) + (7/6 + 7/2)))
[88358] ['1/8', '1/8', '3/5', '4/3', '6'] -> ((4/3 * 6) / (1/8 + (1/8 / 3/5)))
[88359] ['2/7', '5/9', '2/3', '7/2', '5'] -> (((5 / 2/7) - (2/3 + 7/2)) / 5/9)
[88360] ['1/9', '3/5', '5/7', '7/3', '7'] -> ((7/3 / 1/9) + (7 * (3/5 * 5/7)))
[88361] ['1/8', '3/7', '2/3', '3/2', '4'] -> ((2/3 + 4) * ((3/2 * 3/7) / 1/8))
[88362] ['1/2', '5/9', '5/9', '9/4', '9'] -> (9/4 * ((5/9 / 1/2) + (5/9 + 9)))
[88363] ['1/8', '1/8', '3/5', '7/4', '6'] -> ((7/4 + (6 * (1/8 / 3/5))) / 1/8)
[88364] ['1/5', '1/4', '6/7', '9/5', '9'] -> (((9 - (1/5 + 9/5)) * 6/7) / 1/4)
[88365] ['2/7', '5/9', '2/3', '9/2', '5'] -> (2/3 * (9/2 + (5 / (2/7 * 5/9))))
[88367] ['4/7', '5/7', '6/7', '7/8', '4'] -> (7/8 * ((4 / (6/7 - 5/7)) - 4/7))
[88368] ['1/9', '7/6', '5/4', '5/4', '5'] -> (((7/6 + 5/4) + (5/4 / 5)) / 1/9)
[88366] ['2/9', '3/7', '5/3', '7/4', '4'] -> ((4 + (5/3 / 7/4)) / (3/7 - 2/9))
[88369] ['3/5', '6/7', '9/8', '7/5', '3'] -> ((3/5 * 3) / ((6/7 * 7/5) - 9/8))
[88370] ['1/9', '7/6', '5/4', '9/7', '5'] -> ((5 / (1/9 * 7/6)) / (5/4 * 9/7))
[88371] ['1/8', '1/8', '3/5', '8/3', '6'] -> (8/3 * ((6 / 3/5) - (1/8 / 1/8)))
[88372] ['1/2', '5/9', '5/9', '9/2', '9'] -> (9/2 * (5/9 + (1/2 * (5/9 + 9))))
[88373] ['3/7', '5/8', '5/6', '8/3', '3'] -> (8/3 / ((5/6 / (3/7 * 5/8)) - 3))
[88374] ['2/7', '5/9', '5/7', '5/7', '5'] -> ((5/7 + 5) / (5/9 * (5/7 - 2/7)))
[88375] ['1/7', '3/4', '7/5', '3/2', '5'] -> ((7/5 + 5) * ((3/4 / 1/7) - 3/2))
[88376] ['1/8', '1/8', '3/5', '7/2', '6'] -> ((7/2 / (1/8 + 1/8)) + (6 / 3/5))
[88377] ['3/5', '6/7', '9/8', '3/2', '3'] -> (3 / ((9/8 / 3/5) - (3/2 / 6/7)))
[88378] ['1/5', '3/4', '8/9', '8/9', '8'] -> (((8/9 / 1/5) / (8/9 - 3/4)) - 8)
[88379] ['1/3', '5/9', '3/4', '7/5', '2'] -> ((1/3 * 2) / ((5/9 * 7/5) - 3/4))
[88380] ['4/7', '5/7', '6/7', '9/8', '4'] -> (4 / (4/7 * (9/8 - (5/7 / 6/7))))
[88381] ['1/5', '3/4', '8/9', '9/8', '8'] -> ((8 / (1/5 * 8/9)) / (3/4 + 9/8))
[88382] ['1/9', '7/6', '5/4', '7/5', '5'] -> ((5 - (7/5 + (7/6 / 5/4))) / 1/9)
[88383] ['3/5', '4/5', '1', '7/3', '5/2'] -> (1 / (((5/2 - 3/5) / 4/5) - 7/3))
[88384] ['1/7', '3/4', '7/5', '7/4', '5'] -> ((3/4 - 7/4) + (5 / (1/7 * 7/5)))
[88385] ['2/9', '3/7', '5/3', '5/2', '4'] -> ((5/3 / (2/9 * 3/7)) + (5/2 + 4))
[88386] ['3/5', '4/5', '1', '7/3', '8/3'] -> (((7/3 + 8/3) / (4/5 - 3/5)) - 1)
[88387] ['2/9', '3/7', '5/3', '8/3', '4'] -> (8/3 / ((2/9 - 4) + (5/3 / 3/7)))
[88388] ['1/3', '5/9', '3/4', '7/4', '2'] -> (3/4 / (2 - (7/4 / (1/3 + 5/9))))
[88389] ['1/5', '1/4', '6/7', '7/2', '9'] -> ((((7/2 * 6/7) / 1/5) - 9) / 1/4)
[88390] ['1/8', '1/8', '5/8', '6/7', '6'] -> ((5/8 / ((1/8 / 6/7) - 1/8)) - 6)
[88391] ['2/7', '5/9', '5/7', '5/6', '5'] -> ((5/6 + ((5 * 5/7) / 2/7)) / 5/9)
[88392] ['3/7', '5/8', '6/7', '9/8', '3'] -> (3 / (((6/7 * 5/8) / 3/7) - 9/8))
[88393] ['1/9', '7/6', '5/4', '3/2', '5'] -> ((((5 / 5/4) - 7/6) / 1/9) - 3/2)
[88394] ['1/7', '3/4', '7/5', '7/3', '5'] -> (((5 * (1/7 + 7/5)) * 7/3) / 3/4)
[88395] ['1/9', '3/5', '3/4', '5/6', '7'] -> ((7 / 3/4) / ((3/5 * 5/6) - 1/9))
[88396] ['3/5', '4/5', '1', '5/2', '5/2'] -> (((5/2 + 5/2) / (4/5 - 3/5)) - 1)
[88397] ['2/7', '5/9', '5/7', '6/7', '5'] -> ((((5 - 5/7) / 5/9) - 6/7) / 2/7)
[88398] ['1/7', '3/4', '7/5', '5/2', '5'] -> (((5/2 * (1/7 + 5)) * 7/5) / 3/4)
[88399] ['1/8', '1/8', '5/8', '7/6', '6'] -> ((5/8 / ((1/8 * 7/6) - 1/8)) - 6)
[88400] ['3/7', '5/8', '6/7', '4/3', '3'] -> (3 / ((5/8 / (6/7 - 3/7)) - 4/3))
[88401] ['1/3', '5/9', '7/9', '7/9', '2'] -> ((5/9 + 7/9) / ((7/9 / 2) - 1/3))
[88402] ['4/7', '5/7', '6/7', '7/4', '4'] -> (4 / ((4/7 * 7/4) - (5/7 / 6/7)))
[88403] ['1/9', '7/6', '5/4', '8/5', '5'] -> ((5 - (8/5 * (7/6 * 5/4))) / 1/9)
[88404] ['3/5', '6/7', '9/8', '7/3', '3'] -> (3 / ((6/7 * 7/3) - (9/8 / 3/5)))
[88405] ['1/5', '3/4', '8/9', '5/4', '8'] -> (8 / (((3/4 * 8/9) / 5/4) - 1/5))
[88406] ['1/2', '5/9', '4/7', '5/6', '9'] -> ((1/2 / (4/7 - 5/9)) - (5/6 * 9))
[88407] ['2/7', '5/9', '5/7', '7/8', '5'] -> ((5 / (5/9 * 7/8)) / (5/7 - 2/7))
[88408] ['3/5', '4/5', '1', '5/2', '7/2'] -> ((5/2 + 7/2) / (1 - (3/5 / 4/5)))
[88409] ['1/3', '5/9', '7/9', '4/5', '2'] -> (2 / ((7/9 / 4/5) - (1/3 + 5/9)))
[88410] ['1/5', '1/4', '7/8', '8/7', '9'] -> (8/7 + (9 / (7/8 * (1/5 + 1/4))))
[88411] ['2/7', '5/9', '5/7', '8/9', '5'] -> ((8/9 / (2/7 * 5/9)) * (5 - 5/7))
[88412] ['1/5', '3/4', '8/9', '9/7', '8'] -> (3/4 * (8/9 + (8 / (1/5 * 9/7))))
[88413] ['1/3', '5/9', '7/9', '5/6', '2'] -> (((5/9 / (5/6 - 7/9)) - 2) / 1/3)
[88414] ['4/7', '5/7', '6/7', '9/4', '4'] -> (6/7 / ((5/7 * 4) - (4/7 + 9/4)))
[88415] ['2/7', '5/9', '5/7', '9/8', '5'] -> ((5 - 5/7) / (9/8 * (2/7 * 5/9)))
[88416] ['3/7', '5/8', '6/7', '7/4', '3'] -> (3 / ((7/4 * (6/7 - 3/7)) - 5/8))
[88417] ['1/5', '3/4', '8/9', '4/3', '8'] -> ((8 / (1/5 * 3/4)) / (8/9 + 4/3))
[88418] ['1/8', '1/2', '5/6', '6/7', '3'] -> (3 / (5/6 - (1/8 + (1/2 / 6/7))))
[88419] ['4/7', '5/7', '6/7', '5/2', '4'] -> ((6/7 + (4 * (5/7 + 5/2))) / 4/7)
[88420] ['1/5', '1/4', '7/8', '7/5', '9'] -> (9 / (1/4 + ((1/5 * 7/8) / 7/5)))
[88421] ['2/9', '3/7', '7/4', '4', '9/2'] -> ((4 / 2/9) + (9/2 / (3/7 * 7/4)))
[88422] ['3/7', '5/8', '6/7', '9/5', '3'] -> ((3 / 5/8) / ((6/7 / 3/7) - 9/5))
[88423] ['2/7', '5/9', '5/7', '8/7', '5'] -> (((5 * 8/7) / 5/9) / (5/7 - 2/7))
[88424] ['1/5', '3/4', '8/9', '7/5', '8'] -> ((7/5 * 8) / ((3/4 * 8/9) - 1/5))
[88425] ['1/3', '5/9', '7/9', '7/8', '2'] -> (1/3 / ((7/8 / 7/9) - (5/9 * 2)))
[88426] ['1/8', '1/8', '2/3', '4/5', '6'] -> (6 / (4/5 * (1/8 + (1/8 / 2/3))))
[88427] ['1/9', '3/5', '3/4', '6/5', '7'] -> ((7 / 3/4) / ((3/5 / 6/5) - 1/9))
[88428] ['3/5', '5/6', '5/6', '6/7', '1'] -> ((3/5 / (6/7 - 5/6)) - (1 / 5/6))
[88429] ['2/9', '3/7', '9/5', '9/5', '4'] -> ((9/5 + (9/5 / 3/7)) + (4 / 2/9))
[88430] ['1/9', '3/5', '3/4', '5/4', '7'] -> ((3/4 * 7) + (5/4 / (1/9 * 3/5)))
[88431] ['1/3', '5/9', '7/9', '8/7', '2'] -> (8/7 / ((5/9 / 7/9) - (1/3 * 2)))
[88432] ['3/5', '6/7', '8/7', '6/5', '3'] -> ((6/5 * 3) / ((6/7 / 8/7) - 3/5))
[88433] ['2/7', '5/9', '5/7', '7/6', '5'] -> (((7/6 + (5 / 2/7)) * 5/7) / 5/9)
[88434] ['1/5', '1/4', '7/8', '7/4', '9'] -> (9 / ((1/4 / 1/5) + (7/8 - 7/4)))
