[59098] ['1/9', '1/7', '4/5', '9/5', '7'] -> (((7 - 4/5) / (1/7 * 9/5)) - 1/9)
[69595] ['1/4', '7/6', '8/5', '9/2', '5'] -> ((8/5 / 1/4) / (7/6 - (9/2 / 5)))
[69596] ['2/5', '5/7', '7/4', '5/2', '4'] -> ((2/5 / (5/7 - (7/4 / 5/2))) - 4)
[69597] ['1/5', '4/7', '7/8', '5/3', '5'] -> (5 / (7/8 * (4/7 - (1/5 * 5/3))))
[69598] ['1/6', '4/7', '8/9', '9/4', '9'] -> ((9 - (8/9 * 9/4)) / (1/6 / 4/7))
[69599] ['5/9', '2/3', '7/5', '9/5', '4'] -> ((4 / 5/9) / ((7/5 / 2/3) - 9/5))
[69600] ['1/4', '7/6', '5/3', '5/3', '5'] -> ((5 / (1/4 * 5/3)) / (5/3 - 7/6))
[69601] ['1/5', '5/9', '7/4', '9/4', '6'] -> ((7/4 / (1/5 * 5/9)) + (9/4 + 6))
[69602] ['2/7', '4/5', '2', '5/2', '5/2'] -> ((2 + (4/5 / 2/7)) * (5/2 + 5/2))
[69603] ['2/9', '1/4', '8/9', '8/7', '4'] -> (((8/9 / 8/7) / (1/4 - 2/9)) - 4)
[69604] ['1/9', '4/5', '7/5', '8/5', '4'] -> (((4 / 1/9) - (4/5 + 8/5)) / 7/5)
[69605] ['4/7', '4/5', '1', '9/8', '6/5'] -> (1 / ((4/5 / (4/7 * 6/5)) - 9/8))
[69606] ['1/7', '2/5', '2/5', '7/8', '5'] -> ((2/5 + 5) / (7/8 * (2/5 - 1/7)))
[69607] ['2/5', '5/6', '9/8', '5/2', '3'] -> (5/2 / ((9/8 / (2/5 * 3)) - 5/6))
[69608] ['1/9', '1/2', '5/7', '7/6', '5'] -> ((5 - ((1/2 + 7/6) / 5/7)) / 1/9)
[69609] ['3/8', '5/8', '6/7', '5/2', '8'] -> ((6/7 * 8) * (5/2 + (3/8 + 5/8)))
[69610] ['1/8', '1/7', '3/7', '3/2', '3'] -> (3 + (3/2 / (1/8 * (1/7 + 3/7))))
[69611] ['1/5', '4/7', '7/8', '9/5', '5'] -> (9/5 / (7/8 * (1/5 - (4/7 / 5))))
[69612] ['2/9', '1/4', '8/9', '7/5', '4'] -> ((7/5 + 4) / (1/4 / (2/9 + 8/9)))
[69613] ['1/5', '5/9', '7/4', '5/2', '6'] -> (6 / (7/4 - (5/9 * (1/5 + 5/2))))
[69614] ['2/7', '4/5', '2', '5/2', '9/2'] -> (9/2 + (5/2 * (4/5 + (2 / 2/7))))
[69615] ['2/5', '5/6', '9/8', '3', '7/2'] -> (3 / (7/2 - (9/8 / (2/5 * 5/6))))
[69616] ['4/7', '4/5', '1', '9/8', '9/7'] -> (9/7 / ((9/8 / (4/5 + 1)) - 4/7))
[69617] ['2/5', '5/7', '7/4', '4', '9/2'] -> (((4 + (9/2 / 5/7)) / 2/5) - 7/4)
[69618] ['5/9', '2/3', '7/5', '5/2', '4'] -> (((4 * (7/5 * 5/2)) - 2/3) / 5/9)
[69619] ['1/9', '1/2', '5/7', '9/7', '5'] -> ((5 + (1/9 * 9/7)) / (5/7 - 1/2))
[69620] ['3/8', '5/8', '6/7', '9/2', '8'] -> ((6/7 * 8) * (9/2 - (3/8 + 5/8)))
[69621] ['1/9', '1/4', '9/7', '7/3', '7'] -> ((7 / (1/4 * 9/7)) - (1/9 - 7/3))
[69622] ['1/4', '7/6', '7/4', '7/4', '5'] -> (((7/4 * 5) - 7/4) / (1/4 * 7/6))
[69623] ['4/7', '4/5', '1', '9/8', '4/3'] -> ((1 / 4/7) / ((9/8 / 4/5) - 4/3))
[69624] ['2/7', '4/5', '2', '8/3', '7/2'] -> ((8/3 * (4/5 + 2)) * (7/2 - 2/7))
[69625] ['2/9', '1/4', '9/8', '9/8', '4'] -> ((4 / 2/9) / ((9/8 / 9/8) - 1/4))
[69626] ['3/8', '5/8', '7/8', '6/5', '8'] -> ((3/8 * 8) / (7/8 - (5/8 * 6/5)))
[69627] ['1/9', '4/5', '7/5', '5/2', '4'] -> ((4 / (1/9 * 5/2)) / (7/5 - 4/5))
[69628] ['1/5', '5/9', '7/4', '7/2', '6'] -> (6 + (7/2 / (7/4 * (1/5 * 5/9))))
[69629] ['1/9', '1/2', '5/7', '3/2', '5'] -> (5 * ((1/2 / (1/9 * 5/7)) - 3/2))
[69630] ['1/8', '1/7', '3/7', '3', '9/2'] -> (3 * (1/8 + (9/2 / (1/7 + 3/7))))
[69631] ['1/9', '1/2', '5/7', '8/5', '5'] -> ((1/2 + 8/5) * (5 + (5/7 / 1/9)))
[69632] ['1/9', '1/4', '9/7', '7/2', '7'] -> ((7 / 7/2) / ((1/4 / 9/7) - 1/9))
[69633] ['2/9', '1/4', '9/8', '9/7', '4'] -> ((4 / (9/7 - 9/8)) - (2/9 / 1/4))
[69634] ['2/5', '5/7', '9/5', '7/3', '4'] -> (7/3 * (4 + ((5/7 + 9/5) / 2/5)))
[69635] ['1/4', '7/6', '9/5', '9/4', '5'] -> (5 * (9/4 + (9/5 * (1/4 + 7/6))))
[69636] ['1/5', '5/9', '9/5', '9/4', '6'] -> (6 / (1/5 * (9/4 - (5/9 * 9/5))))
[69637] ['1/8', '1/7', '4/9', '1/2', '3'] -> (3 * (1/8 + (1/2 / (1/7 * 4/9))))
[69638] ['5/9', '2/3', '8/5', '8/5', '4'] -> (4 / ((8/5 / 8/5) - (5/9 / 2/3)))
[69639] ['1/7', '2/5', '2/5', '5/3', '5'] -> (5/3 * (2/5 + (5 / (1/7 / 2/5))))
[69640] ['3/8', '5/8', '7/8', '9/5', '8'] -> ((8 / 5/8) / ((7/8 / 3/8) - 9/5))
[69641] ['1/5', '4/7', '8/9', '8/7', '5'] -> (8/9 * ((8/7 / 4/7) + (5 / 1/5)))
[69642] ['5/9', '2/3', '8/5', '5/3', '4'] -> ((2/3 + (8/5 * 5/3)) / (5/9 / 4))
[69643] ['1/4', '7/6', '9/5', '8/3', '5'] -> ((5 / (1/4 / 9/5)) / (8/3 - 7/6))
[69644] ['1/9', '4/5', '3/2', '9/4', '4'] -> ((4 - (3/2 / 9/4)) / (1/9 / 4/5))
[69645] ['1/7', '2/5', '2/5', '7/4', '5'] -> ((5 + (2/5 / 2/5)) / (1/7 * 7/4))
[69646] ['2/9', '1/4', '9/8', '9/5', '4'] -> (((4 / 9/8) - 2/9) / (1/4 / 9/5))
[69647] ['1/7', '2/5', '2/5', '9/5', '5'] -> (((2/5 / 1/7) + (9/5 + 5)) / 2/5)
[69648] ['5/9', '2/3', '8/5', '9/5', '4'] -> ((4 / (5/9 / 2/3)) / (9/5 - 8/5))
[69649] ['1/9', '1/2', '5/7', '7/3', '5'] -> ((7/3 + (5 / 5/7)) / (1/2 - 1/9))
[69650] ['1/5', '5/9', '9/4', '7/3', '6'] -> ((7/3 / 5/9) / ((9/4 / 6) - 1/5))
[69651] ['1/4', '7/6', '9/4', '9/4', '5'] -> (9/4 + (9/4 * (5 + (7/6 / 1/4))))
[69652] ['1/9', '1/4', '4/3', '9/5', '7'] -> (((7 / (4/3 * 9/5)) - 1/4) / 1/9)
[69653] ['1/8', '1/7', '4/9', '2/3', '3'] -> ((3 + (2/3 / 1/7)) / (4/9 - 1/8))
[69654] ['1/6', '4/7', '9/8', '5/3', '9'] -> ((5/3 / 1/6) + (9 / (4/7 * 9/8)))
[69655] ['5/9', '2/3', '8/5', '9/4', '4'] -> (((9/4 * 4) - 2/3) / (5/9 / 8/5))
[69656] ['2/9', '1/4', '9/8', '7/2', '4'] -> ((1/4 + 7/2) + (4 / (2/9 / 9/8)))
[69657] ['2/7', '5/6', '5/6', '6/7', '2'] -> (2/7 / (((5/6 + 6/7) / 2) - 5/6))
[69658] ['1/9', '1/2', '5/7', '5/2', '5'] -> ((((5/2 / 1/9) - 5) / 5/7) - 1/2)
[69659] ['1/9', '4/5', '3/2', '4', '9/2'] -> (4/5 * ((4 / 1/9) - (3/2 + 9/2)))
[69660] ['3/8', '5/8', '8/9', '8/9', '8'] -> ((8/9 / 8/9) + ((5/8 + 8) / 3/8))
[69661] ['5/9', '2/3', '8/5', '8/3', '4'] -> (8/5 + ((2/3 + 4) / (5/9 / 8/3)))
[69662] ['2/5', '5/7', '9/4', '5/2', '4'] -> ((2/5 + (4 / 5/7)) / (5/2 - 9/4))
[69663] ['2/9', '1/4', '8/7', '8/7', '4'] -> ((4 / 2/9) / ((8/7 / 8/7) - 1/4))
[69664] ['1/7', '2/5', '2/5', '5/2', '5'] -> ((2/5 + (2/5 / 1/7)) * (5/2 + 5))
[69665] ['1/4', '7/6', '7/3', '7/3', '5'] -> ((5 / 1/4) + ((7/3 + 7/3) / 7/6))
[69666] ['1/9', '1/4', '7/5', '3/2', '7'] -> ((7 / (1/4 - 1/9)) / (7/5 * 3/2))
[69667] ['2/9', '1/4', '8/7', '7/6', '4'] -> ((8/7 / (2/9 * 1/4)) + (4 / 7/6))
[69668] ['1/5', '5/9', '5/2', '8/3', '6'] -> ((5/9 * 8/3) * (6 * (1/5 + 5/2)))
[69669] ['3/8', '5/8', '8/9', '6/5', '8'] -> ((8 / 8/9) / ((5/8 * 6/5) - 3/8))
[69670] ['1/9', '1/2', '5/7', '7/2', '5'] -> ((7/2 / 1/9) - (1/2 + (5 / 5/7)))
[69671] ['1/9', '4/5', '8/5', '9/4', '4'] -> ((4 + (8/5 / 4/5)) / (1/9 * 9/4))
[69672] ['2/5', '5/6', '8/7', '7/3', '3'] -> ((8/7 * 7/3) * (3 / (2/5 * 5/6)))
[69673] ['2/5', '5/7', '9/4', '7/2', '4'] -> (((7/2 + 4) / (2/5 * 5/7)) - 9/4)
[69674] ['1/7', '2/5', '2/5', '7/2', '5'] -> (((5 / (1/7 * 7/2)) - 2/5) / 2/5)
[69675] ['3/8', '5/8', '8/9', '9/7', '8'] -> ((8 / (9/7 * (5/8 - 3/8))) - 8/9)
[69676] ['1/9', '1/2', '3/4', '3/4', '5'] -> ((3/4 + 3/4) + (5 / (1/9 / 1/2)))
[69677] ['1/8', '1/7', '4/9', '7/9', '3'] -> (3 / ((7/9 * (1/7 / 4/9)) - 1/8))
[69678] ['4/7', '4/5', '1', '8/7', '7/6'] -> ((8/7 / 4/7) / ((1 / 4/5) - 7/6))
[69679] ['1/7', '2/5', '2/5', '9/2', '5'] -> (9/2 + ((5 + (2/5 / 1/7)) / 2/5))
[69680] ['2/7', '5/6', '5/6', '8/7', '2'] -> (8/7 / (2 - (5/6 + (2/7 + 5/6))))
[69681] ['1/5', '5/9', '8/3', '7/2', '6'] -> (6 * ((8/3 / (5/9 - 1/5)) - 7/2))
[69682] ['1/9', '4/5', '8/5', '7/2', '4'] -> (4 / (1/9 * (7/2 - (8/5 / 4/5))))
[69683] ['5/9', '2/3', '7/4', '9/5', '4'] -> (4 / ((2/3 * 7/4) - (5/9 * 9/5)))
[69684] ['2/9', '1/4', '8/7', '4/3', '4'] -> (2/9 / ((4/3 / (8/7 + 4)) - 1/4))
[69685] ['1/9', '1/2', '3/4', '4/5', '5'] -> ((5 / (1/9 / 1/2)) / (3/4 / 4/5))
[69686] ['1/5', '5/9', '8/3', '9/2', '6'] -> (5/9 * (1/5 + (6 * (8/3 + 9/2))))
[69687] ['2/5', '5/7', '7/3', '4', '9/2'] -> (7/3 * ((5/7 / 2/5) + (4 + 9/2)))
[69688] ['5/9', '2/3', '7/4', '5/2', '4'] -> ((2/3 + 4) / (5/2 - (5/9 + 7/4)))
[69689] ['1/5', '5/9', '7/2', '7/2', '6'] -> ((5/9 * 6) * (7/2 + (1/5 + 7/2)))
[69690] ['1/9', '1/4', '7/5', '8/3', '7'] -> (7 / (7/5 * (1/4 - (1/9 / 8/3))))
[69691] ['1/8', '1/7', '4/9', '6/7', '3'] -> (1/7 / ((4/9 * 6/7) - (1/8 * 3)))
[69692] ['4/7', '4/5', '1', '8/7', '3/2'] -> (8/7 / ((4/7 / 4/5) - (1 / 3/2)))
[69693] ['1/9', '4/5', '5/3', '9/4', '4'] -> (((4 - 5/3) / (1/9 * 4/5)) - 9/4)
[69694] ['2/9', '1/4', '8/7', '3/2', '4'] -> (3/2 * (1/4 + (4 / (2/9 * 8/7))))
[69695] ['5/9', '2/3', '7/4', '4', '9/2'] -> ((9/2 - (2/3 * 7/4)) / (5/9 / 4))
[69696] ['1/4', '6/5', '6/5', '9/4', '5'] -> ((9/4 - 1/4) * (5 * (6/5 + 6/5)))
[69697] ['1/7', '2/5', '3/7', '4/7', '5'] -> ((1/7 + ((3/7 + 5) / 2/5)) / 4/7)
[69698] ['1/9', '1/2', '3/4', '7/8', '5'] -> ((5 - (7/8 / (1/2 * 3/4))) / 1/9)
[69699] ['1/6', '4/7', '8/7', '9/5', '9'] -> ((8/7 + (9 * (4/7 / 9/5))) / 1/6)
[69700] ['4/7', '4/5', '1', '8/7', '8/5'] -> ((8/7 + 8/5) / (4/7 * (1 - 4/5)))
[69701] ['1/9', '4/5', '5/3', '7/2', '4'] -> ((5/3 / (1/9 / 4/5)) / (4 - 7/2))
[69702] ['1/9', '1/4', '7/5', '9/2', '7'] -> ((9/2 / (1/4 - 1/9)) - (7/5 + 7))
[69703] ['2/5', '5/6', '8/7', '3', '9/2'] -> ((3 + (9/2 / 5/6)) / (2/5 / 8/7))
[69704] ['1/5', '4/7', '4/7', '5/8', '6'] -> (6 * ((4/7 / (1/5 * 5/8)) - 4/7))
[69705] ['5/9', '2/3', '9/5', '9/5', '4'] -> (4 / ((9/5 / 9/5) - (5/9 / 2/3)))
[69706] ['2/5', '5/7', '8/3', '8/3', '4'] -> (4 * ((8/3 / 5/7) - (2/5 - 8/3)))
[69707] ['4/7', '4/5', '1', '8/7', '5/3'] -> (8/7 / ((4/7 / 4/5) + (1 - 5/3)))
[69708] ['1/4', '6/5', '6/5', '7/3', '5'] -> ((6/5 + (6/5 * 7/3)) + (5 / 1/4))
[69709] ['2/5', '5/6', '7/6', '7/6', '3'] -> ((5/6 + 7/6) / (3 - (7/6 / 2/5)))
[69710] ['1/6', '4/7', '7/6', '7/6', '9'] -> ((9 + (7/6 / 1/6)) / (4/7 * 7/6))
[69711] ['3/8', '5/8', '9/8', '7/5', '8'] -> (((7/5 * (8 - 9/8)) - 5/8) / 3/8)
[69712] ['1/9', '1/4', '3/2', '8/5', '7'] -> (((7 / (3/2 * 8/5)) - 1/4) / 1/9)
[69713] ['1/5', '4/7', '4/7', '5/7', '6'] -> (4/7 / ((5/7 / (1/5 * 6)) - 4/7))
[69714] ['1/4', '6/5', '6/5', '8/3', '5'] -> (8/3 * (5 + (6/5 / (1/4 * 6/5))))
[69715] ['2/5', '5/7', '7/2', '7/2', '4'] -> ((7/2 * 4) * (7/2 - (5/7 / 2/5)))
[69716] ['1/5', '4/7', '8/9', '8/3', '5'] -> (8/3 / ((8/9 / (4/7 * 5)) - 1/5))
[69717] ['1/8', '1/7', '4/9', '7/6', '3'] -> (1/7 / ((4/9 / 7/6) - (1/8 * 3)))
[69718] ['1/9', '4/5', '7/4', '9/5', '4'] -> ((4/5 + (7/4 * 4)) + (9/5 / 1/9))
[69719] ['1/7', '2/5', '3/7', '3/4', '5'] -> ((2/5 * 3/7) / ((3/4 / 5) - 1/7))
[69720] ['5/9', '2/3', '9/4', '9/4', '4'] -> (4 / ((9/4 / 9/4) - (5/9 / 2/3)))
[69721] ['1/9', '1/4', '3/2', '9/5', '7'] -> ((1/9 + (7 / 9/5)) / (1/4 / 3/2))
[69722] ['1/8', '1/7', '4/9', '6/5', '3'] -> ((3 / (4/9 * (1/8 + 1/7))) - 6/5)
[69723] ['1/5', '4/7', '8/9', '7/2', '5'] -> (8/9 * ((4/7 * 7/2) + (5 / 1/5)))
[69724] ['1/6', '4/7', '7/6', '7/5', '9'] -> ((7/6 + (1/6 + 4/7)) * (7/5 * 9))
[69725] ['1/4', '6/5', '5/4', '8/5', '5'] -> ((8/5 + (6/5 / 1/4)) * (5 - 5/4))
[69726] ['1/9', '4/5', '7/4', '7/3', '4'] -> ((7/4 - 4) + (7/3 / (1/9 * 4/5)))
[69727] ['5/9', '2/3', '7/3', '7/3', '4'] -> (4 / ((7/3 / 7/3) - (5/9 / 2/3)))
[69728] ['1/5', '4/7', '4/7', '6/7', '6'] -> ((4/7 + (4/7 / 1/5)) / (6/7 / 6))
[69729] ['4/7', '4/5', '1', '8/7', '5/2'] -> ((5/2 * (4/7 + 4/5)) / (8/7 - 1))
[69730] ['3/8', '5/8', '8/7', '5/4', '8'] -> (((5/4 / 5/8) + (8 / 8/7)) / 3/8)
[69731] ['2/5', '5/6', '7/6', '5/3', '3'] -> ((5/3 / 5/6) / (3 - (7/6 / 2/5)))
[69732] ['1/9', '4/5', '7/4', '5/2', '4'] -> (4 / (1/9 * (4/5 + (7/4 / 5/2))))
[69733] ['1/9', '1/4', '8/5', '8/5', '7'] -> ((8/5 / 1/9) / (7 - (8/5 / 1/4)))
[69734] ['1/6', '4/7', '7/6', '9/5', '9'] -> (9/5 * ((9 / (4/7 * 7/6)) - 1/6))
[69735] ['5/9', '2/3', '5/2', '4', '9/2'] -> ((2/3 * 4) * (9/2 + (5/2 / 5/9)))
[69736] ['2/5', '3/4', '3/4', '7/8', '4'] -> ((4 / 2/5) / ((7/8 / 3/4) - 3/4))
[69737] ['2/9', '1/4', '8/7', '4', '9/2'] -> ((1/4 + (4 / 8/7)) + (9/2 / 2/9))
[69738] ['1/8', '1/7', '4/9', '3/2', '3'] -> ((1/8 * 3) + (3/2 / (1/7 * 4/9)))
[69739] ['4/7', '4/5', '1', '8/7', '9/2'] -> ((4/7 * 9/2) / ((1 / 4/5) - 8/7))
[69740] ['1/5', '4/7', '4/7', '9/8', '6'] -> ((9/8 / 1/5) + (6 / (4/7 * 4/7)))
[69741] ['1/5', '4/7', '9/8', '5/4', '5'] -> (5 / ((9/8 / (1/5 + 4/7)) - 5/4))
[69742] ['1/6', '4/7', '7/6', '9/2', '9'] -> ((4/7 * 7/6) * (9 + (9/2 / 1/6)))
[69743] ['2/7', '5/6', '5/6', '2', '5/2'] -> (2 / ((5/2 / 5/6) - (5/6 / 2/7)))
[69744] ['1/9', '1/4', '8/5', '9/5', '7'] -> ((7 - (1/9 + (8/5 / 9/5))) / 1/4)
[69745] ['5/9', '5/7', '5/7', '3/4', '4'] -> ((5/7 / 3/4) * (4 / (5/7 - 5/9)))
[69746] ['2/9', '1/4', '7/6', '6/5', '4'] -> ((6/5 * 4) * ((7/6 / 2/9) - 1/4))
[69747] ['1/4', '6/5', '9/7', '7/5', '5'] -> ((6/5 / 7/5) / (9/7 - (1/4 * 5)))
[69748] ['1/6', '4/7', '6/5', '6/5', '9'] -> (((6/5 + 9) / (4/7 - 1/6)) - 6/5)
[69749] ['4/7', '4/5', '1', '7/6', '6/5'] -> (1 / ((7/6 / 4/7) - (4/5 + 6/5)))
[69750] ['1/8', '1/7', '4/9', '5/3', '3'] -> (5/3 / (1/7 * (4/9 + (1/8 / 3))))
[69751] ['1/9', '4/5', '9/5', '9/4', '4'] -> (4/5 + ((9/5 + 4) / (1/9 * 9/4)))
[69752] ['1/5', '4/7', '4/7', '7/6', '6'] -> ((4/7 + (4/7 / 1/5)) * (7/6 * 6))
[69753] ['2/5', '5/6', '7/6', '8/3', '3'] -> (3 / ((7/6 / (5/6 * 8/3)) - 2/5))
[69754] ['1/9', '1/4', '8/5', '5/2', '7'] -> ((8/5 - 1/4) * (5/2 * (1/9 + 7)))
[69755] ['1/7', '2/5', '3/7', '5/4', '5'] -> ((1/7 + 5) / (5/4 * (2/5 * 3/7)))
[69756] ['1/6', '4/7', '6/5', '5/4', '9'] -> (4/7 * ((9 / (1/6 * 5/4)) - 6/5))
[69757] ['1/9', '1/2', '7/9', '9/8', '5'] -> (5 / (((7/9 - 1/9) / 1/2) - 9/8))
[69758] ['1/9', '4/5', '9/5', '7/2', '4'] -> ((4 / (1/9 / 9/5)) / (7/2 - 4/5))
[69759] ['1/4', '6/5', '9/7', '8/5', '5'] -> (9/7 * ((5 / 1/4) - (8/5 / 6/5)))
[69760] ['2/9', '1/4', '7/6', '7/5', '4'] -> ((7/5 + 4) * ((7/6 / 1/4) - 2/9))
[69761] ['1/9', '4/5', '9/5', '4', '9/2'] -> ((9/5 * 4) / (4/5 - (1/9 * 9/2)))
[69762] ['1/6', '4/7', '6/5', '9/7', '9'] -> ((9 / (4/7 - (1/6 * 9/7))) - 6/5)
[69763] ['5/9', '5/7', '5/7', '6/7', '4'] -> ((4 / (5/7 - 5/9)) - (6/7 / 5/7))
[69764] ['3/8', '5/8', '7/6', '7/6', '8'] -> ((7/6 / 7/6) + ((5/8 + 8) / 3/8))
[69765] ['2/9', '1/4', '7/6', '8/5', '4'] -> (((4 / 8/5) - 7/6) / (2/9 * 1/4))
[69766] ['3/8', '5/8', '7/6', '6/5', '8'] -> (8 / (7/6 - ((3/8 + 5/8) / 6/5)))
[69767] ['1/5', '4/7', '9/8', '5/3', '5'] -> (5 / (5/3 - (9/8 / (1/5 + 4/7))))
[69768] ['1/5', '4/7', '4/7', '5/3', '6'] -> ((4/7 * 6) / ((4/7 / 5/3) - 1/5))
[69769] ['2/5', '3/4', '3/4', '3/2', '4'] -> ((3/4 + (3/2 / 2/5)) / (3/4 / 4))
[69770] ['1/9', '1/4', '5/3', '9/5', '7'] -> ((5/3 / (1/9 + 1/4)) * (7 - 9/5))
[69771] ['1/9', '4/5', '9/4', '5/2', '4'] -> ((4 + (4/5 * 5/2)) / (1/9 * 9/4))
[69772] ['1/6', '4/7', '6/5', '7/5', '9'] -> ((4/7 * 7/5) / (1/6 - (6/5 / 9)))
[69773] ['2/9', '1/4', '7/6', '9/5', '4'] -> (9/5 * ((4 / 2/9) - (7/6 / 1/4)))
[69774] ['2/5', '3/4', '3/4', '8/5', '4'] -> ((3/4 + 3/4) * (4 / (2/5 / 8/5)))
[69775] ['1/5', '4/7', '4/7', '7/4', '6'] -> ((7/4 * 6) * ((4/7 / 1/5) - 4/7))
[69776] ['2/7', '5/6', '6/7', '9/7', '2'] -> (2/7 / (9/7 - (6/7 + (5/6 / 2))))
[69777] ['1/9', '4/5', '9/4', '8/3', '4'] -> (4/5 * ((4 / 1/9) - (9/4 * 8/3)))
[69778] ['2/5', '3/4', '3/4', '7/4', '4'] -> ((3/4 * 4) / ((3/4 / 2/5) - 7/4))
[69779] ['2/5', '5/6', '6/5', '7/4', '3'] -> (3 / (5/6 * (7/4 - (2/5 + 6/5))))
[69780] ['1/6', '4/7', '6/5', '8/5', '9'] -> (8/5 / ((6/5 / (4/7 * 9)) - 1/6))
[69781] ['1/9', '1/4', '7/4', '7/4', '7'] -> ((7 / (1/9 * 7/4)) / (7/4 - 1/4))
[69782] ['2/5', '3/4', '3/4', '9/5', '4'] -> (4 * ((3/4 + 3/4) + (9/5 / 2/5)))
[69783] ['3/8', '5/8', '7/6', '9/2', '8'] -> ((9/2 - (3/8 + 5/8)) / (7/6 / 8))
[69784] ['1/7', '2/5', '3/7', '5/2', '5'] -> ((3/7 + (2/5 * (5/2 + 5))) / 1/7)
[69785] ['2/9', '1/4', '6/5', '5/4', '4'] -> ((5/4 / (1/4 / 6/5)) + (4 / 2/9))
[69786] ['1/6', '4/7', '6/5', '5/3', '9'] -> ((9 - (6/5 * 5/3)) / (1/6 / 4/7))
[69787] ['5/9', '5/7', '5/7', '7/6', '4'] -> ((5/7 * 4) / ((5/7 / 5/9) - 7/6))
[69788] ['1/9', '1/2', '7/9', '7/4', '5'] -> (5 / ((1/9 - 7/9) + (1/2 * 7/4)))
[69789] ['2/5', '3/4', '3/4', '7/3', '4'] -> (4 / ((3/4 / (2/5 * 3/4)) - 7/3))
[69790] ['2/5', '5/6', '6/5', '9/4', '3'] -> (6/5 / (((2/5 + 9/4) / 3) - 5/6))
[69791] ['1/5', '4/7', '9/8', '5/2', '5'] -> (9/8 + (5 * (1/5 + (5/2 / 4/7))))
[69792] ['3/8', '5/8', '6/5', '9/7', '8'] -> (8 / ((6/5 / 9/7) - (3/8 / 5/8)))
[69793] ['1/8', '1/7', '1/2', '4/5', '3'] -> ((4/5 + (3 / (1/8 + 1/7))) / 1/2)
[69794] ['2/5', '3/4', '3/4', '5/2', '4'] -> ((4 / (2/5 / 5/2)) - (3/4 / 3/4))
[69795] ['1/9', '1/2', '7/9', '9/5', '5'] -> ((1/2 + (7/9 / 1/9)) * (5 - 9/5))
[69796] ['4/7', '4/5', '1', '7/6', '5/2'] -> (1 / ((7/6 / 4/7) - (4/5 * 5/2)))
[69797] ['1/5', '4/7', '4/7', '9/2', '6'] -> ((9/2 + 6) * ((4/7 / 1/5) - 4/7))
[69798] ['1/9', '1/2', '7/9', '9/4', '5'] -> (9/4 * ((5 / 1/2) - (1/9 - 7/9)))
[69799] ['2/5', '3/4', '3/4', '4', '9/2'] -> (4 + (9/2 / (3/4 * (2/5 * 3/4))))
[69800] ['1/4', '6/5', '4/3', '7/4', '5'] -> (5 / (7/4 - (4/3 + (1/4 / 6/5))))
[69801] ['1/9', '4/5', '5/2', '5/2', '4'] -> (4 + (4/5 * (5/2 + (5/2 / 1/9))))
[69802] ['2/5', '3/4', '7/9', '7/9', '4'] -> (4 / (7/9 - (2/5 * (3/4 + 7/9))))
[69803] ['4/7', '4/5', '1', '7/6', '7/2'] -> ((4/7 * 7/2) / ((1 / 4/5) - 7/6))
[69804] ['1/4', '6/5', '4/3', '9/4', '5'] -> (5 * ((4/3 / 1/4) - (6/5 / 9/4)))
[69805] ['3/8', '5/8', '5/4', '9/7', '8'] -> (8 / (5/4 - (5/8 + (3/8 / 9/7))))
[69806] ['2/9', '1/4', '6/5', '7/2', '4'] -> (6/5 * ((1/4 + 4) + (7/2 / 2/9)))
[69807] ['1/6', '4/7', '6/5', '7/3', '9'] -> (6/5 * (1/6 + ((7/3 + 9) / 4/7)))
[69808] ['1/5', '4/7', '3/5', '2/3', '6'] -> (((6 / 2/3) - 3/5) / (1/5 / 4/7))
[69809] ['1/5', '4/7', '8/7', '8/7', '5'] -> (8/7 * (((5 - 4/7) / 1/5) - 8/7))
[69810] ['2/5', '5/6', '5/4', '5/4', '3'] -> (3 / ((5/6 * (2/5 + 5/4)) - 5/4))
[69811] ['2/5', '3/4', '7/9', '4/5', '4'] -> ((4 / 3/4) / ((7/9 * 4/5) - 2/5))
[69812] ['1/8', '1/7', '1/2', '8/5', '3'] -> (8/5 + (3 / (1/2 * (1/8 + 1/7))))
[69813] ['1/5', '4/7', '3/5', '3/4', '6'] -> (((6 - (3/5 / 4/7)) / 1/5) - 3/4)
[69814] ['3/8', '5/8', '9/7', '4/3', '8'] -> ((9/7 * 8) * (4/3 + (3/8 + 5/8)))
[69815] ['2/5', '3/4', '7/9', '5/6', '4'] -> ((2/5 + 4) / ((7/9 / 5/6) - 3/4))
[69816] ['1/7', '2/5', '4/9', '4/7', '5'] -> ((2/5 + 5) * (4/9 + (4/7 / 1/7)))
[69817] ['1/4', '6/5', '4/3', '9/2', '5'] -> (1/4 + ((4/3 + 5) / (6/5 / 9/2)))
[69818] ['3/8', '5/8', '9/7', '7/5', '8'] -> ((9/7 * 7/5) * (8 / (3/8 / 5/8)))
[69819] ['1/9', '1/2', '4/5', '9/8', '5'] -> (5 * (4/5 + (1/2 / (1/9 * 9/8))))
[69820] ['3/8', '5/8', '9/7', '3/2', '8'] -> ((3/2 - 5/8) * (8 / (3/8 / 9/7)))
[69821] ['2/9', '1/4', '5/4', '7/5', '4'] -> ((5/4 * (7/5 + (4 / 2/9))) - 1/4)
[69822] ['1/5', '4/7', '3/5', '5/6', '6'] -> (6 / (5/6 - ((1/5 / 4/7) / 3/5)))
[69823] ['1/6', '4/7', '6/5', '7/2', '9'] -> (7/2 * (((9 - 4/7) / 6/5) - 1/6))
