[256088] ['2/5', '7/6', '5/4', '9/7', '8'] -> ((((8 * 7/6) / 2/5) * 9/7) / 5/4)
[264883] ['3/7', '4/7', '7/8', '6/5', '8'] -> ((((8 / 7/8) - 4/7) * 6/5) / 3/7)
[264884] ['2/9', '5/7', '3/4', '7/8', '6'] -> (6 * ((5/7 * 7/8) + (3/4 / 2/9)))
[264885] ['1/9', '3/5', '7/5', '2', '9/2'] -> (((7/5 * 2) - (3/5 / 9/2)) / 1/9)
[264886] ['2/5', '3/7', '3/4', '4/3', '9'] -> (9 / ((3/4 / (4/3 - 2/5)) - 3/7))
[264887] ['1/6', '4/9', '1', '9/8', '4/3'] -> (4/9 / ((4/3 / 9/8) - (1/6 + 1)))
[264888] ['2/9', '7/9', '1', '5/2', '8/3'] -> (((5/2 + (1 / 2/9)) * 8/3) / 7/9)
[264889] ['2/7', '5/8', '4/5', '7/8', '3'] -> (3 / ((2/7 * 5/8) * 4/5) * 7/8))
[264890] ['4/9', '7/5', '9/4', '7/3', '7'] -> (((7/3 * 7) / (4/9 * 7/5)) - 9/4)
[264891] ['1/8', '5/9', '4/3', '7/5', '2'] -> (((4/3 / 5/9) - (7/5 - 2)) / 1/8)
[264892] ['4/9', '5/8', '7/9', '2', '7/2'] -> ((2 * 7/2) / ((4/9 + 5/8) - 7/9))
[264893] ['1/8', '5/9', '4/3', '8/5', '2'] -> ((4/3 / 8/5) * (2 / (1/8 * 5/9)))
[264894] ['1/9', '1/8', '7/9', '1', '7/5'] -> (1 / (1/9 - ((1/8 * 7/9) / 7/5)))
[264895] ['1/5', '2/7', '5/6', '8/7', '7'] -> (((8/7 * (1/5 + 7)) * 5/6) / 2/7)
[264896] ['4/9', '7/5', '9/4', '8/3', '7'] -> (8/3 * ((7 / (4/9 * 7/5)) - 9/4))
[264897] ['1/4', '5/6', '9/8', '9/5', '9'] -> (9 / (9/5 - (9/8 + (1/4 / 5/6))))
[264898] ['2/9', '7/9', '1', '8/3', '7/2'] -> (8/3 * ((1 / 2/9) + (7/2 / 7/9)))
[264899] ['1/4', '7/9', '8/9', '1', '9/4'] -> (((1 + (7/9 + 8/9)) * 9/4) / 1/4)
[264900] ['2/5', '3/7', '3/4', '9/5', '9'] -> ((2/5 + (9/5 / 3/4)) * (9 - 3/7))
[264901] ['1/9', '2/7', '1/3', '5/6', '6'] -> (6 + ((5/6 + (1/3 / 2/7)) / 1/9))
[264902] ['4/9', '5/8', '4/5', '5/6', '2'] -> ((5/6 * 2) / (5/8 - (4/9 / 4/5)))
[264903] ['1/9', '1/8', '7/9', '1', '8/5'] -> (8/5 * ((7/9 / 1/9) + (1 / 1/8)))
[264904] ['3/7', '4/7', '7/8', '7/3', '8'] -> (((8 + (3/7 + 4/7)) * 7/3) / 7/8)
[264905] ['1/9', '3/5', '3/2', '2', '7/3'] -> ((((2 * 3/2) / 3/5) - 7/3) / 1/9)
[264906] ['2/9', '1/4', '8/9', '7/4', '2'] -> (1/4 + (((8/9 + 7/4) * 2) / 2/9))
[264907] ['2/7', '5/8', '4/5', '6/5', '3'] -> (((4/5 + (6/5 / 2/7)) * 3) / 5/8)
[264908] ['2/5', '3/7', '3/4', '7/3', '9'] -> (9 / ((3/4 / (2/5 * 7/3)) - 3/7))
[264909] ['1/9', '1/8', '7/9', '1', '9/5'] -> (((1 - (1/9 - 7/9)) * 9/5) / 1/8)
[264910] ['2/9', '1/4', '8/9', '9/5', '2'] -> ((8/9 + (2 / (1/4 * 9/5))) / 2/9)
[264911] ['1/5', '2/7', '5/6', '9/7', '7'] -> (5/6 * (((9/7 + 7) / 2/7) - 1/5))
[264912] ['1/4', '5/6', '8/7', '7/6', '9'] -> (9 / ((5/6 / (8/7 * /6)) - 1/4))
[264913] ['3/7', '4/7', '8/9', '8/7', '8'] -> (((3/7 + (8/7 / 8/9)) * 8) / 4/7)
[264914] ['1/4', '7/9', '8/9', '1', '7/2'] -> ((((7/9 + 1) * 7/2) / 1/4) - 8/9)
[264915] ['1/6', '4/9', '1', '9/8', '7/3'] -> (1 / ((4/9 / 1/6) - (9/8 * 7/3)))
[264916] ['1/9', '2/7', '1/3', '9/8', '6'] -> (9/8 * ((1/9 / 1/3) + (6 / 2/7)))
[264917] ['2/7', '5/8', '4/5', '5/4', '3'] -> (((5/4 + 3) / (4/5 - 5/8)) - 2/7)
[264918] ['1/9', '2/7', '1/3', '6/5', '6'] -> ((6/5 + (1/3 / 1/9)) * (6 - 2/7))
[264919] ['1/9', '1/8', '4/5', '4/5', '1'] -> ((4/5 + 1) / (1/9 * (4/5 - 1/8)))
[264920] ['2/5', '3/7', '3/4', '7/2', '9'] -> (9 / ((3/4 / 2/5) - (3/7 * 7/2)))
[264921] ['3/7', '4/7', '8/9', '5/4', '8'] -> (8 / ((4/7 * 5/4) - (3/7 * 8/9)))
[264922] ['1/6', '4/9', '1', '8/7', '8/7'] -> (1/6 / (4/9 - (1 / (8/7 + 8/7))))
[264923] ['1/4', '7/9', '1', '9/8', '8/7'] -> (1 / (9/8 - (7/9 * (1/4 + 8/7))))
[264924] ['1/8', '5/9', '7/5', '5/3', '2'] -> ((7/5 + (2 / 5/9)) / (1/8 * 5/3))
[264925] ['1/5', '2/7', '5/6', '3/2', '7'] -> (2/7 / (5/6 * (3/2 / 7)) - 1/5))
[264926] ['4/9', '7/5', '7/3', '9/2', '7'] -> (9/2 + ((7 + (7/3 / 7/5)) / 4/9))
[264927] ['2/7', '5/8', '4/5', '7/5', '3'] -> (3 / (5/8 - (7/5 * (2/7 / 4/5))))
[264928] ['2/9', '5/7', '3/4', '5/3', '6'] -> (5/3 / (5/7 * (2/9 - (3/4 / 6))))
[264929] ['1/6', '4/9', '1', '8/7', '7/6'] -> ((1 + ((7/6 * 8/7) / 4/9)) / 1/6)
[264930] ['1/4', '5/6', '8/7', '4/3', '9'] -> ((8/7 + (4/3 / 5/6)) * (9 - 1/4))
[264931] ['1/9', '3/5', '8/5', '2', '9/2'] -> ((3/5 + (8/5 / 1/9)) + (2 * 9/2))
[264932] ['1/9', '2/7', '1/3', '7/5', '6'] -> (((7/5 * 1/3) / 1/9) * (6 - 2/7))
[264933] ['2/9', '4/5', '4/5', '8/9', '1'] -> ((4/5 + (8/9 / 2/9)) / (1 - 4/5))
[264934] ['1/4', '7/9', '1', '9/8', '5/4'] -> (1 / ((7/9 * (1/4 + 5/4)) - 9/8))
[264935] ['3/7', '4/7', '8/9', '7/4', '8'] -> (8 / (7/4 * (4/7 - (3/7 * 8/9))))
[264936] ['1/6', '4/9', '1', '8/7', '5/4'] -> (((5/4 + (1 / 4/9)) * 8/7) / 1/6)
[264937] ['1/9', '3/5', '5/3', '7/4', '2'] -> (2 / (1/9 * (7/4 - (3/5 * 5/3))))
[264938] ['1/8', '5/9', '7/5', '2', '9/4'] -> ((7/5 + (2 / (5/9 * 9/4))) / 1/8)
[264939] ['4/9', '5/8', '4/5', '4/3', '2'] -> (4/3 / (5/8 * (4/9 * 2)) - 4/5))
[264940] ['3/7', '4/7', '8/9', '5/2', '8'] -> (((4/7 / 3/7) + (5/2 * 8)) / 8/9)
[264941] ['1/4', '7/9', '1', '9/8', '4/3'] -> ((1 + 4/3) / (9/8 - (1/4 + 7/9)))
[264942] ['1/8', '5/9', '7/5', '2', '7/3'] -> (((2 / 5/9) - (7/5 / 7/3)) / 1/8)
[264943] ['1/9', '3/5', '5/3', '2', '9/4'] -> (2 / (1/9 * (9/4 / 5/3)) - 3/5))
[264944] ['3/7', '4/7', '8/9', '7/2', '8'] -> (8/9 * ((7/2 * 8) - (3/7 + 4/7)))
[264945] ['4/9', '7/5', '8/3', '8/3', '7'] -> ((((7 * 8/3) / 7/5) - 8/3) / 4/9)
[264946] ['4/9', '5/8', '4/5', '7/5', '2'] -> (4/5 / (4/9 * (7/5 / 2)) - 5/8))
[264947] ['1/9', '1/8', '4/5', '1', '9/7'] -> (1 / ((1/9 / 4/5) - (1/8 / 9/7)))
[264948] ['2/9', '4/5', '4/5', '1', '6/5'] -> ((6/5 + (4/5 / 2/9)) / (1 - 4/5))
[264949] ['2/7', '5/8', '4/5', '7/3', '3'] -> (((3 * 7/3) / 2/7) - (5/8 * 4/5))
[264950] ['2/9', '1/4', '9/8', '9/5', '2'] -> (2 / (2/9 * (9/8 / 9/5)) - 1/4))
[264951] ['1/5', '2/7', '5/6', '7/3', '7'] -> (((2/7 * 7) + (7/3 / 5/6)) / 1/5)
[264952] ['3/7', '4/7', '9/8', '8/7', '8'] -> (((3/7 + (9/8 * 8/7)) * 8) / 4/7)
[264953] ['1/9', '3/5', '5/3', '2', '5/2'] -> (((2 / 3/5) - (5/3 / 5/2)) / 1/9)
[264954] ['2/7', '5/8', '4/5', '5/2', '3'] -> (3 / ((2/7 * 5/2) * 4/5) - 5/8))
[264955] ['1/9', '2/7', '3/8', '3/8', '6'] -> ((6 / 2/7) - (3/8 - (3/8 / 1/9)))
[264956] ['1/9', '1/8', '4/5', '1', '3/2'] -> ((1 / 1/9) + (3/2 / (1/8 * 4/5)))
[264957] ['2/5', '3/7', '7/9', '8/9', '9'] -> ((7/9 + (8/9 / 2/5)) + (9 / 3/7))
[264958] ['4/9', '5/8', '4/5', '5/3', '2'] -> (2 / (5/8 * (4/5 / 4/9)) - 5/3))
[264959] ['1/4', '5/6', '8/7', '8/3', '9'] -> (9 / (1/4 * (8/3 / 8/7)) - 5/6))
[264960] ['2/9', '4/5', '4/5', '1', '7/5'] -> (4/5 / (2/9 * 7/5) - (1 / 4/5)))
[264961] ['2/5', '3/7', '7/9', '9/8', '9'] -> (9 / ((9/8 / 7/9) - (3/7 / 2/5)))
[264962] ['1/9', '1/8', '4/5', '1', '8/5'] -> (1 / (1/9 * (4/5 / 8/5)) - 1/8))
[264963] ['1/4', '7/9', '1', '9/8', '7/4'] -> (1 / ((7/9 * (7/4 - 1/4)) - 9/8))
[264964] ['2/9', '4/5', '4/5', '1', '3/2'] -> (4/5 / (3/2 * (2/9 + 4/5)) - 1))
[264965] ['2/7', '5/8', '4/5', '3', '7/2'] -> (3 / (5/8 * (2/7 * 7/2)) - 4/5))
[264966] ['1/4', '5/6', '8/7', '7/2', '9'] -> ((9 - (8/7 * 7/2)) / (1/4 * 5/6))
[264967] ['1/5', '2/7', '5/6', '9/2', '7'] -> (5/6 * ((7 / 2/7) - (1/5 - 9/2)))
[264968] ['1/9', '3/5', '7/4', '7/4', '2'] -> (((7/4 / 3/5) + (7/4 - 2)) / 1/9)
[264969] ['4/9', '7/5', '9/2', '9/2', '7'] -> ((4/9 * 7) * (9/2 + (9/2 / 7/5)))
[264970] ['1/9', '2/7', '3/8', '1/2', '6'] -> (3/8 + (6 / (1/9 + (2/7 * 1/2))))
[264971] ['3/7', '4/7', '9/8', '7/3', '8'] -> (8 * (7/3 + (3/7 / (4/7 * /8)))
)[264972] ['1/4', '5/6', '8/7', '9/2', '9'] -> (((9 - (5/6 * 9/2)) * 8/7) / 1/4)
[264973] ['1/5', '2/7', '6/7', '6/7', '7'] -> ((6/7 * 7) * ((6/7 / 1/5) - 2/7))
[264974] ['1/4', '7/9', '1', '9/8', '9/4'] -> (((9/8 + 9/4) * (7/9 + 1)) / 1/4)
[264975] ['1/9', '3/5', '7/4', '9/5', '2'] -> (2 / (1/9 * (9/5 - (3/5 * 7/4))))
[264976] ['2/5', '3/7', '7/9', '7/6', '9'] -> ((7/6 + (3/7 * 7/9)) + (9 / 2/5))
[264977] ['4/9', '3/2', '3/2', '3/2', '7'] -> (3/2 + ((7 + (3/2 + 3/2)) / 4/9))
[264978] ['1/9', '2/7', '3/8', '5/9', '6'] -> (((6 / (1/9 + 3/8)) * 5/9) / 2/7)
[264979] ['2/9', '5/7', '7/9', '7/6', '6'] -> ((2/9 * 6) / ((5/7 * 7/6) - 7/9))
[264980] ['2/5', '3/7', '7/9', '5/4', '9'] -> ((3/7 + (9 / 7/9)) / (2/5 * 5/4))
[264981] ['2/9', '5/7', '7/9', '5/4', '6'] -> (6 / (5/4 - (5/7 + (2/9 / 7/9))))
[264982] ['2/9', '1/4', '8/7', '3/2', '2'] -> (2 / (3/2 * (1/4 - (2/9 / 8/7))))
[264983] ['4/9', '3/2', '3/2', '9/4', '7'] -> ((3/2 + 3/2) * (7 + (4/9 * 9/4)))
[264984] ['1/9', '1/8', '4/5', '1', '7/2'] -> (((7/2 - 4/5) * (1/9 + 1)) / 1/8)
[264985] ['1/4', '7/9', '1', '9/8', '9/2'] -> (((9/2 - 9/8) * (7/9 + 1)) / 1/4)
[264986] ['1/4', '5/6', '7/6', '9/5', '9'] -> (9 * ((7/6 + 9/5) - (1/4 / 5/6)))
[264987] ['1/5', '2/7', '6/7', '9/8', '7'] -> (7 / (1/5 * (9/8 + (2/7 / 6/7))))
[264988] ['4/9', '3/2', '3/2', '7/3', '7'] -> ((3/2 + 3/2) + ((7/3 + 7) / 4/9))
[264989] ['2/9', '4/5', '4/5', '1', '7/3'] -> (((1 + 7/3) * (4/5 + 4/5)) / 2/9)
[264990] ['2/9', '1/4', '8/7', '8/5', '2'] -> ((8/7 + 8/5) * ((2 / 2/9) - 1/4))
[264991] ['2/7', '5/8', '5/6', '7/6', '3'] -> (3 / ((2/7 * 7/6) + (5/8 - 5/6)))
[264992] ['4/9', '5/8', '5/6', '5/6', '2'] -> (5/6 / (5/8 * (4/9 * 2)) - 5/6))
[264993] ['1/5', '2/7', '6/7', '7/6', '7'] -> ((((6/7 / 1/5) - 2/7) * 7) / 7/6)
[264994] ['2/5', '3/7', '7/9', '8/5', '9'] -> ((2/5 + 8/5) * (3/7 + (9 / 7/9)))
[264995] ['2/9', '5/7', '7/9', '3/2', '6'] -> (6 * (3/2 + ((7/9 * 5/7) / 2/9)))
[264996] ['1/4', '7/9', '1', '8/7', '7/6'] -> (((7/6 * 8/7) / 1/4) / (1 - 7/9))
[264997] ['3/7', '4/7', '7/6', '9/5', '8'] -> (9/5 * (4/7 + (8 * (3/7 + 7/6))))
[264998] ['1/9', '2/7', '3/8', '3/4', '6'] -> (6 / (1/9 * (3/4 / 2/7)) - 3/8))
[264999] ['4/9', '5/8', '5/6', '6/7', '2'] -> (2 / ((6/7 * (4/9 + 5/8)) - 5/6))
[265000] ['2/9', '5/7', '7/9', '8/5', '6'] -> ((7/9 * 8/5) * ((6 * 5/7) / 2/9))
[265001] ['1/4', '5/6', '6/5', '7/5', '9'] -> (9 / (5/6 * (7/5 + (1/4 - 6/5))))
[265002] ['2/9', '1/4', '8/7', '2', '9/4'] -> (2 / ((2/9 / 8/7) - (1/4 / 9/4)))
[265003] ['2/7', '5/8', '5/6', '9/7', '3'] -> (3 / (5/6 - ((2/7 + 5/8) / 9/7)))
[265004] ['4/9', '3/2', '8/5', '7/4', '7'] -> (7 / ((4/9 + 3/2) * 7/4) - 8/5))
[265005] ['1/9', '2/7', '3/8', '4/5', '6'] -> (6 / ((1/9 + 3/8) * 4/5) - 2/7))
[265006] ['1/6', '4/9', '1', '7/6', '5/4'] -> (1 / (4/9 - (1/6 * (7/6 + 5/4))))
[265007] ['1/8', '5/9', '8/5', '2', '5/2'] -> ((5/9 * 2) * (8/5 + (5/2 / 1/8)))
[265008] ['2/9', '5/7', '7/9', '7/4', '6'] -> (6 / ((5/7 * 7/4) - (2/9 + 7/9)))
[265009] ['4/9', '3/2', '8/5', '9/5', '7'] -> (((7 * 8/5) / 4/9) - (9/5 / 3/2))
[265010] ['1/8', '5/9', '8/5', '2', '7/2'] -> ((((2 * 7/2) - 8/5) * 5/9) / 1/8)
[265011] ['2/9', '4/5', '5/6', '7/8', '1'] -> (((5/6 * 4/5) / 2/9) / (1 - 7/8))
[265012] ['1/4', '5/6', '5/4', '9/7', '9'] -> ((5/4 + (1/4 + 5/6)) * (9/7 + 9))
[265013] ['3/7', '4/7', '6/5', '4/3', '8'] -> ((8 + (6/5 * (4/7 + 4/3))) / 3/7)
[265014] ['2/9', '5/7', '7/9', '9/4', '6'] -> (6 / (((7/9 * 5/7) / 2/9) - 9/4))
[265015] ['1/9', '2/7', '3/8', '9/8', '6'] -> ((3/8 / (1/9 * 9/8)) + (6 / 2/7))
[265016] ['1/9', '3/5', '2', '7/3', '7/3'] -> (3/5 * (((7/3 + 7/3) / 1/9) - 2))
[265017] ['4/9', '5/8', '5/6', '6/5', '2'] -> (2 / (((4/9 + 5/8) / 5/6) - 6/5))
[265018] ['2/9', '4/5', '5/6', '8/9', '1'] -> (8/9 / ((2/9 * 5/6) * 1) - 4/5))
[265019] ['1/9', '1/8', '6/7', '6/7', '1'] -> (6/7 / (1 - ((6/7 * 1/8) / 1/9)))
[265020] ['4/9', '3/2', '8/5', '9/4', '7'] -> (8/5 * ((3/2 - 9/4) + (7 / 4/9)))
[265021] ['3/7', '4/7', '6/5', '7/4', '8'] -> ((6/5 * 8) * (7/4 + (3/7 / 4/7)))
[265022] ['1/6', '4/9', '1', '7/6', '8/5'] -> (1/6 / (((4/9 + 7/6) / 8/5) - 1))
[265023] ['4/9', '5/8', '5/6', '5/4', '2'] -> ((5/6 * 2) / (5/8 - (4/9 * 5/4)))
[265024] ['2/9', '4/5', '5/6', '1', '9/8'] -> (((5/6 * 4/5) / 2/9) / (9/8 - 1))
[265025] ['2/9', '1/4', '7/6', '7/6', '2'] -> ((7/6 + 7/6) / (2/9 - (1/4 / 2)))
[265026] ['1/9', '1/8', '6/7', '7/8', '1'] -> (1 / (1/8 - (7/8 * (1/9 * 6/7))))
[265027] ['2/7', '5/8', '5/6', '5/3', '3'] -> ((((5/3 / 2/7) - 5/6) * 3) / 5/8)
[265028] ['4/9', '3/2', '8/5', '8/3', '7'] -> ((4/9 + (3/2 * 8/3)) * (7 - 8/5))
[265029] ['2/5', '3/7', '4/5', '5/6', '9'] -> ((9 / (3/7 * 5/6)) - (2/5 + 4/5))
[265030] ['1/5', '2/7', '6/7', '7/3', '7'] -> (7 * ((2/7 / 1/5) + (6/7 * 7/3)))
[265031] ['1/9', '2/7', '3/8', '5/4', '6'] -> (((6 + (5/4 / 3/8)) * 2/7) / 1/9)
[265032] ['1/9', '1/8', '6/7', '1', '7/6'] -> (6/7 / (1 - (1/8 / (1/9 * 7/6))))
[265033] ['3/7', '4/7', '6/5', '7/2', '8'] -> ((6/5 * 8) * (7/2 - (3/7 + 4/7)))
[265034] ['2/9', '1/4', '7/6', '8/5', '2'] -> ((8/5 / (2/9 * 1/4)) * (2 - 7/6))
[265035] ['1/9', '3/5', '2', '7/3', '7/2'] -> (((2 / 3/5) - (7/3 / 7/2)) / 1/9)
[265036] ['1/4', '7/9', '1', '8/7', '5/3'] -> (5/3 / (1 - (1/4 + (7/9 / 8/7))))
[265037] ['1/4', '5/6', '9/7', '3/2', '9'] -> ((9 - (9/7 * (5/6 + 3/2))) / 1/4)
[265038] ['2/9', '4/5', '5/6', '1', '5/4'] -> ((4/5 * 5/6) / (5/4 - (2/9 + 1)))
[265039] ['1/8', '5/9', '7/4', '9/5', '2'] -> (2 + ((7/4 + (5/9 * 9/5)) / 1/8))
[265040] ['4/9', '5/8', '5/6', '8/5', '2'] -> (5/6 / ((5/8 / 2) - (4/9 / 8/5)))
[265041] ['1/6', '4/9', '1', '7/6', '7/3'] -> ((((1 + 7/6) / 1/6) - 7/3) / 4/9)
[265042] ['1/9', '2/7', '3/8', '4/3', '6'] -> (((6 / 2/7) - (4/3 / 1/9)) / 3/8)
[265043] ['1/9', '1/8', '6/7', '1', '6/5'] -> (1 / (6/5 * (1/8 / 6/7)) - 1/9))
[265044] ['1/9', '3/5', '2', '7/3', '9/2'] -> (3/5 / ((9/2 / (7/3 - 1/9)) - 2))
[265045] ['1/8', '5/9', '7/4', '2', '9/4'] -> ((7/4 + 2) / (9/4 * (1/8 * 5/9)))
[265046] ['2/7', '5/8', '5/6', '9/4', '3'] -> ((5/8 / ((2/7 * 3) - 5/6)) - 9/4)
[265047] ['4/9', '5/8', '5/6', '7/4', '2'] -> ((5/6 + (7/4 * 2)) / (5/8 - 4/9))
[265048] ['1/5', '2/7', '6/7', '9/2', '7'] -> (9/2 * (7 - (2/7 / (1/5 * 6/7))))
[265049] ['2/5', '3/7', '4/5', '9/8', '9'] -> (9 / (3/7 * (4/5 / 2/5)) - 9/8))
[265050] ['2/9', '5/7', '4/5', '6/7', '6'] -> ((6 - ((5/7 * 4/5) / 6/7)) / 2/9)
[265051] ['1/9', '3/5', '2', '5/2', '5/2'] -> ((3/5 * 2) * ((5/2 / 1/9) - 5/2))
[265052] ['2/9', '1/4', '6/5', '9/7', '2'] -> (2 / (9/7 * (1/4 - (2/9 / 6/5))))
[265053] ['1/4', '7/9', '1', '8/7', '7/3'] -> (1 / ((7/9 / (8/7 * /3)) - 1/4))
[265054] ['2/9', '4/5', '5/6', '1', '3/2'] -> (4/5 / (3/2 - ((2/9 + 1) / 5/6)))
[265055] ['2/9', '1/4', '6/5', '4/3', '2'] -> (((2 / (1/4 * 6/5)) - 4/3) / 2/9)
[265056] ['1/9', '1/8', '6/7', '1', '7/5'] -> (1 / (7/5 * 1/8) - (1/9 * 6/7)))
[265057] ['4/9', '3/2', '7/4', '7/4', '7'] -> (3/2 / ((7 / 7/4) - (7/4 / 4/9)))
[265058] ['3/7', '4/7', '9/7', '5/3', '8'] -> ((((9/7 * 5/3) - 3/7) * 8) / 4/7)
[265059] ['2/7', '5/8', '5/6', '8/3', '3'] -> (3 * ((8/3 / 2/7) - (5/6 / 5/8)))
[265060] ['1/9', '3/5', '2', '8/3', '8/3'] -> (8/3 * (1/9 + ((8/3 * 2) / 3/5)))
[265061] ['1/5', '2/7', '7/8', '9/8', '7'] -> (7 * ((2/7 / 1/5) + (7/8 + 9/8)))
[265062] ['1/8', '5/9', '7/4', '2', '9/2'] -> ((7/4 + (9/2 * (5/9 / 2))) / 1/8)
[265063] ['4/9', '5/8', '5/6', '2', '8/3'] -> ((8/3 + (5/6 * 2)) / (5/8 - 4/9))
[265064] ['1/4', '5/6', '9/7', '5/2', '9'] -> ((1/4 + (5/6 * 5/2)) * (9/7 + 9))
[265065] ['4/9', '3/2', '7/4', '8/3', '7'] -> ((4/9 * 3/2) + (8/3 * (7/4 + 7)))
[265066] ['1/9', '2/7', '3/8', '7/4', '6'] -> (((6 / 7/4) - (2/7 / 3/8)) / 1/9)
[265067] ['1/9', '3/5', '2', '8/3', '7/2'] -> (7/2 / ((2 / (1/9 + 3/5)) - 8/3))
[265068] ['2/7', '5/8', '5/6', '3', '9/2'] -> (3 + ((5/6 * 9/2) / (2/7 * 5/8)))
[265069] ['1/9', '1/8', '6/7', '1', '5/3'] -> ((((1 + 5/3) / 6/7) - 1/9) / 1/8)
[265070] ['1/8', '5/9', '9/5', '2', '9/4'] -> (((9/4 + (5/9 * 9/5)) / 1/8) - 2)
[265071] ['3/7', '4/7', '4/3', '7/5', '8'] -> ((7/5 * ((8 / 3/7) - 4/7)) - 4/3)
[265072] ['1/9', '2/7', '3/8', '9/5', '6'] -> (6 / ((1/9 + 3/8) * 2/7) * 9/5))
[265073] ['2/7', '5/8', '6/7', '6/7', '3'] -> (3 / ((6/7 / (2/7 + 6/7)) - 5/8))
[265074] ['1/9', '3/5', '2', '8/3', '9/2'] -> (1/9 + (((8/3 + 9/2) * 2) / 3/5))
[265075] ['1/9', '1/8', '6/7', '1', '7/4'] -> (1 / ((7/4 * (1/9 * 6/7)) - 1/8))
[265076] ['2/9', '5/7', '4/5', '7/6', '6'] -> ((6 - (7/6 * (5/7 * 4/5))) / 2/9)
[265077] ['1/6', '4/9', '1', '6/5', '8/5'] -> ((1 + (8/5 / (4/9 * 6/5))) / 1/6)
[265078] ['4/9', '3/2', '7/4', '9/2', '7'] -> ((3/2 * 9/2) * ((7 / 7/4) - 4/9))
[265079] ['2/5', '3/7', '4/5', '5/3', '9'] -> (((9 + (4/5 / 2/5)) / 3/7) - 5/3)
[265080] ['1/5', '2/7', '7/8', '7/6', '7'] -> (7 / ((7/8 / 1/5) - (7/6 / 2/7)))
[265081] ['3/7', '4/7', '4/3', '9/5', '8'] -> (8 * ((9/5 * (4/7 + 4/3)) - 3/7))
[265082] ['2/9', '1/4', '6/5', '2', '9/2'] -> ((2 / 2/9) + (9/2 / (1/4 * 6/5)))
[265083] ['2/7', '5/8', '6/7', '8/9', '3'] -> ((2/7 + 3) / ((6/7 * 8/9) - 5/8))
[265084] ['1/8', '5/9', '9/5', '2', '7/2'] -> ((7/2 - ((5/9 * 9/5) / 2)) / 1/8)
[265085] ['2/9', '4/5', '5/6', '1', '5/2'] -> ((5/6 + (5/2 * (4/5 + 1))) / 2/9)
[265086] ['1/5', '2/7', '7/8', '5/4', '7'] -> ((1/5 - (7/8 / 5/4)) + (7 / 2/7))
[265087] ['1/4', '7/9', '1', '7/6', '5/4'] -> (7/6 / ((1/4 * 7/9) * 5/4) - 1))
[265088] ['2/5', '3/7', '4/5', '9/4', '9'] -> ((4/5 / (3/7 - 2/5)) - (9 / 9/4))
[265089] ['1/4', '5/6', '4/3', '9/4', '9'] -> (9/4 + (9 * (4/3 + (1/4 + 5/6))))
[265090] ['3/7', '4/7', '7/5', '7/5', '8'] -> (8 / ((4/7 / 3/7) - (7/5 / 7/5)))
[265091] ['2/7', '5/8', '6/7', '7/6', '3'] -> (3 / (2/7 * (7/6 - (5/8 / 6/7))))
[265092] ['1/9', '2/7', '3/8', '8/3', '6'] -> ((6 - 8/3) / (2/7 * (1/9 + 3/8)))
[265093] ['1/5', '2/7', '7/8', '4/3', '7'] -> (7 / ((4/3 / 2/7) - (7/8 / 1/5)))
[265094] ['1/9', '1/8', '6/7', '1', '9/2'] -> ((9/2 + (1 / 6/7)) / (1/9 + 1/8))
[265095] ['1/4', '5/6', '7/5', '3/2', '9'] -> (9 * (1/4 + (5/6 * (7/5 + 3/2))))
[265096] ['1/9', '2/7', '2/5', '3/7', '6'] -> (((6 + (2/7 / 3/7)) * 2/5) / 1/9)
[265097] ['3/7', '4/7', '7/5', '5/3', '8'] -> (8 / ((4/7 - 3/7) * 7/5) * 5/3))
[265098] ['1/4', '7/9', '1', '7/6', '3/2'] -> (1 / ((7/9 / (7/6 + 3/2)) - 1/4))
[265099] ['4/9', '5/8', '6/7', '7/6', '2'] -> (2 / (6/7 * (7/6 - (4/9 + 5/8))))
[265100] ['1/8', '5/9', '2', '7/3', '7/2'] -> ((2 * 7/3) * (7/2 / (1/8 + 5/9)))
[265101] ['4/9', '3/2', '9/4', '9/4', '7'] -> ((9/4 + (7 / 4/9)) / (9/4 - 3/2))
[265102] ['1/4', '5/6', '7/5', '5/3', '9'] -> (9 / (1/4 * (7/5 * 5/3)) - 5/6))
[265103] ['1/6', '4/9', '1', '6/5', '9/2'] -> (4/9 / ((1 / (6/5 * /2)) - 1/6))
[265104] ['2/5', '3/7', '5/6', '7/8', '9'] -> (7/8 * (3/7 + (9 / (2/5 * 5/6))))
[265105] ['1/9', '1/8', '7/8', '8/9', '1'] -> ((7/8 / 1/8) + ((8/9 + 1) / 1/9))
[265106] ['1/4', '7/9', '1', '7/6', '7/4'] -> (7/6 / (7/4 * (1/4 + 7/9)) - 1))
[265107] ['2/5', '3/7', '5/6', '8/9', '9'] -> (((2/5 * 5/6) + (9 / 3/7)) / 8/9)
[265108] ['4/9', '3/2', '9/4', '7/3', '7'] -> ((7 * ((7/3 / 4/9) - 3/2)) - 9/4)
[265109] ['1/9', '5/8', '5/8', '8/9', '2'] -> (((2 + (5/8 / 5/8)) * 8/9) / 1/9)
[265110] ['1/9', '1/8', '7/8', '1', '9/8'] -> (1 / (1/9 * 9/8) + (1/8 - 7/8)))
[265111] ['1/6', '4/9', '1', '5/4', '5/4'] -> (1/6 / ((5/4 * (5/4 - 4/9)) - 1))
