[345736] ['1/5', '1/4', '5/9', '5/8', '8'] -> 8 / (5/9 * (1/5 + 1/4 / 5/8))
[351051] ['1', '7/6', '5/3', '5/2', '5/2'] -> (5/2 + 5/2 / 5/3) / (7/6 - 1)
[351052] ['2/3', '7/8', '6/5', '5/4', '7'] -> (6/5 + 7) / (7/8 - 2/3 / 5/4)
[351053] ['1', '7/6', '5/3', '5/2', '8/3'] -> 8/3 / (7/6 - 1) / (5/3 / 5/2)
[351054] ['2/3', '7/8', '6/5', '4/3', '7'] -> 7 / (4/3 * (7/8 - 2/3)) - 6/5
[351055] ['1', '7/6', '5/3', '7/2', '7/2'] -> 7/2 / (7/2 / (1 + 5/3) - 7/6)
[351056] ['2/5', '3/7', '3/7', '8/5', '5'] -> (5 + 3/7 / 3/7) / (2/5 / 8/5)
[351057] ['2/3', '7/8', '6/5', '7/5', '7'] -> 7 / (2/3 / 6/5) / (7/5 - 7/8)
[351058] ['2/3', '7/8', '6/5', '3/2', '7'] -> 7 / (2/3 + 7/8 - 3/2 / 6/5)
[351059] ['1', '7/6', '7/4', '7/4', '9/5'] -> 7/6 / 7/4 / (1 - 7/4 / 9/5)
[351060] ['2/5', '3/7', '3/7', '7/3', '5'] -> (7/3 - 3/7) / (3/7 / (2/5 + 5))
[351061] ['1', '7/6', '7/4', '7/4', '8/3'] -> 1 / (8/3 - 7/4 / (7/6 / 7/4))
[351062] ['5/9', '5/7', '9/5', '9/5', '5'] -> (5/9 + 5) * (9/5 + 9/5 / 5/7)
[351063] ['2/5', '3/7', '3/7', '8/3', '5'] -> (5 - 3/7) / (2/5 * 3/7) - 8/3
[351064] ['2/3', '7/8', '6/5', '7/2', '7'] -> 2/3 + 7/2 * 7 / (7/8 * 6/5)
[351065] ['2/3', '7/8', '5/4', '7/5', '7'] -> 7 / (7/5 * 2/3 * 5/4 - 7/8)
[351066] ['1', '7/6', '7/4', '9/5', '8/3'] -> 8/3 / (7/6 / 7/4 - 1 / 9/5)
[351067] ['2/3', '7/8', '5/4', '5/3', '7'] -> 2/3 + (5/4 + 5/3) / (7/8 / 7)
[351068] ['5/9', '5/7', '9/4', '9/4', '5'] -> (9/4 + 9/4 / 5/7) * (5 - 5/9)
[351069] ['2/5', '3/7', '4/9', '5/8', '5'] -> 5 / 3/7 / (4/9 / 2/5 - 5/8)
[351070] ['5/9', '5/7', '9/4', '7/3', '5'] -> 9/4 * (5/7 * 7/3 + 5 / 5/9)
[351071] ['1', '7/6', '7/4', '9/4', '7/3'] -> (7/4 + 9/4) / (7/3 - (1 + 7/6))
[351072] ['1', '7/6', '7/4', '9/4', '5/2'] -> 7/4 * 5/2 / (7/6 - 1) - 9/4
[351073] ['1', '7/6', '7/4', '9/4', '8/3'] -> 9/4 / ((7/6 + 7/4) / 8/3 - 1)
[351074] ['2/3', '7/8', '9/7', '3/2', '7'] -> 7 / (2/3 - 3/2 + 7/8 * 9/7)
[351075] ['5/9', '5/7', '7/3', '7/3', '5'] -> (5/7 * 7/3 + 7/3 * 5) / 5/9
[351076] ['1', '7/6', '7/4', '7/3', '7/2'] -> 7/2 / (7/4 / (7/3 - 1) - 7/6)
[351077] ['2/3', '7/8', '9/7', '5/3', '7'] -> 7 * (2/3 + 5/3) / (7/8 / 9/7)
[351078] ['2/3', '7/8', '9/7', '7/4', '7'] -> 9/7 * 7 * (2/3 + 7/4 / 7/8)
[351079] ['2/3', '7/8', '9/7', '9/5', '7'] -> 9/7 / 9/5 * 7 / (7/8 - 2/3)
[351080] ['2/5', '3/7', '4/9', '6/5', '5'] -> (6/5 + 2/5 / 3/7) / (4/9 / 5)
[351081] ['2/3', '7/8', '9/7', '7/2', '7'] -> 9/7 * 7/2 * 7 * 2/3 / 7/8
[351082] ['1', '7/6', '9/5', '9/5', '5/2'] -> (9/5 + 5/2) / (7/6 - 1) - 9/5
[351083] ['2/3', '7/8', '9/7', '9/2', '7'] -> 9/2 / 7 / (7/8 / 2/3 - 9/7)
[351084] ['2/3', '7/8', '4/3', '7/5', '7'] -> 7 / 7/5 / (2/3 + 7/8 - 4/3)
[351085] ['1', '7/6', '9/5', '9/5', '9/2'] -> (9/5 + 9/5) * (9/2 + 1 + 7/6)
[351086] ['2/3', '7/8', '4/3', '8/5', '7'] -> (7 / (7/8 - 2/3) - 8/5) / 4/3
[351087] ['2/3', '7/8', '4/3', '9/5', '7'] -> 9/5 * (4/3 + 7 / (2/3 * 7/8))
[351088] ['2/3', '7/8', '7/5', '3/2', '7'] -> 7 / (7/5 * (3/2 - 2/3) - 7/8)
[351089] ['5/9', '3/4', '3/4', '7/8', '5'] -> (3/4 + 5) / (3/4 * (7/8 - 5/9))
[351090] ['5/9', '3/4', '3/4', '9/8', '5'] -> 5 / 5/9 / (3/4 + 3/4 - 9/8)
[351091] ['2/5', '3/7', '4/9', '5/2', '5'] -> (5 / 3/7 - 2/5 * 5/2) / 4/9
[351092] ['1', '7/6', '9/5', '7/3', '8/3'] -> 8/3 / (7/3 / (7/6 * 9/5) - 1)
[351093] ['2/3', '7/8', '7/5', '5/2', '7'] -> 5/2 / (2/3 * 7/8) * (7 - 7/5)
[351094] ['5/9', '3/4', '3/4', '7/6', '5'] -> (7/6 + 3/4 + 3/4) / (5/9 / 5)
[351095] ['5/9', '3/4', '3/4', '6/5', '5'] -> 5 / (3/4 / 6/5 - 5/9 * 3/4)
[351096] ['2/3', '7/8', '7/5', '9/2', '7'] -> (9/2 + 7 / 2/3) / (7/8 / 7/5)
[351097] ['5/9', '3/4', '3/4', '9/7', '5'] -> 5 / (3/4 - 5/9) - 9/7 / 3/4
[351098] ['2/3', '7/8', '3/2', '3/2', '7'] -> 7 / 7/8 / (3/2 / 3/2 - 2/3)
[351099] ['5/9', '3/4', '3/4', '8/5', '5'] -> 8/5 * 5 / (3/4 - 5/9 * 3/4)
[351100] ['2/5', '3/7', '1/2', '5/8', '5'] -> 5 / (5/8 / 3/7 - 1/2 / 2/5)
[351101] ['1', '7/6', '9/5', '8/3', '8/3'] -> 9/5 * (8/3 / (7/6 - 1) - 8/3)
[351102] ['5/9', '3/4', '3/4', '5/3', '5'] -> (5/3 + 3/4 / 3/4) / (5/9 / 5)
[351103] ['2/3', '7/8', '3/2', '9/4', '7'] -> (3/2 + 2/3 * 9/4) / (7/8 / 7)
[351104] ['2/3', '7/8', '8/5', '7/4', '7'] -> 8/5 / (2/3 * 7/8) * (7/4 + 7)
[351105] ['2/5', '3/7', '1/2', '5/6', '5'] -> (2/5 * 5/6 + 5 / 3/7) / 1/2
[351106] ['2/3', '7/8', '8/5', '9/5', '7'] -> (8/5 + 7 / (7/8 / 9/5)) / 2/3
[351107] ['2/3', '7/8', '8/5', '5/2', '7'] -> (7 / 7/8 - 8/5) / (2/3 / 5/2)
[351108] ['5/9', '3/4', '7/9', '7/8', '5'] -> 5 / 5/9 / (7/8 / 7/9 - 3/4)
[351109] ['1', '7/6', '9/4', '9/4', '8/3'] -> 1 / 9/4 / (8/3 / 9/4 - 7/6)
[351110] ['2/5', '3/7', '1/2', '5/4', '5'] -> 2/5 * 5 / (5/4 - 1/2 / 3/7)
[351111] ['2/3', '7/8', '5/3', '5/3', '7'] -> 7 / 7/8 / (5/3 / 5/3 - 2/3)
[351112] ['5/9', '3/4', '7/9', '6/5', '5'] -> 7/9 * 6/5 * 5 / (3/4 - 5/9)
[351113] ['1', '7/6', '9/4', '5/2', '7/2'] -> 9/4 * (5/2 * (7/6 + 7/2) - 1)
[351114] ['2/5', '3/7', '1/2', '7/5', '5'] -> (2/5 / 7/5 + 5 / 1/2) / 3/7
[351115] ['5/9', '3/4', '7/9', '9/7', '5'] -> (7/9 + 5 / 9/7) / (3/4 - 5/9)
[351116] ['1', '7/6', '9/4', '8/3', '8/3'] -> 1 + (7/6 + 8/3) * 9/4 * 8/3
[351117] ['2/3', '7/8', '5/3', '5/2', '7'] -> (5/2 * (5/3 + 7) - 2/3) / 7/8
[351118] ['2/5', '3/7', '1/2', '5/3', '5'] -> 2/5 * 5/3 + 5 / (3/7 * 1/2)
[351119] ['2/3', '7/8', '7/4', '9/5', '7'] -> 9/5 * (7 / (7/8 / 7/4) - 2/3)
[351120] ['5/9', '3/4', '7/9', '8/5', '5'] -> 8/5 * (5/9 / (7/9 - 3/4) - 5)
[351121] ['2/5', '3/7', '1/2', '9/4', '5'] -> (5 - 1/2) / (2/5 * 3/7) - 9/4
[351122] ['5/9', '3/4', '7/9', '7/4', '5'] -> 5 * (3/4 + 7/4 / (5/9 * 7/9))
[351123] ['1', '7/6', '7/3', '7/3', '9/2'] -> 9/2 * (1 + 7/3 + 7/3 / 7/6)
[351124] ['2/5', '3/7', '1/2', '7/3', '5'] -> 5 / (2/5 * 1/2) - 3/7 * 7/3
[351125] ['2/3', '7/8', '9/5', '7/3', '7'] -> (7/3 - 2/3) * 7 / (7/8 / 9/5)
[351126] ['2/5', '3/7', '1/2', '5/2', '5'] -> (5/2 - 2/5) / (3/7 / 5) - 1/2
[351127] ['2/3', '7/8', '9/5', '5/2', '7'] -> 9/5 * 5/2 * 7 * 2/3 / 7/8
[351128] ['1', '7/6', '7/3', '8/3', '8/3'] -> (7/3 + 1 + 7/6) * (8/3 + 8/3)
[351129] ['5/9', '3/4', '7/9', '7/2', '5'] -> (3/4 + 7/2) * (7/9 + 5) - 5/9
[351130] ['1', '7/6', '7/3', '7/2', '7/2'] -> (1 + 7/2) * (7/3 + 7/2 / 7/6)
[351131] ['2/5', '3/7', '1/2', '7/2', '5'] -> 7/2 / 5 / (3/7 - 2/5) - 1/2
[351132] ['5/9', '3/4', '4/5', '5/6', '5'] -> 4/5 / (3/4 - 5/9) * (5/6 + 5)
[351133] ['5/9', '3/4', '4/5', '6/7', '5'] -> 4/5 / 6/7 * 5 / (3/4 - 5/9)
[351134] ['1', '7/6', '5/2', '5/2', '8/3'] -> 5/2 / (7/6 - 8/3 / 5/2) - 1
[351135] ['2/5', '3/7', '5/9', '4/7', '5'] -> ((4/7 + 5) / 5/9 - 3/7) / 2/5
[351136] ['2/3', '7/8', '5/2', '5/2', '7'] -> 7 / 7/8 / (5/2 / 5/2 - 2/3)
[351137] ['2/5', '3/7', '5/9', '2/3', '5'] -> (2/3 / 2/5 + 5 / 3/7) / 5/9
[351138] ['5/9', '3/4', '4/5', '7/6', '5'] -> 4/5 * 7/6 * 5 / (3/4 - 5/9)
[351139] ['2/3', '7/8', '9/2', '9/2', '7'] -> 7 / 7/8 / (9/2 / 9/2 - 2/3)
[351140] ['1', '7/6', '8/3', '8/3', '9/2'] -> 8/3 * 9/2 / (8/3 - (1 + 7/6))
[351141] ['5/9', '3/4', '4/5', '6/5', '5'] -> (4/5 + 6/5) * 5 / (5/9 * 3/4)
[351142] ['2/5', '3/7', '5/9', '5/7', '5'] -> (3/7 / 5/7 + 5 / 5/9) / 2/5
[351143] ['1', '7/6', '8/3', '9/2', '9/2'] -> 1 / 8/3 + 9/2 * 7/6 * 9/2
[351144] ['2/5', '3/7', '5/9', '3/4', '5'] -> 5 * 2/5 / 3/7 / (3/4 - 5/9)
[351145] ['1', '7/6', '7/2', '7/2', '7/2'] -> (7/2 + 1 + 7/2) / (7/6 / 7/2)
[351146] ['2/3', '8/9', '8/9', '7/6', '7'] -> 8/9 / 7/6 * 7 / (8/9 - 2/3)
[351147] ['2/5', '3/7', '5/9', '7/9', '5'] -> (5 + 3/7 * 7/9) / (2/5 * 5/9)
[351148] ['1', '6/5', '6/5', '6/5', '4/3'] -> (6/5 + 6/5) / (1 - 6/5 / 4/3)
[351149] ['5/9', '3/4', '4/5', '7/5', '5'] -> (4/5 + 7/5 / 3/4) / (5/9 / 5)
[351150] ['2/5', '3/7', '5/9', '6/7', '5'] -> (5 - 3/7) / (6/7 * 2/5 * 5/9)
[351151] ['5/9', '3/4', '4/5', '5/3', '5'] -> 5 * (4/5 + 5/3 / (5/9 * 3/4))
[351152] ['5/9', '3/4', '4/5', '9/5', '5'] -> 5 * (3/4 + 9/5 / (5/9 * 4/5))
[351153] ['5/9', '3/4', '4/5', '9/4', '5'] -> 4/5 / (9/4 / 5 - 5/9 * 3/4)
[351154] ['2/5', '3/7', '5/9', '7/6', '5'] -> 7/6 / (2/5 * 5/9) * (5 - 3/7)
[351155] ['1', '6/5', '6/5', '6/5', '5/2'] -> 6/5 / ((5/2 - 1) / 6/5 - 6/5)
[351156] ['2/3', '8/9', '8/9', '9/4', '7'] -> (8/9 + 8/9 * 7) / (2/3 / 9/4)
[351157] ['2/5', '3/7', '5/9', '9/7', '5'] -> (5 + 3/7 / 9/7) / (2/5 * 5/9)
[351158] ['5/9', '3/4', '4/5', '9/2', '5'] -> 9/2 * (5 + 4/5 * 5/9 * 3/4)
[351159] ['5/9', '3/4', '5/6', '5/6', '5'] -> 5 / (3/4 * (5/9 + 5/6) - 5/6)
[351160] ['2/5', '3/7', '5/9', '7/5', '5'] -> (3/7 * 7/5 + 5 / 5/9) / 2/5
[351161] ['1', '6/5', '6/5', '5/4', '5/4'] -> 6/5 / 5/4 / (1 - 6/5 / 5/4)
[351162] ['5/9', '3/4', '5/6', '6/7', '5'] -> 5 / (3/4 / 6/7 - 5/9 / 5/6)
[351163] ['2/3', '8/9', '9/8', '7/6', '7'] -> 7 / (8/9 - 2/3) / (9/8 * 7/6)
[351164] ['1', '6/5', '6/5', '5/4', '4/3'] -> (1 + 6/5 / 6/5) / (4/3 - 5/4)
[351165] ['2/5', '3/7', '5/9', '5/3', '5'] -> (2/5 + 5) * (5/9 + 5/3 / 3/7)
[351166] ['1', '6/5', '6/5', '5/4', '8/5'] -> 6/5 / (1 / 5/4 - 6/5 / 8/5)
[351167] ['5/9', '3/4', '5/6', '6/5', '5'] -> 5 / (5/9 * 5/6) / (6/5 - 3/4)
[351168] ['2/3', '8/9', '9/8', '4/3', '7'] -> 7 / (2/3 + 9/8 - 4/3 / 8/9)
[351169] ['1', '6/5', '6/5', '5/4', '7/4'] -> 1 / (6/5 * 5/4 - 7/4 / 6/5)
[351170] ['5/9', '3/4', '5/6', '9/7', '5'] -> 5 / (3/4 - 5/9) / (5/6 * 9/7)
[351171] ['2/3', '8/9', '9/8', '3/2', '7'] -> 2/3 / (9/8 - 8/9) * (3/2 + 7)
[351172] ['1', '6/5', '6/5', '5/4', '7/3'] -> 6/5 / ((6/5 + 5/4) / 7/3 - 1)
[351173] ['2/3', '8/9', '9/8', '8/5', '7'] -> 7 / (9/8 - 8/9 / (2/3 * 8/5))
[351174] ['5/9', '3/4', '5/6', '8/5', '5'] -> 5 / (5/6 * (8/5 - 3/4 / 5/9))
[351175] ['1', '6/5', '6/5', '5/4', '7/2'] -> 6/5 / (7/2 - (5/4 + 1 + 6/5))
[351176] ['2/5', '3/7', '5/9', '7/2', '5'] -> 3/7 * 7/2 + 5 / (2/5 * 5/9)
[351177] ['2/3', '8/9', '9/8', '9/4', '7'] -> (8/9 + 7 / 9/8) / (2/3 / 9/4)
[351178] ['5/9', '3/4', '5/6', '8/3', '5'] -> 8/3 * 5 / (5/6 / 3/4 - 5/9)
[351179] ['2/5', '3/7', '4/7', '4/7', '5'] -> (4/7 + 4/7 / 5) / (3/7 - 2/5)
[351180] ['5/9', '3/4', '6/7', '6/7', '5'] -> 5 / (3/4 - 5/9) - (6/7 + 6/7)
[351181] ['1', '6/5', '6/5', '9/7', '5/3'] -> (1 + 6/5) / (9/7 - 6/5) - 5/3
[351182] ['1', '6/5', '6/5', '9/7', '7/4'] -> 6/5 / (9/7 * 7/4 - (1 + 6/5))
[351183] ['2/5', '3/7', '4/7', '2/3', '5'] -> 2/5 * 5 / (3/7 / 4/7 - 2/3)
[351184] ['2/3', '8/9', '8/7', '6/5', '7'] -> 8/7 * 7 / (8/9 - 2/3 / 6/5)
[351185] ['5/9', '3/4', '6/7', '8/7', '5'] -> (6/7 + 8/7) * 5 / (5/9 * 3/4)
[351186] ['1', '6/5', '6/5', '9/7', '7/3'] -> 6/5 / (7/3 - (1 + 9/7)) - 6/5
[351187] ['2/3', '8/9', '8/7', '5/4', '7'] -> (2/3 + 8/7 * 7) / (5/4 - 8/9)
[351188] ['5/9', '3/4', '6/7', '6/5', '5'] -> 5 / (3/4 / 6/7 - 5/9 * 6/5)
[351189] ['2/3', '8/9', '8/7', '9/7', '7'] -> (8/7 + 8/9 * 9/7) / (2/3 / 7)
[351190] ['2/3', '8/9', '8/7', '4/3', '7'] -> (4/3 + 8/7 / 2/3) / (8/9 / 7)
[351191] ['2/5', '3/7', '4/7', '9/8', '5'] -> 3/7 / (5 * 2/5 * 4/7 - 9/8)
[351192] ['1', '6/5', '6/5', '4/3', '7/5'] -> 6/5 / (1 - 4/3 / 7/5) - 6/5
[351193] ['2/5', '3/7', '4/7', '6/5', '5'] -> 6/5 / (2/5 * 4/7) * (5 - 3/7)
[351194] ['1', '6/5', '6/5', '4/3', '3/2'] -> 6/5 / (6/5 / 3/2 - 1 / 4/3)
[351195] ['2/3', '8/9', '8/7', '7/4', '7'] -> 2/3 / (7 * (8/7 - 8/9) - 7/4)
[351196] ['2/3', '8/9', '8/7', '9/5', '7'] -> (8/9 + 8/7 * 7) / (2/3 / 9/5)
[351197] ['2/5', '3/7', '4/7', '4/3', '5'] -> (4/7 + 4/3) / (3/7 / (2/5 + 5))
[351198] ['2/5', '3/7', '4/7', '5/3', '5'] -> 5 / (3/7 / (2/5 * 4/7) - 5/3)
[351199] ['5/9', '3/4', '6/7', '7/3', '5'] -> 6/7 * 7/3 * 5 / (5/9 * 3/4)
[351200] ['2/3', '8/9', '8/7', '9/2', '7'] -> 2/3 * 7 * (8/7 + 8/9 * 9/2)
[351201] ['5/9', '3/4', '6/7', '8/3', '5'] -> (8/3 + 5) / (3/4 / 6/7 - 5/9)
[351202] ['1', '6/5', '6/5', '7/5', '8/5'] -> 6/5 / (6/5 * 7/5 / 8/5 - 1)
[351203] ['2/5', '3/7', '4/7', '9/5', '5'] -> (9/5 * (4/7 + 5) - 3/7) / 2/5
[351204] ['5/9', '3/4', '6/7', '7/2', '5'] -> 5 / (5/9 * 7/2) / (6/7 - 3/4)
[351205] ['2/3', '8/9', '7/6', '9/7', '7'] -> 7/6 + (8/9 + 9/7) / (2/3 / 7)
[351206] ['5/9', '3/4', '7/8', '9/8', '5'] -> (7/8 + 9/8) * 5 / (5/9 * 3/4)
[351207] ['1', '6/5', '6/5', '7/5', '8/3'] -> 6/5 / (1 - 7/5 + 6/5 / 8/3)
[351208] ['2/5', '3/7', '4/7', '7/2', '5'] -> 7/2 * (3/7 + 5 + 4/7 / 2/5)
[351209] ['2/5', '3/7', '3/5', '5/8', '5'] -> 5 / 5/8 / (2/5 / 3/7 - 3/5)
[351210] ['2/3', '8/9', '7/6', '9/5', '7'] -> 7 / (7/6 - 8/9) - 2/3 * 9/5
[351211] ['1', '6/5', '6/5', '3/2', '5/3'] -> (6/5 + 6/5) / (1 - 3/2 / 5/3)
[351212] ['5/9', '3/4', '7/8', '6/5', '5'] -> 5 / (5/9 * (3/4 + 6/5) - 7/8)
[351213] ['5/9', '3/4', '7/8', '5/4', '5'] -> 5 / 5/9 / (3/4 + 7/8 - 5/4)
[351214] ['1', '6/5', '6/5', '3/2', '9/4'] -> 3/2 / (1 - 9/4 / (6/5 + 6/5))
[351215] ['5/9', '3/4', '7/8', '9/7', '5'] -> 5 / 5/9 / (7/8 * 9/7 - 3/4)
[351216] ['2/5', '3/7', '3/5', '5/6', '5'] -> (2/5 + 5 / (3/7 * 5/6)) / 3/5
[351217] ['5/9', '3/4', '7/8', '7/5', '5'] -> 5 / (7/8 / 7/5 - 5/9 * 3/4)
[351218] ['5/9', '3/4', '7/8', '8/5', '5'] -> 5 / (7/8 - 8/5 * 5/9 * 3/4)
[351219] ['2/5', '3/7', '3/5', '9/8', '5'] -> (2/5 + 5) / (3/7 * (9/8 - 3/5))
[351220] ['1', '6/5', '6/5', '8/5', '7/4'] -> 6/5 / (8/5 - 7/4 - (1 - 6/5))
[351221] ['2/3', '8/9', '6/5', '8/5', '7'] -> 7 * 2/3 * 8/5 / (6/5 - 8/9)
[351222] ['2/5', '3/7', '3/5', '7/6', '5'] -> (3/5 + 5) / (7/6 - 2/5 / 3/7)
[351223] ['5/9', '3/4', '7/8', '7/4', '5'] -> 5 / (5/9 * 3/4) / (7/8 / 7/4)
[351224] ['2/5', '3/7', '3/5', '6/5', '5'] -> (2/5 + 5 / (3/7 / 6/5)) / 3/5
[351225] ['2/3', '8/9', '6/5', '7/4', '7'] -> 7 / (2/3 * 7/4 - 8/9) - 6/5
[351226] ['5/9', '3/4', '7/8', '9/4', '5'] -> (3/4 + 5 / (5/9 / 9/4)) / 7/8
[351227] ['1', '6/5', '6/5', '8/5', '9/2'] -> 8/5 / (1 - 6/5 + 6/5 / 9/2)
[351228] ['2/5', '3/7', '3/5', '5/4', '5'] -> 2/5 / (3/5 - 5/4 / (3/7 * 5))
[351229] ['1', '6/5', '6/5', '5/3', '9/4'] -> 6/5 / (9/4 * (5/3 - 6/5) - 1)
[351230] ['2/5', '3/7', '3/5', '7/5', '5'] -> 5 * (3/5 + (2/5 + 7/5) / 3/7)
[351231] ['2/3', '8/9', '6/5', '8/3', '7'] -> 6/5 * (8/9 / 2/3 + 8/3 * 7)
[351232] ['2/5', '3/7', '3/5', '8/5', '5'] -> 8/5 * 5 / (2/5 / 3/7 - 3/5)
[351233] ['2/5', '3/7', '3/5', '9/5', '5'] -> (9/5 + (2/5 + 5) / 3/7) / 3/5
[351234] ['1', '6/5', '6/5', '7/4', '7/3'] -> 6/5 / (6/5 * 7/3 - (1 + 7/4))
[351235] ['2/3', '8/9', '5/4', '7/5', '7'] -> 2/3 / 7 / (5/4 / 7/5 - 8/9)
[351236] ['5/9', '3/4', '8/9', '8/5', '5'] -> 5 / (5/9 / 8/5 + 3/4 - 8/9)
[351237] ['2/5', '3/7', '5/8', '2/3', '5'] -> 5 / (2/3 / 2/5 - 5/8 / 3/7)
[351238] ['1', '6/5', '6/5', '9/5', '9/5'] -> (9/5 + 6/5 + 9/5) / (6/5 - 1)
[351239] ['2/3', '8/9', '5/4', '9/5', '7'] -> 2/3 * 7 / (8/9 - 5/4 / 9/5)
[351240] ['1', '6/5', '6/5', '9/5', '5/2'] -> (9/5 + 6/5 * 5/2) / (6/5 - 1)
[351241] ['2/3', '8/9', '5/4', '9/4', '7'] -> 7 * 8/9 * 9/4 / (5/4 - 2/3)
[351242] ['2/5', '3/7', '5/8', '6/7', '5'] -> 6/7 * 5 / (3/7 - 2/5 * 5/8)
[351243] ['2/3', '8/9', '5/4', '9/2', '7'] -> 9/2 * (7 - 5/4 / (2/3 / 8/9))
[351244] ['1', '6/5', '6/5', '9/5', '7/2'] -> 6/5 / (7/2 / (1 + 9/5) - 6/5)
[351245] ['2/3', '8/9', '9/7', '9/7', '7'] -> (9/7 + 9/7) * 7 / (2/3 / 8/9)
[351246] ['1', '6/5', '6/5', '9/4', '7/3'] -> (1 + 6/5 / 6/5) / (7/3 - 9/4)
[351247] ['5/9', '3/4', '9/8', '5/4', '5'] -> 5 / (5/4 - 5/9 * (3/4 + 9/8))
[351248] ['1', '6/5', '6/5', '9/4', '9/2'] -> 6/5 / (9/2 - (9/4 + 1 + 6/5))
[351249] ['5/9', '3/4', '9/8', '4/3', '5'] -> 5 / (5/9 * 3/4 + 9/8 - 4/3)
[351250] ['2/5', '3/7', '5/8', '7/6', '5'] -> 5 / (7/6 * (3/7 - 2/5 * 5/8))
[351251] ['2/3', '8/9', '9/7', '5/3', '7'] -> (2/3 + 7 * (9/7 + 5/3)) / 8/9
[351252] ['5/9', '3/4', '9/8', '3/2', '5'] -> 5 / 5/9 / (3/4 + 9/8 - 3/2)
[351253] ['1', '6/5', '6/5', '5/2', '5/2'] -> 5/2 / (5/2 - (6/5 + 6/5)) - 1
[351254] ['2/5', '3/7', '5/8', '4/3', '5'] -> (4/3 / 2/5 + 5 / 3/7) / 5/8
[351255] ['5/9', '3/4', '9/8', '5/3', '5'] -> 5 / (5/3 * (3/4 - 5/9 * 9/8))
[351256] ['1', '6/5', '6/5', '5/2', '8/3'] -> 6/5 / (6/5 / 8/3 - 1 / 5/2)
[351257] ['5/9', '3/4', '9/8', '7/4', '5'] -> 5 / (7/4 - (9/8 + 5/9 * 3/4))
[351258] ['1', '6/5', '6/5', '5/2', '9/2'] -> 6/5 * (9/2 / (6/5 - 1) - 5/2)
[351259] ['1', '6/5', '6/5', '8/3', '8/3'] -> 8/3 / (8/3 / (6/5 + 6/5) - 1)
[351260] ['5/9', '3/4', '9/8', '5/2', '5'] -> 9/8 / 3/4 + 5 / (5/9 / 5/2)
[351261] ['2/3', '8/9', '4/3', '4/3', '7'] -> 4/3 * 7 / (8/9 - 2/3 / 4/3)
[351262] ['2/5', '3/7', '5/8', '8/5', '5'] -> ((8/5 + 5) / 3/7 - 2/5) / 5/8
[351263] ['1', '6/5', '6/5', '8/3', '9/2'] -> (1 + 6/5 / 6/5) * 8/3 * 9/2
[351264] ['5/9', '3/4', '9/8', '7/2', '5'] -> 5 * (7/2 / 5/9 - 9/8 / 3/4)
[351265] ['1', '6/5', '6/5', '7/2', '9/2'] -> 9/2 * (7/2 + (1 + 6/5) / 6/5)
[351266] ['2/3', '8/9', '4/3', '7/3', '7'] -> (7/3 + 7) / (8/9 - 2/3 / 4/3)
[351267] ['5/9', '3/4', '8/7', '8/7', '5'] -> (8/7 + 8/7 / 3/4) / (5/9 / 5)
[351268] ['2/3', '8/9', '4/3', '5/2', '7'] -> (5/2 * 7 - 4/3 / 8/9) / 2/3
[351269] ['2/5', '3/7', '5/8', '7/3', '5'] -> (5 + 3/7 * 7/3) / (2/5 * 5/8)
[351270] ['1', '6/5', '5/4', '5/4', '8/5'] -> 5/4 / (1 / 6/5 - 5/4 / 8/5)
[351271] ['2/3', '8/9', '4/3', '7/2', '7'] -> 2/3 + (8/9 + 4/3) * (7/2 + 7)
[351272] ['1', '6/5', '5/4', '5/4', '5/3'] -> 6/5 / (1 / 5/4 - 5/4 / 5/3)
[351273] ['1', '6/5', '5/4', '5/4', '7/4'] -> 6/5 / ((1 + 5/4) / 5/4 - 7/4)
[351274] ['2/3', '8/9', '7/5', '8/5', '7'] -> 8/5 * (2/3 + 7) / (7/5 - 8/9)
[351275] ['5/9', '3/4', '8/7', '9/7', '5'] -> 5 / 5/9 / (9/7 / 8/7 - 3/4)
[351276] ['1', '6/5', '5/4', '5/4', '7/3'] -> 1 / (7/3 - (5/4 + 5/4 / 6/5))
[351277] ['5/9', '3/4', '8/7', '4/3', '5'] -> (4/3 + 5) / (3/4 - 5/9 / 8/7)
[351278] ['1', '6/5', '5/4', '9/7', '4/3'] -> 9/7 * (1 / (5/4 - 6/5) - 4/3)
[351279] ['2/5', '3/7', '2/3', '4/5', '5'] -> 2/3 + 4/5 * 5 / (2/5 * 3/7)
[351280] ['1', '6/5', '5/4', '9/7', '3/2'] -> 1 / 5/4 / (6/5 - 3/2 / 9/7)
[351281] ['5/9', '3/4', '8/7', '7/4', '5'] -> 8/7 * 7/4 * 5 / (5/9 * 3/4)
[351282] ['5/9', '3/4', '8/7', '9/4', '5'] -> 8/7 * (3/4 + 5 / (5/9 / 9/4))
[351283] ['1', '6/5', '5/4', '9/7', '7/4'] -> 6/5 / 7/4 / (9/7 / 5/4 - 1)
[351284] ['2/3', '8/9', '3/2', '5/3', '7'] -> 7 / (2/3 + 3/2 - 5/3 / 8/9)
[351285] ['2/5', '3/7', '2/3', '5/4', '5'] -> 2/3 + 5 / (5/4 * 2/5 * 3/7)
[351286] ['2/5', '3/7', '2/3', '3/2', '5'] -> (3/2 / 3/7 + 5 / 2/5) / 2/3
