[257086] ['4/9', '4/5', '7/8', '8/3', '7'] -> (7 + 8/3 / 4/5) / (7/8 - 4/9)
[260855] ['2/7', '5/9', '3/2', '7/4', '3'] -> 3/2 / (5/9 - 2/7 * 7/4) - 3
[260856] ['4/9', '8/9', '8/7', '8/5', '7'] -> 7 * (8/9 + 8/5 * (4/9 + 8/7))
[260857] ['9/8', '6/5', '2', '8/3', '7/2'] -> 2 / (9/8 * 8/3 - 7/2 / 6/5)
[260858] ['1/9', '1/5', '7/8', '6/5', '6'] -> (6 + 1/5 / 1/9) / (6/5 - 7/8)
[260859] ['3/7', '4/9', '5/4', '7/2', '8'] -> 3/7 * 7/2 + 8 / (4/9 / 5/4)
[260860] ['1/9', '5/9', '5/7', '7/5', '2'] -> 5/7 * 7/5 + (5/9 + 2) / 1/9
[260861] ['2/9', '2/3', '1', '5/4', '5/4'] -> 2/3 / (2/9 * 5/4 + 1 - 5/4)
[260862] ['4/9', '8/9', '8/7', '7/4', '7'] -> (7 - 7/4) / (4/9 / (8/9 + 8/7))
[260863] ['1/9', '1/9', '2/7', '3/7', '1'] -> (2/7 + (1/9 + 1) / 1/9) / 3/7
[260864] ['1/5', '2/9', '9/5', '7/2', '7'] -> 7/2 * 7 - 1/5 / 2/9 / 9/5
[260865] ['1/6', '2/5', '6/7', '1', '9/7'] -> (1 / 2/5 + 9/7 / 6/7) / 1/6
[260866] ['4/9', '8/9', '8/7', '9/5', '7'] -> (8/9 + 8/7 / 9/5) / (4/9 / 7)
[260867] ['2/9', '4/7', '6/5', '9/7', '6'] -> 4/7 / 2/9 / (9/7 - 6/5) - 6
[260868] ['1/4', '5/8', '1', '9/8', '7/5'] -> 5/8 / (7/5 - (1/4 + 9/8)) - 1
[260869] ['1/4', '2/3', '4/5', '8/9', '9'] -> 9 / (2/3 - 1/4) / (4/5 / 8/9)
[260870] ['4/9', '8/9', '8/7', '9/4', '7'] -> 8/7 * 9/4 * 7 * (4/9 + 8/9)
[260871] ['3/7', '4/9', '9/7', '7/5', '8'] -> 7/5 * (3/7 - 9/7 + 8 / 4/9)
[260872] ['9/8', '5/4', '5/4', '7/5', '2'] -> (7/5 + 2 / 5/4) / (5/4 - 9/8)
[260873] ['4/9', '4/7', '3/5', '2', '9/4'] -> 2 / (3/5 * (4/7 - 4/9)) - 9/4
[260874] ['2/9', '2/3', '1', '5/4', '5/3'] -> 2/3 / (1 - 2/9 - 5/4 / 5/3)
[260875] ['2/7', '5/9', '3/2', '5/2', '3'] -> 3 + (3/2 + 5/2 / 5/9) / 2/7
[260876] ['2/9', '4/7', '6/5', '7/5', '6'] -> (6 - 7/5 * 4/7 / 6/5) / 2/9
[260877] ['1/9', '5/9', '5/7', '9/5', '2'] -> 2 / 5/7 + (5/9 + 9/5) / 1/9
[260878] ['3/7', '4/9', '9/7', '8/5', '8'] -> 8/5 * (8 / 4/9 - 9/7 / 3/7)
[260879] ['1/9', '1/5', '7/8', '8/5', '6'] -> 6 / (1/5 / (1/9 * 8/5) - 7/8)
[260880] ['9/8', '5/4', '5/4', '5/3', '2'] -> 5/3 * 2 / (5/4 - 5/4 / 9/8)
[260881] ['1/4', '2/3', '4/5', '7/6', '9'] -> 9 / ((7/6 - 2/3) / 4/5 - 1/4)
[260882] ['2/9', '4/7', '6/5', '3/2', '6'] -> 6 / (4/7 - 2/9 * 3/2) - 6/5
[260883] ['1/4', '5/8', '1', '9/8', '9/5'] -> 9/5 / ((1 - 1/4) / 5/8 - 9/8)
[260884] ['1/5', '2', '8/3', '8/3', '7/2'] -> (8/3 + 8/3 / 1/5) * (7/2 - 2)
[260885] ['3/8', '7/6', '8/5', '7/4', '9'] -> 8/5 * 9 * (7/6 * 7/4 - 3/8)
[260886] ['1/6', '2/5', '6/7', '1', '7/4'] -> (6/7 * 7/4 + 1 / 2/5) / 1/6
[260887] ['3/7', '4/9', '9/7', '9/5', '8'] -> 8 / (4/9 * 9/7 - 3/7 / 9/5)
[260888] ['1/4', '5/8', '1', '9/8', '7/3'] -> (1 + 7/3) * 9/8 / (1/4 * 5/8)
[260889] ['1/6', '2/5', '6/7', '1', '9/5'] -> 6/7 * (1 + 9/5 / (1/6 * 2/5))
[260890] ['1/5', '2/9', '9/4', '7/2', '7'] -> 7/2 / 1/5 + 7 - 2/9 * 9/4
[260891] ['1/5', '2', '8/3', '8/3', '9/2'] -> (8/3 / 1/5 - 8/3) / (2 / 9/2)
[260892] ['2/9', '2/3', '1', '5/4', '5/2'] -> 2/3 / (5/2 - (5/4 + 2/9 + 1))
[260893] ['9/8', '5/4', '5/4', '2', '7/3'] -> 5/4 / 5/4 / (7/3 / 2 - 9/8)
[260894] ['2/7', '5/9', '8/5', '5/3', '3'] -> 5/3 / (5/9 / 2/7 - 3 / 8/5)
[260895] ['3/7', '4/9', '9/7', '5/2', '8'] -> 4/9 * 9/7 + 8 * (3/7 + 5/2)
[260896] ['1/5', '2', '8/3', '7/2', '7/2'] -> 8/3 * (2 / 1/5 - 7/2 / 7/2)
[260897] ['1/9', '5/9', '5/7', '2', '8/3'] -> 8/3 * (2 + 5/9 / (1/9 * 5/7))
[260898] ['3/8', '7/6', '8/5', '7/3', '9'] -> 3/8 + 9 * (7/6 + 7/3 / 8/5)
[260899] ['2/9', '4/7', '6/5', '9/5', '6'] -> 6 / 4/7 + (6/5 + 9/5) / 2/9
[260900] ['1/6', '2/5', '6/7', '1', '7/3'] -> (7/3 / (2/5 / 6/7) - 1) / 1/6
[260901] ['1/4', '5/8', '1', '9/8', '7/2'] -> (7/2 / (9/8 - 5/8) - 1) / 1/4
[260902] ['2/7', '5/9', '8/5', '9/5', '3'] -> 8/5 + (5/9 + 3) / (2/7 / 9/5)
[260903] ['1/4', '2/3', '4/5', '8/3', '9'] -> (9 - 2/3) / (1/4 / 4/5) - 8/3
[260904] ['1/5', '2/9', '7/3', '5/2', '7'] -> (1/5 + 7/3 + 7 / 5/2) / 2/9
[260905] ['4/9', '8/9', '7/6', '5/3', '7'] -> 7 * (8/9 / 4/9 + 5/3 / 7/6)
[260906] ['4/9', '4/7', '5/8', '2/3', '2'] -> 2 * (2/3 / (5/8 - 4/7) - 4/9)
[260907] ['1/5', '2', '7/2', '7/2', '9/2'] -> (2 * 9/2 - 7/2) / 1/5 - 7/2
[260908] ['2/9', '4/7', '6/5', '5/2', '6'] -> 5/2 / (2/9 / 6/5) + 6 / 4/7
[260909] ['9/8', '5/4', '9/7', '7/5', '2'] -> 9/7 / (9/8 / 7/5 + 5/4 - 2)
[260910] ['1/4', '2/3', '5/6', '8/7', '9'] -> 9 / (2/3 / 8/7 - 1/4 * 5/6)
[260911] ['1/9', '1/9', '2/7', '5/6', '1'] -> 1 / (1/9 * 2/7) - 5/6 / 1/9
[260912] ['3/7', '4/9', '4/3', '8/5', '8'] -> 8/5 * (8 + 4/3 / (3/7 * 4/9))
[260913] ['4/9', '8/9', '7/6', '9/4', '7'] -> 7 / (7/6 * (9/4 - 8/9 / 4/9))
[260914] ['1/9', '5/9', '3/4', '5/6', '2'] -> 2 / 1/9 / (5/6 / 5/9 - 3/4)
[260915] ['2/7', '5/9', '8/5', '5/2', '3'] -> 8/5 * (5/2 / 5/9 + 3 / 2/7)
[260916] ['1/9', '1/9', '2/7', '7/8', '1'] -> 1 / (7/8 * (2/7 - 1/9) - 1/9)
[260917] ['4/9', '4/7', '5/8', '3/4', '2'] -> (2 / (4/7 - 4/9) - 3/4) / 5/8
[260918] ['2/9', '2/9', '2/9', '1/4', '2'] -> (2/9 + 2/9 * 2) / (1/4 - 2/9)
[260919] ['1/9', '1/5', '8/9', '9/8', '6'] -> 6 / (1/5 * (9/8 + 1/9 / 8/9))
[260920] ['1/6', '2/5', '6/7', '1', '7/2'] -> (6/7 / 2/5 - 1) / (1/6 / 7/2)
[260921] ['1/5', '2/9', '5/2', '8/3', '7'] -> 7 / (5/2 * (1/5 - 2/9 / 8/3))
[260922] ['4/9', '8/9', '6/5', '6/5', '7'] -> (6/5 + 6/5 * (8/9 + 7)) / 4/9
[260923] ['1/9', '5/9', '3/4', '9/8', '2'] -> (5/9 * 3/4 + 9/8 * 2) / 1/9
[260924] ['1/5', '2/9', '5/2', '7/2', '7'] -> 5/2 * (7/2 + 7 - 1/5 / 2/9)
[260925] ['2/7', '5/9', '8/5', '3', '7/2'] -> 8/5 + 7/2 + 3 / (2/7 * 5/9)
[260926] ['9/8', '5/4', '9/7', '5/3', '2'] -> (5/3 + 2) / (9/8 - 5/4 / 9/7)
[260927] ['3/7', '4/9', '4/3', '9/4', '8'] -> 9/4 * (4/3 / 3/7 - (4/9 - 8))
[260928] ['4/9', '8/9', '6/5', '5/4', '7'] -> 7 / (4/9 + 8/9 - 5/4 / 6/5)
[260929] ['2/9', '2/9', '2/9', '1/3', '2'] -> (2 / 2/9 - 2/9 / 2/9) / 1/3
[260930] ['2/9', '2/9', '2/9', '2/5', '2'] -> ((2/9 + 2) / 2/5 - 2/9) / 2/9
[260931] ['1/4', '2/3', '6/7', '8/9', '9'] -> 6/7 + 9 / (1/4 * (2/3 + 8/9))
[260932] ['3/8', '7/6', '5/3', '8/3', '9'] -> (5/3 + 9) / (7/6 / 3/8 - 8/3)
[260933] ['1/5', '2/9', '8/3', '8/3', '7'] -> (8/3 * 7 - 8/3 / 1/5) / 2/9
[260934] ['1/4', '5/8', '1', '8/7', '3/2'] -> 3/2 / 1/4 / (1 / 8/7 - 5/8)
[260935] ['4/9', '4/7', '5/8', '5/6', '2'] -> (5/6 + 2 / 4/7) / (5/8 - 4/9)
[260936] ['1/9', '5/9', '3/4', '5/4', '2'] -> 2 / (5/4 * (1/9 + 5/9) - 3/4)
[260937] ['1/6', '2/5', '7/8', '1', '9/8'] -> ((7/8 + 9/8) / 2/5 - 1) / 1/6
[260938] ['3/7', '4/9', '7/5', '7/5', '8'] -> 8 / (3/7 * (7/5 - 4/9 * 7/5))
[260939] ['4/9', '4/7', '5/8', '6/7', '2'] -> 6/7 / (4/7 / 4/9 - 5/8 * 2)
[260940] ['1/9', '5/9', '3/4', '9/7', '2'] -> 2 / (1/9 + 5/9 - 3/4 / 9/7)
[260941] ['2/9', '2/3', '1', '9/7', '7/2'] -> (1 + 9/7) * 7/2 / (2/9 / 2/3)
[260942] ['3/7', '4/9', '7/5', '3/2', '8'] -> 8 / 7/5 / (4/9 * 3/2 - 3/7)
[260943] ['1/4', '5/8', '1', '8/7', '7/4'] -> (1 + 8/7) * 7/4 / (1/4 * 5/8)
[260944] ['1/9', '1/5', '8/9', '8/3', '6'] -> 8/9 / (1/9 * 1/5) - 8/3 * 6
[260945] ['1/9', '5/9', '3/4', '7/5', '2'] -> 2 / (1/9 + 3/4 - 5/9 * 7/5)
[260946] ['4/9', '8/9', '6/5', '5/3', '7'] -> 5/3 * (7 / 4/9 - 6/5 / 8/9)
[260947] ['2/9', '2/9', '2/9', '5/8', '2'] -> 2 / 2/9 / (2/9 / 2/9 - 5/8)
[260948] ['2/9', '2/3', '1', '4/3', '7/5'] -> 4/3 / (2/3 / (1 + 7/5) - 2/9)
[260949] ['1/5', '1/4', '1/4', '1/4', '7'] -> (1/4 + 7 - 1/4 / 1/5) / 1/4
[260950] ['3/8', '7/6', '9/5', '9/4', '9'] -> 3/8 + 7/6 * 9/5 * (9/4 + 9)
[260951] ['4/9', '8/9', '6/5', '9/5', '7'] -> 9/5 * 7 / (4/9 / 8/9) - 6/5
[260952] ['1/6', '2/5', '7/8', '1', '3/2'] -> 1 / (1/6 * 2/5) / (3/2 - 7/8)
[260953] ['1/4', '2/3', '6/7', '5/3', '9'] -> 9 * (5/3 / (2/3 * 6/7) - 1/4)
[260954] ['2/9', '2/3', '1', '4/3', '8/5'] -> 2/3 / (1 - (2/9 + 4/3) / 8/5)
[260955] ['1/4', '5/8', '1', '8/7', '7/3'] -> 1 / (7/3 * 1/4 * 8/7 - 5/8)
[260956] ['1/9', '1/5', '9/8', '9/8', '6'] -> 6 / (1/5 * (9/8 + 1/9 * 9/8))
[260957] ['3/7', '4/9', '7/5', '9/5', '8'] -> 7/5 * (3/7 + 8 / 4/9) - 9/5
[260958] ['9/8', '5/4', '4/3', '8/5', '2'] -> 2 / (9/8 - 5/4 * 4/3 / 8/5)
[260959] ['1/4', '2/3', '6/7', '7/4', '9'] -> 7/4 * (1/4 * 6/7 + 9 / 2/3)
[260960] ['1/5', '1/4', '1/4', '1/3', '7'] -> (1/4 / 1/5 - (1/4 - 7)) / 1/3
[260961] ['4/9', '8/9', '6/5', '9/4', '7'] -> 6/5 * (9/4 + (8/9 + 7) / 4/9)
[260962] ['9/8', '5/4', '4/3', '5/3', '2'] -> 2 * (5/3 / (5/4 - 9/8) - 4/3)
[260963] ['2/9', '2/9', '2/9', '5/6', '2'] -> (5/6 + 2 / (2/9 + 2/9)) / 2/9
[260964] ['1/5', '1/4', '1/4', '3/8', '7'] -> (1/4 + 7 / (1/5 / 1/4)) / 3/8
[260965] ['1/4', '5/8', '1', '8/7', '8/3'] -> 1 / (5/8 - 8/3 * 1/4 / 8/7)
[260966] ['2/7', '5/9', '7/4', '9/4', '3'] -> 3 / (9/4 * (5/9 - 2/7 * 7/4))
[260967] ['4/9', '8/9', '6/5', '7/3', '7'] -> 8/9 / (4/9 / 6/5 - 7/3 / 7)
[260968] ['4/9', '4/7', '5/8', '6/5', '2'] -> 2 / (5/8 * (4/7 - 4/9)) - 6/5
[260969] ['2/9', '2/3', '1', '4/3', '9/4'] -> 4/3 / (2/9 * (1 + 9/4) - 2/3)
[260970] ['1/6', '2/5', '7/8', '1', '7/4'] -> (7/4 / (2/5 * 7/8) - 1) / 1/6
[260971] ['9/8', '5/4', '4/3', '9/5', '2'] -> 9/5 / (2 / (5/4 * 4/3) - 9/8)
[260972] ['1/9', '5/9', '7/9', '6/7', '2'] -> (2 / 1/9 - 6/7) / (5/9 / 7/9)
[260973] ['2/9', '4/7', '5/4', '8/3', '6'] -> (6 + 5/4 * 8/3) / (2/9 / 4/7)
[260974] ['1/5', '1/4', '1/4', '3/7', '7'] -> 1/4 + (1/4 + 3/7) / (1/5 / 7)
[260975] ['2/7', '5/9', '7/4', '7/3', '3'] -> 2/7 * 7/3 / (7/4 / 3 - 5/9)
[260976] ['1/6', '2/5', '7/8', '1', '9/5'] -> (9/5 / 2/5 - 1) / (1/6 * 7/8)
[260977] ['1/4', '5/8', '1', '8/7', '9/2'] -> (5/8 + 9/2 + 1 / 8/7) / 1/4
[260978] ['3/7', '4/9', '7/5', '8/3', '8'] -> (8 / (3/7 * 7/5) - 8/3) / 4/9
[260979] ['1/9', '1/9', '2/7', '1', '7/3'] -> 7/3 * (2/7 + (1/9 + 1) / 1/9)
[260980] ['1/9', '5/9', '7/9', '7/8', '2'] -> 2 / (7/8 * (7/9 - 5/9) - 1/9)
[260981] ['1/4', '2/3', '6/7', '9/2', '9'] -> (1/4 + (9/2 + 9) / 6/7) / 2/3
[260982] ['9/8', '5/4', '7/5', '7/5', '2'] -> (2 + 7/5 / 7/5) / (5/4 - 9/8)
[260983] ['2/9', '4/7', '9/7', '9/7', '6'] -> (9/7 + (4/7 + 6) / 2/9) / 9/7
[260984] ['1/6', '2/5', '7/8', '1', '7/3'] -> 1 / (1/6 / 2/5 - 7/8 / 7/3)
[260985] ['1/4', '5/8', '1', '7/6', '7/6'] -> 1 / (5/8 - 1/4 * (7/6 + 7/6))
[260986] ['2/7', '5/9', '7/4', '8/3', '3'] -> (8/3 / (2/7 / 7/4) - 3) / 5/9
[260987] ['4/9', '8/9', '5/4', '5/4', '7'] -> 5/4 + 7 * (5/4 + 8/9 / 4/9)
[260988] ['1/9', '1/5', '9/8', '7/5', '6'] -> 6 / (1/9 + 1/5) / (9/8 / 7/5)
[260989] ['2/9', '2/3', '1', '7/5', '7/4'] -> 2/3 / (7/4 / 7/5 - (2/9 + 1))
[260990] ['1/9', '5/9', '7/9', '8/7', '2'] -> 2 / ((7/9 - 5/9) / 8/7 - 1/9)
[260991] ['1/5', '1/4', '1/4', '5/8', '7'] -> (7 - 1/4) / (5/8 * (1/5 + 1/4))
[260992] ['1/4', '5/8', '1', '7/6', '9/7'] -> 1 / (7/6 - 9/7 * (1/4 + 5/8))
[260993] ['2/7', '5/9', '7/4', '3', '9/2'] -> 7/4 + 9/2 * (3 + 5/9 / 2/7)
[260994] ['2/9', '2/3', '1', '7/5', '9/5'] -> (7/5 + 9/5) / (2/9 / (2/3 + 1))
[260995] ['1/6', '2/5', '7/8', '1', '7/2'] -> 7/2 / ((1 - 7/8) / 2/5 - 1/6)
[260996] ['1/4', '5/8', '1', '7/6', '4/3'] -> 1 / ((4/3 - 7/6) / 1/4 - 5/8)
[260997] ['4/9', '4/7', '5/8', '5/3', '2'] -> (5/3 + 2) / (4/9 / 4/7 - 5/8)
[260998] ['1/5', '1/4', '1/4', '3/4', '7'] -> 7 / 1/4 - (1/4 + 3/4 / 1/5)
[260999] ['3/7', '4/9', '3/2', '7/4', '8'] -> 8 / (4/9 * (3/2 - 3/7 * 7/4))
[261000] ['3/8', '7/6', '8/3', '7/2', '9'] -> (9 - 3/8 * 8/3) / (7/6 / 7/2)
[261001] ['1/9', '1/5', '9/8', '9/4', '6'] -> 9/4 / (1/5 - 1/9 * 9/8) - 6
[261002] ['1/4', '2/3', '8/9', '8/7', '9'] -> 8/9 * 9 / (2/3 / 8/7 - 1/4)
[261003] ['2/9', '4/7', '9/7', '9/5', '6'] -> (6 / (2/9 * 9/5) - 9/7) / 4/7
[261004] ['2/9', '2/3', '1', '7/5', '7/3'] -> (2/3 + 7/5 * (1 + 7/3)) / 2/9
[261005] ['1/9', '5/9', '7/9', '8/5', '2'] -> 8/5 / 1/9 / (2 - 7/9 / 5/9)
[261006] ['1/9', '1/5', '9/8', '7/3', '6'] -> 7/3 / (1/5 * (1/9 + 6) - 9/8)
[261007] ['1/4', '5/8', '1', '7/6', '7/4'] -> 1 / (5/8 - 7/6 / (1/4 + 7/4))
[261008] ['2/7', '5/9', '9/5', '7/3', '3'] -> 3 + (9/5 + 7/3 / 5/9) / 2/7
[261009] ['1/9', '5/9', '7/9', '7/4', '2'] -> 2 / (5/9 * 7/4 - (1/9 + 7/9))
[261010] ['2/9', '2/3', '1', '7/5', '5/2'] -> (5/2 * (1 + 7/5) - 2/3) / 2/9
[261011] ['2/9', '4/7', '4/3', '4/3', '6'] -> (4/3 + 4/3 * 6) / (2/9 / 4/7)
[261012] ['3/7', '4/9', '3/2', '9/4', '8'] -> 4/9 * 8 * (3/2 + 9/4 / 3/7)
[261013] ['1/9', '1/9', '1/3', '5/6', '1'] -> (1/9 + 1/3) / (1/9 * (1 - 5/6))
[261014] ['1/9', '5/9', '7/9', '9/5', '2'] -> (7/9 + 2) / 1/9 - 5/9 * 9/5
[261015] ['2/7', '5/9', '9/5', '5/2', '3'] -> 9/5 * 3 * (5/2 + 5/9 / 2/7)
[261016] ['3/7', '4/9', '3/2', '7/3', '8'] -> 8 / (3/7 * 7/3 - 4/9 * 3/2)
[261017] ['2/9', '2/9', '2/9', '2', '5/2'] -> (5/2 * (2/9 + 2) - 2/9) / 2/9
[261018] ['1/9', '1/9', '1/3', '1', '9/7'] -> (1/9 + 1 / 9/7) / (1/9 * 1/3)
[261019] ['2/7', '5/9', '9/5', '8/3', '3'] -> 9/5 + (3 + 8/3 / 2/7) / 5/9
[261020] ['3/7', '4/9', '3/2', '7/2', '8'] -> 4/9 * 7/2 * 8 * (3/7 + 3/2)
[261021] ['1/4', '5/8', '1', '6/5', '6/5'] -> 6/5 / (6/5 * (1/4 + 5/8) - 1)
[261022] ['1/9', '1/5', '8/7', '8/7', '6'] -> 6 / (1/5 / 8/7) - 8/7 / 1/9
[261023] ['4/9', '4/7', '5/8', '2', '8/3'] -> (2 + 8/3 / 4/7) / (4/9 * 5/8)
[261024] ['1/9', '5/9', '7/9', '2', '7/2'] -> (7/2 * (5/9 + 7/9) - 2) / 1/9
[261025] ['3/7', '4/9', '8/5', '8/5', '8'] -> (8 / 3/7 - 8/5) / (4/9 * 8/5)
[261026] ['4/9', '8/9', '9/7', '9/7', '7'] -> (9/7 + 9/7) * 7 * (4/9 + 8/9)
[261027] ['2/7', '5/9', '9/5', '3', '9/2'] -> 3 * (9/2 + 9/5 / (2/7 / 5/9))
[261028] ['1/9', '5/9', '4/5', '4/5', '2'] -> 4/5 / 4/5 + (5/9 + 2) / 1/9
[261029] ['2/9', '2/9', '1/4', '4/7', '2'] -> 2 / (2/9 + 1/4 - 2/9 / 4/7)
[261030] ['2/9', '2/3', '1', '3/2', '9/4'] -> 2/3 / (3/2 - 9/4 - (2/9 - 1))
[261031] ['4/9', '4/7', '2/3', '2/3', '2'] -> (2/3 + 2) / (4/9 / 4/7 - 2/3)
[261032] ['1/6', '2/5', '8/9', '1', '4/3'] -> (1 / 2/5 + 4/3 / 8/9) / 1/6
[261033] ['1/9', '5/9', '4/5', '5/6', '2'] -> 5/6 / 5/9 + 2 / (1/9 * 4/5)
[261034] ['2/9', '2/9', '1/4', '3/5', '2'] -> (2/9 + 2) * 3/5 / (2/9 * 1/4)
[261035] ['1/8', '4/9', '4/7', '2', '7/2'] -> 4/9 * 7/2 * (2 / 1/8 - 4/7)
[261036] ['1/6', '2/5', '8/9', '1', '7/5'] -> (1 + 7/5 / 2/5) / (1/6 / 8/9)
[261037] ['1/9', '1/9', '1/3', '1', '9/5'] -> (1 + 1/3 / (1/9 * 9/5)) / 1/9
[261038] ['2/9', '2/9', '1/4', '5/8', '2'] -> 2 / (2/9 * 5/8 - 2/9 * 1/4)
[261039] ['1/9', '1/5', '8/7', '9/7', '6'] -> 8/7 / 1/9 / (9/7 / 1/5 - 6)
[261040] ['1/9', '5/9', '4/5', '6/7', '2'] -> (2 / 5/9 - 4/5 / 6/7) / 1/9
[261041] ['3/7', '4/9', '8/5', '9/5', '8'] -> (9/5 * 8 - 8/5 / 3/7) / 4/9
[261042] ['2/9', '4/7', '7/5', '7/5', '6'] -> (7/5 + 7/5) * (6 + 4/7 / 2/9)
[261043] ['2/7', '5/9', '9/4', '5/2', '3'] -> (3 + 5/2 / 5/9) / 2/7 - 9/4
[261044] ['2/9', '2/3', '1', '8/5', '8/5'] -> (8/5 + 8/5) / (2/9 / (2/3 + 1))
[261045] ['1/4', '5/8', '1', '6/5', '5/3'] -> 1 / (5/8 * (5/3 - 6/5) - 1/4)
[261046] ['4/9', '8/9', '9/7', '5/3', '7'] -> (5/3 + 9/7 * 7) / (8/9 - 4/9)
[261047] ['1/5', '1/4', '1/4', '9/4', '7'] -> (1/4 / 1/5 - (9/4 - 7)) / 1/4
[261048] ['3/7', '4/9', '8/5', '9/4', '8'] -> 8 / (8/5 * 3/7 * 4/9) - 9/4
[261049] ['4/9', '4/7', '2/3', '8/9', '2'] -> (2/3 + 2) / (8/9 - 4/9 / 4/7)
[261050] ['1/5', '1/4', '1/4', '7/3', '7'] -> (1/5 + 7) * (7/3 + 1/4 / 1/4)
[261051] ['1/9', '1/5', '8/7', '8/5', '6'] -> 6 * (8/5 / (1/9 + 1/5) - 8/7)
[261052] ['4/9', '8/9', '9/7', '7/4', '7'] -> 7/4 + (8/9 + 9/7 * 7) / 4/9
[261053] ['2/7', '5/9', '9/4', '3', '7/2'] -> 5/9 * 9/4 + (3 + 7/2) / 2/7
[261054] ['1/4', '2/3', '9/8', '8/5', '9'] -> 8/5 * (9/8 + (1/4 + 9) / 2/3)
[261055] ['3/7', '4/9', '8/5', '7/3', '8'] -> (8 / 8/5 - 3/7) / (4/9 / 7/3)
[261056] ['2/9', '4/7', '7/5', '8/5', '6'] -> 6 / 4/7 + (7/5 + 8/5) / 2/9
[261057] ['2/9', '2/3', '1', '8/5', '7/3'] -> 7/3 / ((2/9 + 1) / 8/5 - 2/3)
[261058] ['1/9', '5/9', '4/5', '7/6', '2'] -> (2 / 5/9 - 4/5 * 7/6) / 1/9
[261059] ['1/5', '1/4', '1/4', '9/2', '7'] -> 9/2 / 1/5 - (1/4 - 1/4 * 7)
[261060] ['3/7', '4/9', '8/5', '5/2', '8'] -> (8 - 8/5 / 3/7) / (4/9 / 5/2)
[261061] ['1/8', '4/9', '3/5', '3/4', '2'] -> (2 / 3/5 - 4/9 * 3/4) / 1/8
[261062] ['1/9', '1/9', '3/8', '5/9', '1'] -> 1 / (1/9 + 1/9 + 3/8 - 5/9)
[261063] ['2/9', '4/7', '7/5', '5/3', '6'] -> 4/7 / (2/9 - 5/3 / (7/5 * 6))
[261064] ['2/9', '2/9', '1/4', '9/8', '2'] -> 2 / (2/9 * (1/4 + 9/8) - 2/9)
[261065] ['4/9', '4/7', '2/3', '9/7', '2'] -> 4/7 / (4/9 / 2/3 - 9/7 / 2)
[261066] ['1/4', '2/3', '8/7', '6/5', '9'] -> 9 / (2/3 / 8/7 - 1/4 / 6/5)
[261067] ['2/9', '2/3', '1', '8/5', '7/2'] -> (1 + 2/3 * 7/2) / (2/9 / 8/5)
[261068] ['2/7', '5/9', '7/3', '3', '7/2'] -> 3 + (7/2 + 7/3 / 2/7) / 5/9
[261069] ['1/9', '5/9', '4/5', '5/4', '2'] -> 4/5 * 5/4 + (5/9 + 2) / 1/9
[261070] ['1/5', '1/4', '2/7', '1/3', '7'] -> 2/7 / (1/4 - 1/3 / (1/5 * 7))
[261071] ['1/8', '4/9', '3/5', '5/6', '2'] -> 2 / ((1/8 + 4/9) / 5/6 - 3/5)
[261072] ['1/4', '2/3', '8/7', '4/3', '9'] -> 9 / (2/3 - 4/3 * 1/4 / 8/7)
[261073] ['2/9', '2/9', '1/4', '8/7', '2'] -> 2/9 / (2/9 / (2 - 8/7) - 1/4)
[261074] ['1/9', '1/9', '3/8', '5/8', '1'] -> 5/8 / (1/9 * 3/8) + 1 / 1/9
[261075] ['4/9', '8/9', '9/7', '7/2', '7'] -> 9/7 * 7 * (8/9 * 7/2 - 4/9)
[261076] ['1/9', '1/5', '8/7', '7/3', '6'] -> 8/7 * 7/3 / (1/5 - 1/9) - 6
[261077] ['2/9', '2/3', '1', '5/3', '5/3'] -> (1 + (5/3 + 5/3) / 2/9) / 2/3
[261078] ['2/7', '5/9', '7/3', '3', '9/2'] -> (5/9 + 3) * 9/2 / (2/7 * 7/3)
[261079] ['4/9', '4/7', '2/3', '3/2', '2'] -> 2/3 / (4/9 / 4/7 - 3/2 / 2)
[261080] ['1/4', '2/3', '8/7', '3/2', '9'] -> 9 * (2/3 + 8/7 * (1/4 + 3/2))
[261081] ['1/5', '1/4', '2/7', '2/5', '7'] -> 7 / 2/7 - 2/5 / (1/5 / 1/4)
[261082] ['1/9', '5/9', '4/5', '4/3', '2'] -> (2 / 1/9 - 4/3) / (5/9 / 4/5)
[261083] ['2/9', '2/3', '1', '5/3', '9/5'] -> (2/3 + 5/3 * (1 + 9/5)) / 2/9
[261084] ['1/9', '1/9', '3/8', '3/4', '1'] -> 1 / (1/9 * 3/4 - 1/9 * 3/8)
[261085] ['1/4', '2/3', '8/7', '8/5', '9'] -> 8/5 / (2/3 / 8/7) * (9 - 1/4)
[261086] ['1/5', '1/4', '2/7', '3/7', '7'] -> (3/7 + 7 - 2/7 / 1/5) / 1/4
[261087] ['1/6', '2/5', '1', '9/8', '9/8'] -> 9/8 + (1 + 9/8 / 2/5) / 1/6
[261088] ['1/9', '5/9', '4/5', '3/2', '2'] -> (2 + 3/2 * 5/9 * 4/5) / 1/9
[261089] ['2/9', '4/7', '7/5', '5/2', '6'] -> 5/2 * (6 + 7/5 / (2/9 / 4/7))
[261090] ['2/9', '2/3', '1', '5/3', '9/4'] -> (9/4 * (1 + 5/3) - 2/3) / 2/9
[261091] ['2/9', '2/9', '1/4', '9/7', '2'] -> (2 / 9/7 - 2/9) / (2/9 * 1/4)
