[141841] ['3/4', '9/7', '7/5', '8/5', '3'] -> 8/5 / (7/5 / (3 - 9/7) - 3/4)
[145976] ['7/9', '5/6', '6/5', '3', '9/2'] -> (7/9 + 5/6 * 6/5) * 3 * 9/2
[145977] ['1/7', '8/7', '8/5', '9/4', '3'] -> 8/5 * (9/4 / (1/7 / 8/7) - 3)
[145978] ['1/2', '9/7', '7/4', '7/4', '3'] -> (7/4 + 9/7 * 7/4) / (1/2 / 3)
[145979] ['1/8', '5/6', '6/7', '5/3', '7'] -> 6/7 / 5/3 * 7 / (1/8 / 5/6)
[145980] ['2/9', '3/4', '9/5', '8/3', '7'] -> 8/3 * (9/5 + 7 / (2/9 + 3/4))
[145981] ['1/3', '7/9', '4/5', '6/5', '7'] -> 4/5 / 6/5 + (7/9 + 7) / 1/3
[145982] ['1/7', '4/5', '9/7', '4', '9/2'] -> (4 + 9/7 / 9/2) / (1/7 / 4/5)
[145983] ['1/7', '8/7', '8/5', '7/3', '3'] -> 8/5 * (8/7 / 1/7 + 7/3 * 3)
[145984] ['1/4', '4/7', '5/4', '7/4', '8'] -> 8 * (4/7 / 1/4 + 5/4 / 7/4)
[145985] ['2/7', '2/5', '7/6', '4', '9/2'] -> 4 / 2/5 / (9/2 - 7/6 / 2/7)
[145986] ['7/9', '5/6', '5/4', '9/7', '3'] -> (9/7 + 3) / (5/4 - 5/6 / 7/9)
[145987] ['2/9', '2/3', '8/9', '9/8', '9'] -> (9 - 8/9 * 9/8) / (2/9 / 2/3)
[145988] ['1/2', '9/7', '7/4', '9/4', '3'] -> 3 / 7/4 / (9/7 / 9/4 - 1/2)
[145989] ['1/4', '4/7', '5/4', '9/5', '8'] -> (4/7 + 8) * (9/5 - (1/4 - 5/4))
[145990] ['2/7', '2/5', '6/5', '6/5', '4'] -> 6/5 * 4 / (2/5 / 2/7 - 6/5)
[145991] ['1/7', '3/8', '9/8', '8/5', '6'] -> 8/5 * (9/8 / (1/7 * 3/8) - 6)
[145992] ['1/7', '8/7', '8/5', '3', '7/2'] -> 8/5 * 7/2 * (3 + 1/7 + 8/7)
[145993] ['1/8', '5/6', '6/7', '9/4', '7'] -> 7 * (9/4 + (1/8 + 6/7) / 5/6)
[145994] ['1/2', '9/7', '7/4', '7/3', '3'] -> 7/4 / (1/2 / 9/7) * (7/3 + 3)
[145995] ['3/5', '6/7', '8/7', '7/6', '9'] -> (3/5 + 9) * (7/6 + 8/7 / 6/7)
[145996] ['5/7', '5/6', '5/4', '9/4', '4'] -> 4 / (5/6 / 5/7 + 5/4 - 9/4)
[145997] ['1/7', '4/5', '4/3', '3/2', '4'] -> 4/5 * (4/3 * 3/2 + 4 / 1/7)
[145998] ['1/4', '4/7', '5/4', '9/4', '8'] -> (8 - 4/7 * (5/4 + 9/4)) / 1/4
[145999] ['2/9', '2/3', '8/9', '7/6', '9'] -> 9 / (2/3 - 7/6 * 2/9 / 8/9)
[146000] ['2/5', '3/7', '1', '8/7', '7/6'] -> 2/5 * (3/7 + 1) / (7/6 - 8/7)
[146001] ['1/3', '7/9', '4/5', '5/3', '7'] -> (5/3 + 7) / (7/9 - 1/3 / 4/5)
[146002] ['2/9', '3/4', '7/3', '7/3', '7'] -> (7/3 + 7) / (7/3 * 2/9 * 3/4)
[146003] ['2/7', '2/5', '6/5', '5/3', '4'] -> (6/5 + 4 / (2/7 * 5/3)) / 2/5
[146004] ['1/8', '5/6', '6/7', '5/2', '7'] -> (6/7 * 7 - 5/2 / 5/6) / 1/8
[146005] ['1/7', '8/7', '5/3', '9/5', '3'] -> (3 + 8/7 / 5/3) / 1/7 - 9/5
[146006] ['1/7', '3/8', '9/8', '9/5', '6'] -> 6 * (9/8 / (1/7 * 9/5) - 3/8)
[146007] ['1/4', '4/7', '5/4', '5/2', '8'] -> 5/2 / (1/4 - 5/4 / (4/7 + 8))
[146008] ['3/5', '6/7', '8/7', '4/3', '9'] -> 4/3 * (6/7 + 9 / (3/5 / 8/7))
[146009] ['2/9', '3/4', '7/3', '8/3', '7'] -> (8/3 - 2/9 / 7/3) / (3/4 / 7)
[146010] ['1/7', '4/5', '4/3', '5/3', '4'] -> (4 / 4/5 - 4/3) / 1/7 - 5/3
[146011] ['5/7', '5/6', '5/4', '8/3', '4'] -> 5/4 * 8/3 / (5/6 - 5/7) - 4
[146012] ['1/8', '5/6', '6/7', '7/2', '7'] -> (6/7 * 7 - 7/2) / (1/8 * 5/6)
[146013] ['1/3', '7/9', '4/5', '9/4', '7'] -> (9/4 + 1/3 / 4/5) / (7/9 / 7)
[146014] ['2/5', '5/9', '4/7', '3/5', '2'] -> 2/5 / (4/7 - 5/9) - 3/5 * 2
[146015] ['1/7', '8/7', '5/3', '3', '7/2'] -> 8/7 / (5/3 / 7/2 - 1/7 * 3)
[146016] ['1/4', '4/7', '9/7', '9/7', '8'] -> (4/7 - 9/7 - (9/7 - 8)) / 1/4
[146017] ['5/7', '5/6', '5/4', '4', '9/2'] -> 4 * (5/4 / (5/6 - 5/7) - 9/2)
[146018] ['7/9', '5/6', '5/4', '8/3', '3'] -> 3 / (5/4 - (5/6 + 7/9 / 8/3))
[146019] ['1/3', '7/9', '4/5', '5/2', '7'] -> (7 - (1/3 - 4/5)) / (7/9 / 5/2)
[146020] ['3/5', '6/7', '8/7', '5/3', '9'] -> 8/7 / 5/3 * 9 / (6/7 - 3/5)
[146021] ['2/7', '2/5', '6/5', '5/2', '4'] -> 5/2 * (4 + (2/5 + 6/5) / 2/7)
[146022] ['1/7', '4/5', '4/3', '5/2', '4'] -> 4/3 * (4 + 5/2 / (1/7 / 4/5))
[146023] ['5/7', '5/6', '9/7', '9/7', '4'] -> 4 / (5/6 / 5/7 - 9/7 / 9/7)
[146024] ['1/8', '5/6', '7/8', '5/4', '7'] -> 7 / (1/8 - 7/8 + 5/6 * 5/4)
[146025] ['2/9', '3/4', '8/3', '7/2', '7'] -> (8/3 + 7 / (3/4 * 7/2)) / 2/9
[146026] ['7/9', '5/6', '9/7', '4/3', '3'] -> 4/3 * 3 / (7/9 * 9/7 - 5/6)
[146027] ['2/3', '3/4', '9/7', '8/3', '5'] -> (2/3 + 8/3 * 5) / (3/4 / 9/7)
[146028] ['1/3', '7/9', '4/5', '7/2', '7'] -> 7/2 / (7/9 / 4/5) * (7 - 1/3)
[146029] ['1/2', '9/7', '9/5', '3', '7/2'] -> (1/2 + 9/7 * 7/2) * (9/5 + 3)
[146030] ['2/5', '5/9', '4/7', '5/7', '2'] -> 4/7 / 5/9 / (2/5 - 5/7 / 2)
[146031] ['2/9', '2/3', '9/8', '6/5', '9'] -> 9 / 9/8 / (2/3 / 6/5 - 2/9)
[146032] ['5/7', '5/6', '9/7', '8/5', '4'] -> 4 / 5/6 / (9/7 / 5/7 - 8/5)
[146033] ['1/7', '4/5', '4/3', '7/2', '4'] -> 4/3 * 7/2 * (1/7 + 4 / 4/5)
[146034] ['1/4', '4/7', '9/7', '9/5', '8'] -> 8 * (4/7 / 1/4 + 9/7 / 9/5)
[146035] ['3/5', '6/7', '8/7', '7/2', '9'] -> 8/7 * (7/2 + 9 / (3/5 * 6/7))
[146036] ['2/7', '2/5', '5/4', '4/3', '4'] -> 5/4 * 4/3 * (2/5 + 4 / 2/7)
[146037] ['1/3', '7/9', '5/6', '6/7', '7'] -> (7/9 + 7) * 6/7 / (1/3 * 5/6)
[146038] ['1/2', '9/7', '9/4', '9/4', '3'] -> (9/4 + 9/4 / 9/7) / (1/2 / 3)
[146039] ['2/3', '3/4', '4/3', '7/5', '5'] -> (4/3 + 7/5 / 3/4) / (2/3 / 5)
[146040] ['5/7', '5/6', '9/7', '7/4', '4'] -> 4 / (7/4 * (9/7 - 5/7) - 5/6)
[146041] ['1/3', '7/9', '5/6', '7/8', '7'] -> 7 / (7/9 * (7/8 + 1/3 - 5/6))
[146042] ['3/5', '6/7', '7/6', '7/6', '9'] -> 6/7 * 9 * (7/6 + 7/6 / 3/5)
[146043] ['2/5', '3/7', '1', '8/7', '5/2'] -> 8/7 / (1 / (5/2 - 2/5) - 3/7)
[146044] ['7/9', '5/6', '9/7', '7/4', '3'] -> 3 / (5/6 - 7/9) / (9/7 * 7/4)
[146045] ['1/7', '3/8', '8/7', '7/4', '6'] -> (1/7 + 8/7 * (7/4 + 6)) / 3/8
[146046] ['1/8', '5/6', '7/8', '5/3', '7'] -> 5/3 / (1/8 * 5/6) + 7 / 7/8
[146047] ['3/5', '6/7', '7/6', '6/5', '9'] -> (3/5 + 9) / (7/6 * (6/5 - 6/7))
[146048] ['1/4', '4/7', '4/3', '8/5', '8'] -> 8 / 4/7 / (4/3 / 8/5 - 1/4)
[146049] ['1/7', '3/8', '8/7', '9/5', '6'] -> (6 + 1/7 - 8/7) / (3/8 / 9/5)
[146050] ['1/7', '8/7', '9/5', '7/3', '3'] -> 9/5 * (8/7 / 1/7 + 7/3 + 3)
[146051] ['2/7', '2/5', '5/4', '5/3', '4'] -> 4 / (2/7 * (5/4 - 2/5 * 5/3))
[146052] ['1/3', '7/9', '5/6', '8/7', '7'] -> (7 + 1/3 / 7/9) / (8/7 - 5/6)
[146053] ['2/3', '3/4', '7/5', '3/2', '5'] -> (3/2 + 7/5 / 2/3) / (3/4 / 5)
[146054] ['2/9', '7/9', '7/9', '9/8', '7'] -> (7 - 7/9 / 7/9) / (2/9 * 9/8)
[146055] ['1/7', '4/5', '7/5', '5/2', '4'] -> 5/2 * (7/5 / 1/7 - 4/5 / 4)
[146056] ['3/5', '6/7', '7/6', '5/4', '9'] -> 9 / (6/7 - 3/5) / (7/6 * 5/4)
[146057] ['1/8', '5/6', '7/8', '9/5', '7'] -> 9/5 / 1/8 + 7 / (5/6 * 7/8)
[146058] ['2/5', '5/9', '4/7', '7/8', '2'] -> 2 / (5/9 * 7/8) / (4/7 - 2/5)
[146059] ['2/7', '2/5', '5/4', '7/4', '4'] -> 4 / (2/7 / 7/4) - 2/5 * 5/4
[146060] ['2/9', '2/3', '9/8', '9/5', '9'] -> (2/3 + 9) / (9/8 / 9/5 - 2/9)
[146061] ['5/7', '5/6', '4/3', '4/3', '4'] -> 4 / (5/6 / 5/7 - 4/3 / 4/3)
[146062] ['1/4', '4/7', '4/3', '9/5', '8'] -> (9/5 + 8 / (4/7 + 4/3)) / 1/4
[146063] ['2/9', '7/9', '7/9', '7/6', '7'] -> (7/9 + 7/9 * 7) / (2/9 * 7/6)
[146064] ['1/2', '9/7', '7/3', '7/3', '3'] -> (7/3 + 7/3 * 3) / (1/2 / 9/7)
[146065] ['5/7', '5/6', '4/3', '3/2', '4'] -> 4/3 / (5/7 + 5/6 - 3/2) - 4
[146066] ['1/7', '8/7', '9/5', '3', '9/2'] -> (9/5 + 3) * (8/7 * 9/2 - 1/7)
[146067] ['1/4', '4/7', '4/3', '7/3', '8'] -> 8 * (1/4 - 4/3 + 7/3 / 4/7)
[146068] ['1/7', '3/8', '7/6', '6/5', '6'] -> 6 / (6/5 * (3/8 - 1/7 * 7/6))
[146069] ['1/8', '5/6', '7/8', '7/3', '7'] -> 7 * (7/3 + (1/8 + 5/6) / 7/8)
[146070] ['2/3', '3/4', '7/5', '9/4', '5'] -> 3/4 + (2/3 + 7/5) * 9/4 * 5
[146071] ['2/5', '3/7', '1', '7/6', '5/4'] -> 1 / 7/6 / (5/4 * (3/7 - 2/5))
[146072] ['2/7', '2/5', '5/4', '9/4', '4'] -> 9/4 / 2/5 + (5/4 + 4) / 2/7
[146073] ['2/9', '2/3', '8/7', '7/6', '9'] -> 9 / (2/9 * (2/3 + 7/6 / 8/7))
[146074] ['7/9', '5/6', '9/7', '8/3', '3'] -> 9/7 / (3 / 8/3 - 5/6 / 7/9)
[146075] ['1/3', '7/9', '5/6', '9/5', '7'] -> 5/6 * (9/5 + 7 / (1/3 * 7/9))
[146076] ['1/7', '3/8', '7/6', '5/4', '6'] -> 5/4 + 6 * (7/6 + 3/8 / 1/7)
[146077] ['2/5', '3/7', '1', '7/6', '9/7'] -> (1 + 9/7) / (7/6 - 3/7 / 2/5)
[146078] ['2/5', '5/9', '4/7', '8/7', '2'] -> 2 / (5/9 / 8/7) / (4/7 - 2/5)
[146079] ['2/7', '2/5', '5/4', '7/3', '4'] -> 4 / (2/7 * 7/3 - 2/5 * 5/4)
[146080] ['1/2', '4/3', '4/3', '4/3', '3'] -> (4/3 + 4/3 + 4/3) / (1/2 / 3)
[146081] ['1/7', '3/8', '7/6', '7/5', '6'] -> 6 / 7/5 / (3/8 / 7/6 - 1/7)
[146082] ['5/7', '5/6', '4/3', '7/3', '4'] -> 4 / (5/6 / 5/7 + 4/3 - 7/3)
[146083] ['3/5', '6/7', '7/6', '7/2', '9'] -> (3/5 + 9) * (7/2 - 6/7 * 7/6)
[146084] ['2/3', '3/4', '3/2', '5/3', '5'] -> 5 / (3/4 - 2/3) / (3/2 * 5/3)
[146085] ['2/5', '3/7', '1', '7/6', '7/5'] -> (1 + 7/5) / (3/7 * 7/6 - 2/5)
[146086] ['1/3', '7/9', '5/6', '7/2', '7'] -> 7/2 * 7 - (7/9 - 1/3 * 5/6)
[146087] ['1/7', '4/5', '3/2', '9/5', '4'] -> 3/2 / 9/5 * (4/5 + 4 / 1/7)
[146088] ['2/7', '2/5', '5/4', '8/3', '4'] -> 4 / (2/5 / 2/7 - 5/4) - 8/3
[146089] ['1/7', '7/6', '7/6', '6/5', '3'] -> 6/5 * (3 / 1/7 - 7/6 / 7/6)
[146090] ['2/9', '2/3', '8/7', '7/5', '9'] -> 7/5 * (9 + (2/3 + 8/7) / 2/9)
[146091] ['1/7', '3/8', '7/6', '3/2', '6'] -> (3/2 + 6 * 3/8 / 7/6) / 1/7
[146092] ['5/7', '5/6', '4/3', '8/3', '4'] -> 4 / (8/3 - (4/3 + 5/6 / 5/7))
[146093] ['1/2', '4/3', '4/3', '8/5', '3'] -> 3 / (4/3 / 4/3 / 8/5 - 1/2)
[146094] ['1/7', '4/5', '3/2', '9/4', '4'] -> 3/2 / (4/5 / 4 - 1/7) - 9/4
[146095] ['1/3', '7/9', '6/7', '8/9', '7'] -> 7 / (7/9 * 6/7 - 1/3 / 8/9)
[146096] ['5/7', '5/6', '4/3', '7/2', '4'] -> 4 * (5/6 / 5/7 + 4/3 + 7/2)
[146097] ['1/7', '7/6', '7/6', '5/4', '3'] -> 3 / (7/6 * (5/4 - 1/7) - 7/6)
[146098] ['1/7', '3/8', '7/6', '8/5', '6'] -> (6 / 8/5 - 3/8 / 7/6) / 1/7
[146099] ['2/3', '3/4', '8/5', '5/3', '5'] -> 8/5 * (5/3 / (3/4 - 2/3) - 5)
[146100] ['3/5', '6/7', '6/5', '7/5', '9'] -> 7/5 * (9 / (3/5 / 6/5) - 6/7)
[146101] ['7/9', '5/6', '4/3', '9/4', '3'] -> 3 / (9/4 * 7/9 * 5/6 - 4/3)
[146102] ['2/7', '2/5', '5/4', '4', '9/2'] -> 9/2 / 2/5 - (5/4 - 4 / 2/7)
[146103] ['1/2', '4/3', '4/3', '9/5', '3'] -> 4/3 / ((3 - 1/2) / 9/5 - 4/3)
[146104] ['1/3', '7/9', '6/7', '6/5', '7'] -> (7/9 + 7) * 6/5 / (1/3 / 6/7)
[146105] ['5/7', '5/6', '4/3', '4', '9/2'] -> 4/3 + 4 * (9/2 + 5/6 / 5/7)
[146106] ['1/7', '4/5', '3/2', '7/3', '4'] -> (7/3 - 3/2) * (4/5 + 4 / 1/7)
[146107] ['1/7', '7/6', '7/6', '4/3', '3'] -> 3 * (7/6 / 1/7 + 7/6 - 4/3)
[146108] ['2/9', '2/3', '8/7', '5/3', '9'] -> 8/7 * (5/3 / 2/9 + 9 / 2/3)
[146109] ['2/9', '7/9', '7/9', '9/4', '7'] -> 9/4 * (7 * (7/9 + 7/9) - 2/9)
[146110] ['1/7', '3/8', '7/6', '9/5', '6'] -> (6 / 7/6 - 1/7) / (3/8 / 9/5)
[146111] ['1/4', '4/7', '7/5', '5/2', '8'] -> (8 - 5/2 * 4/7 * 7/5) / 1/4
[146112] ['7/9', '5/6', '4/3', '7/3', '3'] -> 4/3 / (7/9 / 7/3 - 5/6 / 3)
[146113] ['5/7', '5/6', '7/5', '3/2', '4'] -> 4 / (5/6 - 5/7 * 7/5 / 3/2)
[146114] ['2/3', '3/4', '8/5', '7/2', '5'] -> 8/5 * 5 * (7/2 - 2/3 * 3/4)
[146115] ['2/5', '3/7', '1', '7/6', '9/4'] -> 1 / (2/5 * 7/6 - 3/7) - 9/4
[146116] ['7/9', '5/6', '4/3', '3', '7/2'] -> 4/3 / (5/6 / 3 - 7/9 / 7/2)
[146117] ['1/4', '4/7', '7/5', '8/3', '8'] -> 8 / 1/4 / (8/3 / 7/5 - 4/7)
[146118] ['2/9', '7/9', '7/9', '7/2', '7'] -> 7/2 * (7 - 2/9 / (7/9 + 7/9))
[146119] ['1/2', '4/3', '7/5', '8/5', '3'] -> (7/5 + 8/5) * 3 / (1/2 / 4/3)
[146120] ['3/5', '6/7', '6/5', '8/3', '9'] -> (3/5 + 8/3) * 6/7 * 9 - 6/5
[146121] ['1/7', '3/8', '7/6', '8/3', '6'] -> 1/7 / (8/3 / (7/6 * 6) - 3/8)
[146122] ['1/7', '4/5', '3/2', '4', '9/2'] -> 9/2 / 1/7 - 4 / (4/5 / 3/2)
[146123] ['7/9', '5/6', '4/3', '3', '9/2'] -> (9/2 * (4/3 + 3) - 5/6) / 7/9
[146124] ['5/7', '5/6', '7/5', '9/5', '4'] -> 4 / (9/5 - 7/5 / (5/7 / 5/6))
[146125] ['1/7', '7/6', '7/6', '7/4', '3'] -> 3 / 1/7 / (7/6 * 7/4 - 7/6)
[146126] ['2/5', '3/7', '1', '7/6', '5/2'] -> 5/2 / (3/7 * 7/6 - 2/5) - 1
[146127] ['1/2', '4/3', '7/5', '5/3', '3'] -> 4/3 / 5/3 / (1/2 - 7/5 / 3)
[146128] ['1/3', '7/9', '6/7', '7/4', '7'] -> 7 / (7/9 / 1/3 - 7/4 / 6/7)
[146129] ['2/3', '3/4', '5/3', '8/3', '5'] -> 8/3 * (2/3 + 5/3 + 5 / 3/4)
[146130] ['1/4', '4/7', '3/2', '8/5', '8'] -> (4/7 + 8) * 8/5 * (1/4 + 3/2)
[146131] ['3/5', '6/7', '6/5', '9/2', '9'] -> 9/2 + (6/5 + 9 / 6/7) / 3/5
[146132] ['1/7', '7/6', '7/6', '9/5', '3'] -> 9/5 * ((7/6 + 7/6) / 1/7 - 3)
[146133] ['2/9', '7/9', '4/5', '6/7', '7'] -> (7/9 + 7) * 6/7 / (2/9 / 4/5)
[146134] ['3/5', '6/7', '5/4', '5/4', '9'] -> 9 / (5/4 - 5/4 * 3/5 / 6/7)
[146135] ['1/2', '4/3', '7/5', '9/5', '3'] -> 4/3 * 9/5 / (1/2 * 3 - 7/5)
[146136] ['1/7', '7/6', '7/6', '9/4', '3'] -> 3 + 9/4 * (7/6 + 7/6 / 1/7)
[146137] ['1/8', '5/6', '8/9', '7/3', '7'] -> (5/6 * (7 - 7/3) - 8/9) / 1/8
[146138] ['2/3', '3/4', '7/4', '7/4', '5'] -> 2/3 + (7/4 + 7/4) / (3/4 / 5)
[146139] ['1/4', '4/7', '3/2', '9/4', '8'] -> 3/2 * (8 / 4/7 - (1/4 - 9/4))
[146140] ['1/3', '7/9', '6/7', '9/4', '7'] -> 7 / (9/4 / 6/7 - 7/9 / 1/3)
[146141] ['2/7', '2/5', '9/7', '7/3', '4'] -> 4 / ((9/7 - 2/7) / 2/5 - 7/3)
[146142] ['1/7', '7/6', '7/6', '5/2', '3'] -> (5/2 - 7/6) * 3 / (1/7 * 7/6)
[146143] ['5/7', '5/6', '7/5', '5/2', '4'] -> 5/7 / (5/2 / 4 - 5/6 / 7/5)
[146144] ['2/3', '3/4', '7/4', '9/5', '5'] -> 5 * (2/3 + 9/5 + 7/4 / 3/4)
[146145] ['2/9', '7/9', '4/5', '8/9', '7'] -> (4/5 * (7/9 + 7) - 8/9) / 2/9
[146146] ['1/7', '3/8', '6/5', '7/5', '6'] -> 6 / (3/8 * 6/5 - 1/7 * 7/5)
[146147] ['2/9', '2/3', '7/6', '8/5', '9'] -> 8/5 * (7/6 + (2/9 + 9) / 2/3)
[146148] ['1/2', '4/3', '7/5', '7/3', '3'] -> 4/3 / (7/3 / (7/5 * 3) - 1/2)
[146149] ['3/5', '6/7', '5/4', '7/5', '9'] -> (9 + 3/5 / 7/5) / (5/4 - 6/7)
[146150] ['1/4', '4/7', '8/5', '8/5', '8'] -> 8/5 * 8 + 8/5 / (1/4 * 4/7)
[146151] ['1/3', '7/9', '7/8', '7/8', '7'] -> (7 / 7/9 - 7/8 / 7/8) / 1/3
[146152] ['1/7', '7/6', '7/6', '3', '9/2'] -> (9/2 / 1/7 - 7/6 * 3) / 7/6
[146153] ['1/7', '4/5', '5/3', '9/5', '4'] -> 9/5 * (4 + 5/3 / (1/7 / 4/5))
[146154] ['2/5', '3/7', '1', '6/5', '4/3'] -> 6/5 * 4/3 / (1 - 2/5 / 3/7)
[146155] ['1/8', '5/6', '9/8', '6/5', '7'] -> 7 + (9/8 + 5/6 * 6/5) / 1/8
[146156] ['1/4', '4/7', '8/5', '5/3', '8'] -> 5/3 * (1/4 * 8/5 + 8 / 4/7)
[146157] ['7/9', '5/6', '7/5', '5/2', '3'] -> 7/5 / (5/6 - 7/9) - 3 / 5/2
[146158] ['1/3', '7/9', '7/8', '8/7', '7'] -> (7 / 7/9 - 7/8 * 8/7) / 1/3
[146159] ['3/5', '6/7', '5/4', '8/5', '9'] -> (6/7 + 5/4 * 8/5) * (9 - 3/5)
[146160] ['1/8', '5/6', '9/8', '5/4', '7'] -> (7 + 9/8 / 1/8) / (5/6 / 5/4)
[146161] ['1/4', '4/7', '8/5', '7/4', '8'] -> (4/7 * 7/4 + 8 / 8/5) / 1/4
[146162] ['1/7', '3/8', '6/5', '7/4', '6'] -> (1/7 + 6 / 6/5) / (3/8 / 7/4)
[146163] ['1/2', '4/3', '7/5', '3', '9/2'] -> (4/3 + 9/2) * 7/5 * 3 - 1/2
[146164] ['3/5', '6/7', '5/4', '5/3', '9'] -> 6/7 * (3/5 + 9) * (5/4 + 5/3)
[146165] ['2/3', '3/4', '9/5', '7/3', '5'] -> 2/3 / ((5 - 3/4) / 9/5 - 7/3)
[146166] ['1/7', '4/5', '5/3', '7/2', '4'] -> 5/3 * 7/2 * (4 + 1/7 * 4/5)
[146167] ['1/7', '7/6', '6/5', '5/3', '3'] -> (7/6 + 3 / 6/5) / 1/7 - 5/3
[146168] ['2/7', '2/5', '4/3', '7/4', '4'] -> 4/3 * 7/4 * (2/7 + 4 / 2/5)
[146169] ['1/3', '7/9', '7/8', '5/4', '7'] -> 1/3 * 7 / (7/9 * 5/4 - 7/8)
[146170] ['2/5', '3/7', '1', '6/5', '8/5'] -> 8/5 / ((6/5 - 1) / 3/7 - 2/5)
[146171] ['7/9', '5/6', '7/5', '3', '9/2'] -> 9/2 * (7/9 / 5/6 + 7/5 + 3)
[146172] ['5/7', '5/6', '3/2', '9/4', '4'] -> (3/2 + 5/6 / 5/7) * 9/4 * 4
[146173] ['1/7', '4/5', '5/3', '4', '9/2'] -> 9/2 * (5/3 / (1/7 / 4/5) - 4)
[146174] ['2/5', '5/9', '3/5', '4/5', '2'] -> 4/5 * 2 / (2/5 - 5/9 * 3/5)
[146175] ['1/2', '4/3', '3/2', '9/5', '3'] -> 3 / (3/2 / (4/3 * 9/5) - 1/2)
[146176] ['7/9', '5/6', '3/2', '3/2', '3'] -> 3 / (5/6 - 7/9) / (3/2 * 3/2)
[146177] ['5/7', '5/6', '3/2', '7/3', '4'] -> 4 * (5/6 + 7/3 * (5/7 + 3/2))
[146178] ['1/3', '7/9', '7/8', '3/2', '7'] -> 7 / (7/9 * (7/8 - 1/3 * 3/2))
[146179] ['2/5', '3/7', '1', '6/5', '9/5'] -> 9/5 / (3/7 / 2/5 - 1) - 6/5
[146180] ['1/7', '7/6', '6/5', '9/4', '3'] -> 9/4 * (7/6 / 1/7 + 3 / 6/5)
[146181] ['1/8', '5/6', '9/8', '5/3', '7'] -> (7 + (5/6 + 5/3) / 1/8) / 9/8
[146182] ['2/7', '2/5', '4/3', '5/2', '4'] -> 4 / 5/2 / (2/5 / 2/7 - 4/3)
[146183] ['7/9', '5/6', '3/2', '8/5', '3'] -> (5/6 + 3) / (3/2 / 8/5 - 7/9)
[146184] ['1/2', '4/3', '8/5', '8/5', '3'] -> 8/5 / (3 - 8/5 * (1/2 + 4/3))
[146185] ['7/9', '5/6', '3/2', '5/3', '3'] -> 3/2 / (5/3 - (7/9 + 5/6)) - 3
[146186] ['2/5', '3/7', '1', '6/5', '9/4'] -> 2/5 / (1 / 9/4 - 3/7) - 6/5
[146187] ['1/4', '4/7', '5/3', '5/3', '8'] -> (8 + 5/3 / 1/4) / 4/7 - 5/3
[146188] ['1/7', '7/6', '6/5', '5/2', '3'] -> (3 / 7/6 - 6/5) / (1/7 / 5/2)
[146189] ['3/5', '6/7', '5/4', '5/2', '9'] -> (6/7 + 5/2 / 5/4) * (9 - 3/5)
[146190] ['2/5', '5/9', '3/5', '7/8', '2'] -> 3/5 / (2 - (2/5 + 7/8 / 5/9))
[146191] ['2/9', '2/3', '5/4', '7/5', '9'] -> 2/3 / (2/9 - 5/4 * 7/5 / 9)
[146192] ['1/7', '3/8', '6/5', '8/3', '6'] -> 6 / (1/7 * (3/8 + 6/5)) - 8/3
[146193] ['1/7', '4/5', '7/4', '7/3', '4'] -> 4 / 1/7 / (7/3 / 4/5 - 7/4)
[146194] ['1/3', '7/9', '7/8', '9/5', '7'] -> 7 / (7/8 / (7/9 * 9/5) - 1/3)
[146195] ['5/7', '5/6', '8/5', '8/5', '4'] -> 4 / (5/6 / 5/7 - 8/5 / 8/5)
[146196] ['1/8', '5/6', '9/8', '7/3', '7'] -> (7/3 - 5/6) * (7 + 9/8 / 1/8)
[146197] ['2/5', '5/9', '3/5', '8/9', '2'] -> 2 / (5/9 * (3/5 - 2/5 / 8/9))
[146198] ['2/9', '7/9', '4/5', '7/4', '7'] -> 7 / (7/9 - 7/4 * 2/9 / 4/5)
[146199] ['1/4', '4/7', '5/3', '9/5', '8'] -> 8 * (9/5 / 4/7 - 1/4 / 5/3)
[146200] ['1/7', '4/5', '7/4', '5/2', '4'] -> (4 + 4/5 * 5/2) / (1/7 * 7/4)
[146201] ['1/3', '7/9', '7/8', '5/2', '7'] -> 7 / (7/8 / 7/9 - 1/3 * 5/2)
[146202] ['2/3', '3/4', '5/2', '7/2', '5'] -> (7/2 - 3/4 / 5/2) / (2/3 / 5)
[146203] ['2/5', '5/9', '3/5', '9/8', '2'] -> 2 / (5/9 * (3/5 - 2/5 * 9/8))
[146204] ['1/7', '3/8', '6/5', '9/2', '6'] -> 9/2 / (1/7 * 6/5) - 3/8 * 6
[146205] ['1/8', '5/6', '9/8', '8/3', '7'] -> 8/3 / (1/8 / 5/6) + 7 / 9/8
[146206] ['1/4', '4/7', '5/3', '9/4', '8'] -> 9/4 * (5/3 / 4/7 - (1/4 - 8))
[146207] ['1/7', '7/6', '6/5', '3', '9/2'] -> 6/5 * (3 / (1/7 / 7/6) - 9/2)
[146208] ['7/9', '5/6', '8/5', '8/5', '3'] -> 8/5 / (5/6 - 7/9) - 8/5 * 3
[146209] ['2/7', '2/5', '7/5', '9/4', '4'] -> (4 + 7/5 / 2/5) / 2/7 - 9/4
[146210] ['1/7', '4/5', '7/4', '8/3', '4'] -> 7/4 * 8/3 * (1/7 + 4 / 4/5)
[146211] ['1/7', '7/6', '5/4', '9/7', '3'] -> 3 / 7/6 / (1/7 + 5/4 - 9/7)
