[328006] ['1/6', '3/8', '5/7', '5/4', '8'] -> 8 / (5/7 * (1/6 + 3/8 / 5/4))
[332827] ['7/6', '7/6', '7/6', '8/5', '7'] -> 7 / ((7/6 + 7/6) / 8/5 - 7/6)
[332828] ['5/6', '6/7', '8/9', '1', '5/4'] -> 5/6 / (8/9 - 6/7) - (1 + 5/4)
[332829] ['3/5', '5/8', '7/6', '7/6', '7'] -> 7 / (5/8 * (7/6 - 3/5 * 7/6))
[332830] ['1/8', '5/7', '7/3', '7/3', '8'] -> (7/3 + 5/7 * 7/3) / 1/8 - 8
[332831] ['7/6', '7/6', '7/6', '5/3', '7'] -> (5/3 + 7/6 + 7/6) / (7/6 / 7)
[332832] ['1/3', '6/7', '9/8', '3/2', '5'] -> 5 / 1/3 / (3/2 / 6/7 - 9/8)
[332833] ['5/6', '6/7', '8/9', '1', '4/3'] -> 8/9 / 4/3 / (1 - 5/6 / 6/7)
[332834] ['1/6', '2/7', '7/6', '2', '9/4'] -> 2/7 / 1/6 / (2 - 9/4 / 7/6)
[332835] ['1/8', '5/7', '7/3', '5/2', '8'] -> 7/3 * (8 + 5/7 / (1/8 * 5/2))
[332836] ['7/6', '7/6', '7/6', '9/4', '7'] -> 7 / (7/6 * 9/4 - (7/6 + 7/6))
[332837] ['1/8', '4/9', '1', '9/7', '5/3'] -> 5/3 / (4/9 / (1 + 9/7) - 1/8)
[332838] ['1/5', '9/7', '4/3', '3', '7/2'] -> 4/3 / 1/5 / (3 - 7/2 / 9/7)
[332839] ['4/7', '7/6', '7/6', '7/4', '2'] -> 2 / (4/7 * 7/6 + 7/6 - 7/4)
[332840] ['5/6', '6/7', '8/9', '1', '7/5'] -> 7/5 * (1 / (8/9 - 5/6) - 6/7)
[332841] ['7/6', '7/6', '7/6', '9/2', '7'] -> (7/6 + 9/2 * 7) / (7/6 * 7/6)
[332842] ['1/5', '9/7', '4/3', '3', '9/2'] -> 9/7 * (1/5 + 3) * (4/3 + 9/2)
[332843] ['1/3', '7/8', '8/9', '1', '5/2'] -> 8/9 / (1/3 - 1 / (7/8 + 5/2))
[332844] ['1/6', '2/7', '7/6', '2', '9/2'] -> (2/7 / 2 + 9/2 / 7/6) / 1/6
[332845] ['1/8', '5/7', '5/2', '5/2', '8'] -> (5/2 + 8) / (5/2 * 1/8 / 5/7)
[332846] ['7/6', '7/6', '6/5', '5/4', '7'] -> 7 / 5/4 / (7/6 * 6/5 - 7/6)
[332847] ['1/3', '7/8', '8/9', '1', '7/2'] -> 1 / (7/8 - 7/2 + 8/9 / 1/3)
[332848] ['3/5', '5/8', '7/6', '7/4', '7'] -> 7 / (7/6 / 7/4 - 3/5 * 5/8)
[332849] ['4/7', '7/6', '7/6', '2', '7/3'] -> 2 / (7/6 * (4/7 - 7/6 / 7/3))
[332850] ['1/3', '7/8', '8/9', '1', '9/2'] -> (1 + 7/8 * 8/9) / (1/3 / 9/2)
[332851] ['1/3', '6/7', '9/8', '9/4', '5'] -> 9/8 + (5 + 9/4 / 6/7) / 1/3
[332852] ['5/6', '6/7', '8/9', '1', '7/4'] -> 6/7 * 7/4 / (1 - 5/6 / 8/9)
[332853] ['3/5', '5/8', '7/6', '9/5', '7'] -> (3/5 + 9/5 / 7/6) / (5/8 / 7)
[332854] ['1/6', '2/7', '6/5', '3/2', '2'] -> 3/2 * 2 / (2/7 - 1/6) - 6/5
[332855] ['1/8', '5/7', '5/2', '7/2', '8'] -> (8 - (5/2 + 5/7 * 7/2)) / 1/8
[332856] ['1/3', '6/7', '9/8', '7/3', '5'] -> 5 / (1/3 * 7/3) / (9/8 - 6/7)
[332857] ['7/6', '7/6', '6/5', '8/5', '7'] -> 7 / (7/6 - 7/6 * 6/5 / 8/5)
[332858] ['4/7', '7/6', '7/6', '2', '8/3'] -> 4/7 / (7/6 - 8/3 / (7/6 * 2))
[332859] ['1/6', '2/7', '6/5', '8/5', '2'] -> (6/5 + 8/5 / (2/7 * 2)) / 1/6
[332860] ['1/8', '4/9', '1', '9/7', '5/2'] -> 4/9 + (1 + 5/2 / 9/7) / 1/8
[332861] ['1/3', '7/8', '1', '9/8', '9/7'] -> 1/3 * 9/7 / (1 / 7/8 - 9/8)
[332862] ['4/7', '7/6', '7/6', '2', '7/2'] -> 7/2 / (7/6 - 7/6 / (4/7 * 2))
[332863] ['3/5', '5/8', '7/6', '8/3', '7'] -> 8/3 * (7 / (5/8 * 7/6) - 3/5)
[332864] ['7/6', '7/6', '6/5', '9/5', '7'] -> (6/5 + 9/5) * (7 + 7/6 / 7/6)
[332865] ['1/8', '5/7', '8/3', '7/2', '8'] -> 5/7 / (1/8 - 8/3 / 7/2 / 8)
[332866] ['1/5', '9/7', '7/5', '3', '7/2'] -> (9/7 + 3) * 7/2 * (1/5 + 7/5)
[332867] ['1/8', '4/9', '1', '9/7', '7/2'] -> (1 + 7/2 * 4/9 * 9/7) / 1/8
[332868] ['5/6', '6/7', '8/9', '1', '8/3'] -> (8/9 + 8/3 / 6/7) / (1 - 5/6)
[332869] ['1/3', '6/7', '9/8', '7/2', '5'] -> 7/2 * (6/7 + 9/8 * (1/3 + 5))
[332870] ['3/5', '5/8', '7/6', '9/2', '7'] -> (7 / 3/5 - (7/6 - 9/2)) / 5/8
[332871] ['4/7', '7/6', '6/5', '6/5', '2'] -> 6/5 / 6/5 / (7/6 / 4/7 - 2)
[332872] ['1/6', '2/7', '6/5', '2', '7/3'] -> 7/3 * (2/7 + 2 / (1/6 * 6/5))
[332873] ['7/6', '7/6', '6/5', '5/2', '7'] -> 6/5 * 5/2 * (7 + 7/6 / 7/6)
[332874] ['1/3', '6/7', '8/7', '7/6', '5'] -> (7/6 + 5 / 6/7) / (1/3 / 8/7)
[332875] ['7/6', '7/6', '6/5', '7/2', '7'] -> (7/2 * 7 - 7/6) / (7/6 / 6/5)
[332876] ['1/8', '3/4', '3/4', '3/4', '8'] -> 8 + (3/4 + 3/4) / (1/8 * 3/4)
[332877] ['1/3', '6/7', '8/7', '9/7', '5'] -> 9/7 * (1/3 + 5) / (8/7 - 6/7)
[332878] ['1/8', '3/4', '3/4', '7/9', '8'] -> (8 + 3/4 / 1/8) / (3/4 * 7/9)
[332879] ['3/5', '5/8', '6/5', '7/4', '7'] -> 7 / ((7/4 - 6/5) / 3/5 - 5/8)
[332880] ['7/6', '7/6', '5/4', '5/4', '7'] -> 7 / (5/4 * (7/6 - 7/6 / 5/4))
[332881] ['1/6', '2/7', '6/5', '2', '9/2'] -> 6/5 * (9/2 / 1/6 - 2 / 2/7)
[332882] ['7/6', '7/6', '5/4', '9/7', '7'] -> 7 / 7/6 / (7/6 * 9/7 - 5/4)
[332883] ['1/3', '6/7', '8/7', '9/5', '5'] -> (1/3 + 5) / (6/7 - 8/7 / 9/5)
[332884] ['1/6', '5/9', '5/8', '7/9', '8'] -> (5/9 + 8) / (7/9 * (5/8 - 1/6))
[332885] ['4/9', '5/6', '6/7', '7/2', '5'] -> (7/2 + 5 / 6/7) / (5/6 - 4/9)
[332886] ['5/6', '6/7', '1', '9/8', '7/5'] -> 6/7 / (1 - 9/8 / (5/6 * 7/5))
[332887] ['7/6', '7/6', '5/4', '5/3', '7'] -> 7 / (7/6 - 7/6 * 5/4 / 5/3)
[332888] ['5/6', '6/7', '1', '9/8', '3/2'] -> 1 / (9/8 / (6/7 * 3/2) - 5/6)
[332889] ['1/8', '4/9', '1', '7/5', '5/3'] -> (7/5 * 5/3 - 1) / (1/8 * 4/9)
[332890] ['3/5', '5/8', '5/4', '5/4', '7'] -> (5/4 + (5/4 + 7) / 3/5) / 5/8
[332891] ['1/3', '6/7', '8/7', '9/2', '5'] -> 9/2 * (6/7 + 8/7) + 5 / 1/3
[332892] ['1/5', '9/7', '3/2', '3', '7/2'] -> 7/2 / (1/5 / 9/7) - (3/2 - 3)
[332893] ['1/6', '5/9', '5/8', '8/9', '8'] -> (8 - 8/9 / 5/9) / (1/6 / 5/8)
[332894] ['1/3', '7/8', '1', '8/7', '7/5'] -> 1 / (7/5 * (8/7 - 7/8) - 1/3)
[332895] ['3/5', '5/8', '5/4', '9/7', '7'] -> 7 / (3/5 / 9/7) / (5/4 - 5/8)
[332896] ['1/6', '2/7', '5/4', '2', '9/4'] -> 5/4 / (1/6 * 2 - 2/7) - 9/4
[332897] ['1/8', '3/4', '3/4', '6/5', '8'] -> 6/5 * (8 + (3/4 + 3/4) / 1/8)
[332898] ['4/9', '5/6', '7/8', '9/8', '5'] -> (7/8 + 5 * (5/6 + 9/8)) / 4/9
[332899] ['1/6', '2/7', '5/4', '2', '7/3'] -> 2 / (5/4 / 7/3 - (1/6 + 2/7))
[332900] ['1/6', '5/9', '5/8', '9/8', '8'] -> 1/6 * 8 / (5/9 + 5/8 - 9/8)
[332901] ['1/3', '6/7', '7/6', '6/5', '5'] -> (6/7 + 6/5 * 5) / (1/3 / 7/6)
[332902] ['1/5', '9/7', '3/2', '3', '9/2'] -> 9/7 * (9/2 / 1/5 - 3/2) - 3
[332903] ['7/6', '7/6', '5/4', '8/3', '7'] -> 7 / (7/6 * (8/3 - (7/6 + 5/4)))
[332904] ['1/8', '3/4', '3/4', '9/7', '8'] -> (8 + 3/4 / 1/8) / (3/4 / 9/7)
[332905] ['3/5', '5/8', '5/4', '7/5', '7'] -> 7 / (7/5 * (5/4 - 5/8 / 3/5))
[332906] ['5/6', '6/7', '1', '9/8', '7/4'] -> 6/7 * 7/4 / (1 - 5/6 * 9/8)
[332907] ['1/6', '2/7', '5/4', '2', '5/2'] -> 2 / (1/6 / 2/7 - 5/4 / 5/2)
[332908] ['1/3', '6/7', '7/6', '5/4', '5'] -> 6/7 / (1/3 / 7/6 - 5/4 / 5)
[332909] ['1/8', '4/9', '1', '7/5', '7/3'] -> 7/3 / (1/8 * 7/5) / (1 - 4/9)
[332910] ['7/6', '7/6', '5/4', '9/2', '7'] -> (7/6 * 9/2 - 5/4) / (7/6 / 7)
[332911] ['1/3', '6/7', '7/6', '9/7', '5'] -> 9/7 * (7/6 + 5 / (1/3 * 6/7))
[332912] ['1/6', '5/9', '5/8', '7/6', '8'] -> 7/6 / (5/8 - (5/9 + 1/6 / 8))
[332913] ['4/7', '7/6', '5/4', '5/4', '2'] -> 5/4 / 5/4 / (7/6 / 4/7 - 2)
[332914] ['4/9', '5/6', '7/8', '6/5', '5'] -> 5 / (4/9 / 5/6 + 7/8 - 6/5)
[332915] ['1/3', '7/8', '1', '8/7', '7/4'] -> 8/7 / (1 / (7/8 + 7/4) - 1/3)
[332916] ['1/6', '5/9', '5/8', '6/5', '8'] -> 8 / (5/9 - 1/6 / 5/8 / 6/5)
[332917] ['5/6', '6/7', '1', '9/8', '7/3'] -> 1 / (6/7 * 7/3 - (5/6 + 9/8))
[332918] ['1/5', '9/7', '8/5', '9/4', '3'] -> 3 / (8/5 - (1/5 + 9/7)) - 9/4
[332919] ['4/9', '5/6', '7/8', '5/4', '5'] -> 5 / (7/8 - 5/4 * 4/9 / 5/6)
[332920] ['3/5', '5/8', '5/4', '7/3', '7'] -> 7 / 7/3 / (3/5 * 5/4 - 5/8)
[332921] ['1/3', '6/7', '7/6', '3/2', '5'] -> 3/2 * (6/7 * 7/6 + 5 / 1/3)
[332922] ['1/6', '2/7', '9/7', '7/5', '2'] -> (2/7 + 9/7 * 2) / (1/6 / 7/5)
[332923] ['1/3', '7/8', '1', '8/7', '9/5'] -> 9/5 / (7/8 / (1 + 8/7) - 1/3)
[332924] ['1/5', '9/7', '8/5', '7/3', '3'] -> (3 - (8/5 - 7/3)) / (1/5 / 9/7)
[332925] ['4/9', '5/6', '7/8', '9/7', '5'] -> (4/9 + 5) / (7/8 - 5/6 / 9/7)
[332926] ['1/6', '5/9', '5/8', '9/7', '8'] -> 9/7 * (5/9 + 8) / (5/8 - 1/6)
[332927] ['3/5', '5/8', '5/4', '8/3', '7'] -> (5/4 * 8/3 + 7 / 3/5) / 5/8
[332928] ['7/6', '7/6', '9/7', '9/5', '7'] -> 9/5 * (7/6 + 7/6) * (7 - 9/7)
[332929] ['1/8', '4/9', '1', '7/5', '9/2'] -> (1 + 7/5) * (9/2 / 4/9 - 1/8)
[332930] ['4/9', '5/6', '7/8', '4/3', '5'] -> 5 / (4/9 + 7/8 - 5/6 * 4/3)
[332931] ['4/7', '7/6', '5/4', '5/3', '2'] -> 2 / (5/4 / 5/3 - 4/7 * 7/6)
[332932] ['1/8', '3/4', '7/9', '4/5', '8'] -> 8 / (3/4 / (4/5 - 1/8) - 7/9)
[332933] ['1/6', '2/7', '9/7', '9/5', '2'] -> (2 + 2/7 / 9/7) / (1/6 / 9/5)
[332934] ['1/3', '7/8', '1', '8/7', '5/2'] -> 8/7 / (1 - 5/2 * 1/3 / 7/8)
[332935] ['7/6', '7/6', '9/7', '9/4', '7'] -> 7 * (7/6 * 9/7 + 9/4 / 7/6)
[332936] ['1/6', '5/9', '5/8', '7/5', '8'] -> (7/5 + 1/6 / 5/8) / (5/9 / 8)
[332937] ['1/8', '4/9', '1', '3/2', '3/2'] -> (3/2 + 1 / (4/9 * 3/2)) / 1/8
[332938] ['3/5', '5/8', '5/4', '9/2', '7'] -> 3/5 * (5/8 + 7 * 5/4 * 9/2)
[332939] ['1/8', '3/4', '7/9', '6/7', '8'] -> 6/7 / (1/8 * 8 - 3/4 / 7/9)
[332940] ['7/6', '7/6', '9/7', '7/2', '7'] -> (9/7 + 7/6 / 7/6) * (7/2 + 7)
[332941] ['1/3', '6/7', '7/6', '5/2', '5'] -> (6/7 + 5 + 5/2 / 7/6) / 1/3
[332942] ['1/8', '3/4', '7/9', '7/8', '8'] -> (7/8 / 7/9 - 3/4) / (1/8 / 8)
[332943] ['4/9', '5/6', '7/8', '8/5', '5'] -> (5/6 + 5) * 8/5 / (4/9 * 7/8)
[332944] ['3/5', '5/8', '9/7', '9/7', '7'] -> 3/5 + 7 * (9/7 + 9/7 / 5/8)
[332945] ['1/3', '6/7', '7/6', '8/3', '5'] -> 6/7 * 7/6 + (8/3 + 5) / 1/3
[332946] ['5/6', '6/7', '1', '8/7', '5/4'] -> 8/7 / (5/6 * (6/7 - 1 / 5/4))
[332947] ['7/6', '7/6', '4/3', '4/3', '7'] -> 4/3 * 7 / (7/6 * 4/3 - 7/6)
[332948] ['1/8', '4/9', '1', '3/2', '7/4'] -> 3/2 / 1/8 / (1 / 4/9 - 7/4)
[332949] ['1/3', '7/8', '1', '7/6', '6/5'] -> 6/5 / (7/8 / (7/6 - 1/3) - 1)
[332950] ['4/7', '7/6', '5/4', '2', '5/2'] -> 2 / (7/6 * (4/7 - 5/4 / 5/2))
[332951] ['1/5', '9/7', '5/3', '7/4', '3'] -> 7/4 * (3 + 5/3 / (1/5 / 9/7))
[332952] ['1/6', '5/9', '5/8', '7/4', '8'] -> 8 / (5/8 / (1/6 / 5/9) - 7/4)
[332953] ['4/9', '5/6', '7/8', '5/3', '5'] -> 5 * (7/8 / 5/6 + 5/3 / 4/9)
[332954] ['1/8', '3/4', '7/9', '9/8', '8'] -> 3/4 / 9/8 / (1/8 - 7/9 / 8)
[332955] ['1/8', '4/9', '1', '3/2', '9/5'] -> (1 + 4/9 * 3/2) / (1/8 / 9/5)
[332956] ['1/3', '6/7', '6/5', '5/4', '5'] -> (5 + 6/5 / 6/7) / (1/3 / 5/4)
[332957] ['1/6', '2/7', '4/3', '9/5', '2'] -> (2 / (9/5 - 4/3) - 2/7) / 1/6
[332958] ['1/5', '9/7', '5/3', '9/4', '3'] -> 9/4 * (5/3 / 1/5 + 3 / 9/7)
[332959] ['4/9', '5/6', '7/8', '9/5', '5'] -> 5 / (7/8 - 9/5 * 4/9 * 5/6)
[332960] ['5/6', '6/7', '1', '8/7', '8/5'] -> 6/7 * 8/5 / (1 / 5/6 - 8/7)
[332961] ['7/6', '7/6', '4/3', '5/2', '7'] -> (7/6 + 7 * (4/3 + 5/2)) / 7/6
[332962] ['1/8', '3/4', '7/9', '7/6', '8'] -> 8 + 7/6 / (7/9 * 1/8 * 3/4)
[332963] ['4/7', '7/6', '5/4', '2', '9/2'] -> 9/2 * (5/4 + 2 / (4/7 / 7/6))
[332964] ['1/6', '2/7', '4/3', '2', '9/4'] -> (2 / 2/7 - 4/3 * 9/4) / 1/6
[332965] ['3/5', '5/8', '9/7', '5/3', '7'] -> 9/7 * 7 / (3/5 * 5/3 - 5/8)
[332966] ['1/8', '4/9', '1', '8/5', '8/5'] -> (1 - 8/5 + 8/5 / 4/9) / 1/8
[332967] ['4/7', '7/6', '9/7', '9/7', '2'] -> 9/7 / 9/7 / (7/6 / 4/7 - 2)
[332968] ['5/6', '6/7', '1', '8/7', '9/5'] -> 8/7 / 5/6 / (6/7 + 1 - 9/5)
[332969] ['1/6', '2/7', '4/3', '2', '5/2'] -> (2/7 + 2) * (5/2 + 4/3 / 1/6)
[332970] ['1/3', '7/8', '1', '7/6', '7/4'] -> 1 / (1/3 - 7/8 - (7/6 - 7/4))
[332971] ['1/8', '3/4', '7/9', '5/4', '8'] -> 5/4 / (1/8 - 3/4 * 7/9 / 8)
[332972] ['4/9', '5/6', '7/8', '5/2', '5'] -> 5/6 / (4/9 * 5 - 7/8 * 5/2)
[332973] ['1/3', '6/7', '6/5', '8/5', '5'] -> (6/5 / 6/7 + 8/5 + 5) / 1/3
[332974] ['3/5', '5/8', '9/7', '9/5', '7'] -> (9/5 + 7 * (3/5 + 9/7)) / 5/8
[332975] ['1/3', '7/8', '1', '7/6', '9/5'] -> 1 / (7/8 - (1/3 + 7/6) / 9/5)
[332976] ['1/5', '9/7', '7/4', '7/4', '3'] -> 3 / (1/5 / 7/4) - 9/7 * 7/4
[332977] ['5/6', '6/7', '1', '8/7', '7/3'] -> 7/3 / (5/6 / 6/7 - 1 / 8/7)
[332978] ['1/8', '3/4', '7/9', '4/3', '8'] -> (8 + 3/4 / 1/8) / (7/9 / 4/3)
[332979] ['1/8', '4/9', '1', '8/5', '9/5'] -> (1 + 8/5 / (4/9 * 9/5)) / 1/8
[332980] ['1/6', '2/7', '7/5', '7/5', '2'] -> (2 / 2/7 - 7/5) / (1/6 * 7/5)
[332981] ['5/6', '6/7', '1', '8/7', '5/2'] -> 5/2 / (5/6 / 8/7) / (1 - 6/7)
[332982] ['7/6', '7/6', '7/5', '7/4', '7'] -> 7 / (7/4 * 7/6 / 7/5 - 7/6)
[332983] ['1/3', '6/7', '6/5', '7/4', '5'] -> 7/4 * 5 * (6/5 / 1/3 - 6/7)
[332984] ['1/6', '2/7', '7/5', '3/2', '2'] -> 2/7 / 1/6 / (3/2 - 2 / 7/5)
[332985] ['1/8', '4/9', '1', '8/5', '7/3'] -> (7/3 / (1/8 * 8/5) - 1) / 4/9
[332986] ['4/7', '7/6', '9/7', '5/3', '2'] -> 4/7 / (5/3 * (2 - 9/7) - 7/6)
[332987] ['5/6', '6/7', '1', '8/7', '9/2'] -> 9/2 / (1 / (6/7 * 8/7) - 5/6)
[332988] ['4/9', '5/6', '8/9', '6/5', '5'] -> 4/9 * 5 / (5/6 - 8/9 / 6/5)
[332989] ['1/6', '2/7', '7/5', '7/4', '2'] -> 2/7 / ((2 - 7/4) / 7/5 - 1/6)
[332990] ['1/3', '6/7', '6/5', '8/3', '5'] -> (8/3 - 1/3) * 5 * (6/7 + 6/5)
[332991] ['1/8', '3/4', '7/9', '9/4', '8'] -> 3/4 * 9/4 * (8 + 7/9 / 1/8)
[332992] ['1/8', '4/9', '1', '8/5', '9/2'] -> 8/5 * (9/2 / (1/8 / 4/9) - 1)
[332993] ['5/6', '6/7', '1', '7/6', '9/7'] -> 6/7 / 9/7 / (1 - 5/6 * 7/6)
[332994] ['1/3', '6/7', '6/5', '7/2', '5'] -> 7/2 * 5 * (6/7 / 1/3 - 6/5)
[332995] ['1/5', '9/7', '9/5', '9/4', '3'] -> (1/5 + 9/5) / (3 / 9/7 - 9/4)
[332996] ['1/6', '2/7', '7/5', '2', '9/4'] -> 2/7 / ((9/4 - 2) / 7/5 - 1/6)
[332997] ['1/8', '4/9', '1', '5/3', '5/3'] -> (5/3 / 1/8 - (1 + 5/3)) / 4/9
[332998] ['5/6', '6/7', '1', '7/6', '4/3'] -> 6/7 / (1 / 4/3 - 5/6 / 7/6)
[332999] ['7/6', '7/6', '3/2', '8/5', '7'] -> 3/2 * 7 / (7/6 - 7/6 / 8/5)
[333000] ['4/7', '7/6', '9/7', '2', '7/2'] -> 2 / (7/2 - (7/6 + 9/7 / 4/7))
[333001] ['5/6', '6/7', '1', '7/6', '7/5'] -> 5/6 / (6/7 * 7/5 - 7/6) - 1
[333002] ['1/3', '6/7', '6/5', '9/2', '5'] -> 9/2 * 5 * (6/5 / 6/7 - 1/3)
[333003] ['1/6', '2/7', '7/5', '2', '5/2'] -> (2 - 2/7 * 7/5) / (1/6 / 5/2)
[333004] ['4/7', '7/6', '9/7', '2', '9/2'] -> 9/7 / 9/2 / (7/6 / 2 - 4/7)
[333005] ['4/9', '5/6', '8/9', '9/4', '5'] -> 5 / (5/6 * (9/4 - 8/9 / 4/9))
[333006] ['4/7', '7/6', '4/3', '4/3', '2'] -> 4/3 / 4/3 / (7/6 / 4/7 - 2)
[333007] ['1/5', '9/7', '9/4', '9/4', '3'] -> 9/4 * 3 / (1/5 * 9/7) - 9/4
[333008] ['1/6', '2/7', '7/5', '2', '7/2'] -> (2 / 7/5 - 2/7) / (1/6 / 7/2)
[333009] ['1/3', '6/7', '5/4', '4/3', '5'] -> 5 / (1/3 + 4/3 - 5/4 / 6/7)
[333010] ['1/8', '4/9', '1', '5/3', '7/2'] -> 5/3 / 1/8 / (4/9 * 7/2 - 1)
[333011] ['4/9', '5/6', '8/9', '7/3', '5'] -> 5 * (8/9 / 4/9 + 7/3 / 5/6)
[333012] ['4/7', '7/6', '4/3', '3/2', '2'] -> 4/7 * 2 / (4/3 - 3/2 / 7/6)
[333013] ['7/6', '7/6', '8/5', '5/3', '7'] -> 8/5 * 7 / (7/6 - 7/6 / 5/3)
[333014] ['7/6', '7/6', '8/5', '7/4', '7'] -> 7 / (7/4 - (7/6 + 7/6) / 8/5)
[333015] ['4/9', '5/6', '8/9', '7/2', '5'] -> (7/2 + 4/9 / 8/9) / (5/6 / 5)
[333016] ['1/6', '5/9', '5/7', '6/5', '8'] -> 8 / (5/9 - 1/6) / (5/7 * 6/5)
[333017] ['1/8', '3/4', '4/5', '9/8', '8'] -> 3/4 / (9/8 / (8 - 4/5) - 1/8)
[333018] ['3/5', '5/8', '4/3', '7/2', '7'] -> 7/2 * 7 - 4/3 * 3/5 * 5/8
[333019] ['1/6', '2/7', '3/2', '8/5', '2'] -> (3/2 / 2/7 - 2 / 8/5) / 1/6
[333020] ['1/8', '4/9', '1', '7/4', '9/5'] -> (7/4 + 1 / (4/9 * 9/5)) / 1/8
[333021] ['4/9', '5/6', '9/8', '9/8', '5'] -> 5 / (4/9 * 9/8 + 5/6 - 9/8)
[333022] ['1/8', '3/4', '4/5', '8/7', '8'] -> (8/7 - 4/5) / (1/8 / (3/4 + 8))
[333023] ['3/5', '5/8', '7/5', '3/2', '7'] -> 7 / (3/5 + 5/8 - 7/5 / 3/2)
[333024] ['5/6', '6/7', '1', '7/6', '7/2'] -> 6/7 / (1 - 5/6) * (7/6 + 7/2)
[333025] ['4/7', '7/6', '4/3', '7/4', '2'] -> 2 / 4/7 / (7/4 / 4/3 - 7/6)
[333026] ['1/3', '7/8', '1', '5/4', '5/3'] -> 1 / 1/3 / (7/8 - 5/4 / 5/3)
[333027] ['7/6', '7/6', '8/5', '7/3', '7'] -> (7/6 + 7/3 * 7) / (7/6 / 8/5)
[333028] ['1/3', '6/7', '5/4', '7/4', '5'] -> 5/4 + (7/4 + 5 / 6/7) / 1/3
[333029] ['4/9', '5/6', '9/8', '7/6', '5'] -> 5 / (4/9 / (7/6 - 5/6) - 9/8)
[333030] ['1/5', '9/7', '7/3', '8/3', '3'] -> 9/7 * (7/3 + 3 + 8/3 / 1/5)
[333031] ['1/8', '4/9', '1', '7/4', '9/2'] -> 4/9 * 9/2 + (1 + 7/4) / 1/8
[333032] ['1/3', '7/8', '1', '5/4', '7/3'] -> 1 / (1/3 * 5/4 - 7/8 / 7/3)
[333033] ['1/6', '2/7', '8/5', '8/5', '2'] -> 8/5 / 2/7 / (2 - (1/6 + 8/5))
[333034] ['3/5', '5/8', '7/5', '7/3', '7'] -> 7 / (3/5 + 5/8 + 7/5 - 7/3)
[333035] ['4/9', '5/6', '9/8', '6/5', '5'] -> 9/8 + (5/6 + 6/5) / (4/9 / 5)
[333036] ['1/5', '9/7', '7/3', '3', '7/2'] -> 9/7 * (1/5 + 3) * (7/3 + 7/2)
[333037] ['1/8', '4/9', '1', '9/5', '9/5'] -> 9/5 / (1 - (1/8 + 4/9 * 9/5))
[333038] ['1/3', '6/7', '5/4', '9/4', '5'] -> (5 + 6/7 * (5/4 + 9/4)) / 1/3
[333039] ['1/8', '3/4', '4/5', '5/3', '8'] -> (8 / 5/3 - 4/5) / (1/8 / 3/4)
[333040] ['7/6', '7/6', '5/3', '9/5', '7'] -> 5/3 * 9/5 * (7 + 7/6 / 7/6)
[333041] ['3/5', '5/8', '7/5', '5/2', '7'] -> (7/5 + 7) / (3/5 - 5/8 / 5/2)
[333042] ['4/9', '5/6', '9/8', '9/7', '5'] -> 9/7 * (4/9 + 5) / (9/8 - 5/6)
[333043] ['1/6', '2/7', '8/5', '9/5', '2'] -> 8/5 * (2 / (2/7 - 1/6) - 9/5)
[333044] ['4/7', '7/6', '4/3', '2', '9/2'] -> (4/3 + 2 / 7/6) / (4/7 / 9/2)
[333045] ['1/5', '9/7', '5/2', '8/3', '3'] -> 8/3 * 9/7 * 5/2 * (3 - 1/5)
[333046] ['4/9', '5/6', '9/8', '7/5', '5'] -> (5/6 + 7/5) / (4/9 / 5) - 9/8
[333047] ['3/5', '5/8', '3/2', '3/2', '7'] -> (3/2 * 7 - 3/2) / (3/5 * 5/8)
[333048] ['7/6', '7/6', '7/4', '7/4', '7'] -> 7 / (7/6 * (7/4 - 7/4 / 7/6))
[333049] ['1/6', '2/7', '8/5', '2', '7/3'] -> 8/5 * ((2 + 7/3) / 2/7 - 1/6)
[333050] ['1/3', '6/7', '5/4', '7/2', '5'] -> 5 / (7/2 * (5/4 - (1/3 + 6/7)))
[333051] ['5/6', '6/7', '1', '6/5', '5/3'] -> 1 / 5/3 / (6/7 - 5/6) - 6/5
[333052] ['1/3', '7/8', '1', '9/7', '7/5'] -> 9/7 / (1/3 * (7/8 - 1 / 7/5))
[333053] ['1/5', '9/7', '8/3', '8/3', '3'] -> 8/3 * (3 / (1/5 * 9/7) - 8/3)
[333054] ['5/6', '6/7', '1', '6/5', '7/4'] -> 6/5 / 7/4 / (6/7 / 5/6 - 1)
[333055] ['1/6', '5/9', '5/7', '5/2', '8'] -> (5/2 - 1/6) * 8 / (5/9 / 5/7)
[333056] ['4/7', '7/6', '7/5', '7/4', '2'] -> 7/5 / (7/4 / (2 - 4/7) - 7/6)
[333057] ['1/8', '4/9', '1', '9/5', '9/2'] -> (1 + 9/2) / (1/8 * 9/5) - 4/9
[333058] ['1/6', '5/9', '5/7', '8/3', '8'] -> 8 / (5/9 / 5/7 - 1/6 * 8/3)
[333059] ['1/8', '3/4', '5/6', '9/7', '8'] -> 8 / (9/7 - 5/6 / (1/8 + 3/4))
[333060] ['1/8', '4/9', '1', '9/4', '9/4'] -> (1 + 4/9 * (9/4 + 9/4)) / 1/8
[333061] ['7/6', '7/6', '9/5', '9/4', '7'] -> 7 / (9/4 * 7/6 / 9/5 - 7/6)
[333062] ['1/3', '6/7', '9/7', '5/3', '5'] -> (6/7 + 5 + 9/7 * 5/3) / 1/3
