[157593] ['2/7', '5/8', '4/5', '3/2', '4'] -> (((3/2 + (4 / 2/7)) / 5/8) - 4/5)
[164781] ['7/9', '5/6', '9/8', '7/4', '4'] -> ((7/4 / (9/8 * (5/6 - 7/9))) - 4)
[164782] ['5/7', '9/8', '9/4', '7/3', '5'] -> ((5/7 + 7/3) * (9/4 + (9/8 * 5)))
[164783] ['1/4', '2/5', '2/5', '2/5', '9'] -> (9 / ((2/5 / 2/5) - (1/4 / 2/5)))
[164784] ['5/8', '7/9', '4/5', '9/8', '2'] -> (2 / (7/9 - ((5/8 / 4/5) / 9/8)))
[164785] ['3/8', '4/7', '3/5', '8/5', '7'] -> (3/5 / ((8/5 / (4/7 * 7)) - 3/8))
[164786] ['2/5', '7/6', '9/7', '8/5', '2'] -> ((2/5 + 2) / (8/5 - (7/6 * 9/7)))
[164787] ['5/9', '7/5', '7/4', '5/2', '6'] -> (6 / (5/2 - (7/4 / (5/9 * 7/5))))
[164788] ['1/4', '2/5', '2/5', '3/7', '9'] -> (3/7 * ((9 / (2/5 * 2/5)) - 1/4))
[164789] ['2/5', '4/5', '1', '7/4', '7/3'] -> (1 / (((7/4 - 4/5) / 2/5) - 7/3))
[164790] ['5/6', '7/8', '9/7', '8/3', '3'] -> ((8/3 * 3) / (9/7 - (5/6 / 7/8)))
[164791] ['7/9', '5/6', '9/8', '9/4', '4'] -> ((4 * (7/9 * 9/4)) / (9/8 - 5/6))
[164792] ['5/9', '3/4', '9/5', '9/2', '8'] -> ((9/5 / 3/4) / ((9/2 / 5/9) - 8))
[164793] ['5/7', '9/8', '9/4', '8/3', '5'] -> (8/3 * ((9/4 / 9/8) + (5 / 5/7)))
[164794] ['2/5', '4/5', '1', '7/4', '5/2'] -> ((5/2 / (4/5 - (2/5 * 7/4))) - 1)
[164795] ['1/4', '2/5', '6/7', '9/4', '7'] -> ((9/4 / 1/4) + ((7 * 6/7) / 2/5))
[164796] ['5/6', '7/8', '9/7', '3', '7/2'] -> (9/7 / ((7/8 / 3) - (5/6 / 7/2)))
[164797] ['5/9', '9/8', '9/7', '3', '7/2'] -> ((9/7 + 3) * (7/2 / (5/9 * 9/8)))
[164798] ['2/5', '7/6', '9/7', '7/4', '2'] -> ((2 / (2/5 * 7/4)) / (9/7 - 7/6))
[164799] ['1/4', '2/5', '2/5', '4/7', '9'] -> (((9 + (2/5 / 4/7)) / 2/5) - 1/4)
[164800] ['5/8', '7/9', '4/5', '6/5', '2'] -> ((2 / 5/8) / ((7/9 * 6/5) - 4/5))
[164801] ['2/5', '4/5', '1', '7/4', '8/3'] -> ((4/5 / 2/5) / ((1 + 7/4) - 8/3))
[164802] ['2/7', '3/5', '3/2', '9/5', '6'] -> ((6 + (9/5 / (3/5 + 3/2))) / 2/7)
[164803] ['2/3', '5/7', '8/7', '4/3', '9'] -> (9 * ((5/7 * 4/3) + (8/7 / 2/3)))
[164804] ['3/8', '4/7', '3/5', '9/5', '7'] -> ((9/5 / (3/8 * 7)) / (3/5 - 4/7))
[164805] ['7/9', '5/6', '9/8', '4', '9/2'] -> ((4 / 9/2) / (7/9 - (5/6 / 9/8)))
[164806] ['5/7', '9/8', '7/3', '7/3', '5'] -> ((5 / 5/7) / ((9/8 * 7/3) - 7/3))
[164807] ['2/7', '3/5', '3/2', '9/4', '6'] -> (((6 - 3/2) / (2/7 * 3/5)) - 9/4)
[164808] ['1/7', '2/9', '8/7', '7/3', '7'] -> ((8/7 * 7/3) / (1/7 - (2/9 / 7)))
[164809] ['2/7', '5/6', '9/8', '4', '9/2'] -> (4 / (2/7 * (5/6 - (9/8 / 9/2))))
[164810] ['5/9', '7/5', '9/5', '9/4', '6'] -> ((7/5 + 9/5) * (6 * (5/9 * 9/4)))
[164811] ['5/9', '3/4', '7/3', '7/2', '8'] -> (8 / ((7/3 / (3/4 * 7/2)) - 5/9))
[164812] ['5/9', '9/8', '4/3', '7/5', '3'] -> (3 / ((9/8 + 7/5) - (4/3 / 5/9)))
[164813] ['5/6', '7/8', '4/3', '7/5', '3'] -> (3 / ((5/6 - 4/3) + (7/8 / 7/5)))
[164814] ['1/4', '2/5', '6/7', '9/2', '7'] -> ((9/2 / (2/5 - 1/4)) - (6/7 * 7))
[164815] ['2/3', '5/7', '8/7', '7/4', '9'] -> ((5/7 + 9) / (2/3 * (7/4 - 8/7)))
[164816] ['2/7', '3/5', '3/2', '7/3', '6'] -> ((3/5 * 6) * ((7/3 / 2/7) - 3/2))
[164817] ['1/7', '2/9', '8/7', '7/2', '7'] -> ((7/2 * 7) - (8/7 - (1/7 / 2/9)))
[164818] ['2/5', '7/6', '9/7', '2', '7/3'] -> (2 / ((9/7 * 7/3) - (7/6 / 2/5)))
[164819] ['1/4', '2/5', '2/5', '5/6', '9'] -> ((2/5 + 2/5) * ((9 * 5/6) / 1/4))
[164820] ['3/8', '4/7', '3/5', '5/2', '7'] -> (7 * (((5/2 * 3/5) / 3/8) - 4/7))
[164821] ['5/6', '7/8', '4/3', '7/4', '3'] -> (3 / ((5/6 / 4/3) - (7/8 / 7/4)))
[164822] ['5/8', '7/9', '4/5', '7/5', '2'] -> ((7/5 / (5/8 + 2)) / (4/5 - 7/9))
[164823] ['5/9', '7/5', '9/5', '7/3', '6'] -> ((9/5 * 6) * (5/9 + (7/3 / 7/5)))
[164824] ['5/9', '3/4', '5/2', '7/2', '8'] -> (8 / (3/4 * (7/2 - (5/9 + 5/2))))
[164825] ['1/4', '2/5', '7/8', '7/8', '7'] -> (((7/8 / 1/4) + (7 / 2/5)) / 7/8)
[164826] ['2/7', '3/5', '3/2', '8/3', '6'] -> (((8/3 * 3/2) / 2/7) + (6 / 3/5))
[164827] ['5/9', '9/8', '4/3', '9/4', '3'] -> (3 / (9/4 - (9/8 * (5/9 + 4/3))))
[164828] ['1/4', '2/5', '2/5', '8/9', '9'] -> (((2/5 / 1/4) + (8/9 * 9)) / 2/5)
[164829] ['5/7', '9/8', '7/3', '9/2', '5'] -> (5 / (9/2 - (7/3 * (5/7 + 9/8))))
[164830] ['2/5', '7/6', '9/7', '2', '7/2'] -> (9/7 * (7/6 + ((7/2 * 2) / 2/5)))
[164831] ['7/9', '5/6', '8/7', '9/7', '4'] -> ((8/7 + 4) / (9/7 - (5/6 / 7/9)))
[164832] ['2/3', '5/7', '7/6', '7/6', '9'] -> (9 * ((2/3 + 7/6) + (5/7 * 7/6)))
[164833] ['5/9', '9/8', '4/3', '7/3', '3'] -> (3 / ((7/3 * (5/9 * 9/8)) - 4/3))
[164834] ['3/8', '4/7', '5/8', '5/8', '7'] -> ((5/8 + (7 * (4/7 + 5/8))) / 3/8)
[164835] ['2/5', '7/6', '9/7', '2', '9/2'] -> ((7/6 * 9/7) + ((9/2 * 2) / 2/5))
[164836] ['5/9', '3/4', '7/2', '7/2', '8'] -> ((8 / 3/4) / ((7/2 / 7/2) - 5/9))
[164837] ['7/9', '5/6', '8/7', '4/3', '4'] -> (4 / (5/6 - ((7/9 * 8/7) / 4/3)))
[164838] ['1/7', '2/9', '7/6', '9/7', '7'] -> ((7 - (7/6 * (1/7 + 9/7))) / 2/9)
[164839] ['5/9', '7/5', '9/5', '9/2', '6'] -> ((9/5 - 5/9) * ((6 * 9/2) / 7/5))
[164840] ['2/7', '3/5', '8/5', '7/4', '6'] -> (6 / (7/4 * (3/5 - (2/7 * 8/5))))
[164841] ['1/4', '2/5', '7/8', '8/7', '7'] -> (8/7 * ((7/8 / 1/4) + (7 / 2/5)))
[164842] ['2/3', '5/7', '7/6', '6/5', '9'] -> ((9 / (5/7 * (7/6 - 2/3))) - 6/5)
[164843] ['5/7', '9/8', '5/2', '8/3', '5'] -> (5 / ((5/7 * (9/8 + 8/3)) - 5/2))
[164844] ['1/4', '2/5', '2/5', '9/7', '9'] -> (((9 / 9/7) - (2/5 / 2/5)) / 1/4)
[164845] ['3/8', '4/7', '5/8', '2/3', '7'] -> ((7 * (4/7 / 2/3)) / (5/8 - 3/8))
[164846] ['7/9', '5/6', '8/7', '7/5', '4'] -> ((4 / (7/9 * 5/6)) / (7/5 - 8/7))
[164847] ['2/5', '7/6', '4/3', '7/5', '2'] -> (4/3 / (7/6 - (2 / (2/5 + 7/5))))
[164848] ['5/9', '7/9', '7/9', '7/9', '8'] -> (8 / ((5/9 + 7/9) - (7/9 / 7/9)))
[164849] ['5/9', '9/8', '4/3', '8/3', '3'] -> (3 / ((5/9 * 9/8) - (4/3 / 8/3)))
[164850] ['5/9', '7/5', '9/4', '9/4', '6'] -> (6 * (9/4 + (9/4 * (5/9 * 7/5))))
[164851] ['5/7', '9/8', '5/2', '7/2', '5'] -> ((5/2 + ((5 * 7/2) / 5/7)) / 9/8)
[164852] ['2/5', '4/5', '1', '9/4', '5/2'] -> ((5/2 / ((2/5 * 9/4) - 4/5)) - 1)
[164853] ['5/9', '9/8', '4/3', '3', '7/2'] -> (((4/3 + (7/2 / 9/8)) * 3) / 5/9)
[164854] ['5/6', '7/8', '7/5', '7/4', '3'] -> (3 / (5/6 * (7/4 - (7/5 / 7/8))))
[164855] ['2/3', '5/7', '7/6', '4/3', '9'] -> (((4/3 + (2/3 / 7/6)) * 9) / 5/7)
[164856] ['2/5', '4/5', '1', '9/4', '8/3'] -> (8/3 / (1 - (4/5 / (2/5 * 9/4))))
[164857] ['5/9', '7/9', '7/9', '7/8', '8'] -> (((7/9 + (7/9 / 7/8)) * 8) / 5/9)
[164858] ['1/4', '2/5', '7/8', '9/7', '7'] -> (7/8 + ((1/4 + (9/7 * 7)) / 2/5))
[164859] ['2/7', '3/5', '8/5', '9/2', '6'] -> (6 * ((8/5 + 9/2) - (3/5 / 2/7)))
[164860] ['5/7', '9/8', '8/3', '8/3', '5'] -> (9/8 * (8/3 + ((5 * 8/3) / 5/7)))
[164861] ['2/3', '5/7', '7/6', '7/5', '9'] -> (9 * (7/6 + ((7/5 * 5/7) / 2/3)))
[164862] ['7/9', '5/6', '8/7', '5/3', '4'] -> (4 / ((5/3 / 7/9) - (5/6 + 8/7)))
[164863] ['2/5', '7/6', '4/3', '2', '7/3'] -> (2 / (4/3 - (7/6 / (2/5 * 7/3))))
[164864] ['1/4', '2/5', '3/7', '1/2', '9'] -> (9 * ((1/2 / (2/5 * 3/7)) - 1/4))
[164865] ['5/9', '7/9', '7/9', '9/8', '8'] -> (8 / (((7/9 / 7/9) / 9/8) - 5/9))
[164866] ['3/8', '4/7', '5/8', '5/6', '7'] -> ((4/7 * 7) / ((3/8 + 5/8) - 5/6))
[164867] ['2/3', '5/7', '7/6', '3/2', '9'] -> (9 * ((2/3 + 5/7) + (3/2 / 7/6)))
[164868] ['5/7', '9/8', '8/3', '7/2', '5'] -> ((5 / 5/7) / ((9/8 + 8/3) - 7/2))
[164869] ['5/9', '9/8', '7/5', '8/5', '3'] -> ((3 / (5/9 * 9/8)) / (8/5 - 7/5))
[164870] ['5/9', '7/5', '9/4', '9/2', '6'] -> ((9/2 / (7/5 - (5/9 * 9/4))) - 6)
[164871] ['5/6', '7/8', '7/5', '8/3', '3'] -> (7/5 / ((3 / 5/6) - (7/8 + 8/3)))
[164872] ['2/7', '3/5', '5/3', '9/4', '6'] -> (6 / (5/3 * (9/4 - (3/5 / 2/7))))
[164873] ['1/4', '2/5', '3/7', '5/8', '9'] -> ((((9 / 5/8) - 2/5) * 3/7) / 1/4)
[164874] ['2/3', '5/7', '7/6', '5/3', '9'] -> (9 * (2/3 + (5/3 / (5/7 * 7/6))))
[164875] ['2/5', '7/6', '7/5', '7/5', '2'] -> (7/5 / ((7/6 / (2/5 * 2)) - 7/5))
[164876] ['5/9', '7/9', '7/9', '7/5', '8'] -> (8 / ((5/9 - 7/9) + (7/9 / 7/5)))
[164877] ['5/8', '7/9', '5/6', '5/6', '2'] -> ((2 + (5/6 + 5/6)) / (7/9 - 5/8))
[164878] ['5/6', '7/8', '7/5', '3', '7/2'] -> (((7/2 * 3) / 5/6) / (7/5 - 7/8))
[164879] ['2/7', '5/6', '7/6', '5/2', '4'] -> ((4 + ((5/6 + 5/2) / 7/6)) / 2/7)
[164880] ['2/3', '5/7', '7/6', '7/4', '9'] -> ((9 / 7/4) / ((2/3 + 5/7) - 7/6))
[164881] ['5/7', '9/8', '7/2', '9/2', '5'] -> ((7/2 * (5/7 + 5)) + (9/2 / 9/8))
[164882] ['5/9', '7/5', '7/3', '5/2', '6'] -> (((5/2 * 6) - (7/3 / 7/5)) / 5/9)
[164883] ['5/8', '7/9', '5/6', '7/8', '2'] -> ((2 / (5/8 + 7/8)) / (5/6 - 7/9))
[164884] ['3/8', '4/7', '5/8', '7/6', '7'] -> ((4/7 * 7) / (7/6 - (3/8 + 5/8)))
[164885] ['1/7', '2/9', '7/6', '8/3', '7'] -> (((7/6 * (7 - 1/7)) - 8/3) / 2/9)
[164886] ['5/9', '9/8', '7/5', '9/5', '3'] -> (3 / (5/9 * (9/5 - (9/8 * 7/5))))
[164887] ['2/7', '5/6', '7/6', '4', '9/2'] -> (9/2 / ((7/6 / (2/7 * 4)) - 5/6))
[164888] ['7/9', '5/6', '8/7', '5/2', '4'] -> (8/7 / ((5/6 - 4) + (5/2 / 7/9)))
[164889] ['1/4', '2/5', '3/7', '5/7', '9'] -> ((((9 * 2/5) / 1/4) * 5/7) / 3/7)
[164890] ['5/7', '9/8', '9/2', '9/2', '5'] -> ((((5 * 9/2) / 5/7) - 9/2) / 9/8)
[164891] ['1/4', '2/5', '7/8', '9/4', '7'] -> (((7 + (7/8 / 1/4)) / 2/5) - 9/4)
[164892] ['5/9', '7/5', '7/3', '8/3', '6'] -> (8/3 * (6 + (7/3 / (5/9 * 7/5))))
[164893] ['2/7', '3/5', '5/3', '8/3', '6'] -> ((((6 / 3/5) - 8/3) / 2/7) - 5/3)
[164894] ['1/7', '2/9', '7/6', '7/2', '7'] -> ((7 - (7/6 + (1/7 * 7/2))) / 2/9)
[164895] ['5/7', '8/7', '8/7', '8/7', '5'] -> (((8/7 + (8/7 + 8/7)) * 5) / 5/7)
[164896] ['1/4', '2/5', '3/7', '7/9', '9'] -> (9 / (((1/4 / 2/5) / 7/9) - 3/7))
[164897] ['7/9', '5/6', '7/6', '7/6', '4'] -> ((7/6 * 4) / ((5/6 * 7/6) - 7/9))
[164898] ['1/4', '2/5', '7/8', '8/3', '7'] -> (7 / ((2/5 * (1/4 + 8/3)) - 7/8))
[164899] ['5/9', '7/9', '7/9', '5/2', '8'] -> (((5/2 * 8) - (5/9 + 7/9)) / 7/9)
[164900] ['2/7', '5/6', '6/5', '9/7', '4'] -> ((4 / 5/6) / ((2/7 + 6/5) - 9/7))
[164901] ['2/5', '4/5', '1', '8/3', '8/3'] -> (((8/3 + 8/3) * (4/5 + 1)) / 2/5)
[164902] ['7/9', '5/6', '7/6', '6/5', '4'] -> (((7/9 / 5/6) / (6/5 - 7/6)) - 4)
[164903] ['2/3', '5/7', '6/5', '6/5', '9'] -> ((6/5 + (6/5 / 5/7)) * (9 - 2/3))
[164904] ['5/7', '8/7', '8/7', '6/5', '5'] -> ((8/7 * 5) / ((8/7 / 6/5) - 5/7))
[164905] ['5/6', '7/8', '8/5', '5/3', '3'] -> (3 / ((7/8 * 5/3) - (5/6 * 8/5)))
[164906] ['2/7', '5/6', '6/5', '4/3', '4'] -> (4/3 * (6/5 + (4 / (2/7 * 5/6))))
[164907] ['2/5', '7/6', '3/2', '3/2', '2'] -> (2 / ((3/2 + 3/2) - (7/6 / 2/5)))
[164908] ['2/5', '4/5', '1', '8/3', '7/2'] -> ((1 + 7/2) * ((8/3 * 4/5) / 2/5))
[164909] ['5/9', '7/5', '5/2', '9/2', '6'] -> ((((9/2 / 5/9) - 5/2) * 6) / 7/5)
[164910] ['5/9', '7/9', '7/9', '9/2', '8'] -> (8 / (5/9 - ((7/9 / 7/9) / 9/2)))
[164911] ['2/7', '3/5', '7/4', '9/4', '6'] -> ((6 / 3/5) + ((7/4 + 9/4) / 2/7))
[164912] ['5/8', '7/9', '5/6', '7/5', '2'] -> ((5/6 * 2) / (5/8 - (7/9 / 7/5)))
[164913] ['2/5', '4/5', '1', '9/2', '9/2'] -> (9/2 * (9/2 + (1 / (2/5 + 4/5))))
[164914] ['7/9', '5/6', '7/6', '7/5', '4'] -> ((7/5 * 4) / (7/6 - (7/9 / 5/6)))
[164915] ['2/3', '5/7', '6/5', '3/2', '9'] -> ((3/2 / (5/7 - 2/3)) - (9 / 6/5))
[164916] ['3/8', '4/7', '5/8', '5/3', '7'] -> (5/3 + (((4/7 + 5/8) * 7) / 3/8))
[164917] ['5/9', '7/9', '4/5', '6/7', '8'] -> (6/7 + (8 / (4/5 * (5/9 * 7/9))))
[164918] ['2/7', '5/6', '6/5', '8/5', '4'] -> (8/5 * ((5/6 * 6/5) + (4 / 2/7)))
[164919] ['5/8', '7/9', '5/6', '8/5', '2'] -> (2 / (((5/8 + 7/9) / 5/6) - 8/5))
[164920] ['1/4', '2/5', '3/7', '7/6', '9'] -> (1/4 + ((9 + (3/7 * 7/6)) / 2/5))
[164921] ['5/6', '7/8', '8/5', '7/3', '3'] -> (3 / (7/3 - (7/8 + (5/6 * 8/5))))
[164922] ['5/7', '8/7', '8/7', '3/2', '5'] -> ((8/7 + 8/7) * ((5 * 3/2) / 5/7))
[164923] ['7/9', '5/6', '7/6', '7/4', '4'] -> (4 / (7/4 * (7/6 - (5/6 / 7/9))))
[164924] ['2/7', '3/5', '7/4', '8/3', '6'] -> (6 / ((7/4 / (3/5 + 8/3)) - 2/7))
[164925] ['2/7', '5/6', '6/5', '5/3', '4'] -> ((6/5 * 4) * ((5/3 / 2/7) - 5/6))
[164926] ['1/4', '2/5', '3/7', '6/5', '9'] -> ((6/5 + (2/5 / 1/4)) * (9 - 3/7))
[164927] ['2/3', '5/7', '6/5', '5/3', '9'] -> (5/3 * ((6/5 / 2/3) + (9 / 5/7)))
[164928] ['5/9', '7/9', '4/5', '8/9', '8'] -> (8 / ((5/9 * 4/5) + (7/9 - 8/9)))
[164929] ['2/5', '5/6', '5/6', '7/8', '1'] -> (1 / (2/5 * (5/6 - (5/6 * 7/8))))
[164930] ['2/7', '3/5', '7/4', '7/2', '6'] -> ((7/4 + (7/2 / 2/7)) + (6 / 3/5))
[164931] ['1/7', '2/9', '6/5', '5/3', '7'] -> ((7 / (1/7 * 5/3)) - (6/5 / 2/9))
[164932] ['5/8', '7/9', '5/6', '9/5', '2'] -> ((9/5 * (7/9 + 2)) / (5/6 - 5/8))
[164933] ['5/7', '8/7', '8/7', '7/4', '5'] -> ((8/7 + (8/7 / 5/7)) * (7/4 * 5))
[164934] ['2/5', '7/6', '3/2', '2', '8/3'] -> (2 / ((7/6 + 8/3) - (3/2 / 2/5)))
[164935] ['2/3', '5/7', '6/5', '9/5', '9'] -> (((9/5 / (5/7 - 2/3)) - 9) / 6/5)
[164936] ['5/9', '9/8', '3/2', '9/5', '3'] -> (3 / ((5/9 * (9/8 + 9/5)) - 3/2))
[164937] ['3/8', '4/7', '5/8', '7/3', '7'] -> (7 * ((5/8 / 3/8) - (4/7 - 7/3)))
[164938] ['5/9', '3/2', '3/2', '3/2', '6'] -> (6 / (3/2 - (3/2 * (5/9 * 3/2))))
[164939] ['5/6', '7/8', '8/5', '3', '9/2'] -> (((8/5 + (9/2 / 5/6)) * 3) / 7/8)
[164940] ['2/5', '5/6', '5/6', '1', '8/7'] -> (1 / (2/5 * (5/6 - (5/6 / 8/7))))
[164941] ['2/7', '5/6', '6/5', '9/5', '4'] -> ((9/5 + ((6/5 + 4) / 2/7)) / 5/6)
[164942] ['2/3', '5/7', '6/5', '9/4', '9'] -> ((6/5 + (2/3 / 5/7)) * (9/4 + 9))
[164943] ['2/7', '3/5', '9/5', '9/4', '6'] -> ((9/5 / (2/7 * 3/5)) + (9/4 * 6))
[164944] ['1/4', '2/5', '8/9', '9/7', '7'] -> ((8/9 / 2/5) + (7 / (1/4 * 9/7)))
[164945] ['5/8', '7/9', '5/6', '2', '7/2'] -> ((7/2 / (5/8 + 2)) / (5/6 - 7/9))
[164946] ['2/5', '7/6', '8/5', '5/3', '2'] -> (8/5 / ((2/5 - 7/6) + (5/3 / 2)))
[164947] ['5/9', '3/2', '3/2', '8/5', '6'] -> (8/5 * (3/2 + ((3/2 + 6) / 5/9)))
[164948] ['5/9', '9/8', '3/2', '8/3', '3'] -> (8/3 / (5/9 - (3/2 / (9/8 * 3))))
[164949] ['1/4', '2/5', '3/7', '3/2', '9'] -> (9 / (3/7 * (3/2 - (1/4 / 2/5))))
[164950] ['1/7', '2/9', '6/5', '9/5', '7'] -> ((((9/5 / 1/7) - 7) / 2/9) - 6/5)
[164951] ['2/7', '5/6', '6/5', '9/4', '4'] -> ((5/6 * 9/4) * ((4 / 2/7) - 6/5))
[164952] ['3/8', '4/7', '5/8', '8/3', '7'] -> ((((4/7 * 7) - 5/8) * 8/3) / 3/8)
[164953] ['2/3', '5/7', '6/5', '5/2', '9'] -> (5/2 * (6/5 + (9 * (2/3 / 5/7))))
[164954] ['2/5', '5/6', '5/6', '1', '6/5'] -> ((5/6 / ((2/5 + 5/6) - 6/5)) - 1)
[164955] ['7/9', '5/6', '6/5', '5/4', '4'] -> ((4 / 6/5) / ((7/9 * 5/4) - 5/6))
[164956] ['5/6', '7/8', '5/3', '7/4', '3'] -> (3 / (7/4 - (5/3 + (5/6 - 7/8))))
[164957] ['1/4', '2/5', '8/9', '4/3', '7'] -> ((4/3 + (8/9 / 2/5)) * (7 - 1/4))
[164958] ['5/9', '3/2', '3/2', '9/4', '6'] -> (6 / ((5/9 * 9/4) - (3/2 / 3/2)))
[164959] ['7/9', '5/6', '6/5', '9/7', '4'] -> (4 / (5/6 * (6/5 - (7/9 * 9/7))))
[164960] ['2/3', '5/7', '6/5', '8/3', '9'] -> ((((8/3 - 2/3) * 9) / 5/7) - 6/5)
[164961] ['5/8', '7/9', '6/7', '7/8', '2'] -> ((6/7 * 2) / (7/8 - (5/8 / 7/9)))
[164962] ['5/9', '7/9', '4/5', '7/5', '8'] -> (8 / (7/5 - (4/5 * (5/9 + 7/9))))
[164963] ['2/7', '5/6', '6/5', '5/2', '4'] -> (4 * (5/2 + ((6/5 * 5/6) / 2/7)))
[164964] ['1/4', '2/5', '3/7', '7/4', '9'] -> (((7/4 * 2/5) / 1/4) * (9 - 3/7))
[164965] ['5/7', '8/7', '7/6', '6/5', '5'] -> ((5/7 / (7/6 - 8/7)) - (6/5 * 5))
[164966] ['3/8', '4/7', '2/3', '2/3', '7'] -> (((7 * 4/7) / 3/8) / (2/3 * 2/3))
[164967] ['2/7', '3/5', '9/5', '9/2', '6'] -> (6 + ((9/2 + (9/5 / 2/7)) / 3/5))
[164968] ['2/5', '5/6', '5/6', '1', '4/3'] -> ((4/3 / (2/5 * 5/6)) / (1 - 5/6))
[164969] ['7/9', '5/6', '6/5', '7/5', '4'] -> (4 / (5/6 - ((7/9 * 6/5) / 7/5)))
[164970] ['1/4', '2/5', '8/9', '7/5', '7'] -> (8/9 * ((2/5 - 7/5) + (7 / 1/4)))
[164971] ['5/6', '7/8', '5/3', '8/3', '3'] -> (3 / (7/8 - (5/3 / (5/6 * 8/3))))
[164972] ['2/3', '5/7', '6/5', '7/2', '9'] -> (7/2 * ((2/3 * 9) + (5/7 * 6/5)))
[164973] ['2/5', '7/6', '8/5', '2', '9/2'] -> (8/5 / ((7/6 / (9/2 - 2)) - 2/5))
[164974] ['5/9', '7/9', '4/5', '3/2', '8'] -> (4/5 + (8 * (3/2 + (7/9 / 5/9))))
[164975] ['2/7', '5/6', '6/5', '7/2', '4'] -> (4 / (5/6 * (6/5 - (2/7 * 7/2))))
[164976] ['2/7', '3/5', '9/4', '9/4', '6'] -> (((9/4 + 6) / (3/5 - 2/7)) - 9/4)
[164977] ['7/9', '5/6', '6/5', '3/2', '4'] -> (4 / ((7/9 * 3/2) - (5/6 * 6/5)))
[164978] ['1/4', '2/5', '3/7', '9/5', '9'] -> (((9 / (9/5 - 2/5)) - 3/7) / 1/4)
[164979] ['2/5', '7/6', '5/3', '5/3', '2'] -> (2 / ((7/6 / (2/5 * 5/3)) - 5/3))
[164980] ['5/9', '7/9', '4/5', '5/3', '8'] -> ((4/5 * 8) / (5/3 - (7/9 / 5/9)))
[164981] ['2/3', '5/7', '6/5', '9/2', '9'] -> (((9/2 + (9 / 2/3)) / 5/7) - 6/5)
[164982] ['2/7', '3/5', '9/4', '7/3', '6'] -> (9/4 * ((2/7 * 7/3) + (6 / 3/5)))
[164983] ['7/9', '5/6', '6/5', '7/4', '4'] -> (4 / (6/5 * (7/4 - (7/9 + 5/6))))
[164984] ['5/8', '7/9', '6/7', '8/7', '2'] -> ((8/7 + 2) / (6/7 * (7/9 - 5/8)))
[164985] ['2/5', '7/6', '5/3', '7/4', '2'] -> (2 / ((2/5 * 5/3) + (7/6 - 7/4)))
[164986] ['5/9', '7/9', '4/5', '7/4', '8'] -> (8 / (4/5 * (7/4 - (5/9 + 7/9))))
[164987] ['2/7', '5/6', '5/4', '5/4', '4'] -> (4 / (2/7 * (5/4 - (5/6 / 5/4))))
[164988] ['5/9', '3/2', '8/5', '7/3', '6'] -> (7/3 / ((5/9 / 8/5) - (3/2 / 6)))
[164989] ['1/4', '2/5', '3/7', '7/3', '9'] -> (9 / ((3/7 * 7/3) - (1/4 / 2/5)))
[164990] ['1/7', '2/9', '6/5', '9/2', '7'] -> ((9/2 + (7 * (1/7 / 6/5))) / 2/9)
[164991] ['5/7', '8/7', '7/6', '7/5', '5'] -> (5 / ((7/6 / 7/5) - (5/7 / 8/7)))
[164992] ['3/8', '4/7', '2/3', '8/9', '7'] -> (8/9 + (((4/7 + 2/3) * 7) / 3/8))
[164993] ['2/5', '7/6', '5/3', '2', '9/4'] -> ((7/6 + (5/3 / 2/5)) * (2 * 9/4))
[164994] ['5/6', '7/8', '7/4', '8/3', '3'] -> ((8/3 * 3) / (5/6 - (7/8 / 7/4)))
[164995] ['5/7', '8/7', '7/6', '3/2', '5'] -> (((5 * 8/7) / 5/7) / (3/2 - 7/6))
[164996] ['5/9', '9/8', '8/5', '5/2', '3'] -> ((3 / 5/9) / ((9/8 + 8/5) - 5/2))
[164997] ['7/9', '5/6', '6/5', '5/2', '4'] -> ((4 / (5/6 - 7/9)) / (6/5 * 5/2))
[164998] ['2/7', '5/6', '5/4', '7/5', '4'] -> ((4 / (2/7 * 7/5)) / (5/4 - 5/6))
[164999] ['5/8', '7/9', '6/7', '9/7', '2'] -> (2 / (9/7 - (6/7 * (5/8 + 7/9))))
[165000] ['5/6', '7/8', '7/4', '3', '9/2'] -> (9/2 * ((5/6 * 7/4) + (7/8 + 3)))
[165001] ['5/9', '3/2', '8/5', '9/2', '6'] -> ((6 / (5/9 * 9/2)) / (8/5 - 3/2))
[165002] ['5/9', '9/8', '8/5', '8/3', '3'] -> ((8/3 + 3) / (9/8 - (5/9 * 8/5)))
[165003] ['1/7', '2/9', '5/4', '4/3', '7'] -> (4/3 / (2/9 * (5/4 - (1/7 * 7))))
[165004] ['2/7', '3/5', '7/3', '7/3', '6'] -> ((2/7 * 7/3) + ((6 * 7/3) / 3/5))
[165005] ['3/8', '4/7', '2/3', '7/6', '7'] -> (7 * ((7/6 / (2/3 - 3/8)) - 4/7))
[165006] ['2/3', '5/7', '5/4', '8/5', '9'] -> ((9 * (2/3 / 5/7)) / (8/5 - 5/4))
[165007] ['2/5', '7/6', '5/3', '2', '5/2'] -> ((7/6 + (5/3 / 2/5)) * (2 + 5/2))
[165008] ['5/6', '7/8', '9/5', '9/5', '3'] -> (9/5 / ((9/5 * (5/6 + 7/8)) - 3))
[165009] ['5/9', '9/8', '8/5', '3', '7/2'] -> (3 / ((9/8 / 5/9) + (8/5 - 7/2)))
