[1] ['1/9', '1/9', '1/6', '3'] -> ((1/9 / 1/9) + 3) / 1/6
[7347] ['1/8', '1/4', '1/4', '8'] -> (8 - (1/4 / 1/8)) / 1/4
[7348] ['6/5', '6/5', '3/2', '8'] -> ((3/2 * 6/5) + 6/5) * 8
[7349] ['6/5', '6/5', '8/5', '2'] -> 6/5 / ((2 / 8/5) - 6/5)
[7350] ['6/5', '6/5', '8/5', '9'] -> ((6/5 + 8/5) * 9) - 6/5
[7351] ['6/5', '6/5', '5/3', '9'] -> ((6/5 / 6/5) + 5/3) * 9
[7352] ['6/5', '6/5', '2', '5/2'] -> 6/5 / ((5/2 / 2) - 6/5)
[7353] ['6/5', '6/5', '7/3', '6'] -> ((6/5 * 7/3) + 6/5) * 6
[7354] ['6/5', '6/5', '5/2', '7'] -> ((6/5 * 7) + 6/5) * 5/2
[7355] ['6/5', '6/5', '5/2', '9'] -> ((6/5 * 9) - 6/5) * 5/2
[7356] ['6/5', '6/5', '8/3', '8'] -> ((6/5 / 6/5) + 8) * 8/3
[7357] ['6/5', '6/5', '7/2', '8'] -> ((6/5 * 7/2) - 6/5) * 8
[7358] ['6/5', '6/5', '4', '9/2'] -> ((6/5 + 9/2) * 4) + 6/5
[7359] ['7/6', '5/4', '5/3', '5'] -> 5 / (5/3 - (5/4 * 7/6))
[7360] ['7/6', '5/4', '7/4', '6'] -> 6 / ((7/4 / 7/6) - 5/4)
[7361] ['7/6', '5/4', '7/4', '7'] -> 7 / (7/4 - (5/4 * 7/6))
[7362] ['7/6', '5/4', '9/4', '3'] -> (9/4 / (5/4 - 7/6)) - 3
[7363] ['7/6', '5/4', '9/4', '9'] -> ((5/4 + 7/6) * 9) + 9/4
[7364] ['7/6', '5/4', '7/3', '4'] -> (7/3 / (5/4 - 7/6)) - 4
[7365] ['7/6', '5/4', '5/2', '6'] -> (5/2 / (5/4 - 7/6)) - 6
[7366] ['7/6', '5/4', '8/3', '8'] -> (8/3 / (5/4 - 7/6)) - 8
[7367] ['7/6', '5/4', '9/2', '6'] -> ((7/6 * 9/2) - 5/4) * 6
[7368] ['7/6', '5/4', '9/2', '7'] -> (9/2 - (5/4 / 7/6)) * 7
[7369] ['7/6', '9/7', '9/7', '4'] -> 4 / (7/6 - (9/7 / 9/7))
[7370] ['7/6', '9/7', '4/3', '4'] -> 4 / ((7/6 * 9/7) - 4/3)
[7371] ['7/6', '9/7', '3/2', '8'] -> ((7/6 * 9/7) + 3/2) * 8
[7372] ['7/6', '9/7', '5/3', '4'] -> 4 / (5/3 - (7/6 * 9/7))
[7373] ['7/6', '9/7', '7/4', '6'] -> 6 / (7/4 - (7/6 * 9/7))
[7374] ['7/6', '9/7', '5/2', '6'] -> ((7/6 * 9/7) + 5/2) * 6
[7375] ['7/6', '9/7', '5/2', '9'] -> (5/2 * 9) + (7/6 * 9/7)
[7376] ['7/6', '9/7', '7/2', '5'] -> ((5 * 7/2) + 7/6) * 9/7
[7377] ['7/6', '9/7', '7/2', '9'] -> (7/2 - 7/6) * (9 + 9/7)
[7378] ['7/6', '9/7', '4', '9/2'] -> ((7/6 * 9/7) + 9/2) * 4
[7379] ['7/6', '9/7', '9/2', '5'] -> (5 * 9/2) + (7/6 * 9/7)
[7380] ['7/6', '4/3', '4/3', '4'] -> 4 / (7/6 - (4/3 / 4/3))
[7381] ['1/8', '1/4', '2/7', '7'] -> (7 / 2/7) - (1/8 / 1/4)
[7382] ['7/6', '3/2', '9/4', '9'] -> ((9/4 / 3/2) + 7/6) * 9
[7383] ['7/6', '8/5', '8/5', '4'] -> 4 / (7/6 - (8/5 / 8/5))
[7384] ['7/6', '8/5', '5/3', '3'] -> 3 / (7/6 - (5/3 / 8/5))
[7385] ['7/6', '8/5', '7/3', '7'] -> 7 / ((7/3 / 8/5) - 7/6)
[7386] ['7/6', '8/5', '9/2', '9'] -> ((7/6 * 9) + 9/2) * 8/5
[7387] ['7/6', '5/3', '5/3', '4'] -> 4 / (7/6 - (5/3 / 5/3))
[7388] ['7/6', '5/3', '7/4', '4'] -> 4 / (5/3 - (7/4 / 7/6))
[7389] ['7/6', '5/3', '7/4', '9'] -> 9 / ((7/4 * 7/6) - 5/3)
[7390] ['7/6', '5/3', '7/3', '8'] -> 8 / ((7/3 / 7/6) - 5/3)
[7391] ['7/6', '5/3', '5/2', '7'] -> ((5/2 + 7/6) * 7) - 5/3
[7392] ['7/6', '5/3', '5/2', '9'] -> ((5/2 / 5/3) + 7/6) * 9
[7393] ['7/6', '7/4', '7/4', '4'] -> 4 / (7/6 - (7/4 / 7/4))
[7394] ['7/6', '7/4', '7/4', '6'] -> 6 / (7/4 - (7/4 / 7/6))
[7395] ['7/6', '7/4', '7/4', '7'] -> 7 / ((7/4 * 7/6) - 7/4)
[7396] ['7/6', '7/4', '9/4', '5'] -> 5 / (9/4 - (7/4 * 7/6))
[7397] ['7/6', '7/4', '9/4', '9'] -> ((7/4 + 7/6) * 9) - 9/4
[7398] ['7/6', '7/4', '7/3', '4'] -> 4 / ((7/3 / 7/4) - 7/6)
[7399] ['7/6', '7/4', '7/3', '7'] -> 7 / (7/3 - (7/4 * 7/6))
[7400] ['7/6', '7/4', '7/3', '8'] -> ((7/6 / 7/4) + 7/3) * 8
[7401] ['7/6', '7/4', '5/2', '6'] -> ((7/4 / 7/6) + 5/2) * 6
[7402] ['7/6', '7/4', '5/2', '9'] -> (5/2 * 9) + (7/4 / 7/6)
[7403] ['7/6', '4/3', '3/2', '9'] -> ((4/3 + 7/6) * 9) + 3/2
[7404] ['7/6', '4/3', '5/3', '8'] -> ((5/3 + 7/6) * 8) + 4/3
[7405] ['7/6', '4/3', '7/4', '4'] -> 4 / ((7/4 / 7/6) - 4/3)
[7406] ['7/6', '4/3', '9/5', '2'] -> 4/3 / (7/6 - (2 / 9/5))
[7407] ['7/6', '4/3', '9/4', '8'] -> ((7/6 * 8) + 4/3) * 9/4
[7408] ['7/6', '4/3', '3', '9/2'] -> (9/2 / (4/3 - 7/6)) - 3
[7409] ['7/6', '4/3', '7/2', '8'] -> (8 - (4/3 / 7/6)) * 7/2
[7410] ['7/6', '4/3', '4', '9/2'] -> ((7/6 + 9/2) * 4) + 4/3
[7411] ['7/6', '4/3', '9/2', '5'] -> 4/3 / (7/6 - (5 / 9/2))
[7412] ['7/6', '7/5', '8/5', '4'] -> (4 + 8/5) / (7/5 - 7/6)
[7413] ['7/6', '7/5', '8/5', '7'] -> 7 / (7/6 - (7/5 / 8/5))
[7414] ['7/6', '7/5', '8/5', '9'] -> (7/5 + 9) / (8/5 - 7/6)
[7415] ['7/6', '7/5', '7/4', '2'] -> 2 / ((7/4 / 7/5) - 7/6)
[7416] ['7/6', '7/5', '9/5', '4'] -> 4 / (9/5 - (7/5 * 7/6))
[7417] ['7/6', '7/5', '9/5', '8'] -> ((7/5 / 7/6) + 9/5) * 8
[7418] ['1/8', '1/4', '1/3', '6'] -> ((1/4 / 1/8) + 6) / 1/3
[7419] ['7/6', '3/2', '3/2', '4'] -> 4 / (7/6 - (3/2 / 3/2))
[7420] ['7/6', '3/2', '5/3', '2'] -> 2 / ((3/2 * 7/6) - 5/3)
[7421] ['7/6', '3/2', '5/3', '9'] -> ((5/3 + 7/6) * 9) - 3/2
[7422] ['7/6', '3/2', '7/4', '8'] -> ((7/4 / 7/6) + 3/2) * 8
[7423] ['7/6', '3/2', '9/5', '8'] -> 8 / (7/6 - (3/2 / 9/5))
[7424] ['7/6', '3/2', '9/4', '6'] -> ((3/2 * 7/6) + 9/4) * 6
[7425] ['7/6', '3/2', '9/4', '7'] -> ((9/4 / 7/6) + 3/2) * 7
[7426] ['7/6', '7/4', '4', '9/2'] -> ((7/4 / 7/6) + 9/2) * 4
[7427] ['1/8', '1/4', '1/3', '7'] -> 7 / ((1/3 * 1/8) + 1/4)
[7428] ['7/6', '7/4', '9/2', '5'] -> (5 * 9/2) + (7/4 / 7/6)
[7429] ['7/6', '7/4', '9/2', '6'] -> (6 - (7/6 / 7/4)) * 9/2
[7430] ['7/6', '9/5', '9/5', '4'] -> 4 / (7/6 - (9/5 / 9/5))
[7431] ['7/6', '9/5', '2', '9/4'] -> 2 / ((9/4 / 9/5) - 7/6)
[7432] ['7/6', '9/5', '7/2', '5'] -> ((7/2 / 7/6) + 9/5) * 5
[7433] ['7/6', '9/4', '9/4', '4'] -> 4 / (7/6 - (9/4 / 9/4))
[7434] ['7/6', '9/4', '9/4', '9'] -> 9 / ((7/6 * 9/4) - 9/4)
[7435] ['7/6', '9/4', '7/3', '6'] -> 6 / (9/4 - (7/3 / 7/6))
[7436] ['7/6', '9/4', '7/3', '7'] -> 7 / ((7/6 * 9/4) - 7/3)
[7437] ['7/6', '9/4', '5/2', '3'] -> 3 / ((7/6 * 9/4) - 5/2)
[7438] ['1/8', '1/4', '3/8', '7'] -> ((1/4 / 1/8) + 7) / 3/8
[7439] ['7/6', '9/4', '9/2', '7'] -> ((7 - 7/6) * 9/2) - 9/4
[7440] ['7/6', '9/4', '9/2', '8'] -> ((7/6 * 9/2) - 9/4) * 8
[7441] ['7/6', '7/3', '7/3', '4'] -> 4 / (7/6 - (7/3 / 7/3))
[7442] ['7/6', '7/3', '7/3', '8'] -> 8 / (7/3 - (7/3 / 7/6))
[7443] ['7/6', '7/3', '5/2', '8'] -> ((7/6 / 7/3) + 5/2) * 8
[7444] ['7/6', '7/3', '8/3', '8'] -> ((8/3 / 7/6) + 8) * 7/3
[7445] ['7/6', '7/3', '7/2', '6'] -> ((7/6 / 7/3) + 7/2) * 6
[7446] ['1/8', '1/4', '3/8', '9'] -> (9 - (3/8 / 1/8)) / 1/4
[7447] ['7/6', '7/3', '7/2', '7'] -> (7 * 7/2) - (7/6 / 7/3)
[7448] ['7/6', '7/3', '9/2', '6'] -> (9/2 - (7/6 / 7/3)) * 6
[7449] ['7/6', '5/2', '5/2', '4'] -> 4 / (7/6 - (5/2 / 5/2))
[7450] ['7/6', '5/2', '7/2', '9'] -> (9 - (5/2 / 7/6)) * 7/2
[7451] ['6/5', '7/4', '7/4', '7'] -> 7 / (7/4 - (7/4 / 6/5))
[7452] ['6/5', '7/4', '9/5', '6'] -> 6 / (7/4 - (9/5 / 6/5))
[7453] ['6/5', '7/4', '9/4', '3'] -> 3 / ((9/4 / 6/5) - 7/4)
[7454] ['6/5', '7/4', '5/2', '8'] -> 8 / ((5/2 / 6/5) - 7/4)
[7455] ['6/5', '9/5', '9/5', '7'] -> ((9/5 + 9/5) * 7) - 6/5
[7456] ['6/5', '9/5', '2', '9/4'] -> 9/5 / (6/5 - (9/4 / 2))
[7457] ['6/5', '9/5', '2', '7/2'] -> 6/5 / (9/5 - (7/2 / 2))
[7458] ['6/5', '9/5', '5/2', '5'] -> ((5/2 * 6/5) + 9/5) * 5
[7459] ['6/5', '9/5', '8/3', '4'] -> ((8/3 * 9/5) + 6/5) * 4
[7460] ['6/5', '9/5', '7/2', '9'] -> ((9 - 9/5) * 7/2) - 6/5
[7461] ['6/5', '9/5', '9/2', '5'] -> (5 * 9/2) + (9/5 / 6/5)
[7462] ['6/5', '9/4', '9/4', '9'] -> 9 / (9/4 - (9/4 / 6/5))
[7463] ['6/5', '9/4', '5/2', '4'] -> 4 / (9/4 - (5/2 / 6/5))
[7464] ['6/5', '9/4', '8/3', '5'] -> ((8/3 * 9/4) - 6/5) * 5
[7465] ['6/5', '9/4', '4', '9/2'] -> ((9/2 / 6/5) + 9/4) * 4
[7466] ['6/5', '9/4', '9/2', '9'] -> (9 * 9/4) + (9/2 / 6/5)
[7467] ['6/5', '7/3', '5/2', '6'] -> 6 / (7/3 - (5/2 / 6/5))
[7468] ['6/5', '7/3', '5/2', '9'] -> (5/2 * 6/5) + (7/3 * 9)
[7469] ['1/8', '1/4', '3/7', '1'] -> 1 / ((1/8 / 3/7) - 1/4)
[7470] ['6/5', '7/3', '8/3', '6'] -> (6 - 6/5) * (7/3 + 8/3)
[7471] ['6/5', '7/3', '8/3', '8'] -> ((8 / 6/5) + 7/3) * 8/3
[7472] ['6/5', '5/2', '5/2', '6'] -> (5/2 + 5/2) * (6 - 6/5)
[7473] ['6/5', '5/2', '5/2', '7'] -> ((5/2 * 7) + 5/2) * 6/5
[7474] ['6/5', '5/2', '5/2', '9'] -> ((5/2 * 9) - 5/2) * 6/5
[7475] ['6/5', '5/2', '8/3', '6'] -> ((5/2 * 6/5) + 6) * 8/3
[7476] ['6/5', '5/2', '8/3', '8'] -> 8 / ((5/2 * 6/5) - 8/3)
[7477] ['6/5', '5/2', '7/2', '6'] -> (5/2 * 6/5) + (6 * 7/2)
[7478] ['6/5', '5/2', '7/2', '7'] -> ((6/5 + 7) * 5/2) + 7/2
[7479] ['6/5', '5/2', '9/2', '5'] -> ((5 * 9/2) - 5/2) * 6/5
[7480] ['6/5', '5/2', '9/2', '6'] -> (6 * 9/2) - (5/2 * 6/5)
[7481] ['6/5', '5/2', '9/2', '8'] -> ((9/2 / 5/2) + 6/5) * 8
[7482] ['6/5', '8/3', '7/2', '6'] -> 6 / ((7/2 / 6/5) - 8/3)
[7483] ['6/5', '8/3', '9/2', '8'] -> ((8/3 * 9/2) + 8) * 6/5
[7484] ['6/5', '7/2', '9/2', '6'] -> 6 / ((9/2 / 6/5) - 7/2)
[7485] ['6/5', '7/2', '9/2', '7'] -> ((7 * 7/2) - 9/2) * 6/5
[7486] ['6/5', '9/2', '9/2', '5'] -> ((6/5 + 9/2) * 5) - 9/2
[7487] ['1/8', '1/4', '1/2', '1'] -> ((1/2 / 1/4) + 1) / 1/8
[7488] ['5/4', '5/4', '5/4', '6'] -> 6 / (5/4 - (5/4 / 5/4))
[7489] ['5/4', '5/4', '4/3', '8'] -> 8 / (4/3 - (5/4 / 5/4))
[7490] ['5/4', '5/4', '7/5', '8'] -> ((5/4 * 7/5) + 5/4) * 8
[7491] ['5/4', '5/4', '3/2', '9'] -> ((5/4 + 5/4) * 9) + 3/2
[7492] ['5/4', '5/4', '8/5', '8'] -> (5/4 + 5/4) * (8 + 8/5)
[7493] ['5/4', '5/4', '5/3', '2'] -> 2 / ((5/3 / 5/4) - 5/4)
[7494] ['5/4', '5/4', '5/3', '9'] -> ((5/4 / 5/4) + 5/3) * 9
[7495] ['6/5', '9/7', '9/2', '7'] -> (9/2 - (9/7 / 6/5)) * 7
[7496] ['6/5', '4/3', '7/5', '4'] -> 4 / (4/3 - (7/5 / 6/5))
[7497] ['6/5', '4/3', '7/5', '8'] -> ((4/3 * 6/5) + 7/5) * 8
[7498] ['6/5', '4/3', '3/2', '2'] -> 2 / (4/3 - (3/2 / 6/5))
[7499] ['6/5', '4/3', '8/5', '9'] -> ((8/5 / 6/5) + 4/3) * 9
[7500] ['6/5', '4/3', '7/4', '3'] -> 3 / ((7/4 / 6/5) - 4/3)
[7501] ['6/5', '4/3', '9/5', '4'] -> 4 / ((9/5 / 6/5) - 4/3)
[7502] ['6/5', '4/3', '2', '7/3'] -> 4/3 / (2 - (7/3 / 6/5))
[7503] ['6/5', '4/3', '7/3', '8'] -> ((7/3 * 8) + 4/3) * 6/5
[7504] ['6/5', '4/3', '8/3', '7'] -> ((7 * 8/3) + 4/3) * 6/5
[7505] ['6/5', '4/3', '8/3', '8'] -> ((8 * 8/3) - 4/3) * 6/5
[7506] ['6/5', '4/3', '9/2', '5'] -> ((4/3 * 9/2) - 6/5) * 5
[7507] ['6/5', '4/3', '9/2', '8'] -> ((8 / 6/5) - 4/3) * 9/2
[7508] ['6/5', '7/5', '7/5', '9'] -> ((7/5 + 7/5) * 9) - 6/5
[7509] ['6/5', '7/5', '3/2', '8'] -> 8 / (3/2 - (7/5 / 6/5))
[7510] ['6/5', '7/5', '3/2', '9'] -> ((7/5 / 6/5) + 3/2) * 9
[7511] ['6/5', '7/5', '7/4', '8'] -> ((7/4 + 7/5) * 8) - 6/5
[7512] ['6/5', '7/5', '9/5', '3'] -> (3 + 9/5) / (7/5 - 6/5)
[7513] ['6/5', '7/5', '5/2', '6'] -> ((6 * 7/5) + 6/5) * 5/2
[7514] ['6/5', '7/5', '7/2', '6'] -> ((6/5 / 7/5) + 6) * 7/2
[7515] ['6/5', '7/5', '9/2', '6'] -> ((6/5 * 9/2) - 7/5) * 6
[7516] ['6/5', '7/5', '9/2', '7'] -> ((7 - 7/5) * 9/2) - 6/5
[7517] ['6/5', '3/2', '3/2', '6'] -> 6 / (3/2 - (3/2 / 6/5))
[7518] ['6/5', '3/2', '8/5', '4'] -> 4 / (3/2 - (8/5 / 6/5))
[7519] ['6/5', '3/2', '7/4', '8'] -> ((3/2 / 6/5) + 7/4) * 8
[7520] ['6/5', '3/2', '9/5', '8'] -> ((9/5 / 6/5) + 3/2) * 8
[7521] ['6/5', '3/2', '9/4', '9'] -> 9 / ((9/4 / 6/5) - 3/2)
[7522] ['6/5', '3/2', '5/2', '9'] -> ((6/5 + 9) * 5/2) - 3/2
[7523] ['6/5', '3/2', '8/3', '8'] -> (8 / (3/2 - 6/5)) - 8/3
[7524] ['6/5', '3/2', '7/2', '6'] -> (3/2 + 7/2) * (6 - 6/5)
[7525] ['6/5', '8/5', '8/5', '2'] -> 8/5 / ((2 / 6/5) - 8/5)
[7526] ['6/5', '8/5', '7/4', '6'] -> ((7/4 * 8/5) + 6/5) * 6
[7527] ['1/8', '2/9', '3/8', '1'] -> 1 / (1/8 - (2/9 * 3/8))
[7528] ['6/5', '8/5', '2', '7/3'] -> 8/5 / ((2 * 6/5) - 7/3)
[7529] ['6/5', '8/5', '9/4', '5'] -> ((8/5 * 9/4) + 6/5) * 5
[7530] ['6/5', '8/5', '8/3', '5'] -> ((6/5 * 8/3) + 8/5) * 5
[7531] ['6/5', '8/5', '8/3', '6'] -> ((8/5 / 6/5) + 8/3) * 6
[7532] ['6/5', '5/3', '5/3', '8'] -> 8 / ((5/3 * 6/5) - 5/3)
[7533] ['6/5', '5/3', '7/4', '3'] -> 6/5 / ((3 / 5/3) - 7/4)
[7534] ['6/5', '5/3', '7/4', '5'] -> 5 / (5/3 - (7/4 / 6/5))
[7535] ['6/5', '5/3', '7/4', '6'] -> 6 / ((5/3 * 6/5) - 7/4)
[7536] ['6/5', '5/3', '9/5', '2'] -> (2 + 6/5) / (9/5 - 5/3)
[7537] ['6/5', '5/3', '9/5', '4'] -> 4 / (5/3 - (9/5 / 6/5))
[7538] ['6/5', '5/3', '9/5', '9'] -> ((5/3 + 6/5) * 9) - 9/5
[7539] ['6/5', '5/3', '9/4', '5'] -> 5 / ((9/4 / 6/5) - 5/3)
[7540] ['6/5', '5/3', '9/4', '6'] -> 6 / (9/4 - (5/3 * 6/5))
[7541] ['6/5', '5/3', '7/3', '8'] -> 8 / (7/3 - (5/3 * 6/5))
[7542] ['6/5', '5/3', '8/3', '7'] -> ((5/3 * 6/5) + 7) * 8/3
[7543] ['6/5', '5/3', '9/2', '9'] -> ((6/5 * 9/2) + 9) * 5/3
[7544] ['6/5', '5/4', '5/4', '5'] -> 5 / (5/4 - (5/4 / 6/5))
[7545] ['6/5', '5/4', '5/4', '6'] -> 6 / ((5/4 * 6/5) - 5/4)
[7546] ['6/5', '5/4', '4/3', '7'] -> 7 / (4/3 - (5/4 / 6/5))
[7547] ['1/8', '2/9', '3/8', '6'] -> (6 / 2/9) - (3/8 / 1/8)
[7548] ['6/5', '5/4', '7/5', '2'] -> 2 / (5/4 - (7/5 / 6/5))
[7549] ['6/5', '5/4', '7/5', '4'] -> (7/5 / (5/4 - 6/5)) - 4
[7550] ['6/5', '5/4', '3/2', '6'] -> (3/2 / (5/4 - 6/5)) - 6
[7551] ['6/5', '5/4', '3/2', '8'] -> ((5/4 * 6/5) + 3/2) * 8
[7552] ['6/5', '5/4', '8/5', '2'] -> 2 / ((8/5 / 6/5) - 5/4)
[7553] ['6/5', '5/4', '5/3', '4'] -> 4 / (5/3 - (5/4 * 6/5))
[7554] ['6/5', '5/4', '7/4', '5'] -> 5 / ((7/4 / 6/5) - 5/4)
[7555] ['6/5', '5/4', '7/4', '6'] -> 6 / (7/4 - (5/4 * 6/5))
[7556] ['6/5', '5/4', '9/5', '6'] -> 6 / ((9/5 / 6/5) - 5/4)
[7557] ['6/5', '5/4', '5/2', '6'] -> ((5/4 * 6/5) + 5/2) * 6
[7558] ['6/5', '5/4', '5/2', '9'] -> (5/2 * 9) + (5/4 * 6/5)
[7559] ['6/5', '5/4', '7/2', '6'] -> ((7/2 / 5/4) + 6/5) * 6
[7560] ['6/5', '9/7', '7/5', '8'] -> ((7/5 * 9/7) + 6/5) * 8
[7561] ['5/4', '7/2', '7/2', '6'] -> 6 / (5/4 - (7/2 / 7/2))
[7562] ['1/9', '1/6', '2/9', '5'] -> (1/6 / 1/9) + (5 / 2/9)
[7563] ['9/7', '9/7', '4/3', '3'] -> (9/7 / (4/3 - 9/7)) - 3
[7564] ['9/7', '9/7', '5/3', '7'] -> ((5/3 * 9/7) + 9/7) * 7
[7565] ['9/7', '9/7', '5/3', '9'] -> ((9/7 / 9/7) + 5/3) * 9
[7566] ['9/7', '9/7', '7/3', '9'] -> ((9 * 9/7) - 9/7) * 7/3
[7567] ['9/7', '9/7', '5/2', '6'] -> ((5/2 + 9/7) * 6) + 9/7
[7568] ['9/7', '9/7', '8/3', '6'] -> ((6 * 9/7) + 9/7) * 8/3
[7569] ['1/8', '2/9', '4/9', '1'] -> ((4/9 / 2/9) + 1) / 1/8
[7570] ['9/7', '4/3', '4/3', '4'] -> (4/3 / (4/3 - 9/7)) - 4
[7571] ['9/7', '4/3', '7/5', '8'] -> 8 / (9/7 - (4/3 / 7/5))
[7572] ['9/7', '4/3', '3/2', '2'] -> 4/3 / ((2 / 9/7) - 3/2)
[7573] ['9/7', '4/3', '3/2', '4'] -> 4 / (4/3 - (3/2 / 9/7))
[7574] ['5/4', '5/4', '8/3', '8'] -> ((5/4 / 5/4) + 8) * 8/3
[7575] ['5/4', '9/7', '9/7', '6'] -> 6 / (5/4 - (9/7 / 9/7))
[7576] ['5/4', '9/7', '3/2', '2'] -> 2 / (5/4 - (3/2 / 9/7))
[7577] ['5/4', '9/7', '9/4', '8'] -> ((9/4 / 9/7) + 5/4) * 8
[7578] ['5/4', '4/3', '4/3', '6'] -> 6 / (5/4 - (4/3 / 4/3))
[7579] ['5/4', '4/3', '7/5', '8'] -> 8 / (7/5 - (4/3 / 5/4))
[7580] ['1/8', '2/9', '4/9', '4'] -> 4 / (2/9 - (1/8 * 4/9))
[7581] ['5/4', '4/3', '3/2', '4'] -> 4 / ((4/3 * 5/4) - 3/2)
[7582] ['5/4', '4/3', '5/3', '9'] -> ((5/3 / 5/4) + 4/3) * 9
[7583] ['5/4', '4/3', '7/4', '2'] -> 2 / (7/4 - (4/3 * 5/4))
[7584] ['5/4', '4/3', '9/4', '3'] -> (9/4 / (4/3 - 5/4)) - 3
[7585] ['5/4', '9/5', '5/2', '6'] -> 6 / (5/2 - (5/4 * 9/5))
[7586] ['1/8', '2/9', '4/9', '5'] -> (5 - (4/9 / 2/9)) / 1/8
[7587] ['5/4', '9/5', '7/2', '6'] -> ((6 * 7/2) - 9/5) * 5/4
[7588] ['1/8', '2/9', '4/9', '9'] -> 9 / ((2/9 / 4/9) - 1/8)
[7589] ['5/4', '2', '8/3', '9/2'] -> ((5/4 * 8/3) + 2) * 9/2
[7590] ['5/4', '2', '7/2', '9/2'] -> ((2 + 9/2) * 7/2) + 5/4
[7591] ['5/4', '9/4', '9/4', '6'] -> 6 / (5/4 - (9/4 / 9/4))
[7592] ['5/4', '9/4', '7/3', '6'] -> ((7/3 * 9/4) - 5/4) * 6
[7593] ['5/4', '9/4', '5/2', '6'] -> 6 / (9/4 - (5/2 / 5/4))
[7594] ['5/4', '9/4', '5/2', '7'] -> ((5/2 + 5/4) * 7) - 9/4
[7595] ['5/4', '7/3', '7/3', '6'] -> 6 / (5/4 - (7/3 / 7/3))
[7596] ['5/4', '7/3', '5/2', '6'] -> ((5/4 + 7/3) * 6) + 5/2
[7597] ['5/4', '7/3', '5/2', '8'] -> 8 / (7/3 - (5/2 / 5/4))
[7598] ['5/4', '7/3', '8/3', '9'] -> 9 / (5/4 - (7/3 / 8/3))
[7599] ['5/4', '7/3', '7/2', '6'] -> 6 / ((7/2 / 7/3) - 5/4)
[7600] ['5/4', '5/2', '5/2', '8'] -> ((5/4 / 5/2) + 5/2) * 8
[7601] ['5/4', '5/2', '8/3', '7'] -> ((5/2 / 5/4) + 7) * 8/3
[7602] ['5/4', '5/2', '7/2', '4'] -> ((4 + 5/2) * 7/2) + 5/4
[7603] ['5/4', '5/2', '7/2', '7'] -> (7 * 7/2) - (5/4 / 5/2)
[7604] ['5/4', '5/2', '7/2', '8'] -> (7/2 - (5/4 / 5/2)) * 8
[7605] ['5/4', '8/3', '8/3', '4'] -> ((5/4 * 8/3) + 8/3) * 4
[7606] ['5/4', '8/3', '8/3', '5'] -> ((8/3 / 5/4) + 8/3) * 5
[7607] ['5/4', '8/3', '8/3', '6'] -> 6 / (5/4 - (8/3 / 8/3))
[7608] ['5/4', '8/3', '7/2', '8'] -> (7/2 - 5/4) * (8 + 8/3)
[7609] ['5/4', '3', '7/2', '7/2'] -> ((3 + 7/2) * 7/2) + 5/4
[7610] ['5/4', '3', '7/2', '9/2'] -> 3 / (9/2 - (5/4 * 7/2))
[7611] ['5/4', '3', '9/2', '9/2'] -> (3 * 5/4) + (9/2 * 9/2)
[7612] ['5/4', '4/3', '9/4', '9'] -> ((4/3 * 5/4) + 9) * 9/4
[7613] ['5/4', '4/3', '7/3', '4'] -> (7/3 / (4/3 - 5/4)) - 4
[7614] ['5/4', '4/3', '7/3', '8'] -> ((7/3 / 4/3) + 5/4) * 8
[7615] ['5/4', '4/3', '5/2', '6'] -> (5/2 / (4/3 - 5/4)) - 6
[7616] ['5/4', '4/3', '9/2', '7'] -> (7 - (4/3 * 5/4)) * 9/2
[7617] ['5/4', '7/5', '7/5', '6'] -> 6 / (5/4 - (7/5 / 7/5))
[7618] ['5/4', '7/5', '3/2', '6'] -> 6 / ((5/4 * 7/5) - 3/2)
[7619] ['5/4', '7/5', '8/5', '2'] -> (2 + 8/5) / (7/5 - 5/4)
[7620] ['5/4', '7/5', '8/5', '7'] -> (7 + 7/5) / (8/5 - 5/4)
[7621] ['5/4', '7/5', '8/5', '9'] -> 9 / (5/4 - (7/5 / 8/5))
[7622] ['5/4', '7/5', '5/3', '2'] -> 2 / ((5/4 * 7/5) - 5/3)
[7623] ['5/4', '7/5', '9/4', '6'] -> ((5/4 * 7/5) + 9/4) * 6
[7624] ['1/8', '2/9', '5/9', '7'] -> 7 / ((1/8 * 5/9) + 2/9)
[7625] ['5/4', '7/5', '5/2', '5'] -> (5 + 7/5) * (5/2 + 5/4)
[7626] ['5/4', '7/5', '8/3', '4'] -> (4 / (7/5 - 5/4)) - 8/3
[7627] ['5/4', '7/5', '9/2', '6'] -> (9/2 / (7/5 - 5/4)) - 6
[7628] ['5/4', '3/2', '3/2', '6'] -> 6 / (5/4 - (3/2 / 3/2))
[7629] ['5/4', '3/2', '5/3', '4'] -> 4 / (3/2 - (5/3 / 5/4))
[7630] ['5/4', '3/2', '7/4', '2'] -> 2 / (5/4 - (7/4 / 3/2))
[7631] ['5/4', '3/2', '7/4', '3'] -> 3 / ((3/2 * 5/4) - 7/4)
[7632] ['5/4', '3/2', '7/4', '7'] -> ((3/2 + 7/4) * 7) + 5/4
[7633] ['5/4', '3/2', '9/5', '8'] -> ((3/2 / 5/4) + 9/5) * 8
[7634] ['5/4', '3/2', '9/4', '6'] -> 6 / ((9/4 / 3/2) - 5/4)
[7635] ['5/4', '3/2', '9/4', '9'] -> 9 / (9/4 - (3/2 * 5/4))
