[71609] ['5/9', '5/8', '8/5', '9', '9'] -> (8/5 + ((9 + (5/9 * 9)) / 5/8))
[75699] ['1/7', '1/5', '1', '5/3', '7'] -> ((7 * (1/7 + 1)) / (1/5 * 5/3))
[75700] ['1/5', '8/9', '9/7', '2', '4'] -> (4 * ((8/9 / 1/5) + (2 / 9/7)))
[75701] ['3/5', '9/7', '9/5', '9', '9'] -> ((9/5 - (3/5 / 9/7)) * (9 + 9))
[75702] ['2/9', '5/7', '7/3', '7', '7'] -> (((5/7 * 7) + (7/3 / 7)) / 2/9)
[75703] ['5/7', '5/4', '3/2', '6', '6'] -> ((6 * (6 - (5/4 / 5/7))) - 3/2)
[75704] ['3/8', '5/6', '1', '7/5', '5'] -> (5 / ((3/8 + 1) - (5/6 * 7/5)))
[75705] ['4/5', '1', '1', '7/5', '9/5'] -> ((1 / ((4/5 * 9/5) - 7/5)) - 1)
[75706] ['1/9', '5/6', '5/6', '4', '7'] -> (((5/6 - 4) + (5/6 * 7)) / 1/9)
[75707] ['6/7', '1', '9/5', '9/4', '7'] -> ((6/7 * 7) / ((9/4 / 9/5) - 1))
[75708] ['3/5', '9/7', '9/4', '9', '9'] -> (((9 + 9) / (9/7 - 3/5)) - 9/4)
[75709] ['1/3', '5/8', '1', '9/7', '6'] -> ((1 + (6 / (1/3 * 9/7))) / 5/8)
[75710] ['1/7', '1/5', '1', '9/5', '7'] -> (((7 / 1/7) - 1) / (1/5 + 9/5))
[75711] ['4/7', '8/9', '5/4', '5', '8'] -> ((8 / (4/7 - (5/4 / 5))) - 8/9)
[75712] ['6/7', '1', '9/5', '7/3', '7'] -> (9/5 * ((7/3 * (7 - 6/7)) - 1))
[75713] ['3/5', '9/7', '7/3', '9', '9'] -> (7/3 * ((9 / (3/5 / 9/7)) - 9))
[75714] ['1/5', '8/9', '8/5', '2', '4'] -> ((2 - 8/9) * (8/5 + (4 / 1/5)))
[75715] ['1/7', '1/5', '1', '9/4', '7'] -> (((1 / 1/5) + (7 / 1/7)) / 9/4)
[75716] ['5/7', '5/4', '7/4', '6', '6'] -> (6 * ((5/7 / 5/4) + (6 / 7/4)))
[75717] ['3/5', '3/5', '1', '8/5', '2'] -> (3/5 / (((2 - 1) / 8/5) - 3/5))
[75718] ['2/9', '5/7', '9/2', '7', '7'] -> ((5/7 + (2/9 * 9/2)) * (7 + 7))
[75719] ['3/5', '9/7', '5/2', '9', '9'] -> ((3/5 * 5/2) * (9 + (9 / 9/7)))
[75720] ['1/5', '8/9', '5/3', '2', '4'] -> ((2 * 4) / ((8/9 / 5/3) - 1/5))
[75721] ['1/7', '1/5', '1', '7/3', '7'] -> ((1/7 + (1 / 1/5)) * (7 - 7/3))
[75722] ['5/7', '5/4', '9/5', '6', '6'] -> (5/4 * ((9/5 * 6) + (6 / 5/7)))
[75723] ['6/7', '1', '9/5', '8/3', '7'] -> ((9/5 * 8/3) * ((6/7 * 7) - 1))
[75724] ['2/9', '3/4', '3/4', '7', '7'] -> ((7 + 7) / (3/4 - (2/9 * 3/4)))
[75725] ['3/5', '9/7', '8/3', '9', '9'] -> (((9 + (9 / 9/7)) / 3/5) - 8/3)
[75726] ['6/7', '1', '3/2', '5/2', '9'] -> ((1 + 5/2) * (6/7 + (9 / 3/2)))
[75727] ['3/5', '3/5', '1', '7/4', '2'] -> ((3/5 * 2) / ((3/5 * 7/4) - 1))
[75728] ['4/9', '4/5', '7/4', '2', '2'] -> ((2 / 4/9) / ((7/4 / 4/5) - 2))
[75729] ['4/7', '8/9', '3/2', '5', '8'] -> (8 * ((5 / 8/9) - (3/2 / 4/7)))
[75730] ['1/5', '4/9', '3/5', '4', '4'] -> (4 * ((4 / 4/9) - (3/5 / 1/5)))
[75731] ['2/9', '3/4', '7/9', '7', '7'] -> ((7 + (7/9 / 7)) / (2/9 / 3/4))
[75732] ['3/5', '3/5', '1', '9/5', '2'] -> ((3/5 + 9/5) / (3/5 - (1 / 2)))
[75733] ['5/7', '5/4', '5/2', '6', '6'] -> (6 * ((5/4 * 6) - (5/2 / 5/7)))
[75734] ['3/5', '3/5', '1', '2', '9/4'] -> (3/5 / (((9/4 - 1) / 2) - 3/5))
[75735] ['1/9', '5/6', '9/7', '4', '7'] -> (4 / ((7 * (1/9 * 9/7)) - 5/6))
[75736] ['3/5', '9/7', '9/2', '9', '9'] -> ((3/5 + 9) * ((9 / 9/7) - 9/2))
[75737] ['5/7', '5/4', '8/3', '6', '6'] -> (6 * ((5/4 / 5/7) + (6 / 8/3)))
[75738] ['1/5', '4/9', '2/3', '4', '4'] -> (((4 / 1/5) - 4) / (4/9 / 2/3))
[75739] ['3/5', '4/3', '3/2', '9', '9'] -> (3/2 + ((9 + 9) / (3/5 * 4/3)))
[75740] ['1/5', '4/9', '5/7', '4', '4'] -> ((4/9 + 4) * ((4 / 5/7) - 1/5))
[75741] ['5/7', '5/4', '9/2', '6', '6'] -> (6 / ((5/4 / 5/7) + (9/2 - 6)))
[75742] ['1/5', '4/9', '3/4', '4', '4'] -> ((4 / 4/9) + (4 / (1/5 / 3/4)))
[75743] ['1/9', '5/6', '8/5', '4', '7'] -> (4 * ((8/5 / 1/9) - (7 / 5/6)))
[75744] ['5/4', '9/7', '3/2', '5', '6'] -> ((6 / (3/2 - 9/7)) - (5 / 5/4))
[75745] ['5/7', '9/7', '9/7', '6', '6'] -> ((6 + (9/7 * 6)) / (9/7 - 5/7))
[75746] ['4/9', '4/5', '2', '2', '8/3'] -> ((2 + (8/3 / 4/5)) / (4/9 / 2))
[75747] ['3/5', '4/3', '5/2', '9', '9'] -> (4/3 + (5/2 * (9 + (3/5 / 9))))
[75748] ['4/5', '1', '1', '3/2', '9/5'] -> (1 / ((3/2 / (4/5 * 9/5)) - 1))
[75749] ['2/9', '3/4', '9/8', '7', '7'] -> (((3/4 + 7) / (2/9 * 9/8)) - 7)
[75750] ['1/5', '4/9', '5/6', '4', '4'] -> ((4 + 4) / ((4/9 / 5/6) - 1/5))
[75751] ['3/5', '5/8', '3/4', '1', '2'] -> ((2 + (1 / 5/8)) / (3/4 - 3/5))
[75752] ['1/5', '9/8', '7/6', '2', '4'] -> (9/8 * ((4 / (1/5 / 7/6)) - 2))
[75753] ['3/8', '6/7', '1', '9/7', '5'] -> ((1 + 5) * (9/7 / (3/8 * 6/7)))
[75754] ['4/7', '8/9', '7/3', '5', '8'] -> (((7/3 + 5) + (8 / 4/7)) / 8/9)
[75755] ['3/5', '4/3', '8/3', '9', '9'] -> ((4/3 + 8/3) * ((9 / 3/5) - 9))
[75756] ['6/7', '1', '8/3', '8/3', '7'] -> ((8/3 * 7) * ((6/7 * 8/3) - 1))
[75757] ['1/9', '5/6', '9/4', '4', '7'] -> ((4 + (9/4 * (1/9 + 7))) / 5/6)
[75758] ['5/7', '9/7', '9/5', '6', '6'] -> ((6 / ((5/7 + 9/7) - 9/5)) - 6)
[75759] ['4/5', '1', '1', '3/2', '7/3'] -> (1 / (((7/3 - 3/2) / 4/5) - 1))
[75760] ['6/7', '1', '8/3', '9/2', '7'] -> ((6/7 * 8/3) * (7 - (1 - 9/2)))
[75761] ['1/5', '4/9', '7/8', '4', '4'] -> ((4 / 4/9) / ((7/8 / 1/5) - 4))
[75762] ['4/7', '8/9', '8/3', '5', '8'] -> ((4/7 / 8/9) * ((5 * 8) - 8/3))
[75763] ['3/5', '4/3', '9/2', '9', '9'] -> (((9 + 9) / 3/5) - (4/3 * 9/2))
[75764] ['4/9', '5/6', '6/7', '2', '2'] -> (2 / ((5/6 / 6/7) - (4/9 * 2)))
[75765] ['1/7', '2/9', '4/9', '1', '7'] -> ((2/9 / 4/9) * ((7 / 1/7) - 1))
[75766] ['6/7', '1', '9/2', '9/2', '7'] -> (6/7 * ((1 - 9/2) + (9/2 * 7)))
[75767] ['6/7', '1', '8/5', '7/2', '9'] -> (8/5 * ((1 + 7/2) + (9 / 6/7)))
[75768] ['3/8', '6/7', '1', '3/2', '5'] -> (5 / (((3/2 - 1) / 6/7) - 3/8))
[75769] ['2/9', '3/4', '5/4', '7', '7'] -> ((7 / 2/9) - (7 - (3/4 - 5/4)))
[75770] ['1/5', '4/9', '7/6', '4', '4'] -> (4 / (4/9 - (7/6 / (1/5 + 4))))
[75771] ['5/7', '4/3', '5/3', '6', '6'] -> ((6 / ((4/3 / 5/7) - 5/3)) - 6)
[75772] ['4/7', '8/9', '9/2', '5', '8'] -> ((9/2 * (8 - (8/9 / 4/7))) - 5)
[75773] ['3/5', '7/5', '7/2', '9', '9'] -> ((7/2 * (9 + (3/5 / 7/5))) - 9)
[75774] ['1/3', '5/7', '1', '4/3', '6'] -> ((6 - 4/3) / (1/3 / (5/7 + 1)))
[75775] ['1/7', '2/9', '3/5', '1', '7'] -> ((1 - (1/7 / 3/5)) / (2/9 / 7))
[75776] ['4/5', '1', '1', '8/5', '7/4'] -> (8/5 / ((4/5 / (7/4 - 1)) - 1))
[75777] ['7/8', '7/8', '1', '9/8', '7'] -> ((9/8 + (7/8 + 1)) / (7/8 / 7))
[75778] ['5/7', '4/3', '7/4', '6', '6'] -> ((4/3 * 7/4) * (6 + (5/7 * 6)))
[75779] ['5/4', '9/7', '8/3', '5', '6'] -> (6 / (((5 - 5/4) / 9/7) - 8/3))
[75780] ['3/5', '5/8', '1', '7/6', '2'] -> ((1 + 2) / (7/6 - (5/8 / 3/5)))
[75781] ['1/5', '4/9', '9/7', '4', '4'] -> ((4/9 + 4) * (9/7 * (1/5 + 4)))
[75782] ['5/4', '9/7', '7/2', '5', '6'] -> (6 + ((7/2 * 5) / (5/4 / 9/7)))
[75783] ['3/5', '3/2', '9/4', '9', '9'] -> ((3/5 + 9) * ((9 / 9/4) - 3/2))
[75784] ['1/3', '5/7', '1', '8/5', '6'] -> ((1 + 6) * (8/5 / (1/3 / 5/7)))
[75785] ['2/9', '3/4', '3/2', '7', '7'] -> ((7 / 2/9) - (7 + (3/4 / 3/2)))
[75786] ['1/5', '4/9', '7/5', '4', '4'] -> ((4/9 + 4) * ((7/5 * 4) - 1/5))
[75787] ['3/8', '6/7', '1', '7/3', '5'] -> (((5 * (6/7 * 7/3)) - 1) / 3/8)
[75788] ['4/5', '1', '1', '8/5', '5/2'] -> (1 / ((5/2 / (4/5 + 8/5)) - 1))
[75789] ['1/3', '5/7', '1', '7/4', '6'] -> ((7/4 * 6) * ((1 / 1/3) - 5/7))
[75790] ['1/5', '4/9', '3/2', '4', '4'] -> (((4 / 1/5) - 4) / (4/9 * 3/2))
[75791] ['3/5', '5/8', '1', '3/2', '2'] -> (3/2 / (5/8 * (3/5 - (1 / 2))))
[75792] ['5/4', '4/3', '9/5', '5', '6'] -> ((4/3 * 9/5) * (6 + (5 / 5/4)))
[75793] ['2/9', '3/4', '7/4', '7', '7'] -> (((7 / 3/4) - (7 / 7/4)) / 2/9)
[75794] ['5/7', '4/3', '8/3', '6', '6'] -> ((5/7 * (4/3 + (6 * 6))) - 8/3)
[75795] ['7/8', '7/8', '1', '8/5', '7'] -> ((7 * (7/8 + 1)) / (7/8 / 8/5))
[75796] ['1/5', '4/9', '8/5', '4', '4'] -> ((4/9 + 4) * (4 - (1/5 - 8/5)))
[75797] ['6/7', '1', '7/4', '7/4', '9'] -> ((6/7 * (7/4 + 7/4)) * (9 - 1))
[75798] ['4/7', '9/8', '7/5', '5', '8'] -> (5 + ((4/7 + 9/8) * (7/5 * 8)))
[75799] ['5/7', '4/3', '9/2', '6', '6'] -> (6 / ((9/2 / (6 - 4/3)) - 5/7))
[75800] ['3/5', '5/8', '1', '2', '9/4'] -> (1 / (((2 - 5/8) / 3/5) - 9/4))
[75801] ['3/5', '5/3', '7/4', '9', '9'] -> ((9 + 9) / (7/4 - (3/5 * 5/3)))
[75802] ['2/9', '3/4', '5/2', '7', '7'] -> ((7 / (2/9 + 5/2)) / (3/4 / 7))
[75803] ['6/7', '1', '7/4', '7/3', '9'] -> ((9 * (6/7 * 7/3)) / (7/4 - 1))
[75804] ['3/8', '6/7', '1', '9/2', '5'] -> ((5 + (1 + 9/2)) / (3/8 / 6/7))
[75805] ['5/4', '7/5', '7/3', '5', '6'] -> ((5 - 7/5) / (5/4 / (7/3 + 6)))
[75806] ['1/5', '4/9', '9/5', '4', '4'] -> ((4 + 4) / (4/9 - (1/5 / 9/5)))
[75807] ['6/7', '1', '7/4', '8/3', '9'] -> (9 / ((1 - 8/3) + (7/4 / 6/7)))
[75808] ['4/5', '1', '1', '5/3', '9/5'] -> ((1 + 5/3) * (9/5 / (1 - 4/5)))
[75809] ['3/5', '5/8', '1', '2', '7/2'] -> ((1 + 7/2) * (2 / (3/5 * 5/8)))
[75810] ['1/5', '8/7', '5/4', '2', '4'] -> ((2 + (4 / (8/7 * 5/4))) / 1/5)
[75811] ['3/5', '2/3', '2/3', '1', '2'] -> ((2/3 + 2) / ((2/3 / 3/5) - 1))
[75812] ['1/7', '2/9', '8/9', '1', '7'] -> ((1 - 1/7) * (7 / (2/9 / 8/9)))
[75813] ['1/5', '4/9', '5/2', '4', '4'] -> (4/9 * (4 + (4 / (1/5 / 5/2))))
[75814] ['2/9', '3/4', '9/2', '7', '7'] -> (((9/2 + (7 / 7)) / 2/9) - 3/4)
[75815] ['1/5', '8/7', '9/7', '2', '4'] -> ((2 + (8/7 / 1/5)) / (9/7 / 4))
[75816] ['1/7', '2/9', '1', '9/8', '7'] -> ((1 - 1/7) * (7 / (2/9 * 9/8)))
[75817] ['4/9', '6/7', '6/7', '2', '2'] -> ((6/7 * 2) / (2 - (6/7 / 4/9)))
[75818] ['2/9', '7/9', '7/9', '7', '7'] -> (((7/9 * 7) - (7/9 / 7)) / 2/9)
[75819] ['7/8', '8/9', '1', '9/8', '7'] -> (8/9 * ((7 / (9/8 - 7/8)) - 1))
[75820] ['4/5', '1', '1', '5/3', '5/2'] -> (1 / (((5/2 - 5/3) / 4/5) - 1))
[75821] ['1/5', '4/9', '7/2', '4', '4'] -> ((4/9 * 4) * ((7/2 / 1/5) - 4))
[75822] ['4/7', '9/8', '7/3', '5', '8'] -> (9/8 * ((7/3 + 5) + (8 / 4/7)))
[75823] ['1/9', '7/8', '7/8', '4', '7'] -> ((7 / 1/9) / ((7/8 * 4) - 7/8))
[75824] ['6/7', '1', '9/5', '7/3', '9'] -> (9/5 * (9 + (7/3 * (6/7 + 1))))
[75825] ['2/9', '7/9', '5/6', '7', '7'] -> ((7 / 2/9) - (7 / (7/9 / 5/6)))
[75826] ['5/7', '7/5', '9/2', '6', '6'] -> (6 / ((5/7 * 7/5) - (9/2 / 6)))
[75827] ['1/7', '2/9', '1', '7/6', '7'] -> ((1 + 7) / (1/7 + (2/9 / 7/6)))
[75828] ['1/5', '1/2', '5/9', '4', '4'] -> ((4 / 5/9) / ((1/5 * 4) - 1/2))
[75829] ['1/9', '7/8', '8/7', '4', '7'] -> ((7 / 1/9) / ((4 / 8/7) - 7/8))
[75830] ['4/9', '6/7', '8/9', '2', '2'] -> (2 * ((4/9 / (8/9 - 6/7)) - 2))
[75831] ['4/7', '9/8', '8/3', '5', '8'] -> ((4/7 * 9/8) * ((5 * 8) - 8/3))
[75832] ['7/8', '8/9', '1', '7/6', '7'] -> ((7 / 7/6) / ((1 / 8/9) - 7/8))
[75833] ['2/9', '7/9', '6/7', '7', '7'] -> (6/7 * (((7/9 + 7) / 2/9) - 7))
[75834] ['1/5', '1/2', '4/7', '4', '4'] -> ((4 - 1/2) * (4 + (4/7 / 1/5)))
[75835] ['9/7', '9/7', '9/7', '5', '6'] -> (((9/7 * 5) - 9/7) / (9/7 / 6))
[75836] ['3/8', '7/8', '1', '8/5', '5'] -> ((5 * (3/8 * 8/5)) / (1 - 7/8))
[75837] ['3/5', '7/4', '9/2', '9', '9'] -> ((7/4 * (9 + 9)) - (9/2 / 3/5))
[75838] ['4/7', '9/8', '9/2', '5', '8'] -> ((4/7 * 8) * (5 + (9/8 / 9/2)))
[75839] ['1/9', '7/8', '6/5', '4', '7'] -> (((7 / (7/8 * 6/5)) - 4) / 1/9)
[75840] ['1/5', '8/7', '2', '7/3', '4'] -> (7/3 * ((8/7 / 4) + (2 / 1/5)))
[75841] ['7/8', '8/9', '1', '5/4', '7'] -> ((1 + 7) / (8/9 * (5/4 - 7/8)))
[75842] ['9/7', '9/7', '8/5', '5', '6'] -> ((9/7 * 8/5) / (9/7 - (6 / 5)))
[75843] ['4/9', '6/7', '7/6', '2', '2'] -> ((2 / 7/6) / (2 - (6/7 / 4/9)))
[75844] ['1/9', '7/8', '5/4', '4', '7'] -> (7 / (7/8 - (1/9 * (5/4 + 4))))
[75845] ['1/3', '7/9', '1', '8/5', '6'] -> (8/5 * (1 + (6 / (1/3 / 7/9))))
[75846] ['3/8', '7/8', '1', '7/3', '5'] -> ((5 - (1 / 7/8)) / (3/8 / 7/3))
[75847] ['9/7', '9/7', '7/4', '5', '6'] -> (7/4 * ((9/7 * 5) + (9/7 + 6)))
[75848] ['1/9', '7/8', '7/5', '4', '7'] -> ((1/9 + 7) * (4 - (7/8 / 7/5)))
[75849] ['1/7', '2/9', '1', '3/2', '7'] -> ((7 * (1/7 + 1)) / (2/9 * 3/2))
[75850] ['3/5', '2/3', '1', '4/3', '2'] -> ((4/3 * 2) / ((2/3 / 3/5) - 1))
[75851] ['5/7', '3/2', '9/4', '6', '6'] -> ((9/4 * 6) + ((3/2 + 6) / 5/7))
[75852] ['3/5', '7/3', '5/2', '9', '9'] -> ((9 / 5/2) - (3/5 - (7/3 * 9)))
[75853] ['3/8', '8/9', '8/9', '1', '5'] -> (8/9 / (((8/9 + 1) / 3/8) - 5))
[75854] ['4/7', '7/6', '6/5', '5', '8'] -> (8 * ((5 / (7/6 * 6/5)) - 4/7))
[75855] ['2/9', '7/9', '9/7', '7', '7'] -> (((7 / 9/7) - (7/9 / 7)) / 2/9)
[75856] ['3/5', '7/3', '8/3', '9', '9'] -> ((9 - 7/3) / (8/3 / (3/5 + 9)))
[75857] ['5/7', '3/2', '7/3', '6', '6'] -> (3/2 * (6 + (6 * (5/7 * 7/3))))
[75858] ['7/8', '8/9', '1', '3/2', '7'] -> ((7 / 7/8) / ((8/9 * 3/2) - 1))
[75859] ['6/7', '1', '8/3', '9/2', '9'] -> ((1 + 9) + (9/2 / (6/7 / 8/3)))
[75860] ['3/8', '8/9', '1', '9/8', '5'] -> (5 / ((3/8 * 8/9) + (1 - 9/8)))
[75861] ['4/5', '1', '1', '7/4', '9/2'] -> (9/2 / ((7/4 / 4/5) - (1 + 1)))
[75862] ['1/5', '7/6', '5/4', '2', '4'] -> ((4 + (2 / 5/4)) / (1/5 * 7/6))
[75863] ['4/7', '7/6', '9/7', '5', '8'] -> ((8 + (9/7 + 5)) / (7/6 - 4/7))
[75864] ['1/3', '4/5', '8/9', '1', '6'] -> (((1 / 4/5) + (6 / 8/9)) / 1/3)
[75865] ['3/8', '8/9', '1', '7/6', '5'] -> ((1 + 5) * (8/9 + (7/6 / 3/8)))
[75866] ['2/9', '7/9', '3/2', '7', '7'] -> ((3/2 + (7 / 2/9)) - (7 / 7/9))
[75867] ['7/8', '7/8', '8/9', '1', '9'] -> ((9 * (1 + (7/8 + 8/9))) - 7/8)
[75868] ['7/8', '8/9', '1', '7/4', '7'] -> ((7 / (7/8 + 7/4)) / (1 - 8/9))
[75869] ['3/5', '2/3', '1', '2', '8/3'] -> (8/3 / ((2/3 / 3/5) + (1 - 2)))
[75870] ['1/3', '4/5', '1', '9/8', '6'] -> (((1 / 4/5) + (9/8 * 6)) / 1/3)
[75871] ['1/7', '2/9', '1', '9/4', '7'] -> ((2/9 * 9/4) * ((7 / 1/7) - 1))
[75872] ['4/5', '1', '1', '9/5', '7/3'] -> ((1 + 1) / (7/3 - (9/5 / 4/5)))
[75873] ['9/7', '4/3', '8/5', '5', '6'] -> ((9/7 * 4/3) * (6 + (8/5 * 5)))
[75874] ['3/8', '8/9', '1', '5/4', '5'] -> ((3/8 + (5 / 8/9)) / (5/4 - 1))
[75875] ['1/7', '2/9', '1', '7/3', '7'] -> ((7 - 7/3) / (2/9 / (1/7 + 1)))
[75876] ['1/5', '7/6', '2', '9/4', '4'] -> (2 / ((1/5 * (9/4 + 4)) - 7/6))
[75877] ['4/7', '7/6', '9/5', '5', '8'] -> ((9/5 + 8) * (5 * (4/7 / 7/6)))
[75878] ['7/8', '1', '9/8', '9/8', '7'] -> (((7 / (9/8 - 7/8)) - 1) / 9/8)
[75879] ['1/9', '8/9', '7/5', '4', '7'] -> (4 * ((1/9 + 8/9) + (7 / 7/5)))
[75880] ['3/5', '5/7', '3/4', '1', '2'] -> ((3/5 * 2) / ((3/4 / 5/7) - 1))
[75881] ['1/3', '4/5', '1', '9/7', '6'] -> (6 / ((1 / (9/7 - 1/3)) - 4/5))
[75882] ['1/5', '7/6', '2', '7/2', '4'] -> (7/6 * ((2 / 7/2) + (4 / 1/5)))
[75883] ['5/7', '8/5', '9/4', '6', '6'] -> (8/5 + ((6 * 6) / (5/7 * 9/4)))
[75884] ['3/8', '8/9', '1', '7/5', '5'] -> ((1 + (7/5 * 5)) / (3/8 * 8/9))
[75885] ['7/8', '1', '9/8', '6/5', '7'] -> (((9/8 + 7) / (6/5 - 7/8)) - 1)
[75886] ['1/5', '5/9', '3/4', '4', '4'] -> (3/4 * ((4 / (1/5 * 5/9)) - 4))
[75887] ['2/9', '7/9', '9/2', '7', '7'] -> (7/9 * ((7 / 2/9) - (9/2 / 7)))
[75888] ['1/9', '8/9', '9/5', '4', '7'] -> (8/9 * (7 + (4 / (1/9 * 9/5))))
[75889] ['1/5', '6/5', '9/7', '2', '4'] -> (9/7 * (2 + (4 / (1/5 * 6/5))))
[75890] ['4/5', '1', '1', '9/4', '7/3'] -> (9/4 * ((7/3 / (1 - 4/5)) - 1))
[75891] ['7/8', '1', '9/8', '9/7', '7'] -> (1 + (7 * (9/7 + (7/8 + 9/8))))
[75892] ['1/5', '5/9', '4/5', '4', '4'] -> ((4 + 4) / (5/9 * (4/5 - 1/5)))
[75893] ['5/7', '8/5', '7/2', '6', '6'] -> (6 * (8/5 + (6 / (5/7 * 7/2))))
[75894] ['7/8', '1', '9/8', '4/3', '7'] -> ((1 + 7) / (4/3 * (9/8 - 7/8)))
[75895] ['1/5', '5/9', '5/6', '4', '4'] -> (((4 / 1/5) - 4) / (5/9 / 5/6))
[75896] ['4/5', '1', '1', '9/4', '8/3'] -> ((9/4 * 8/3) / ((1 / 4/5) - 1))
[75897] ['7/8', '1', '9/8', '7/5', '7'] -> ((1 + (7 / 7/5)) / (9/8 - 7/8))
[75898] ['3/5', '5/7', '6/7', '1', '2'] -> (((6/7 + 2) / (5/7 - 3/5)) - 1)
[75899] ['5/8', '5/8', '5/6', '9', '9'] -> (5/6 * ((9 / 5/8) + (9 / 5/8)))
[75900] ['2/9', '4/5', '6/7', '7', '7'] -> ((7 / 2/9) - (7 / (4/5 / 6/7)))
[75901] ['1/5', '5/9', '6/7', '4', '4'] -> ((6/7 * 4) * ((4 / 5/9) - 1/5))
[75902] ['7/8', '8/9', '8/9', '1', '9'] -> (9 * ((7/8 * 8/9) + (8/9 + 1)))
[75903] ['7/8', '1', '9/8', '8/5', '7'] -> (8/5 * (1 + (7 * (7/8 + 9/8))))
[75904] ['3/5', '5/7', '7/8', '1', '2'] -> (1 / ((7/8 / (3/5 * 5/7)) - 2))
[75905] ['4/9', '6/7', '2', '2', '8/3'] -> (8/3 / ((4/9 + 2) - (2 / 6/7)))
[75906] ['9/7', '7/5', '7/5', '5', '6'] -> (6 + ((9/7 * 5) * (7/5 + 7/5)))
[75907] ['5/8', '5/8', '7/8', '9', '9'] -> ((9 + (9 / (5/8 + 7/8))) / 5/8)
[75908] ['5/7', '5/3', '7/3', '6', '6'] -> (6 * (5/7 + ((5/3 + 6) / 7/3)))
[75909] ['7/8', '1', '8/7', '8/7', '7'] -> (7 * ((1 / 7/8) + (8/7 + 8/7)))
[75910] ['1/7', '1/4', '5/8', '1', '7'] -> ((1 + (5/8 / 1/4)) * (7 - 1/7))
[75911] ['9/7', '7/5', '9/4', '5', '6'] -> ((6 * (9/7 * 7/5)) / (9/4 / 5))
[75912] ['1/3', '6/7', '1', '9/8', '6'] -> (6 / ((6/7 * (1/3 + 9/8)) - 1))
[75913] ['4/5', '1', '1', '7/3', '8/3'] -> (((7/3 + 8/3) / (1 - 4/5)) - 1)
[75914] ['3/5', '5/7', '1', '8/7', '2'] -> ((5/7 / (3/5 - (8/7 / 2))) - 1)
[75915] ['4/7', '6/5', '9/4', '5', '8'] -> ((9/4 - 6/5) * (8 * (4/7 * 5)))
[75916] ['1/5', '5/9', '7/6', '4', '4'] -> (((4 / 5/9) - 1/5) / (7/6 / 4))
[75917] ['9/7', '7/5', '8/3', '5', '6'] -> (8/3 / ((6 / 5) - (7/5 / 9/7)))
[75918] ['1/3', '6/7', '1', '6/5', '6'] -> (6/5 * ((6 / (1/3 * 6/7)) - 1))
[75919] ['3/8', '1', '9/8', '7/5', '5'] -> ((1 + (7/5 * 5)) / (3/8 / 9/8))
[75920] ['2/9', '4/5', '7/6', '7', '7'] -> ((7 / 2/9) - (7 / (4/5 * 7/6)))
[75921] ['1/5', '5/9', '6/5', '4', '4'] -> (((4 / 1/5) - 4) / (5/9 * 6/5))
[75922] ['4/7', '6/5', '5/2', '5', '8'] -> (5 * ((4/7 * (5/2 + 8)) - 6/5))
[75923] ['7/8', '1', '8/7', '7/5', '7'] -> ((1 + 8/7) * (7 / (7/8 / 7/5)))
[75924] ['5/7', '7/4', '9/5', '6', '6'] -> (7/4 * (6 + (6 * (5/7 * 9/5))))
[75925] ['4/5', '1', '1', '5/2', '5/2'] -> (((5/2 + 5/2) / (1 - 4/5)) - 1)
[75926] ['2/9', '4/5', '6/5', '7', '7'] -> (7 * ((4/5 / 2/9) - (6/5 / 7)))
[75927] ['3/5', '5/7', '1', '5/4', '2'] -> (2 / ((5/4 / 5/7) - (1 / 3/5)))
[75928] ['1/3', '6/7', '1', '8/5', '6'] -> ((6 / 6/7) / ((1 / 8/5) - 1/3))
[75929] ['3/8', '1', '9/8', '7/3', '5'] -> ((1 + 5) / (9/8 - (3/8 * 7/3)))
[75930] ['7/8', '8/9', '1', '8/5', '9'] -> ((8/9 * 8/5) * (9 * (7/8 + 1)))
[75931] ['1/5', '5/9', '9/7', '4', '4'] -> ((4 / (9/7 * (1/5 * 5/9))) - 4)
[75932] ['2/9', '4/5', '5/4', '7', '7'] -> ((5/4 + (7 / 2/9)) - (7 / 4/5))
[75933] ['1/7', '1/4', '8/9', '1', '7'] -> ((8/9 * 7) * ((1 / 1/4) - 1/7))
[75934] ['5/7', '7/4', '7/3', '6', '6'] -> (6 / (6 - (7/3 * (5/7 + 7/4))))
[75935] ['4/5', '1', '1', '5/2', '7/2'] -> ((5/2 + 7/2) / ((1 / 4/5) - 1))
[75936] ['4/7', '5/4', '5/4', '5', '8'] -> ((4/7 * 8) * (5/4 + (5 / 5/4)))
[75937] ['1/5', '5/9', '4/3', '4', '4'] -> (((4 / (1/5 * 5/9)) - 4) / 4/3)
[75938] ['7/8', '8/9', '1', '7/4', '9'] -> ((8/9 * 9) * (1 + (7/4 / 7/8)))
[75939] ['9/7', '3/2', '7/4', '5', '6'] -> (((3/2 / 7/4) + (5 * 6)) / 9/7)
[75940] ['7/8', '1', '8/7', '9/4', '7'] -> (((7/8 + 9/4) * (8/7 * 7)) - 1)
[75941] ['1/9', '8/7', '6/5', '4', '7'] -> (((7 * (8/7 / 6/5)) - 4) / 1/9)
[75942] ['1/3', '6/7', '1', '9/5', '6'] -> ((1 + 9/5) * (6 + (6/7 / 1/3)))
[75943] ['7/8', '8/9', '1', '9/5', '9'] -> (9 / ((7/8 / 9/5) + (8/9 - 1)))
