[35805] ['7/6', '7/6', '9/5', '2', '8'] -> (8 / ((9/5 * (2 - 7/6)) - 7/6))
[39936] ['1/7', '3/4', '5/3', '3', '3'] -> (3/4 * ((3 / (1/7 / 5/3)) - 3))
[39937] ['1/8', '2/9', '3/5', '6', '8'] -> ((6 / (1/8 / 2/9)) + (8 / 3/5))
[39938] ['2/5', '8/9', '8/7', '2', '7'] -> ((8/9 * 7) * ((2 / 2/5) - 8/7))
[39939] ['1/9', '4/9', '9/7', '9', '9'] -> (4/9 * ((9 / (1/9 * 9/7)) - 9))
[39940] ['6/7', '6/7', '7/8', '4', '5'] -> (((6/7 / 6/7) + (4 * 5)) / 7/8)
[39941] ['5/7', '7/9', '8/9', '2', '9'] -> (2 * (((8/9 + 9) / 7/9) - 5/7))
[39942] ['5/8', '5/2', '8/3', '7', '9'] -> ((7 + 9) / (8/3 * (5/8 / 5/2)))
[39943] ['1/7', '6/7', '8/9', '1', '9'] -> ((6/7 * 8/9) / (1/7 - (1 / 9)))
[39944] ['1/2', '4/7', '7/5', '7', '7'] -> ((4/7 * (1/2 + 7)) * (7 - 7/5))
[39945] ['2/5', '8/9', '7/6', '2', '7'] -> ((((2 + 7) / 2/5) - 7/6) / 8/9)
[39946] ['6/7', '6/7', '8/9', '4', '5'] -> (6/7 / (5 - (4 + (6/7 / 8/9))))
[39947] ['1/9', '4/9', '7/5', '9', '9'] -> (9 + (9 / (4/9 + (1/9 * 7/5))))
[39948] ['5/7', '8/9', '8/7', '2', '3'] -> (8/7 / ((5/7 + 2) - (8/9 * 3)))
[39949] ['1/9', '7/8', '1', '5/4', '4'] -> ((4 / (1/9 / 5/4)) / (7/8 + 1))
[39950] ['1/7', '3/4', '7/3', '3', '3'] -> ((3 + 3) / (7/3 * (1/7 * 3/4)))
[39951] ['3/8', '2/3', '9/2', '5', '5'] -> (5 / ((3/8 - 2/3) - (9/2 - 5)))
[39952] ['2/5', '8/9', '6/5', '2', '7'] -> ((6/5 / (2/5 / 8/9)) * (2 + 7))
[39953] ['5/8', '8/3', '7/2', '7', '9'] -> (7 / ((5/8 + 9) - (8/3 * 7/2)))
[39954] ['1/8', '2/9', '4/5', '6', '8'] -> ((6 / (1/8 * 4/5)) - (8 / 2/9))
[39955] ['3/8', '9/7', '8/5', '7', '8'] -> ((7 * 8) * ((9/7 / 8/5) - 3/8))
[39956] ['6/7', '6/7', '9/8', '4', '5'] -> (6/7 / (5 - (4 + (6/7 * 9/8))))
[39957] ['1/8', '3/7', '9/5', '2', '9'] -> ((2 + (9 / 9/5)) / (1/8 / 3/7))
[39958] ['5/7', '7/9', '8/7', '2', '9'] -> (2 * ((9 / 7/9) - (5/7 - 8/7)))
[39959] ['3/8', '5/7', '3/4', '5', '5'] -> ((5 + (5 / 5/7)) / (3/8 / 3/4))
[39960] ['6/7', '6/7', '4/3', '4', '5'] -> (4/3 * (6/7 + (5 * (6/7 * 4))))
[39961] ['1/2', '3/5', '3/5', '7', '7'] -> (1/2 * ((7 * 7) - (3/5 / 3/5)))
[39962] ['2/3', '5/4', '5/4', '5', '7'] -> (2/3 * ((5/4 / 5/4) + (5 * 7)))
[39963] ['2/3', '2/3', '4/5', '7', '9'] -> ((2/3 + (2/3 / 4/5)) * (7 + 9))
[39964] ['3/4', '8/7', '5/3', '2', '6'] -> (6 * (5/3 + (2 / (3/4 * 8/7))))
[39965] ['1/8', '3/7', '2', '5/2', '9'] -> ((5/2 + (9 / 2)) / (1/8 / 3/7))
[39966] ['1/7', '7/8', '7/8', '1', '9'] -> (9 + ((7/8 + 1) / (1/7 * 7/8)))
[39967] ['2/3', '5/4', '7/5', '5', '7'] -> ((7 + (7/5 * 5)) / (5/4 - 2/3))
[39968] ['1/2', '3/5', '2/3', '7', '7'] -> ((7 / (3/5 * 2/3)) - (1/2 - 7))
[39969] ['1/7', '7/9', '4/5', '3', '3'] -> (4/5 * (3 + (3 / (1/7 * 7/9))))
[39970] ['2/3', '2/3', '7/6', '7', '9'] -> ((9 * (2/3 * 2/3)) / (7/6 / 7))
[39971] ['3/8', '9/7', '5/2', '7', '8'] -> (8 / (9/7 - (5/2 / (3/8 * 7))))
[39972] ['1/8', '2/9', '6/5', '6', '8'] -> (((8 / 6/5) - 6) / (1/8 * 2/9))
[39973] ['1/9', '7/8', '1', '7/4', '4'] -> (4 / (1/9 * (1 + (7/8 / 7/4))))
[39974] ['6/7', '6/7', '5/2', '4', '5'] -> ((6/7 + (6/7 / 5/2)) * (4 * 5))
[39975] ['1/8', '3/7', '2', '9/2', '9'] -> (((9/2 / 3/7) - 9) / (1/8 / 2))
[39976] ['2/3', '2/3', '6/5', '7', '9'] -> (7 + (6/5 * (2/3 + (9 / 2/3))))
[39977] ['2/3', '5/4', '9/5', '5', '7'] -> ((5 + (5/4 * (9/5 + 7))) / 2/3)
[39978] ['2/5', '8/9', '3/2', '2', '7'] -> ((7 / (2/5 / 3/2)) - (2 / 8/9))
[39979] ['5/7', '7/9', '4/3', '2', '9'] -> (2 * ((4/3 / (7/9 - 5/7)) - 9))
[39980] ['1/7', '7/8', '1', '8/7', '9'] -> (9 + ((7/8 + 1) / (1/7 / 8/7)))
[39981] ['6/7', '6/7', '7/2', '4', '5'] -> (7/2 * ((6/7 * (4 + 5)) - 6/7))
[39982] ['1/2', '3/5', '3/4', '7', '7'] -> ((1/2 / 3/4) + ((7 + 7) / 3/5))
[39983] ['1/8', '2/9', '9/7', '6', '8'] -> (9/7 * (8 + (6 / (1/8 / 2/9))))
[39984] ['2/3', '2/3', '8/5', '7', '9'] -> (8/5 * ((7 + 9) - (2/3 / 2/3)))
[39985] ['3/8', '5/7', '6/7', '5', '5'] -> (5 / (3/8 - ((5/7 / 6/7) / 5)))
[39986] ['1/9', '7/8', '1', '5/2', '4'] -> ((4 - (5/2 / (7/8 + 1))) / 1/9)
[39987] ['1/8', '4/9', '4/7', '2', '9'] -> ((2 / (1/8 * 4/7)) - (4/9 * 9))
[39988] ['5/7', '7/9', '7/5', '2', '9'] -> ((9 * (7/9 + 2)) - (5/7 * 7/5))
[39989] ['1/9', '1/2', '3/5', '9', '9'] -> ((9 - 1/9) * (9 * (1/2 * 3/5)))
[39990] ['2/3', '5/4', '5/2', '5', '7'] -> ((7 / (5/4 - 2/3)) / (5/2 / 5))
[39991] ['2/3', '2/3', '7/4', '7', '9'] -> (9 * ((7 / 7/4) - (2/3 + 2/3)))
[39992] ['1/9', '7/8', '1', '4', '9/2'] -> ((1 / 1/9) / ((7/8 + 4) - 9/2))
[39993] ['1/7', '7/9', '8/9', '3', '3'] -> (3 + (3 * (7/9 + (8/9 / 1/7))))
[39994] ['1/2', '3/5', '6/7', '7', '7'] -> ((7 / 1/2) + (7 / (3/5 / 6/7)))
[39995] ['1/8', '4/9', '5/8', '2', '9'] -> (((2 + 9) / 4/9) - (1/8 + 5/8))
[39996] ['3/8', '7/5', '5/3', '7', '8'] -> (5/3 * (((7/5 + 7) / 3/8) - 8))
[39997] ['5/7', '7/9', '9/5', '2', '9'] -> ((9 * (9/5 + (7/9 / 5/7))) - 2)
[39998] ['3/8', '5/7', '7/6', '5', '5'] -> (5 / (3/8 - ((5/7 * 7/6) / 5)))
[39999] ['2/3', '5/7', '8/9', '7', '9'] -> ((8/9 / 7) * (9 / (5/7 - 2/3)))
[40000] ['6/7', '7/8', '3/2', '4', '5'] -> (4 * ((6/7 * 5) + (3/2 / 7/8)))
[40001] ['1/9', '1/2', '6/7', '9', '9'] -> ((9 / 6/7) + (9 + (1/2 / 1/9)))
[40002] ['2/5', '8/9', '2', '8/3', '7'] -> ((2/5 + 2) * (7 + (8/3 / 8/9)))
[40003] ['3/4', '6/5', '2', '7/3', '6'] -> ((7/3 + (2 / 3/4)) * (6 - 6/5))
[40004] ['6/7', '7/8', '8/5', '4', '5'] -> ((8/5 * 4) * (5 * (6/7 * 7/8)))
[40005] ['2/5', '8/9', '2', '7/2', '7'] -> (((7/2 + 7) / 2/5) - (2 / 8/9))
[40006] ['1/9', '1/2', '8/7', '9', '9'] -> (9 / ((9 * (1/9 / 8/7)) - 1/2))
[40007] ['1/7', '7/9', '5/4', '3', '3'] -> ((3 + (3 / (1/7 * 7/9))) / 5/4)
[40008] ['2/3', '5/7', '4/3', '7', '9'] -> ((2/3 + 9) + (7 * (5/7 + 4/3)))
[40009] ['5/7', '8/9', '2', '7/3', '3'] -> (3 / (2 - (7/3 * (5/7 / 8/9))))
[40010] ['3/4', '9/7', '4/3', '2', '6'] -> ((9/7 * 2) * (4/3 + (6 / 3/4)))
[40011] ['3/8', '7/5', '8/3', '7', '8'] -> ((8/3 + 8) + (7 / (3/8 * 7/5)))
[40012] ['1/7', '7/9', '4/3', '3', '3'] -> ((3 * (3 + (7/9 / 1/7))) - 4/3)
[40013] ['2/3', '5/7', '3/2', '7', '9'] -> (9 * ((7 * (5/7 / 3/2)) - 2/3))
[40014] ['1/9', '1/2', '6/5', '9', '9'] -> ((9 + (1/9 * 9)) / (1/2 / 6/5))
[40015] ['1/8', '1/4', '7/9', '6', '8'] -> (8 / ((6 * (1/8 * 7/9)) - 1/4))
[40016] ['1/8', '4/9', '9/7', '2', '9'] -> (4/9 * ((9 / (1/8 * 9/7)) - 2))
[40017] ['3/8', '5/7', '4/3', '5', '5'] -> ((5 + (5 / 5/7)) / (3/8 * 4/3))
[40018] ['1/7', '8/9', '1', '7/6', '9'] -> ((8/9 / 7/6) / (1/7 - (1 / 9)))
[40019] ['3/4', '9/7', '7/5', '2', '6'] -> (6 / ((7/5 * (2 - 9/7)) - 3/4))
[40020] ['2/5', '9/8', '8/7', '2', '7'] -> (((2 / 2/5) - 8/7) / (9/8 / 7))
[40021] ['1/7', '7/9', '7/5', '3', '3'] -> (7/5 * ((3 / 1/7) - (3 / 7/9)))
[40022] ['2/3', '7/5', '7/5', '5', '7'] -> (2/3 * ((7/5 / 7/5) + (5 * 7)))
[40023] ['3/8', '7/5', '9/2', '7', '8'] -> (9/2 * ((7 / (3/8 * 7/5)) - 8))
[40024] ['6/7', '7/8', '8/3', '4', '5'] -> (((4 * 5) / (6/7 * 7/8)) - 8/3)
[40025] ['5/7', '4/5', '7/8', '2', '9'] -> (9 / ((4/5 * 2) - (7/8 / 5/7)))
[40026] ['3/8', '5/7', '7/5', '5', '5'] -> (((5 + 5) - (5/7 * 7/5)) / 3/8)
[40027] ['3/4', '9/7', '3/2', '2', '6'] -> (6 / (2 - ((3/4 + 3/2) / 9/7)))
[40028] ['2/5', '9/8', '7/6', '2', '7'] -> (9/8 * (((2 + 7) / 2/5) - 7/6))
[40029] ['1/8', '1/4', '8/7', '6', '8'] -> (((1/4 + 8) - (6 / 8/7)) / 1/8)
[40030] ['2/3', '7/5', '3/2', '5', '7'] -> ((7 / (7/5 / 5)) - (2/3 * 3/2))
[40031] ['5/7', '4/5', '8/9', '2', '9'] -> (2 * (4/5 + (9 / (5/7 / 8/9))))
[40032] ['3/8', '3/2', '8/5', '7', '8'] -> ((3/2 * 8/5) * (7 + (3/8 * 8)))
[40033] ['6/7', '8/9', '8/9', '4', '5'] -> (8/9 / ((8/9 / 6/7) + (4 - 5)))
[40034] ['1/8', '1/4', '9/7', '6', '8'] -> (8 / ((6 * (1/8 / 9/7)) - 1/4))
[40035] ['2/3', '7/5', '7/4', '5', '7'] -> ((5 / (2/3 * 7/4)) * (7 - 7/5))
[40036] ['3/8', '5/7', '8/5', '5', '5'] -> ((5 - 5/7) * (5 + (3/8 * 8/5)))
[40037] ['5/7', '4/5', '8/7', '2', '9'] -> ((4/5 + 2) * (9 + (5/7 - 8/7)))
[40038] ['1/7', '8/9', '1', '7/5', '9'] -> (7/5 * (1/7 + (9 * (8/9 + 1))))
[40039] ['3/4', '9/7', '2', '9/4', '6'] -> (6 / ((9/4 / 9/7) - (3/4 * 2)))
[40040] ['1/9', '1/2', '7/4', '9', '9'] -> (9 / (1/2 * (7/4 - (1/9 * 9))))
[40041] ['3/8', '5/7', '5/3', '5', '5'] -> (((5 + (5 / 3/8)) / 5/7) - 5/3)
[40042] ['5/7', '4/5', '7/6', '2', '9'] -> (9 * (2 + (7/6 * (5/7 * 4/5))))
[40043] ['2/3', '3/4', '8/7', '7', '9'] -> ((7 / (2/3 / 8/7)) + (9 / 3/4))
[40044] ['1/7', '7/9', '9/5', '3', '3'] -> (9/5 * ((3 / (1/7 / 7/9)) - 3))
[40045] ['1/2', '3/5', '8/3', '7', '7'] -> ((7 / 3/5) + (7 + (8/3 / 1/2)))
[40046] ['2/5', '9/8', '7/5', '2', '7'] -> ((7/5 + 7) / (2/5 * (2 - 9/8)))
[40047] ['1/9', '1', '9/8', '7/4', '4'] -> ((7/4 - 1) * (4 / (1/9 * 9/8)))
[40048] ['3/8', '8/5', '9/4', '7', '8'] -> (7 + (8/5 * (8 + (3/8 + 9/4))))
[40049] ['1/8', '1/2', '5/9', '2', '9'] -> ((1/2 + (9 * (5/9 / 2))) / 1/8)
[40050] ['1/7', '8/9', '1', '8/5', '9'] -> (8/5 * ((8/9 * 9) + (1 / 1/7)))
[40051] ['1/8', '1/4', '9/5', '6', '8'] -> (6 + (9/5 * (8 + (1/4 / 1/8))))
[40052] ['2/5', '9/8', '3/2', '2', '7'] -> ((7 / (2/5 / 3/2)) - (9/8 * 2))
[40053] ['2/3', '3/4', '6/5', '7', '9'] -> (((7 / 2/3) + (9 / 6/5)) / 3/4)
[40054] ['1/7', '7/9', '9/4', '3', '3'] -> ((3 + 3) / (9/4 * (1/7 * 7/9)))
[40055] ['1/2', '3/5', '7/2', '7', '7'] -> (((7/2 + 7) / 3/5) - (1/2 - 7))
[40056] ['3/8', '8/5', '7/2', '7', '8'] -> ((3/8 + (7/2 * 8)) - (7 / 8/5))
[40057] ['1/2', '5/8', '2/3', '7', '7'] -> ((7 + 7) / ((5/8 / 1/2) - 2/3))
[40058] ['6/7', '8/9', '9/7', '4', '5'] -> ((9/7 / 6/7) + (5 / (8/9 / 4)))
[40059] ['2/5', '9/8', '7/4', '2', '7'] -> (2 * (((7 - 7/4) / 2/5) - 9/8))
[40060] ['3/8', '5/7', '7/3', '5', '5'] -> (5 / ((3/8 * 5) - (5/7 * 7/3)))
[40061] ['1/8', '2/7', '2/5', '6', '8'] -> ((6 - 2/7) * (8 * (1/8 + 2/5)))
[40062] ['5/7', '9/8', '7/5', '2', '3'] -> (3 / ((5/7 * 7/5) + (9/8 - 2)))
[40063] ['1/7', '7/9', '3', '3', '7/2'] -> (7/2 * ((3 * (7/9 * 3)) - 1/7))
[40064] ['1/8', '1/2', '7/5', '2', '9'] -> ((9 / (1/8 + 1/2)) / (2 - 7/5))
[40065] ['1/9', '5/9', '5/6', '9', '9'] -> ((5/9 / (1/9 * 5/6)) + (9 + 9))
[40066] ['1/8', '2/7', '4/9', '6', '8'] -> (((6 / 2/7) - (8 / 4/9)) / 1/8)
[40067] ['5/7', '9/8', '3/2', '2', '3'] -> (3 / (2 - (5/7 * (9/8 + 3/2))))
[40068] ['3/4', '7/5', '2', '7/3', '6'] -> (6 / (3/4 * (2 - (7/3 / 7/5))))
[40069] ['6/7', '8/9', '3/2', '4', '5'] -> ((8/9 * 4) * (5 + (3/2 / 6/7)))
[40070] ['1/2', '5/8', '5/6', '7', '7'] -> (7 / (1/2 - ((5/8 + 5/6) / 7)))
[40071] ['1/9', '5/9', '6/7', '9', '9'] -> ((9 / 6/7) + (9 / (1/9 + 5/9)))
[40072] ['1/8', '1/2', '9/5', '2', '9'] -> ((1/2 + (9 / (9/5 * 2))) / 1/8)
[40073] ['1/9', '1', '8/7', '9/7', '4'] -> ((4 - 1) / (9/7 * (1/9 / 8/7)))
[40074] ['3/8', '5/7', '7/2', '5', '5'] -> ((5 + (5 / 7/2)) / (3/8 * 5/7))
[40075] ['1/2', '5/8', '6/7', '7', '7'] -> ((7 / 7) / (5/8 - (1/2 / 6/7)))
[40076] ['1/9', '5/9', '7/8', '9', '9'] -> ((5/9 * 9) / (1/9 + (7/8 / 9)))
[40077] ['1/8', '2/7', '3/5', '6', '8'] -> ((6 / (2/7 - 1/8)) - (8 / 3/5))
[40078] ['2/3', '7/4', '7/4', '5', '7'] -> (2/3 * ((7/4 / 7/4) + (5 * 7)))
[40079] ['2/3', '7/9', '7/8', '7', '9'] -> ((7 + (7/9 * 9)) / (2/3 * 7/8))
[40080] ['1/7', '4/5', '6/7', '3', '3'] -> (4/5 * (3 + ((6/7 + 3) / 1/7)))
[40081] ['5/7', '4/5', '9/5', '2', '9'] -> (2 * ((9/5 / (4/5 - 5/7)) - 9))
[40082] ['3/8', '3/4', '3/4', '5', '5'] -> (((5 + 5) - (3/4 / 3/4)) / 3/8)
[40083] ['1/8', '5/9', '4/7', '2', '9'] -> (4/7 * (2 + (9 / (1/8 / 5/9))))
[40084] ['2/5', '8/7', '7/6', '2', '7'] -> ((7 / (2/5 / 8/7)) / (2 - 7/6))
[40085] ['1/2', '5/8', '8/9', '7', '7'] -> (7 + ((5/8 + (7 / 8/9)) / 1/2))
[40086] ['3/4', '8/5', '2', '7/3', '6'] -> (6 * (7/3 + (2 / (3/4 * 8/5))))
[40087] ['2/3', '7/9', '8/7', '7', '9'] -> ((7 + (7/9 * 9)) / (2/3 / 8/7))
[40088] ['6/7', '8/9', '7/4', '4', '5'] -> ((6/7 * 7/4) + (5 / (8/9 / 4)))
[40089] ['1/9', '5/9', '7/6', '9', '9'] -> ((7/6 * 9) + (9 / (1/9 + 5/9)))
[40090] ['3/8', '3/4', '7/9', '5', '5'] -> ((5 * 5) / (3/4 + (3/8 * 7/9)))
[40091] ['1/2', '5/8', '8/7', '7', '7'] -> ((7 + (7 * (5/8 * 8/7))) / 1/2)
[40092] ['1/8', '2/7', '7/9', '6', '8'] -> ((6 / (1/8 / 2/7)) + (8 / 7/9))
[40093] ['2/5', '8/7', '4/3', '2', '7'] -> (4/3 * ((7 / (2/5 / 8/7)) - 2))
[40094] ['3/8', '3/4', '4/5', '5', '5'] -> ((5 + (4/5 * 5)) / (3/4 - 3/8))
[40095] ['1/9', '5/9', '6/5', '9', '9'] -> ((6/5 / (1/9 / 5/9)) + (9 + 9))
[40096] ['1/2', '5/8', '6/5', '7', '7'] -> ((7 / 5/8) - (6/5 - (7 / 1/2)))
[40097] ['6/7', '8/9', '7/3', '4', '5'] -> (5 / (8/9 - (7/3 / (6/7 * 4))))
[40098] ['5/7', '4/5', '2', '5/2', '9'] -> ((4/5 * 9) / ((2 / 5/7) - 5/2))
[40099] ['3/8', '9/5', '7/2', '7', '8'] -> (9/5 * (8 + (7 / (3/8 * 7/2))))
[40100] ['1/9', '1', '8/7', '7/4', '4'] -> ((7/4 * (4 + (8/7 / 1/9))) - 1)
[40101] ['2/5', '8/7', '5/3', '2', '7'] -> ((7 / (2/5 / 8/7)) / (5/3 / 2))
[40102] ['2/3', '5/2', '5/2', '5', '7'] -> (2/3 * ((5/2 / 5/2) + (5 * 7)))
[40103] ['2/3', '7/9', '7/4', '7', '9'] -> ((7/4 * (2/3 / 7/9)) * (7 + 9))
[40104] ['1/9', '1', '8/7', '9/5', '4'] -> (8/7 * (1 + (4 / (1/9 * 9/5))))
[40105] ['1/9', '5/9', '7/5', '9', '9'] -> (((1/9 + 9) / 5/9) - (7/5 - 9))
[40106] ['1/7', '1', '9/8', '8/5', '9'] -> (8/5 * ((1 / 1/7) + (9 / 9/8)))
[40107] ['5/7', '9/8', '2', '3', '9/2'] -> (3 / (9/2 - ((9/8 + 2) / 5/7)))
[40108] ['1/9', '5/9', '8/5', '9', '9'] -> (8/5 * (9 + (9 * (1/9 + 5/9))))
[40109] ['7/9', '7/9', '4/5', '2', '6'] -> (6 / (2 - (7/9 + (7/9 / 4/5))))
[40110] ['3/8', '3/4', '9/7', '5', '5'] -> ((5 * 5) / (3/4 + (3/8 / 9/7)))
[40111] ['1/7', '4/5', '6/5', '3', '3'] -> (((6/5 - 3) + (3 / 1/7)) / 4/5)
[40112] ['2/3', '4/5', '6/7', '7', '9'] -> (2/3 + ((7 + 9) / (4/5 * 6/7)))
[40113] ['2/5', '8/7', '2', '7/3', '7'] -> ((2 / 2/5) + (7/3 * (8/7 + 7)))
[40114] ['1/8', '5/9', '8/7', '2', '9'] -> (8/7 * ((5/9 * 9) + (2 / 1/8)))
[40115] ['6/7', '9/8', '7/6', '4', '5'] -> (6/7 / (5 - (4 + (9/8 / 7/6))))
[40116] ['3/8', '3/4', '7/5', '5', '5'] -> ((5 + (7/5 * 5)) / (3/8 / 3/4))
[40117] ['1/7', '4/5', '9/7', '3', '3'] -> (4/5 * (3 + (3 / (1/7 / 9/7))))
[40118] ['1/9', '5/9', '9/2', '9', '9'] -> (9 * ((1/9 + 5/9) + (9 / 9/2)))
[40119] ['2/3', '4/5', '7/8', '7', '9'] -> (9 + (7 / (7/8 * (2/3 * 4/5))))
[40120] ['6/7', '9/8', '6/5', '4', '5'] -> ((4 + (6/5 / 6/7)) / (9/8 / 5))
[40121] ['1/7', '4/5', '4/3', '3', '3'] -> ((3 / (1/7 * 4/5)) - (3 / 4/3))
[40122] ['3/8', '3/4', '7/4', '5', '5'] -> (((3/4 - 7/4) + (5 + 5)) / 3/8)
[40123] ['7/9', '7/9', '8/5', '2', '6'] -> (6 / ((2 / 8/5) - (7/9 / 7/9)))
[40124] ['1/8', '5/9', '5/4', '2', '9'] -> (9 / ((1/8 - 2) + (5/4 / 5/9)))
[40125] ['6/7', '9/8', '5/4', '4', '5'] -> ((4 * (5 + (9/8 / 6/7))) - 5/4)
[40126] ['5/7', '5/6', '8/7', '2', '9'] -> ((8/7 * 2) * (9 / (5/7 / 5/6)))
[40127] ['5/7', '8/7', '8/5', '2', '3'] -> (3 / ((8/7 / 2) - (5/7 / 8/5)))
[40128] ['2/5', '7/6', '7/6', '2', '7'] -> (7 / ((7/6 / (2/5 * 2)) - 7/6))
[40129] ['3/8', '3/4', '7/3', '5', '5'] -> (5 / (3/4 - ((3/8 + 7/3) / 5)))
[40130] ['5/7', '8/7', '7/4', '2', '3'] -> ((8/7 + 2) / (5/7 - (7/4 / 3)))
[40131] ['1/7', '4/5', '8/5', '3', '3'] -> ((3 + 3) * ((4/5 / 1/7) - 8/5))
[40132] ['6/7', '9/8', '7/5', '4', '5'] -> ((4 + 5) / (7/5 * (9/8 - 6/7)))
[40133] ['1/9', '1', '7/6', '6/5', '4'] -> (4 / ((6/5 * (1/9 + 1)) - 7/6))
[40134] ['1/7', '1', '8/7', '5/4', '9'] -> (9 / ((1/7 / 8/7) - (1 - 5/4)))
[40135] ['5/7', '8/7', '9/5', '2', '3'] -> ((3 / (5/7 / 8/7)) / (2 - 9/5))
[40136] ['3/8', '3/4', '5/2', '5', '5'] -> (5 * (5 - ((3/8 / 3/4) / 5/2)))
[40137] ['2/5', '7/6', '9/7', '2', '7'] -> ((7/6 * 9/7) + ((2 + 7) / 2/5))
[40138] ['1/2', '2/3', '5/7', '7', '7'] -> (((7 + (7 / 2/3)) / 5/7) - 1/2)
[40139] ['1/7', '1', '8/7', '9/7', '9'] -> ((8/7 * 9) / (9/7 + (1/7 - 1)))
[40140] ['5/7', '5/7', '7/6', '5', '7'] -> ((5 - (5/7 / 5/7)) / (7/6 / 7))
[40141] ['2/5', '7/6', '4/3', '2', '7'] -> ((7/6 + 2) + ((4/3 + 7) / 2/5))
[40142] ['5/7', '8/7', '2', '7/3', '3'] -> ((8/7 * 3) / ((2 / 7/3) - 5/7))
[40143] ['1/2', '2/3', '4/5', '7', '7'] -> ((7 / 7) / (2/3 - (1/2 / 4/5)))
[40144] ['2/5', '2/5', '8/9', '7', '8'] -> ((8 + (2/5 * 7)) / (2/5 / 8/9))
[40145] ['5/7', '5/6', '8/5', '2', '9'] -> (8/5 * ((2 / 5/6) + (9 / 5/7)))
[40146] ['1/8', '5/9', '2', '5/2', '9'] -> ((9 / 5/9) / ((2 / 5/2) - 1/8))
[40147] ['3/8', '7/9', '7/9', '5', '5'] -> (((5 + 5) - (7/9 / 7/9)) / 3/8)
[40148] ['1/8', '1/3', '3/7', '6', '8'] -> (6 / ((1/8 / 3/7) - (1/3 / 8)))
[40149] ['5/7', '5/7', '9/7', '5', '7'] -> (5 + (7 * (9/7 + (5/7 + 5/7))))
[40150] ['1/9', '1', '7/6', '8/5', '4'] -> (((4 / 8/5) - (1 - 7/6)) / 1/9)
[40151] ['7/9', '4/5', '9/8', '2', '6'] -> ((2 / (7/9 - (4/5 / 9/8))) - 6)
[40152] ['2/5', '2/5', '8/7', '7', '8'] -> ((8/7 + (2/5 / 7)) / (2/5 / 8))
[40153] ['6/7', '9/8', '9/5', '4', '5'] -> ((6/7 * 5) * (4 + (9/5 / 9/8)))
[40154] ['1/2', '2/3', '9/8', '7', '7'] -> ((7 / 7) / ((1/2 + 2/3) - 9/8))
[40155] ['1/7', '4/5', '7/3', '3', '3'] -> ((3 + (3 / 7/3)) / (1/7 / 4/5))
[40156] ['1/8', '5/9', '2', '7/2', '9'] -> (((5/9 * 9) - 7/2) / (1/8 / 2))
[40157] ['5/7', '7/6', '6/5', '2', '3'] -> ((3 / (2 - (5/7 + 7/6))) - 6/5)
[40158] ['1/7', '1', '8/7', '9/2', '9'] -> ((1 + (9 / 9/2)) / (1/7 / 8/7))
[40159] ['7/9', '4/5', '8/7', '2', '6'] -> (6 * ((8/7 / 4/5) + (2 / 7/9)))
[40160] ['2/5', '2/5', '9/7', '7', '8'] -> (8 + (7 * (9/7 + (2/5 / 2/5))))
[40161] ['6/7', '9/8', '7/3', '4', '5'] -> ((4 + 5) / (6/7 - (9/8 / 7/3)))
[40162] ['5/7', '5/7', '5/3', '5', '7'] -> ((7 + (5/7 / 5/7)) / (5/3 / 5))
[40163] ['1/8', '4/7', '3/5', '2', '9'] -> ((4/7 * 3/5) * ((9 / 1/8) - 2))
[40164] ['7/9', '4/5', '7/6', '2', '6'] -> (6 * ((7/6 / 7/9) + (2 / 4/5)))
[40165] ['1/9', '4/7', '5/6', '9', '9'] -> (((9 + 9) / 4/7) - (5/6 / 1/9))
[40166] ['1/2', '2/3', '5/4', '7', '7'] -> ((7 / 7) / (2/3 - (1/2 * 5/4)))
[40167] ['3/8', '7/9', '6/7', '5', '5'] -> ((5 * 5) / (3/8 + (7/9 * 6/7)))
[40168] ['6/7', '9/8', '5/2', '4', '5'] -> (((5/2 + 5) / (9/8 - 6/7)) - 4)
[40169] ['1/9', '1', '7/6', '7/3', '4'] -> (4 / (1/9 * (1 + (7/6 / 7/3))))
[40170] ['5/7', '5/7', '9/5', '5', '7'] -> ((5/7 + (5/7 * 9/5)) * (5 + 7))
[40171] ['5/7', '5/6', '2', '7/3', '9'] -> ((2 - (5/7 / 5/6)) * (7/3 * 9))
[40172] ['5/7', '7/6', '4/3', '2', '3'] -> ((4/3 / 7/6) / (5/7 - (2 / 3)))
[40173] ['2/5', '2/5', '5/3', '7', '8'] -> ((5/3 * (7 + 8)) - (2/5 / 2/5))
[40174] ['1/8', '4/7', '5/8', '2', '9'] -> (((5/8 + (2 / 4/7)) / 1/8) - 9)
[40175] ['1/9', '4/7', '7/8', '9', '9'] -> ((9 / 7/8) / ((1/9 * 9) - 4/7))
[40176] ['1/8', '1/3', '6/5', '6', '8'] -> (6 * ((8 / 6/5) - (1/3 / 1/8)))
[40177] ['1/7', '4/5', '3', '3', '7/2'] -> ((3 - 1/7) * (7/2 * (4/5 * 3)))
[40178] ['5/7', '5/7', '7/3', '5', '7'] -> ((5/7 + 5) * (7 / (5/7 * 7/3)))
[40179] ['1/8', '4/7', '2/3', '2', '9'] -> (((1/8 * 2) + (9 / 4/7)) / 2/3)
[40180] ['2/5', '2/5', '5/2', '7', '8'] -> (((2/5 + 7) / 2/5) - (5/2 - 8))
