[26854] ['1/7', '3/7', '1', '5/2', '5'] -> (((3/7 + 1) + (5 / 5/2)) / 1/7)
[31772] ['2/9', '2/9', '5/4', '7', '8'] -> ((((2/9 + 8) / 2/9) - 7) / 5/4)
[31773] ['2/9', '6/7', '9/2', '5', '5'] -> (((9/2 - 5) + (5 / 6/7)) / 2/9)
[31774] ['3/7', '4/5', '9/8', '7', '9'] -> (9 / ((3/7 / 4/5) - (9/8 / 7)))
[31775] ['8/7', '4/3', '4/3', '2', '9'] -> (9 * ((4/3 / 8/7) + (2 / 4/3)))
[31776] ['3/8', '7/9', '7/8', '7', '7'] -> ((7 + 7) / (7/8 - (3/8 * 7/9)))
[31777] ['2/9', '2/9', '9/7', '7', '8'] -> (8 + (7 * (9/7 + (2/9 / 2/9))))
[31778] ['1/2', '8/9', '9/7', '4', '5'] -> (((5 / 9/7) - 8/9) / (1/2 / 4))
[31779] ['1', '7/6', '9/7', '8/5', '8'] -> ((1 + (7/6 * 9/7)) * (8/5 + 8))
[31780] ['3/4', '4/5', '6/7', '8', '9'] -> ((8 / 4/5) + (9 / (3/4 * 6/7)))
[31781] ['4/9', '4/9', '4/9', '5', '7'] -> ((5 + 7) / (4/9 / (4/9 + 4/9)))
[31782] ['8/7', '4/3', '8/5', '2', '9'] -> ((8/7 + 8/5) * (2 + (9 / 4/3)))
[31783] ['7/9', '6/7', '6/5', '6', '7'] -> ((6/7 + 6/5) * (7 + (7/9 * 6)))
[31784] ['4/9', '4/9', '5/9', '5', '7'] -> (((4/9 * 7) - 4/9) / (5/9 / 5))
[31785] ['3/4', '4/5', '7/8', '8', '9'] -> (3/4 / ((9 / 8) - (7/8 / 4/5)))
[31786] ['3/7', '3/4', '4/3', '2', '6'] -> (6 / ((3/4 / 3/7) - (2 / 4/3)))
[31787] ['8/7', '4/3', '9/5', '2', '9'] -> ((8/7 * 9/5) * (9 + (4/3 * 2)))
[31788] ['5/7', '9/8', '9/5', '2', '8'] -> ((9/5 / 9/8) + (8 / (5/7 / 2)))
[31789] ['2/9', '3/7', '7/4', '2', '7'] -> (2 / (3/7 * (7/4 - (2/9 * 7))))
[31790] ['4/9', '4/9', '3/5', '5', '7'] -> ((3/5 * 5) * (7 + (4/9 / 4/9)))
[31791] ['7/9', '6/7', '5/4', '6', '7'] -> (6/7 / (((7 - 6) / 7/9) - 5/4))
[31792] ['3/7', '5/9', '7/5', '2', '9'] -> (2 * (3/7 + (9 / (5/9 * 7/5))))
[31793] ['4/9', '7/5', '8/5', '2', '3'] -> ((8/5 + 2) / ((7/5 / 4/9) - 3))
[31794] ['2/9', '7/8', '6/5', '5', '5'] -> (((5 / 2/9) - 5) / (7/8 / 6/5))
[31795] ['2/9', '3/7', '9/5', '2', '7'] -> ((9/5 * 7) * (2 - (2/9 * 3/7)))
[31796] ['2/9', '2/9', '5/2', '7', '8'] -> (7 / (2/9 + ((2/9 * 5/2) / 8)))
[31797] ['1', '7/6', '4/3', '7/5', '8'] -> ((1 + (4/3 / 7/6)) * (7/5 * 8))
[31798] ['3/7', '3/4', '5/3', '2', '6'] -> (((2 / 3/7) - 5/3) / (3/4 / 6))
[31799] ['1/2', '9/8', '9/8', '4', '5'] -> ((5 * (9/8 + 4)) - (1/2 + 9/8))
[31800] ['7/9', '6/7', '7/5', '6', '7'] -> (7/9 * (6/7 + (7 / (7/5 / 6))))
[31801] ['5/7', '9/8', '2', '7/3', '8'] -> (7/3 * ((9/8 * 8) - (5/7 - 2)))
[31802] ['4/9', '7/5', '7/4', '2', '3'] -> (2 / ((4/9 * 3) - (7/4 / 7/5)))
[31803] ['2/9', '2/9', '9/2', '7', '8'] -> (8 / ((2/9 * (7 - 9/2)) - 2/9))
[31804] ['3/7', '4/5', '5/3', '7', '9'] -> ((7 / 3/7) + (9 - (4/5 * 5/3)))
[31805] ['3/7', '3/4', '7/4', '2', '6'] -> (2 * (3/4 + (7/4 * (3/7 + 6))))
[31806] ['3/8', '7/9', '9/7', '7', '7'] -> ((3/8 * 9/7) * (7/9 + (7 * 7)))
[31807] ['5/7', '9/8', '2', '5/2', '8'] -> ((8 + (2 / 5/7)) / (9/8 / 5/2))
[31808] ['4/9', '4/9', '7/9', '5', '7'] -> ((4/9 + (4/9 * 5)) / (7/9 / 7))
[31809] ['2/9', '3/7', '2', '5/2', '7'] -> (((2 / 2/9) - 3/7) / (5/2 / 7))
[31810] ['8/7', '7/5', '7/4', '2', '9'] -> (9 / (7/5 * (8/7 - (7/4 / 2))))
[31811] ['3/7', '5/9', '5/3', '2', '9'] -> ((3/7 + (5/3 / 5/9)) * (9 - 2))
[31812] ['3/7', '4/5', '5/2', '7', '9'] -> ((4/5 * 5/2) * (9 + (3/7 * 7)))
[31813] ['7/9', '7/8', '8/9', '6', '7'] -> ((6 * 7) / (7/8 + (7/9 / 8/9)))
[31814] ['1', '7/6', '7/5', '9/4', '8'] -> (7/5 * ((9/4 * 8) - (1 / 7/6)))
[31815] ['2/9', '1/4', '2/5', '7', '8'] -> ((2/9 / 1/4) * (7 + (8 / 2/5)))
[31816] ['4/9', '7/5', '2', '5/2', '3'] -> (3 * ((7/5 * 5/2) + (2 / 4/9)))
[31817] ['4/9', '4/9', '7/8', '5', '7'] -> (5 + ((4/9 + (7 / 7/8)) / 4/9))
[31818] ['8/7', '7/5', '2', '7/3', '9'] -> ((2 + (8/7 * 7/5)) * (9 - 7/3))
[31819] ['1', '7/6', '7/5', '7/3', '8'] -> ((1 + 7/5) * (8 + (7/3 / 7/6)))
[31820] ['2/9', '1/4', '4/7', '7', '8'] -> ((1/4 - (7 / 4/7)) + (8 / 2/9))
[31821] ['4/9', '4/9', '9/8', '5', '7'] -> (((5 / 4/9) + (7 / 4/9)) / 9/8)
[31822] ['7/9', '7/8', '6/5', '6', '7'] -> (7 / (6 * (7/9 - (7/8 / 6/5))))
[31823] ['3/7', '4/5', '9/2', '7', '9'] -> (9 / ((9/2 / (4/5 * 7)) - 3/7))
[31824] ['8/7', '7/5', '2', '7/2', '9'] -> (7/5 * ((8/7 + 9) + (2 * 7/2)))
[31825] ['4/5', '6/7', '1', '4/3', '3'] -> (3 / ((1 / (4/5 * 6/7)) - 4/3))
[31826] ['5/7', '7/6', '6/5', '2', '8'] -> (8 * (2 + (6/5 * (5/7 * 7/6))))
[31827] ['4/9', '4/9', '6/5', '5', '7'] -> (5 * (7 - (6/5 + (4/9 / 4/9))))
[31828] ['3/7', '5/6', '5/6', '7', '9'] -> ((3/7 * 7) * (9 - (5/6 / 5/6)))
[31829] ['3/7', '5/9', '2', '7/2', '9'] -> (7/2 * ((9 * (3/7 + 5/9)) - 2))
[31830] ['1/2', '8/7', '9/5', '4', '5'] -> (5 * ((4 / 8/7) - (1/2 - 9/5)))
[31831] ['2/9', '1/4', '5/8', '7', '8'] -> (((1/4 + 7) / 2/9) - (5/8 + 8))
[31832] ['3/8', '7/9', '8/3', '7', '7'] -> (3/8 + ((7 * 7) / (7/9 * 8/3)))
[31833] ['2/9', '7/8', '7/3', '5', '5'] -> (7/3 / ((2/9 + 7/8) - (5 / 5)))
[31834] ['3/7', '5/6', '6/7', '7', '9'] -> (9 * ((7 * (3/7 / 6/7)) - 5/6))
[31835] ['1/2', '8/7', '9/4', '4', '5'] -> (9/4 + (4 * (5 + (1/2 / 8/7))))
[31836] ['5/7', '7/6', '5/3', '2', '8'] -> (((7/6 + 8) / (5/7 / 2)) - 5/3)
[31837] ['8/7', '3/2', '8/5', '2', '9'] -> (8/7 * ((9 / (2 - 8/5)) - 3/2))
[31838] ['3/4', '6/7', '7/8', '8', '9'] -> (8 + (9 / (7/8 * (3/4 * 6/7))))
[31839] ['7/9', '7/8', '7/5', '6', '7'] -> ((6 + (7 / 7/9)) / (7/8 / 7/5))
[31840] ['1', '7/6', '8/5', '7/4', '8'] -> ((8/5 + 8) * (1 + (7/4 / 7/6)))
[31841] ['4/9', '3/2', '9/5', '2', '3'] -> (3 / (2 - (3/2 / (4/9 * 9/5))))
[31842] ['4/9', '4/9', '9/7', '5', '7'] -> ((4/9 + (4/9 * 5)) * (9/7 * 7))
[31843] ['3/7', '7/9', '8/7', '2', '6'] -> ((2 + ((8/7 + 6) / 3/7)) / 7/9)
[31844] ['3/7', '4/7', '4/7', '2', '9'] -> ((2 + (4/7 / 4/7)) + (9 / 3/7))
[31845] ['5/7', '7/6', '7/4', '2', '8'] -> ((2 + 8) / (5/7 * (7/4 - 7/6)))
[31846] ['4/5', '6/7', '1', '7/4', '3'] -> ((3 / 7/4) / ((6/7 / 4/5) - 1))
[31847] ['3/4', '6/7', '8/9', '8', '9'] -> (((8 / 6/7) + (9 / 3/4)) / 8/9)
[31848] ['7/9', '7/8', '3/2', '6', '7'] -> ((6 + (7 / 7/9)) / (3/2 - 7/8))
[31849] ['1/2', '7/6', '7/5', '4', '5'] -> ((4 * (1/2 + 7/6)) * (5 - 7/5))
[31850] ['4/9', '8/5', '8/5', '2', '3'] -> ((8/5 + 8/5) * (3 + (2 / 4/9)))
[31851] ['5/7', '7/6', '2', '9/4', '8'] -> ((2 + (9/4 * 8)) / (5/7 * 7/6))
[31852] ['2/9', '7/8', '7/2', '5', '5'] -> (((7/2 - 5) + (5 / 2/9)) / 7/8)
[31853] ['4/5', '6/7', '1', '9/4', '3'] -> ((3 / (4/5 * (1 - 6/7))) - 9/4)
[31854] ['7/9', '7/8', '9/5', '6', '7'] -> ((7 + (7/9 * 6)) / (7/8 / 9/5))
[31855] ['4/9', '4/9', '9/5', '5', '7'] -> ((9/5 * 5) * ((4/9 * 7) - 4/9))
[31856] ['1', '7/6', '8/5', '8/3', '8'] -> ((8/5 + 8) * (8/3 + (1 - 7/6)))
[31857] ['4/5', '6/7', '1', '7/3', '3'] -> (6/7 / ((3 / 7/3) - (1 / 4/5)))
[31858] ['2/9', '7/8', '9/2', '5', '5'] -> ((5 + 5) / (2/9 + (7/8 / 9/2)))
[31859] ['7/9', '7/8', '5/2', '6', '7'] -> ((6 * (7/9 / 7/8)) * (7 - 5/2))
[31860] ['1/2', '6/5', '9/7', '4', '5'] -> ((9/7 * 4) * (1/2 + (5 / 6/5)))
[31861] ['3/4', '6/7', '4/3', '8', '9'] -> (9 + ((3/4 + 6/7) * (4/3 + 8)))
[31862] ['4/5', '6/7', '1', '5/2', '3'] -> (4/5 / ((3 / 5/2) - (1 / 6/7)))
[31863] ['3/7', '7/9', '8/5', '2', '6'] -> (8/5 * ((6 / (7/9 / 2)) - 3/7))
[31864] ['1', '7/6', '8/5', '9/2', '8'] -> (8/5 * (9/2 + (7/6 * (1 + 8))))
[31865] ['7/9', '8/9', '8/9', '6', '7'] -> (8/9 / ((8/9 / 6) - (7/9 / 7)))
[31866] ['4/9', '4/9', '7/2', '5', '7'] -> ((4/9 + (4/9 * 7/2)) * (5 + 7))
[31867] ['3/7', '7/9', '7/4', '2', '6'] -> ((6 + (2 / 3/7)) / (7/9 / 7/4))
[31868] ['3/7', '3/5', '3/4', '2', '9'] -> ((2 + (3/5 / 3/4)) * (9 - 3/7))
[31869] ['8/7', '8/5', '2', '7/3', '9'] -> (7/3 * ((2 + 9) - (8/7 / 8/5)))
[31870] ['2/9', '8/9', '7/6', '5', '5'] -> ((8/9 / 2/9) / (7/6 - (5 / 5)))
[31871] ['3/7', '5/6', '7/5', '7', '9'] -> ((7 + (9 / 3/7)) / (5/6 * 7/5))
[31872] ['7/9', '8/9', '9/8', '6', '7'] -> ((6 + 7) / ((7/9 + 8/9) - 9/8))
[31873] ['2/9', '1/4', '5/4', '7', '8'] -> ((8 / 2/9) - (7 + (5/4 / 1/4)))
[31874] ['1', '7/6', '5/3', '9/5', '8'] -> (((1 + 9/5) * (7/6 + 8)) - 5/3)
[31875] ['4/9', '4/9', '9/2', '5', '7'] -> (9/2 * ((4/9 * 5) + (4/9 * 7)))
[31876] ['3/7', '7/9', '9/5', '2', '6'] -> (((6 / 7/9) - 2) / (3/7 / 9/5))
[31877] ['2/9', '1/4', '9/7', '7', '8'] -> ((8 - (7 * (2/9 * 9/7))) / 1/4)
[31878] ['3/7', '5/6', '8/5', '7', '9'] -> ((7 / 3/7) + (9 - (5/6 * 8/5)))
[31879] ['5/7', '6/5', '5/3', '2', '8'] -> (5/3 * ((6/5 + 2) + (8 / 5/7)))
[31880] ['3/4', '6/7', '5/3', '8', '9'] -> (6/7 * (8 + (9 / (3/4 / 5/3))))
[31881] ['4/9', '8/5', '2', '3', '7/2'] -> (8/5 * ((2 / 4/9) + (3 * 7/2)))
[31882] ['7/9', '8/9', '5/4', '6', '7'] -> (6 / (5/4 - (8/9 + (7/9 / 7))))
[31883] ['3/7', '5/6', '9/5', '7', '9'] -> (5/6 * (9/5 + (9 * (3/7 * 7))))
[31884] ['7/9', '8/9', '9/7', '6', '7'] -> ((9/7 - 7/9) * (7 / (8/9 / 6)))
[31885] ['5/7', '6/5', '2', '9/4', '8'] -> ((5/7 * 2) * ((9/4 * 8) - 6/5))
[31886] ['3/7', '3/5', '8/9', '2', '9'] -> ((2 - 8/9) * (3/5 + (9 / 3/7)))
[31887] ['4/9', '5/3', '9/5', '2', '3'] -> ((5/3 + (9/5 * (2 + 3))) / 4/9)
[31888] ['8/7', '5/3', '2', '5/2', '9'] -> ((8/7 * 2) * (9 + (5/2 / 5/3)))
[31889] ['7/9', '8/9', '7/5', '6', '7'] -> ((7/9 + 8/9) * (7 + (7/5 + 6)))
[31890] ['3/7', '5/6', '7/3', '7', '9'] -> ((7 * (3/7 / 5/6)) * (9 - 7/3))
[31891] ['4/9', '1/2', '3/4', '5', '7'] -> (((7 / 4/9) - (3/4 * 5)) / 1/2)
[31892] ['2/9', '8/9', '7/4', '5', '5'] -> (2/9 + (8/9 * (7/4 + (5 * 5))))
[31893] ['2/9', '1/2', '7/5', '2', '7'] -> ((7 / (2/9 * 7/5)) - (1/2 - 2))
[31894] ['8/7', '5/3', '2', '7/2', '9'] -> (9 * ((8/7 + 2) - (5/3 / 7/2)))
[31895] ['3/7', '5/6', '8/3', '7', '9'] -> ((3/7 * (5/6 + 8/3)) * (7 + 9))
[31896] ['1', '7/6', '9/5', '7/3', '8'] -> (8 / (7/6 - (7/3 / (1 + 9/5))))
[31897] ['3/7', '3/5', '7/6', '2', '9'] -> ((3/5 + 9) * (2 + (3/7 * 7/6)))
[31898] ['4/9', '7/4', '7/4', '2', '3'] -> (3 * ((7/4 + 7/4) + (2 / 4/9)))
[31899] ['4/5', '7/8', '1', '9/7', '3'] -> (3 / ((1 / 4/5) - (7/8 * 9/7)))
[31900] ['2/9', '8/9', '5/2', '5', '5'] -> ((5/2 - 5) + ((8/9 + 5) / 2/9))
[31901] ['4/9', '1/2', '4/5', '5', '7'] -> ((1/2 + 7) * (5 - (4/5 / 4/9)))
[31902] ['2/9', '2/7', '1/3', '7', '8'] -> ((1/3 * 7) * (8 / (2/9 / 2/7)))
[31903] ['3/7', '3/5', '5/4', '2', '9'] -> ((2 / 5/4) + ((3/5 + 9) / 3/7))
[31904] ['4/5', '7/8', '1', '4/3', '3'] -> ((3 / 4/3) / ((7/8 / 4/5) - 1))
[31905] ['1', '7/6', '9/5', '8/3', '8'] -> ((8 / (9/5 * (7/6 - 1))) - 8/3)
[31906] ['2/9', '8/9', '7/2', '5', '5'] -> ((7/2 / (2/9 / 8/9)) + (5 + 5))
[31907] ['3/8', '4/5', '3/2', '7', '7'] -> (3/8 + (3/2 * (7 + (7 / 4/5))))
[31908] ['4/9', '1/2', '6/7', '5', '7'] -> (((1/2 * 5) + (7 / 6/7)) / 4/9)
[31909] ['3/7', '4/5', '8/7', '2', '6'] -> (3/7 + ((8/7 + 2) / (4/5 / 6)))
[31910] ['3/7', '3/5', '4/3', '2', '9'] -> ((2 + (3/5 * 4/3)) * (9 - 3/7))
[31911] ['5/7', '5/4', '9/5', '2', '8'] -> ((2 + (8 / 5/7)) / (9/5 - 5/4))
[31912] ['8/7', '7/4', '2', '9/4', '9'] -> ((9/4 + 9) / (2 - (7/4 / 8/7)))
[31913] ['4/9', '7/4', '2', '5/2', '3'] -> (3 / ((2 / 4/9) - (7/4 * 5/2)))
[31914] ['3/4', '7/8', '7/5', '8', '9'] -> ((9 + (3/4 * 8)) / (7/8 / 7/5))
[31915] ['1/2', '9/7', '9/4', '4', '5'] -> ((5 + (4 / (9/7 / 9/4))) / 1/2)
[31916] ['2/9', '2/7', '2/5', '7', '8'] -> ((2/7 + (2/5 * 7)) * (8 - 2/9))
[31917] ['3/7', '3/5', '3/2', '2', '9'] -> ((3/5 + 3/2) * (9 + (3/7 + 2)))
[31918] ['5/7', '5/4', '2', '7/3', '8'] -> ((2 + 8) / ((5/7 * 7/3) - 5/4))
[31919] ['8/7', '7/4', '2', '9/2', '9'] -> ((9 / (7/4 / 9/2)) - (8/7 - 2))
[31920] ['4/9', '7/4', '2', '3', '7/2'] -> (2 * ((7/4 + 7/2) + (3 / 4/9)))
[31921] ['4/9', '1/2', '8/7', '5', '7'] -> ((5 - 8/7) * (7 * (4/9 / 1/2)))
[31922] ['3/7', '4/5', '5/4', '2', '6'] -> (2 * (4/5 + (6 / (3/7 * 5/4))))
[31923] ['5/7', '5/4', '2', '8/3', '8'] -> ((8/3 * (8 + (5/4 / 5/7))) - 2)
[31924] ['3/7', '3/5', '7/4', '2', '9'] -> (7/4 * (((3/7 + 9) / 3/5) - 2))
[31925] ['3/8', '4/5', '9/5', '7', '7'] -> ((9/5 / 3/8) / ((7 / 7) - 4/5))
[31926] ['3/7', '6/7', '8/5', '7', '9'] -> (8/5 * ((9 / 3/7) - (6/7 * 7)))
[31927] ['7/9', '9/8', '4/3', '6', '7'] -> ((6 + 7) / (9/8 - (7/9 / 4/3)))
[31928] ['2/9', '9/8', '6/5', '5', '5'] -> (5 / ((5 * (2/9 * 6/5)) - 9/8))
[31929] ['3/7', '4/5', '9/7', '2', '6'] -> ((4/5 * 6) * (2 + (9/7 / 3/7)))
[31930] ['4/5', '7/8', '1', '5/2', '3'] -> (3 / ((4/5 * 5/2) - (7/8 + 1)))
[31931] ['4/9', '9/5', '2', '9/4', '3'] -> (2 / ((4/9 * 3) - (9/4 / 9/5)))
[31932] ['3/7', '3/5', '2', '9/4', '9'] -> ((9 / (2 * (3/5 - 3/7))) - 9/4)
[31933] ['3/7', '4/5', '4/3', '2', '6'] -> ((4/5 + 2) * (4/3 * (3/7 + 6)))
[31934] ['1', '6/5', '6/5', '9/7', '8'] -> (8 * ((6/5 / (9/7 - 1)) - 6/5))
[31935] ['3/8', '4/5', '7/3', '7', '7'] -> (7 / ((7/3 / 4/5) - (3/8 * 7)))
[31936] ['4/9', '9/5', '2', '7/3', '3'] -> (2 / (3 - (7/3 / (4/9 * 9/5))))
[31937] ['4/9', '1/2', '4/3', '5', '7'] -> (((7 / 4/9) - (5 / 4/3)) / 1/2)
[31938] ['4/5', '8/9', '8/9', '1', '3'] -> ((8/9 * 3) / ((8/9 / 4/5) - 1))
[31939] ['1/2', '7/5', '7/4', '4', '5'] -> ((7/5 + 5) * (7/4 + (1/2 * 4)))
[31940] ['3/8', '4/5', '5/2', '7', '7'] -> (((7 / 5/2) - (4/5 - 7)) / 3/8)
[31941] ['3/7', '3/5', '2', '9/2', '9'] -> (((9 / (3/5 - 3/7)) - 9/2) / 2)
[31942] ['5/7', '4/3', '4/3', '2', '8'] -> (((5/7 + 2) * (4/3 + 8)) - 4/3)
[31943] ['3/7', '4/5', '3/2', '2', '6'] -> ((4/5 + 2) * ((3/2 * 6) - 3/7))
[31944] ['2/9', '5/9', '5/4', '2', '7'] -> (7 / ((2/9 - 5/9) + (5/4 / 2)))
[31945] ['7/9', '9/8', '5/3', '6', '7'] -> ((6 - (5/3 / 7/9)) / (9/8 / 7))
[31946] ['4/9', '9/5', '2', '3', '7/2'] -> ((4/9 * 3) / (2 - (7/2 / 9/5)))
[31947] ['5/7', '4/3', '3/2', '2', '8'] -> (8 / (5/7 - (4/3 / (3/2 + 2))))
[31948] ['4/9', '1/2', '8/5', '5', '7'] -> ((5 * (4/9 / 1/2)) * (7 - 8/5))
[31949] ['3/8', '4/5', '7/2', '7', '7'] -> ((3/8 - 7) + (7 / (4/5 / 7/2)))
[31950] ['4/9', '9/5', '2', '3', '9/2'] -> (((2 * 9/2) + (3 / 9/5)) / 4/9)
[31951] ['7/9', '9/8', '9/5', '6', '7'] -> ((6 + (7 / 7/9)) / (9/8 / 9/5))
[31952] ['1', '6/5', '5/4', '9/7', '8'] -> (6/5 * ((1 / (9/7 - 5/4)) - 8))
[31953] ['5/7', '4/3', '8/5', '2', '8'] -> ((5/7 * (4/3 + 8)) * (8/5 + 2))
[31954] ['2/9', '9/8', '7/4', '5', '5'] -> (2/9 + ((7/4 + (5 * 5)) / 9/8))
[31955] ['2/9', '5/9', '7/5', '2', '7'] -> (((2/9 + 7) * (7/5 + 2)) - 5/9)
[31956] ['8/7', '2', '9/4', '9/4', '9'] -> (9 / ((9/4 / (2 - 8/7)) - 9/4))
[31957] ['2/9', '2/7', '6/7', '7', '8'] -> ((7 * 8) * ((2/7 / 2/9) - 6/7))
[31958] ['7/9', '9/8', '5/2', '6', '7'] -> (6 * (7 - (7/9 + (5/2 / 9/8))))
[31959] ['1', '6/5', '5/4', '7/5', '8'] -> (((1 + 5/4) * (7/5 * 8)) - 6/5)
[31960] ['2/9', '9/8', '9/5', '5', '5'] -> ((5 + (2/9 * 9/5)) / (9/8 / 5))
[31961] ['3/7', '7/8', '8/5', '7', '9'] -> ((9 / 8/5) + ((7/8 + 7) / 3/7))
[31962] ['2/9', '5/9', '2', '9/4', '7'] -> (2 / ((7 * (5/9 - 2/9)) - 9/4))
[31963] ['2/9', '9/8', '7/3', '5', '5'] -> (7/3 / ((2/9 - 9/8) + (5 / 5)))
[31964] ['4/9', '5/9', '5/9', '5', '7'] -> (7 + ((4/9 + (5 / 5/9)) / 5/9))
[31965] ['2/9', '2/7', '9/8', '7', '8'] -> ((8 - (2/7 * 7)) / (2/9 * 9/8))
[31966] ['4/5', '8/9', '1', '7/5', '3'] -> (((1 + 7/5) / (8/9 - 4/5)) - 3)
[31967] ['3/7', '4/5', '2', '7/2', '6'] -> (6 * ((3/7 * 7/2) + (2 / 4/5)))
[31968] ['2/9', '4/7', '4/7', '2', '7'] -> (2 + (7 * (4/7 + (4/7 / 2/9))))
[31969] ['1', '6/5', '9/7', '4/3', '8'] -> (8 / ((4/3 / 6/5) - (1 / 9/7)))
[31970] ['3/7', '4/5', '2', '9/2', '6'] -> ((2 + 9/2) + (6 / (3/7 * 4/5)))
[31971] ['4/9', '5/9', '5/6', '5', '7'] -> ((5 + (5/9 * 7)) / (4/9 * 5/6))
[31972] ['1/2', '1/2', '3/5', '2', '3'] -> ((2 + (3 / (1/2 * 3/5))) / 1/2)
[31973] ['4/5', '8/9', '1', '5/3', '3'] -> (3 / (4/5 - (1 / (8/9 * 5/3))))
[31974] ['3/7', '7/8', '5/2', '7', '9'] -> (9 / ((7/8 + 5/2) - (3/7 * 7)))
[31975] ['1/2', '1/2', '5/7', '2', '3'] -> (((3 / (5/7 - 1/2)) - 2) / 1/2)
[31976] ['2/9', '4/7', '5/8', '2', '7'] -> ((2 / (2/9 * 7)) / (5/8 - 4/7))
[31977] ['1/2', '4', '9/2', '9/2', '5'] -> (((5 + (9/2 + 9/2)) / 1/2) - 4)
[31978] ['2/9', '2/7', '6/5', '7', '8'] -> ((8 / (2/7 + (2/9 / 7))) - 6/5)
[31979] ['4/9', '5/9', '9/8', '5', '7'] -> (((7 / 9/8) - (5/9 - 5)) / 4/9)
[31980] ['3/4', '8/7', '7/5', '8', '9'] -> ((8/7 * 7/5) * (9 + (3/4 * 8)))
[31981] ['5/7', '7/5', '2', '9/4', '8'] -> ((8 * (9/4 + (5/7 * 7/5))) - 2)
[31982] ['3/8', '5/6', '5/4', '7', '7'] -> ((7 / 7) / (5/4 - (3/8 + 5/6)))
[31983] ['8/7', '2', '7/2', '9/2', '9'] -> ((7/2 * (9 + (8/7 - 2))) - 9/2)
[31984] ['5/9', '5/9', '5/9', '4', '5'] -> ((5/9 + (5/9 * 5)) / (5/9 / 4))
[31985] ['2/9', '2/7', '9/7', '7', '8'] -> (8 / ((2/9 * (2/7 + 7)) - 9/7))
[31986] ['5/7', '7/5', '2', '9/2', '8'] -> ((2 * (9/2 + 8)) - (5/7 * 7/5))
[31987] ['2/9', '4/7', '3/4', '2', '7'] -> ((3/4 * 7) * (2 + (4/7 / 2/9)))
[31988] ['3/7', '5/8', '7/5', '2', '9'] -> (9 / ((2 / 7/5) - (3/7 + 5/8)))
[31989] ['3/7', '5/6', '9/8', '2', '6'] -> ((6 / (3/7 * 2)) / (9/8 - 5/6))
[31990] ['7/9', '8/7', '7/5', '6', '7'] -> ((8/7 * 7/5) * (6 + (7 / 7/9)))
[31991] ['1/2', '1/2', '8/9', '2', '3'] -> ((3 / 2) / ((1/2 / 8/9) - 1/2))
[31992] ['3/7', '8/9', '7/6', '7', '9'] -> (8/9 * ((7 / 7/6) + (9 / 3/7)))
[31993] ['4/5', '8/9', '1', '8/3', '3'] -> (1 / ((3 / 8/9) - (8/3 / 4/5)))
[31994] ['5/7', '3/2', '5/3', '2', '8'] -> (8 / (3/2 - (5/3 / (5/7 * 2))))
[31995] ['3/7', '5/8', '8/5', '2', '9'] -> ((2 + (5/8 * 8/5)) + (9 / 3/7))
[31996] ['1/2', '1/2', '8/7', '2', '3'] -> (3 / (2 * (1/2 - (1/2 / 8/7))))
[31997] ['3/7', '5/6', '6/5', '2', '6'] -> ((5/6 * 6) * (2 + (6/5 / 3/7)))
[31998] ['4/9', '5/9', '8/3', '5', '7'] -> ((5 * (7 + (5/9 - 8/3))) - 4/9)
[31999] ['1/2', '1/2', '7/6', '2', '3'] -> (2 / ((1/2 * (3 - 1/2)) - 7/6))
[32000] ['3/4', '8/7', '5/2', '8', '9'] -> ((8/7 * (5/2 + 8)) + (9 / 3/4))
[32001] ['5/9', '5/9', '7/8', '4', '5'] -> (((5/9 / 5/9) + (4 * 5)) / 7/8)
[32002] ['2/9', '2/7', '5/3', '7', '8'] -> ((7 / 2/7) - (8 - (5/3 / 2/9)))
[32003] ['1', '6/5', '9/7', '8/3', '8'] -> (8 * ((1 / 9/7) + (8/3 / 6/5)))
[32004] ['7/6', '7/6', '8/5', '2', '9'] -> ((8/5 + 2) * (9 - (7/6 + 7/6)))
[32005] ['5/9', '5/9', '8/9', '4', '5'] -> (5 * (4 + (8/9 / (5/9 + 5/9))))
[32006] ['7/9', '8/7', '9/5', '6', '7'] -> ((8/7 * 9/5) * (7 + (7/9 * 6)))
[32007] ['3/4', '7/6', '7/6', '8', '9'] -> (((7/6 / 7/6) + (8 + 9)) / 3/4)
[32008] ['1', '6/5', '9/7', '7/2', '8'] -> ((6/5 * 7/2) * (8 - (1 + 9/7)))
[32009] ['3/8', '5/6', '7/4', '7', '7'] -> ((7 + (7 / 7/4)) / (5/6 - 3/8))
[32010] ['7/6', '7/6', '2', '9/2', '9'] -> (((9 * (9/2 - 7/6)) - 2) / 7/6)
[32011] ['5/9', '5/9', '8/7', '4', '5'] -> (8/7 * ((5/9 / 5/9) + (4 * 5)))
[32012] ['3/7', '5/6', '9/5', '2', '6'] -> ((5/6 * 9/5) * (2 + (6 / 3/7)))
[32013] ['5/7', '3/2', '2', '9/2', '8'] -> ((2 + 8) * (9/2 - (3/2 / 5/7)))
[32014] ['4/9', '4/7', '3/5', '5', '7'] -> ((5 * 7) * ((4/7 / 4/9) - 3/5))
[32015] ['3/4', '7/6', '7/5', '8', '9'] -> ((8 + (9 / 3/4)) / (7/6 / 7/5))
[32016] ['7/9', '8/7', '7/2', '6', '7'] -> ((7/2 * (8/7 + (6 / 7/9))) - 7)
