[98462] ['7/9', '8/7', '4', '4', '9/2'] -> ((7/9 * 9/2) * (4 - (8/7 - 4)))
[102886] ['1/8', '4/7', '2/3', '6', '6'] -> (((6 / 4/7) - 6) / (1/8 / 2/3))
[102887] ['1/4', '3/4', '8/9', '1', '1'] -> ((3/4 / 1/4) / ((1 / 8/9) - 1))
[102888] ['2/5', '5/9', '5/8', '8', '8'] -> ((5/9 * 8) * (2/5 + (5/8 * 8)))
[102889] ['5/8', '1', '8/7', '8/3', '3'] -> (1 / (3 - (5/8 + (8/3 / 8/7))))
[102890] ['2/9', '7/9', '5/4', '8', '9'] -> (9 / ((2/9 * 5/4) + (7/9 / 8)))
[102891] ['1/4', '3/4', '1', '1', '8/7'] -> ((3/4 / 1/4) / (1 - (1 / 8/7)))
[102892] ['1/8', '4/7', '4/5', '6', '6'] -> (((6 / 4/7) - (6 / 4/5)) / 1/8)
[102893] ['2/9', '7/9', '7/5', '8', '9'] -> ((8 * 9) * ((7/9 / 7/5) - 2/9))
[102894] ['5/8', '1', '7/6', '7/6', '3'] -> (1 / (3 - (7/6 + (5/8 + 7/6))))
[102895] ['1/9', '3/5', '7/6', '3', '9'] -> (9 / ((7/6 / (3 - 3/5)) - 1/9))
[102896] ['1/4', '8/9', '8/9', '5', '9'] -> (8/9 * ((9 / (1/4 / 8/9)) - 5))
[102897] ['5/7', '7/8', '5/3', '3', '9'] -> (7/8 * ((5/7 / 5/3) + (3 * 9)))
[102898] ['5/8', '1', '7/6', '9/7', '3'] -> (3 / ((5/8 + 1) - (7/6 * 9/7)))
[102899] ['5/7', '7/8', '7/4', '3', '9'] -> ((3 * 9) / (7/4 - (5/7 * 7/8)))
[102900] ['2/5', '5/9', '5/6', '8', '8'] -> (((8 / 2/5) - (5/6 * 8)) / 5/9)
[102901] ['1/8', '4/7', '9/8', '6', '6'] -> ((4/7 * 6) * (6 - (1/8 - 9/8)))
[102902] ['5/8', '1', '7/6', '7/5', '3'] -> ((3 / 5/8) / ((7/5 / 7/6) - 1))
[102903] ['5/7', '7/8', '9/5', '3', '9'] -> ((9 / (5/7 * 7/8)) / (9/5 / 3))
[102904] ['2/5', '5/9', '6/7', '8', '8'] -> (6/7 * ((8 / (2/5 * 5/9)) - 8))
[102905] ['3/7', '5/9', '9/8', '5', '6'] -> ((6 + (5 / (3/7 * 5/9))) / 9/8)
[102906] ['5/8', '1', '7/6', '9/5', '3'] -> (1 / ((7/6 / 3) - (5/8 / 9/5)))
[102907] ['5/7', '7/8', '7/3', '3', '9'] -> ((9 * (5/7 + 7/3)) - (3 / 7/8))
[102908] ['2/5', '5/9', '9/8', '8', '8'] -> ((8 / (9/8 * (2/5 * 5/9))) - 8)
[102909] ['1/8', '4/7', '4/3', '6', '6'] -> (4/7 * (6 + (6 / (1/8 * 4/3))))
[102910] ['1/9', '5/8', '5/7', '3', '9'] -> (3 / ((1/9 * 9) - (5/8 / 5/7)))
[102911] ['5/7', '7/8', '3', '7/2', '9'] -> (9 / ((5/7 * 7/2) + (7/8 - 3)))
[102912] ['5/8', '1', '7/6', '3', '9/2'] -> (3 / ((9/2 * (7/6 - 1)) - 5/8))
[102913] ['3/7', '5/9', '5/4', '5', '6'] -> (6 / ((5/4 / (3/7 * 5/9)) - 5))
[102914] ['2/5', '5/9', '7/6', '8', '8'] -> (((8 / (2/5 * 5/9)) - 8) / 7/6)
[102915] ['1/4', '8/9', '5/2', '5', '9'] -> (((8/9 * 9) - (5 / 5/2)) / 1/4)
[102916] ['2/5', '5/9', '5/4', '8', '8'] -> ((8 / 5/9) - (2/5 - (5/4 * 8)))
[102917] ['3/7', '5/9', '3/2', '5', '6'] -> ((5 / 3/7) + (6 * (5/9 + 3/2)))
[102918] ['5/7', '8/9', '7/6', '3', '9'] -> ((3 * (9 - (8/9 / 7/6))) - 5/7)
[102919] ['1/9', '5/8', '8/7', '3', '9'] -> ((9 * (1/9 + (3 / 8/7))) - 5/8)
[102920] ['1/8', '4/7', '9/4', '6', '6'] -> (((9/4 * 6) - (6 / 4/7)) / 1/8)
[102921] ['1/9', '5/8', '7/6', '3', '9'] -> (9 / ((3 * (5/8 - 1/9)) - 7/6))
[102922] ['5/8', '1', '6/5', '7/4', '3'] -> ((6/5 * 3) / (7/4 - (1 / 5/8)))
[102923] ['2/9', '4/5', '7/2', '8', '9'] -> (4/5 * ((2/9 * 9) + (7/2 * 8)))
[102924] ['1/9', '1/5', '5/8', '4', '5'] -> ((5/8 * ((5 / 1/9) - 1/5)) - 4)
[102925] ['1/4', '9/8', '6/5', '5', '9'] -> (9 / ((5 * (1/4 * 6/5)) - 9/8))
[102926] ['1/9', '5/8', '9/7', '3', '9'] -> (9 / (9/7 * (5/8 - (1/9 * 3))))
[102927] ['5/7', '8/9', '4/3', '3', '9'] -> ((3 - 5/7) * (9 + (4/3 / 8/9)))
[102928] ['2/9', '5/6', '6/7', '8', '9'] -> (8 / ((2/9 / (6/7 - 5/6)) - 9))
[102929] ['5/8', '1', '6/5', '8/3', '3'] -> (1 / (8/3 - (5/8 * (6/5 + 3))))
[102930] ['2/5', '5/9', '7/3', '8', '8'] -> ((8 + (8 / 5/9)) / (2/5 * 7/3))
[102931] ['1/8', '3/5', '5/7', '6', '6'] -> (((3/5 - 6) + (6 / 5/7)) / 1/8)
[102932] ['5/8', '1', '5/4', '5/4', '3'] -> ((3 / (5/8 / 5/4)) / (5/4 - 1))
[102933] ['2/5', '5/9', '8/3', '8', '8'] -> (((8 + (8/3 / 5/9)) / 2/5) - 8)
[102934] ['5/7', '8/9', '5/3', '3', '9'] -> (9 / (3 - (5/3 / (5/7 * 8/9))))
[102935] ['3/7', '5/9', '7/2', '5', '6'] -> ((7/2 * ((5 / 5/9) - 3/7)) - 6)
[102936] ['1/9', '1/5', '7/8', '4', '5'] -> ((1/5 / 1/9) / (7/8 - (4 / 5)))
[102937] ['1/8', '3/5', '6/7', '6', '6'] -> (((6 / 3/5) - (6 / 6/7)) / 1/8)
[102938] ['3/7', '4/7', '4/7', '5', '6'] -> ((5 - 3/7) * (6 / (4/7 + 4/7)))
[102939] ['1/4', '8/7', '8/7', '5', '9'] -> ((8/7 * 9) / (5 - (8/7 / 1/4)))
[102940] ['1/9', '2/3', '8/5', '3', '9'] -> ((8/5 * 3) * (9 * (2/3 - 1/9)))
[102941] ['2/5', '4/7', '2/3', '8', '8'] -> ((4/7 / 2/3) * (8 + (8 / 2/5)))
[102942] ['5/7', '8/9', '5/2', '3', '9'] -> ((5/2 + (8/9 * 9)) * (3 - 5/7))
[102943] ['2/9', '5/6', '8/3', '8', '9'] -> ((8/3 / 2/9) / (8 - (5/6 * 9)))
[102944] ['1/9', '1/5', '6/5', '4', '5'] -> (4 * ((1/5 - 5) + (6/5 / 1/9)))
[102945] ['2/5', '4/7', '5/7', '8', '8'] -> (8 + (8 / (5/7 * (2/5 / 4/7))))
[102946] ['5/8', '1', '9/7', '4/3', '3'] -> (1 / ((5/8 / 9/7) - (4/3 / 3)))
[102947] ['1/9', '5/7', '4/5', '3', '9'] -> ((4/5 / 1/9) + ((3 + 9) / 5/7))
[102948] ['3/7', '3/5', '3/4', '5', '6'] -> (6 / (3/5 - (3/4 / (3/7 * 5))))
[102949] ['1/9', '1/5', '5/4', '4', '5'] -> ((1/5 - 5) + (4 / (1/9 * 5/4)))
[102950] ['2/5', '4/7', '3/4', '8', '8'] -> ((3/4 - 2/5) * (8 * (4/7 + 8)))
[102951] ['5/7', '8/9', '3', '7/2', '9'] -> ((9 * (3 - (8/9 / 7/2))) - 5/7)
[102952] ['1/4', '4/5', '4/5', '1', '1'] -> ((4/5 + (1 / 1/4)) / (1 - 4/5))
[102953] ['2/5', '4/7', '7/9', '8', '8'] -> (8 + (7/9 * (4/7 + (8 / 2/5))))
[102954] ['2/9', '6/7', '7/8', '8', '9'] -> ((8 / 2/9) - (9 / (6/7 * 7/8)))
[102955] ['1/9', '5/7', '8/9', '3', '9'] -> (9 * ((5/7 * (8/9 + 3)) - 1/9))
[102956] ['1/4', '8/7', '7/2', '5', '9'] -> ((9 / 7/2) / ((1/4 * 5) - 8/7))
[102957] ['5/8', '1', '9/7', '5/3', '3'] -> (1 / ((3 / 9/7) - (5/8 + 5/3)))
[102958] ['2/5', '4/7', '5/6', '8', '8'] -> ((2/5 + (8 / 4/7)) + (8 / 5/6))
[102959] ['5/8', '1', '9/7', '9/5', '3'] -> (3 / (1 - (9/5 * (5/8 / 9/7))))
[102960] ['1/4', '7/6', '7/5', '5', '9'] -> ((5 + 9) / ((7/6 / 7/5) - 1/4))
[102961] ['2/5', '4/7', '8/9', '8', '8'] -> (8/9 * ((8 / (2/5 * 4/7)) - 8))
[102962] ['5/8', '1', '9/7', '7/3', '3'] -> ((9/7 * 7/3) * (3 / (1 - 5/8)))
[102963] ['1/4', '7/6', '8/5', '5', '9'] -> (((9 / 1/4) - (8/5 * 5)) / 7/6)
[102964] ['3/7', '3/5', '4/3', '5', '6'] -> ((5 * (3/7 + 3/5)) * (6 - 4/3))
[102965] ['2/5', '4/7', '9/8', '8', '8'] -> (((8 / (2/5 * 4/7)) - 8) / 9/8)
[102966] ['1/4', '4/5', '1', '1', '8/7'] -> (8/7 / (1 - (1 / (1/4 + 4/5))))
[102967] ['3/7', '3/5', '7/4', '5', '6'] -> ((6 / (3/7 / 3/5)) / (7/4 / 5))
[102968] ['5/7', '9/8', '5/3', '3', '9'] -> (9 / (3 - (5/3 / (5/7 / 9/8))))
[102969] ['5/8', '1', '4/3', '7/5', '3'] -> (3 / ((5/8 * 7/5) - (1 / 4/3)))
[102970] ['2/9', '6/7', '5/3', '8', '9'] -> (8 * ((9 / 6/7) - (5/3 / 2/9)))
[102971] ['2/5', '4/7', '9/7', '8', '8'] -> (8 + ((4/7 + (8 / 2/5)) / 9/7))
[102972] ['3/7', '3/5', '9/4', '5', '6'] -> ((5 + (3/5 / 3/7)) * (6 - 9/4))
[102973] ['5/7', '9/8', '7/4', '3', '9'] -> ((9 / 3) / ((5/7 * 7/4) - 9/8))
[102974] ['1/9', '5/7', '7/4', '3', '9'] -> ((7/4 * (9 + (5/7 / 1/9))) - 3)
[102975] ['2/5', '4/7', '4/3', '8', '8'] -> (8 + ((2/5 + 8) * (4/7 + 4/3)))
[102976] ['1/4', '4/5', '1', '1', '7/5'] -> (((7/5 / (1 - 4/5)) - 1) / 1/4)
[102977] ['1/8', '5/8', '8/7', '6', '6'] -> (6 / ((6 / 8/7) - (5/8 / 1/8)))
[102978] ['1/9', '5/7', '9/4', '3', '9'] -> (3 + (9 / (1/9 + (5/7 / 9/4))))
[102979] ['2/5', '4/7', '7/5', '8', '8'] -> (8 + ((7/5 * 8) / (2/5 / 4/7)))
[102980] ['5/8', '1', '7/5', '7/5', '3'] -> ((3 / 7/5) / ((1 / 7/5) - 5/8))
[102981] ['1/4', '4/5', '1', '1', '8/5'] -> (8/5 / ((4/5 / (1 - 1/4)) - 1))
[102982] ['5/7', '9/8', '9/4', '3', '9'] -> (9 / (((3 - 9/8) / 5/7) - 9/4))
[102983] ['1/9', '5/7', '7/3', '3', '9'] -> (7/3 * ((3 / (1/9 / 5/7)) - 9))
[102984] ['2/5', '4/7', '3/2', '8', '8'] -> ((4/7 * 3/2) * (8 + (8 / 2/5)))
[102985] ['1/9', '2/9', '9/7', '4', '5'] -> ((9/7 * 4) * (5 - (1/9 + 2/9)))
[102986] ['1/9', '5/7', '5/2', '3', '9'] -> ((5/7 / 5/2) * (3 + (9 / 1/9)))
[102987] ['1/8', '5/8', '7/5', '6', '6'] -> ((7/5 + (6 / (5/8 * 6))) / 1/8)
[102988] ['5/8', '1', '7/5', '9/4', '3'] -> ((1 / 5/8) / (7/5 - (3 / 9/4)))
[102989] ['2/5', '4/7', '7/4', '8', '8'] -> ((8 / 7/4) - (4/7 - (8 / 2/5)))
[102990] ['2/9', '7/8', '9/7', '8', '9'] -> (((8 / 2/9) - 9) / (7/8 * 9/7))
[102991] ['5/8', '1', '7/5', '5/2', '3'] -> (1 / ((5/8 * 7/5) - (5/2 / 3)))
[102992] ['1/4', '9/7', '9/7', '5', '9'] -> (((9/7 + (9 / 1/4)) / 9/7) - 5)
[102993] ['1/4', '4/5', '1', '1', '7/3'] -> ((1 + 7/3) / (1/4 / (4/5 + 1)))
[102994] ['1/9', '1/4', '1/4', '4', '5'] -> (4 / (1/9 * (1/4 + (1/4 * 5))))
[102995] ['5/7', '8/7', '6/5', '3', '9'] -> ((8/7 + (5/7 * 6/5)) * (3 + 9))
[102996] ['1/9', '1/4', '2/7', '4', '5'] -> ((4 / (1/9 * 2/7)) / (1/4 + 5))
[102997] ['1/9', '3/4', '6/7', '3', '9'] -> (3 / ((1/9 * 9) - (3/4 / 6/7)))
[102998] ['3/7', '5/8', '4/5', '5', '6'] -> ((5 / (5/8 * 4/5)) + (6 / 3/7))
[102999] ['5/8', '1', '7/5', '3', '7/2'] -> (3 * ((1 + 7/5) + (7/2 / 5/8)))
[103000] ['1/4', '4/5', '1', '1', '8/3'] -> ((1 + (1 / 4/5)) / (1/4 / 8/3))
[103001] ['5/8', '1', '7/5', '3', '9/2'] -> ((1 + 7/5) + (9/2 / (5/8 / 3)))
[103002] ['1/9', '1/4', '2/5', '4', '5'] -> ((2/5 + 5) * (4 + (1/9 / 1/4)))
[103003] ['1/8', '2/3', '8/9', '6', '6'] -> (6 / (1/8 + ((2/3 / 8/9) / 6)))
[103004] ['1/4', '9/7', '3/2', '5', '9'] -> ((3/2 / 1/4) + (9/7 * (5 + 9)))
[103005] ['1/4', '4/5', '1', '1', '7/2'] -> ((7/2 + ((1 + 1) / 4/5)) / 1/4)
[103006] ['1/9', '3/4', '9/7', '3', '9'] -> ((3/4 * (1/9 + 3)) * (9/7 + 9))
[103007] ['3/7', '5/8', '8/9', '5', '6'] -> ((8/9 * 6) + (5 / (3/7 * 5/8)))
[103008] ['5/8', '1', '3/2', '8/5', '3'] -> (3 / ((5/8 * (1 + 8/5)) - 3/2))
[103009] ['1/4', '4/5', '1', '1', '9/2'] -> (1 + ((9/2 + (1 / 4/5)) / 1/4))
[103010] ['1/8', '2/3', '8/7', '6', '6'] -> (2/3 * ((6 / (1/8 * 8/7)) - 6))
[103011] ['2/9', '7/8', '9/5', '8', '9'] -> ((8 + 9) / (2/9 + (7/8 / 9/5)))
[103012] ['2/5', '3/5', '5/7', '8', '8'] -> (((2/5 * 8) + (8 / 5/7)) / 3/5)
[103013] ['1/4', '9/7', '5/3', '5', '9'] -> (9 + (9/7 * (5 + (5/3 / 1/4))))
[103014] ['1/4', '5/6', '6/7', '1', '1'] -> (1 / (((1 - 1/4) / 6/7) - 5/6))
[103015] ['5/8', '1', '3/2', '9/5', '3'] -> ((3 / 5/8) / ((9/5 / 3/2) - 1))
[103016] ['3/7', '5/8', '7/6', '5', '6'] -> ((7/6 * 5) * (6 * (3/7 / 5/8)))
[103017] ['1/8', '2/3', '6/5', '6', '6'] -> ((2/3 + 6) * ((6/5 / 1/8) - 6))
[103018] ['5/7', '7/6', '7/5', '3', '9'] -> (((5/7 * 7/5) + (3 * 9)) / 7/6)
[103019] ['2/5', '3/5', '7/9', '8', '8'] -> ((8 + (2/5 * 8)) / (3/5 * 7/9))
[103020] ['5/7', '7/6', '8/5', '3', '9'] -> ((3 + (9 / 7/6)) / (5/7 / 8/5))
[103021] ['2/5', '3/5', '6/7', '8', '8'] -> ((8 / (2/5 * 3/5)) - (8 / 6/7))
[103022] ['3/7', '5/8', '4/3', '5', '6'] -> ((3/7 * 6) * (4/3 + (5 / 5/8)))
[103023] ['5/7', '7/6', '7/4', '3', '9'] -> ((3 - 5/7) * (9 + (7/4 / 7/6)))
[103024] ['1/9', '1/4', '4/5', '4', '5'] -> ((4/5 * (1/4 + (4 / 1/9))) - 5)
[103025] ['1/4', '9/7', '5/2', '5', '9'] -> (5/2 + ((1/4 + 9/7) * (5 + 9)))
[103026] ['2/9', '8/9', '9/7', '8', '9'] -> (8 * ((9 / 9/7) - (8/9 / 2/9)))
[103027] ['1/4', '5/6', '1', '1', '9/7'] -> (1 / ((1/4 / (9/7 - 1)) - 5/6))
[103028] ['3/7', '5/8', '8/5', '5', '6'] -> ((3/7 * 5) * (8/5 + (6 / 5/8)))
[103029] ['2/5', '3/5', '9/7', '8', '8'] -> ((8 + (2/5 * 8)) / (3/5 / 9/7))
[103030] ['1/8', '2/3', '8/5', '6', '6'] -> (2/3 * (6 + (6 / (1/8 * 8/5))))
[103031] ['2/9', '8/9', '7/5', '8', '9'] -> ((8/9 + 8) * (9 - (7/5 / 2/9)))
[103032] ['5/8', '1', '8/5', '7/3', '3'] -> (8/5 / (((3 - 7/3) / 5/8) - 1))
[103033] ['1/4', '9/7', '7/2', '5', '9'] -> (9 / ((7/2 * (1/4 + 9/7)) - 5))
[103034] ['3/7', '5/8', '5/3', '5', '6'] -> (((6 / 3/7) - 5) / (5/8 / 5/3))
[103035] ['5/7', '7/6', '3', '7/2', '9'] -> (3 * ((7/6 * 9) - (5/7 * 7/2)))
[103036] ['1/4', '9/7', '9/2', '5', '9'] -> (9 / (1/4 * (5 - (9/2 / 9/7))))
[103037] ['1/4', '5/6', '1', '1', '8/5'] -> (1 / ((1/4 - 5/6) + (1 / 8/5)))
[103038] ['5/7', '6/5', '5/4', '3', '9'] -> ((3 - 5/7) * (9 + (6/5 * 5/4)))
[103039] ['2/9', '8/9', '7/2', '8', '9'] -> (8 / ((2/9 * (9 - 7/2)) - 8/9))
[103040] ['1/9', '1/4', '7/6', '4', '5'] -> (((1/4 + 7/6) + (5 / 4)) / 1/9)
[103041] ['5/8', '1', '8/5', '3', '7/2'] -> (8/5 + ((1 + 3) / (5/8 / 7/2)))
[103042] ['3/7', '5/8', '9/4', '5', '6'] -> ((9/4 / 3/7) + (6 * (5/8 * 5)))
[103043] ['1/4', '5/6', '1', '1', '5/3'] -> ((1 / 1/4) / ((5/6 + 1) - 5/3))
[103044] ['1/8', '5/7', '3/4', '6', '6'] -> (((6 - 3/4) / (1/8 / 5/7)) - 6)
[103045] ['5/7', '6/5', '4/3', '3', '9'] -> (4/3 * (6/5 + ((3 + 9) / 5/7)))
[103046] ['1/4', '5/6', '1', '1', '7/4'] -> (1 / ((7/4 * (1 - 5/6)) - 1/4))
[103047] ['1/8', '5/7', '7/9', '6', '6'] -> (6 / ((6 * (1/8 / 7/9)) - 5/7))
[103048] ['1/4', '7/5', '3/2', '5', '9'] -> ((7/5 + 5) * (3/2 + (1/4 * 9)))
[103049] ['1/9', '1/4', '9/7', '4', '5'] -> ((5 / (9/7 * (1/4 - 1/9))) - 4)
[103050] ['5/7', '6/5', '9/4', '3', '9'] -> (9 / (3 - (9/4 / (5/7 * 6/5))))
[103051] ['5/8', '1', '5/3', '3', '7/2'] -> (1 / ((5/8 * 3) + (5/3 - 7/2)))
[103052] ['1/4', '7/5', '9/5', '5', '9'] -> ((7/5 - (9/5 / 9)) / (1/4 / 5))
[103053] ['5/7', '6/5', '3', '9/2', '9'] -> ((3 * 9/2) + (9 / (5/7 * 6/5)))
[103054] ['3/7', '2/3', '2/3', '5', '6'] -> (((6 / (3/7 * 2/3)) - 5) / 2/3)
[103055] ['1/4', '5/6', '1', '1', '8/3'] -> (8/3 / ((5/6 / (1 - 1/4)) - 1))
[103056] ['1/4', '7/5', '8/3', '5', '9'] -> ((9 + (7/5 * 5)) / (1/4 * 8/3))
[103057] ['1/9', '4/5', '9/7', '3', '9'] -> (4/5 * (9 + (3 / (1/9 * 9/7))))
[103058] ['1/9', '2/7', '2/7', '4', '5'] -> ((2/7 / 1/9) + (5 * (2/7 + 4)))
[103059] ['3/7', '2/3', '5/6', '5', '6'] -> (2/3 + ((5 + (5/6 * 6)) / 3/7))
[103060] ['1/9', '4/5', '4/3', '3', '9'] -> (4/5 * (((4/3 + 3) / 1/9) - 9))
[103061] ['5/8', '1', '9/5', '7/3', '3'] -> (1 / ((7/3 - 5/8) - (3 / 9/5)))
[103062] ['3/7', '2/3', '7/8', '5', '6'] -> ((5 + (2/3 * 6)) / (3/7 * 7/8))
[103063] ['1/9', '2/7', '3/8', '4', '5'] -> (((5 / 3/8) - 4) / (1/9 / 2/7))
[103064] ['5/7', '5/4', '9/5', '3', '9'] -> ((9 + (3 / 5/7)) / (9/5 - 5/4))
[103065] ['2/9', '9/8', '9/5', '8', '9'] -> (((9 / (9/5 - 9/8)) - 8) / 2/9)
[103066] ['1/8', '5/7', '6/5', '6', '6'] -> ((6 / 5/7) + (6 + (6/5 / 1/8)))
[103067] ['2/5', '5/8', '4/3', '8', '8'] -> ((4/3 * (2/5 + 8)) + (8 / 5/8))
[103068] ['5/8', '1', '9/5', '3', '7/2'] -> (1 / ((7/2 / 3) - (5/8 * 9/5)))
[103069] ['3/7', '2/3', '7/5', '5', '6'] -> ((6 + (3/7 + 5)) / (2/3 / 7/5))
[103070] ['2/5', '5/8', '7/3', '8', '8'] -> (8 / (7/3 - (8 * (2/5 * 5/8))))
[103071] ['1/9', '2/7', '4/9', '4', '5'] -> ((4 * 5) / (4/9 + (1/9 / 2/7)))
[103072] ['1/4', '8/5', '9/2', '5', '9'] -> (((8/5 * 5) - (9 / 9/2)) / 1/4)
[103073] ['1/4', '6/7', '1', '1', '7/5'] -> (6/7 / ((1 - 1/4) - (1 / 7/5)))
[103074] ['1/8', '5/7', '7/5', '6', '6'] -> (6 / ((5/7 * 7/5) - (1/8 * 6)))
[103075] ['1/4', '6/7', '1', '1', '3/2'] -> (1 / (3/2 - ((1/4 + 1) / 6/7)))
[103076] ['3/7', '2/3', '9/5', '5', '6'] -> (5 * ((6 / 2/3) - (9/5 / 3/7)))
[103077] ['5/7', '5/4', '3', '7/2', '9'] -> ((3 + 9) * (7/2 * (5/7 / 5/4)))
[103078] ['1/9', '2/7', '5/9', '4', '5'] -> ((4 / 2/7) + (5 + (5/9 / 1/9)))
[103079] ['5/8', '1', '7/3', '3', '7/2'] -> (3 / ((5/8 + 1) - (7/2 / 7/3)))
[103080] ['1/9', '5/6', '8/7', '3', '9'] -> (9 / ((1/9 / 8/7) + (5/6 / 3)))
[103081] ['2/9', '8/7', '7/5', '8', '9'] -> (7/5 * (8/7 + (9 * (2/9 * 8))))
[103082] ['1/8', '5/7', '8/5', '6', '6'] -> ((8/5 + (6 / (5/7 * 6))) / 1/8)
[103083] ['2/5', '2/3', '5/7', '8', '8'] -> (2/3 * (8 + (8 / (2/5 * 5/7))))
[103084] ['2/5', '2/3', '7/9', '8', '8'] -> ((2/3 / 7/9) * (8 + (8 / 2/5)))
[103085] ['1/4', '9/5', '5/2', '5', '9'] -> ((5 * (9/5 + 9)) / (5/2 - 1/4))
[103086] ['5/7', '4/3', '8/5', '3', '9'] -> (8/5 + ((3 + 9) / (5/7 / 4/3)))
[103087] ['1/8', '5/7', '9/4', '6', '6'] -> (((1/8 + 6) * (5/7 * 6)) - 9/4)
[103088] ['3/7', '5/7', '8/9', '5', '6'] -> ((8/9 * 5) * (6 - (3/7 / 5/7)))
[103089] ['1/4', '9/5', '9/2', '5', '9'] -> ((9/2 / (1/4 * 9/5)) + (5 + 9))
[103090] ['1/9', '5/6', '9/4', '3', '9'] -> ((9 / 9/4) / ((5/6 / 3) - 1/9))
[103091] ['2/5', '2/3', '8/9', '8', '8'] -> ((8 + (8 / (2/5 / 2/3))) / 8/9)
[103092] ['1/4', '6/7', '1', '1', '5/2'] -> (6/7 / ((1 / (1 + 5/2)) - 1/4))
[103093] ['3/7', '5/7', '9/8', '5', '6'] -> ((6 - (3/7 / 5/7)) / (9/8 / 5))
[103094] ['5/7', '4/3', '9/4', '3', '9'] -> (3 + ((9/4 + 9) / (5/7 / 4/3)))
[103095] ['2/5', '2/3', '9/8', '8', '8'] -> (9/8 * (8 + (8 / (2/5 / 2/3))))
[103096] ['2/9', '8/7', '5/2', '8', '9'] -> ((5/2 + 8) * (9 * (2/9 * 8/7)))
[103097] ['3/7', '5/7', '7/6', '5', '6'] -> (6 * ((3/7 - 5/7) + (5 / 7/6)))
[103098] ['1/4', '7/8', '7/8', '1', '1'] -> (((7/8 / (1 - 7/8)) - 1) / 1/4)
[103099] ['5/7', '4/3', '3', '9/2', '9'] -> (3 + ((9 + (4/3 * 9/2)) / 5/7))
[103100] ['1/8', '5/7', '7/2', '6', '6'] -> (6 * ((5/7 / 1/8) - (6 / 7/2)))
[103101] ['2/7', '2/7', '2/7', '5', '9'] -> ((9 - (2/7 - 5)) / (2/7 + 2/7))
[103102] ['2/5', '2/3', '9/7', '8', '8'] -> ((2/3 * 9/7) * (8 + (8 / 2/5)))
[103103] ['2/3', '2/3', '1', '7/4', '3'] -> ((2/3 * 3) / (7/4 - (2/3 + 1)))
[103104] ['1/9', '6/7', '6/5', '3', '9'] -> ((3 / (1/9 * 6/7)) - (9 / 6/5))
[103105] ['1/8', '5/7', '9/2', '6', '6'] -> ((5/7 * (6 + (9/2 / 1/8))) - 6)
[103106] ['2/7', '2/7', '4/9', '5', '9'] -> ((4/9 * 9) * (5 + (2/7 / 2/7)))
[103107] ['1/9', '6/7', '5/4', '3', '9'] -> (9 / ((5/4 / (6/7 * 3)) - 1/9))
[103108] ['5/7', '7/5', '9/4', '3', '9'] -> ((9/4 * (5/7 + 9)) + (3 / 7/5))
[103109] ['2/3', '2/3', '1', '9/4', '3'] -> (2/3 / (1 - ((2/3 + 9/4) / 3)))
[103110] ['2/7', '2/7', '5/9', '5', '9'] -> ((9 * (5/9 * 5)) - (2/7 / 2/7))
[103111] ['3/7', '3/4', '5/6', '5', '6'] -> (6 / (3/7 * (3/4 - (5/6 / 5))))
[103112] ['2/5', '2/3', '5/3', '8', '8'] -> ((8 / 2/3) + (8 / (2/5 * 5/3)))
[103113] ['2/3', '2/3', '1', '7/3', '3'] -> ((7/3 + 3) / (2/3 * (1 - 2/3)))
[103114] ['2/5', '2/3', '7/4', '8', '8'] -> ((8 + (8 / 2/5)) / (2/3 * 7/4))
[103115] ['2/9', '7/6', '9/5', '8', '9'] -> ((9 / 2/9) - (9/5 * (7/6 + 8)))
[103116] ['1/8', '3/4', '8/9', '6', '6'] -> (((6 / (3/4 * 8/9)) - 6) / 1/8)
[103117] ['1/9', '2/7', '8/7', '4', '5'] -> ((2/7 / 1/9) / ((5 / 4) - 8/7))
[103118] ['1/9', '6/7', '5/3', '3', '9'] -> ((1/9 + 5/3) * (3 + (9 / 6/7)))
[103119] ['2/3', '2/3', '1', '3', '7/2'] -> ((7/2 + (3 / 2/3)) / (1 - 2/3))
[103120] ['5/7', '3/2', '8/5', '3', '9'] -> ((3 + 9) / ((3/2 / 5/7) - 8/5))
[103121] ['2/7', '2/7', '7/9', '5', '9'] -> (((2/7 - 5) + (9 / 7/9)) / 2/7)
[103122] ['1/9', '2/7', '7/6', '4', '5'] -> ((5 / 2/7) - (4 - (7/6 / 1/9)))
[103123] ['2/3', '5/7', '3/4', '1', '3'] -> (((1 / (5/7 - 2/3)) - 3) / 3/4)
[103124] ['2/7', '2/7', '4/5', '5', '9'] -> (9 + ((2/7 + (4/5 * 5)) / 2/7))
[103125] ['5/7', '3/2', '9/5', '3', '9'] -> (((9 / (5/7 / 3)) - 9/5) / 3/2)
[103126] ['2/3', '5/7', '7/9', '1', '3'] -> ((1 / (7/9 * (5/7 - 2/3))) - 3)
[103127] ['1/9', '2/7', '6/5', '4', '5'] -> (((4 / 5) / (1/9 * 2/7)) - 6/5)
[103128] ['2/5', '5/7', '5/7', '8', '8'] -> (8 * (5/7 + (8 * (2/5 * 5/7))))
[103129] ['1/9', '6/7', '9/4', '3', '9'] -> ((9/4 * (1/9 + 9)) + (3 / 6/7))
[103130] ['5/7', '3/2', '9/4', '3', '9'] -> ((3 - 5/7) * (9 + (9/4 / 3/2)))
