[53707] ['1/3', '9/7', '3/2', '3', '3'] -> ((3 + (3 / 9/7)) / (1/3 / 3/2))
[58938] ['2/5', '1', '5/4', '4/3', '7'] -> ((4/3 * (5/4 + (7 / 2/5))) - 1)
[58939] ['5/9', '6/7', '5/2', '4', '8'] -> (((8 / 6/7) - 4) / (5/9 / 5/2))
[58940] ['1/4', '3/2', '9/5', '6', '6'] -> ((3/2 / ((9/5 / 6) - 1/4)) - 6)
[58941] ['4/7', '5/8', '5/7', '1', '6'] -> ((4/7 * 6) / ((5/7 / 5/8) - 1))
[58942] ['8/7', '4/3', '3/2', '7', '7'] -> (8/7 * (7 + (7 * (4/3 * 3/2))))
[58943] ['2/7', '4/9', '5/2', '9', '9'] -> (4/9 * ((5/2 * 9) + (9 / 2/7)))
[58944] ['1/9', '4/9', '9/4', '7', '7'] -> (7 + (9/4 * (7 + (1/9 + 4/9))))
[58945] ['7/9', '9/8', '7/2', '5', '5'] -> ((9/8 * (7/9 + 5)) + (7/2 * 5))
[58946] ['1/5', '4/7', '5/8', '5', '8'] -> (((1/5 * 5) + (8 / 4/7)) / 5/8)
[58947] ['5/6', '5/6', '9/7', '4', '7'] -> ((7 * (4 + (5/6 - 9/7))) - 5/6)
[58948] ['2/7', '4/5', '4/5', '1', '2'] -> ((2 + (4/5 / 2/7)) / (1 - 4/5))
[58949] ['3/7', '9/8', '7/4', '3', '3'] -> ((3 * 3) / (9/8 - (3/7 * 7/4)))
[58950] ['2/5', '1', '5/4', '7/4', '7'] -> (((7 + (5/4 + 7/4)) / 2/5) - 1)
[58951] ['1/4', '8/5', '7/3', '6', '6'] -> ((8/5 * (1/4 + 6)) + (7/3 * 6))
[58952] ['1/5', '5/6', '2', '9/4', '5'] -> (2 / (((9/4 - 5/6) / 5) - 1/5))
[58953] ['5/9', '6/7', '4', '9/2', '8'] -> (8 / ((6/7 * (5/9 + 9/2)) - 4))
[58954] ['4/7', '5/8', '4/5', '1', '6'] -> ((6 / 5/8) / ((4/5 / 4/7) - 1))
[58955] ['1/9', '4/9', '7/2', '7', '7'] -> ((7/2 * (7 - (1/9 / 7))) - 4/9)
[58956] ['3/7', '9/8', '9/4', '3', '3'] -> ((3 * 3) / ((9/8 / 3/7) - 9/4))
[58957] ['1/9', '4/9', '9/2', '7', '7'] -> ((((7 + 7) / 9/2) - 4/9) / 1/9)
[58958] ['1/4', '8/5', '9/2', '6', '6'] -> (6 + (9/2 * (1/4 + (6 / 8/5))))
[58959] ['2/7', '1/2', '1/2', '9', '9'] -> ((9 / (1/2 - 2/7)) - (9 / 1/2))
[58960] ['7/9', '8/7', '7/6', '5', '5'] -> (8/7 / (5 - ((7/9 + 5) / 7/6)))
[58961] ['5/6', '5/6', '7/4', '4', '7'] -> (7 * (4 - ((5/6 / 5/6) / 7/4)))
[58962] ['1/5', '4/7', '5/6', '5', '8'] -> ((4/7 / 5/6) * ((8 / 1/5) - 5))
[58963] ['3/7', '9/8', '7/3', '3', '3'] -> (3 / (7/3 * (3/7 - (9/8 / 3))))
[58964] ['2/5', '1', '5/4', '8/3', '7'] -> (8/3 * (7 + (1 / (2/5 * 5/4))))
[58965] ['1/9', '1/2', '1/2', '7', '7'] -> ((7 / (1/9 / 1/2)) - (1/2 + 7))
[58966] ['2/9', '3/7', '3/7', '2', '2'] -> (2 + ((3/7 + (2 / 2/9)) / 3/7))
[58967] ['3/7', '9/8', '5/2', '3', '3'] -> (3 / (3/7 * (9/8 - (5/2 / 3))))
[58968] ['4/7', '5/8', '1', '6/5', '6'] -> (6 * (6/5 + (1 / (4/7 * 5/8))))
[58969] ['2/5', '1', '9/7', '4/3', '7'] -> (9/7 * (((1 + 7) / 2/5) - 4/3))
[58970] ['5/6', '5/6', '9/4', '4', '7'] -> (9/4 * ((5/6 + 4) + (5/6 * 7)))
[58971] ['2/9', '3/7', '4/9', '2', '2'] -> (2 * ((2/9 / (4/9 - 3/7)) - 2))
[58972] ['8/7', '4/3', '9/2', '7', '7'] -> (7 / ((7 / 8/7) - (4/3 + 9/2)))
[58973] ['1', '9/7', '9/7', '5/3', '5'] -> ((9/7 + 9/7) * (1 + (5/3 * 5)))
[58974] ['5/6', '5/6', '7/2', '4', '7'] -> ((7/2 * (7 + (5/6 / 5/6))) - 4)
[58975] ['2/5', '1', '9/7', '7/5', '7'] -> ((1 + 9/7) * (7 + (7/5 / 2/5)))
[58976] ['4/7', '5/8', '1', '5/4', '6'] -> (6 / ((5/4 / 5/8) - (1 / 4/7)))
[58977] ['8/7', '7/5', '7/5', '7', '7'] -> (8/7 * (7/5 + (7/5 * (7 + 7))))
[58978] ['1/4', '9/5', '5/2', '6', '6'] -> (5/2 + (6 * (1/4 + (6 / 9/5))))
[58979] ['5/6', '5/6', '4', '9/2', '7'] -> ((4 * 9/2) + (7 - (5/6 / 5/6)))
[58980] ['4/7', '5/8', '1', '4/3', '6'] -> ((1 + (6 / (4/7 / 4/3))) / 5/8)
[58981] ['2/7', '4/5', '1', '6/5', '2'] -> ((2 + (4/5 / 2/7)) / (6/5 - 1))
[58982] ['2/9', '6/7', '8/9', '4', '9'] -> (((9 / (6/7 / 8/9)) - 4) / 2/9)
[58983] ['1/5', '6/7', '4/3', '2', '5'] -> ((4/3 - (2 / 6/7)) + (5 / 1/5))
[58984] ['7/9', '8/7', '8/5', '5', '5'] -> ((5 - 8/7) * (5 * (7/9 * 8/5)))
[58985] ['2/7', '2/7', '3/8', '6', '6'] -> (6 / ((6 * (3/8 - 2/7)) - 2/7))
[58986] ['1', '9/7', '9/7', '7/3', '5'] -> ((7/3 * (9/7 + 9/7)) * (5 - 1))
[58987] ['2/9', '6/7', '9/8', '4', '9'] -> (((9 / (6/7 * 9/8)) - 4) / 2/9)
[58988] ['1/5', '6/7', '7/5', '2', '5'] -> ((5 - (7/5 - 2)) / (1/5 / 6/7))
[58989] ['2/7', '1/2', '5/6', '9', '9'] -> ((2/7 * 9) * (9 - (1/2 - 5/6)))
[58990] ['7/9', '8/7', '5/3', '5', '5'] -> ((8/7 - (5/3 / 7/9)) + (5 * 5))
[58991] ['2/7', '2/7', '2/5', '6', '6'] -> (6 * ((6 * (2/7 / 2/5)) - 2/7))
[58992] ['5/6', '6/7', '8/9', '4', '7'] -> ((4 - 8/9) * (7 + (5/6 * 6/7)))
[58993] ['8/7', '7/5', '7/3', '7', '7'] -> ((7/3 * (8/7 + 7)) + (7 / 7/5))
[58994] ['2/9', '3/7', '2/3', '2', '2'] -> ((2 / 2/3) + (2 / (2/9 * 3/7)))
[58995] ['1', '9/7', '9/7', '5/2', '5'] -> (9/7 + ((1 + 5) * (9/7 + 5/2)))
[58996] ['1/5', '6/7', '3/2', '2', '5'] -> (6/7 * ((3/2 * 2) + (5 / 1/5)))
[58997] ['1/5', '4/7', '5/3', '5', '8'] -> ((4/7 + 8) * ((5 / 5/3) - 1/5))
[58998] ['5/9', '7/8', '8/5', '4', '8'] -> ((5/9 * 8) * (4 + (7/8 * 8/5)))
[58999] ['2/7', '1/2', '7/8', '9', '9'] -> ((9 + 9) / (1/2 + (2/7 * 7/8)))
[59000] ['2/9', '6/7', '6/5', '4', '9'] -> ((6/7 * 9) * ((4 / 6/5) - 2/9))
[59001] ['2/5', '1', '9/7', '7/3', '7'] -> (((7 + (9/7 * 7/3)) / 2/5) - 1)
[59002] ['1', '9/7', '9/7', '8/3', '5'] -> (8/3 * (9/7 + (9/7 * (1 + 5))))
[59003] ['2/9', '6/7', '5/4', '4', '9'] -> ((9 + (4 / (2/9 * 6/7))) / 5/4)
[59004] ['1/5', '4/7', '9/4', '5', '8'] -> (((8 - 5) / (1/5 * 4/7)) - 9/4)
[59005] ['2/9', '3/7', '7/9', '2', '2'] -> (2 * (3/7 + (2 / (2/9 * 7/9))))
[59006] ['1/9', '1/2', '9/8', '7', '7'] -> (7 / (9/8 - (1/9 * (1/2 + 7))))
[59007] ['1/5', '4/7', '7/3', '5', '8'] -> (8 / ((4/7 * 7/3) - (1/5 * 5)))
[59008] ['2/7', '1/2', '8/7', '9', '9'] -> ((9 + 9) / (1/2 + (2/7 / 8/7)))
[59009] ['4/7', '5/8', '1', '9/4', '6'] -> ((6 / (4/7 / 9/4)) - (5/8 - 1))
[59010] ['2/7', '2/7', '5/8', '6', '6'] -> ((6 - (2/7 * 6)) / (2/7 * 5/8))
[59011] ['5/6', '6/7', '9/5', '4', '7'] -> (7 * (4 - (6/7 / (5/6 * 9/5))))
[59012] ['1/5', '6/7', '2', '9/4', '5'] -> ((9/4 * 5) * ((2 / 6/7) - 1/5))
[59013] ['2/9', '3/7', '5/6', '2', '2'] -> ((2 / 3/7) / ((5/6 / 2) - 2/9))
[59014] ['4/7', '5/8', '1', '7/3', '6'] -> ((6 - (4/7 - 1)) / (5/8 / 7/3))
[59015] ['5/9', '7/8', '5/2', '4', '8'] -> ((4 * (8 - 7/8)) - (5/2 / 5/9))
[59016] ['2/7', '2/7', '5/7', '6', '6'] -> ((6 * (2/7 * 6)) / (5/7 - 2/7))
[59017] ['1', '9/7', '4/3', '7/5', '5'] -> ((9/7 * 5) * (7/5 + (1 + 4/3)))
[59018] ['1/9', '1/2', '6/5', '7', '7'] -> ((7 / ((1/9 * 7) - 1/2)) - 6/5)
[59019] ['1/3', '4/9', '1', '9/7', '9'] -> ((1 + (4/9 / 1/3)) * (9/7 + 9))
[59020] ['5/6', '6/7', '9/4', '4', '7'] -> ((7 * (6/7 + 4)) / (9/4 - 5/6))
[59021] ['2/7', '1/2', '5/4', '9', '9'] -> (1/2 + (2/7 * (5/4 + (9 * 9))))
[59022] ['2/7', '2/7', '7/9', '6', '6'] -> ((6 + (6 / 7/9)) / (2/7 + 2/7))
[59023] ['2/9', '6/7', '5/3', '4', '9'] -> (((4 / 6/7) - 2/9) / (5/3 / 9))
[59024] ['8/7', '3/2', '9/5', '7', '7'] -> ((8/7 * 9/5) * (7 + (7 / 3/2)))
[59025] ['4/7', '5/8', '1', '8/3', '6'] -> ((6 / 8/3) / ((5/8 / 4/7) - 1))
[59026] ['1', '9/7', '4/3', '8/5', '5'] -> ((9/7 * 8/5) * (5 * (1 + 4/3)))
[59027] ['5/6', '6/7', '5/2', '4', '7'] -> (4 + ((5/6 + 5/2) * (6/7 * 7)))
[59028] ['2/7', '2/7', '5/6', '6', '6'] -> (6 * ((5/6 * 6) - (2/7 / 2/7)))
[59029] ['8/7', '3/2', '9/4', '7', '7'] -> ((9/4 * (8/7 / 3/2)) * (7 + 7))
[59030] ['1/9', '1/2', '9/7', '7', '7'] -> ((1/2 * 7) * (7 - (1/9 * 9/7)))
[59031] ['7/9', '8/7', '9/2', '5', '5'] -> (8/7 * ((9/2 * (7/9 + 5)) - 5))
[59032] ['2/9', '3/7', '9/8', '2', '2'] -> ((2 / (2/9 * 3/7)) / (2 - 9/8))
[59033] ['2/9', '6/7', '9/5', '4', '9'] -> ((6/7 - 2/9) * (9/5 + (4 * 9)))
[59034] ['5/6', '6/7', '7/2', '4', '7'] -> (((6/7 * 7) + (7/2 * 4)) / 5/6)
[59035] ['4/7', '2/3', '2/3', '1', '6'] -> ((2/3 * 6) / ((2/3 / 4/7) - 1))
[59036] ['2/7', '2/7', '7/8', '6', '6'] -> ((6 + 6) / (7/8 * (2/7 + 2/7)))
[59037] ['1', '9/7', '4/3', '7/4', '5'] -> (7/4 * ((5 / (4/3 - 1)) - 9/7))
[59038] ['5/9', '8/9', '9/7', '4', '8'] -> (9/7 * (8/9 + (8 * (5/9 * 4))))
[59039] ['2/7', '1/2', '8/5', '9', '9'] -> (9 + (9 / (2/7 * (1/2 + 8/5))))
[59040] ['1/5', '3/5', '7/9', '5', '8'] -> ((5 + ((1/5 + 8) / 3/5)) / 7/9)
[59041] ['5/6', '6/7', '4', '9/2', '7'] -> ((6/7 * 7) / (4 - (5/6 * 9/2)))
[59042] ['1/5', '7/8', '7/8', '2', '5'] -> ((5 / 1/5) - (2 - (7/8 / 7/8)))
[59043] ['2/9', '3/7', '7/6', '2', '2'] -> ((2 / 7/6) / (2 - (3/7 / 2/9)))
[59044] ['2/7', '2/7', '8/9', '6', '6'] -> ((6 + (2/7 * 6)) / (2/7 / 8/9))
[59045] ['2/9', '6/7', '5/2', '4', '9'] -> (4 / (5/2 - (9 * (2/9 / 6/7))))
[59046] ['8/7', '8/5', '5/3', '7', '7'] -> (5/3 * ((8/7 * (7 + 7)) - 8/5))
[59047] ['4/7', '2/3', '7/9', '1', '6'] -> ((4/7 * 6) / (1 - (2/3 / 7/9)))
[59048] ['5/6', '7/8', '8/9', '4', '7'] -> ((4 - (5/6 / 7/8)) / (8/9 / 7))
[59049] ['2/7', '2/7', '9/8', '6', '6'] -> ((6 + (2/7 * 6)) / (2/7 * 9/8))
[59050] ['2/9', '6/7', '8/3', '4', '9'] -> (((8/3 + (4 / 6/7)) / 2/9) - 9)
[59051] ['8/7', '8/5', '7/4', '7', '7'] -> (8/7 * (7 + (8/5 * (7/4 + 7))))
[59052] ['1/5', '7/8', '8/7', '2', '5'] -> ((5 / 1/5) - (2 - (7/8 * 8/7)))
[59053] ['2/9', '3/7', '5/4', '2', '2'] -> ((2 + (2 / 3/7)) / (2/9 * 5/4))
[59054] ['5/6', '7/8', '8/7', '4', '7'] -> ((7/8 + 7) * (4 - (5/6 * 8/7)))
[59055] ['2/7', '2/7', '5/4', '6', '6'] -> ((6 - (2/7 / 2/7)) / (5/4 / 6))
[59056] ['1/9', '1/2', '7/4', '7', '7'] -> ((7 / (1/9 * 1/2)) / (7 - 7/4))
[59057] ['1', '9/7', '4/3', '8/3', '5'] -> ((8/3 * 5) / (4/3 - (1 / 9/7)))
[59058] ['2/7', '4/5', '1', '2', '9/2'] -> ((1 / 4/5) + ((2 + 9/2) / 2/7))
[59059] ['1/5', '7/8', '7/6', '2', '5'] -> ((1/5 * 5) / ((7/8 + 7/6) - 2))
[59060] ['5/9', '9/8', '7/6', '4', '8'] -> (8 / ((5/9 * 9/8) - (7/6 / 4)))
[59061] ['2/7', '2/7', '8/5', '6', '6'] -> ((6 - (2/7 * 6)) / (2/7 / 8/5))
[59062] ['1/3', '5/9', '5/7', '1', '9'] -> ((1 + (9 * (5/9 / 5/7))) / 1/3)
[59063] ['1/9', '1/2', '9/4', '7', '7'] -> (((7 - 1/9) / (1/2 / 9/4)) - 7)
[59064] ['2/9', '3/7', '3/2', '2', '2'] -> ((3/2 * 2) + (2 / (2/9 * 3/7)))
[59065] ['2/7', '1/2', '9/2', '9', '9'] -> (((9 - (9 / 9/2)) / 2/7) - 1/2)
[59066] ['7/9', '7/6', '8/5', '5', '5'] -> ((8/5 / (7/9 / 7/6)) * (5 + 5))
[59067] ['2/7', '5/6', '8/9', '1', '2'] -> ((2 / 2/7) / ((1 / 8/9) - 5/6))
[59068] ['5/6', '7/8', '9/5', '4', '7'] -> (((4 / 5/6) - 9/5) / (7/8 / 7))
[59069] ['8/7', '8/5', '7/2', '7', '7'] -> ((8/5 - 8/7) * (7/2 + (7 * 7)))
[59070] ['2/9', '7/8', '7/6', '4', '9'] -> (9 / ((7/6 / 2/9) - (7/8 + 4)))
[59071] ['1', '9/7', '7/5', '3/2', '5'] -> ((7/5 * 3/2) * (5 * (1 + 9/7)))
[59072] ['7/9', '7/6', '5/3', '5', '5'] -> ((5 * 5) - (5/3 - (7/9 / 7/6)))
[59073] ['5/9', '9/8', '4/3', '4', '8'] -> (4/3 / ((9/8 * 4) - (5/9 * 8)))
[59074] ['1/9', '1/2', '7/2', '7', '7'] -> (((7 - 7/2) / 1/9) - (1/2 + 7))
[59075] ['2/7', '2/7', '8/3', '6', '6'] -> ((2/7 + 6) + (6 * (2/7 + 8/3)))
[59076] ['2/9', '3/7', '5/3', '2', '2'] -> (((2 + (2 / 2/9)) / 3/7) - 5/3)
[59077] ['7/9', '7/6', '7/4', '5', '5'] -> ((7/6 + (7/4 * (5 + 5))) / 7/9)
[59078] ['1', '9/7', '7/5', '5/3', '5'] -> ((9/7 * 7/5) * (5 * (1 + 5/3)))
[59079] ['2/7', '5/9', '3/5', '9', '9'] -> ((2/7 * 9) * (9 + (5/9 * 3/5)))
[59080] ['5/6', '7/8', '7/2', '4', '7'] -> ((7 / 7/8) / ((5/6 + 7/2) - 4))
[59081] ['8/7', '5/3', '7/4', '7', '7'] -> (8/7 / ((7 / 7) - (5/3 / 7/4)))
[59082] ['1/9', '5/9', '3/5', '7', '7'] -> ((1/9 + 5/9) + ((7 + 7) / 3/5))
[59083] ['2/7', '1/3', '1/3', '6', '6'] -> ((6 * 6) / (1/3 + (1/3 / 2/7)))
[59084] ['1', '9/7', '7/5', '7/4', '5'] -> ((5 / (7/4 * (7/5 - 9/7))) - 1)
[59085] ['1/3', '5/9', '1', '8/7', '9'] -> ((8/7 * (1/3 + 9)) / (1 - 5/9))
[59086] ['2/9', '7/8', '9/7', '4', '9'] -> ((9 + (4 / 2/9)) / (7/8 * 9/7))
[59087] ['8/7', '5/3', '9/5', '7', '7'] -> (9/5 * ((8/7 * 7) - (5/3 - 7)))
[59088] ['2/7', '1/3', '3/8', '6', '6'] -> ((1/3 / 3/8) * (6 + (6 / 2/7)))
[59089] ['1/9', '5/9', '2/3', '7', '7'] -> ((((7 - 5/9) / 2/3) - 7) / 1/9)
[59090] ['2/5', '1', '7/5', '7/2', '7'] -> ((1 + 7/5) / ((7/2 / 7) - 2/5))
[59091] ['1/5', '5/8', '8/9', '5', '8'] -> ((8 / 8/9) / ((1/5 * 5) - 5/8))
[59092] ['1/3', '5/9', '1', '7/6', '9'] -> ((1/3 + 9) / ((5/9 + 1) - 7/6))
[59093] ['2/9', '3/7', '2', '2', '7/3'] -> (2 + (7/3 * (3/7 + (2 / 2/9))))
[59094] ['8/7', '5/3', '5/2', '7', '7'] -> ((5/2 * (8/7 / 5/3)) * (7 + 7))
[59095] ['1/9', '5/9', '3/4', '7', '7'] -> (7 + ((1/9 + (7 / 3/4)) / 5/9))
[59096] ['1/5', '5/8', '8/7', '5', '8'] -> (8/7 * (1/5 + ((5 + 8) / 5/8)))
[59097] ['5/6', '8/9', '8/7', '4', '7'] -> ((4 - (5/6 * 8/7)) / (8/9 / 7))
[59098] ['1/5', '7/8', '2', '8/3', '5'] -> ((8/3 * (7/8 + (2 / 1/5))) - 5)
[59099] ['1', '9/7', '7/5', '5/2', '5'] -> ((7/5 * (1 + 9/7)) * (5/2 + 5))
[59100] ['5/9', '9/8', '4', '9/2', '8'] -> (4 + ((9/2 + 8) / (5/9 * 9/8)))
[59101] ['2/5', '1', '3/2', '7/4', '7'] -> ((1 + 7/4) + ((3/2 + 7) / 2/5))
[59102] ['8/7', '5/3', '9/2', '7', '7'] -> ((8/7 * 9/2) * ((5/3 * 7) - 7))
[59103] ['4/7', '2/3', '1', '7/4', '6'] -> (6 / (7/4 * (1 - (4/7 / 2/3))))
[59104] ['1/5', '5/8', '7/6', '5', '8'] -> ((5 * 8) / ((7/6 / 5/8) - 1/5))
[59105] ['5/6', '8/9', '6/5', '4', '7'] -> (8/9 * ((4 * 7) - (5/6 * 6/5)))
[59106] ['4/7', '2/3', '1', '9/5', '6'] -> (9/5 * ((6 / (1 - 4/7)) - 2/3))
[59107] ['1/3', '5/9', '1', '7/4', '9'] -> ((5/9 + 1) * (9 / (1/3 * 7/4)))
[59108] ['2/9', '3/7', '2', '2', '9/2'] -> (2 + (9/2 * (2/9 + (2 / 3/7))))
[59109] ['1/9', '5/9', '8/9', '7', '7'] -> (((1/9 + 7) + (8/9 * 7)) / 5/9)
[59110] ['5/6', '8/9', '5/4', '4', '7'] -> ((7 / (8/9 - 5/6)) / (5/4 + 4))
[59111] ['2/5', '1', '3/2', '8/3', '7'] -> ((3/2 * 8/3) + ((1 + 7) / 2/5))
[59112] ['2/7', '5/9', '5/6', '9', '9'] -> ((9 / 2/7) - (9 - (5/6 / 5/9)))
[59113] ['2/9', '4/9', '4/9', '2', '2'] -> ((4/9 + (2 * (4/9 + 2))) / 2/9)
[59114] ['8/7', '7/4', '7/3', '7', '7'] -> ((8/7 + (7 / 7/4)) * (7 - 7/3))
[59115] ['1/9', '5/9', '9/8', '7', '7'] -> (((1/9 + 7) + (7 / 9/8)) / 5/9)
[59116] ['1/3', '4/7', '3/5', '1', '9'] -> (((9 / 3/5) - 1) / (1/3 / 4/7))
[59117] ['2/7', '1/3', '4/5', '6', '6'] -> (((6 / (4/5 - 1/3)) - 6) / 2/7)
[59118] ['7/9', '6/5', '3/2', '5', '5'] -> ((6/5 + 3/2) * (5 + (7/9 * 5)))
[59119] ['4/7', '5/7', '5/7', '1', '6'] -> (6 * ((5/7 / (5/7 - 4/7)) - 1))
[59120] ['2/9', '7/8', '9/4', '4', '9'] -> ((9/4 / 2/9) + (9 + (7/8 + 4)))
[59121] ['2/7', '5/9', '6/7', '9', '9'] -> (9 + ((6/7 * 9) / (2/7 / 5/9)))
[59122] ['1/5', '5/8', '7/4', '5', '8'] -> (((1/5 * 5) + (7/4 * 8)) / 5/8)
[59123] ['1/3', '4/7', '5/8', '1', '9'] -> ((9 / 1/3) / ((1 / 4/7) - 5/8))
[59124] ['2/7', '5/6', '1', '2', '9/4'] -> (1 / (((9/4 - 2) / 2/7) - 5/6))
[59125] ['8/7', '7/4', '9/2', '7', '7'] -> (7 + (8/7 * (7 + (7/4 * 9/2))))
[59126] ['2/5', '1', '5/3', '5/3', '7'] -> ((((5/3 * 7) - 5/3) / 2/5) - 1)
[59127] ['7/9', '6/5', '5/3', '5', '5'] -> ((5 + (6/5 + 5)) / (7/9 / 5/3))
[59128] ['1/3', '4/7', '2/3', '1', '9'] -> ((4/7 / 2/3) * (1 + (9 / 1/3)))
[59129] ['5/9', '8/7', '7/5', '4', '8'] -> ((5/9 * 7/5) * ((4 * 8) - 8/7))
[59130] ['1/9', '5/9', '9/7', '7', '7'] -> ((7 + (9/7 * 7)) / (1/9 + 5/9))
[59131] ['1', '9/7', '3/2', '5/2', '5'] -> (3/2 + ((1 + 5/2) * (9/7 * 5)))
[59132] ['2/9', '4/9', '3/5', '2', '2'] -> ((2 + (2 / 3/5)) / (4/9 - 2/9))
[59133] ['2/7', '5/6', '1', '2', '5/2'] -> ((1 + (2 / 2/7)) / (5/6 / 5/2))
[59134] ['2/5', '1', '5/3', '7/4', '7'] -> (5/3 * (2/5 + (7/4 * (1 + 7))))
[59135] ['1/5', '8/9', '5/4', '2', '5'] -> ((5/4 - (2 / 8/9)) + (5 / 1/5))
[59136] ['7/9', '6/5', '7/4', '5', '5'] -> ((6/5 * 7/4) * (5 + (5 / 7/9)))
[59137] ['1/9', '5/9', '4/3', '7', '7'] -> (7 + ((1/9 + (4/3 * 7)) / 5/9))
[59138] ['1', '9/7', '3/2', '8/3', '5'] -> (1 / (3/2 - (5 / (9/7 * 8/3))))
[59139] ['2/7', '5/6', '1', '2', '8/3'] -> (2 * (((1 + 8/3) / 2/7) - 5/6))
[59140] ['7/9', '6/5', '9/5', '5', '5'] -> (5 * ((6/5 + 5) - (7/9 * 9/5)))
[59141] ['5/9', '8/7', '8/5', '4', '8'] -> ((5/9 * 8) * (4 + (8/5 / 8/7)))
[59142] ['1/9', '5/9', '3/2', '7', '7'] -> (((3/2 * (7 - 5/9)) - 7) / 1/9)
[59143] ['8/7', '9/5', '7/3', '7', '7'] -> ((8/7 * 9/5) * (7 - (7/3 - 7)))
[59144] ['2/7', '5/9', '8/7', '9', '9'] -> ((9 * (5/9 + 8/7)) - (2/7 - 9))
[59145] ['2/5', '1', '5/3', '7/2', '7'] -> ((5/3 * ((7 / 2/5) - 1)) - 7/2)
[59146] ['2/9', '4/9', '7/9', '2', '2'] -> (2 + ((7/9 + (2 / 2/9)) / 4/9))
[59147] ['7/9', '6/5', '9/4', '5', '5'] -> ((6/5 * 9/4) * (5 + (7/9 * 5)))
[59148] ['1/5', '2/3', '5/6', '5', '8'] -> ((5 * 8) * ((2/3 / 5/6) - 1/5))
[59149] ['1/5', '8/9', '4/3', '2', '5'] -> ((4/3 * 2) / ((1/5 * 5) - 8/9))
[59150] ['4/7', '5/7', '1', '5/4', '6'] -> (6 / (5/4 * (1 - (4/7 / 5/7))))
[59151] ['1/9', '5/9', '8/5', '7', '7'] -> ((8/5 * 7) + ((1/9 + 7) / 5/9))
[59152] ['2/7', '5/6', '1', '2', '9/2'] -> ((2 * 9/2) * ((1 / 2/7) - 5/6))
[59153] ['2/7', '5/9', '7/6', '9', '9'] -> (9 + (9 / (7/6 * (2/7 / 5/9))))
[59154] ['7/9', '6/5', '7/3', '5', '5'] -> (6/5 * (5 + (5 / (7/9 / 7/3))))
[59155] ['4/7', '5/7', '1', '7/5', '6'] -> ((6 / 5/7) / ((1 / 4/7) - 7/5))
[59156] ['1/5', '2/3', '7/8', '5', '8'] -> ((2/3 * 5) * (1/5 + (7/8 * 8)))
[59157] ['1/9', '5/9', '9/5', '7', '7'] -> (9/5 * ((7 + 7) - (1/9 + 5/9)))
[59158] ['5/9', '8/7', '9/5', '4', '8'] -> (4 * ((8 / 8/7) - (5/9 * 9/5)))
[59159] ['2/7', '6/7', '8/9', '1', '2'] -> ((2/7 + 2) / (6/7 * (1 - 8/9)))
[59160] ['2/7', '1/3', '9/5', '6', '6'] -> ((6 / 9/5) - (1/3 - (6 / 2/7)))
[59161] ['1', '9/7', '8/5', '9/5', '5'] -> ((5 / (8/5 - (9/5 / 9/7))) - 1)
[59162] ['2/5', '1', '7/4', '7/3', '7'] -> ((7 / 7/4) / ((1 / 2/5) - 7/3))
[59163] ['4/7', '5/7', '1', '8/5', '6'] -> ((4/7 * 6) / ((5/7 * 8/5) - 1))
[59164] ['1/9', '5/9', '9/4', '7', '7'] -> (((5/9 / 1/9) + (7 * 7)) / 9/4)
[59165] ['5/6', '9/8', '5/4', '4', '7'] -> ((4 + 7) / (9/8 - (5/6 / 5/4)))
[59166] ['2/7', '1/3', '9/4', '6', '6'] -> ((1/3 + (6 / 2/7)) + (6 / 9/4))
[59167] ['2/7', '5/9', '4/3', '9', '9'] -> (((9 + 9) - (4/3 / 2/7)) / 5/9)
[59168] ['2/5', '1', '7/4', '5/2', '7'] -> (((5/2 * 7) / (2/5 * 7/4)) - 1)
[59169] ['2/7', '6/7', '1', '6/5', '2'] -> ((2/7 * 2) / (6/7 - (1 / 6/5)))
[59170] ['1/5', '2/3', '8/7', '5', '8'] -> ((2/3 * 5) * (1/5 + (8 / 8/7)))
[59171] ['2/9', '9/8', '6/5', '4', '9'] -> ((6/5 / (2/9 * 9/8)) * (9 - 4))
[59172] ['2/5', '1', '7/4', '7/2', '7'] -> ((7/2 + (1 / 2/5)) / (7/4 / 7))
[59173] ['8/7', '9/4', '7/3', '7', '7'] -> ((8/7 * 9/4) * ((7/3 * 7) - 7))
[59174] ['1', '9/7', '8/5', '8/3', '5'] -> ((9/7 * 8/3) * ((8/5 * 5) - 1))
[59175] ['5/6', '9/8', '8/5', '4', '7'] -> ((7 / (8/5 - (9/8 / 5/6))) - 4)
[59176] ['1/5', '8/9', '2', '7/3', '5'] -> ((7/3 - 1/5) * (5 / (8/9 / 2)))
[59177] ['1/5', '2/3', '7/6', '5', '8'] -> (8 / ((5 * (1/5 / 2/3)) - 7/6))
[59178] ['8/7', '9/4', '5/2', '7', '7'] -> (8/7 * ((7 / (5/2 - 9/4)) - 7))
[59179] ['2/7', '6/7', '1', '7/5', '2'] -> ((1 + 7/5) / (2/7 / (6/7 + 2)))
[59180] ['4/7', '3/4', '4/5', '1', '6'] -> ((6 / 4/5) / ((3/4 / 4/7) - 1))
[59181] ['5/6', '9/8', '7/4', '4', '7'] -> (7 / (4 - (7/4 + (5/6 + 9/8))))
[59182] ['1/5', '8/9', '2', '5/2', '5'] -> ((8/9 * 2) * (5 * (1/5 + 5/2)))
