[1] ['1', '1', '1', '1', '7'] -> (((1 + 1) + 1) * (1 + 7))
[636] ['5', '11', '11', '13', '13'] -> (((11 * 11) - (13 / 13)) / 5)
[637] ['5', '11', '11', '23', '23'] -> (((11 * 11) - (23 / 23)) / 5)
[638] ['5', '11', '11', '25', '25'] -> (((11 * 11) - (25 / 25)) / 5)
[639] ['5', '11', '11', '26', '26'] -> (((11 * 11) - (26 / 26)) / 5)
[640] ['5', '11', '11', '13', '30'] -> ((((13 * 30) - 5) / 11) - 11)
[641] ['5', '11', '11', '16', '16'] -> (((11 * 11) - (16 / 16)) / 5)
[642] ['5', '10', '17', '23', '29'] -> (((29 * 5) + 23) / (17 - 10))
[643] ['5', '10', '17', '26', '26'] -> (((17 / 5) - (26 / 26)) * 10)
[644] ['5', '10', '17', '27', '27'] -> (((17 / 5) - (27 / 27)) * 10)
[645] ['5', '11', '14', '19', '19'] -> ((((11 * 19) - 19) / 5) - 14)
[646] ['5', '11', '11', '18', '20'] -> (18 / ((11 / 11) - (5 / 20)))
[647] ['5', '11', '11', '18', '27'] -> (27 - (18 / ((11 / 11) + 5)))
[648] ['5', '11', '11', '28', '30'] -> (28 / ((11 / 11) + (5 / 30)))
[649] ['5', '11', '15', '26', '26'] -> (((26 / 26) + 5) * (15 - 11))
[650] ['5', '11', '16', '23', '29'] -> ((((29 - 16) * 11) - 23) / 5)
[651] ['5', '11', '14', '21', '21'] -> (((11 * 21) + (21 * 5)) / 14)
[652] ['5', '11', '14', '21', '29'] -> ((((21 + 29) * 5) + 14) / 11)
[653] ['5', '11', '14', '25', '25'] -> ((((25 + 25) * 5) + 14) / 11)
[654] ['5', '11', '16', '16', '16'] -> (((16 - 11) * 5) - (16 / 16))
[655] ['5', '11', '16', '19', '19'] -> (((16 - 11) * 5) - (19 / 19))
[656] ['5', '11', '16', '27', '27'] -> (((16 - 11) * 5) - (27 / 27))
[657] ['5', '11', '16', '29', '29'] -> (((16 - 11) * 5) - (29 / 29))
[658] ['5', '11', '17', '17', '21'] -> (((17 * 5) + 11) / (21 - 17))
[659] ['5', '11', '17', '23', '26'] -> (((11 * 5) + 17) / (26 - 23))
[660] ['5', '11', '18', '18', '27'] -> (((11 / 18) + (5 / 18)) * 27)
[661] ['5', '11', '21', '22', '27'] -> (27 - (21 / ((22 / 11) + 5)))
[662] ['5', '11', '13', '22', '23'] -> ((((22 - 11) * 13) - 23) / 5)
[663] ['5', '11', '26', '26', '28'] -> ((((11 * 26) - 26) / 5) - 28)
[664] ['5', '11', '21', '26', '27'] -> ((((11 * 5) + 26) / 27) + 21)
[665] ['5', '12', '22', '23', '23'] -> ((12 / ((23 / 23) + 5)) + 22)
[666] ['5', '12', '26', '26', '26'] -> (26 - (12 / ((26 / 26) + 5)))
[667] ['5', '13', '14', '19', '29'] -> ((((29 + 5) * 13) + 14) / 19)
[668] ['5', '13', '13', '28', '30'] -> (28 / ((13 / 13) + (5 / 30)))
[669] ['5', '13', '18', '18', '18'] -> (((18 - 13) * 5) - (18 / 18))
[670] ['5', '13', '13', '17', '18'] -> ((((13 + 18) * 13) + 5) / 17)
[671] ['5', '13', '13', '18', '20'] -> (18 / ((13 / 13) - (5 / 20)))
[672] ['5', '14', '14', '25', '27'] -> (((14 + 5) * (27 - 25)) - 14)
[673] ['5', '13', '20', '20', '20'] -> ((((20 - 13) * 20) - 20) / 5)
[674] ['5', '14', '14', '15', '25'] -> ((((25 * 5) + 15) / 14) + 14)
[675] ['5', '14', '17', '17', '25'] -> (((17 + 5) * 17) - (14 * 25))
[676] ['5', '13', '18', '23', '23'] -> (((18 - 13) * 5) - (23 / 23))
[677] ['5', '13', '18', '28', '28'] -> (((18 - 13) * 5) - (28 / 28))
[678] ['5', '13', '18', '29', '29'] -> (((18 - 13) * 5) - (29 / 29))
[679] ['5', '14', '19', '19', '21'] -> ((((19 / 19) + 14) / 5) + 21)
[680] ['5', '14', '19', '19', '27'] -> (27 - (((19 / 19) + 14) / 5))
[681] ['5', '14', '18', '23', '23'] -> (((23 / 23) + 5) * (18 - 14))
[682] ['5', '15', '15', '17', '26'] -> ((((26 - 17) * 15) - 15) / 5)
[683] ['5', '14', '17', '21', '21'] -> ((17 / ((14 / 21) + 5)) + 21)
[684] ['5', '15', '16', '23', '23'] -> (16 / ((23 / 23) - (5 / 15)))
[685] ['5', '14', '22', '22', '27'] -> (27 - (((22 / 22) + 14) / 5))
[686] ['5', '14', '21', '26', '26'] -> ((((26 / 26) + 14) / 5) + 21)
[687] ['5', '14', '17', '26', '26'] -> ((((26 + 5) * 14) - 26) / 17)
[688] ['5', '14', '18', '18', '23'] -> (18 / ((23 / (18 - 14)) - 5))
[689] ['5', '13', '26', '26', '28'] -> (((5 - (26 / 26)) * 13) - 28)
[690] ['5', '13', '28', '28', '28'] -> (((5 - (28 / 28)) * 13) - 28)
[691] ['5', '13', '28', '29', '29'] -> (((5 - (29 / 29)) * 13) - 28)
[692] ['5', '15', '15', '15', '23'] -> (((15 * 23) - (15 * 15)) / 5)
[693] ['5', '15', '21', '21', '25'] -> (((15 * 5) + 21) / (25 - 21))
[694] ['5', '15', '18', '28', '28'] -> (((28 / 28) + (5 / 15)) * 18)
[695] ['5', '15', '18', '29', '29'] -> (((29 / 29) + (5 / 15)) * 18)
[696] ['5', '13', '23', '23', '28'] -> (((5 - (23 / 23)) * 13) - 28)
[697] ['5', '15', '18', '23', '23'] -> (((23 / 23) + (5 / 15)) * 18)
[698] ['5', '15', '20', '21', '23'] -> (((21 * 23) - (15 / 5)) / 20)
[699] ['5', '14', '26', '26', '27'] -> (27 - (((26 / 26) + 14) / 5))
[700] ['5', '14', '23', '23', '27'] -> (27 - (((23 / 23) + 14) / 5))
[701] ['5', '14', '23', '24', '29'] -> ((((23 * 29) + 5) / 14) - 24)
[702] ['5', '16', '16', '17', '18'] -> (18 / ((17 / 16) - (5 / 16)))
[703] ['5', '16', '16', '26', '26'] -> (26 - ((16 + 26) / (16 + 5)))
[704] ['5', '17', '18', '23', '23'] -> ((((23 - 17) * 23) - 18) / 5)
[705] ['5', '16', '30', '30', '30'] -> (30 / (5 - ((30 + 30) / 16)))
[706] ['5', '17', '17', '18', '27'] -> (27 - (18 / ((17 / 17) + 5)))
[707] ['5', '16', '23', '28', '28'] -> (((28 * 5) + 28) / (23 - 16))
[708] ['5', '18', '18', '23', '28'] -> (((28 - 23) * 5) - (18 / 18))
[709] ['5', '16', '26', '29', '30'] -> ((((16 * 29) + 30) / 26) + 5)
[710] ['5', '17', '18', '26', '26'] -> (26 - ((18 + 26) / (17 + 5)))
[711] ['5', '17', '19', '19', '22'] -> (((22 - 17) * 5) - (19 / 19))
[712] ['5', '17', '21', '26', '26'] -> (((26 / 26) + 5) * (21 - 17))
[713] ['5', '17', '22', '26', '26'] -> (((22 - 17) * 5) - (26 / 26))
[714] ['5', '17', '22', '28', '28'] -> (((22 - 17) * 5) - (28 / 28))
[715] ['5', '17', '26', '28', '28'] -> (((17 * 28) + 28) / (26 - 5))
[716] ['5', '18', '18', '18', '23'] -> (((23 - 18) * 5) - (18 / 18))
[717] ['5', '18', '19', '19', '21'] -> ((18 / ((19 / 19) + 5)) + 21)
[718] ['5', '18', '21', '23', '23'] -> ((18 / ((23 / 23) + 5)) + 21)
[719] ['5', '17', '19', '29', '30'] -> (30 - (((17 * 5) + 29) / 19))
[720] ['5', '18', '27', '28', '28'] -> (27 - (18 / ((28 / 28) + 5)))
[721] ['5', '18', '27', '29', '29'] -> (27 - (18 / ((29 / 29) + 5)))
[722] ['5', '18', '21', '25', '25'] -> ((18 / ((25 / 25) + 5)) + 21)
[723] ['5', '18', '21', '28', '28'] -> ((18 / ((28 / 28) + 5)) + 21)
[724] ['5', '18', '22', '22', '27'] -> (27 - (18 / ((22 / 22) + 5)))
[725] ['5', '21', '21', '21', '25'] -> (((21 / 21) + 5) * (25 - 21))
[726] ['5', '21', '21', '21', '26'] -> (((26 - 21) * 5) - (21 / 21))
[727] ['5', '19', '19', '21', '25'] -> (((19 / 19) + 5) * (25 - 21))
[728] ['5', '19', '19', '22', '27'] -> (((27 - 22) * 5) - (19 / 19))
[729] ['5', '19', '19', '23', '28'] -> (((28 - 23) * 5) - (19 / 19))
[730] ['5', '21', '21', '28', '28'] -> ((((28 + 5) * 21) - 21) / 28)
[731] ['6', '6', '6', '7', '7'] -> (((6 - (7 / 7)) * 6) - 6)
[732] ['5', '18', '23', '26', '26'] -> (((23 - 18) * 5) - (26 / 26))
[733] ['5', '18', '23', '27', '27'] -> (((23 - 18) * 5) - (27 / 27))
[734] ['5', '18', '23', '28', '28'] -> (((23 - 18) * 5) - (28 / 28))
[735] ['5', '21', '26', '29', '29'] -> (((26 - 21) * 5) - (29 / 29))
[736] ['6', '6', '6', '13', '28'] -> (28 / ((13 / 6) - (6 / 6)))
[737] ['6', '6', '6', '14', '14'] -> (((6 - (14 / 14)) * 6) - 6)
[738] ['6', '6', '6', '22', '22'] -> (((6 - (22 / 22)) * 6) - 6)
[739] ['6', '6', '6', '22', '29'] -> ((22 + 6) / (6 - (29 / 6)))
[740] ['5', '22', '26', '26', '26'] -> (((26 / 26) + 5) * (26 - 22))
[741] ['5', '22', '27', '27', '27'] -> (((27 - 22) * 5) - (27 / 27))
[742] ['6', '6', '6', '26', '26'] -> (((6 - (26 / 26)) * 6) - 6)
[743] ['6', '6', '7', '7', '8'] -> (6 / ((7 / 7) - (6 / 8)))
[744] ['6', '6', '6', '17', '17'] -> (((6 - (17 / 17)) * 6) - 6)
[745] ['6', '6', '6', '19', '19'] -> (((6 - (19 / 19)) * 6) - 6)
[746] ['5', '23', '28', '28', '28'] -> (((28 - 23) * 5) - (28 / 28))
[747] ['5', '23', '28', '28', '30'] -> (((28 * 5) + 28) / (30 - 23))
[748] ['6', '6', '7', '13', '13'] -> (((13 * 13) - (6 / 6)) / 7)
[749] ['6', '6', '8', '29', '29'] -> (6 / ((29 / 29) - (6 / 8)))
[750] ['6', '6', '11', '14', '25'] -> (((11 * 14) - (25 * 6)) * 6)
[751] ['6', '6', '11', '17', '20'] -> (((11 * 6) + 6) / (20 - 17))
[752] ['6', '6', '15', '19', '25'] -> (6 / ((25 / (19 - 15)) - 6))
[753] ['6', '6', '15', '16', '16'] -> (((15 * 16) - (16 * 6)) / 6)
[754] ['6', '6', '14', '14', '29'] -> ((14 + 14) / (6 - (29 / 6)))
[755] ['6', '6', '11', '17', '27'] -> (((17 * 6) + (27 * 6)) / 11)
[756] ['6', '6', '11', '17', '28'] -> ((((17 + 28) * 6) - 6) / 11)
[757] ['6', '6', '11', '19', '22'] -> (((11 * 6) + 6) / (22 - 19))
[758] ['6', '6', '17', '19', '20'] -> (((20 / (19 - 17)) - 6) * 6)
[759] ['6', '6', '14', '20', '20'] -> ((((6 * 6) + 20) / 14) + 20)
[760] ['6', '6', '13', '22', '29'] -> ((((22 + 29) * 6) + 6) / 13)
[761] ['6', '6', '13', '23', '28'] -> ((((23 + 28) * 6) + 6) / 13)
[762] ['6', '6', '21', '28', '28'] -> (28 / ((28 / 6) - (21 / 6)))
[763] ['6', '6', '15', '29', '30'] -> ((((29 + 30) * 6) + 6) / 15)
[764] ['6', '6', '16', '16', '17'] -> (((16 * 17) + 16) / (6 + 6))
[765] ['6', '6', '20', '25', '27'] -> (((20 / (27 - 25)) - 6) * 6)
[766] ['6', '7', '7', '23', '25'] -> ((((23 * 7) + 25) / 6) - 7)
[767] ['6', '7', '7', '16', '17'] -> ((((16 + 7) * 7) - 17) / 6)
[768] ['6', '7', '7', '13', '15'] -> (((13 / 7) + (15 / 7)) * 6)
[769] ['6', '7', '9', '25', '25'] -> (((25 / 25) + 7) * (9 - 6))
[770] ['6', '7', '13', '29', '29'] -> ((((13 * 29) - 6) / 7) - 29)
[771] ['6', '7', '16', '22', '23'] -> ((((16 * 23) + 6) / 22) + 7)
[772] ['6', '7', '15', '15', '15'] -> ((((15 * 15) - 15) / 7) - 6)
[773] ['6', '7', '20', '20', '21'] -> (((20 / 20) + (21 / 7)) * 6)
[774] ['6', '8', '18', '18', '29'] -> ((((29 - 18) * 18) - 6) / 8)
[775] ['6', '9', '9', '13', '19'] -> (((6 + 9) * 13) - (19 * 9))
[776] ['6', '9', '9', '14', '23'] -> ((((6 + 9) * 23) - 9) / 14)
[777] ['6', '9', '9', '22', '28'] -> (((28 + 9) * 6) - (22 * 9))
[778] ['6', '9', '19', '28', '28'] -> (28 / (9 - ((19 + 28) / 6)))
[779] ['6', '9', '19', '25', '25'] -> ((((25 + 25) * 9) + 6) / 19)
[780] ['6', '10', '10', '13', '27'] -> (((13 / 10) + (27 / 10)) * 6)
[781] ['6', '10', '11', '25', '25'] -> ((((11 * 25) + 25) / 10) - 6)
[782] ['6', '10', '10', '17', '23'] -> (((17 / 10) + (23 / 10)) * 6)
[783] ['6', '10', '10', '29', '29'] -> (29 - (((10 / 10) + 29) / 6))
[784] ['6', '10', '17', '17', '23'] -> ((((17 - 10) * 23) - 17) / 6)
[785] ['6', '11', '11', '28', '28'] -> (28 - (28 / ((11 / 11) + 6)))
[786] ['6', '11', '11', '13', '28'] -> (28 / ((13 / 6) - (11 / 11)))
[787] ['6', '11', '11', '14', '27'] -> (((11 + 6) * (14 - 11)) - 27)
[788] ['6', '11', '13', '23', '27'] -> ((((23 - 13) * 27) - 6) / 11)
[789] ['6', '11', '11', '21', '23'] -> (((21 / 11) + (23 / 11)) * 6)
[790] ['6', '11', '15', '18', '29'] -> ((((18 - 15) * 11) - 29) * 6)
[791] ['6', '12', '12', '16', '29'] -> ((((29 - 16) * 12) - 12) / 6)
[792] ['6', '11', '15', '28', '30'] -> ((15 * 28) - ((30 + 6) * 11))
[793] ['6', '11', '27', '30', '30'] -> (((30 - 27) * 30) - (11 * 6))
[794] ['6', '11', '13', '19', '29'] -> ((((13 + 29) * 11) - 6) / 19)
[795] ['6', '11', '21', '21', '26'] -> (26 - (((21 / 21) + 11) / 6))
[796] ['6', '11', '21', '28', '28'] -> ((((11 + 6) * 28) + 28) / 21)
[797] ['6', '11', '17', '21', '21'] -> (((21 - 6) * 17) - (11 * 21))
[798] ['6', '12', '17', '21', '29'] -> (((17 + 29) * 6) - (12 * 21))
[799] ['6', '13', '13', '15', '17'] -> ((((13 * 17) + 13) / 6) - 15)
[800] ['6', '13', '17', '17', '21'] -> ((((13 + 17) * 17) - 6) / 21)
[801] ['6', '13', '15', '15', '28'] -> (28 / ((13 / 6) - (15 / 15)))
[802] ['6', '14', '14', '17', '23'] -> (((23 - 14) * 14) - (17 * 6))
[803] ['6', '13', '13', '21', '27'] -> (27 - (21 / ((13 / 13) + 6)))
[804] ['6', '13', '13', '25', '27'] -> (((25 / 13) + (27 / 13)) * 6)
[805] ['6', '13', '21', '28', '28'] -> ((((13 + 6) * 28) - 28) / 21)
[806] ['6', '13', '22', '22', '29'] -> (((22 - 13) * 22) - (29 * 6))
[807] ['6', '14', '14', '19', '19'] -> ((((14 + 19) * 14) - 6) / 19)
[808] ['6', '13', '19', '27', '27'] -> ((((27 + 6) * 13) + 27) / 19)
[809] ['6', '13', '28', '28', '28'] -> (28 / ((13 / 6) - (28 / 28)))
[810] ['6', '14', '14', '14', '22'] -> ((14 / ((14 / 14) + 6)) + 22)
[811] ['6', '14', '14', '14', '26'] -> (26 - (14 / ((14 / 14) + 6)))
[812] ['6', '13', '21', '21', '28'] -> (28 / ((13 / 6) - (21 / 21)))
[813] ['6', '14', '15', '15', '28'] -> (((28 / 14) - (6 / 15)) * 15)
[814] ['6', '14', '15', '15', '29'] -> ((((15 * 29) - 15) / 14) - 6)
[815] ['6', '14', '17', '25', '30'] -> (((25 * 30) - 6) / (14 + 17))
[816] ['6', '15', '15', '23', '29'] -> ((((15 + 15) * 23) + 6) / 29)
[817] ['6', '15', '17', '17', '22'] -> (((17 + 6) * (17 - 15)) - 22)
[818] ['6', '15', '17', '28', '28'] -> (((17 * 28) + 28) / (15 + 6))
[819] ['6', '15', '17', '29', '29'] -> ((((17 + 29) * 15) + 6) / 29)
[820] ['6', '13', '18', '18', '25'] -> (((18 + 25) * 6) - (13 * 18))
[821] ['6', '15', '21', '21', '29'] -> ((((29 + 6) * 15) - 21) / 21)
[822] ['6', '14', '22', '23', '23'] -> ((14 / ((23 / 23) + 6)) + 22)
[823] ['6', '16', '17', '22', '23'] -> ((((23 * 6) + 16) / 22) + 17)
[824] ['6', '15', '17', '22', '23'] -> ((((22 - 15) * 23) - 17) / 6)
[825] ['6', '16', '17', '23', '23'] -> ((((23 - 16) * 23) - 17) / 6)
[826] ['6', '17', '18', '18', '29'] -> ((17 * 18) - ((18 + 29) * 6))
[827] ['6', '17', '19', '19', '26'] -> (((19 + 6) * (19 - 17)) - 26)
[828] ['6', '17', '17', '21', '21'] -> ((21 / ((17 / 17) + 6)) + 21)
[829] ['6', '17', '17', '28', '28'] -> (28 - (28 / ((17 / 17) + 6)))
[830] ['6', '14', '25', '25', '26'] -> (26 - (14 / ((25 / 25) + 6)))
[831] ['6', '16', '16', '29', '29'] -> (29 - (((16 / 16) + 29) / 6))
[832] ['6', '16', '17', '17', '23'] -> ((((16 * 6) + 23) / 17) + 17)
[833] ['6', '16', '17', '17', '26'] -> ((((16 * 17) - 26) / 6) - 17)
[834] ['6', '14', '22', '25', '25'] -> ((14 / ((25 / 25) + 6)) + 22)
[835] ['6', '14', '22', '29', '29'] -> ((14 / ((29 / 29) + 6)) + 22)
[836] ['6', '14', '22', '30', '30'] -> ((14 / ((30 / 30) + 6)) + 22)
[837] ['6', '14', '23', '23', '26'] -> (26 - (14 / ((23 / 23) + 6)))
[838] ['6', '15', '23', '23', '29'] -> ((((23 + 23) * 15) + 6) / 29)
[839] ['6', '17', '23', '27', '27'] -> (((27 - 6) * 23) - (17 * 27))
[840] ['6', '21', '21', '22', '22'] -> ((21 / ((22 / 22) + 6)) + 21)
[841] ['6', '21', '21', '25', '25'] -> ((21 / ((25 / 25) + 6)) + 21)
[842] ['6', '19', '28', '28', '29'] -> ((((28 / 28) + 29) / 6) + 19)
[843] ['6', '20', '20', '21', '27'] -> (27 - (21 / ((20 / 20) + 6)))
[844] ['7', '7', '7', '7', '12'] -> (((7 / 7) + (7 / 7)) * 12)
[845] ['7', '7', '7', '7', '14'] -> ((((7 * 7) * 7) - 7) / 14)
[846] ['7', '7', '7', '7', '27'] -> (27 - (((7 + 7) + 7) / 7))
[847] ['6', '19', '19', '26', '28'] -> ((((19 * 6) + 26) / 28) + 19)
[848] ['6', '19', '19', '29', '29'] -> (29 - (((19 / 19) + 29) / 6))
[849] ['6', '22', '22', '27', '29'] -> (((27 + 29) / (22 + 6)) + 22)
[850] ['6', '22', '22', '29', '29'] -> (29 - (((22 / 22) + 29) / 6))
[851] ['6', '23', '27', '27', '29'] -> ((27 * 29) - ((27 + 6) * 23))
[852] ['6', '27', '27', '28', '28'] -> (28 - (28 / ((27 / 27) + 6)))
[853] ['6', '21', '21', '26', '26'] -> ((21 / ((26 / 26) + 6)) + 21)
[854] ['6', '21', '21', '27', '27'] -> ((21 / ((27 / 27) + 6)) + 21)
[855] ['6', '21', '22', '22', '28'] -> (6 / ((22 / 22) - (21 / 28)))
[856] ['7', '7', '7', '10', '18'] -> (((10 - 7) * (7 + 7)) - 18)
[857] ['7', '7', '7', '10', '23'] -> (((7 * 7) + 23) / (10 - 7))
[858] ['7', '7', '8', '11', '18'] -> (((11 - 8) * (7 + 7)) - 18)
[859] ['6', '25', '25', '29', '29'] -> (29 - (((25 / 25) + 29) / 6))
[860] ['6', '21', '22', '27', '28'] -> (27 - (22 / ((28 / 21) + 6)))
[861] ['7', '7', '8', '8', '15'] -> ((((15 + 7) * 8) - 8) / 7)
[862] ['7', '7', '10', '13', '25'] -> ((((25 * 7) + 7) / 13) + 10)
[863] ['7', '7', '10', '11', '19'] -> ((((10 + 7) * 11) - 19) / 7)
[864] ['7', '7', '7', '16', '21'] -> (16 / ((7 / 7) - (7 / 21)))
[865] ['7', '7', '7', '16', '22'] -> ((16 / ((7 / 7) + 7)) + 22)
[866] ['7', '7', '7', '16', '26'] -> (26 - (16 / ((7 / 7) + 7)))
[867] ['7', '7', '9', '22', '29'] -> ((((7 * 7) + 9) / 29) + 22)
[868] ['7', '7', '11', '11', '18'] -> (((7 - (11 / 11)) * 7) - 18)
[869] ['7', '7', '8', '23', '28'] -> (((7 - (8 / 28)) * 7) - 23)
[870] ['7', '7', '8', '23', '30'] -> ((((30 * 8) - 23) / 7) - 7)
[871] ['7', '7', '8', '27', '27'] -> (27 - (27 / ((7 / 7) + 8)))
[872] ['7', '7', '9', '17', '23'] -> (((17 * 23) - 7) / (7 + 9))
[873] ['7', '7', '11', '11', '30'] -> ((((11 + 7) * 11) - 30) / 7)
[874] ['7', '7', '11', '14', '17'] -> ((((14 * 17) + 7) / 7) - 11)
[875] ['7', '7', '8', '17', '27'] -> (27 / ((17 / 8) - (7 / 7)))
[876] ['7', '7', '8', '20', '30'] -> (8 / ((7 / 7) - (20 / 30)))
[877] ['7', '7', '11', '22', '29'] -> (((29 + 7) / (11 + 7)) + 22)
[878] ['7', '7', '11', '26', '29'] -> (26 - ((29 + 7) / (11 + 7)))
[879] ['7', '7', '14', '14', '16'] -> (((14 / 7) - (7 / 14)) * 16)
[880] ['7', '7', '14', '16', '16'] -> (((16 / 14) + (16 / 7)) * 7)
[881] ['7', '7', '12', '16', '26'] -> (26 - ((12 + 16) / (7 + 7)))
[882] ['7', '7', '12', '23', '23'] -> (((23 / 23) + (7 / 7)) * 12)
[883] ['7', '7', '12', '27', '27'] -> (((27 / 27) + (7 / 7)) * 12)
[884] ['7', '7', '12', '29', '29'] -> (((29 / 29) + (7 / 7)) * 12)
[885] ['7', '7', '13', '13', '18'] -> (((7 - (13 / 13)) * 7) - 18)
[886] ['7', '7', '12', '19', '19'] -> (((19 / 19) + (7 / 7)) * 12)
[887] ['7', '7', '13', '14', '19'] -> ((((14 * 19) - 7) / 7) - 13)
[888] ['7', '7', '14', '16', '29'] -> (((7 - (29 / 7)) * 14) - 16)
[889] ['7', '7', '14', '17', '23'] -> (((7 * 7) + 23) / (17 - 14))
[890] ['7', '7', '14', '27', '27'] -> (27 - (27 / ((14 / 7) + 7)))
[891] ['7', '7', '14', '27', '30'] -> (((14 * 27) - (30 * 7)) / 7)
[892] ['7', '7', '15', '15', '18'] -> (((7 - (15 / 15)) * 7) - 18)
[893] ['7', '7', '13', '25', '30'] -> (((25 - 7) * 13) - (30 * 7))
[894] ['7', '7', '16', '26', '27'] -> (27 - ((16 + 26) / (7 + 7)))
[895] ['7', '7', '15', '27', '27'] -> (27 - ((15 + 27) / (7 + 7)))
[896] ['7', '7', '16', '16', '18'] -> (((7 - (16 / 16)) * 7) - 18)
[897] ['7', '7', '16', '21', '26'] -> (((16 + 26) / (7 + 7)) + 21)
[898] ['7', '7', '16', '23', '28'] -> (((7 + 7) * 28) - (16 * 23))
[899] ['7', '7', '14', '22', '23'] -> (((14 * 23) - (22 * 7)) / 7)
[900] ['7', '7', '14', '23', '23'] -> ((((14 * 23) + 7) / 7) - 23)
[901] ['7', '7', '14', '23', '25'] -> (((23 * 7) + (25 * 7)) / 14)
[902] ['7', '7', '14', '23', '26'] -> ((((23 + 26) * 7) - 7) / 14)
[903] ['7', '7', '14', '25', '26'] -> (((14 * 25) - (26 * 7)) / 7)
[904] ['7', '7', '17', '27', '30'] -> ((((7 + 7) * 27) + 30) / 17)
[905] ['7', '7', '18', '18', '18'] -> (((7 - (18 / 18)) * 7) - 18)
[906] ['7', '7', '18', '18', '30'] -> ((((18 - 7) * 18) - 30) / 7)
[907] ['7', '7', '18', '19', '19'] -> (((7 - (19 / 19)) * 7) - 18)
[908] ['7', '7', '16', '19', '23'] -> (((7 * 7) + 23) / (19 - 16))
[909] ['7', '7', '15', '18', '18'] -> (((18 - 15) * (7 + 7)) - 18)
[910] ['7', '7', '15', '20', '27'] -> ((((20 - 7) * 15) - 27) / 7)
[911] ['7', '7', '15', '21', '23'] -> (((23 / 7) - (15 / 7)) * 21)
[912] ['7', '7', '23', '26', '29'] -> (((7 * 7) + 23) / (29 - 26))
[913] ['7', '7', '18', '20', '30'] -> (((20 - 7) * 18) - (30 * 7))
[914] ['7', '7', '18', '23', '23'] -> (((7 - (23 / 23)) * 7) - 18)
[915] ['7', '7', '18', '26', '26'] -> (((7 - (26 / 26)) * 7) - 18)
[916] ['7', '7', '13', '17', '25'] -> (((17 * 7) + 25) / (13 - 7))
[917] ['7', '7', '17', '19', '28'] -> (28 - (((7 * 7) + 19) / 17))
[918] ['7', '7', '17', '20', '23'] -> (((7 * 7) + 23) / (20 - 17))
[919] ['7', '7', '17', '21', '30'] -> (30 - (((17 * 7) + 7) / 21))
[920] ['7', '7', '17', '22', '25'] -> ((17 * 22) - ((7 + 7) * 25))
[921] ['7', '7', '18', '27', '27'] -> (((7 - (27 / 27)) * 7) - 18)
[922] ['7', '7', '18', '30', '30'] -> (((7 - (30 / 30)) * 7) - 18)
[923] ['7', '7', '19', '20', '27'] -> ((((7 * 7) + 27) / 19) + 20)
[924] ['7', '7', '19', '22', '23'] -> (((7 * 7) + 23) / (22 - 19))
[925] ['7', '7', '19', '22', '25'] -> ((((19 * 22) + 7) / 25) + 7)
[926] ['7', '8', '13', '13', '29'] -> (((13 * 7) + 29) / (13 - 8))
[927] ['7', '8', '14', '25', '25'] -> (((14 / 7) + (25 / 25)) * 8)
[928] ['7', '8', '14', '14', '29'] -> (29 - (((7 * 8) + 14) / 14))
[929] ['7', '7', '19', '28', '28'] -> ((((28 + 7) * 19) + 7) / 28)
[930] ['7', '7', '19', '29', '30'] -> ((((30 + 7) * 19) - 7) / 29)
[931] ['7', '8', '12', '22', '27'] -> (((7 - (22 / 8)) * 12) - 27)
[932] ['7', '8', '15', '22', '22'] -> ((((15 * 22) - 8) / 7) - 22)
[933] ['7', '8', '15', '23', '23'] -> ((((23 - 7) * 23) - 8) / 15)
[934] ['7', '8', '17', '17', '28'] -> (((28 / 7) - (17 / 17)) * 8)
[935] ['7', '8', '14', '30', '30'] -> (((14 / 7) + (30 / 30)) * 8)
[936] ['7', '8', '15', '15', '28'] -> (((28 / 7) - (15 / 15)) * 8)
[937] ['7', '9', '9', '14', '19'] -> (((19 / 7) - (9 / 9)) * 14)
[938] ['7', '9', '9', '28', '30'] -> (30 / ((7 / 28) + (9 / 9)))
[939] ['7', '9', '10', '17', '26'] -> (((26 * 7) + 10) / (17 - 9))
[940] ['7', '8', '13', '17', '18'] -> ((((13 + 17) * 7) - 18) / 8)
[941] ['7', '8', '13', '18', '25'] -> ((((13 + 18) * 7) - 25) / 8)
[942] ['7', '9', '12', '13', '29'] -> ((((29 + 7) * 9) - 12) / 13)
[943] ['7', '9', '13', '13', '28'] -> (((13 + 13) * (9 - 7)) - 28)
[944] ['7', '8', '27', '27', '28'] -> (((28 / 7) - (27 / 27)) * 8)
[945] ['7', '8', '28', '29', '29'] -> (((28 / 7) - (29 / 29)) * 8)
[946] ['7', '9', '9', '9', '11'] -> (((9 / 9) + 11) * (9 - 7))
[947] ['7', '9', '28', '28', '29'] -> ((9 - ((28 + 29) / 7)) * 28)
[948] ['7', '9', '30', '30', '30'] -> (((7 - (30 / 30)) * 9) - 30)
[949] ['7', '9', '16', '16', '30'] -> (((7 - (16 / 16)) * 9) - 30)
[950] ['7', '9', '19', '30', '30'] -> (((30 * 7) + 30) / (19 - 9))
[951] ['7', '9', '23', '23', '30'] -> (((7 - (23 / 23)) * 9) - 30)
[952] ['7', '10', '13', '21', '21'] -> (((21 / 21) + 7) * (13 - 10))
[953] ['7', '9', '20', '27', '28'] -> (27 - ((20 + 28) / (7 + 9)))
