[913612] ['1/7', '1/8', '2/9', '7/6', '9/2'] -> ((2/9 / ((1/7 * 7/6) - 1/8)) * 9/2)
[978828] ['1/7', '3/4', '5/7', '8/7', '9/4'] -> ((8/7 / ((1/7 + 5/7) - 3/4)) * 9/4)
[978841] ['1/7', '3/4', '5/7', '9/2', '9/7'] -> (9/7 / (3/4 * (5/7 - (1/7 * 9/2))))
[978850] ['1/7', '3/4', '5/7', '9/7', '9/7'] -> ((9/7 * (5/7 + 9/7)) / (1/7 * 3/4))
[978857] ['1/7', '3/4', '5/8', '5/8', '7/2'] -> (((3/4 - 5/8) - 5/8) + (7/2 / 1/7))
[978864] ['1/7', '3/4', '5/8', '5/8', '8/3'] -> ((((3/4 + 5/8) / 1/7) - 5/8) * 8/3)
[978870] ['1/7', '3/4', '5/8', '5/8', '9/5'] -> (9/5 / ((5/8 / (1/7 + 3/4)) - 5/8))
[978877] ['1/7', '3/4', '5/8', '5/9', '7/3'] -> (7/3 / (1/7 * ((3/4 + 5/9) - 5/8)))
[978890] ['1/7', '3/4', '5/8', '5/9', '9/7'] -> (9/7 / (1/7 * ((5/8 / 5/9) - 3/4)))
[978918] ['1/7', '3/4', '5/8', '6/7', '8/3'] -> (((3/4 + (5/8 * 6/7)) / 1/7) * 8/3)
[978932] ['1/7', '3/4', '5/8', '7/2', '7/8'] -> ((3/4 / ((5/8 / 7/2) - 1/7)) / 7/8)
[978936] ['1/7', '3/4', '5/8', '7/2', '8/7'] -> ((3/4 / ((5/8 / 7/2) - 1/7)) * 8/7)
[978939] ['1/7', '3/4', '5/8', '7/2', '9/4'] -> (9/4 / (3/4 * (5/8 - (1/7 * 7/2))))
[978941] ['1/7', '3/4', '5/8', '7/2', '9/7'] -> ((9/7 * (7/2 - (5/8 / 3/4))) / 1/7)
[978954] ['1/7', '3/4', '5/8', '7/3', '9/4'] -> (9/4 / (3/4 * ((5/8 / 7/3) - 1/7)))
[978960] ['1/7', '3/4', '5/8', '7/4', '7/6'] -> ((((3/4 + 7/4) / 1/7) / 5/8) / 7/6)
[978968] ['1/7', '3/4', '5/8', '7/4', '9/4'] -> (9/4 / (((5/8 - 1/7) * 7/4) - 3/4))
[978981] ['1/7', '3/4', '5/8', '7/5', '9/4'] -> (9/4 / (((1/7 * 3/4) * 5/8) * 7/5))
[978990] ['1/7', '3/4', '5/8', '7/6', '8/7'] -> (8/7 / (1/7 * (7/6 - (5/8 / 3/4))))
[978997] ['1/7', '3/4', '5/8', '7/8', '7/8'] -> (((3/4 / (7/8 - 5/8)) / 1/7) / 7/8)
[978999] ['1/7', '3/4', '5/8', '7/8', '8/3'] -> (((5/8 + (7/8 / 1/7)) / 3/4) * 8/3)
[979001] ['1/7', '3/4', '5/8', '7/8', '8/7'] -> (((3/4 / (7/8 - 5/8)) / 1/7) * 8/7)
[979019] ['1/7', '3/4', '5/8', '8/3', '8/5'] -> ((((3/4 * 8/3) / 1/7) / 5/8) + 8/5)
[979022] ['1/7', '3/4', '5/8', '8/3', '9/2'] -> (((5/8 / 3/4) + (8/3 / 1/7)) + 9/2)
[979040] ['1/7', '3/4', '5/8', '8/7', '9/7'] -> (9/7 / ((5/8 * (1/7 + 8/7)) - 3/4))
[979053] ['1/7', '3/4', '5/8', '9/4', '9/4'] -> (9/4 / (1/7 * ((5/8 * 9/4) - 3/4)))
[979058] ['1/7', '3/4', '5/8', '9/5', '9/7'] -> (9/7 / (1/7 * ((5/8 * 9/5) - 3/4)))
[979060] ['1/7', '3/4', '5/8', '9/7', '9/7'] -> (9/7 / (((1/7 + 9/7) - 3/4) - 5/8))
[979064] ['1/7', '3/4', '5/9', '5/9', '6/5'] -> (((5/9 / (3/4 - 5/9)) / 1/7) * 6/5)
[979065] ['1/7', '3/4', '5/9', '5/9', '6/7'] -> ((6/7 / 1/7) / ((5/9 / 5/9) - 3/4))
[979074] ['1/7', '3/4', '5/9', '5/9', '8/5'] -> (8/5 / ((5/9 / (1/7 + 3/4)) - 5/9))
[979083] ['1/7', '3/4', '5/9', '6/5', '6/7'] -> (6/7 / ((1/7 * 5/9) * (6/5 - 3/4)))
[979097] ['1/7', '3/4', '5/9', '6/5', '9/5'] -> (((6/5 / (3/4 - 5/9)) / 1/7) / 9/5)
[979107] ['1/7', '3/4', '5/9', '6/7', '7/9'] -> (((6/7 / (3/4 - 5/9)) / 1/7) * 7/9)
[979108] ['1/7', '3/4', '5/9', '6/7', '8/3'] -> (8/3 / ((6/7 - (1/7 / 3/4)) - 5/9))
[979115] ['1/7', '3/4', '5/9', '6/7', '9/7'] -> (((6/7 / (3/4 - 5/9)) / 1/7) / 9/7)
[979118] ['1/7', '3/4', '5/9', '7/2', '7/3'] -> (7/3 / ((1/7 * (3/4 - 5/9)) * 7/2))
[979124] ['1/7', '3/4', '5/9', '7/2', '8/3'] -> (8/3 / (((1/7 * 7/2) / 3/4) - 5/9))
[979139] ['1/7', '3/4', '5/9', '7/3', '8/3'] -> (8/3 / (5/9 - ((1/7 * 7/3) / 3/4)))
[979141] ['1/7', '3/4', '5/9', '7/3', '8/7'] -> (8/7 / ((5/9 / 7/3) - (1/7 / 3/4)))
[979150] ['1/7', '3/4', '5/9', '7/4', '7/6'] -> (7/6 / ((1/7 * (3/4 - 5/9)) * 7/4))
[979177] ['1/7', '3/4', '5/9', '7/6', '7/9'] -> (7/9 / ((1/7 * (3/4 - 5/9)) * 7/6))
[979201] ['1/7', '3/4', '5/9', '7/9', '8/7'] -> (((1/7 + 5/9) / (7/9 - 3/4)) - 8/7)
[979245] ['1/7', '3/4', '5/9', '9/4', '9/7'] -> ((9/7 * ((3/4 * 5/9) + 9/4)) / 1/7)
[979246] ['1/7', '3/4', '5/9', '9/4', '9/8'] -> ((((9/4 / 1/7) - 3/4) / 5/9) / 9/8)
[979253] ['1/7', '3/4', '6/5', '6/5', '6/5'] -> ((((6/5 + 6/5) / 1/7) + 6/5) / 3/4)
[979254] ['1/7', '3/4', '6/5', '6/5', '6/7'] -> ((6/7 / 1/7) / ((6/5 / 6/5) - 3/4))
[979257] ['1/7', '3/4', '6/5', '6/5', '7/4'] -> (((6/5 / 1/7) + 6/5) * (3/4 + 7/4))
[979261] ['1/7', '3/4', '6/5', '6/5', '7/9'] -> (((6/5 / (6/5 - 3/4)) / 1/7) / 7/9)
[979263] ['1/7', '3/4', '6/5', '6/5', '8/5'] -> ((((6/5 + 6/5) / 1/7) / 3/4) + 8/5)
[979269] ['1/7', '3/4', '6/5', '6/5', '9/7'] -> (((6/5 / (6/5 - 3/4)) / 1/7) * 9/7)
[979275] ['1/7', '3/4', '6/5', '6/7', '7/5'] -> ((6/5 / ((1/7 + 3/4) - 6/7)) / 7/5)
[979285] ['1/7', '3/4', '6/5', '6/7', '9/5'] -> (((6/7 / (6/5 - 3/4)) / 1/7) * 9/5)
[979303] ['1/7', '3/4', '6/5', '7/2', '9/8'] -> (((3/4 / 6/5) + (7/2 / 1/7)) - 9/8)
[979322] ['1/7', '3/4', '6/5', '7/4', '7/8'] -> ((((3/4 + 7/4) * 6/5) / 1/7) / 7/8)
[979326] ['1/7', '3/4', '6/5', '7/4', '8/7'] -> ((((3/4 + 7/4) * 6/5) / 1/7) * 8/7)
[979335] ['1/7', '3/4', '6/5', '7/5', '7/8'] -> ((((6/5 / 3/4) + 7/5) / 1/7) / 7/8)
[979339] ['1/7', '3/4', '6/5', '7/5', '8/7'] -> ((((6/5 / 3/4) + 7/5) / 1/7) * 8/7)
[979342] ['1/7', '3/4', '6/5', '7/5', '9/4'] -> (((3/4 / (7/5 - 6/5)) / 1/7) - 9/4)
[979355] ['1/7', '3/4', '6/5', '7/6', '9/5'] -> (9/5 / ((1/7 * (6/5 - 3/4)) * 7/6))
[979380] ['1/7', '3/4', '6/5', '8/3', '8/5'] -> (((6/5 + (3/4 * 8/3)) / 1/7) + 8/5)
[979388] ['1/7', '3/4', '6/5', '8/5', '8/5'] -> ((((6/5 / 3/4) + 8/5) / 1/7) + 8/5)
[979390] ['1/7', '3/4', '6/5', '8/5', '8/9'] -> (((8/5 / (6/5 - 3/4)) / 1/7) - 8/9)
[979411] ['1/7', '3/4', '6/5', '9/2', '9/5'] -> ((6/5 + ((9/2 / 1/7) / 3/4)) / 9/5)
[979413] ['1/7', '3/4', '6/5', '9/2', '9/8'] -> ((3/4 + ((9/2 / 1/7) / 6/5)) / 9/8)
[979426] ['1/7', '3/4', '6/7', '6/7', '7/3'] -> (((6/7 / (6/7 - 3/4)) / 1/7) / 7/3)
[979432] ['1/7', '3/4', '6/7', '6/7', '8/3'] -> (((3/4 * (6/7 + 6/7)) / 1/7) * 8/3)
[979445] ['1/7', '3/4', '6/7', '7/2', '7/6'] -> ((((6/7 * 7/2) / 1/7) / 3/4) / 7/6)
[979448] ['1/7', '3/4', '6/7', '7/2', '8/3'] -> ((((7/2 / 3/4) - 6/7) / 1/7) - 8/3)
[979455] ['1/7', '3/4', '6/7', '7/2', '9/7'] -> (9/7 / ((1/7 * (6/7 - 3/4)) * 7/2))
[979456] ['1/7', '3/4', '6/7', '7/2', '9/8'] -> (((3/4 * (6/7 + 7/2)) / 1/7) + 9/8)
[979468] ['1/7', '3/4', '6/7', '7/3', '9/4'] -> ((((3/4 + 6/7) * 7/3) / 1/7) - 9/4)
[979470] ['1/7', '3/4', '6/7', '7/3', '9/7'] -> (((9/7 * 7/3) * 6/7) / (1/7 * 3/4))
[979477] ['1/7', '3/4', '6/7', '7/4', '8/3'] -> (((6/7 + (3/4 / 7/4)) / 1/7) * 8/3)
[979496] ['1/7', '3/4', '6/7', '7/5', '9/5'] -> (9/5 / (1/7 * (7/5 - (3/4 / 6/7))))
[979523] ['1/7', '3/4', '6/7', '7/9', '8/3'] -> (8/3 / (((1/7 / 3/4) + 7/9) - 6/7))
[979525] ['1/7', '3/4', '6/7', '7/9', '8/7'] -> (8/7 / (3/4 * ((1/7 + 7/9) - 6/7)))
[979532] ['1/7', '3/4', '6/7', '8/3', '8/3'] -> ((((6/7 / 3/4) + 8/3) / 1/7) - 8/3)
[979539] ['1/7', '3/4', '6/7', '8/3', '9/7'] -> (9/7 / ((6/7 - (1/7 / 8/3)) - 3/4))
[979540] ['1/7', '3/4', '6/7', '8/3', '9/8'] -> (((9/8 * 8/3) * 6/7) / (1/7 * 3/4))
[979554] ['1/7', '3/4', '6/7', '8/7', '9/7'] -> ((((6/7 + 8/7) / 1/7) / 3/4) * 9/7)
[979556] ['1/7', '3/4', '6/7', '8/9', '8/9'] -> ((8/9 / ((1/7 + 3/4) - 6/7)) - 8/9)
[979557] ['1/7', '3/4', '6/7', '8/9', '9/2'] -> (((6/7 / 1/7) - (3/4 * 8/9)) * 9/2)
[979559] ['1/7', '3/4', '6/7', '8/9', '9/5'] -> (((6/7 / (8/9 - 3/4)) / 1/7) / 9/5)
[979565] ['1/7', '3/4', '6/7', '9/2', '9/7'] -> (((9/2 / 1/7) - (3/4 * 6/7)) / 9/7)
[979566] ['1/7', '3/4', '6/7', '9/2', '9/8'] -> (((9/2 - (3/4 * 6/7)) / 1/7) / 9/8)
[979581] ['1/7', '3/4', '7/2', '7/2', '7/6'] -> ((((7/2 / 1/7) - 7/2) / 3/4) / 7/6)
[979586] ['1/7', '3/4', '7/2', '7/2', '8/7'] -> (((7/2 / 1/7) + 7/2) * (3/4 * 8/7))
[979588] ['1/7', '3/4', '7/2', '7/2', '9/2'] -> ((((1/7 * 7/2) + 7/2) / 3/4) * 9/2)
[979597] ['1/7', '3/4', '7/2', '7/3', '7/8'] -> (((7/2 / 3/4) + (7/3 / 1/7)) / 7/8)
[979601] ['1/7', '3/4', '7/2', '7/3', '8/7'] -> (((7/2 / 3/4) + (7/3 / 1/7)) * 8/7)
[979604] ['1/7', '3/4', '7/2', '7/3', '9/4'] -> (((7/2 / 1/7) + (3/4 * 7/3)) - 9/4)
[979608] ['1/7', '3/4', '7/2', '7/4', '7/4'] -> ((((3/4 + 7/2) + 7/4) / 1/7) / 7/4)
[979610] ['1/7', '3/4', '7/2', '7/4', '7/6'] -> ((((3/4 + 7/2) / 1/7) - 7/4) / 7/6)
[979614] ['1/7', '3/4', '7/2', '7/4', '8/5'] -> (((7/2 + (7/4 / 1/7)) - 3/4) * 8/5)
[979616] ['1/7', '3/4', '7/2', '7/4', '8/9'] -> (((3/4 + (7/2 / 1/7)) + 7/4) * 8/9)
[979617] ['1/7', '3/4', '7/2', '7/4', '9/2'] -> (9/2 / ((1/7 * 3/4) * (7/2 - 7/4)))
[979620] ['1/7', '3/4', '7/2', '7/4', '9/7'] -> ((9/7 * 7/2) / ((1/7 * 3/4) * 7/4))
[979621] ['1/7', '3/4', '7/2', '7/4', '9/8'] -> (((3/4 + (7/2 / 1/7)) + 7/4) / 9/8)
[979635] ['1/7', '3/4', '7/2', '7/6', '7/6'] -> ((((7/2 / 1/7) / 3/4) / 7/6) / 7/6)
[979642] ['1/7', '3/4', '7/2', '7/6', '9/2'] -> ((3/4 + (7/2 * (1/7 + 7/6))) * 9/2)
[979647] ['1/7', '3/4', '7/2', '7/8', '7/8'] -> ((((3/4 * 7/2) / 1/7) / 7/8) / 7/8)
[979651] ['1/7', '3/4', '7/2', '7/8', '8/7'] -> ((((3/4 * 7/2) / 1/7) / 7/8) * 8/7)
[979659] ['1/7', '3/4', '7/2', '7/9', '8/3'] -> (8/3 / (7/9 - ((1/7 * 7/2) / 3/4)))
[979664] ['1/7', '3/4', '7/2', '7/9', '9/4'] -> ((((7/2 / 7/9) - 3/4) / 1/7) - 9/4)
[979673] ['1/7', '3/4', '7/2', '8/3', '9/4'] -> ((8/3 / (3/4 - (1/7 * 7/2))) * 9/4)
[979685] ['1/7', '3/4', '7/2', '8/7', '8/7'] -> ((((3/4 * 7/2) * 8/7) / 1/7) * 8/7)
[979693] ['1/7', '3/4', '7/2', '8/9', '9/2'] -> (9/2 / (3/4 - ((1/7 * 7/2) / 8/9)))
[979696] ['1/7', '3/4', '7/2', '8/9', '9/7'] -> (9/7 / ((3/4 / 7/2) - (1/7 / 8/9)))
[979698] ['1/7', '3/4', '7/2', '9/2', '9/2'] -> (((9/2 - (1/7 * 7/2)) / 3/4) * 9/2)
[979703] ['1/7', '3/4', '7/2', '9/4', '9/4'] -> ((7/2 * ((3/4 / 1/7) + 9/4)) - 9/4)
[979705] ['1/7', '3/4', '7/2', '9/4', '9/7'] -> (9/7 / (1/7 * ((3/4 * 7/2) - 9/4)))
[979711] ['1/7', '3/4', '7/2', '9/7', '9/8'] -> (((3/4 * (7/2 + 9/7)) / 1/7) - 9/8)
[979719] ['1/7', '3/4', '7/3', '7/3', '8/3'] -> ((8/3 / 1/7) / ((7/3 / 3/4) - 7/3))
[979722] ['1/7', '3/4', '7/3', '7/3', '8/9'] -> ((((7/3 / 1/7) + 7/3) / 3/4) - 8/9)
[979726] ['1/7', '3/4', '7/3', '7/3', '9/7'] -> ((((7/3 / 1/7) - 7/3) / 3/4) * 9/7)
[979733] ['1/7', '3/4', '7/3', '7/4', '8/3'] -> (((3/4 / (7/3 - 7/4)) / 1/7) * 8/3)
[979737] ['1/7', '3/4', '7/3', '7/4', '9/2'] -> ((7/3 + ((3/4 / 1/7) / 7/4)) * 9/2)
[979738] ['1/7', '3/4', '7/3', '7/4', '9/4'] -> (((3/4 + (7/4 / 1/7)) - 7/3) * 9/4)
[979739] ['1/7', '3/4', '7/3', '7/4', '9/5'] -> (((7/3 - (3/4 / 7/4)) / 1/7) * 9/5)
[979747] ['1/7', '3/4', '7/3', '7/5', '8/5'] -> (8/5 / (1/7 * (7/3 - (7/5 / 3/4))))
[979758] ['1/7', '3/4', '7/3', '7/6', '8/3'] -> (8/3 / (1/7 * (7/3 - (7/6 / 3/4))))
[979765] ['1/7', '3/4', '7/3', '7/6', '9/7'] -> ((9/7 * 7/3) / ((1/7 * 3/4) * 7/6))
[979772] ['1/7', '3/4', '7/3', '7/8', '8/9'] -> ((((7/3 / 1/7) / 3/4) / 7/8) - 8/9)
[979776] ['1/7', '3/4', '7/3', '7/8', '9/7'] -> (9/7 / (1/7 * (3/4 - (7/8 / 7/3))))
[979781] ['1/7', '3/4', '7/3', '7/9', '8/7'] -> ((((7/3 / 1/7) / 3/4) - 7/9) * 8/7)
[979811] ['1/7', '3/4', '7/3', '8/7', '9/8'] -> (((7/3 + (8/7 / 3/4)) / 1/7) / 9/8)
[979837] ['1/7', '3/4', '7/4', '7/4', '7/9'] -> ((((7/4 / 1/7) + 7/4) / 3/4) / 7/9)
[979842] ['1/7', '3/4', '7/4', '7/4', '9/2'] -> (9/2 / (7/4 - ((1/7 + 3/4) * 7/4)))
[979845] ['1/7', '3/4', '7/4', '7/4', '9/7'] -> ((((7/4 / 1/7) + 7/4) / 3/4) * 9/7)
[979863] ['1/7', '3/4', '7/4', '7/6', '8/3'] -> (((3/4 / (7/4 - 7/6)) / 1/7) * 8/3)
[979864] ['1/7', '3/4', '7/4', '7/6', '8/5'] -> ((((3/4 + 7/4) / 1/7) / 7/6) * 8/5)
[979868] ['1/7', '3/4', '7/4', '7/6', '9/4'] -> (((3/4 + 7/4) + (7/6 / 1/7)) * 9/4)
[979870] ['1/7', '3/4', '7/4', '7/6', '9/7'] -> ((((3/4 + 7/4) / 1/7) + 7/6) * 9/7)
[979878] ['1/7', '3/4', '7/4', '7/8', '9/2'] -> (9/2 / (((3/4 - 1/7) * 7/4) - 7/8))
[979879] ['1/7', '3/4', '7/4', '7/8', '9/4'] -> (9/4 / ((1/7 * 3/4) * (7/4 - 7/8)))
[979881] ['1/7', '3/4', '7/4', '7/8', '9/7'] -> ((9/7 * 7/4) / ((1/7 * 3/4) * 7/8))
[979885] ['1/7', '3/4', '7/4', '7/9', '8/5'] -> ((((7/4 / 1/7) / 7/9) - 3/4) * 8/5)
[979897] ['1/7', '3/4', '7/4', '8/3', '9/2'] -> ((8/3 / (3/4 - (1/7 * 7/4))) * 9/2)
[979898] ['1/7', '3/4', '7/4', '8/3', '9/4'] -> (((7/4 + (3/4 * 8/3)) / 1/7) - 9/4)
[979910] ['1/7', '3/4', '7/4', '8/7', '8/7'] -> ((3/4 + ((7/4 + 8/7) / 1/7)) * 8/7)
[979911] ['1/7', '3/4', '7/4', '8/7', '8/9'] -> ((((7/4 + 8/7) / 1/7) / 3/4) * 8/9)
[979912] ['1/7', '3/4', '7/4', '8/7', '9/2'] -> ((((7/4 + 8/7) / 1/7) - 3/4) + 9/2)
[979915] ['1/7', '3/4', '7/4', '8/7', '9/7'] -> ((((7/4 * 8/7) / 1/7) / 3/4) * 9/7)
[979916] ['1/7', '3/4', '7/4', '8/7', '9/8'] -> ((((7/4 + 8/7) / 1/7) / 3/4) / 9/8)
[979923] ['1/7', '3/4', '7/4', '9/2', '9/2'] -> (9/2 / (7/4 * (3/4 - (1/7 * 9/2))))
[979928] ['1/7', '3/4', '7/4', '9/4', '9/4'] -> ((7/4 * ((9/4 / 1/7) - 3/4)) - 9/4)
[979929] ['1/7', '3/4', '7/4', '9/4', '9/5'] -> ((((7/4 / 1/7) - 9/4) / 3/4) * 9/5)
[979943] ['1/7', '3/4', '7/5', '7/5', '8/5'] -> ((8/5 / 1/7) / ((7/5 / 3/4) - 7/5))
[979960] ['1/7', '3/4', '7/5', '7/6', '9/5'] -> (9/5 / (1/7 * (7/5 - (3/4 * 7/6))))
[979971] ['1/7', '3/4', '7/5', '7/8', '9/5'] -> (9/5 / ((1/7 * 7/5) + (3/4 - 7/8)))
[979976] ['1/7', '3/4', '7/5', '7/9', '8/5'] -> (8/5 / ((1/7 * 3/4) * (7/5 - 7/9)))
[980024] ['1/7', '3/4', '7/5', '9/5', '9/7'] -> ((9/7 * (7/5 + (9/5 / 1/7))) / 3/4)
[980053] ['1/7', '3/4', '7/6', '7/9', '8/3'] -> (8/3 / (1/7 * ((7/6 / 3/4) - 7/9)))
[980066] ['1/7', '3/4', '7/6', '8/3', '9/2'] -> ((8/3 / ((3/4 / 7/6) - 1/7)) * 9/2)
[980070] ['1/7', '3/4', '7/6', '8/3', '9/8'] -> ((9/8 * 8/3) / ((1/7 * 3/4) * 7/6))
[980092] ['1/7', '3/4', '7/6', '9/2', '9/2'] -> (((1/7 + (9/2 / 7/6)) / 3/4) * 9/2)
[980095] ['1/7', '3/4', '7/6', '9/2', '9/7'] -> (((9/2 / 1/7) - (3/4 / 7/6)) / 9/7)
[980096] ['1/7', '3/4', '7/6', '9/2', '9/8'] -> (((9/2 - (3/4 / 7/6)) / 1/7) / 9/8)
[980099] ['1/7', '3/4', '7/6', '9/4', '9/7'] -> ((9/7 * ((7/6 + 9/4) - 3/4)) / 1/7)
[980113] ['1/7', '3/4', '7/8', '7/8', '9/2'] -> (((9/2 / 1/7) / 3/4) / (7/8 + 7/8))
[980114] ['1/7', '3/4', '7/8', '7/8', '9/4'] -> (9/4 / (7/8 - ((1/7 + 3/4) * 7/8)))
[980153] ['1/7', '3/4', '7/8', '8/9', '9/2'] -> ((((3/4 * 8/9) / 1/7) / 7/8) * 9/2)
[980162] ['1/7', '3/4', '7/8', '9/2', '9/8'] -> ((((3/4 * 9/2) / 1/7) / 7/8) / 9/8)
[980163] ['1/7', '3/4', '7/8', '9/4', '9/4'] -> ((((3/4 / 7/8) + 9/4) / 1/7) + 9/4)
[980172] ['1/7', '3/4', '7/8', '9/8', '9/8'] -> (9/8 / ((1/7 * 7/8) * (9/8 - 3/4)))
[980177] ['1/7', '3/4', '7/9', '7/9', '8/9'] -> ((8/9 / 1/7) / ((7/9 / 3/4) - 7/9))
[980183] ['1/7', '3/4', '7/9', '8/3', '8/3'] -> (((7/9 / 1/7) + (8/3 / 3/4)) * 8/3)
[980201] ['1/7', '3/4', '7/9', '8/7', '8/9'] -> (8/9 / ((1/7 + (7/9 / 3/4)) - 8/7))
[980209] ['1/7', '3/4', '7/9', '8/9', '9/4'] -> ((((8/9 / 1/7) / 3/4) / 7/9) * 9/4)
[980231] ['1/7', '3/4', '8/3', '8/3', '8/9'] -> ((((8/3 / 1/7) - 8/3) / 3/4) / 8/9)
[980236] ['1/7', '3/4', '8/3', '8/3', '9/8'] -> ((((8/3 / 1/7) - 8/3) / 3/4) * 9/8)
[980248] ['1/7', '3/4', '8/3', '8/7', '9/4'] -> ((8/3 / ((8/7 - 1/7) - 3/4)) * 9/4)
[980249] ['1/7', '3/4', '8/3', '8/7', '9/5'] -> ((8/3 + ((8/7 / 1/7) / 3/4)) * 9/5)
[980255] ['1/7', '3/4', '8/3', '8/9', '9/5'] -> ((3/4 * ((8/3 / 1/7) - 8/9)) * 9/5)
[980272] ['1/7', '3/4', '8/3', '9/8', '9/8'] -> (9/8 / (1/7 * (3/4 - (9/8 / 8/3))))
[980277] ['1/7', '3/4', '8/5', '8/5', '9/4'] -> ((8/5 + 8/5) * ((3/4 / 1/7) + 9/4))
[980280] ['1/7', '3/4', '8/5', '8/5', '9/8'] -> (((8/5 / 1/7) + 8/5) * (3/4 + 9/8))
[980286] ['1/7', '3/4', '8/5', '8/7', '9/7'] -> (9/7 / (((1/7 + 8/7) / 8/5) - 3/4))
[980295] ['1/7', '3/4', '8/5', '9/2', '9/4'] -> ((((9/2 / 1/7) / 3/4) / 8/5) - 9/4)
[980299] ['1/7', '3/4', '8/5', '9/4', '9/4'] -> (9/4 / (1/7 * ((9/4 / 8/5) - 3/4)))
[980304] ['1/7', '3/4', '8/5', '9/5', '9/7'] -> (9/7 / (1/7 * ((9/5 / 8/5) - 3/4)))
[980310] ['1/7', '3/4', '8/7', '8/7', '8/9'] -> ((((8/7 + 8/7) / 1/7) / 3/4) / 8/9)
[980312] ['1/7', '3/4', '8/7', '8/7', '9/4'] -> (((8/7 + 8/7) / 1/7) * (9/4 - 3/4))
[980314] ['1/7', '3/4', '8/7', '8/7', '9/7'] -> ((((8/7 / 3/4) + 8/7) / 1/7) * 9/7)
[980315] ['1/7', '3/4', '8/7', '8/7', '9/8'] -> ((((8/7 + 8/7) / 1/7) / 3/4) * 9/8)
[980318] ['1/7', '3/4', '8/7', '8/9', '9/4'] -> (((3/4 * (8/7 + 8/9)) / 1/7) * 9/4)
[980326] ['1/7', '3/4', '8/7', '9/2', '9/8'] -> ((((3/4 * 8/7) * 9/2) / 1/7) / 9/8)
[980327] ['1/7', '3/4', '8/7', '9/4', '9/4'] -> ((((3/4 * 8/7) + 9/4) / 1/7) + 9/4)
[980334] ['1/7', '3/4', '8/7', '9/7', '9/7'] -> (9/7 / (1/7 * ((9/7 / 8/7) - 3/4)))
[980336] ['1/7', '3/4', '8/7', '9/8', '9/8'] -> ((9/8 * 8/7) / (1/7 * (9/8 - 3/4)))
[980338] ['1/7', '3/4', '8/9', '8/9', '9/2'] -> (((8/9 / 1/7) + 8/9) * (3/4 * 9/2))
[980343] ['1/7', '3/4', '8/9', '9/2', '9/2'] -> (9/2 / ((3/4 / 1/7) - (9/2 / 8/9)))
[980349] ['1/7', '3/4', '8/9', '9/4', '9/5'] -> ((8/9 * ((9/4 / 1/7) - 3/4)) * 9/5)
[980366] ['1/7', '3/4', '9/2', '9/4', '9/8'] -> (((9/2 + (9/4 / 1/7)) / 3/4) / 9/8)
[980373] ['1/7', '3/4', '9/4', '9/4', '9/4'] -> ((((9/4 + 9/4) - 3/4) / 1/7) - 9/4)
[980378] ['1/7', '3/4', '9/4', '9/5', '9/7'] -> (((9/4 + (3/4 / 9/5)) / 1/7) * 9/7)
[980379] ['1/7', '3/4', '9/4', '9/5', '9/8'] -> ((((9/4 / 1/7) - 3/4) * 9/5) / 9/8)
[980380] ['1/7', '3/4', '9/4', '9/7', '9/7'] -> ((((9/4 / 1/7) + 9/7) / 3/4) + 9/7)
[980382] ['1/7', '3/4', '9/4', '9/8', '9/8'] -> ((((9/4 + 9/8) / 1/7) - 3/4) + 9/8)
[980383] ['1/7', '3/4', '9/5', '9/5', '9/5'] -> (((9/5 + 9/5) / 1/7) / (9/5 - 3/4))
[980392] ['1/7', '3/4', '9/8', '9/8', '9/8'] -> (((9/8 / 1/7) + 9/8) / (9/8 - 3/4))
[980395] ['1/7', '3/5', '3/5', '3/5', '3/8'] -> ((((3/5 + 3/5) / 1/7) + 3/5) / 3/8)
[980397] ['1/7', '3/5', '3/5', '3/5', '4/5'] -> (((3/5 / 1/7) + 3/5) / (4/5 - 3/5))
[980398] ['1/7', '3/5', '3/5', '3/5', '4/7'] -> (((1/7 * 3/5) + 3/5) / (3/5 - 4/7))
[980408] ['1/7', '3/5', '3/5', '3/5', '6/7'] -> ((((3/5 + 3/5) + 6/7) / 1/7) / 3/5)
[980409] ['1/7', '3/5', '3/5', '3/5', '7/2'] -> ((7/2 / 1/7) - (3/5 / (3/5 + 3/5)))
[980416] ['1/7', '3/5', '3/5', '3/5', '8/3'] -> ((((3/5 + 3/5) / 1/7) + 3/5) * 8/3)
[980423] ['1/7', '3/5', '3/5', '3/5', '9/7'] -> ((((9/7 / 1/7) / 3/5) - 3/5) / 3/5)
[980445] ['1/7', '3/5', '3/5', '3/7', '7/8'] -> ((3/5 / ((3/5 - 1/7) - 3/7)) / 7/8)
[980448] ['1/7', '3/5', '3/5', '3/7', '8/5'] -> (8/5 / (((1/7 / 3/5) + 3/7) - 3/5))
[980449] ['1/7', '3/5', '3/5', '3/7', '8/7'] -> ((3/5 * 8/7) / ((3/5 - 1/7) - 3/7))
[980461] ['1/7', '3/5', '3/5', '3/8', '5/2'] -> ((((3/5 / 1/7) - 3/5) / 3/8) * 5/2)
[980478] ['1/7', '3/5', '3/5', '3/8', '8/5'] -> ((((3/5 + 3/5) / 1/7) / 3/8) + 8/5)
[980493] ['1/7', '3/5', '3/5', '4/3', '5/6'] -> (((3/5 * 4/3) / 1/7) / (5/6 - 3/5))
