[1425746] ['2/5', '4/3', '4/7', '5/4', '7/5'] -> 7/5 / (2/5 * (4/3 - 5/4) / 4/7)
[1464959] ['2/7', '2/7', '4/3', '6/5', '6/7'] -> 4/3 * 6/7 / (2/7 - 2/7 / 6/5)
[1464964] ['2/7', '2/7', '4/3', '6/5', '7/6'] -> 4/3 / (2/7 - 2/7 / 6/5) / 7/6
[1464967] ['2/7', '2/7', '4/3', '6/5', '8/3'] -> 8/3 / (4/3 / 6/5 - 2/7 / 2/7)
[1464990] ['2/7', '2/7', '4/3', '6/7', '9/5'] -> (4/3 / 2/7 - 6/7) / 2/7 * 9/5
[1464991] ['2/7', '2/7', '4/3', '6/7', '9/7'] -> 6/7 / (2/7 / 2/7 - 9/7 / 4/3)
[1465001] ['2/7', '2/7', '4/3', '7/2', '8/5'] -> 4/3 * (7/2 - 2/7) / 2/7 * 8/5
[1465002] ['2/7', '2/7', '4/3', '7/2', '8/7'] -> 8/7 / (4/3 - 2/7 * 7/2 - 2/7)
[1465004] ['2/7', '2/7', '4/3', '7/2', '9/2'] -> (2/7 + 4/3 * (2/7 + 7/2)) * 9/2
[1465014] ['2/7', '2/7', '4/3', '7/3', '7/9'] -> (4/3 / 2/7 / 2/7 + 7/3) / 7/9
[1465019] ['2/7', '2/7', '4/3', '7/3', '9/2'] -> (4/3 / 2/7 + 2/7 * 7/3) * 9/2
[1465022] ['2/7', '2/7', '4/3', '7/3', '9/7'] -> (4/3 / 2/7 / 2/7 + 7/3) * 9/7
[1465032] ['2/7', '2/7', '4/3', '7/4', '8/9'] -> 4/3 / 7/4 / (2/7 - 2/7 * 8/9)
[1465037] ['2/7', '2/7', '4/3', '7/4', '9/8'] -> 4/3 / 7/4 / (2/7 - 2/7 / 9/8)
[1465044] ['2/7', '2/7', '4/3', '7/5', '8/7'] -> 8/7 / (2/7 / 2/7 - 4/3 / 7/5)
[1465051] ['2/7', '2/7', '4/3', '7/6', '7/6'] -> 4/3 / (2/7 * 7/6 - 2/7) / 7/6
[1465056] ['2/7', '2/7', '4/3', '7/6', '8/7'] -> 8/7 / (2/7 * 4/3 - 2/7 * 7/6)
[1465070] ['2/7', '2/7', '4/3', '7/8', '9/4'] -> 4/3 / (2/7 / 2/7 - 7/8) * 9/4
[1465075] ['2/7', '2/7', '4/3', '7/9', '8/3'] -> 8/3 / (7/9 - 2/7 * 4/3 - 2/7)
[1465078] ['2/7', '2/7', '4/3', '7/9', '8/9'] -> 8/9 / (4/3 * 7/9 - 2/7 / 2/7)
[1465084] ['2/7', '2/7', '4/3', '8/3', '8/3'] -> ((2/7 + 8/3) / 2/7 - 4/3) * 8/3
[1465085] ['2/7', '2/7', '4/3', '8/3', '8/5'] -> (2/7 + 4/3 + 8/3) / 2/7 * 8/5
[1465088] ['2/7', '2/7', '4/3', '8/3', '9/2'] -> 8/3 / (2/7 + 2/7 / 4/3) * 9/2
[1465089] ['2/7', '2/7', '4/3', '8/3', '9/4'] -> (2/7 * 4/3 + 8/3) / 2/7 * 9/4
[1465094] ['2/7', '2/7', '4/3', '8/5', '8/7'] -> 8/7 / (2/7 - 2/7 * 4/3 / 8/5)
[1465102] ['2/7', '2/7', '4/3', '8/7', '8/9'] -> 8/7 / 4/3 / (2/7 / 8/9 - 2/7)
[1465103] ['2/7', '2/7', '4/3', '8/7', '9/2'] -> (2/7 * 4/3 + 8/7) / 2/7 * 9/2
[1465114] ['2/7', '2/7', '4/3', '9/2', '9/2'] -> (4/3 * (9/2 - 2/7) - 2/7) * 9/2
[1465118] ['2/7', '2/7', '4/3', '9/2', '9/8'] -> 2/7 / (4/3 / 9/2 - 2/7) / 9/8
[1465130] ['2/7', '2/7', '4/5', '4/5', '4/7'] -> (4/5 + 4/7) / (2/7 - 2/7 * 4/5)
[1465139] ['2/7', '2/7', '4/5', '4/5', '6/5'] -> 4/5 / (2/7 / 2/7 / 6/5 - 4/5)
[1465140] ['2/7', '2/7', '4/5', '4/5', '6/7'] -> (2/7 + 2/7 + 4/5) / (6/7 - 4/5)
[1465148] ['2/7', '2/7', '4/5', '4/5', '8/3'] -> (4/5 / 2/7 / 2/7 - 4/5) * 8/3
[1465161] ['2/7', '2/7', '4/5', '4/7', '5/4'] -> (4/5 + 4/7) / (2/7 - 2/7 / 5/4)
[1465162] ['2/7', '2/7', '4/5', '4/7', '5/6'] -> (4/5 + 4/7) / (2/7 / 5/6 - 2/7)
[1465166] ['2/7', '2/7', '4/5', '4/7', '6/5'] -> (4/5 + 4/7) / (2/7 * 6/5 - 2/7)
[1465167] ['2/7', '2/7', '4/5', '4/7', '6/7'] -> 4/7 / (2/7 / 4/5 - 2/7 / 6/7)
[1465283] ['2/7', '2/7', '4/5', '5/6', '5/7'] -> (2/7 + 2/7) / (5/6 - 4/5) / 5/7
[1465285] ['2/7', '2/7', '4/5', '5/6', '5/9'] -> (2/7 + 2/7 / 5/9) / (5/6 - 4/5)
[1465291] ['2/7', '2/7', '4/5', '5/6', '7/5'] -> (2/7 + 2/7) * 7/5 / (5/6 - 4/5)
[1465297] ['2/7', '2/7', '4/5', '5/6', '8/7'] -> 8/7 / ((2/7 - 2/7 * 4/5) * 5/6)
[1465327] ['2/7', '2/7', '4/5', '5/8', '6/5'] -> 6/5 / (2/7 * 4/5 - 2/7 * 5/8)
[1465353] ['2/7', '2/7', '4/5', '5/9', '7/8'] -> 2/7 / 2/7 / 5/9 / (7/8 - 4/5)
[1465355] ['2/7', '2/7', '4/5', '5/9', '8/3'] -> 8/3 / ((2/7 / 2/7 - 4/5) * 5/9)
[1465364] ['2/7', '2/7', '4/5', '6/5', '6/5'] -> 6/5 / (2/7 / 2/7 / 4/5 - 6/5)
[1465371] ['2/7', '2/7', '4/5', '6/5', '7/8'] -> 6/5 / (2/7 - 2/7 * 4/5) / 7/8
[1465375] ['2/7', '2/7', '4/5', '6/5', '8/7'] -> 6/5 / (2/7 - 2/7 * 4/5) * 8/7
[1465382] ['2/7', '2/7', '4/5', '6/7', '6/7'] -> (6/7 + 6/7) / (2/7 / 4/5 - 2/7)
[1465406] ['2/7', '2/7', '4/5', '7/2', '8/3'] -> 4/5 * (7/2 - 2/7) / 2/7 * 8/3
[1465464] ['2/7', '2/7', '4/5', '7/6', '9/2'] -> (2/7 / 4/5 + 7/6) / 2/7 * 9/2
[1465476] ['2/7', '2/7', '4/5', '7/8', '9/4'] -> 9/4 / (7/8 / 4/5 - 2/7 / 2/7)
[1465495] ['2/7', '2/7', '4/5', '8/3', '9/4'] -> (8/3 / 4/5 - 2/7) / 2/7 * 9/4
[1465496] ['2/7', '2/7', '4/5', '8/3', '9/5'] -> 8/3 / (2/7 / 2/7 - 4/5) * 9/5
[1465511] ['2/7', '2/7', '4/5', '8/7', '9/5'] -> 9/5 / (2/7 / 2/7 / 8/7 - 4/5)
[1465538] ['2/7', '2/7', '4/7', '4/7', '5/3'] -> 4/7 / (2/7 / 4/7 - 2/7 * 5/3)
[1465540] ['2/7', '2/7', '4/7', '4/7', '5/6'] -> (4/7 + 4/7) / (2/7 - 2/7 * 5/6)
[1465544] ['2/7', '2/7', '4/7', '4/7', '6/5'] -> (4/7 + 4/7) / (2/7 - 2/7 / 6/5)
[1465553] ['2/7', '2/7', '4/7', '4/7', '8/3'] -> (4/7 / 2/7 + 4/7) * 8/3 / 2/7
[1465653] ['2/7', '2/7', '4/7', '5/4', '8/7'] -> (4/7 + 8/7) / (2/7 * 5/4 - 2/7)
[1465706] ['2/7', '2/7', '4/7', '5/8', '6/7'] -> 6/7 / 2/7 / (5/8 - 2/7 / 4/7)
[1465707] ['2/7', '2/7', '4/7', '5/8', '7/2'] -> (2/7 + 2/7 * 7/2) / (5/8 - 4/7)
[1465713] ['2/7', '2/7', '4/7', '5/8', '7/9'] -> 2/7 / (5/8 - 4/7) / 2/7 / 7/9
[1465733] ['2/7', '2/7', '4/7', '5/9', '8/3'] -> 2/7 * 8/3 / (4/7 * 5/9 - 2/7)
[1465763] ['2/7', '2/7', '4/7', '6/7', '7/4'] -> 6/7 / (2/7 + 7/4 - 4/7 / 2/7)
[1465768] ['2/7', '2/7', '4/7', '6/7', '8/3'] -> 6/7 / ((2/7 + 4/7) / 8/3 - 2/7)
[1465773] ['2/7', '2/7', '4/7', '6/7', '9/4'] -> 6/7 / (2/7 + 4/7 / 2/7 - 9/4)
[1465777] ['2/7', '2/7', '4/7', '7/2', '7/2'] -> (7/2 + 7/2) / 2/7 - 2/7 / 4/7
[1465801] ['2/7', '2/7', '4/7', '7/3', '8/7'] -> 8/7 / (7/3 - 4/7 / 2/7 - 2/7)
[1465851] ['2/7', '2/7', '4/7', '7/8', '8/7'] -> (4/7 + 8/7) / 2/7 / (2/7 * 7/8)
[1465853] ['2/7', '2/7', '4/7', '7/8', '9/2'] -> 9/2 / ((2/7 / 4/7 - 2/7) * 7/8)
[1465868] ['2/7', '2/7', '4/7', '8/3', '8/3'] -> (8/3 / 2/7 + 8/3) / (2/7 / 4/7)
[1465871] ['2/7', '2/7', '4/7', '8/3', '8/9'] -> 2/7 * 8/3 / (8/9 - 2/7 - 4/7)
[1465880] ['2/7', '2/7', '4/7', '8/5', '9/2'] -> 4/7 * 9/2 / (2/7 - 2/7 / 8/5)
[1465883] ['2/7', '2/7', '4/7', '8/5', '9/7'] -> 9/7 / (2/7 / 2/7 / 8/5 - 4/7)
[1465885] ['2/7', '2/7', '4/7', '8/7', '8/7'] -> (4/7 + 8/7) * 8/7 / 2/7 / 2/7
[1465887] ['2/7', '2/7', '4/7', '8/7', '9/2'] -> 8/7 / (2/7 / 4/7 - 2/7) * 9/2
[1465922] ['2/7', '2/7', '4/9', '4/9', '6/7'] -> 6/7 / (2/7 / (4/9 + 4/9) - 2/7)
[1465964] ['2/7', '2/7', '4/9', '5/3', '5/3'] -> (5/3 + 5/3 - 2/7) / (2/7 * 4/9)
[1465968] ['2/7', '2/7', '4/9', '5/3', '5/8'] -> 2/7 / (2/7 - 4/9 / 5/3) / 5/8
[1465979] ['2/7', '2/7', '4/9', '5/3', '8/3'] -> 2/7 * 8/3 / (2/7 * 5/3 - 4/9)
[1465980] ['2/7', '2/7', '4/9', '5/3', '8/5'] -> 2/7 * 8/5 / (2/7 - 4/9 / 5/3)
[1465994] ['2/7', '2/7', '4/9', '5/4', '6/7'] -> 6/7 / ((2/7 + 2/7) / 4/9 - 5/4)
[1466002] ['2/7', '2/7', '4/9', '5/4', '8/3'] -> 8/3 / (4/9 * (5/4 - 2/7 / 2/7))
[1466024] ['2/7', '2/7', '4/9', '5/6', '8/3'] -> 8/3 / (2/7 * 5/6 - 2/7 * 4/9)
[1466045] ['2/7', '2/7', '4/9', '5/7', '8/3'] -> 2/7 * 8/3 / (4/9 * 5/7 - 2/7)
[1466067] ['2/7', '2/7', '4/9', '5/8', '8/7'] -> 8/7 / (4/9 * (2/7 - 2/7 * 5/8))
[1466076] ['2/7', '2/7', '4/9', '5/9', '6/7'] -> 4/9 * 6/7 / (2/7 + 2/7 - 5/9)
[1466081] ['2/7', '2/7', '4/9', '5/9', '7/6'] -> 4/9 / (2/7 + 2/7 - 5/9) / 7/6
[1466102] ['2/7', '2/7', '4/9', '6/5', '8/3'] -> 8/3 / (2/7 / 6/5 - 2/7 * 4/9)
[1466119] ['2/7', '2/7', '4/9', '6/7', '8/3'] -> (2/7 + 6/7) / 2/7 / 4/9 * 8/3
[1466153] ['2/7', '2/7', '4/9', '7/3', '8/9'] -> 8/9 / (4/9 * 7/3 - 2/7 / 2/7)
[1466164] ['2/7', '2/7', '4/9', '7/4', '8/3'] -> 2/7 * 8/3 / (2/7 - 4/9 / 7/4)
[1466177] ['2/7', '2/7', '4/9', '7/5', '8/3'] -> 2/7 * 8/3 / (4/9 / 7/5 - 2/7)
[1466189] ['2/7', '2/7', '4/9', '7/6', '8/3'] -> 8/3 / 2/7 / (4/9 / 2/7 - 7/6)
[1466207] ['2/7', '2/7', '4/9', '7/8', '9/7'] -> 9/7 / (2/7 + 2/7 / 4/9 - 7/8)
[1466219] ['2/7', '2/7', '4/9', '8/3', '8/3'] -> 8/3 / (8/3 - (2/7 + 4/9) / 2/7)
[1466229] ['2/7', '2/7', '4/9', '8/5', '8/7'] -> 8/7 / 4/9 / (2/7 - 2/7 / 8/5)
[1466288] ['2/7', '2/7', '5/2', '5/2', '9/8'] -> (2/7 + 5/2 * 5/2) / 2/7 + 9/8
[1466320] ['2/7', '2/7', '5/2', '5/4', '7/2'] -> (5/2 + 7/2) / (5/4 - 2/7 / 2/7)
[1466321] ['2/7', '2/7', '5/2', '5/4', '7/3'] -> (2/7 + 5/2 / 2/7 + 5/4) * 7/3
[1466332] ['2/7', '2/7', '5/2', '5/4', '9/4'] -> (5/2 / 2/7 - 5/4) / 2/7 - 9/4
[1466338] ['2/7', '2/7', '5/2', '5/6', '5/8'] -> 5/2 / (2/7 / 2/7 - 5/6) / 5/8
[1466341] ['2/7', '2/7', '5/2', '5/6', '6/7'] -> (2/7 + 6/7) / (5/6 / 5/2 - 2/7)
[1466347] ['2/7', '2/7', '5/2', '5/6', '7/8'] -> 5/2 / 5/6 / (2/7 / 2/7 - 7/8)
[1466354] ['2/7', '2/7', '5/2', '5/6', '9/4'] -> (5/2 + 5/6 - 2/7) / 2/7 * 9/4
[1466357] ['2/7', '2/7', '5/2', '5/6', '9/8'] -> 5/2 / 5/6 / (9/8 - 2/7 / 2/7)
[1466379] ['2/7', '2/7', '5/2', '5/8', '5/8'] -> (2/7 + 5/2 / 5/8) / 2/7 / 5/8
[1466385] ['2/7', '2/7', '5/2', '5/8', '7/4'] -> (5/2 / 2/7 / 5/8 - 2/7) * 7/4
[1466387] ['2/7', '2/7', '5/2', '5/8', '7/6'] -> 5/2 / 5/8 / (7/6 - 2/7 / 2/7)
[1466391] ['2/7', '2/7', '5/2', '5/8', '8/5'] -> (2/7 + 5/2 / 5/8) / 2/7 * 8/5
[1466409] ['2/7', '2/7', '5/2', '5/9', '8/3'] -> 8/3 / (2/7 * 5/2 * 5/9 - 2/7)
[1466425] ['2/7', '2/7', '5/2', '6/5', '7/8'] -> 5/2 * 6/5 / (2/7 / 2/7 - 7/8)
[1466438] ['2/7', '2/7', '5/2', '6/7', '7/3'] -> (2/7 + 6/7) / 2/7 / (5/2 - 7/3)
[1466449] ['2/7', '2/7', '5/2', '6/7', '9/4'] -> 5/2 * 6/7 / 2/7 / 2/7 - 9/4
[1466458] ['2/7', '2/7', '5/2', '7/2', '7/8'] -> (5/2 / 2/7 + 7/2 / 2/7) / 7/8
[1466462] ['2/7', '2/7', '5/2', '7/2', '8/7'] -> (5/2 / 2/7 + 7/2 / 2/7) * 8/7
[1466476] ['2/7', '2/7', '5/2', '7/3', '8/5'] -> 8/5 / (2/7 / 2/7 - 7/3 / 5/2)
[1466477] ['2/7', '2/7', '5/2', '7/3', '8/7'] -> 8/7 / (2/7 * 5/2 - 2/7 * 7/3)
[1466480] ['2/7', '2/7', '5/2', '7/3', '9/4'] -> (2/7 * 5/2 + 7/3) / 2/7 * 9/4
[1466519] ['2/7', '2/7', '5/2', '7/6', '9/4'] -> 5/2 / 2/7 / 2/7 / 7/6 - 9/4
[1466545] ['2/7', '2/7', '5/2', '8/3', '8/5'] -> 8/5 / (8/3 / 5/2 - 2/7 / 2/7)
[1466546] ['2/7', '2/7', '5/2', '8/3', '8/7'] -> 8/7 / (2/7 * 8/3 - 2/7 * 5/2)
[1466553] ['2/7', '2/7', '5/2', '8/5', '8/5'] -> (2/7 + 5/2 * 8/5) / 2/7 * 8/5
[1466575] ['2/7', '2/7', '5/2', '9/2', '9/4'] -> 9/2 / (2/7 - 2/7 / 5/2) - 9/4
[1466621] ['2/7', '2/7', '5/3', '5/4', '7/3'] -> 5/3 / 2/7 / 2/7 + 5/4 + 7/3
[1466643] ['2/7', '2/7', '5/3', '5/6', '7/3'] -> (5/3 + 7/3) / (2/7 / 2/7 - 5/6)
[1466649] ['2/7', '2/7', '5/3', '5/6', '8/3'] -> 8/3 / (2/7 * 5/3 * 5/6 - 2/7)
[1466650] ['2/7', '2/7', '5/3', '5/6', '8/5'] -> 8/5 / (2/7 * 5/6 - 2/7 / 5/3)
[1466691] ['2/7', '2/7', '5/3', '5/8', '8/5'] -> 8/5 / (5/3 - 2/7 / 2/7 / 5/8)
[1466693] ['2/7', '2/7', '5/3', '5/8', '8/9'] -> 5/3 / 5/8 / (2/7 / 2/7 - 8/9)
[1466701] ['2/7', '2/7', '5/3', '5/9', '6/7'] -> (2/7 + 6/7) / (5/9 / 5/3 - 2/7)
[1466709] ['2/7', '2/7', '5/3', '5/9', '8/3'] -> 8/3 / (5/3 - 2/7 / 2/7 - 5/9)
[1466727] ['2/7', '2/7', '5/3', '6/5', '8/3'] -> 8/3 / (2/7 * 5/3 / 6/5 - 2/7)
[1466728] ['2/7', '2/7', '5/3', '6/5', '8/5'] -> 8/5 / (2/7 / 6/5 - 2/7 / 5/3)
[1466731] ['2/7', '2/7', '5/3', '6/5', '9/2'] -> 5/3 * (6/5 - 2/7) / 2/7 * 9/2
[1466755] ['2/7', '2/7', '5/3', '7/2', '7/4'] -> (2/7 + 2/7) * 7/2 / (7/4 - 5/3)
[1466770] ['2/7', '2/7', '5/3', '7/3', '7/4'] -> ((5/3 + 7/3) / 2/7 - 2/7) * 7/4
[1466772] ['2/7', '2/7', '5/3', '7/3', '7/6'] -> (5/3 + 7/3) / (7/6 - 2/7 / 2/7)
[1466776] ['2/7', '2/7', '5/3', '7/3', '8/5'] -> (2/7 + 5/3 + 7/3) / 2/7 * 8/5
[1466788] ['2/7', '2/7', '5/3', '7/4', '7/9'] -> (5/3 / 2/7 / 2/7 - 7/4) / 7/9
[1466793] ['2/7', '2/7', '5/3', '7/4', '9/2'] -> (5/3 / 2/7 - 2/7 * 7/4) * 9/2
[1466796] ['2/7', '2/7', '5/3', '7/4', '9/7'] -> (5/3 / 2/7 / 2/7 - 7/4) * 9/7
[1466803] ['2/7', '2/7', '5/3', '7/5', '8/5'] -> 2/7 * 8/5 / (2/7 + 7/5 - 5/3)
[1466831] ['2/7', '2/7', '5/3', '7/8', '9/5'] -> 5/3 / (2/7 / 2/7 - 7/8) * 9/5
[1466835] ['2/7', '2/7', '5/3', '7/9', '8/3'] -> 8/3 / (2/7 / 2/7 + 7/9 - 5/3)
[1466848] ['2/7', '2/7', '5/3', '8/3', '9/2'] -> (2/7 / 2/7 + 5/3 + 8/3) * 9/2
[1466851] ['2/7', '2/7', '5/3', '8/3', '9/7'] -> 9/7 / (5/3 / 8/3 - 2/7 - 2/7)
[1466855] ['2/7', '2/7', '5/3', '8/5', '8/9'] -> 5/3 * 8/5 / (2/7 / 2/7 - 8/9)
[1466861] ['2/7', '2/7', '5/3', '8/7', '8/7'] -> 8/7 / (2/7 + 2/7 + 8/7 - 5/3)
[1466874] ['2/7', '2/7', '5/3', '9/2', '9/2'] -> (2/7 / 2/7 + 5/3) * (9/2 + 9/2)
[1466916] ['2/7', '2/7', '5/4', '5/6', '6/5'] -> 6/5 / (5/4 - 2/7 / 2/7 / 5/6)
[1466927] ['2/7', '2/7', '5/4', '5/6', '8/7'] -> 8/7 / ((2/7 - 2/7 / 5/4) * 5/6)
[1466930] ['2/7', '2/7', '5/4', '5/6', '9/4'] -> 5/4 / (2/7 - 2/7 * 5/6) - 9/4
[1466938] ['2/7', '2/7', '5/4', '5/7', '6/7'] -> 6/7 / (2/7 + 2/7 + 5/7 - 5/4)
[1466957] ['2/7', '2/7', '5/4', '5/8', '6/5'] -> 6/5 / (2/7 / 5/4 - 2/7 * 5/8)
[1466958] ['2/7', '2/7', '5/4', '5/8', '6/7'] -> 6/7 / ((2/7 - 2/7 / 5/4) * 5/8)
[1466973] ['2/7', '2/7', '5/4', '5/8', '9/7'] -> 9/7 / (5/4 - 2/7 - 2/7 - 5/8)
[1467001] ['2/7', '2/7', '5/4', '6/5', '7/8'] -> 6/5 / (2/7 - 2/7 / 5/4) / 7/8
[1467005] ['2/7', '2/7', '5/4', '6/5', '8/7'] -> 6/5 / (2/7 - 2/7 / 5/4) * 8/7
[1467008] ['2/7', '2/7', '5/4', '6/5', '9/4'] -> 5/4 / (2/7 - 2/7 / 6/5) - 9/4
[1467012] ['2/7', '2/7', '5/4', '6/7', '6/7'] -> (6/7 + 6/7) / (2/7 * 5/4 - 2/7)
[1467021] ['2/7', '2/7', '5/4', '6/7', '8/5'] -> 6/7 / (2/7 - 2/7 / 5/4) * 8/5
[1467025] ['2/7', '2/7', '5/4', '6/7', '9/4'] -> 5/4 / (2/7 / 6/7 - 2/7) - 9/4
[1467033] ['2/7', '2/7', '5/4', '7/2', '7/6'] -> (2/7 + 2/7) * 7/2 / (5/4 - 7/6)
[1467036] ['2/7', '2/7', '5/4', '7/2', '8/3'] -> (7/2 - 2/7) / 2/7 / 5/4 * 8/3
[1467055] ['2/7', '2/7', '5/4', '7/3', '9/2'] -> (5/4 + 7/3 / (2/7 + 2/7)) * 9/2
[1467063] ['2/7', '2/7', '5/4', '7/4', '7/8'] -> (5/4 + 7/4) / (2/7 / 2/7 - 7/8)
[1467073] ['2/7', '2/7', '5/4', '7/4', '9/8'] -> (5/4 + 7/4) / (9/8 - 2/7 / 2/7)
[1467089] ['2/7', '2/7', '5/4', '7/6', '7/9'] -> (5/4 + 7/6 / 2/7) / 2/7 / 7/9
[1467092] ['2/7', '2/7', '5/4', '7/6', '8/7'] -> 8/7 / (2/7 + 2/7) / (5/4 - 7/6)
[1467094] ['2/7', '2/7', '5/4', '7/6', '9/2'] -> (2/7 * 5/4 + 7/6) / 2/7 * 9/2
[1467095] ['2/7', '2/7', '5/4', '7/6', '9/4'] -> 5/4 / (2/7 * 7/6 - 2/7) - 9/4
[1467097] ['2/7', '2/7', '5/4', '7/6', '9/7'] -> (5/4 + 7/6 / 2/7) / 2/7 * 9/7
[1467106] ['2/7', '2/7', '5/4', '7/8', '9/4'] -> 9/4 / (5/4 * 7/8 - 2/7 / 2/7)
[1467107] ['2/7', '2/7', '5/4', '7/8', '9/5'] -> 9/5 / (7/8 - 2/7 / 2/7 / 5/4)
[1467111] ['2/7', '2/7', '5/4', '7/9', '8/3'] -> 8/3 / (7/9 / (2/7 + 2/7) - 5/4)
[1467120] ['2/7', '2/7', '5/4', '8/3', '8/3'] -> (5/4 - 2/7) * 8/3 / 2/7 * 8/3
[1467139] ['2/7', '2/7', '5/4', '8/7', '9/2'] -> (2/7 + 2/7) * 9/2 / (5/4 - 8/7)
[1467140] ['2/7', '2/7', '5/4', '8/7', '9/4'] -> 9/4 / (5/4 / 8/7 - 2/7 / 2/7)
[1467180] ['2/7', '2/7', '5/6', '5/6', '8/7'] -> 8/7 / 5/6 / (2/7 / 5/6 - 2/7)
[1467188] ['2/7', '2/7', '5/6', '5/7', '5/8'] -> 5/7 / (2/7 - 2/7 * 5/6) / 5/8
[1467197] ['2/7', '2/7', '5/6', '5/7', '7/8'] -> 5/7 / 5/6 / (2/7 - 2/7 * 7/8)
[1467200] ['2/7', '2/7', '5/6', '5/7', '8/5'] -> 5/7 / (2/7 - 2/7 * 5/6) * 8/5
[1467202] ['2/7', '2/7', '5/6', '5/7', '8/9'] -> 5/7 / 5/6 / (2/7 / 8/9 - 2/7)
[1467207] ['2/7', '2/7', '5/6', '5/7', '9/8'] -> 5/7 / 5/6 / (2/7 * 9/8 - 2/7)
[1467211] ['2/7', '2/7', '5/6', '5/8', '6/7'] -> 6/7 / ((2/7 / 5/6 - 2/7) * 5/8)
[1467221] ['2/7', '2/7', '5/6', '5/8', '8/7'] -> (2/7 + 8/7) / 2/7 / (5/6 - 5/8)
[1467247] ['2/7', '2/7', '5/6', '6/5', '6/5'] -> 6/5 / (2/7 - 2/7 * 5/6) - 6/5
[1467254] ['2/7', '2/7', '5/6', '6/5', '7/8'] -> 6/5 / (2/7 / 5/6 - 2/7) / 7/8
[1467268] ['2/7', '2/7', '5/6', '6/7', '7/4'] -> 2/7 / (6/7 - 5/6) / 2/7 / 7/4
[1467274] ['2/7', '2/7', '5/6', '6/7', '8/5'] -> 6/7 / (2/7 / 5/6 - 2/7) * 8/5
[1467287] ['2/7', '2/7', '5/6', '7/2', '7/8'] -> 7/2 / (2/7 / 2/7 - 5/6) / 7/8
[1467306] ['2/7', '2/7', '5/6', '7/3', '8/7'] -> 8/7 / 2/7 / (5/6 - 2/7 * 7/3)
[1467320] ['2/7', '2/7', '5/6', '7/4', '8/7'] -> 8/7 / (5/6 - 2/7 * 7/4 - 2/7)
[1467327] ['2/7', '2/7', '5/6', '7/5', '7/5'] -> 7/5 / (5/6 / (2/7 + 2/7) - 7/5)
[1467332] ['2/7', '2/7', '5/6', '7/5', '8/5'] -> 8/5 / ((2/7 - 2/7 * 5/6) * 7/5)
[1467333] ['2/7', '2/7', '5/6', '7/5', '8/7'] -> 8/7 / (2/7 * 5/6 * 7/5 - 2/7)
[1467344] ['2/7', '2/7', '5/6', '7/6', '8/5'] -> 8/5 / ((2/7 / 5/6 - 2/7) * 7/6)
[1467356] ['2/7', '2/7', '5/6', '7/8', '8/7'] -> 8/7 / (2/7 / 2/7 - 5/6 / 7/8)
[1467365] ['2/7', '2/7', '5/6', '7/9', '8/5'] -> 8/5 / (2/7 / 2/7 - 7/9 / 5/6)
[1467367] ['2/7', '2/7', '5/6', '7/9', '8/9'] -> 8/9 / ((2/7 - 2/7 * 5/6) * 7/9)
[1467378] ['2/7', '2/7', '5/6', '8/3', '9/4'] -> 2/7 * 9/4 / (5/6 / 8/3 - 2/7)
[1467390] ['2/7', '2/7', '5/6', '8/7', '8/7'] -> 8/7 / (2/7 / 2/7 - 5/6 * 8/7)
[1467398] ['2/7', '2/7', '5/6', '8/9', '9/2'] -> 8/9 / (2/7 / 2/7 - 5/6) * 9/2
[1467399] ['2/7', '2/7', '5/6', '8/9', '9/4'] -> 5/6 / (2/7 - 2/7 * 8/9) - 9/4
[1467401] ['2/7', '2/7', '5/6', '8/9', '9/7'] -> 8/9 / (2/7 - 2/7 * 5/6) * 9/7
[1467406] ['2/7', '2/7', '5/6', '9/2', '9/7'] -> (5/6 / 2/7 + 9/2 / 2/7) * 9/7
[1467407] ['2/7', '2/7', '5/6', '9/2', '9/8'] -> 9/2 / (2/7 / 2/7 - 5/6) / 9/8
[1467415] ['2/7', '2/7', '5/6', '9/7', '9/7'] -> (5/6 + 9/7 / 2/7) / 2/7 * 9/7
[1467416] ['2/7', '2/7', '5/6', '9/7', '9/8'] -> 9/7 / (2/7 - 2/7 * 5/6) / 9/8
[1467440] ['2/7', '2/7', '5/7', '5/8', '5/9'] -> 5/7 / (5/8 - 2/7 - 2/7) / 5/9
[1467441] ['2/7', '2/7', '5/7', '5/8', '6/5'] -> 5/7 / 5/8 / (2/7 - 2/7 / 6/5)
[1467447] ['2/7', '2/7', '5/7', '5/8', '7/6'] -> 5/7 / 5/8 / (2/7 * 7/6 - 2/7)
[1467452] ['2/7', '2/7', '5/7', '5/8', '8/7'] -> (2/7 / 2/7 + 8/7) / (5/7 - 5/8)
[1467456] ['2/7', '2/7', '5/7', '5/8', '9/5'] -> 5/7 / (5/8 - 2/7 - 2/7) * 9/5
[1467463] ['2/7', '2/7', '5/7', '5/9', '7/3'] -> (5/7 + 7/3) / (2/7 - 2/7 * 5/9)
[1467469] ['2/7', '2/7', '5/7', '5/9', '8/3'] -> 8/3 / (2/7 / (5/7 - 2/7) - 5/9)
[1467478] ['2/7', '2/7', '5/7', '6/5', '6/5'] -> 6/5 / (5/7 / (2/7 + 2/7) - 6/5)
[1467485] ['2/7', '2/7', '5/7', '6/5', '7/8'] -> 5/7 * 6/5 / (2/7 - 2/7 * 7/8)
