[1019617] ['1/7', '5/4', '7/4', '8/5', '9/5'] -> (7/4 + 8/5) / 1/7 - 5/4 + 9/5
[1060358] ['1/8', '2/3', '4/3', '4/7', '9/4'] -> (4/3 + 2/3 / (1/8 * /7)) * 9/4
[1060359] ['1/8', '2/3', '4/3', '4/7', '9/5'] -> (4/3 / 4/7 - 2/3) / 1/8 * 9/5
[1060363] ['1/8', '2/3', '4/3', '4/9', '5/2'] -> 4/3 / ((2/3 + 4/9) * /8) * 5/2
[1060364] ['1/8', '2/3', '4/3', '4/9', '5/3'] -> 5/3 / (1/8 + 4/9 - 2/3 / 4/3)
[1060368] ['1/8', '2/3', '4/3', '4/9', '5/8'] -> (2/3 / 1/8 + 4/3) / 4/9 / 5/8
[1060369] ['1/8', '2/3', '4/3', '4/9', '5/9'] -> (4/3 + 2/3 / (1/8 * /9)) / 5/9
[1060372] ['1/8', '2/3', '4/3', '4/9', '7/2'] -> 7/2 / (4/9 / 4/3 - 1/8 / 2/3)
[1060374] ['1/8', '2/3', '4/3', '4/9', '7/4'] -> 4/3 / (2/3 - 1/8 - 4/9) * 7/4
[1060378] ['1/8', '2/3', '4/3', '4/9', '7/9'] -> (4/3 / 4/9 - 2/3) / 1/8 / 7/9
[1060380] ['1/8', '2/3', '4/3', '4/9', '8/5'] -> (2/3 / 1/8 + 4/3) / 4/9 * 8/5
[1060385] ['1/8', '2/3', '4/3', '4/9', '9/5'] -> (4/3 + 2/3 / (1/8 * /9)) * 9/5
[1060386] ['1/8', '2/3', '4/3', '4/9', '9/7'] -> (4/3 / 4/9 - 2/3) / 1/8 * 9/7
[1060387] ['1/8', '2/3', '4/3', '4/9', '9/8'] -> (4/3 + 4/9) / 1/8 / 2/3 * 9/8
[1060388] ['1/8', '2/3', '4/3', '5/2', '5/2'] -> (2/3 + 4/3 / 5/2) / 1/8 * 5/2
[1060396] ['1/8', '2/3', '4/3', '5/2', '6/7'] -> (5/2 / 1/8 - 4/3) / 2/3 * 6/7
[1060397] ['1/8', '2/3', '4/3', '5/2', '7/2'] -> 2/3 / 4/3 + 5/2 / 1/8 + 7/2
[1060398] ['1/8', '2/3', '4/3', '5/2', '7/3'] -> 7/3 / (1/8 * 2/3 * (5/2 - 4/3))
[1060401] ['1/8', '2/3', '4/3', '5/2', '7/6'] -> (5/2 / 1/8 - 4/3) / 2/3 / 7/6
[1060412] ['1/8', '2/3', '4/3', '5/2', '9/8'] -> 9/8 * (4/3 * 5/2 - 2/3) / 1/8
[1060417] ['1/8', '2/3', '4/3', '5/3', '5/8'] -> 5/3 / (((1/8 * /3) * /3) * /8
)[1060423] ['1/8', '2/3', '4/3', '5/3', '7/4'] -> 7/4 / (1/8 * (5/3 / 4/3 - 2/3))
[1060424] ['1/8', '2/3', '4/3', '5/3', '7/5'] -> 7/5 / ((4/3 - 1/8) / 5/3 - 2/3)
[1060429] ['1/8', '2/3', '4/3', '5/3', '8/5'] -> 5/3 / (1/8 * /3 * /3) * 8/5
[1060436] ['1/8', '2/3', '4/3', '5/3', '9/8'] -> (4/3 + 5/3 / (1/8 * /3)) * 9/8
[1060440] ['1/8', '2/3', '4/3', '5/4', '5/8'] -> 5/4 / (((4/3 - 2/3) * /8) * /8
)[1060444] ['1/8', '2/3', '4/3', '5/4', '7/2'] -> 7/2 / (5/4 / 4/3 - 1/8 - 2/3)
[1060445] ['1/8', '2/3', '4/3', '5/4', '7/3'] -> 7/3 / (1/8 * 4/3 * (5/4 - 2/3))
[1060446] ['1/8', '2/3', '4/3', '5/4', '7/4'] -> 7/4 / (1/8 * (2/3 + 5/4 - 4/3))
[1060450] ['1/8', '2/3', '4/3', '5/4', '7/9'] -> (2/3 + 4/3 * 5/4) / 1/8 / 7/9
[1060452] ['1/8', '2/3', '4/3', '5/4', '8/5'] -> 5/4 / ((4/3 - 2/3) * /8) * 8/5
[1060454] ['1/8', '2/3', '4/3', '5/4', '8/9'] -> (2/3 + (4/3 + 5/4) / 1/8) / 8/9
[1060458] ['1/8', '2/3', '4/3', '5/4', '9/7'] -> (2/3 + 4/3 * 5/4) / 1/8 * 9/7
[1060459] ['1/8', '2/3', '4/3', '5/4', '9/8'] -> (2/3 + (4/3 + 5/4) / 1/8) * 9/8
[1060460] ['1/8', '2/3', '4/3', '5/6', '5/6'] -> (2/3 + 5/6) / (1/8 * (4/3 - 5/6))
[1060468] ['1/8', '2/3', '4/3', '5/6', '7/4'] -> 7/4 / (5/6 - 1/8 / 4/3 - 2/3)
[1060471] ['1/8', '2/3', '4/3', '5/6', '7/8'] -> (1/8 + 7/8) / (2/3 - 5/6 / 4/3)
[1060474] ['1/8', '2/3', '4/3', '5/6', '8/5'] -> 8/5 / (1/8 * (4/3 - 2/3 / 5/6))
[1060485] ['1/8', '2/3', '4/3', '5/7', '6/5'] -> 6/5 / (1/8 * (4/3 - 2/3 / 5/7))
[1060486] ['1/8', '2/3', '4/3', '5/7', '6/7'] -> 6/7 / (1/8 * (4/3 * 5/7 - 2/3))
[1060487] ['1/8', '2/3', '4/3', '5/7', '7/2'] -> (4/3 - 2/3 * 5/7) / 1/8 * 7/2
[1060508] ['1/8', '2/3', '4/3', '5/8', '7/3'] -> 7/3 / ((2/3 - 1/8) * 4/3 - 5/8)
[1060509] ['1/8', '2/3', '4/3', '5/8', '7/4'] -> 7/4 / (2/3 - 5/8 / 4/3 - 1/8)
[1060523] ['1/8', '2/3', '4/3', '5/9', '5/9'] -> 5/9 / (4/3 * (2/3 - 5/9) - 1/8)
[1060526] ['1/8', '2/3', '4/3', '5/9', '7/2'] -> 2/3 / ((4/3 - 5/9) * /8) * 7/2
[1060545] ['1/8', '2/3', '4/3', '6/5', '7/3'] -> 7/3 / (1/8 * (4/3 - 2/3 / 6/5))
[1060547] ['1/8', '2/3', '4/3', '6/5', '7/5'] -> 7/5 / (1/8 * (6/5 / 2/3 - 4/3))
[1060568] ['1/8', '2/3', '4/3', '6/7', '8/3'] -> 8/3 / (1/8 * (4/3 / 6/7 - 2/3))
[1060579] ['1/8', '2/3', '4/3', '7/2', '7/4'] -> 7/2 / (((4/3 - 2/3) * /8) * /4
)[1060583] ['1/8', '2/3', '4/3', '7/2', '7/9'] -> (4/3 - 2/3) * 7/2 / 1/8 / 7/9
[1060587] ['1/8', '2/3', '4/3', '7/2', '8/9'] -> 2/3 * 4/3 * 7/2 / 1/8 - 8/9
[1060591] ['1/8', '2/3', '4/3', '7/2', '9/7'] -> (4/3 - 2/3) * 7/2 / 1/8 * 9/7
[1060593] ['1/8', '2/3', '4/3', '7/3', '7/3'] -> 7/3 / (2/3 * 7/3 - 1/8 - 4/3)
[1060596] ['1/8', '2/3', '4/3', '7/3', '7/6'] -> 7/3 / (((4/3 - 2/3) * /8) * /6
)[1060597] ['1/8', '2/3', '4/3', '7/3', '7/8'] -> 7/3 / (((1/8 * /3) * /3) * /8
)[1060601] ['1/8', '2/3', '4/3', '7/3', '8/7'] -> 7/3 / (1/8 * /3 * /3) * 8/7
[1060602] ['1/8', '2/3', '4/3', '7/3', '8/9'] -> (4/3 + 2/3 * 7/3) / 1/8 + 8/9
[1060608] ['1/8', '2/3', '4/3', '7/4', '7/4'] -> (4/3 + 2/3 / 7/4) / 1/8 * 7/4
[1060611] ['1/8', '2/3', '4/3', '7/4', '7/8'] -> 7/4 / (((4/3 - 2/3) * /8) * /8
)[1060615] ['1/8', '2/3', '4/3', '7/4', '8/7'] -> 7/4 / ((4/3 - 2/3) * /8) * 8/7
[1060618] ['1/8', '2/3', '4/3', '7/4', '9/4'] -> (4/3 + 2/3 * 7/4 / 1/8) * 9/4
[1060646] ['1/8', '2/3', '4/3', '7/6', '9/8'] -> 4/3 / ((7/6 - 2/3) * /8) * 9/8
[1060650] ['1/8', '2/3', '4/3', '7/8', '8/5'] -> 8/5 / (2/3 - 7/8 / (1/8 + 4/3))
[1060654] ['1/8', '2/3', '4/3', '7/8', '9/4'] -> 9/4 / (1/8 * (4/3 - 2/3 * 7/8))
[1060657] ['1/8', '2/3', '4/3', '7/8', '9/8'] -> 9/8 / (1/8 * (7/8 - 2/3 / 4/3))
[1060664] ['1/8', '2/3', '4/3', '7/9', '9/4'] -> (4/3 + 7/9 / (1/8 * /3)) * 9/4
[1060665] ['1/8', '2/3', '4/3', '7/9', '9/5'] -> (2/3 * 4/3 + 7/9) / 1/8 * 9/5
[1060681] ['1/8', '2/3', '4/3', '8/5', '9/4'] -> (2/3 / 1/8 + 4/3) * 8/5 * 9/4
[1060688] ['1/8', '2/3', '4/3', '8/7', '9/4'] -> 9/4 / (1/8 * (4/3 - 2/3 / 8/7))
[1060697] ['1/8', '2/3', '4/3', '8/9', '9/8'] -> (4/3 + 8/9 / 2/3) / 1/8 * 9/8
[1060698] ['1/8', '2/3', '4/3', '9/2', '9/2'] -> (1/8 * 4/3 + 2/3 + 9/2) * 9/2
[1060699] ['1/8', '2/3', '4/3', '9/2', '9/4'] -> 9/2 / (((4/3 - 2/3) * /8) * /4
)[1060700] ['1/8', '2/3', '4/3', '9/2', '9/5'] -> (2/3 * 9/2 - 4/3) / 1/8 * 9/5
[1060703] ['1/8', '2/3', '4/3', '9/4', '9/4'] -> (2/3 * 9/4 / 1/8 - 4/3) * 9/4
[1060704] ['1/8', '2/3', '4/3', '9/4', '9/5'] -> (4/3 + 2/3 * 9/4 / 1/8) * 9/5
[1060705] ['1/8', '2/3', '4/3', '9/4', '9/7'] -> 9/7 * (4/3 * 9/4 - 2/3) / 1/8
[1060706] ['1/8', '2/3', '4/3', '9/4', '9/8'] -> 9/4 / (((4/3 - 2/3) * /8) * /8
)[1060715] ['1/8', '2/3', '4/5', '4/5', '4/9'] -> (2/3 * 4/5 + 4/5) / 1/8 / 4/9
[1060718] ['1/8', '2/3', '4/5', '4/5', '5/4'] -> (4/5 + 4/5) / 1/8 / 2/3 * 5/4
[1060719] ['1/8', '2/3', '4/5', '4/5', '5/6'] -> (4/5 / (4/5 * (5/6 - 1/8)) - 2/3))
[1060722] ['1/8', '2/3', '4/5', '4/5', '5/9'] -> (2/3 + 4/5 / 4/5) / 1/8 / 5/9
[1060732] ['1/8', '2/3', '4/5', '4/5', '8/3'] -> (4/5 / 1/8 + 4/5) * (2/3 + 8/3)
[1060738] ['1/8', '2/3', '4/5', '4/5', '9/5'] -> (2/3 + 4/5 / 4/5) / 1/8 * 9/5
[1060741] ['1/8', '2/3', '4/5', '4/7', '4/7'] -> 4/7 / (4/5 * (1/8 + 4/7 - 2/3))
[1060769] ['1/8', '2/3', '4/5', '4/9', '5/2'] -> 5/2 * 4/5 * 2/3 / (1/8 * 4/9)
[1060772] ['1/8', '2/3', '4/5', '4/9', '5/6'] -> 4/5 / ((2/3 - 4/9) * /8) * 5/6
[1060776] ['1/8', '2/3', '4/5', '4/9', '6/5'] -> 4/5 / (((2/3 - 4/9) * /8) * /5
)[1060782] ['1/8', '2/3', '4/5', '4/9', '7/6'] -> 7/6 / (1/8 * (2/3 / 4/5 - 4/9))
[1060795] ['1/8', '2/3', '4/5', '5/2', '5/3'] -> 2/3 + 5/2 / (1/8 * /5) - 5/3
[1060797] ['1/8', '2/3', '4/5', '5/2', '5/6'] -> (5/2 / 1/8 - 4/5) / 2/3 * 5/6
[1060800] ['1/8', '2/3', '4/5', '5/2', '5/9'] -> (5/2 - 2/3 / 4/5) / 1/8 / 5/9
[1060801] ['1/8', '2/3', '4/5', '5/2', '6/5'] -> (5/2 / 1/8 - 4/5) / 2/3 / 6/5
[1060810] ['1/8', '2/3', '4/5', '5/2', '8/3'] -> (2/3 / 4/5 + 5/2) / 1/8 - 8/3
[1060811] ['1/8', '2/3', '4/5', '5/2', '8/5'] -> 8/5 / (1/8 * (4/5 - 2/3 / 5/2))
[1060816] ['1/8', '2/3', '4/5', '5/2', '9/5'] -> (5/2 - 2/3 / 4/5) / 1/8 * 9/5
[1060818] ['1/8', '2/3', '4/5', '5/2', '9/8'] -> 9/8 * (2/3 + 4/5 * 5/2) / 1/8
[1060819] ['1/8', '2/3', '4/5', '5/3', '5/3'] -> (4/5 + 5/3 - 2/3) / 1/8 * 5/3
[1060820] ['1/8', '2/3', '4/5', '5/3', '5/4'] -> (5/3 / (1/8 * /3) - 4/5) * 5/4
[1060821] ['1/8', '2/3', '4/5', '5/3', '5/6'] -> (2/3 / 4/5 + 5/3) / 1/8 / 5/6
[1060828] ['1/8', '2/3', '4/5', '5/3', '7/3'] -> 7/3 / ((4/5 - 2/3) * 5/3 - 1/8)
[1060834] ['1/8', '2/3', '4/5', '5/3', '8/3'] -> 8/3 / (1/8 * 2/3 * 4/5 * 5/3)
[1060838] ['1/8', '2/3', '4/5', '5/3', '9/2'] -> (4/5 * 5/3 - 2/3) / 1/8 * 9/2
[1060843] ['1/8', '2/3', '4/5', '5/4', '5/4'] -> 5/4 / (1/8 * (5/4 - 2/3 / 4/5))
[1060853] ['1/8', '2/3', '4/5', '5/4', '7/5'] -> 7/5 / (1/8 * 4/5 * (5/4 - 2/3))
[1060862] ['1/8', '2/3', '4/5', '5/4', '9/4'] -> (4/5 + 2/3 / 5/4) / 1/8 * 9/4
[1060869] ['1/8', '2/3', '4/5', '5/6', '5/9'] -> (2/3 / 4/5 + 5/6) / 1/8 / 5/9
[1060879] ['1/8', '2/3', '4/5', '5/6', '8/3'] -> (2/3 + 5/6 / (1/8 * /5)) * 8/3
[1060884] ['1/8', '2/3', '4/5', '5/6', '9/4'] -> (2/3 + 4/5 * 5/6) / 1/8 * 9/4
[1060887] ['1/8', '2/3', '4/5', '5/6', '9/8'] -> 9/8 / (1/8 * (5/6 / 4/5 - 2/3))
[1060893] ['1/8', '2/3', '4/5', '5/7', '7/2'] -> 7/2 * 5/7 * 4/5 / (1/8 * 2/3)
[1060902] ['1/8', '2/3', '4/5', '5/7', '8/7'] -> 8/7 / (1/8 * 2/3 * 4/5 * 5/7)
[1060909] ['1/8', '2/3', '4/5', '5/8', '5/8'] -> 5/8 / (1/8 * (2/3 / 4/5 - 5/8))
[1060910] ['1/8', '2/3', '4/5', '5/8', '5/9'] -> 2/3 / (((4/5 - 1/8) - 5/8) * /9
)[1060913] ['1/8', '2/3', '4/5', '5/8', '7/2'] -> 7/2 / (1/8 * (2/3 + 4/5 * 5/8))
[1060916] ['1/8', '2/3', '4/5', '5/8', '7/5'] -> 7/5 / (1/8 * 4/5 + 5/8 - 2/3)
[1060922] ['1/8', '2/3', '4/5', '5/8', '8/7'] -> 8/7 / (1/8 / (4/5 - 5/8) - 2/3)
[1060924] ['1/8', '2/3', '4/5', '5/8', '9/2'] -> (4/5 / 1/8 - 2/3 / 5/8) * 9/2
[1060925] ['1/8', '2/3', '4/5', '5/8', '9/4'] -> 2/3 / (1/8 * /5 * /8) * 9/4
[1060930] ['1/8', '2/3', '4/5', '5/9', '6/5'] -> 6/5 / (1/8 * (2/3 / 5/9 - 4/5))
[1060942] ['1/8', '2/3', '4/5', '5/9', '8/9'] -> 8/9 / (1/8 * 2/3 * 4/5 * 5/9)
[1060943] ['1/8', '2/3', '4/5', '5/9', '9/2'] -> 4/5 * 5/9 / 1/8 / 2/3 * 9/2
[1060963] ['1/8', '2/3', '4/5', '6/5', '9/5'] -> 2/3 / ((6/5 - 4/5) * /8) * 9/5
[1060964] ['1/8', '2/3', '4/5', '6/5', '9/7'] -> 9/7 * (2/3 + 6/5) / (1/8 * 4/5)
[1060965] ['1/8', '2/3', '4/5', '6/5', '9/8'] -> 9/8 * (2/3 + 4/5 + 6/5) / 1/8
[1060970] ['1/8', '2/3', '4/5', '6/7', '7/5'] -> 4/5 / (((6/7 - 2/3) * /8) * /5
)[1060983] ['1/8', '2/3', '4/5', '7/2', '7/2'] -> 7/2 * 7/2 / (2/3 - 1/8 / 4/5)
[1060990] ['1/8', '2/3', '4/5', '7/2', '8/3'] -> (2/3 + 7/2) * 4/5 / 1/8 - 8/3
[1060994] ['1/8', '2/3', '4/5', '7/2', '9/2'] -> (1/8 + (2/3 + 7/2) / 4/5) * 9/2
[1060996] ['1/8', '2/3', '4/5', '7/2', '9/5'] -> (4/5 + 7/2 / 1/8) / 2/3 / 9/5
[1060998] ['1/8', '2/3', '4/5', '7/2', '9/8'] -> 9/8 * (7/2 - 2/3 / 4/5) / 1/8
[1061005] ['1/8', '2/3', '4/5', '7/3', '8/3'] -> (2/3 / (1/8 * /5) + 7/3) * 8/3
[1061010] ['1/8', '2/3', '4/5', '7/3', '9/4'] -> 4/5 * (7/3 - 2/3) / 1/8 * 9/4
[1061016] ['1/8', '2/3', '4/5', '7/4', '7/6'] -> (2/3 + 7/4 / 4/5) / 1/8 + 7/6
[1061028] ['1/8', '2/3', '4/5', '7/5', '7/5'] -> 7/5 / (1/8 + 7/5 - 2/3 - 4/5)
[1061030] ['1/8', '2/3', '4/5', '7/5', '7/8'] -> 7/5 / (((1/8 * /3) * /5) * /8
)[1061034] ['1/8', '2/3', '4/5', '7/5', '8/7'] -> 7/5 / (1/8 * /3 * /5) * 8/7
[1061037] ['1/8', '2/3', '4/5', '7/5', '9/4'] -> (7/5 / 1/8 - 2/3 * 4/5) * 9/4
[1061078] ['1/8', '2/3', '4/5', '8/3', '9/2'] -> 9/2 / (2/3 / (4/5 * /3) - 1/8)
[1061079] ['1/8', '2/3', '4/5', '8/3', '9/4'] -> 9/4 / (2/3 / 8/3 - 1/8 / 4/5)
[1061090] ['1/8', '2/3', '4/5', '8/5', '9/8'] -> 9/8 * (2/3 + 8/5 / 4/5) / 1/8
[1061091] ['1/8', '2/3', '4/5', '8/7', '8/7'] -> 8/7 / (1/8 * 4/5 * (8/7 - 2/3))
[1061111] ['1/8', '2/3', '4/5', '9/4', '9/7'] -> 9/7 * 4/5 * (2/3 + 9/4) / 1/8
[1061114] ['1/8', '2/3', '4/5', '9/5', '9/7'] -> 9/7 * (2/3 * 4/5 + 9/5) / 1/8
[1061115] ['1/8', '2/3', '4/5', '9/5', '9/8'] -> 9/5 / (((1/8 * /3) * /5) * /8
)[1061123] ['1/8', '2/3', '4/7', '4/7', '5/4'] -> 4/7 / (1/8 + 4/7 - 2/3) * 5/4
[1061127] ['1/8', '2/3', '4/7', '4/7', '5/9'] -> (2/3 + 4/7 / 4/7) / 1/8 / 5/9
[1061129] ['1/8', '2/3', '4/7', '4/7', '6/7'] -> (6/7 / (1/8 * (4/7 / 2/3)) - 4/7))
[1061132] ['1/8', '2/3', '4/7', '4/7', '7/4'] -> (4/7 + 4/7) / 1/8 / 2/3 * 7/4
[1061143] ['1/8', '2/3', '4/7', '4/7', '9/5'] -> (2/3 + 4/7 / 4/7) / 1/8 * 9/5
[1061151] ['1/8', '2/3', '4/7', '4/9', '5/7'] -> 5/7 / (1/8 + 4/7 - 4/9 / 2/3)
[1061155] ['1/8', '2/3', '4/7', '4/9', '6/7'] -> 4/7 / (((2/3 - 4/9) * /8) * /7
)[1061156] ['1/8', '2/3', '4/7', '4/9', '7/2'] -> 7/2 * 4/7 * 2/3 / (1/8 * 4/9)
[1061158] ['1/8', '2/3', '4/7', '4/9', '7/4'] -> 2/3 / (((4/7 - 4/9) * /8) * /4
)[1061160] ['1/8', '2/3', '4/7', '4/9', '7/6'] -> 4/7 / ((2/3 - 4/9) * /8) * 7/6
[1061161] ['1/8', '2/3', '4/7', '4/9', '7/8'] -> 2/3 / (((1/8 * /7) * /9) * /8
)[1061165] ['1/8', '2/3', '4/7', '4/9', '8/7'] -> 2/3 / (1/8 * /7 * /9) * 8/7
[1061173] ['1/8', '2/3', '4/7', '5/2', '5/3'] -> (5/2 - 2/3) / 1/8 / 4/7 - 5/3
[1061176] ['1/8', '2/3', '4/7', '5/2', '5/7'] -> 5/7 / (1/8 * (2/3 - 4/7) * 5/2)
[1061181] ['1/8', '2/3', '4/7', '5/2', '7/2'] -> 5/2 / (((1/8 + 4/7) - 2/3) * /2
)[1061182] ['1/8', '2/3', '4/7', '5/2', '7/3'] -> 2/3 * (5/2 - 4/7) / 1/8 * 7/3
[1061183] ['1/8', '2/3', '4/7', '5/2', '7/4'] -> 2/3 * (4/7 + 5/2 / 1/8) * 7/4
[1061184] ['1/8', '2/3', '4/7', '5/2', '7/5'] -> 7/5 * 5/2 * 4/7 / (1/8 * 2/3)
[1061187] ['1/8', '2/3', '4/7', '5/2', '7/9'] -> (4/7 + 5/2 / 1/8) / 2/3 * 7/9
[1061193] ['1/8', '2/3', '4/7', '5/2', '9/4'] -> (5/2 - 2/3 / 4/7) / 1/8 * 9/4
[1061195] ['1/8', '2/3', '4/7', '5/2', '9/7'] -> (4/7 + 5/2 / 1/8) / 2/3 / 9/7
[1061206] ['1/8', '2/3', '4/7', '5/3', '7/3'] -> (5/3 - 2/3 * 4/7) / 1/8 * 7/3
[1061207] ['1/8', '2/3', '4/7', '5/3', '7/4'] -> (2/3 * 4/7 + 5/3 / 1/8) * 7/4
[1061209] ['1/8', '2/3', '4/7', '5/3', '7/6'] -> (4/7 + 5/3 / (1/8 * /3)) * 7/6
[1061217] ['1/8', '2/3', '4/7', '5/3', '9/4'] -> (2/3 + 5/3) * 4/7 / 1/8 * 9/4
[1061219] ['1/8', '2/3', '4/7', '5/3', '9/7'] -> 9/7 / (1/8 * (5/3 - 2/3 - 4/7))
[1061230] ['1/8', '2/3', '4/7', '5/4', '7/4'] -> 5/4 / (((1/8 + 4/7) - 2/3) * /4
)[1061232] ['1/8', '2/3', '4/7', '5/4', '7/6'] -> (2/3 + 5/4 / 4/7) / 1/8 + 7/6
[1061239] ['1/8', '2/3', '4/7', '5/4', '9/2'] -> 4/7 * (5/4 / 1/8 - 2/3) * 9/2
[1061240] ['1/8', '2/3', '4/7', '5/4', '9/4'] -> 5/4 / (1/8 * /3 * /7) - 9/4
[1061242] ['1/8', '2/3', '4/7', '5/4', '9/7'] -> 9/7 * (2/3 + 5/4 / 1/8) / 4/7
[1061249] ['1/8', '2/3', '4/7', '5/6', '6/7'] -> 5/6 / (1/8 + 4/7 - 2/3) * 6/7
[1061250] ['1/8', '2/3', '4/7', '5/6', '7/2'] -> (2/3 + 5/6) * 4/7 / 1/8 * 7/2
[1061252] ['1/8', '2/3', '4/7', '5/6', '7/4'] -> 4/7 / (5/6 - 1/8 - 2/3) * 7/4
[1061254] ['1/8', '2/3', '4/7', '5/6', '7/6'] -> 5/6 / (((1/8 + 4/7) - 2/3) * /6
)[1061259] ['1/8', '2/3', '4/7', '5/6', '8/7'] -> (2/3 + 5/6) / 1/8 / 4/7 * 8/7
[1061267] ['1/8', '2/3', '4/7', '5/7', '5/8'] -> 5/7 / (((1/8 * /3) * /7) * /8
)[1061271] ['1/8', '2/3', '4/7', '5/7', '7/2'] -> 2/3 * (4/7 + 5/7) / 1/8 * 7/2
[1061273] ['1/8', '2/3', '4/7', '5/7', '7/4'] -> 7/4 / (1/8 * (5/7 / 4/7 - 2/3))
[1061279] ['1/8', '2/3', '4/7', '5/7', '8/5'] -> 5/7 / (1/8 * /3 * /7) * 8/5
[1061280] ['1/8', '2/3', '4/7', '5/7', '8/7'] -> 8/7 / ((2/3 - 4/7) / 1/8 - 5/7)
[1061282] ['1/8', '2/3', '4/7', '5/7', '9/2'] -> (5/7 / 1/8 - 2/3 * 4/7) * 9/2
[1061283] ['1/8', '2/3', '4/7', '5/7', '9/4'] -> (2/3 + 5/7 / (1/8 * /7)) * 9/4
[1061291] ['1/8', '2/3', '4/7', '5/8', '7/2'] -> 7/2 * 4/7 / (1/8 + 5/8 - 2/3)
[1061296] ['1/8', '2/3', '4/7', '5/8', '7/8'] -> 5/8 / (((1/8 + 4/7) - 2/3) * /8
)[1061324] ['1/8', '2/3', '4/7', '5/9', '9/7'] -> 9/7 * 5/9 / (1/8 + 4/7 - 2/3)
[1061327] ['1/8', '2/3', '4/7', '6/5', '6/7'] -> 6/7 / ((1/8 + 4/7 - 2/3) * 6/5)
[1061347] ['1/8', '2/3', '4/7', '6/7', '7/4'] -> (4/7 / 2/3 + 6/7) / 1/8 * 7/4
[1061348] ['1/8', '2/3', '4/7', '6/7', '7/5'] -> 7/5 * (4/7 + 6/7) / (1/8 * 2/3)
[1061354] ['1/8', '2/3', '4/7', '6/7', '8/7'] -> 8/7 / (1/8 * (2/3 + 4/7 - 6/7))
[1061357] ['1/8', '2/3', '4/7', '6/7', '9/4'] -> (2/3 + 4/7 / 6/7) / 1/8 * 9/4
[1061359] ['1/8', '2/3', '4/7', '6/7', '9/7'] -> 9/7 * 2/3 / (1/8 * (6/7 - 4/7))
[1061360] ['1/8', '2/3', '4/7', '6/7', '9/8'] -> 9/8 * (2/3 + 6/7) / (1/8 * 4/7)
[1061368] ['1/8', '2/3', '4/7', '7/2', '8/3'] -> (7/2 / 4/7 - 1/8) / 2/3 * 8/3
[1061370] ['1/8', '2/3', '4/7', '7/2', '8/7'] -> 8/7 / (1/8 * (4/7 - 2/3 / 7/2))
[1061372] ['1/8', '2/3', '4/7', '7/2', '9/2'] -> (7/2 / 4/7 - 1/8 - 2/3) * 9/2
[1061375] ['1/8', '2/3', '4/7', '7/2', '9/7'] -> 9/7 * (7/2 - 2/3 / 4/7) / 1/8
[1061376] ['1/8', '2/3', '4/7', '7/2', '9/8'] -> 9/8 * (2/3 + 4/7 * 7/2) / 1/8
[1061380] ['1/8', '2/3', '4/7', '7/3', '7/6'] -> (2/3 / 4/7 + 7/3) / 1/8 / 7/6
[1061383] ['1/8', '2/3', '4/7', '7/3', '8/3'] -> 8/3 / (1/8 * 2/3 * 4/7 * 7/3)
[1061386] ['1/8', '2/3', '4/7', '7/3', '8/9'] -> (2/3 + 4/7) * 7/3 / 1/8 + 8/9
[1061387] ['1/8', '2/3', '4/7', '7/3', '9/2'] -> (4/7 * 7/3 - 2/3) / 1/8 * 9/2
[1061392] ['1/8', '2/3', '4/7', '7/4', '7/4'] -> 7/4 / (1/8 * (7/4 - 2/3 / 4/7))
[1061394] ['1/8', '2/3', '4/7', '7/4', '7/6'] -> 2/3 + 7/4 / (1/8 * /7) - 7/6
[1061403] ['1/8', '2/3', '4/7', '7/4', '9/5'] -> (2/3 + 4/7 * 7/4) / 1/8 * 9/5
[1061411] ['1/8', '2/3', '4/7', '7/5', '8/5'] -> 8/5 / (1/8 * 2/3 * 4/7 * 7/5)
[1061427] ['1/8', '2/3', '4/7', '7/6', '9/4'] -> (2/3 + 4/7 * 7/6) / 1/8 * 9/4
[1061431] ['1/8', '2/3', '4/7', '7/8', '7/8'] -> 7/8 / (1/8 * (2/3 / 4/7 - 7/8))
[1061437] ['1/8', '2/3', '4/7', '7/8', '9/2'] -> (4/7 / 1/8 + 2/3 / 7/8) * 9/2
[1061446] ['1/8', '2/3', '4/7', '7/9', '8/9'] -> 8/9 / (1/8 * 2/3 * 4/7 * 7/9)
[1061447] ['1/8', '2/3', '4/7', '7/9', '9/2'] -> 4/7 * 7/9 / 1/8 / 2/3 * 9/2
[1061455] ['1/8', '2/3', '4/7', '8/3', '8/9'] -> 2/3 * 8/3 / 1/8 / 4/7 - 8/9
[1061456] ['1/8', '2/3', '4/7', '8/3', '9/2'] -> 9/2 / (1/8 * (8/3 - 2/3 / 4/7))
[1061461] ['1/8', '2/3', '4/7', '8/5', '8/5'] -> 8/5 / (1/8 * 4/7 * (8/5 - 2/3))
[1061471] ['1/8', '2/3', '4/7', '8/7', '9/2'] -> (4/7 / 1/8 + 2/3 * 8/7) * 9/2
[1061475] ['1/8', '2/3', '4/7', '8/7', '9/8'] -> 9/8 * (2/3 + 8/7 / 4/7) / 1/8
[1061482] ['1/8', '2/3', '4/7', '9/2', '9/2'] -> 2/3 * (1/8 + 9/2 / 4/7) * 9/2
[1061487] ['1/8', '2/3', '4/7', '9/4', '9/4'] -> 4/7 * (2/3 + 9/4 / 1/8) * 9/4
