[1399766] ['2/5', '3/2', '5/4', '7/8', '9/5'] -> (9/5 / ((2/5 + 7/8) - (3/2 / 5/4)))
[1477335] ['2/7', '3/2', '3/2', '5/7', '8/3'] -> (((3/2 + (3/2 * 5/7)) / 2/7) * 8/3)
[1477339] ['2/7', '3/2', '3/2', '5/7', '9/2'] -> ((3/2 + (5/7 / 2/7)) * (3/2 + 9/2))
[1477359] ['2/7', '3/2', '3/2', '5/8', '9/2'] -> (((3/2 + 9/2) / 2/7) / (3/2 - 5/8))
[1477384] ['2/7', '3/2', '3/2', '6/5', '6/7'] -> (6/7 / ((2/7 + (3/2 / 6/5)) - 3/2))
[1477401] ['2/7', '3/2', '3/2', '6/7', '6/7'] -> (6/7 / ((2/7 + 3/2) - (3/2 / 6/7)))
[1477406] ['2/7', '3/2', '3/2', '6/7', '7/6'] -> (6/7 / ((2/7 + 3/2) - (3/2 * 7/6)))
[1477407] ['2/7', '3/2', '3/2', '6/7', '7/8'] -> ((6/7 / 2/7) / ((3/2 / 3/2) - 7/8))
[1477409] ['2/7', '3/2', '3/2', '6/7', '8/3'] -> ((((3/2 + 3/2) * 6/7) / 2/7) * 8/3)
[1477416] ['2/7', '3/2', '3/2', '6/7', '9/7'] -> (6/7 / ((3/2 * (3/2 - 9/7)) - 2/7))
[1477430] ['2/7', '3/2', '3/2', '7/2', '9/4'] -> (((3/2 * (3/2 + 7/2)) / 2/7) - 9/4)
[1477431] ['2/7', '3/2', '3/2', '7/2', '9/5'] -> ((3/2 + 7/2) * ((9/5 / 2/7) - 3/2))
[1477439] ['2/7', '3/2', '3/2', '7/3', '7/9'] -> ((((3/2 + 3/2) + 7/3) / 2/7) / 7/9)
[1477447] ['2/7', '3/2', '3/2', '7/3', '9/7'] -> ((((3/2 + 3/2) + 7/3) / 2/7) * 9/7)
[1477449] ['2/7', '3/2', '3/2', '7/4', '7/4'] -> ((3/2 / ((2/7 + 3/2) - 7/4)) / 7/4)
[1477452] ['2/7', '3/2', '3/2', '7/4', '7/8'] -> (((3/2 / (7/4 - 3/2)) / 2/7) / 7/8)
[1477467] ['2/7', '3/2', '3/2', '7/5', '8/3'] -> (((3/2 + (3/2 / 7/5)) / 2/7) * 8/3)
[1477472] ['2/7', '3/2', '3/2', '7/5', '9/4'] -> ((3/2 + (7/5 / 2/7)) * (3/2 + 9/4))
[1477479] ['2/7', '3/2', '3/2', '7/6', '8/3'] -> ((((3/2 + 3/2) / 2/7) / 7/6) * 8/3)
[1477481] ['2/7', '3/2', '3/2', '7/6', '8/7'] -> ((8/7 / 2/7) / (7/6 - (3/2 / 3/2)))
[1477490] ['2/7', '3/2', '3/2', '7/8', '8/3'] -> ((((3/2 * 3/2) / 2/7) / 7/8) * 8/3)
[1477492] ['2/7', '3/2', '3/2', '7/8', '8/7'] -> ((3/2 / 7/8) / ((3/2 - 2/7) - 8/7))
[1477500] ['2/7', '3/2', '3/2', '7/9', '8/3'] -> (8/3 / (3/2 - ((2/7 + 3/2) * 7/9)))
[1477502] ['2/7', '3/2', '3/2', '7/9', '8/7'] -> (8/7 / ((3/2 - (3/2 * 7/9)) - 2/7))
[1477516] ['2/7', '3/2', '3/2', '8/3', '9/7'] -> ((3/2 * 8/3) * (3/2 + (9/7 / 2/7)))
[1477537] ['2/7', '3/2', '3/2', '8/9', '9/7'] -> ((9/7 / 2/7) / ((3/2 / 8/9) - 3/2))
[1477540] ['2/7', '3/2', '3/2', '9/2', '9/4'] -> ((((3/2 + 3/2) + 9/2) / 2/7) - 9/4)
[1477552] ['2/7', '3/2', '3/2', '9/7', '9/8'] -> ((9/7 / 2/7) / ((3/2 * 9/8) - 3/2))
[1477556] ['2/7', '3/2', '3/4', '3/4', '3/7'] -> ((3/2 / (3/4 - (2/7 / 3/7))) / 3/4)
[1477570] ['2/7', '3/2', '3/4', '3/4', '6/7'] -> (6/7 / ((2/7 + (3/4 / 3/2)) - 3/4))
[1477580] ['2/7', '3/2', '3/4', '3/4', '8/7'] -> (8/7 / ((3/4 / (3/2 + 3/4)) - 2/7))
[1477592] ['2/7', '3/2', '3/4', '3/5', '4/7'] -> (4/7 / ((3/4 / 3/2) - (2/7 / 3/5)))
[1477616] ['2/7', '3/2', '3/4', '3/5', '9/5'] -> (9/5 / (((3/4 * 3/5) / 2/7) - 3/2))
[1477620] ['2/7', '3/2', '3/4', '3/7', '3/8'] -> ((((3/2 + 3/7) / 2/7) / 3/4) / 3/8)
[1477621] ['2/7', '3/2', '3/4', '3/7', '4/3'] -> ((3/2 * 4/3) / (3/4 - (2/7 / 3/7)))
[1477641] ['2/7', '3/2', '3/4', '3/7', '8/3'] -> ((((3/2 + 3/7) / 2/7) / 3/4) * 8/3)
[1477645] ['2/7', '3/2', '3/4', '3/7', '9/2'] -> (((2/7 + (3/2 / 3/4)) / 3/7) * 9/2)
[1477662] ['2/7', '3/2', '3/4', '3/8', '6/5'] -> (((3/2 + 3/4) / (3/8 - 2/7)) - 6/5)
[1477670] ['2/7', '3/2', '3/4', '3/8', '7/9'] -> ((((3/2 / 2/7) / 3/4) / 3/8) / 7/9)
[1477683] ['2/7', '3/2', '3/4', '4/3', '4/9'] -> ((3/4 + ((3/2 + 4/3) / 2/7)) / 4/9)
[1477692] ['2/7', '3/2', '3/4', '4/3', '6/7'] -> (6/7 / ((2/7 * 3/4) * (3/2 - 4/3)))
[1477700] ['2/7', '3/2', '3/4', '4/3', '8/3'] -> (((3/2 / (4/3 - 3/4)) / 2/7) * 8/3)
[1477702] ['2/7', '3/2', '3/4', '4/3', '8/7'] -> (8/7 / (((2/7 * 3/4) + 4/3) - 3/2))
[1477705] ['2/7', '3/2', '3/4', '4/3', '9/4'] -> ((3/4 + ((3/2 + 4/3) / 2/7)) * 9/4)
[1477755] ['2/7', '3/2', '3/4', '4/7', '8/3'] -> ((((3/2 / 3/4) + 4/7) / 2/7) * 8/3)
[1477762] ['2/7', '3/2', '3/4', '4/7', '9/7'] -> (9/7 / (2/7 * (3/2 - (3/4 / 4/7))))
[1477769] ['2/7', '3/2', '3/4', '4/9', '5/7'] -> (5/7 / (3/2 * ((3/4 - 2/7) - 4/9)))
[1477783] ['2/7', '3/2', '3/4', '4/9', '8/7'] -> (8/7 / (((3/2 - 3/4) * 4/9) - 2/7))
[1477788] ['2/7', '3/2', '3/4', '4/9', '9/7'] -> (9/7 / (2/7 * ((3/4 / 4/9) - 3/2)))
[1477795] ['2/7', '3/2', '3/4', '5/2', '5/8'] -> ((((3/2 / 2/7) + 3/4) * 5/2) / 5/8)
[1477801] ['2/7', '3/2', '3/4', '5/2', '7/4'] -> ((3/2 / (3/4 - (2/7 * 5/2))) / 7/4)
[1477805] ['2/7', '3/2', '3/4', '5/2', '7/9'] -> ((((3/2 + 5/2) / 2/7) / 3/4) / 7/9)
[1477807] ['2/7', '3/2', '3/4', '5/2', '8/5'] -> ((((3/2 / 2/7) + 3/4) * 5/2) * 8/5)
[1477836] ['2/7', '3/2', '3/4', '5/3', '9/5'] -> (9/5 / (((3/4 / 2/7) / 5/3) - 3/2))
[1477844] ['2/7', '3/2', '3/4', '5/4', '6/5'] -> (6/5 / (3/4 - (5/4 / (2/7 + 3/2))))
[1477851] ['2/7', '3/2', '3/4', '5/4', '7/8'] -> ((3/4 / ((2/7 + 5/4) - 3/2)) / 7/8)
[1477857] ['2/7', '3/2', '3/4', '5/4', '9/2'] -> ((((3/2 / 2/7) - 5/4) / 3/4) * 9/2)
[1477860] ['2/7', '3/2', '3/4', '5/4', '9/7'] -> (9/7 / ((2/7 * 3/4) * (3/2 - 5/4)))
[1477875] ['2/7', '3/2', '3/4', '5/6', '8/3'] -> (8/3 / (2/7 * (3/2 - (5/6 / 3/4))))
[1477877] ['2/7', '3/2', '3/4', '5/6', '8/7'] -> (8/7 / ((5/6 - (3/4 / 3/2)) - 2/7))
[1477879] ['2/7', '3/2', '3/4', '5/6', '9/2'] -> ((((3/2 / 2/7) + 5/6) - 3/4) * 9/2)
[1477887] ['2/7', '3/2', '3/4', '5/7', '6/5'] -> (6/5 / (3/2 - ((2/7 + 3/4) / 5/7)))
[1477911] ['2/7', '3/2', '3/4', '5/8', '7/4'] -> (((3/2 / (3/4 - 5/8)) / 2/7) / 7/4)
[1477918] ['2/7', '3/2', '3/4', '5/8', '8/7'] -> (8/7 / ((3/4 - (5/8 / 3/2)) - 2/7))
[1477938] ['2/7', '3/2', '3/4', '5/9', '8/9'] -> (((3/2 / (3/4 - 5/9)) / 2/7) * 8/9)
[1477941] ['2/7', '3/2', '3/4', '5/9', '9/5'] -> (9/5 / ((3/2 / 5/9) - (3/4 / 2/7)))
[1477943] ['2/7', '3/2', '3/4', '5/9', '9/8'] -> (((3/2 / (3/4 - 5/9)) / 2/7) / 9/8)
[1477963] ['2/7', '3/2', '3/4', '6/7', '7/2'] -> ((((3/2 / 2/7) + 3/4) + 6/7) * 7/2)
[1477965] ['2/7', '3/2', '3/4', '6/7', '7/4'] -> (((3/2 / (6/7 - 3/4)) - 2/7) * 7/4)
[1477970] ['2/7', '3/2', '3/4', '6/7', '8/3'] -> ((3/4 + ((3/2 + 6/7) / 2/7)) * 8/3)
[1477977] ['2/7', '3/2', '3/4', '6/7', '9/7'] -> (9/7 / (((3/2 - 2/7) * 3/4) - 6/7))
[1477990] ['2/7', '3/2', '3/4', '7/2', '9/2'] -> ((3/2 * (3/4 + (7/2 / 2/7))) + 9/2)
[1477996] ['2/7', '3/2', '3/4', '7/3', '7/4'] -> ((3/2 / ((3/4 / 7/3) - 2/7)) / 7/4)
[1478005] ['2/7', '3/2', '3/4', '7/3', '9/2'] -> (((2/7 + (3/2 / 3/4)) * 7/3) * 9/2)
[1478008] ['2/7', '3/2', '3/4', '7/3', '9/7'] -> (9/7 / (3/2 * ((3/4 / 7/3) - 2/7)))
[1478013] ['2/7', '3/2', '3/4', '7/4', '7/8'] -> ((3/4 / ((2/7 + 3/2) - 7/4)) / 7/8)
[1478033] ['2/7', '3/2', '3/4', '7/5', '9/4'] -> (((3/4 / (3/2 - 7/5)) / 2/7) - 9/4)
[1478042] ['2/7', '3/2', '3/4', '7/6', '8/7'] -> (8/7 / (((2/7 / 3/4) + 7/6) - 3/2))
[1478051] ['2/7', '3/2', '3/4', '7/8', '8/3'] -> ((((3/2 + 3/4) / 2/7) / 7/8) * 8/3)
[1478058] ['2/7', '3/2', '3/4', '7/8', '9/7'] -> (9/7 / ((2/7 * 3/2) * (7/8 - 3/4)))
[1478061] ['2/7', '3/2', '3/4', '7/9', '8/3'] -> ((((3/2 / 2/7) / 3/4) / 7/9) * 8/3)
[1478072] ['2/7', '3/2', '3/4', '8/3', '8/7'] -> ((((3/2 + 3/4) * 8/3) / 2/7) * 8/7)
[1478083] ['2/7', '3/2', '3/4', '8/5', '9/4'] -> (((3/4 / (8/5 - 3/2)) / 2/7) - 9/4)
[1478085] ['2/7', '3/2', '3/4', '8/5', '9/7'] -> (9/7 / (2/7 * ((3/2 / 8/5) - 3/4)))
[1478092] ['2/7', '3/2', '3/4', '8/7', '9/7'] -> (9/7 / (3/4 * ((3/2 - 2/7) - 8/7)))
[1478107] ['2/7', '3/2', '3/4', '9/4', '9/7'] -> ((9/7 / 2/7) / ((3/4 * 9/4) - 3/2))
[1478109] ['2/7', '3/2', '3/4', '9/5', '9/5'] -> (9/5 / ((3/2 * 9/5) - (3/4 / 2/7)))
[1478170] ['2/7', '3/2', '3/5', '3/7', '8/5'] -> (8/5 / ((3/5 * 3/7) - (2/7 / 3/2)))
[1478183] ['2/7', '3/2', '3/5', '3/8', '5/2'] -> (((3/2 + (3/5 / 2/7)) / 3/8) * 5/2)
[1478191] ['2/7', '3/2', '3/5', '3/8', '6/7'] -> (((3/2 / (3/8 - 2/7)) / 3/5) * 6/7)
[1478196] ['2/7', '3/2', '3/5', '3/8', '7/6'] -> (((3/2 / (3/8 - 2/7)) / 3/5) / 7/6)
[1478203] ['2/7', '3/2', '3/5', '3/8', '9/2'] -> (9/2 / ((3/2 + 3/5) * (3/8 - 2/7)))
[1478229] ['2/7', '3/2', '3/5', '4/3', '8/5'] -> (8/5 / (((3/5 / 2/7) / 3/2) - 4/3))
[1478234] ['2/7', '3/2', '3/5', '4/3', '9/5'] -> (9/5 / (((3/5 / 2/7) / 4/3) - 3/2))
[1478258] ['2/7', '3/2', '3/5', '4/5', '8/7'] -> (8/7 / (2/7 * (3/2 - (4/5 / 3/5))))
[1478261] ['2/7', '3/2', '3/5', '4/5', '9/4'] -> (((3/2 / (4/5 - 3/5)) / 2/7) - 9/4)
[1478274] ['2/7', '3/2', '3/5', '4/7', '6/5'] -> (6/5 / (((2/7 + 3/5) / 4/7) - 3/2))
[1478288] ['2/7', '3/2', '3/5', '4/7', '9/4'] -> ((3/2 / ((3/5 * 4/7) - 2/7)) - 9/4)
[1478310] ['2/7', '3/2', '3/5', '4/9', '8/5'] -> (8/5 / ((2/7 * 3/2) * (3/5 - 4/9)))
[1478311] ['2/7', '3/2', '3/5', '4/9', '8/7'] -> (8/7 / (3/2 * ((2/7 / 3/5) - 4/9)))
[1478334] ['2/7', '3/2', '3/5', '5/2', '8/3'] -> (((3/2 + (3/5 / 2/7)) * 5/2) * 8/3)
[1478382] ['2/7', '3/2', '3/5', '5/4', '8/5'] -> (8/5 / (2/7 * ((5/4 / 3/2) - 3/5)))
[1478403] ['2/7', '3/2', '3/5', '5/6', '8/3'] -> (8/3 / ((5/6 / (3/2 + 3/5)) - 2/7))
[1478404] ['2/7', '3/2', '3/5', '5/6', '8/5'] -> (8/5 / ((2/7 * (3/2 + 5/6)) - 3/5))
[1478405] ['2/7', '3/2', '3/5', '5/6', '8/7'] -> (8/7 / (((3/5 * 5/6) / 3/2) - 2/7))
[1478425] ['2/7', '3/2', '3/5', '5/7', '8/5'] -> (8/5 / (((2/7 + 5/7) / 3/2) - 3/5))
[1478436] ['2/7', '3/2', '3/5', '5/8', '6/7'] -> (6/7 / (2/7 - ((3/5 * 5/8) / 3/2)))
[1478440] ['2/7', '3/2', '3/5', '5/8', '7/5'] -> (((7/5 * 3/2) * 2/7) / (5/8 - 3/5))
[1478444] ['2/7', '3/2', '3/5', '5/8', '8/3'] -> ((3/5 + ((3/2 / 2/7) / 5/8)) * 8/3)
[1478448] ['2/7', '3/2', '3/5', '5/8', '9/2'] -> (9/2 / (3/2 - ((3/5 * 5/8) / 2/7)))
[1478451] ['2/7', '3/2', '3/5', '5/8', '9/7'] -> (9/7 / ((2/7 * 3/2) - (3/5 * 5/8)))
[1478464] ['2/7', '3/2', '3/5', '5/9', '8/5'] -> (8/5 / (2/7 * ((3/2 * 5/9) - 3/5)))
[1478476] ['2/7', '3/2', '3/5', '6/5', '7/4'] -> ((3/5 / ((3/2 - 2/7) - 6/5)) / 7/4)
[1478483] ['2/7', '3/2', '3/5', '6/5', '8/7'] -> (8/7 / (((3/5 / 3/2) / 6/5) - 2/7))
[1478512] ['2/7', '3/2', '3/5', '7/2', '7/8'] -> ((((3/2 / 3/5) + 7/2) / 2/7) / 7/8)
[1478515] ['2/7', '3/2', '3/5', '7/2', '8/5'] -> (8/5 / (((2/7 * 7/2) / 3/2) - 3/5))
[1478531] ['2/7', '3/2', '3/5', '7/3', '8/7'] -> (8/7 / (2/7 * ((3/2 / 3/5) - 7/3)))
[1478534] ['2/7', '3/2', '3/5', '7/3', '9/4'] -> (((3/2 / 3/5) + (7/3 / 2/7)) * 9/4)
[1478544] ['2/7', '3/2', '3/5', '7/4', '8/5'] -> ((3/2 / (3/5 - (2/7 * 7/4))) * 8/5)
[1478548] ['2/7', '3/2', '3/5', '7/4', '9/4'] -> ((3/2 / ((3/5 / 7/4) - 2/7)) - 9/4)
[1478554] ['2/7', '3/2', '3/5', '7/5', '7/8'] -> (((3/5 / (3/2 - 7/5)) / 2/7) / 7/8)
[1478561] ['2/7', '3/2', '3/5', '7/5', '9/4'] -> (((3/2 + (7/5 / 2/7)) / 3/5) * 9/4)
[1478569] ['2/7', '3/2', '3/5', '7/6', '8/5'] -> (8/5 / ((3/5 / 3/2) - (2/7 * 7/6)))
[1478600] ['2/7', '3/2', '3/5', '8/3', '8/7'] -> (8/7 / (2/7 * (8/3 - (3/2 / 3/5))))
[1478608] ['2/7', '3/2', '3/5', '8/5', '8/7'] -> (((3/5 / (8/5 - 3/2)) / 2/7) * 8/7)
[1478610] ['2/7', '3/2', '3/5', '8/5', '9/2'] -> (9/2 / (3/2 - ((3/5 / 2/7) / 8/5)))
[1478613] ['2/7', '3/2', '3/5', '8/5', '9/7'] -> (9/7 / ((2/7 * 3/2) - (3/5 / 8/5)))
[1478629] ['2/7', '3/2', '3/5', '9/2', '9/4'] -> ((9/2 / (3/5 - (2/7 * 3/2))) - 9/4)
[1478644] ['2/7', '3/2', '3/7', '3/7', '3/8'] -> ((3/7 + 3/7) / (2/7 - (3/8 / 3/2)))
[1478645] ['2/7', '3/2', '3/7', '3/7', '4/3'] -> (4/3 / (((2/7 / 3/7) / 3/7) - 3/2))
[1478647] ['2/7', '3/2', '3/7', '3/7', '4/7'] -> (4/7 / ((2/7 / 3/7) - (3/2 * 3/7)))
[1478651] ['2/7', '3/2', '3/7', '3/7', '5/4'] -> ((3/7 + 3/7) / ((2/7 + 5/4) - 3/2))
[1478660] ['2/7', '3/2', '3/7', '3/7', '7/4'] -> ((3/7 + 3/7) / ((2/7 + 3/2) - 7/4))
[1478667] ['2/7', '3/2', '3/7', '3/7', '8/7'] -> (8/7 / (((2/7 + 3/7) / 3/2) - 3/7))
[1478679] ['2/7', '3/2', '3/7', '3/8', '5/2'] -> (5/2 / ((2/7 / 3/7) - (3/2 * 3/8)))
[1478680] ['2/7', '3/2', '3/7', '3/8', '5/3'] -> (5/3 / (((2/7 / 3/2) / 3/7) - 3/8))
[1478683] ['2/7', '3/2', '3/7', '3/8', '5/7'] -> (5/7 / ((2/7 / 3/2) - (3/7 * 3/8)))
[1478687] ['2/7', '3/2', '3/7', '3/8', '6/7'] -> (((3/2 / (3/7 - 2/7)) / 3/8) * 6/7)
[1478692] ['2/7', '3/2', '3/7', '3/8', '7/6'] -> (((3/2 / (3/7 - 2/7)) / 3/8) / 7/6)
[1478699] ['2/7', '3/2', '3/7', '3/8', '9/2'] -> (9/2 / (3/2 * (2/7 - (3/7 * 3/8))))
[1478719] ['2/7', '3/2', '3/7', '4/3', '7/4'] -> ((3/2 / ((3/7 / 4/3) - 2/7)) / 7/4)
[1478728] ['2/7', '3/2', '3/7', '4/3', '9/2'] -> (((2/7 + (3/2 * 4/3)) / 3/7) * 9/2)
[1478731] ['2/7', '3/2', '3/7', '4/3', '9/7'] -> (9/7 / (3/2 * ((3/7 / 4/3) - 2/7)))
[1478733] ['2/7', '3/2', '3/7', '4/5', '4/5'] -> (4/5 / ((3/2 - (2/7 / 3/7)) - 4/5))
[1478750] ['2/7', '3/2', '3/7', '4/5', '7/8'] -> ((3/2 / (3/7 - (2/7 / 4/5))) / 7/8)
[1478754] ['2/7', '3/2', '3/7', '4/5', '8/7'] -> ((3/2 / (3/7 - (2/7 / 4/5))) * 8/7)
[1478757] ['2/7', '3/2', '3/7', '4/5', '9/4'] -> ((3/2 / ((3/7 * 4/5) - 2/7)) - 9/4)
[1478771] ['2/7', '3/2', '3/7', '4/7', '6/7'] -> ((2/7 + 6/7) / (3/7 - (4/7 / 3/2)))
[1478777] ['2/7', '3/2', '3/7', '4/7', '7/8'] -> ((3/2 / ((2/7 / 4/7) - 3/7)) / 7/8)
[1478805] ['2/7', '3/2', '3/7', '4/9', '8/3'] -> (8/3 / (((3/2 - 2/7) * 4/9) - 3/7))
[1478807] ['2/7', '3/2', '3/7', '4/9', '8/7'] -> (8/7 / ((2/7 + 3/7) - (3/2 * 4/9)))
[1478815] ['2/7', '3/2', '3/7', '5/2', '5/3'] -> (((3/2 + (5/2 / 3/7)) / 2/7) - 5/3)
[1478822] ['2/7', '3/2', '3/7', '5/2', '6/7'] -> (((3/2 + 5/2) / (3/7 - 2/7)) * 6/7)
[1478827] ['2/7', '3/2', '3/7', '5/2', '7/6'] -> (((3/2 + 5/2) / (3/7 - 2/7)) / 7/6)
[1478828] ['2/7', '3/2', '3/7', '5/2', '7/8'] -> ((((3/2 / 3/7) + 5/2) / 2/7) / 7/8)
[1478830] ['2/7', '3/2', '3/7', '5/2', '8/3'] -> (((3/2 + (3/7 * 5/2)) / 2/7) * 8/3)
[1478831] ['2/7', '3/2', '3/7', '5/2', '8/5'] -> (8/5 / ((2/7 / 3/7) - (3/2 / 5/2)))
[1478835] ['2/7', '3/2', '3/7', '5/2', '9/4'] -> (((3/2 * 5/2) / (3/7 - 2/7)) - 9/4)
[1478855] ['2/7', '3/2', '3/7', '5/3', '8/5'] -> (8/5 / ((3/7 / 5/3) - (2/7 / 3/2)))
[1478875] ['2/7', '3/2', '3/7', '5/4', '7/8'] -> ((3/2 / (3/7 - (2/7 * 5/4))) / 7/8)
[1478879] ['2/7', '3/2', '3/7', '5/4', '8/7'] -> ((3/2 / (3/7 - (2/7 * 5/4))) * 8/7)
[1478882] ['2/7', '3/2', '3/7', '5/4', '9/4'] -> ((3/2 / ((3/7 / 5/4) - 2/7)) - 9/4)
[1478897] ['2/7', '3/2', '3/7', '5/6', '7/8'] -> ((3/2 / ((3/7 * 5/6) - 2/7)) / 7/8)
[1478912] ['2/7', '3/2', '3/7', '5/7', '6/7'] -> ((2/7 + 6/7) / ((5/7 / 3/2) - 3/7))
[1478922] ['2/7', '3/2', '3/7', '5/7', '8/7'] -> ((8/7 / 2/7) / ((5/7 / 3/7) - 3/2))
[1478947] ['2/7', '3/2', '3/7', '5/8', '9/7'] -> (9/7 / ((5/8 - (3/7 / 3/2)) - 2/7))
[1478959] ['2/7', '3/2', '3/7', '5/9', '8/3'] -> (8/3 / (5/9 - ((2/7 / 3/2) / 3/7)))
[1478961] ['2/7', '3/2', '3/7', '5/9', '8/7'] -> (8/7 / ((3/7 * 5/9) - (2/7 / 3/2)))
[1478975] ['2/7', '3/2', '3/7', '6/5', '7/8'] -> ((3/2 / ((3/7 / 6/5) - 2/7)) / 7/8)
[1478994] ['2/7', '3/2', '3/7', '6/7', '8/3'] -> (((3/2 * 6/7) / (3/7 - 2/7)) * 8/3)
[1479014] ['2/7', '3/2', '3/7', '7/2', '9/2'] -> ((((2/7 + 7/2) - 3/2) / 3/7) * 9/2)
[1479029] ['2/7', '3/2', '3/7', '7/3', '9/2'] -> (((3/2 + (3/7 / 2/7)) + 7/3) * 9/2)
[1479037] ['2/7', '3/2', '3/7', '7/4', '7/8'] -> ((3/2 / ((2/7 * 7/4) - 3/7)) / 7/8)
[1479041] ['2/7', '3/2', '3/7', '7/4', '8/7'] -> ((3/2 / ((2/7 * 7/4) - 3/7)) * 8/7)
[1479063] ['2/7', '3/2', '3/7', '7/6', '7/9'] -> (((3/2 + 7/6) / (3/7 - 2/7)) / 7/9)
[1479068] ['2/7', '3/2', '3/7', '7/6', '9/2'] -> ((((2/7 + 3/2) / 3/7) + 7/6) * 9/2)
[1479071] ['2/7', '3/2', '3/7', '7/6', '9/7'] -> (((3/2 + 7/6) / (3/7 - 2/7)) * 9/7)
[1479098] ['2/7', '3/2', '3/7', '8/3', '9/2'] -> (9/2 / (3/2 * (2/7 - (3/7 / 8/3))))
[1479111] ['2/7', '3/2', '3/7', '8/7', '8/7'] -> (8/7 / (((8/7 / 3/2) - 2/7) - 3/7))
[1479126] ['2/7', '3/2', '3/7', '9/2', '9/5'] -> ((((3/2 + 9/2) - 2/7) / 3/7) * 9/5)
[1479128] ['2/7', '3/2', '3/7', '9/2', '9/8'] -> (((3/7 + (3/2 * 9/2)) / 2/7) - 9/8)
[1479129] ['2/7', '3/2', '3/7', '9/4', '9/4'] -> (((3/2 + 9/4) / (3/7 - 2/7)) - 9/4)
[1479136] ['2/7', '3/2', '3/7', '9/7', '9/7'] -> ((3/7 + 9/7) / ((2/7 + 9/7) - 3/2))
[1479149] ['2/7', '3/2', '3/8', '3/8', '5/8'] -> ((((3/2 / 2/7) + 3/8) / 3/8) / 5/8)
[1479152] ['2/7', '3/2', '3/8', '3/8', '6/7'] -> ((6/7 / 2/7) / (3/8 - (3/8 / 3/2)))
[1479158] ['2/7', '3/2', '3/8', '3/8', '7/8'] -> (((3/2 + 3/8) / (3/8 - 2/7)) / 7/8)
[1479161] ['2/7', '3/2', '3/8', '3/8', '8/5'] -> ((((3/2 / 2/7) + 3/8) / 3/8) * 8/5)
[1479164] ['2/7', '3/2', '3/8', '3/8', '9/2'] -> (9/2 / (((3/8 / 2/7) + 3/8) - 3/2))
[1479181] ['2/7', '3/2', '3/8', '4/3', '6/7'] -> (6/7 / ((3/8 / 3/2) - (2/7 / 4/3)))
[1479192] ['2/7', '3/2', '3/8', '4/3', '8/9'] -> ((4/3 / ((2/7 * 3/2) - 3/8)) - 8/9)
[1479193] ['2/7', '3/2', '3/8', '4/3', '9/2'] -> (9/2 / ((3/8 / 2/7) - (3/2 / 4/3)))
[1479210] ['2/7', '3/2', '3/8', '4/5', '7/2'] -> ((3/2 / (3/8 - (2/7 / 4/5))) / 7/2)
[1479215] ['2/7', '3/2', '3/8', '4/5', '7/8'] -> (((3/2 / (3/8 - 2/7)) / 4/5) / 7/8)
[1479219] ['2/7', '3/2', '3/8', '4/5', '8/7'] -> (((3/2 / (3/8 - 2/7)) / 4/5) * 8/7)
[1479226] ['2/7', '3/2', '3/8', '4/7', '4/7'] -> (4/7 / ((3/8 * 4/7) - (2/7 / 3/2)))
[1479227] ['2/7', '3/2', '3/8', '4/7', '4/9'] -> ((4/7 / ((2/7 * 3/2) - 3/8)) / 4/9)
[1479228] ['2/7', '3/2', '3/8', '4/7', '5/2'] -> (((3/2 * 4/7) / (3/8 - 2/7)) * 5/2)
[1479242] ['2/7', '3/2', '3/8', '4/7', '7/8'] -> ((3/2 / (2/7 - (3/8 * 4/7))) / 7/8)
[1479246] ['2/7', '3/2', '3/8', '4/7', '8/7'] -> ((3/2 / (2/7 - (3/8 * 4/7))) * 8/7)
[1479249] ['2/7', '3/2', '3/8', '4/7', '9/4'] -> ((4/7 / ((2/7 * 3/2) - 3/8)) * 9/4)
[1479258] ['2/7', '3/2', '3/8', '4/9', '5/7'] -> (5/7 / ((2/7 * 3/2) * (4/9 - 3/8)))
[1479262] ['2/7', '3/2', '3/8', '4/9', '6/7'] -> (6/7 / (2/7 - ((3/2 * 3/8) * 4/9)))
[1479274] ['2/7', '3/2', '3/8', '4/9', '9/2'] -> (9/2 / (2/7 * (3/2 - (3/8 / 4/9))))
[1479277] ['2/7', '3/2', '3/8', '4/9', '9/7'] -> (9/7 / (((2/7 / 3/2) / 4/9) - 3/8))
[1479279] ['2/7', '3/2', '3/8', '5/2', '5/2'] -> (((5/2 / (3/8 - 2/7)) - 3/2) - 5/2)
[1479281] ['2/7', '3/2', '3/8', '5/2', '5/4'] -> ((((3/2 / 3/8) + 5/2) / 2/7) + 5/4)
[1479282] ['2/7', '3/2', '3/8', '5/2', '5/6'] -> ((3/2 + ((5/2 / 2/7) / 3/8)) - 5/6)
[1479285] ['2/7', '3/2', '3/8', '5/2', '5/9'] -> ((5/2 / (3/2 - (3/8 / 2/7))) / 5/9)
[1479288] ['2/7', '3/2', '3/8', '5/2', '7/2'] -> (((2/7 / 3/2) + (5/2 / 3/8)) * 7/2)
[1479289] ['2/7', '3/2', '3/8', '5/2', '7/3'] -> ((2/7 + ((3/2 * 5/2) / 3/8)) * 7/3)
[1479290] ['2/7', '3/2', '3/8', '5/2', '7/4'] -> (((3/2 * 5/2) / (3/8 - 2/7)) / 7/4)
[1479295] ['2/7', '3/2', '3/8', '5/2', '8/3'] -> (((3/8 / 3/2) + (5/2 / 2/7)) * 8/3)
