[1502197] ['2/7', '3/8', '3/8', '4/7', '9/8'] -> 9/8 / 3/8 / (2/7 / 4/7 - 3/8)
[1534154] ['2/7', '5/8', '5/8', '5/8', '7/3'] -> 5/8 / (2/7 * 7/3 - 5/8) / 5/8
[1534189] ['2/7', '5/8', '5/8', '6/5', '6/7'] -> 6/7 / 2/7 / (5/8 * 6/5 - 5/8)
[1534218] ['2/7', '5/8', '5/8', '6/7', '9/2'] -> 9/2 / ((6/7 - 5/8) / 2/7 - 5/8)
[1534221] ['2/7', '5/8', '5/8', '6/7', '9/7'] -> 9/7 / (6/7 - 2/7 * 5/8 - 5/8)
[1534246] ['2/7', '5/8', '5/8', '7/3', '8/5'] -> 5/8 * 8/5 / (2/7 * 7/3 - 5/8)
[1534263] ['2/7', '5/8', '5/8', '7/4', '9/2'] -> 9/2 / (5/8 + 7/4 - 5/8 / 2/7)
[1534266] ['2/7', '5/8', '5/8', '7/4', '9/7'] -> 9/7 / (2/7 * (5/8 + 7/4) - 5/8)
[1534286] ['2/7', '5/8', '5/8', '7/6', '8/7'] -> 8/7 / 2/7 / (7/6 - 5/8 / 5/8)
[1534288] ['2/7', '5/8', '5/8', '7/6', '9/2'] -> (5/8 + 5/8 + 7/6 / 2/7) * 9/2
[1534333] ['2/7', '5/8', '5/8', '8/7', '9/2'] -> 9/2 / (5/8 - 5/8 / (2/7 + 8/7))
[1534361] ['2/7', '5/8', '5/9', '5/9', '6/7'] -> 5/9 / (5/8 - 5/9) / 2/7 * 6/7
[1534363] ['2/7', '5/8', '5/9', '5/9', '7/3'] -> 5/9 / 5/9 / (2/7 * 7/3 - 5/8)
[1534366] ['2/7', '5/8', '5/9', '5/9', '7/6'] -> 5/9 / (5/8 - 5/9) / 2/7 / 7/6
[1534371] ['2/7', '5/8', '5/9', '5/9', '8/7'] -> 8/7 / (5/9 / 5/8 - 2/7 - 5/9)
[1534380] ['2/7', '5/8', '5/9', '6/5', '7/2'] -> 7/2 / ((5/9 * 6/5 - 5/8) / 2/7)
[1534404] ['2/7', '5/8', '5/9', '6/7', '8/3'] -> 2/7 / (5/9 / 5/8 - 6/7) * 8/3
[1534410] ['2/7', '5/8', '5/9', '6/7', '9/5'] -> 6/7 / (5/8 - 5/9) / 2/7 / 9/5
[1534420] ['2/7', '5/8', '5/9', '7/2', '8/3'] -> 8/3 / (2/7 * 7/2 - 5/9 / 5/8)
[1534441] ['2/7', '5/8', '5/9', '7/3', '9/5'] -> 5/9 / (2/7 * 7/3 - 5/8) * 9/5
[1534506] ['2/7', '5/8', '5/9', '8/3', '8/7'] -> 8/7 / (5/9 / 5/8 / 8/3 - 2/7)
[1534567] ['2/7', '5/8', '6/5', '6/7', '6/7'] -> 6/7 / (5/8 * (6/5 - 2/7 - 6/7))
[1534575] ['2/7', '5/8', '6/5', '6/7', '8/3'] -> (6/5 + 6/7 / 5/8) / 2/7 * 8/3
[1534579] ['2/7', '5/8', '6/5', '6/7', '9/2'] -> 9/2 / (5/8 / 6/5 - 2/7 / 6/7)
[1534597] ['2/7', '5/8', '6/5', '7/2', '9/5'] -> 9/5 / (6/5 / 2/7 - 5/8 - 7/2)
[1534612] ['2/7', '5/8', '6/5', '7/3', '9/5'] -> 9/5 / (2/7 * 6/5 - 5/8 / 7/3)
[1534615] ['2/7', '5/8', '6/5', '7/4', '7/4'] -> 7/4 / (5/8 / 2/7 / 6/5 - 7/4)
[1534626] ['2/7', '5/8', '6/5', '7/4', '9/5'] -> 9/5 / (6/5 - 2/7 * 7/4 - 5/8)
[1534637] ['2/7', '5/8', '6/5', '7/5', '9/2'] -> 6/5 / (5/8 - 2/7 * 7/5) * 9/2
[1534660] ['2/7', '5/8', '6/5', '7/8', '9/2'] -> 9/2 / (2/7 * 5/8 * 6/5 * 7/8)
[1534663] ['2/7', '5/8', '6/5', '7/8', '9/7'] -> 9/7 / (5/8 * (2/7 + 6/5) - 7/8)
[1534676] ['2/7', '5/8', '6/5', '8/3', '8/5'] -> 8/5 / (8/3 / 5/8 - 6/5 / 2/7)
[1534694] ['2/7', '5/8', '6/5', '8/7', '9/2'] -> 8/7 / 2/7 / 5/8 / 6/5 * 9/2
[1534705] ['2/7', '5/8', '6/5', '9/2', '9/2'] -> 9/2 / (5/8 * (9/2 - 6/5 / 2/7))
[1534708] ['2/7', '5/8', '6/5', '9/2', '9/7'] -> 9/7 / (5/8 * (2/7 * 9/2 - 6/5))
[1534711] ['2/7', '5/8', '6/5', '9/4', '9/5'] -> 9/5 / (6/5 * (9/4 - 5/8 / 2/7))
[1534720] ['2/7', '5/8', '6/7', '6/7', '6/7'] -> 6/7 / (6/7 - 5/8 * 6/7 - 2/7)
[1534722] ['2/7', '5/8', '6/7', '6/7', '7/3'] -> 6/7 / 6/7 / (2/7 * 7/3 - 5/8)
[1534723] ['2/7', '5/8', '6/7', '6/7', '7/4'] -> (6/7 + 6/7) / (5/8 / 7/4 - 2/7)
[1534726] ['2/7', '5/8', '6/7', '6/7', '7/8'] -> (6/7 + 6/7) / 2/7 / (7/8 - 5/8)
[1534748] ['2/7', '5/8', '6/7', '7/2', '9/2'] -> 9/2 / ((2/7 + 5/8 - 6/7) * 7/2)
[1534756] ['2/7', '5/8', '6/7', '7/3', '7/6'] -> 6/7 / (2/7 * 7/3 - 5/8) * 7/6
[1534763] ['2/7', '5/8', '6/7', '7/3', '9/2'] -> 9/2 / (5/8 / 2/7 - 6/7 * 7/3)
[1534766] ['2/7', '5/8', '6/7', '7/3', '9/7'] -> 9/7 / (5/8 - 2/7 * 6/7 * 7/3)
[1534778] ['2/7', '5/8', '6/7', '7/4', '9/4'] -> 9/4 / ((2/7 + 5/8 - 6/7) * 7/4)
[1534790] ['2/7', '5/8', '6/7', '7/5', '9/2'] -> 6/7 / (5/8 / 7/5 - 2/7) * 9/2
[1534792] ['2/7', '5/8', '6/7', '7/5', '9/5'] -> 9/5 / ((2/7 + 5/8 - 6/7) * 7/5)
[1534793] ['2/7', '5/8', '6/7', '7/5', '9/7'] -> 9/7 / (5/8 * (7/5 - 6/7) - 2/7)
[1534803] ['2/7', '5/8', '6/7', '7/6', '9/4'] -> 5/8 / (7/6 - 2/7 - 6/7) - 9/4
[1534813] ['2/7', '5/8', '6/7', '7/8', '9/2'] -> 9/2 / ((2/7 + 5/8) / 6/7 - 7/8)
[1534816] ['2/7', '5/8', '6/7', '7/8', '9/7'] -> 9/7 / (7/8 - 5/8 * 6/7 - 2/7)
[1534817] ['2/7', '5/8', '6/7', '7/8', '9/8'] -> 9/8 / ((2/7 + 5/8 - 6/7) * 7/8)
[1534823] ['2/7', '5/8', '6/7', '7/9', '9/2'] -> 2/7 / (6/7 - 5/8 / 7/9) * 9/2
[1534830] ['2/7', '5/8', '6/7', '8/3', '8/7'] -> 8/7 / ((5/8 - 2/7) * 8/3 - 6/7)
[1534833] ['2/7', '5/8', '6/7', '8/3', '9/4'] -> 8/3 / (5/8 * 6/7 - 2/7) * 9/4
[1534843] ['2/7', '5/8', '6/7', '8/5', '9/7'] -> 9/7 / (6/7 - 2/7 / 8/5 - 5/8)
[1534847] ['2/7', '5/8', '6/7', '8/7', '9/2'] -> 9/2 / (5/8 / 2/7 - 6/7 - 8/7)
[1534851] ['2/7', '5/8', '6/7', '8/7', '9/8'] -> 9/8 / ((2/7 + 5/8 - 6/7) / 8/7)
[1534856] ['2/7', '5/8', '6/7', '8/9', '9/7'] -> 9/7 / (6/7 / 8/9 - 2/7 - 5/8)
[1534858] ['2/7', '5/8', '6/7', '9/2', '9/2'] -> 9/2 / (6/7 / 2/7 - 5/8 * 9/2)
[1534861] ['2/7', '5/8', '6/7', '9/2', '9/7'] -> 9/7 / (6/7 - 2/7 * 5/8 * 9/2)
[1534865] ['2/7', '5/8', '6/7', '9/4', '9/7'] -> 9/7 / (6/7 * (9/4 - 5/8 / 2/7))
[1534867] ['2/7', '5/8', '6/7', '9/5', '9/5'] -> 9/5 / (5/8 * 6/7 / 2/7 - 9/5)
[1534874] ['2/7', '5/8', '7/2', '7/2', '7/3'] -> 7/2 / 7/2 / (2/7 * 7/3 - 5/8)
[1534877] ['2/7', '5/8', '7/2', '7/2', '7/6'] -> (7/2 + 7/2) / (5/8 - 2/7 * 7/6)
[1534888] ['2/7', '5/8', '7/2', '7/2', '9/8'] -> (7/2 + 7/2) / 2/7 + 5/8 - 9/8
[1534896] ['2/7', '5/8', '7/2', '7/3', '8/5'] -> 8/5 / (2/7 * (7/3 / 5/8 - 7/2))
[1534899] ['2/7', '5/8', '7/2', '7/3', '9/2'] -> (2/7 * 7/2 + 7/3) / 5/8 * 9/2
[1534902] ['2/7', '5/8', '7/2', '7/3', '9/7'] -> 9/7 / (5/8 / (7/2 + 7/3 / 2/7))
[1534906] ['2/7', '5/8', '7/2', '7/4', '7/6'] -> 7/2 / (5/8 - 2/7 * 7/4) / 7/6
[1534910] ['2/7', '5/8', '7/2', '7/4', '8/5'] -> (7/2 / 2/7 + 7/4) / 5/8 + 8/5
[1534914] ['2/7', '5/8', '7/2', '7/4', '9/4'] -> 9/4 / (5/8 * 7/4 - 2/7 * 7/2)
[1534916] ['2/7', '5/8', '7/2', '7/4', '9/7'] -> 9/7 / (5/8 - 2/7 * 7/2 / 7/4)
[1534920] ['2/7', '5/8', '7/2', '7/5', '7/8'] -> (7/2 / 2/7 / 5/8 + 7/5) / 7/8
[1534924] ['2/7', '5/8', '7/2', '7/5', '8/7'] -> (7/2 / 2/7 / 5/8 + 7/5) * 8/7
[1534943] ['2/7', '5/8', '7/2', '7/8', '7/8'] -> (7/2 / 2/7 + 7/8) / 5/8 / 7/8
[1534946] ['2/7', '5/8', '7/2', '7/8', '8/5'] -> 7/2 / 2/7 / 5/8 / 7/8 + 8/5
[1534949] ['2/7', '5/8', '7/2', '7/8', '9/2'] -> 9/2 / (5/8 + 7/8 / 2/7 - 7/2)
[1534950] ['2/7', '5/8', '7/2', '7/8', '9/4'] -> 9/4 / ((2/7 - 5/8 / 7/2) * 7/8)
[1534967] ['2/7', '5/8', '7/2', '8/3', '8/9'] -> 8/3 / (2/7 - 5/8 / 7/2) - 8/9
[1534970] ['2/7', '5/8', '7/2', '8/3', '9/5'] -> 7/2 * (8/3 - 2/7) / 5/8 * 9/5
[1534984] ['2/7', '5/8', '7/2', '8/7', '9/4'] -> 8/7 / (2/7 - 5/8 / 7/2) * 9/4
[1535000] ['2/7', '5/8', '7/2', '9/4', '9/5'] -> 9/5 / (9/4 / (7/2 - 2/7) - 5/8)
[1535009] ['2/7', '5/8', '7/3', '7/3', '7/3'] -> 7/3 / (2/7 * 7/3 - 5/8) / 7/3
[1535024] ['2/7', '5/8', '7/3', '7/4', '7/4'] -> 7/4 / (2/7 * 7/3 - 5/8) / 7/4
[1535033] ['2/7', '5/8', '7/3', '7/4', '9/2'] -> 7/3 / (5/8 / 2/7 - 7/4) * 9/2
[1535036] ['2/7', '5/8', '7/3', '7/4', '9/7'] -> 9/7 / ((5/8 - 2/7 * 7/4) / 7/3)
[1535038] ['2/7', '5/8', '7/3', '7/5', '7/5'] -> 7/5 / (2/7 * 7/3 - 5/8) / 7/5
[1535051] ['2/7', '5/8', '7/3', '7/6', '7/6'] -> 7/6 / (2/7 * 7/3 - 5/8) / 7/6
[1535058] ['2/7', '5/8', '7/3', '7/6', '9/2'] -> 9/2 / (5/8 / 2/7 - 7/3 / 7/6)
[1535063] ['2/7', '5/8', '7/3', '7/8', '7/8'] -> 7/8 / (2/7 * 7/3 - 5/8) / 7/8
[1535070] ['2/7', '5/8', '7/3', '7/8', '9/4'] -> (7/3 + 5/8 / 7/8) / 2/7 * 9/4
[1535074] ['2/7', '5/8', '7/3', '7/9', '7/9'] -> 7/9 / ((2/7 * 7/3 - 5/8) * 7/9)
[1535079] ['2/7', '5/8', '7/3', '7/9', '9/2'] -> 7/9 / (7/3 - 5/8 / 2/7) * 9/2
[1535082] ['2/7', '5/8', '7/3', '7/9', '9/7'] -> 9/7 / ((2/7 * 7/3 - 5/8) / 7/9)
[1535084] ['2/7', '5/8', '7/3', '8/3', '8/3'] -> 8/3 / ((2/7 * 7/3 - 5/8) * 8/3)
[1535085] ['2/7', '5/8', '7/3', '8/3', '8/5'] -> (7/3 / 5/8 + 8/3) / 2/7 + 8/5
[1535086] ['2/7', '5/8', '7/3', '8/3', '8/7'] -> 8/7 / ((2/7 - 5/8 / 7/3) * 8/3)
[1535088] ['2/7', '5/8', '7/3', '8/3', '9/2'] -> (2/7 * 7/3 + 8/3) / 5/8 * 9/2
[1535091] ['2/7', '5/8', '7/3', '8/3', '9/7'] -> 9/7 / (5/8 / (7/3 + 8/3 / 2/7))
[1535093] ['2/7', '5/8', '7/3', '8/5', '8/5'] -> 8/5 / ((2/7 * 7/3 - 5/8) * 8/5)
[1535099] ['2/7', '5/8', '7/3', '8/5', '9/7'] -> 9/7 / (2/7 / (7/3 / 5/8 + 8/5))
[1535104] ['2/7', '5/8', '7/3', '8/7', '9/4'] -> (7/3 + 5/8 * 8/7) / 2/7 * 9/4
[1535108] ['2/7', '5/8', '7/3', '8/9', '8/9'] -> 8/9 / ((2/7 * 7/3 - 5/8) * 8/9)
[1535112] ['2/7', '5/8', '7/3', '8/9', '9/7'] -> 9/7 / (2/7 / 8/9 - 5/8 / 7/3)
[1535113] ['2/7', '5/8', '7/3', '8/9', '9/8'] -> 9/8 / ((2/7 * 7/3 - 5/8) / 8/9)
[1535114] ['2/7', '5/8', '7/3', '9/2', '9/2'] -> 9/2 / (2/7 * 7/3 - 5/8) / 9/2
[1535117] ['2/7', '5/8', '7/3', '9/2', '9/7'] -> 9/2 / (7/3 - 5/8 / 2/7) / 9/7
[1535121] ['2/7', '5/8', '7/3', '9/4', '9/7'] -> 9/7 / (9/4 / 7/3 - 2/7 - 5/8)
[1535123] ['2/7', '5/8', '7/3', '9/5', '9/5'] -> 9/5 / (2/7 * 7/3 - 5/8) / 9/5
[1535126] ['2/7', '5/8', '7/3', '9/7', '9/7'] -> 9/7 / (2/7 * 7/3 - 5/8) / 9/7
[1535128] ['2/7', '5/8', '7/3', '9/8', '9/8'] -> 9/8 / (2/7 * 7/3 - 5/8) / 9/8
[1535138] ['2/7', '5/8', '7/4', '7/4', '9/2'] -> 9/2 / 2/7 / (7/4 - 5/8 * 7/4)
[1535151] ['2/7', '5/8', '7/4', '7/5', '9/2'] -> 9/2 / (7/4 - 5/8 / 2/7 / 7/5)
[1535153] ['2/7', '5/8', '7/4', '7/5', '9/5'] -> 9/5 / (2/7 * 7/4 * 7/5 - 5/8)
[1535154] ['2/7', '5/8', '7/4', '7/5', '9/7'] -> 9/7 / (2/7 * 7/4 - 5/8 / 7/5)
[1535163] ['2/7', '5/8', '7/4', '7/6', '9/2'] -> (5/8 / 7/4 + 7/6) / 2/7 * 9/2
[1535172] ['2/7', '5/8', '7/4', '7/8', '8/7'] -> 8/7 / (2/7 - 5/8 / (7/4 + 7/8))
[1535176] ['2/7', '5/8', '7/4', '7/8', '9/5'] -> 9/5 / (7/8 - 2/7 * 7/4 / 5/8)
[1535177] ['2/7', '5/8', '7/4', '7/8', '9/7'] -> 9/7 / (5/8 - 2/7 * 7/4 / 7/8)
[1535178] ['2/7', '5/8', '7/4', '7/8', '9/8'] -> 9/8 / (5/8 * 7/8 - 2/7 * 7/4)
[1535197] ['2/7', '5/8', '7/4', '8/3', '9/8'] -> 9/8 / ((5/8 - 2/7 * 7/4) / 8/3)
[1535209] ['2/7', '5/8', '7/4', '8/7', '9/4'] -> 9/4 / (5/8 * (7/4 - 8/7) - 2/7)
[1535211] ['2/7', '5/8', '7/4', '8/7', '9/7'] -> 9/7 / (5/8 - 2/7 * 7/4 * 8/7)
[1535212] ['2/7', '5/8', '7/4', '8/7', '9/8'] -> 9/8 / (5/8 / 8/7 - 2/7 * 7/4)
[1535254] ['2/7', '5/8', '7/5', '7/6', '9/2'] -> 9/2 / ((5/8 / 7/5 - 2/7) * 7/6)
[1535266] ['2/7', '5/8', '7/5', '7/8', '9/4'] -> 9/4 / (2/7 * 5/8 * (7/5 - 7/8))
[1535271] ['2/7', '5/8', '7/5', '7/9', '8/3'] -> 8/3 / (2/7 * 5/8 * (7/5 - 7/9))
[1535284] ['2/7', '5/8', '7/5', '8/3', '9/2'] -> 7/5 * (8/3 - 2/7) / 5/8 * 9/2
[1535285] ['2/7', '5/8', '7/5', '8/3', '9/4'] -> 8/3 / 2/7 / 5/8 / 7/5 * 9/4
[1535294] ['2/7', '5/8', '7/5', '8/5', '9/5'] -> 9/5 / ((8/5 - 7/5) / 2/7 - 5/8)
[1535295] ['2/7', '5/8', '7/5', '8/5', '9/7'] -> 9/7 / (5/8 * (2/7 + 7/5 - 8/5))
[1535340] ['2/7', '5/8', '7/6', '7/8', '8/5'] -> 8/5 / (2/7 * (7/8 / 5/8 - 7/6))
[1535341] ['2/7', '5/8', '7/6', '7/8', '8/7'] -> 8/7 / (5/8 + 7/8 - 2/7 - 7/6)
[1535343] ['2/7', '5/8', '7/6', '7/8', '9/2'] -> 9/2 / ((2/7 + 5/8) * 7/6 - 7/8)
[1535346] ['2/7', '5/8', '7/6', '7/8', '9/7'] -> 9/7 / (7/8 - 5/8 / 7/6 - 2/7)
[1535363] ['2/7', '5/8', '7/6', '8/3', '9/4'] -> 8/3 / (5/8 / 7/6 - 2/7) * 9/4
[1535365] ['2/7', '5/8', '7/6', '8/3', '9/7'] -> 9/7 / (2/7 * (5/8 - 7/6 / 8/3))
[1535368] ['2/7', '5/8', '7/6', '8/5', '8/7'] -> 8/7 / (2/7 * (7/6 - 5/8 * 8/5))
[1535391] ['2/7', '5/8', '7/6', '9/2', '9/7'] -> 9/7 / (2/7 * 5/8 / (9/2 - 7/6))
[1535395] ['2/7', '5/8', '7/6', '9/4', '9/7'] -> 9/7 / ((9/4 - 5/8 / 2/7) / 7/6)
[1535397] ['2/7', '5/8', '7/6', '9/5', '9/5'] -> 9/5 / (5/8 / 2/7 / 7/6 - 9/5)
[1535410] ['2/7', '5/8', '7/8', '7/8', '9/4'] -> 9/4 / 2/7 / (7/8 - 5/8 * 7/8)
[1535426] ['2/7', '5/8', '7/8', '8/3', '8/7'] -> 8/7 / (2/7 * 8/3 - 5/8 / 7/8)
[1535428] ['2/7', '5/8', '7/8', '8/3', '9/2'] -> (2/7 + 8/3 / 7/8) / 5/8 * 9/2
[1535444] ['2/7', '5/8', '7/8', '8/7', '9/4'] -> 9/4 / (2/7 * (7/8 - 5/8 / 8/7))
[1535448] ['2/7', '5/8', '7/8', '8/9', '8/9'] -> 8/9 / (2/7 + 5/8 - 7/8) - 8/9
[1535461] ['2/7', '5/8', '7/8', '9/4', '9/7'] -> 9/7 / (7/8 - 2/7 * (5/8 + 9/4))
[1535481] ['2/7', '5/8', '7/9', '8/3', '8/7'] -> 8/7 / (5/8 - 7/9 / 8/3 - 2/7)
[1535501] ['2/7', '5/8', '7/9', '8/7', '9/7'] -> 9/7 / (8/7 - 5/8 / 7/9 - 2/7)
[1535507] ['2/7', '5/8', '7/9', '8/9', '9/7'] -> 9/7 / ((8/9 - 5/8) / 7/9 - 2/7)
[1535526] ['2/7', '5/8', '8/3', '8/3', '8/7'] -> 8/3 * 8/3 * (8/7 / 2/7 - 5/8)
[1535529] ['2/7', '5/8', '8/3', '8/3', '9/4'] -> (8/3 / 2/7 - 8/3) / 5/8 * 9/4
[1535532] ['2/7', '5/8', '8/3', '8/3', '9/8'] -> (8/3 / 2/7 + 8/3) / (9/8 - 5/8)
[1535538] ['2/7', '5/8', '8/3', '8/5', '9/5'] -> (8/3 / 2/7 / 5/8 - 8/5) * 9/5
[1535541] ['2/7', '5/8', '8/3', '8/7', '8/7'] -> 8/7 / (2/7 * 8/3 - 5/8 * 8/7)
[1535543] ['2/7', '5/8', '8/3', '8/7', '9/2'] -> (2/7 + 8/3 * 8/7) / 5/8 * 9/2
[1535544] ['2/7', '5/8', '8/3', '8/7', '9/4'] -> (8/3 + 8/7 / 2/7) / 5/8 * 9/4
[1535547] ['2/7', '5/8', '8/3', '8/7', '9/8'] -> 9/8 / (2/7 * 5/8 / (8/3 + 8/7))
[1535555] ['2/7', '5/8', '8/3', '9/2', '9/4'] -> 5/8 * 8/3 * 9/2 / 2/7 - 9/4
[1535599] ['2/7', '5/8', '8/5', '9/5', '9/5'] -> 9/5 / ((9/5 - 8/5) / 2/7 - 5/8)
[1535600] ['2/7', '5/8', '8/5', '9/5', '9/7'] -> 9/7 / (5/8 * (2/7 + 8/5 - 9/5))
[1535630] ['2/7', '5/8', '8/7', '9/7', '9/7'] -> 9/7 / (8/7 - 5/8 * 9/7 - 2/7)
[1535637] ['2/7', '5/8', '8/9', '8/9', '9/7'] -> 9/7 / ((8/9 - 2/7) / 8/9 - 5/8)
[1535646] ['2/7', '5/8', '8/9', '9/4', '9/7'] -> 9/7 / (5/8 - 2/7 * 8/9 * 9/4)
[1535651] ['2/7', '5/8', '8/9', '9/7', '9/7'] -> 9/7 / ((8/9 - 5/8) * 9/7 - 2/7)
[1535657] ['2/7', '5/8', '9/2', '9/2', '9/7'] -> (9/2 + 9/2) / (9/7 - 2/7 - 5/8)
[1535661] ['2/7', '5/8', '9/2', '9/4', '9/7'] -> 9/7 / (5/8 - 2/7 * 9/2 / 9/4)
[1535665] ['2/7', '5/8', '9/2', '9/5', '9/8'] -> (9/2 / 2/7 / 5/8 + 9/5) / 9/8
[1535666] ['2/7', '5/8', '9/2', '9/7', '9/7'] -> 9/7 / (5/8 - 9/7 / 9/2 - 2/7)
[1535668] ['2/7', '5/8', '9/2', '9/8', '9/8'] -> (9/2 / 2/7 + 9/8) / 5/8 / 9/8
[1535676] ['2/7', '5/8', '9/4', '9/7', '9/7'] -> 9/7 / (9/4 - 2/7 - 5/8 - 9/7)
[1535770] ['2/7', '5/9', '5/9', '7/3', '9/4'] -> (5/9 + (5/9 + 7/3) / 2/7) * 9/4
[1535778] ['2/7', '5/9', '5/9', '7/4', '7/9'] -> (5/9 + 7/9) / (5/9 - 2/7 * 7/4)
[1535781] ['2/7', '5/9', '5/9', '7/4', '8/7'] -> 8/7 / (2/7 + 5/9 / 7/4 - 5/9)
[1535806] ['2/7', '5/9', '5/9', '7/6', '8/7'] -> 8/7 / 2/7 / (7/6 - 5/9 / 5/9)
[1535825] ['2/7', '5/9', '5/9', '7/9', '8/3'] -> 8/3 / (5/9 * 5/9 / 7/9 - 2/7)
[1535827] ['2/7', '5/9', '5/9', '7/9', '8/7'] -> 8/7 / (5/9 + 5/9 - 2/7 - 7/9)
[1535836] ['2/7', '5/9', '5/9', '8/3', '8/7'] -> 8/7 / (2/7 * (8/3 - 5/9) - 5/9)
[1535844] ['2/7', '5/9', '5/9', '8/5', '8/7'] -> 8/7 / (5/9 * 8/5 - 2/7 - 5/9)
[1535905] ['2/7', '5/9', '6/5', '6/7', '8/3'] -> 8/3 / (5/9 * 6/7 / 6/5 - 2/7)
[1535909] ['2/7', '5/9', '6/5', '6/7', '9/2'] -> (5/9 * 6/5 + 6/7) / 2/7 * 9/2
[1535921] ['2/7', '5/9', '6/5', '7/2', '8/3'] -> 8/3 / (5/9 * (6/5 - 2/7 * 7/2))
[1535926] ['2/7', '5/9', '6/5', '7/2', '9/4'] -> (6/5 + 7/2 / 5/9) / 2/7 - 9/4
[1535951] ['2/7', '5/9', '6/5', '7/4', '8/5'] -> 8/5 / (6/5 * (5/9 - 2/7 * 7/4))
[1535953] ['2/7', '5/9', '6/5', '7/4', '8/9'] -> 8/9 / (2/7 * 7/4 - 5/9 / 6/5)
[1535965] ['2/7', '5/9', '6/5', '7/5', '8/7'] -> 8/7 / (5/9 * (2/7 + 6/5 - 7/5))
[1535975] ['2/7', '5/9', '6/5', '7/6', '8/3'] -> 8/3 / (5/9 / 6/5 / 7/6 - 2/7)
[1535998] ['2/7', '5/9', '6/5', '7/9', '8/7'] -> 8/7 / (5/9 * (2/7 + 6/5) - 7/9)
[1536005] ['2/7', '5/9', '6/5', '8/3', '8/3'] -> (6/5 / 2/7 + 8/3 / 5/9) * 8/3
[1536007] ['2/7', '5/9', '6/5', '8/3', '8/7'] -> (6/5 + 8/3 / 5/9) / 2/7 * 8/7
[1536058] ['2/7', '5/9', '6/7', '6/7', '8/3'] -> 8/3 / ((6/7 - 2/7) / 6/7 - 5/9)
[1536063] ['2/7', '5/9', '6/7', '6/7', '9/4'] -> 6/7 / (6/7 - 2/7 - 5/9) / 9/4
[1536089] ['2/7', '5/9', '6/7', '7/3', '8/3'] -> 8/3 / (6/7 / 2/7 - 5/9 - 7/3)
[1536092] ['2/7', '5/9', '6/7', '7/3', '8/9'] -> 8/9 / ((6/7 - 2/7 - 5/9) * 7/3)
[1536093] ['2/7', '5/9', '6/7', '7/3', '9/2'] -> 6/7 * (7/3 - 5/9) / 2/7 * 9/2
[1536105] ['2/7', '5/9', '6/7', '7/4', '8/7'] -> 8/7 / (6/7 * (5/9 - 2/7 * 7/4))
[1536106] ['2/7', '5/9', '6/7', '7/4', '8/9'] -> 6/7 / (5/9 / 7/4 - 2/7) * 8/9
[1536111] ['2/7', '5/9', '6/7', '7/4', '9/8'] -> 6/7 / (5/9 / 7/4 - 2/7) / 9/8
[1536152] ['2/7', '5/9', '6/7', '7/9', '8/9'] -> 8/9 / (2/7 * (7/9 - 5/9 / 6/7))
[1536167] ['2/7', '5/9', '6/7', '8/5', '8/5'] -> 8/5 / (5/9 * 6/7 / 2/7 - 8/5)
[1536223] ['2/7', '5/9', '7/2', '7/3', '7/8'] -> (7/2 + 7/3 / 2/7) / 5/9 / 7/8
[1536227] ['2/7', '5/9', '7/2', '7/3', '8/7'] -> (7/2 + 7/3 / 2/7) / 5/9 * 8/7
[1536230] ['2/7', '5/9', '7/2', '7/3', '9/4'] -> (7/2 / 2/7 + 7/3) / 5/9 - 9/4
[1536239] ['2/7', '5/9', '7/2', '7/4', '8/3'] -> 8/3 / (7/2 * (5/9 / 7/4 - 2/7))
[1536275] ['2/7', '5/9', '7/2', '7/8', '8/3'] -> 8/3 / ((2/7 - 5/9 / 7/2) * 7/8)
[1536287] ['2/7', '5/9', '7/2', '7/9', '8/7'] -> 8/7 / (5/9 - 7/9 / 7/2 - 2/7)
[1536295] ['2/7', '5/9', '7/2', '8/3', '8/5'] -> 7/2 * (8/3 - 2/7) / 5/9 * 8/5
[1536296] ['2/7', '5/9', '7/2', '8/3', '8/7'] -> 8/3 / (2/7 - 5/9 / 7/2) * 8/7
[1536340] ['2/7', '5/9', '7/3', '7/3', '7/4'] -> (7/3 + 7/3) / (5/9 / 2/7 - 7/4)
[1536354] ['2/7', '5/9', '7/3', '7/4', '7/4'] -> 7/3 / (5/9 - 2/7 * 7/4) / 7/4
[1536370] ['2/7', '5/9', '7/3', '7/5', '7/8'] -> 7/3 / (5/9 / 7/5 - 2/7) / 7/8
[1536372] ['2/7', '5/9', '7/3', '7/5', '8/3'] -> 8/3 / (5/9 * 7/5 - 2/7 * 7/3)
[1536385] ['2/7', '5/9', '7/3', '7/6', '8/5'] -> 8/5 / (2/7 * (7/3 - 7/6 / 5/9))
[1536387] ['2/7', '5/9', '7/3', '7/6', '8/9'] -> 8/9 / (2/7 * (5/9 * 7/3 - 7/6))
[1536388] ['2/7', '5/9', '7/3', '7/6', '9/2'] -> (7/3 - 5/9) / 2/7 / 7/6 * 9/2
[1536395] ['2/7', '5/9', '7/3', '7/8', '8/3'] -> 8/3 / (7/3 - 5/9 / 2/7 / 7/8)
[1536410] ['2/7', '5/9', '7/3', '7/9', '9/4'] -> (7/3 + 5/9 / 7/9) / 2/7 * 9/4
[1536416] ['2/7', '5/9', '7/3', '8/3', '8/7'] -> (7/3 + 8/3 / 2/7) / 5/9 * 8/7
