[1683872] ['3/4', '3/4', '3/5', '7/5', '9/5'] -> (3/5 + 9/5) / (3/4 + 3/4 - 7/5)
[1705724] ['3/4', '3/8', '8/5', '9/8', '9/8'] -> 9/8 / (3/4 / 8/5 - 3/8 * 9/8)
[1705727] ['3/4', '3/8', '8/7', '8/7', '9/2'] -> (3/4 * 8/7 + 8/7) / 3/8 * 9/2
[1705729] ['3/4', '3/8', '8/7', '8/7', '9/5'] -> 8/7 / 8/7 / (3/4 / 9/5 - 3/8)
[1705731] ['3/4', '3/8', '8/7', '8/7', '9/8'] -> 9/8 / (3/8 - 3/4 / (8/7 + 8/7))
[1705739] ['3/4', '3/8', '8/7', '9/2', '9/4'] -> 9/2 / (3/4 - 3/8 / 8/7) * 9/4
[1705741] ['3/4', '3/8', '8/7', '9/2', '9/7'] -> (3/4 + 8/7) * 9/2 / 3/8 + 9/7
[1705751] ['3/4', '3/8', '8/7', '9/7', '9/8'] -> 9/8 / ((9/7 - 3/8) / 8/7 - 3/4)
[1705756] ['3/4', '3/8', '8/9', '8/9', '9/5'] -> 8/9 / 8/9 / (3/4 / 9/5 - 3/8)
[1705758] ['3/4', '3/8', '8/9', '8/9', '9/8'] -> 9/8 / (3/4 / (8/9 + 8/9) - 3/8)
[1705759] ['3/4', '3/8', '8/9', '9/2', '9/2'] -> 9/2 / (3/8 - 3/4 / 8/9 / 9/2)
[1705760] ['3/4', '3/8', '8/9', '9/2', '9/4'] -> 8/9 * 9/2 / (3/4 - 3/8) * 9/4
[1705765] ['3/4', '3/8', '8/9', '9/4', '9/5'] -> 9/4 / (8/9 - 3/4) / 3/8 / 9/5
[1705767] ['3/4', '3/8', '8/9', '9/4', '9/8'] -> 9/8 / ((3/8 - 3/4 / 9/4) / 8/9)
[1705770] ['3/4', '3/8', '8/9', '9/5', '9/8'] -> 9/8 / ((3/4 / 9/5 - 3/8) / 8/9)
[1705776] ['3/4', '3/8', '9/2', '9/2', '9/5'] -> 9/2 / 9/2 / (3/4 / 9/5 - 3/8)
[1705781] ['3/4', '3/8', '9/2', '9/4', '9/7'] -> 9/7 / (9/4 / (3/4 + 9/2) - 3/8)
[1705783] ['3/4', '3/8', '9/2', '9/5', '9/5'] -> 9/5 / (3/8 - 3/4 * 9/5 / 9/2)
[1705786] ['3/4', '3/8', '9/2', '9/7', '9/7'] -> 9/7 / (9/7 / 3/8 - 3/4 * 9/2)
[1705790] ['3/4', '3/8', '9/4', '9/4', '9/5'] -> 9/4 / 9/4 / (3/4 / 9/5 - 3/8)
[1705802] ['3/4', '3/8', '9/5', '9/7', '9/7'] -> 9/7 / (3/4 / 9/5 - 3/8) / 9/7
[1705807] ['3/4', '3/8', '9/7', '9/8', '9/8'] -> 9/8 / 3/8 / (9/8 / 9/7 - 3/4)
[1705810] ['3/4', '4/3', '4/3', '4/3', '4/5'] -> 4/3 / (4/5 - 3/4) - 4/3 - 4/3
[1705814] ['3/4', '4/3', '4/3', '4/3', '5/3'] -> (4/3 + 4/3) / (4/3 / 3/4 - 5/3)
[1705815] ['3/4', '4/3', '4/3', '4/3', '5/4'] -> 3/4 * (4/3 + 4/3) / (4/3 - 5/4)
[1705818] ['3/4', '4/3', '4/3', '4/3', '5/8'] -> 4/3 / (3/4 + 5/8 - 4/3) / 4/3
[1705822] ['3/4', '4/3', '4/3', '4/3', '7/2'] -> 4/3 / ((4/3 + 4/3) / 3/4 - 7/2)
[1705832] ['3/4', '4/3', '4/3', '4/3', '8/9'] -> (4/3 + 4/3) / (3/4 * 4/3 - 8/9)
[1705844] ['3/4', '4/3', '4/3', '4/5', '5/6'] -> 4/3 / (4/5 - 3/4) / 4/3 / 5/6
[1705846] ['3/4', '4/3', '4/3', '4/5', '5/8'] -> (4/3 + 4/3 / 4/5) / (3/4 - 5/8)
[1705852] ['3/4', '4/3', '4/3', '4/5', '7/4'] -> 7/4 / (3/4 / (4/3 - 4/5) - 4/3)
[1705853] ['3/4', '4/3', '4/3', '4/5', '7/5'] -> 3/4 * (4/3 + 4/5) / (7/5 - 4/3)
[1705855] ['3/4', '4/3', '4/3', '4/5', '7/8'] -> (4/3 + 4/3 / 4/5) / (7/8 - 3/4)
[1705857] ['3/4', '4/3', '4/3', '4/5', '8/3'] -> 8/3 / (4/3 / 3/4 - 4/3 / 4/5)
[1705860] ['3/4', '4/3', '4/3', '4/5', '8/9'] -> (4/3 + 4/3) / 4/5 / (8/9 - 3/4)
[1705874] ['3/4', '4/3', '4/3', '4/7', '5/9'] -> (4/3 + 4/3) / 4/7 / (3/4 - 5/9)
[1705875] ['3/4', '4/3', '4/3', '4/7', '6/5'] -> 6/5 / (3/4 - 4/3 / (4/3 + 4/7))
[1705884] ['3/4', '4/3', '4/3', '4/7', '8/3'] -> 4/3 / (4/3 - 3/4 / 4/7) / 8/3
[1705893] ['3/4', '4/3', '4/3', '4/9', '4/9'] -> (4/3 + 4/3) / (4/9 - 3/4 * 4/9)
[1705894] ['3/4', '4/3', '4/3', '4/9', '5/2'] -> 4/3 * 5/2 / (4/3 - 3/4 - 4/9)
[1705897] ['3/4', '4/3', '4/3', '4/9', '5/6'] -> 4/3 / 4/9 / (3/4 - 5/6 / 4/3)
[1705908] ['3/4', '4/3', '4/3', '4/9', '7/8'] -> 4/3 / 4/9 / (3/4 * 4/3 - 7/8)
[1705915] ['3/4', '4/3', '4/3', '4/9', '9/4'] -> (4/3 + 4/3) / (4/9 - 3/4 / 9/4)
[1705918] ['3/4', '4/3', '4/3', '4/9', '9/8'] -> 4/3 / 4/9 / (9/8 - 3/4 * 4/3)
[1705920] ['3/4', '4/3', '4/3', '5/2', '5/3'] -> 5/2 / (5/3 - (3/4 + 4/3) / 4/3)
[1705925] ['3/4', '4/3', '4/3', '5/2', '5/9'] -> (4/3 + 4/3 * 5/2) / (3/4 - 5/9)
[1705926] ['3/4', '4/3', '4/3', '5/2', '6/5'] -> 6/5 / (4/3 - 4/3 / 5/2 - 3/4)
[1705930] ['3/4', '4/3', '4/3', '5/2', '7/4'] -> 7/4 / (3/4 * 5/2 / 4/3 - 4/3)
[1705932] ['3/4', '4/3', '4/3', '5/2', '7/6'] -> 5/2 / ((3/4 + 7/6) / 4/3 - 4/3)
[1705933] ['3/4', '4/3', '4/3', '5/2', '7/8'] -> 5/2 / (3/4 / 4/3 + 7/8 - 4/3)
[1705935] ['3/4', '4/3', '4/3', '5/2', '8/3'] -> 5/2 / ((8/3 - 3/4) / 4/3 - 4/3)
[1705939] ['3/4', '4/3', '4/3', '5/2', '9/2'] -> 9/2 / (5/2 / (4/3 + 4/3) - 3/4)
[1705941] ['3/4', '4/3', '4/3', '5/2', '9/5'] -> 4/3 / 5/2 / (9/5 - 4/3 / 3/4)
[1705946] ['3/4', '4/3', '4/3', '5/3', '5/6'] -> (4/3 + 5/3) / (3/4 - 5/6 / 4/3)
[1705957] ['3/4', '4/3', '4/3', '5/3', '7/8'] -> (4/3 + 5/3) / (3/4 * 4/3 - 7/8)
[1705960] ['3/4', '4/3', '4/3', '5/3', '8/5'] -> 8/5 / 4/3 / (4/3 / 5/3 - 3/4)
[1705967] ['3/4', '4/3', '4/3', '5/3', '9/8'] -> (4/3 + 5/3) / (9/8 - 3/4 * 4/3)
[1705971] ['3/4', '4/3', '4/3', '5/4', '5/8'] -> (4/3 + 4/3 * 5/4) / (3/4 - 5/8)
[1705973] ['3/4', '4/3', '4/3', '5/4', '6/5'] -> 6/5 / (4/3 / 4/3 / 5/4 - 3/4)
[1705980] ['3/4', '4/3', '4/3', '5/4', '7/8'] -> (4/3 + 4/3 * 5/4) / (7/8 - 3/4)
[1705983] ['3/4', '4/3', '4/3', '5/4', '8/5'] -> 8/5 / (4/3 / 5/4 - 3/4 * 4/3)
[1705997] ['3/4', '4/3', '4/3', '5/6', '7/2'] -> 7/2 / (4/3 - (3/4 + 5/6) / 4/3)
[1706008] ['3/4', '4/3', '4/3', '5/6', '9/2'] -> 4/3 * 9/2 / (3/4 + 5/6 - 4/3)
[1706009] ['3/4', '4/3', '4/3', '5/6', '9/4'] -> 4/3 * 9/4 / (3/4 - 5/6 / 4/3)
[1706012] ['3/4', '4/3', '4/3', '5/6', '9/8'] -> 4/3 * 4/3 * 9/8 / (5/6 - 3/4)
[1706016] ['3/4', '4/3', '4/3', '5/7', '6/5'] -> 6/5 / (3/4 / 5/7 - 4/3 / 4/3)
[1706022] ['3/4', '4/3', '4/3', '5/7', '7/6'] -> 4/3 / (3/4 - 5/7) / 4/3 / 7/6
[1706026] ['3/4', '4/3', '4/3', '5/7', '8/5'] -> 8/5 / (3/4 * 4/3 / 5/7 - 4/3)
[1706036] ['3/4', '4/3', '4/3', '5/8', '6/5'] -> 6/5 / (4/3 / 5/8 - 3/4 - 4/3)
[1706038] ['3/4', '4/3', '4/3', '5/8', '7/2'] -> 7/2 / (4/3 - 3/4 / 4/3 - 5/8)
[1706041] ['3/4', '4/3', '4/3', '5/8', '7/5'] -> 3/4 * 4/3 / 5/8 / (7/5 - 4/3)
[1706050] ['3/4', '4/3', '4/3', '5/8', '9/4'] -> 9/4 / (3/4 / 4/3 - 5/8 / 4/3)
[1706055] ['3/4', '4/3', '4/3', '5/9', '6/5'] -> 4/3 / 3/4 / 5/9 / (4/3 - 6/5)
[1706057] ['3/4', '4/3', '4/3', '5/9', '7/2'] -> 7/2 / (3/4 / 4/3 - 5/9 / 4/3)
[1706059] ['3/4', '4/3', '4/3', '5/9', '7/4'] -> (4/3 + 4/3) * 7/4 / (3/4 - 5/9)
[1706064] ['3/4', '4/3', '4/3', '5/9', '8/3'] -> 8/3 / (4/3 + 5/9 - 4/3 / 3/4)
[1706067] ['3/4', '4/3', '4/3', '5/9', '8/9'] -> 8/9 / 4/3 / (4/3 - 3/4 - 5/9)
[1706078] ['3/4', '4/3', '4/3', '6/5', '7/5'] -> (4/3 + 7/5 / 3/4) / (4/3 - 6/5)
[1706082] ['3/4', '4/3', '4/3', '6/5', '8/3'] -> 8/3 / (4/3 / 6/5 - 3/4 * 4/3)
[1706083] ['3/4', '4/3', '4/3', '6/5', '8/5'] -> 6/5 / (4/3 * 8/5 - 3/4 - 4/3)
[1706102] ['3/4', '4/3', '4/3', '6/7', '8/9'] -> (4/3 + 4/3) / (6/7 - 3/4) - 8/9
[1706104] ['3/4', '4/3', '4/3', '6/7', '9/4'] -> 6/7 / (4/3 / (4/3 - 3/4) - 9/4)
[1706110] ['3/4', '4/3', '4/3', '7/2', '7/4'] -> 7/2 / (3/4 / 4/3 + 4/3 - 7/4)
[1706114] ['3/4', '4/3', '4/3', '7/2', '7/9'] -> 4/3 * 7/2 / (3/4 + 7/9 - 4/3)
[1706138] ['3/4', '4/3', '4/3', '7/3', '9/8'] -> 7/3 / (3/4 + 9/8 - 4/3 * 4/3)
[1706142] ['3/4', '4/3', '4/3', '7/4', '7/8'] -> 7/4 / (3/4 + 7/8 / 4/3 - 4/3)
[1706144] ['3/4', '4/3', '4/3', '7/4', '8/3'] -> 4/3 / (4/3 - 3/4 * 7/4) / 8/3
[1706148] ['3/4', '4/3', '4/3', '7/4', '9/2'] -> 9/2 / (7/4 - (3/4 + 4/3) / 4/3)
[1706149] ['3/4', '4/3', '4/3', '7/4', '9/4'] -> 9/4 / (3/4 - 7/4 / (4/3 + 4/3))
[1706157] ['3/4', '4/3', '4/3', '7/5', '8/3'] -> 4/3 / (7/5 - 4/3) / 3/4 - 8/3
[1706159] ['3/4', '4/3', '4/3', '7/5', '8/7'] -> 8/7 / (3/4 * 4/3 - 4/3 / 7/5)
[1706169] ['3/4', '4/3', '4/3', '7/6', '8/3'] -> (4/3 + 8/3) / (7/6 - 3/4 * 4/3)
[1706172] ['3/4', '4/3', '4/3', '7/6', '8/9'] -> 4/3 * (4/3 + 7/6) / (8/9 - 3/4)
[1706187] ['3/4', '4/3', '4/3', '7/8', '9/7'] -> 3/4 * 4/3 / 7/8 / (4/3 - 9/7)
[1706188] ['3/4', '4/3', '4/3', '7/8', '9/8'] -> (4/3 + 4/3) * 9/8 / (7/8 - 3/4)
[1706192] ['3/4', '4/3', '4/3', '7/9', '8/7'] -> 8/7 / (4/3 - 3/4 * 4/3 / 7/9)
[1706194] ['3/4', '4/3', '4/3', '7/9', '9/2'] -> 9/2 / (4/3 - (3/4 + 7/9) / 4/3)
[1706199] ['3/4', '4/3', '4/3', '8/3', '8/3'] -> 8/3 / ((3/4 + 4/3) * 4/3 - 8/3)
[1706200] ['3/4', '4/3', '4/3', '8/3', '8/5'] -> 8/3 / 4/3 / (4/3 / 8/5 - 3/4)
[1706227] ['3/4', '4/3', '4/3', '8/9', '9/7'] -> 8/9 / (4/3 / 9/7 - 3/4 * 4/3)
[1706234] ['3/4', '4/3', '4/3', '9/4', '9/4'] -> 9/4 / (9/4 / (4/3 + 4/3) - 3/4)
[1706238] ['3/4', '4/3', '4/3', '9/5', '9/5'] -> 9/5 / (3/4 - 9/5 / (4/3 + 4/3))
[1706244] ['3/4', '4/3', '4/5', '4/5', '4/5'] -> (4/5 + 4/5) / (4/5 - 3/4) / 4/3
[1706249] ['3/4', '4/3', '4/5', '4/5', '5/4'] -> 4/5 / (3/4 + 4/3 - 4/5 - 5/4)
[1706252] ['3/4', '4/3', '4/5', '4/5', '5/8'] -> 4/5 / 4/5 / (3/4 + 5/8 - 4/3)
[1706255] ['3/4', '4/3', '4/5', '4/5', '6/7'] -> 4/5 / (3/4 - 4/3) / (4/5 - 6/7)
[1706261] ['3/4', '4/3', '4/5', '4/5', '7/8'] -> (3/4 * 4/3 + 4/5) / (7/8 - 4/5)
[1706264] ['3/4', '4/3', '4/5', '4/5', '8/5'] -> 8/5 / (3/4 * 4/5 + 4/5 - 4/3)
[1706266] ['3/4', '4/3', '4/5', '4/5', '8/9'] -> 4/3 * 4/5 / (4/5 - 3/4) / 8/9
[1706271] ['3/4', '4/3', '4/5', '4/5', '9/8'] -> 4/3 * 4/5 / (4/5 - 3/4) * 9/8
[1706279] ['3/4', '4/3', '4/5', '4/7', '5/8'] -> 5/8 / ((4/3 - 3/4 / 4/7) / 4/5)
[1706281] ['3/4', '4/3', '4/5', '4/7', '6/5'] -> 6/5 / (3/4 * (4/5 / 4/7 - 4/3))
[1706291] ['3/4', '4/3', '4/5', '4/7', '8/5'] -> 4/5 / (4/3 - 3/4 / 4/7) / 8/5
[1706292] ['3/4', '4/3', '4/5', '4/7', '8/7'] -> 8/7 / (4/3 * (3/4 - 4/7 / 4/5))
[1706295] ['3/4', '4/3', '4/5', '4/7', '9/4'] -> 3/4 / (4/5 / 4/3 - 4/7) - 9/4
[1706300] ['3/4', '4/3', '4/5', '4/9', '5/2'] -> 4/3 / (4/5 - 3/4) / 4/9 / 5/2
[1706309] ['3/4', '4/3', '4/5', '4/9', '7/2'] -> 4/3 / (3/4 - 4/9 / 4/5) * 7/2
[1706313] ['3/4', '4/3', '4/5', '4/9', '7/6'] -> 7/6 / (3/4 / 4/5 + 4/9 - 4/3)
[1706316] ['3/4', '4/3', '4/5', '4/9', '8/3'] -> 8/3 / (4/5 * (4/3 - 3/4 - 4/9))
[1706325] ['3/4', '4/3', '4/5', '5/2', '5/2'] -> 5/2 / ((3/4 + 4/3) / 4/5 - 5/2)
[1706346] ['3/4', '4/3', '4/5', '5/2', '9/4'] -> 4/3 / (4/5 - 3/4) / 5/2 * 9/4
[1706347] ['3/4', '4/3', '4/5', '5/2', '9/5'] -> 9/5 / (3/4 * (5/2 - 4/3) - 4/5)
[1706365] ['3/4', '4/3', '4/5', '5/3', '8/3'] -> 8/3 / (4/3 * (4/5 - 3/4) * 5/3)
[1706368] ['3/4', '4/3', '4/5', '5/3', '8/9'] -> (4/3 / 4/5 + 5/3) / (8/9 - 3/4)
[1706379] ['3/4', '4/3', '4/5', '5/4', '6/5'] -> 6/5 / 3/4 / (4/5 * (4/3 - 5/4))
[1706389] ['3/4', '4/3', '4/5', '5/4', '8/5'] -> 8/5 / (3/4 / 5/4 - (4/3 - 4/5))
[1706391] ['3/4', '4/3', '4/5', '5/4', '8/9'] -> 4/3 / (4/5 - 3/4) / 5/4 / 8/9
[1706396] ['3/4', '4/3', '4/5', '5/4', '9/8'] -> 4/3 / (4/5 - 3/4) / 5/4 * 9/8
[1706400] ['3/4', '4/3', '4/5', '5/6', '5/9'] -> 4/3 / (3/4 / 5/6 - 4/5) / 5/9
[1706410] ['3/4', '4/3', '4/5', '5/6', '8/3'] -> 8/3 / (4/3 * (3/4 - 4/5 * 5/6))
[1706416] ['3/4', '4/3', '4/5', '5/6', '9/5'] -> 4/3 / (3/4 / 5/6 - 4/5) * 9/5
[1706433] ['3/4', '4/3', '4/5', '5/7', '8/7'] -> 8/7 / (4/3 * (4/5 - 3/4) * 5/7)
[1706435] ['3/4', '4/3', '4/5', '5/7', '9/2'] -> 4/3 / (3/4 / 5/7 - 4/5) * 9/2
[1706441] ['3/4', '4/3', '4/5', '5/8', '5/9'] -> 4/3 / (3/4 - 5/8) / 4/5 / 5/9
[1706442] ['3/4', '4/3', '4/5', '5/8', '6/5'] -> 6/5 / (4/5 * (5/8 - 3/4 / 4/3))
[1706455] ['3/4', '4/3', '4/5', '5/8', '9/2'] -> 4/3 / (3/4 - 4/5 * 5/8) * 9/2
[1706456] ['3/4', '4/3', '4/5', '5/8', '9/4'] -> 9/4 / ((3/4 - 4/5 / 4/3) * 5/8)
[1706457] ['3/4', '4/3', '4/5', '5/8', '9/5'] -> 4/3 / (3/4 - 5/8) / 4/5 * 9/5
[1706461] ['3/4', '4/3', '4/5', '5/9', '6/5'] -> 4/5 / (4/3 - 3/4 - 5/9) / 6/5
[1706473] ['3/4', '4/3', '4/5', '5/9', '8/9'] -> 8/9 / (4/3 * (4/5 - 3/4) * 5/9)
[1706488] ['3/4', '4/3', '4/5', '6/5', '8/3'] -> 8/3 / (4/3 * (3/4 - 4/5 / 6/5))
[1706489] ['3/4', '4/3', '4/5', '6/5', '8/5'] -> 8/5 / (4/3 / 4/5 - 6/5 / 3/4)
[1706506] ['3/4', '4/3', '4/5', '6/7', '8/5'] -> 8/5 / (3/4 * 4/3 - 4/5 / 6/7)
[1706512] ['3/4', '4/3', '4/5', '6/7', '9/7'] -> 9/7 / (6/7 / 4/3 / 4/5 - 3/4)
[1706536] ['3/4', '4/3', '4/5', '7/3', '8/3'] -> 8/3 / (7/3 - 4/3 / 3/4 / 4/5)
[1706550] ['3/4', '4/3', '4/5', '7/4', '8/3'] -> 3/4 / (7/4 - 4/3 / 4/5) * 8/3
[1706554] ['3/4', '4/3', '4/5', '7/4', '9/2'] -> (4/3 + 4/5) * (3/4 + 7/4) * 9/2
[1706555] ['3/4', '4/3', '4/5', '7/4', '9/4'] -> 7/4 / (4/5 - 3/4) / 4/3 - 9/4
[1706561] ['3/4', '4/3', '4/5', '7/5', '7/8'] -> 7/5 / (4/5 - 3/4) / 4/3 / 7/8
[1706564] ['3/4', '4/3', '4/5', '7/5', '8/5'] -> 8/5 / (4/3 * (7/5 - 3/4) - 4/5)
[1706565] ['3/4', '4/3', '4/5', '7/5', '8/7'] -> 7/5 / (4/5 - 3/4) / 4/3 * 8/7
[1706568] ['3/4', '4/3', '4/5', '7/5', '9/4'] -> 9/4 / (3/4 - 7/5 / (4/3 + 4/5))
[1706575] ['3/4', '4/3', '4/5', '7/6', '8/3'] -> 8/3 / (4/3 / 4/5 - 7/6 / 3/4)
[1706576] ['3/4', '4/3', '4/5', '7/6', '8/5'] -> 8/5 / (3/4 * 4/3 - 4/5 * 7/6)
[1706580] ['3/4', '4/3', '4/5', '7/6', '9/4'] -> 9/4 / (3/4 * (7/6 / 4/5 - 4/3))
[1706586] ['3/4', '4/3', '4/5', '7/8', '8/3'] -> 4/3 / (3/4 - 4/5 * 7/8) - 8/3
[1706591] ['3/4', '4/3', '4/5', '7/8', '9/4'] -> 9/4 / (7/8 / 4/5 - 3/4 * 4/3)
[1706594] ['3/4', '4/3', '4/5', '7/8', '9/8'] -> 9/8 / ((3/4 / 4/5 - 7/8) / 4/3)
[1706596] ['3/4', '4/3', '4/5', '7/9', '8/3'] -> 8/3 / (4/3 - 4/5 * (3/4 + 7/9))
[1706599] ['3/4', '4/3', '4/5', '7/9', '8/9'] -> 8/9 / (4/3 - 7/9 / 3/4 / 4/5)
[1706611] ['3/4', '4/3', '4/5', '8/3', '9/5'] -> 8/3 / (3/4 * 4/3 - 4/5) * 9/5
[1706618] ['3/4', '4/3', '4/5', '8/5', '9/4'] -> 8/5 / (3/4 - 4/5 / 4/3) * 9/4
[1706626] ['3/4', '4/3', '4/5', '8/7', '9/5'] -> 9/5 / (3/4 * 4/3 / 8/7 - 4/5)
[1706646] ['3/4', '4/3', '4/5', '9/5', '9/8'] -> 9/5 / (4/5 - 3/4) / 4/3 / 9/8
[1706651] ['3/4', '4/3', '4/7', '4/7', '4/9'] -> (4/3 + 4/7) / (3/4 - 4/7) / 4/9
[1706656] ['3/4', '4/3', '4/7', '4/7', '5/7'] -> (4/7 + 4/7) / 4/3 / (3/4 - 5/7)
[1706657] ['3/4', '4/3', '4/7', '4/7', '5/8'] -> 4/7 / 4/7 / (3/4 + 5/8 - 4/3)
[1706666] ['3/4', '4/3', '4/7', '4/7', '7/8'] -> 4/7 * 7/8 / (4/3 - 3/4 / 4/7)
[1706668] ['3/4', '4/3', '4/7', '4/7', '8/3'] -> 4/7 / (4/7 - 3/4 / 4/3) / 8/3
[1706670] ['3/4', '4/3', '4/7', '4/7', '8/7'] -> 4/7 / (4/3 - 3/4 / 4/7) / 8/7
[1706671] ['3/4', '4/3', '4/7', '4/7', '8/9'] -> (4/3 + 4/7) / 4/7 / (8/9 - 3/4)
[1706672] ['3/4', '4/3', '4/7', '4/7', '9/2'] -> 4/3 * 9/2 / (4/7 / 4/7 - 3/4)
[1706673] ['3/4', '4/3', '4/7', '4/7', '9/4'] -> (4/3 + 4/7) / (3/4 - 4/7) * 9/4
[1706686] ['3/4', '4/3', '4/7', '4/9', '6/7'] -> 6/7 / (3/4 * (4/3 - 4/7 / 4/9))
[1706687] ['3/4', '4/3', '4/7', '4/9', '7/2'] -> 4/3 / (4/9 - 3/4 * 4/7) / 7/2
[1706702] ['3/4', '4/3', '4/7', '4/9', '9/8'] -> 4/9 / (4/3 - 3/4 / 4/7) * 9/8
[1706705] ['3/4', '4/3', '4/7', '5/2', '5/4'] -> 5/4 / ((4/3 - 3/4 / 4/7) * 5/2)
[1706712] ['3/4', '4/3', '4/7', '5/2', '7/2'] -> 7/2 / (3/4 / 4/7 + 4/3 - 5/2)
[1706718] ['3/4', '4/3', '4/7', '5/2', '7/9'] -> 4/3 * 5/2 / (3/4 - 4/7) / 7/9
[1706726] ['3/4', '4/3', '4/7', '5/2', '9/7'] -> 4/3 * 5/2 / (3/4 - 4/7) * 9/7
[1706730] ['3/4', '4/3', '4/7', '5/3', '5/6'] -> 5/6 / ((4/3 - 3/4 / 4/7) * 5/3)
[1706735] ['3/4', '4/3', '4/7', '5/3', '6/7'] -> 6/7 / (3/4 - 4/7 * 5/3 / 4/3)
[1706736] ['3/4', '4/3', '4/7', '5/3', '7/2'] -> 4/7 / (4/3 - 3/4 * 5/3) * 7/2
[1706743] ['3/4', '4/3', '4/7', '5/3', '8/3'] -> 8/3 / (4/3 / 4/7 - 5/3 / 3/4)
[1706747] ['3/4', '4/3', '4/7', '5/3', '9/2'] -> (4/3 / 4/7 + 5/3) / 3/4 * 9/2
[1706755] ['3/4', '4/3', '4/7', '5/4', '5/8'] -> 5/8 / ((4/3 - 3/4 / 4/7) * 5/4)
[1706758] ['3/4', '4/3', '4/7', '5/4', '6/7'] -> 6/7 / (3/4 * 4/7 * (4/3 - 5/4))
[1706765] ['3/4', '4/3', '4/7', '5/4', '7/9'] -> 4/3 / (3/4 + 4/7 - 5/4) / 7/9
[1706768] ['3/4', '4/3', '4/7', '5/4', '8/7'] -> 8/7 / (4/3 * (3/4 - 4/7 * 5/4))
[1706771] ['3/4', '4/3', '4/7', '5/4', '9/4'] -> 9/4 / (3/4 - 5/4 / (4/3 + 4/7))
[1706773] ['3/4', '4/3', '4/7', '5/4', '9/7'] -> 4/3 / (3/4 + 4/7 - 5/4) * 9/7
[1706774] ['3/4', '4/3', '4/7', '5/4', '9/8'] -> 9/8 / ((3/4 / 4/7 - 5/4) / 4/3)
[1706780] ['3/4', '4/3', '4/7', '5/6', '6/7'] -> 4/3 / (5/6 - 3/4) / 4/7 * 6/7
[1706785] ['3/4', '4/3', '4/7', '5/6', '7/6'] -> 4/3 / (5/6 - 3/4) / 4/7 / 7/6
[1706791] ['3/4', '4/3', '4/7', '5/6', '8/9'] -> 4/3 / (3/4 * 5/6 - 4/7) - 8/9
[1706792] ['3/4', '4/3', '4/7', '5/6', '9/2'] -> 9/2 / ((4/3 - 3/4) / 4/7 - 5/6)
[1706793] ['3/4', '4/3', '4/7', '5/6', '9/4'] -> 9/4 / (3/4 * (5/6 / 4/7 - 4/3))
[1706806] ['3/4', '4/3', '4/7', '5/7', '7/6'] -> 4/3 / (4/7 / 3/4 - 5/7) / 7/6
[1706807] ['3/4', '4/3', '4/7', '5/7', '7/8'] -> 3/4 / (4/7 - 5/7 / 4/3) / 7/8
[1706810] ['3/4', '4/3', '4/7', '5/7', '8/5'] -> 8/5 / (4/3 * (4/7 / 5/7 - 3/4))
[1706821] ['3/4', '4/3', '4/7', '5/8', '6/7'] -> 6/7 / (4/7 * (5/8 - 3/4 / 4/3))
[1706822] ['3/4', '4/3', '4/7', '5/8', '7/2'] -> 4/7 / (4/3 * 5/8 - 3/4) * 7/2
[1706824] ['3/4', '4/3', '4/7', '5/8', '7/4'] -> 4/7 / (3/4 + 5/8 - 4/3) * 7/4
[1706831] ['3/4', '4/3', '4/7', '5/8', '8/7'] -> 8/7 / (4/7 * (4/3 * 5/8 - 3/4))
[1706834] ['3/4', '4/3', '4/7', '5/8', '9/4'] -> 9/4 / (5/8 / 4/7 - 3/4 * 4/3)
[1706840] ['3/4', '4/3', '4/7', '5/9', '6/7'] -> 4/7 / (4/3 - 3/4 - 5/9) / 6/7
[1706845] ['3/4', '4/3', '4/7', '5/9', '7/6'] -> 4/7 / (4/3 - 3/4 - 5/9) * 7/6
[1706848] ['3/4', '4/3', '4/7', '5/9', '8/3'] -> 5/9 / (4/3 - 3/4 / 4/7) - 8/3
[1706851] ['3/4', '4/3', '4/7', '5/9', '8/9'] -> 8/9 / (4/3 - 5/9 / 3/4 / 4/7)
[1706869] ['3/4', '4/3', '4/7', '6/5', '8/9'] -> 4/3 / (3/4 / 6/5 - 4/7) - 8/9
[1706882] ['3/4', '4/3', '4/7', '6/7', '7/9'] -> 4/3 / (3/4 * 6/7 - 4/7) / 7/9
[1706883] ['3/4', '4/3', '4/7', '6/7', '8/3'] -> 8/3 / (4/3 * (3/4 - 4/7 / 6/7))
[1706885] ['3/4', '4/3', '4/7', '6/7', '8/7'] -> 8/7 / (4/3 - 3/4 * 4/7 - 6/7)
[1706887] ['3/4', '4/3', '4/7', '6/7', '9/2'] -> 4/7 / (3/4 - 6/7 / 4/3) * 9/2
[1706892] ['3/4', '4/3', '4/7', '7/2', '7/2'] -> 7/2 / ((3/4 + 4/3) / 4/7 - 7/2)
[1706894] ['3/4', '4/3', '4/7', '7/2', '7/4'] -> 7/4 / ((4/3 - 3/4 / 4/7) * 7/2)
[1706901] ['3/4', '4/3', '4/7', '7/2', '8/7'] -> 8/7 / (3/4 * 4/7 - 4/3 / 7/2)
[1706911] ['3/4', '4/3', '4/7', '7/3', '7/6'] -> 7/6 / ((4/3 - 3/4 / 4/7) * 7/3)
[1706918] ['3/4', '4/3', '4/7', '7/3', '9/2'] -> 4/3 / (4/7 - 3/4 / 7/3) * 9/2
