[2000011] ['5/2', '5/2', '5/2', '5/2', '5/8'] -> ((((5/2 + 5/2) * 5/2) + 5/2) / 5/8)
[2048745] ['5/4', '6/7', '7/6', '7/6', '8/5'] -> (8/5 / ((6/7 * 7/6) - (7/6 / 5/4)))
[2048755] ['5/4', '6/7', '7/6', '7/8', '8/3'] -> (((6/7 * 7/8) / (5/4 - 7/6)) * 8/3)
[2048756] ['5/4', '6/7', '7/6', '7/8', '8/5'] -> (8/5 / (((7/6 / 5/4) - 6/7) * 7/8))
[2048759] ['5/4', '6/7', '7/6', '7/8', '9/2'] -> (9/2 / (((5/4 / 7/6) - 6/7) * 7/8))
[2048760] ['5/4', '6/7', '7/6', '7/8', '9/4'] -> (9/4 / ((5/4 * 7/8) - (6/7 * 7/6)))
[2048761] ['5/4', '6/7', '7/6', '7/8', '9/5'] -> (9/5 / (7/8 - ((6/7 * 7/6) / 5/4)))
[2048764] ['5/4', '6/7', '7/6', '7/9', '7/9'] -> (7/9 / (7/6 - ((5/4 * 7/9) / 6/7)))
[2048776] ['5/4', '6/7', '7/6', '8/3', '8/7'] -> (8/7 / ((6/7 * (8/3 - 5/4)) - 7/6))
[2048779] ['5/4', '6/7', '7/6', '8/3', '9/4'] -> ((8/3 / (5/4 - (6/7 * 7/6))) * 9/4)
[2048784] ['5/4', '6/7', '7/6', '8/5', '8/7'] -> ((8/5 / ((7/6 / 5/4) - 6/7)) * 8/7)
[2048786] ['5/4', '6/7', '7/6', '8/5', '9/2'] -> (9/2 / (6/7 - ((5/4 / 7/6) / 8/5)))
[2048794] ['5/4', '6/7', '7/6', '8/7', '9/4'] -> (9/4 / ((5/4 / 8/7) - (6/7 * 7/6)))
[2048802] ['5/4', '6/7', '7/6', '8/9', '9/7'] -> (9/7 / (6/7 * ((7/6 / 8/9) - 5/4)))
[2048804] ['5/4', '6/7', '7/6', '9/2', '9/2'] -> (((5/4 + (9/2 / 6/7)) - 7/6) * 9/2)
[2048825] ['5/4', '6/7', '7/8', '7/8', '9/2'] -> ((9/2 / 6/7) / ((5/4 * 7/8) - 7/8))
[2048826] ['5/4', '6/7', '7/8', '7/8', '9/4'] -> ((5/4 + 9/4) / ((7/8 / 6/7) - 7/8))
[2048838] ['5/4', '6/7', '7/8', '7/9', '9/7'] -> (9/7 / ((7/8 / 7/9) - (5/4 * 6/7)))
[2048845] ['5/4', '6/7', '7/8', '8/3', '9/4'] -> (((5/4 / (7/8 - 6/7)) / 8/3) - 9/4)
[2048847] ['5/4', '6/7', '7/8', '8/3', '9/7'] -> (9/7 / ((5/4 - (6/7 / 8/3)) - 7/8))
[2048849] ['5/4', '6/7', '7/8', '8/5', '8/5'] -> (8/5 / (((5/4 / 6/7) / 7/8) - 8/5))
[2048855] ['5/4', '6/7', '7/8', '8/5', '9/7'] -> (9/7 / ((5/4 * (8/5 - 6/7)) - 7/8))
[2048884] ['5/4', '6/7', '7/8', '9/8', '9/8'] -> (9/8 / (7/8 * (9/8 - (5/4 * 6/7))))
[2048885] ['5/4', '6/7', '7/9', '7/9', '7/9'] -> (6/7 / (((7/9 / 7/9) / 7/9) - 5/4))
[2048934] ['5/4', '6/7', '7/9', '9/5', '9/5'] -> (9/5 / (((5/4 / 6/7) / 7/9) - 9/5))
[2048963] ['5/4', '6/7', '8/3', '8/7', '9/8'] -> (((9/8 * 8/3) * 6/7) / (5/4 - 8/7))
[2048971] ['5/4', '6/7', '8/3', '9/2', '9/4'] -> ((8/3 * ((9/2 / 6/7) - 5/4)) * 9/4)
[2048973] ['5/4', '6/7', '8/3', '9/2', '9/7'] -> ((((5/4 + 6/7) * 8/3) * 9/2) - 9/7)
[2048977] ['5/4', '6/7', '8/3', '9/4', '9/7'] -> ((9/7 * 8/3) / ((9/4 - 5/4) - 6/7))
[2048988] ['5/4', '6/7', '8/5', '8/5', '9/2'] -> (((8/5 / (8/5 - 5/4)) / 6/7) * 9/2)
[2049016] ['5/4', '6/7', '8/5', '9/5', '9/7'] -> (9/7 / ((9/5 / 8/5) - (5/4 * 6/7)))
[2049028] ['5/4', '6/7', '8/7', '8/9', '8/9'] -> ((6/7 / (8/7 - (5/4 * 8/9))) * 8/9)
[2049030] ['5/4', '6/7', '8/7', '8/9', '9/4'] -> ((8/9 / ((8/7 / 6/7) - 5/4)) * 9/4)
[2049033] ['5/4', '6/7', '8/7', '8/9', '9/8'] -> ((6/7 / (8/7 - (5/4 * 8/9))) / 9/8)
[2049034] ['5/4', '6/7', '8/7', '9/2', '9/2'] -> ((((8/7 + 9/2) / 6/7) - 5/4) * 9/2)
[2049042] ['5/4', '6/7', '8/7', '9/4', '9/8'] -> ((9/4 / ((8/7 / 6/7) - 5/4)) / 9/8)
[2049046] ['5/4', '6/7', '8/7', '9/7', '9/7'] -> (9/7 / ((9/7 / 8/7) - (5/4 * 6/7)))
[2049074] ['5/4', '6/7', '9/2', '9/2', '9/8'] -> (((5/4 * 9/2) * 9/2) - (9/8 / 6/7))
[2049107] ['5/4', '7/2', '7/2', '7/2', '7/4'] -> (((7/2 + 7/2) * 7/2) + (5/4 - 7/4))
[2049116] ['5/4', '7/2', '7/2', '7/2', '9/2'] -> (((5/4 + 7/2) + 7/2) + (7/2 * 9/2))
[2049121] ['5/4', '7/2', '7/2', '7/3', '7/3'] -> ((5/4 + (7/2 * (7/2 + 7/3))) + 7/3)
[2049122] ['5/4', '7/2', '7/2', '7/3', '7/4'] -> ((7/2 / ((5/4 + 7/3) - 7/2)) / 7/4)
[2049127] ['5/4', '7/2', '7/2', '7/3', '8/3'] -> ((((5/4 / 7/2) + 7/2) * 7/3) * 8/3)
[2049133] ['5/4', '7/2', '7/2', '7/3', '9/5'] -> ((((7/2 * 7/2) + 7/3) - 5/4) * 9/5)
[2049140] ['5/4', '7/2', '7/2', '7/4', '7/9'] -> ((5/4 + 7/4) * (7/2 + (7/2 / 7/9)))
[2049143] ['5/4', '7/2', '7/2', '7/4', '8/7'] -> (((7/2 + 7/2) * (5/4 + 7/4)) * 8/7)
[2049148] ['5/4', '7/2', '7/2', '7/4', '9/7'] -> ((5/4 + 7/4) * (7/2 + (7/2 * 9/7)))
[2049163] ['5/4', '7/2', '7/2', '7/6', '7/6'] -> ((7/2 + 7/2) / ((5/4 * 7/6) - 7/6))
[2049165] ['5/4', '7/2', '7/2', '7/6', '7/9'] -> ((5/4 + (7/2 * 7/6)) * (7/2 / 7/9))
[2049167] ['5/4', '7/2', '7/2', '7/6', '8/5'] -> (8/5 / ((7/2 / 7/2) - (7/6 / 5/4)))
[2049176] ['5/4', '7/2', '7/2', '7/8', '7/9'] -> (((7/2 + 7/2) / (5/4 - 7/8)) / 7/9)
[2049181] ['5/4', '7/2', '7/2', '7/8', '9/2'] -> (((5/4 + 7/2) * 9/2) - (7/8 - 7/2))
[2049182] ['5/4', '7/2', '7/2', '7/8', '9/4'] -> (9/4 / ((5/4 * 7/8) - (7/2 / 7/2)))
[2049183] ['5/4', '7/2', '7/2', '7/8', '9/5'] -> (9/5 / (7/8 - ((7/2 / 5/4) / 7/2)))
[2049184] ['5/4', '7/2', '7/2', '7/8', '9/7'] -> (((7/2 + 7/2) / (5/4 - 7/8)) * 9/7)
[2049185] ['5/4', '7/2', '7/2', '7/8', '9/8'] -> ((7/2 / (5/4 - 9/8)) - (7/2 / 7/8))
[2049216] ['5/4', '7/2', '7/2', '8/7', '9/4'] -> (9/4 / ((5/4 / 8/7) - (7/2 / 7/2)))
[2049220] ['5/4', '7/2', '7/2', '8/9', '8/9'] -> ((5/4 + (7/2 * 7/2)) * (8/9 + 8/9))
[2049255] ['5/4', '7/2', '7/3', '7/3', '9/8'] -> (((7/3 / 7/2) + 7/3) / (5/4 - 9/8))
[2049256] ['5/4', '7/2', '7/3', '7/4', '7/4'] -> ((7/2 / ((7/3 / 7/4) - 5/4)) / 7/4)
[2049259] ['5/4', '7/2', '7/3', '7/4', '7/8'] -> ((7/4 / ((5/4 + 7/3) - 7/2)) / 7/8)
[2049266] ['5/4', '7/2', '7/3', '7/4', '9/4'] -> ((7/2 * (7/3 + (5/4 / 7/4))) * 9/4)
[2049270] ['5/4', '7/2', '7/3', '7/5', '7/5'] -> (7/5 / ((5/4 * (7/2 - 7/3)) - 7/5))
[2049272] ['5/4', '7/2', '7/3', '7/5', '7/8'] -> (((7/2 / (7/5 - 5/4)) - 7/3) / 7/8)
[2049276] ['5/4', '7/2', '7/3', '7/5', '8/7'] -> (((7/2 / (7/5 - 5/4)) - 7/3) * 8/7)
[2049286] ['5/4', '7/2', '7/3', '7/6', '8/3'] -> (8/3 / (((7/2 - 7/3) * 7/6) - 5/4))
[2049287] ['5/4', '7/2', '7/3', '7/6', '8/5'] -> (8/5 / (((7/2 / 5/4) / 7/6) - 7/3))
[2049291] ['5/4', '7/2', '7/3', '7/6', '9/4'] -> ((7/3 * (7/2 + (5/4 / 7/6))) * 9/4)
[2049301] ['5/4', '7/2', '7/3', '7/8', '9/2'] -> ((((7/2 + 7/3) / 5/4) / 7/8) * 9/2)
[2049317] ['5/4', '7/2', '7/3', '8/3', '8/5'] -> ((7/3 + ((5/4 + 7/2) * 8/3)) * 8/5)
[2049321] ['5/4', '7/2', '7/3', '8/3', '9/4'] -> ((8/3 / ((7/2 / 7/3) - 5/4)) * 9/4)
[2049335] ['5/4', '7/2', '7/3', '8/7', '9/2'] -> ((((7/2 + 7/3) * 8/7) / 5/4) * 9/2)
[2049346] ['5/4', '7/2', '7/3', '9/2', '9/2'] -> ((((5/4 * 7/3) / 7/2) + 9/2) * 9/2)
[2049349] ['5/4', '7/2', '7/3', '9/2', '9/7'] -> ((9/7 * 7/3) / (9/2 - (5/4 * 7/2)))
[2049352] ['5/4', '7/2', '7/3', '9/4', '9/5'] -> ((((5/4 + 7/2) * 7/3) + 9/4) * 9/5)
[2049355] ['5/4', '7/2', '7/3', '9/5', '9/5'] -> (9/5 / (((5/4 * 7/2) / 7/3) - 9/5))
[2049358] ['5/4', '7/2', '7/3', '9/7', '9/7'] -> ((9/7 * 7/3) / (7/2 * (9/7 - 5/4)))
[2049370] ['5/4', '7/2', '7/4', '7/4', '9/2'] -> (9/2 / ((5/4 * 7/4) - (7/2 / 7/4)))
[2049374] ['5/4', '7/2', '7/4', '7/4', '9/8'] -> (((7/2 + 7/4) / 7/4) / (5/4 - 9/8))
[2049385] ['5/4', '7/2', '7/4', '7/5', '9/5'] -> (((7/2 / (7/5 - 5/4)) / 7/4) * 9/5)
[2049391] ['5/4', '7/2', '7/4', '7/6', '8/3'] -> (((5/4 + 7/4) * (7/2 / 7/6)) * 8/3)
[2049392] ['5/4', '7/2', '7/4', '7/6', '8/5'] -> ((7/2 / ((7/4 / 5/4) - 7/6)) * 8/5)
[2049400] ['5/4', '7/2', '7/4', '7/8', '7/8'] -> ((7/2 + 7/4) / ((5/4 * 7/8) - 7/8))
[2049416] ['5/4', '7/2', '7/4', '7/9', '9/2'] -> ((5/4 + ((7/2 + 7/4) * 7/9)) * 9/2)
[2049426] ['5/4', '7/2', '7/4', '8/3', '9/4'] -> ((((7/2 + 7/4) - 5/4) * 8/3) * 9/4)
[2049428] ['5/4', '7/2', '7/4', '8/3', '9/7'] -> (((9/7 * 8/3) * 7/2) / (7/4 - 5/4))
[2049433] ['5/4', '7/2', '7/4', '8/5', '9/2'] -> (9/2 / (5/4 * ((7/2 - 7/4) - 8/5)))
[2049436] ['5/4', '7/2', '7/4', '8/5', '9/7'] -> ((9/7 * 7/2) / (5/4 * (7/4 - 8/5)))
[2049443] ['5/4', '7/2', '7/4', '8/7', '9/7'] -> ((9/7 * (7/2 / 7/4)) / (5/4 - 8/7))
[2049452] ['5/4', '7/2', '7/4', '9/2', '9/4'] -> ((7/2 * ((5/4 + 7/4) + 9/2)) - 9/4)
[2049493] ['5/4', '7/2', '7/5', '7/8', '8/3'] -> (((7/2 / (7/5 - 5/4)) / 7/8) - 8/3)
[2049497] ['5/4', '7/2', '7/5', '7/8', '9/2'] -> (((7/2 / (7/5 - 7/8)) / 5/4) * 9/2)
[2049516] ['5/4', '7/2', '7/5', '8/3', '9/2'] -> ((((7/2 * 8/3) / 5/4) / 7/5) * 9/2)
[2049538] ['5/4', '7/2', '7/5', '8/9', '9/4'] -> (((7/2 / (7/5 - 5/4)) / 8/9) - 9/4)
[2049559] ['5/4', '7/2', '7/6', '7/6', '7/9'] -> ((7/2 + 7/6) / (7/6 - (5/4 * 7/9)))
[2049561] ['5/4', '7/2', '7/6', '7/6', '8/5'] -> ((7/2 * 8/5) / (7/6 - (7/6 / 5/4)))
[2049562] ['5/4', '7/2', '7/6', '7/6', '8/7'] -> (((7/2 / 7/6) / 7/6) / (5/4 - 8/7))
[2049564] ['5/4', '7/2', '7/6', '7/6', '9/2'] -> (((7/2 + (5/4 / 7/6)) * 7/6) * 9/2)
[2049572] ['5/4', '7/2', '7/6', '7/8', '8/5'] -> (((5/4 * 7/2) / (7/6 - 7/8)) * 8/5)
[2049575] ['5/4', '7/2', '7/6', '7/8', '9/2'] -> ((5/4 + ((7/2 + 7/6) * 7/8)) * 9/2)
[2049581] ['5/4', '7/2', '7/6', '7/9', '8/3'] -> (8/3 / ((7/2 * (7/6 - 7/9)) - 5/4))
[2049592] ['5/4', '7/2', '7/6', '8/3', '8/7'] -> (8/7 / (7/6 - ((5/4 + 8/3) / 7/2)))
[2049597] ['5/4', '7/2', '7/6', '8/3', '9/7'] -> ((9/7 * 7/6) / ((7/2 / 8/3) - 5/4))
[2049602] ['5/4', '7/2', '7/6', '8/5', '9/2'] -> ((((7/2 + 7/6) / 5/4) + 8/5) * 9/2)
[2049603] ['5/4', '7/2', '7/6', '8/5', '9/4'] -> (((7/2 / (5/4 - 7/6)) / 8/5) - 9/4)
[2049604] ['5/4', '7/2', '7/6', '8/5', '9/5'] -> (((7/2 + 7/6) / (8/5 - 5/4)) * 9/5)
[2049609] ['5/4', '7/2', '7/6', '8/7', '9/2'] -> ((5/4 + ((7/2 + 7/6) / 8/7)) * 9/2)
[2049615] ['5/4', '7/2', '7/6', '8/9', '9/2'] -> ((7/2 + ((5/4 + 8/9) / 7/6)) * 9/2)
[2049620] ['5/4', '7/2', '7/6', '9/2', '9/2'] -> ((7/2 * ((5/4 / 7/6) + 9/2)) + 9/2)
[2049621] ['5/4', '7/2', '7/6', '9/2', '9/4'] -> (((5/4 * (7/2 + 7/6)) * 9/2) - 9/4)
[2049622] ['5/4', '7/2', '7/6', '9/2', '9/5'] -> ((((7/2 * 9/2) - 5/4) - 7/6) * 9/5)
[2049627] ['5/4', '7/2', '7/6', '9/4', '9/7'] -> (((7/2 / (5/4 - 7/6)) / 9/4) * 9/7)
[2049641] ['5/4', '7/2', '7/8', '7/8', '9/2'] -> (((5/4 + 7/8) + 7/8) * (7/2 + 9/2))
[2049642] ['5/4', '7/2', '7/8', '7/8', '9/4'] -> (((7/2 / (5/4 - 7/8)) / 7/8) * 9/4)
[2049657] ['5/4', '7/2', '7/8', '8/3', '8/5'] -> ((((5/4 + 7/2) + 7/8) * 8/3) * 8/5)
[2049659] ['5/4', '7/2', '7/8', '8/3', '8/9'] -> (((7/2 * 8/3) / (5/4 - 7/8)) - 8/9)
[2049660] ['5/4', '7/2', '7/8', '8/3', '9/2'] -> ((((7/2 / 7/8) + 8/3) / 5/4) * 9/2)
[2049662] ['5/4', '7/2', '7/8', '8/3', '9/5'] -> ((((5/4 * 7/2) * 8/3) / 7/8) * 9/5)
[2049676] ['5/4', '7/2', '7/8', '8/7', '9/4'] -> (((7/2 * 8/7) / (5/4 - 7/8)) * 9/4)
[2049686] ['5/4', '7/2', '7/8', '9/2', '9/2'] -> (9/2 / ((9/2 - (7/2 * 7/8)) - 5/4))
[2049687] ['5/4', '7/2', '7/8', '9/2', '9/4'] -> (9/4 / ((5/4 * 7/8) + (7/2 - 9/2)))
[2049689] ['5/4', '7/2', '7/8', '9/2', '9/7'] -> (9/7 / (((9/2 - 5/4) / 7/2) - 7/8))
[2049690] ['5/4', '7/2', '7/8', '9/2', '9/8'] -> ((9/8 * (7/2 + 9/2)) / (5/4 - 7/8))
[2049698] ['5/4', '7/2', '7/8', '9/7', '9/7'] -> (9/7 / ((9/7 - (5/4 / 7/2)) - 7/8))
[2049712] ['5/4', '7/2', '7/9', '8/3', '8/5'] -> ((((5/4 * 7/2) * 8/3) / 7/9) * 8/5)
[2049756] ['5/4', '7/2', '8/3', '8/3', '8/3'] -> ((((5/4 * 7/2) * 8/3) - 8/3) * 8/3)
[2049757] ['5/4', '7/2', '8/3', '8/3', '8/5'] -> (((7/2 * 8/3) + 8/3) * (5/4 * 8/5))
[2049758] ['5/4', '7/2', '8/3', '8/3', '8/7'] -> (((5/4 * 8/3) + 8/3) * (7/2 * 8/7))
[2049760] ['5/4', '7/2', '8/3', '8/3', '9/2'] -> ((((7/2 * 8/3) - 8/3) / 5/4) * 9/2)
[2049761] ['5/4', '7/2', '8/3', '8/3', '9/4'] -> ((8/3 + 8/3) * ((7/2 + 9/4) - 5/4))
[2049764] ['5/4', '7/2', '8/3', '8/3', '9/8'] -> ((8/3 * 8/3) * ((7/2 + 9/8) - 5/4))
[2049775] ['5/4', '7/2', '8/3', '8/7', '9/2'] -> (((8/3 + (7/2 * 8/7)) / 5/4) * 9/2)
[2049776] ['5/4', '7/2', '8/3', '8/7', '9/4'] -> (((7/2 * (8/3 + 8/7)) / 5/4) * 9/4)
[2049777] ['5/4', '7/2', '8/3', '8/7', '9/5'] -> ((((5/4 * 7/2) * 8/3) * 8/7) * 9/5)
[2049782] ['5/4', '7/2', '8/3', '8/9', '9/4'] -> (9/4 / ((5/4 / 8/9) - (7/2 / 8/3)))
[2049786] ['5/4', '7/2', '8/3', '9/2', '9/2'] -> (((8/3 * 9/2) / (7/2 - 5/4)) * 9/2)
[2049787] ['5/4', '7/2', '8/3', '9/2', '9/4'] -> ((8/3 / ((5/4 + 7/2) - 9/2)) * 9/4)
[2049799] ['5/4', '7/2', '8/3', '9/7', '9/8'] -> ((9/8 * 8/3) / (7/2 * (9/7 - 5/4)))
[2049804] ['5/4', '7/2', '8/5', '8/5', '9/2'] -> (9/2 / ((7/2 / 8/5) - (5/4 * 8/5)))
[2049823] ['5/4', '7/2', '8/5', '9/2', '9/4'] -> (9/4 / (((5/4 + 9/2) / 8/5) - 7/2))
[2049850] ['5/4', '7/2', '8/7', '9/2', '9/2'] -> (9/2 / ((9/2 - (7/2 / 8/7)) - 5/4))
[2049851] ['5/4', '7/2', '8/7', '9/2', '9/4'] -> (9/4 / ((5/4 / 8/7) + (7/2 - 9/2)))
[2049924] ['5/4', '7/3', '7/3', '7/3', '7/6'] -> (((7/3 + 7/3) / (5/4 - 7/6)) / 7/3)
[2049930] ['5/4', '7/3', '7/3', '7/3', '8/9'] -> ((7/3 + 7/3) / ((7/3 - 5/4) - 8/9))
[2049935] ['5/4', '7/3', '7/3', '7/3', '9/8'] -> ((7/3 / ((5/4 + 9/8) - 7/3)) / 7/3)
[2049939] ['5/4', '7/3', '7/3', '7/4', '7/8'] -> ((5/4 + 7/4) / ((7/3 / 7/3) - 7/8))
[2049941] ['5/4', '7/3', '7/3', '7/4', '8/3'] -> (8/3 / ((7/3 * (7/3 - 7/4)) - 5/4))
[2049943] ['5/4', '7/3', '7/3', '7/4', '8/7'] -> (8/7 / ((7/3 - (5/4 / 7/3)) - 7/4))
[2049946] ['5/4', '7/3', '7/3', '7/4', '9/4'] -> ((5/4 + (7/4 / 7/3)) / (7/3 - 9/4))
[2049949] ['5/4', '7/3', '7/3', '7/4', '9/8'] -> ((5/4 + 7/4) / (9/8 - (7/3 / 7/3)))
[2049967] ['5/4', '7/3', '7/3', '7/6', '8/5'] -> (8/5 / ((7/3 / 7/3) - (7/6 / 5/4)))
[2049973] ['5/4', '7/3', '7/3', '7/6', '9/7'] -> (((7/3 / 7/3) / 7/6) / (9/7 - 5/4))
[2049977] ['5/4', '7/3', '7/3', '7/8', '8/3'] -> ((7/3 + 8/3) / ((7/3 - 5/4) - 7/8))
[2049981] ['5/4', '7/3', '7/3', '7/8', '9/2'] -> ((5/4 + ((7/3 + 7/3) * 7/8)) * 9/2)
[2049982] ['5/4', '7/3', '7/3', '7/8', '9/4'] -> (9/4 / ((5/4 * 7/8) - (7/3 / 7/3)))
[2049983] ['5/4', '7/3', '7/3', '7/8', '9/5'] -> (9/5 / (7/8 - ((7/3 / 5/4) / 7/3)))
[2049986] ['5/4', '7/3', '7/3', '7/9', '7/9'] -> ((7/3 + 7/3) / ((5/4 * 7/9) - 7/9))
[2049988] ['5/4', '7/3', '7/3', '7/9', '8/5'] -> (8/5 / (((7/3 / 5/4) / 7/9) - 7/3))
[2050001] ['5/4', '7/3', '7/3', '8/3', '9/4'] -> ((8/3 / (5/4 - (7/3 / 7/3))) * 9/4)
[2050008] ['5/4', '7/3', '7/3', '8/5', '9/2'] -> ((((7/3 + 7/3) / 5/4) + 8/5) * 9/2)
[2050009] ['5/4', '7/3', '7/3', '8/5', '9/4'] -> (9/4 / (7/3 - ((5/4 + 7/3) / 8/5)))
[2050010] ['5/4', '7/3', '7/3', '8/5', '9/5'] -> (((7/3 + 7/3) / (8/5 - 5/4)) * 9/5)
[2050015] ['5/4', '7/3', '7/3', '8/7', '9/2'] -> ((5/4 + ((7/3 + 7/3) / 8/7)) * 9/2)
[2050016] ['5/4', '7/3', '7/3', '8/7', '9/4'] -> (9/4 / ((5/4 / 8/7) - (7/3 / 7/3)))
[2050027] ['5/4', '7/3', '7/3', '9/2', '9/4'] -> (((5/4 * (7/3 + 7/3)) * 9/2) - 9/4)
[2050041] ['5/4', '7/3', '7/4', '7/4', '7/4'] -> ((7/4 + 7/4) / (7/3 - (5/4 * 7/4)))
[2050048] ['5/4', '7/3', '7/4', '7/4', '8/7'] -> ((7/4 * 8/7) / ((7/3 / 7/4) - 5/4))
[2050060] ['5/4', '7/3', '7/4', '7/5', '8/5'] -> ((5/4 * 8/5) / (7/4 - (7/3 / 7/5)))
[2050063] ['5/4', '7/3', '7/4', '7/5', '9/2'] -> (((7/3 / (7/4 - 7/5)) / 5/4) * 9/2)
[2050069] ['5/4', '7/3', '7/4', '7/6', '7/8'] -> ((7/4 / ((5/4 + 7/6) - 7/3)) / 7/8)
[2050075] ['5/4', '7/3', '7/4', '7/6', '9/2'] -> (9/2 / ((5/4 * 7/4) - (7/3 / 7/6)))
[2050076] ['5/4', '7/3', '7/4', '7/6', '9/4'] -> (((7/3 / (5/4 - 7/6)) - 7/4) - 9/4)
[2050078] ['5/4', '7/3', '7/4', '7/6', '9/7'] -> (((7/4 / (5/4 - 7/6)) - 7/3) * 9/7)
[2050079] ['5/4', '7/3', '7/4', '7/6', '9/8'] -> ((7/3 + (7/6 / 7/4)) / (5/4 - 9/8))
[2050093] ['5/4', '7/3', '7/4', '7/9', '8/5'] -> ((5/4 / (7/3 - (7/4 / 7/9))) * 8/5)
[2050094] ['5/4', '7/3', '7/4', '7/9', '8/7'] -> ((7/3 / ((7/4 * 7/9) - 5/4)) * 8/7)
[2050096] ['5/4', '7/3', '7/4', '7/9', '9/2'] -> ((7/9 / (7/3 - (5/4 * 7/4))) * 9/2)
[2050101] ['5/4', '7/3', '7/4', '8/3', '8/3'] -> (((5/4 + 7/4) / (8/3 - 7/3)) * 8/3)
[2050102] ['5/4', '7/3', '7/4', '8/3', '8/5'] -> (((5/4 + 7/4) * (7/3 + 8/3)) * 8/5)
[2050108] ['5/4', '7/3', '7/4', '8/3', '9/7'] -> (((5/4 + 7/4) * (7/3 * 8/3)) * 9/7)
[2050110] ['5/4', '7/3', '7/4', '8/5', '8/5'] -> (8/5 / (((5/4 * 7/3) / 7/4) - 8/5))
[2050113] ['5/4', '7/3', '7/4', '8/5', '9/2'] -> (((7/3 + (7/4 / 5/4)) + 8/5) * 9/2)
[2050127] ['5/4', '7/3', '7/4', '8/9', '9/4'] -> ((8/9 / ((7/3 / 7/4) - 5/4)) * 9/4)
[2050132] ['5/4', '7/3', '7/4', '9/2', '9/4'] -> ((9/2 / ((7/3 / 7/4) - 5/4)) / 9/4)
[2050133] ['5/4', '7/3', '7/4', '9/2', '9/5'] -> (((7/3 * (7/4 + 9/2)) - 5/4) * 9/5)
[2050134] ['5/4', '7/3', '7/4', '9/2', '9/7'] -> ((9/2 / (7/3 - (5/4 * 7/4))) / 9/7)
[2050136] ['5/4', '7/3', '7/4', '9/4', '9/4'] -> (((5/4 * 7/4) / (7/3 - 9/4)) - 9/4)
[2050139] ['5/4', '7/3', '7/4', '9/4', '9/8'] -> ((9/4 / ((7/3 / 7/4) - 5/4)) / 9/8)
[2050147] ['5/4', '7/3', '7/5', '7/5', '7/6'] -> (((7/5 / 7/3) + 7/5) / (5/4 - 7/6))
[2050151] ['5/4', '7/3', '7/5', '7/5', '8/5'] -> (8/5 / (7/5 - ((7/3 / 5/4) / 7/5)))
[2050153] ['5/4', '7/3', '7/5', '7/5', '8/9'] -> (((7/3 + 7/5) / (7/5 - 5/4)) - 8/9)
[2050158] ['5/4', '7/3', '7/5', '7/5', '9/8'] -> ((7/5 / 7/5) / ((5/4 + 9/8) - 7/3))
[2050168] ['5/4', '7/3', '7/5', '7/6', '9/5'] -> (((7/3 / (7/5 - 5/4)) / 7/6) * 9/5)
[2050174] ['5/4', '7/3', '7/5', '7/8', '8/5'] -> (8/5 / (7/3 * ((5/4 / 7/8) - 7/5)))
[2050175] ['5/4', '7/3', '7/5', '7/8', '8/7'] -> (8/7 / ((5/4 / (7/5 - 7/8)) - 7/3))
[2050177] ['5/4', '7/3', '7/5', '7/8', '9/2'] -> (((5/4 * (7/3 + 7/5)) / 7/8) * 9/2)
[2050184] ['5/4', '7/3', '7/5', '7/9', '8/5'] -> (8/5 / ((7/3 / 5/4) - (7/5 / 7/9)))
[2050193] ['5/4', '7/3', '7/5', '8/3', '8/5'] -> (8/5 / ((5/4 * 8/3) - (7/3 * 7/5)))
[2050194] ['5/4', '7/3', '7/5', '8/3', '8/7'] -> (8/7 / (((5/4 * 8/3) / 7/5) - 7/3))
[2050201] ['5/4', '7/3', '7/5', '8/5', '8/5'] -> (8/5 / (((7/5 + 8/5) / 5/4) - 7/3))
[2050203] ['5/4', '7/3', '7/5', '8/5', '8/9'] -> (((7/3 * 8/5) / (7/5 - 5/4)) - 8/9)
[2050205] ['5/4', '7/3', '7/5', '8/5', '9/4'] -> (((7/3 + 7/5) / (8/5 - 5/4)) * 9/4)
[2050211] ['5/4', '7/3', '7/5', '8/7', '9/2'] -> (((5/4 * (7/3 + 7/5)) * 8/7) * 9/2)
[2050234] ['5/4', '7/3', '7/5', '9/7', '9/7'] -> (9/7 / ((5/4 / (7/3 - 7/5)) - 9/7))
[2050237] ['5/4', '7/3', '7/6', '7/6', '7/6'] -> (7/3 / ((5/4 * 7/6) - (7/6 * 7/6)))
[2050240] ['5/4', '7/3', '7/6', '7/6', '8/3'] -> (8/3 / (((7/3 - 7/6) * 7/6) - 5/4))
[2050242] ['5/4', '7/3', '7/6', '7/6', '8/7'] -> ((7/3 * 8/7) / ((7/6 * 7/6) - 5/4))
[2050244] ['5/4', '7/3', '7/6', '7/6', '9/2'] -> ((5/4 + ((7/3 + 7/6) * 7/6)) * 9/2)
[2050255] ['5/4', '7/3', '7/6', '7/8', '9/2'] -> (((7/3 / (5/4 - 7/8)) / 7/6) * 9/2)
[2050258] ['5/4', '7/3', '7/6', '7/8', '9/7'] -> (9/7 / (((7/3 - 5/4) / 7/6) - 7/8))
[2050262] ['5/4', '7/3', '7/6', '7/9', '8/5'] -> ((7/3 / ((7/6 / 5/4) - 7/9)) * 8/5)
[2050274] ['5/4', '7/3', '7/6', '8/3', '9/2'] -> (((7/3 / 7/6) + (5/4 * 8/3)) * 9/2)
