[1755806] ['3/5', '3/8', '5/3', '7/8', '8/5'] -> 8/5 / (7/8 / 3/8 - 3/5 - 5/3)
[1816248] ['3/7', '4/7', '7/4', '7/9', '8/9'] -> 8/9 / (4/7 * (7/9 / 3/7 - 7/4))
[1816261] ['3/7', '4/7', '7/4', '8/3', '9/7'] -> 9/7 / (3/7 - 4/7 * 7/4 / 8/3)
[1816267] ['3/7', '4/7', '7/4', '8/5', '9/4'] -> 9/4 / (7/4 / 8/5 - 3/7 - 4/7)
[1816289] ['3/7', '4/7', '7/4', '9/4', '9/4'] -> (4/7 + 7/4 + 9/4) / 3/7 * 9/4
[1816301] ['3/7', '4/7', '7/5', '7/5', '7/8'] -> 7/5 / ((7/5 - (4/7 / 3/7)) * /8
)[1816305] ['3/7', '4/7', '7/5', '7/5', '8/7'] -> 7/5 * 8/7 / (7/5 - 4/7 / 3/7)
[1816316] ['3/7', '4/7', '7/5', '7/6', '8/5'] -> 8/5 / (4/7 * 7/6 - 3/7 * 7/5)
[1816317] ['3/7', '4/7', '7/5', '7/6', '8/7'] -> 8/7 / (4/7 * 7/6 / 7/5 - 3/7)
[1816333] ['3/7', '4/7', '7/5', '7/8', '9/7'] -> 9/7 / (7/5 * (7/8 - 3/7) - 4/7)
[1816336] ['3/7', '4/7', '7/5', '7/9', '8/3'] -> 8/3 / (3/7 - 4/7 * 7/9 / 7/5)
[1816339] ['3/7', '4/7', '7/5', '7/9', '8/9'] -> 3/7 / (4/7 - 7/9 / 7/5) * 8/9
[1816344] ['3/7', '4/7', '7/5', '7/9', '9/8'] -> 3/7 / ((4/7 - (7/9 / 7/5)) * /8
)[1816346] ['3/7', '4/7', '7/5', '8/3', '8/5'] -> 8/5 / (4/7 / 3/7 + 7/5 - 8/3)
[1816351] ['3/7', '4/7', '7/5', '8/3', '9/5'] -> 8/3 / ((4/7 - 3/7) * /5) * 9/5
[1816355] ['3/7', '4/7', '7/5', '8/5', '8/7'] -> (7/5 + 8/5) / (4/7 - 3/7) * 8/7
[1816367] ['3/7', '4/7', '7/5', '8/7', '9/7'] -> 9/7 / (8/7 / (3/7 + 7/5) - 4/7)
[1816372] ['3/7', '4/7', '7/5', '8/9', '9/5'] -> 8/9 / (7/5 - 4/7 / 3/7) * 9/5
[1816386] ['3/7', '4/7', '7/5', '9/5', '9/8'] -> 9/5 / ((7/5 - (4/7 / 3/7)) * /8
)[1816411] ['3/7', '4/7', '7/6', '7/8', '9/7'] -> 9/7 / ((4/7 / 7/6 - 3/7) * 7/8)
[1816413] ['3/7', '4/7', '7/6', '7/9', '7/9'] -> 7/9 / (7/6 * (7/9 - 3/7 / 4/7))
[1816432] ['3/7', '4/7', '7/6', '8/5', '8/5'] -> 8/5 - 8/5 / (3/7 * 7/6 - 4/7)
[1816440] ['3/7', '4/7', '7/6', '8/7', '8/7'] -> 8/7 / (8/7 - 4/7 * 7/6 - 3/7)
[1816445] ['3/7', '4/7', '7/6', '8/7', '9/7'] -> 9/7 * 8/7 / (4/7 / 7/6 - 3/7)
[1816447] ['3/7', '4/7', '7/6', '8/9', '8/9'] -> 8/9 / (7/6 * 8/9 - 3/7 - 4/7)
[1816453] ['3/7', '4/7', '7/6', '9/2', '9/2'] -> 4/7 * (9/2 / 3/7 - 7/6) * 9/2
[1816474] ['3/7', '4/7', '7/8', '7/8', '9/2'] -> (9/2 / ((3/7 * /7) * 7/8) * 7/8))
[1816477] ['3/7', '4/7', '7/8', '7/8', '9/7'] -> 9/7 / (3/7 + 4/7 * 7/8 - 7/8)
[1816480] ['3/7', '4/7', '7/8', '7/9', '8/3'] -> 8/3 / (3/7 + 4/7 - 7/9 / 7/8)
[1816489] ['3/7', '4/7', '7/8', '8/3', '8/3'] -> (4/7 + 7/8) * 8/3 / 3/7 * 8/3
[1816493] ['3/7', '4/7', '7/8', '8/3', '9/2'] -> 9/2 / (7/8 * (3/7 - 4/7 / 8/3))
[1816496] ['3/7', '4/7', '7/8', '8/3', '9/7'] -> 9/7 / (8/3 - 7/8 / 3/7 - 4/7)
[1816508] ['3/7', '4/7', '7/8', '8/7', '9/2'] -> 8/7 / (3/7 * /7 * /8) * 9/2
[1816514] ['3/7', '4/7', '7/8', '8/9', '9/2'] -> 9/2 / (7/8 * (4/7 / 8/9 - 3/7))
[1816520] ['3/7', '4/7', '7/8', '9/2', '9/4'] -> (9/2 / 7/8 - 4/7) / 3/7 * 9/4
[1816521] ['3/7', '4/7', '7/8', '9/2', '9/5'] -> (4/7 + 9/2 / 7/8) / 3/7 * 9/5
[1816528] ['3/7', '4/7', '7/8', '9/5', '9/5'] -> 9/5 / (3/7 + 4/7 + 7/8 - 9/5)
[1816535] ['3/7', '4/7', '7/9', '7/9', '8/3'] -> 8/3 / (4/7 * 7/9 - 3/7 * 7/9)
[1816545] ['3/7', '4/7', '7/9', '8/3', '8/5'] -> (3/7 + 8/3) / (7/9 - 4/7) * 8/5
[1816594] ['3/7', '4/7', '8/3', '8/3', '9/4'] -> (4/7 / 3/7 + 8/3) * 8/3 * 9/4
[1816596] ['3/7', '4/7', '8/3', '8/3', '9/7'] -> 9/7 / (4/7 / 8/3 - 3/7 / 8/3)
[1816604] ['3/7', '4/7', '8/3', '8/5', '9/7'] -> 9/7 / (3/7 / 8/5 - 4/7 / 8/3)
[1816606] ['3/7', '4/7', '8/3', '8/7', '8/7'] -> 8/7 / (3/7 + 8/7 - 4/7 * 8/3)
[1816612] ['3/7', '4/7', '8/3', '8/7', '9/8'] -> 9/8 * 8/7 * 8/3 / (4/7 - 3/7)
[1816613] ['3/7', '4/7', '8/3', '8/9', '8/9'] -> (8/3 + 8/9) / (4/7 - 3/7) - 8/9
[1816621] ['3/7', '4/7', '8/3', '9/2', '9/5'] -> (4/7 / 3/7 + 8/3 * 9/2) * 9/5
[1816624] ['3/7', '4/7', '8/3', '9/4', '9/4'] -> 9/4 / (9/4 / 8/3 - 3/7 / 4/7)
[1816626] ['3/7', '4/7', '8/3', '9/4', '9/7'] -> 9/7 / (4/7 * 9/4 / 8/3 - 3/7)
[1816633] ['3/7', '4/7', '8/3', '9/8', '9/8'] -> 9/8 * 8/3 / (9/8 - 3/7 - 4/7)
[1816649] ['3/7', '4/7', '8/5', '8/9', '8/9'] -> 3/7 / (4/7 - 8/9 / 8/5) * 8/9
[1816654] ['3/7', '4/7', '8/5', '8/9', '9/8'] -> 3/7 / ((4/7 - (8/9 / 8/5)) * /8
)[1816655] ['3/7', '4/7', '8/5', '9/2', '9/2'] -> (4/7 / (3/7 * /5) + 9/2) * 9/2
[1816667] ['3/7', '4/7', '8/5', '9/7', '9/7'] -> 9/7 / (9/7 / 8/5 - 3/7 / 4/7)
[1816669] ['3/7', '4/7', '8/5', '9/8', '9/8'] -> 9/8 / (3/7 / 4/7 - 9/8 / 8/5)
[1816670] ['3/7', '4/7', '8/7', '8/7', '8/7'] -> (8/7 + 8/7 + 8/7) / (4/7 - 3/7)
[1816672] ['3/7', '4/7', '8/7', '8/7', '9/2'] -> 8/7 * 8/7 / 3/7 / 4/7 * 9/2
[1816675] ['3/7', '4/7', '8/7', '8/7', '9/7'] -> 9/7 / ((8/7 - 3/7) / 8/7 - 4/7)
[1816678] ['3/7', '4/7', '8/7', '8/9', '9/2'] -> 8/7 / (4/7 / 8/9 - 3/7) * 9/2
[1816684] ['3/7', '4/7', '8/7', '9/2', '9/4'] -> (8/7 * 9/2 - 4/7) / 3/7 * 9/4
[1816685] ['3/7', '4/7', '8/7', '9/2', '9/5'] -> (4/7 + 8/7 * 9/2) / 3/7 * 9/5
[1816699] ['3/7', '4/7', '8/9', '8/9', '9/2'] -> (8/9 / (4/7 - 3/7) - 8/9) * 9/2
[1816705] ['3/7', '4/7', '8/9', '9/2', '9/4'] -> (4/7 + 8/9 * 9/2) / 3/7 * 9/4
[1816716] ['3/7', '4/7', '8/9', '9/7', '9/7'] -> 9/7 * 8/9 / (4/7 / 3/7 - 9/7)
[1816719] ['3/7', '4/7', '9/2', '9/2', '9/2'] -> 9/2 * 9/2 + 9/2 - 3/7 / 4/7
[1816751] ['3/7', '4/7', '9/7', '9/7', '9/8'] -> 9/7 / (((4/7 / 3/7) - 9/7) * /8
)[1816763] ['3/7', '4/9', '4/9', '4/9', '6/7'] -> 6/7 / (4/9 / 4/9 - 3/7 / 4/9)
[1816765] ['3/7', '4/9', '4/9', '4/9', '7/3'] -> (4/9 + 4/9) / (4/9 - 3/7) / 7/3
[1816774] ['3/7', '4/9', '4/9', '4/9', '8/9'] -> 8/9 / (4/9 / 3/7 - 4/9 / 4/9)
[1816809] ['3/7', '4/9', '4/9', '5/3', '5/8'] -> (4/9 + 5/3 / 3/7) / (5/8 - 4/9)
[1816814] ['3/7', '4/9', '4/9', '5/3', '7/3'] -> 4/9 / (4/9 - 3/7) - 5/3 - 7/3
[1816845] ['3/7', '4/9', '4/9', '5/4', '8/7'] -> (8/7 / (3/7 * (4/9 * 5/4)) - 4/9))
[1816853] ['3/7', '4/9', '4/9', '5/6', '5/7'] -> 4/9 / ((4/9 - 3/7) * /6) * 5/7
[1816861] ['3/7', '4/9', '4/9', '5/6', '7/5'] -> 4/9 / (((4/9 - 3/7) * /6) * /5
)[1816877] ['3/7', '4/9', '4/9', '5/7', '6/5'] -> 4/9 * 5/7 / (4/9 - 3/7) * 6/5
[1816886] ['3/7', '4/9', '4/9', '5/7', '8/3'] -> (8/3 / (4/9 * (3/7 / 4/9)) - 5/7))
[1816905] ['3/7', '4/9', '4/9', '5/8', '7/9'] -> 7/9 / (4/9 + 5/8 - 4/9 / 3/7)
[1816913] ['3/7', '4/9', '4/9', '5/8', '9/7'] -> 9/7 / (3/7 + 5/8 - 4/9 / 4/9)
[1816917] ['3/7', '4/9', '4/9', '5/9', '6/7'] -> 6/7 / (4/9 + 5/9 - 3/7 / 4/9)
[1816928] ['3/7', '4/9', '4/9', '5/9', '8/9'] -> 8/9 / (4/9 / 3/7 - 4/9 - 5/9)
[1816939] ['3/7', '4/9', '4/9', '6/5', '7/5'] -> 4/9 * 6/5 / (4/9 - 3/7) / 7/5
[1816957] ['3/7', '4/9', '4/9', '6/7', '7/6'] -> 4/9 / (((3/7 + 4/9) - 6/7) * /6
)[1816962] ['3/7', '4/9', '4/9', '6/7', '8/7'] -> (8/7 / (4/9 * (3/7 / 4/9)) - 6/7))
[1816976] ['3/7', '4/9', '4/9', '7/2', '8/3'] -> 8/3 / (3/7 + 4/9 / 7/2 - 4/9)
[1816979] ['3/7', '4/9', '4/9', '7/2', '8/9'] -> (4/9 + 8/9) / ((4/9 - 3/7) * 7/2)
[1816991] ['3/7', '4/9', '4/9', '7/3', '8/3'] -> 8/3 / (3/7 * 7/3 - 4/9 - 4/9)
[1816993] ['3/7', '4/9', '4/9', '7/3', '8/7'] -> 8/7 / (3/7 - (4/9 + 4/9) / 7/3)
[1817005] ['3/7', '4/9', '4/9', '7/4', '8/3'] -> 8/3 / (4/9 - 3/7 * 4/9 * 7/4)
[1817010] ['3/7', '4/9', '4/9', '7/4', '9/4'] -> 4/9 / (4/9 - 3/7) - 7/4 - 9/4
[1817030] ['3/7', '4/9', '4/9', '7/6', '8/3'] -> (4/9 + 8/3) / (7/6 - 4/9 / 3/7)
[1817061] ['3/7', '4/9', '4/9', '8/3', '8/5'] -> (4/9 + 8/3 / 3/7) / 4/9 * 8/5
[1817067] ['3/7', '4/9', '4/9', '8/3', '9/7'] -> 9/7 / (3/7 - 4/9 / (4/9 * /3)
)[1817084] ['3/7', '4/9', '4/9', '8/9', '8/9'] -> 4/9 * 8/9 / (4/9 - 3/7) - 8/9
[1817113] ['3/7', '4/9', '5/2', '5/2', '6/7'] -> 6/7 / (5/2 / 5/2 - 3/7 / 4/9)
[1817115] ['3/7', '4/9', '5/2', '5/2', '7/3'] -> (5/2 + 5/2 - 3/7) / 4/9 * 7/3
[1817124] ['3/7', '4/9', '5/2', '5/2', '8/9'] -> 8/9 / (4/9 / 3/7 - 5/2 / 5/2)
[1817126] ['3/7', '4/9', '5/2', '5/2', '9/4'] -> (5/2 + 5/2) / 3/7 / 4/9 - 9/4
[1817140] ['3/7', '4/9', '5/2', '5/3', '7/4'] -> 5/3 / (((4/9 - 3/7) * /2) * /4
)[1817188] ['3/7', '4/9', '5/2', '5/6', '7/8'] -> 5/6 / (((4/9 - 3/7) * /2) * /8
)[1817190] ['3/7', '4/9', '5/2', '5/6', '8/3'] -> 8/3 / (5/2 - 5/6 / 3/7 - 4/9)
[1817229] ['3/7', '4/9', '5/2', '5/8', '7/8'] -> 5/2 / (((3/7 * /9) * /8) * /8
)[1817233] ['3/7', '4/9', '5/2', '5/8', '8/7'] -> 5/2 / (3/7 * /9 * /8) * 8/7
[1817270] ['3/7', '4/9', '5/2', '6/5', '8/7'] -> 8/7 / ((4/9 - 3/7) * 5/2 * 6/5)
[1817295] ['3/7', '4/9', '5/2', '7/2', '7/3'] -> (3/7 * 5/2 + 7/2) / 4/9 * 7/3
[1817299] ['3/7', '4/9', '5/2', '7/2', '7/8'] -> (5/2 / 3/7 + 7/2) / 4/9 / 7/8
[1817303] ['3/7', '4/9', '5/2', '7/2', '8/7'] -> (5/2 / 3/7 + 7/2) / 4/9 * 8/7
[1817304] ['3/7', '4/9', '5/2', '7/2', '8/9'] -> 8/9 / (4/9 / 3/7 + 5/2 - 7/2)
[1817316] ['3/7', '4/9', '5/2', '7/3', '8/3'] -> 8/3 / (4/9 * 5/2 - 3/7 * 7/3)
[1817318] ['3/7', '4/9', '5/2', '7/3', '8/7'] -> 8/7 / (4/9 * 5/2 / 7/3 - 3/7)
[1817355] ['3/7', '4/9', '5/2', '7/6', '8/3'] -> (4/9 + (5/2 + 7/6) / 3/7) * 8/3
[1817362] ['3/7', '4/9', '5/2', '7/6', '9/7'] -> 9/7 / (3/7 * (7/6 / 4/9 - 5/2))
[1817367] ['3/7', '4/9', '5/2', '7/8', '8/5'] -> 5/2 / (3/7 * /9 * /8) * 8/5
[1817373] ['3/7', '4/9', '5/2', '7/8', '9/7'] -> 9/7 / ((4/9 - 3/7) * (5/2 + 7/8))
[1817381] ['3/7', '4/9', '5/2', '7/9', '9/4'] -> 5/2 / (3/7 + 4/9 - 7/9) - 9/4
[1817395] ['3/7', '4/9', '5/2', '8/5', '8/7'] -> 5/2 * 8/5 / 3/7 / 4/9 * 8/7
[1817410] ['3/7', '4/9', '5/2', '8/9', '9/2'] -> (5/2 / 3/7 - 4/9 / 8/9) * 9/2
[1817437] ['3/7', '4/9', '5/3', '5/3', '6/7'] -> 6/7 / (5/3 / 5/3 - 3/7 / 4/9)
[1817448] ['3/7', '4/9', '5/3', '5/3', '8/9'] -> 8/9 / (4/9 / 3/7 - 5/3 / 5/3)
[1817461] ['3/7', '4/9', '5/3', '5/4', '7/2'] -> 5/3 / (((4/9 - 3/7) * /4) * /2
)[1817485] ['3/7', '4/9', '5/3', '5/6', '7/4'] -> 5/3 / (((3/7 + 4/9) - 5/6) * /4
)[1817500] ['3/7', '4/9', '5/3', '5/7', '5/8'] -> 5/3 / ((3/7 - (4/9 * 5/7)) * /8
)[1817512] ['3/7', '4/9', '5/3', '5/7', '8/5'] -> 5/3 / (3/7 - 4/9 * 5/7) * 8/5
[1817548] ['3/7', '4/9', '5/3', '5/9', '7/8'] -> 5/9 / (((4/9 - 3/7) * /3) * /8
)[1817550] ['3/7', '4/9', '5/3', '5/9', '8/3'] -> 8/3 / (4/9 / 3/7 - 5/3 * 5/9)
[1817551] ['3/7', '4/9', '5/3', '5/9', '8/5'] -> 8/5 / (4/9 / (3/7 * /3) - 5/9)
[1817585] ['3/7', '4/9', '5/3', '6/7', '8/3'] -> 8/3 / (4/9 + 5/3 - 6/7 / 3/7)
[1817587] ['3/7', '4/9', '5/3', '6/7', '8/7'] -> 8/7 / (3/7 * (4/9 + 5/3) - 6/7)
[1817603] ['3/7', '4/9', '5/3', '7/2', '8/7'] -> 8/7 / (3/7 * (5/3 - 4/9 * 7/2))
[1817614] ['3/7', '4/9', '5/3', '7/3', '7/8'] -> (5/3 + 7/3) / 3/7 / 4/9 / 7/8
[1817616] ['3/7', '4/9', '5/3', '7/3', '8/3'] -> 8/3 / (3/7 - 4/9 * 5/3 / 7/3)
[1817617] ['3/7', '4/9', '5/3', '7/3', '8/5'] -> 8/5 / (3/7 / 5/3 - 4/9 / 7/3)
[1817618] ['3/7', '4/9', '5/3', '7/3', '8/7'] -> (5/3 + 7/3) / 3/7 / 4/9 * 8/7
[1817620] ['3/7', '4/9', '5/3', '7/3', '9/2'] -> (4/9 + (3/7 + 5/3) * 7/3) * 9/2
[1817627] ['3/7', '4/9', '5/3', '7/4', '7/6'] -> 7/6 / (7/4 / 4/9 - 5/3 / 3/7)
[1817644] ['3/7', '4/9', '5/3', '7/5', '8/5'] -> 5/3 / (3/7 - 4/9 / 7/5) * 8/5
[1817646] ['3/7', '4/9', '5/3', '7/5', '8/9'] -> 8/9 / ((4/9 - 3/7) * 5/3 * 7/5)
[1817664] ['3/7', '4/9', '5/3', '7/8', '7/8'] -> 5/3 / (((4/9 / 7/8) - 3/7) * /8
)[1817668] ['3/7', '4/9', '5/3', '7/8', '8/7'] -> 5/3 / (4/9 / 7/8 - 3/7) * 8/7
[1817673] ['3/7', '4/9', '5/3', '7/8', '9/7'] -> 9/7 * 5/3 / (3/7 / 4/9 - 7/8)
[1817676] ['3/7', '4/9', '5/3', '7/9', '8/3'] -> 8/3 / (3/7 * 5/3 * 7/9 - 4/9)
[1817688] ['3/7', '4/9', '5/3', '8/3', '8/9'] -> 8/9 / (4/9 / 3/7 + 5/3 - 8/3)
[1817702] ['3/7', '4/9', '5/3', '8/7', '8/7'] -> 5/3 / (4/9 * 8/7 - 3/7) * 8/7
[1817706] ['3/7', '4/9', '5/3', '8/7', '9/5'] -> 8/7 / (((4/9 - 3/7) * /3) * /5
)[1817709] ['3/7', '4/9', '5/3', '8/9', '8/9'] -> 8/9 / (4/9 + 5/3 - 8/9 / 3/7)
[1817711] ['3/7', '4/9', '5/3', '8/9', '9/4'] -> 5/3 / (4/9 - 3/7 * 8/9) - 9/4
[1817715] ['3/7', '4/9', '5/3', '9/2', '9/2'] -> (4/9 + 5/3 / 3/7) * 9/2 + 9/2
[1817736] ['3/7', '4/9', '5/4', '5/4', '6/7'] -> 6/7 / (5/4 / 5/4 - 3/7 / 4/9)
[1817747] ['3/7', '4/9', '5/4', '5/4', '8/9'] -> 8/9 / (4/9 / 3/7 - 5/4 / 5/4)
[1817761] ['3/7', '4/9', '5/4', '5/6', '7/4'] -> 5/6 / (((4/9 - 3/7) * /4) * /4
)[1817789] ['3/7', '4/9', '5/4', '5/7', '8/7'] -> 8/7 / (4/9 * (5/4 - 3/7 - 5/7))
[1817831] ['3/7', '4/9', '5/4', '5/9', '9/4'] -> 5/4 / ((5/9 - 4/9) * /7) - 9/4
[1817861] ['3/7', '4/9', '5/4', '6/7', '8/3'] -> 8/3 / (6/7 - 4/9 * (3/7 + 5/4))
[1817863] ['3/7', '4/9', '5/4', '6/7', '8/7'] -> 8/7 / (4/9 * 5/4 * 6/7 - 3/7)
[1817866] ['3/7', '4/9', '5/4', '6/7', '9/4'] -> 5/4 / (3/7 - 4/9 * 6/7) - 9/4
[1817867] ['3/7', '4/9', '5/4', '6/7', '9/5'] -> 6/7 / (((4/9 - 3/7) * /4) * /5
)[1817877] ['3/7', '4/9', '5/4', '7/2', '8/3'] -> 8/3 / (4/9 * (3/7 * 7/2 - 5/4))
[1817892] ['3/7', '4/9', '5/4', '7/3', '8/3'] -> 8/3 / (4/9 * (5/4 - 3/7 * 7/3))
[1817894] ['3/7', '4/9', '5/4', '7/3', '8/7'] -> 8/7 / (4/9 * (5/4 / 7/3 - 3/7))
[1817906] ['3/7', '4/9', '5/4', '7/4', '8/3'] -> 8/3 / (3/7 - 4/9 * 5/4 / 7/4)
[1817908] ['3/7', '4/9', '5/4', '7/4', '8/7'] -> 8/7 / ((4/9 - 3/7) * (5/4 + 7/4))
[1817933] ['3/7', '4/9', '5/4', '7/6', '8/7'] -> 8/7 / (4/9 * 5/4 / 7/6 - 3/7)
[1817936] ['3/7', '4/9', '5/4', '7/6', '9/4'] -> 5/4 / (3/7 - 4/9 / 7/6) - 9/4
[1817942] ['3/7', '4/9', '5/4', '7/8', '8/3'] -> 8/3 / ((4/9 * 5/4 - 3/7) * 7/8)
[1817956] ['3/7', '4/9', '5/4', '7/9', '9/2'] -> (5/4 + 7/9 / (3/7 * /9)) * 9/2
[1817961] ['3/7', '4/9', '5/4', '8/3', '8/3'] -> 8/3 / (4/9 * (5/4 / 3/7 - 8/3))
[1817965] ['3/7', '4/9', '5/4', '8/3', '9/2'] -> (4/9 + 8/3 / 3/7) / 5/4 * 9/2
[1817966] ['3/7', '4/9', '5/4', '8/3', '9/4'] -> 8/3 / (4/9 - 3/7 / 5/4) - 9/4
[1817970] ['3/7', '4/9', '5/4', '8/5', '8/5'] -> 8/5 / (3/7 * 4/9 * (8/5 - 5/4))
[1818004] ['3/7', '4/9', '5/4', '9/7', '9/8'] -> 3/7 / (((9/7 - 5/4) * /9) * /8
)[1818007] ['3/7', '4/9', '5/6', '5/6', '5/7'] -> 5/7 / (5/6 - 3/7 * 5/6 / 4/9)
[1818011] ['3/7', '4/9', '5/6', '5/6', '6/7'] -> 6/7 / (5/6 / 5/6 - 3/7 / 4/9)
[1818022] ['3/7', '4/9', '5/6', '5/6', '8/9'] -> 8/9 / (4/9 / 3/7 - 5/6 / 5/6)
[1818041] ['3/7', '4/9', '5/6', '5/7', '8/5'] -> 8/5 / (3/7 / 5/7 - 4/9 / 5/6)
[1818042] ['3/7', '4/9', '5/6', '5/7', '8/7'] -> 8/7 / (3/7 - 4/9 * 5/7 / 5/6)
[1818050] ['3/7', '4/9', '5/6', '5/8', '5/9'] -> 5/9 / ((4/9 - 3/7) * (5/6 + 5/8))
[1818053] ['3/7', '4/9', '5/6', '5/8', '7/2'] -> 5/6 / (((4/9 - 3/7) * /8) * /2
)[1818074] ['3/7', '4/9', '5/6', '5/9', '7/4'] -> 5/9 / (((4/9 - 3/7) * /6) * /4
)[1818089] ['3/7', '4/9', '5/6', '6/5', '6/7'] -> 6/7 / (5/6 * 6/5 - 3/7 / 4/9)
[1818099] ['3/7', '4/9', '5/6', '6/5', '8/7'] -> 8/7 / ((3/7 + 4/9 - 5/6) * 6/5)
[1818100] ['3/7', '4/9', '5/6', '6/5', '8/9'] -> 8/9 / (4/9 / 3/7 - 5/6 * 6/5)
[1818118] ['3/7', '4/9', '5/6', '6/7', '9/2'] -> (5/6 + 6/7 / (3/7 * /9)) * 9/2
[1818128] ['3/7', '4/9', '5/6', '7/2', '7/8'] -> 7/2 / (((5/6 - 4/9) * /7) * /8
)[1818130] ['3/7', '4/9', '5/6', '7/2', '8/3'] -> 8/3 / (5/6 / (3/7 * /2) - 4/9)
[1818131] ['3/7', '4/9', '5/6', '7/2', '8/5'] -> 5/6 / ((4/9 - 3/7) * /2) * 8/5
[1818161] ['3/7', '4/9', '5/6', '7/4', '8/7'] -> 8/7 / (3/7 / 4/9 + 5/6 - 7/4)
[1818162] ['3/7', '4/9', '5/6', '7/4', '8/9'] -> 8/9 / (4/9 * (5/6 - 3/7 * 7/4))
[1818163] ['3/7', '4/9', '5/6', '7/4', '9/2'] -> 4/9 / (5/6 - 3/7 * 7/4) * 9/2
[1818166] ['3/7', '4/9', '5/6', '7/4', '9/7'] -> 9/7 / (3/7 * (5/6 / 4/9 - 7/4))
[1818173] ['3/7', '4/9', '5/6', '7/5', '8/5'] -> 8/5 / (3/7 * 7/5 - 4/9 / 5/6)
[1818174] ['3/7', '4/9', '5/6', '7/5', '8/7'] -> 8/7 / (3/7 - 4/9 / (5/6 * /5)
)[1818185] ['3/7', '4/9', '5/6', '7/6', '8/5'] -> 5/6 / (3/7 * 7/6 - 4/9) * 8/5
[1818193] ['3/7', '4/9', '5/6', '7/8', '7/8'] -> 5/6 / ((3/7 - (4/9 * 7/8)) * /8
)[1818194] ['3/7', '4/9', '5/6', '7/8', '7/9'] -> 7/9 / ((5/6 - 4/9) / 3/7 - 7/8)
[1818197] ['3/7', '4/9', '5/6', '7/8', '8/7'] -> 5/6 / (3/7 - 4/9 * 7/8) * 8/7
[1818198] ['3/7', '4/9', '5/6', '7/8', '8/9'] -> 4/9 / ((7/8 - 5/6) * /7) - 8/9
[1818208] ['3/7', '4/9', '5/6', '7/9', '8/9'] -> 8/9 / (4/9 * 5/6 - 3/7 * 7/9)
[1818212] ['3/7', '4/9', '5/6', '7/9', '9/7'] -> 9/7 * 4/9 / (3/7 * (5/6 - 7/9))
[1818231] ['3/7', '4/9', '5/6', '8/7', '8/7'] -> 5/6 / (3/7 - 4/9 / 8/7) * 8/7
[1818239] ['3/7', '4/9', '5/6', '8/9', '9/2'] -> 8/9 / ((5/6 - 4/9) * /7) * 9/2
[1818242] ['3/7', '4/9', '5/6', '8/9', '9/7'] -> 9/7 * 4/9 / (3/7 * (8/9 - 5/6))
[1818247] ['3/7', '4/9', '5/6', '9/2', '9/7'] -> 9/7 / (3/7 * 9/2 - 5/6 / 4/9)
[1818248] ['3/7', '4/9', '5/6', '9/2', '9/8'] -> 9/2 / (((5/6 - 4/9) * /7) * /8
)[1818251] ['3/7', '4/9', '5/6', '9/4', '9/7'] -> 9/7 / (3/7 + 5/6 / 4/9 - 9/4)
[1818256] ['3/7', '4/9', '5/6', '9/7', '9/7'] -> 9/7 * 4/9 / (9/7 - 3/7 - 5/6)
[1818263] ['3/7', '4/9', '5/7', '5/7', '6/7'] -> 6/7 / (5/7 / 5/7 - 3/7 / 4/9)
[1818271] ['3/7', '4/9', '5/7', '5/7', '8/3'] -> 8/3 / ((3/7 / 5/7 - 4/9) * 5/7)
[1818274] ['3/7', '4/9', '5/7', '5/7', '8/9'] -> 8/9 / (4/9 / 3/7 - 5/7 / 5/7)
[1818285] ['3/7', '4/9', '5/7', '5/8', '7/3'] -> 7/3 / ((3/7 / 5/7 - 4/9) * 5/8)
[1818291] ['3/7', '4/9', '5/7', '5/8', '8/3'] -> 8/3 / (4/9 / 5/8 - 3/7 / 5/7)
[1818294] ['3/7', '4/9', '5/7', '5/8', '8/9'] -> 4/9 / (5/7 * 5/8 - 3/7) - 8/9
[1818304] ['3/7', '4/9', '5/7', '5/9', '7/3'] -> (3/7 + 5/7) / (5/9 - 4/9) * 7/3
[1818311] ['3/7', '4/9', '5/7', '5/9', '8/5'] -> 5/7 / ((5/9 - 4/9) * /7) * 8/5
[1818312] ['3/7', '4/9', '5/7', '5/9', '8/7'] -> 8/7 / (5/9 - 4/9 * (3/7 + 5/7))
[1818328] ['3/7', '4/9', '5/7', '6/5', '8/3'] -> 8/3 / (5/7 * (6/5 - 4/9) - 3/7)
[1818329] ['3/7', '4/9', '5/7', '6/5', '8/5'] -> 8/5 / (3/7 / 5/7 - 4/9 * 6/5)
[1818330] ['3/7', '4/9', '5/7', '6/5', '8/7'] -> 8/7 / (3/7 - 4/9 * 5/7 * 6/5)
[1818346] ['3/7', '4/9', '5/7', '6/7', '8/5'] -> 5/7 / (3/7 - 4/9 * 6/7) * 8/5
[1818347] ['3/7', '4/9', '5/7', '6/7', '8/7'] -> 8/7 / (3/7 * 4/9 + 5/7 - 6/7)
[1818363] ['3/7', '4/9', '5/7', '7/2', '8/7'] -> 8/7 / (5/7 - 3/7 * 4/9 * 7/2)
[1818374] ['3/7', '4/9', '5/7', '7/3', '7/8'] -> 7/3 / ((3/7 - (4/9 * 5/7)) * /8
)[1818376] ['3/7', '4/9', '5/7', '7/3', '8/3'] -> (5/7 / 3/7 + 7/3) / 4/9 * 8/3
