[1570497] ['2/9', '3/7', '3/7', '3/8', '8/7'] -> (3/7 + 8/7) / (3/7 * (3/8 - 2/9))
[1609500] ['2/9', '5/8', '9/7', '9/7', '9/7'] -> 9/7 / (5/8 - 2/9 * (9/7 + 9/7))
[1609514] ['2/9', '5/9', '5/9', '5/9', '8/3'] -> (5/9 + 5/9) * 8/3 / 2/9 / 5/9
[1609532] ['2/9', '5/9', '5/9', '6/5', '8/3'] -> 8/3 / (2/9 + 5/9 - 5/9 * 6/5)
[1609549] ['2/9', '5/9', '5/9', '6/7', '8/3'] -> 8/3 / ((2/9 + 5/9) * 6/7 - 5/9)
[1609588] ['2/9', '5/9', '5/9', '7/3', '9/8'] -> 7/3 / (5/9 * 5/9 - 2/9) / 9/8
[1609594] ['2/9', '5/9', '5/9', '7/4', '8/3'] -> 8/3 / (5/9 - (2/9 + 5/9) / 7/4)
[1609607] ['2/9', '5/9', '5/9', '7/5', '8/3'] -> 7/5 / (5/9 - 2/9 / 5/9) * 8/3
[1609608] ['2/9', '5/9', '5/9', '7/5', '8/5'] -> 8/5 / (7/5 - 2/9 - 5/9 - 5/9)
[1609619] ['2/9', '5/9', '5/9', '7/6', '8/3'] -> 8/3 / ((2/9 + 5/9) / 7/6 - 5/9)
[1609622] ['2/9', '5/9', '5/9', '7/6', '8/9'] -> 8/9 / 2/9 / (7/6 - 5/9 / 5/9)
[1609645] ['2/9', '5/9', '5/9', '7/9', '9/4'] -> (5/9 + 7/9) / (5/9 - 2/9 * 9/4)
[1609650] ['2/9', '5/9', '5/9', '8/3', '8/5'] -> 5/9 * 8/5 / (2/9 * 8/3 - 5/9)
[1609655] ['2/9', '5/9', '5/9', '8/3', '9/5'] -> (5/9 + 5/9) * 8/3 / 2/9 * 9/5
[1609656] ['2/9', '5/9', '5/9', '8/3', '9/7'] -> 8/3 / (5/9 * 5/9 - 2/9) / 9/7
[1609658] ['2/9', '5/9', '5/9', '8/5', '8/5'] -> 8/5 / (5/9 / (5/9 - 2/9) - 8/5)
[1609680] ['2/9', '5/9', '5/9', '9/2', '9/4'] -> (5/9 + 9/2) / 2/9 + 5/9 * 9/4
[1609703] ['2/9', '5/9', '6/5', '6/5', '8/3'] -> 6/5 + 6/5 + 8/3 / 2/9 / 5/9
[1609713] ['2/9', '5/9', '6/5', '6/7', '7/2'] -> 7/2 / (2/9 / (5/9 * 6/5 + 6/7))
[1609736] ['2/9', '5/9', '6/5', '7/2', '8/3'] -> 8/3 / (2/9 * 7/2 - 5/9 * 6/5)
[1609752] ['2/9', '5/9', '6/5', '7/3', '8/5'] -> 8/5 / (2/9 * 6/5 * 7/3 - 5/9)
[1609755] ['2/9', '5/9', '6/5', '7/3', '9/2'] -> (5/9 * 6/5 / 2/9 + 7/3) * 9/2
[1609790] ['2/9', '5/9', '6/5', '7/6', '8/3'] -> 8/3 / (2/9 * (7/6 - 5/9 * 6/5))
[1609820] ['2/9', '5/9', '6/5', '8/3', '8/3'] -> (8/3 - 5/9 * 6/5) / 2/9 * 8/3
[1609821] ['2/9', '5/9', '6/5', '8/3', '8/5'] -> (5/9 * 6/5 + 8/3) / 2/9 * 8/5
[1609823] ['2/9', '5/9', '6/5', '8/3', '8/9'] -> (6/5 + 8/3 / 5/9) / 2/9 * 8/9
[1609828] ['2/9', '5/9', '6/5', '8/3', '9/8'] -> (6/5 + 8/3 / 5/9) / 2/9 / 9/8
[1609844] ['2/9', '5/9', '6/5', '8/9', '8/9'] -> 8/9 / (2/9 + 5/9 - 8/9 / 6/5)
[1609873] ['2/9', '5/9', '6/7', '6/7', '8/3'] -> 8/3 / (6/7 - 2/9 * 6/7 - 5/9)
[1609884] ['2/9', '5/9', '6/7', '7/2', '7/4'] -> (5/9 + 6/7) * 7/2 / 2/9 + 7/4
[1609892] ['2/9', '5/9', '6/7', '7/2', '8/9'] -> 8/9 / (2/9 - 5/9 / 6/7 / 7/2)
[1609896] ['2/9', '5/9', '6/7', '7/2', '9/7'] -> 9/7 / (2/9 / (5/9 / 6/7 + 7/2))
[1609904] ['2/9', '5/9', '6/7', '7/3', '8/3'] -> 8/3 / (5/9 - 2/9 * 6/7 * 7/3)
[1609906] ['2/9', '5/9', '6/7', '7/3', '8/7'] -> 8/7 / (5/9 / 7/3 - 2/9 * 6/7)
[1609918] ['2/9', '5/9', '6/7', '7/4', '8/3'] -> 6/7 / (5/9 / 7/4 - 2/9) * 8/3
[1609931] ['2/9', '5/9', '6/7', '7/5', '8/3'] -> 8/3 / ((6/7 - 2/9 - 5/9) * 7/5)
[1609943] ['2/9', '5/9', '6/7', '7/6', '8/3'] -> 8/3 / (6/7 - 2/9 / 7/6 - 5/9)
[1609953] ['2/9', '5/9', '6/7', '7/8', '7/9'] -> 7/9 / ((2/9 + 5/9) / 6/7 - 7/8)
[1609956] ['2/9', '5/9', '6/7', '7/8', '8/7'] -> 8/7 / (6/7 - 2/9 / 7/8 - 5/9)
[1609973] ['2/9', '5/9', '6/7', '8/3', '8/3'] -> 8/3 / (5/9 - 2/9 / 6/7) * 8/3
[1609975] ['2/9', '5/9', '6/7', '8/3', '8/7'] -> 8/7 / (5/9 - 2/9 * 6/7 * 8/3)
[1610003] ['2/9', '5/9', '6/7', '9/2', '9/2'] -> (5/9 + 9/2) / (2/9 / 6/7) + 9/2
[1610025] ['2/9', '5/9', '7/2', '7/2', '8/3'] -> (7/2 + 7/2) / (2/9 + 5/9) * 8/3
[1610030] ['2/9', '5/9', '7/2', '7/2', '9/4'] -> (5/9 + 7/2) / 2/9 + 7/2 + 9/4
[1610037] ['2/9', '5/9', '7/2', '7/3', '7/6'] -> 7/2 * (7/3 - 5/9) / 2/9 / 7/6
[1610038] ['2/9', '5/9', '7/2', '7/3', '7/8'] -> 7/2 / (5/9 / 2/9 - 7/3) / 7/8
[1610040] ['2/9', '5/9', '7/2', '7/3', '8/3'] -> 8/3 / (2/9 + 5/9 - 7/3 / 7/2)
[1610041] ['2/9', '5/9', '7/2', '7/3', '8/5'] -> 7/2 + 7/3 / 2/9 / 5/9 + 8/5
[1610045] ['2/9', '5/9', '7/2', '7/3', '9/4'] -> (5/9 / 2/9 + 7/2 * 7/3) * 9/4
[1610052] ['2/9', '5/9', '7/2', '7/4', '7/8'] -> 7/2 / (5/9 - 2/9 * 7/4) / 7/8
[1610056] ['2/9', '5/9', '7/2', '7/4', '8/7'] -> 7/2 / (5/9 - 2/9 * 7/4) * 8/7
[1610080] ['2/9', '5/9', '7/2', '7/6', '8/5'] -> 8/5 / (2/9 / 5/9 - 7/6 / 7/2)
[1610084] ['2/9', '5/9', '7/2', '7/6', '9/4'] -> (7/2 / 2/9 - 7/6) / 5/9 - 9/4
[1610086] ['2/9', '5/9', '7/2', '7/6', '9/7'] -> 9/7 / (2/9 / (7/2 + 5/9 * 7/6))
[1610100] ['2/9', '5/9', '7/2', '7/9', '8/3'] -> 8/3 / (5/9 - 7/9 / 7/2 - 2/9)
[1610102] ['2/9', '5/9', '7/2', '7/9', '8/7'] -> (5/9 + 7/9) / (2/9 / 7/2) * 8/7
[1610105] ['2/9', '5/9', '7/2', '7/9', '9/4'] -> (5/9 + 7/2 + 7/9) / 2/9 + 9/4
[1610109] ['2/9', '5/9', '7/2', '8/3', '8/3'] -> (2/9 + 7/2 * 8/3 - 5/9) * 8/3
[1610111] ['2/9', '5/9', '7/2', '8/3', '8/7'] -> 7/2 / (8/3 - 5/9 / 2/9) * 8/7
[1610114] ['2/9', '5/9', '7/2', '8/3', '9/4'] -> (5/9 + 7/2 * (2/9 + 8/3)) * 9/4
[1610128] ['2/9', '5/9', '7/2', '8/7', '9/2'] -> (5/9 + 7/2 * (2/9 + 8/7)) * 9/2
[1610134] ['2/9', '5/9', '7/2', '8/9', '9/2'] -> (5/9 / 2/9 + 7/2) * 8/9 * 9/2
[1610140] ['2/9', '5/9', '7/2', '9/2', '9/4'] -> 7/2 + (5/9 + 9/2) / 2/9 - 9/4
[1610159] ['2/9', '5/9', '7/3', '7/3', '7/9'] -> (7/3 - 5/9) * 7/3 / 2/9 / 7/9
[1610164] ['2/9', '5/9', '7/3', '7/3', '9/2'] -> (7/3 / (2/9 + 5/9) + 7/3) * 9/2
[1610165] ['2/9', '5/9', '7/3', '7/3', '9/4'] -> ((5/9 + 7/3) / 2/9 - 7/3) * 9/4
[1610167] ['2/9', '5/9', '7/3', '7/3', '9/7'] -> (7/3 - 5/9) * 7/3 / 2/9 * 9/7
[1610168] ['2/9', '5/9', '7/3', '7/3', '9/8'] -> (5/9 + 7/3 * 7/3) / 2/9 / 9/8
[1610174] ['2/9', '5/9', '7/3', '7/4', '8/3'] -> 8/3 / (5/9 / 7/3 - 2/9 / 7/4)
[1610187] ['2/9', '5/9', '7/3', '7/5', '8/3'] -> 8/3 / (5/9 * 7/5 / 7/3 - 2/9)
[1610197] ['2/9', '5/9', '7/3', '7/6', '7/8'] -> (7/3 / 2/9 + 7/6) / 5/9 / 7/8
[1610199] ['2/9', '5/9', '7/3', '7/6', '8/3'] -> 8/3 / (5/9 - 2/9 * 7/3 / 7/6)
[1610213] ['2/9', '5/9', '7/3', '7/8', '8/9'] -> 8/9 / (2/9 * 7/3 / 7/8 - 5/9)
[1610223] ['2/9', '5/9', '7/3', '7/9', '8/9'] -> 8/9 / (2/9 - 5/9 * 7/9 / 7/3)
[1610225] ['2/9', '5/9', '7/3', '7/9', '9/4'] -> (5/9 + 7/3 * 7/9) / 2/9 * 9/4
[1610236] ['2/9', '5/9', '7/3', '8/3', '9/7'] -> 9/7 / ((5/9 - 2/9) / 7/3 / 8/3)
[1610237] ['2/9', '5/9', '7/3', '8/3', '9/8'] -> 9/8 / (2/9 / (7/3 - 5/9) / 8/3)
[1610243] ['2/9', '5/9', '7/3', '8/5', '9/5'] -> 8/5 / (5/9 - 2/9 * 7/3) / 9/5
[1610244] ['2/9', '5/9', '7/3', '8/5', '9/7'] -> 9/7 / ((5/9 / 8/5 - 2/9) / 7/3)
[1610247] ['2/9', '5/9', '7/3', '8/7', '8/9'] -> 8/9 / (2/9 * 7/3 * 8/7 - 5/9)
[1610251] ['2/9', '5/9', '7/3', '8/7', '9/7'] -> 8/7 / (5/9 - 2/9 * 7/3) / 9/7
[1610254] ['2/9', '5/9', '7/3', '8/9', '9/2'] -> 8/9 / (5/9 / 2/9 - 7/3) * 9/2
[1610315] ['2/9', '5/9', '7/4', '7/8', '8/3'] -> 8/3 / (5/9 - 2/9 * 7/4 / 7/8)
[1610325] ['2/9', '5/9', '7/4', '7/9', '8/3'] -> 8/3 / (2/9 + 7/9 / 7/4 - 5/9)
[1610343] ['2/9', '5/9', '7/4', '8/5', '8/5'] -> 8/5 / (2/9 * 7/4 * 8/5 - 5/9)
[1610346] ['2/9', '5/9', '7/4', '8/5', '9/2'] -> 9/2 / (7/4 - 5/9 / 2/9 / 8/5)
[1610359] ['2/9', '5/9', '7/4', '8/9', '9/2'] -> 8/9 / (5/9 - 2/9 * 7/4) * 9/2
[1610368] ['2/9', '5/9', '7/4', '9/2', '9/8'] -> 9/2 / (5/9 - 2/9 * 7/4) / 9/8
[1610384] ['2/9', '5/9', '7/5', '7/5', '8/5'] -> 8/5 / (2/9 * (7/5 + 7/5) - 5/9)
[1610396] ['2/9', '5/9', '7/5', '7/6', '8/5'] -> 8/5 / (7/5 + 7/6 - 5/9 / 2/9)
[1610416] ['2/9', '5/9', '7/5', '7/9', '8/3'] -> 8/3 / (5/9 / 7/5 - 2/9 / 7/9)
[1610436] ['2/9', '5/9', '7/5', '8/5', '8/9'] -> 8/9 / (2/9 - 5/9 / (7/5 + 8/5))
[1610471] ['2/9', '5/9', '7/6', '7/6', '7/8'] -> (7/6 + 7/6) / (7/8 - 2/9 - 5/9)
[1610476] ['2/9', '5/9', '7/6', '7/6', '8/9'] -> 8/9 / (5/9 - 2/9 * (7/6 + 7/6))
[1610483] ['2/9', '5/9', '7/6', '7/8', '7/9'] -> 7/9 / ((2/9 + 5/9) * 7/6 - 7/8)
[1610503] ['2/9', '5/9', '7/6', '8/3', '8/3'] -> 8/3 / (5/9 - 2/9 * 7/6) * 8/3
[1610505] ['2/9', '5/9', '7/6', '8/3', '8/7'] -> 8/7 / (5/9 - 2/9 * 8/3 / 7/6)
[1610509] ['2/9', '5/9', '7/6', '8/3', '9/5'] -> ((5/9 + 8/3) / 2/9 - 7/6) * 9/5
[1610528] ['2/9', '5/9', '7/6', '8/9', '9/2'] -> ((5/9 + 8/9) / 2/9 - 7/6) * 9/2
[1610537] ['2/9', '5/9', '7/6', '9/2', '9/8'] -> (9/2 - 7/6) / 2/9 / 5/9 / 9/8
[1610550] ['2/9', '5/9', '7/8', '7/8', '8/3'] -> 7/8 / (7/8 - 2/9 - 5/9) * 8/3
[1610569] ['2/9', '5/9', '7/8', '8/3', '8/3'] -> (5/9 / 2/9 + 7/8) * 8/3 * 8/3
[1610572] ['2/9', '5/9', '7/8', '8/3', '8/9'] -> 8/9 / (5/9 - 2/9 * 7/8 * 8/3)
[1610626] ['2/9', '5/9', '7/9', '8/3', '8/7'] -> 7/9 / (2/9 * 8/3 - 5/9) * 8/7
[1610629] ['2/9', '5/9', '7/9', '8/3', '9/4'] -> (8/3 / 2/9 - 5/9 - 7/9) * 9/4
[1610630] ['2/9', '5/9', '7/9', '8/3', '9/5'] -> (5/9 + 7/9 + 8/3 / 2/9) * 9/5
[1610655] ['2/9', '5/9', '7/9', '9/2', '9/4'] -> (5/9 + 7/9 + 9/2) / 2/9 - 9/4
[1610658] ['2/9', '5/9', '7/9', '9/2', '9/8'] -> (5/9 + 7/9) * 9/2 / 2/9 / 9/8
[1610676] ['2/9', '5/9', '8/3', '8/3', '9/7'] -> (5/9 * 8/3 + 8/3) / 2/9 * 9/7
[1610677] ['2/9', '5/9', '8/3', '8/3', '9/8'] -> 8/3 * 8/3 / (5/9 - 2/9) * 9/8
[1610681] ['2/9', '5/9', '8/3', '8/5', '9/2'] -> 8/3 * (2/9 / 5/9 + 8/5) * 9/2
[1610685] ['2/9', '5/9', '8/3', '8/5', '9/8'] -> 9/8 / ((5/9 / 8/5 - 2/9) / 8/3)
[1610687] ['2/9', '5/9', '8/3', '8/7', '8/9'] -> 8/9 / (5/9 - 2/9 * 8/3 / 8/7)
[1610693] ['2/9', '5/9', '8/3', '8/9', '8/9'] -> 8/9 / (2/9 - 5/9 * 8/9 / 8/3)
[1610699] ['2/9', '5/9', '8/3', '9/2', '9/2'] -> 8/3 * (9/2 - 5/9 / 2/9) * 9/2
[1610704] ['2/9', '5/9', '8/3', '9/4', '9/4'] -> 8/3 / (5/9 / 2/9 - 9/4) * 9/4
[1610709] ['2/9', '5/9', '8/3', '9/5', '9/7'] -> 8/3 / (5/9 / 9/5 - 2/9) / 9/7
[1610750] ['2/9', '5/9', '8/7', '8/7', '8/7'] -> 8/7 / (5/9 - 2/9 * (8/7 + 8/7))
[1610779] ['2/9', '5/9', '8/9', '8/9', '9/2'] -> (8/9 + 8/9) / (5/9 - 2/9) * 9/2
[1610803] ['2/9', '5/9', '9/2', '9/2', '9/8'] -> (9/2 + 9/2) / (5/9 - 2/9) / 9/8
[1610837] ['2/9', '6/5', '6/5', '6/5', '7/3'] -> (6/5 + 6/5) * 7/3 / 2/9 - 6/5
[1610892] ['2/9', '6/5', '6/5', '7/3', '8/5'] -> (6/5 / 6/5 + 7/3) / 2/9 * 8/5
[1610918] ['2/9', '6/5', '6/5', '7/5', '8/3'] -> 6/5 * (6/5 + 7/5 / 2/9) * 8/3
[1610919] ['2/9', '6/5', '6/5', '7/5', '8/5'] -> 8/5 / (2/9 * 6/5 + 6/5 - 7/5)
[1610921] ['2/9', '6/5', '6/5', '7/5', '8/9'] -> 6/5 / (7/5 - 6/5) / 2/9 * 8/9
[1610923] ['2/9', '6/5', '6/5', '7/5', '9/4'] -> 6/5 / (2/9 + 6/5 - 7/5) / 9/4
[1610926] ['2/9', '6/5', '6/5', '7/5', '9/8'] -> 6/5 / (7/5 - 6/5) / 2/9 / 9/8
[1610930] ['2/9', '6/5', '6/5', '7/6', '8/3'] -> 6/5 / (6/5 - 7/6) - 8/3 / 2/9
[1610954] ['2/9', '6/5', '6/5', '7/9', '8/9'] -> 8/9 / ((6/5 - 2/9) / 6/5 - 7/9)
[1610966] ['2/9', '6/5', '6/5', '8/3', '9/5'] -> 6/5 * 8/3 / 2/9 / (9/5 - 6/5)
[1610974] ['2/9', '6/5', '6/5', '8/5', '9/5'] -> 9/5 / (6/5 - 8/5 / (2/9 + 6/5))
[1610978] ['2/9', '6/5', '6/5', '8/7', '8/9'] -> (2/9 + 6/5) / (6/5 - 8/7) - 8/9
[1610984] ['2/9', '6/5', '6/5', '8/9', '8/9'] -> 8/9 / ((6/5 - 8/9) / 6/5 - 2/9)
[1610990] ['2/9', '6/5', '6/5', '9/2', '9/2'] -> (2/9 + 6/5) * 9/2 / 6/5 * 9/2
[1610994] ['2/9', '6/5', '6/5', '9/2', '9/8'] -> 6/5 / (6/5 / 9/2 - 2/9) / 9/8
[1611039] ['2/9', '6/5', '6/7', '7/3', '7/4'] -> (6/7 / 6/5 + 7/3) / 2/9 * 7/4
[1611059] ['2/9', '6/5', '6/7', '7/4', '8/5'] -> 8/5 / (2/9 * (6/7 * 7/4 - 6/5))
[1611095] ['2/9', '6/5', '6/7', '7/8', '8/5'] -> 8/5 / (2/9 * (6/5 - 6/7) * 7/8)
[1611123] ['2/9', '6/5', '6/7', '8/5', '8/7'] -> 8/5 / (6/5 - 6/7) / 2/9 * 8/7
[1611135] ['2/9', '6/5', '6/7', '8/7', '9/7'] -> 9/7 / (6/7 - 8/7 / (2/9 + 6/5))
[1611156] ['2/9', '6/5', '6/7', '9/7', '9/8'] -> 9/8 / (9/7 / (2/9 + 6/5) - 6/7)
[1611164] ['2/9', '6/5', '7/2', '7/2', '7/9'] -> (7/2 / 2/9 + 7/2 / 6/5) / 7/9
[1611166] ['2/9', '6/5', '7/2', '7/2', '8/5'] -> 6/5 * 7/2 / 2/9 + 7/2 + 8/5
[1611170] ['2/9', '6/5', '7/2', '7/2', '9/4'] -> (7/2 + 7/2) / 2/9 / 6/5 - 9/4
[1611172] ['2/9', '6/5', '7/2', '7/2', '9/7'] -> (7/2 / 2/9 + 7/2 / 6/5) * 9/7
[1611181] ['2/9', '6/5', '7/2', '7/3', '8/5'] -> 8/5 / (2/9 * (7/2 / 7/3 - 6/5))
[1611205] ['2/9', '6/5', '7/2', '7/5', '7/8'] -> (7/2 + 7/5 / 6/5) / 2/9 / 7/8
[1611209] ['2/9', '6/5', '7/2', '7/5', '8/7'] -> (7/2 + 7/5 / 6/5) / 2/9 * 8/7
[1611212] ['2/9', '6/5', '7/2', '7/5', '9/4'] -> 7/2 * (6/5 + 7/5 / 2/9) - 9/4
[1611220] ['2/9', '6/5', '7/2', '7/6', '8/5'] -> 8/5 / (7/6 / 7/2 - 2/9 * 6/5)
[1611223] ['2/9', '6/5', '7/2', '7/6', '9/2'] -> 6/5 * (7/2 + 7/6 - 2/9) * 9/2
[1611231] ['2/9', '6/5', '7/2', '7/8', '8/5'] -> 7/2 / 2/9 / 6/5 / 7/8 * 8/5
[1611239] ['2/9', '6/5', '7/2', '7/9', '7/9'] -> (7/2 + 7/9 / 6/5) / 2/9 / 7/9
[1611241] ['2/9', '6/5', '7/2', '7/9', '8/5'] -> (6/5 * 7/2 + 7/9) / 2/9 + 8/5
[1611247] ['2/9', '6/5', '7/2', '7/9', '9/7'] -> 9/7 / (2/9 / (7/2 + 7/9 / 6/5))
[1611250] ['2/9', '6/5', '7/2', '8/3', '8/5'] -> 8/5 / (2/9 * (7/2 - 6/5 * 8/3))
[1611255] ['2/9', '6/5', '7/2', '8/3', '9/5'] -> (6/5 + 7/2 * 8/3 / 2/9) / 9/5
[1611257] ['2/9', '6/5', '7/2', '8/3', '9/8'] -> (7/2 / 6/5 + 8/3) / 2/9 - 9/8
[1611261] ['2/9', '6/5', '7/2', '8/5', '9/2'] -> (7/2 * 8/5 - 2/9 * 6/5) * 9/2
[1611270] ['2/9', '6/5', '7/2', '8/7', '9/5'] -> 7/2 * (6/5 + 8/7 / 2/9) + 9/5
[1611273] ['2/9', '6/5', '7/2', '8/9', '8/9'] -> 8/9 / (2/9 * 7/2 - 8/9 / 6/5)
[1611279] ['2/9', '6/5', '7/2', '9/2', '9/2'] -> 7/2 / 2/9 + 9/2 / 6/5 + 9/2
[1611281] ['2/9', '6/5', '7/2', '9/2', '9/5'] -> 6/5 * (7/2 + 9/2) / 2/9 / 9/5
[1611290] ['2/9', '6/5', '7/2', '9/5', '9/8'] -> (6/5 * 7/2 + 9/5) / 2/9 / 9/8
[1611304] ['2/9', '6/5', '7/3', '7/3', '9/2'] -> (7/3 + 7/3 - 2/9) * 6/5 * 9/2
[1611306] ['2/9', '6/5', '7/3', '7/3', '9/5'] -> (7/3 + 7/3) / 2/9 + 6/5 + 9/5
[1611327] ['2/9', '6/5', '7/3', '7/5', '8/3'] -> 6/5 * 7/3 / 2/9 / 7/5 * 8/3
[1611333] ['2/9', '6/5', '7/3', '7/5', '9/5'] -> (6/5 + 7/3 + 7/5) / 2/9 + 9/5
[1611361] ['2/9', '6/5', '7/3', '7/9', '8/5'] -> 8/5 / (7/9 / 7/3 - 2/9 * 6/5)
[1611369] ['2/9', '6/5', '7/3', '8/3', '8/3'] -> 8/3 / (2/9 + 8/3 / 6/5 - 7/3)
[1611370] ['2/9', '6/5', '7/3', '8/3', '8/5'] -> 8/5 / (8/3 - 2/9 * 6/5 - 7/3)
[1611372] ['2/9', '6/5', '7/3', '8/3', '8/9'] -> 6/5 * (7/3 + 8/3) / 2/9 * 8/9
[1611377] ['2/9', '6/5', '7/3', '8/3', '9/8'] -> 6/5 * (7/3 + 8/3) / 2/9 / 9/8
[1611382] ['2/9', '6/5', '7/3', '8/5', '9/4'] -> 7/3 / (8/5 - 6/5) / 2/9 - 9/4
[1611395] ['2/9', '6/5', '7/3', '8/9', '9/4'] -> 7/3 / (6/5 - 2/9 - 8/9) - 9/4
[1611412] ['2/9', '6/5', '7/3', '9/7', '9/8'] -> (7/3 / (9/7 - 6/5) - 2/9) / 9/8
[1611432] ['2/9', '6/5', '7/4', '7/5', '8/3'] -> (6/5 + 7/5 / 7/4) / 2/9 * 8/3
[1611445] ['2/9', '6/5', '7/4', '7/6', '8/5'] -> 8/5 / (2/9 * (7/4 / 7/6 - 6/5))
[1611478] ['2/9', '6/5', '7/4', '8/3', '9/2'] -> 6/5 * (7/4 * 8/3 - 2/9) * 9/2
[1611480] ['2/9', '6/5', '7/4', '8/3', '9/5'] -> 6/5 + 7/4 * 8/3 / 2/9 + 9/5
[1611523] ['2/9', '6/5', '7/5', '7/5', '8/3'] -> 8/3 / (2/9 * 7/5 + 6/5 - 7/5)
[1611539] ['2/9', '6/5', '7/5', '7/6', '9/2'] -> 6/5 / (7/5 - 2/9 - 7/6) / 9/2
[1611540] ['2/9', '6/5', '7/5', '7/6', '9/4'] -> 7/6 / (7/5 - 6/5) / 2/9 - 9/4
[1611569] ['2/9', '6/5', '7/5', '8/3', '9/2'] -> 6/5 + (7/5 + 8/3) / 2/9 + 9/2
[1611570] ['2/9', '6/5', '7/5', '8/3', '9/4'] -> (6/5 / 2/9 - 7/5) * 8/3 * 9/4
[1611571] ['2/9', '6/5', '7/5', '8/3', '9/5'] -> (6/5 + 7/5 * 8/3) / 2/9 + 9/5
[1611574] ['2/9', '6/5', '7/5', '8/5', '8/5'] -> 8/5 / (2/9 * 6/5 + 7/5 - 8/5)
[1611576] ['2/9', '6/5', '7/5', '8/5', '8/9'] -> 6/5 / (8/5 - 7/5) / 2/9 * 8/9
[1611581] ['2/9', '6/5', '7/5', '8/5', '9/8'] -> 6/5 / (8/5 - 7/5) / 2/9 / 9/8
[1611582] ['2/9', '6/5', '7/5', '8/7', '8/7'] -> 6/5 / (7/5 - 8/7) / 2/9 * 8/7
[1611635] ['2/9', '6/5', '7/6', '7/9', '8/5'] -> 8/5 / (2/9 * (7/6 / 7/9 - 6/5))
[1611644] ['2/9', '6/5', '7/6', '8/3', '8/5'] -> 8/5 / (2/9 * (8/3 - 6/5 - 7/6))
[1611652] ['2/9', '6/5', '7/6', '8/5', '8/5'] -> 8/5 / (6/5 * (2/9 + 7/6) - 8/5)
[1611654] ['2/9', '6/5', '7/6', '8/5', '8/9'] -> 8/9 / (2/9 * (8/5 / 6/5 - 7/6))
[1611656] ['2/9', '6/5', '7/6', '8/5', '9/4'] -> 2/9 * 8/5 / (6/5 - 7/6) * 9/4
[1611660] ['2/9', '6/5', '7/6', '8/7', '8/7'] -> 8/7 / (2/9 * (7/6 - 8/7 / 6/5))
[1611667] ['2/9', '6/5', '7/6', '8/9', '8/9'] -> 8/9 / ((6/5 - 7/6) * (2/9 + 8/9))
[1611674] ['2/9', '6/5', '7/6', '9/2', '9/4'] -> 7/6 / (6/5 / 9/2 - 2/9) - 9/4
[1611689] ['2/9', '6/5', '7/8', '7/8', '7/9'] -> 7/9 / 2/9 / (7/8 - 7/8 / 6/5)
[1611739] ['2/9', '6/5', '7/8', '9/2', '9/2'] -> 9/2 / (7/8 / 2/9 - 9/2 / 6/5)
[1611741] ['2/9', '6/5', '7/8', '9/2', '9/5'] -> 6/5 / (2/9 - 7/8 / 9/2) / 9/5
[1611748] ['2/9', '6/5', '7/8', '9/5', '9/5'] -> 9/5 / (2/9 * 9/5 - (6/5 - 7/8))
[1611756] ['2/9', '6/5', '7/9', '7/9', '8/5'] -> 8/5 / (2/9 + 7/9 - 6/5 * 7/9)
[1611765] ['2/9', '6/5', '7/9', '8/3', '8/5'] -> 8/5 / (7/9 - 2/9 * 6/5 * 8/3)
[1611770] ['2/9', '6/5', '7/9', '8/3', '9/5'] -> 8/3 / (6/5 - 2/9 - 7/9) * 9/5
[1611773] ['2/9', '6/5', '7/9', '8/5', '8/5'] -> 8/5 / (6/5 - 2/9 * 8/5 - 7/9)
[1611781] ['2/9', '6/5', '7/9', '8/7', '8/7'] -> 8/7 / (2/9 + 7/9 - 8/7 / 6/5)
[1611791] ['2/9', '6/5', '7/9', '8/9', '9/5'] -> 9/5 / (6/5 - (2/9 + 7/9) / 8/9)
[1611794] ['2/9', '6/5', '7/9', '9/2', '9/2'] -> ((2/9 + 7/9) / 6/5 + 9/2) * 9/2
[1611813] ['2/9', '6/5', '8/3', '8/3', '9/2'] -> (8/3 / 6/5 - 2/9) * 8/3 * 9/2
[1611822] ['2/9', '6/5', '8/3', '8/5', '9/4'] -> (8/3 / 2/9 - 8/5 / 6/5) * 9/4
[1611823] ['2/9', '6/5', '8/3', '8/5', '9/5'] -> (8/3 / 2/9 + 8/5 / 6/5) * 9/5
[1611841] ['2/9', '6/5', '8/3', '9/2', '9/5'] -> 8/3 / (6/5 - 2/9 * 9/2) * 9/5
[1611848] ['2/9', '6/5', '8/3', '9/5', '9/5'] -> 9/5 / (8/3 / (2/9 + 6/5) - 9/5)
[1611850] ['2/9', '6/5', '8/3', '9/5', '9/8'] -> (6/5 + 8/3 * 9/5) / 2/9 / 9/8
[1611859] ['2/9', '6/5', '8/5', '8/5', '9/5'] -> (8/5 + 8/5) / 2/9 / (9/5 - 6/5)
[1611875] ['2/9', '6/5', '8/5', '9/2', '9/2'] -> 9/2 / 2/9 - 6/5 / 8/5 + 9/2
[1611886] ['2/9', '6/5', '8/5', '9/5', '9/8'] -> 6/5 / (9/5 - 8/5) / 2/9 / 9/8
[1611918] ['2/9', '6/5', '8/9', '8/9', '8/9'] -> 8/9 / ((2/9 + 8/9) / 6/5 - 8/9)
[1611921] ['2/9', '6/5', '8/9', '8/9', '9/5'] -> (8/9 + 8/9) / 2/9 * (6/5 + 9/5)
