[1250896] ['1/9', '5/3', '5/4', '5/7', '7/5'] -> 7/5 / (1/9 * 5/4 / (5/3 + 5/7))
[1282009] ['2/3', '2/5', '3/7', '6/7', '8/7'] -> 8/7 / ((6/7 - 2/3) / 2/5 - 3/7)
[1282016] ['2/3', '2/5', '3/7', '7/2', '7/2'] -> (3/7 / 2/5 + 7/2) / 2/3 * 7/2
[1282025] ['2/3', '2/5', '3/7', '7/2', '8/7'] -> 8/7 / (2/3 / 2/5 / 7/2 - 3/7)
[1282036] ['2/3', '2/5', '3/7', '7/3', '7/8'] -> (2/3 / (3/7 - 2/5) - 7/3) / 7/8
[1282058] ['2/3', '2/5', '3/7', '7/4', '9/5'] -> 2/3 / (3/7 - 2/5) / 7/4 * 9/5
[1282067] ['2/3', '2/5', '3/7', '7/5', '8/7'] -> 8/7 / (2/5 / 7/5 - (2/3 - 3/7))
[1282077] ['2/3', '2/5', '3/7', '7/6', '8/3'] -> 8/3 / ((2/3 - 3/7) * 2/5 * 7/6)
[1282089] ['2/3', '2/5', '3/7', '7/8', '8/5'] -> 8/5 / (2/5 + 3/7 - 2/3 / 7/8)
[1282117] ['2/3', '2/5', '3/7', '8/5', '8/7'] -> 2/5 / (3/7 * 8/5 - 2/3) * 8/7
[1282119] ['2/3', '2/5', '3/7', '8/5', '9/2'] -> (2/3 + (2/5 + 8/5) / 3/7) * 9/2
[1282122] ['2/3', '2/5', '3/7', '8/5', '9/7'] -> 9/7 / (3/7 - 2/5 / 2/3 / 8/5)
[1282124] ['2/3', '2/5', '3/7', '8/7', '8/7'] -> 8/7 / (2/3 * (8/7 - 3/7 / 2/5))
[1282133] ['2/3', '2/5', '3/7', '8/9', '9/4'] -> 2/3 / (3/7 - 2/5) / 8/9 - 9/4
[1282138] ['2/3', '2/5', '3/7', '9/2', '9/4'] -> 9/2 / (2/5 / 2/3 - 3/7) - 9/4
[1282154] ['2/3', '2/5', '3/8', '3/8', '4/5'] -> 4/5 / 2/5 / (3/8 + 3/8 - 2/3)
[1282157] ['2/3', '2/5', '3/8', '3/8', '5/2'] -> 5/2 / (2/3 + 3/8 - 3/8 / 2/5)
[1282162] ['2/3', '2/5', '3/8', '3/8', '5/8'] -> 5/8 / (2/3 + 3/8) / (2/5 - 3/8)
[1282164] ['2/3', '2/5', '3/8', '3/8', '6/5'] -> 6/5 / 2/5 / (3/8 - 2/3 * 3/8)
[1282179] ['2/3', '2/5', '3/8', '3/8', '9/5'] -> 9/5 / 2/5 / (3/8 / 2/3 - 3/8)
[1282182] ['2/3', '2/5', '3/8', '4/3', '4/3'] -> 2/3 / (2/5 - 3/8) - 4/3 - 4/3
[1282189] ['2/3', '2/5', '3/8', '4/3', '5/6'] -> 2/3 / (2/5 - 3/8) / 4/3 / 5/6
[1282200] ['2/3', '2/5', '3/8', '4/3', '7/8'] -> 7/8 / (3/8 / 2/5 / 4/3 - 2/3)
[1282214] ['2/3', '2/5', '3/8', '4/5', '5/2'] -> 5/2 / (3/8 / 2/5 - 2/3 / 4/5)
[1282223] ['2/3', '2/5', '3/8', '4/5', '7/2'] -> 4/5 / (2/3 - 3/8) / 2/5 * 7/2
[1282226] ['2/3', '2/5', '3/8', '4/5', '7/5'] -> 7/5 / (2/3 / 4/5 - 2/5 - 3/8)
[1282230] ['2/3', '2/5', '3/8', '4/5', '8/3'] -> 2/3 / (4/5 - 2/5 - 3/8) - 8/3
[1282231] ['2/3', '2/5', '3/8', '4/5', '8/5'] -> 8/5 / (2/3 * (2/5 - 3/8 * 4/5))
[1282236] ['2/3', '2/5', '3/8', '4/5', '9/5'] -> 9/5 / (3/8 * (4/5 - 2/5 / 2/3))
[1282238] ['2/3', '2/5', '3/8', '4/5', '9/8'] -> 9/8 / ((2/5 - 3/8) / 2/3 / 4/5)
[1282246] ['2/3', '2/5', '3/8', '4/7', '5/8'] -> 5/8 / ((2/3 - 3/8 / 4/7) / 2/5)
[1282258] ['2/3', '2/5', '3/8', '4/7', '8/5'] -> 8/5 / ((2/3 - 3/8) * 2/5 * 4/7)
[1282264] ['2/3', '2/5', '3/8', '4/7', '9/7'] -> 9/7 / (2/3 * 3/8 / 2/5 - 4/7)
[1282279] ['2/3', '2/5', '3/8', '4/9', '7/5'] -> 7/5 / (3/8 * (2/5 / 2/3 - 4/9))
[1282283] ['2/3', '2/5', '3/8', '4/9', '8/3'] -> 4/9 / (2/5 - 3/8) / 2/3 - 8/3
[1282297] ['2/3', '2/5', '3/8', '5/2', '5/8'] -> (5/2 / 3/8 - 2/3) / 2/5 / 5/8
[1282299] ['2/3', '2/5', '3/8', '5/2', '6/5'] -> 6/5 / (3/8 * (2/5 - 2/3 / 5/2))
[1282309] ['2/3', '2/5', '3/8', '5/2', '8/5'] -> (5/2 / 3/8 - 2/3) / 2/5 * 8/5
[1282313] ['2/3', '2/5', '3/8', '5/2', '9/4'] -> 2/3 / (2/5 - 3/8) / 5/2 * 9/4
[1282328] ['2/3', '2/5', '3/8', '5/3', '7/5'] -> 7/5 / ((2/5 - 3/8) * (2/3 + 5/3))
[1282348] ['2/3', '2/5', '3/8', '5/4', '7/2'] -> 7/2 / ((2/3 - 3/8) * 2/5 * 5/4)
[1282351] ['2/3', '2/5', '3/8', '5/4', '7/5'] -> 7/5 / (2/3 * 5/4 - 2/5 - 3/8)
[1282355] ['2/3', '2/5', '3/8', '5/4', '8/3'] -> (2/3 + 5/4 / 2/5 / 3/8) * 8/3
[1282356] ['2/3', '2/5', '3/8', '5/4', '8/5'] -> 8/5 / (2/3 * (2/5 - 3/8 / 5/4))
[1282363] ['2/3', '2/5', '3/8', '5/4', '9/8'] -> 9/8 / ((2/5 - 3/8) * 5/4 / 2/3)
[1282367] ['2/3', '2/5', '3/8', '5/6', '5/9'] -> 2/3 / (3/8 / 5/6 - 2/5) / 5/9
[1282371] ['2/3', '2/5', '3/8', '5/6', '7/3'] -> 7/3 / ((2/3 - 3/8) * 2/5 * 5/6)
[1282383] ['2/3', '2/5', '3/8', '5/6', '9/5'] -> 2/3 / (3/8 / 5/6 - 2/5) * 9/5
[1282389] ['2/3', '2/5', '3/8', '5/7', '6/5'] -> 6/5 / (2/5 - 2/3 * 3/8 / 5/7)
[1282390] ['2/3', '2/5', '3/8', '5/7', '6/7'] -> 6/7 / (2/5 * 5/7 - 2/3 * 3/8)
[1282402] ['2/3', '2/5', '3/8', '5/7', '9/2'] -> 2/3 / (3/8 / 5/7 - 2/5) * 9/2
[1282404] ['2/3', '2/5', '3/8', '5/7', '9/5'] -> 9/5 / (2/5 / 2/3 - 3/8 / 5/7)
[1282405] ['2/3', '2/5', '3/8', '5/7', '9/7'] -> 9/7 / (2/5 * 5/7 / 2/3 - 3/8)
[1282413] ['2/3', '2/5', '3/8', '5/8', '7/4'] -> 7/4 / ((2/3 - 3/8) * 2/5 * 5/8)
[1282422] ['2/3', '2/5', '3/8', '5/8', '9/2'] -> 2/3 / (3/8 - 2/5 * 5/8) * 9/2
[1282423] ['2/3', '2/5', '3/8', '5/8', '9/4'] -> 9/4 / ((2/5 - 2/3 * 3/8) * 5/8)
[1282428] ['2/3', '2/5', '3/8', '5/9', '6/5'] -> 6/5 / (2/3 * 3/8 / 5/9 - 2/5)
[1282443] ['2/3', '2/5', '3/8', '5/9', '9/5'] -> 9/5 / (3/8 / 5/9 - 2/5 / 2/3)
[1282449] ['2/3', '2/5', '3/8', '6/5', '7/3'] -> 6/5 / (2/3 - 3/8) / 2/5 * 7/3
[1282456] ['2/3', '2/5', '3/8', '6/5', '8/5'] -> 8/5 / (2/3 - 3/8 * (2/5 + 6/5))
[1282461] ['2/3', '2/5', '3/8', '6/5', '9/5'] -> 2/3 / (3/8 * 6/5 - 2/5) * 9/5
[1282478] ['2/3', '2/5', '3/8', '6/7', '9/5'] -> 9/5 / (3/8 * (2/3 - 2/5 / 6/7))
[1282479] ['2/3', '2/5', '3/8', '6/7', '9/7'] -> 9/7 / (2/3 * (3/8 / 2/5 - 6/7))
[1282484] ['2/3', '2/5', '3/8', '7/2', '7/5'] -> 7/5 / (2/3 * (2/5 - 3/8) * 7/2)
[1282488] ['2/3', '2/5', '3/8', '7/2', '8/3'] -> (2/3 * 3/8 + 7/2 / 2/5) * 8/3
[1282499] ['2/3', '2/5', '3/8', '7/3', '7/5'] -> 7/5 / (3/8 * (7/3 - 2/5) - 2/3)
[1282508] ['2/3', '2/5', '3/8', '7/3', '9/4'] -> (2/3 / 2/5 + 7/3) / 3/8 * 9/4
[1282509] ['2/3', '2/5', '3/8', '7/3', '9/5'] -> 9/5 / ((2/5 - 3/8) * (2/3 + 7/3))
[1282513] ['2/3', '2/5', '3/8', '7/4', '7/5'] -> 7/5 / (2/5 * (7/4 - 2/3) - 3/8)
[1282518] ['2/3', '2/5', '3/8', '7/4', '8/5'] -> 7/4 / (2/3 - 3/8) / 2/5 * 8/5
[1282523] ['2/3', '2/5', '3/8', '7/4', '9/5'] -> (2/3 + 7/4 / 3/8) / 2/5 * 9/5
[1282536] ['2/3', '2/5', '3/8', '7/5', '9/5'] -> 9/5 / (2/5 / 2/3 - 3/8 * 7/5)
[1282537] ['2/3', '2/5', '3/8', '7/5', '9/7'] -> 9/7 / (2/5 / 2/3 / 7/5 - 3/8)
[1282543] ['2/3', '2/5', '3/8', '7/6', '8/5'] -> 8/5 / (2/3 * (7/6 - 2/5 / 3/8))
[1282546] ['2/3', '2/5', '3/8', '7/6', '9/2'] -> 9/2 / (3/8 * (2/3 / 2/5 - 7/6))
[1282553] ['2/3', '2/5', '3/8', '7/8', '8/3'] -> 2/3 / (3/8 - 2/5 * 7/8) - 8/3
[1282558] ['2/3', '2/5', '3/8', '7/8', '9/4'] -> 2/3 / (3/8 / 2/5 - 7/8) * 9/4
[1282573] ['2/3', '2/5', '3/8', '8/3', '8/5'] -> 8/5 / (2/3 + 2/5 - 3/8 * 8/3)
[1282578] ['2/3', '2/5', '3/8', '8/3', '9/5'] -> (8/3 - 2/3) / 2/5 / 3/8 * 9/5
[1282581] ['2/3', '2/5', '3/8', '8/5', '8/5'] -> 8/5 / ((2/3 - 3/8) * 8/5 - 2/5)
[1282585] ['2/3', '2/5', '3/8', '8/5', '9/4'] -> 8/5 / (2/5 - 2/3 * 3/8) * 9/4
[1282587] ['2/3', '2/5', '3/8', '8/5', '9/7'] -> 9/7 / (2/5 / (8/5 - 2/3) - 3/8)
[1282604] ['2/3', '2/5', '3/8', '9/2', '9/5'] -> 9/5 / (2/3 * (2/5 - 3/8) * 9/2)
[1282608] ['2/3', '2/5', '3/8', '9/4', '9/5'] -> (9/4 / 3/8 - 2/3) / 2/5 * 9/5
[1282611] ['2/3', '2/5', '3/8', '9/5', '9/5'] -> 9/5 / (3/8 * 9/5 - 2/5 / 2/3)
[1282624] ['2/3', '2/5', '4/3', '4/3', '5/6'] -> 4/3 / (2/3 * 5/6 / 2/5 - 4/3)
[1282627] ['2/3', '2/5', '4/3', '4/3', '5/9'] -> 4/3 / (2/3 / 4/3 - 2/5) / 5/9
[1282634] ['2/3', '2/5', '4/3', '4/3', '7/6'] -> (2/3 + 4/3 / 2/5) / (4/3 - 7/6)
[1282637] ['2/3', '2/5', '4/3', '4/3', '8/3'] -> 8/3 / (4/3 * 4/3 - 2/3 / 2/5)
[1282643] ['2/3', '2/5', '4/3', '4/3', '9/5'] -> 4/3 * 9/5 / (2/3 / 4/3 - 2/5)
[1282649] ['2/3', '2/5', '4/3', '4/5', '5/2'] -> (4/3 / (4/5 - 2/3) - 2/5) * 5/2
[1282656] ['2/3', '2/5', '4/3', '4/5', '6/5'] -> (2/5 + 6/5) / (2/3 - 4/5 / 4/3)
[1282661] ['2/3', '2/5', '4/3', '4/5', '7/5'] -> (2/5 + 4/5 / 2/3) / (7/5 - 4/3)
[1282664] ['2/3', '2/5', '4/3', '4/5', '7/9'] -> 4/3 * 4/5 / 2/5 / (7/9 - 2/3)
[1282668] ['2/3', '2/5', '4/3', '4/5', '8/9'] -> (4/3 + 4/5) / 2/5 / (8/9 - 2/3)
[1282683] ['2/3', '2/5', '4/3', '4/7', '6/5'] -> 6/5 / (2/5 - 2/3 / (4/3 + 4/7))
[1282693] ['2/3', '2/5', '4/3', '4/7', '8/5'] -> 8/5 / (2/5 * (4/3 - 2/3 / 4/7))
[1282705] ['2/3', '2/5', '4/3', '4/9', '5/6'] -> 2/3 * 4/3 / (4/9 - 2/5) / 5/6
[1282709] ['2/3', '2/5', '4/3', '4/9', '6/5'] -> 2/3 * 4/3 / (4/9 - 2/5) * 6/5
[1282765] ['2/3', '2/5', '4/3', '5/3', '7/8'] -> (4/3 / 2/5 + 5/3) / (7/8 - 2/3)
[1282777] ['2/3', '2/5', '4/3', '5/4', '5/6'] -> 2/3 / (4/3 - 5/4) / 2/5 / 5/6
[1282803] ['2/3', '2/5', '4/3', '5/6', '6/5'] -> 4/3 / (5/6 - 2/3) / 2/5 * 6/5
[1282816] ['2/3', '2/5', '4/3', '5/6', '9/2'] -> (4/3 + 2/3 / 5/6) / 2/5 * 9/2
[1282837] ['2/3', '2/5', '4/3', '5/7', '9/2'] -> (2/3 + 4/3 / 2/5 / 5/7) * 9/2
[1282844] ['2/3', '2/5', '4/3', '5/8', '6/5'] -> 6/5 / (2/5 * (5/8 - 2/3 / 4/3))
[1282875] ['2/3', '2/5', '4/3', '5/9', '8/9'] -> 8/9 / 2/3 / (5/9 / 2/5 - 4/3)
[1282876] ['2/3', '2/5', '4/3', '5/9', '9/2'] -> (4/3 / 2/5 / 5/9 - 2/3) * 9/2
[1282894] ['2/3', '2/5', '4/3', '6/5', '9/2'] -> (4/3 + 2/3 * 6/5) / 2/5 * 9/2
[1282907] ['2/3', '2/5', '4/3', '6/7', '8/3'] -> 8/3 / (2/3 / 2/5 - 4/3 / 6/7)
[1282923] ['2/3', '2/5', '4/3', '7/2', '8/3'] -> 8/3 / (2/3 * (7/2 - 4/3 / 2/5))
[1282928] ['2/3', '2/5', '4/3', '7/2', '9/4'] -> 7/2 / (2/3 - 2/5 * 4/3) - 9/4
[1282929] ['2/3', '2/5', '4/3', '7/2', '9/5'] -> (2/3 + 4/3 * 7/2) / 2/5 * 9/5
[1282938] ['2/3', '2/5', '4/3', '7/3', '8/3'] -> 8/3 / (7/3 - 2/3 * 4/3 / 2/5)
[1282953] ['2/3', '2/5', '4/3', '7/4', '8/5'] -> 8/5 / (2/5 * (4/3 - 2/3 * 7/4))
[1282983] ['2/3', '2/5', '4/3', '7/6', '9/5'] -> 4/3 / (7/6 - 2/3 - 2/5) * 9/5
[1282988] ['2/3', '2/5', '4/3', '7/8', '8/3'] -> 8/3 / (2/5 * 4/3 * (7/8 - 2/3))
[1282998] ['2/3', '2/5', '4/3', '7/9', '8/3'] -> 8/3 / (2/5 * (7/9 - 2/3 / 4/3))
[1282999] ['2/3', '2/5', '4/3', '7/9', '8/5'] -> 8/5 / (2/5 * (4/3 - 7/9 / 2/3))
[1283000] ['2/3', '2/5', '4/3', '7/9', '8/7'] -> 8/7 / (4/3 / 7/9 - 2/3 / 2/5)
[1283001] ['2/3', '2/5', '4/3', '7/9', '8/9'] -> 8/9 / (4/3 - 2/3 * 7/9 / 2/5)
[1283031] ['2/3', '2/5', '4/3', '8/9', '8/9'] -> 4/3 / 2/5 / (8/9 - 2/3 / 8/9)
[1283032] ['2/3', '2/5', '4/3', '8/9', '9/2'] -> (4/3 + 8/9 / 2/5) / 2/3 * 9/2
[1283039] ['2/3', '2/5', '4/3', '9/2', '9/5'] -> (4/3 * 9/2 - 2/3) / 2/5 * 9/5
[1283052] ['2/3', '2/5', '4/5', '4/5', '4/5'] -> 4/5 / (2/3 * 4/5 - 2/5 / 4/5)
[1283054] ['2/3', '2/5', '4/5', '4/5', '4/9'] -> 2/3 * (4/5 + 4/5) / (4/9 - 2/5)
[1283055] ['2/3', '2/5', '4/5', '4/5', '5/2'] -> 4/5 / (5/2 - 2/3 / 2/5 - 4/5)
[1283064] ['2/3', '2/5', '4/5', '4/5', '7/2'] -> (2/5 + 4/5 * 7/2) / (4/5 - 2/3)
[1283067] ['2/3', '2/5', '4/5', '4/5', '7/5'] -> 4/5 / (2/5 * 7/5 / 4/5 - 2/3)
[1283069] ['2/3', '2/5', '4/5', '4/5', '7/8'] -> (2/5 + 4/5) / 2/3 / (7/8 - 4/5)
[1283079] ['2/3', '2/5', '4/5', '4/5', '9/8'] -> (2/5 + 4/5) / (4/5 - 2/3 * 9/8)
[1283080] ['2/3', '2/5', '4/5', '4/7', '4/7'] -> 4/5 / (2/5 - 2/3 * 4/7) * 4/7
[1283086] ['2/3', '2/5', '4/5', '4/7', '5/7'] -> 4/5 * 4/7 / 2/5 / (5/7 - 2/3)
[1283090] ['2/3', '2/5', '4/5', '4/7', '6/7'] -> 4/5 / (2/5 / 2/3 - 4/7) * 6/7
[1283093] ['2/3', '2/5', '4/5', '4/7', '7/4'] -> 4/5 / (2/5 - 2/3 * 4/7) / 7/4
[1283095] ['2/3', '2/5', '4/5', '4/7', '7/6'] -> 4/5 / (2/5 / 2/3 - 4/7) / 7/6
[1283096] ['2/3', '2/5', '4/5', '4/7', '7/8'] -> 4/5 / (2/3 - 4/7) / 2/5 / 7/8
[1283099] ['2/3', '2/5', '4/5', '4/7', '8/5'] -> 8/5 / 2/3 / (4/5 - 2/5 / 4/7)
[1283115] ['2/3', '2/5', '4/5', '4/9', '6/5'] -> (4/5 - 2/3 - 6/5) / (2/5 - 4/9)
[1283132] ['2/3', '2/5', '4/5', '4/9', '9/8'] -> 4/5 / (4/9 - 2/5) / 2/3 / 9/8
[1283147] ['2/3', '2/5', '4/5', '5/2', '7/8'] -> 4/5 * 5/2 / 2/5 / (7/8 - 2/3)
[1283174] ['2/3', '2/5', '4/5', '5/3', '8/5'] -> 8/5 / (5/3 - 4/5 / 2/3 - 2/5)
[1283177] ['2/3', '2/5', '4/5', '5/3', '9/2'] -> ((2/3 + 4/5) / 2/5 + 5/3) * 9/2
[1283185] ['2/3', '2/5', '4/5', '5/4', '5/8'] -> 2/5 / (2/3 - 4/5 / 5/4) / 5/8
[1283186] ['2/3', '2/5', '4/5', '5/4', '5/9'] -> 2/3 / (5/4 - 2/5 - 4/5) / 5/9
[1283202] ['2/3', '2/5', '4/5', '5/4', '9/5'] -> 2/3 * 9/5 / (5/4 - 2/5 - 4/5)
[1283207] ['2/3', '2/5', '4/5', '5/6', '5/8'] -> (2/5 + 4/5) * 5/6 / (2/3 - 5/8)
[1283209] ['2/3', '2/5', '4/5', '5/6', '6/5'] -> 6/5 / (5/6 / 2/3 - 2/5 - 4/5)
[1283230] ['2/3', '2/5', '4/5', '5/7', '6/5'] -> (2/5 + 4/5) / (5/7 - 2/3) - 6/5
[1283234] ['2/3', '2/5', '4/5', '5/7', '7/4'] -> 4/5 / (5/7 - 2/3) / 2/5 / 7/4
[1283241] ['2/3', '2/5', '4/5', '5/7', '8/7'] -> 8/7 / (2/5 * (2/3 / 4/5 - 5/7))
[1283252] ['2/3', '2/5', '4/5', '5/8', '7/2'] -> 7/2 / (2/3 - 5/8 / (2/5 + 4/5))
[1283286] ['2/3', '2/5', '4/5', '5/9', '9/8'] -> 4/5 / (2/5 - 2/3 * 5/9) / 9/8
[1283292] ['2/3', '2/5', '4/5', '6/5', '7/5'] -> (2/5 + 6/5) / (2/3 + 4/5 - 7/5)
[1283294] ['2/3', '2/5', '4/5', '6/5', '7/8'] -> (4/5 + 6/5) / 2/5 / (7/8 - 2/3)
[1283296] ['2/3', '2/5', '4/5', '6/5', '8/3'] -> 6/5 / (2/3 * 4/5 - 2/5) * 8/3
[1283311] ['2/3', '2/5', '4/5', '6/7', '7/8'] -> 2/5 / (4/5 * 6/7 - 2/3) / 7/8
[1283312] ['2/3', '2/5', '4/5', '6/7', '7/9'] -> (2/3 + 2/5) / (6/7 - 4/5) / 7/9
[1283314] ['2/3', '2/5', '4/5', '6/7', '8/5'] -> 8/5 / (2/3 * 4/5 - 2/5 / 6/7)
[1283320] ['2/3', '2/5', '4/5', '6/7', '9/7'] -> (2/3 + 2/5) / (6/7 - 4/5) * 9/7
[1283327] ['2/3', '2/5', '4/5', '7/2', '7/8'] -> 7/2 / (2/3 - 2/5 / 4/5) / 7/8
[1283331] ['2/3', '2/5', '4/5', '7/2', '8/7'] -> 7/2 / (2/3 - 2/5 / 4/5) * 8/7
[1283333] ['2/3', '2/5', '4/5', '7/2', '9/2'] -> (4/5 * 7/2 - 2/3) / 2/5 * 9/2
[1283334] ['2/3', '2/5', '4/5', '7/2', '9/4'] -> 7/2 / (2/3 * 4/5 - 2/5) - 9/4
[1283353] ['2/3', '2/5', '4/5', '7/4', '7/4'] -> 4/5 / (2/5 - 2/3 / 7/4) / 7/4
[1283376] ['2/3', '2/5', '4/5', '7/5', '9/4'] -> 7/5 / (4/5 - 2/3) / 2/5 - 9/4
[1283381] ['2/3', '2/5', '4/5', '7/6', '7/8'] -> 2/5 / (4/5 / 7/6 - 2/3) / 7/8
[1283385] ['2/3', '2/5', '4/5', '7/6', '8/7'] -> 2/5 / (4/5 / 7/6 - 2/3) * 8/7
[1283404] ['2/3', '2/5', '4/5', '7/9', '8/3'] -> 2/5 / (2/3 - 4/5 * 7/9) * 8/3
[1283407] ['2/3', '2/5', '4/5', '7/9', '8/9'] -> 2/5 / (4/5 - 7/9) / 2/3 * 8/9
[1283412] ['2/3', '2/5', '4/5', '7/9', '9/8'] -> 2/5 / (4/5 - 7/9) / 2/3 / 9/8
[1283413] ['2/3', '2/5', '4/5', '8/3', '8/3'] -> (2/3 + 8/3 / 2/5 / 4/5) * 8/3
[1283416] ['2/3', '2/5', '4/5', '8/3', '8/9'] -> 4/5 * 8/3 / 2/5 / (8/9 - 2/3)
[1283419] ['2/3', '2/5', '4/5', '8/3', '9/5'] -> 8/3 / (4/5 - 2/5 / 2/3) * 9/5
[1283427] ['2/3', '2/5', '4/5', '8/5', '9/5'] -> 4/5 * 8/5 / (2/5 * 9/5 - 2/3)
[1283444] ['2/3', '2/5', '4/5', '9/2', '9/4'] -> (2/3 + 4/5 * 9/2) / 2/5 * 9/4
[1283445] ['2/3', '2/5', '4/5', '9/2', '9/5'] -> (2/3 / 4/5 + 9/2) / 2/5 * 9/5
[1283447] ['2/3', '2/5', '4/5', '9/2', '9/8'] -> 9/2 / (2/3 - 2/5 / 4/5) / 9/8
[1283454] ['2/3', '2/5', '4/5', '9/5', '9/8'] -> 4/5 / (2/5 - 2/3 / 9/5) / 9/8
[1283462] ['2/3', '2/5', '4/7', '4/7', '5/4'] -> 4/7 / (2/5 - 2/3 * 4/7) / 5/4
[1283463] ['2/3', '2/5', '4/7', '4/7', '5/6'] -> 4/7 / (2/5 / 2/3 - 4/7) / 5/6
[1283464] ['2/3', '2/5', '4/7', '4/7', '5/7'] -> 4/7 / (2/5 / 4/7 - 2/3) / 5/7
[1283465] ['2/3', '2/5', '4/7', '4/7', '5/8'] -> 4/7 / (2/3 - 4/7) / 2/5 / 5/8
[1283467] ['2/3', '2/5', '4/7', '4/7', '6/5'] -> 4/7 * 6/5 / (2/5 / 2/3 - 4/7)
[1283468] ['2/3', '2/5', '4/7', '4/7', '6/7'] -> 6/7 / (4/7 - 4/7 / (2/3 + 2/5))
[1283472] ['2/3', '2/5', '4/7', '4/7', '7/5'] -> 4/7 * 7/5 / (2/5 / 4/7 - 2/3)
[1283492] ['2/3', '2/5', '4/7', '4/9', '5/9'] -> 4/9 / (2/5 / 4/7 - 2/3) / 5/9
[1283507] ['2/3', '2/5', '4/7', '4/9', '9/4'] -> 2/3 / (4/9 - 2/5) / 4/7 - 9/4
[1283508] ['2/3', '2/5', '4/7', '4/9', '9/5'] -> 4/9 / (2/5 / 4/7 - 2/3) * 9/5
[1283528] ['2/3', '2/5', '4/7', '5/2', '8/5'] -> 8/5 / (2/3 / 4/7 / 5/2 - 2/5)
[1283529] ['2/3', '2/5', '4/7', '5/2', '8/7'] -> 8/7 / ((2/5 - 2/3 * 4/7) * 5/2)
[1283553] ['2/3', '2/5', '4/7', '5/3', '8/7'] -> 8/7 / ((2/5 / 2/3 - 4/7) * 5/3)
[1283555] ['2/3', '2/5', '4/7', '5/3', '9/2'] -> (2/3 / 4/7 + 5/3 / 2/5) * 9/2
[1283562] ['2/3', '2/5', '4/7', '5/4', '5/7'] -> 2/5 / (5/4 - 2/3 - 4/7) * 5/7
[1283566] ['2/3', '2/5', '4/7', '5/4', '6/7'] -> 6/7 / ((2/5 / 2/3 - 4/7) * 5/4)
[1283570] ['2/3', '2/5', '4/7', '5/4', '7/5'] -> 2/5 / (5/4 - 2/3 - 4/7) / 7/5
[1283594] ['2/3', '2/5', '4/7', '5/6', '7/8'] -> 2/5 / (4/7 / 5/6 - 2/3) / 7/8
[1283597] ['2/3', '2/5', '4/7', '5/6', '8/5'] -> 8/5 / (2/5 + 5/6 - 2/3 / 4/7)
[1283619] ['2/3', '2/5', '4/7', '5/7', '8/7'] -> 8/7 / (4/7 / 2/5 - 2/3 - 5/7)
[1283628] ['2/3', '2/5', '4/7', '5/8', '6/5'] -> 6/5 / (2/3 * (2/5 / 4/7 - 5/8))
[1283665] ['2/3', '2/5', '4/7', '6/5', '6/5'] -> 2/5 / (4/7 - 2/3 / 6/5) - 6/5
[1283669] ['2/3', '2/5', '4/7', '6/5', '7/4'] -> 6/5 / (2/5 / 2/3 - 4/7) / 7/4
[1283672] ['2/3', '2/5', '4/7', '6/5', '7/8'] -> 2/5 / (4/7 * 6/5 - 2/3) / 7/8
[1283693] ['2/3', '2/5', '4/7', '6/7', '8/7'] -> 8/7 / ((6/7 - 4/7) / 2/5 - 2/3)
[1283723] ['2/3', '2/5', '4/7', '7/3', '8/5'] -> 8/5 / ((2/5 / 2/3 - 4/7) * 7/3)
[1283738] ['2/3', '2/5', '4/7', '7/4', '8/7'] -> 8/7 / (4/7 * (7/4 - 2/3 / 2/5))
[1283774] ['2/3', '2/5', '4/7', '7/8', '8/7'] -> 8/7 / (2/5 * 4/7 * (7/8 - 2/3))
[1283777] ['2/3', '2/5', '4/7', '7/8', '9/4'] -> 7/8 / (2/5 / 4/7 - 2/3) - 9/4
[1283783] ['2/3', '2/5', '4/7', '7/9', '8/5'] -> 2/3 / (4/7 * 7/9 - 2/5) * 8/5
[1283797] ['2/3', '2/5', '4/7', '8/3', '9/5'] -> (2/3 + 8/3 / 4/7) / 2/5 * 9/5
[1283798] ['2/3', '2/5', '4/7', '8/3', '9/7'] -> 9/7 / (2/3 / 2/5 / 8/3 - 4/7)
[1283801] ['2/3', '2/5', '4/7', '8/5', '8/7'] -> (2/5 + 8/5) / (2/3 - 4/7) * 8/7
[1283803] ['2/3', '2/5', '4/7', '8/5', '9/2'] -> (8/5 / 4/7 - 2/3) / 2/5 * 9/2
[1283808] ['2/3', '2/5', '4/7', '8/7', '8/7'] -> 8/7 / (4/7 + 8/7 - 2/3 / 2/5)
[1283827] ['2/3', '2/5', '4/7', '9/4', '9/5'] -> 9/5 / ((2/5 / 4/7 - 2/3) * 9/4)
[1283842] ['2/3', '2/5', '4/9', '4/9', '5/8'] -> 4/9 / (4/9 - 2/5) / 2/3 / 5/8
[1283878] ['2/3', '2/5', '4/9', '5/2', '8/3'] -> 8/3 / (2/3 + 4/9 - 2/5 * 5/2)
[1283892] ['2/3', '2/5', '4/9', '5/3', '5/9'] -> (2/3 / (4/9 - 2/5) - 5/3) / 5/9
[1283903] ['2/3', '2/5', '4/9', '5/3', '8/5'] -> 8/5 / (2/5 * (5/3 - 2/3 / 4/9))
[1283908] ['2/3', '2/5', '4/9', '5/3', '9/5'] -> (2/3 / (4/9 - 2/5) - 5/3) * 9/5
[1283914] ['2/3', '2/5', '4/9', '5/4', '5/8'] -> 2/3 / (2/5 - 4/9 / 5/4) / 5/8
