[1064544] ['1/8', '2/3', '7/8', '9/4', '9/5'] -> (9/4 - 2/3 * 7/8) / 1/8 * 9/5
[1089232] ['1/8', '2/9', '6/7', '7/6', '9/4'] -> (7/6 / 1/8 / 6/7 - 2/9) * 9/4
[1089240] ['1/8', '2/9', '6/7', '7/8', '8/7'] -> 8/7 / (2/9 * 6/7 - 1/8 / 7/8)
[1089241] ['1/8', '2/9', '6/7', '7/8', '8/9'] -> 6/7 * 7/8 / 1/8 / 2/9 * 8/9
[1089242] ['1/8', '2/9', '6/7', '7/8', '9/2'] -> 9/2 / (6/7 * 7/8 - 1/8 / 2/9)
[1089246] ['1/8', '2/9', '6/7', '7/8', '9/8'] -> 6/7 * 7/8 / 1/8 / 2/9 / 9/8
[1089248] ['1/8', '2/9', '6/7', '7/9', '8/3'] -> 8/3 / (1/8 * (2/9 + 6/7 * 7/9))
[1089249] ['1/8', '2/9', '6/7', '7/9', '8/5'] -> 8/5 - 2/9 / (7/9 - 6/7) / 1/8
[1089252] ['1/8', '2/9', '6/7', '7/9', '9/2'] -> 6/7 / (2/9 / 7/9 - 1/8) * 9/2
[1089257] ['1/8', '2/9', '6/7', '8/3', '8/3'] -> (2/9 + 8/3 / 6/7) / 1/8 - 8/3
[1089259] ['1/8', '2/9', '6/7', '8/3', '8/7'] -> (2/9 * 6/7 + 8/3) / 1/8 + 8/7
[1089264] ['1/8', '2/9', '6/7', '8/3', '9/7'] -> 9/7 / (1/8 - 2/9 * 6/7 / 8/3)
[1089268] ['1/8', '2/9', '6/7', '8/5', '8/9'] -> 8/9 / (2/9 / 6/7 / 8/5 - 1/8)
[1089274] ['1/8', '2/9', '6/7', '8/7', '8/7'] -> 8/7 / (2/9 * 6/7 - 1/8 * 8/7)
[1089275] ['1/8', '2/9', '6/7', '8/7', '8/9'] -> 6/7 / 1/8 / 2/9 / 8/7 * 8/9
[1089276] ['1/8', '2/9', '6/7', '8/7', '9/2'] -> 9/2 / (6/7 / 8/7 - 1/8 / 2/9)
[1089277] ['1/8', '2/9', '6/7', '8/7', '9/4'] -> (2/9 * 6/7 + 8/7) / 1/8 * 9/4
[1089280] ['1/8', '2/9', '6/7', '8/7', '9/8'] -> 6/7 / 1/8 / 2/9 / 8/7 / 9/8
[1089283] ['1/8', '2/9', '6/7', '8/9', '9/4'] -> 8/9 / (2/9 - 1/8) / 6/7 * 9/4
[1089294] ['1/8', '2/9', '6/7', '9/4', '9/7'] -> 9/7 / (1/8 * 2/9 * 6/7 * 9/4)
[1089295] ['1/8', '2/9', '6/7', '9/4', '9/8'] -> 9/4 / (2/9 - 1/8) / 6/7 / 9/8
[1089309] ['1/8', '2/9', '7/2', '7/2', '8/3'] -> 7/2 / 7/2 / (1/8 - 2/9 / 8/3)
[1089314] ['1/8', '2/9', '7/2', '7/2', '9/4'] -> 7/2 / 1/8 - 7/2 - 2/9 * 9/4
[1089315] ['1/8', '2/9', '7/2', '7/2', '9/5'] -> (7/2 + 7/2) / (2/9 + 1/8 / 9/5)
[1089319] ['1/8', '2/9', '7/2', '7/3', '7/4'] -> (7/2 - 7/3) / 1/8 / 2/9 / 7/4
[1089323] ['1/8', '2/9', '7/2', '7/3', '7/9'] -> 7/9 / (1/8 * 2/9 * (7/2 - 7/3))
[1089324] ['1/8', '2/9', '7/2', '7/3', '8/3'] -> 8/3 / (1/8 * (2/9 + 7/3 / 7/2))
[1089327] ['1/8', '2/9', '7/2', '7/3', '8/9'] -> (2/9 * 7/2 + 7/3) / 1/8 - 8/9
[1089346] ['1/8', '2/9', '7/2', '7/4', '9/8'] -> (7/2 * 7/4 - 1/8) / 2/9 / 9/8
[1089347] ['1/8', '2/9', '7/2', '7/5', '7/5'] -> 7/5 / (1/8 * 2/9 * (7/2 - 7/5))
[1089352] ['1/8', '2/9', '7/2', '7/5', '8/5'] -> 8/5 - (7/2 - 7/5 / 2/9) / 1/8
[1089362] ['1/8', '2/9', '7/2', '7/6', '7/9'] -> 7/2 / (2/9 - 1/8) / 7/6 * 7/9
[1089367] ['1/8', '2/9', '7/2', '7/6', '9/2'] -> 2/9 * 7/2 / 1/8 / 7/6 * 9/2
[1089368] ['1/8', '2/9', '7/2', '7/6', '9/4'] -> (7/6 / 1/8 - 7/2) / 2/9 - 9/4
[1089370] ['1/8', '2/9', '7/2', '7/6', '9/7'] -> 7/2 / (2/9 - 1/8) / 7/6 / 9/7
[1089372] ['1/8', '2/9', '7/2', '7/8', '7/8'] -> 7/2 / (7/8 - 1/8) / 2/9 / 7/8
[1089374] ['1/8', '2/9', '7/2', '7/8', '8/3'] -> 7/8 / 1/8 / 2/9 / 7/2 * 8/3
[1089375] ['1/8', '2/9', '7/2', '7/8', '8/5'] -> (1/8 + 7/2 / 2/9 - 7/8) * 8/5
[1089376] ['1/8', '2/9', '7/2', '7/8', '8/7'] -> 7/2 / (7/8 - 1/8) / 2/9 * 8/7
[1089386] ['1/8', '2/9', '7/2', '7/9', '8/7'] -> 7/2 * (7/9 / 1/8 - 2/9) * 8/7
[1089395] ['1/8', '2/9', '7/2', '8/3', '8/7'] -> 8/7 / (2/9 / 8/3 - 1/8 / 7/2)
[1089410] ['1/8', '2/9', '7/2', '8/7', '8/7'] -> 7/2 / 1/8 - 8/7 / 2/9 + 8/7
[1089420] ['1/8', '2/9', '7/2', '8/9', '9/5'] -> (2/9 * 7/2 + 8/9) / 1/8 * 9/5
[1089427] ['1/8', '2/9', '7/2', '9/2', '9/8'] -> (7/2 / 1/8 - 2/9 * 9/2) / 9/8
[1089428] ['1/8', '2/9', '7/2', '9/4', '9/4'] -> (7/2 / 9/4 - 2/9) / 1/8 * 9/4
[1089440] ['1/8', '2/9', '7/3', '7/3', '7/5'] -> 7/3 / (1/8 * 7/3 - 2/9) / 7/5
[1089448] ['1/8', '2/9', '7/3', '7/3', '9/2'] -> (7/3 + 7/3) / (2/9 - 1/8 / 9/2)
[1089456] ['1/8', '2/9', '7/3', '7/4', '7/8'] -> (7/3 - 7/4) / 1/8 / 2/9 / 7/8
[1089460] ['1/8', '2/9', '7/3', '7/4', '8/7'] -> (7/3 - 7/4) / 1/8 / 2/9 * 8/7
[1089461] ['1/8', '2/9', '7/3', '7/4', '8/9'] -> 7/4 / 1/8 / 2/9 / 7/3 * 8/9
[1089462] ['1/8', '2/9', '7/3', '7/4', '9/2'] -> 9/2 / (7/4 / 7/3 - 1/8 / 2/9)
[1089466] ['1/8', '2/9', '7/3', '7/4', '9/8'] -> 7/4 / 1/8 / 2/9 / 7/3 / 9/8
[1089471] ['1/8', '2/9', '7/3', '7/5', '8/3'] -> 8/3 / (2/9 / 1/8 - 7/3 / 7/5)
[1089497] ['1/8', '2/9', '7/3', '7/8', '8/9'] -> (2/9 + 7/3 / 7/8) / 1/8 + 8/9
[1089498] ['1/8', '2/9', '7/3', '7/8', '9/2'] -> 9/2 / (1/8 / 2/9 - 7/8 / 7/3)
[1089504] ['1/8', '2/9', '7/3', '7/9', '8/3'] -> (2/9 + 7/3 + 7/9) / 1/8 - 8/3
[1089506] ['1/8', '2/9', '7/3', '7/9', '8/7'] -> 8/7 / (7/3 - 2/9 / 1/8 / 7/9)
[1089509] ['1/8', '2/9', '7/3', '7/9', '9/4'] -> (7/3 - 2/9 - 7/9) / 1/8 * 9/4
[1089515] ['1/8', '2/9', '7/3', '8/3', '8/7'] -> 7/3 / (1/8 * 8/3 - 2/9) * 8/7
[1089516] ['1/8', '2/9', '7/3', '8/3', '8/9'] -> (2/9 + 7/3) / 1/8 + 8/3 + 8/9
[1089517] ['1/8', '2/9', '7/3', '8/3', '9/2'] -> 2/9 / (8/3 - 7/3) / 1/8 * 9/2
[1089522] ['1/8', '2/9', '7/3', '8/5', '8/5'] -> 7/3 / (2/9 - 1/8) / 8/5 * 8/5
[1089523] ['1/8', '2/9', '7/3', '8/5', '8/7'] -> 8/7 / ((1/8 - 2/9 / 7/3) * 8/5)
[1089531] ['1/8', '2/9', '7/3', '8/7', '8/9'] -> (2/9 + 7/3 * 8/7) / 1/8 + 8/9
[1089541] ['1/8', '2/9', '7/3', '8/9', '9/7'] -> 9/7 / ((2/9 / 8/9 - 1/8) / 7/3)
[1089544] ['1/8', '2/9', '7/3', '9/2', '9/4'] -> (7/3 - 2/9 * 9/2) / 1/8 * 9/4
[1089551] ['1/8', '2/9', '7/3', '9/4', '9/8'] -> 9/8 / (1/8 * (7/3 - 9/4) / 2/9)
[1089552] ['1/8', '2/9', '7/3', '9/5', '9/5'] -> 7/3 * 9/5 / (2/9 - 1/8) / 9/5
[1089553] ['1/8', '2/9', '7/3', '9/5', '9/7'] -> 9/7 / ((1/8 - 2/9 / 7/3) * 9/5)
[1089560] ['1/8', '2/9', '7/4', '7/4', '7/6'] -> 7/6 / ((2/9 / 1/8 - 7/4) * 7/4)
[1089561] ['1/8', '2/9', '7/4', '7/4', '7/8'] -> 7/4 / 1/8 / 2/9 / (7/4 + 7/8)
[1089563] ['1/8', '2/9', '7/4', '7/4', '8/3'] -> 7/4 / 7/4 / (1/8 - 2/9 / 8/3)
[1089568] ['1/8', '2/9', '7/4', '7/4', '9/4'] -> 7/4 * 7/4 / 1/8 - 2/9 * 9/4
[1089585] ['1/8', '2/9', '7/4', '7/6', '7/6'] -> (7/6 / 2/9 - 7/4) / 1/8 / 7/6
[1089587] ['1/8', '2/9', '7/4', '7/6', '7/9'] -> 7/9 / ((2/9 / 1/8 - 7/4) * 7/6)
[1089588] ['1/8', '2/9', '7/4', '7/6', '8/3'] -> 8/3 / (1/8 * (2/9 + 7/6 / 7/4))
[1089591] ['1/8', '2/9', '7/4', '7/6', '8/9'] -> (7/4 + 7/6) / 1/8 - 2/9 + 8/9
[1089602] ['1/8', '2/9', '7/4', '7/8', '8/9'] -> (7/4 + 7/8) / (2/9 - 1/8) * 8/9
[1089607] ['1/8', '2/9', '7/4', '7/8', '9/8'] -> (7/4 + 7/8) / (2/9 - 1/8) / 9/8
[1089613] ['1/8', '2/9', '7/4', '7/9', '9/2'] -> (2/9 + 7/9 / 7/4) / 1/8 * 9/2
[1089624] ['1/8', '2/9', '7/4', '8/3', '9/5'] -> (7/4 - 2/9 / 8/3) / 1/8 * 9/5
[1089643] ['1/8', '2/9', '7/4', '8/9', '9/2'] -> 9/2 / (1/8 * (7/4 - 2/9 / 8/9))
[1089644] ['1/8', '2/9', '7/4', '8/9', '9/4'] -> (7/4 * 8/9 - 2/9) / 1/8 * 9/4
[1089645] ['1/8', '2/9', '7/4', '8/9', '9/5'] -> (2/9 + 7/4 / 1/8 - 8/9) * 9/5
[1089648] ['1/8', '2/9', '7/4', '9/2', '9/2'] -> 9/2 / (7/4 - (1/8 + 2/9) * 9/2)
[1089649] ['1/8', '2/9', '7/4', '9/2', '9/4'] -> 9/4 / (1/8 * (7/4 - 2/9 * 9/2))
[1089652] ['1/8', '2/9', '7/4', '9/2', '9/8'] -> (7/4 / 2/9 - 9/2) / 1/8 / 9/8
[1089685] ['1/8', '2/9', '7/5', '7/6', '9/5'] -> 7/5 / 1/8 / 2/9 / 7/6 / 9/5
[1089723] ['1/8', '2/9', '7/5', '8/5', '9/5'] -> (7/5 / 1/8 - 8/5) / 2/9 / 9/5
[1089724] ['1/8', '2/9', '7/5', '8/5', '9/7'] -> (7/5 + 8/5) / (2/9 - 1/8) / 9/7
[1089737] ['1/8', '2/9', '7/5', '8/9', '9/7'] -> 9/7 / (2/9 / 7/5 / 8/9 - 1/8)
[1089757] ['1/8', '2/9', '7/6', '7/6', '8/3'] -> 7/6 / 7/6 / (1/8 - 2/9 / 8/3)
[1089762] ['1/8', '2/9', '7/6', '7/6', '9/4'] -> (7/6 * 7/6 / 1/8 - 2/9) * 9/4
[1089766] ['1/8', '2/9', '7/6', '7/8', '7/8'] -> (7/6 + 7/8) / (2/9 - 1/8) / 7/8
[1089772] ['1/8', '2/9', '7/6', '7/8', '9/2'] -> 9/2 / (7/8 / 7/6 - 1/8 / 2/9)
[1089773] ['1/8', '2/9', '7/6', '7/8', '9/4'] -> (7/8 / 1/8 - 7/6) / 2/9 - 9/4
[1089776] ['1/8', '2/9', '7/6', '7/8', '9/8'] -> 7/8 / 1/8 / 2/9 / 7/6 / 9/8
[1089778] ['1/8', '2/9', '7/6', '7/9', '8/3'] -> 8/3 / (1/8 * (2/9 + 7/9 / 7/6))
[1089782] ['1/8', '2/9', '7/6', '7/9', '9/2'] -> 9/2 / (7/6 * (2/9 / 7/9 - 1/8))
[1089785] ['1/8', '2/9', '7/6', '7/9', '9/7'] -> 9/7 / (1/8 / (7/9 / 2/9 - 7/6))
[1089787] ['1/8', '2/9', '7/6', '8/3', '8/3'] -> (2/9 + 7/6 * 8/3) / 1/8 - 8/3
[1089789] ['1/8', '2/9', '7/6', '8/3', '8/7'] -> (2/9 / 7/6 + 8/3) / 1/8 + 8/7
[1089794] ['1/8', '2/9', '7/6', '8/3', '9/7'] -> 9/7 / (1/8 - 2/9 / 7/6 / 8/3)
[1089798] ['1/8', '2/9', '7/6', '8/5', '8/9'] -> 8/9 / (2/9 * 7/6 / 8/5 - 1/8)
[1089800] ['1/8', '2/9', '7/6', '8/5', '9/4'] -> 7/6 / 1/8 / 2/9 / 8/5 - 9/4
[1089804] ['1/8', '2/9', '7/6', '8/7', '8/7'] -> 8/7 / (2/9 / 7/6 - 1/8 * 8/7)
[1089805] ['1/8', '2/9', '7/6', '8/7', '8/9'] -> 8/9 / (1/8 * 2/9 * 7/6 * 8/7)
[1089807] ['1/8', '2/9', '7/6', '8/7', '9/4'] -> (2/9 / 7/6 + 8/7) / 1/8 * 9/4
[1089813] ['1/8', '2/9', '7/6', '8/9', '9/4'] -> 7/6 * 8/9 / (2/9 - 1/8) * 9/4
[1089814] ['1/8', '2/9', '7/6', '8/9', '9/5'] -> (7/6 / 1/8 + 8/9 / 2/9) * 9/5
[1089817] ['1/8', '2/9', '7/6', '9/2', '9/2'] -> 9/2 / ((7/6 - 1/8) / 2/9 - 9/2)
[1089823] ['1/8', '2/9', '7/6', '9/4', '9/5'] -> (7/6 + 2/9 * 9/4) / 1/8 * 9/5
[1089824] ['1/8', '2/9', '7/6', '9/4', '9/7'] -> 9/7 / (1/8 * 2/9 * 9/4 / 7/6)
[1089825] ['1/8', '2/9', '7/6', '9/4', '9/8'] -> 7/6 * 9/4 / (2/9 - 1/8) / 9/8
[1089844] ['1/8', '2/9', '7/8', '7/9', '8/3'] -> 8/3 / (2/9 - 1/8 * 7/9 / 7/8)
[1089845] ['1/8', '2/9', '7/8', '7/9', '8/5'] -> (2/9 + 7/8 + 7/9) / 1/8 * 8/5
[1089846] ['1/8', '2/9', '7/8', '7/9', '8/7'] -> (7/9 / 2/9 - 7/8) / 1/8 * 8/7
[1089848] ['1/8', '2/9', '7/8', '7/9', '9/2'] -> (7/9 / 7/8 - 2/9) / 1/8 * 9/2
[1089853] ['1/8', '2/9', '7/8', '8/3', '8/3'] -> (7/8 - 1/8) * 8/3 / 2/9 * 8/3
[1089855] ['1/8', '2/9', '7/8', '8/3', '8/7'] -> 7/8 / (1/8 - 2/9 / 8/3) * 8/7
[1089866] ['1/8', '2/9', '7/8', '8/5', '9/4'] -> 9/4 / (2/9 * (7/8 / 8/5 - 1/8))
[1089879] ['1/8', '2/9', '7/8', '8/9', '9/4'] -> 9/4 / (2/9 * 7/8 / 8/9 - 1/8)
[1089883] ['1/8', '2/9', '7/8', '9/2', '9/2'] -> 1/8 + 9/2 / 2/9 - 7/8 + 9/2
[1089888] ['1/8', '2/9', '7/8', '9/4', '9/4'] -> 9/4 / (7/8 - (1/8 + 2/9) * 9/4)
[1089891] ['1/8', '2/9', '7/8', '9/4', '9/8'] -> 9/8 / (1/8 * (7/8 - 2/9 * 9/4))
[1089898] ['1/8', '2/9', '7/9', '7/9', '7/9'] -> (7/9 + 7/9 + 7/9) / (2/9 - 1/8)
[1089899] ['1/8', '2/9', '7/9', '7/9', '8/3'] -> 7/9 / 7/9 / (1/8 - 2/9 / 8/3)
[1089902] ['1/8', '2/9', '7/9', '7/9', '8/9'] -> (7/9 + 8/9) / (1/8 * (7/9 - 2/9))
[1089904] ['1/8', '2/9', '7/9', '7/9', '9/4'] -> (7/9 + 7/9 - 2/9) / 1/8 * 9/4
[1089914] ['1/8', '2/9', '7/9', '8/3', '9/5'] -> (8/3 - 2/9 - 7/9) / 1/8 * 9/5
[1089915] ['1/8', '2/9', '7/9', '8/3', '9/7'] -> 9/7 / ((1/8 - 2/9 / 8/3) / 7/9)
[1089917] ['1/8', '2/9', '7/9', '8/5', '8/5'] -> 8/5 / (2/9 - 1/8 * 7/9 * 8/5)
[1089923] ['1/8', '2/9', '7/9', '8/5', '9/7'] -> 9/7 / (2/9 / 7/9 / 8/5 - 1/8)
[1089927] ['1/8', '2/9', '7/9', '8/7', '9/2'] -> (7/9 * 8/7 - 2/9) / 1/8 * 9/2
[1089932] ['1/8', '2/9', '7/9', '8/9', '8/9'] -> 7/9 * 8/9 / 1/8 / 2/9 - 8/9
[1089938] ['1/8', '2/9', '7/9', '9/2', '9/2'] -> 9/2 / (7/9 - 1/8 * (2/9 + 9/2))
[1089942] ['1/8', '2/9', '7/9', '9/2', '9/8'] -> (7/9 / 1/8 - 2/9) * 9/2 / 9/8
[1089958] ['1/8', '2/9', '8/3', '8/3', '9/4'] -> 9/4 / (1/8 - 2/9 / 8/3 / 8/3)
[1089964] ['1/8', '2/9', '8/3', '8/5', '8/9'] -> 8/9 / (8/3 * (2/9 / 8/5 - 1/8))
[1089970] ['1/8', '2/9', '8/3', '8/7', '8/7'] -> 8/7 / ((1/8 - 2/9 / 8/3) * 8/7)
[1089979] ['1/8', '2/9', '8/3', '8/9', '9/4'] -> (8/9 / 2/9 - 8/3) / 1/8 * 9/4
[1089981] ['1/8', '2/9', '8/3', '8/9', '9/7'] -> 8/3 / (2/9 - 1/8) / 8/9 / 9/7
[1089985] ['1/8', '2/9', '8/3', '9/2', '9/5'] -> (8/3 - 2/9 * 9/2) / 1/8 * 9/5
[1089990] ['1/8', '2/9', '8/3', '9/4', '9/7'] -> 9/7 / (1/8 / (2/9 / 8/3 + 9/4))
[1089992] ['1/8', '2/9', '8/3', '9/5', '9/5'] -> 9/5 / (1/8 - 2/9 / 8/3) / 9/5
[1089995] ['1/8', '2/9', '8/3', '9/7', '9/7'] -> 9/7 / (1/8 - 2/9 / 8/3) / 9/7
[1090014] ['1/8', '2/9', '8/5', '8/9', '9/2'] -> 9/2 / (2/9 / (8/5 - 8/9) - 1/8)
[1090015] ['1/8', '2/9', '8/5', '8/9', '9/4'] -> 9/4 / (1/8 * (8/9 - 2/9 / 8/5))
[1090028] ['1/8', '2/9', '8/5', '9/5', '9/5'] -> (8/5 / 2/9 - 9/5) / 1/8 / 9/5
[1090031] ['1/8', '2/9', '8/5', '9/7', '9/7'] -> 9/7 / (2/9 * 9/7 / 8/5 - 1/8)
[1090043] ['1/8', '2/9', '8/7', '8/9', '9/4'] -> 9/4 / (2/9 / 8/7 / 8/9 - 1/8)
[1090045] ['1/8', '2/9', '8/7', '8/9', '9/7'] -> (8/9 / 1/8 / 2/9 - 8/7) / 9/7
[1090050] ['1/8', '2/9', '8/7', '9/2', '9/7'] -> (9/2 / 1/8 - 8/7 / 2/9) / 9/7
[1090059] ['1/8', '2/9', '8/7', '9/7', '9/7'] -> (8/7 / 2/9 - 9/7) / 1/8 / 9/7
[1090064] ['1/8', '2/9', '8/9', '8/9', '9/4'] -> 8/9 / (8/9 - 2/9) / 1/8 * 9/4
[1090069] ['1/8', '2/9', '8/9', '9/2', '9/4'] -> 9/2 / (8/9 - 2/9) / 1/8 / 9/4
[1090073] ['1/8', '2/9', '8/9', '9/4', '9/4'] -> ((9/4 - 8/9) / 1/8 - 2/9) * 9/4
[1090076] ['1/8', '2/9', '8/9', '9/4', '9/8'] -> 9/4 / (8/9 - 2/9) / 1/8 / 9/8
[1090083] ['1/8', '2/9', '9/2', '9/2', '9/2'] -> (9/2 + 9/2 + 9/2) / (1/8 / 2/9)
[1090087] ['1/8', '2/9', '9/2', '9/2', '9/8'] -> (9/2 + 9/2) / (1/8 + 2/9 * 9/8)
[1090091] ['1/8', '2/9', '9/2', '9/4', '9/8'] -> 9/2 / (2/9 - 1/8 / 9/4) / 9/8
[1090092] ['1/8', '2/9', '9/2', '9/5', '9/5'] -> 9/5 / (1/8 * 2/9 * (9/2 - 9/5))
[1090101] ['1/8', '2/9', '9/4', '9/4', '9/8'] -> 9/4 / 1/8 / 2/9 / (9/4 + 9/8)
[1090120] ['1/8', '3/2', '3/2', '3/2', '3/5'] -> 3/2 + (3/2 / 1/8 + 3/2) / 3/5
[1090121] ['1/8', '3/2', '3/2', '3/2', '3/7'] -> (3/2 / 3/7 - 3/2) / (1/8 / 3/2)
[1090125] ['1/8', '3/2', '3/2', '3/2', '4/7'] -> 3/2 + 3/2 + 3/2 / 1/8 / 4/7
[1090126] ['1/8', '3/2', '3/2', '3/2', '4/9'] -> 3/2 / 1/8 / 4/9 - 3/2 - 3/2
[1090134] ['1/8', '3/2', '3/2', '3/2', '6/5'] -> (3/2 / 3/2 + 3/2) * 6/5 / 1/8
[1090144] ['1/8', '3/2', '3/2', '3/2', '8/5'] -> (3/2 / 1/8 + 3/2 + 3/2) * 8/5
[1090153] ['1/8', '3/2', '3/2', '3/4', '3/5'] -> (3/2 + 3/2 / 3/5) / (1/8 / 3/4)
[1090157] ['1/8', '3/2', '3/2', '3/4', '4/5'] -> (3/2 + 3/2 + 3/4) / 1/8 * 4/5
[1090159] ['1/8', '3/2', '3/2', '3/4', '4/9'] -> 3/2 / 1/8 / 3/2 / 3/4 / 4/9
[1090167] ['1/8', '3/2', '3/2', '3/4', '6/5'] -> 3/4 / 1/8 / (3/2 - 3/2 / 6/5)
[1090174] ['1/8', '3/2', '3/2', '3/4', '7/8'] -> (3/2 + 3/2 * 3/4) / 1/8 / 7/8
[1090178] ['1/8', '3/2', '3/2', '3/4', '8/7'] -> (3/2 + 3/2 * 3/4) / 1/8 * 8/7
[1090179] ['1/8', '3/2', '3/2', '3/4', '8/9'] -> 3/2 * (3/2 + 3/4) / 1/8 * 8/9
[1090186] ['1/8', '3/2', '3/2', '3/5', '3/7'] -> (3/2 + 3/2 / 3/7) / (1/8 / 3/5)
[1090187] ['1/8', '3/2', '3/2', '3/5', '3/8'] -> 3/2 / 1/8 / 3/5 + 3/2 / 3/8
[1090188] ['1/8', '3/2', '3/2', '3/5', '4/3'] -> (3/2 + 3/2 / 3/5) / 1/8 / 4/3
[1090190] ['1/8', '3/2', '3/2', '3/5', '4/7'] -> (3/2 + 3/5) * (3/2 / 1/8 - 4/7)
[1090195] ['1/8', '3/2', '3/2', '3/5', '5/6'] -> (3/2 + 3/2 + 3/5) / 1/8 * 5/6
[1090197] ['1/8', '3/2', '3/2', '3/5', '5/8'] -> (3/2 / 1/8 + 3/2 / 5/8) / 3/5
[1090201] ['1/8', '3/2', '3/2', '3/5', '7/2'] -> 7/2 / 1/8 - 3/2 - 3/2 / 3/5
[1090208] ['1/8', '3/2', '3/2', '3/5', '8/3'] -> 3/2 / 1/8 / 3/5 + 3/2 * 8/3
[1090218] ['1/8', '3/2', '3/2', '3/7', '3/8'] -> 3/2 / 1/8 / 3/7 - 3/2 / 3/8
[1090221] ['1/8', '3/2', '3/2', '3/7', '4/7'] -> 3/2 * 3/2 / 1/8 / 3/7 * 4/7
[1090223] ['1/8', '3/2', '3/2', '3/7', '5/2'] -> 3/2 / 1/8 / 3/7 - 3/2 - 5/2
[1090224] ['1/8', '3/2', '3/2', '3/7', '5/3'] -> (3/2 + 3/2 / 3/7) / 1/8 / 5/3
[1090227] ['1/8', '3/2', '3/2', '3/7', '5/7'] -> (3/2 + 3/2 * 3/7) / 1/8 / 5/7
[1090232] ['1/8', '3/2', '3/2', '3/7', '7/2'] -> (3/2 - 3/2 * 3/7) / 1/8 * 7/2
[1090234] ['1/8', '3/2', '3/2', '3/7', '7/4'] -> 3/2 * 3/2 / 1/8 / 3/7 / 7/4
[1090235] ['1/8', '3/2', '3/2', '3/7', '7/5'] -> (3/2 + 3/2 * 3/7) / 1/8 * 7/5
[1090236] ['1/8', '3/2', '3/2', '3/7', '7/6'] -> (3/2 + 3/2 - 3/7) / 1/8 * 7/6
[1090237] ['1/8', '3/2', '3/2', '3/7', '7/8'] -> (3/2 + 3/2 + 3/7) / 1/8 * 7/8
[1090238] ['1/8', '3/2', '3/2', '3/7', '7/9'] -> 3/2 / 1/8 / 3/2 / 3/7 / 7/9
[1090250] ['1/8', '3/2', '3/2', '3/8', '4/5'] -> (3/2 + 3/8) * (3/2 / 1/8 + 4/5)
[1090252] ['1/8', '3/2', '3/2', '3/8', '4/9'] -> 3/2 / (3/2 - 3/8) / 1/8 / 4/9
[1090253] ['1/8', '3/2', '3/2', '3/8', '5/2'] -> 3/2 * (3/2 + 5/2) / (3/8 - 1/8)
[1090254] ['1/8', '3/2', '3/2', '3/8', '5/3'] -> 3/2 / 3/8 + 3/2 * 5/3 / 1/8
[1090256] ['1/8', '3/2', '3/2', '3/8', '5/6'] -> (3/2 / 3/8 - 3/2) / 1/8 / 5/6
[1090260] ['1/8', '3/2', '3/2', '3/8', '6/5'] -> (3/2 / 3/8 - 3/2) / 1/8 * 6/5
[1090261] ['1/8', '3/2', '3/2', '3/8', '6/7'] -> (3/2 / 1/8 - 3/2) / 3/8 * 6/7
[1090263] ['1/8', '3/2', '3/2', '3/8', '7/3'] -> 3/2 * 7/3 / 1/8 - 3/2 / 3/8
[1090270] ['1/8', '3/2', '3/2', '3/8', '8/5'] -> (3/2 * 3/2 - 3/8) / 1/8 * 8/5
[1090283] ['1/8', '3/2', '3/2', '4/3', '5/3'] -> (3/2 + 3/2 * 5/3) / (1/8 * 4/3)
[1090289] ['1/8', '3/2', '3/2', '4/3', '6/5'] -> (3/2 / 1/8 + 4/3) * 3/2 * 6/5
[1090290] ['1/8', '3/2', '3/2', '4/3', '6/7'] -> (3/2 + 3/2 * 4/3) / 1/8 * 6/7
[1090291] ['1/8', '3/2', '3/2', '4/3', '7/2'] -> 7/2 / 1/8 - (3/2 + 3/2) * 4/3
[1090296] ['1/8', '3/2', '3/2', '4/3', '7/8'] -> (3/2 + 3/2 / 4/3) / 1/8 / 7/8
[1090297] ['1/8', '3/2', '3/2', '4/3', '7/9'] -> (3/2 / 3/2 + 4/3) / 1/8 / 7/9
[1090300] ['1/8', '3/2', '3/2', '4/3', '8/7'] -> (3/2 + 3/2 / 4/3) / 1/8 * 8/7
[1090304] ['1/8', '3/2', '3/2', '4/3', '9/5'] -> (3/2 + 3/2 - 4/3) / 1/8 * 9/5
[1090305] ['1/8', '3/2', '3/2', '4/3', '9/7'] -> (3/2 / 3/2 + 4/3) / 1/8 * 9/7
[1090314] ['1/8', '3/2', '3/2', '4/5', '5/7'] -> 3/2 / (3/2 - 4/5) / 1/8 / 5/7
[1090322] ['1/8', '3/2', '3/2', '4/5', '7/5'] -> 3/2 / (3/2 - 4/5) / 1/8 * 7/5
[1090324] ['1/8', '3/2', '3/2', '4/5', '7/8'] -> 3/2 / 1/8 / 4/5 / (3/2 - 7/8)
[1090329] ['1/8', '3/2', '3/2', '4/5', '8/9'] -> (3/2 + 3/2 / 4/5) / 1/8 * 8/9
[1090332] ['1/8', '3/2', '3/2', '4/5', '9/5'] -> 9/5 / (3/2 / 3/2 - 1/8 - 4/5)
[1090341] ['1/8', '3/2', '3/2', '4/7', '5/7'] -> (3/2 / 1/8 - 4/7) * 3/2 / 5/7
[1090342] ['1/8', '3/2', '3/2', '4/7', '5/8'] -> 3/2 / 1/8 / 4/7 / (3/2 - 5/8)
