[1360820] ['2/3', '5/8', '5/9', '7/5', '7/9'] -> 7/9 / ((2/3 - 5/8) * 5/9 * 7/5)
[1402911] ['2/5', '3/4', '3/5', '8/7', '9/2'] -> 9/2 / (3/4 * (3/5 - 2/5 / 8/7))
[1402912] ['2/5', '3/4', '3/5', '8/7', '9/4'] -> 9/4 / (3/4 * (3/5 / 8/7 - 2/5))
[1402917] ['2/5', '3/4', '3/5', '8/9', '9/2'] -> 2/5 / (3/4 - 3/5 / 8/9) * 9/2
[1402918] ['2/5', '3/4', '3/5', '8/9', '9/4'] -> 8/9 / (3/4 - 2/5 / 3/5) * 9/4
[1402919] ['2/5', '3/4', '3/5', '8/9', '9/5'] -> 8/9 / (3/5 - 2/5 / 3/4) * 9/5
[1402928] ['2/5', '3/4', '3/5', '9/4', '9/5'] -> 9/5 / (2/5 * 3/4 * 9/4 - 3/5)
[1402930] ['2/5', '3/4', '3/5', '9/4', '9/8'] -> 9/4 / (3/4 - 2/5 / 3/5) / 9/8
[1402933] ['2/5', '3/4', '3/5', '9/5', '9/8'] -> 9/5 / (3/5 - 2/5 / 3/4) / 9/8
[1402934] ['2/5', '3/4', '3/5', '9/7', '9/7'] -> 2/5 / (3/5 * 9/7 - 3/4) * 9/7
[1402946] ['2/5', '3/4', '3/7', '3/7', '5/6'] -> 3/7 / (3/7 - 2/5) / 3/4 / 5/6
[1402950] ['2/5', '3/4', '3/7', '3/7', '6/5'] -> 3/7 / (3/7 - 2/5) / 3/4 * 6/5
[1402980] ['2/5', '3/4', '3/7', '3/8', '6/5'] -> 6/5 / (2/5 * (3/8 / 3/7 - 3/4))
[1402985] ['2/5', '3/4', '3/7', '3/8', '7/5'] -> 7/5 / ((2/5 + 3/8 - 3/4) / 3/7)
[1402996] ['2/5', '3/4', '3/7', '3/8', '9/7'] -> 9/7 / (3/4 + 3/8 - 3/7 / 2/5)
[1403009] ['2/5', '3/4', '3/7', '4/3', '6/5'] -> 6/5 / (3/4 - 2/5 / 3/7 / 4/3)
[1403019] ['2/5', '3/4', '3/7', '4/3', '8/5'] -> 8/5 / (3/4 * 4/3 - 2/5 / 3/7)
[1403044] ['2/5', '3/4', '3/7', '4/5', '7/8'] -> 3/4 * 4/5 / (3/7 - 2/5) / 7/8
[1403048] ['2/5', '3/4', '3/7', '4/5', '8/7'] -> 3/4 * 4/5 / (3/7 - 2/5) * 8/7
[1403050] ['2/5', '3/4', '3/7', '4/5', '9/2'] -> 4/5 / (3/4 - 2/5) / 3/7 * 9/2
[1403051] ['2/5', '3/4', '3/7', '4/5', '9/4'] -> 3/4 / (2/5 + 3/7 - 4/5) - 9/4
[1403073] ['2/5', '3/4', '3/7', '4/7', '8/3'] -> 4/7 / (3/7 - 2/5) / 3/4 - 8/3
[1403087] ['2/5', '3/4', '3/7', '4/9', '5/7'] -> 2/5 / (4/9 - 3/7) / 3/4 * 5/7
[1403095] ['2/5', '3/4', '3/7', '4/9', '7/5'] -> 2/5 / (4/9 - 3/7) / 3/4 / 7/5
[1403100] ['2/5', '3/4', '3/7', '4/9', '8/5'] -> 8/5 / ((3/4 - 2/5) * 3/7 * 4/9)
[1403131] ['2/5', '3/4', '3/7', '5/2', '9/7'] -> 9/7 / (3/4 * (3/7 - 2/5) * 5/2)
[1403155] ['2/5', '3/4', '3/7', '5/3', '9/7'] -> 9/7 / ((3/4 / 5/3 - 3/7) / 2/5)
[1403169] ['2/5', '3/4', '3/7', '5/4', '7/8'] -> 3/4 / (3/7 - 2/5) / 5/4 / 7/8
[1403173] ['2/5', '3/4', '3/7', '5/4', '8/7'] -> 3/4 / (3/7 - 2/5) / 5/4 * 8/7
[1403175] ['2/5', '3/4', '3/7', '5/4', '9/2'] -> 9/2 / ((3/4 - 2/5) * 3/7 * 5/4)
[1403199] ['2/5', '3/4', '3/7', '5/6', '9/5'] -> 9/5 / (3/4 * (2/5 / 3/7 - 5/6))
[1403215] ['2/5', '3/4', '3/7', '5/7', '8/5'] -> 8/5 / (3/7 / 5/7 - 2/5 / 3/4)
[1403216] ['2/5', '3/4', '3/7', '5/7', '8/7'] -> 8/7 / (3/7 - 2/5 * 5/7 / 3/4)
[1403229] ['2/5', '3/4', '3/7', '5/8', '7/4'] -> 3/4 / (3/7 - 2/5) / 5/8 / 7/4
[1403238] ['2/5', '3/4', '3/7', '5/8', '9/2'] -> 9/2 / (3/4 / 3/7 - 5/8 / 2/5)
[1403239] ['2/5', '3/4', '3/7', '5/8', '9/4'] -> 9/4 / ((3/4 - 2/5) * 3/7 * 5/8)
[1403240] ['2/5', '3/4', '3/7', '5/8', '9/5'] -> 9/5 / (2/5 * 3/4 / 3/7 - 5/8)
[1403249] ['2/5', '3/4', '3/7', '5/9', '7/5'] -> 2/5 / (3/7 - 3/4 * 5/9) / 7/5
[1403260] ['2/5', '3/4', '3/7', '5/9', '9/7'] -> 9/7 / ((3/7 / 5/9 - 3/4) / 2/5)
[1403265] ['2/5', '3/4', '3/7', '6/5', '7/3'] -> 6/5 / (3/7 - 2/5) / 3/4 / 7/3
[1403278] ['2/5', '3/4', '3/7', '6/5', '9/7'] -> 2/5 / (6/5 - 3/4 - 3/7) * 9/7
[1403284] ['2/5', '3/4', '3/7', '6/7', '7/5'] -> 7/5 / (2/5 / 3/7 - 3/4 / 6/7)
[1403292] ['2/5', '3/4', '3/7', '6/7', '9/2'] -> 9/2 / (3/7 / (6/7 - 2/5) - 3/4)
[1403293] ['2/5', '3/4', '3/7', '6/7', '9/4'] -> 3/4 / (6/7 - 2/5 - 3/7) - 9/4
[1403294] ['2/5', '3/4', '3/7', '6/7', '9/5'] -> 9/5 / (3/4 * (3/7 / 6/7 - 2/5))
[1403310] ['2/5', '3/4', '3/7', '7/2', '9/5'] -> 9/5 / (3/4 * (3/7 - 2/5) * 7/2)
[1403311] ['2/5', '3/4', '3/7', '7/2', '9/7'] -> 9/7 / (3/7 / (7/2 / 2/5 - 3/4))
[1403340] ['2/5', '3/4', '3/7', '7/4', '9/7'] -> 9/7 / (3/7 * (3/4 / 2/5 - 7/4))
[1403347] ['2/5', '3/4', '3/7', '7/5', '8/5'] -> 8/5 / (3/7 * 7/5 - 2/5 / 3/4)
[1403348] ['2/5', '3/4', '3/7', '7/5', '8/7'] -> 8/7 / (3/7 - 2/5 / 3/4 / 7/5)
[1403364] ['2/5', '3/4', '3/7', '7/6', '9/5'] -> 9/5 / (3/4 * (3/7 * 7/6 - 2/5))
[1403370] ['2/5', '3/4', '3/7', '7/8', '8/5'] -> 8/5 / (2/5 * 7/8 / 3/7 - 3/4)
[1403373] ['2/5', '3/4', '3/7', '7/8', '9/2'] -> 9/2 / (3/7 * 7/8 / 2/5 - 3/4)
[1403374] ['2/5', '3/4', '3/7', '7/8', '9/4'] -> 3/4 / (2/5 / 7/8 - 3/7) - 9/4
[1403375] ['2/5', '3/4', '3/7', '7/8', '9/5'] -> 9/5 / (3/7 * 7/8 - 2/5 * 3/4)
[1403401] ['2/5', '3/4', '3/7', '8/5', '9/4'] -> 8/5 / (3/4 - 2/5) / 3/7 * 9/4
[1403403] ['2/5', '3/4', '3/7', '8/5', '9/7'] -> 9/7 / (3/7 - 3/4 / (2/5 + 8/5))
[1403407] ['2/5', '3/4', '3/7', '8/7', '9/2'] -> 9/2 / (3/7 / 2/5 / 8/7 - 3/4)
[1403408] ['2/5', '3/4', '3/7', '8/7', '9/4'] -> 3/4 / (2/5 * 8/7 - 3/7) - 9/4
[1403409] ['2/5', '3/4', '3/7', '8/7', '9/5'] -> 9/5 / (3/7 / 8/7 - 2/5 * 3/4)
[1403410] ['2/5', '3/4', '3/7', '8/7', '9/7'] -> 9/7 / (3/4 * (8/7 - 3/7 / 2/5))
[1403421] ['2/5', '3/4', '3/7', '9/2', '9/7'] -> 9/7 / (3/7 * 9/2 - 3/4 / 2/5)
[1403422] ['2/5', '3/4', '3/7', '9/2', '9/8'] -> (3/4 + 9/2 / 2/5 / 3/7) / 9/8
[1403425] ['2/5', '3/4', '3/7', '9/4', '9/7'] -> 9/7 / (3/4 / 2/5 + 3/7 - 9/4)
[1403428] ['2/5', '3/4', '3/7', '9/5', '9/7'] -> 9/7 / ((3/7 * 9/5 - 3/4) / 2/5)
[1403432] ['2/5', '3/4', '3/7', '9/8', '9/8'] -> 3/4 / (3/7 - 2/5) - 9/8 - 9/8
[1403441] ['2/5', '3/4', '3/8', '3/8', '5/6'] -> 3/8 / (2/5 - 3/8) / 3/4 / 5/6
[1403444] ['2/5', '3/4', '3/8', '3/8', '5/9'] -> 3/4 / 2/5 / 3/8 / 3/8 / 5/9
[1403450] ['2/5', '3/4', '3/8', '3/8', '7/5'] -> 7/5 / (3/4 + 3/8 - 2/5 / 3/8)
[1403452] ['2/5', '3/4', '3/8', '3/8', '7/8'] -> 3/4 / (2/5 - 3/8) / (3/8 + 7/8)
[1403458] ['2/5', '3/4', '3/8', '3/8', '9/2'] -> 9/2 / (3/4 + 3/8 - 3/8 / 2/5)
[1403459] ['2/5', '3/4', '3/8', '3/8', '9/4'] -> 3/4 / (2/5 - 3/8) - 9/4 / 3/8
[1403468] ['2/5', '3/4', '3/8', '4/3', '5/3'] -> 3/4 * 4/3 / (2/5 - 3/8) / 5/3
[1403469] ['2/5', '3/4', '3/8', '4/3', '5/4'] -> 5/4 / ((2/5 - 3/8) * (3/4 + 4/3))
[1403473] ['2/5', '3/4', '3/8', '4/3', '5/9'] -> 4/3 / (3/8 / 3/4 - 2/5) / 5/9
[1403474] ['2/5', '3/4', '3/8', '4/3', '6/5'] -> 6/5 / (2/5 / 3/8 / 4/3 - 3/4)
[1403491] ['2/5', '3/4', '3/8', '4/3', '9/8'] -> 9/8 / (3/4 - 3/8 / 2/5 / 4/3)
[1403492] ['2/5', '3/4', '3/8', '4/5', '4/5'] -> 3/4 * 4/5 / (4/5 - 2/5 - 3/8)
[1403494] ['2/5', '3/4', '3/8', '4/5', '4/9'] -> 4/5 / (3/8 - 2/5 * 3/4) / 4/9
[1403497] ['2/5', '3/4', '3/8', '4/5', '5/4'] -> 3/4 / (4/5 - 2/5 - 3/8) / 5/4
[1403502] ['2/5', '3/4', '3/8', '4/5', '6/5'] -> 6/5 / (3/4 - 3/8 * 4/5 - 2/5)
[1403514] ['2/5', '3/4', '3/8', '4/5', '8/9'] -> 2/5 / (4/5 - 3/4) / 3/8 / 8/9
[1403519] ['2/5', '3/4', '3/8', '4/5', '9/8'] -> 2/5 / (4/5 - 3/4) / 3/8 * 9/8
[1403534] ['2/5', '3/4', '3/8', '4/7', '7/5'] -> 7/5 / ((2/5 - 3/8) / 3/4 / 4/7)
[1403544] ['2/5', '3/4', '3/8', '4/7', '9/5'] -> 9/5 / ((3/4 - 2/5) * 3/8 * 4/7)
[1403548] ['2/5', '3/4', '3/8', '4/9', '5/2'] -> 5/2 / ((3/8 - 3/4 * 4/9) / 2/5)
[1403554] ['2/5', '3/4', '3/8', '4/9', '5/9'] -> 3/4 * 4/9 / (2/5 - 3/8) / 5/9
[1403560] ['2/5', '3/4', '3/8', '4/9', '7/5'] -> 7/5 / ((3/4 - 2/5) * 3/8 * 4/9)
[1403565] ['2/5', '3/4', '3/8', '4/9', '8/5'] -> 8/5 / (2/5 * (3/4 - 3/8) * 4/9)
[1403567] ['2/5', '3/4', '3/8', '4/9', '8/9'] -> 3/4 / (4/9 - 3/8) / 2/5 * 8/9
[1403570] ['2/5', '3/4', '3/8', '4/9', '9/5'] -> 3/4 * 4/9 / (2/5 - 3/8) * 9/5
[1403572] ['2/5', '3/4', '3/8', '4/9', '9/8'] -> 3/4 / (4/9 - 3/8) / 2/5 / 9/8
[1403579] ['2/5', '3/4', '3/8', '5/2', '5/9'] -> 5/2 / (3/8 / 2/5 - 3/4) / 5/9
[1403580] ['2/5', '3/4', '3/8', '5/2', '6/5'] -> 6/5 / ((3/4 + 3/8) / 5/2 - 2/5)
[1403594] ['2/5', '3/4', '3/8', '5/2', '9/4'] -> 9/4 / (3/8 * (2/5 * 5/2 - 3/4))
[1403596] ['2/5', '3/4', '3/8', '5/2', '9/7'] -> 9/7 / (3/8 / (3/4 + 5/2 / 2/5))
[1403597] ['2/5', '3/4', '3/8', '5/2', '9/8'] -> 9/8 / ((2/5 - 3/8) * 3/4 * 5/2)
[1403604] ['2/5', '3/4', '3/8', '5/3', '6/5'] -> 6/5 / (2/5 * (3/4 - 3/8 * 5/3))
[1403619] ['2/5', '3/4', '3/8', '5/3', '9/5'] -> 9/5 / (2/5 * 3/4 - 3/8 / 5/3)
[1403626] ['2/5', '3/4', '3/8', '5/4', '5/9'] -> (3/4 + 5/4) / 2/5 / 3/8 / 5/9
[1403640] ['2/5', '3/4', '3/8', '5/4', '9/2'] -> 9/2 / (2/5 * (3/4 - 3/8) * 5/4)
[1403647] ['2/5', '3/4', '3/8', '5/6', '5/8'] -> 3/4 / (3/8 / 5/6 - 2/5) / 5/8
[1403654] ['2/5', '3/4', '3/8', '5/6', '7/5'] -> 7/5 / (3/8 + 5/6 - 2/5 - 3/4)
[1403662] ['2/5', '3/4', '3/8', '5/6', '9/2'] -> 9/2 / (3/8 * (3/4 / 5/6 - 2/5))
[1403663] ['2/5', '3/4', '3/8', '5/6', '9/4'] -> 9/4 / (2/5 * 3/4 * 3/8 * 5/6)
[1403664] ['2/5', '3/4', '3/8', '5/6', '9/5'] -> 9/5 / (2/5 / 3/4 + 3/8 - 5/6)
[1403667] ['2/5', '3/4', '3/8', '5/7', '5/7'] -> 5/7 / (5/7 / 3/8 - 3/4 / 2/5)
[1403674] ['2/5', '3/4', '3/8', '5/7', '7/4'] -> 3/4 / (2/5 - 3/8) / 5/7 / 7/4
[1403686] ['2/5', '3/4', '3/8', '5/7', '9/7'] -> 9/7 / ((3/8 - 2/5 * 3/4) * 5/7)
[1403695] ['2/5', '3/4', '3/8', '5/8', '7/5'] -> 7/5 / (5/8 / 3/4 - 2/5 - 3/8)
[1403707] ['2/5', '3/4', '3/8', '5/8', '9/8'] -> 9/8 / ((3/8 - 2/5 * 3/4) * 5/8)
[1403713] ['2/5', '3/4', '3/8', '5/9', '7/4'] -> 7/4 / ((3/4 - 2/5) * 3/8 * 5/9)
[1403722] ['2/5', '3/4', '3/8', '5/9', '9/2'] -> 2/5 / (3/4 - 3/8 / 5/9) * 9/2
[1403736] ['2/5', '3/4', '3/8', '6/5', '8/3'] -> 6/5 / (2/5 - 3/8) / 3/4 / 8/3
[1403737] ['2/5', '3/4', '3/8', '6/5', '8/5'] -> 3/4 / (3/8 * 6/5 - 2/5) * 8/5
[1403769] ['2/5', '3/4', '3/8', '7/2', '8/3'] -> 7/2 / (3/4 - 2/5) / 3/8 - 8/3
[1403776] ['2/5', '3/4', '3/8', '7/2', '9/7'] -> 9/7 / ((3/8 / 2/5 - 3/4) / 7/2)
[1403777] ['2/5', '3/4', '3/8', '7/2', '9/8'] -> 9/8 / (3/8 / (7/2 / 2/5 - 3/4))
[1403780] ['2/5', '3/4', '3/8', '7/3', '7/5'] -> 7/5 / ((2/5 + 3/8 - 3/4) * 7/3)
[1403785] ['2/5', '3/4', '3/8', '7/3', '8/5'] -> 8/5 / (2/5 + 3/4 / 3/8 - 7/3)
[1403788] ['2/5', '3/4', '3/8', '7/3', '9/2'] -> (7/3 / 2/5 - 3/8 / 3/4) * 9/2
[1403794] ['2/5', '3/4', '3/8', '7/4', '7/5'] -> 7/5 / ((2/5 - 3/8) * 7/4 / 3/4)
[1403799] ['2/5', '3/4', '3/8', '7/4', '8/5'] -> 8/5 / (2/5 / 3/8 + 3/4 - 7/4)
[1403802] ['2/5', '3/4', '3/8', '7/4', '9/2'] -> (7/4 / 2/5 - 3/8) / 3/4 * 9/2
[1403804] ['2/5', '3/4', '3/8', '7/4', '9/5'] -> 7/4 / (3/4 - 2/5) / 3/8 * 9/5
[1403806] ['2/5', '3/4', '3/8', '7/4', '9/8'] -> 9/8 / (3/8 * (3/4 / 2/5 - 7/4))
[1403815] ['2/5', '3/4', '3/8', '7/5', '9/2'] -> ((3/4 + 7/5) / 3/8 - 2/5) * 9/2
[1403817] ['2/5', '3/4', '3/8', '7/5', '9/5'] -> 9/5 / (3/4 - 3/8 * (2/5 + 7/5))
[1403818] ['2/5', '3/4', '3/8', '7/5', '9/7'] -> 9/7 / ((3/8 - 2/5 * 3/4) / 7/5)
[1403830] ['2/5', '3/4', '3/8', '7/6', '9/7'] -> 9/7 / (3/8 / 2/5 / 7/6 - 3/4)
[1403838] ['2/5', '3/4', '3/8', '7/8', '9/2'] -> 9/2 / (7/8 / 2/5 - 3/4 / 3/8)
[1403842] ['2/5', '3/4', '3/8', '7/8', '9/8'] -> 9/8 / (3/4 * (3/8 / 2/5 - 7/8))
[1403844] ['2/5', '3/4', '3/8', '7/9', '8/3'] -> 8/3 / (2/5 * (7/9 - 3/8 / 3/4))
[1403850] ['2/5', '3/4', '3/8', '7/9', '9/5'] -> 9/5 / ((3/4 - 2/5) / 7/9 - 3/8)
[1403853] ['2/5', '3/4', '3/8', '8/3', '8/3'] -> 8/3 / (3/8 / 3/4 - 2/5) - 8/3
[1403854] ['2/5', '3/4', '3/8', '8/3', '8/5'] -> 8/5 / ((2/5 + 3/8 - 3/4) * 8/3)
[1403859] ['2/5', '3/4', '3/8', '8/3', '9/5'] -> 3/4 * 8/3 / 2/5 / 3/8 * 9/5
[1403862] ['2/5', '3/4', '3/8', '8/5', '8/5'] -> 8/5 / (3/8 * 8/5 - 2/5 / 3/4)
[1403867] ['2/5', '3/4', '3/8', '8/5', '9/5'] -> 9/5 / (8/5 - 2/5 - 3/4 - 3/8)
[1403869] ['2/5', '3/4', '3/8', '8/5', '9/8'] -> 9/8 / ((3/8 - 2/5 * 3/4) / 8/5)
[1403878] ['2/5', '3/4', '3/8', '8/9', '9/2'] -> 9/2 / (2/5 * (3/4 / 8/9 - 3/8))
[1403879] ['2/5', '3/4', '3/8', '8/9', '9/4'] -> 9/4 / (3/8 / 2/5 - 3/4 / 8/9)
[1403880] ['2/5', '3/4', '3/8', '8/9', '9/5'] -> 9/5 / (2/5 / 8/9 - (3/4 - 3/8))
[1403883] ['2/5', '3/4', '3/8', '9/2', '9/2'] -> 9/2 / (3/4 / 2/5 - 3/8 * 9/2)
[1403885] ['2/5', '3/4', '3/8', '9/2', '9/5'] -> 9/5 / (3/4 - 2/5 * 3/8 * 9/2)
[1403892] ['2/5', '3/4', '3/8', '9/5', '9/5'] -> 9/5 / (3/8 * (2/5 + 9/5) - 3/4)
[1403897] ['2/5', '3/4', '3/8', '9/8', '9/8'] -> 9/8 / ((2/5 - 3/8) * (3/4 + 9/8))
[1403899] ['2/5', '3/4', '4/3', '4/3', '4/5'] -> 4/5 / (4/3 - 3/4 * (2/5 + 4/3))
[1403908] ['2/5', '3/4', '4/3', '4/3', '5/9'] -> (4/3 / 2/5 + 4/3) / (3/4 - 5/9)
[1403912] ['2/5', '3/4', '4/3', '4/3', '7/3'] -> 7/3 / (3/4 / 2/5 - 4/3 * 4/3)
[1403913] ['2/5', '3/4', '4/3', '4/3', '7/4'] -> 7/4 / (3/4 / 2/5 / 4/3 - 4/3)
[1403919] ['2/5', '3/4', '4/3', '4/3', '8/5'] -> 8/5 / (2/5 + 3/4 * 4/3 - 4/3)
[1403927] ['2/5', '3/4', '4/3', '4/5', '4/5'] -> 4/5 / (2/5 * (3/4 + 4/3) - 4/5)
[1403929] ['2/5', '3/4', '4/3', '4/5', '4/9'] -> 2/5 * 4/3 / (4/5 - 3/4) / 4/9
[1403930] ['2/5', '3/4', '4/3', '4/5', '5/2'] -> 5/2 / ((2/5 + 3/4) / 4/5 - 4/3)
[1403950] ['2/5', '3/4', '4/3', '4/5', '9/2'] -> 4/3 / (3/4 - 2/5 / 4/5) * 9/2
[1403951] ['2/5', '3/4', '4/3', '4/5', '9/4'] -> 2/5 * 4/3 / (4/5 - 3/4) * 9/4
[1403959] ['2/5', '3/4', '4/3', '4/7', '5/4'] -> 2/5 / (4/3 - 3/4 / 4/7) * 5/4
[1403972] ['2/5', '3/4', '4/3', '4/7', '7/9'] -> 4/3 / (3/4 - 4/7) / 2/5 / 7/9
[1403973] ['2/5', '3/4', '4/3', '4/7', '8/3'] -> 4/3 / (3/4 - 2/5 / 4/7) - 8/3
[1403978] ['2/5', '3/4', '4/3', '4/7', '9/4'] -> 3/4 / (4/7 / 4/3 - 2/5) - 9/4
[1403980] ['2/5', '3/4', '4/3', '4/7', '9/7'] -> 4/3 / (3/4 - 4/7) / 2/5 * 9/7
[1403984] ['2/5', '3/4', '4/3', '4/9', '5/3'] -> 4/3 / (4/9 - 2/5) / 3/4 / 5/3
[1403986] ['2/5', '3/4', '4/3', '4/9', '5/6'] -> 4/3 / (2/5 - 3/4 * 4/9) / 5/6
[1403988] ['2/5', '3/4', '4/3', '4/9', '5/8'] -> 4/3 / (2/5 / 3/4 - 4/9) / 5/8
[1403993] ['2/5', '3/4', '4/3', '4/9', '7/3'] -> 7/3 / (3/4 / 2/5 - 4/3 - 4/9)
[1403999] ['2/5', '3/4', '4/3', '4/9', '8/3'] -> 8/3 / (4/9 / 2/5 - 3/4 * 4/3)
[1404005] ['2/5', '3/4', '4/3', '4/9', '9/5'] -> 9/5 / (3/4 - 2/5 / 4/3 / 4/9)
[1404014] ['2/5', '3/4', '4/3', '5/2', '5/9'] -> 4/3 / (2/5 - 3/4 / 5/2) / 5/9
[1404028] ['2/5', '3/4', '4/3', '5/2', '9/2'] -> 4/3 / (2/5 * 5/2 - 3/4) * 9/2
[1404030] ['2/5', '3/4', '4/3', '5/2', '9/5'] -> 4/3 / (2/5 - 3/4 / 5/2) * 9/5
[1404049] ['2/5', '3/4', '4/3', '5/3', '8/5'] -> 8/5 / (4/3 * (3/4 / 5/3 - 2/5))
[1404061] ['2/5', '3/4', '4/3', '5/4', '5/9'] -> 4/3 / (5/4 - 2/5 - 3/4) / 5/9
[1404094] ['2/5', '3/4', '4/3', '5/6', '8/5'] -> 8/5 / (2/5 * (3/4 * 4/3 - 5/6))
[1404097] ['2/5', '3/4', '4/3', '5/6', '9/2'] -> 4/3 / 2/5 / 3/4 / 5/6 * 9/2
[1404099] ['2/5', '3/4', '4/3', '5/6', '9/5'] -> 9/5 / (3/4 * (4/3 - 2/5 - 5/6))
[1404118] ['2/5', '3/4', '4/3', '5/7', '9/2'] -> 4/3 / (3/4 - 2/5) / 5/7 * 9/2
[1404127] ['2/5', '3/4', '4/3', '5/8', '7/2'] -> 7/2 / (2/5 * (4/3 - 3/4) * 5/8)
[1404134] ['2/5', '3/4', '4/3', '5/8', '8/3'] -> 4/3 / (3/4 - 5/8) / 2/5 - 8/3
[1404135] ['2/5', '3/4', '4/3', '5/8', '8/5'] -> 8/5 / (2/5 * 4/3 * (3/4 - 5/8))
[1404140] ['2/5', '3/4', '4/3', '5/8', '9/5'] -> 9/5 / (3/4 * (4/3 - 2/5) - 5/8)
[1404143] ['2/5', '3/4', '4/3', '5/9', '5/9'] -> 2/5 / (3/4 - 4/3 * 5/9) * 5/9
[1404146] ['2/5', '3/4', '4/3', '5/9', '7/2'] -> 7/2 / ((3/4 - 2/5) * 5/9 / 4/3)
[1404149] ['2/5', '3/4', '4/3', '5/9', '7/5'] -> 7/5 / (2/5 * (3/4 - 5/9) / 4/3)
[1404154] ['2/5', '3/4', '4/3', '5/9', '8/5'] -> 8/5 / (2/5 + 5/9 / 4/3 - 3/4)
[1404159] ['2/5', '3/4', '4/3', '5/9', '9/5'] -> 2/5 / (3/4 - 4/3 * 5/9) / 9/5
[1404171] ['2/5', '3/4', '4/3', '6/5', '8/3'] -> 4/3 / (6/5 - 2/5 - 3/4) - 8/3
[1404172] ['2/5', '3/4', '4/3', '6/5', '8/5'] -> 8/5 / (4/3 * (6/5 - 2/5 - 3/4))
[1404184] ['2/5', '3/4', '4/3', '6/7', '7/5'] -> 7/5 / (4/3 - 3/4 / 6/7 - 2/5)
[1404209] ['2/5', '3/4', '4/3', '7/2', '9/4'] -> 4/3 * (7/2 / 2/5 - 3/4) * 9/4
[1404210] ['2/5', '3/4', '4/3', '7/2', '9/5'] -> 4/3 * 7/2 / (3/4 - 2/5) * 9/5
[1404220] ['2/5', '3/4', '4/3', '7/3', '8/5'] -> 8/5 / (3/4 * 4/3 - 2/5 * 7/3)
[1404223] ['2/5', '3/4', '4/3', '7/3', '9/2'] -> (7/3 / (3/4 - 2/5) - 4/3) * 9/2
[1404229] ['2/5', '3/4', '4/3', '7/4', '7/5'] -> 2/5 / (4/3 / 7/4 - 3/4) / 7/5
[1404233] ['2/5', '3/4', '4/3', '7/4', '8/3'] -> 4/3 / (3/4 - 2/5 * 7/4) - 8/3
[1404238] ['2/5', '3/4', '4/3', '7/4', '9/4'] -> 4/3 / (3/4 / 2/5 - 7/4) * 9/4
[1404242] ['2/5', '3/4', '4/3', '7/5', '7/5'] -> 7/5 / ((4/3 - 3/4) / 2/5 - 7/5)
[1404259] ['2/5', '3/4', '4/3', '7/6', '8/5'] -> 8/5 / (2/5 * (7/6 - 3/4 * 4/3))
[1404269] ['2/5', '3/4', '4/3', '7/8', '8/3'] -> 4/3 / (7/8 - 3/4) / 2/5 - 8/3
[1404273] ['2/5', '3/4', '4/3', '7/8', '9/2'] -> 9/2 / (7/8 / (4/3 - 2/5) - 3/4)
[1404275] ['2/5', '3/4', '4/3', '7/8', '9/5'] -> 9/5 / (2/5 / 3/4 + 7/8 - 4/3)
[1404289] ['2/5', '3/4', '4/3', '8/3', '8/5'] -> 8/5 / (2/5 * 8/3 - 3/4 * 4/3)
[1404292] ['2/5', '3/4', '4/3', '8/3', '9/2'] -> (4/3 / 2/5 + 3/4 * 8/3) * 9/2
[1404293] ['2/5', '3/4', '4/3', '8/3', '9/4'] -> (4/3 + 8/3 / 2/5) / 3/4 * 9/4
[1404313] ['2/5', '3/4', '4/3', '8/9', '9/2'] -> (4/3 / 2/5 / 3/4 + 8/9) * 9/2
[1404318] ['2/5', '3/4', '4/3', '9/2', '9/2'] -> (2/5 * (3/4 + 4/3) + 9/2) * 9/2
[1404319] ['2/5', '3/4', '4/3', '9/2', '9/4'] -> (3/4 + 9/2 / 2/5 - 4/3) * 9/4
[1404320] ['2/5', '3/4', '4/3', '9/2', '9/5'] -> (3/4 + 4/3 + 9/2 / 2/5) * 9/5
[1404324] ['2/5', '3/4', '4/3', '9/4', '9/5'] -> 9/5 / (3/4 - 2/5 * 9/4 / 4/3)
[1404327] ['2/5', '3/4', '4/3', '9/5', '9/5'] -> 2/5 / (3/4 - 4/3 / 9/5) / 9/5
[1404335] ['2/5', '3/4', '4/5', '4/5', '4/9'] -> (4/5 + 4/5) / (2/5 - 3/4 * 4/9)
[1404337] ['2/5', '3/4', '4/5', '4/5', '5/3'] -> 4/5 / (4/5 - 3/4) / 2/5 / 5/3
[1404343] ['2/5', '3/4', '4/5', '4/5', '6/5'] -> 4/5 / 2/5 / (3/4 - 4/5 / 6/5)
[1404351] ['2/5', '3/4', '4/5', '4/5', '7/9'] -> 4/5 / (2/5 + 4/5) / (7/9 - 3/4)
[1404356] ['2/5', '3/4', '4/5', '4/5', '9/2'] -> (4/5 + 4/5) / 2/5 / 3/4 * 9/2
[1404357] ['2/5', '3/4', '4/5', '4/5', '9/4'] -> (4/5 + 4/5) / (2/5 - 3/4 / 9/4)
[1404358] ['2/5', '3/4', '4/5', '4/5', '9/5'] -> 4/5 / 3/4 / (4/5 / 9/5 - 2/5)
[1404371] ['2/5', '3/4', '4/5', '4/7', '6/7'] -> 4/5 / (3/4 * 4/7 - 2/5) * 6/7
[1404376] ['2/5', '3/4', '4/5', '4/7', '7/6'] -> 4/5 / (3/4 * 4/7 - 2/5) / 7/6
