[826615] ['1/6', '2/9', '4/3', '5/3', '8/9'] -> (8/9 / (2/9 * ((5/3 - 1/6) - 4/3)))
[874298] ['1/6', '4/9', '5/4', '5/8', '7/3'] -> (7/3 / ((1/6 + (4/9 * 5/4)) - 5/8))
[874307] ['1/6', '4/9', '5/4', '5/8', '8/9'] -> ((((5/4 / 1/6) / 4/9) / 5/8) * 8/9)
[874308] ['1/6', '4/9', '5/4', '5/8', '9/2'] -> ((((4/9 * 5/4) / 1/6) / 5/8) * 9/2)
[874312] ['1/6', '4/9', '5/4', '5/8', '9/8'] -> ((((5/4 / 1/6) / 4/9) / 5/8) / 9/8)
[874313] ['1/6', '4/9', '5/4', '5/9', '5/9'] -> ((5/9 / 1/6) / (5/4 * (5/9 - 4/9)))
[874317] ['1/6', '4/9', '5/4', '5/9', '7/3'] -> (7/3 / ((1/6 * 5/4) + (4/9 - 5/9)))
[874327] ['1/6', '4/9', '5/4', '5/9', '9/2'] -> (((4/9 + (5/9 / 5/4)) / 1/6) * 9/2)
[874329] ['1/6', '4/9', '5/4', '5/9', '9/5'] -> (9/5 / (1/6 * (5/4 - (4/9 / 5/9))))
[874341] ['1/6', '4/9', '5/4', '6/5', '8/3'] -> (8/3 / (((1/6 * 4/9) * 5/4) * 6/5))
[874394] ['1/6', '4/9', '5/4', '7/3', '9/4'] -> (((7/3 - (4/9 * 5/4)) / 1/6) * 9/4)
[874395] ['1/6', '4/9', '5/4', '7/3', '9/5'] -> ((((4/9 + 7/3) / 1/6) / 5/4) * 9/5)
[874401] ['1/6', '4/9', '5/4', '7/4', '7/8'] -> ((5/4 + ((7/4 / 1/6) / 4/9)) - 7/8)
[874406] ['1/6', '4/9', '5/4', '7/4', '8/9'] -> (8/9 / ((1/6 * 4/9) * (7/4 - 5/4)))
[874407] ['1/6', '4/9', '5/4', '7/4', '9/2'] -> (((4/9 / (7/4 - 5/4)) / 1/6) * 9/2)
[874416] ['1/6', '4/9', '5/4', '7/5', '8/3'] -> ((4/9 / ((1/6 + 5/4) - 7/5)) - 8/3)
[874431] ['1/6', '4/9', '5/4', '7/6', '8/9'] -> (8/9 / (4/9 * ((1/6 + 7/6) - 5/4)))
[874452] ['1/6', '4/9', '5/4', '7/9', '8/9'] -> (8/9 / (1/6 * (7/9 - (4/9 * 5/4))))
[874469] ['1/6', '4/9', '5/4', '8/5', '8/9'] -> ((((5/4 * 8/5) / 1/6) / 4/9) * 8/9)
[874474] ['1/6', '4/9', '5/4', '8/5', '9/8'] -> ((((5/4 * 8/5) / 1/6) / 4/9) / 9/8)
[874476] ['1/6', '4/9', '5/4', '8/7', '8/9'] -> (((4/9 / (5/4 - 8/7)) / 1/6) - 8/9)
[874483] ['1/6', '4/9', '5/4', '8/9', '9/2'] -> (((5/4 + (8/9 / 4/9)) / 1/6) + 9/2)
[874492] ['1/6', '4/9', '5/4', '9/2', '9/8'] -> ((((5/4 / 1/6) + 9/2) / 4/9) / 9/8)
[874493] ['1/6', '4/9', '5/4', '9/4', '9/4'] -> (9/4 / (1/6 * ((5/4 / 4/9) - 9/4)))
[874497] ['1/6', '4/9', '5/4', '9/5', '9/5'] -> (9/5 / (1/6 * (5/4 - (4/9 * 9/5))))
[874502] ['1/6', '4/9', '5/4', '9/8', '9/8'] -> ((9/8 * 4/9) / (1/6 * (5/4 - 9/8)))
[874507] ['1/6', '4/9', '5/6', '5/6', '6/5'] -> ((6/5 / 1/6) / (5/6 - (4/9 / 5/6)))
[874510] ['1/6', '4/9', '5/6', '5/6', '7/3'] -> (((4/9 + 7/3) / 1/6) / (5/6 * 5/6))
[874516] ['1/6', '4/9', '5/6', '5/6', '8/3'] -> (8/3 / (((5/6 - 1/6) * 5/6) - 4/9))
[874520] ['1/6', '4/9', '5/6', '5/6', '9/2'] -> ((5/6 + 9/2) / ((5/6 - 1/6) - 4/9))
[874521] ['1/6', '4/9', '5/6', '5/6', '9/4'] -> ((5/6 + 5/6) / (4/9 - (1/6 * 9/4)))
[874537] ['1/6', '4/9', '5/6', '5/7', '8/3'] -> (8/3 / (((5/6 - 4/9) * 5/7) - 1/6))
[874546] ['1/6', '4/9', '5/6', '5/8', '5/8'] -> ((((5/6 / 4/9) + 5/8) / 1/6) / 5/8)
[874548] ['1/6', '4/9', '5/6', '5/8', '6/5'] -> (6/5 / (((5/8 - 4/9) / 5/6) - 1/6))
[874550] ['1/6', '4/9', '5/6', '5/8', '7/2'] -> (7/2 / ((5/6 * 5/8) - (1/6 / 4/9)))
[874558] ['1/6', '4/9', '5/6', '5/8', '8/5'] -> ((((5/6 / 4/9) + 5/8) / 1/6) * 8/5)
[874561] ['1/6', '4/9', '5/6', '5/8', '9/2'] -> ((((5/6 / 5/8) - 4/9) / 1/6) * 9/2)
[874563] ['1/6', '4/9', '5/6', '5/8', '9/5'] -> (9/5 / ((1/6 + (4/9 / 5/6)) - 5/8))
[874570] ['1/6', '4/9', '5/6', '5/9', '7/3'] -> (7/3 / (((1/6 / 4/9) + 5/9) - 5/6))
[874577] ['1/6', '4/9', '5/6', '5/9', '8/5'] -> ((5/6 / ((1/6 + 4/9) - 5/9)) * 8/5)
[874579] ['1/6', '4/9', '5/6', '5/9', '8/9'] -> (8/9 / (1/6 * ((5/9 / 5/6) - 4/9)))
[874585] ['1/6', '4/9', '5/6', '6/5', '6/5'] -> (6/5 / (1/6 * (5/6 - (4/9 * 6/5))))
[874624] ['1/6', '4/9', '5/6', '7/2', '7/6'] -> ((((4/9 + 7/2) / 1/6) - 5/6) + 7/6)
[874625] ['1/6', '4/9', '5/6', '7/2', '7/8'] -> ((5/6 / (1/6 - (4/9 / 7/2))) / 7/8)
[874626] ['1/6', '4/9', '5/6', '7/2', '7/9'] -> ((((4/9 * 5/6) + 7/2) / 1/6) + 7/9)
[874629] ['1/6', '4/9', '5/6', '7/2', '8/7'] -> ((5/6 / (1/6 - (4/9 / 7/2))) * 8/7)
[874631] ['1/6', '4/9', '5/6', '7/2', '9/2'] -> ((((4/9 / 1/6) + 7/2) - 5/6) * 9/2)
[874633] ['1/6', '4/9', '5/6', '7/2', '9/5'] -> ((((7/2 - 4/9) - 5/6) / 1/6) * 9/5)
[874634] ['1/6', '4/9', '5/6', '7/2', '9/7'] -> ((9/7 * ((4/9 + 7/2) - 5/6)) / 1/6)
[874643] ['1/6', '4/9', '5/6', '7/3', '8/5'] -> ((5/6 / (4/9 - (1/6 * 7/3))) * 8/5)
[874645] ['1/6', '4/9', '5/6', '7/3', '8/9'] -> (8/9 / (((4/9 * 7/3) - 1/6) - 5/6))
[874647] ['1/6', '4/9', '5/6', '7/3', '9/4'] -> ((((5/6 * 7/3) / 1/6) / 4/9) - 9/4)
[874656] ['1/6', '4/9', '5/6', '7/4', '8/3'] -> (8/3 / ((1/6 + (4/9 * 7/4)) - 5/6))
[874659] ['1/6', '4/9', '5/6', '7/4', '8/9'] -> (((7/4 / (5/6 - 4/9)) / 1/6) * 8/9)
[874664] ['1/6', '4/9', '5/6', '7/4', '9/8'] -> (((7/4 / (5/6 - 4/9)) / 1/6) / 9/8)
[874669] ['1/6', '4/9', '5/6', '7/5', '8/3'] -> (8/3 / (((5/6 - 4/9) / 7/5) - 1/6))
[874681] ['1/6', '4/9', '5/6', '7/6', '8/3'] -> (8/3 / (4/9 - (1/6 * (5/6 + 7/6))))
[874684] ['1/6', '4/9', '5/6', '7/6', '8/9'] -> ((((5/6 + 7/6) / 1/6) / 4/9) * 8/9)
[874685] ['1/6', '4/9', '5/6', '7/6', '9/2'] -> (((4/9 * (5/6 + 7/6)) / 1/6) * 9/2)
[874689] ['1/6', '4/9', '5/6', '7/6', '9/8'] -> ((((5/6 + 7/6) / 1/6) / 4/9) / 9/8)
[874691] ['1/6', '4/9', '5/6', '7/8', '7/9'] -> (7/9 / (((1/6 * 4/9) + 5/6) - 7/8))
[874692] ['1/6', '4/9', '5/6', '7/8', '8/3'] -> (((1/6 / (7/8 - 5/6)) / 4/9) * 8/3)
[874703] ['1/6', '4/9', '5/6', '7/9', '8/5'] -> (((5/6 / (7/9 - 4/9)) / 1/6) * 8/5)
[874704] ['1/6', '4/9', '5/6', '7/9', '8/7'] -> (8/7 / (5/6 - ((1/6 + 4/9) / 7/9)))
[874705] ['1/6', '4/9', '5/6', '7/9', '8/9'] -> (8/9 / (((5/6 * 7/9) - 1/6) - 4/9))
[874706] ['1/6', '4/9', '5/6', '7/9', '9/2'] -> ((((5/6 / 1/6) + 7/9) - 4/9) * 9/2)
[874707] ['1/6', '4/9', '5/6', '7/9', '9/4'] -> ((((5/6 + 7/9) / 1/6) / 4/9) + 9/4)
[874712] ['1/6', '4/9', '5/6', '8/3', '8/5'] -> ((((4/9 + 8/3) / 1/6) / 5/6) + 8/5)
[874716] ['1/6', '4/9', '5/6', '8/3', '9/4'] -> ((((5/6 * 8/3) - 4/9) / 1/6) * 9/4)
[874717] ['1/6', '4/9', '5/6', '8/3', '9/5'] -> ((((8/3 / 1/6) / 4/9) / 5/6) / 9/5)
[874718] ['1/6', '4/9', '5/6', '8/3', '9/7'] -> ((9/7 * ((8/3 / 1/6) - 4/9)) / 5/6)
[874723] ['1/6', '4/9', '5/6', '8/5', '9/2'] -> ((((5/6 * 8/5) - 4/9) / 1/6) * 9/2)
[874724] ['1/6', '4/9', '5/6', '8/5', '9/4'] -> (((4/9 + (5/6 * 8/5)) / 1/6) * 9/4)
[874741] ['1/6', '4/9', '5/6', '9/2', '9/2'] -> ((4/9 / (5/6 - (1/6 * 9/2))) * 9/2)
[874745] ['1/6', '4/9', '5/6', '9/2', '9/8'] -> (((9/2 / 1/6) - (5/6 / 4/9)) - 9/8)
[874749] ['1/6', '4/9', '5/6', '9/4', '9/8'] -> ((5/6 / ((4/9 / 9/4) - 1/6)) / 9/8)
[874781] ['1/6', '4/9', '5/7', '5/8', '7/2'] -> ((1/6 / ((5/7 * 5/8) - 4/9)) / 7/2)
[874801] ['1/6', '4/9', '5/7', '5/9', '7/3'] -> ((((4/9 + 5/7) + 5/9) / 1/6) * 7/3)
[874803] ['1/6', '4/9', '5/7', '5/9', '7/5'] -> ((7/5 * (5/7 + 5/9)) / (1/6 * 4/9))
[874858] ['1/6', '4/9', '5/7', '7/2', '8/3'] -> (((5/7 * 7/2) / (4/9 - 1/6)) * 8/3)
[874860] ['1/6', '4/9', '5/7', '7/2', '8/7'] -> (8/7 / (((4/9 / 1/6) / 7/2) - 5/7))
[874910] ['1/6', '4/9', '5/7', '7/6', '7/8'] -> ((1/6 / ((7/6 - 4/9) - 5/7)) / 7/8)
[874914] ['1/6', '4/9', '5/7', '7/6', '8/7'] -> ((1/6 / ((7/6 - 4/9) - 5/7)) * 8/7)
[874923] ['1/6', '4/9', '5/7', '7/8', '8/3'] -> (8/3 / (((4/9 * 5/7) * 7/8) - 1/6))
[874948] ['1/6', '4/9', '5/7', '8/3', '9/5'] -> ((((4/9 + 8/3) * 5/7) / 1/6) * 9/5)
[874949] ['1/6', '4/9', '5/7', '8/3', '9/7'] -> ((9/7 * (8/3 - 4/9)) / (1/6 * 5/7))
[874954] ['1/6', '4/9', '5/7', '8/5', '9/2'] -> ((((4/9 / 1/6) / 5/7) + 8/5) * 9/2)
[874956] ['1/6', '4/9', '5/7', '8/5', '9/5'] -> ((((4/9 / 5/7) + 8/5) / 1/6) * 9/5)
[874961] ['1/6', '4/9', '5/7', '8/7', '9/2'] -> ((((4/9 / 1/6) + 8/7) / 5/7) * 9/2)
[874963] ['1/6', '4/9', '5/7', '8/7', '9/5'] -> ((((4/9 + 8/7) / 1/6) / 5/7) * 9/5)
[874964] ['1/6', '4/9', '5/7', '8/7', '9/7'] -> (9/7 / ((8/7 - (1/6 / 4/9)) - 5/7))
[874985] ['1/6', '4/9', '5/7', '9/7', '9/8'] -> ((((5/7 + 9/7) / 1/6) / 4/9) / 9/8)
[874988] ['1/6', '4/9', '5/8', '5/8', '5/9'] -> (((4/9 * 5/8) / 1/6) / (5/8 - 5/9))
[874998] ['1/6', '4/9', '5/8', '5/8', '8/3'] -> (8/3 / ((4/9 - (1/6 / 5/8)) * 5/8))
[875006] ['1/6', '4/9', '5/8', '5/8', '9/8'] -> ((1/6 + 9/8) / (4/9 - (5/8 * 5/8)))
[875008] ['1/6', '4/9', '5/8', '5/9', '6/5'] -> (6/5 / (((1/6 / 4/9) / 5/9) - 5/8))
[875026] ['1/6', '4/9', '5/8', '6/5', '6/5'] -> (6/5 / (((5/8 - 4/9) * 6/5) - 1/6))
[875028] ['1/6', '4/9', '5/8', '6/5', '7/2'] -> (7/2 / ((5/8 / 6/5) - (1/6 / 4/9)))
[875041] ['1/6', '4/9', '5/8', '6/5', '9/5'] -> (9/5 / ((1/6 + (4/9 * 6/5)) - 5/8))
[875056] ['1/6', '4/9', '5/8', '6/7', '9/2'] -> (9/2 / (5/8 - ((1/6 / 4/9) / 6/7)))
[875062] ['1/6', '4/9', '5/8', '7/2', '7/3'] -> ((7/2 / (4/9 - (1/6 * 5/8))) * 7/3)
[875065] ['1/6', '4/9', '5/8', '7/2', '7/6'] -> (7/6 / (((5/8 - 1/6) - 4/9) * 7/2))
[875067] ['1/6', '4/9', '5/8', '7/2', '7/9'] -> (7/9 / ((1/6 * (4/9 + 7/2)) - 5/8))
[875068] ['1/6', '4/9', '5/8', '7/2', '8/3'] -> (8/3 / (4/9 * ((5/8 / 1/6) - 7/2)))
[875073] ['1/6', '4/9', '5/8', '7/2', '9/4'] -> ((4/9 / (5/8 - (1/6 * 7/2))) * 9/4)
[875079] ['1/6', '4/9', '5/8', '7/3', '7/5'] -> (7/5 / ((5/8 / (4/9 + 7/3)) - 1/6))
[875080] ['1/6', '4/9', '5/8', '7/3', '7/6'] -> (7/6 / ((1/6 * (5/8 + 7/3)) - 4/9))
[875081] ['1/6', '4/9', '5/8', '7/3', '7/8'] -> ((7/3 / ((4/9 * 5/8) - 1/6)) / 7/8)
[875082] ['1/6', '4/9', '5/8', '7/3', '7/9'] -> (7/9 / (((5/8 - 1/6) - 4/9) * 7/3))
[875086] ['1/6', '4/9', '5/8', '7/3', '8/9'] -> (((4/9 + (7/3 / 1/6)) / 5/8) + 8/9)
[875088] ['1/6', '4/9', '5/8', '7/3', '9/4'] -> ((5/8 / ((4/9 / 7/3) - 1/6)) - 9/4)
[875094] ['1/6', '4/9', '5/8', '7/4', '7/6'] -> (7/6 / (4/9 - (1/6 * (5/8 + 7/4))))
[875097] ['1/6', '4/9', '5/8', '7/4', '8/3'] -> (8/3 / ((1/6 * 7/4) - (5/8 - 4/9)))
[875101] ['1/6', '4/9', '5/8', '7/4', '9/2'] -> (9/2 / ((7/4 / 4/9) - (5/8 / 1/6)))
[875110] ['1/6', '4/9', '5/8', '7/5', '8/3'] -> ((1/6 / ((5/8 / 4/9) - 7/5)) - 8/3)
[875121] ['1/6', '4/9', '5/8', '7/6', '7/9'] -> (7/9 / (5/8 - (4/9 * (1/6 + 7/6))))
[875132] ['1/6', '4/9', '5/8', '7/8', '7/9'] -> (7/9 / (1/6 * ((4/9 + 5/8) - 7/8)))
[875133] ['1/6', '4/9', '5/8', '7/8', '8/3'] -> (8/3 / ((1/6 * 4/9) * (5/8 + 7/8)))
[875136] ['1/6', '4/9', '5/8', '7/8', '8/9'] -> (8/9 / (4/9 * ((7/8 - 1/6) - 5/8)))
[875137] ['1/6', '4/9', '5/8', '7/8', '9/2'] -> ((4/9 / ((7/8 - 1/6) - 5/8)) * 9/2)
[875138] ['1/6', '4/9', '5/8', '7/8', '9/4'] -> (((4/9 / (7/8 - 5/8)) / 1/6) * 9/4)
[875143] ['1/6', '4/9', '5/8', '7/9', '8/3'] -> (8/3 / ((5/8 * 7/9) - (1/6 / 4/9)))
[875144] ['1/6', '4/9', '5/8', '7/9', '8/5'] -> (8/5 / ((7/9 - (1/6 / 5/8)) - 4/9))
[875147] ['1/6', '4/9', '5/8', '7/9', '9/2'] -> (9/2 / (1/6 * ((7/9 / 4/9) - 5/8)))
[875152] ['1/6', '4/9', '5/8', '8/3', '8/3'] -> ((((8/3 - 1/6) / 4/9) / 5/8) * 8/3)
[875153] ['1/6', '4/9', '5/8', '8/3', '8/5'] -> ((8/3 / (4/9 - (1/6 / 5/8))) * 8/5)
[875157] ['1/6', '4/9', '5/8', '8/3', '9/4'] -> ((8/3 / (5/8 - (1/6 / 4/9))) * 9/4)
[875160] ['1/6', '4/9', '5/8', '8/3', '9/8'] -> ((9/8 * (8/3 - 4/9)) / (1/6 * 5/8))
[875161] ['1/6', '4/9', '5/8', '8/5', '8/5'] -> (8/5 / (((4/9 * 5/8) / 1/6) - 8/5))
[875164] ['1/6', '4/9', '5/8', '8/5', '9/2'] -> (((8/5 - (4/9 / 5/8)) / 1/6) * 9/2)
[875177] ['1/6', '4/9', '5/8', '8/9', '9/2'] -> (9/2 / (1/6 * (5/8 + (4/9 / 8/9))))
[875196] ['1/6', '4/9', '5/8', '9/8', '9/8'] -> (9/8 / (1/6 * ((5/8 / 4/9) - 9/8)))
[875206] ['1/6', '4/9', '5/9', '5/9', '7/9'] -> ((5/9 + 7/9) / ((1/6 + 4/9) - 5/9))
[875208] ['1/6', '4/9', '5/9', '5/9', '8/5'] -> ((((5/9 + 5/9) / 1/6) / 4/9) * 8/5)
[875228] ['1/6', '4/9', '5/9', '6/5', '8/9'] -> (8/9 / (1/6 * ((5/9 * 6/5) - 4/9)))
[875244] ['1/6', '4/9', '5/9', '6/7', '8/7'] -> (8/7 / (((1/6 + 4/9) - 5/9) * 6/7))
[875253] ['1/6', '4/9', '5/9', '7/2', '7/4'] -> (((5/9 / 4/9) + (7/2 / 1/6)) + 7/4)
[875257] ['1/6', '4/9', '5/9', '7/2', '7/9'] -> ((4/9 + ((5/9 + 7/2) / 1/6)) - 7/9)
[875258] ['1/6', '4/9', '5/9', '7/2', '8/3'] -> ((((5/9 * 7/2) - 4/9) / 1/6) * 8/3)
[875259] ['1/6', '4/9', '5/9', '7/2', '8/5'] -> ((((7/2 - 4/9) - 5/9) / 1/6) * 8/5)
[875262] ['1/6', '4/9', '5/9', '7/2', '9/2'] -> ((((7/2 - 4/9) / 5/9) - 1/6) * 9/2)
[875263] ['1/6', '4/9', '5/9', '7/2', '9/4'] -> ((((5/9 * 7/2) / 1/6) / 4/9) - 9/4)
[875266] ['1/6', '4/9', '5/9', '7/2', '9/8'] -> ((((4/9 + 5/9) + 7/2) / 1/6) / 9/8)
[875268] ['1/6', '4/9', '5/9', '7/3', '7/4'] -> ((7/3 / ((1/6 + 4/9) - 5/9)) / 7/4)
[875273] ['1/6', '4/9', '5/9', '7/3', '8/3'] -> ((((4/9 / 1/6) + 7/3) / 5/9) * 8/3)
[875274] ['1/6', '4/9', '5/9', '7/3', '8/5'] -> (((4/9 + 5/9) + (7/3 / 1/6)) * 8/5)
[875276] ['1/6', '4/9', '5/9', '7/3', '8/9'] -> (8/9 / ((1/6 * (5/9 + 7/3)) - 4/9))
[875279] ['1/6', '4/9', '5/9', '7/3', '9/5'] -> ((((4/9 + 7/3) - 5/9) / 1/6) * 9/5)
[875285] ['1/6', '4/9', '5/9', '7/4', '7/8'] -> (((5/9 + (7/4 / 1/6)) / 4/9) - 7/8)
[875286] ['1/6', '4/9', '5/9', '7/4', '7/9'] -> (7/9 / ((1/6 * (5/9 - 4/9)) * 7/4))
[875290] ['1/6', '4/9', '5/9', '7/4', '8/9'] -> (8/9 / (1/6 * ((4/9 * 7/4) - 5/9)))
[875301] ['1/6', '4/9', '5/9', '7/5', '8/5'] -> (8/5 / (1/6 * ((7/5 - 4/9) - 5/9)))
[875310] ['1/6', '4/9', '5/9', '7/6', '7/8'] -> ((7/6 / ((1/6 + 4/9) - 5/9)) / 7/8)
[875313] ['1/6', '4/9', '5/9', '7/6', '8/5'] -> (8/5 / (7/6 - ((1/6 + 4/9) / 5/9)))
[875314] ['1/6', '4/9', '5/9', '7/6', '8/7'] -> ((7/6 / ((1/6 + 4/9) - 5/9)) * 8/7)
[875323] ['1/6', '4/9', '5/9', '7/8', '8/3'] -> (8/3 / ((5/9 * 7/8) - (1/6 / 4/9)))
[875327] ['1/6', '4/9', '5/9', '7/8', '9/2'] -> (9/2 / (((1/6 + 5/9) * 7/8) - 4/9))
[875336] ['1/6', '4/9', '5/9', '7/9', '8/9'] -> (8/9 / (1/6 * ((4/9 + 5/9) - 7/9)))
[875337] ['1/6', '4/9', '5/9', '7/9', '9/2'] -> ((((5/9 + 7/9) - 4/9) / 1/6) * 9/2)
[875338] ['1/6', '4/9', '5/9', '7/9', '9/4'] -> ((((4/9 + 5/9) + 7/9) / 1/6) * 9/4)
[875343] ['1/6', '4/9', '5/9', '8/3', '8/5'] -> ((((8/3 / 1/6) - 4/9) - 5/9) * 8/5)
[875345] ['1/6', '4/9', '5/9', '8/3', '8/9'] -> (8/9 / (5/9 - (1/6 * (4/9 + 8/3))))
[875346] ['1/6', '4/9', '5/9', '8/3', '9/2'] -> (((5/9 * 8/3) / (4/9 - 1/6)) * 9/2)
[875347] ['1/6', '4/9', '5/9', '8/3', '9/4'] -> ((4/9 / ((5/9 / 8/3) - 1/6)) * 9/4)
[875361] ['1/6', '4/9', '5/9', '8/7', '9/2'] -> (9/2 / (((1/6 + 5/9) / 8/7) - 4/9))
[875366] ['1/6', '4/9', '5/9', '8/9', '8/9'] -> (8/9 / ((1/6 * 8/9) - (5/9 - 4/9)))
[875390] ['1/6', '4/9', '6/5', '6/5', '7/3'] -> (((6/5 * 6/5) / 1/6) * (4/9 + 7/3))
[875428] ['1/6', '4/9', '6/5', '7/2', '7/9'] -> ((((4/9 / 6/5) + 7/2) / 1/6) + 7/9)
[875429] ['1/6', '4/9', '6/5', '7/2', '8/3'] -> (((6/5 * (7/2 - 1/6)) / 4/9) * 8/3)
[875431] ['1/6', '4/9', '6/5', '7/2', '8/7'] -> (8/7 / (6/5 * (1/6 - (4/9 / 7/2))))
[875445] ['1/6', '4/9', '6/5', '7/3', '8/5'] -> (8/5 / (6/5 * (4/9 - (1/6 * 7/3))))
[875449] ['1/6', '4/9', '6/5', '7/3', '9/4'] -> ((((7/3 / 1/6) / 4/9) / 6/5) - 9/4)
[875472] ['1/6', '4/9', '6/5', '7/5', '8/5'] -> (8/5 / (((4/9 / 1/6) - 6/5) - 7/5))
[875504] ['1/6', '4/9', '6/5', '7/9', '8/3'] -> (8/3 / (((7/9 - 4/9) / 6/5) - 1/6))
[875505] ['1/6', '4/9', '6/5', '7/9', '8/5'] -> (8/5 / ((1/6 * 6/5) * (7/9 - 4/9)))
[875507] ['1/6', '4/9', '6/5', '7/9', '8/9'] -> (8/9 / (((7/9 / 6/5) - 1/6) - 4/9))
[875514] ['1/6', '4/9', '6/5', '8/3', '8/5'] -> ((((4/9 + 8/3) * 6/5) / 1/6) + 8/5)
[875518] ['1/6', '4/9', '6/5', '8/3', '9/4'] -> ((((8/3 / 6/5) - 4/9) / 1/6) * 9/4)
[875525] ['1/6', '4/9', '6/5', '8/5', '9/2'] -> ((((8/5 / 6/5) - 4/9) / 1/6) * 9/2)
[875526] ['1/6', '4/9', '6/5', '8/5', '9/4'] -> (((4/9 + (8/5 / 6/5)) / 1/6) * 9/4)
[875545] ['1/6', '4/9', '6/5', '9/2', '9/5'] -> ((((6/5 / 4/9) + 9/2) / 1/6) / 9/5)
[875558] ['1/6', '4/9', '6/7', '6/7', '6/7'] -> ((((6/7 + 6/7) / 1/6) / 4/9) + 6/7)
[875600] ['1/6', '4/9', '6/7', '7/3', '8/9'] -> ((((6/7 * 7/3) / 1/6) / 4/9) * 8/9)
[875605] ['1/6', '4/9', '6/7', '7/3', '9/8'] -> ((((6/7 * 7/3) / 1/6) / 4/9) / 9/8)
[875645] ['1/6', '4/9', '6/7', '7/8', '7/8'] -> (((1/6 / (7/8 - 6/7)) / 4/9) / 7/8)
[875649] ['1/6', '4/9', '6/7', '7/8', '8/7'] -> (((1/6 / (7/8 - 6/7)) / 4/9) * 8/7)
[875651] ['1/6', '4/9', '6/7', '7/8', '9/2'] -> (9/2 / (((4/9 * 6/7) - 1/6) * 7/8))
[875657] ['1/6', '4/9', '6/7', '7/9', '8/3'] -> ((((6/7 * 7/9) / 1/6) / 4/9) * 8/3)
[875660] ['1/6', '4/9', '6/7', '7/9', '8/9'] -> (8/9 / (1/6 * ((6/7 * 7/9) - 4/9)))
[875671] ['1/6', '4/9', '6/7', '8/3', '9/4'] -> ((8/3 / (4/9 - (1/6 / 6/7))) * 9/4)
[875672] ['1/6', '4/9', '6/7', '8/3', '9/5'] -> ((6/7 * ((8/3 / 1/6) - 4/9)) * 9/5)
[875674] ['1/6', '4/9', '6/7', '8/3', '9/8'] -> ((9/8 * (4/9 + (8/3 / 6/7))) / 1/6)
[875684] ['1/6', '4/9', '6/7', '8/7', '8/9'] -> ((((6/7 + 8/7) / 1/6) / 4/9) * 8/9)
[875686] ['1/6', '4/9', '6/7', '8/7', '9/4'] -> (((4/9 + (8/7 / 6/7)) / 1/6) * 9/4)
[875689] ['1/6', '4/9', '6/7', '8/7', '9/8'] -> ((((6/7 + 8/7) / 1/6) / 4/9) / 9/8)
[875699] ['1/6', '4/9', '6/7', '9/2', '9/7'] -> ((9/7 * 4/9) / ((6/7 / 9/2) - 1/6))
[875708] ['1/6', '4/9', '6/7', '9/7', '9/7'] -> (9/7 / ((9/7 - (1/6 / 4/9)) - 6/7))
[875711] ['1/6', '4/9', '7/2', '7/2', '7/2'] -> ((((1/6 + 7/2) + 7/2) + 7/2) / 4/9)
[875715] ['1/6', '4/9', '7/2', '7/2', '7/6'] -> (((4/9 + 7/2) / 1/6) + (7/6 / 7/2))
[875717] ['1/6', '4/9', '7/2', '7/2', '7/9'] -> (((4/9 * (7/2 + 7/2)) / 1/6) / 7/9)
[875721] ['1/6', '4/9', '7/2', '7/2', '8/9'] -> (((7/2 / 1/6) + 7/2) - (4/9 / 8/9))
[875725] ['1/6', '4/9', '7/2', '7/2', '9/7'] -> (((4/9 * (7/2 + 7/2)) / 1/6) * 9/7)
[875726] ['1/6', '4/9', '7/2', '7/2', '9/8'] -> (((7/2 / 1/6) + 7/2) - (4/9 * 9/8))
[875728] ['1/6', '4/9', '7/2', '7/3', '7/4'] -> ((((7/2 / 1/6) - 7/3) / 4/9) / 7/4)
[875730] ['1/6', '4/9', '7/2', '7/3', '7/6'] -> ((((7/3 / 1/6) / 4/9) - 7/2) / 7/6)
[875731] ['1/6', '4/9', '7/2', '7/3', '7/8'] -> (((7/2 + 7/3) / (4/9 - 1/6)) / 7/8)
[875735] ['1/6', '4/9', '7/2', '7/3', '8/7'] -> (((7/2 + 7/3) / (4/9 - 1/6)) * 8/7)
[875736] ['1/6', '4/9', '7/2', '7/3', '8/9'] -> (8/9 / (1/6 * ((7/3 / 7/2) - 4/9)))
[875738] ['1/6', '4/9', '7/2', '7/3', '9/4'] -> (((7/2 / 1/6) + (7/3 / 4/9)) - 9/4)
[875742] ['1/6', '4/9', '7/2', '7/4', '7/4'] -> (7/4 / (1/6 * ((7/4 / 4/9) - 7/2)))
[875746] ['1/6', '4/9', '7/2', '7/4', '7/9'] -> (7/9 / (1/6 * (7/4 - (4/9 * 7/2))))
[875750] ['1/6', '4/9', '7/2', '7/4', '8/9'] -> ((((7/2 / 1/6) / 4/9) / 7/4) * 8/9)
[875751] ['1/6', '4/9', '7/2', '7/4', '9/2'] -> ((((4/9 * 7/2) / 1/6) / 7/4) * 9/2)
[875755] ['1/6', '4/9', '7/2', '7/4', '9/8'] -> ((((7/2 / 1/6) / 4/9) / 7/4) / 9/8)
[875756] ['1/6', '4/9', '7/2', '7/5', '7/5'] -> (7/5 / (1/6 * (7/2 - (7/5 / 4/9))))
