[1916600] ['4/3', '7/8', '8/7', '9/2', '9/4'] -> 9/4 / (7/8 / (4/3 - 8/7) - 9/2)
[1948976] ['4/7', '4/7', '4/7', '5/6', '5/7'] -> 4/7 / (5/6 / 5/7 - 4/7 - 4/7)
[1948984] ['4/7', '4/7', '4/7', '5/6', '7/5'] -> 4/7 / (5/6 * 7/5 - 4/7 - 4/7)
[1948985] ['4/7', '4/7', '4/7', '5/6', '7/6'] -> 4/7 / (4/7 / 4/7 / 7/6 - 5/6)
[1948986] ['4/7', '4/7', '4/7', '5/6', '7/8'] -> 4/7 / (4/7 * 7/8 - 4/7 * 5/6)
[1948990] ['4/7', '4/7', '4/7', '5/6', '8/7'] -> 4/7 / (4/7 / 8/7 - 4/7 * 5/6)
[1948995] ['4/7', '4/7', '4/7', '5/6', '9/7'] -> 4/7 / (5/6 * (9/7 - 4/7) - 4/7)
[1949001] ['4/7', '4/7', '4/7', '5/7', '6/7'] -> (4/7 + 4/7) / (5/7 - 4/7 / 6/7)
[1949006] ['4/7', '4/7', '4/7', '5/7', '7/6'] -> (4/7 + 4/7) / (5/7 - 4/7 * 7/6)
[1949016] ['4/7', '4/7', '4/7', '5/7', '9/7'] -> 9/7 / (5/7 / (4/7 + 4/7) - 4/7)
[1949021] ['4/7', '4/7', '4/7', '5/8', '6/7'] -> 4/7 / (4/7 / 6/7 - 5/8) / 4/7
[1949026] ['4/7', '4/7', '4/7', '5/8', '7/6'] -> 4/7 / 4/7 / (4/7 * 7/6 - 5/8)
[1949028] ['4/7', '4/7', '4/7', '5/8', '7/9'] -> 4/7 / (5/8 - 4/7) / 4/7 / 7/9
[1949032] ['4/7', '4/7', '4/7', '5/8', '8/9'] -> (4/7 + 4/7) / (5/8 - 4/7) / 8/9
[1949034] ['4/7', '4/7', '4/7', '5/8', '9/4'] -> 9/4 / (5/8 / 4/7 - 4/7 / 4/7)
[1949037] ['4/7', '4/7', '4/7', '5/8', '9/8'] -> (4/7 + 4/7) * 9/8 / (5/8 - 4/7)
[1949040] ['4/7', '4/7', '4/7', '5/9', '6/7'] -> 4/7 * 4/7 / (4/7 - 5/9) / 6/7
[1949045] ['4/7', '4/7', '4/7', '5/9', '7/6'] -> 4/7 * 4/7 * 7/6 / (4/7 - 5/9)
[1949051] ['4/7', '4/7', '4/7', '5/9', '8/9'] -> (4/7 + 4/7) / (5/9 - 4/7 * 8/9)
[1949056] ['4/7', '4/7', '4/7', '5/9', '9/8'] -> (4/7 + 4/7) / (5/9 - 4/7 / 9/8)
[1949058] ['4/7', '4/7', '4/7', '6/5', '6/7'] -> 4/7 / (6/7 - 4/7 / 4/7 / 6/5)
[1949062] ['4/7', '4/7', '4/7', '6/5', '7/5'] -> 4/7 / (7/5 / 6/5 - 4/7 - 4/7)
[1949064] ['4/7', '4/7', '4/7', '6/5', '7/8'] -> 4/7 / (4/7 * 7/8 - 4/7 / 6/5)
[1949068] ['4/7', '4/7', '4/7', '6/5', '8/7'] -> 4/7 / (4/7 / 8/7 - 4/7 / 6/5)
[1949072] ['4/7', '4/7', '4/7', '6/5', '9/5'] -> 6/5 / (9/5 - 4/7 / 4/7 / 4/7)
[1949073] ['4/7', '4/7', '4/7', '6/5', '9/7'] -> 4/7 / ((9/7 - 4/7) / 6/5 - 4/7)
[1949078] ['4/7', '4/7', '4/7', '6/7', '7/4'] -> 6/7 / (7/4 - 4/7 - 4/7 - 4/7)
[1949083] ['4/7', '4/7', '4/7', '6/7', '8/3'] -> 4/7 / (4/7 * 8/3 - 6/7 / 4/7)
[1949085] ['4/7', '4/7', '4/7', '6/7', '8/7'] -> 4/7 / (4/7 / 4/7 / 6/7 - 8/7)
[1949086] ['4/7', '4/7', '4/7', '6/7', '8/9'] -> 4/7 / (4/7 / 6/7 - 4/7 / 8/9)
[1949091] ['4/7', '4/7', '4/7', '6/7', '9/8'] -> 4/7 / (4/7 / 6/7 - 4/7 * 9/8)
[1949093] ['4/7', '4/7', '4/7', '7/2', '7/3'] -> 4/7 / (7/2 - 4/7 - 4/7 - 7/3)
[1949096] ['4/7', '4/7', '4/7', '7/2', '7/6'] -> 4/7 / (7/6 - 4/7 * 4/7 * 7/2)
[1949111] ['4/7', '4/7', '4/7', '7/3', '7/6'] -> 4/7 / (7/3 - 4/7 - 4/7 - 7/6)
[1949119] ['4/7', '4/7', '4/7', '7/3', '9/4'] -> (4/7 + 4/7) / 4/7 / (7/3 - 9/4)
[1949121] ['4/7', '4/7', '4/7', '7/3', '9/7'] -> (4/7 + 4/7) / (4/7 * 7/3 - 9/7)
[1949151] ['4/7', '4/7', '4/7', '7/6', '7/8'] -> 4/7 / (7/6 - 4/7 / 4/7 / 7/8)
[1949156] ['4/7', '4/7', '4/7', '7/6', '8/9'] -> 4/7 / (4/7 * 7/6 - 4/7 / 8/9)
[1949161] ['4/7', '4/7', '4/7', '7/6', '9/8'] -> 4/7 / (4/7 * 7/6 - 4/7 * 9/8)
[1949166] ['4/7', '4/7', '4/7', '7/8', '8/7'] -> (4/7 + 8/7) / (4/7 - 4/7 * 7/8)
[1949187] ['4/7', '4/7', '4/7', '8/3', '9/2'] -> (4/7 + 4/7) * 8/3 * 9/2 / 4/7
[1949191] ['4/7', '4/7', '4/7', '8/3', '9/8'] -> 4/7 * 8/3 / (4/7 - 4/7 / 9/8)
[1949198] ['4/7', '4/7', '4/7', '8/5', '9/7'] -> 9/7 / (4/7 / 4/7 / 8/5 - 4/7)
[1949200] ['4/7', '4/7', '4/7', '8/7', '8/7'] -> (4/7 + 8/7) / (4/7 - 4/7 / 8/7)
[1949201] ['4/7', '4/7', '4/7', '8/7', '8/9'] -> (4/7 + 8/7) / (4/7 / 8/9 - 4/7)
[1949245] ['4/7', '4/7', '4/9', '4/9', '8/3'] -> 8/3 / (4/7 / 4/7 - 4/9 - 4/9)
[1949270] ['4/7', '4/7', '4/9', '5/2', '8/3'] -> 8/3 / (4/9 * 5/2 - 4/7 / 4/7)
[1949294] ['4/7', '4/7', '4/9', '5/3', '8/3'] -> 8/3 / ((4/7 + 4/9) / 4/7 - 5/3)
[1949319] ['4/7', '4/7', '4/9', '5/4', '8/7'] -> 8/7 / 4/9 / (5/4 - 4/7 - 4/7)
[1949328] ['4/7', '4/7', '4/9', '5/6', '5/8'] -> 4/7 / (4/7 - 4/9 / 5/6) / 5/8
[1949333] ['4/7', '4/7', '4/9', '5/6', '7/3'] -> 4/7 * 7/3 / (5/6 - 4/9 / 4/7)
[1949340] ['4/7', '4/7', '4/9', '5/6', '8/5'] -> 4/7 * 8/5 / (4/7 - 4/9 / 5/6)
[1949352] ['4/7', '4/7', '4/9', '5/7', '6/7'] -> 6/7 / (4/7 / 4/9 - 5/7 / 4/7)
[1949393] ['4/7', '4/7', '4/9', '5/9', '7/3'] -> (4/7 + 4/7) * 7/3 / (5/9 - 4/9)
[1949397] ['4/7', '4/7', '4/9', '5/9', '7/8'] -> (4/9 / (4/7 - 5/9) - 4/7) * 7/8
[1949418] ['4/7', '4/7', '4/9', '6/5', '8/5'] -> 4/7 * 8/5 / (4/7 - 4/9 * 6/5)
[1949434] ['4/7', '4/7', '4/9', '6/7', '8/3'] -> 8/3 / (4/9 / 4/7 - 4/7 / 6/7)
[1949450] ['4/7', '4/7', '4/9', '7/2', '8/3'] -> (4/7 + 4/7) * 7/2 / 4/9 * 8/3
[1949467] ['4/7', '4/7', '4/9', '7/3', '8/7'] -> 8/7 / (4/7 * 7/3 - 4/7 / 4/9)
[1949468] ['4/7', '4/7', '4/9', '7/3', '8/9'] -> 8/9 / (4/9 * 7/3 - 4/7 / 4/7)
[1949503] ['4/7', '4/7', '4/9', '7/6', '7/9'] -> 4/9 / (7/6 - 4/7 - 4/7) / 7/9
[1949504] ['4/7', '4/7', '4/9', '7/6', '8/3'] -> 8/3 / (4/9 / 4/7 - 4/7 * 7/6)
[1949511] ['4/7', '4/7', '4/9', '7/6', '9/7'] -> 4/9 / (7/6 - 4/7 - 4/7) * 9/7
[1949527] ['4/7', '4/7', '4/9', '7/9', '8/7'] -> 8/7 / (4/7 * 4/9 + 4/7 - 7/9)
[1949534] ['4/7', '4/7', '4/9', '8/3', '8/3'] -> 4/7 * (8/3 + 8/3) / (4/7 - 4/9)
[1949552] ['4/7', '4/7', '4/9', '8/7', '8/9'] -> (4/7 + 8/7) / (4/7 - 4/9 / 8/9)
[1949557] ['4/7', '4/7', '4/9', '8/7', '9/8'] -> (4/7 + 8/7) / (4/7 - 4/9 * 9/8)
[1949609] ['4/7', '4/7', '5/2', '5/3', '5/9'] -> 4/7 * 5/3 / 5/2 / (4/7 - 5/9)
[1949635] ['4/7', '4/7', '5/2', '5/4', '7/2'] -> (5/2 + 7/2) / (5/4 - 4/7 / 4/7)
[1949644] ['4/7', '4/7', '5/2', '5/4', '8/7'] -> (4/7 + 8/7) / (4/7 - 5/4 / 5/2)
[1949652] ['4/7', '4/7', '5/2', '5/6', '5/7'] -> 5/7 / (5/6 / 4/7 - 4/7 * 5/2)
[1949653] ['4/7', '4/7', '5/2', '5/6', '5/8'] -> 5/2 / (4/7 / 4/7 - 5/6) / 5/8
[1949662] ['4/7', '4/7', '5/2', '5/6', '7/8'] -> 5/2 / 5/6 / (4/7 / 4/7 - 7/8)
[1949665] ['4/7', '4/7', '5/2', '5/6', '8/5'] -> 5/2 * 8/5 / (4/7 / 4/7 - 5/6)
[1949669] ['4/7', '4/7', '5/2', '5/6', '9/4'] -> 5/2 / (4/7 - 4/7 * 5/6) - 9/4
[1949672] ['4/7', '4/7', '5/2', '5/6', '9/8'] -> 5/2 / 5/6 / (9/8 - 4/7 / 4/7)
[1949678] ['4/7', '4/7', '5/2', '5/7', '7/2'] -> 4/7 * (5/2 + 7/2) / (5/7 - 4/7)
[1949687] ['4/7', '4/7', '5/2', '5/7', '8/7'] -> (4/7 + 5/2 * 8/7) / (5/7 - 4/7)
[1949702] ['4/7', '4/7', '5/2', '5/8', '7/6'] -> 5/2 / 5/8 / (7/6 - 4/7 / 4/7)
[1949705] ['4/7', '4/7', '5/2', '5/8', '8/3'] -> 4/7 * 5/2 / (5/8 - 4/7) - 8/3
[1949740] ['4/7', '4/7', '5/2', '6/5', '7/8'] -> 5/2 * 6/5 / (4/7 / 4/7 - 7/8)
[1949747] ['4/7', '4/7', '5/2', '6/5', '9/4'] -> 5/2 / (4/7 - 4/7 / 6/5) - 9/4
[1949750] ['4/7', '4/7', '5/2', '6/5', '9/8'] -> 5/2 * 6/5 / (9/8 - 4/7 / 4/7)
[1949764] ['4/7', '4/7', '5/2', '6/7', '9/4'] -> 5/2 / (4/7 / 6/7 - 4/7) - 9/4
[1949768] ['4/7', '4/7', '5/2', '7/2', '7/2'] -> (4/7 + 4/7) * (5/2 + 7/2) * 7/2
[1949769] ['4/7', '4/7', '5/2', '7/2', '7/3'] -> (4/7 + 4/7) * 7/2 / (5/2 - 7/3)
[1949776] ['4/7', '4/7', '5/2', '7/2', '8/5'] -> 5/2 * 7/2 * (4/7 + 4/7 + 8/5)
[1949791] ['4/7', '4/7', '5/2', '7/3', '8/5'] -> 8/5 / (4/7 / 4/7 - 7/3 / 5/2)
[1949830] ['4/7', '4/7', '5/2', '7/6', '8/5'] -> 5/2 / (7/6 - 4/7 / 4/7) * 8/5
[1949834] ['4/7', '4/7', '5/2', '7/6', '9/4'] -> 5/2 / (4/7 * 7/6 - 4/7) - 9/4
[1949844] ['4/7', '4/7', '5/2', '7/8', '9/2'] -> 9/2 / (5/2 * (7/8 - 4/7) - 4/7)
[1949846] ['4/7', '4/7', '5/2', '7/8', '9/5'] -> 9/5 / (7/8 - 4/7 / 5/2 - 4/7)
[1949859] ['4/7', '4/7', '5/2', '8/3', '8/3'] -> (5/2 - 4/7) * 8/3 / 4/7 * 8/3
[1949860] ['4/7', '4/7', '5/2', '8/3', '8/5'] -> 8/5 / (8/3 / 5/2 - 4/7 / 4/7)
[1949863] ['4/7', '4/7', '5/2', '8/3', '9/2'] -> (4/7 + 4/7 * 5/2) * 8/3 * 9/2
[1949878] ['4/7', '4/7', '5/2', '8/7', '9/2'] -> (4/7 + 8/7) / (4/7 * 9/2 - 5/2)
[1949958] ['4/7', '4/7', '5/3', '5/6', '7/3'] -> (5/3 + 7/3) / (4/7 / 4/7 - 5/6)
[1949966] ['4/7', '4/7', '5/3', '5/6', '8/7'] -> (4/7 + 8/7) / (4/7 - 5/6 / 5/3)
[1949985] ['4/7', '4/7', '5/3', '5/7', '8/3'] -> (4/7 + 5/7) / (5/3 / 8/3 - 4/7)
[1949986] ['4/7', '4/7', '5/3', '5/7', '8/5'] -> 8/5 / (5/3 - (4/7 + 4/7) / 5/7)
[1949993] ['4/7', '4/7', '5/3', '5/7', '9/8'] -> 5/7 / 5/3 / (4/7 + 4/7 - 9/8)
[1950005] ['4/7', '4/7', '5/3', '5/8', '8/3'] -> (4/7 / (5/8 - 4/7) - 5/3) * 8/3
[1950008] ['4/7', '4/7', '5/3', '5/8', '8/9'] -> 5/3 / 5/8 / (4/7 / 4/7 - 8/9)
[1950024] ['4/7', '4/7', '5/3', '5/9', '8/3'] -> 8/3 / (5/3 - 4/7 / 4/7 - 5/9)
[1950025] ['4/7', '4/7', '5/3', '5/9', '8/5'] -> 8/5 / (5/3 - 4/7 / 5/9 - 4/7)
[1950027] ['4/7', '4/7', '5/3', '5/9', '8/9'] -> 8/9 / ((5/3 - 4/7) * 5/9 - 4/7)
[1950051] ['4/7', '4/7', '5/3', '6/7', '6/7'] -> (4/7 + 4/7) / (6/7 + 6/7 - 5/3)
[1950079] ['4/7', '4/7', '5/3', '7/2', '9/2'] -> (4/7 + 4/7 * 5/3) * 7/2 * 9/2
[1950087] ['4/7', '4/7', '5/3', '7/3', '7/6'] -> (5/3 + 7/3) / (7/6 - 4/7 / 4/7)
[1950099] ['4/7', '4/7', '5/3', '7/4', '7/4'] -> (4/7 + 4/7) * 7/4 / (7/4 - 5/3)
[1950113] ['4/7', '4/7', '5/3', '7/5', '7/5'] -> 7/5 / (5/3 / (4/7 + 4/7) - 7/5)
[1950118] ['4/7', '4/7', '5/3', '7/5', '8/5'] -> 8/5 / (5/3 - (4/7 + 4/7) * 7/5)
[1950119] ['4/7', '4/7', '5/3', '7/5', '8/7'] -> 8/7 / (5/3 / 7/5 - 4/7 - 4/7)
[1950131] ['4/7', '4/7', '5/3', '7/6', '8/7'] -> (4/7 + 8/7) / (4/7 + 7/6 - 5/3)
[1950146] ['4/7', '4/7', '5/3', '7/8', '9/5'] -> 5/3 / (4/7 / 4/7 - 7/8) * 9/5
[1950147] ['4/7', '4/7', '5/3', '7/8', '9/7'] -> (4/7 + 9/7) / (4/7 * 5/3 - 7/8)
[1950150] ['4/7', '4/7', '5/3', '7/9', '8/3'] -> 8/3 / (4/7 / 4/7 + 7/9 - 5/3)
[1950164] ['4/7', '4/7', '5/3', '8/3', '9/4'] -> 4/7 * 9/4 / (5/3 / 8/3 - 4/7)
[1950170] ['4/7', '4/7', '5/3', '8/5', '8/9'] -> 5/3 * 8/5 / (4/7 / 4/7 - 8/9)
[1950173] ['4/7', '4/7', '5/3', '8/5', '9/5'] -> (4/7 + 4/7 * 9/5) / (5/3 - 8/5)
[1950176] ['4/7', '4/7', '5/3', '8/7', '8/7'] -> 4/7 / (5/3 - 4/7 / 8/7 - 8/7)
[1950185] ['4/7', '4/7', '5/3', '8/9', '9/4'] -> 5/3 / (4/7 - 4/7 * 8/9) - 9/4
[1950189] ['4/7', '4/7', '5/3', '9/2', '9/2'] -> (4/7 / 4/7 + 5/3) * (9/2 + 9/2)
[1950200] ['4/7', '4/7', '5/3', '9/5', '9/8'] -> 5/3 * 9/5 / (9/8 - 4/7 / 4/7)
[1950210] ['4/7', '4/7', '5/4', '5/4', '6/7'] -> 6/7 / (4/7 * 5/4 + 4/7 - 5/4)
[1950230] ['4/7', '4/7', '5/4', '5/6', '5/9'] -> 4/7 * 5/6 / 5/4 / (4/7 - 5/9)
[1950231] ['4/7', '4/7', '5/4', '5/6', '6/5'] -> 6/5 / (5/4 - 4/7 / 4/7 / 5/6)
[1950250] ['4/7', '4/7', '5/4', '5/7', '5/8'] -> (4/7 + 5/7) / (5/4 - 4/7 - 5/8)
[1950258] ['4/7', '4/7', '5/4', '5/7', '7/6'] -> 5/7 / 5/4 / (7/6 - 4/7 - 4/7)
[1950271] ['4/7', '4/7', '5/4', '5/8', '5/9'] -> 4/7 * 5/4 / (5/8 - 4/7) / 5/9
[1950274] ['4/7', '4/7', '5/4', '5/8', '7/2'] -> 4/7 / (4/7 - 5/8) * (5/4 - 7/2)
[1950283] ['4/7', '4/7', '5/4', '5/8', '8/7'] -> (4/7 + 8/7) / (4/7 - 5/8 / 5/4)
[1950286] ['4/7', '4/7', '5/4', '5/8', '9/4'] -> 4/7 * 9/4 / (5/4 - 4/7 - 5/8)
[1950287] ['4/7', '4/7', '5/4', '5/8', '9/5'] -> 4/7 * 5/4 / (5/8 - 4/7) * 9/5
[1950291] ['4/7', '4/7', '5/4', '5/9', '6/5'] -> 4/7 / (4/7 - 5/9) / 5/4 / 6/5
[1950337] ['4/7', '4/7', '5/4', '6/7', '8/7'] -> 8/7 / (4/7 * 5/4 - 4/7 / 6/7)
[1950353] ['4/7', '4/7', '5/4', '7/2', '8/7'] -> (4/7 + 4/7 * 7/2) / (5/4 - 8/7)
[1950355] ['4/7', '4/7', '5/4', '7/2', '9/2'] -> 9/2 / (5/4 / 4/7 - 4/7 * 7/2)
[1950358] ['4/7', '4/7', '5/4', '7/2', '9/7'] -> 9/7 / (5/4 / 4/7 / 7/2 - 4/7)
[1950370] ['4/7', '4/7', '5/4', '7/3', '9/2'] -> (4/7 * 5/4 + 7/3) / 4/7 * 9/2
[1950377] ['4/7', '4/7', '5/4', '7/4', '7/6'] -> (4/7 + 4/7) * 7/4 / (5/4 - 7/6)
[1950378] ['4/7', '4/7', '5/4', '7/4', '7/8'] -> (5/4 + 7/4) / (4/7 / 4/7 - 7/8)
[1950382] ['4/7', '4/7', '5/4', '7/4', '8/7'] -> (4/7 + 8/7) / (4/7 + 5/4 - 7/4)
[1950384] ['4/7', '4/7', '5/4', '7/4', '9/2'] -> 9/2 / ((5/4 - 4/7 - 4/7) * 7/4)
[1950388] ['4/7', '4/7', '5/4', '7/4', '9/8'] -> (5/4 + 7/4) / (9/8 - 4/7 / 4/7)
[1950406] ['4/7', '4/7', '5/4', '7/6', '8/5'] -> 8/5 / (4/7 / 4/7 - 7/6 / 5/4)
[1950407] ['4/7', '4/7', '5/4', '7/6', '8/7'] -> 8/7 / (4/7 * 5/4 - 4/7 * 7/6)
[1950422] ['4/7', '4/7', '5/4', '7/8', '9/5'] -> 9/5 / (7/8 - 4/7 / 4/7 / 5/4)
[1950423] ['4/7', '4/7', '5/4', '7/8', '9/7'] -> 9/7 / (4/7 * 5/4 * 7/8 - 4/7)
[1950438] ['4/7', '4/7', '5/4', '8/3', '8/9'] -> 8/3 / (5/4 - 4/7 - 4/7) - 8/9
[1950440] ['4/7', '4/7', '5/4', '8/3', '9/4'] -> 8/3 / (5/4 - 4/7 / 4/7) * 9/4
[1950442] ['4/7', '4/7', '5/4', '8/3', '9/7'] -> 8/3 / (4/7 * 5/4 - 4/7) * 9/7
[1950452] ['4/7', '4/7', '5/4', '8/7', '8/7'] -> (4/7 + 8/7 / 4/7) / (5/4 - 8/7)
[1950454] ['4/7', '4/7', '5/4', '8/7', '9/2'] -> 9/2 / (5/4 / 4/7 - 8/7 / 4/7)
[1950457] ['4/7', '4/7', '5/4', '8/7', '9/7'] -> 9/7 / (4/7 * 5/4 / 8/7 - 4/7)
[1950458] ['4/7', '4/7', '5/4', '8/7', '9/8'] -> (4/7 + 8/7) / 4/7 / (5/4 - 9/8)
[1950477] ['4/7', '4/7', '5/4', '9/7', '9/7'] -> (9/7 + 9/7) / (5/4 - 4/7 - 4/7)
[1950481] ['4/7', '4/7', '5/6', '5/6', '5/7'] -> 4/7 / (5/7 - 4/7 / 5/6) / 5/6
[1950500] ['4/7', '4/7', '5/6', '5/6', '9/7'] -> 9/7 / (5/6 / 4/7 - 4/7 - 5/6)
[1950502] ['4/7', '4/7', '5/6', '5/7', '5/7'] -> 4/7 / (5/6 - 4/7 / 5/7) / 5/7
[1950505] ['4/7', '4/7', '5/6', '5/7', '6/5'] -> 4/7 * 6/5 / (5/7 - 4/7 / 5/6)
[1950510] ['4/7', '4/7', '5/6', '5/7', '7/5'] -> 4/7 * 7/5 / (5/6 - 4/7 / 5/7)
[1950543] ['4/7', '4/7', '5/6', '5/9', '5/9'] -> 4/7 * 5/9 / 5/6 / (4/7 - 5/9)
[1950559] ['4/7', '4/7', '5/6', '5/9', '9/5'] -> 4/7 / (4/7 - 5/9) / 5/6 / 9/5
[1950588] ['4/7', '4/7', '5/6', '6/7', '8/3'] -> 6/7 / (4/7 - 4/7 * 5/6) * 8/3
[1950602] ['4/7', '4/7', '5/6', '7/2', '7/8'] -> 7/2 / (4/7 / 4/7 - 5/6) / 7/8
[1950606] ['4/7', '4/7', '5/6', '7/2', '8/7'] -> 7/2 / (4/7 / 4/7 - 5/6) * 8/7
[1950608] ['4/7', '4/7', '5/6', '7/2', '9/2'] -> (4/7 / 4/7 + 5/6 + 7/2) * 9/2
[1950626] ['4/7', '4/7', '5/6', '7/3', '9/7'] -> 9/7 / (5/6 / 4/7 / 7/3 - 4/7)
[1950642] ['4/7', '4/7', '5/6', '7/5', '7/5'] -> 4/7 * 7/5 / (5/6 - 4/7 * 7/5)
[1950658] ['4/7', '4/7', '5/6', '7/6', '8/3'] -> 8/3 / ((4/7 - 4/7 * 5/6) * 7/6)
[1950662] ['4/7', '4/7', '5/6', '7/6', '9/2'] -> 9/2 / (7/6 / (4/7 + 4/7) - 5/6)
[1950667] ['4/7', '4/7', '5/6', '7/8', '7/8'] -> (4/7 + 4/7) * 7/8 / (7/8 - 5/6)
[1950680] ['4/7', '4/7', '5/6', '7/9', '8/5'] -> 8/5 / (4/7 / 4/7 - 7/9 / 5/6)
[1950688] ['4/7', '4/7', '5/6', '8/3', '8/3'] -> (5/6 + 8/3 / 4/7 / 4/7) * 8/3
[1950690] ['4/7', '4/7', '5/6', '8/3', '8/7'] -> 8/7 / (5/6 - 4/7 / 8/3 - 4/7)
[1950713] ['4/7', '4/7', '5/6', '8/9', '9/2'] -> 8/9 / (4/7 / 4/7 - 5/6) * 9/2
[1950722] ['4/7', '4/7', '5/6', '9/2', '9/8'] -> 9/2 / (4/7 / 4/7 - 5/6) / 9/8
[1950743] ['4/7', '4/7', '5/7', '5/7', '7/8'] -> (4/7 + 5/7) / (5/7 * 7/8 - 4/7)
[1950745] ['4/7', '4/7', '5/7', '5/7', '8/3'] -> (4/7 + 5/7) * 8/3 / (5/7 - 4/7)
[1950747] ['4/7', '4/7', '5/7', '5/7', '8/7'] -> (4/7 + 5/7) / (5/7 / 8/7 - 4/7)
[1950772] ['4/7', '4/7', '5/7', '5/8', '9/7'] -> 9/7 / (5/7 / 4/7 - 4/7 - 5/8)
[1950793] ['4/7', '4/7', '5/7', '6/5', '6/5'] -> 4/7 * 6/5 / (5/7 - 4/7 * 6/5)
[1950811] ['4/7', '4/7', '5/7', '6/7', '6/7'] -> 6/7 / (6/7 / (4/7 + 4/7) - 5/7)
[1950814] ['4/7', '4/7', '5/7', '6/7', '7/4'] -> 6/7 / (7/4 - 4/7 / 4/7 - 5/7)
[1950826] ['4/7', '4/7', '5/7', '6/7', '9/7'] -> 4/7 * 6/7 / (4/7 * 9/7 - 5/7)
[1950833] ['4/7', '4/7', '5/7', '7/2', '7/8'] -> 7/2 / (5/7 - 4/7) - 4/7 * 7/8
[1950837] ['4/7', '4/7', '5/7', '7/2', '8/7'] -> 7/2 / (5/7 - 4/7) - 4/7 / 8/7
[1950839] ['4/7', '4/7', '5/7', '7/2', '9/2'] -> (4/7 + 7/2) / (5/7 - 4/7) - 9/2
[1950849] ['4/7', '4/7', '5/7', '7/3', '7/9'] -> (5/7 + 7/3) / (4/7 - 4/7 * 7/9)
[1950854] ['4/7', '4/7', '5/7', '7/3', '9/2'] -> (5/7 / 4/7 + 7/3 / 4/7) * 9/2
[1950857] ['4/7', '4/7', '5/7', '7/3', '9/7'] -> (5/7 + 7/3) / (4/7 - 4/7 / 9/7)
[1950891] ['4/7', '4/7', '5/7', '7/6', '8/7'] -> 8/7 / 4/7 / (5/7 / 4/7 - 7/6)
[1950905] ['4/7', '4/7', '5/7', '7/8', '9/4'] -> 4/7 * 9/4 / (5/7 * 7/8 - 4/7)
[1950923] ['4/7', '4/7', '5/7', '8/3', '9/2'] -> (4/7 + 4/7 + 8/3) / 5/7 * 9/2
[1950924] ['4/7', '4/7', '5/7', '8/3', '9/4'] -> 4/7 * 8/3 / (5/7 - 4/7) * 9/4
[1950937] ['4/7', '4/7', '5/7', '8/7', '8/9'] -> (4/7 + 8/7) / (5/7 - 4/7 / 8/9)
[1950938] ['4/7', '4/7', '5/7', '8/7', '9/2'] -> 4/7 * 9/2 / (5/7 / 4/7 - 8/7)
[1950939] ['4/7', '4/7', '5/7', '8/7', '9/4'] -> 4/7 * 9/4 / (5/7 / 8/7 - 4/7)
[1950973] ['4/7', '4/7', '5/8', '5/8', '7/8'] -> (4/7 + 5/8 / 7/8) / (5/8 - 4/7)
[1950977] ['4/7', '4/7', '5/8', '5/8', '8/7'] -> (4/7 + 5/8 * 8/7) / (5/8 - 4/7)
[1951004] ['4/7', '4/7', '5/8', '6/5', '6/7'] -> 6/7 / (5/8 * (6/5 - 4/7 - 4/7))
[1951021] ['4/7', '4/7', '5/8', '6/7', '6/7'] -> 6/7 * 6/7 / 4/7 / (5/8 - 4/7)
[1951024] ['4/7', '4/7', '5/8', '6/7', '7/4'] -> 4/7 * 7/4 / (4/7 / 6/7 - 5/8)
[1951026] ['4/7', '4/7', '5/8', '6/7', '7/6'] -> 6/7 / (5/8 - 4/7) / 4/7 / 7/6
[1951029] ['4/7', '4/7', '5/8', '6/7', '8/3'] -> (4/7 + 6/7) / (5/8 - 4/7) - 8/3
[1951063] ['4/7', '4/7', '5/8', '7/3', '8/9'] -> 4/7 * 7/3 / (5/8 - 4/7) - 8/9
[1951064] ['4/7', '4/7', '5/8', '7/3', '9/2'] -> (4/7 / 4/7 + 7/3) / 5/8 * 9/2
[1951073] ['4/7', '4/7', '5/8', '7/4', '7/9'] -> 4/7 * 7/4 / (5/8 - 4/7) / 7/9
[1951104] ['4/7', '4/7', '5/8', '7/6', '9/4'] -> 5/8 / (7/6 - 4/7 - 4/7) - 9/4
[1951113] ['4/7', '4/7', '5/8', '7/8', '8/9'] -> (4/7 + 7/8) / (5/8 - 4/7) * 8/9
[1951114] ['4/7', '4/7', '5/8', '7/8', '9/2'] -> 9/2 / ((4/7 - 4/7 * 5/8) * 7/8)
[1951117] ['4/7', '4/7', '5/8', '7/8', '9/7'] -> 9/7 / (4/7 * 5/8 + 4/7 - 7/8)
[1951118] ['4/7', '4/7', '5/8', '7/8', '9/8'] -> (4/7 + 7/8) / (5/8 - 4/7) / 9/8
[1951148] ['4/7', '4/7', '5/8', '8/7', '9/2'] -> 8/7 / (4/7 - 4/7 * 5/8) * 9/2
[1951159] ['4/7', '4/7', '5/8', '9/2', '9/2'] -> (9/2 + 9/2) / (4/7 / 4/7 - 5/8)
[1951173] ['4/7', '4/7', '5/8', '9/8', '9/8'] -> 4/7 * (9/8 + 9/8) / (5/8 - 4/7)
[1951175] ['4/7', '4/7', '5/9', '5/9', '6/5'] -> 4/7 * 5/9 * 6/5 / (4/7 - 5/9)
[1951184] ['4/7', '4/7', '5/9', '5/9', '8/3'] -> 8/3 / (5/9 + 5/9 - 4/7 / 4/7)
