[13] ['1/2', '1/2', '1/2', '1/2', '3/2'] -> 3/2 / 1/2 / 1/2 / 1/2 / 1/2
[20857] ['1/2', '1/3', '1/6', '5/2', '7/4'] -> (5/2 / 1/3 - 1/2) / 1/6 / 7/4
[20860] ['1/2', '1/3', '1/6', '5/2', '7/8'] -> 5/2 / 1/6 / (1/2 / 1/3 - 7/8)
[20861] ['1/2', '1/3', '1/6', '5/2', '7/9'] -> (1/6 + 5/2) / (7/9 - 1/3 / 1/2)
[20865] ['1/2', '1/3', '1/6', '5/2', '8/9'] -> (1/6 + 5/2) / (1/2 * 8/9 - 1/3)
[20872] ['1/2', '1/3', '1/6', '5/3', '5/4'] -> 5/3 / 1/6 / (5/4 - 1/2 - 1/3)
[20876] ['1/2', '1/3', '1/6', '5/3', '5/9'] -> (1/3 + (1/2 + 5/3) / 1/6) / 5/9
[20888] ['1/2', '1/3', '1/6', '5/3', '8/7'] -> (5/3 - 1/2) / 1/3 / 1/6 * 8/7
[20889] ['1/2', '1/3', '1/6', '5/3', '8/9'] -> (5/3 / 1/3 - 1/2) / 1/6 * 8/9
[20894] ['1/2', '1/3', '1/6', '5/3', '9/8'] -> (5/3 / 1/3 - 1/2) / 1/6 / 9/8
[20900] ['1/2', '1/3', '1/6', '5/4', '6/5'] -> 6/5 / 1/2 / (1/3 / 5/4 - 1/6)
[20907] ['1/2', '1/3', '1/6', '5/4', '7/8'] -> (5/4 / 1/6 - 1/2) / 1/3 / 7/8
[20911] ['1/2', '1/3', '1/6', '5/4', '8/7'] -> (5/4 / 1/6 - 1/2) / 1/3 * 8/7
[20918] ['1/2', '1/3', '1/6', '5/6', '5/6'] -> (1/3 + 5/6 + 5/6) / 1/2 / 1/6
[20928] ['1/2', '1/3', '1/6', '5/6', '7/6'] -> (5/6 + 7/6) / 1/2 / (1/3 - 1/6)
[20933] ['1/2', '1/3', '1/6', '5/6', '8/7'] -> 5/6 / 1/6 / (1/2 - 1/3 / 8/7)
[20934] ['1/2', '1/3', '1/6', '5/6', '8/9'] -> 8/9 / 1/6 / (1/2 - 1/3 * 5/6)
[20936] ['1/2', '1/3', '1/6', '5/6', '9/4'] -> (1/3 + 5/6 / 1/6) / 1/2 * 9/4
[20939] ['1/2', '1/3', '1/6', '5/6', '9/8'] -> 5/6 / 1/3 / 1/6 / (9/8 - 1/2)
[20943] ['1/2', '1/3', '1/6', '5/7', '6/5'] -> 6/5 / 1/2 / (1/3 - 1/6 / 5/7)
[20945] ['1/2', '1/3', '1/6', '5/7', '7/2'] -> (1/2 / 1/6 - 5/7) / 1/3 * 7/2
[20961] ['1/2', '1/3', '1/6', '5/8', '5/8'] -> ((1/2 + 5/8) / 1/3 + 5/8) / 1/6
[20990] ['1/2', '1/3', '1/6', '5/9', '7/9'] -> (1/3 + 7/9) / 1/2 / (1/6 * 5/9)
[20995] ['1/2', '1/3', '1/6', '5/9', '9/2'] -> (1/3 + 9/2 / 1/2) / (5/9 - 1/6)
[20999] ['1/2', '1/3', '1/6', '5/9', '9/8'] -> 1/2 / (1/3 * 5/9 - 1/6) / 9/8
[21003] ['1/2', '1/3', '1/6', '6/5', '7/3'] -> 7/3 / 1/2 / (1/3 - 1/6 / 6/5)
[21005] ['1/2', '1/3', '1/6', '6/5', '7/5'] -> 6/5 / 1/3 / 1/6 / (7/5 - 1/2)
[21012] ['1/2', '1/3', '1/6', '6/5', '8/9'] -> 8/9 / (1/6 * (1/2 - 1/3 / 6/5))
[21018] ['1/2', '1/3', '1/6', '6/7', '6/7'] -> 6/7 / 1/6 / (1/2 - 1/3 * 6/7)
[21020] ['1/2', '1/3', '1/6', '6/7', '7/3'] -> 6/7 / (1/3 - 1/6) / 1/2 * 7/3
[21023] ['1/2', '1/3', '1/6', '6/7', '7/6'] -> 6/7 / 1/6 / (1/2 - 1/3 / 7/6)
[21030] ['1/2', '1/3', '1/6', '6/7', '9/2'] -> (1/2 + 1/3 / 6/7) / 1/6 * 9/2
[21045] ['1/2', '1/3', '1/6', '7/2', '8/9'] -> (1/6 + 7/2 / 1/3) / 1/2 / 8/9
[21050] ['1/2', '1/3', '1/6', '7/2', '9/8'] -> (1/6 + 7/2 / 1/3) / 1/2 * 9/8
[21060] ['1/2', '1/3', '1/6', '7/3', '8/9'] -> 8/9 / 1/3 / (1/2 - 1/6 * 7/3)
[21063] ['1/2', '1/3', '1/6', '7/3', '9/5'] -> (7/3 / 1/6 - 1/3 / 1/2) * 9/5
[21066] ['1/2', '1/3', '1/6', '7/4', '7/4'] -> (1/2 + 7/4 + 7/4) / (1/3 - 1/6)
[21074] ['1/2', '1/3', '1/6', '7/4', '8/9'] -> (1/3 + 7/4 / 1/2 / 1/6) / 8/9
[21079] ['1/2', '1/3', '1/6', '7/4', '9/8'] -> (1/3 + 7/4 / 1/2 / 1/6) * 9/8
[21097] ['1/2', '1/3', '1/6', '7/6', '8/5'] -> 7/6 / 1/6 / (1/2 - 1/3 / 8/5)
[21103] ['1/2', '1/3', '1/6', '7/6', '9/7'] -> (1/6 + 7/6) / (1/2 / 9/7 - 1/3)
[21104] ['1/2', '1/3', '1/6', '7/6', '9/8'] -> 7/6 / 1/6 / (9/8 - 1/2 - 1/3)
[21112] ['1/2', '1/3', '1/6', '7/8', '9/4'] -> 9/4 / 1/2 / (1/3 - 1/6 * 7/8)
[21116] ['1/2', '1/3', '1/6', '7/9', '7/9'] -> (1/3 + 7/9) / (7/9 - 1/2) / 1/6
[21123] ['1/2', '1/3', '1/6', '7/9', '9/5'] -> (1/3 + 7/9) / 1/2 / 1/6 * 9/5
[21133] ['1/2', '1/3', '1/6', '8/3', '9/7'] -> ((1/2 + 8/3) / 1/6 - 1/3) * 9/7
[21134] ['1/2', '1/3', '1/6', '8/3', '9/8'] -> (1/2 + 8/3) / 1/6 / (9/8 - 1/3)
[21140] ['1/2', '1/3', '1/6', '8/5', '9/5'] -> (8/5 / 1/3 - 1/2) / 1/6 - 9/5
[21146] ['1/2', '1/3', '1/6', '8/7', '9/4'] -> 9/4 / 1/2 / (1/3 - 1/6 / 8/7)
[21152] ['1/2', '1/3', '1/6', '8/9', '9/4'] -> 8/9 / (1/3 - 1/6) / 1/2 * 9/4
[21157] ['1/2', '1/3', '1/6', '9/2', '9/4'] -> 9/2 / (1/3 - 1/6) / 1/2 / 9/4
[21158] ['1/2', '1/3', '1/6', '9/2', '9/5'] -> (9/2 / 1/6 - 1/3) * 1/2 * 9/5
[21167] ['1/2', '1/3', '1/6', '9/5', '9/8'] -> 1/2 / (1/3 / 9/5 - 1/6) / 9/8
[21174] ['1/2', '1/3', '1/7', '1/7', '2/3'] -> 1/2 / 1/7 / 1/7 - 1/3 / 2/3
[21177] ['1/2', '1/3', '1/7', '1/7', '2/9'] -> (1/2 + 1/7 / 2/9) / (1/3 * 1/7)
[21179] ['1/2', '1/3', '1/7', '1/7', '3/4'] -> 1/7 / 1/7 / (1/2 * 3/4 - 1/3)
[21183] ['1/2', '1/3', '1/7', '1/7', '4/3'] -> 1/7 / 1/7 / (1/2 / 4/3 - 1/3)
[21188] ['1/2', '1/3', '1/7', '1/7', '5/3'] -> (1/3 * 1/7 + 5/3) / (1/2 * 1/7)
[21190] ['1/2', '1/3', '1/7', '1/7', '5/6'] -> 1/2 / 1/7 / 1/7 + 1/3 - 5/6
[21195] ['1/2', '1/3', '1/7', '1/7', '6/7'] -> (1/7 / 1/2 + 6/7) / (1/3 * 1/7)
[21197] ['1/2', '1/3', '1/7', '1/7', '7/3'] -> (7/3 / 1/3 - 1/7) / (1/7 / 1/2)
[21201] ['1/2', '1/3', '1/7', '1/7', '7/8'] -> 1/7 / 1/7 / (7/8 - 1/2 - 1/3)
[21203] ['1/2', '1/3', '1/7', '1/7', '8/3'] -> 8/3 / (1/3 - 1/7 / (1/2 + 1/7))
[21204] ['1/2', '1/3', '1/7', '1/7', '8/5'] -> 8/5 / (1/7 / (1/2 - 1/7) - 1/3)
[21215] ['1/2', '1/3', '1/7', '1/8', '2/5'] -> 2/5 / (1/8 / (1/2 - 1/7) - 1/3)
[21227] ['1/2', '1/3', '1/7', '1/8', '5/2'] -> 5/2 / (1/2 * 1/8 / 1/7 - 1/3)
[21228] ['1/2', '1/3', '1/7', '1/8', '5/3'] -> (1/2 / 1/8 - 1/3) / 1/7 - 5/3
[21235] ['1/2', '1/3', '1/7', '1/8', '6/7'] -> 6/7 / (1/3 * (1/8 / 1/2 - 1/7))
[21241] ['1/2', '1/3', '1/7', '1/8', '7/8'] -> 1/2 / (1/3 - 1/7) / 1/8 / 7/8
[21265] ['1/2', '1/3', '1/7', '1/9', '4/9'] -> 4/9 / 1/3 / (1/7 * (1/2 - 1/9))
[21266] ['1/2', '1/3', '1/7', '1/9', '5/2'] -> 1/3 / 1/7 / 1/9 + 1/2 + 5/2
[21275] ['1/2', '1/3', '1/7', '1/9', '7/2'] -> 1/3 / 1/7 / 1/9 - 1/2 + 7/2
[21277] ['1/2', '1/3', '1/7', '1/9', '7/4'] -> 1/3 / 1/2 / 1/7 / 1/9 / 7/4
[21280] ['1/2', '1/3', '1/7', '1/9', '7/8'] -> 1/3 / (1/7 - 1/9) / 1/2 / 7/8
[21286] ['1/2', '1/3', '1/7', '1/9', '9/2'] -> (1/2 / 1/7 - 1/3) / 1/9 - 9/2
[21287] ['1/2', '1/3', '1/7', '1/9', '9/4'] -> (1/2 + 1/3) / (1/7 - 1/9) - 9/4
[21295] ['1/2', '1/3', '1/7', '2/3', '3/2'] -> 2/3 + (1/3 + 3/2 / 1/2) / 1/7
[21300] ['1/2', '1/3', '1/7', '2/3', '4/3'] -> 4/3 / 1/3 / 1/7 / (1/2 + 2/3)
[21307] ['1/2', '1/3', '1/7', '2/3', '5/6'] -> (5/6 / 1/7 - 1/2) / (1/3 * 2/3)
[21309] ['1/2', '1/3', '1/7', '2/3', '5/8'] -> (1/3 / 1/7 + 2/3) / (5/8 - 1/2)
[21320] ['1/2', '1/3', '1/7', '2/3', '8/3'] -> (2/3 / 1/2 / 1/7 - 1/3) * 8/3
[21330] ['1/2', '1/3', '1/7', '2/5', '2/7'] -> 2/7 / 1/2 / (1/7 / 2/5 - 1/3)
[21331] ['1/2', '1/3', '1/7', '2/5', '2/9'] -> (1/3 / 1/7 / 2/5 - 1/2) / 2/9
[21355] ['1/2', '1/3', '1/7', '2/5', '7/8'] -> 1/2 / (1/7 / 2/5 - 1/3) / 7/8
[21358] ['1/2', '1/3', '1/7', '2/5', '8/5'] -> 8/5 / (1/7 * (2/5 / 1/2 - 1/3))
[21361] ['1/2', '1/3', '1/7', '2/5', '9/2'] -> (1/3 / 1/7 / 2/5 - 1/2) * 9/2
[21362] ['1/2', '1/3', '1/7', '2/5', '9/4'] -> 1/2 / 1/3 / 1/7 / 2/5 - 9/4
[21371] ['1/2', '1/3', '1/7', '2/7', '3/7'] -> (1/7 + 3/7) / 1/2 / (1/3 - 2/7)
[21379] ['1/2', '1/3', '1/7', '2/7', '5/4'] -> 2/7 / 1/7 / (1/2 - 1/3 * 5/4)
[21380] ['1/2', '1/3', '1/7', '2/7', '5/6'] -> 2/7 / 1/7 / (1/2 * 5/6 - 1/3)
[21388] ['1/2', '1/3', '1/7', '2/7', '7/4'] -> 2/7 / 1/7 / (1/3 * 7/4 - 1/2)
[21393] ['1/2', '1/3', '1/7', '2/7', '8/3'] -> 8/3 / (2/7 / (1/2 + 1/7) - 1/3)
[21406] ['1/2', '1/3', '1/7', '2/9', '3/7'] -> (1/3 + 3/7) / (1/7 - 1/2 * 2/9)
[21409] ['1/2', '1/3', '1/7', '2/9', '4/5'] -> 4/5 / (1/2 - 2/9 / (1/3 + 1/7))
[21411] ['1/2', '1/3', '1/7', '2/9', '4/9'] -> 4/9 / (1/3 * 2/9 / 1/7 - 1/2)
[21426] ['1/2', '1/3', '1/7', '2/9', '7/8'] -> 1/3 / 1/2 / 1/7 / 2/9 / 7/8
[21428] ['1/2', '1/3', '1/7', '2/9', '8/3'] -> 8/3 / (1/7 * (1/3 + 2/9 / 1/2))
[21433] ['1/2', '1/3', '1/7', '2/9', '9/4'] -> (1/2 + 1/3) / 1/7 / 2/9 - 9/4
[21442] ['1/2', '1/3', '1/7', '3/2', '4/3'] -> (1/2 + 3/2 / 1/3 / 1/7) / 4/3
[21443] ['1/2', '1/3', '1/7', '3/2', '4/5'] -> (3/2 / 1/7 - 1/2) / 1/3 * 4/5
[21447] ['1/2', '1/3', '1/7', '3/2', '5/3'] -> (1/3 + 3/2) / 1/2 / 1/7 - 5/3
[21448] ['1/2', '1/3', '1/7', '3/2', '5/4'] -> (3/2 / 1/7 - 1/2) / 1/3 / 5/4
[21451] ['1/2', '1/3', '1/7', '3/2', '5/8'] -> (1/2 / 1/7 + 3/2) / 1/3 / 5/8
[21452] ['1/2', '1/3', '1/7', '3/2', '5/9'] -> (1/2 + (1/3 + 3/2) / 1/7) / 5/9
[21455] ['1/2', '1/3', '1/7', '3/2', '7/2'] -> (1/2 + 7/2) / (1/7 * (3/2 - 1/3))
[21456] ['1/2', '1/3', '1/7', '3/2', '7/3'] -> (1/3 + 3/2 / 1/7) / 1/2 + 7/3
[21457] ['1/2', '1/3', '1/7', '3/2', '7/4'] -> (1/2 + 3/2) / 1/3 / 1/7 / 7/4
[21459] ['1/2', '1/3', '1/7', '3/2', '7/6'] -> (3/2 / 1/3 - 1/2) / 1/7 / 7/6
[21461] ['1/2', '1/3', '1/7', '3/2', '7/9'] -> (3/2 / 1/2 - 1/3) / 1/7 / 7/9
[21463] ['1/2', '1/3', '1/7', '3/2', '8/5'] -> (1/2 / 1/7 + 3/2) / 1/3 * 8/5
[21465] ['1/2', '1/3', '1/7', '3/2', '8/9'] -> (1/3 + 3/2 / 1/2 / 1/7) / 8/9
[21468] ['1/2', '1/3', '1/7', '3/2', '9/5'] -> (1/2 + (1/3 + 3/2) / 1/7) * 9/5
[21469] ['1/2', '1/3', '1/7', '3/2', '9/7'] -> (3/2 / 1/2 - 1/3) / 1/7 * 9/7
[21470] ['1/2', '1/3', '1/7', '3/2', '9/8'] -> (1/3 + 3/2 / 1/2 / 1/7) * 9/8
[21500] ['1/2', '1/3', '1/7', '3/4', '9/4'] -> (1/2 + 3/4) / 1/3 / 1/7 - 9/4
[21508] ['1/2', '1/3', '1/7', '3/5', '4/5'] -> 4/5 / (1/7 * (1/2 + 1/3 - 3/5))
[21519] ['1/2', '1/3', '1/7', '3/5', '6/7'] -> 6/7 / (1/7 / (3/5 - 1/3) - 1/2)
[21528] ['1/2', '1/3', '1/7', '3/5', '8/5'] -> 8/5 / (1/2 * 1/7 * (1/3 + 3/5))
[21541] ['1/2', '1/3', '1/7', '3/7', '4/9'] -> (1/3 + 3/7) / 1/2 / 1/7 / 4/9
[21542] ['1/2', '1/3', '1/7', '3/7', '5/2'] -> (1/2 + 5/2 / 1/3) / (1/7 / 3/7)
[21546] ['1/2', '1/3', '1/7', '3/7', '5/7'] -> (1/7 + 3/7) / (1/2 * 5/7 - 1/3)
[21550] ['1/2', '1/3', '1/7', '3/7', '6/7'] -> (1/7 + 3/7) / (6/7 - 1/2 - 1/3)
[21556] ['1/2', '1/3', '1/7', '3/7', '7/8'] -> 3/7 / 1/3 / 1/7 / (7/8 - 1/2)
[21558] ['1/2', '1/3', '1/7', '3/7', '8/3'] -> 3/7 / (1/3 - 1/7 / 1/2) * 8/3
[21563] ['1/2', '1/3', '1/7', '3/7', '9/4'] -> (1/3 + 3/7) / 1/2 / 1/7 * 9/4
[21567] ['1/2', '1/3', '1/7', '3/8', '3/8'] -> (1/2 / 1/7 / 3/8 - 1/3) / 3/8
[21568] ['1/2', '1/3', '1/7', '3/8', '4/3'] -> 4/3 / (1/7 * (1/3 / 3/8 - 1/2))
[21588] ['1/2', '1/3', '1/7', '3/8', '8/3'] -> (1/2 / 1/7 / 3/8 - 1/3) * 8/3
[21597] ['1/2', '1/3', '1/7', '4/3', '4/3'] -> (4/3 / 1/7 - 1/3) / 1/2 * 4/3
[21601] ['1/2', '1/3', '1/7', '4/3', '5/2'] -> (4/3 / 1/7 - 1/2) / 1/3 - 5/2
[21602] ['1/2', '1/3', '1/7', '4/3', '5/3'] -> 4/3 / 1/3 / 1/7 / (5/3 - 1/2)
[21610] ['1/2', '1/3', '1/7', '4/3', '7/2'] -> 4/3 / 1/3 / 1/7 - 1/2 - 7/2
[21614] ['1/2', '1/3', '1/7', '4/3', '7/6'] -> 4/3 / (1/3 - 1/7 / 1/2) / 7/6
[21616] ['1/2', '1/3', '1/7', '4/3', '7/9'] -> 4/3 / (1/2 - 1/7 / 1/3) / 7/9
[21621] ['1/2', '1/3', '1/7', '4/3', '9/2'] -> 4/3 / 1/3 / 1/7 + 1/2 - 9/2
[21627] ['1/2', '1/3', '1/7', '4/5', '4/7'] -> 4/7 / (1/7 / 1/2 / 4/5 - 1/3)
[21637] ['1/2', '1/3', '1/7', '4/5', '6/7'] -> 6/7 / (1/7 / 1/3 / 4/5 - 1/2)
[21655] ['1/2', '1/3', '1/7', '4/7', '4/9'] -> 1/3 * 4/7 / 1/7 / (1/2 - 4/9)
[21659] ['1/2', '1/3', '1/7', '4/7', '5/6'] -> 4/7 / 1/7 / (5/6 - 1/3 / 1/2)
[21662] ['1/2', '1/3', '1/7', '4/7', '5/9'] -> 1/3 * 4/7 / 1/7 / (5/9 - 1/2)
[21672] ['1/2', '1/3', '1/7', '4/7', '8/3'] -> (1/3 + 8/3) / (1/2 * 1/7 / 4/7)
[21690] ['1/2', '1/3', '1/7', '4/9', '6/7'] -> 6/7 / (1/7 * (1/3 / 4/9 - 1/2))
[21700] ['1/2', '1/3', '1/7', '4/9', '8/7'] -> 8/7 / (1/3 - (1/2 + 1/7) * 4/9)
[21715] ['1/2', '1/3', '1/7', '5/2', '6/7'] -> (1/2 / 1/3 + 5/2) / 1/7 * 6/7
[21717] ['1/2', '1/3', '1/7', '5/2', '7/3'] -> (1/2 + 5/2 / 1/3) / 1/7 / 7/3
[21718] ['1/2', '1/3', '1/7', '5/2', '7/4'] -> (5/2 - 1/2) / 1/3 / 1/7 / 7/4
[21720] ['1/2', '1/3', '1/7', '5/2', '7/6'] -> (1/2 / 1/3 + 5/2) / 1/7 / 7/6
[21723] ['1/2', '1/3', '1/7', '5/2', '8/3'] -> 1/3 + (1/2 + 5/2) / 1/7 + 8/3
[21726] ['1/2', '1/3', '1/7', '5/2', '8/9'] -> (1/3 + (1/2 + 5/2) / 1/7) / 8/9
[21731] ['1/2', '1/3', '1/7', '5/2', '9/8'] -> (1/3 + (1/2 + 5/2) / 1/7) * 9/8
[21732] ['1/2', '1/3', '1/7', '5/3', '5/3'] -> (1/3 + 5/3 / 1/2) / 1/7 - 5/3
[21735] ['1/2', '1/3', '1/7', '5/3', '5/7'] -> (1/7 + 5/3 / 1/3) / (5/7 - 1/2)
[21739] ['1/2', '1/3', '1/7', '5/3', '6/7'] -> (1/3 + 5/3) / 1/2 / 1/7 * 6/7
[21741] ['1/2', '1/3', '1/7', '5/3', '7/3'] -> (1/7 + 5/3 / 1/3) / 1/2 * 7/3
[21744] ['1/2', '1/3', '1/7', '5/3', '7/6'] -> (1/3 + 5/3) / 1/2 / 1/7 / 7/6
[21745] ['1/2', '1/3', '1/7', '5/3', '7/8'] -> (5/3 / 1/2 - 1/3) / 1/7 / 7/8
[21746] ['1/2', '1/3', '1/7', '5/3', '7/9'] -> (5/3 - 1/3) / 1/2 / 1/7 / 7/9
[21754] ['1/2', '1/3', '1/7', '5/3', '9/7'] -> (5/3 - 1/3) / 1/2 / 1/7 * 9/7
[21765] ['1/2', '1/3', '1/7', '5/4', '7/4'] -> 5/4 / 1/3 / 1/7 - 1/2 - 7/4
[21775] ['1/2', '1/3', '1/7', '5/4', '9/4'] -> 5/4 / (1/3 - 1/7 / 1/2) - 9/4
[21785] ['1/2', '1/3', '1/7', '5/6', '7/2'] -> (1/2 + 7/2) / (1/7 * (1/3 + 5/6))
[21789] ['1/2', '1/3', '1/7', '5/6', '7/6'] -> (1/2 + 5/6) / 1/3 / 1/7 / 7/6
[21790] ['1/2', '1/3', '1/7', '5/6', '7/8'] -> (1/2 + 5/6 / 1/3) / 1/7 / 7/8
[21796] ['1/2', '1/3', '1/7', '5/6', '9/2'] -> (9/2 - 1/2) / (1/7 * (1/3 + 5/6))
[21802] ['1/2', '1/3', '1/7', '5/7', '5/8'] -> 5/7 / (1/3 - 1/7 / 1/2) / 5/8
[21813] ['1/2', '1/3', '1/7', '5/7', '8/3'] -> 8/3 / (1/2 - 1/3 / (1/7 + 5/7))
[21818] ['1/2', '1/3', '1/7', '5/7', '9/4'] -> (1/3 + 5/7 / 1/7) / 1/2 * 9/4
[21821] ['1/2', '1/3', '1/7', '5/7', '9/8'] -> 5/7 / 1/3 / 1/7 / (9/8 - 1/2)
[21826] ['1/2', '1/3', '1/7', '5/8', '7/2'] -> 1/7 / (1/3 - 1/2 * 5/8) * 7/2
[21834] ['1/2', '1/3', '1/7', '5/8', '8/5'] -> 8/5 / (1/7 * (1/2 / 5/8 - 1/3))
[21837] ['1/2', '1/3', '1/7', '5/8', '9/2'] -> 9/2 / ((1/2 + 1/7) * (5/8 - 1/3))
[21847] ['1/2', '1/3', '1/7', '5/9', '7/4'] -> 1/3 / (5/9 - 1/2) / 1/7 / 7/4
[21852] ['1/2', '1/3', '1/7', '5/9', '8/3'] -> 8/3 / (1/7 * (5/9 / 1/2 - 1/3))
[21855] ['1/2', '1/3', '1/7', '5/9', '8/9'] -> 8/9 / (5/9 - 1/3 / (1/2 + 1/7))
[21861] ['1/2', '1/3', '1/7', '6/5', '6/5'] -> 6/5 / (1/3 - 1/7 / 1/2) - 6/5
[21870] ['1/2', '1/3', '1/7', '6/5', '8/3'] -> 8/3 / (1/7 * (1/2 + 1/3 / 6/5))
[21871] ['1/2', '1/3', '1/7', '6/5', '8/5'] -> 8/5 / (6/5 / 1/2 - 1/3 / 1/7)
[21879] ['1/2', '1/3', '1/7', '6/7', '6/7'] -> 6/7 / 1/7 / (1/2 / 6/7 - 1/3)
[21880] ['1/2', '1/3', '1/7', '6/7', '7/2'] -> (1/2 + 7/2) / (1/3 - 1/7 / 6/7)
[21881] ['1/2', '1/3', '1/7', '6/7', '7/3'] -> 6/7 / 1/2 / 1/7 * (7/3 - 1/3)
[21888] ['1/2', '1/3', '1/7', '6/7', '8/5'] -> 8/5 / (1/7 / (6/7 - 1/2) - 1/3)
[21892] ['1/2', '1/3', '1/7', '6/7', '9/4'] -> (1/3 / 1/2 + 6/7) / 1/7 * 9/4
[21902] ['1/2', '1/3', '1/7', '7/2', '7/9'] -> (7/2 - 1/2 - 1/3) / 1/7 / 7/9
[21910] ['1/2', '1/3', '1/7', '7/2', '9/7'] -> (7/2 - 1/2 - 1/3) / 1/7 * 9/7
[21913] ['1/2', '1/3', '1/7', '7/3', '7/4'] -> (7/3 / 1/3 - 1/7) / 1/2 * 7/4
[21916] ['1/2', '1/3', '1/7', '7/3', '7/8'] -> (1/3 / 1/2 + 7/3) / 1/7 / 7/8
[21920] ['1/2', '1/3', '1/7', '7/3', '8/7'] -> (1/3 / 1/2 + 7/3) / 1/7 * 8/7
[21922] ['1/2', '1/3', '1/7', '7/3', '9/2'] -> (1/2 + 7/3) / 1/7 - 1/3 + 9/2
[21929] ['1/2', '1/3', '1/7', '7/4', '7/6'] -> (1/3 + 7/4 / 1/7) / 1/2 - 7/6
[21937] ['1/2', '1/3', '1/7', '7/4', '9/4'] -> (7/4 - 1/2) / 1/3 / 1/7 - 9/4
[21954] ['1/2', '1/3', '1/7', '7/6', '7/6'] -> (1/2 + 7/6 / 1/3) / 1/7 / 7/6
[21975] ['1/2', '1/3', '1/7', '7/8', '9/7'] -> 9/7 / (1/2 + 1/7 / 1/3 - 7/8)
[21981] ['1/2', '1/3', '1/7', '7/9', '8/9'] -> 8/9 / ((1/3 - 1/7 / 1/2) * 7/9)
[21987] ['1/2', '1/3', '1/7', '8/3', '8/3'] -> (1/2 * 8/3 / 1/7 - 1/3) * 8/3
[21991] ['1/2', '1/3', '1/7', '8/3', '9/2'] -> 1/2 + 1/3 + 8/3 / 1/7 + 9/2
[22015] ['1/2', '1/3', '1/7', '8/9', '9/7'] -> 8/9 / (1/3 - 1/7 / 1/2) * 9/7
[22022] ['1/2', '1/3', '1/7', '9/4', '9/4'] -> (1/2 / 1/3 + 9/4) / 1/7 - 9/4
[22029] ['1/2', '1/3', '1/7', '9/7', '9/7'] -> (1/3 + 9/7 / 1/7) / 1/2 * 9/7
[22030] ['1/2', '1/3', '1/7', '9/7', '9/8'] -> 9/7 / (1/3 - 1/7 / 1/2) / 9/8
[22031] ['1/2', '1/3', '1/7', '9/8', '9/8'] -> (1/2 + 9/8 / 1/7) / 1/3 - 9/8
[22040] ['1/2', '1/3', '1/8', '1/8', '3/5'] -> 3/5 / (1/8 / (1/2 + 1/3) - 1/8)
[22044] ['1/2', '1/3', '1/8', '1/8', '4/5'] -> 1/2 / (1/3 - 1/8) / 1/8 / 4/5
[22045] ['1/2', '1/3', '1/8', '1/8', '4/7'] -> (1/8 + 1/2 / 4/7) / (1/3 * 1/8)
[22057] ['1/2', '1/3', '1/8', '1/8', '7/3'] -> 1/3 / 1/2 / 1/8 + 7/3 / 1/8
[22064] ['1/2', '1/3', '1/8', '1/8', '8/5'] -> (1/2 + 1/8) / 1/3 / 1/8 * 8/5
[22081] ['1/2', '1/3', '1/8', '1/9', '3/8'] -> 1/2 / (1/3 + 1/9) / 1/8 / 3/8
[22083] ['1/2', '1/3', '1/8', '1/9', '4/5'] -> 4/5 / (1/9 / (1/3 - 1/8) - 1/2)
[22093] ['1/2', '1/3', '1/8', '1/9', '6/5'] -> (1/3 / 1/9 - 1/2) / 1/8 * 6/5
[22094] ['1/2', '1/3', '1/8', '1/9', '6/7'] -> (1/2 + 1/3 / 1/9) / 1/8 * 6/7
[22119] ['1/2', '1/3', '1/8', '2/3', '3/8'] -> ((1/2 + 2/3) / 1/8 - 1/3) / 3/8
[22126] ['1/2', '1/3', '1/8', '2/3', '5/4'] -> 5/4 / 1/8 / (1/2 / 2/3 - 1/3)
[22130] ['1/2', '1/3', '1/8', '2/3', '5/9'] -> (1/3 + 2/3 / 1/2) / 1/8 / 5/9
[22132] ['1/2', '1/3', '1/8', '2/3', '6/7'] -> (1/2 + 2/3) / 1/3 / 1/8 * 6/7
[22134] ['1/2', '1/3', '1/8', '2/3', '7/3'] -> 7/3 / 1/3 / (1/8 + 2/3 - 1/2)
[22135] ['1/2', '1/3', '1/8', '2/3', '7/4'] -> 7/4 / 1/2 / (1/3 - 1/8 / 2/3)
[22139] ['1/2', '1/3', '1/8', '2/3', '7/9'] -> 2/3 / 1/2 / 1/8 / (7/9 - 1/3)
[22143] ['1/2', '1/3', '1/8', '2/3', '8/9'] -> 2/3 / 1/8 / (8/9 - 1/3 / 1/2)
[22145] ['1/2', '1/3', '1/8', '2/3', '9/4'] -> (1/3 / 1/2 + 2/3) / 1/8 * 9/4
[22146] ['1/2', '1/3', '1/8', '2/3', '9/5'] -> (1/3 + 2/3 / 1/2) / 1/8 * 9/5
[22153] ['1/2', '1/3', '1/8', '2/5', '3/4'] -> 1/2 / 1/8 / 2/5 / (3/4 - 1/3)
[22160] ['1/2', '1/3', '1/8', '2/5', '4/9'] -> (1/2 + 1/3 / 2/5) / 1/8 / 4/9
[22164] ['1/2', '1/3', '1/8', '2/5', '5/6'] -> 1/2 / (2/5 - 1/8 / 1/3) / 5/6
[22177] ['1/2', '1/3', '1/8', '2/5', '8/3'] -> 1/3 / (1/2 - 2/5) / 1/8 - 8/3
[22178] ['1/2', '1/3', '1/8', '2/5', '8/5'] -> 8/5 / (1/8 * (1/3 + 1/2 * 2/5))
