[241979] ['1/3', '1/4', '5/9', '6/7', '6/7'] -> 6/7 / (1/4 * (5/9 * 6/7 - 1/3))
[267925] ['1/3', '1/6', '5/2', '5/9', '7/9'] -> (1/3 + (5/2 + 5/9) / 1/6) / 7/9
[267929] ['1/3', '1/6', '5/2', '5/9', '8/9'] -> 5/2 / (1/3 - 1/6) / 5/9 * 8/9
[267930] ['1/3', '1/6', '5/2', '5/9', '9/2'] -> (5/2 - 1/6 - 5/9) / 1/3 * 9/2
[267933] ['1/3', '1/6', '5/2', '5/9', '9/7'] -> (1/3 + (5/2 + 5/9) / 1/6) * 9/7
[267934] ['1/3', '1/6', '5/2', '5/9', '9/8'] -> 5/2 / (1/3 - 1/6) / 5/9 / 9/8
[267945] ['1/3', '1/6', '5/2', '6/5', '8/5'] -> 8/5 / (1/6 * 6/5 - 1/3 / 5/2)
[267949] ['1/3', '1/6', '5/2', '6/5', '9/4'] -> 5/2 * 6/5 / 1/3 / 1/6 / 9/4
[267954] ['1/3', '1/6', '5/2', '6/7', '7/2'] -> (1/6 + 5/2) * 6/7 / 1/3 * 7/2
[267955] ['1/3', '1/6', '5/2', '6/7', '7/3'] -> 6/7 / (1/6 * 5/2 - 1/3) * 7/3
[267959] ['1/3', '1/6', '5/2', '6/7', '7/8'] -> 5/2 / (1/3 * 6/7 - 1/6) / 7/8
[267963] ['1/3', '1/6', '5/2', '6/7', '8/7'] -> 5/2 / (1/3 * 6/7 - 1/6) * 8/7
[267965] ['1/3', '1/6', '5/2', '6/7', '9/2'] -> (1/3 + 5/2 / 6/7) / 1/6 + 9/2
[267990] ['1/3', '1/6', '5/2', '7/3', '7/8'] -> (5/2 + 7/3) / 1/6 / (1/3 + 7/8)
[267991] ['1/3', '1/6', '5/2', '7/3', '7/9'] -> (1/6 + 5/2) * 7/3 / 1/3 / 7/9
[267993] ['1/3', '1/6', '5/2', '7/3', '8/5'] -> (1/6 + 5/2 + 7/3) / 1/3 * 8/5
[267997] ['1/3', '1/6', '5/2', '7/3', '9/4'] -> ((5/2 - 1/3) / 1/6 - 7/3) * 9/4
[267999] ['1/3', '1/6', '5/2', '7/3', '9/7'] -> (1/6 + 5/2) * 7/3 / 1/3 * 9/7
[268002] ['1/3', '1/6', '5/2', '7/4', '7/5'] -> 7/5 / ((1/6 - 1/3 / 5/2) * 7/4)
[268003] ['1/3', '1/6', '5/2', '7/4', '7/6'] -> (5/2 + 7/4) / 1/6 - 1/3 - 7/6
[268004] ['1/3', '1/6', '5/2', '7/4', '7/8'] -> 7/4 / (1/6 * 5/2 - 1/3) / 7/8
[268008] ['1/3', '1/6', '5/2', '7/4', '8/7'] -> 7/4 / (1/6 * 5/2 - 1/3) * 8/7
[268011] ['1/3', '1/6', '5/2', '7/4', '9/4'] -> 5/2 * 7/4 / (1/3 - 1/6) - 9/4
[268012] ['1/3', '1/6', '5/2', '7/4', '9/5'] -> (1/3 + 5/2 + 7/4 / 1/6) * 9/5
[268015] ['1/3', '1/6', '5/2', '7/5', '7/5'] -> (1/3 + 5/2 + 7/5) / 1/6 - 7/5
[268017] ['1/3', '1/6', '5/2', '7/5', '7/8'] -> 5/2 * 7/5 / (1/3 - 1/6) / 7/8
[268021] ['1/3', '1/6', '5/2', '7/5', '8/7'] -> 5/2 * 7/5 / (1/3 - 1/6) * 8/7
[268024] ['1/3', '1/6', '5/2', '7/5', '9/4'] -> (1/6 + 5/2 * 7/5 / 1/3) * 9/4
[268029] ['1/3', '1/6', '5/2', '7/6', '7/8'] -> 5/2 / (1/3 / 7/6 - 1/6) / 7/8
[268032] ['1/3', '1/6', '5/2', '7/6', '8/5'] -> 8/5 / ((7/6 - 1/6) / 5/2 - 1/3)
[268033] ['1/3', '1/6', '5/2', '7/6', '8/7'] -> 5/2 / (1/3 / 7/6 - 1/6) * 8/7
[268047] ['1/3', '1/6', '5/2', '7/8', '9/4'] -> 7/8 / (1/6 - 1/3 / 5/2) - 9/4
[268054] ['1/3', '1/6', '5/2', '7/9', '8/7'] -> 5/2 / (1/3 - 1/6 / 7/9) * 8/7
[268055] ['1/3', '1/6', '5/2', '7/9', '8/9'] -> 5/2 / (1/3 * 7/9 - 1/6) * 8/9
[268060] ['1/3', '1/6', '5/2', '7/9', '9/8'] -> 5/2 / (1/3 * 7/9 - 1/6) / 9/8
[268062] ['1/3', '1/6', '5/2', '8/3', '8/5'] -> (5/2 + 8/3 - 1/6) / 1/3 * 8/5
[268063] ['1/3', '1/6', '5/2', '8/3', '8/7'] -> (1/3 * 5/2 + 8/3) / 1/6 * 8/7
[268064] ['1/3', '1/6', '5/2', '8/3', '8/9'] -> (1/6 + 5/2) * 8/3 / 1/3 / 8/9
[268068] ['1/3', '1/6', '5/2', '8/3', '9/7'] -> (5/2 - 1/6) * 8/3 / 1/3 * 9/7
[268069] ['1/3', '1/6', '5/2', '8/3', '9/8'] -> (1/6 + 5/2) * 8/3 / 1/3 * 9/8
[268073] ['1/3', '1/6', '5/2', '8/5', '9/2'] -> 8/5 / (1/6 + 1/3 / 5/2) * 9/2
[268080] ['1/3', '1/6', '5/2', '8/7', '9/2'] -> 9/2 / (5/2 / 8/7 - 1/3 / 1/6)
[268082] ['1/3', '1/6', '5/2', '8/7', '9/5'] -> 5/2 / (1/3 - 1/6 / 8/7) * 9/5
[268088] ['1/3', '1/6', '5/2', '8/9', '9/5'] -> 5/2 * 8/9 / (1/3 - 1/6) * 9/5
[268090] ['1/3', '1/6', '5/2', '8/9', '9/8'] -> 5/2 / (8/9 - 1/3) / 1/6 / 9/8
[268095] ['1/3', '1/6', '5/2', '9/2', '9/8'] -> 5/2 / (1/6 - 1/3 / 9/2) / 9/8
[268097] ['1/3', '1/6', '5/2', '9/4', '9/5'] -> 9/5 / ((1/6 - 1/3 / 5/2) * 9/4)
[268099] ['1/3', '1/6', '5/2', '9/4', '9/8'] -> 9/4 / (1/6 * 5/2 - 1/3) / 9/8
[268102] ['1/3', '1/6', '5/2', '9/5', '9/8'] -> 5/2 * 9/5 / (1/3 - 1/6) / 9/8
[268104] ['1/3', '1/6', '5/2', '9/7', '9/8'] -> 5/2 / (1/3 / 9/7 - 1/6) / 9/8
[268113] ['1/3', '1/6', '5/3', '5/3', '6/7'] -> (5/3 + 5/3) / (1/3 - 1/6 / 6/7)
[268115] ['1/3', '1/6', '5/3', '5/3', '7/3'] -> (5/3 + 5/3) / 1/3 + 7/3 / 1/6
[268120] ['1/3', '1/6', '5/3', '5/3', '7/9'] -> (1/3 + 5/3 * 5/3) / 1/6 / 7/9
[268126] ['1/3', '1/6', '5/3', '5/3', '9/4'] -> 5/3 / 5/3 / (1/6 * 9/4 - 1/3)
[268128] ['1/3', '1/6', '5/3', '5/3', '9/7'] -> (1/3 + 5/3 * 5/3) / 1/6 * 9/7
[268133] ['1/3', '1/6', '5/3', '5/4', '5/8'] -> (1/3 + 5/3) * 5/4 / 1/6 / 5/8
[268135] ['1/3', '1/6', '5/3', '5/4', '6/5'] -> 6/5 / (5/4 - 1/3 / 1/6 / 5/3)
[268137] ['1/3', '1/6', '5/3', '5/4', '7/2'] -> (5/3 + 5/4 / 1/6) / 1/3 - 7/2
[268148] ['1/3', '1/6', '5/3', '5/4', '9/2'] -> (1/3 + 5/3 + 5/4) / 1/6 + 9/2
[268149] ['1/3', '1/6', '5/3', '5/4', '9/4'] -> (5/3 / 1/6 - 5/4) / 1/3 - 9/4
[268150] ['1/3', '1/6', '5/3', '5/4', '9/5'] -> 5/3 / (1/3 - 1/6 * 5/4) * 9/5
[268159] ['1/3', '1/6', '5/3', '5/6', '7/2'] -> (5/3 / 1/6 - 5/6) / 1/3 - 7/2
[268160] ['1/3', '1/6', '5/3', '5/6', '7/3'] -> 5/3 / 1/6 / 5/6 * (7/3 - 1/3)
[268172] ['1/3', '1/6', '5/3', '5/6', '9/5'] -> (5/6 / 1/3 / 1/6 - 5/3) * 9/5
[268175] ['1/3', '1/6', '5/3', '5/7', '5/7'] -> (5/3 - 5/7) / 1/3 / 1/6 / 5/7
[268182] ['1/3', '1/6', '5/3', '5/7', '7/4'] -> 5/3 / 1/3 / 1/6 / 5/7 / 7/4
[268183] ['1/3', '1/6', '5/3', '5/7', '7/5'] -> (5/3 - 5/7) / 1/3 / 1/6 * 7/5
[268189] ['1/3', '1/6', '5/3', '5/7', '8/7'] -> (5/3 + 5/7 / 1/3) / 1/6 + 8/7
[268192] ['1/3', '1/6', '5/3', '5/7', '9/4'] -> 5/3 / (5/7 - 1/3) / 1/6 - 9/4
[268201] ['1/3', '1/6', '5/3', '5/8', '7/3'] -> 7/3 / (1/3 * 5/3 + 1/6 - 5/8)
[268208] ['1/3', '1/6', '5/3', '5/8', '8/5'] -> 8/5 / (1/6 / 5/8 - 1/3 / 5/3)
[268212] ['1/3', '1/6', '5/3', '5/8', '9/4'] -> (5/3 / 1/3 - 5/8) / 1/6 - 9/4
[268216] ['1/3', '1/6', '5/3', '5/9', '5/9'] -> (5/3 + 5/9) / (1/3 - 1/6) / 5/9
[268227] ['1/3', '1/6', '5/3', '5/9', '8/5'] -> (5/3 + 5/9 / 1/6) / 1/3 * 8/5
[268230] ['1/3', '1/6', '5/3', '5/9', '9/2'] -> (1/3 + 5/3 + 5/9 / 1/6) * 9/2
[268231] ['1/3', '1/6', '5/3', '5/9', '9/4'] -> 5/3 / 1/3 / 1/6 / 5/9 / 9/4
[268232] ['1/3', '1/6', '5/3', '5/9', '9/5'] -> (5/3 + 5/9) / (1/3 - 1/6) * 9/5
[268240] ['1/3', '1/6', '5/3', '6/5', '7/5'] -> (5/3 / 1/6 + 6/5) / 1/3 / 7/5
[268244] ['1/3', '1/6', '5/3', '6/5', '8/3'] -> 8/3 / (1/3 * 1/6 * 5/3 * 6/5)
[268248] ['1/3', '1/6', '5/3', '6/5', '9/2'] -> 5/3 * (1/3 / 1/6 + 6/5) * 9/2
[268253] ['1/3', '1/6', '5/3', '6/7', '6/7'] -> (5/3 / 1/3 - 6/7) / 1/6 - 6/7
[268257] ['1/3', '1/6', '5/3', '6/7', '7/5'] -> 7/5 / (1/6 / (1/3 + 5/3 + 6/7))
[268259] ['1/3', '1/6', '5/3', '6/7', '7/8'] -> 7/8 / (1/3 / (5/3 / 1/6 - 6/7))
[268260] ['1/3', '1/6', '5/3', '6/7', '7/9'] -> (5/3 / 1/3 / 1/6 + 6/7) * 7/9
[268261] ['1/3', '1/6', '5/3', '6/7', '8/3'] -> 8/3 / (1/3 / 6/7 - 1/6 * 5/3)
[268262] ['1/3', '1/6', '5/3', '6/7', '8/5'] -> 8/5 / (1/3 / 5/3 / 6/7 - 1/6)
[268265] ['1/3', '1/6', '5/3', '6/7', '9/2'] -> (5/3 / 6/7 - 1/6) / 1/3 * 9/2
[268268] ['1/3', '1/6', '5/3', '6/7', '9/7'] -> (5/3 / 1/3 / 1/6 + 6/7) / 9/7
[268270] ['1/3', '1/6', '5/3', '7/2', '7/2'] -> 5/3 / 1/6 + 7/2 / 1/3 + 7/2
[268271] ['1/3', '1/6', '5/3', '7/2', '7/3'] -> (5/3 + 7/2) / 1/6 - 7/3 / 1/3
[268272] ['1/3', '1/6', '5/3', '7/2', '7/4'] -> (1/3 + 5/3) * 7/2 / 1/6 / 7/4
[268274] ['1/3', '1/6', '5/3', '7/2', '7/6'] -> (5/3 - 1/3) * 7/2 / 1/6 / 7/6
[268280] ['1/3', '1/6', '5/3', '7/2', '8/9'] -> ((1/3 + 7/2) / 1/6 - 5/3) / 8/9
[268282] ['1/3', '1/6', '5/3', '7/2', '9/4'] -> ((7/2 - 5/3) / 1/6 - 1/3) * 9/4
[268283] ['1/3', '1/6', '5/3', '7/2', '9/5'] -> (1/3 / 5/3 + 7/2) / 1/6 + 9/5
[268285] ['1/3', '1/6', '5/3', '7/2', '9/8'] -> ((1/3 + 7/2) / 1/6 - 5/3) * 9/8
[268286] ['1/3', '1/6', '5/3', '7/3', '7/3'] -> (1/3 + 7/3) / (1/6 * (7/3 - 5/3))
[268287] ['1/3', '1/6', '5/3', '7/3', '7/4'] -> 7/3 / (1/3 - 1/6 * 5/3) / 7/4
[268289] ['1/3', '1/6', '5/3', '7/3', '7/6'] -> (1/3 + 5/3) * 7/3 / 1/6 / 7/6
[268291] ['1/3', '1/6', '5/3', '7/3', '7/9'] -> (5/3 - 1/3) * 7/3 / 1/6 / 7/9
[268296] ['1/3', '1/6', '5/3', '7/3', '9/2'] -> (5/3 - 1/3 * 7/3) / 1/6 * 9/2
[268297] ['1/3', '1/6', '5/3', '7/3', '9/4'] -> (7/3 - 1/3 * 5/3) / 1/6 * 9/4
[268299] ['1/3', '1/6', '5/3', '7/3', '9/7'] -> (5/3 - 1/3) * 7/3 / 1/6 * 9/7
[268300] ['1/3', '1/6', '5/3', '7/3', '9/8'] -> (5/3 * 7/3 - 1/3) / 1/6 * 9/8
[268304] ['1/3', '1/6', '5/3', '7/4', '7/8'] -> (1/3 + 5/3) * 7/4 / 1/6 / 7/8
[268308] ['1/3', '1/6', '5/3', '7/4', '8/7'] -> (1/3 + 5/3) * 7/4 / 1/6 * 8/7
[268315] ['1/3', '1/6', '5/3', '7/5', '7/5'] -> (1/3 - 7/5) / (1/6 * (7/5 - 5/3))
[268320] ['1/3', '1/6', '5/3', '7/5', '8/5'] -> (5/3 / 1/3 + 7/5) / 1/6 / 8/5
[268324] ['1/3', '1/6', '5/3', '7/5', '9/4'] -> 5/3 * (7/5 - 1/3) / 1/6 * 9/4
[268325] ['1/3', '1/6', '5/3', '7/5', '9/5'] -> (5/3 / 1/6 - 7/5) / 1/3 - 9/5
[268329] ['1/3', '1/6', '5/3', '7/6', '7/8'] -> 7/6 / (1/3 - 1/6 * 5/3) / 7/8
[268336] ['1/3', '1/6', '5/3', '7/6', '9/4'] -> (5/3 + (1/3 + 7/6) / 1/6) * 9/4
[268348] ['1/3', '1/6', '5/3', '7/8', '9/5'] -> 5/3 / (1/3 * 7/8 - 1/6) * 9/5
[268353] ['1/3', '1/6', '5/3', '7/9', '8/5'] -> (1/3 + (5/3 + 7/9) / 1/6) * 8/5
[268355] ['1/3', '1/6', '5/3', '7/9', '8/9'] -> 8/9 / (1/6 * (7/9 - 1/3 * 5/3))
[268363] ['1/3', '1/6', '5/3', '8/3', '8/7'] -> (5/3 / 1/3 + 8/3 / 1/6) * 8/7
[268380] ['1/3', '1/6', '5/3', '8/7', '9/2'] -> 9/2 / (1/6 * (5/3 / 8/7 - 1/3))
[268381] ['1/3', '1/6', '5/3', '8/7', '9/4'] -> 5/3 / 1/3 / 1/6 / 8/7 - 9/4
[268382] ['1/3', '1/6', '5/3', '8/7', '9/5'] -> 5/3 / (1/3 / 8/7 - 1/6) * 9/5
[268387] ['1/3', '1/6', '5/3', '8/9', '9/4'] -> (1/3 + 5/3) * 8/9 / 1/6 * 9/4
[268388] ['1/3', '1/6', '5/3', '8/9', '9/5'] -> (5/3 + 8/9 - 1/3) / 1/6 * 9/5
[268393] ['1/3', '1/6', '5/3', '9/2', '9/5'] -> (9/2 - 1/3 / 5/3) / 1/6 - 9/5
[268394] ['1/3', '1/6', '5/3', '9/2', '9/7'] -> (1/6 + (5/3 + 9/2) / 1/3) * 9/7
[268399] ['1/3', '1/6', '5/3', '9/4', '9/8'] -> (1/3 + 5/3) * 9/4 / 1/6 / 9/8
[268402] ['1/3', '1/6', '5/3', '9/5', '9/8'] -> 9/8 / (1/6 / (1/3 + 9/5) / 5/3)
[268406] ['1/3', '1/6', '5/4', '5/4', '5/4'] -> (5/4 / 1/3 + 5/4) / 1/6 / 5/4
[268407] ['1/3', '1/6', '5/4', '5/4', '5/6'] -> 5/4 / 1/3 / 1/6 + 5/4 / 5/6
[268411] ['1/3', '1/6', '5/4', '5/4', '6/5'] -> 5/4 / 1/3 / 1/6 + 5/4 * 6/5
[268416] ['1/3', '1/6', '5/4', '5/4', '7/5'] -> 7/5 / (1/3 / 5/4 - 1/6 * 5/4)
[268431] ['1/3', '1/6', '5/4', '5/6', '5/8'] -> 5/4 / (5/6 - 1/3) / 1/6 / 5/8
[268432] ['1/3', '1/6', '5/4', '5/6', '5/9'] -> 5/9 / 1/3 / (1/6 * (5/4 - 5/6))
[268433] ['1/3', '1/6', '5/4', '5/6', '6/5'] -> (5/4 / 1/6 - 5/6) / 1/3 * 6/5
[268435] ['1/3', '1/6', '5/4', '5/6', '7/2'] -> (5/4 / 1/3 + 5/6) / 1/6 - 7/2
[268442] ['1/3', '1/6', '5/4', '5/6', '8/3'] -> 5/4 / (1/3 - 1/6) / 5/6 * 8/3
[268445] ['1/3', '1/6', '5/4', '5/6', '8/9'] -> 5/4 / 1/3 / 1/6 / 5/6 * 8/9
[268446] ['1/3', '1/6', '5/4', '5/6', '9/2'] -> (9/2 - 1/3) / (1/6 * 5/4 * 5/6)
[268450] ['1/3', '1/6', '5/4', '5/6', '9/8'] -> 5/4 / 1/3 / 1/6 / 5/6 / 9/8
[268457] ['1/3', '1/6', '5/4', '5/7', '7/3'] -> 5/7 / 1/3 / 1/6 / 5/4 * 7/3
[268472] ['1/3', '1/6', '5/4', '5/8', '5/8'] -> (5/4 + 5/8 / 1/6) / 1/3 / 5/8
[268477] ['1/3', '1/6', '5/4', '5/8', '7/3'] -> (7/3 - 1/3) / (1/6 * 5/8 / 5/4)
[268480] ['1/3', '1/6', '5/4', '5/8', '7/6'] -> 7/6 / (1/6 * (5/4 - 1/3 - 5/8))
[268481] ['1/3', '1/6', '5/4', '5/8', '7/8'] -> 5/4 / 1/3 / 1/6 + 5/8 + 7/8
[268487] ['1/3', '1/6', '5/4', '5/8', '9/2'] -> (1/3 + 5/4 + 5/8 / 1/6) * 9/2
[268489] ['1/3', '1/6', '5/4', '5/8', '9/5'] -> 9/5 / (1/3 * 5/8 - 1/6 / 5/4)
[268501] ['1/3', '1/6', '5/4', '5/9', '7/9'] -> 7/9 / (1/3 - 1/6 * (5/4 + 5/9))
[268520] ['1/3', '1/6', '5/4', '6/5', '8/3'] -> 5/4 * 6/5 / (1/3 - 1/6) * 8/3
[268521] ['1/3', '1/6', '5/4', '6/5', '8/5'] -> 8/5 / (1/3 / 5/4 - 1/6 * 6/5)
[268523] ['1/3', '1/6', '5/4', '6/5', '8/9'] -> 5/4 * 6/5 / 1/3 / 1/6 * 8/9
[268526] ['1/3', '1/6', '5/4', '6/5', '9/5'] -> 9/5 / (1/6 * (5/4 + 6/5) - 1/3)
[268528] ['1/3', '1/6', '5/4', '6/5', '9/8'] -> 5/4 * 6/5 / 1/3 / 1/6 / 9/8
[268530] ['1/3', '1/6', '5/4', '6/7', '7/2'] -> 7/2 / ((1/3 - 1/6 * 5/4) / 6/7)
[268537] ['1/3', '1/6', '5/4', '6/7', '8/3'] -> 5/4 / (1/3 - 1/6 / 6/7) * 8/3
[268541] ['1/3', '1/6', '5/4', '6/7', '9/2'] -> 9/2 / (1/6 * (5/4 / 6/7 - 1/3))
[268542] ['1/3', '1/6', '5/4', '6/7', '9/4'] -> 5/4 / 1/3 / 1/6 / 6/7 - 9/4
[268549] ['1/3', '1/6', '5/4', '7/2', '7/5'] -> (1/3 / 5/4 + 7/2) / 1/6 + 7/5
[268550] ['1/3', '1/6', '5/4', '7/2', '7/6'] -> 7/2 / (1/3 - 1/6 * 5/4) / 7/6
[268555] ['1/3', '1/6', '5/4', '7/2', '8/7'] -> 8/7 / (1/6 - 1/3 * 5/4 / 7/2)
[268559] ['1/3', '1/6', '5/4', '7/2', '9/5'] -> 5/4 * (1/6 + 7/2 / 1/3) * 9/5
[268564] ['1/3', '1/6', '5/4', '7/3', '7/5'] -> 7/3 / 1/3 / 1/6 / 5/4 / 7/5
[268567] ['1/3', '1/6', '5/4', '7/3', '7/9'] -> 7/3 / (1/3 - 1/6 * 5/4) / 7/9
[268569] ['1/3', '1/6', '5/4', '7/3', '8/5'] -> 5/4 * (7/3 - 1/3) / 1/6 * 8/5
[268575] ['1/3', '1/6', '5/4', '7/3', '9/7'] -> 7/3 / (1/3 - 1/6 * 5/4) * 9/7
[268587] ['1/3', '1/6', '5/4', '7/4', '9/4'] -> (5/4 + 7/4) / 1/3 / 1/6 / 9/4
[268610] ['1/3', '1/6', '5/4', '7/6', '8/9'] -> (5/4 / 1/3 / 1/6 - 7/6) / 8/9
[268615] ['1/3', '1/6', '5/4', '7/6', '9/8'] -> (5/4 / 1/3 / 1/6 - 7/6) * 9/8
[268619] ['1/3', '1/6', '5/4', '7/8', '8/5'] -> 8/5 / (1/3 * 7/8 / 5/4 - 1/6)
[268626] ['1/3', '1/6', '5/4', '7/8', '9/8'] -> (5/4 / 1/6 + 7/8) / 1/3 - 9/8
[268632] ['1/3', '1/6', '5/4', '7/9', '9/2'] -> (1/3 + 7/9) / 1/6 / 5/4 * 9/2
[268638] ['1/3', '1/6', '5/4', '8/3', '8/5'] -> 8/5 / (1/6 - 1/3 / 5/4 / 8/3)
[268642] ['1/3', '1/6', '5/4', '8/3', '9/4'] -> 8/3 / (1/3 * 5/4 - 1/6) * 9/4
[268643] ['1/3', '1/6', '5/4', '8/3', '9/5'] -> 8/3 / (1/3 - 1/6 / 5/4) * 9/5
[268645] ['1/3', '1/6', '5/4', '8/3', '9/8'] -> 9/8 / ((1/3 - 1/6 * 5/4) / 8/3)
[268650] ['1/3', '1/6', '5/4', '8/5', '9/4'] -> 9/4 / (1/3 * 5/4 / 8/5 - 1/6)
[268651] ['1/3', '1/6', '5/4', '8/5', '9/5'] -> 9/5 / (1/3 / 8/5 - 1/6 / 5/4)
[268672] ['1/3', '1/6', '5/4', '9/4', '9/4'] -> (1/6 + (5/4 + 9/4) / 1/3) * 9/4
[268675] ['1/3', '1/6', '5/4', '9/4', '9/8'] -> (1/3 + (5/4 + 9/4) / 1/6) * 9/8
[268682] ['1/3', '1/6', '5/6', '5/6', '5/6'] -> (5/6 / 1/3 + 5/6) / 1/6 / 5/6
[268685] ['1/3', '1/6', '5/6', '5/6', '5/9'] -> (5/6 / 1/3 + 5/6 / 5/9) / 1/6
[268686] ['1/3', '1/6', '5/6', '5/6', '6/5'] -> (5/6 / 1/3 + 5/6) / 1/6 * 6/5
[268690] ['1/3', '1/6', '5/6', '5/6', '7/4'] -> 5/6 / 5/6 / (1/3 - 1/6 * 7/4)
[268692] ['1/3', '1/6', '5/6', '5/6', '7/6'] -> (5/6 + 7/6) / (5/6 - 1/3) / 1/6
[268696] ['1/3', '1/6', '5/6', '5/6', '8/5'] -> 5/6 / 5/6 / (1/3 / 8/5 - 1/6)
[268700] ['1/3', '1/6', '5/6', '5/6', '9/4'] -> 5/6 / 5/6 / (1/6 * 9/4 - 1/3)
[268704] ['1/3', '1/6', '5/6', '5/7', '5/7'] -> (5/6 / 1/6 + 5/7) / 1/3 / 5/7
[268708] ['1/3', '1/6', '5/6', '5/7', '6/7'] -> 6/7 / (1/6 * (1/3 + 5/7 - 5/6))
[268712] ['1/3', '1/6', '5/6', '5/7', '7/5'] -> (5/6 / 1/6 + 5/7) / 1/3 * 7/5
[268714] ['1/3', '1/6', '5/6', '5/7', '7/8'] -> 5/6 / 1/3 / 1/6 / 5/7 / 7/8
[268716] ['1/3', '1/6', '5/6', '5/7', '8/3'] -> (1/3 + 5/6 / 5/7) / 1/6 * 8/3
[268731] ['1/3', '1/6', '5/6', '5/8', '7/4'] -> (1/3 + 7/4) / (1/6 * 5/6 * 5/8)
[268740] ['1/3', '1/6', '5/6', '5/8', '9/2'] -> 9/2 / (1/6 * (5/6 + 5/8 - 1/3))
[268741] ['1/3', '1/6', '5/6', '5/8', '9/4'] -> (5/6 + 5/8) / 1/3 / 1/6 - 9/4
[268754] ['1/3', '1/6', '5/6', '5/9', '7/9'] -> (1/3 + 7/9) / 1/6 / (5/6 - 5/9)
[268761] ['1/3', '1/6', '5/6', '5/9', '9/5'] -> (5/6 / 1/6 - 5/9) / 1/3 * 9/5
[268763] ['1/3', '1/6', '5/6', '5/9', '9/8'] -> 5/6 / 1/3 / 1/6 / 5/9 / 9/8
[268774] ['1/3', '1/6', '5/6', '6/5', '8/5'] -> 8/5 / 1/3 / (6/5 - 1/6 - 5/6)
[268783] ['1/3', '1/6', '5/6', '6/7', '7/2'] -> 1/3 / (6/7 - 5/6) / 1/6 / 7/2
[268784] ['1/3', '1/6', '5/6', '6/7', '7/3'] -> 6/7 / (5/6 - 1/3) / 1/6 * 7/3
[268799] ['1/3', '1/6', '5/6', '7/2', '7/2'] -> 1/3 + 7/2 / 1/6 - 5/6 + 7/2
[268800] ['1/3', '1/6', '5/6', '7/2', '7/3'] -> (5/6 + 7/2) / 1/6 + 1/3 - 7/3
[268801] ['1/3', '1/6', '5/6', '7/2', '7/4'] -> 7/2 / (5/6 - 1/3) / 1/6 / 7/4
[268805] ['1/3', '1/6', '5/6', '7/2', '7/9'] -> (1/3 + 5/6 / 1/6) * 7/2 / 7/9
[268806] ['1/3', '1/6', '5/6', '7/2', '8/3'] -> 8/3 / (1/6 * (7/2 - 5/6) - 1/3)
[268808] ['1/3', '1/6', '5/6', '7/2', '8/7'] -> 8/7 / (1/3 - (1/6 + 5/6) / 7/2)
[268811] ['1/3', '1/6', '5/6', '7/2', '9/4'] -> 7/2 / (1/3 - 1/6 / 5/6) - 9/4
[268813] ['1/3', '1/6', '5/6', '7/2', '9/7'] -> (1/3 + 5/6 / 1/6) * 7/2 * 9/7
[268820] ['1/3', '1/6', '5/6', '7/3', '7/9'] -> ((5/6 + 7/3) / 1/6 - 1/3) / 7/9
[268824] ['1/3', '1/6', '5/6', '7/3', '8/9'] -> (7/3 - 5/6) / 1/3 / 1/6 * 8/9
[268827] ['1/3', '1/6', '5/6', '7/3', '9/5'] -> (1/3 + 7/3) / (1/6 / 5/6) * 9/5
[268828] ['1/3', '1/6', '5/6', '7/3', '9/7'] -> ((5/6 + 7/3) / 1/6 - 1/3) * 9/7
[268833] ['1/3', '1/6', '5/6', '7/4', '7/8'] -> 7/4 / (5/6 - 1/3) / 1/6 / 7/8
[268836] ['1/3', '1/6', '5/6', '7/4', '8/5'] -> (1/3 + 7/4) / 1/6 / 5/6 * 8/5
[268839] ['1/3', '1/6', '5/6', '7/4', '9/2'] -> 9/2 / (1/6 * (5/6 * 7/4 - 1/3))
[268840] ['1/3', '1/6', '5/6', '7/4', '9/4'] -> 5/6 * 7/4 / 1/3 / 1/6 - 9/4
[268841] ['1/3', '1/6', '5/6', '7/4', '9/5'] -> (5/6 + (1/3 + 7/4) / 1/6) * 9/5
[268846] ['1/3', '1/6', '5/6', '7/5', '7/8'] -> 5/6 * 7/5 / 1/3 / 1/6 / 7/8
[268848] ['1/3', '1/6', '5/6', '7/5', '8/3'] -> (1/3 + 5/6 * 7/5) / 1/6 * 8/3
[268850] ['1/3', '1/6', '5/6', '7/5', '8/7'] -> 5/6 * 7/5 / 1/3 / 1/6 * 8/7
[268852] ['1/3', '1/6', '5/6', '7/5', '9/2'] -> 5/6 * (7/5 - 1/3) / 1/6 * 9/2
[268864] ['1/3', '1/6', '5/6', '7/6', '9/2'] -> (7/6 - 1/3 * 5/6) / 1/6 * 9/2
[268884] ['1/3', '1/6', '5/6', '7/9', '8/9'] -> 8/9 / 1/3 / (1/6 + 7/9 - 5/6)
[268885] ['1/3', '1/6', '5/6', '7/9', '9/2'] -> (1/6 + 5/6 + 7/9) / 1/3 * 9/2
[268892] ['1/3', '1/6', '5/6', '8/3', '8/7'] -> (5/6 + 8/3) / (1/3 - 1/6) * 8/7
[268897] ['1/3', '1/6', '5/6', '8/3', '9/7'] -> (1/3 + 5/6) * 8/3 / 1/6 * 9/7
[268898] ['1/3', '1/6', '5/6', '8/3', '9/8'] -> (1/3 + (5/6 + 8/3) / 1/6) * 9/8
