[1873325] ['3/8', '5/8', '7/2', '7/4', '7/4'] -> 7/2 / ((7/4 - (5/8 / 3/8)) * /4
[1944495] ['4/5', '6/7', '7/4', '8/7', '9/5'] -> 9/5 / (7/4 / (6/7 + 8/7) - 4/5)
[1944501] ['4/5', '6/7', '7/4', '8/9', '9/5'] -> 9/5 / (7/4 * (4/5 / 8/9 - 6/7))
[1944510] ['4/5', '6/7', '7/4', '9/4', '9/5'] -> 9/5 / (9/4 / 6/7 - 4/5 - 7/4)
[1944511] ['4/5', '6/7', '7/4', '9/4', '9/7'] -> 9/7 / (6/7 * (9/4 - 7/4 / 4/5))
[1944513] ['4/5', '6/7', '7/4', '9/5', '9/5'] -> 9/5 / (6/7 * 7/4 / 4/5 - 9/5)
[1944514] ['4/5', '6/7', '7/4', '9/5', '9/7'] -> 9/7 * 4/5 / (6/7 * (9/5 - 7/4))
[1944524] ['4/5', '6/7', '7/5', '7/5', '8/5'] -> 8/5 / (7/5 / 7/5 - 4/5 / 6/7)
[1944532] ['4/5', '6/7', '7/5', '7/6', '7/6'] -> 4/5 / (7/5 - 7/6 / 6/7) * 7/6
[1944533] ['4/5', '6/7', '7/5', '7/6', '7/8'] -> 7/5 / (((6/7 - 4/5) * /6) * /8
)[1944537] ['4/5', '6/7', '7/5', '7/6', '8/7'] -> 7/5 / ((6/7 - 4/5) * /6) * 8/7
[1944557] ['4/5', '6/7', '7/5', '7/9', '8/5'] -> 8/5 / (4/5 + 6/7 * 7/9 - 7/5)
[1944567] ['4/5', '6/7', '7/5', '8/3', '8/7'] -> 8/7 / (4/5 * (8/3 - 6/7) - 7/5)
[1944595] ['4/5', '6/7', '7/5', '9/2', '9/2'] -> (7/5 / 6/7 + 9/2 - 4/5) * 9/2
[1944613] ['4/5', '6/7', '7/6', '7/6', '8/3'] -> 8/3 / ((7/6 - 6/7 / 4/5) * 7/6)
[1944629] ['4/5', '6/7', '7/6', '7/8', '9/4'] -> 9/4 / (7/8 / 4/5 - 6/7 * 7/6)
[1944633] ['4/5', '6/7', '7/6', '7/9', '7/9'] -> 7/9 / (7/6 - 7/9 / (4/5 * /7)
)[1944634] ['4/5', '6/7', '7/6', '7/9', '8/3'] -> 8/3 / ((6/7 - 4/5) * (7/6 + 7/9))
[1944639] ['4/5', '6/7', '7/6', '7/9', '9/4'] -> 7/6 / ((6/7 - 4/5) * /9) - 9/4
[1944649] ['4/5', '6/7', '7/6', '8/3', '9/5'] -> 8/3 / (6/7 * 7/6 - 4/5) * 9/5
[1944653] ['4/5', '6/7', '7/6', '8/5', '8/7'] -> 8/5 / (4/5 * 7/6 - 6/7) * 8/7
[1944664] ['4/5', '6/7', '7/6', '8/7', '9/5'] -> 9/5 / (6/7 * 7/6 / 8/7 - 4/5)
[1944669] ['4/5', '6/7', '7/6', '8/9', '9/4'] -> 7/6 / (4/5 / 6/7 - 8/9) - 9/4
[1944670] ['4/5', '6/7', '7/6', '8/9', '9/5'] -> 8/9 / ((6/7 - 4/5) * /6) * 9/5
[1944674] ['4/5', '6/7', '7/6', '9/2', '9/4'] -> 9/2 / (6/7 - 4/5 / 7/6) - 9/4
[1944684] ['4/5', '6/7', '7/6', '9/5', '9/8'] -> 9/5 / (((6/7 - 4/5) * /6) * /8
)[1944694] ['4/5', '6/7', '7/8', '7/8', '9/2'] -> (9/2 / (6/7 * (7/8 / 4/5)) - 7/8))
[1944706] ['4/5', '6/7', '7/8', '7/9', '9/5'] -> 7/9 / (4/5 / 6/7 - 7/8) * 9/5
[1944707] ['4/5', '6/7', '7/8', '7/9', '9/7'] -> 9/7 / (7/8 / 7/9 - 6/7 / 4/5)
[1944720] ['4/5', '6/7', '7/8', '8/5', '8/9'] -> 8/5 / ((7/8 - 4/5) * /7) - 8/9
[1944723] ['4/5', '6/7', '7/8', '8/5', '9/5'] -> (4/5 / (7/8 - 6/7) - 8/5) / 9/5
[1944724] ['4/5', '6/7', '7/8', '8/5', '9/7'] -> 9/7 / ((8/5 - 6/7) / 4/5 - 7/8)
[1944749] ['4/5', '6/7', '7/8', '9/5', '9/7'] -> 9/5 / (((4/5 / 6/7) - 7/8) * /7
)[1944751] ['4/5', '6/7', '7/8', '9/7', '9/7'] -> 9/7 / (7/8 * 9/7 - 6/7 / 4/5)
[1944753] ['4/5', '6/7', '7/8', '9/8', '9/8'] -> 9/8 / (7/8 * (9/8 - 6/7 / 4/5))
[1944755] ['4/5', '6/7', '7/9', '7/9', '8/3'] -> (7/9 / (6/7 - 7/9) - 4/5) * 8/3
[1944756] ['4/5', '6/7', '7/9', '7/9', '8/5'] -> 8/5 / (7/9 / 7/9 - 4/5 / 6/7)
[1944791] ['4/5', '6/7', '7/9', '8/9', '9/5'] -> 4/5 / (((7/9 / 6/7) - 8/9) * /5
)[1944794] ['4/5', '6/7', '7/9', '9/2', '9/2'] -> (6/7 * 7/9 / 4/5 + 9/2) * 9/2
[1944795] ['4/5', '6/7', '7/9', '9/2', '9/4'] -> 9/2 / (4/5 / 7/9 - 6/7) - 9/4
[1944810] ['4/5', '6/7', '8/3', '8/3', '8/5'] -> 8/5 / (8/3 / 8/3 - 4/5 / 6/7)
[1944821] ['4/5', '6/7', '8/3', '8/5', '9/2'] -> (4/5 + 8/3 + 8/5 / 6/7) * 9/2
[1944828] ['4/5', '6/7', '8/3', '8/7', '9/2'] -> (6/7 + 8/3 / 4/5 + 8/7) * 9/2
[1944849] ['4/5', '6/7', '8/3', '9/5', '9/7'] -> 9/7 * 8/3 / (9/5 - 4/5 - 6/7)
[1944854] ['4/5', '6/7', '8/5', '8/5', '8/5'] -> 8/5 / (8/5 / 8/5 - 4/5 / 6/7)
[1944860] ['4/5', '6/7', '8/5', '8/5', '9/7'] -> (8/5 + 8/5) / (4/5 - 6/7 / 9/7)
[1944869] ['4/5', '6/7', '8/5', '8/9', '8/9'] -> 8/5 * 8/9 / (6/7 - 4/5) - 8/9
[1944885] ['4/5', '6/7', '8/5', '9/5', '9/7'] -> 9/7 / (9/5 / 8/5 - 6/7 / 4/5)
[1944897] ['4/5', '6/7', '8/7', '8/9', '8/9'] -> 6/7 / (8/7 - 8/9 / 4/5) * 8/9
[1944902] ['4/5', '6/7', '8/7', '8/9', '9/8'] -> 6/7 / ((8/7 - (8/9 / 4/5)) * /8
)[1944915] ['4/5', '6/7', '8/7', '9/7', '9/7'] -> 9/7 / (9/7 / 8/7 - 6/7 / 4/5)
[1944917] ['4/5', '6/7', '8/7', '9/8', '9/8'] -> 9/8 * 8/7 / (9/8 - 6/7 / 4/5)
[1944942] ['4/5', '6/7', '9/2', '9/2', '9/7'] -> 9/7 / ((9/2 - 6/7) / 4/5 - 9/2)
[1944943] ['4/5', '6/7', '9/2', '9/2', '9/8'] -> 9/2 * 9/2 / 4/5 - 9/8 / 6/7
[1944950] ['4/5', '6/7', '9/2', '9/5', '9/8'] -> (9/5 / (6/7 - 4/5) - 9/2) / 9/8
[1944970] ['4/5', '6/7', '9/7', '9/7', '9/7'] -> 6/7 / (9/7 - 9/7 / (4/5 * /7)
)[1944982] ['4/5', '7/2', '7/2', '7/2', '8/5'] -> (7/2 + 7/2) * 7/2 - 4/5 / 8/5
[1945001] ['4/5', '7/2', '7/2', '7/3', '9/4'] -> 7/2 / (4/5 - 7/3 / 7/2) - 9/4
[1945014] ['4/5', '7/2', '7/2', '7/4', '9/2'] -> 7/2 * (7/2 + 7/4) + 9/2 / 4/5
[1945023] ['4/5', '7/2', '7/2', '7/5', '8/3'] -> ((7/2 + 7/2) * 7/5 - 4/5) * 8/3
[1945032] ['4/5', '7/2', '7/2', '7/6', '7/6'] -> (7/2 + 7/2) / (7/6 / 4/5 - 7/6)
[1945036] ['4/5', '7/2', '7/2', '7/6', '8/5'] -> 8/5 / (7/2 / 7/2 - 4/5 * 7/6)
[1945046] ['4/5', '7/2', '7/2', '7/8', '8/3'] -> (7/2 / 4/5 + 7/2) / 7/8 * 8/3
[1945051] ['4/5', '7/2', '7/2', '7/8', '9/4'] -> 9/4 / (7/8 / 4/5 - 7/2 / 7/2)
[1945070] ['4/5', '7/2', '7/2', '8/3', '9/4'] -> 7/2 / (4/5 * 7/2 - 8/3) - 9/4
[1945071] ['4/5', '7/2', '7/2', '8/3', '9/5'] -> 8/3 / (7/2 / 7/2 - 4/5) * 9/5
[1945074] ['4/5', '7/2', '7/2', '8/5', '8/5'] -> 7/2 * (4/5 + 7/2 * 8/5) + 8/5
[1945077] ['4/5', '7/2', '7/2', '8/5', '9/2'] -> (7/2 - 4/5 / 8/5) * (7/2 + 9/2)
[1945086] ['4/5', '7/2', '7/2', '8/7', '9/5'] -> 9/5 / (7/2 / (7/2 * /7) - 4/5)
[1945139] ['4/5', '7/2', '7/3', '7/5', '7/5'] -> 7/5 / ((7/2 - 7/3) / 4/5 - 7/5)
[1945144] ['4/5', '7/2', '7/3', '7/5', '8/5'] -> 8/5 / (4/5 + 7/3 / 7/2 - 7/5)
[1945148] ['4/5', '7/2', '7/3', '7/5', '9/4'] -> 7/2 / (7/3 - 4/5 - 7/5) - 9/4
[1945156] ['4/5', '7/2', '7/3', '7/6', '8/5'] -> 8/5 / (4/5 * 7/2 / 7/6 - 7/3)
[1945170] ['4/5', '7/2', '7/3', '7/8', '9/2'] -> 4/5 * (7/2 + 7/3) / 7/8 * 9/2
[1945197] ['4/5', '7/2', '7/3', '8/5', '9/2'] -> (7/2 + 7/3 - 4/5 / 8/5) * 9/2
[1945204] ['4/5', '7/2', '7/3', '8/7', '9/2'] -> 4/5 * (7/2 + 7/3) * 8/7 * 9/2
[1945212] ['4/5', '7/2', '7/3', '8/9', '9/5'] -> 9/5 / (7/2 - 7/3 / 8/9 - 4/5)
[1945215] ['4/5', '7/2', '7/3', '9/2', '9/2'] -> (7/3 / (4/5 * /2) + 9/2) * 9/2
[1945218] ['4/5', '7/2', '7/3', '9/2', '9/7'] -> 9/7 * 7/3 / (9/2 - 7/2 / 4/5)
[1945224] ['4/5', '7/2', '7/3', '9/5', '9/5'] -> 9/5 / (7/2 / (4/5 * /3) - 9/5)
[1945239] ['4/5', '7/2', '7/4', '7/4', '9/2'] -> 9/2 / (7/4 / 4/5 - 7/2 / 7/4)
[1945249] ['4/5', '7/2', '7/4', '7/5', '8/5'] -> (4/5 + 8/5) * 7/2 / (7/4 - 7/5)
[1945261] ['4/5', '7/2', '7/4', '7/6', '8/5'] -> 7/2 / (4/5 * 7/4 - 7/6) * 8/5
[1945265] ['4/5', '7/2', '7/4', '7/6', '9/4'] -> 7/2 / (4/5 - 7/6 / 7/4) - 9/4
[1945271] ['4/5', '7/2', '7/4', '7/8', '8/3'] -> 7/2 / ((7/8 - 4/5) * /4) - 8/3
[1945275] ['4/5', '7/2', '7/4', '7/8', '9/2'] -> 7/2 / (7/4 - 7/8 / 4/5) * 9/2
[1945277] ['4/5', '7/2', '7/4', '7/8', '9/5'] -> 9/5 / (7/2 - 4/5 - 7/4 - 7/8)
[1945291] ['4/5', '7/2', '7/4', '8/3', '8/5'] -> 8/5 / (7/4 * (4/5 - 8/3 / 7/2))
[1945294] ['4/5', '7/2', '7/4', '8/3', '9/2'] -> (7/2 / 7/4 + 8/3 / 4/5) * 9/2
[1945305] ['4/5', '7/2', '7/4', '8/5', '9/7'] -> 9/7 * 7/2 * 4/5 / (7/4 - 8/5)
[1945326] ['4/5', '7/2', '7/4', '9/4', '9/5'] -> 9/5 / (7/2 / (7/4 + 9/4) - 4/5)
[1945337] ['4/5', '7/2', '7/5', '7/5', '7/8'] -> (7/5 / 7/2 + 7/5) / (7/8 - 4/5)
[1945339] ['4/5', '7/2', '7/5', '7/5', '8/3'] -> (7/2 * (7/5 + 7/5) - 4/5) * 8/3
[1945352] ['4/5', '7/2', '7/5', '7/6', '8/5'] -> 8/5 / (4/5 - (7/5 + 7/6) / 7/2)
[1945385] ['4/5', '7/2', '7/5', '8/3', '9/2'] -> 4/5 * 7/2 * 8/3 / 7/5 * 9/2
[1945412] ['4/5', '7/2', '7/5', '9/2', '9/4'] -> 7/2 * 9/2 / (7/5 - 4/5) - 9/4
[1945413] ['4/5', '7/2', '7/5', '9/2', '9/5'] -> (7/2 + 9/2) / (7/5 - 4/5) * 9/5
[1945430] ['4/5', '7/2', '7/6', '7/6', '8/5'] -> 7/2 * 8/5 / (7/6 - 4/5 * 7/6)
[1945441] ['4/5', '7/2', '7/6', '7/8', '8/5'] -> 7/2 / ((7/6 - 7/8) * /5) * 8/5
[1945451] ['4/5', '7/2', '7/6', '7/9', '8/5'] -> 7/6 / ((4/5 - 7/9) * /2) * 8/5
[1945455] ['4/5', '7/2', '7/6', '7/9', '9/4'] -> 7/2 / (4/5 - 7/9 / 7/6) - 9/4
[1945465] ['4/5', '7/2', '7/6', '8/3', '9/5'] -> 9/5 / ((7/2 - 7/6) / 8/3 - 4/5)
[1945468] ['4/5', '7/2', '7/6', '8/5', '8/5'] -> 8/5 / (4/5 + 7/6 + 8/5 - 7/2)
[1945471] ['4/5', '7/2', '7/6', '8/5', '9/2'] -> (4/5 * (7/2 + 7/6) + 8/5) * 9/2
[1945490] ['4/5', '7/2', '7/6', '9/2', '9/4'] -> (7/2 + 7/6) * 9/2 / 4/5 - 9/4
[1945495] ['4/5', '7/2', '7/6', '9/4', '9/5'] -> 9/5 / (7/2 - 7/6 * 9/4 - 4/5)
[1945529] ['4/5', '7/2', '7/8', '8/3', '9/2'] -> 4/5 * (7/2 / 7/8 + 8/3) * 9/2
[1945530] ['4/5', '7/2', '7/8', '8/3', '9/4'] -> 7/8 / (7/2 - 4/5 - 8/3) - 9/4
[1945531] ['4/5', '7/2', '7/8', '8/3', '9/5'] -> 7/2 * 8/3 / 4/5 / 7/8 * 9/5
[1945556] ['4/5', '7/2', '7/8', '9/2', '9/4'] -> 9/4 / (7/2 + 7/8 / 4/5 - 9/2)
[1945581] ['4/5', '7/2', '7/9', '8/3', '8/5'] -> 7/2 * 8/3 / 4/5 / 7/9 * 8/5
[1945625] ['4/5', '7/2', '8/3', '8/3', '8/3'] -> (7/2 * 8/3 / 4/5 - 8/3) * 8/3
[1945626] ['4/5', '7/2', '8/3', '8/3', '8/5'] -> (7/2 * 8/3 + 8/3) / 4/5 * 8/5
[1945627] ['4/5', '7/2', '8/3', '8/3', '8/7'] -> (8/3 / 4/5 + 8/3) * 7/2 * 8/7
[1945629] ['4/5', '7/2', '8/3', '8/3', '9/2'] -> (7/2 * 8/3 - 8/3) * 4/5 * 9/2
[1945631] ['4/5', '7/2', '8/3', '8/3', '9/5'] -> (8/3 + 8/3) * (7/2 + 9/5 - 4/5)
[1945634] ['4/5', '7/2', '8/3', '8/5', '8/5'] -> 7/2 * 8/3 * (4/5 + 8/5) + 8/5
[1945637] ['4/5', '7/2', '8/3', '8/5', '9/2'] -> (7/2 * 8/3 - 4/5) / 8/5 * 9/2
[1945644] ['4/5', '7/2', '8/3', '8/7', '9/2'] -> 4/5 * (8/3 + 7/2 * 8/7) * 9/2
[1945645] ['4/5', '7/2', '8/3', '8/7', '9/4'] -> 4/5 * 7/2 * (8/3 + 8/7) * 9/4
[1945646] ['4/5', '7/2', '8/3', '8/7', '9/5'] -> 7/2 * 8/3 * 8/7 / 4/5 * 9/5
[1945650] ['4/5', '7/2', '8/3', '8/9', '9/2'] -> 8/9 / (7/2 - 8/3 / 4/5) * 9/2
[1945660] ['4/5', '7/2', '8/3', '9/4', '9/4'] -> 7/2 * 8/3 * 9/4 / 4/5 - 9/4
[1945661] ['4/5', '7/2', '8/3', '9/4', '9/5'] -> 9/5 / ((7/2 - 4/5 - 8/3) * 9/4)
[1945673] ['4/5', '7/2', '8/5', '8/5', '9/2'] -> 9/2 / (7/2 / 8/5 - 8/5 / 4/5)
[1945686] ['4/5', '7/2', '8/5', '8/9', '9/2'] -> (4/5 + (7/2 + 8/5) * 8/9) * 9/2
[1945691] ['4/5', '7/2', '8/5', '9/2', '9/2'] -> 9/2 / (7/2 - (4/5 + 9/2) / 8/5)
[1945721] ['4/5', '7/2', '8/7', '9/2', '9/5'] -> 9/5 / ((9/2 - 7/2) / 8/7 - 4/5)
[1945742] ['4/5', '7/2', '8/9', '9/2', '9/5'] -> 9/5 / (7/2 / (8/9 * /2) - 4/5)
[1945807] ['4/5', '7/3', '7/3', '7/4', '7/6'] -> (7/3 + 7/6) / (7/3 - 7/4 / 4/5)
[1945836] ['4/5', '7/3', '7/3', '7/6', '8/5'] -> 8/5 / (7/3 / 7/3 - 4/5 * 7/6)
[1945851] ['4/5', '7/3', '7/3', '7/8', '9/4'] -> 9/4 / (7/8 / 4/5 - 7/3 / 7/3)
[1945855] ['4/5', '7/3', '7/3', '7/9', '7/9'] -> (7/3 + 7/3) / (7/9 / 4/5 - 7/9)
[1945857] ['4/5', '7/3', '7/3', '7/9', '8/5'] -> 8/5 / (4/5 * 7/3 / 7/9 - 7/3)
[1945866] ['4/5', '7/3', '7/3', '8/3', '8/5'] -> 8/5 / (4/5 / (8/3 - 7/3) - 7/3)
[1945871] ['4/5', '7/3', '7/3', '8/3', '9/5'] -> 8/3 / (7/3 / 7/3 - 4/5) * 9/5
[1945877] ['4/5', '7/3', '7/3', '8/5', '9/2'] -> (4/5 * (7/3 + 7/3) + 8/5) * 9/2
[1945879] ['4/5', '7/3', '7/3', '8/5', '9/5'] -> 9/5 / (7/3 - 7/3 / 8/5 - 4/5)
[1945886] ['4/5', '7/3', '7/3', '8/7', '9/5'] -> 9/5 / (7/3 / (7/3 * /7) - 4/5)
[1945896] ['4/5', '7/3', '7/3', '9/2', '9/4'] -> (7/3 + 7/3) * 9/2 / 4/5 - 9/4
[1945910] ['4/5', '7/3', '7/4', '7/4', '7/4'] -> (7/4 + 7/4) / (7/3 - 7/4 / 4/5)
[1945919] ['4/5', '7/3', '7/4', '7/4', '9/2'] -> 7/3 * 9/2 / (7/4 / 4/5 - 7/4)
[1945925] ['4/5', '7/3', '7/4', '7/5', '7/6'] -> 7/5 / ((4/5 - (7/4 / 7/3)) * /6
)[1945929] ['4/5', '7/3', '7/4', '7/5', '8/5'] -> 8/5 / (4/5 * (7/4 - 7/3 / 7/5))
[1945932] ['4/5', '7/3', '7/4', '7/5', '9/2'] -> 4/5 * 7/3 / (7/4 - 7/5) * 9/2
[1945944] ['4/5', '7/3', '7/4', '7/6', '9/2'] -> 9/2 / (7/4 / 4/5 - 7/3 / 7/6)
[1945946] ['4/5', '7/3', '7/4', '7/6', '9/5'] -> 9/5 / (7/4 * 7/6 / 7/3 - 4/5)
[1945949] ['4/5', '7/3', '7/4', '7/8', '7/8'] -> (7/4 / (7/8 - 4/5) - 7/3) / 7/8
[1945953] ['4/5', '7/3', '7/4', '7/8', '8/7'] -> (7/4 / (7/8 - 4/5) - 7/3) * 8/7
[1945955] ['4/5', '7/3', '7/4', '7/8', '9/2'] -> (7/3 / 4/5 + 7/4) / 7/8 * 9/2
[1945962] ['4/5', '7/3', '7/4', '7/9', '8/5'] -> 8/5 / (4/5 * (7/3 - 7/4 / 7/9))
[1945965] ['4/5', '7/3', '7/4', '7/9', '9/2'] -> 7/9 / (7/3 - 7/4 / 4/5) * 9/2
[1945976] ['4/5', '7/3', '7/4', '8/3', '9/5'] -> 9/5 / (7/4 - 7/3 / 8/3 - 4/5)
[1945979] ['4/5', '7/3', '7/4', '8/5', '8/5'] -> 8/5 / (7/3 / (4/5 * /4) - 8/5)
[1945982] ['4/5', '7/3', '7/4', '8/5', '9/2'] -> (4/5 * 7/4 + 7/3 + 8/5) * 9/2
[1945983] ['4/5', '7/3', '7/4', '8/5', '9/4'] -> 7/4 / (4/5 + 8/5 - 7/3) - 9/4
[1945989] ['4/5', '7/3', '7/4', '8/7', '9/2'] -> (7/3 / 4/5 + 7/4) * 8/7 * 9/2
[1945997] ['4/5', '7/3', '7/4', '8/9', '9/5'] -> 9/5 / (7/3 / 8/9 - 4/5 - 7/4)
[1946003] ['4/5', '7/3', '7/4', '9/2', '9/7'] -> 9/2 / ((7/3 - (7/4 / 4/5)) * /7
)[1946005] ['4/5', '7/3', '7/4', '9/4', '9/4'] -> 7/4 / ((7/3 - 9/4) * /5) - 9/4
[1946020] ['4/5', '7/3', '7/5', '7/5', '8/5'] -> 8/5 / (7/5 - 4/5 * 7/3 / 7/5)
[1946025] ['4/5', '7/3', '7/5', '7/5', '9/5'] -> (7/5 + 9/5) / (7/3 - 4/5 - 7/5)
[1946043] ['4/5', '7/3', '7/5', '7/8', '8/5'] -> 8/5 / (4/5 + 7/5 / 7/8 - 7/3)
[1946046] ['4/5', '7/3', '7/5', '7/8', '9/2'] -> (7/3 + 7/5) / 4/5 / 7/8 * 9/2
[1946048] ['4/5', '7/3', '7/5', '7/8', '9/5'] -> 7/3 / (4/5 - 7/8 / 7/5) * 9/5
[1946053] ['4/5', '7/3', '7/5', '7/9', '8/5'] -> 8/5 / (4/5 * 7/3 - 7/5 / 7/9)
[1946055] ['4/5', '7/3', '7/5', '7/9', '8/9'] -> 7/5 / ((4/5 - 7/9) * /3) * 8/9
[1946060] ['4/5', '7/3', '7/5', '7/9', '9/8'] -> 7/5 / (((4/5 - 7/9) * /3) * /8
)[1946062] ['4/5', '7/3', '7/5', '8/3', '8/5'] -> 8/5 / (8/3 / 4/5 - 7/3 * 7/5)
[1946063] ['4/5', '7/3', '7/5', '8/3', '8/7'] -> 8/7 / (8/3 / (4/5 * /5) - 7/3)
[1946067] ['4/5', '7/3', '7/5', '8/3', '9/5'] -> 8/3 / (4/5 - 7/5 / 7/3) * 9/5
[1946068] ['4/5', '7/3', '7/5', '8/3', '9/7'] -> 9/7 * 7/5 / (7/3 / 8/3 - 4/5)
[1946070] ['4/5', '7/3', '7/5', '8/5', '8/5'] -> 8/5 / (4/5 * (7/5 + 8/5) - 7/3)
[1946071] ['4/5', '7/3', '7/5', '8/5', '8/7'] -> 7/5 / (4/5 + 8/5 - 7/3) * 8/7
[1946080] ['4/5', '7/3', '7/5', '8/7', '9/2'] -> (7/3 + 7/5) * 8/7 / 4/5 * 9/2
[1946106] ['4/5', '7/3', '7/6', '7/6', '7/6'] -> 7/3 / (7/6 / 4/5 - 7/6 * 7/6)
[1946120] ['4/5', '7/3', '7/6', '7/8', '8/3'] -> 7/3 / ((7/8 - 4/5) * /6) - 8/3
[1946131] ['4/5', '7/3', '7/6', '7/9', '8/5'] -> 7/3 / (4/5 * 7/6 - 7/9) * 8/5
[1946143] ['4/5', '7/3', '7/6', '8/3', '9/2'] -> (7/3 / 7/6 + 8/3 / 4/5) * 9/2
[1946149] ['4/5', '7/3', '7/6', '8/5', '8/7'] -> 8/7 / (7/3 - 4/5 / 7/6 - 8/5)
[1946160] ['4/5', '7/3', '7/6', '8/7', '9/5'] -> 9/5 / (7/3 / 8/7 - 4/5 - 7/6)
[1946191] ['4/5', '7/3', '7/8', '7/8', '9/4'] -> 7/3 * 9/4 / (7/8 / 4/5 - 7/8)
[1946192] ['4/5', '7/3', '7/8', '7/8', '9/5'] -> 7/3 * 9/5 / (7/8 - 4/5 * 7/8)
[1946201] ['4/5', '7/3', '7/8', '7/9', '9/4'] -> 7/3 / (7/9 / 7/8 - 4/5) - 9/4
[1946215] ['4/5', '7/3', '7/8', '8/5', '8/7'] -> 8/7 / (7/3 - 8/5 / (4/5 * /8)
)[1946245] ['4/5', '7/3', '7/8', '9/5', '9/7'] -> 9/7 * 7/3 / (9/5 - 4/5 - 7/8)
[1946260] ['4/5', '7/3', '7/9', '8/3', '8/3'] -> 8/3 / ((4/5 - 7/9) * (7/3 + 8/3))
[1946275] ['4/5', '7/3', '7/9', '8/5', '9/7'] -> 8/5 / (((4/5 - 7/9) * /3) * /7
)[1946280] ['4/5', '7/3', '7/9', '8/7', '9/4'] -> 7/3 / (7/9 * 8/7 - 4/5) - 9/4
[1946286] ['4/5', '7/3', '7/9', '8/9', '9/4'] -> 7/3 / ((8/9 - 7/9) * /5) - 9/4
[1946311] ['4/5', '7/3', '8/3', '8/3', '9/5'] -> 8/3 * 9/5 / (7/3 - 4/5 * 8/3)
[1946319] ['4/5', '7/3', '8/3', '8/5', '9/5'] -> 9/5 / (4/5 + 7/3 / 8/3 - 8/5)
[1946321] ['4/5', '7/3', '8/3', '8/5', '9/8'] -> 9/8 * 8/5 / (7/3 / 8/3 - 4/5)
[1946324] ['4/5', '7/3', '8/3', '8/7', '9/2'] -> 9/2 / (4/5 - 7/3 / (8/3 + 8/7))
[1946326] ['4/5', '7/3', '8/3', '8/7', '9/5'] -> 9/5 / ((4/5 + 7/3) / 8/7 - 8/3)
[1946339] ['4/5', '7/3', '8/3', '9/2', '9/8'] -> (7/3 / 4/5 + 8/3) * 9/2 - 9/8
[1946344] ['4/5', '7/3', '8/3', '9/5', '9/5'] -> 8/3 * (4/5 + 7/3 * 9/5) * 9/5
[1946345] ['4/5', '7/3', '8/3', '9/5', '9/7'] -> 9/7 * 7/3 / (4/5 - 9/5 / 8/3)
[1946350] ['4/5', '7/3', '8/5', '8/5', '8/5'] -> 8/5 / (8/5 + 8/5 - 4/5 - 7/3)
[1946358] ['4/5', '7/3', '8/5', '8/7', '8/7'] -> 8/7 / (7/3 - 8/5 * 8/7 / 4/5)
[1946367] ['4/5', '7/3', '8/5', '8/9', '9/4'] -> 7/3 / (4/5 + 8/9 - 8/5) - 9/4
[1946368] ['4/5', '7/3', '8/5', '8/9', '9/5'] -> 8/9 / (4/5 + 8/5 - 7/3) * 9/5
[1946376] ['4/5', '7/3', '8/5', '9/4', '9/4'] -> 7/3 / (4/5 - 8/5 / 9/4) - 9/4
[1946382] ['4/5', '7/3', '8/5', '9/5', '9/8'] -> 9/5 / (((4/5 + 8/5) - 7/3) * /8
)[1946416] ['4/5', '7/3', '8/9', '8/9', '9/4'] -> (8/9 / 4/5 + 8/9) / (7/3 - 9/4)
[1946426] ['4/5', '7/3', '8/9', '9/4', '9/5'] -> 8/9 / ((7/3 - 9/4) * /5) * 9/5
[1946434] ['4/5', '7/3', '8/9', '9/8', '9/8'] -> 7/3 / (8/9 - 4/5) - 9/8 - 9/8
[1946435] ['4/5', '7/3', '9/2', '9/2', '9/2'] -> (9/2 + 9/2 - 7/3) * 4/5 * 9/2
[1946436] ['4/5', '7/3', '9/2', '9/2', '9/4'] -> 7/3 * (9/2 + 9/2) / 4/5 - 9/4
[1946441] ['4/5', '7/3', '9/2', '9/4', '9/5'] -> 4/5 * 9/2 / (7/3 - 9/4) / 9/5
[1946444] ['4/5', '7/3', '9/2', '9/5', '9/5'] -> 9/2 * (4/5 + 7/3 + 9/5) + 9/5
[1946462] ['4/5', '7/3', '9/5', '9/5', '9/8'] -> 9/5 / (((4/5 * 7/3) - 9/5) * /8
)[1946486] ['4/5', '7/4', '7/4', '7/5', '7/8'] -> (7/4 + 7/5) / 7/4 / (7/8 - 4/5)
[1946501] ['4/5', '7/4', '7/4', '7/6', '8/5'] -> 8/5 / (7/4 / 7/4 - 4/5 * 7/6)
[1946506] ['4/5', '7/4', '7/4', '7/6', '9/5'] -> 4/5 * 7/4 / 7/6 / (9/5 - 7/4)
[1946515] ['4/5', '7/4', '7/4', '7/8', '9/2'] -> 9/2 / (7/4 / 4/5 - 7/4 / 7/8)
[1946516] ['4/5', '7/4', '7/4', '7/8', '9/4'] -> 9/4 / (7/8 / 4/5 - 7/4 / 7/4)
[1946531] ['4/5', '7/4', '7/4', '8/3', '8/5'] -> 7/4 * 8/5 / (8/3 - 4/5 - 7/4)
[1946536] ['4/5', '7/4', '7/4', '8/3', '9/5'] -> 8/3 / (7/4 / 7/4 - 4/5) * 9/5
[1946539] ['4/5', '7/4', '7/4', '8/5', '8/5'] -> (4/5 + 7/4 * 8/5) / (7/4 - 8/5)
