[1538167] ['2/7', '6/7', '6/7', '6/7', '8/3'] -> (6/7 + 6/7 + 6/7) * 8/3 / 2/7
[1611781] ['2/9', '6/5', '7/9', '8/7', '8/7'] -> 8/7 / (2/9 + 7/9 - 8/7 / 6/5)
[1611791] ['2/9', '6/5', '7/9', '8/9', '9/5'] -> 9/5 / (6/5 - (2/9 + 7/9) / 8/9)
[1611794] ['2/9', '6/5', '7/9', '9/2', '9/2'] -> ((2/9 + 7/9) / 6/5 + 9/2) * 9/2
[1611813] ['2/9', '6/5', '8/3', '8/3', '9/2'] -> (8/3 / 6/5 - 2/9) * 8/3 * 9/2
[1611822] ['2/9', '6/5', '8/3', '8/5', '9/4'] -> (8/3 / 2/9 - 8/5 / 6/5) * 9/4
[1611823] ['2/9', '6/5', '8/3', '8/5', '9/5'] -> (8/3 / 2/9 + 8/5 / 6/5) * 9/5
[1611841] ['2/9', '6/5', '8/3', '9/2', '9/5'] -> 8/3 / (6/5 - 2/9 * 9/2) * 9/5
[1611848] ['2/9', '6/5', '8/3', '9/5', '9/5'] -> 9/5 / (8/3 / (2/9 + 6/5) - 9/5)
[1611850] ['2/9', '6/5', '8/3', '9/5', '9/8'] -> (6/5 + 8/3 * 9/5) / 2/9 / 9/8
[1611859] ['2/9', '6/5', '8/5', '8/5', '9/5'] -> (8/5 + 8/5) / 2/9 / (9/5 - 6/5)
[1611875] ['2/9', '6/5', '8/5', '9/2', '9/2'] -> 9/2 / 2/9 - 6/5 / 8/5 + 9/2
[1611886] ['2/9', '6/5', '8/5', '9/5', '9/8'] -> 6/5 / (((9/5 - 8/5) * /9) * /8
)[1611918] ['2/9', '6/5', '8/9', '8/9', '8/9'] -> 8/9 / ((2/9 + 8/9) / 6/5 - 8/9)
[1611921] ['2/9', '6/5', '8/9', '8/9', '9/5'] -> (8/9 + 8/9) / 2/9 * (6/5 + 9/5)
[1611926] ['2/9', '6/5', '8/9', '9/2', '9/5'] -> 9/5 / (6/5 - 2/9 * 9/2 / 8/9)
[1611950] ['2/9', '6/5', '9/2', '9/5', '9/8'] -> (9/2 + 9/5 / 6/5) / 2/9 / 9/8
[1611955] ['2/9', '6/5', '9/4', '9/4', '9/5'] -> 9/5 / (6/5 - 2/9 * 9/4 * 9/4)
[1611975] ['2/9', '6/7', '6/7', '6/7', '7/2'] -> ((6/7 + 6/7) / 2/9 - 6/7) * 7/2
[1611982] ['2/9', '6/7', '6/7', '6/7', '8/3'] -> (6/7 + 6/7) * 8/3 / 2/9 / 6/7
[1611991] ['2/9', '6/7', '6/7', '7/2', '7/2'] -> (6/7 / 2/9 + 6/7 * 7/2) * 7/2
[1611998] ['2/9', '6/7', '6/7', '7/2', '8/3'] -> 8/3 / (2/9 * (6/7 + 7/2) - 6/7)
[1612001] ['2/9', '6/7', '6/7', '7/2', '8/9'] -> (6/7 + 6/7) * 7/2 / 2/9 * 8/9
[1612014] ['2/9', '6/7', '6/7', '7/3', '8/5'] -> (6/7 / 6/7 + 7/3) / 2/9 * 8/5
[1612017] ['2/9', '6/7', '6/7', '7/3', '9/2'] -> (6/7 / 2/9 + 7/3 - 6/7) * 9/2
[1612052] ['2/9', '6/7', '6/7', '7/6', '8/3'] -> (6/7 + 6/7) * 7/6 / 2/9 * 8/3
[1612055] ['2/9', '6/7', '6/7', '7/6', '8/9'] -> (8/9 / (2/9 * 7/6) - (6/7 / 6/7)))
[1612068] ['2/9', '6/7', '6/7', '7/8', '9/4'] -> 2/9 * 6/7 / (7/8 - 6/7) * 9/4
[1612073] ['2/9', '6/7', '6/7', '7/9', '8/3'] -> 8/3 / (2/9 * 6/7 + 7/9 - 6/7)
[1612089] ['2/9', '6/7', '6/7', '8/3', '9/7'] -> 6/7 * 8/3 / 2/9 / (9/7 - 6/7)
[1612116] ['2/9', '6/7', '6/7', '9/2', '9/8'] -> 6/7 / ((2/9 - (6/7 / 9/2)) * /8
)[1612129] ['2/9', '6/7', '7/2', '7/2', '7/4'] -> (6/7 / 2/9 + 7/2) * 7/2 - 7/4
[1612134] ['2/9', '6/7', '7/2', '7/2', '8/3'] -> (8/3 / (2/9 * 7/2) - (6/7 * 7/2)))
[1612137] ['2/9', '6/7', '7/2', '7/2', '8/9'] -> 6/7 * (7/2 + 7/2) / 2/9 * 8/9
[1612142] ['2/9', '6/7', '7/2', '7/2', '9/8'] -> 6/7 * (7/2 + 7/2) / 2/9 / 9/8
[1612146] ['2/9', '6/7', '7/2', '7/3', '7/6'] -> (7/2 + 7/3 / 6/7) / 2/9 / 7/6
[1612153] ['2/9', '6/7', '7/2', '7/3', '9/2'] -> 7/2 * (6/7 / 2/9 - 7/3) * 9/2
[1612163] ['2/9', '6/7', '7/2', '7/4', '8/3'] -> (7/2 - 6/7 * 7/4) / 2/9 * 8/3
[1612164] ['2/9', '6/7', '7/2', '7/4', '8/5'] -> 6/7 * (7/2 / 2/9 + 7/4) * 8/5
[1612168] ['2/9', '6/7', '7/2', '7/4', '9/4'] -> (7/2 / 6/7 + 7/4) / 2/9 - 9/4
[1612176] ['2/9', '6/7', '7/2', '7/5', '8/3'] -> 8/3 / ((6/7 - 2/9 * 7/2) * 7/5)
[1612188] ['2/9', '6/7', '7/2', '7/6', '8/3'] -> 6/7 * (7/2 - 7/6) / 2/9 * 8/3
[1612197] ['2/9', '6/7', '7/2', '7/8', '7/8'] -> 7/2 / (((2/9 * /7) * /8) * /8
)[1612200] ['2/9', '6/7', '7/2', '7/8', '8/5'] -> (7/2 / 2/9 - 6/7 * 7/8) * 8/5
[1612201] ['2/9', '6/7', '7/2', '7/8', '8/7'] -> 7/2 / (2/9 * /7 * /8) * 8/7
[1612206] ['2/9', '6/7', '7/2', '7/8', '9/7'] -> 6/7 / (((7/8 / 7/2) - 2/9) * /7
)[1612219] ['2/9', '6/7', '7/2', '8/3', '8/5'] -> (6/7 * 7/2 + 8/3 / 2/9) * 8/5
[1612223] ['2/9', '6/7', '7/2', '8/3', '9/4'] -> (7/2 * 8/3 / 6/7 - 2/9) * 9/4
[1612242] ['2/9', '6/7', '7/2', '8/9', '8/9'] -> 6/7 / (8/9 / 7/2 - 2/9) * 8/9
[1612243] ['2/9', '6/7', '7/2', '8/9', '9/2'] -> 7/2 * (6/7 + 8/9 - 2/9) * 9/2
[1612247] ['2/9', '6/7', '7/2', '8/9', '9/8'] -> 6/7 / (((8/9 / 7/2) - 2/9) * /8
)[1612251] ['2/9', '6/7', '7/2', '9/2', '9/7'] -> 6/7 * (7/2 + 9/2) / 2/9 / 9/7
[1612261] ['2/9', '6/7', '7/2', '9/7', '9/8'] -> (7/2 + 9/7) / 2/9 / 6/7 - 9/8
[1612265] ['2/9', '6/7', '7/3', '7/3', '7/5'] -> (7/3 + 7/3 - 6/7) / 2/9 * 7/5
[1612267] ['2/9', '6/7', '7/3', '7/3', '7/8'] -> 6/7 * 7/3 * 7/3 / 2/9 / 7/8
[1612269] ['2/9', '6/7', '7/3', '7/3', '8/3'] -> 8/3 / (7/3 - 6/7 * 7/3 - 2/9)
[1612273] ['2/9', '6/7', '7/3', '7/3', '9/2'] -> (6/7 * 7/3 + 7/3) / 2/9 + 9/2
[1612276] ['2/9', '6/7', '7/3', '7/3', '9/7'] -> (7/3 + 7/3) * (6/7 / 2/9 + 9/7)
[1612282] ['2/9', '6/7', '7/3', '7/4', '7/9'] -> 7/9 / (7/3 - (2/9 + 7/4) / 6/7)
[1612291] ['2/9', '6/7', '7/3', '7/4', '9/8'] -> (6/7 + 7/3) * 7/4 / 2/9 - 9/8
[1612309] ['2/9', '6/7', '7/3', '7/6', '8/5'] -> (7/3 + 6/7 * 7/6) / 2/9 * 8/5
[1612323] ['2/9', '6/7', '7/3', '7/8', '9/2'] -> 2/9 / ((7/8 - 6/7) * /3) * 9/2
[1612333] ['2/9', '6/7', '7/3', '7/9', '9/2'] -> (7/3 + 6/7 * 7/9 / 2/9) * 9/2
[1612338] ['2/9', '6/7', '7/3', '8/3', '8/3'] -> (6/7 + 8/3 / 7/3) / 2/9 * 8/3
[1612340] ['2/9', '6/7', '7/3', '8/3', '8/7'] -> (6/7 * 7/3 + 8/3) / 2/9 * 8/7
[1612343] ['2/9', '6/7', '7/3', '8/3', '9/4'] -> (7/3 + 8/3) / 2/9 / 6/7 - 9/4
[1612355] ['2/9', '6/7', '7/3', '8/7', '8/7'] -> (6/7 + 8/7) * 7/3 / 2/9 * 8/7
[1612357] ['2/9', '6/7', '7/3', '8/7', '9/2'] -> (6/7 + 7/3 + 8/7) / 2/9 + 9/2
[1612368] ['2/9', '6/7', '7/3', '9/2', '9/2'] -> 7/3 * (6/7 / 2/9 + 9/2) + 9/2
[1612387] ['2/9', '6/7', '7/4', '7/4', '7/9'] -> 7/9 / ((7/4 - 2/9) / 6/7 - 7/4)
[1612402] ['2/9', '6/7', '7/4', '7/5', '8/5'] -> 8/5 / (2/9 * 6/7 * (7/4 - 7/5))
[1612436] ['2/9', '6/7', '7/4', '7/9', '8/7'] -> 8/7 / (2/9 / 7/4 + 7/9 - 6/7)
[1612474] ['2/9', '6/7', '7/4', '9/2', '9/4'] -> 6/7 * 7/4 + 9/2 / 2/9 + 9/4
[1612477] ['2/9', '6/7', '7/4', '9/2', '9/8'] -> (6/7 * 7/4 + 9/2) / 2/9 / 9/8
[1612492] ['2/9', '6/7', '7/5', '7/5', '8/3'] -> 8/3 / ((2/9 + 6/7) * 7/5 - 7/5)
[1612582] ['2/9', '6/7', '7/6', '7/6', '8/3'] -> 6/7 * (7/6 + 7/6) / 2/9 * 8/3
[1612585] ['2/9', '6/7', '7/6', '7/6', '8/9'] -> (8/9 / (2/9 * 7/6) - (6/7 * 7/6)))
[1612598] ['2/9', '6/7', '7/6', '7/8', '9/4'] -> 2/9 / ((7/8 - 6/7) * /6) * 9/4
[1612613] ['2/9', '6/7', '7/6', '8/3', '8/5'] -> 7/6 * (6/7 + 8/3 / 2/9) * 8/5
[1612629] ['2/9', '6/7', '7/6', '8/7', '8/7'] -> 8/7 / (6/7 * (2/9 + 7/6) - 8/7)
[1612630] ['2/9', '6/7', '7/6', '8/7', '8/9'] -> 8/9 / (2/9 * (8/7 / 6/7 - 7/6))
[1612658] ['2/9', '6/7', '7/8', '7/8', '7/9'] -> (7/9 / (2/9 * (7/8 / 6/7)) - 7/8))
[1612678] ['2/9', '6/7', '7/8', '8/3', '8/3'] -> 6/7 * 7/8 * 8/3 / 2/9 * 8/3
[1612703] ['2/9', '6/7', '7/8', '8/9', '9/2'] -> 8/9 / (2/9 * /7 * /8) * 9/2
[1612706] ['2/9', '6/7', '7/8', '8/9', '9/7'] -> 9/7 * 2/9 / (6/7 * (8/9 - 7/8))
[1612709] ['2/9', '6/7', '7/8', '9/2', '9/4'] -> 9/4 / (7/8 / (2/9 * /7) - 9/2)
[1612711] ['2/9', '6/7', '7/8', '9/2', '9/7'] -> 6/7 / ((2/9 - (7/8 / 9/2)) * /7
)[1612733] ['2/9', '6/7', '7/9', '8/3', '8/3'] -> (8/3 - 6/7 * 7/9) / 2/9 * 8/3
[1612734] ['2/9', '6/7', '7/9', '8/3', '8/5'] -> (6/7 * 7/9 + 8/3) / 2/9 * 8/5
[1612740] ['2/9', '6/7', '7/9', '8/3', '9/7'] -> 9/7 * 8/3 / (2/9 + 7/9 - 6/7)
[1612757] ['2/9', '6/7', '7/9', '8/9', '8/9'] -> 8/9 / (8/9 / 6/7 - 2/9 - 7/9)
[1612780] ['2/9', '6/7', '8/3', '8/3', '8/7'] -> 6/7 * 8/3 * 8/3 / 2/9 / 8/7
[1612790] ['2/9', '6/7', '8/3', '8/5', '9/2'] -> (2/9 + 8/3 / 6/7) * 8/5 * 9/2
[1612798] ['2/9', '6/7', '8/3', '8/7', '9/4'] -> (8/3 / 2/9 - 8/7 / 6/7) * 9/4
[1612808] ['2/9', '6/7', '8/3', '9/2', '9/2'] -> (2/9 / 8/3 + 9/2 / 6/7) * 9/2
[1612811] ['2/9', '6/7', '8/3', '9/2', '9/7'] -> 9/7 * 8/3 / (2/9 * 9/2 - 6/7)
[1612815] ['2/9', '6/7', '8/3', '9/4', '9/7'] -> (6/7 + 8/3 * 9/4) / 2/9 / 9/7
[1612826] ['2/9', '6/7', '8/5', '8/5', '9/2'] -> (8/5 / 2/9 - 8/5 / 6/7) * 9/2
[1612864] ['2/9', '6/7', '8/7', '8/7', '9/7'] -> (8/7 + 8/7) / 2/9 / (9/7 - 6/7)
[1612866] ['2/9', '6/7', '8/7', '8/9', '8/9'] -> 6/7 / (8/7 - 2/9 - 8/9) * 8/9
[1612868] ['2/9', '6/7', '8/7', '8/9', '9/4'] -> (8/7 + 8/9) / 2/9 / 6/7 * 9/4
[1612871] ['2/9', '6/7', '8/7', '8/9', '9/8'] -> 6/7 / (((8/7 - 2/9) - 8/9) * /8
)[1612885] ['2/9', '6/7', '8/7', '9/7', '9/8'] -> 6/7 / (((9/7 - 8/7) * /9) * /8
)[1612887] ['2/9', '6/7', '8/9', '8/9', '8/9'] -> 8/9 / (8/9 - 6/7) - 8/9 / 2/9
[1612913] ['2/9', '6/7', '9/2', '9/4', '9/4'] -> (9/2 / 2/9 + 9/4) / 6/7 - 9/4
[1612950] ['2/9', '7/2', '7/2', '7/2', '8/3'] -> (7/2 + 7/2) * 8/3 / 2/9 / 7/2
[1612955] ['2/9', '7/2', '7/2', '7/2', '9/4'] -> (7/2 + 7/2) * 7/2 - 2/9 * 9/4
[1612960] ['2/9', '7/2', '7/2', '7/3', '7/4'] -> (7/2 + 7/2 + 7/3) / 2/9 / 7/4
[1612966] ['2/9', '7/2', '7/2', '7/3', '8/5'] -> (7/2 / 7/2 + 7/3) / 2/9 * 8/5
[1612969] ['2/9', '7/2', '7/2', '7/3', '9/2'] -> 7/3 / (2/9 * /2) * (7/2 + 9/2)
[1612977] ['2/9', '7/2', '7/2', '7/4', '7/8'] -> (7/2 / 2/9 + 7/2 + 7/4) / 7/8
[1612979] ['2/9', '7/2', '7/2', '7/4', '8/3'] -> 7/2 * 8/3 / 2/9 / (7/2 - 7/4)
[1612981] ['2/9', '7/2', '7/2', '7/4', '8/7'] -> (7/2 / 2/9 + 7/2 + 7/4) * 8/7
[1612995] ['2/9', '7/2', '7/2', '7/5', '8/9'] -> (7/2 + 7/2 / 7/5) / 2/9 * 8/9
[1613000] ['2/9', '7/2', '7/2', '7/5', '9/8'] -> (7/2 + 7/2 / 7/5) / 2/9 / 9/8
[1613001] ['2/9', '7/2', '7/2', '7/6', '7/6'] -> (7/2 + 7/6) / 2/9 + 7/2 / 7/6
[1613002] ['2/9', '7/2', '7/2', '7/6', '7/8'] -> (7/2 - 7/6) / (7/8 - 2/9 * 7/2)
[1613009] ['2/9', '7/2', '7/2', '7/6', '9/4'] -> (7/2 + 7/2 - 7/6) / 2/9 - 9/4
[1613012] ['2/9', '7/2', '7/2', '7/6', '9/8'] -> (7/2 + 7/2) / 2/9 / 7/6 / 9/8
[1613015] ['2/9', '7/2', '7/2', '7/8', '8/3'] -> (8/3 / (2/9 * (7/2 / 7/8)) - 7/2))
[1613019] ['2/9', '7/2', '7/2', '7/8', '9/2'] -> 7/2 + 7/8 / 7/2 + 9/2 / 2/9
[1613025] ['2/9', '7/2', '7/2', '7/9', '8/3'] -> 8/3 / (2/9 - 7/9 / (7/2 + 7/2))
[1613039] ['2/9', '7/2', '7/2', '8/3', '9/4'] -> (7/2 * 8/3 - 7/2) / 2/9 - 9/4
[1613059] ['2/9', '7/2', '7/2', '8/9', '9/2'] -> 9/2 / ((7/2 - 2/9) / 8/9 - 7/2)
[1613065] ['2/9', '7/2', '7/2', '9/2', '9/4'] -> (7/2 + 9/2) * (7/2 - 2/9 * 9/4)
[1613068] ['2/9', '7/2', '7/2', '9/2', '9/8'] -> ((7/2 + 7/2) / 2/9 - 9/2) / 9/8
[1613079] ['2/9', '7/2', '7/3', '7/3', '7/3'] -> (7/3 / 7/2 + 7/3 + 7/3) / 2/9
[1613083] ['2/9', '7/2', '7/3', '7/3', '7/8'] -> (7/3 * 7/3 / 2/9 - 7/2) / 7/8
[1613084] ['2/9', '7/2', '7/3', '7/3', '7/9'] -> (7/2 * 7/3 + 7/3 / 2/9) / 7/9
[1613087] ['2/9', '7/2', '7/3', '7/3', '8/7'] -> (7/3 * 7/3 / 2/9 - 7/2) * 8/7
[1613089] ['2/9', '7/2', '7/3', '7/3', '9/2'] -> (7/3 / (2/9 * /2) + 7/3) * 9/2
[1613090] ['2/9', '7/2', '7/3', '7/3', '9/4'] -> (7/2 * 7/3 - 7/3) / 2/9 - 9/4
[1613092] ['2/9', '7/2', '7/3', '7/3', '9/7'] -> (7/2 * 7/3 + 7/3 / 2/9) * 9/7
[1613096] ['2/9', '7/2', '7/3', '7/4', '7/6'] -> ((7/2 + 7/3) / 2/9 + 7/4) / 7/6
[1613097] ['2/9', '7/2', '7/3', '7/4', '7/8'] -> 7/2 * 7/3 / 2/9 / 7/4 / 7/8
[1613099] ['2/9', '7/2', '7/3', '7/4', '8/3'] -> 8/3 / (7/3 - 7/2 / 7/4 - 2/9)
[1613101] ['2/9', '7/2', '7/3', '7/4', '8/7'] -> 7/2 * 7/3 / 2/9 / 7/4 * 8/7
[1613102] ['2/9', '7/2', '7/3', '7/4', '8/9'] -> 7/2 / ((7/3 - 7/4) * /9) * 8/9
[1613103] ['2/9', '7/2', '7/3', '7/4', '9/2'] -> (7/3 + 7/2 / 7/4) / 2/9 + 9/2
[1613104] ['2/9', '7/2', '7/3', '7/4', '9/4'] -> (7/2 + 7/3 / 7/4) / 2/9 + 9/4
[1613107] ['2/9', '7/2', '7/3', '7/4', '9/8'] -> 7/2 / (((7/3 - 7/4) * /9) * /8
)[1613115] ['2/9', '7/2', '7/3', '7/5', '8/9'] -> 8/9 / (2/9 * (7/2 / 7/5 - 7/3))
[1613121] ['2/9', '7/2', '7/3', '7/6', '7/6'] -> (7/2 + 7/3 * 7/6) / 2/9 / 7/6
[1613123] ['2/9', '7/2', '7/3', '7/6', '7/9'] -> ((7/2 + 7/6) / 2/9 - 7/3) / 7/9
[1613129] ['2/9', '7/2', '7/3', '7/6', '9/4'] -> (7/3 * (7/2 + 7/6) - 2/9) * 9/4
[1613131] ['2/9', '7/2', '7/3', '7/6', '9/7'] -> ((7/2 + 7/6) / 2/9 - 7/3) * 9/7
[1613139] ['2/9', '7/2', '7/3', '7/8', '9/2'] -> 7/3 / (7/8 / 2/9 - 7/2) * 9/2
[1613146] ['2/9', '7/2', '7/3', '7/9', '8/5'] -> (7/3 / 2/9 + 7/2 / 7/9) * 8/5
[1613147] ['2/9', '7/2', '7/3', '7/9', '8/7'] -> 8/7 / (7/9 - (2/9 + 7/3) / 7/2)
[1613150] ['2/9', '7/2', '7/3', '7/9', '9/4'] -> (7/2 * (7/3 + 7/9) - 2/9) * 9/4
[1613155] ['2/9', '7/2', '7/3', '8/3', '8/5'] -> (7/3 / 7/2 + 8/3) / 2/9 * 8/5
[1613156] ['2/9', '7/2', '7/3', '8/3', '8/7'] -> 7/2 * (7/3 * 8/3 - 2/9) * 8/7
[1613163] ['2/9', '7/2', '7/3', '8/5', '8/5'] -> (7/2 + 7/3 / 2/9) * 8/5 + 8/5
[1613188] ['2/9', '7/2', '7/3', '9/2', '9/8'] -> (7/2 / 7/3 + 9/2) / 2/9 / 9/8
[1613198] ['2/9', '7/2', '7/3', '9/8', '9/8'] -> (7/2 + 7/3) / 2/9 - 9/8 - 9/8
[1613208] ['2/9', '7/2', '7/4', '7/4', '9/2'] -> 7/2 / 7/4 + 7/4 + 9/2 / 2/9
[1613228] ['2/9', '7/2', '7/4', '7/6', '7/9'] -> (7/2 / 2/9 + 7/4 + 7/6) / 7/9
[1613230] ['2/9', '7/2', '7/4', '7/6', '8/5'] -> (7/2 / 2/9 + 7/4) / 7/6 * 8/5
[1613232] ['2/9', '7/2', '7/4', '7/6', '8/9'] -> 7/2 / ((7/4 - 7/6) * /9) * 8/9
[1613234] ['2/9', '7/2', '7/4', '7/6', '9/4'] -> (7/4 + 7/2 * 7/6) / 2/9 - 9/4
[1613237] ['2/9', '7/2', '7/4', '7/6', '9/8'] -> 7/2 / (((7/4 - 7/6) * /9) * /8
)[1613243] ['2/9', '7/2', '7/4', '7/8', '8/9'] -> (7/2 + 7/4) / 2/9 / 7/8 * 8/9
[1613248] ['2/9', '7/2', '7/4', '7/8', '9/8'] -> (7/2 + 7/4) / 2/9 / 7/8 / 9/8
[1613250] ['2/9', '7/2', '7/4', '7/9', '8/3'] -> 7/2 / (7/9 - 2/9 * 7/4) * 8/3
[1613252] ['2/9', '7/2', '7/4', '7/9', '8/7'] -> (7/4 + (7/2 + 7/9) / 2/9) * 8/7
[1613263] ['2/9', '7/2', '7/4', '8/3', '9/2'] -> (7/2 + 7/4 + 2/9 / 8/3) * 9/2
[1613277] ['2/9', '7/2', '7/4', '8/7', '8/9'] -> (7/2 + 7/4) * 8/7 / 2/9 * 8/9
[1613282] ['2/9', '7/2', '7/4', '8/7', '9/8'] -> (7/2 + 7/4) * 8/7 / 2/9 / 9/8
[1613324] ['2/9', '7/2', '7/5', '7/6', '9/2'] -> (7/2 + 7/6 / 7/5) / 2/9 + 9/2
[1613351] ['2/9', '7/2', '7/5', '8/3', '8/5'] -> 8/3 / (7/5 / 7/2 - 2/9) * 8/5
[1613353] ['2/9', '7/2', '7/5', '8/3', '8/9'] -> 8/9 / (2/9 * (8/3 - 7/2 / 7/5))
[1613395] ['2/9', '7/2', '7/6', '7/6', '7/6'] -> (7/2 / 7/6 + 7/6 + 7/6) / 2/9
[1613396] ['2/9', '7/2', '7/6', '7/6', '7/8'] -> (7/6 + 7/6) / (7/8 - 2/9 * 7/2)
[1613398] ['2/9', '7/2', '7/6', '7/6', '8/3'] -> (7/2 - 7/6) / 2/9 / 7/6 * 8/3
[1613403] ['2/9', '7/2', '7/6', '7/6', '9/4'] -> (7/2 + 7/6 + 7/6) / 2/9 - 9/4
[1613407] ['2/9', '7/2', '7/6', '7/8', '7/8'] -> 7/2 * 7/6 / 2/9 / 7/8 / 7/8
[1613410] ['2/9', '7/2', '7/6', '7/8', '8/5'] -> (7/2 / 2/9 - 7/8 / 7/6) * 8/5
[1613411] ['2/9', '7/2', '7/6', '7/8', '8/7'] -> 7/2 * 7/6 / 2/9 / 7/8 * 8/7
[1613414] ['2/9', '7/2', '7/6', '7/8', '9/4'] -> (7/2 + 7/6 / 7/8) / 2/9 + 9/4
[1613420] ['2/9', '7/2', '7/6', '7/9', '8/5'] -> (7/2 / 7/9 - 7/6) / 2/9 * 8/5
[1613424] ['2/9', '7/2', '7/6', '7/9', '9/4'] -> (7/2 / 2/9 + 7/6) / 7/9 + 9/4
[1613427] ['2/9', '7/2', '7/6', '7/9', '9/8'] -> (7/2 + 7/6) / 2/9 / 7/9 / 9/8
[1613429] ['2/9', '7/2', '7/6', '8/3', '8/5'] -> (7/2 / 7/6 + 8/3 / 2/9) * 8/5
[1613433] ['2/9', '7/2', '7/6', '8/3', '9/4'] -> (7/2 * 7/6 * 8/3 - 2/9) * 9/4
[1613445] ['2/9', '7/2', '7/6', '8/7', '8/7'] -> 7/2 * 7/6 * 8/7 / 2/9 * 8/7
[1613448] ['2/9', '7/2', '7/6', '8/7', '9/4'] -> (7/2 + 7/6 * 8/7) / 2/9 + 9/4
[1613452] ['2/9', '7/2', '7/6', '8/9', '8/9'] -> 8/9 / (7/6 * (8/9 / 7/2 - 2/9))
[1613453] ['2/9', '7/2', '7/6', '8/9', '9/2'] -> (7/2 + 7/6 + 8/9 - 2/9) * 9/2
[1613456] ['2/9', '7/2', '7/6', '8/9', '9/7'] -> 9/7 * 8/9 * (7/2 + 7/6) / 2/9
[1613459] ['2/9', '7/2', '7/6', '9/2', '9/4'] -> (7/6 / 7/2 + 9/2) / 2/9 + 9/4
[1613461] ['2/9', '7/2', '7/6', '9/2', '9/7'] -> (7/2 + 9/2) / 2/9 / 7/6 / 9/7
[1613462] ['2/9', '7/2', '7/6', '9/2', '9/8'] -> 7/2 * 7/6 / 2/9 + 9/2 + 9/8
[1613463] ['2/9', '7/2', '7/6', '9/4', '9/4'] -> 7/2 * (7/6 / 2/9 + 9/4) - 9/4
[1613468] ['2/9', '7/2', '7/6', '9/5', '9/7'] -> 9/7 * (7/2 + 7/6 / 9/5) / 2/9
[1613498] ['2/9', '7/2', '7/8', '8/3', '9/2'] -> 2/9 / (7/8 + 8/3 - 7/2) * 9/2
[1613499] ['2/9', '7/2', '7/8', '8/3', '9/4'] -> (7/2 + 7/8 * 8/3) / 2/9 - 9/4
[1613528] ['2/9', '7/2', '7/8', '9/2', '9/8'] -> 7/2 + 9/2 / 2/9 - 7/8 + 9/8
[1613540] ['2/9', '7/2', '7/9', '7/9', '8/3'] -> (7/2 + 7/9 / 2/9) / 7/9 * 8/3
[1613551] ['2/9', '7/2', '7/9', '8/3', '8/7'] -> 8/7 / ((2/9 + 8/3) / 7/2 - 7/9)
[1613575] ['2/9', '7/2', '7/9', '8/9', '9/4'] -> 7/2 * (7/9 + 8/9) / 2/9 - 9/4
[1613594] ['2/9', '7/2', '8/3', '8/3', '8/3'] -> 7/2 * 8/3 + 8/3 / 2/9 + 8/3
[1613597] ['2/9', '7/2', '8/3', '8/3', '8/9'] -> (7/2 * 8/3 + 8/3 / 2/9) / 8/9
[1613599] ['2/9', '7/2', '8/3', '8/3', '9/4'] -> (7/2 * 8/3 + 8/3) / 2/9 / 9/4
[1613602] ['2/9', '7/2', '8/3', '8/3', '9/8'] -> (7/2 * 8/3 + 8/3 / 2/9) * 9/8
[1613607] ['2/9', '7/2', '8/3', '8/5', '9/4'] -> 7/2 * 8/3 / 2/9 / 8/5 - 9/4
[1613614] ['2/9', '7/2', '8/3', '8/7', '9/4'] -> (7/2 + 8/3 / 8/7) / 2/9 - 9/4
[1613621] ['2/9', '7/2', '8/3', '8/9', '9/5'] -> (7/2 * 8/3 + 8/9 / 2/9) * 9/5
[1613631] ['2/9', '7/2', '8/3', '9/4', '9/7'] -> 9/7 * 8/3 * 7/2 / (2/9 * 9/4)
[1613639] ['2/9', '7/2', '8/5', '8/5', '8/5'] -> (8/5 / (2/9 * (7/2 - 8/5)) - 8/5))
[1613641] ['2/9', '7/2', '8/5', '8/5', '8/9'] -> (8/5 + 8/5) * (7/2 + 8/9 / 2/9)
[1613651] ['2/9', '7/2', '8/5', '8/7', '9/5'] -> 7/2 * (8/5 + 8/7) / 2/9 / 9/5
[1613655] ['2/9', '7/2', '8/5', '8/9', '9/2'] -> 8/5 * (2/9 + 7/2 * 8/9) * 9/2
[1613661] ['2/9', '7/2', '8/5', '9/2', '9/4'] -> 7/2 / (8/5 / 9/2 - 2/9) - 9/4
[1613662] ['2/9', '7/2', '8/5', '9/2', '9/5'] -> (7/2 + 8/5 + 9/2) / 2/9 / 9/5
[1613671] ['2/9', '7/2', '8/5', '9/5', '9/8'] -> (7/2 * 8/5 / 2/9 + 9/5) / 9/8
[1613674] ['2/9', '7/2', '8/5', '9/8', '9/8'] -> 8/5 * (7/2 / 2/9 + 9/8) / 9/8
[1613691] ['2/9', '7/2', '8/7', '9/2', '9/7'] -> (7/2 + 9/2 - 8/7) / 2/9 / 9/7
[1613703] ['2/9', '7/2', '8/9', '8/9', '8/9'] -> (7/2 * (8/9 + 8/9) - 8/9) / 2/9
[1613705] ['2/9', '7/2', '8/9', '8/9', '9/4'] -> (8/9 + 8/9) * (7/2 / 2/9 - 9/4)
[1613709] ['2/9', '7/2', '8/9', '9/2', '9/2'] -> (8/9 - 2/9) * (7/2 + 9/2) * 9/2
[1613732] ['2/9', '7/2', '9/2', '9/4', '9/8'] -> (2/9 + 7/2) * (9/2 + 9/4) - 9/8
