[540832] ['1/4', '3/7', '4/9', '6/7', '8/3'] -> 8/3 / (4/9 * (3/7 / 6/7 - 1/4))
[577181] ['1/4', '5/8', '7/6', '8/3', '9/4'] -> 9/4 / (5/8 - (1/4 + 7/6) / 8/3)
[577183] ['1/4', '5/8', '7/6', '8/3', '9/7'] -> 9/7 / (5/8 - 1/4 * 8/3 / 7/6)
[577193] ['1/4', '5/8', '7/6', '8/7', '8/7'] -> 8/7 / (5/8 - 1/4 * (7/6 + 8/7))
[577210] ['1/4', '5/8', '7/6', '9/2', '9/8'] -> 9/8 * (9/2 - 7/6) / (1/4 * 5/8)
[577213] ['1/4', '5/8', '7/6', '9/4', '9/7'] -> 9/7 * 7/6 / (5/8 - 1/4 * 9/4)
[577223] ['1/4', '5/8', '7/8', '7/8', '8/3'] -> (7/8 / (7/8 * (1/4 * 8/3)) - 5/8))
[577227] ['1/4', '5/8', '7/8', '7/8', '9/2'] -> 9/2 / (5/8 - 1/4 * (7/8 + 7/8))
[577228] ['1/4', '5/8', '7/8', '7/8', '9/4'] -> (9/4 / (1/4 * (7/8 / 7/8)) - 5/8))
[577231] ['1/4', '5/8', '7/8', '7/8', '9/8'] -> (5/8 + 7/8) / 1/4 / (9/8 - 7/8)
[577242] ['1/4', '5/8', '7/8', '8/3', '8/3'] -> (5/8 / 1/4 + 7/8) * 8/3 * 8/3
[577250] ['1/4', '5/8', '7/8', '8/3', '9/8'] -> 9/8 / (5/8 - 7/8 / 8/3 - 1/4)
[577251] ['1/4', '5/8', '7/8', '8/5', '8/5'] -> 8/5 / ((7/8 - 5/8) * /4) - 8/5
[577262] ['1/4', '5/8', '7/8', '8/7', '9/4'] -> 9/4 / (1/4 * (7/8 * 8/7 - 5/8))
[577267] ['1/4', '5/8', '7/8', '8/9', '9/2'] -> (5/8 + 7/8) * 8/9 / 1/4 * 9/2
[577273] ['1/4', '5/8', '7/8', '9/2', '9/4'] -> 9/4 / (1/4 * (9/2 - 5/8) - 7/8)
[577276] ['1/4', '5/8', '7/8', '9/2', '9/8'] -> (5/8 + 7/8) * 9/2 / 1/4 / 9/8
[577281] ['1/4', '5/8', '7/8', '9/5', '9/5'] -> 9/5 / (1/4 * (9/5 - 5/8 - 7/8))
[577284] ['1/4', '5/8', '7/8', '9/7', '9/7'] -> 9/7 / (1/4 * (5/8 + 7/8 - 9/7))
[577288] ['1/4', '5/8', '7/9', '7/9', '8/3'] -> 8/3 / (7/9 / (1/4 + 5/8) - 7/9)
[577289] ['1/4', '5/8', '7/9', '7/9', '8/5'] -> 8/5 / ((7/9 - 1/4) / 5/8 - 7/9)
[577293] ['1/4', '5/8', '7/9', '7/9', '9/4'] -> (9/4 / (1/4 * (7/9 / 7/9)) - 5/8))
[577298] ['1/4', '5/8', '7/9', '8/3', '8/5'] -> 5/8 / (7/9 / 8/3 - 1/4) * 8/5
[577304] ['1/4', '5/8', '7/9', '8/3', '9/7'] -> 9/7 * 7/9 / (1/4 * 8/3 - 5/8)
[577322] ['1/4', '5/8', '7/9', '8/9', '9/2'] -> (7/9 + 5/8 * 8/9) / 1/4 * 9/2
[577323] ['1/4', '5/8', '7/9', '8/9', '9/4'] -> (7/9 + 8/9) / 1/4 / 5/8 * 9/4
[577332] ['1/4', '5/8', '7/9', '9/4', '9/4'] -> 9/4 / ((7/9 - 5/8) * 9/4 - 1/4)
[577345] ['1/4', '5/8', '8/3', '8/3', '8/9'] -> (8/3 / 1/4 + 8/3) / 5/8 / 8/9
[577346] ['1/4', '5/8', '8/3', '8/3', '9/2'] -> (1/4 * 8/3 + 8/3) / 5/8 * 9/2
[577347] ['1/4', '5/8', '8/3', '8/3', '9/4'] -> (9/4 / (1/4 * (8/3 / 8/3)) - 5/8))
[577348] ['1/4', '5/8', '8/3', '8/3', '9/5'] -> 5/8 * (8/3 + 8/3) / 1/4 * 9/5
[577350] ['1/4', '5/8', '8/3', '8/3', '9/8'] -> (8/3 / 1/4 + 8/3) / 5/8 * 9/8
[577351] ['1/4', '5/8', '8/3', '8/5', '8/5'] -> 8/5 / (((1/4 * 8/3) - 5/8) * /5
)[577354] ['1/4', '5/8', '8/3', '8/5', '9/2'] -> 8/3 * (1/4 / 5/8 + 8/5) * 9/2
[577361] ['1/4', '5/8', '8/3', '8/7', '9/2'] -> (1/4 + 8/3) * 8/7 / 5/8 * 9/2
[577364] ['1/4', '5/8', '8/3', '8/7', '9/7'] -> 9/7 / (1/4 + 8/7 / 8/3 - 5/8)
[577367] ['1/4', '5/8', '8/3', '8/9', '9/2'] -> 8/9 / (8/3 - 5/8 / 1/4) * 9/2
[577376] ['1/4', '5/8', '8/3', '9/2', '9/8'] -> 9/2 / ((8/3 - (5/8 / 1/4)) * /8
)[577379] ['1/4', '5/8', '8/3', '9/4', '9/7'] -> 9/7 * (8/3 + 9/4 / 1/4) / 5/8
[577381] ['1/4', '5/8', '8/3', '9/5', '9/5'] -> 9/5 / (((1/4 * 8/3) - 5/8) * /5
)[577384] ['1/4', '5/8', '8/3', '9/7', '9/7'] -> 9/7 / (((1/4 * 8/3) - 5/8) * /7
)[577391] ['1/4', '5/8', '8/5', '8/5', '9/4'] -> (9/4 / (1/4 * (8/5 / 8/5)) - 5/8))
[577408] ['1/4', '5/8', '8/5', '9/2', '9/2'] -> 9/2 / ((8/5 - 1/4) * /8) * 9/2
[577422] ['1/4', '5/8', '8/5', '9/8', '9/8'] -> 9/8 / (5/8 * (8/5 - 9/8) - 1/4)
[577426] ['1/4', '5/8', '8/7', '8/7', '9/4'] -> (9/4 / (1/4 * (8/7 / 8/7)) - 5/8))
[577428] ['1/4', '5/8', '8/7', '8/7', '9/7'] -> 9/7 / (5/8 - 1/4 * (8/7 + 8/7))
[577436] ['1/4', '5/8', '8/7', '9/2', '9/2'] -> 9/2 / (5/8 + 1/4 / 8/7) * 9/2
[577456] ['1/4', '5/8', '8/9', '8/9', '9/8'] -> 9/8 / ((8/9 - 5/8) / 8/9 - 1/4)
[577457] ['1/4', '5/8', '8/9', '9/2', '9/2'] -> 9/2 / (1/4 * (8/9 - 5/8 / 9/2))
[577471] ['1/4', '5/8', '8/9', '9/8', '9/8'] -> 9/8 / ((8/9 - 5/8) * 9/8 - 1/4)
[577478] ['1/4', '5/8', '9/2', '9/4', '9/5'] -> (9/2 + 9/4) / 1/4 / 5/8 / 9/5
[577480] ['1/4', '5/8', '9/2', '9/4', '9/8'] -> 9/2 * 9/4 / (5/8 - 1/4) / 9/8
[577483] ['1/4', '5/8', '9/2', '9/5', '9/8'] -> (9/2 / (1/4 * /8) - 9/5) / 9/8
[577484] ['1/4', '5/8', '9/2', '9/7', '9/7'] -> (9/2 / 1/4 + 9/7) / 5/8 / 9/7
[577486] ['1/4', '5/8', '9/2', '9/8', '9/8'] -> (9/2 / 1/4 - 9/8) / 5/8 / 9/8
[577487] ['1/4', '5/8', '9/4', '9/4', '9/4'] -> 9/4 / (((9/4 / 9/4) - 5/8) * /4
)[577508] ['1/4', '5/9', '5/9', '5/9', '6/5'] -> 5/9 / ((5/9 - (5/9 / 6/5)) * /4
)[577509] ['1/4', '5/9', '5/9', '5/9', '6/7'] -> (5/9 / (1/4 * (5/9 / 6/7)) - 5/9))
[577511] ['1/4', '5/9', '5/9', '5/9', '7/3'] -> (5/9 / 5/9 + 7/3) / 1/4 / 5/9
[577514] ['1/4', '5/9', '5/9', '5/9', '7/6'] -> (5/9 / (1/4 * (5/9 * 7/6)) - 5/9))
[577539] ['1/4', '5/9', '5/9', '6/5', '9/2'] -> (5/9 + 5/9) * 6/5 / 1/4 * 9/2
[577544] ['1/4', '5/9', '5/9', '6/7', '6/7'] -> (6/7 / (1/4 * (5/9 / 5/9)) - 6/7))
[577569] ['1/4', '5/9', '5/9', '7/2', '8/5'] -> (5/9 / 5/9 + 7/2 / 1/4) * 8/5
[577587] ['1/4', '5/9', '5/9', '7/3', '9/2'] -> (7/3 - 5/9 / 5/9) / 1/4 * 9/2
[577589] ['1/4', '5/9', '5/9', '7/3', '9/5'] -> (5/9 / 5/9 + 7/3) / 1/4 * 9/5
[577611] ['1/4', '5/9', '5/9', '7/5', '8/5'] -> 8/5 / (5/9 - 1/4 * (5/9 + 7/5))
[577614] ['1/4', '5/9', '5/9', '7/5', '9/2'] -> (5/9 + 5/9 * 7/5) / 1/4 * 9/2
[577642] ['1/4', '5/9', '5/9', '7/9', '7/9'] -> (5/9 + 7/9) / 1/4 / (7/9 - 5/9)
[577658] ['1/4', '5/9', '5/9', '8/3', '9/5'] -> 5/9 * 9/5 / (1/4 - 5/9 / 8/3)
[577677] ['1/4', '5/9', '5/9', '8/9', '9/2'] -> ((5/9 + 5/9) / 1/4 + 8/9) * 9/2
[577687] ['1/4', '5/9', '5/9', '9/4', '9/4'] -> ((5/9 + 9/4) / 1/4 - 5/9) * 9/4
[577706] ['1/4', '5/9', '6/5', '6/5', '8/3'] -> (8/3 / (1/4 * (6/5 / 6/5)) - 5/9))
[577710] ['1/4', '5/9', '6/5', '6/5', '9/2'] -> 5/9 * (6/5 + 6/5) / 1/4 * 9/2
[577737] ['1/4', '5/9', '6/5', '7/2', '7/8'] -> 7/2 / (((1/4 * /9) * /5) * /8
)[577741] ['1/4', '5/9', '6/5', '7/2', '8/7'] -> 7/2 / (1/4 * /9 * /5) * 8/7
[577745] ['1/4', '5/9', '6/5', '7/2', '9/5'] -> (7/2 / 1/4 - 5/9 * 6/5) * 9/5
[577754] ['1/4', '5/9', '6/5', '7/3', '8/3'] -> (6/5 / 1/4 + 7/3 / 5/9) * 8/3
[577760] ['1/4', '5/9', '6/5', '7/3', '9/5'] -> 6/5 / (((1/4 * 7/3) - 5/9) * /5
)[577797] ['1/4', '5/9', '6/5', '7/6', '9/2'] -> (5/9 * 6/5 + 7/6 / 1/4) * 9/2
[577804] ['1/4', '5/9', '6/5', '7/8', '8/3'] -> 8/3 / (7/8 - 1/4 / 6/5 - 5/9)
[577809] ['1/4', '5/9', '6/5', '7/8', '9/4'] -> 9/4 / (1/4 * (7/8 / 5/9 - 6/5))
[577815] ['1/4', '5/9', '6/5', '7/9', '8/5'] -> 8/5 / (1/4 * 6/5 * (7/9 - 5/9))
[577823] ['1/4', '5/9', '6/5', '8/3', '8/3'] -> 8/3 / (5/9 * (6/5 / 8/3 - 1/4))
[577827] ['1/4', '5/9', '6/5', '8/3', '9/2'] -> (5/9 * 6/5 / 1/4 + 8/3) * 9/2
[577829] ['1/4', '5/9', '6/5', '8/3', '9/5'] -> (5/9 * 6/5 + 8/3) / 1/4 * 9/5
[577848] ['1/4', '5/9', '6/5', '8/9', '9/2'] -> 8/9 / (1/4 * /9 * /5) * 9/2
[577854] ['1/4', '5/9', '6/5', '9/2', '9/4'] -> 5/9 * (6/5 + 9/2 / 1/4) * 9/4
[577857] ['1/4', '5/9', '6/5', '9/2', '9/8'] -> 9/2 / (((1/4 * /9) * /5) * /8
)[577859] ['1/4', '5/9', '6/5', '9/4', '9/5'] -> 6/5 / ((9/4 - (5/9 / 1/4)) * /5
)[577876] ['1/4', '5/9', '6/7', '6/7', '8/3'] -> (8/3 / (1/4 * (6/7 / 6/7)) - 5/9))
[577880] ['1/4', '5/9', '6/7', '6/7', '9/2'] -> (5/9 * 6/7 + 6/7) / 1/4 * 9/2
[577906] ['1/4', '5/9', '6/7', '7/3', '7/9'] -> 6/7 / (1/4 * 7/3 - 5/9) * 7/9
[577946] ['1/4', '5/9', '6/7', '7/6', '8/3'] -> 8/3 / (1/4 * (6/7 * 7/6 - 5/9))
[577950] ['1/4', '5/9', '6/7', '7/6', '9/2'] -> (6/7 + 5/9 / 7/6) / 1/4 * 9/2
[577969] ['1/4', '5/9', '6/7', '7/9', '8/7'] -> 8/7 / (1/4 * 6/7 * (7/9 - 5/9))
[577974] ['1/4', '5/9', '6/7', '7/9', '9/7'] -> 6/7 / (((1/4 + 5/9) - 7/9) * /7
)[577980] ['1/4', '5/9', '6/7', '8/3', '9/2'] -> (5/9 / 1/4 + 8/3 / 6/7) * 9/2
[577986] ['1/4', '5/9', '6/7', '8/5', '8/7'] -> 8/7 / (5/9 * 6/7 / 8/5 - 1/4)
[578009] ['1/4', '5/9', '6/7', '9/2', '9/7'] -> (9/2 / 1/4 - 6/7) / 5/9 / 9/7
[578013] ['1/4', '5/9', '6/7', '9/4', '9/7'] -> 6/7 / ((9/4 - (5/9 / 1/4)) * /7
)[578028] ['1/4', '5/9', '7/2', '7/2', '8/3'] -> (8/3 / (1/4 * (7/2 / 7/2)) - 5/9))
[578038] ['1/4', '5/9', '7/2', '7/3', '7/4'] -> (7/2 + 7/3) / 1/4 / 5/9 / 7/4
[578041] ['1/4', '5/9', '7/2', '7/3', '7/8'] -> (7/2 / 1/4 - 7/3) / 5/9 / 7/8
[578044] ['1/4', '5/9', '7/2', '7/3', '8/5'] -> 8/5 / (7/3 / (1/4 + 7/2) - 5/9)
[578045] ['1/4', '5/9', '7/2', '7/3', '8/7'] -> (7/2 / 1/4 - 7/3) / 5/9 * 8/7
[578046] ['1/4', '5/9', '7/2', '7/3', '8/9'] -> 7/2 * (7/3 - 5/9) / 1/4 - 8/9
[578054] ['1/4', '5/9', '7/2', '7/4', '7/6'] -> 7/6 / (1/4 * (5/9 * 7/2 - 7/4))
[578056] ['1/4', '5/9', '7/2', '7/4', '7/9'] -> (5/9 + 7/2 + 7/4) / 1/4 + 7/9
[578057] ['1/4', '5/9', '7/2', '7/4', '8/3'] -> (7/2 + 7/4 - 1/4) / 5/9 * 8/3
[578082] ['1/4', '5/9', '7/2', '7/6', '8/3'] -> 8/3 / (7/2 - 5/9 / 1/4 - 7/6)
[578083] ['1/4', '5/9', '7/2', '7/6', '8/5'] -> (7/2 + 7/6 / 5/9) / 1/4 + 8/5
[578110] ['1/4', '5/9', '7/2', '7/9', '9/7'] -> 9/7 * 7/2 * (5/9 + 7/9) / 1/4
[578137] ['1/4', '5/9', '7/2', '8/9', '9/2'] -> (5/9 / 1/4 + 7/2 * 8/9) * 9/2
[578142] ['1/4', '5/9', '7/2', '9/2', '9/2'] -> (5/9 + 7/2 / 9/2) / 1/4 * 9/2
[578144] ['1/4', '5/9', '7/2', '9/2', '9/5'] -> (7/2 / 5/9 + 9/2) / 1/4 / 9/5
[578153] ['1/4', '5/9', '7/2', '9/5', '9/8'] -> (7/2 / (1/4 * /9) + 9/5) / 9/8
[578159] ['1/4', '5/9', '7/3', '7/3', '7/5'] -> (7/3 + 7/3) / 1/4 / 5/9 / 7/5
[578167] ['1/4', '5/9', '7/3', '7/3', '9/2'] -> 5/9 + 7/3 * 7/3 + 9/2 / 1/4
[578177] ['1/4', '5/9', '7/3', '7/4', '8/3'] -> 1/4 / (7/3 - 5/9 - 7/4) * 8/3
[578191] ['1/4', '5/9', '7/3', '7/5', '8/5'] -> (7/3 / 5/9 + 7/5) / 1/4 + 8/5
[578202] ['1/4', '5/9', '7/3', '7/6', '8/3'] -> 8/3 / ((7/6 - 5/9) / 1/4 - 7/3)
[578209] ['1/4', '5/9', '7/3', '7/6', '9/7'] -> 9/7 / (1/4 * 7/6 - 5/9 / 7/3)
[578213] ['1/4', '5/9', '7/3', '7/8', '8/3'] -> 8/3 / (1/4 * 7/3 / 7/8 - 5/9)
[578215] ['1/4', '5/9', '7/3', '7/8', '8/7'] -> 8/7 / (1/4 / 7/8 - 5/9 / 7/3)
[578219] ['1/4', '5/9', '7/3', '7/8', '9/5'] -> 9/5 / (1/4 / 5/9 - 7/8 / 7/3)
[578224] ['1/4', '5/9', '7/3', '7/9', '8/5'] -> (7/3 + 7/9) / 1/4 / 5/9 + 8/5
[578228] ['1/4', '5/9', '7/3', '7/9', '9/4'] -> (5/9 + 7/3 / 1/4 + 7/9) * 9/4
[578233] ['1/4', '5/9', '7/3', '8/3', '8/5'] -> (8/3 / 1/4 - 7/3) / 5/9 * 8/5
[578234] ['1/4', '5/9', '7/3', '8/3', '8/7'] -> 7/3 / (1/4 * 8/3 - 5/9) * 8/7
[578241] ['1/4', '5/9', '7/3', '8/5', '8/5'] -> 7/3 / (5/9 - 1/4 * 8/5) * 8/5
[578249] ['1/4', '5/9', '7/3', '8/7', '8/7'] -> 8/7 / (1/4 * 8/7 - 5/9 / 7/3)
[578256] ['1/4', '5/9', '7/3', '8/9', '8/9'] -> 8/9 / (5/9 - 1/4 * 7/3 * 8/9)
[578257] ['1/4', '5/9', '7/3', '8/9', '9/2'] -> (7/3 + 8/9 / 1/4 - 5/9) * 9/2
[578264] ['1/4', '5/9', '7/3', '9/2', '9/5'] -> 9/5 / (1/4 * (9/2 - 7/3 / 5/9))
[578265] ['1/4', '5/9', '7/3', '9/2', '9/7'] -> 9/7 / ((1/4 - 5/9 / 7/3) * 9/2)
[578271] ['1/4', '5/9', '7/3', '9/5', '9/5'] -> (7/3 + 5/9 * 9/5) / 1/4 * 9/5
[578292] ['1/4', '5/9', '7/4', '7/5', '7/6'] -> 7/6 / (1/4 * 5/9 * (7/4 - 7/5))
[578295] ['1/4', '5/9', '7/4', '7/5', '8/3'] -> 7/4 / (1/4 * /9 * /5) * 8/3
[578304] ['1/4', '5/9', '7/4', '7/6', '7/6'] -> 7/6 / (1/4 * (7/6 - 5/9 * 7/4))
[578305] ['1/4', '5/9', '7/4', '7/6', '7/8'] -> (7/4 + 7/6) / 1/4 / 5/9 / 7/8
[578307] ['1/4', '5/9', '7/4', '7/6', '8/3'] -> 1/4 / (7/4 - 5/9 - 7/6) * 8/3
[578309] ['1/4', '5/9', '7/4', '7/6', '8/7'] -> (7/4 + 7/6) / 1/4 / 5/9 * 8/7
[578324] ['1/4', '5/9', '7/4', '7/8', '9/5'] -> 9/5 / (1/4 + 7/8 / 5/9 - 7/4)
[578328] ['1/4', '5/9', '7/4', '7/9', '8/3'] -> (1/4 + 7/4) / (7/9 - 5/9) * 8/3
[578333] ['1/4', '5/9', '7/4', '7/9', '9/4'] -> (5/9 + (7/4 + 7/9) / 1/4) * 9/4
[578337] ['1/4', '5/9', '7/4', '8/3', '8/3'] -> 8/3 / (8/3 - 1/4 - 5/9 - 7/4)
[578361] ['1/4', '5/9', '7/4', '8/9', '8/9'] -> 8/9 / (8/9 / (7/4 - 1/4) - 5/9)
[578362] ['1/4', '5/9', '7/4', '8/9', '9/2'] -> 9/2 / (5/9 / 8/9 - 1/4 * 7/4)
[578386] ['1/4', '5/9', '7/5', '7/5', '8/3'] -> (8/3 / (1/4 * (7/5 / 7/5)) - 5/9))
[578397] ['1/4', '5/9', '7/5', '7/6', '7/9'] -> 7/9 / (1/4 * 5/9 * (7/5 - 7/6))
[578409] ['1/4', '5/9', '7/5', '7/8', '8/3'] -> 8/3 / (5/9 / 7/5 - 1/4 / 7/8)
[578428] ['1/4', '5/9', '7/5', '8/3', '8/3'] -> 8/3 / (5/9 * 7/5 - 1/4 * 8/3)
[578429] ['1/4', '5/9', '7/5', '8/3', '8/5'] -> 8/5 / ((7/5 - 5/9) / 8/3 - 1/4)
[578434] ['1/4', '5/9', '7/5', '8/3', '9/5'] -> 9/5 / (7/5 / 8/3 - 1/4 / 5/9)
[578477] ['1/4', '5/9', '7/6', '7/6', '8/5'] -> (7/6 + 7/6) / (5/9 / 8/5 - 1/4)
[578487] ['1/4', '5/9', '7/6', '7/8', '8/3'] -> 8/3 / ((7/8 - 5/9) / 1/4 - 7/6)
[578493] ['1/4', '5/9', '7/6', '7/8', '9/5'] -> 5/9 / (7/6 - 1/4 - 7/8) * 9/5
[578499] ['1/4', '5/9', '7/6', '7/9', '8/7'] -> 7/6 / ((7/9 - 5/9) * /4) * 8/7
[578510] ['1/4', '5/9', '7/6', '8/3', '9/2'] -> (5/9 / 1/4 + 7/6 * 8/3) * 9/2
[578516] ['1/4', '5/9', '7/6', '8/5', '8/7'] -> 8/7 / (5/9 / (7/6 * /5) - 1/4)
[578536] ['1/4', '5/9', '7/6', '9/2', '9/2'] -> (5/9 * 9/2 - 7/6) / 1/4 * 9/2
[578538] ['1/4', '5/9', '7/6', '9/2', '9/5'] -> 5/9 / (7/6 - 1/4 * 9/2) * 9/5
[578545] ['1/4', '5/9', '7/6', '9/5', '9/5'] -> 9/5 / (1/4 * (7/6 / 5/9 - 9/5))
[578548] ['1/4', '5/9', '7/6', '9/7', '9/7'] -> 9/7 * 5/9 / (1/4 * (9/7 - 7/6))
[578563] ['1/4', '5/9', '7/8', '7/9', '8/3'] -> 8/3 / (5/9 / (7/8 - 1/4) - 7/9)
[578572] ['1/4', '5/9', '7/8', '8/3', '8/3'] -> 8/3 / (7/8 * 8/3 - 5/9 / 1/4)
[578574] ['1/4', '5/9', '7/8', '8/3', '8/7'] -> 7/8 / (1/4 - 5/9 / 8/3) * 8/7
[578597] ['1/4', '5/9', '7/8', '8/9', '9/2'] -> (5/9 + 7/8 * 8/9) / 1/4 * 9/2
[578602] ['1/4', '5/9', '7/8', '9/2', '9/2'] -> 9/2 / (1/4 * (5/9 + 7/8 / 9/2))
[578607] ['1/4', '5/9', '7/8', '9/4', '9/4'] -> 9/4 / (1/4 * (5/9 * 9/4 - 7/8))
[578627] ['1/4', '5/9', '7/9', '8/3', '8/3'] -> 8/3 / (5/9 + 8/3 - 7/9 / 1/4)
[578629] ['1/4', '5/9', '7/9', '8/3', '8/7'] -> 8/7 / (5/9 / 7/9 - 1/4 * 8/3)
[578631] ['1/4', '5/9', '7/9', '8/3', '9/2'] -> (8/3 - 5/9 - 7/9) / 1/4 * 9/2
[578633] ['1/4', '5/9', '7/9', '8/3', '9/5'] -> 5/9 / (7/9 / 8/3 - 1/4) * 9/5
[578634] ['1/4', '5/9', '7/9', '8/3', '9/7'] -> 9/7 * 7/9 / (1/4 - 5/9 / 8/3)
[578636] ['1/4', '5/9', '7/9', '8/5', '8/5'] -> 8/5 / (1/4 * (8/5 - 5/9 - 7/9))
[578673] ['1/4', '5/9', '8/3', '8/3', '8/5'] -> (8/3 + 8/3) / 1/4 / 5/9 / 8/5
[578677] ['1/4', '5/9', '8/3', '8/3', '9/4'] -> (8/3 + 8/3) / 5/9 * (1/4 + 9/4)
[578681] ['1/4', '5/9', '8/3', '8/5', '8/5'] -> 8/5 / ((1/4 - 5/9 / 8/3) * 8/5)
[578689] ['1/4', '5/9', '8/3', '8/7', '8/7'] -> 8/7 / ((1/4 - 5/9 / 8/3) * 8/7)
[578698] ['1/4', '5/9', '8/3', '8/9', '9/4'] -> 9/4 / (1/4 - 5/9 / (8/3 + 8/9))
[578701] ['1/4', '5/9', '8/3', '8/9', '9/8'] -> 9/8 * 8/9 / (1/4 - 5/9 / 8/3)
[578704] ['1/4', '5/9', '8/3', '9/2', '9/5'] -> 9/5 / (1/4 * (8/3 / 5/9 - 9/2))
[578707] ['1/4', '5/9', '8/3', '9/4', '9/4'] -> 9/4 / ((1/4 - 5/9 / 8/3) * 9/4)
[578711] ['1/4', '5/9', '8/3', '9/5', '9/5'] -> 9/5 / ((1/4 - (5/9 / 8/3)) * /5
)[578714] ['1/4', '5/9', '8/3', '9/7', '9/7'] -> 9/7 / ((1/4 - (5/9 / 8/3)) * /7
)[578716] ['1/4', '5/9', '8/3', '9/8', '9/8'] -> 9/8 / ((1/4 - (5/9 / 8/3)) * /8
)[578719] ['1/4', '5/9', '8/5', '8/5', '8/9'] -> (8/5 / 1/4 + 8/5) / (8/9 - 5/9)
[578761] ['1/4', '5/9', '8/7', '8/9', '9/2'] -> (5/9 + 8/9 / 8/7) / 1/4 * 9/2
[578806] ['1/4', '5/9', '9/2', '9/2', '9/8'] -> (9/2 + 9/2) / (5/9 * 9/8 - 1/4)
[578839] ['1/4', '6/5', '6/5', '6/5', '7/2'] -> 6/5 * (6/5 + (6/5 + 7/2) / 1/4)
[578841] ['1/4', '6/5', '6/5', '6/5', '7/4'] -> 6/5 / ((7/4 - 1/4) / 6/5 - 6/5)
[578842] ['1/4', '6/5', '6/5', '6/5', '7/5'] -> 6/5 / (1/4 / (7/5 - 6/5) - 6/5)
[578847] ['1/4', '6/5', '6/5', '6/5', '8/5'] -> (6/5 + 6/5) / (8/5 - 6/5) / 1/4
[578850] ['1/4', '6/5', '6/5', '6/5', '9/2'] -> 6/5 + 6/5 + 6/5 * 9/2 / 1/4
[578852] ['1/4', '6/5', '6/5', '6/5', '9/5'] -> 6/5 / (9/5 / 6/5 - 1/4 - 6/5)
[578875] ['1/4', '6/5', '6/5', '7/2', '7/5'] -> (6/5 + 6/5) * 7/2 / 1/4 / 7/5
[578877] ['1/4', '6/5', '6/5', '7/2', '7/8'] -> (6/5 / 1/4 + 6/5) * 7/2 / 7/8
[578880] ['1/4', '6/5', '6/5', '7/2', '8/5'] -> (6/5 / 6/5 + 7/2 / 1/4) * 8/5
[578884] ['1/4', '6/5', '6/5', '7/2', '9/4'] -> (7/2 / 1/4 - 6/5) / 6/5 * 9/4
[578895] ['1/4', '6/5', '6/5', '7/3', '8/5'] -> (6/5 + 6/5) * 7/3 / 1/4 + 8/5
[578898] ['1/4', '6/5', '6/5', '7/3', '9/2'] -> (7/3 - 6/5 / 6/5) / 1/4 * 9/2
[578900] ['1/4', '6/5', '6/5', '7/3', '9/5'] -> (6/5 / 6/5 + 7/3) / 1/4 * 9/5
[578901] ['1/4', '6/5', '6/5', '7/3', '9/7'] -> (6/5 / ((1/4 * /3) * 9/7) - 6/5))
[578933] ['1/4', '6/5', '6/5', '7/6', '8/3'] -> 1/4 * 6/5 / (6/5 - 7/6) * 8/3
[578938] ['1/4', '6/5', '6/5', '7/6', '9/4'] -> (6/5 + (6/5 + 7/6) / 1/4) * 9/4
[578942] ['1/4', '6/5', '6/5', '7/8', '7/8'] -> (6/5 / (1/4 * 6/5) - (7/8 / 7/8)))
[578944] ['1/4', '6/5', '6/5', '7/8', '8/3'] -> (6/5 + 6/5 * 7/8) / 1/4 * 8/3
[578955] ['1/4', '6/5', '6/5', '7/9', '8/5'] -> (8/5 / (1/4 * 6/5) - (6/5 * 7/9)))
[578966] ['1/4', '6/5', '6/5', '8/3', '8/9'] -> (6/5 / 1/4 + 8/3) / (6/5 - 8/9)
[578967] ['1/4', '6/5', '6/5', '8/3', '9/2'] -> (9/2 / (1/4 * 6/5) - (6/5 / 8/3)))
[578971] ['1/4', '6/5', '6/5', '8/3', '9/8'] -> (6/5 / ((1/4 * /3) * 6/5) - 9/8))
[578988] ['1/4', '6/5', '6/5', '8/9', '9/2'] -> (6/5 / 1/4 + 6/5) * 8/9 * 9/2
[578995] ['1/4', '6/5', '6/5', '9/2', '9/5'] -> (6/5 + 6/5) * 9/2 / 1/4 / 9/5
[578997] ['1/4', '6/5', '6/5', '9/2', '9/8'] -> (6/5 / 1/4 + 6/5) * 9/2 / 9/8
[579007] ['1/4', '6/5', '6/5', '9/8', '9/8'] -> (6/5 / (1/4 * 6/5) - (9/8 / 9/8)))
[579008] ['1/4', '6/5', '6/7', '6/7', '6/7'] -> 6/7 / ((6/7 - (6/7 / 6/5)) * /4
)[579057] ['1/4', '6/5', '6/7', '7/4', '7/5'] -> 7/5 / (7/4 - (1/4 + 6/5) / 6/7)
[579067] ['1/4', '6/5', '6/7', '7/4', '9/5'] -> 9/5 / (1/4 * (6/7 * 7/4 - 6/5))
[579078] ['1/4', '6/5', '6/7', '7/5', '9/2'] -> (7/5 / (1/4 * /7) - 6/5) * 9/2
[579099] ['1/4', '6/5', '6/7', '7/8', '8/7'] -> 8/7 / ((1/4 + 6/7) / 6/5 - 7/8)
[579103] ['1/4', '6/5', '6/7', '7/8', '9/5'] -> 9/5 / (1/4 * (6/5 - 6/7) * 7/8)
[579108] ['1/4', '6/5', '6/7', '7/9', '8/5'] -> 8/5 / (1/4 * (6/5 - 6/7) * 7/9)
