[272074] ['1/3', '1/7', '1/8', '5/2', '7/5'] -> ((7/5 * 1/7) / ((1/3 / 5/2) - 1/8))
[306846] ['1/3', '2/3', '2/7', '3/8', '7/2'] -> ((2/7 / ((1/3 + 3/8) - 2/3)) * 7/2)
[306852] ['1/3', '2/3', '2/7', '3/8', '7/9'] -> ((((2/3 / 1/3) / 2/7) / 3/8) / 7/9)
[306868] ['1/3', '2/3', '2/7', '4/3', '5/4'] -> (((4/3 / 1/3) / 2/7) / (5/4 - 2/3))
[306870] ['1/3', '2/3', '2/7', '4/3', '5/7'] -> (((2/7 * 4/3) / 1/3) / (5/7 - 2/3))
[306876] ['1/3', '2/3', '2/7', '4/3', '7/3'] -> (((7/3 / 1/3) / 2/7) - (2/3 / 4/3))
[306879] ['1/3', '2/3', '2/7', '4/3', '7/6'] -> ((4/3 / ((2/3 - 1/3) - 2/7)) / 7/6)
[306888] ['1/3', '2/3', '2/7', '4/3', '9/5'] -> ((((4/3 / 1/3) / 2/7) - 2/3) * 9/5)
[306891] ['1/3', '2/3', '2/7', '4/5', '4/5'] -> (4/5 / ((4/5 / 2/3) - (1/3 / 2/7)))
[306901] ['1/3', '2/3', '2/7', '4/5', '6/5'] -> (((4/5 / (1/3 - 2/7)) / 2/3) - 6/5)
[306907] ['1/3', '2/3', '2/7', '4/5', '7/6'] -> ((2/3 / ((2/7 / 4/5) - 1/3)) / 7/6)
[306911] ['1/3', '2/3', '2/7', '4/5', '8/5'] -> (8/5 / ((4/5 / 1/3) - (2/3 / 2/7)))
[306916] ['1/3', '2/3', '2/7', '4/5', '9/5'] -> (9/5 / ((1/3 / (2/3 - 2/7)) - 4/5))
[306932] ['1/3', '2/3', '2/7', '4/7', '7/4'] -> ((4/7 / 2/7) / (2/3 - (1/3 * 7/4)))
[306941] ['1/3', '2/3', '2/7', '4/7', '9/2'] -> ((((4/7 / 1/3) / 2/7) - 2/3) * 9/2)
[306967] ['1/3', '2/3', '2/7', '4/9', '9/2'] -> ((2/3 + ((4/9 / 1/3) / 2/7)) * 9/2)
[307012] ['1/3', '2/3', '2/7', '5/3', '8/3'] -> (8/3 / ((1/3 - 2/7) * (2/3 + 5/3)))
[307032] ['1/3', '2/3', '2/7', '5/4', '7/6'] -> ((2/3 / ((2/7 * 5/4) - 1/3)) / 7/6)
[307040] ['1/3', '2/3', '2/7', '5/4', '9/4'] -> ((5/4 / ((2/3 - 1/3) - 2/7)) - 9/4)
[307049] ['1/3', '2/3', '2/7', '5/6', '6/7'] -> ((2/3 / ((2/7 / 1/3) - 5/6)) * 6/7)
[307050] ['1/3', '2/3', '2/7', '5/6', '7/2'] -> ((2/3 / (2/7 - (1/3 * 5/6))) / 7/2)
[307054] ['1/3', '2/3', '2/7', '5/6', '7/6'] -> ((2/3 / ((2/7 / 1/3) - 5/6)) / 7/6)
[307057] ['1/3', '2/3', '2/7', '5/6', '8/3'] -> (8/3 / (2/7 * (2/3 - (1/3 * 5/6))))
[307062] ['1/3', '2/3', '2/7', '5/6', '9/4'] -> (((5/6 / (1/3 - 2/7)) / 2/3) - 9/4)
[307067] ['1/3', '2/3', '2/7', '5/7', '5/8'] -> ((5/7 / ((2/3 - 1/3) - 2/7)) / 5/8)
[307108] ['1/3', '2/3', '2/7', '5/9', '6/5'] -> (((2/3 / (1/3 - 2/7)) / 5/9) - 6/5)
[307117] ['1/3', '2/3', '2/7', '5/9', '8/3'] -> (8/3 / (((5/9 - 1/3) / 2/7) - 2/3))
[307121] ['1/3', '2/3', '2/7', '5/9', '9/2'] -> ((((2/3 / 2/7) - 5/9) / 1/3) * 9/2)
[307128] ['1/3', '2/3', '2/7', '6/5', '7/2'] -> ((2/3 / (2/7 - (1/3 / 6/5))) / 7/2)
[307135] ['1/3', '2/3', '2/7', '6/5', '8/3'] -> (8/3 / (2/7 * (2/3 - (1/3 / 6/5))))
[307137] ['1/3', '2/3', '2/7', '6/5', '8/7'] -> (8/7 / (((2/7 / 1/3) / 6/5) - 2/3))
[307144] ['1/3', '2/3', '2/7', '6/7', '6/7'] -> ((2/3 * (6/7 + 6/7)) / (1/3 - 2/7))
[307145] ['1/3', '2/3', '2/7', '6/7', '7/2'] -> (7/2 / (1/3 - (2/7 / (2/3 + 6/7))))
[307146] ['1/3', '2/3', '2/7', '6/7', '7/3'] -> ((2/7 + 6/7) / (1/3 - (2/3 / 7/3)))
[307155] ['1/3', '2/3', '2/7', '6/7', '8/9'] -> (((6/7 / (1/3 - 2/7)) / 2/3) * 8/9)
[307160] ['1/3', '2/3', '2/7', '6/7', '9/8'] -> (((6/7 / (1/3 - 2/7)) / 2/3) / 9/8)
[307180] ['1/3', '2/3', '2/7', '7/3', '7/6'] -> ((2/3 + ((7/3 / 1/3) / 2/7)) - 7/6)
[307225] ['1/3', '2/3', '2/7', '7/6', '8/9'] -> (8/9 / ((1/3 - 2/7) * (2/3 * 7/6)))
[307233] ['1/3', '2/3', '2/7', '7/8', '8/3'] -> (8/3 / ((1/3 * (2/3 - 2/7)) * 7/8))
[307235] ['1/3', '2/3', '2/7', '7/8', '8/7'] -> (8/7 / ((2/7 / 2/3) - (1/3 / 7/8)))
[307237] ['1/3', '2/3', '2/7', '7/8', '9/2'] -> (9/2 / (((1/3 / 2/3) - 2/7) * 7/8))
[307240] ['1/3', '2/3', '2/7', '7/8', '9/7'] -> (9/7 / (((1/3 + 2/7) / 2/3) - 7/8))
[307253] ['1/3', '2/3', '2/7', '8/3', '8/5'] -> ((((2/3 / 2/7) + 8/3) / 1/3) * 8/5)
[307269] ['1/3', '2/3', '2/7', '8/7', '8/7'] -> (8/7 / ((2/7 / 2/3) - (1/3 * 8/7)))
[307271] ['1/3', '2/3', '2/7', '8/7', '9/2'] -> ((8/7 / ((1/3 / 2/3) - 2/7)) * 9/2)
[307295] ['1/3', '2/3', '2/7', '9/7', '9/8'] -> ((9/7 / ((2/3 - 1/3) - 2/7)) / 9/8)
[307301] ['1/3', '2/3', '2/9', '2/9', '3/7'] -> (((2/9 + (2/3 / 3/7)) / 1/3) / 2/9)
[307310] ['1/3', '2/3', '2/9', '2/9', '5/6'] -> ((((1/3 + 2/3) / 2/9) + 5/6) / 2/9)
[307316] ['1/3', '2/3', '2/9', '2/9', '7/2'] -> (((2/3 / 2/9) / 2/9) + (7/2 / 1/3))
[307318] ['1/3', '2/3', '2/9', '2/9', '7/4'] -> (2/9 / (2/3 - (1/3 * (2/9 + 7/4))))
[307328] ['1/3', '2/3', '2/9', '2/9', '9/4'] -> (2/9 / ((1/3 * (9/4 - 2/9)) - 2/3))
[307329] ['1/3', '2/3', '2/9', '2/9', '9/5'] -> ((2/3 + 2/9) / (2/9 - (1/3 / 9/5)))
[307330] ['1/3', '2/3', '2/9', '2/9', '9/7'] -> ((2/3 + 2/9) / ((1/3 / 9/7) - 2/9))
[307331] ['1/3', '2/3', '2/9', '2/9', '9/8'] -> (((2/3 / (1/3 - 2/9)) / 2/9) / 9/8)
[307332] ['1/3', '2/3', '2/9', '3/2', '3/2'] -> ((((3/2 / 1/3) + 3/2) - 2/3) / 2/9)
[307333] ['1/3', '2/3', '2/9', '3/2', '3/4'] -> (((2/3 + (3/2 / 1/3)) / 2/9) + 3/4)
[307341] ['1/3', '2/3', '2/9', '3/2', '5/2'] -> (((3/2 / 1/3) / 2/9) + (5/2 / 2/3))
[307352] ['1/3', '2/3', '2/9', '3/2', '7/4'] -> (((2/3 + (3/2 / 2/9)) / 1/3) + 7/4)
[307384] ['1/3', '2/3', '2/9', '3/4', '7/3'] -> ((1/3 + 7/3) / ((2/3 * 2/9) * 3/4))
[307402] ['1/3', '2/3', '2/9', '3/5', '4/3'] -> ((2/3 * 4/3) / ((2/9 / 3/5) - 1/3))
[307406] ['1/3', '2/3', '2/9', '3/5', '5/2'] -> ((((2/3 / 1/3) / 2/9) + 3/5) * 5/2)
[307408] ['1/3', '2/3', '2/9', '3/5', '5/4'] -> ((2/3 / (2/9 - (1/3 * 3/5))) / 5/4)
[307426] ['1/3', '2/3', '2/9', '3/5', '9/2'] -> ((1/3 + ((2/3 / 2/9) / 3/5)) * 9/2)
[307428] ['1/3', '2/3', '2/9', '3/5', '9/5'] -> ((1/3 + 9/5) / ((2/3 * 2/9) * 3/5))
[307431] ['1/3', '2/3', '2/9', '3/7', '3/7'] -> ((((2/3 / 2/9) + 3/7) / 1/3) / 3/7)
[307433] ['1/3', '2/3', '2/9', '3/7', '4/3'] -> (4/3 / ((2/3 / 3/7) - (1/3 / 2/9)))
[307436] ['1/3', '2/3', '2/9', '3/7', '4/9'] -> (4/9 / ((2/9 / 3/7) - (1/3 / 2/3)))
[307447] ['1/3', '2/3', '2/9', '3/7', '7/3'] -> ((((2/3 / 2/9) + 3/7) / 1/3) * 7/3)
[307453] ['1/3', '2/3', '2/9', '3/7', '8/3'] -> (8/3 / ((2/3 + 2/9) - (1/3 / 3/7)))
[307457] ['1/3', '2/3', '2/9', '3/7', '9/2'] -> (((2/9 + (2/3 / 3/7)) / 1/3) * 9/2)
[307460] ['1/3', '2/3', '2/9', '3/7', '9/7'] -> (9/7 / (3/7 - (1/3 / (2/3 + 2/9))))
[307470] ['1/3', '2/3', '2/9', '3/8', '5/6'] -> (5/6 / (2/9 - ((1/3 * 3/8) / 2/3)))
[307476] ['1/3', '2/3', '2/9', '3/8', '7/2'] -> ((2/3 / (2/9 - (1/3 * 3/8))) * 7/2)
[307487] ['1/3', '2/3', '2/9', '3/8', '9/2'] -> ((2/9 / ((1/3 + 3/8) - 2/3)) * 9/2)
[307491] ['1/3', '2/3', '2/9', '3/8', '9/8'] -> (((2/3 + 2/9) / (3/8 - 1/3)) * 9/8)
[307497] ['1/3', '2/3', '2/9', '4/3', '5/3'] -> ((2/3 * 4/3) / ((2/9 * 5/3) - 1/3))
[307503] ['1/3', '2/3', '2/9', '4/3', '6/5'] -> (((2/3 + (4/3 / 2/9)) / 1/3) * 6/5)
[307505] ['1/3', '2/3', '2/9', '4/3', '7/2'] -> ((((1/3 / 2/3) + 7/2) * 4/3) / 2/9)
[307507] ['1/3', '2/3', '2/9', '4/3', '7/4'] -> ((4/3 / 2/9) / ((2/3 / 1/3) - 7/4))
[307517] ['1/3', '2/3', '2/9', '4/3', '9/4'] -> ((4/3 / 2/9) / (9/4 - (2/3 / 1/3)))
[307518] ['1/3', '2/3', '2/9', '4/3', '9/5'] -> ((2/3 * 4/3) / (2/9 - (1/3 / 9/5)))
[307529] ['1/3', '2/3', '2/9', '4/5', '5/8'] -> ((2/3 / ((1/3 * 4/5) - 2/9)) / 5/8)
[307543] ['1/3', '2/3', '2/9', '4/5', '8/9'] -> ((8/9 / 2/3) / (1/3 - (2/9 / 4/5)))
[307546] ['1/3', '2/3', '2/9', '4/5', '9/5'] -> ((1/3 + 9/5) / ((2/3 + 2/9) - 4/5))
[307549] ['1/3', '2/3', '2/9', '4/7', '4/7'] -> ((2/3 * 4/7) / ((4/7 - 1/3) - 2/9))
[307550] ['1/3', '2/3', '2/9', '4/7', '4/9'] -> (4/9 / (2/9 * (2/3 - (1/3 / 4/7))))
[307562] ['1/3', '2/3', '2/9', '4/7', '7/4'] -> ((2/3 / ((4/7 - 1/3) - 2/9)) / 7/4)
[307565] ['1/3', '2/3', '2/9', '4/7', '7/8'] -> ((2/3 / (2/9 - (1/3 * 4/7))) / 7/8)
[307567] ['1/3', '2/3', '2/9', '4/7', '8/3'] -> (8/3 / ((1/3 / 2/3) - (2/9 / 4/7)))
[307569] ['1/3', '2/3', '2/9', '4/7', '8/7'] -> ((2/3 / (2/9 - (1/3 * 4/7))) * 8/7)
[307570] ['1/3', '2/3', '2/9', '4/7', '8/9'] -> ((8/9 / 2/3) / ((2/9 / 4/7) - 1/3))
[307583] ['1/3', '2/3', '2/9', '4/9', '5/9'] -> ((((2/3 / 2/9) + 5/9) / 1/3) / 4/9)
[307588] ['1/3', '2/3', '2/9', '4/9', '7/4'] -> ((4/9 / 2/9) / (2/3 - (1/3 * 7/4)))
[307590] ['1/3', '2/3', '2/9', '4/9', '7/6'] -> (4/9 / (2/3 - ((1/3 + 2/9) * 7/6)))
[307598] ['1/3', '2/3', '2/9', '4/9', '9/4'] -> ((4/9 / 2/9) / ((1/3 * 9/4) - 2/3))
[307601] ['1/3', '2/3', '2/9', '4/9', '9/8'] -> (((2/3 / (4/9 - 1/3)) / 2/9) / 9/8)
[307607] ['1/3', '2/3', '2/9', '5/2', '5/8'] -> (((2/3 * 5/2) / (1/3 - 2/9)) / 5/8)
[307612] ['1/3', '2/3', '2/9', '5/2', '7/3'] -> ((1/3 + 7/3) / (2/3 - (2/9 * 5/2)))
[307622] ['1/3', '2/3', '2/9', '5/2', '9/2'] -> (((2/3 + 5/2) / (1/3 - 2/9)) - 9/2)
[307628] ['1/3', '2/3', '2/9', '5/3', '5/4'] -> ((2/3 / (2/9 - (1/3 / 5/3))) / 5/4)
[307640] ['1/3', '2/3', '2/9', '5/3', '7/8'] -> (((2/3 + 5/3) / (1/3 - 2/9)) / 7/8)
[307644] ['1/3', '2/3', '2/9', '5/3', '8/7'] -> (((2/3 + 5/3) / (1/3 - 2/9)) * 8/7)
[307648] ['1/3', '2/3', '2/9', '5/3', '9/5'] -> ((((1/3 + 9/5) / 2/3) * 5/3) / 2/9)
[307654] ['1/3', '2/3', '2/9', '5/4', '5/8'] -> ((2/3 / ((1/3 / 5/4) - 2/9)) / 5/8)
[307656] ['1/3', '2/3', '2/9', '5/4', '6/5'] -> (6/5 / (5/4 - (2/3 / (1/3 + 2/9))))
[307665] ['1/3', '2/3', '2/9', '5/4', '8/3'] -> (8/3 / (2/9 * ((2/3 * 5/4) - 1/3)))
[307667] ['1/3', '2/3', '2/9', '5/4', '8/7'] -> (8/7 / ((2/9 / (5/4 - 2/3)) - 1/3))
[307668] ['1/3', '2/3', '2/9', '5/4', '8/9'] -> ((8/9 / 2/3) / (1/3 - (2/9 * 5/4)))
[307677] ['1/3', '2/3', '2/9', '5/6', '5/9'] -> (((1/3 + 5/9) / 2/9) / (5/6 - 2/3))
[307700] ['1/3', '2/3', '2/9', '5/7', '6/7'] -> (6/7 / ((1/3 / (2/3 - 2/9)) - 5/7))
[307701] ['1/3', '2/3', '2/9', '5/7', '7/2'] -> ((((2/3 / 2/9) - 5/7) / 1/3) * 7/2)
[307703] ['1/3', '2/3', '2/9', '5/7', '7/4'] -> ((2/3 / ((1/3 * 5/7) - 2/9)) / 7/4)
[307708] ['1/3', '2/3', '2/9', '5/7', '8/3'] -> (8/3 / (((1/3 + 2/9) / 5/7) - 2/3))
[307727] ['1/3', '2/3', '2/9', '5/8', '7/9'] -> (7/9 / (((1/3 * 2/9) + 5/8) - 2/3))
[307732] ['1/3', '2/3', '2/9', '5/8', '9/2'] -> (((1/3 + (2/3 / 2/9)) / 5/8) * 9/2)
[307734] ['1/3', '2/3', '2/9', '5/8', '9/5'] -> (((1/3 + 2/9) / (2/3 - 5/8)) * 9/5)
[307741] ['1/3', '2/3', '2/9', '5/9', '7/3'] -> ((1/3 + 7/3) / ((2/9 + 5/9) - 2/3))
[307752] ['1/3', '2/3', '2/9', '5/9', '9/4'] -> ((((2/3 / 2/9) + 5/9) / 1/3) * 9/4)
[307756] ['1/3', '2/3', '2/9', '6/5', '6/5'] -> ((((2/3 + 6/5) / 1/3) / 2/9) - 6/5)
[307777] ['1/3', '2/3', '2/9', '6/7', '7/4'] -> (((2/3 + 6/7) / (1/3 - 2/9)) * 7/4)
[307779] ['1/3', '2/3', '2/9', '6/7', '7/6'] -> ((((2/3 + 6/7) / 1/3) / 2/9) * 7/6)
[307786] ['1/3', '2/3', '2/9', '6/7', '9/2'] -> (9/2 / (1/3 - (2/9 / (2/3 + 6/7))))
[307792] ['1/3', '2/3', '2/9', '7/2', '7/3'] -> ((1/3 + 7/3) / ((2/9 * 7/2) - 2/3))
[307793] ['1/3', '2/3', '2/9', '7/2', '7/4'] -> (((2/3 + 7/2) / 2/9) + (7/4 / 1/3))
[307800] ['1/3', '2/3', '2/9', '7/2', '8/7'] -> (((2/3 * 7/2) / (1/3 - 2/9)) * 8/7)
[307806] ['1/3', '2/3', '2/9', '7/2', '9/8'] -> (((1/3 + (7/2 / 2/3)) / 2/9) - 9/8)
[307810] ['1/3', '2/3', '2/9', '7/3', '7/6'] -> (((1/3 + 7/3) / 2/9) / (7/6 - 2/3))
[307821] ['1/3', '2/3', '2/9', '7/3', '9/8'] -> (((2/3 + 7/3) / (1/3 - 2/9)) / 9/8)
[307825] ['1/3', '2/3', '2/9', '7/4', '7/8'] -> ((2/3 / (2/9 - (1/3 / 7/4))) / 7/8)
[307827] ['1/3', '2/3', '2/9', '7/4', '8/3'] -> (8/3 / ((1/3 / 2/3) - (2/9 * 7/4)))
[307829] ['1/3', '2/3', '2/9', '7/4', '8/7'] -> ((2/3 / (2/9 - (1/3 / 7/4))) * 8/7)
[307830] ['1/3', '2/3', '2/9', '7/4', '8/9'] -> (8/9 / (2/3 * ((2/9 * 7/4) - 1/3)))
[307840] ['1/3', '2/3', '2/9', '7/5', '8/3'] -> (8/3 / (((1/3 + 2/9) * 7/5) - 2/3))
[307851] ['1/3', '2/3', '2/9', '7/6', '7/9'] -> (((1/3 / 2/9) + 7/6) / (7/9 - 2/3))
[307867] ['1/3', '2/3', '2/9', '7/8', '9/2'] -> (9/2 / ((1/3 / 2/9) - (7/8 / 2/3)))
[307872] ['1/3', '2/3', '2/9', '7/9', '7/9'] -> ((2/3 + ((7/9 + 7/9) / 1/3)) / 2/9)
[307884] ['1/3', '2/3', '2/9', '8/3', '8/7'] -> ((((2/3 / 1/3) + 8/3) / 2/9) * 8/7)
[307890] ['1/3', '2/3', '2/9', '8/3', '9/8'] -> ((((8/3 - 2/3) / 1/3) / 2/9) / 9/8)
[307891] ['1/3', '2/3', '2/9', '8/5', '8/5'] -> (8/5 / (2/3 * (8/5 - (1/3 / 2/9))))
[307894] ['1/3', '2/3', '2/9', '8/5', '9/2'] -> (((1/3 + (2/3 / 2/9)) * 8/5) * 9/2)
[307916] ['1/3', '2/3', '2/9', '9/2', '9/8'] -> (((2/3 * 9/2) / (1/3 - 2/9)) / 9/8)
[307917] ['1/3', '2/3', '2/9', '9/4', '9/4'] -> (((2/3 + 9/4) / (1/3 - 2/9)) - 9/4)
[307932] ['1/3', '2/3', '3/2', '3/2', '4/3'] -> (4/3 / ((1/3 * 3/2) - (2/3 / 3/2)))
[307939] ['1/3', '2/3', '3/2', '3/2', '5/6'] -> (2/3 / (((1/3 + 3/2) * 5/6) - 3/2))
[307945] ['1/3', '2/3', '3/2', '3/2', '7/2'] -> (3/2 + (((3/2 + 7/2) / 1/3) / 2/3))
[307949] ['1/3', '2/3', '3/2', '3/2', '7/6'] -> ((3/2 + 7/6) / ((2/3 / 3/2) - 1/3))
[307955] ['1/3', '2/3', '3/2', '3/2', '8/9'] -> (8/9 / (1/3 - ((2/3 / 3/2) / 3/2)))
[307974] ['1/3', '2/3', '3/2', '3/4', '5/8'] -> ((3/2 / 3/4) / ((2/3 * 5/8) - 1/3))
[307975] ['1/3', '2/3', '3/2', '3/4', '5/9'] -> ((2/3 / 3/4) / ((5/9 / 3/2) - 1/3))
[307978] ['1/3', '2/3', '3/2', '3/4', '7/2'] -> ((1/3 - (7/2 / 3/2)) / (2/3 - 3/4))
[307980] ['1/3', '2/3', '3/2', '3/4', '7/4'] -> ((3/2 / 3/4) / (2/3 - (1/3 * 7/4)))
[307986] ['1/3', '2/3', '3/2', '3/4', '8/5'] -> ((3/2 / 3/4) / ((2/3 / 8/5) - 1/3))
[307988] ['1/3', '2/3', '3/2', '3/4', '8/9'] -> (8/9 / (1/3 - (2/3 / (3/2 + 3/4))))
[307997] ['1/3', '2/3', '3/2', '3/5', '4/3'] -> (4/3 / ((3/2 - (2/3 / 3/5)) - 1/3))
[308006] ['1/3', '2/3', '3/2', '3/5', '5/8'] -> ((3/2 / (3/5 - (1/3 / 2/3))) / 5/8)
[308010] ['1/3', '2/3', '3/2', '3/5', '7/2'] -> (((1/3 + 3/2) / (2/3 - 3/5)) - 7/2)
[308017] ['1/3', '2/3', '3/2', '3/5', '8/3'] -> (8/3 / ((1/3 / 3/5) - (2/3 / 3/2)))
[308028] ['1/3', '2/3', '3/2', '3/7', '4/3'] -> (4/3 / ((3/2 - (1/3 / 3/7)) - 2/3))
[308031] ['1/3', '2/3', '3/2', '3/7', '4/9'] -> ((4/9 / 1/3) / ((2/3 / 3/7) - 3/2))
[308040] ['1/3', '2/3', '3/2', '3/7', '6/7'] -> (((2/3 + 6/7) * 3/2) / (3/7 - 1/3))
[308063] ['1/3', '2/3', '3/2', '3/8', '5/3'] -> (5/3 / ((2/3 - (1/3 / 3/2)) - 3/8))
[308068] ['1/3', '2/3', '3/2', '3/8', '5/9'] -> ((5/9 / 1/3) / ((2/3 / 3/2) - 3/8))
[308071] ['1/3', '2/3', '3/2', '3/8', '7/2'] -> ((7/2 / 1/3) / (3/2 * (2/3 - 3/8)))
[308075] ['1/3', '2/3', '3/2', '3/8', '7/6'] -> (((3/2 / 1/3) / 3/8) / (7/6 - 2/3))
[308089] ['1/3', '2/3', '3/2', '4/3', '4/7'] -> ((3/2 * 4/3) / (2/3 - (1/3 / 4/7)))
[308098] ['1/3', '2/3', '3/2', '4/3', '6/5'] -> (4/3 / ((2/3 / 6/5) - (1/3 * 3/2)))
[308108] ['1/3', '2/3', '3/2', '4/3', '8/5'] -> ((3/2 * 4/3) / ((2/3 / 8/5) - 1/3))
[308113] ['1/3', '2/3', '3/2', '4/3', '9/5'] -> ((4/3 / 3/2) / ((2/3 / 9/5) - 1/3))
[308126] ['1/3', '2/3', '3/2', '4/5', '6/5'] -> (6/5 / (4/5 - ((1/3 * 3/2) / 2/3)))
[308139] ['1/3', '2/3', '3/2', '4/5', '9/2'] -> (((3/2 / 1/3) + (2/3 / 4/5)) * 9/2)
[308141] ['1/3', '2/3', '3/2', '4/5', '9/5'] -> (((1/3 + 9/5) * 3/2) / (4/5 - 2/3))
[308144] ['1/3', '2/3', '3/2', '4/7', '4/7'] -> (4/7 / ((1/3 * (3/2 + 4/7)) - 2/3))
[308145] ['1/3', '2/3', '3/2', '4/7', '4/9'] -> ((3/2 + (2/3 / 4/7)) / (4/9 - 1/3))
[308160] ['1/3', '2/3', '3/2', '4/7', '7/8'] -> ((3/2 / (4/7 - (1/3 / 2/3))) / 7/8)
[308171] ['1/3', '2/3', '3/2', '4/9', '4/9'] -> (4/9 / (2/3 - (1/3 * (3/2 + 4/9))))
[308175] ['1/3', '2/3', '3/2', '4/9', '5/6'] -> (((3/2 / 1/3) + 5/6) / (2/3 - 4/9))
[308177] ['1/3', '2/3', '3/2', '4/9', '5/8'] -> ((1/3 + (3/2 * 4/9)) / (2/3 - 5/8))
[308185] ['1/3', '2/3', '3/2', '4/9', '7/6'] -> ((3/2 + 7/6) / ((1/3 + 4/9) - 2/3))
[308196] ['1/3', '2/3', '3/2', '4/9', '9/8'] -> ((3/2 / ((1/3 / 2/3) - 4/9)) / 9/8)
[308200] ['1/3', '2/3', '3/2', '5/2', '5/6'] -> ((3/2 + 5/2) / ((1/3 + 2/3) - 5/6))
[308202] ['1/3', '2/3', '3/2', '5/2', '5/8'] -> ((5/2 / (2/3 - (1/3 * 3/2))) / 5/8)
[308211] ['1/3', '2/3', '3/2', '5/2', '7/8'] -> (((5/2 / 1/3) / 3/2) / (7/8 - 2/3))
[308226] ['1/3', '2/3', '3/2', '5/3', '5/8'] -> ((5/3 / ((2/3 / 3/2) - 1/3)) / 5/8)
[308230] ['1/3', '2/3', '3/2', '5/3', '7/2'] -> (((1/3 / 2/3) + 7/2) / (5/3 - 3/2))
[308234] ['1/3', '2/3', '3/2', '5/3', '7/6'] -> ((3/2 + 7/6) / (2/3 - (1/3 * 5/3)))
[308240] ['1/3', '2/3', '3/2', '5/3', '8/9'] -> (((8/9 / 1/3) / 2/3) / (5/3 - 3/2))
[308264] ['1/3', '2/3', '3/2', '5/4', '9/2'] -> (((3/2 / 1/3) + (2/3 * 5/4)) * 9/2)
[308269] ['1/3', '2/3', '3/2', '5/6', '5/6'] -> ((3/2 + (5/6 / 1/3)) / (5/6 - 2/3))
[308272] ['1/3', '2/3', '3/2', '5/6', '5/9'] -> (((1/3 + 3/2) + 5/6) / (2/3 - 5/9))
[308273] ['1/3', '2/3', '3/2', '5/6', '6/5'] -> ((2/3 / 5/6) / ((1/3 + 6/5) - 3/2))
[308275] ['1/3', '2/3', '3/2', '5/6', '7/2'] -> (((1/3 * 3/2) + 7/2) / (5/6 - 2/3))
[308278] ['1/3', '2/3', '3/2', '5/6', '7/5'] -> (((2/3 / 1/3) / 5/6) / (3/2 - 7/5))
[308281] ['1/3', '2/3', '3/2', '5/6', '7/9'] -> (((1/3 + 3/2) + 5/6) / (7/9 - 2/3))
[308288] ['1/3', '2/3', '3/2', '5/6', '9/5'] -> ((2/3 / 5/6) / ((1/3 + 3/2) - 9/5))
[308290] ['1/3', '2/3', '3/2', '5/6', '9/8'] -> (((3/2 / (5/6 - 2/3)) / 1/3) / 9/8)
[308295] ['1/3', '2/3', '3/2', '5/7', '6/7'] -> (6/7 / (((1/3 * 3/2) / 2/3) - 5/7))
[308317] ['1/3', '2/3', '3/2', '5/8', '7/3'] -> (7/3 / ((1/3 * (2/3 + 3/2)) - 5/8))
[308336] ['1/3', '2/3', '3/2', '5/9', '7/3'] -> ((1/3 + 7/3) / (5/9 - (2/3 / 3/2)))
[308346] ['1/3', '2/3', '3/2', '5/9', '9/2'] -> (((3/2 / 1/3) + (5/9 / 2/3)) * 9/2)
[308350] ['1/3', '2/3', '3/2', '5/9', '9/8'] -> ((3/2 / (5/9 - (1/3 / 2/3))) / 9/8)
[308351] ['1/3', '2/3', '3/2', '6/5', '6/5'] -> ((2/3 * 6/5) / ((1/3 + 6/5) - 3/2))
[308363] ['1/3', '2/3', '3/2', '6/5', '8/9'] -> (8/9 / (((2/3 / 3/2) / 6/5) - 1/3))
[308370] ['1/3', '2/3', '3/2', '6/7', '7/2'] -> ((((2/3 + 6/7) * 3/2) / 1/3) * 7/2)
[308387] ['1/3', '2/3', '3/2', '7/2', '7/3'] -> (((3/2 / 1/3) + 7/2) * (2/3 + 7/3))
[308390] ['1/3', '2/3', '3/2', '7/2', '7/6'] -> ((3/2 + (7/2 / 1/3)) / (7/6 - 2/3))
[308391] ['1/3', '2/3', '3/2', '7/2', '7/8'] -> ((7/2 / (2/3 - (1/3 * 3/2))) / 7/8)
[308394] ['1/3', '2/3', '3/2', '7/2', '8/5'] -> (((3/2 + 7/2) / (2/3 - 1/3)) * 8/5)
[308396] ['1/3', '2/3', '3/2', '7/2', '8/9'] -> (((1/3 + 3/2) + 7/2) / (8/9 - 2/3))
[308406] ['1/3', '2/3', '3/2', '7/3', '7/8'] -> ((7/3 / ((2/3 / 3/2) - 1/3)) / 7/8)
[308408] ['1/3', '2/3', '3/2', '7/3', '8/3'] -> ((((7/3 / 1/3) / 2/3) - 3/2) * 8/3)
[308409] ['1/3', '2/3', '3/2', '7/3', '8/5'] -> (((3/2 + (7/3 / 2/3)) / 1/3) * 8/5)
[308410] ['1/3', '2/3', '3/2', '7/3', '8/7'] -> ((7/3 / ((2/3 / 3/2) - 1/3)) * 8/7)
[308445] ['1/3', '2/3', '3/2', '7/6', '7/8'] -> ((3/2 + (7/6 / 1/3)) / (7/8 - 2/3))
[308449] ['1/3', '2/3', '3/2', '7/6', '8/7'] -> (8/7 / (((2/3 / 3/2) / 7/6) - 1/3))
[308458] ['1/3', '2/3', '3/2', '7/8', '8/3'] -> ((1/3 + 8/3) / ((2/3 * 3/2) - 7/8))
