[672783] ['1/5', '2/7', '5/8', '7/5', '9/8'] -> 5/8 + 7/5 / 1/5 / 2/7 - 9/8
[708746] ['1/5', '3/8', '4/7', '8/7', '9/4'] -> (4/7 / 1/5 + 8/7) / 3/8 * 9/4
[708754] ['1/5', '3/8', '4/7', '8/9', '9/7'] -> 9/7 / (1/5 * (4/7 / 8/9 - 3/8))
[708759] ['1/5', '3/8', '4/7', '9/2', '9/7'] -> 3/8 * 4/7 + 9/2 / 1/5 + 9/7
[708766] ['1/5', '3/8', '4/7', '9/5', '9/7'] -> 9/7 / ((1/5 + 4/7) / 9/5 - 3/8)
[708773] ['1/5', '3/8', '4/9', '4/9', '5/3'] -> 4/9 / 4/9 / (3/8 - 1/5 * 5/3)
[708789] ['1/5', '3/8', '4/9', '4/9', '8/5'] -> 8/5 / 1/5 / 3/8 / (4/9 + 4/9)
[708797] ['1/5', '3/8', '4/9', '5/2', '5/2'] -> 5/2 / (3/8 * (5/2 - 4/9 / 1/5))
[708799] ['1/5', '3/8', '4/9', '5/2', '5/4'] -> (3/8 + 5/2 / 4/9) / 1/5 / 5/4
[708800] ['1/5', '3/8', '4/9', '5/2', '5/6'] -> 5/6 / (1/5 * (4/9 - 3/8) * 5/2)
[708803] ['1/5', '3/8', '4/9', '5/2', '5/9'] -> (3/8 * 4/9 + 5/2) / 1/5 / 5/9
[708807] ['1/5', '3/8', '4/9', '5/2', '7/3'] -> 7/3 / (3/8 + 4/9 / 1/5 - 5/2)
[708818] ['1/5', '3/8', '4/9', '5/2', '9/4'] -> (5/2 / 4/9 - 3/8) / 1/5 - 9/4
[708819] ['1/5', '3/8', '4/9', '5/2', '9/5'] -> (3/8 * 4/9 + 5/2) / 1/5 * 9/5
[708824] ['1/5', '3/8', '4/9', '5/3', '5/6'] -> (5/3 / 3/8 - 4/9) / 1/5 / 5/6
[708827] ['1/5', '3/8', '4/9', '5/3', '5/9'] -> 5/9 / (1/5 * (4/9 - 3/8) * 5/3)
[708828] ['1/5', '3/8', '4/9', '5/3', '6/5'] -> (5/3 / 3/8 - 4/9) / 1/5 * 6/5
[708836] ['1/5', '3/8', '4/9', '5/3', '7/9'] -> 7/9 / ((4/9 - 1/5) * 5/3 - 3/8)
[708842] ['1/5', '3/8', '4/9', '5/3', '9/4'] -> 4/9 / (3/8 - 1/5 * 5/3) * 9/4
[708851] ['1/5', '3/8', '4/9', '5/4', '6/5'] -> 6/5 / (5/4 - 1/5 / 3/8 / 4/9)
[708856] ['1/5', '3/8', '4/9', '5/4', '7/5'] -> 7/5 / (3/8 * (4/9 / 5/4 - 1/5))
[708860] ['1/5', '3/8', '4/9', '5/4', '8/3'] -> 8/3 / ((1/5 / 3/8 - 4/9) * 5/4)
[708861] ['1/5', '3/8', '4/9', '5/4', '8/5'] -> 8/5 / (1/5 - 3/8 * 4/9 / 5/4)
[708864] ['1/5', '3/8', '4/9', '5/4', '9/2'] -> 9/2 / (1/5 * 5/4 / 4/9 - 3/8)
[708865] ['1/5', '3/8', '4/9', '5/4', '9/4'] -> 9/4 / ((1/5 / 4/9 - 3/8) * 5/4)
[708869] ['1/5', '3/8', '4/9', '5/6', '5/6'] -> 5/6 / ((1/5 + 3/8) * 5/6 - 4/9)
[708873] ['1/5', '3/8', '4/9', '5/6', '6/5'] -> 6/5 / (4/9 * (3/8 * 5/6 - 1/5))
[708876] ['1/5', '3/8', '4/9', '5/6', '7/3'] -> 7/3 / (1/5 * 5/6 - (4/9 - 3/8))
[708887] ['1/5', '3/8', '4/9', '5/6', '9/4'] -> (5/6 / 1/5 / 3/8 - 4/9) * 9/4
[708903] ['1/5', '3/8', '4/9', '5/7', '8/3'] -> 8/3 / (4/9 / (1/5 + 5/7) - 3/8)
[708909] ['1/5', '3/8', '4/9', '5/7', '9/5'] -> 9/5 / (3/8 / 5/7 - 1/5 / 4/9)
[708920] ['1/5', '3/8', '4/9', '5/8', '7/6'] -> 7/6 / ((3/8 - 1/5) * 4/9 * 5/8)
[708924] ['1/5', '3/8', '4/9', '5/8', '8/5'] -> 8/5 / (3/8 * 4/9 / 5/8 - 1/5)
[708928] ['1/5', '3/8', '4/9', '5/8', '9/4'] -> 9/4 / (3/8 - 1/5 * 5/8 / 4/9)
[708931] ['1/5', '3/8', '4/9', '5/8', '9/8'] -> 9/8 / ((1/5 / 4/9 - 3/8) * 5/8)
[708932] ['1/5', '3/8', '4/9', '5/9', '5/9'] -> (4/9 + 5/9) / 1/5 / 3/8 / 5/9
[708933] ['1/5', '3/8', '4/9', '5/9', '6/5'] -> 4/9 / (5/9 - 1/5 / 3/8) * 6/5
[708936] ['1/5', '3/8', '4/9', '5/9', '7/3'] -> 7/3 / (1/5 * (3/8 + 5/9 - 4/9))
[708947] ['1/5', '3/8', '4/9', '5/9', '9/4'] -> 4/9 / 1/5 / 3/8 / 5/9 * 9/4
[708951] ['1/5', '3/8', '4/9', '6/5', '6/5'] -> 6/5 / (4/9 * (3/8 / 6/5 - 1/5))
[708960] ['1/5', '3/8', '4/9', '6/5', '8/3'] -> 8/3 / (4/9 * (3/8 * 6/5 - 1/5))
[708965] ['1/5', '3/8', '4/9', '6/5', '9/4'] -> 9/4 / ((1/5 + 3/8) / 4/9 - 6/5)
[708966] ['1/5', '3/8', '4/9', '6/5', '9/5'] -> 1/5 / (3/8 - 4/9 / 6/5) / 9/5
[708973] ['1/5', '3/8', '4/9', '6/7', '7/5'] -> 1/5 / (4/9 * 6/7 - 3/8) / 7/5
[708984] ['1/5', '3/8', '4/9', '6/7', '9/7'] -> 9/7 / (6/7 / 4/9 - 3/8 / 1/5)
[708990] ['1/5', '3/8', '4/9', '7/2', '7/6'] -> 7/6 / (1/5 * (4/9 - 3/8) * 7/2)
[709002] ['1/5', '3/8', '4/9', '7/3', '7/3'] -> 7/3 / (1/5 * (3/8 + 7/3) - 4/9)
[709007] ['1/5', '3/8', '4/9', '7/3', '7/9'] -> 7/9 / (1/5 * (4/9 - 3/8) * 7/3)
[709013] ['1/5', '3/8', '4/9', '7/3', '9/4'] -> 7/3 / (1/5 / 3/8 - 4/9) - 9/4
[709035] ['1/5', '3/8', '4/9', '7/5', '8/3'] -> 8/3 / ((4/9 - 3/8) * (1/5 + 7/5))
[709041] ['1/5', '3/8', '4/9', '7/5', '9/5'] -> 9/5 / (3/8 * 7/5 - 1/5 / 4/9)
[709051] ['1/5', '3/8', '4/9', '7/6', '9/2'] -> (4/9 / 1/5 + 7/6 / 3/8) * 9/2
[709053] ['1/5', '3/8', '4/9', '7/6', '9/5'] -> (7/6 / 3/8 - 4/9) / 1/5 * 9/5
[709077] ['1/5', '3/8', '4/9', '8/3', '8/3'] -> 8/3 / (1/5 * (3/8 * 8/3 - 4/9))
[709080] ['1/5', '3/8', '4/9', '8/3', '8/9'] -> 8/9 / (1/5 * (4/9 - 3/8) * 8/3)
[709086] ['1/5', '3/8', '4/9', '8/5', '8/5'] -> 8/5 / (3/8 * 4/9 * 8/5 - 1/5)
[709090] ['1/5', '3/8', '4/9', '8/5', '9/4'] -> 9/4 / (3/8 - 1/5 / 4/9 / 8/5)
[709093] ['1/5', '3/8', '4/9', '8/5', '9/8'] -> 9/8 / ((1/5 / 4/9 - 3/8) / 8/5)
[709103] ['1/5', '3/8', '4/9', '8/9', '9/4'] -> (8/9 / 1/5 - 4/9) / 3/8 * 9/4
[709107] ['1/5', '3/8', '4/9', '9/2', '9/2'] -> (3/8 * 4/9 / 1/5 + 9/2) * 9/2
[709127] ['1/5', '3/8', '5/2', '5/2', '5/8'] -> (5/2 + 5/2) / 1/5 - 3/8 - 5/8
[709128] ['1/5', '3/8', '5/2', '5/2', '5/9'] -> 5/2 / 1/5 / 3/8 / 5/2 / 5/9
[709139] ['1/5', '3/8', '5/2', '5/2', '8/5'] -> (5/2 + 5/2) / 3/8 * (1/5 + 8/5)
[709142] ['1/5', '3/8', '5/2', '5/2', '9/2'] -> (5/2 - 1/5 * 5/2) / 3/8 * 9/2
[709149] ['1/5', '3/8', '5/2', '5/3', '5/6'] -> 5/2 / 1/5 / 3/8 / 5/3 / 5/6
[709151] ['1/5', '3/8', '5/2', '5/3', '5/8'] -> (5/2 / 3/8 + 5/3 / 1/5) / 5/8
[709152] ['1/5', '3/8', '5/2', '5/3', '5/9'] -> 5/3 / (1/5 * 5/2 - 3/8) / 5/9
[709158] ['1/5', '3/8', '5/2', '5/3', '7/5'] -> 7/5 / (1/5 * (5/3 / 5/2 - 3/8))
[709163] ['1/5', '3/8', '5/2', '5/3', '8/5'] -> (5/2 / 3/8 + 5/3 / 1/5) * 8/5
[709171] ['1/5', '3/8', '5/2', '5/4', '5/4'] -> (5/2 / 1/5 - 5/4) / 3/8 / 5/4
[709172] ['1/5', '3/8', '5/2', '5/4', '5/6'] -> 5/2 / (3/8 - 1/5 * 5/4) / 5/6
[709176] ['1/5', '3/8', '5/2', '5/4', '6/5'] -> 5/2 / (3/8 - 1/5 * 5/4) * 6/5
[709189] ['1/5', '3/8', '5/2', '5/4', '9/2'] -> 9/2 / ((1/5 + 3/8) * 5/2 - 5/4)
[709190] ['1/5', '3/8', '5/2', '5/4', '9/4'] -> 9/4 / (1/5 * 3/8 * (5/2 - 5/4))
[709191] ['1/5', '3/8', '5/2', '5/4', '9/5'] -> 9/5 / (1/5 + 3/8 - 5/4 / 5/2)
[709203] ['1/5', '3/8', '5/2', '5/6', '7/5'] -> 7/5 / ((3/8 - 1/5) * 5/6 / 5/2)
[709211] ['1/5', '3/8', '5/2', '5/6', '9/2'] -> 9/2 / (1/5 * 5/2 - 3/8 * 5/6)
[709213] ['1/5', '3/8', '5/2', '5/6', '9/5'] -> 9/5 / (1/5 - 3/8 * 5/6 / 5/2)
[709219] ['1/5', '3/8', '5/2', '5/7', '6/5'] -> 5/2 / (3/8 - 1/5) / 5/7 * 6/5
[709239] ['1/5', '3/8', '5/2', '5/8', '6/5'] -> 6/5 / (5/8 - 1/5 * (3/8 + 5/2))
[709248] ['1/5', '3/8', '5/2', '5/8', '8/3'] -> ((5/2 - 5/8) / 1/5 - 3/8) * 8/3
[709254] ['1/5', '3/8', '5/2', '5/8', '9/5'] -> 9/5 / (1/5 + 5/8 / 5/2 - 3/8)
[709256] ['1/5', '3/8', '5/2', '5/8', '9/8'] -> 9/8 / (3/8 * (5/8 - 1/5 * 5/2))
[709260] ['1/5', '3/8', '5/2', '5/9', '7/2'] -> 7/2 / (1/5 * 3/8 * (5/2 - 5/9))
[709264] ['1/5', '3/8', '5/2', '5/9', '7/6'] -> 7/6 / (5/2 * (1/5 + 3/8 - 5/9))
[709276] ['1/5', '3/8', '5/2', '6/5', '6/5'] -> 6/5 / (1/5 * 5/2 - 3/8 * 6/5)
[709281] ['1/5', '3/8', '5/2', '6/5', '7/5'] -> 7/5 / ((3/8 - 1/5) / 5/2 / 6/5)
[709291] ['1/5', '3/8', '5/2', '6/5', '9/5'] -> 9/5 / (1/5 - 3/8 / 5/2 / 6/5)
[709295] ['1/5', '3/8', '5/2', '6/7', '7/2'] -> 7/2 / ((1/5 * 5/2 - 3/8) / 6/7)
[709298] ['1/5', '3/8', '5/2', '6/7', '7/5'] -> 7/5 / ((1/5 - 3/8 / 5/2) / 6/7)
[709323] ['1/5', '3/8', '5/2', '7/2', '9/4'] -> (1/5 * 5/2 + 7/2) / 3/8 * 9/4
[709325] ['1/5', '3/8', '5/2', '7/2', '9/7'] -> 9/7 / (1/5 * 3/8 * 5/2 / 7/2)
[709337] ['1/5', '3/8', '5/2', '7/3', '9/2'] -> 7/3 / (3/8 - 1/5) / 5/2 * 9/2
[709340] ['1/5', '3/8', '5/2', '7/3', '9/7'] -> 9/7 / ((1/5 * 5/2 - 3/8) / 7/3)
[709342] ['1/5', '3/8', '5/2', '7/4', '7/4'] -> 3/8 + 5/2 * 7/4 / 1/5 + 7/4
[709351] ['1/5', '3/8', '5/2', '7/4', '9/2'] -> 9/2 / (3/8 * (7/4 / 5/2 - 1/5))
[709353] ['1/5', '3/8', '5/2', '7/4', '9/5'] -> 9/5 / (1/5 * (5/2 - 3/8 - 7/4))
[709357] ['1/5', '3/8', '5/2', '7/5', '7/6'] -> 7/5 / (1/5 - 3/8 / 5/2) / 7/6
[709361] ['1/5', '3/8', '5/2', '7/5', '8/5'] -> 8/5 / (7/5 - 1/5 * 5/2 / 3/8)
[709365] ['1/5', '3/8', '5/2', '7/5', '9/4'] -> (1/5 + 7/5) / (3/8 / 5/2) * 9/4
[709373] ['1/5', '3/8', '5/2', '7/6', '8/5'] -> 8/5 / (1/5 / 3/8 - 7/6 / 5/2)
[709379] ['1/5', '3/8', '5/2', '7/6', '9/7'] -> 9/7 / (1/5 * 5/2 / 7/6 - 3/8)
[709384] ['1/5', '3/8', '5/2', '7/8', '8/5'] -> (5/2 + 7/8 - 3/8) / 1/5 * 8/5
[709387] ['1/5', '3/8', '5/2', '7/8', '9/2'] -> 5/2 * (7/8 / 3/8 - 1/5) * 9/2
[709408] ['1/5', '3/8', '5/2', '8/3', '9/5'] -> 9/5 / (3/8 / 5/2 - 1/5 / 8/3)
[709410] ['1/5', '3/8', '5/2', '8/3', '9/8'] -> 9/8 / ((1/5 * 5/2 - 3/8) / 8/3)
[709414] ['1/5', '3/8', '5/2', '8/5', '9/2'] -> 5/2 * (1/5 / 3/8 + 8/5) * 9/2
[709427] ['1/5', '3/8', '5/2', '8/9', '9/2'] -> 9/2 / (1/5 * 5/2 / 8/9 - 3/8)
[709429] ['1/5', '3/8', '5/2', '8/9', '9/5'] -> 9/5 / (1/5 / 8/9 - 3/8 / 5/2)
[709436] ['1/5', '3/8', '5/2', '9/2', '9/8'] -> 9/8 / (3/8 / (5/2 / 1/5 - 9/2))
[709437] ['1/5', '3/8', '5/2', '9/4', '9/4'] -> (5/2 * 9/4 - 3/8) / 1/5 - 9/4
[709441] ['1/5', '3/8', '5/2', '9/5', '9/5'] -> (1/5 + 9/5) / (3/8 / 5/2) * 9/5
[709447] ['1/5', '3/8', '5/3', '5/3', '5/3'] -> 5/3 / (3/8 - 1/5 * 5/3) / 5/3
[709452] ['1/5', '3/8', '5/3', '5/3', '5/9'] -> 5/3 / 1/5 / 3/8 / 5/3 / 5/9
[709466] ['1/5', '3/8', '5/3', '5/3', '9/2'] -> (1/5 * 5/3 + 5/3) / 3/8 * 9/2
[709471] ['1/5', '3/8', '5/3', '5/4', '5/4'] -> 5/4 / (3/8 - 1/5 * 5/3) / 5/4
[709474] ['1/5', '3/8', '5/3', '5/4', '5/8'] -> (5/4 / 1/5 / 3/8 - 5/3) / 5/8
[709475] ['1/5', '3/8', '5/3', '5/4', '5/9'] -> 5/3 / (3/8 - 1/5 * 5/4) / 5/9
[709486] ['1/5', '3/8', '5/3', '5/4', '8/5'] -> (5/4 / 1/5 / 3/8 - 5/3) * 8/5
[709501] ['1/5', '3/8', '5/3', '5/6', '7/3'] -> 7/3 / (3/8 - 1/5 * 5/3 * 5/6)
[709503] ['1/5', '3/8', '5/3', '5/6', '7/5'] -> 7/5 / (3/8 / 5/3 - 1/5 * 5/6)
[709518] ['1/5', '3/8', '5/3', '5/7', '5/9'] -> 5/3 / (3/8 - 1/5) / 5/7 / 5/9
[709524] ['1/5', '3/8', '5/3', '5/7', '7/5'] -> 7/5 / ((3/8 - 1/5 * 5/3) / 5/7)
[709530] ['1/5', '3/8', '5/3', '5/7', '8/7'] -> 8/7 / (1/5 * (5/7 / 3/8 - 5/3))
[709534] ['1/5', '3/8', '5/3', '5/7', '9/5'] -> 5/3 / (3/8 - 1/5) / 5/7 * 9/5
[709537] ['1/5', '3/8', '5/3', '5/8', '5/8'] -> 5/8 / (3/8 - 1/5 * 5/3) / 5/8
[709538] ['1/5', '3/8', '5/3', '5/8', '5/9'] -> (3/8 + 5/3 + 5/8) / 1/5 / 5/9
[709549] ['1/5', '3/8', '5/3', '5/8', '8/5'] -> 5/8 / (3/8 - 1/5 * 5/3) * 8/5
[709552] ['1/5', '3/8', '5/3', '5/8', '9/2'] -> (5/3 - 3/8 / 5/8) / 1/5 * 9/2
[709557] ['1/5', '3/8', '5/3', '5/9', '5/9'] -> 5/9 / (3/8 - 1/5 * 5/3) / 5/9
[709558] ['1/5', '3/8', '5/3', '5/9', '6/5'] -> 6/5 / (3/8 * (5/9 / 5/3 - 1/5))
[709563] ['1/5', '3/8', '5/3', '5/9', '7/5'] -> 7/5 / ((3/8 - 1/5) * 5/9 / 5/3)
[709566] ['1/5', '3/8', '5/3', '5/9', '7/9'] -> 7/9 / (5/3 * (1/5 + 3/8 - 5/9))
[709576] ['1/5', '3/8', '5/3', '6/5', '6/5'] -> 6/5 / (3/8 - 1/5 * 5/3) / 6/5
[709579] ['1/5', '3/8', '5/3', '6/5', '7/3'] -> 7/3 / (3/8 - 1/5 * 5/3 / 6/5)
[709581] ['1/5', '3/8', '5/3', '6/5', '7/5'] -> 7/5 / (3/8 / 5/3 - 1/5 / 6/5)
[709585] ['1/5', '3/8', '5/3', '6/5', '8/3'] -> 5/3 * 6/5 / 1/5 / 3/8 - 8/3
[709586] ['1/5', '3/8', '5/3', '6/5', '8/5'] -> 8/5 / (1/5 / 3/8 + 6/5 - 5/3)
[709589] ['1/5', '3/8', '5/3', '6/5', '9/2'] -> 9/2 / (5/3 * (3/8 / 6/5 - 1/5))
[709591] ['1/5', '3/8', '5/3', '6/5', '9/5'] -> 9/5 / (6/5 - 3/8 / 1/5 / 5/3)
[709592] ['1/5', '3/8', '5/3', '6/5', '9/7'] -> 9/7 / (1/5 / (5/3 - 6/5) - 3/8)
[709594] ['1/5', '3/8', '5/3', '6/7', '6/7'] -> 6/7 / (3/8 - 1/5 * 5/3) / 6/7
[709595] ['1/5', '3/8', '5/3', '6/7', '7/2'] -> 7/2 / (1/5 * 3/8 * 5/3 / 6/7)
[709599] ['1/5', '3/8', '5/3', '6/7', '7/6'] -> 6/7 / (3/8 - 1/5 * 5/3) * 7/6
[709609] ['1/5', '3/8', '5/3', '6/7', '9/7'] -> 9/7 / (3/8 / 5/3 - 1/5 * 6/7)
[709611] ['1/5', '3/8', '5/3', '7/2', '7/2'] -> 7/2 / (3/8 - 1/5 * 5/3) / 7/2
[709615] ['1/5', '3/8', '5/3', '7/2', '7/6'] -> 7/2 / 1/5 / 3/8 / 5/3 / 7/6
[709618] ['1/5', '3/8', '5/3', '7/2', '8/3'] -> (7/2 / 3/8 - 1/5 * 5/3) * 8/3
[709624] ['1/5', '3/8', '5/3', '7/2', '9/5'] -> 9/5 / (1/5 * 7/2 - 3/8 * 5/3)
[709627] ['1/5', '3/8', '5/3', '7/3', '7/3'] -> 7/3 / ((3/8 - 1/5 * 5/3) * 7/3)
[709633] ['1/5', '3/8', '5/3', '7/3', '8/3'] -> (7/3 / 1/5 - 5/3) / 3/8 - 8/3
[709637] ['1/5', '3/8', '5/3', '7/3', '9/2'] -> (7/3 - 1/5 * 5/3) / 3/8 * 9/2
[709640] ['1/5', '3/8', '5/3', '7/3', '9/7'] -> 9/7 / (1/5 * 3/8 * 5/3 / 7/3)
[709642] ['1/5', '3/8', '5/3', '7/4', '7/4'] -> 7/4 / (3/8 - 1/5 * 5/3) / 7/4
[709643] ['1/5', '3/8', '5/3', '7/4', '7/5'] -> 7/5 / (1/5 * (3/8 + 5/3 - 7/4))
[709648] ['1/5', '3/8', '5/3', '7/4', '8/5'] -> (7/4 / 3/8 - 5/3) / 1/5 * 8/5
[709653] ['1/5', '3/8', '5/3', '7/4', '9/5'] -> 5/3 / (3/8 / 1/5 - 7/4) * 9/5
[709656] ['1/5', '3/8', '5/3', '7/5', '7/5'] -> 7/5 / (3/8 - 1/5 * 5/3) / 7/5
[709666] ['1/5', '3/8', '5/3', '7/5', '9/5'] -> 5/3 * 7/5 / (3/8 - 1/5) * 9/5
[709668] ['1/5', '3/8', '5/3', '7/5', '9/8'] -> (5/3 + 7/5 / 3/8) / 1/5 / 9/8
[709669] ['1/5', '3/8', '5/3', '7/6', '7/6'] -> 7/6 / (3/8 - 1/5 * 5/3) / 7/6
[709676] ['1/5', '3/8', '5/3', '7/6', '9/2'] -> 9/2 / (3/8 * (7/6 / 5/3 - 1/5))
[709678] ['1/5', '3/8', '5/3', '7/6', '9/5'] -> 9/5 / (1/5 + 3/8 + 7/6 - 5/3)
[709679] ['1/5', '3/8', '5/3', '7/6', '9/7'] -> 9/7 / (3/8 / 5/3 - 1/5 / 7/6)
[709681] ['1/5', '3/8', '5/3', '7/8', '7/8'] -> 7/8 / (3/8 - 1/5 * 5/3) / 7/8
[709685] ['1/5', '3/8', '5/3', '7/8', '8/7'] -> 7/8 / (3/8 - 1/5 * 5/3) * 8/7
[709689] ['1/5', '3/8', '5/3', '7/8', '9/5'] -> (5/3 + 7/8 / 1/5 / 3/8) * 9/5
[709692] ['1/5', '3/8', '5/3', '7/9', '7/9'] -> 7/9 / ((3/8 - 1/5 * 5/3) * 7/9)
[709693] ['1/5', '3/8', '5/3', '7/9', '8/3'] -> 8/3 / (1/5 * 5/3 / 3/8 - 7/9)
[709702] ['1/5', '3/8', '5/3', '8/3', '8/3'] -> 8/3 / ((3/8 - 1/5 * 5/3) * 8/3)
[709703] ['1/5', '3/8', '5/3', '8/3', '8/5'] -> 8/5 / ((3/8 / 5/3 - 1/5) * 8/3)
[709705] ['1/5', '3/8', '5/3', '8/3', '8/9'] -> 5/3 / 1/5 / 3/8 + 8/3 - 8/9
[709706] ['1/5', '3/8', '5/3', '8/3', '9/2'] -> 5/3 * (1/5 / 3/8 + 8/3) * 9/2
[709710] ['1/5', '3/8', '5/3', '8/3', '9/8'] -> 9/8 / (1/5 * 3/8 * 5/3 / 8/3)
[709711] ['1/5', '3/8', '5/3', '8/5', '8/5'] -> 8/5 / ((3/8 - 1/5 * 5/3) * 8/5)
[709714] ['1/5', '3/8', '5/3', '8/5', '9/2'] -> (5/3 - 3/8 * 8/5) / 1/5 * 9/2
[709717] ['1/5', '3/8', '5/3', '8/5', '9/7'] -> 9/7 / ((3/8 - 1/5) / (5/3 + 8/5))
[709719] ['1/5', '3/8', '5/3', '8/7', '8/7'] -> 8/7 / ((3/8 - 1/5 * 5/3) * 8/7)
[709731] ['1/5', '3/8', '5/3', '8/9', '9/8'] -> 9/8 / ((3/8 - 1/5 * 5/3) / 8/9)
[709732] ['1/5', '3/8', '5/3', '9/2', '9/2'] -> 9/2 / (3/8 - 1/5 * 5/3) / 9/2
[709734] ['1/5', '3/8', '5/3', '9/2', '9/5'] -> 1/5 / (3/8 - 5/3 / 9/2) / 9/5
[709737] ['1/5', '3/8', '5/3', '9/4', '9/4'] -> 9/4 / ((3/8 - 1/5 * 5/3) * 9/4)
[709746] ['1/5', '3/8', '5/3', '9/8', '9/8'] -> 9/8 / (3/8 - 1/5 * 5/3) / 9/8
[709748] ['1/5', '3/8', '5/4', '5/4', '5/6'] -> (5/4 / 1/5 + 5/4) / 3/8 / 5/6
[709756] ['1/5', '3/8', '5/4', '5/4', '7/4'] -> (5/4 + 7/4) / (3/8 - 1/5 * 5/4)
[709765] ['1/5', '3/8', '5/4', '5/4', '9/2'] -> 9/2 / 1/5 / 3/8 / (5/4 + 5/4)
[709770] ['1/5', '3/8', '5/4', '5/6', '5/6'] -> 5/4 / 1/5 / 3/8 / 5/6 / 5/6
[709776] ['1/5', '3/8', '5/4', '5/6', '7/2'] -> 7/2 / (1/5 * (5/4 - 3/8) * 5/6)
[709779] ['1/5', '3/8', '5/4', '5/6', '7/5'] -> 7/5 / (1/5 * (5/6 / 5/4 - 3/8))
[709787] ['1/5', '3/8', '5/4', '5/6', '9/2'] -> 9/2 / (1/5 * (5/4 - 3/8 * 5/6))
[709789] ['1/5', '3/8', '5/4', '5/6', '9/5'] -> 9/5 / (3/8 - 1/5 * 5/4 / 5/6)
[709806] ['1/5', '3/8', '5/4', '5/7', '8/7'] -> 8/7 / (5/7 - 1/5 * 5/4 / 3/8)
[709813] ['1/5', '3/8', '5/4', '5/8', '5/8'] -> (5/4 / 1/5 - 5/8) / 3/8 / 5/8
[709825] ['1/5', '3/8', '5/4', '5/8', '8/5'] -> (5/4 / 1/5 - 5/8) / 3/8 * 8/5
[709829] ['1/5', '3/8', '5/4', '5/8', '9/4'] -> 9/4 / ((1/5 + 3/8) * 5/4 - 5/8)
[709830] ['1/5', '3/8', '5/4', '5/8', '9/5'] -> 9/5 / (1/5 + 3/8 - 5/8 / 5/4)
[709832] ['1/5', '3/8', '5/4', '5/8', '9/8'] -> 9/8 / (1/5 * 3/8 * (5/4 - 5/8))
[709837] ['1/5', '3/8', '5/4', '5/9', '7/3'] -> 7/3 / (1/5 * (5/4 - 3/8) * 5/9)
[709843] ['1/5', '3/8', '5/4', '5/9', '8/3'] -> 8/3 / (1/5 * 5/4 / 3/8 - 5/9)
[709849] ['1/5', '3/8', '5/4', '5/9', '9/5'] -> 9/5 / (1/5 * 5/4 / 5/9 - 3/8)
[709854] ['1/5', '3/8', '5/4', '6/5', '7/2'] -> 6/5 / (5/4 - 3/8) / 1/5 * 7/2
[709856] ['1/5', '3/8', '5/4', '6/5', '7/4'] -> (5/4 + 6/5 / 3/8) / 1/5 + 7/4
[709865] ['1/5', '3/8', '5/4', '6/5', '9/2'] -> 9/2 / (1/5 * (5/4 - 3/8 / 6/5))
[709867] ['1/5', '3/8', '5/4', '6/5', '9/5'] -> 9/5 / (3/8 - 1/5 * 5/4 * 6/5)
[709871] ['1/5', '3/8', '5/4', '6/7', '7/2'] -> 7/2 / ((3/8 - 1/5 * 5/4) / 6/7)
[709879] ['1/5', '3/8', '5/4', '6/7', '8/5'] -> 8/5 / (3/8 / 5/4 - 1/5 / 6/7)
[709889] ['1/5', '3/8', '5/4', '7/2', '7/4'] -> 3/8 + 5/4 * 7/2 / 1/5 + 7/4
[709891] ['1/5', '3/8', '5/4', '7/2', '7/6'] -> 7/2 / (3/8 - 1/5 * 5/4) / 7/6
[709910] ['1/5', '3/8', '5/4', '7/3', '8/5'] -> (5/4 / 3/8 + 7/3 / 1/5) * 8/5
[709912] ['1/5', '3/8', '5/4', '7/3', '8/9'] -> 7/3 / 1/5 / 3/8 / 5/4 - 8/9
[709914] ['1/5', '3/8', '5/4', '7/3', '9/4'] -> 7/3 / (3/8 - 1/5) / 5/4 * 9/4
[709916] ['1/5', '3/8', '5/4', '7/3', '9/7'] -> 9/7 / ((3/8 - 1/5 * 5/4) / 7/3)
[709919] ['1/5', '3/8', '5/4', '7/4', '7/5'] -> 7/5 / ((3/8 - 1/5) / (5/4 + 7/4))
[709923] ['1/5', '3/8', '5/4', '7/4', '8/3'] -> (5/4 + 7/4 / 1/5) / 3/8 - 8/3
[709927] ['1/5', '3/8', '5/4', '7/4', '9/2'] -> (1/5 * 5/4 + 7/4) / 3/8 * 9/2
[709930] ['1/5', '3/8', '5/4', '7/4', '9/7'] -> 9/7 / (1/5 * 3/8 * 5/4 / 7/4)
[709931] ['1/5', '3/8', '5/4', '7/4', '9/8'] -> 9/8 / (3/8 / (5/4 / 1/5 + 7/4))
[709940] ['1/5', '3/8', '5/4', '7/5', '9/2'] -> (1/5 + 7/5) / (3/8 / 5/4) * 9/2
[709942] ['1/5', '3/8', '5/4', '7/5', '9/5'] -> 9/5 / (7/5 - 1/5 * 3/8 - 5/4)
[709949] ['1/5', '3/8', '5/4', '7/6', '8/5'] -> 8/5 / (3/8 / 5/4 - 1/5 * 7/6)
[709959] ['1/5', '3/8', '5/4', '7/8', '8/3'] -> ((3/8 + 5/4) / 1/5 + 7/8) * 8/3
[709960] ['1/5', '3/8', '5/4', '7/8', '8/5'] -> (5/4 + 7/8 / 1/5) / 3/8 * 8/5
[709963] ['1/5', '3/8', '5/4', '7/8', '9/2'] -> 9/2 / (3/8 * (7/8 / 5/4 - 1/5))
