[230491] ['7/8', '8/5', '5/3', '7/2', '8'] -> (5/3 * (8 + (7/2 / (7/8 / 8/5))))
[234144] ['1/9', '1/7', '1/7', '3/2', '2'] -> ((2 + ((1/7 / 1/7) / 3/2)) / 1/9)
[234145] ['2/9', '1/4', '5/7', '1', '8/7'] -> ((8/7 / (1/4 - 2/9)) / (5/7 + 1))
[234146] ['1/8', '3/7', '5/6', '6/5', '9'] -> ((9 / 3/7) / ((5/6 * 6/5) - 1/8))
[234147] ['1/5', '7/9', '9/8', '7/3', '6'] -> (((6 / 1/5) - (7/3 / 7/9)) / 9/8)
[234148] ['3/4', '4/5', '9/8', '8/5', '6'] -> (6 / ((9/8 * 8/5) - (3/4 + 4/5)))
[234149] ['1/2', '3/5', '7/9', '9/2', '6'] -> ((6 / 9/2) / ((1/2 / 3/5) - 7/9))
[234150] ['8/7', '7/6', '7/3', '5/2', '9'] -> ((5/2 * 9) - (7/6 - (8/7 * 7/3)))
[234151] ['1/8', '3/7', '5/6', '5/4', '9'] -> (9 / ((5/6 / 5/4) - (1/8 / 3/7)))
[234152] ['3/7', '7/8', '7/6', '7/5', '7'] -> (7 / ((7/8 / (3/7 * 7/5)) - 7/6))
[234153] ['8/7', '5/4', '4/3', '5/2', '5'] -> (5 / (5/2 * (5/4 - (4/3 / 8/7))))
[234154] ['3/4', '4/5', '9/8', '5/3', '6'] -> ((6 / 5/3) / ((4/5 * 9/8) - 3/4))
[234155] ['5/6', '7/8', '9/5', '2', '7/2'] -> ((7/2 / (5/6 * 7/8)) / (2 - 9/5))
[234156] ['2/9', '1/4', '5/7', '1', '6/5'] -> ((1 / (5/7 * (2/9 * 1/4))) - 6/5)
[234157] ['1/9', '1/7', '1/7', '7/4', '2'] -> (2 / (1/9 * (7/4 - (1/7 / 1/7))))
[234158] ['1/5', '3/7', '1/2', '7/6', '2'] -> ((2 / (1/5 * 3/7)) - (1/2 - 7/6))
[234159] ['3/8', '7/5', '7/3', '5/2', '8'] -> (5/2 * (8 + (7/5 / (3/8 * 7/3))))
[234160] ['1/6', '3/7', '3/5', '9/2', '7'] -> ((1/6 + (9/2 / 3/5)) + (7 / 3/7))
[234161] ['1/5', '7/9', '9/8', '8/3', '6'] -> (((8/3 / 1/5) + (6 / 9/8)) / 7/9)
[234162] ['3/7', '7/8', '7/6', '8/5', '7'] -> (8/5 * ((7 / 3/7) - (7/6 / 7/8)))
[234163] ['1/5', '3/7', '1/2', '5/4', '2'] -> (2 / ((5/4 * (1/5 / 3/7)) - 1/2))
[234164] ['1/7', '7/9', '7/9', '1', '7/3'] -> (7/3 / (7/9 - (7/9 / (1/7 + 1))))
[234165] ['3/4', '4/5', '9/8', '9/4', '6'] -> ((9/8 + (6 / (4/5 / 9/4))) / 3/4)
[234166] ['1/4', '5/7', '8/9', '7/3', '3'] -> ((7/3 / (1/4 * 8/9)) * (3 - 5/7))
[234167] ['1/2', '3/5', '4/5', '9/7', '6'] -> (((6 / 1/2) - 4/5) / (3/5 / 9/7))
[234168] ['2/9', '1/4', '5/7', '1', '9/7'] -> ((5/7 + 1) / (9/7 * (2/9 * 1/4)))
[234169] ['3/7', '7/8', '7/6', '7/4', '7'] -> (7 / ((7/6 / 7/4) - (3/7 * 7/8)))
[234170] ['1/8', '3/7', '5/6', '7/5', '9'] -> (9 / ((7/5 * (3/7 * 5/6)) - 1/8))
[234171] ['1/5', '3/7', '1/2', '9/7', '2'] -> (((9/7 / 1/5) - 3/7) / (1/2 / 2))
[234172] ['1/2', '3/5', '4/5', '7/5', '6'] -> ((4/5 * 6) / (7/5 - (3/5 / 1/2)))
[234173] ['1/6', '3/7', '5/8', '7/9', '7'] -> (7 / (((5/8 - 1/6) / 3/7) - 7/9))
[234174] ['1/5', '3/7', '1/2', '4/3', '2'] -> ((1/2 * 4/3) + (2 / (1/5 * 3/7)))
[234175] ['3/7', '7/8', '7/6', '9/5', '7'] -> (7 / (3/7 * (7/6 - (7/8 / 9/5))))
[234176] ['3/4', '4/5', '9/8', '5/2', '6'] -> (6 * (5/2 + (4/5 * (3/4 + 9/8))))
[234177] ['8/7', '5/4', '7/5', '5/3', '5'] -> (5 / (5/4 - (5/3 / (8/7 * 7/5))))
[234178] ['1/2', '3/5', '4/5', '7/3', '6'] -> (((1/2 * 4/5) + (7/3 * 6)) / 3/5)
[234179] ['8/9', '4/3', '7/5', '7/2', '8'] -> ((4/3 + (8 / (7/5 / 7/2))) / 8/9)
[234180] ['5/6', '7/8', '2', '7/3', '9/2'] -> (9/2 / ((7/3 * (7/8 / 2)) - 5/6))
[234181] ['1/8', '3/7', '5/6', '5/3', '9'] -> ((9 - (5/3 / 5/6)) / (1/8 / 3/7))
[234182] ['8/7', '6/5', '6/5', '9/7', '9'] -> (8/7 / ((6/5 - 9/7) + (6/5 / 9)))
[234183] ['8/7', '5/4', '7/5', '7/4', '5'] -> ((5/4 + 7/4) * (5 * (8/7 * 7/5)))
[234184] ['1/6', '3/7', '5/8', '5/6', '7'] -> ((7 / (1/6 / 3/7)) / (5/8 / 5/6))
[234185] ['1/2', '3/5', '5/6', '5/6', '6'] -> (6 / (3/5 * (5/6 - (1/2 * 5/6))))
[234186] ['8/9', '4/3', '7/5', '9/2', '8'] -> (9/2 * ((8/9 / (7/5 - 4/3)) - 8))
[234187] ['8/7', '6/5', '6/5', '4/3', '9'] -> ((8/7 * 9) * (4/3 + (6/5 / 6/5)))
[234188] ['1/5', '3/7', '1/2', '8/5', '2'] -> ((8/5 / 2) / (1/2 - (1/5 / 3/7)))
[234189] ['5/6', '7/8', '2', '5/2', '8/3'] -> (5/2 / (5/6 * (7/8 - (2 / 8/3))))
[234190] ['2/9', '1/4', '5/7', '1', '5/3'] -> (((5/3 / 5/7) - 1) / (2/9 * 1/4))
[234191] ['1/2', '3/5', '5/6', '6/7', '6'] -> ((6 / (5/6 - 3/5)) - (6/7 / 1/2))
[234192] ['1/6', '3/7', '5/8', '8/9', '7'] -> ((5/8 + (7 * (3/7 / 8/9))) / 1/6)
[234193] ['3/4', '4/5', '8/7', '7/6', '6'] -> ((3/4 / (7/6 - 8/7)) - (6 / 4/5))
[234194] ['1/9', '1/7', '1/6', '2/9', '2'] -> ((2 - (2/9 / 1/7)) / (1/9 * 1/6))
[234195] ['8/7', '6/5', '6/5', '8/5', '9'] -> ((6/5 + 8/5) * (9 * (8/7 / 6/5)))
[234196] ['5/6', '7/8', '2', '8/3', '7/2'] -> ((7/2 / 7/8) / ((5/6 + 2) - 8/3))
[234197] ['3/7', '7/8', '6/5', '6/5', '7'] -> ((3/7 * 7) / ((6/5 / 6/5) - 7/8))
[234198] ['1/2', '3/5', '5/6', '8/9', '6'] -> ((6 / 1/2) / ((5/6 / 3/5) - 8/9))
[234199] ['1/9', '1/7', '1/6', '1/4', '2'] -> (((1/6 / (1/7 * 1/4)) - 2) / 1/9)
[234200] ['8/7', '6/5', '6/5', '5/3', '9'] -> ((6/5 + (6/5 / 8/7)) * (5/3 + 9))
[234201] ['1/6', '3/7', '5/8', '6/5', '7'] -> ((7 / (1/6 / 3/7)) / (5/8 * 6/5))
[234202] ['1/5', '3/7', '1/2', '7/4', '2'] -> (((1/2 / 7/4) + (2 / 1/5)) / 3/7)
[234203] ['8/7', '5/4', '7/5', '8/3', '5'] -> ((7/5 * 8/3) * (5 + (8/7 * 5/4)))
[234204] ['1/2', '3/5', '5/6', '9/8', '6'] -> (6 / ((9/8 / 5/6) - (1/2 + 3/5)))
[234205] ['1/5', '7/9', '8/7', '7/5', '6'] -> ((6 - (7/5 / 7/9)) / (1/5 / 8/7))
[234206] ['1/6', '3/7', '5/8', '5/4', '7'] -> (7 * (3/7 + (5/8 / (1/6 * 5/4))))
[234207] ['5/6', '8/9', '8/9', '9/8', '2'] -> ((8/9 / 8/9) / (2 - (5/6 + 9/8)))
[234208] ['8/9', '4/3', '8/5', '7/2', '8'] -> ((7/2 - (4/3 / 8/5)) / (8/9 / 8))
[234209] ['8/7', '6/5', '6/5', '5/2', '9'] -> (9 / (5/2 * (6/5 - (6/5 / 8/7))))
[234210] ['1/4', '5/7', '9/8', '7/5', '3'] -> (3 / ((1/4 - 9/8) + (5/7 * 7/5)))
[234211] ['3/7', '7/8', '6/5', '4/3', '7'] -> (6/5 * (4/3 + (7 / (3/7 * 7/8))))
[234212] ['1/8', '3/7', '5/6', '8/3', '9'] -> ((3/7 + (9 / (5/6 + 8/3))) / 1/8)
[234213] ['3/4', '4/5', '8/7', '3/2', '6'] -> ((3/2 / (3/4 - (4/5 / 8/7))) - 6)
[234214] ['1/6', '3/7', '5/8', '7/5', '7'] -> ((7 - (3/7 * 7/5)) / (1/6 / 5/8))
[234215] ['3/8', '3/2', '3/2', '9/5', '8'] -> ((8 - (3/2 + 3/2)) / (3/8 / 9/5))
[234216] ['3/7', '7/8', '6/5', '7/5', '7'] -> ((7/5 + (7 / (3/7 / 6/5))) / 7/8)
[234217] ['1/7', '7/9', '4/5', '1', '6/5'] -> (((4/5 / 1/7) / (1 - 7/9)) - 6/5)
[234218] ['8/7', '5/4', '3/2', '8/5', '5'] -> ((8/7 + 8/5) * (5/4 + (3/2 * 5)))
[234219] ['3/4', '4/5', '8/7', '8/5', '6'] -> (6 / ((8/5 * (3/4 / 8/7)) - 4/5))
[234220] ['1/6', '3/7', '5/8', '3/2', '7'] -> (((1/6 - 3/2) + (7 / 3/7)) / 5/8)
[234221] ['1/2', '3/5', '5/6', '4/3', '6'] -> ((6 / 5/6) / ((3/5 * 4/3) - 1/2))
[234222] ['1/4', '5/7', '9/8', '5/3', '3'] -> ((3 + (5/3 / 5/7)) / (1/4 / 9/8))
[234223] ['8/9', '4/3', '7/4', '7/4', '8'] -> (8 / ((7/4 / 7/4) - (8/9 / 4/3)))
[234224] ['1/5', '7/9', '8/7', '7/4', '6'] -> ((6 / (1/5 * 8/7)) - (7/4 / 7/9))
[234225] ['8/7', '6/5', '5/4', '9/7', '9'] -> (9 / ((6/5 * 5/4) - (9/7 / 8/7)))
[234226] ['1/4', '5/7', '9/8', '7/4', '3'] -> (3 / ((1/4 + 9/8) - (5/7 * 7/4)))
[234227] ['1/9', '1/7', '1/6', '3/5', '2'] -> ((1/9 / 1/6) + (2 / (1/7 * 3/5)))
[234228] ['1/5', '3/7', '1/2', '2', '7/2'] -> ((7/2 / ((3/7 / 1/5) - 2)) - 1/2)
[234229] ['1/8', '3/7', '5/6', '9/2', '9'] -> (((9/2 / 3/7) - (5/6 * 9)) / 1/8)
[234230] ['2/9', '1/4', '3/4', '4/5', '1'] -> (1 / (1/4 - ((2/9 * 3/4) / 4/5)))
[234231] ['3/4', '4/5', '8/7', '5/3', '6'] -> (6 / ((4/5 / 8/7) - (3/4 / 5/3)))
[234232] ['3/7', '7/8', '6/5', '5/3', '7'] -> ((7 + (6/5 * 5/3)) / (3/7 * 7/8))
[234233] ['1/7', '7/9', '4/5', '1', '4/3'] -> ((1 + (4/3 / 4/5)) / (1/7 * 7/9))
[234234] ['1/5', '3/7', '1/2', '2', '9/2'] -> (9/2 / ((1/2 / (3/7 - 1/5)) - 2))
[234235] ['8/7', '6/5', '5/4', '4/3', '9'] -> (9 * ((6/5 * 5/4) + (4/3 / 8/7)))
[234236] ['5/6', '8/9', '8/9', '3/2', '2'] -> (3/2 / (2 - ((5/6 + 8/9) / 8/9)))
[234237] ['1/2', '3/5', '6/7', '7/8', '6'] -> ((6/7 / (3/5 - (1/2 / 7/8))) - 6)
[234238] ['1/8', '3/7', '6/7', '6/5', '9'] -> (9 / (6/7 - (1/8 + (3/7 / 6/5))))
[234239] ['8/7', '5/4', '3/2', '9/4', '5'] -> (3/2 * ((9/4 / (5/4 - 8/7)) - 5))
[234240] ['1/4', '5/7', '9/8', '5/2', '3'] -> (3 * ((9/8 / 1/4) + (5/2 / 5/7)))
[234241] ['1/7', '7/9', '4/5', '1', '7/5'] -> (((4/5 / 7/9) + (1 + 7/5)) / 1/7)
[234242] ['1/5', '3/7', '5/9', '4/7', '2'] -> ((2 / (1/5 * 3/7)) / (5/9 / 4/7))
[234243] ['1/9', '1/7', '1/6', '3/4', '2'] -> (((1/6 / 1/7) + (3/4 * 2)) / 1/9)
[234244] ['8/7', '6/5', '5/4', '3/2', '9'] -> (8/7 * ((3/2 / (5/4 - 6/5)) - 9))
[234245] ['1/8', '3/7', '6/7', '8/5', '9'] -> (9 / ((1/8 * 6/7) + (3/7 / 8/5)))
[234246] ['1/2', '3/5', '6/7', '9/8', '6'] -> (6 / (6/7 * (9/8 - (1/2 / 3/5))))
[234247] ['8/7', '5/4', '3/2', '5/2', '5'] -> (5 / ((5/2 / (8/7 * 3/2)) - 5/4))
[234248] ['1/6', '3/7', '5/8', '8/3', '7'] -> ((8/3 + (7 / 3/7)) / (1/6 + 5/8))
[234249] ['5/6', '8/9', '8/9', '9/5', '2'] -> (8/9 / ((2 * (5/6 / 9/5)) - 8/9))
[234250] ['8/9', '7/5', '7/5', '3/2', '8'] -> (8 / ((8/9 * 3/2) - (7/5 / 7/5)))
[234251] ['1/9', '1/7', '1/6', '4/5', '2'] -> (4/5 / (1/9 - (1/6 / (1/7 + 2))))
[234252] ['3/8', '3/2', '9/5', '8/3', '8'] -> ((3/8 + 3/2) * (8 + (9/5 * 8/3)))
[234253] ['8/7', '6/5', '5/4', '8/5', '9'] -> ((8/7 + 8/5) * (5/4 + (9 / 6/5)))
[234254] ['1/6', '3/7', '5/8', '9/2', '7'] -> ((3/7 * 7) / ((1/6 * 9/2) - 5/8))
[234255] ['8/7', '5/4', '3/2', '9/2', '5'] -> (3/2 / ((5 / 5/4) - (9/2 / 8/7)))
[234256] ['1/2', '3/5', '6/7', '5/4', '6'] -> ((6 / 5/4) / ((3/5 / 6/7) - 1/2))
[234257] ['8/9', '7/5', '7/5', '8/5', '8'] -> ((8 * (8/5 + (7/5 / 8/9))) - 7/5)
[234258] ['1/5', '3/7', '5/9', '2/3', '2'] -> ((2 + (2/3 / (3/7 * 5/9))) / 1/5)
[234259] ['1/5', '7/9', '7/6', '5/4', '6'] -> ((6 - (7/6 / (7/9 * 5/4))) / 1/5)
[234260] ['8/7', '6/5', '5/4', '7/4', '9'] -> (5/4 * (6/5 + (9 * (8/7 * 7/4))))
[234261] ['8/9', '7/5', '7/5', '5/3', '8'] -> ((5/3 + (7/5 / 7/5)) / (8/9 / 8))
[234262] ['3/4', '4/5', '8/7', '7/2', '6'] -> (6 * ((3/4 / 4/5) + (7/2 / 8/7)))
[234263] ['1/5', '3/7', '5/9', '5/7', '2'] -> (((5/7 + 2) / (1/5 * 5/9)) - 3/7)
[234264] ['5/6', '8/9', '9/8', '9/8', '2'] -> ((8/9 * 9/8) / (2 - (5/6 + 9/8)))
[234265] ['1/5', '7/9', '7/6', '9/7', '6'] -> ((7/9 / 7/6) + (6 / (1/5 * 9/7)))
[234266] ['2/9', '1/4', '3/4', '1', '5/2'] -> ((((5/2 - 1) / 2/9) - 3/4) / 1/4)
[234267] ['1/7', '7/9', '4/5', '1', '9/5'] -> (4/5 + ((1 + (9/5 / 7/9)) / 1/7))
[234268] ['3/7', '7/8', '6/5', '9/2', '7'] -> ((7 + (9/2 / 3/7)) / (7/8 / 6/5))
[234269] ['1/8', '3/7', '7/8', '6/5', '9'] -> (6/5 * ((9 / 3/7) - (1/8 + 7/8)))
[234270] ['1/2', '3/5', '6/7', '8/5', '6'] -> ((6/7 + 6) / (3/5 / (1/2 + 8/5)))
[234271] ['1/4', '5/7', '8/7', '7/5', '3'] -> (((8/7 / 5/7) + (7/5 + 3)) / 1/4)
[234272] ['2/9', '1/4', '7/9', '7/9', '1'] -> ((((7/9 + 7/9) / 2/9) - 1) / 1/4)
[234273] ['1/2', '3/5', '6/7', '5/3', '6'] -> (6 / (3/5 - ((1/2 / 6/7) / 5/3)))
[234274] ['3/7', '7/8', '5/4', '5/4', '7'] -> ((3/7 * 7) / ((5/4 / 5/4) - 7/8))
[234275] ['8/9', '7/5', '7/5', '9/4', '8'] -> (8 * ((8/9 * 9/4) + (7/5 / 7/5)))
[234276] ['1/7', '7/9', '4/5', '1', '7/3'] -> ((4/5 / (1/7 * 7/9)) * (1 + 7/3))
[234277] ['1/6', '3/7', '2/3', '9/8', '7'] -> ((7 / (1/6 / 3/7)) / (2/3 * 9/8))
[234278] ['8/9', '7/5', '7/5', '7/3', '8'] -> ((7/5 + 7/3) * (8 / (8/9 * 7/5)))
[234279] ['1/9', '1/7', '1/6', '5/4', '2'] -> (2 / (1/7 * (5/4 - (1/9 / 1/6))))
[234280] ['8/7', '5/4', '8/5', '9/4', '5'] -> ((5/4 + 9/4) * ((8/5 * 5) - 8/7))
[234281] ['3/4', '4/5', '7/6', '9/7', '6'] -> (((7/6 * 9/7) / (4/5 - 3/4)) - 6)
[234282] ['3/7', '7/8', '5/4', '7/5', '7'] -> (7 / ((7/8 / 3/7) - (5/4 * 7/5)))
[234283] ['8/9', '7/5', '7/5', '5/2', '8'] -> ((8/9 * 5/2) * (8 + (7/5 + 7/5)))
[234284] ['1/6', '3/7', '2/3', '8/7', '7'] -> ((3/7 + 7) / (8/7 - (1/6 + 2/3)))
[234285] ['1/5', '3/7', '5/9', '4/5', '2'] -> ((4/5 / 3/7) / ((5/9 / 2) - 1/5))
[234286] ['3/8', '8/5', '5/3', '7/2', '8'] -> ((7/2 - 3/8) * (8 * (8/5 / 5/3)))
[234287] ['1/9', '1/7', '1/6', '7/5', '2'] -> (7/5 * ((2 / 1/9) - (1/7 / 1/6)))
[234288] ['1/5', '7/9', '7/6', '9/5', '6'] -> ((6 - (9/5 * (7/9 / 7/6))) / 1/5)
[234289] ['8/9', '7/5', '7/5', '7/2', '8'] -> (8/9 * ((7/2 * 8) - (7/5 / 7/5)))
[234290] ['1/6', '3/7', '2/3', '6/5', '7'] -> ((7 / (2/3 - (1/6 / 3/7))) - 6/5)
[234291] ['1/8', '3/7', '7/8', '9/5', '9'] -> ((9/5 + (1/8 + 7/8)) * (9 - 3/7))
[234292] ['3/7', '7/8', '5/4', '8/5', '7'] -> ((7 + (5/4 * 8/5)) / (3/7 * 7/8))
[234293] ['1/5', '3/7', '5/9', '5/6', '2'] -> ((5/9 / 5/6) + (2 / (1/5 * 3/7)))
[234294] ['1/4', '5/7', '8/7', '8/3', '3'] -> (8/7 + ((8/3 * 3) / (1/4 / 5/7)))
[234295] ['1/2', '3/5', '6/7', '7/3', '6'] -> (((6/7 * 7/3) + (6 / 3/5)) / 1/2)
[234296] ['8/7', '5/4', '5/3', '5/3', '5'] -> (8/7 / ((5 / (5/4 + 5/3)) - 5/3))
[234297] ['1/5', '7/9', '7/6', '9/4', '6'] -> ((7/6 / 1/5) + (6 * (7/9 + 9/4)))
[234298] ['3/4', '4/5', '7/6', '5/3', '6'] -> (6 * ((3/4 + 7/6) + (5/3 / 4/5)))
[234299] ['8/7', '6/5', '9/7', '7/4', '9'] -> ((6/5 * 7/4) * (9 + (8/7 + 9/7)))
[234300] ['1/5', '3/7', '5/9', '6/7', '2'] -> ((2 - 6/7) / (5/9 * (1/5 * 3/7)))
[234301] ['8/9', '7/5', '7/5', '9/2', '8'] -> (8 * ((8/9 * 9/2) - (7/5 / 7/5)))
[234302] ['1/6', '3/7', '2/3', '5/4', '7'] -> ((3/7 * 2/3) / ((5/4 / 7) - 1/6))
[234303] ['3/7', '7/8', '5/4', '5/3', '7'] -> ((3/7 * 7) / (7/8 - (5/4 / 5/3)))
[234304] ['5/6', '8/9', '9/8', '5/3', '2'] -> (2 / ((5/6 + 9/8) - (5/3 / 8/9)))
[234305] ['8/7', '5/4', '5/3', '7/4', '5'] -> ((5 * (8/7 * 7/4)) / (5/3 - 5/4))
[234306] ['1/9', '1/7', '1/6', '5/3', '2'] -> ((1/9 / 1/6) + (2 / (1/7 / 5/3)))
[234307] ['1/7', '7/9', '5/6', '5/6', '1'] -> ((1 + (5/6 + 5/6)) / (1/7 * 7/9))
[234308] ['3/4', '4/5', '7/6', '7/4', '6'] -> ((7/4 / (7/6 * (4/5 - 3/4))) - 6)
[234309] ['3/8', '8/5', '7/4', '9/4', '8'] -> (((7/4 + 9/4) + (8 / 8/5)) / 3/8)
[234310] ['1/4', '5/7', '7/6', '7/6', '3'] -> ((7/6 + (5/7 * 7/6)) / (1/4 / 3))
[234311] ['8/7', '6/5', '9/7', '7/3', '9'] -> (9 * ((9/7 + 7/3) - (8/7 / 6/5)))
[234312] ['1/2', '3/5', '6/7', '7/2', '6'] -> (((6/7 * 7/2) / (3/5 - 1/2)) - 6)
[234313] ['1/9', '1/7', '1/6', '7/4', '2'] -> ((2 + (1/6 / (1/7 * 7/4))) / 1/9)
[234314] ['1/6', '3/7', '2/3', '7/5', '7'] -> ((3/7 + 7) / ((2/3 / 7/5) - 1/6))
[234315] ['1/5', '7/9', '7/6', '8/3', '6'] -> (((6 - (7/9 / 7/6)) / 1/5) - 8/3)
[234316] ['3/4', '4/5', '7/6', '9/4', '6'] -> ((9/4 / ((3/4 * 7/6) - 4/5)) - 6)
[234317] ['5/6', '8/9', '9/8', '2', '9/4'] -> ((2 * 9/4) / (9/8 - (5/6 / 8/9)))
[234318] ['8/7', '5/4', '5/3', '7/3', '5'] -> (8/7 / ((5 / (5/4 * 7/3)) - 5/3))
[234319] ['1/9', '1/7', '1/6', '9/5', '2'] -> (9/5 * ((2 / 1/7) - (1/9 / 1/6)))
[234320] ['1/8', '3/7', '8/9', '6/5', '9'] -> ((9 / ((3/7 / 8/9) - 1/8)) - 6/5)
[234321] ['3/7', '7/8', '5/4', '9/4', '7'] -> ((3/7 * 7) / (9/4 - (7/8 + 5/4)))
[234322] ['1/4', '5/7', '7/6', '5/4', '3'] -> (3 / (5/4 - (7/6 * (1/4 + 5/7))))
[234323] ['8/7', '6/5', '9/7', '8/3', '9'] -> (8/7 + ((9/7 + 9) / (6/5 / 8/3)))
[234324] ['8/7', '5/4', '5/3', '5/2', '5'] -> (5 / ((5/4 - 5/2) + (5/3 / 8/7)))
[234325] ['1/4', '5/7', '7/6', '9/7', '3'] -> (9/7 / ((1/4 * 7/6) - (5/7 / 3)))
[234326] ['3/7', '7/8', '5/4', '7/3', '7'] -> (7 / ((7/8 + 7/3) - (5/4 / 3/7)))
[234327] ['2/9', '1/4', '7/9', '1', '8/5'] -> (8/5 * (1 + (7/9 / (2/9 * 1/4))))
[234328] ['3/4', '4/5', '7/6', '7/2', '6'] -> (7/2 * ((6 / 4/5) - (3/4 / 7/6)))
[234329] ['3/8', '8/5', '7/4', '9/2', '8'] -> ((8/5 * 9/2) * (8 - (7/4 / 3/8)))
[234330] ['1/2', '3/5', '7/8', '9/8', '6'] -> (((7/8 + 9/8) + (6 / 3/5)) / 1/2)
[234331] ['1/9', '1/7', '1/6', '2', '7/3'] -> ((2 - (1/7 / 1/6)) / (1/9 / 7/3))
[234332] ['5/6', '8/9', '8/7', '7/6', '2'] -> (2 / ((7/6 / 8/7) - (5/6 / 8/9)))
[234333] ['1/6', '3/7', '2/3', '9/5', '7'] -> ((9/5 * 7) * ((3/7 / 1/6) - 2/3))
[234334] ['1/4', '5/7', '7/6', '4/3', '3'] -> (3 / (1/4 * (4/3 - (5/7 * 7/6))))
[234335] ['8/7', '6/5', '9/7', '9/2', '9'] -> ((9/2 / (9/7 - 8/7)) - (9 / 6/5))
[234336] ['1/2', '3/5', '7/8', '8/7', '6'] -> (8/7 + (6 / (7/8 * (1/2 * 3/5))))
[234337] ['1/5', '3/7', '5/9', '6/5', '2'] -> ((5/9 * 6/5) + (2 / (1/5 * 3/7)))
[234338] ['1/9', '1/7', '1/6', '2', '5/2'] -> ((5/2 - (1/6 / 1/7)) / (1/9 / 2))
[234339] ['3/7', '7/8', '5/4', '8/3', '7'] -> (8/3 * (((5/4 + 7) / 7/8) - 3/7))
[234340] ['5/6', '8/9', '8/7', '6/5', '2'] -> (2 / ((8/9 / 8/7) - (5/6 / 6/5)))
[234341] ['1/5', '7/9', '6/5', '7/5', '6'] -> (7/9 * ((6/5 / 7/5) + (6 / 1/5)))
[234342] ['2/9', '1/4', '7/9', '1', '9/5'] -> ((7/9 + (1 / 9/5)) / (2/9 * 1/4))
[234343] ['3/7', '7/8', '5/4', '9/2', '7'] -> ((5/4 * 9/2) + ((7/8 + 7) / 3/7))
[234344] ['8/7', '6/5', '4/3', '3/2', '9'] -> ((4/3 + (8/7 / 6/5)) * (3/2 + 9))
[234345] ['2/9', '1/4', '7/9', '1', '9/4'] -> (1 + ((9/4 + (7/9 / 2/9)) / 1/4))
[234346] ['8/9', '7/5', '8/5', '9/5', '8'] -> (8/5 + ((8/9 + 8) * (7/5 * 9/5)))
[234347] ['5/6', '8/9', '8/7', '4/3', '2'] -> (2 / ((4/3 * (5/6 / 8/7)) - 8/9))
[234348] ['3/8', '8/5', '9/4', '7/3', '8'] -> ((8/5 + 8) * (7/3 + (3/8 / 9/4)))
[234349] ['1/6', '3/7', '5/7', '3/4', '7'] -> ((7 - (5/7 / 3/7)) / (1/6 / 3/4))
[234350] ['3/7', '7/8', '9/7', '7/5', '7'] -> (7 / ((7/8 / 7/5) - (3/7 / 9/7)))
[234351] ['3/8', '8/5', '9/4', '5/2', '8'] -> ((8 - (8/5 * 5/2)) / (3/8 / 9/4))
[234352] ['1/5', '7/9', '6/5', '9/5', '6'] -> ((6/5 / 9/5) + (6 / (1/5 / 7/9)))
[234353] ['8/7', '5/4', '7/4', '7/3', '5'] -> (8/7 / (7/3 - (5 / (5/4 * 7/4))))
[234354] ['5/6', '8/9', '8/7', '3/2', '2'] -> (2 / (3/2 * (5/6 - (8/9 / 8/7))))
[234355] ['1/2', '3/5', '7/8', '7/4', '6'] -> (((7/4 / 7/8) + (6 / 3/5)) / 1/2)
[234356] ['1/4', '5/7', '7/6', '9/4', '3'] -> ((9/4 / (1/4 / 7/6)) * (3 - 5/7))
[234357] ['8/7', '6/5', '4/3', '9/4', '9'] -> ((9 / (6/5 - (8/7 / 4/3))) - 9/4)
[234358] ['1/5', '3/7', '5/9', '8/5', '2'] -> (8/5 / (3/7 * (5/9 - (1/5 * 2))))
[234359] ['3/8', '8/5', '9/4', '7/2', '8'] -> ((8/5 + 8) * ((9/4 / 3/8) - 7/2))
[234360] ['1/8', '3/7', '8/9', '9/4', '9'] -> ((9 - (8/9 * 9/4)) / (1/8 / 3/7))
[234361] ['1/6', '3/7', '5/7', '4/5', '7'] -> (((5/7 * (7 - 4/5)) - 3/7) / 1/6)
[234362] ['1/4', '5/7', '7/6', '5/2', '3'] -> ((3 + (5/2 / (5/7 * 7/6))) / 1/4)
[234363] ['8/7', '5/4', '7/4', '9/2', '5'] -> ((5/4 + 7/4) / (9/2 - (5 / 8/7)))
[234364] ['2/9', '1/4', '4/5', '8/9', '1'] -> ((1 + (8/9 / (2/9 * 4/5))) / 1/4)
[234365] ['1/7', '7/9', '5/6', '1', '9/4'] -> (((5/6 / 1/7) / (1 - 7/9)) - 9/4)
[234366] ['1/2', '3/5', '7/8', '9/4', '6'] -> (9/4 + ((7/8 + (6 / 3/5)) / 1/2))
[234367] ['1/8', '3/7', '8/9', '7/3', '9'] -> (((9 * (8/9 / 7/3)) - 3/7) / 1/8)
[234368] ['1/5', '3/7', '5/9', '7/4', '2'] -> ((2 / (1/5 * 3/7)) / (5/9 * 7/4))
[234369] ['1/6', '3/7', '5/7', '8/9', '7'] -> ((8/9 * 7) * ((5/7 / 1/6) - 3/7))
[234370] ['3/4', '4/5', '9/7', '7/5', '6'] -> (6 / ((9/7 * 7/5) - (3/4 + 4/5)))
[234371] ['1/5', '7/9', '6/5', '9/2', '6'] -> (6 * ((9/2 * (7/9 * 6/5)) - 1/5))
