[186166] ['1/8', '8/9', '1', '7/4', '9/4'] -> ((8/9 * 9/4) + ((1 + 7/4) / 1/8))
[189883] ['4/7', '9/5', '9/5', '3', '7/2'] -> ((9/5 + 3) / ((4/7 * 7/2) - 9/5))
[189884] ['1/7', '3/7', '3/4', '5/2', '7'] -> (((3/7 + 7) * (3/4 + 5/2)) - 1/7)
[189885] ['1/3', '3/5', '7/8', '5/2', '6'] -> (6 / ((7/8 / (3/5 * 5/2)) - 1/3))
[189886] ['3/4', '8/7', '5/4', '8/3', '9'] -> (5/4 + ((3/4 + 9) / (8/7 / 8/3)))
[189887] ['3/7', '5/9', '7/8', '8/7', '6'] -> (((6 / 7/8) - 8/7) / (3/7 * 5/9))
[189888] ['3/7', '5/6', '7/6', '5/3', '2'] -> ((2 / 7/6) / ((5/6 / 5/3) - 3/7))
[189889] ['5/7', '8/9', '8/3', '7/2', '8'] -> ((8 - (5/7 * 8/3)) / (8/9 / 7/2))
[189890] ['1/7', '1/7', '1/5', '5/6', '1'] -> ((1/7 + 1) / (5/6 * (1/5 - 1/7)))
[189891] ['3/4', '8/7', '5/4', '9/2', '9'] -> ((9/2 + (5/4 * 9)) / (3/4 / 8/7))
[189892] ['4/7', '9/5', '9/4', '9/4', '3'] -> ((9/4 / (9/5 - (4/7 * 3))) - 9/4)
[189893] ['3/7', '5/6', '7/6', '7/4', '2'] -> (2 / (7/4 - (5/6 / (3/7 * 7/6))))
[189894] ['1/3', '3/5', '7/8', '8/3', '6'] -> ((8/3 * ((6 / 3/5) - 7/8)) - 1/3)
[189895] ['5/7', '7/9', '7/8', '2', '8/3'] -> ((8/3 / (7/9 - 5/7)) / (7/8 * 2))
[189896] ['3/7', '5/9', '7/8', '6/5', '6'] -> ((6 / (3/7 * 5/9)) / (7/8 * 6/5))
[189897] ['2/5', '1/2', '9/7', '7/2', '7'] -> ((7 / (7/2 - (9/7 / 2/5))) - 1/2)
[189898] ['5/7', '8/9', '7/2', '7/2', '8'] -> (8/9 * ((7/2 * (5/7 + 8)) - 7/2))
[189899] ['3/5', '3/5', '9/7', '7/4', '8'] -> (8 / (3/5 - ((3/5 / 9/7) / 7/4)))
[189900] ['7/9', '7/5', '7/5', '8/5', '5'] -> (5 * ((7/5 / 7/9) + (7/5 + 8/5)))
[189901] ['1/5', '1/4', '1', '7/6', '9/7'] -> ((1 / 7/6) / (9/7 - (1/4 / 1/5)))
[189902] ['1/3', '3/5', '7/8', '9/2', '6'] -> ((9/2 * 6) / ((7/8 / 3/5) - 1/3))
[189903] ['3/7', '5/9', '7/8', '9/7', '6'] -> ((6 / 7/8) / ((5/9 * 9/7) - 3/7))
[189904] ['3/7', '5/6', '7/6', '2', '7/3'] -> (2 / (7/6 * (3/7 - (5/6 / 7/3))))
[189905] ['1/3', '3/5', '8/9', '8/9', '6'] -> (((6 / (3/5 / 8/9)) - 8/9) / 1/3)
[189906] ['3/7', '2/3', '1', '9/4', '5/2'] -> ((5/2 / ((3/7 + 2/3) - 1)) - 9/4)
[189907] ['3/5', '3/5', '9/7', '9/5', '8'] -> (8 / (((9/5 - 3/5) / 9/7) - 3/5))
[189908] ['1/9', '1/2', '4/7', '7/5', '9'] -> (4/7 / ((1/9 / 7/5) - (1/2 / 9)))
[189909] ['5/7', '9/8', '9/8', '7/6', '8'] -> ((8 / 7/6) / ((9/8 / 9/8) - 5/7))
[189910] ['3/7', '5/6', '7/6', '2', '8/3'] -> (8/3 / ((5/6 + 2) - (7/6 / 3/7)))
[189911] ['1/7', '1/7', '1/5', '1', '5/4'] -> ((1 - 1/7) / (5/4 * (1/7 * 1/5)))
[189912] ['1/3', '3/5', '8/9', '9/8', '6'] -> (((6 / (3/5 * 9/8)) - 8/9) / 1/3)
[189913] ['3/4', '8/7', '4/3', '4/3', '9'] -> ((8/7 * 9) * (4/3 + (3/4 * 4/3)))
[189914] ['3/7', '5/6', '7/6', '2', '7/2'] -> (2 / ((7/2 * (3/7 * 5/6)) - 7/6))
[189915] ['3/5', '7/9', '8/7', '4/3', '6'] -> (6 * (8/7 + (4/3 / (3/5 * 7/9))))
[189916] ['1/7', '1/7', '1/5', '1', '9/7'] -> (((1/7 + 9/7) / (1/5 - 1/7)) - 1)
[189917] ['5/7', '7/9', '8/9', '8/7', '2'] -> (8/7 / ((5/7 + 8/9) - (7/9 * 2)))
[189918] ['7/9', '7/5', '7/5', '7/3', '5'] -> ((7/5 + 5) * (7/3 / (7/5 - 7/9)))
[189919] ['1/9', '1/2', '4/7', '8/5', '9'] -> (9 / ((1/2 / (8/5 - 4/7)) - 1/9))
[189920] ['3/5', '3/5', '9/7', '8/3', '8'] -> ((9/7 * 8/3) * (8 - (3/5 / 3/5)))
[189921] ['3/4', '8/7', '4/3', '7/5', '9'] -> (7/5 * (8/7 + (9 / (3/4 / 4/3))))
[189922] ['1/7', '3/7', '7/9', '5/4', '7'] -> (3/7 / ((5/4 / (7/9 + 7)) - 1/7))
[189923] ['1/3', '3/5', '8/9', '7/6', '6'] -> (((6 / (3/5 - 1/3)) - 7/6) / 8/9)
[189924] ['3/5', '3/5', '9/7', '9/2', '8'] -> (8 / ((3/5 / 9/7) - (3/5 / 9/2)))
[189925] ['5/7', '7/9', '8/9', '7/6', '2'] -> ((8/9 / 7/6) * (2 / (7/9 - 5/7)))
[189926] ['7/9', '7/5', '7/5', '5/2', '5'] -> ((7/5 + (7/5 / 7/9)) * (5/2 + 5))
[189927] ['1/7', '1/7', '1/5', '1', '7/5'] -> (((1 / (1/5 * 7/5)) - 1/7) / 1/7)
[189928] ['1/7', '3/7', '7/9', '7/5', '7'] -> ((1/7 + 7/5) * ((7 / 3/7) - 7/9))
[189929] ['2/5', '1/2', '7/5', '9/5', '7'] -> (((2/5 + 9/5) + (7/5 * 7)) / 1/2)
[189930] ['1/3', '3/5', '8/9', '5/4', '6'] -> ((6 / 5/4) / ((3/5 * 8/9) - 1/3))
[189931] ['7/9', '7/5', '7/5', '8/3', '5'] -> (7/5 / ((5 * (7/9 / 8/3)) - 7/5))
[189932] ['1/7', '1/7', '1/5', '1', '3/2'] -> ((1/7 + (1 / 1/5)) / (1/7 * 3/2))
[189933] ['3/7', '5/9', '7/8', '9/5', '6'] -> (((6 / 5/9) - 9/5) / (3/7 * 7/8))
[189934] ['5/7', '7/9', '8/9', '6/5', '2'] -> ((2 / (5/7 * (8/9 - 7/9))) - 6/5)
[189935] ['1/9', '1/2', '4/7', '9/5', '9'] -> (9 / (((1/2 / 4/7) / 9/5) - 1/9))
[189936] ['3/4', '8/7', '4/3', '7/4', '9'] -> ((8/7 * 9) * (7/4 - (3/4 - 4/3)))
[189937] ['3/5', '3/5', '4/3', '7/3', '8'] -> ((3/5 + 3/5) * (4/3 + (7/3 * 8)))
[189938] ['5/7', '9/8', '9/8', '8/5', '8'] -> (8 * (8/5 + (9/8 / (5/7 * 9/8))))
[189939] ['3/7', '2/3', '1', '7/3', '9/2'] -> (9/2 * ((2/3 + 7/3) + (1 / 3/7)))
[189940] ['1/7', '3/7', '7/9', '3/2', '7'] -> ((3/7 + 3/2) * (7 + (7/9 / 1/7)))
[189941] ['4/7', '9/5', '5/2', '5/2', '3'] -> (3 / ((9/5 * 5/2) - (5/2 / 4/7)))
[189942] ['1/7', '1/7', '1/5', '1', '5/3'] -> ((1/7 + 1) / (5/3 * (1/7 * 1/5)))
[189943] ['3/7', '5/9', '7/8', '9/4', '6'] -> ((6 / (5/9 - 3/7)) / (7/8 * 9/4))
[189944] ['1/3', '3/5', '8/9', '7/5', '6'] -> ((3/5 + (7/5 * 6)) / (1/3 / 8/9))
[189945] ['3/5', '3/5', '7/5', '7/5', '8'] -> (8 / ((7/5 / 3/5) - (3/5 + 7/5)))
[189946] ['4/7', '9/5', '5/2', '8/3', '3'] -> (3 + ((5/2 * 8/3) / (4/7 / 9/5)))
[189947] ['5/7', '7/9', '8/9', '5/4', '2'] -> (2 / ((5/4 / 5/7) - (7/9 + 8/9)))
[189948] ['3/7', '5/6', '6/5', '7/5', '2'] -> ((7/5 / (2 - (5/6 / 3/7))) - 6/5)
[189949] ['3/7', '5/9', '7/8', '7/3', '6'] -> (((6 / 3/7) - 7/3) / (5/9 * 7/8))
[189950] ['5/7', '9/8', '9/8', '7/4', '8'] -> ((5/7 + (9/8 / 9/8)) * (7/4 * 8))
[189951] ['3/4', '8/7', '4/3', '5/2', '9'] -> ((5/2 - 3/4) * (9 * (8/7 * 4/3)))
[189952] ['1/7', '1/7', '1/5', '1', '9/5'] -> (9/5 / (1/5 - (1/7 / (1/7 + 1))))
[189953] ['3/7', '2/3', '1', '5/2', '8/3'] -> (8/3 / (2/3 * (5/2 - (1 / 3/7))))
[189954] ['4/7', '9/5', '5/2', '3', '7/2'] -> ((9/5 + 3) * (7/2 * (4/7 * 5/2)))
[189955] ['2/5', '1/2', '3/2', '8/3', '7'] -> ((8/3 / (2/5 / 3/2)) + (7 / 1/2))
[189956] ['1/3', '3/5', '8/9', '7/4', '6'] -> (6 / ((7/4 / 3/5) - (8/9 / 1/3)))
[189957] ['5/7', '9/8', '9/8', '9/5', '8'] -> ((9/5 + (9/8 / 5/7)) / (9/8 / 8))
[189958] ['1/9', '1/2', '4/7', '7/3', '9'] -> ((4/7 * 7/3) / (1/9 - (1/2 / 9)))
[189959] ['3/7', '5/9', '7/8', '5/2', '6'] -> (7/8 * (3/7 + (6 / (5/9 / 5/2))))
[189960] ['3/7', '5/6', '6/5', '8/5', '2'] -> ((8/5 / 6/5) / (2 - (5/6 / 3/7)))
[189961] ['3/5', '3/5', '8/5', '7/4', '8'] -> (8/5 * ((3/5 / 3/5) + (7/4 * 8)))
[189962] ['7/9', '7/5', '3/2', '7/4', '5'] -> ((7/5 + 5) * (3/2 + (7/4 / 7/9)))
[189963] ['3/7', '2/3', '1', '8/3', '8/3'] -> (8/3 / (8/3 - (1 + (2/3 / 3/7))))
[189964] ['3/7', '5/9', '7/8', '8/3', '6'] -> (((6 / (3/7 * 7/8)) - 8/3) / 5/9)
[189965] ['1/3', '3/5', '8/9', '7/3', '6'] -> (((7/3 / 3/5) - 1/3) / (8/9 / 6))
[189966] ['1/9', '1/2', '4/7', '5/2', '9'] -> (9 / (1/9 * (5/2 + (1/2 / 4/7))))
[189967] ['1/7', '3/7', '7/9', '9/4', '7'] -> (((3/7 + (7 / 9/4)) / 1/7) - 7/9)
[189968] ['1/5', '1/4', '1', '6/5', '7/3'] -> (6/5 / ((7/3 * (1/5 + 1/4)) - 1))
[189969] ['3/4', '8/7', '7/5', '3/2', '9'] -> ((9 / (3/4 * 7/5)) / (3/2 - 8/7))
[189970] ['1/7', '3/7', '7/9', '5/2', '7'] -> (((7 / 7/9) - 3/7) / (1/7 * 5/2))
[189971] ['2/5', '1/2', '5/3', '9/4', '7'] -> (9/4 * ((5/3 / 2/5) - (1/2 - 7)))
[189972] ['5/7', '7/9', '8/9', '5/3', '2'] -> ((5/3 / (7/9 - 5/7)) - (2 / 8/9))
[189973] ['1/9', '1/2', '4/7', '7/2', '9'] -> (4/7 / ((1/2 / 9) - (1/9 / 7/2)))
[189974] ['4/7', '9/5', '3', '9/2', '9/2'] -> (3 / (9/2 - (9/2 / (4/7 * 9/5))))
[189975] ['3/7', '5/6', '6/5', '2', '9/4'] -> (2 / ((6/5 / (3/7 / 5/6)) - 9/4))
[189976] ['3/7', '2/3', '1', '7/2', '9/2'] -> ((2/3 + (1 / 3/7)) * (7/2 + 9/2))
[189977] ['7/9', '7/5', '3/2', '5/2', '5'] -> (3/2 + ((5/2 * 5) / (7/9 / 7/5)))
[189978] ['3/7', '5/9', '8/9', '8/9', '6'] -> ((8/9 + (6 / (3/7 / 8/9))) / 5/9)
[189979] ['3/5', '3/5', '7/4', '7/3', '8'] -> (8 / ((7/3 / 7/4) - (3/5 / 3/5)))
[189980] ['3/4', '8/7', '7/5', '9/5', '9'] -> (9 / ((9/5 / (8/7 * 7/5)) - 3/4))
[189981] ['1/7', '3/7', '4/5', '4/5', '7'] -> ((7 + (4/5 / 4/5)) / (1/7 / 3/7))
[189982] ['4/7', '9/4', '9/4', '7/3', '3'] -> (7/3 * (9/4 + (9/4 * (4/7 + 3))))
[189983] ['1/3', '3/5', '9/8', '7/6', '6'] -> (9/8 * ((6 / (3/5 - 1/3)) - 7/6))
[189984] ['2/5', '1/2', '5/3', '9/2', '7'] -> ((7 + (9/2 / 1/2)) / (2/5 * 5/3))
[189985] ['3/5', '3/5', '7/4', '5/2', '8'] -> (8 / ((5/2 / (3/5 + 3/5)) - 7/4))
[189986] ['3/7', '5/7', '5/7', '3/4', '1'] -> ((3/7 + 5/7) / (1 - (5/7 / 3/4)))
[189987] ['5/7', '7/9', '8/9', '2', '9/4'] -> (2 / (((7/9 + 8/9) / 5/7) - 9/4))
[189988] ['3/7', '5/9', '8/9', '9/8', '6'] -> ((8/9 + (6 / (3/7 * 9/8))) / 5/9)
[189989] ['5/7', '9/8', '8/7', '6/5', '8'] -> (8 * (6/5 + (8/7 / (5/7 / 9/8))))
[189990] ['1/9', '1/2', '3/5', '2/3', '9'] -> ((9 / (1/2 * 3/5)) - (2/3 / 1/9))
[189991] ['1/7', '3/7', '4/5', '6/7', '7'] -> ((6/7 * 7) / (3/7 - (1/7 / 4/5)))
[189992] ['3/5', '3/5', '7/4', '8/3', '8'] -> (8/3 * (3/5 + (8 * (3/5 * 7/4))))
[189993] ['4/7', '9/4', '9/4', '5/2', '3'] -> (3 / ((9/4 + 9/4) - (5/2 / 4/7)))
[189994] ['1/3', '3/5', '9/8', '5/4', '6'] -> ((6 / 5/4) / ((3/5 / 9/8) - 1/3))
[189995] ['3/7', '5/9', '8/9', '8/7', '6'] -> (6 / ((5/9 / 8/9) - (3/7 / 8/7)))
[189996] ['7/9', '7/5', '8/5', '5/3', '5'] -> ((8/5 * 5/3) * (5 / (7/9 / 7/5)))
[189997] ['3/5', '3/5', '7/4', '7/2', '8'] -> (8 * ((3/5 / 3/5) + (7/2 / 7/4)))
[189998] ['4/7', '9/4', '9/4', '8/3', '3'] -> (3 + ((9/4 + 9/4) / (4/7 / 8/3)))
[189999] ['1/5', '1/4', '1', '5/4', '5/3'] -> ((5/4 / (1/5 - (1/4 / 5/3))) - 1)
[190000] ['5/7', '9/8', '8/7', '7/5', '8'] -> (((9/8 + 8/7) / (5/7 / 8)) - 7/5)
[190001] ['3/5', '7/9', '7/6', '7/6', '6'] -> ((7/6 + (7/6 / 3/5)) / (7/9 / 6))
[190002] ['3/7', '5/6', '6/5', '2', '9/2'] -> (((2 * 9/2) / (3/7 * 5/6)) - 6/5)
[190003] ['4/7', '9/4', '9/4', '3', '7/2'] -> ((7/2 * (9/4 + (3 / 4/7))) - 9/4)
[190004] ['1/9', '1/2', '3/5', '3/4', '9'] -> ((9 - 1/9) / (1/2 / (3/5 + 3/4)))
[190005] ['1/7', '3/7', '4/5', '9/8', '7'] -> (3/7 / ((1/7 / 4/5) - (9/8 / 7)))
[190006] ['1/3', '3/5', '9/8', '3/2', '6'] -> ((6 / 3/5) / ((9/8 / 3/2) - 1/3))
[190007] ['4/7', '9/4', '9/4', '3', '9/2'] -> (9/2 / ((3 / 4/7) - (9/4 * 9/4)))
[190008] ['3/4', '8/7', '3/2', '8/5', '9'] -> ((9 / (3/2 - 8/7)) - (3/4 * 8/5))
[190009] ['3/5', '3/5', '9/4', '7/2', '8'] -> (8 / ((7/2 * (3/5 / 9/4)) - 3/5))
[190010] ['1/3', '3/5', '9/8', '5/3', '6'] -> ((5/3 / (1/3 * 9/8)) * (6 - 3/5))
[190011] ['1/7', '1/7', '2/9', '5/9', '1'] -> ((1/7 + 1) / (1/7 * (5/9 - 2/9)))
[190012] ['2/5', '1/2', '7/4', '9/2', '7'] -> ((1/2 + (7/4 * 7)) + (9/2 / 2/5))
[190013] ['1/9', '1/2', '3/5', '7/9', '9'] -> ((7/9 - 1/2) / (1/9 / (3/5 + 9)))
[190014] ['5/7', '7/9', '8/9', '2', '9/2'] -> (8/9 * ((2 / (7/9 - 5/7)) - 9/2))
[190015] ['3/7', '5/6', '5/4', '7/5', '2'] -> (2 / (5/6 - (7/5 * (3/7 * 5/4))))
[190016] ['4/7', '9/4', '7/3', '7/3', '3'] -> (9/4 * (7/3 + (7/3 * (4/7 + 3))))
[190017] ['1/7', '3/7', '4/5', '7/6', '7'] -> (7 / (7/6 * (3/7 - (1/7 / 4/5))))
[190018] ['1/7', '1/7', '2/9', '4/7', '1'] -> (((4/7 / 2/9) - (1/7 - 1)) / 1/7)
[190019] ['3/5', '3/5', '7/3', '7/3', '8'] -> (8 / (7/3 - (3/5 + (3/5 * 7/3))))
[190020] ['2/5', '1/2', '9/5', '9/5', '7'] -> ((1/2 + 7) * (9/5 - (2/5 - 9/5)))
[190021] ['4/7', '9/4', '7/3', '5/2', '3'] -> ((5/2 / (3 - (4/7 + 7/3))) - 9/4)
[190022] ['1/7', '3/7', '4/5', '5/4', '7'] -> ((7 + (4/5 * 5/4)) / (1/7 / 3/7))
[190023] ['7/9', '7/5', '8/5', '9/2', '5'] -> (8/5 + ((7/9 * 9/2) * (7/5 + 5)))
[190024] ['3/5', '7/9', '7/6', '8/5', '6'] -> ((7/6 * 8/5) * (6 / (3/5 * 7/9)))
[190025] ['3/5', '3/5', '7/3', '5/2', '8'] -> (8 * ((3/5 / (5/2 - 7/3)) - 3/5))
[190026] ['3/7', '5/6', '5/4', '7/4', '2'] -> (2 / ((3/7 * 7/4) - (5/6 / 5/4)))
[190027] ['1/3', '3/5', '9/8', '7/3', '6'] -> ((9/8 * 6) * ((7/3 / 3/5) - 1/3))
[190028] ['4/7', '9/4', '5/2', '5/2', '3'] -> (((5/2 + 5/2) / (4/7 / 3)) - 9/4)
[190029] ['1/9', '1/2', '3/5', '7/8', '9'] -> ((1/9 * 9) / (7/8 - (1/2 / 3/5)))
[190030] ['1/3', '3/5', '9/8', '7/2', '6'] -> ((6 / (1/3 + 9/8)) / (3/5 / 7/2))
[190031] ['4/7', '9/4', '5/2', '8/3', '3'] -> (3 * ((8/3 / (4/7 / 9/4)) - 5/2))
[190032] ['7/9', '7/5', '5/3', '7/4', '5'] -> ((7/5 + 5) * (7/4 / (7/9 / 5/3)))
[190033] ['3/7', '5/7', '5/7', '1', '4/3'] -> ((3/7 + 5/7) / (1 - (5/7 * 4/3)))
[190034] ['3/7', '5/9', '8/9', '9/5', '6'] -> (8/9 * (9/5 + (6 / (3/7 * 5/9))))
[190035] ['1/9', '1/2', '3/5', '8/9', '9'] -> (9 / (3/5 * (1/2 + (1/9 / 8/9))))
[190036] ['3/5', '3/5', '7/2', '7/2', '8'] -> (((7/2 + 8) - (3/5 - 7/2)) / 3/5)
[190037] ['1/7', '1/7', '2/9', '7/9', '1'] -> (((1 / 1/7) - 1/7) / (2/9 / 7/9))
[190038] ['1/9', '1/2', '3/5', '9/8', '9'] -> (9 / (3/5 * (1/2 + (1/9 * 9/8))))
[190039] ['4/7', '9/4', '5/2', '3', '9/2'] -> ((5/2 / ((3 / 9/2) - 4/7)) - 9/4)
[190040] ['2/5', '1/2', '9/4', '9/2', '7'] -> ((7 + (9/2 / (2/5 * 9/4))) / 1/2)
[190041] ['3/5', '5/8', '5/8', '2/3', '8'] -> (8 / ((3/5 * 5/8) + (5/8 - 2/3)))
[190042] ['3/7', '5/7', '5/7', '1', '8/5'] -> ((5/7 / (5/7 - (3/7 * 8/5))) - 1)
[190043] ['1/7', '3/7', '4/5', '7/4', '7'] -> ((7 / 4/5) + ((3/7 + 7/4) / 1/7))
[190044] ['4/7', '9/4', '8/3', '8/3', '3'] -> (3 + ((8/3 + 8/3) / (4/7 / 9/4)))
[190045] ['3/7', '5/6', '5/4', '2', '5/2'] -> (2 / ((5/2 / 5/6) - (5/4 / 3/7)))
[190046] ['3/7', '5/7', '5/7', '1', '5/3'] -> ((3/7 + 5/7) / ((5/7 + 1) - 5/3))
[190047] ['5/7', '9/8', '7/6', '4/3', '8'] -> ((8 / 4/3) / ((9/8 / 7/6) - 5/7))
[190048] ['3/4', '8/7', '8/5', '9/4', '9'] -> ((9 / (3/4 * (8/5 - 8/7))) - 9/4)
[190049] ['2/5', '1/2', '7/3', '7/3', '7'] -> ((7 * ((7/3 / 2/5) - 7/3)) - 1/2)
[190050] ['7/9', '7/5', '5/3', '7/2', '5'] -> (((7/5 * 5) - 5/3) / (7/9 / 7/2))
[190051] ['1/5', '1/4', '1', '9/7', '9/5'] -> (((9/5 / (1/5 * 9/7)) - 1) / 1/4)
[190052] ['1/7', '3/7', '4/5', '9/4', '7'] -> ((7 / (4/5 * (1/7 / 3/7))) - 9/4)
[190053] ['1/7', '1/7', '2/9', '6/7', '1'] -> ((1/7 + 1) / ((2/9 * 6/7) - 1/7))
[190054] ['3/7', '5/9', '8/9', '7/2', '6'] -> (6 / (3/7 - ((5/9 / 8/9) / 7/2)))
[190055] ['3/5', '5/8', '5/8', '7/9', '8'] -> (8 / (5/8 - (7/9 * (3/5 * 5/8))))
[190056] ['5/7', '9/8', '7/6', '7/5', '8'] -> ((5/7 + 8) / (7/6 - (9/8 / 7/5)))
[190057] ['2/5', '1/2', '7/3', '7/2', '7'] -> (7/2 + ((2/5 + 7/3) * (1/2 + 7)))
[190058] ['3/7', '5/9', '8/9', '9/2', '6'] -> (8/9 / ((6 / 9/2) - (5/9 / 3/7)))
[190059] ['1/7', '3/7', '4/5', '7/3', '7'] -> ((7/3 - 3/7) * (7 + (4/5 / 1/7)))
[190060] ['3/5', '7/9', '7/6', '9/2', '6'] -> ((7/6 + ((9/2 + 6) / 3/5)) / 7/9)
[190061] ['4/7', '7/3', '7/3', '8/3', '3'] -> (8/3 / ((7/3 * (4/7 * 7/3)) - 3))
[190062] ['1/7', '1/7', '2/9', '8/9', '1'] -> ((8/9 / (1/7 * 2/9)) * (1 - 1/7))
[190063] ['2/5', '1/2', '5/2', '8/3', '7'] -> (8/3 * (7 + (5/2 * (2/5 / 1/2))))
[190064] ['1/3', '3/5', '8/7', '3/2', '6'] -> (8/7 * ((6 / (3/5 - 1/3)) - 3/2))
[190065] ['1/5', '1/4', '1', '9/7', '7/3'] -> (((9/7 / 1/5) - (1 / 7/3)) / 1/4)
[190066] ['3/7', '5/6', '9/7', '9/7', '2'] -> (2 / (5/6 - (9/7 / (3/7 + 9/7))))
[190067] ['3/4', '8/7', '8/5', '8/3', '9'] -> ((3/4 * (8/7 + 8/5)) * (8/3 + 9))
[190068] ['3/5', '5/8', '5/8', '7/8', '8'] -> (8 * (3/5 + ((5/8 + 7/8) / 5/8)))
[190069] ['1/7', '1/7', '2/9', '1', '9/8'] -> ((1 - 1/7) / (9/8 * (1/7 * 2/9)))
[190070] ['1/3', '3/5', '8/7', '5/3', '6'] -> ((6 + (3/5 * 5/3)) / (1/3 / 8/7))
[190071] ['3/7', '5/6', '9/7', '4/3', '2'] -> (3/7 / ((9/7 / 2) - (5/6 / 4/3)))
[190072] ['3/7', '5/9', '9/8', '8/7', '6'] -> (6 / ((5/9 * 9/8) - (3/7 / 8/7)))
[190073] ['4/7', '7/3', '7/3', '3', '9/2'] -> ((4/7 * 9/2) * (7/3 + (7/3 * 3)))
[190074] ['1/7', '3/7', '4/5', '9/2', '7'] -> ((4/5 * 9/2) * (7 - (1/7 / 3/7)))
[190075] ['3/5', '5/8', '5/8', '8/9', '8'] -> ((3/5 + (8 / (5/8 * 8/9))) / 5/8)
[190076] ['5/7', '9/8', '7/6', '9/5', '8'] -> ((9/5 + 8) / ((9/8 / 5/7) - 7/6))
[190077] ['1/9', '1/2', '3/5', '8/5', '9'] -> ((8/5 + (1/2 + 3/5)) * (9 - 1/9))
[190078] ['1/7', '1/7', '2/9', '1', '8/7'] -> (8/7 / ((2/9 * (1 - 1/7)) - 1/7))
[190079] ['5/7', '7/9', '9/8', '2', '7/3'] -> (7/3 / ((9/8 / (2 - 5/7)) - 7/9))
[190080] ['4/7', '7/3', '5/2', '5/2', '3'] -> (5/2 + ((4/7 + 5/2) * (7/3 * 3)))
[190081] ['3/7', '5/7', '5/7', '1', '8/3'] -> (3/7 / (1 - (5/7 + (5/7 / 8/3))))
[190082] ['1/3', '3/5', '8/7', '7/4', '6'] -> (((6 / 3/5) - (8/7 * 7/4)) / 1/3)
[190083] ['2/5', '1/2', '8/3', '9/2', '7'] -> (8/3 * (7 + (2/5 * (1/2 + 9/2))))
[190084] ['1/7', '1/7', '2/9', '1', '7/6'] -> ((1/7 + 1) / ((2/9 / 7/6) - 1/7))
[190085] ['3/4', '8/7', '5/3', '7/4', '9'] -> (9 / ((7/4 / (3/4 * 8/7)) - 5/3))
[190086] ['3/7', '5/6', '9/7', '3/2', '2'] -> ((3/7 * 2) / (9/7 - (5/6 * 3/2)))
[190087] ['3/5', '5/8', '5/8', '9/8', '8'] -> ((3/5 + (8 / (5/8 / 9/8))) / 5/8)
[190088] ['1/7', '3/7', '5/6', '7/8', '7'] -> (7 / ((1/7 / 3/7) + (5/6 - 7/8)))
[190089] ['1/9', '1/2', '3/5', '5/3', '9'] -> (1/2 * ((9 / (1/9 * 5/3)) - 3/5))
[190090] ['1/3', '3/5', '8/7', '9/4', '6'] -> ((6 / (8/7 * (1/3 * 3/5))) - 9/4)
[190091] ['2/5', '1/2', '9/2', '9/2', '7'] -> ((9/2 + 7) + ((1/2 + 9/2) / 2/5))
[190092] ['3/5', '7/9', '6/5', '4/3', '6'] -> ((4/3 * 6) / ((7/9 * 6/5) - 3/5))
[190093] ['3/5', '5/8', '5/8', '7/6', '8'] -> (8 / ((7/6 / (5/8 + 5/8)) - 3/5))
[190094] ['3/4', '8/7', '5/3', '7/3', '9'] -> (9 / ((3/4 + 5/3) - (7/3 / 8/7)))
[190095] ['1/7', '1/7', '2/9', '1', '9/7'] -> (((1 / 1/7) - 1/7) / (2/9 * 9/7))
[190096] ['1/9', '1/2', '3/5', '9/4', '9'] -> ((9/4 / (1/2 / 3/5)) * (9 - 1/9))
[190097] ['1/3', '3/5', '8/7', '8/3', '6'] -> (6 * (8/7 + (8/3 / (1/3 + 3/5))))
[190098] ['5/7', '7/9', '9/8', '2', '9/2'] -> (((2 / (7/9 - 5/7)) - 9/2) / 9/8)
[190099] ['4/7', '5/2', '5/2', '8/3', '3'] -> (5/2 + (3 * (5/2 + (8/3 / 4/7))))
[190100] ['3/7', '5/7', '3/4', '5/6', '1'] -> ((3/7 + 1) / (5/7 * (5/6 - 3/4)))
[190101] ['1/7', '3/7', '5/6', '8/7', '7'] -> ((5/6 + (8/7 / 3/7)) * (7 - 1/7))
[190102] ['3/5', '5/8', '5/8', '9/7', '8'] -> (8 / (5/8 - ((3/5 * 5/8) / 9/7)))
[190103] ['2/5', '5/9', '5/9', '3/5', '7'] -> (3/5 + ((2/5 + (7 / 5/9)) / 5/9))
[190104] ['3/4', '8/7', '5/3', '8/3', '9'] -> ((3/4 + (5/3 * 9)) * (8/3 - 8/7))
[190105] ['5/7', '9/8', '6/5', '5/4', '8'] -> (8 / ((5/4 / (5/7 * 6/5)) - 9/8))
[190106] ['3/5', '5/8', '5/8', '7/5', '8'] -> (8 * ((3/5 + 7/5) + (5/8 / 5/8)))
[190107] ['1/7', '1/7', '2/9', '1', '3/2'] -> ((1/7 + 1) / (3/2 * (1/7 * 2/9)))
[190108] ['1/9', '1/2', '3/5', '8/3', '9'] -> (1/9 + ((9 + (8/3 / 1/2)) / 3/5))
[190109] ['3/5', '7/9', '6/5', '7/4', '6'] -> (6 / ((7/4 / 7/9) - (6/5 / 3/5)))
[190110] ['3/7', '5/9', '9/8', '8/5', '6'] -> (8/5 + (6 / (9/8 * (3/7 * 5/9))))
[190111] ['5/7', '9/8', '6/5', '9/7', '8'] -> (6/5 * (5/7 + (8 * (9/8 + 9/7))))
