[115246] ['1/4', '3/8', '4/7', '3/4', '4'] -> (((4 / 4/7) - 1/4) / (3/8 * 3/4))
[120535] ['1/7', '3/8', '4/5', '3/2', '3'] -> ((((3 / 1/7) - 3/2) / 4/5) - 3/8)
[120536] ['3/8', '3/5', '4/5', '2', '5/2'] -> (3/5 / ((4/5 * (5/2 - 2)) - 3/8))
[120537] ['3/5', '5/6', '7/8', '9/8', '5'] -> ((9/8 / (7/8 - 5/6)) - (3/5 * 5))
[120538] ['5/7', '5/7', '6/7', '6/5', '3'] -> ((3 / ((5/7 / 6/7) - 5/7)) - 6/5)
[120539] ['2/9', '2/7', '5/9', '8/7', '7'] -> (7 / ((2/9 / 2/7) - (5/9 / 8/7)))
[120540] ['4/7', '4/7', '6/7', '8/9', '9'] -> ((4/7 * 9) / (6/7 - (4/7 / 8/9)))
[120541] ['2/9', '2/9', '5/9', '7/8', '9'] -> (9 / ((5/9 / (2/9 + 2/9)) - 7/8))
[120542] ['2/7', '4/5', '4/3', '7/4', '7'] -> ((2/7 * 7) / (7/4 - (4/3 / 4/5)))
[120543] ['3/8', '3/5', '4/5', '2', '8/3'] -> ((2 / (3/8 * (4/5 - 3/5))) - 8/3)
[120544] ['1/7', '1/4', '6/5', '8/3', '4'] -> ((1/4 * 8/3) + (4 / (1/7 * 6/5)))
[120545] ['5/8', '3/4', '8/9', '6/5', '4'] -> ((4 / 3/4) / ((8/9 / 5/8) - 6/5))
[120546] ['3/5', '5/6', '7/8', '7/6', '5'] -> (5 / ((3/5 * 5/6) + (7/8 - 7/6)))
[120547] ['4/9', '4/5', '7/6', '5/4', '3'] -> (4/5 / ((7/6 / 3) - (4/9 / 5/4)))
[120548] ['5/7', '5/7', '6/7', '9/7', '3'] -> ((9/7 + (5/7 * 3)) / (6/7 - 5/7))
[120549] ['4/7', '4/7', '6/7', '7/6', '9'] -> ((6/7 + (4/7 * 7/6)) / (4/7 / 9))
[120550] ['3/8', '3/5', '5/6', '5/6', '2'] -> (2 / (5/6 - ((3/8 / 3/5) / 5/6)))
[120551] ['1/7', '3/8', '4/5', '7/4', '3'] -> (3 / (((3/8 / 4/5) / 7/4) - 1/7))
[120552] ['3/5', '5/6', '7/8', '6/5', '5'] -> ((3/5 * 5) / ((5/6 * 6/5) - 7/8))
[120553] ['5/8', '3/4', '8/9', '9/7', '4'] -> ((4 / (9/7 * (3/4 - 5/8))) - 8/9)
[120554] ['1/7', '3/8', '4/5', '9/5', '3'] -> (9/5 / ((3/8 / (1/7 * 3)) - 4/5))
[120555] ['3/8', '3/5', '5/6', '8/9', '2'] -> (2 / ((3/5 * 8/9) - (3/8 / 5/6)))
[120556] ['2/9', '2/7', '5/9', '7/5', '7'] -> (((5/9 + 7) / (2/9 * 7/5)) - 2/7)
[120557] ['2/7', '4/5', '4/3', '7/3', '7'] -> (7 * (4/3 + (4/5 * (2/7 + 7/3))))
[120558] ['1/8', '7/9', '7/6', '9/4', '6'] -> (((9/4 + (7/6 / 7/9)) / 1/8) - 6)
[120559] ['2/9', '2/3', '7/4', '9/5', '8'] -> (((2/3 / (9/5 - 7/4)) - 8) / 2/9)
[120560] ['5/7', '5/7', '6/7', '8/5', '3'] -> ((3 * (5/7 * 8/5)) / (6/7 - 5/7))
[120561] ['3/8', '3/5', '5/6', '9/8', '2'] -> (2 / ((3/5 / 9/8) - (3/8 / 5/6)))
[120562] ['1/7', '1/4', '5/4', '3/2', '4'] -> ((1/4 + (5/4 / 1/7)) / (3/2 / 4))
[120563] ['3/8', '3/5', '5/6', '7/6', '2'] -> ((2 / 3/8) / ((5/6 / 3/5) - 7/6))
[120564] ['5/8', '3/4', '8/9', '7/4', '4'] -> ((4 + (7/4 / 3/4)) / (8/9 - 5/8))
[120565] ['2/9', '2/9', '5/9', '7/4', '9'] -> ((9 - (2/9 - 5/9)) / (2/9 * 7/4))
[120566] ['2/9', '2/3', '9/5', '9/4', '8'] -> ((8 / 9/4) / ((2/3 / 9/5) - 2/9))
[120567] ['5/7', '5/7', '6/7', '9/5', '3'] -> ((5/7 / (6/7 - 5/7)) * (9/5 + 3))
[120568] ['1/4', '4/9', '6/7', '3/2', '4'] -> (((3/2 / 1/4) + (4 / 6/7)) / 4/9)
[120569] ['2/9', '2/9', '5/9', '9/5', '9'] -> (((9 / 9/5) - (2/9 - 5/9)) / 2/9)
[120570] ['2/7', '4/5', '7/5', '5/3', '7'] -> ((2/7 * 7) / ((7/5 / 4/5) - 5/3))
[120571] ['4/9', '4/5', '7/6', '5/3', '3'] -> ((4/5 * 5/3) / (4/9 - (7/6 / 3)))
[120572] ['5/8', '3/4', '8/9', '9/4', '4'] -> (3/4 / ((9/4 / 8/9) - (5/8 * 4)))
[120573] ['2/9', '2/7', '5/9', '9/4', '7'] -> (2/7 / ((5/9 - 2/9) - (9/4 / 7)))
[120574] ['1/8', '7/9', '6/5', '4/3', '6'] -> (6 / (4/3 - (6/5 * (1/8 + 7/9))))
[120575] ['3/8', '1/2', '1', '4/3', '9/5'] -> ((1 + 4/3) / (3/8 - (1/2 / 9/5)))
[120576] ['5/8', '3/4', '8/9', '5/2', '4'] -> ((4 / (5/8 * 3/4)) / (8/9 / 5/2))
[120577] ['3/5', '5/6', '7/8', '7/3', '5'] -> (5 / (5/6 - (7/8 / (3/5 * 7/3))))
[120578] ['2/9', '2/7', '5/9', '5/2', '7'] -> (((2/7 + 5/9) / (2/9 / 7)) - 5/2)
[120579] ['1/7', '1/4', '9/7', '9/5', '4'] -> (4 + ((9/7 / 9/5) / (1/7 * 1/4)))
[120580] ['5/7', '5/7', '6/7', '3', '7/2'] -> ((6/7 + (5/7 + 5/7)) * (3 * 7/2))
[120581] ['1/4', '4/9', '6/7', '9/5', '4'] -> ((6/7 * 9/5) * ((4 / 1/4) - 4/9))
[120582] ['4/7', '4/7', '6/7', '7/3', '9'] -> ((4/7 / 4/7) + (7/3 * (6/7 + 9)))
[120583] ['5/8', '3/4', '8/9', '7/2', '4'] -> (((4 / (8/9 / 7/2)) - 3/4) / 5/8)
[120584] ['1/8', '7/9', '6/5', '3/2', '6'] -> ((7/9 + (6 / (6/5 + 3/2))) / 1/8)
[120585] ['4/9', '4/5', '7/6', '9/5', '3'] -> (9/5 / ((7/6 / (4/9 * 3)) - 4/5))
[120586] ['1/7', '3/8', '5/6', '7/8', '3'] -> (3/8 + ((7/8 + (5/6 * 3)) / 1/7))
[120587] ['2/7', '4/5', '7/5', '9/2', '7'] -> (9/2 + ((4/5 + 7) / (2/7 * 7/5)))
[120588] ['4/7', '4/7', '6/7', '5/2', '9'] -> ((6/7 + (9 * (4/7 * 5/2))) / 4/7)
[120589] ['2/9', '2/7', '5/9', '9/2', '7'] -> (9/2 + (7 * (2/7 + (5/9 / 2/9))))
[120590] ['2/9', '5/7', '5/7', '7/9', '8'] -> (8 / (5/7 * (7/9 - (2/9 / 5/7))))
[120591] ['1/4', '4/9', '6/7', '7/3', '4'] -> (4 / (1/4 * (6/7 - (4/9 / 7/3))))
[120592] ['2/9', '2/9', '4/7', '2/3', '9'] -> ((9 + (2/9 / 2/3)) / (2/9 / 4/7))
[120593] ['1/8', '1/4', '6/5', '8/3', '7'] -> ((6/5 * 8/3) * (7 + (1/8 / 1/4)))
[120594] ['3/5', '5/6', '7/8', '9/2', '5'] -> ((5/6 / 7/8) * (9/2 * (3/5 + 5)))
[120595] ['2/9', '2/7', '4/7', '4/7', '7'] -> (7 * ((2/7 + 4/7) + (4/7 / 2/9)))
[120596] ['5/7', '5/7', '7/8', '9/8', '3'] -> (3 / ((7/8 * (5/7 + 5/7)) - 9/8))
[120597] ['1/8', '7/9', '6/5', '8/5', '6'] -> (6 + ((6/5 + (8/5 / 1/8)) / 7/9))
[120598] ['1/4', '4/9', '6/7', '5/2', '4'] -> (((5/2 / 6/7) - 1/4) / (4/9 / 4))
[120599] ['4/7', '4/7', '7/8', '7/8', '9'] -> ((9 / 4/7) / ((7/8 / 4/7) - 7/8))
[120600] ['1/8', '1/4', '5/4', '7/5', '7'] -> ((7/5 + 7) / (1/4 + (1/8 / 5/4)))
[120601] ['2/9', '5/7', '5/7', '5/6', '8'] -> (((5/7 / 2/9) - 5/7) / (5/6 / 8))
[120602] ['1/7', '1/4', '4/3', '7/4', '4'] -> (4/3 * (4 + ((1/4 + 7/4) / 1/7)))
[120603] ['4/9', '4/5', '7/6', '5/2', '3'] -> ((7/6 + (5/2 * (4/5 + 3))) / 4/9)
[120604] ['1/7', '3/8', '5/6', '7/6', '3'] -> (3 / (((3/8 * 5/6) / 7/6) - 1/7))
[120605] ['1/4', '4/9', '6/7', '7/2', '4'] -> (((4 / 4/9) - (6/7 * 7/2)) / 1/4)
[120606] ['3/8', '1/2', '1', '7/5', '7/3'] -> ((1 / 7/3) / (3/8 - (1/2 / 7/5)))
[120607] ['5/8', '3/4', '9/8', '8/5', '4'] -> ((3/4 * 4) / (9/8 - (5/8 * 8/5)))
[120608] ['5/7', '5/7', '7/8', '4/3', '3'] -> (3 / (7/8 - ((5/7 / 5/7) / 4/3)))
[120609] ['1/8', '1/4', '5/4', '9/5', '7'] -> ((7 - 1/4) / (9/5 * (1/8 * 5/4)))
[120610] ['3/8', '1/2', '1', '7/5', '5/2'] -> ((1 + (7/5 * 5/2)) / (3/8 * 1/2))
[120611] ['1/8', '7/9', '6/5', '9/5', '6'] -> ((6/5 / 9/5) / (7/9 - (1/8 * 6)))
[120612] ['1/4', '4/9', '6/7', '4', '9/2'] -> (((4 / (4/9 * 6/7)) - 9/2) / 1/4)
[120613] ['5/8', '3/4', '9/8', '7/4', '4'] -> ((7/4 * 4) / (9/8 - (5/8 / 3/4)))
[120614] ['5/7', '5/7', '7/8', '3/2', '3'] -> ((5/7 * 3) / ((5/7 + 7/8) - 3/2))
[120615] ['2/9', '2/9', '4/7', '7/8', '9'] -> ((9 / 7/8) / ((2/9 / 2/9) - 4/7))
[120616] ['1/8', '7/9', '6/5', '7/3', '6'] -> ((6 / 6/5) / ((7/9 / 7/3) - 1/8))
[120617] ['1/4', '4/9', '7/8', '8/9', '4'] -> (4 / ((4/9 * 7/8) - (1/4 * 8/9)))
[120618] ['2/7', '4/5', '3/2', '8/3', '7'] -> ((4/5 * 7) * (2/7 + (3/2 * 8/3)))
[120619] ['4/9', '4/5', '6/5', '6/5', '3'] -> ((6/5 / ((4/9 + 4/5) - 6/5)) - 3)
[120620] ['2/9', '2/7', '4/7', '3/4', '7'] -> (3/4 * ((2/7 / 4/7) + (7 / 2/9)))
[120621] ['3/5', '5/6', '8/9', '4/3', '5'] -> (4/3 / ((5/6 - 3/5) - (8/9 / 5)))
[120622] ['1/4', '4/9', '7/8', '9/8', '4'] -> (4 / ((4/9 * 7/8) - (1/4 / 9/8)))
[120623] ['1/8', '1/4', '9/7', '7/5', '7'] -> (9/7 / ((1/8 / 7/5) - (1/4 / 7)))
[120624] ['1/7', '3/8', '5/6', '4/3', '3'] -> (3 / (1/7 * (4/3 + (3/8 - 5/6))))
[120625] ['4/7', '4/7', '7/8', '6/5', '9'] -> ((4/7 + 9) / (7/8 - (4/7 / 6/5)))
[120626] ['3/8', '1/2', '1', '3/2', '7/4'] -> (3/2 / ((1/2 * (3/8 + 7/4)) - 1))
[120627] ['5/7', '5/7', '7/8', '7/4', '3'] -> (3 / ((5/7 / 5/7) + (7/8 - 7/4)))
[120628] ['4/9', '4/5', '6/5', '7/5', '3'] -> ((3 + (4/5 / 4/9)) / (7/5 - 6/5))
[120629] ['2/7', '4/5', '3/2', '9/2', '7'] -> ((4/5 * 3/2) * ((7 / 2/7) - 9/2))
[120630] ['1/8', '7/9', '6/5', '7/2', '6'] -> ((7/2 / (6/5 * (1/8 * 7/9))) - 6)
[120631] ['5/8', '3/4', '8/7', '9/7', '4'] -> (((4 / (3/4 - 5/8)) - 8/7) / 9/7)
[120632] ['4/7', '4/7', '7/8', '9/7', '9'] -> (9 / (((9/7 - 4/7) / 4/7) - 7/8))
[120633] ['3/5', '5/6', '8/9', '3/2', '5'] -> ((3/2 / (8/9 - 5/6)) - (3/5 * 5))
[120634] ['5/7', '5/7', '7/8', '9/5', '3'] -> ((3 * (5/7 * 9/5)) / (7/8 - 5/7))
[120635] ['1/8', '7/9', '6/5', '9/2', '6'] -> ((6 - (7/9 * 9/2)) / (1/8 / 6/5))
[120636] ['4/7', '4/7', '7/8', '3/2', '9'] -> (9 / ((4/7 / 4/7) + (7/8 - 3/2)))
[120637] ['1/7', '1/4', '7/5', '9/4', '4'] -> (9/4 + ((1/4 + (4 / 7/5)) / 1/7))
[120638] ['1/8', '1/4', '9/7', '5/3', '7'] -> ((9/7 * 5/3) / (1/8 - (1/4 / 7)))
[120639] ['4/9', '4/5', '6/5', '5/3', '3'] -> (6/5 / ((4/5 + 3) - (5/3 / 4/9)))
[120640] ['2/9', '2/9', '4/7', '9/7', '9'] -> ((9/7 + 9) / ((2/9 / 2/9) - 4/7))
[120641] ['2/9', '5/7', '5/7', '7/5', '8'] -> ((5/7 * ((8 / 2/9) - 7/5)) - 5/7)
[120642] ['1/7', '3/8', '5/6', '7/4', '3'] -> ((3 / 3/8) / ((5/6 / 7/4) - 1/7))
[120643] ['1/8', '7/9', '5/4', '9/7', '6'] -> (6 + ((5/4 + (7/9 * 9/7)) / 1/8))
[120644] ['4/7', '4/7', '7/8', '5/3', '9'] -> (9 * (5/3 + (7/8 * (4/7 + 4/7))))
[120645] ['1/4', '4/9', '7/8', '7/5', '4'] -> ((4 / 4/9) / ((7/8 / 7/5) - 1/4))
[120646] ['5/8', '3/4', '8/7', '8/5', '4'] -> ((8/5 / ((3/4 / 5/8) - 8/7)) - 4)
[120647] ['2/9', '5/7', '5/7', '8/5', '8'] -> ((8/5 + 8) * ((5/7 / 2/9) - 5/7))
[120648] ['5/7', '5/7', '7/8', '8/3', '3'] -> ((5/7 / 5/7) / (8/3 - (7/8 * 3)))
[120649] ['2/9', '2/7', '4/7', '8/7', '7'] -> (7 * ((4/7 / 2/9) - (2/7 - 8/7)))
[120650] ['1/7', '1/4', '7/5', '8/3', '4'] -> ((4 / (7/5 * (1/4 - 1/7))) - 8/3)
[120651] ['4/7', '4/7', '7/8', '7/4', '9'] -> ((9 / 7/8) / ((4/7 * 7/4) - 4/7))
[120652] ['1/7', '3/8', '5/6', '9/5', '3'] -> (((9/5 / 1/7) - (3 / 5/6)) / 3/8)
[120653] ['2/9', '2/9', '4/7', '3/2', '9'] -> ((9 + (2/9 * 3/2)) / (2/9 / 4/7))
[120654] ['3/5', '5/6', '8/9', '9/4', '5'] -> ((5 * (3/5 / 9/4)) / (8/9 - 5/6))
[120655] ['2/9', '2/7', '4/7', '7/6', '7'] -> ((7 - (7/6 + (2/7 / 4/7))) / 2/9)
[120656] ['2/9', '5/7', '5/7', '9/5', '8'] -> (8 / (((5/7 / 5/7) / 9/5) - 2/9))
[120657] ['3/8', '1/2', '1', '8/5', '9/2'] -> ((1 + (8/5 * (1/2 + 9/2))) / 3/8)
[120658] ['4/7', '4/7', '7/8', '9/4', '9'] -> (9 / (9/4 - (7/8 + (4/7 / 4/7))))
[120659] ['1/8', '7/9', '5/4', '5/3', '6'] -> (((5/4 + 5/3) / (1/8 * 7/9)) - 6)
[120660] ['4/9', '4/5', '6/5', '3', '9/2'] -> (3 * ((4/5 + 9/2) + (6/5 / 4/9)))
[120661] ['5/7', '5/7', '8/9', '8/9', '3'] -> ((8/9 * 3) / ((5/7 / 5/7) - 8/9))
[120662] ['1/4', '4/9', '7/8', '9/5', '4'] -> ((1/4 * 4) / ((7/8 / 9/5) - 4/9))
[120663] ['1/8', '7/9', '5/4', '7/4', '6'] -> ((6 - (7/4 / 7/9)) / (1/8 * 5/4))
[120664] ['2/7', '4/5', '5/3', '7/3', '7'] -> ((4/5 * 7) * (7/3 + (2/7 + 5/3)))
[120665] ['2/9', '2/7', '4/7', '5/4', '7'] -> ((4/7 / 2/9) / (2/7 - (5/4 / 7)))
[120666] ['5/7', '5/7', '8/9', '9/8', '3'] -> ((3 / 9/8) / ((5/7 / 5/7) - 8/9))
[120667] ['2/9', '5/7', '5/7', '5/2', '8'] -> (8 / (2/9 * (5/2 - (5/7 / 5/7))))
[120668] ['4/7', '4/7', '7/8', '5/2', '9'] -> ((4/7 + ((5/2 + 9) / 7/8)) / 4/7)
[120669] ['3/5', '5/6', '8/9', '5/2', '5'] -> (3/5 * ((5/2 / (8/9 - 5/6)) - 5))
[120670] ['2/7', '4/5', '5/3', '8/3', '7'] -> ((7 / 2/7) - ((4/5 * 5/3) / 8/3))
[120671] ['2/9', '2/9', '4/7', '9/4', '9'] -> ((9 / 9/4) / ((2/9 / 4/7) - 2/9))
[120672] ['4/7', '4/7', '7/8', '7/2', '9'] -> ((((7/2 + 9) / 7/8) - 4/7) / 4/7)
[120673] ['1/4', '4/9', '7/8', '8/3', '4'] -> ((8/3 + 4) / (4/9 * (7/8 - 1/4)))
[120674] ['2/9', '2/7', '4/7', '4/3', '7'] -> (((2/7 / 4/7) + (7 / 2/9)) / 4/3)
[120675] ['3/8', '1/2', '1', '7/4', '7/4'] -> ((7/4 + (1 + 7/4)) / (3/8 * 1/2))
[120676] ['1/8', '1/4', '4/3', '7/5', '7'] -> ((7 / 7/5) / ((1/4 * 4/3) - 1/8))
[120677] ['4/9', '4/5', '5/4', '7/5', '3'] -> (3 / (5/4 - (7/5 / (4/9 + 4/5))))
[120678] ['1/7', '1/4', '3/2', '8/3', '4'] -> (4 / ((8/3 / 1/4) - (3/2 / 1/7)))
[120679] ['3/5', '5/6', '8/9', '8/3', '5'] -> (((8/9 / 5/6) + (8/3 * 5)) / 3/5)
[120680] ['2/9', '5/7', '3/4', '7/9', '8'] -> (8 / (5/7 - ((2/9 / 3/4) / 7/9)))
[120681] ['1/4', '4/9', '7/8', '4', '9/2'] -> (1/4 + ((4/9 + 7/8) * (4 * 9/2)))
[120682] ['2/9', '2/7', '4/7', '7/5', '7'] -> ((2/7 + (4/7 / 2/9)) * (7/5 + 7))
[120683] ['5/7', '5/7', '8/9', '6/5', '3'] -> ((5/7 / ((8/9 / 6/5) - 5/7)) - 3)
[120684] ['3/5', '5/6', '8/9', '7/2', '5'] -> ((5/6 + (5 * (3/5 + 7/2))) / 8/9)
[120685] ['3/8', '1/2', '1', '7/4', '9/5'] -> (((1/2 / (9/5 - 7/4)) - 1) / 3/8)
[120686] ['1/8', '1/4', '4/3', '9/5', '7'] -> ((7 - (4/3 / 1/4)) / (1/8 / 9/5))
[120687] ['1/7', '3/8', '6/7', '6/5', '3'] -> (3 / (((3/8 * 6/7) / 6/5) - 1/7))
[120688] ['5/8', '3/4', '7/6', '3/2', '4'] -> ((3/2 * 4) / ((3/4 * 7/6) - 5/8))
[120689] ['2/7', '4/5', '7/4', '9/4', '7'] -> ((4/5 * 7) * (9/4 + (2/7 + 7/4)))
[120690] ['5/7', '5/7', '8/9', '5/4', '3'] -> (3 / (5/4 - ((5/7 / 5/7) / 8/9)))
[120691] ['5/8', '3/4', '7/6', '8/5', '4'] -> (4 / ((8/5 * (5/8 / 3/4)) - 7/6))
[120692] ['1/7', '3/8', '6/7', '7/5', '3'] -> (((3 / 7/5) - 6/7) / (1/7 * 3/8))
[120693] ['1/4', '4/9', '8/9', '9/7', '4'] -> (9/7 * (8/9 + ((4/9 + 4) / 1/4)))
[120694] ['5/8', '3/4', '7/6', '7/4', '4'] -> (4 / ((5/8 / 3/4) - (7/6 / 7/4)))
[120695] ['1/8', '1/4', '7/5', '7/5', '7'] -> ((7 - (7/5 / (1/4 * 7/5))) / 1/8)
[120696] ['2/9', '2/9', '3/5', '7/9', '9'] -> ((7/9 - 2/9) / (2/9 / (3/5 + 9)))
[120697] ['1/7', '3/8', '6/7', '8/5', '3'] -> (6/7 / ((3/8 / 3) - (1/7 / 8/5)))
[120698] ['2/7', '4/5', '7/4', '5/2', '7'] -> (7/4 * ((7 * (4/5 * 5/2)) - 2/7))
[120699] ['1/8', '7/9', '9/7', '9/5', '6'] -> (((6 / (7/9 * 9/5)) - 9/7) / 1/8)
[120700] ['1/4', '4/9', '8/9', '7/5', '4'] -> (((4/9 + 4) / (1/4 / 7/5)) - 8/9)
[120701] ['4/9', '4/5', '5/4', '9/5', '3'] -> ((9/5 + 3) / (4/9 * (5/4 - 4/5)))
[120702] ['1/7', '1/4', '8/5', '8/3', '4'] -> ((4 / ((1/4 / 1/7) - 8/5)) - 8/3)
[120703] ['5/7', '5/7', '8/9', '7/5', '3'] -> ((3 / 7/5) / ((5/7 / 8/9) - 5/7))
[120704] ['3/8', '3/5', '7/8', '7/6', '2'] -> (2 / ((3/8 + 7/6) - (7/8 / 3/5)))
[120705] ['1/8', '1/4', '7/5', '5/3', '7'] -> ((7 / (1/4 - 1/8)) / (7/5 * 5/3))
[120706] ['2/9', '2/7', '4/7', '5/2', '7'] -> ((5/2 / 2/9) + ((2/7 + 7) / 4/7))
[120707] ['2/9', '5/7', '3/4', '8/7', '8'] -> ((8/7 + (8 / 3/4)) / (5/7 - 2/9))
[120708] ['1/8', '7/9', '9/7', '5/2', '6'] -> (((5/2 / 7/9) - (9/7 / 6)) / 1/8)
[120709] ['3/8', '3/5', '7/8', '5/4', '2'] -> (3/5 / (3/8 - ((7/8 / 5/4) / 2)))
[120710] ['1/7', '3/8', '6/7', '5/2', '3'] -> (3 / (6/7 - (3/8 + (1/7 * 5/2))))
[120711] ['3/8', '1/2', '1', '7/3', '7/3'] -> ((7/3 + ((1 + 7/3) / 1/2)) / 3/8)
[120712] ['2/7', '4/5', '7/4', '7/2', '7'] -> ((7/2 * (7 + (2/7 / 4/5))) - 7/4)
[120713] ['2/9', '5/7', '3/4', '7/6', '8'] -> (8 * ((7/6 / (2/9 / 5/7)) - 3/4))
[120714] ['4/7', '4/7', '8/9', '4/3', '9'] -> ((8/9 * 9) / (4/3 - (4/7 / 4/7)))
[120715] ['1/8', '1/4', '7/5', '9/4', '7'] -> (((1/4 - 9/4) + (7 / 7/5)) / 1/8)
[120716] ['1/4', '4/9', '8/9', '9/5', '4'] -> (9/5 * (((4 - 4/9) / 1/4) - 8/9))
[120717] ['5/8', '3/4', '6/5', '5/3', '4'] -> (4 / (5/3 - (3/4 + (5/8 * 6/5))))
[120718] ['4/9', '4/5', '5/4', '5/2', '3'] -> ((4/5 * 5/2) / ((4/9 * 3) - 5/4))
[120719] ['1/8', '7/9', '4/3', '4/3', '6'] -> (((4/3 / 1/8) + (4/3 * 6)) / 7/9)
[120720] ['1/8', '1/4', '7/5', '7/3', '7'] -> (7 / ((7/3 * (1/4 / 7/5)) - 1/8))
[120721] ['5/8', '3/4', '6/5', '7/4', '4'] -> (6/5 / (3/4 - (7/4 / (5/8 * 4))))
[120722] ['3/8', '1/2', '1', '5/2', '5/2'] -> ((((5/2 + 5/2) / 1/2) - 1) / 3/8)
[120723] ['2/9', '2/7', '3/5', '5/8', '7'] -> ((7 / (2/9 / 2/7)) / (3/5 * 5/8))
[120724] ['1/7', '1/4', '5/3', '7/2', '4'] -> (4 / ((1/7 * 5/3) - (1/4 / 7/2)))
[120725] ['1/7', '3/8', '7/8', '6/5', '3'] -> (3/8 + ((7/8 + (3 / 6/5)) / 1/7))
[120726] ['3/8', '1/2', '1', '7/2', '7/2'] -> (((1 / 1/2) + (7/2 + 7/2)) / 3/8)
[120727] ['2/7', '4/5', '9/5', '9/4', '7'] -> (9/5 / ((9/4 / 2/7) - (4/5 + 7)))
[120728] ['4/7', '4/7', '8/9', '3/2', '9'] -> (9 / (3/2 - ((4/7 / 4/7) / 8/9)))
[120729] ['1/7', '1/4', '5/3', '4', '9/2'] -> (9/2 * ((4 / (1/7 / 1/4)) - 5/3))
[120730] ['1/4', '4/9', '9/8', '8/7', '4'] -> (4 / ((4/9 / 8/7) - (1/4 / 9/8)))
[120731] ['3/8', '3/5', '7/8', '5/3', '2'] -> (2 / ((5/3 * (7/8 - 3/5)) - 3/8))
[120732] ['1/8', '1/4', '3/2', '8/5', '7'] -> (((1/8 + 3/2) + (7 / 8/5)) / 1/4)
[120733] ['5/7', '5/7', '8/9', '5/2', '3'] -> (5/7 / ((5/2 / 3) - (5/7 / 8/9)))
[120734] ['3/8', '3/5', '7/8', '7/4', '2'] -> (2 / ((3/8 - 7/4) + (7/8 / 3/5)))
[120735] ['3/8', '5/9', '5/9', '4/7', '1'] -> (1 / ((5/9 / 4/7) - (3/8 + 5/9)))
[120736] ['2/9', '5/7', '3/4', '8/5', '8'] -> ((8 - 2/9) / (3/4 / (5/7 + 8/5)))
[120737] ['3/5', '5/6', '9/8', '7/4', '5'] -> (5 / (((7/4 - 9/8) / 3/5) - 5/6))
[120738] ['2/7', '4/5', '9/5', '7/3', '7'] -> ((2/7 * 7) / (7/3 - (9/5 / 4/5)))
[120739] ['4/7', '4/7', '8/9', '8/5', '9'] -> ((4/7 + (8/9 * 9)) / (4/7 / 8/5))
[120740] ['3/8', '5/9', '5/9', '3/5', '1'] -> ((1 / 5/9) / ((3/8 / 5/9) - 3/5))
[120741] ['5/8', '3/4', '5/4', '3/2', '4'] -> ((3/2 * 4) / (3/4 - (5/8 / 5/4)))
[120742] ['1/7', '3/8', '7/8', '7/5', '3'] -> ((7/8 + (3/8 / 7/5)) / (1/7 / 3))
[120743] ['2/9', '2/7', '3/5', '4/5', '7'] -> (7 * ((4/5 / 2/9) - (2/7 * 3/5)))
[120744] ['1/7', '3/8', '7/8', '8/5', '3'] -> (3 / (((3/8 / 7/8) / 8/5) - 1/7))
[120745] ['3/5', '5/6', '9/8', '9/5', '5'] -> (5 / ((9/8 / (3/5 * 9/5)) - 5/6))
[120746] ['2/9', '2/9', '3/5', '7/2', '9'] -> ((3/5 + 9) * (7/2 - (2/9 / 2/9)))
[120747] ['4/7', '4/7', '8/9', '7/4', '9'] -> (7/4 * (4/7 + (9 * (4/7 + 8/9))))
[120748] ['5/8', '3/4', '5/4', '7/3', '4'] -> (4 / (((5/8 + 5/4) / 3/4) - 7/3))
[120749] ['1/8', '7/9', '4/3', '7/2', '6'] -> ((((6 - 7/2) / 1/8) - 4/3) / 7/9)
[120750] ['3/8', '5/9', '5/9', '3/4', '1'] -> (1 / (5/9 * (3/4 - (3/8 / 5/9))))
[120751] ['3/8', '3/5', '7/8', '2', '5/2'] -> ((3/5 * 5/2) / ((7/8 / 2) - 3/8))
[120752] ['1/7', '3/8', '7/8', '5/3', '3'] -> ((3 + (7/8 / (3/8 + 5/3))) / 1/7)
[120753] ['2/9', '5/7', '3/4', '9/5', '8'] -> (5/7 * ((8 / 2/9) - (9/5 / 3/4)))
[120754] ['2/9', '2/9', '3/5', '9/2', '9'] -> ((2/9 + (2/9 / 3/5)) * (9/2 * 9))
[120755] ['3/5', '5/6', '9/8', '9/4', '5'] -> (((9/8 + 5) / (5/6 - 3/5)) - 9/4)
[120756] ['3/8', '5/9', '5/9', '4/5', '1'] -> (1 / (3/8 * (5/9 - (5/9 * 4/5))))
[120757] ['3/5', '5/6', '9/8', '7/3', '5'] -> ((5 * (3/5 * 7/3)) / (9/8 - 5/6))
[120758] ['2/7', '4/5', '9/5', '9/2', '7'] -> ((7 / 2/7) - (9/5 / (4/5 * 9/2)))
[120759] ['2/9', '5/7', '3/4', '9/4', '8'] -> ((5/7 * (3/4 + (8 / 2/9))) - 9/4)
[120760] ['3/8', '5/9', '5/9', '5/6', '1'] -> ((1 / 3/8) / ((5/9 / 5/6) - 5/9))
[120761] ['1/8', '7/9', '7/5', '8/5', '6'] -> ((7/5 / (1/8 * 7/9)) + (8/5 * 6))
[120762] ['1/4', '4/9', '9/8', '9/5', '4'] -> ((4 / 4/9) / ((9/8 / 9/5) - 1/4))
