[274816] ['1/4', '1/4', '1/3', '4/5', '6'] -> (((1/4 + 1/4) + (6 / 4/5)) / 1/3)
[279763] ['4/9', '8/5', '5/3', '2', '9/4'] -> ((5/3 / (4/9 / 8/5)) / (9/4 - 2))
[279764] ['1/7', '1/7', '1/3', '7/6', '2'] -> (((7/6 / 1/3) - (1/7 / 2)) / 1/7)
[279765] ['2/5', '5/6', '7/8', '5/2', '9'] -> ((5/6 * 9) / (5/2 - (7/8 / 2/5)))
[279766] ['1/9', '3/5', '3/5', '5/6', '6'] -> ((5/6 * 6) * ((3/5 / 1/9) - 3/5))
[279767] ['1/4', '3/8', '5/6', '9/7', '6'] -> (((6 / (5/6 - 1/4)) - 9/7) / 3/8)
[279768] ['5/8', '1', '5/4', '8/3', '8/3'] -> (1 / ((5/4 * 8/3) - (5/8 + 8/3)))
[279769] ['1/8', '1/8', '7/5', '5/3', '2'] -> ((2 / 5/3) / ((1/8 * 7/5) - 1/8))
[279770] ['1/6', '2/5', '5/7', '7/6', '3'] -> ((2/5 + (3 / (5/7 * 7/6))) / 1/6)
[279771] ['1/9', '2/7', '4/7', '1', '7/4'] -> ((4/7 / (1/9 * 2/7)) / (7/4 - 1))
[279772] ['1/9', '3/5', '3/5', '7/8', '6'] -> (3/5 / ((3/5 / (1/9 * 6)) - 7/8))
[279773] ['3/4', '7/9', '4/3', '5/2', '7'] -> (7 / (3/4 * (5/2 - (7/9 + 4/3))))
[279774] ['4/9', '4/9', '4/7', '3/2', '8'] -> (4/7 * (3/2 + (8 / (4/9 * 4/9))))
[279775] ['1/4', '3/8', '5/6', '8/5', '6'] -> (6 / ((8/5 * (3/8 * 5/6)) - 1/4))
[279776] ['2/5', '5/6', '8/9', '8/9', '9'] -> ((9 - (8/9 / 8/9)) / (2/5 * 5/6))
[279777] ['4/9', '8/5', '5/3', '2', '9/2'] -> ((8/5 * 5/3) * (9/2 + (2 / 4/9)))
[279778] ['1/7', '1/7', '1/3', '3/2', '2'] -> (((1/7 / 1/3) + (3/2 * 2)) / 1/7)
[279779] ['4/9', '4/9', '4/7', '8/5', '8'] -> (8/5 * ((4/9 / 4/9) + (8 / 4/7)))
[279780] ['2/5', '5/6', '8/9', '9/8', '9'] -> ((9 - (8/9 * 9/8)) / (2/5 * 5/6))
[279781] ['5/8', '1', '5/4', '9/2', '9/2'] -> ((9/2 + 9/2) / ((5/8 + 1) - 5/4))
[279782] ['2/7', '3/8', '5/6', '1', '8/7'] -> ((1 + 8/7) / (5/6 * (2/7 * 3/8)))
[279783] ['3/4', '7/9', '7/5', '3/2', '7'] -> (7 / (3/2 * (3/4 - (7/9 / 7/5))))
[279784] ['2/9', '5/9', '5/9', '5/3', '2'] -> ((5/3 + (5/9 / 5/9)) / (2/9 / 2))
[279785] ['1/6', '2/5', '5/7', '3/2', '3'] -> (((3/2 / (1/6 * 5/7)) - 3) / 2/5)
[279786] ['4/9', '4/9', '4/7', '9/5', '8'] -> ((4/7 + 8) * (9/5 + (4/9 / 4/9)))
[279787] ['1/9', '3/5', '3/5', '5/4', '6'] -> (6 / (1/9 * (5/4 + (3/5 / 3/5))))
[279788] ['1/7', '1/7', '1/3', '2', '7/3'] -> (((7/3 / 1/3) - 1/7) / (1/7 * 2))
[279789] ['5/8', '1', '9/7', '9/7', '4/3'] -> (9/7 / ((5/8 * 9/7) - (1 / 4/3)))
[279790] ['1/6', '2/5', '5/7', '8/5', '3'] -> ((2/5 - 8/5) + (3 / (1/6 * 5/7)))
[279791] ['2/5', '5/6', '8/9', '7/6', '9'] -> (((9 + (8/9 / 5/6)) / 2/5) - 7/6)
[279792] ['1/4', '3/8', '6/7', '9/8', '6'] -> ((6 + (9/8 / 1/4)) / (3/8 / 6/7))
[279793] ['5/8', '1', '9/7', '9/7', '7/5'] -> (9/7 / ((5/8 - 9/7) + (1 / 7/5)))
[279794] ['2/5', '5/6', '8/9', '6/5', '9'] -> (9 * ((2/5 + 6/5) + (8/9 / 5/6)))
[279795] ['1/9', '2/7', '4/7', '1', '9/2'] -> (2/7 + (4/7 * (1 + (9/2 / 1/9))))
[279796] ['2/7', '8/5', '5/2', '8/3', '3'] -> ((3 / (2/7 / 8/3)) - (8/5 * 5/2))
[279797] ['4/9', '4/9', '4/7', '8/3', '8'] -> (8 * ((4/9 / 4/7) - (4/9 - 8/3)))
[279798] ['3/4', '7/9', '7/5', '9/5', '7'] -> ((7/5 + (9/5 * 7)) / (3/4 * 7/9))
[279799] ['2/9', '5/9', '5/9', '2', '7/3'] -> (((5/9 / 5/9) + (2 + 7/3)) / 2/9)
[279800] ['2/7', '4/9', '4/5', '8/5', '9'] -> (9 * ((8/5 / (4/5 - 2/7)) - 4/9))
[279801] ['1/6', '2/5', '5/7', '7/4', '3'] -> (7/4 * (3 + (5/7 / (1/6 * 2/5))))
[279802] ['4/9', '8/5', '7/4', '2', '5/2'] -> ((2 / 4/9) / (7/4 - (5/2 / 8/5)))
[279803] ['1/8', '1/8', '3/2', '8/5', '2'] -> (8/5 * (2 + ((1/8 + 3/2) / 1/8)))
[279804] ['2/7', '8/5', '5/2', '3', '7/2'] -> (5/2 * (3 + (7/2 * (2/7 + 8/5))))
[279805] ['1/9', '3/8', '5/7', '5/7', '8'] -> ((8 / 3/8) / ((5/7 / 5/7) - 1/9))
[279806] ['1/9', '3/5', '3/5', '8/5', '6'] -> (8/5 * (6 + (3/5 / (1/9 * 3/5))))
[279807] ['3/4', '7/9', '7/5', '9/4', '7'] -> (7 * ((3/4 / 7/5) + (9/4 / 7/9)))
[279808] ['2/7', '3/8', '5/6', '1', '4/3'] -> ((5/6 + ((1 + 4/3) / 2/7)) / 3/8)
[279809] ['1/8', '1/8', '3/2', '9/5', '2'] -> (2 / (3/2 * (1/8 - (1/8 / 9/5))))
[279810] ['5/8', '1', '9/7', '9/7', '7/4'] -> (9/7 / ((5/8 * 9/7) + (1 - 7/4)))
[279811] ['4/9', '4/9', '3/5', '3/5', '8'] -> ((8 / 4/9) / ((3/5 / 4/9) - 3/5))
[279812] ['2/7', '8/5', '8/3', '8/3', '3'] -> (8/5 * ((8/3 / 2/7) + (8/3 + 3)))
[279813] ['2/5', '5/6', '8/9', '7/5', '9'] -> (((9 / 2/5) - (5/6 * 7/5)) / 8/9)
[279814] ['1/6', '2/5', '5/7', '7/3', '3'] -> (3 * ((7/3 / (2/5 * 5/7)) - 1/6))
[279815] ['2/9', '5/9', '5/9', '2', '7/2'] -> (((2 * (7/2 - 5/9)) - 5/9) / 2/9)
[279816] ['3/4', '7/9', '7/5', '5/2', '7'] -> ((5/2 / (3/4 * 7/9)) * (7 - 7/5))
[279817] ['1/7', '1/7', '3/8', '5/9', '2'] -> (2 / (3/8 * (1/7 + (1/7 * 5/9))))
[279818] ['2/7', '3/8', '5/6', '1', '3/2'] -> (1 / ((3/8 / (2/7 * 3/2)) - 5/6))
[279819] ['2/5', '5/6', '8/9', '3/2', '9'] -> ((9 + (3/2 / 5/6)) / (2/5 / 8/9))
[279820] ['2/7', '8/5', '8/3', '3', '7/2'] -> ((8/3 + (8/5 * 3)) * (7/2 - 2/7))
[279821] ['2/9', '5/9', '5/9', '2', '9/2'] -> (((5/9 / 2) + (5/9 + 9/2)) / 2/9)
[279822] ['1/7', '1/7', '3/8', '3/5', '2'] -> ((1/7 + 2) * (3/5 / (1/7 * 3/8)))
[279823] ['1/9', '3/8', '5/7', '5/6', '8'] -> (8 * ((5/6 / (3/8 * 5/7)) - 1/9))
[279824] ['1/6', '2/5', '5/7', '8/3', '3'] -> (5/7 * (((8/3 + 3) / 1/6) - 2/5))
[279825] ['2/5', '5/6', '8/9', '8/5', '9'] -> ((8/5 * (5/6 / 8/9)) + (9 / 2/5))
[279826] ['2/7', '3/8', '5/6', '1', '8/5'] -> ((1 / 2/7) / ((5/6 / 8/5) - 3/8))
[279827] ['1/9', '3/5', '5/8', '2/3', '6'] -> ((2/3 + (3/5 * 6)) / (1/9 / 5/8))
[279828] ['2/7', '8/5', '3', '7/2', '7/2'] -> (8/5 * (7/2 + (7/2 * (2/7 + 3))))
[279829] ['2/5', '5/6', '8/9', '7/4', '9'] -> ((8/9 * 9) / ((5/6 / 2/5) - 7/4))
[279830] ['3/4', '7/9', '3/2', '3/2', '7'] -> (7 / (7/9 * (3/2 - (3/4 * 3/2))))
[279831] ['1/8', '1/8', '8/5', '2', '9/2'] -> (9/2 / ((1/8 / (2 - 8/5)) - 1/8))
[279832] ['5/8', '1', '9/7', '9/7', '7/2'] -> ((9/7 + 9/7) * (7/2 / (1 - 5/8)))
[279833] ['1/7', '1/7', '3/8', '5/6', '2'] -> ((1/7 / 1/7) / ((5/6 / 2) - 3/8))
[279834] ['1/4', '3/8', '6/7', '9/2', '6'] -> (9/2 * (6 - (3/8 + (1/4 / 6/7))))
[279835] ['3/4', '7/9', '3/2', '5/3', '7'] -> ((3/4 + 3/2) * (5/3 + (7 / 7/9)))
[279836] ['1/8', '1/8', '5/3', '2', '7/2'] -> (7/2 / ((1/8 * 5/3) - (1/8 / 2)))
[279837] ['4/9', '4/9', '3/5', '9/8', '8'] -> ((8 / 9/8) / ((4/9 / 3/5) - 4/9))
[279838] ['2/7', '3/8', '5/6', '1', '5/2'] -> (1 / ((5/6 / 2/7) - (3/8 + 5/2)))
[279839] ['2/5', '5/6', '8/9', '9/4', '9'] -> (((5/6 + (9 / 2/5)) / 8/9) - 9/4)
[279840] ['2/7', '5/3', '5/3', '9/5', '3'] -> (3 + ((5/3 + 5/3) / (2/7 / 9/5)))
[279841] ['1/6', '2/5', '3/4', '7/8', '3'] -> (((3/4 / 2/5) - (7/8 - 3)) / 1/6)
[279842] ['2/9', '5/9', '4/7', '4/5', '2'] -> (4/7 / (2/9 - (5/9 / (4/5 + 2))))
[279843] ['2/5', '5/6', '8/9', '7/3', '9'] -> (((2/5 * 5/6) + (7/3 * 9)) / 8/9)
[279844] ['3/4', '7/9', '3/2', '7/3', '7'] -> ((3/2 / (3/4 * 7/9)) * (7/3 + 7))
[279845] ['1/7', '1/7', '3/8', '9/8', '2'] -> (2 + ((1/7 + (9/8 / 3/8)) / 1/7))
[279846] ['2/9', '5/9', '4/7', '5/6', '2'] -> (2 / ((2/9 + 5/6) - (5/9 / 4/7)))
[279847] ['1/8', '1/8', '7/4', '2', '7/3'] -> ((7/4 / 2) / (7/3 * (1/8 * 1/8)))
[279848] ['1/9', '2/7', '3/5', '1', '8/7'] -> ((8/7 / (1/9 * 3/5)) / (1 - 2/7))
[279849] ['4/9', '8/5', '2', '9/4', '7/3'] -> ((8/5 * 2) * (9/4 + (7/3 / 4/9)))
[279850] ['3/4', '7/9', '3/2', '5/2', '7'] -> ((7 / 7/9) / ((3/4 * 5/2) - 3/2))
[279851] ['5/8', '1', '9/7', '4/3', '7/4'] -> (1 / ((5/8 * 9/7) - (4/3 / 7/4)))
[279852] ['2/9', '5/9', '4/7', '6/7', '2'] -> ((2 * (2/9 * 6/7)) / (4/7 - 5/9))
[279853] ['1/9', '3/5', '5/8', '9/8', '6'] -> (6 / ((3/5 * 5/8) - (1/9 * 9/8)))
[279854] ['2/5', '5/6', '8/9', '7/2', '9'] -> ((9 * (5/6 + (8/9 / 2/5))) - 7/2)
[279855] ['1/8', '1/8', '9/5', '9/5', '2'] -> ((9/5 / (1/8 * 9/5)) + (2 / 1/8))
[279856] ['1/4', '3/8', '7/8', '5/3', '6'] -> ((1/4 + (6 * (7/8 * 5/3))) / 3/8)
[279857] ['2/7', '3/8', '6/7', '7/8', '1'] -> (6/7 / ((2/7 - 3/8) - (7/8 - 1)))
[279858] ['3/4', '7/9', '3/2', '8/3', '7'] -> (7 / (3/4 * (8/3 - (7/9 + 3/2))))
[279859] ['5/8', '1', '9/7', '4/3', '9/5'] -> ((1 / 5/8) / ((9/5 / 9/7) - 4/3))
[279860] ['2/5', '5/6', '8/9', '9/2', '9'] -> (9 + ((5/6 + 9/2) / (2/5 * 8/9)))
[279861] ['2/7', '4/9', '5/6', '7/6', '9'] -> ((9 + (2/7 * 7/6)) / (5/6 - 4/9))
[279862] ['1/7', '1/7', '3/8', '5/4', '2'] -> (((1/7 + 5/4) / (1/7 * 3/8)) - 2)
[279863] ['4/9', '8/5', '2', '9/4', '8/3'] -> (8/3 / ((2 / (8/5 * 9/4)) - 4/9))
[279864] ['1/9', '3/8', '5/7', '8/5', '8'] -> ((8 - (8/5 / 3/8)) / (1/9 / 5/7))
[279865] ['2/7', '3/8', '6/7', '1', '8/7'] -> (6/7 / (8/7 - (1 + (2/7 * 3/8))))
[279866] ['4/9', '4/9', '3/5', '3/2', '8'] -> (4/9 + (8 * (4/9 + (3/2 / 3/5))))
[279867] ['2/7', '5/3', '7/4', '7/4', '3'] -> ((2/7 + (3 / 7/4)) / (7/4 - 5/3))
[279868] ['1/8', '1/8', '9/5', '2', '7/3'] -> ((2 * 7/3) / (1/8 + (1/8 / 9/5)))
[279869] ['2/5', '5/6', '9/8', '9/8', '9'] -> ((9 - (9/8 / 9/8)) / (2/5 * 5/6))
[279870] ['5/8', '1', '9/7', '4/3', '9/4'] -> ((1 / 9/7) / (5/8 - (4/3 / 9/4)))
[279871] ['1/9', '3/5', '5/8', '7/6', '6'] -> (7/6 / (1/9 - ((3/5 * 5/8) / 6)))
[279872] ['1/9', '3/8', '5/7', '5/3', '8'] -> ((3/8 * 8) + (5/3 / (1/9 * 5/7)))
[279873] ['2/7', '4/9', '5/6', '6/5', '9'] -> (5/6 * ((9 / 2/7) - (6/5 / 4/9)))
[279874] ['1/7', '1/7', '3/8', '7/5', '2'] -> (((2 / 7/5) - 1/7) / (1/7 * 3/8))
[279875] ['1/8', '1/8', '9/5', '2', '5/2'] -> ((9/5 * 5/2) / (1/8 + (1/8 / 2)))
[279876] ['1/6', '2/5', '3/4', '5/3', '3'] -> (2/5 / (1/6 - ((3/4 / 5/3) / 3)))
[279877] ['2/9', '5/9', '4/7', '7/6', '2'] -> ((2 * (2/9 / 7/6)) / (4/7 - 5/9))
[279878] ['2/5', '5/6', '9/8', '7/6', '9'] -> (9 / ((2/5 * 5/6) - (9/8 - 7/6)))
[279879] ['1/9', '3/8', '5/7', '7/4', '8'] -> (((8 / 7/4) - (5/7 / 3/8)) / 1/9)
[279880] ['1/4', '3/8', '8/9', '9/7', '6'] -> ((1/4 + (6 / 8/9)) / (3/8 / 9/7))
[279881] ['1/9', '2/7', '3/5', '1', '7/5'] -> ((3/5 + (1 / 1/9)) / (2/7 * 7/5))
[279882] ['2/7', '4/9', '5/6', '4/3', '9'] -> (9 * ((4/9 / 2/7) + (5/6 * 4/3)))
[279883] ['1/7', '1/7', '3/8', '7/4', '2'] -> ((1/7 + (2 / 7/4)) / (1/7 * 3/8))
[279884] ['4/9', '4/9', '3/5', '9/4', '8'] -> ((8 / 3/5) / ((4/9 * 9/4) - 4/9))
[279885] ['3/4', '7/9', '8/5', '9/5', '7'] -> ((7 / 7/9) / ((9/5 / 8/5) - 3/4))
[279886] ['2/7', '3/8', '6/7', '1', '8/5'] -> (6/7 / ((2/7 + 3/8) - (1 / 8/5)))
[279887] ['2/5', '5/6', '9/8', '6/5', '9'] -> ((2/5 * 9) / ((9/8 / 5/6) - 6/5))
[279888] ['2/7', '5/3', '7/4', '8/3', '3'] -> (3 / ((5/3 / 8/3) - (2/7 * 7/4)))
[279889] ['4/9', '4/9', '3/5', '7/3', '8'] -> (8 * ((7/3 / 3/5) - (4/9 + 4/9)))
[279890] ['1/7', '1/7', '3/8', '9/5', '2'] -> (2 / (3/8 * (1/7 + (1/7 / 9/5))))
[279891] ['1/9', '3/5', '5/8', '4/3', '6'] -> ((4/3 + 6) / (5/8 * (3/5 - 1/9)))
[279892] ['4/9', '8/5', '2', '7/3', '8/3'] -> ((8/5 + 2) * (4/9 + (7/3 * 8/3)))
[279893] ['1/8', '1/8', '2', '9/4', '9/2'] -> (2 / ((1/8 / 9/4) + (1/8 / 9/2)))
[279894] ['3/4', '7/9', '8/5', '7/3', '7'] -> ((7/3 + (7 / 3/4)) / (7/9 / 8/5))
[279895] ['1/9', '2/7', '3/5', '1', '8/5'] -> (8/5 + ((1 + (3/5 / 1/9)) / 2/7))
[279896] ['2/7', '5/3', '7/4', '3', '9/2'] -> (3 * ((2/7 * 7/4) + (5/3 * 9/2)))
[279897] ['1/7', '1/7', '3/8', '2', '7/3'] -> ((1/7 / 1/7) / ((3/8 + 2) - 7/3))
[279898] ['1/9', '3/5', '5/8', '3/2', '6'] -> (3/2 / ((5/8 / (3/5 * 6)) - 1/9))
[279899] ['1/8', '1/8', '2', '7/3', '7/2'] -> (7/2 / (7/3 * (1/8 - (1/8 / 2))))
[279900] ['5/8', '1', '9/7', '7/5', '3/2'] -> (9/7 / (3/2 - (1 + (5/8 / 7/5))))
[279901] ['1/6', '2/5', '7/9', '6/7', '3'] -> ((3 + (6/7 / 2/5)) / (1/6 / 7/9))
[279902] ['1/4', '3/8', '8/9', '5/3', '6'] -> ((8/9 / 1/4) + ((5/3 + 6) / 3/8))
[279903] ['2/7', '3/8', '6/7', '1', '9/5'] -> ((6/7 + 1) / (2/7 - (3/8 / 9/5)))
[279904] ['2/9', '5/9', '4/7', '7/5', '2'] -> (4/7 / (2/9 - ((5/9 / 7/5) / 2)))
[279905] ['1/8', '1/8', '2', '7/3', '9/2'] -> (9/2 * ((1/8 / 1/8) + (2 + 7/3)))
[279906] ['1/7', '1/7', '3/8', '2', '8/3'] -> ((8/3 + (2 * (1/7 / 3/8))) / 1/7)
[279907] ['4/9', '8/5', '2', '5/2', '7/2'] -> (5/2 * ((8/5 + 7/2) + (2 / 4/9)))
[279908] ['2/7', '3/8', '6/7', '1', '7/3'] -> ((6/7 / 2/7) / (1 - (3/8 * 7/3)))
[279909] ['2/7', '4/9', '5/6', '9/4', '9'] -> (9 * ((9/4 / (2/7 / 4/9)) - 5/6))
[279910] ['2/5', '5/6', '9/8', '7/3', '9'] -> (9/8 * ((2/5 * 5/6) + (7/3 * 9)))
[279911] ['3/4', '7/9', '8/5', '7/2', '7'] -> ((7 + (7/2 / 3/4)) / (7/9 / 8/5))
[279912] ['1/8', '1/8', '2', '8/3', '7/2'] -> ((2 * 8/3) * (7/2 + (1/8 / 1/8)))
[279913] ['1/7', '1/7', '3/8', '2', '7/2'] -> ((7/2 + (1/7 / 1/7)) / (3/8 / 2))
[279914] ['1/6', '2/5', '7/9', '8/9', '3'] -> ((8/9 / 2/5) / ((7/9 / 3) - 1/6))
[279915] ['2/7', '4/9', '5/6', '7/3', '9'] -> ((4/9 * 9) / (5/6 - (2/7 * 7/3)))
[279916] ['2/5', '5/6', '9/8', '5/2', '9'] -> ((5/6 * 9) / ((9/8 / 2/5) - 5/2))
[279917] ['4/9', '8/5', '2', '8/3', '7/2'] -> (7/2 / ((2 / (4/9 * 8/5)) - 8/3))
[279918] ['4/9', '4/9', '5/8', '5/6', '8'] -> (8 / ((5/6 / 5/8) - (4/9 / 4/9)))
[279919] ['3/4', '7/9', '8/5', '9/2', '7'] -> (8/5 * ((9/2 / 3/4) + (7 / 7/9)))
[279920] ['1/8', '1/7', '1/7', '2/9', '2'] -> (2 / (1/7 - (2/9 * (1/8 + 1/7))))
[279921] ['1/9', '3/8', '3/4', '4/5', '8'] -> (8 / (3/8 * (3/4 + (1/9 / 4/5))))
[279922] ['2/7', '5/3', '9/5', '3', '7/2'] -> (7/2 + (5/3 * (9/5 + (3 / 2/7))))
[279923] ['2/7', '3/8', '7/8', '8/9', '1'] -> ((1 / 7/8) / ((3/8 * 8/9) - 2/7))
[279924] ['1/7', '1/7', '2/5', '3/7', '2'] -> ((2 + ((1/7 + 3/7) / 2/5)) / 1/7)
[279925] ['1/9', '2/7', '3/5', '1', '7/3'] -> (((7/3 / (1 - 2/7)) - 3/5) / 1/9)
[279926] ['2/7', '3/8', '7/8', '1', '9/8'] -> ((1 / 7/8) / ((3/8 / 9/8) - 2/7))
[279927] ['1/8', '1/7', '1/7', '3/8', '2'] -> (2 + ((1/7 + (3/8 / 1/8)) / 1/7))
[279928] ['2/5', '5/6', '8/7', '8/7', '9'] -> ((9 - (8/7 / 8/7)) / (2/5 * 5/6))
[279929] ['2/7', '4/9', '6/7', '7/8', '9'] -> ((9 + (2/7 / 6/7)) / (4/9 * 7/8))
[279930] ['2/7', '5/3', '9/4', '5/2', '3'] -> (((5/2 + (5/3 * 3)) / 2/7) - 9/4)
[279931] ['2/9', '5/9', '4/7', '2', '7/3'] -> ((4/7 * 7/3) / ((5/9 / 2) - 2/9))
[279932] ['4/9', '4/9', '5/8', '7/6', '8'] -> (8 * (((4/9 + 7/6) / 4/9) - 5/8))
[279933] ['3/4', '7/9', '5/3', '8/3', '7'] -> ((7/9 - 5/3) + (7 / (3/4 / 8/3)))
[279934] ['1/9', '3/8', '3/4', '6/5', '8'] -> ((1/9 + (8 / (3/4 * 6/5))) / 3/8)
[279935] ['1/9', '2/7', '3/5', '1', '9/2'] -> ((1 / (1/9 * 2/7)) - (9/2 / 3/5))
[279936] ['1/7', '1/7', '2/5', '3/5', '2'] -> ((2 + (1/7 * 2/5)) / (1/7 * 3/5))
[279937] ['2/7', '5/3', '9/4', '8/3', '3'] -> (9/4 * ((8/3 / 2/7) - (5/3 - 3)))
[279938] ['1/4', '3/8', '8/7', '6/5', '6'] -> (6 * ((1/4 / (6/5 - 8/7)) - 3/8))
[279939] ['2/7', '3/8', '7/8', '1', '5/4'] -> ((1 + 5/4) / (7/8 * (2/7 * 3/8)))
[279940] ['2/5', '5/6', '8/7', '5/4', '9'] -> (8/7 * ((9 / 2/5) - (5/4 / 5/6)))
[279941] ['1/9', '2/7', '5/8', '2/3', '1'] -> (1 / (5/8 - ((1/9 / 2/7) / 2/3)))
[279942] ['2/9', '5/9', '4/7', '2', '8/3'] -> (8/3 / ((2/9 / 4/7) - (5/9 / 2)))
[279943] ['4/9', '4/9', '5/8', '9/7', '8'] -> ((4/9 + (8 / 9/7)) / (4/9 * 5/8))
[279944] ['1/8', '1/7', '1/7', '3/5', '2'] -> (1/7 / (1/8 - ((1/7 / 3/5) / 2)))
[279945] ['2/7', '4/9', '6/7', '5/4', '9'] -> ((5/4 / (2/7 / 6/7)) + (9 / 4/9))
[279946] ['2/7', '3/8', '7/8', '1', '9/7'] -> (1 / ((3/8 / 9/7) - (2/7 * 7/8)))
[279947] ['1/6', '2/5', '7/9', '4/3', '3'] -> (3 * ((7/9 / 1/6) + (4/3 / 2/5)))
[279948] ['2/5', '5/6', '8/7', '9/7', '9'] -> ((8/7 / 9/7) * (9 / (2/5 * 5/6)))
[279949] ['4/9', '5/3', '5/3', '2', '7/3'] -> (2 / (7/3 - (5/3 / (4/9 * 5/3))))
[279950] ['1/9', '3/8', '3/4', '8/5', '8'] -> (8 / (3/4 * (3/8 + (1/9 / 8/5))))
[279951] ['1/4', '3/8', '8/7', '4/3', '6'] -> ((8/7 * 4/3) * ((6 / 3/8) - 1/4))
[279952] ['2/7', '3/8', '7/8', '1', '4/3'] -> (1 / (3/8 - (4/3 * (2/7 * 7/8))))
[279953] ['3/4', '7/9', '9/5', '9/5', '7'] -> ((9/5 + (7 / (7/9 / 9/5))) / 3/4)
[279954] ['2/7', '4/9', '6/7', '9/7', '9'] -> (6/7 / ((9/7 / (4/9 * 9)) - 2/7))
[279955] ['4/9', '4/9', '5/8', '7/5', '8'] -> (8 * (7/5 + ((4/9 / 4/9) / 5/8)))
[279956] ['2/7', '5/3', '7/3', '5/2', '3'] -> (7/3 + (5/3 * (5/2 + (3 / 2/7))))
[279957] ['2/9', '5/9', '4/7', '2', '9/2'] -> ((9/2 + (2 / 4/7)) / (5/9 - 2/9))
[279958] ['5/8', '1', '9/7', '3/2', '9/5'] -> (1 / ((3/2 / 9/7) - (5/8 * 9/5)))
[279959] ['3/4', '7/9', '9/5', '9/4', '7'] -> ((9/4 + (3/4 / 9/5)) / (7/9 / 7))
[279960] ['2/5', '5/6', '8/7', '7/5', '9'] -> ((2/5 + 9) / ((7/5 / 8/7) - 5/6))
[279961] ['3/4', '7/9', '9/5', '7/3', '7'] -> ((7 + (7/3 / 7/9)) / (3/4 / 9/5))
[279962] ['2/7', '3/8', '7/8', '1', '3/2'] -> (3/2 / (((1 - 7/8) / 2/7) - 3/8))
[279963] ['1/4', '3/8', '8/7', '5/3', '6'] -> ((1/4 + (6 / (8/7 / 5/3))) / 3/8)
[279964] ['1/9', '3/8', '3/4', '5/2', '8'] -> (8 / (1/9 * (5/2 + (3/8 / 3/4))))
[279965] ['1/7', '1/7', '2/5', '6/7', '2'] -> (6/7 / (((1/7 / 2/5) / 2) - 1/7))
[279966] ['4/9', '4/9', '5/8', '9/4', '8'] -> ((4/9 / 4/9) + (8 * (5/8 + 9/4)))
[279967] ['3/4', '7/9', '9/5', '5/2', '7'] -> (((7 / 7/9) - 9/5) / (3/4 / 5/2))
[279968] ['2/7', '4/9', '6/7', '9/5', '9'] -> ((9 + (6/7 / (2/7 * 9/5))) / 4/9)
[279969] ['2/5', '5/6', '8/7', '5/3', '9'] -> (9 / (2/5 * (5/3 - (5/6 / 8/7))))
[279970] ['1/4', '3/8', '8/7', '9/5', '6'] -> (((6 / 8/7) - 1/4) / (3/8 / 9/5))
[279971] ['1/9', '2/7', '5/8', '7/8', '1'] -> (1 / (1/9 * (5/8 - (2/7 * 7/8))))
[279972] ['5/8', '1', '9/7', '3/2', '7/2'] -> (9/7 / ((5/8 - 1) + (3/2 / 7/2)))
[279973] ['1/9', '3/5', '2/3', '5/4', '6'] -> (6 / ((1/9 + 5/4) - (2/3 / 3/5)))
[279974] ['2/7', '3/8', '7/8', '1', '5/3'] -> (1 / ((5/3 * (2/7 * 7/8)) - 3/8))
[279975] ['1/9', '3/8', '7/9', '7/9', '8'] -> ((8 / 3/8) / ((7/9 / 7/9) - 1/9))
[279976] ['2/9', '5/9', '3/5', '5/6', '2'] -> ((2/9 + 2) / ((5/9 / 3/5) - 5/6))
[279977] ['2/5', '5/6', '8/7', '9/5', '9'] -> (8/7 * ((9 / 2/5) - (5/6 * 9/5)))
[279978] ['2/7', '3/8', '7/8', '1', '9/5'] -> (1 / ((2/7 * 7/8) - (3/8 / 9/5)))
[279979] ['4/9', '5/3', '7/4', '2', '7/2'] -> (2 / (((7/2 - 4/9) / 5/3) - 7/4))
[279980] ['1/8', '1/7', '1/7', '5/4', '2'] -> ((2 + (5/4 / (1/8 / 1/7))) / 1/7)
[279981] ['1/4', '3/8', '8/7', '7/2', '6'] -> (((1/4 + 7/2) + (6 / 8/7)) / 3/8)
[279982] ['2/7', '5/3', '3', '7/2', '7/2'] -> (7/2 + ((2/7 + 5/3) * (3 * 7/2)))
[279983] ['2/9', '5/9', '3/5', '7/8', '2'] -> (3/5 / (2 - ((2/9 + 7/8) / 5/9)))
[279984] ['2/7', '4/9', '7/8', '8/9', '9'] -> (9 * (8/9 + (4/9 / (2/7 * 7/8))))
[279985] ['1/9', '2/7', '5/8', '1', '8/7'] -> (1 / (1/9 * (5/8 - (2/7 / 8/7))))
[279986] ['3/4', '7/9', '9/4', '9/4', '7'] -> (((7 / (7/9 / 9/4)) - 9/4) / 3/4)
[279987] ['1/9', '3/5', '2/3', '7/4', '6'] -> ((6 / 1/9) / ((7/4 / 3/5) - 2/3))
[279988] ['1/8', '1/7', '1/7', '4/3', '2'] -> ((1/7 + (4/3 * (1/7 + 2))) / 1/8)
[279989] ['2/7', '3/8', '7/8', '1', '7/3'] -> (1 / ((2/7 * (7/3 - 7/8)) - 3/8))
[279990] ['1/9', '3/8', '7/9', '6/5', '8'] -> (((3/8 * 8) - 7/9) / (1/9 / 6/5))
[279991] ['1/6', '2/5', '4/5', '7/8', '3'] -> ((3 + (2/5 / 4/5)) / (1/6 * 7/8))
