[53191] ['1/4', '3/7', '8/3', '8/3', '5'] -> (3/7 * (8/3 + (5 / (1/4 / 8/3))))
[57980] ['1/6', '2/7', '4/7', '7/9', '9'] -> (9 * ((7/9 / 1/6) - (4/7 / 2/7)))
[57981] ['1/5', '3/8', '5/7', '9/5', '5'] -> (((1/5 + 9/5) + (5 / 5/7)) / 3/8)
[57982] ['1/7', '2/9', '3/8', '9/4', '5'] -> ((5 / (2/9 - 1/7)) / (3/8 + 9/4))
[57983] ['1/5', '1/3', '1/3', '7/8', '6'] -> (6 / (7/8 - (1/3 / (1/5 + 1/3))))
[57984] ['1/9', '1/2', '5/7', '5/6', '4'] -> (((5/6 / 5/7) - 1/2) / (1/9 / 4))
[57985] ['2/7', '4/7', '3/5', '6/7', '2'] -> ((2/7 + 2) / ((4/7 / 3/5) - 6/7))
[57986] ['1/4', '4/7', '4/5', '4/5', '5'] -> (5 * ((4/5 / (1/4 * 4/7)) - 4/5))
[57987] ['3/8', '3/8', '4/5', '4/3', '8'] -> ((4/3 / 4/5) + ((3/8 + 8) / 3/8))
[57988] ['1/9', '1/7', '4/9', '8/5', '7'] -> (1/7 / ((1/9 / 8/5) - (4/9 / 7)))
[57989] ['2/7', '4/7', '3/5', '7/8', '2'] -> (2 / (7/8 * (4/7 - (2/7 / 3/5))))
[57990] ['1/9', '3/4', '3/4', '6/5', '3'] -> ((3/4 + 3/4) + (3 / (1/9 * 6/5)))
[57991] ['1/9', '1/2', '5/7', '7/8', '4'] -> (((1/2 / 1/9) / (7/8 - 5/7)) - 4)
[57992] ['1/5', '3/8', '5/7', '7/3', '5'] -> (5 / ((3/8 / 1/5) - (5/7 * 7/3)))
[57993] ['3/8', '3/8', '4/5', '7/4', '8'] -> (8 * (7/4 + ((3/8 / 3/8) / 4/5)))
[57994] ['2/5', '5/9', '9/8', '5/2', '3'] -> ((5/2 / 5/9) / (3 - (9/8 / 2/5)))
[57995] ['1/9', '2/7', '4/5', '5/6', '5'] -> ((5 - (5/6 / (2/7 / 4/5))) / 1/9)
[57996] ['1/5', '7/9', '4/5', '6/5', '4'] -> (4/5 / (((7/9 * 6/5) / 4) - 1/5))
[57997] ['1/7', '2/9', '3/8', '7/2', '5'] -> (5 / (7/2 * (1/7 - (2/9 * 3/8))))
[57998] ['1/4', '4/7', '4/5', '7/8', '5'] -> ((4/7 + 4/5) * (5 / (1/4 / 7/8)))
[57999] ['2/5', '3/7', '7/6', '9/4', '4'] -> (((7/6 + (4 / 3/7)) / 2/5) - 9/4)
[58000] ['2/5', '5/9', '9/8', '8/3', '3'] -> ((8/3 + (3 / 9/8)) / (2/5 * 5/9))
[58001] ['1/6', '2/7', '4/7', '8/5', '9'] -> ((9 - (4/7 / (1/6 * 8/5))) / 2/7)
[58002] ['1/9', '1/7', '4/9', '9/5', '7'] -> ((((7 / 9/5) - 4/9) / 1/7) - 1/9)
[58003] ['3/8', '3/8', '4/5', '7/3', '8'] -> ((7/3 + (3/8 / 3/8)) * (8 - 4/5))
[58004] ['1/5', '3/8', '5/7', '8/3', '5'] -> (1/5 / ((8/3 / 5) - (3/8 / 5/7)))
[58005] ['2/7', '4/7', '3/5', '8/7', '2'] -> ((8/7 * 2) / (4/7 - (2/7 / 3/5)))
[58006] ['1/5', '1/3', '1/3', '7/6', '6'] -> ((((6 - 1/3) / 1/5) - 1/3) / 7/6)
[58007] ['1/9', '2/7', '4/5', '8/9', '5'] -> ((8/9 / (1/9 * 2/7)) - (4/5 * 5))
[58008] ['1/7', '2/9', '3/8', '9/2', '5'] -> (((9/2 / 1/7) - (5 / 2/9)) / 3/8)
[58009] ['1/9', '1/7', '4/9', '9/4', '7'] -> ((4/9 - (1/7 / 9/4)) / (1/9 / 7))
[58010] ['1/5', '1/3', '1/3', '9/7', '6'] -> ((1/3 + 1/3) + (6 / (1/5 * 9/7)))
[58011] ['2/5', '5/9', '9/8', '3', '9/2'] -> (3 / (9/8 - (9/2 * (2/5 * 5/9))))
[58012] ['1/2', '6/7', '9/8', '8/3', '4'] -> (1/2 / (4 - (8/3 + (9/8 / 6/7))))
[58013] ['1/6', '2/7', '4/7', '9/5', '9'] -> ((4/7 / 9/5) * (9 / (2/7 - 1/6)))
[58014] ['1/5', '3/8', '5/7', '7/2', '5'] -> ((5/7 - 1/5) * (5 / (3/8 / 7/2)))
[58015] ['5/9', '1', '8/5', '7/4', '9/2'] -> (1 / ((7/4 / 9/2) - (5/9 / 8/5)))
[58016] ['1/2', '6/7', '9/8', '7/2', '4'] -> ((1/2 * 6/7) / ((4 / 7/2) - 9/8))
[58017] ['1/4', '4/7', '4/5', '7/6', '5'] -> ((4/5 / 7/6) * (5 / (1/4 * 4/7)))
[58018] ['2/5', '5/9', '8/7', '8/7', '3'] -> ((8/7 + (8/7 / 5/9)) / (2/5 / 3))
[58019] ['1/5', '7/9', '4/5', '5/3', '4'] -> (((4 / 1/5) - (4/5 * 5/3)) / 7/9)
[58020] ['3/8', '3/8', '5/6', '6/7', '8'] -> (8 / (((3/8 / 3/8) / 6/7) - 5/6))
[58021] ['1/7', '2/9', '2/5', '3/7', '5'] -> (5 * ((2/5 / 2/9) + (3/7 / 1/7)))
[58022] ['1/5', '3/8', '5/7', '9/2', '5'] -> (1/5 + ((5 + (9/2 / 3/8)) / 5/7))
[58023] ['1/9', '3/4', '7/9', '4/5', '3'] -> (3 * ((7/9 / (1/9 * 4/5)) - 3/4))
[58024] ['1/5', '1/3', '1/3', '5/2', '6'] -> ((6 * (1/5 + 1/3)) / (1/3 / 5/2))
[58025] ['1/2', '6/7', '9/8', '4', '9/2'] -> (9/2 / (6/7 * (1/2 - (9/8 / 4))))
[58026] ['1/6', '2/7', '3/5', '3/5', '9'] -> ((9 - 3/5) / (3/5 * (1/6 / 2/7)))
[58027] ['1/9', '1/2', '5/7', '7/5', '4'] -> (4 / (1/9 * (1/2 + (5/7 * 7/5))))
[58028] ['3/8', '3/8', '5/6', '8/9', '8'] -> (8 / (((5/6 - 3/8) / 3/8) - 8/9))
[58029] ['1/4', '4/7', '4/5', '5/4', '5'] -> (((5 / 4/7) - 5/4) / (1/4 / 4/5))
[58030] ['1/9', '3/4', '7/9', '6/7', '3'] -> ((7/9 * 6/7) * (3 / (1/9 * 3/4)))
[58031] ['1/5', '7/9', '4/5', '9/5', '4'] -> (((4 * (7/9 * 9/5)) - 4/5) / 1/5)
[58032] ['1/9', '1/7', '1/2', '1/2', '7'] -> ((1/2 / (1/9 * 1/7)) - (1/2 + 7))
[58033] ['1/2', '6/7', '8/7', '6/5', '4'] -> ((8/7 + 4) / ((6/7 / 6/5) - 1/2))
[58034] ['1/5', '3/8', '3/4', '7/9', '5'] -> (5 / (1/5 * (3/4 + (3/8 * 7/9))))
[58035] ['1/9', '1/2', '5/7', '8/5', '4'] -> ((4 / (1/9 * 5/7)) / (1/2 + 8/5))
[58036] ['2/5', '3/7', '6/5', '9/7', '4'] -> (4 * ((6/5 / 2/5) + (9/7 / 3/7)))
[58037] ['1/9', '3/4', '7/9', '8/9', '3'] -> ((3 + ((7/9 + 8/9) / 1/9)) / 3/4)
[58038] ['1/6', '2/7', '3/5', '3/4', '9'] -> ((9 / 2/7) - (3/4 / (1/6 * 3/5)))
[58039] ['2/7', '4/7', '3/5', '5/3', '2'] -> ((4/7 / 5/3) / ((3/5 / 2) - 2/7))
[58040] ['3/8', '3/8', '5/6', '9/7', '8'] -> ((5/6 + (3/8 / 9/7)) / (3/8 / 8))
[58041] ['1/9', '1/2', '5/7', '5/3', '4'] -> ((4 / (1/2 - 1/9)) / (5/7 / 5/3))
[58042] ['2/5', '5/9', '8/7', '9/7', '3'] -> ((8/7 / 5/9) / (9/7 - (2/5 * 3)))
[58043] ['2/5', '3/7', '6/5', '4/3', '4'] -> (((4 / 3/7) - 4/3) / (2/5 / 6/5))
[58044] ['5/9', '1', '8/5', '9/5', '9/2'] -> (8/5 / (((1 + 9/5) / 9/2) - 5/9))
[58045] ['3/8', '3/8', '5/6', '7/5', '8'] -> (8 / (5/6 * (7/5 - (3/8 / 3/8))))
[58046] ['1/5', '1/3', '3/8', '4/9', '6'] -> (6 * ((1/3 / (1/5 * 3/8)) - 4/9))
[58047] ['1/9', '3/4', '7/9', '8/7', '3'] -> (3 / ((1/9 / 8/7) - (3/4 - 7/9)))
[58048] ['1/4', '4/7', '4/5', '8/5', '5'] -> (((5 + (4/5 / 4/7)) / 1/4) - 8/5)
[58049] ['2/5', '3/7', '6/5', '7/5', '4'] -> ((6/5 * 4) / ((3/7 * 7/5) - 2/5))
[58050] ['1/2', '6/7', '8/7', '9/5', '4'] -> (4 / (8/7 - (1/2 + (6/7 / 9/5))))
[58051] ['2/7', '4/7', '3/5', '9/5', '2'] -> ((4/7 * 2) / ((3/5 / 9/5) - 2/7))
[58052] ['3/8', '3/8', '5/6', '9/4', '8'] -> (((3/8 / 9/4) + (5/6 + 8)) / 3/8)
[58053] ['1/4', '4/7', '4/5', '5/3', '5'] -> ((5 - (4/5 / 4/7)) / (1/4 / 5/3))
[58054] ['2/5', '3/7', '6/5', '3/2', '4'] -> (((6/5 / 3/2) / (3/7 - 2/5)) - 4)
[58055] ['1/9', '1/7', '1/2', '3/4', '7'] -> ((7 / (1/9 / 1/7)) / (1/2 * 3/4))
[58056] ['1/7', '2/9', '2/5', '2/3', '5'] -> ((2/5 + 5) * ((2/3 / 1/7) - 2/9))
[58057] ['1/9', '3/4', '7/9', '9/7', '3'] -> ((3 - (7/9 * 9/7)) / (1/9 * 3/4))
[58058] ['1/9', '1/2', '5/7', '7/3', '4'] -> (4 / (5/7 - (1/2 + (1/9 / 7/3))))
[58059] ['1/5', '1/3', '3/8', '2/3', '6'] -> (((2/3 / 1/5) - (1/3 - 6)) / 3/8)
[58060] ['3/8', '3/8', '6/7', '8/9', '8'] -> (((8 / 6/7) - (3/8 * 8/9)) / 3/8)
[58061] ['1/5', '3/8', '3/4', '9/7', '5'] -> (5 / (1/5 * (3/4 + (3/8 / 9/7))))
[58062] ['1/9', '3/4', '7/9', '7/5', '3'] -> ((3 + (7/9 / 7/5)) / (1/9 / 3/4))
[58063] ['1/5', '7/9', '5/6', '6/7', '4'] -> ((4 + (6/7 * (7/9 / 5/6))) / 1/5)
[58064] ['1/9', '2/7', '4/5', '5/3', '5'] -> ((4/5 - 2/7) * (5/3 + (5 / 1/9)))
[58065] ['2/5', '5/9', '8/7', '5/3', '3'] -> ((8/7 / (2/5 * 5/9)) * (5/3 + 3))
[58066] ['2/5', '3/7', '6/5', '9/5', '4'] -> ((6/5 / 9/5) + (4 / (2/5 * 3/7)))
[58067] ['1/5', '3/8', '3/4', '4/3', '5'] -> (5 / ((3/4 + 4/3) - (3/8 / 1/5)))
[58068] ['3/8', '3/8', '6/7', '9/8', '8'] -> (((8 / 6/7) - (3/8 / 9/8)) / 3/8)
[58069] ['1/9', '3/4', '7/9', '8/5', '3'] -> ((8/5 / (1/9 / 3/4)) * (3 - 7/9))
[58070] ['1/9', '1/2', '5/7', '8/3', '4'] -> ((8/3 + 4) / (5/7 * (1/2 - 1/9)))
[58071] ['1/9', '1/7', '1/2', '9/8', '7'] -> ((7 / (9/8 * (1/9 + 1/7))) - 1/2)
[58072] ['1/7', '2/9', '2/5', '7/9', '5'] -> ((2/5 + (2/9 / 7/9)) / (1/7 / 5))
[58073] ['1/6', '2/7', '3/5', '8/7', '9'] -> ((8/7 + (2/7 / 1/6)) * (9 - 3/5))
[58074] ['1/9', '2/7', '4/5', '9/5', '5'] -> ((9/5 / 1/9) + (5 + (4/5 / 2/7)))
[58075] ['1/9', '3/4', '7/9', '9/5', '3'] -> ((3 + (7/9 / 1/9)) / (3/4 / 9/5))
[58076] ['1/5', '3/8', '3/4', '7/4', '5'] -> (((5 * (1/5 + 7/4)) - 3/4) / 3/8)
[58077] ['1/4', '4/7', '4/5', '9/2', '5'] -> (9/2 * (4/7 + (5 / (1/4 + 4/5))))
[58078] ['2/5', '3/7', '6/5', '7/2', '4'] -> ((2/5 + (6/5 / 3/7)) * (7/2 + 4))
[58079] ['1/9', '1/2', '5/7', '4', '9/2'] -> (((4 - 1/9) / (5/7 / 9/2)) - 1/2)
[58080] ['1/5', '7/9', '5/6', '7/6', '4'] -> ((4 + ((7/9 / 5/6) / 7/6)) / 1/5)
[58081] ['1/5', '1/3', '3/8', '8/9', '6'] -> ((1/3 + (6 / 1/5)) / (3/8 + 8/9))
[58082] ['5/9', '1', '8/5', '7/3', '9/2'] -> (8/5 / (1 - (7/3 / (5/9 * 9/2))))
[58083] ['1/5', '3/8', '3/4', '7/3', '5'] -> (5 / (3/4 - (1/5 * (3/8 + 7/3))))
[58084] ['1/9', '2/7', '4/5', '7/3', '5'] -> ((4/5 * 7/3) * (5 / (1/9 / 2/7)))
[58085] ['3/8', '3/8', '6/7', '7/5', '8'] -> ((6/7 + (3/8 / 7/5)) / (3/8 / 8))
[58086] ['1/9', '1/2', '3/4', '4/5', '4'] -> ((4 - (1/2 / 3/4)) / (1/9 / 4/5))
[58087] ['1/6', '2/7', '3/5', '5/4', '9'] -> (9 * ((1/6 / 2/7) + (5/4 / 3/5)))
[58088] ['1/4', '4/7', '5/6', '7/8', '5'] -> ((5 / 5/6) / ((4/7 * 7/8) - 1/4))
[58089] ['2/5', '3/7', '5/4', '4/3', '4'] -> (4 / (4/3 - (5/4 * (2/5 / 3/7))))
[58090] ['2/7', '4/7', '5/8', '6/7', '2'] -> ((6/7 * 2) / ((4/7 * 5/8) - 2/7))
[58091] ['2/5', '5/9', '8/7', '8/3', '3'] -> ((3 + (8/3 / 8/7)) / (2/5 * 5/9))
[58092] ['1/2', '6/7', '7/6', '8/3', '4'] -> (8/3 * ((6/7 * 7/6) + (4 / 1/2)))
[58093] ['1/9', '3/4', '4/5', '6/7', '3'] -> ((4/5 + (3 / (3/4 + 6/7))) / 1/9)
[58094] ['1/5', '1/3', '3/8', '7/6', '6'] -> (6 / ((3/8 / (7/6 - 1/3)) - 1/5))
[58095] ['2/5', '3/7', '5/4', '7/5', '4'] -> ((5/4 + 4) / (2/5 / (3/7 + 7/5)))
[58096] ['5/9', '1', '8/5', '8/3', '8/3'] -> (8/3 / ((8/3 / 8/5) - (5/9 + 1)))
[58097] ['3/8', '3/8', '6/7', '7/4', '8'] -> (((6/7 * 7/4) - 3/8) / (3/8 / 8))
[58098] ['1/7', '2/9', '2/5', '8/7', '5'] -> ((8/7 + (1/7 / 2/5)) + (5 / 2/9))
[58099] ['1/9', '3/4', '4/5', '7/8', '3'] -> ((4/5 / 7/8) * ((3 / 1/9) - 3/4))
[58100] ['5/9', '1', '8/5', '8/3', '7/2'] -> (((8/3 * 7/2) - 1) / (5/9 / 8/5))
[58101] ['2/7', '4/7', '5/8', '8/9', '2'] -> ((4/7 / 8/9) / ((5/8 / 2) - 2/7))
[58102] ['2/5', '5/9', '7/6', '7/6', '3'] -> ((3 + (7/6 + 7/6)) / (2/5 * 5/9))
[58103] ['1/5', '1/3', '3/8', '4/3', '6'] -> (((1/3 / 1/5) + (4/3 + 6)) / 3/8)
[58104] ['1/6', '2/7', '3/5', '5/3', '9'] -> ((5/3 / (1/6 / 2/7)) * (9 - 3/5))
[58105] ['1/5', '3/8', '7/9', '6/7', '5'] -> (5 / (1/5 * (3/8 + (7/9 * 6/7))))
[58106] ['1/5', '7/9', '5/6', '8/5', '4'] -> (((4 / 1/5) - (5/6 * 8/5)) / 7/9)
[58107] ['2/7', '4/7', '5/8', '8/7', '2'] -> ((8/7 + (2/7 / 2)) / (5/8 - 4/7))
[58108] ['1/9', '3/4', '4/5', '8/7', '3'] -> ((4/5 * 8/7) * ((3 / 1/9) - 3/4))
[58109] ['1/2', '6/7', '6/5', '7/5', '4'] -> ((6/5 / (7/5 - (1/2 + 6/7))) - 4)
[58110] ['1/7', '2/9', '2/5', '6/5', '5'] -> (((2/5 * 5) / (2/9 - 1/7)) - 6/5)
[58111] ['1/9', '1/7', '1/2', '5/2', '7'] -> ((1/2 + (1/7 * 7)) + (5/2 / 1/9))
[58112] ['5/9', '1', '8/5', '7/2', '9/2'] -> ((7/2 + 9/2) / (5/9 * (8/5 - 1)))
[58113] ['1/9', '2/7', '5/6', '7/8', '5'] -> ((5/6 + (5 / 2/7)) / (7/8 - 1/9))
[58114] ['1/5', '1/3', '3/8', '7/2', '6'] -> ((7/2 / (1/3 - 1/5)) - (3/8 * 6))
[58115] ['1/2', '6/7', '6/5', '3/2', '4'] -> (6/7 / ((3/2 / (4 - 6/5)) - 1/2))
[58116] ['1/9', '1/7', '1/2', '7/2', '7'] -> (7 * (7/2 - (1/9 * (1/7 + 1/2))))
[58117] ['1/5', '7/9', '5/6', '9/5', '4'] -> (4 / ((1/5 / 9/5) - (7/9 - 5/6)))
[58118] ['3/8', '3/8', '6/7', '9/2', '8'] -> ((6/7 * 8) * (9/2 - (3/8 / 3/8)))
[58119] ['1/7', '2/9', '2/5', '9/7', '5'] -> ((2/5 + (2/9 * 9/7)) / (1/7 / 5))
[58120] ['5/9', '1', '5/3', '5/3', '5/3'] -> (5/3 / ((5/3 / (1 + 5/3)) - 5/9))
[58121] ['2/5', '3/7', '5/4', '9/4', '4'] -> (((5/4 + (4 / 2/5)) / 3/7) - 9/4)
[58122] ['1/9', '2/7', '5/6', '8/9', '5'] -> (((8/9 + (5 / 5/6)) / 2/7) - 1/9)
[58123] ['2/5', '5/9', '7/6', '5/3', '3'] -> (3 / ((7/6 / (5/9 + 5/3)) - 2/5))
[58124] ['1/9', '3/4', '4/5', '4/3', '3'] -> ((3 + (4/3 / (1/9 * 4/5))) / 3/4)
[58125] ['3/8', '3/8', '7/8', '7/8', '8'] -> ((7/8 / (3/8 * 7/8)) + (8 / 3/8))
[58126] ['1/4', '4/7', '5/6', '7/5', '5'] -> ((5/6 * 7/5) * (4/7 + (5 / 1/4)))
[58127] ['1/6', '2/7', '3/5', '7/3', '9'] -> (3/5 * ((7/3 / (1/6 * 2/7)) - 9))
[58128] ['2/5', '3/7', '5/4', '7/3', '4'] -> ((4 / 7/3) / ((2/5 * 5/4) - 3/7))
[58129] ['1/9', '1/2', '7/9', '6/5', '4'] -> (7/9 / ((1/2 / 4) - (1/9 / 6/5)))
[58130] ['1/2', '6/7', '6/5', '9/5', '4'] -> ((6/5 / ((1/2 * 9/5) - 6/7)) - 4)
[58131] ['1/5', '7/9', '5/6', '7/3', '4'] -> (4 / ((7/9 / 7/3) - (1/5 * 5/6)))
[58132] ['1/5', '3/8', '7/9', '7/6', '5'] -> (5 / (1/5 * (3/8 + (7/9 / 7/6))))
[58133] ['1/4', '4/7', '5/6', '3/2', '5'] -> (5 / ((1/4 - 3/2) + (5/6 / 4/7)))
[58134] ['3/8', '3/8', '7/8', '8/7', '8'] -> ((8/7 / (3/8 / 7/8)) + (8 / 3/8))
[58135] ['5/9', '1', '5/3', '5/3', '7/3'] -> ((1 + 5/3) / (7/3 - (5/9 + 5/3)))
[58136] ['1/5', '1/3', '2/5', '5/7', '6'] -> ((2/5 + 6) / ((1/3 / 5/7) - 1/5))
[58137] ['1/2', '6/7', '6/5', '9/4', '4'] -> (((9/4 * 4) / (6/7 - 1/2)) - 6/5)
[58138] ['1/9', '2/7', '5/6', '8/7', '5'] -> (((5 / (2/7 + 8/7)) - 5/6) / 1/9)
[58139] ['1/9', '1/7', '5/9', '5/8', '7'] -> ((1/7 * 7) / ((1/9 + 5/9) - 5/8))
[58140] ['1/5', '3/8', '7/9', '6/5', '5'] -> ((5 * (1/5 + 6/5)) / (3/8 * 7/9))
[58141] ['2/5', '3/7', '5/4', '8/3', '4'] -> ((8/3 + (4 / 3/7)) / (2/5 * 5/4))
[58142] ['5/9', '1', '5/3', '5/3', '5/2'] -> ((1 + 5/3) / ((5/3 / 5/2) - 5/9))
[58143] ['1/9', '1/2', '7/9', '9/7', '4'] -> (4 / (1/9 * (1/2 + (7/9 * 9/7))))
[58144] ['1/9', '3/4', '4/5', '5/3', '3'] -> (((3 / 3/4) - (4/5 * 5/3)) / 1/9)
[58145] ['3/8', '3/8', '7/8', '9/7', '8'] -> (8 * ((9/7 / 3/8) - (3/8 / 7/8)))
[58146] ['1/5', '1/3', '2/5', '7/9', '6'] -> (((1/3 * 2/5) + (7/9 * 6)) / 1/5)
[58147] ['1/5', '3/8', '7/9', '5/4', '5'] -> (5 / ((7/9 / (1/5 / 3/8)) - 5/4))
[58148] ['2/5', '3/7', '5/4', '7/2', '4'] -> ((5/4 + 4) * (7/2 + (3/7 / 2/5)))
[58149] ['1/9', '1/7', '5/9', '2/3', '7'] -> ((1/7 + (5/9 / 1/9)) * (2/3 * 7))
[58150] ['1/4', '4/7', '5/6', '9/5', '5'] -> ((5/6 + 5) * (9/5 / (1/4 / 4/7)))
[58151] ['2/5', '5/9', '7/6', '7/3', '3'] -> ((7/3 + 3) / ((5/9 / 2/5) - 7/6))
[58152] ['3/8', '3/8', '7/8', '7/5', '8'] -> (((3/8 + 8) + (7/8 / 7/5)) / 3/8)
[58153] ['1/5', '1/3', '2/5', '7/8', '6'] -> (6 / ((1/5 / 1/3) - (2/5 * 7/8)))
[58154] ['1/9', '1/2', '7/9', '8/5', '4'] -> (8/5 * ((7/9 / 1/9) + (4 / 1/2)))
[58155] ['3/8', '3/8', '7/8', '8/5', '8'] -> ((7/8 + (3/8 / 3/8)) * (8/5 * 8))
[58156] ['1/6', '2/7', '5/8', '2/3', '9'] -> (2/3 / (2/7 * (1/6 - (5/8 / 9))))
[58157] ['1/5', '3/8', '7/9', '4/3', '5'] -> (5 / (1/5 * (4/3 - (3/8 * 7/9))))
[58158] ['1/2', '6/7', '6/5', '7/2', '4'] -> ((6/5 * 7/2) * (4 + (6/7 / 1/2)))
[58159] ['2/7', '4/7', '2/3', '2/3', '2'] -> (2 / (((2/7 / 4/7) / 2/3) - 2/3))
[58160] ['1/5', '1/3', '2/5', '8/7', '6'] -> (6 / ((1/5 / 1/3) - (2/5 / 8/7)))
[58161] ['1/9', '3/4', '5/6', '6/7', '3'] -> (3 * ((5/6 / (1/9 * 6/7)) - 3/4))
[58162] ['2/5', '3/7', '9/7', '3/2', '4'] -> (4 * ((9/7 / (2/5 * 3/7)) - 3/2))
[58163] ['1/9', '2/7', '5/6', '4/3', '5'] -> (5 * ((1/9 / 5/6) + (4/3 / 2/7)))
[58164] ['1/5', '3/8', '7/9', '7/5', '5'] -> (5 / ((7/5 * (3/8 * 7/9)) - 1/5))
[58165] ['1/5', '1/3', '2/5', '9/7', '6'] -> (((1/3 * 2/5) + (6 / 9/7)) / 1/5)
[58166] ['1/9', '1/2', '7/9', '9/4', '4'] -> (((4 * (7/9 + 9/4)) - 1/9) / 1/2)
[58167] ['3/8', '3/8', '8/9', '8/9', '8'] -> ((8/9 / (3/8 * 8/9)) + (8 / 3/8))
[58168] ['2/7', '4/7', '2/3', '4/5', '2'] -> (4/7 / ((2/7 / 4/5) - (2/3 / 2)))
[58169] ['5/9', '1', '5/3', '7/4', '5/2'] -> ((5/3 / 5/2) / (1 - (5/9 * 7/4)))
[58170] ['1/9', '1/7', '5/9', '7/8', '7'] -> (7 / ((1/9 / 1/7) - (5/9 * 7/8)))
[58171] ['1/7', '2/9', '2/5', '7/3', '5'] -> ((7/3 / (2/9 - 1/7)) - (2/5 + 5))
[58172] ['1/5', '7/9', '6/7', '8/7', '4'] -> (((4 / 1/5) - (8/7 / 6/7)) / 7/9)
[58173] ['2/5', '5/9', '6/5', '5/4', '3'] -> ((6/5 / ((5/9 / 5/4) - 2/5)) - 3)
[58174] ['1/5', '3/8', '7/9', '3/2', '5'] -> (1/5 / ((3/2 / 5) - (3/8 * 7/9)))
[58175] ['1/4', '4/7', '5/6', '8/3', '5'] -> ((8/3 + (4/7 * (5/6 + 5))) / 1/4)
[58176] ['1/9', '3/4', '5/6', '8/7', '3'] -> (((3 / (3/4 * 8/7)) - 5/6) / 1/9)
[58177] ['2/5', '3/7', '9/7', '7/4', '4'] -> (9/7 / ((3/7 + 4) - (7/4 / 2/5)))
[58178] ['3/8', '3/8', '8/9', '8/7', '8'] -> (8/7 * ((8 / 3/8) - (3/8 * 8/9)))
[58179] ['1/9', '1/7', '5/9', '8/9', '7'] -> (((1/9 + 7) + (8/9 / 1/7)) / 5/9)
[58180] ['1/9', '2/7', '5/6', '8/5', '5'] -> ((5/6 + 5) * (8/5 / (1/9 / 2/7)))
[58181] ['1/2', '6/7', '5/4', '4/3', '4'] -> (4 / ((6/7 * (1/2 + 5/4)) - 4/3))
[58182] ['1/6', '2/7', '5/8', '5/6', '9'] -> (9 / ((1/6 / 2/7) + (5/8 - 5/6)))
[58183] ['1/5', '3/8', '7/9', '8/5', '5'] -> ((8/5 - 1/5) * (5 / (3/8 * 7/9)))
[58184] ['1/9', '3/4', '5/6', '6/5', '3'] -> ((3 - (5/6 * 6/5)) / (1/9 * 3/4))
[58185] ['2/5', '3/7', '9/7', '9/5', '4'] -> ((2/5 * 9/7) / ((9/5 / 4) - 3/7))
[58186] ['3/8', '3/8', '8/9', '5/4', '8'] -> (8 * ((5/4 / 3/8) - (3/8 * 8/9)))
[58187] ['2/7', '4/7', '2/3', '7/5', '2'] -> ((2/7 + 2) / (4/7 - (2/3 / 7/5)))
[58188] ['1/2', '6/7', '5/4', '3/2', '4'] -> ((5/4 + (3/2 / 6/7)) / (1/2 / 4))
[58189] ['2/5', '3/7', '9/7', '7/3', '4'] -> (((9/7 + (4 / 2/5)) / 3/7) - 7/3)
[58190] ['1/9', '2/7', '5/6', '9/5', '5'] -> ((5 / (2/7 / 9/5)) - (5/6 / 1/9))
[58191] ['1/5', '3/8', '7/9', '9/5', '5'] -> ((5 + (1/5 + 9/5)) / (3/8 * 7/9))
[58192] ['2/5', '5/9', '6/5', '5/3', '3'] -> ((6/5 + ((5/3 + 3) / 5/9)) / 2/5)
[58193] ['1/5', '7/9', '6/7', '8/5', '4'] -> (((8/5 / 7/9) - 6/7) / (1/5 / 4))
[58194] ['2/7', '4/7', '2/3', '5/3', '2'] -> (4/7 / (((5/3 - 2/7) / 2) - 2/3))
[58195] ['1/9', '1/7', '5/9', '9/7', '7'] -> ((7 + (9/7 / 1/7)) / (1/9 + 5/9))
[58196] ['2/5', '3/7', '9/7', '8/3', '4'] -> (4 + ((9/7 * 8/3) / (2/5 * 3/7)))
[58197] ['2/5', '5/9', '6/5', '7/4', '3'] -> ((2/5 / 3) / ((5/9 + 6/5) - 7/4))
[58198] ['1/9', '3/4', '5/6', '9/5', '3'] -> ((3 / (1/9 * 3/4)) / (5/6 * 9/5))
[58199] ['5/9', '1', '5/3', '9/5', '8/3'] -> (8/3 / (5/3 - (5/9 * (1 + 9/5))))
[58200] ['1/4', '4/7', '6/7', '7/4', '5'] -> (((5 / 4/7) - 7/4) / (1/4 / 6/7))
[58201] ['1/9', '1/7', '5/9', '4/3', '7'] -> (7 + ((1/9 + (4/3 / 1/7)) / 5/9))
[58202] ['1/5', '3/8', '7/9', '5/2', '5'] -> (5 / ((1/5 * 5/2) - (3/8 * 7/9)))
[58203] ['1/2', '6/7', '5/4', '9/5', '4'] -> ((4 / 6/7) / ((5/4 / 9/5) - 1/2))
[58204] ['1/9', '1/2', '4/5', '5/4', '4'] -> (4 / (1/9 * (1/2 + (4/5 * 5/4))))
[58205] ['3/8', '3/8', '8/9', '5/3', '8'] -> ((5/3 + (3/8 / 3/8)) / (8/9 / 8))
[58206] ['1/5', '1/3', '3/7', '3/4', '6'] -> ((6 / (3/7 - 1/5)) - (3/4 / 1/3))
[58207] ['1/2', '6/7', '5/4', '7/3', '4'] -> (6/7 / ((1/2 + 5/4) - (4 / 7/3)))
[58208] ['3/8', '3/8', '8/9', '7/4', '8'] -> ((8 + (3/8 + 7/4)) / (3/8 / 8/9))
