[79786] ['1/7', '5/9', '3/2', '3/2', '5'] -> ((3/2 / 1/7) + (5 / (5/9 / 3/2)))
[83569] ['1/5', '7/6', '5/2', '7/2', '5'] -> ((5/2 + 5) * (1/5 + (7/2 / 7/6)))
[83570] ['2/7', '4/9', '1/2', '7/6', '5'] -> ((5 + (2/7 * 7/6)) / (4/9 * 1/2))
[83571] ['1/9', '9/8', '9/8', '7/4', '6'] -> ((7/4 / 1/9) + (6 + (9/8 + 9/8)))
[83572] ['3/5', '5/7', '5/7', '1', '5/4'] -> ((5/7 / (3/5 - (5/7 / 5/4))) - 1)
[83573] ['4/7', '4/7', '7/4', '8/3', '4'] -> ((7/4 * 8/3) * (4 + (4/7 + 4/7)))
[83574] ['3/5', '5/7', '5/7', '1', '9/7'] -> ((5/7 / ((3/5 + 5/7) - 9/7)) - 1)
[83575] ['2/9', '3/8', '6/7', '5/4', '4'] -> ((4 / (2/9 * 6/7)) / (5/4 - 3/8))
[83576] ['4/7', '4/7', '7/4', '7/2', '4'] -> ((7/4 + 7/2) * (4 * (4/7 + 4/7)))
[83577] ['1/8', '1/3', '4/7', '8/3', '4'] -> ((4 / (1/8 * 4/7)) / (8/3 - 1/3))
[83578] ['1/5', '1/5', '6/7', '7/8', '9'] -> (9 / ((7/8 * (6/7 - 1/5)) - 1/5))
[83579] ['1/9', '5/6', '7/8', '9/5', '5'] -> ((5 * (1/9 * 9/5)) / (7/8 - 5/6))
[83580] ['1/7', '5/8', '5/7', '5/2', '5'] -> ((1/7 + (5 / 5/2)) / (5/7 - 5/8))
[83581] ['1/5', '4/7', '3/2', '8/3', '8'] -> ((4/7 + 8) * (8/3 + (1/5 / 3/2)))
[83582] ['1/8', '1/3', '4/7', '7/2', '4'] -> (4 / ((1/8 * 4/7) + (1/3 / 7/2)))
[83583] ['3/5', '5/7', '6/5', '5/4', '3'] -> (6/5 / ((3/5 * 3) - (5/4 / 5/7)))
[83584] ['1/9', '1/2', '7/8', '7/4', '7'] -> ((7 / 1/9) / ((7/4 / 1/2) - 7/8))
[83585] ['1/8', '1/3', '4/7', '4', '9/2'] -> (4 / ((1/3 / (1/8 * 4/7)) - 9/2))
[83586] ['2/9', '3/8', '6/7', '7/5', '4'] -> (((4 / 7/5) - 6/7) / (2/9 * 3/8))
[83587] ['1/8', '2/5', '3/4', '9/7', '3'] -> ((9/7 + 3) * ((3/4 / 1/8) - 2/5))
[83588] ['4/7', '4/7', '9/5', '7/3', '4'] -> ((9/5 * 4) * (7/3 + (4/7 / 4/7)))
[83589] ['3/5', '5/7', '5/7', '1', '8/5'] -> ((5/7 + 1) * (8/5 / (5/7 - 3/5)))
[83590] ['1/8', '2/5', '3/4', '4/3', '3'] -> (4/3 * (3 + (3/4 / (1/8 * 2/5))))
[83591] ['1/5', '1/5', '6/7', '8/7', '9'] -> (9 / (((6/7 - 1/5) / 8/7) - 1/5))
[83592] ['1/9', '1/2', '7/8', '5/2', '7'] -> ((7 / (1/9 * 7/8)) / (1/2 + 5/2))
[83593] ['3/5', '5/7', '6/5', '7/5', '3'] -> ((3/5 + (3 / 5/7)) / (7/5 - 6/5))
[83594] ['4/7', '4/7', '9/5', '8/3', '4'] -> ((9/5 * 8/3) * (4 + (4/7 / 4/7)))
[83595] ['1/8', '1/3', '3/5', '6/7', '4'] -> ((1/3 + (4 / 6/7)) / (1/8 / 3/5))
[83596] ['1/9', '5/6', '8/9', '8/9', '5'] -> (8/9 / (((5/6 * 8/9) / 5) - 1/9))
[83597] ['1/7', '5/8', '3/4', '7/9', '5'] -> (5 / (7/9 * (3/4 + (1/7 - 5/8))))
[83598] ['2/9', '3/8', '6/7', '5/3', '4'] -> ((6/7 / (2/9 * 3/8)) * (4 - 5/3))
[83599] ['1/5', '4/7', '8/5', '7/3', '8'] -> ((8 - 8/5) / (7/3 * (1/5 * 4/7)))
[83600] ['1/5', '6/5', '6/5', '8/5', '5'] -> (6/5 / (1/5 - ((6/5 / 8/5) / 5)))
[83601] ['3/7', '5/9', '5/6', '9/8', '3'] -> (3 / (((9/8 - 5/6) / 3/7) - 5/9))
[83602] ['1/9', '5/6', '8/9', '9/8', '5'] -> (8/9 / (((5/6 / 9/8) / 5) - 1/9))
[83603] ['1/3', '3/7', '5/8', '5/6', '2'] -> ((1/3 + (2 / 3/7)) / (5/6 - 5/8))
[83604] ['1/9', '1/2', '8/9', '8/9', '7'] -> (((8/9 * 7) - 8/9) / (1/9 / 1/2))
[83605] ['1/9', '9/8', '8/7', '9/7', '6'] -> (6 / (1/9 * (9/8 + (9/7 / 8/7))))
[83606] ['1/5', '4/7', '8/5', '8/3', '8'] -> (8 / ((1/5 - 8/3) + (8/5 / 4/7)))
[83607] ['1/5', '1/5', '6/7', '4/3', '9'] -> (9 / (1/5 + ((1/5 / 6/7) / 4/3)))
[83608] ['1/5', '6/5', '6/5', '9/4', '5'] -> (6/5 / (9/4 - (6/5 + (1/5 * 5))))
[83609] ['1/8', '1/3', '3/5', '9/7', '4'] -> (((4 / (1/3 + 3/5)) - 9/7) / 1/8)
[83610] ['4/7', '4/7', '9/4', '7/3', '4'] -> ((9/4 * 7/3) * (4 * (4/7 + 4/7)))
[83611] ['1/5', '4/7', '5/3', '5/3', '8'] -> ((5/3 + (5/3 / 1/5)) + (8 / 4/7))
[83612] ['1/5', '1/5', '6/7', '3/2', '9'] -> (9 * (3/2 + ((1/5 / 1/5) / 6/7)))
[83613] ['2/9', '3/8', '6/7', '9/4', '4'] -> (3/8 + ((9/4 + (4 / 2/9)) / 6/7))
[83614] ['1/5', '6/5', '6/5', '7/3', '5'] -> ((6/5 * 6/5) * (5 + (7/3 / 1/5)))
[83615] ['1/9', '9/8', '8/7', '7/5', '6'] -> (((6 / (9/8 * 7/5)) - 8/7) / 1/9)
[83616] ['3/7', '5/9', '5/6', '6/5', '3'] -> ((3 / (3/7 * (5/6 - 5/9))) - 6/5)
[83617] ['4/7', '4/7', '9/4', '7/2', '4'] -> ((4/7 / 4/7) + (4 * (9/4 + 7/2)))
[83618] ['3/5', '5/7', '6/5', '9/4', '3'] -> ((3 / ((3/5 + 5/7) - 6/5)) - 9/4)
[83619] ['2/7', '4/9', '1/2', '8/3', '5'] -> ((1/2 + (8/3 / 4/9)) + (5 / 2/7))
[83620] ['1/8', '1/3', '3/5', '7/4', '4'] -> (((1/3 / 4) + (7/4 / 3/5)) / 1/8)
[83621] ['1/5', '6/5', '6/5', '8/3', '5'] -> ((6/5 * 5) / ((6/5 / 8/3) - 1/5))
[83622] ['1/5', '4/7', '5/3', '9/5', '8'] -> ((4/7 + 8) * ((5/3 * 9/5) - 1/5))
[83623] ['1/3', '3/7', '5/8', '7/6', '2'] -> ((3/7 * 7/6) / (1/3 - (5/8 / 2)))
[83624] ['1/5', '1/5', '6/7', '8/5', '9'] -> ((6/7 / 8/5) * ((9 / 1/5) - 1/5))
[83625] ['1/9', '5/6', '8/9', '7/5', '5'] -> ((8/9 / (1/9 / 5/6)) * (5 - 7/5))
[83626] ['1/9', '1/2', '8/9', '9/5', '7'] -> (9/5 * (((1/9 + 7) / 1/2) - 8/9))
[83627] ['4/7', '4/7', '7/3', '7/3', '4'] -> ((7/3 + 7/3) * (4 + (4/7 + 4/7)))
[83628] ['1/8', '1/3', '3/5', '9/4', '4'] -> (4 / (3/5 * (1/3 - (1/8 / 9/4))))
[83629] ['2/7', '4/9', '1/2', '7/2', '5'] -> ((1/2 + (7/2 / 2/7)) + (5 / 4/9))
[83630] ['1/5', '1/5', '6/7', '5/3', '9'] -> ((1/5 + (9 / 5/3)) / (1/5 / 6/7))
[83631] ['3/5', '5/7', '6/5', '5/2', '3'] -> (3 * ((6/5 / (5/7 - 3/5)) - 5/2))
[83632] ['1/5', '6/5', '6/5', '7/2', '5'] -> ((6/5 * 5) * ((6/5 * 7/2) - 1/5))
[83633] ['1/9', '5/6', '8/9', '5/3', '5'] -> ((5 - (5/3 / 5/6)) / (1/9 / 8/9))
[83634] ['4/7', '4/7', '5/2', '4', '9/2'] -> (4 * ((5/2 + 9/2) - (4/7 / 4/7)))
[83635] ['1/5', '1/5', '6/7', '7/4', '9'] -> ((6/7 * 7/4) + (9 / (1/5 + 1/5)))
[83636] ['2/9', '3/8', '7/8', '7/8', '4'] -> ((3/8 + (4 / 2/9)) / (7/8 * 7/8))
[83637] ['3/5', '5/7', '6/5', '8/3', '3'] -> ((6/5 + (3 / 5/7)) / (3/5 / 8/3))
[83638] ['1/9', '1/2', '9/8', '9/8', '7'] -> ((1/9 + 7) * (9/8 + (9/8 / 1/2)))
[83639] ['1/8', '1/3', '3/5', '8/3', '4'] -> (3/5 * ((8/3 / 1/3) + (4 / 1/8)))
[83640] ['1/9', '9/8', '8/7', '5/3', '6'] -> ((((6 - 5/3) / 8/7) - 9/8) / 1/9)
[83641] ['1/5', '4/7', '5/3', '8/3', '8'] -> (8 * (1/5 + (8/3 / (4/7 * 5/3))))
[83642] ['1/5', '6/5', '5/4', '4/3', '5'] -> (6/5 * (5/4 + (5 / (1/5 * 4/3))))
[83643] ['1/9', '1/2', '9/8', '7/6', '7'] -> ((7 / (1/9 / 1/2)) / (9/8 * 7/6))
[83644] ['3/5', '5/7', '6/5', '3', '7/2'] -> ((6/5 * 7/2) * (5/7 + (3 / 3/5)))
[83645] ['2/9', '3/8', '7/8', '8/7', '4'] -> ((3/8 + (4 / 2/9)) / (7/8 / 8/7))
[83646] ['1/7', '5/8', '3/4', '4/3', '5'] -> (5 / (1/7 * (4/3 - (5/8 - 3/4))))
[83647] ['1/9', '9/8', '8/7', '7/4', '6'] -> ((6 / (1/9 * 9/8)) / (8/7 * 7/4))
[83648] ['1/5', '1/5', '6/7', '9/4', '9'] -> ((9 / (6/7 * (1/5 + 1/5))) - 9/4)
[83649] ['2/7', '4/9', '5/9', '4/7', '5'] -> ((4/7 + (4/9 / 5/9)) / (2/7 / 5))
[83650] ['1/3', '3/7', '5/8', '7/5', '2'] -> ((2 / (3/7 - 1/3)) / (5/8 * 7/5))
[83651] ['3/5', '5/7', '3/4', '5/6', '1'] -> ((3/5 + (1 / 5/7)) / (5/6 - 3/4))
[83652] ['1/8', '1/3', '5/8', '5/7', '4'] -> (4 / (((1/3 * 5/8) / 5/7) - 1/8))
[83653] ['1/9', '1/2', '9/8', '6/5', '7'] -> (7 / ((1/2 / 6/5) - (1/9 * 9/8)))
[83654] ['1/5', '4/7', '5/3', '7/2', '8'] -> ((5/3 * 8) * ((4/7 * 7/2) - 1/5))
[83655] ['1/5', '1/5', '6/7', '5/2', '9'] -> ((9 / 6/7) + ((1/5 + 5/2) / 1/5))
[83656] ['1/5', '6/5', '5/4', '8/5', '5'] -> (((8/5 * (5 - 5/4)) - 6/5) / 1/5)
[83657] ['1/9', '5/6', '8/9', '7/3', '5'] -> (8/9 * ((7/3 / 1/9) + (5 / 5/6)))
[83658] ['1/7', '5/8', '3/4', '7/5', '5'] -> (((5 - 7/5) / 1/7) - (3/4 / 5/8))
[83659] ['3/5', '5/7', '3/4', '6/7', '1'] -> (6/7 / (1 - (5/7 * (3/5 + 3/4))))
[83660] ['1/3', '3/7', '5/8', '8/5', '2'] -> (8/5 + (2 / (5/8 * (1/3 * 3/7))))
[83661] ['1/9', '1/2', '9/8', '5/4', '7'] -> ((5/4 / (1/9 * 9/8)) + (7 / 1/2))
[83662] ['1/9', '9/8', '8/7', '9/4', '6'] -> (((6 / 8/7) - 9/4) / (1/9 * 9/8))
[83663] ['2/9', '3/8', '7/8', '6/5', '4'] -> ((3/8 + 7/8) * (6/5 + (4 / 2/9)))
[83664] ['4/7', '3/5', '3/5', '2/3', '4'] -> (4 / ((2/3 / 4/7) - (3/5 / 3/5)))
[83665] ['1/3', '3/7', '5/8', '5/3', '2'] -> ((5/3 + 2) / ((1/3 / 3/7) - 5/8))
[83666] ['1/5', '6/5', '5/4', '5/3', '5'] -> (6/5 / (1/5 - ((5/4 / 5/3) / 5)))
[83667] ['4/7', '3/5', '3/5', '5/7', '4'] -> ((3/5 * (4/7 + 4)) / (5/7 - 3/5))
[83668] ['1/5', '1/5', '7/8', '8/9', '9'] -> (1/5 / ((1/5 / 9) + (7/8 - 8/9)))
[83669] ['1/9', '9/8', '8/7', '7/3', '6'] -> (((6 / 9/8) - (8/7 * 7/3)) / 1/9)
[83670] ['1/9', '5/6', '9/8', '9/8', '5'] -> ((5 / (1/9 * 5/6)) / (9/8 + 9/8))
[83671] ['1/5', '4/7', '7/4', '9/4', '8'] -> (((7/4 + 8) / (4/7 - 1/5)) - 9/4)
[83672] ['1/5', '6/5', '5/4', '9/5', '5'] -> ((5/4 / (1/5 / 6/5)) * (5 - 9/5))
[83673] ['1/8', '1/3', '5/8', '6/5', '4'] -> (4 / (1/3 - ((1/8 / 5/8) / 6/5)))
[83674] ['3/5', '5/7', '5/4', '8/5', '3'] -> ((3/5 + 3) / ((5/4 / 5/7) - 8/5))
[83675] ['1/9', '1/2', '9/8', '8/5', '7'] -> (7 + (8/5 * (1/2 + (9/8 / 1/9))))
[83676] ['1/9', '5/6', '9/8', '6/5', '5'] -> (5 / ((1/9 / 5/6) - (9/8 - 6/5)))
[83677] ['2/7', '4/9', '5/9', '7/9', '5'] -> (((5/9 + (5 / 7/9)) / 2/7) - 4/9)
[83678] ['1/9', '1/2', '9/8', '5/3', '7'] -> (7 / (1/2 - (5/3 * (1/9 * 9/8))))
[83679] ['1/9', '9/8', '8/7', '7/2', '6'] -> ((8/7 + (6 / (9/8 * 7/2))) / 1/9)
[83680] ['1/5', '1/5', '7/8', '9/7', '9'] -> ((9/7 + 9) / (1/5 + (1/5 / 7/8)))
[83681] ['3/5', '5/7', '3/4', '1', '6/5'] -> (6/5 / ((1 / 5/7) - (3/5 + 3/4)))
[83682] ['1/7', '5/8', '3/4', '9/4', '5'] -> (((3/4 / 1/7) - 9/4) / (5/8 / 5))
[83683] ['1/9', '1/2', '9/8', '7/4', '7'] -> ((1/9 + 7) * (7/4 + (1/2 + 9/8)))
[83684] ['4/7', '3/5', '3/5', '7/8', '4'] -> ((3/5 * 4) / (3/5 - (4/7 * 7/8)))
[83685] ['1/5', '1/5', '7/8', '4/3', '9'] -> ((4/3 + (1/5 / 1/5)) / (7/8 / 9))
[83686] ['2/9', '3/8', '7/8', '9/4', '4'] -> ((4 - 9/4) / (7/8 * (2/9 * 3/8)))
[83687] ['3/5', '5/7', '5/4', '9/5', '3'] -> ((3 / (5/7 - 3/5)) - (5/4 * 9/5))
[83688] ['1/7', '5/8', '3/4', '7/3', '5'] -> (5 / ((1/7 * 7/3) + (5/8 - 3/4)))
[83689] ['1/5', '1/5', '7/8', '7/5', '9'] -> (9 / ((1/5 / 1/5) - (7/8 / 7/5)))
[83690] ['1/9', '9/8', '7/6', '7/6', '6'] -> ((6 + ((7/6 + 7/6) / 1/9)) / 9/8)
[83691] ['1/9', '5/6', '9/8', '7/5', '5'] -> ((5 - 7/5) / (9/8 * (1/9 / 5/6)))
[83692] ['1/3', '3/7', '5/8', '2', '9/2'] -> (2 / (3/7 * (1/3 - (5/8 / 9/2))))
[83693] ['3/7', '5/9', '6/7', '7/8', '3'] -> (3 / ((7/8 / (3/7 + 6/7)) - 5/9))
[83694] ['1/5', '1/5', '7/8', '8/5', '9'] -> ((9 * (1/5 + 8/5)) / (7/8 - 1/5))
[83695] ['1/5', '6/5', '9/7', '8/5', '5'] -> (8/5 / ((1/5 * 5) - (6/5 / 9/7)))
[83696] ['2/7', '4/9', '5/9', '8/9', '5'] -> (((8/9 / 2/7) - 4/9) / (5/9 / 5))
[83697] ['2/9', '3/8', '7/8', '7/2', '4'] -> (4 / ((7/8 / 7/2) - (2/9 * 3/8)))
[83698] ['3/7', '5/9', '6/7', '8/9', '3'] -> (3 / ((5/9 / 8/9) - (3/7 / 6/7)))
[83699] ['1/3', '3/7', '2/3', '7/9', '2'] -> ((2/3 + 2) / (7/9 * (1/3 * 3/7)))
[83700] ['1/9', '5/6', '9/8', '3/2', '5'] -> ((3/2 / 9/8) / ((5/6 / 5) - 1/9))
[83701] ['1/5', '4/7', '9/5', '8/3', '8'] -> (8 / (8/3 - (9/5 / (1/5 + 4/7))))
[83702] ['1/8', '1/3', '2/3', '7/5', '4'] -> ((((2/3 + 4) / 7/5) - 1/3) / 1/8)
[83703] ['1/7', '5/8', '3/4', '7/2', '5'] -> ((5/8 + 5) + (7/2 / (1/7 / 3/4)))
[83704] ['1/9', '9/8', '7/6', '9/7', '6'] -> (6 / (1/9 * (9/7 + (9/8 / 7/6))))
[83705] ['2/9', '3/8', '8/9', '8/9', '4'] -> ((4 + (8/9 / 2/9)) / (3/8 * 8/9))
[83706] ['1/9', '5/6', '9/8', '8/5', '5'] -> ((5 - (9/8 * 8/5)) / (1/9 / 5/6))
[83707] ['3/7', '5/9', '6/7', '9/8', '3'] -> (3 / ((5/9 * 9/8) - (3/7 / 6/7)))
[83708] ['1/9', '1/2', '8/7', '6/5', '7'] -> ((8/7 / 6/5) / (1/9 - (1/2 / 7)))
[83709] ['1/5', '6/5', '9/7', '7/4', '5'] -> ((6/5 * 7/4) * (5 + (9/7 / 1/5)))
[83710] ['1/7', '5/8', '3/4', '9/2', '5'] -> ((9/2 / 1/7) - ((5/8 + 5) / 3/4))
[83711] ['1/9', '5/6', '9/8', '5/3', '5'] -> ((5 - (5/3 / 5/6)) / (1/9 * 9/8))
[83712] ['3/7', '5/9', '6/7', '8/7', '3'] -> (8/7 / ((6/7 / 3) - (3/7 * 5/9)))
[83713] ['1/3', '3/7', '2/3', '8/9', '2'] -> ((2/3 + 2) / (8/9 - (1/3 / 3/7)))
[83714] ['1/5', '1/5', '7/8', '5/2', '9'] -> ((9 / 1/5) / ((7/8 / 1/5) - 5/2))
[83715] ['2/9', '3/8', '8/9', '6/5', '4'] -> (4 / (3/8 - ((2/9 / 8/9) / 6/5)))
[83716] ['1/9', '5/6', '9/8', '7/4', '5'] -> ((((9/8 + 5) / 7/4) - 5/6) / 1/9)
[83717] ['1/9', '1/2', '8/7', '9/7', '7'] -> (7 / ((1/2 / 9/7) - (1/9 / 8/7)))
[83718] ['1/5', '4/7', '9/4', '8/3', '8'] -> ((8 / (8/3 * (1/5 * 4/7))) - 9/4)
[83719] ['1/8', '1/3', '5/7', '5/6', '4'] -> ((5/6 / (5/7 * (1/8 * 1/3))) - 4)
[83720] ['2/7', '4/9', '5/9', '9/7', '5'] -> (((5/9 + (9/7 * 5)) / 2/7) - 4/9)
[83721] ['3/5', '5/7', '3/4', '1', '9/4'] -> ((9/4 / ((3/5 / 5/7) - 3/4)) - 1)
[83722] ['1/7', '5/8', '7/9', '5/6', '5'] -> ((1/7 * 5) / (5/6 - (5/8 / 7/9)))
[83723] ['3/7', '5/9', '6/7', '4/3', '3'] -> ((6/7 / 3) / (3/7 - (5/9 / 4/3)))
[83724] ['1/5', '6/5', '9/7', '8/3', '5'] -> ((9/7 * 8/3) * (5 * (1/5 + 6/5)))
[83725] ['3/5', '5/7', '9/7', '7/5', '3'] -> ((3/5 + (5/7 * 3)) / (7/5 - 9/7))
[83726] ['1/9', '5/6', '9/8', '9/4', '5'] -> ((9/4 / (1/9 * 9/8)) + (5 / 5/6))
[83727] ['2/7', '4/9', '5/9', '4/3', '5'] -> (4/3 / (4/9 - (5/9 / (2/7 * 5))))
[83728] ['1/9', '5/6', '9/8', '7/3', '5'] -> (((7/3 / 1/9) + (5 / 5/6)) / 9/8)
[83729] ['1/3', '3/7', '2/3', '5/3', '2'] -> (2/3 + ((5/3 * 2) / (1/3 * 3/7)))
[83730] ['1/5', '4/7', '7/3', '5/2', '8'] -> (8 / (((4/7 * 7/3) / 5/2) - 1/5))
[83731] ['1/5', '1/5', '8/9', '7/6', '9'] -> (((9 / (1/5 + 1/5)) - 7/6) / 8/9)
[83732] ['1/9', '5/6', '9/8', '8/3', '5'] -> (((5 / (5/6 * 9/8)) - 8/3) / 1/9)
[83733] ['3/7', '5/9', '6/7', '7/4', '3'] -> ((6/7 / 3/7) / (7/4 - (5/9 * 3)))
[83734] ['1/9', '9/8', '6/5', '6/5', '6'] -> ((6/5 / (1/9 * 6)) / (6/5 - 9/8))
[83735] ['3/5', '5/7', '9/7', '9/5', '3'] -> (((9/7 + 9/5) / (5/7 - 3/5)) - 3)
[83736] ['1/3', '3/7', '2/3', '9/5', '2'] -> (9/5 * ((2 / (1/3 * 3/7)) - 2/3))
[83737] ['4/7', '3/5', '3/5', '9/4', '4'] -> (((4 / 4/7) - 3/5) / (3/5 / 9/4))
[83738] ['2/7', '4/9', '5/9', '8/5', '5'] -> (5 * ((8/5 / 2/7) - (4/9 / 5/9)))
[83739] ['1/8', '1/3', '5/7', '5/4', '4'] -> (4 / (5/7 * (1/3 - (1/8 / 5/4))))
[83740] ['1/9', '1/2', '8/7', '5/2', '7'] -> ((7 / (1/9 / 8/7)) / (1/2 + 5/2))
[83741] ['3/7', '5/9', '6/7', '7/3', '3'] -> (3 * (5/9 + ((6/7 + 7/3) / 3/7)))
[83742] ['1/5', '1/5', '8/9', '9/7', '9'] -> (9 / (1/5 + ((1/5 / 8/9) / 9/7)))
[83743] ['2/9', '3/8', '9/8', '8/7', '4'] -> (8/7 * ((9/8 / 3/8) + (4 / 2/9)))
[83744] ['1/5', '4/7', '5/2', '5/2', '8'] -> ((8 / 4/7) - (5/2 - (5/2 / 1/5)))
[83745] ['1/5', '6/5', '7/5', '3/2', '5'] -> ((1/5 + (7/5 * 5)) / (3/2 - 6/5))
[83746] ['1/8', '1/3', '5/7', '4/3', '4'] -> ((4/3 / (1/8 * (5/7 - 1/3))) - 4)
[83747] ['1/3', '3/7', '5/7', '7/9', '2'] -> ((2 * (1/3 + 3/7)) / (7/9 - 5/7))
[83748] ['2/9', '3/8', '9/8', '6/5', '4'] -> (4 / (3/8 - ((2/9 * 9/8) / 6/5)))
[83749] ['3/5', '5/7', '9/7', '8/3', '3'] -> ((9/7 * 8/3) * (3 / (3/5 * 5/7)))
[83750] ['1/9', '5/6', '8/7', '7/6', '5'] -> ((8/7 * 7/6) / ((5/6 / 5) - 1/9))
[83751] ['4/7', '3/5', '3/5', '7/2', '4'] -> ((3/5 / 7/2) * (4 / (3/5 - 4/7)))
[83752] ['1/3', '3/7', '5/7', '4/5', '2'] -> (4/5 / (1/3 - ((3/7 / 5/7) / 2)))
[83753] ['1/7', '5/8', '7/9', '5/4', '5'] -> ((5 / (1/7 * 7/9)) / (5/8 + 5/4))
[83754] ['3/7', '5/9', '6/7', '3', '9/2'] -> (9/2 / (3/7 - (6/7 / (5/9 + 3))))
[83755] ['1/9', '9/8', '6/5', '7/5', '6'] -> (6 / ((9/8 * (7/5 - 1/9)) - 6/5))
[83756] ['3/5', '5/7', '7/9', '7/8', '1'] -> ((1 / (3/5 * 5/7)) / (7/8 - 7/9))
[83757] ['1/9', '5/6', '8/7', '6/5', '5'] -> ((5 / (8/7 - (1/9 + 5/6))) - 6/5)
[83758] ['1/8', '1/3', '5/7', '8/5', '4'] -> (4 / (((1/3 / 5/7) / 8/5) - 1/8))
[83759] ['1/9', '5/6', '8/7', '5/4', '5'] -> (((5 / (8/7 * 5/4)) - 5/6) / 1/9)
[83760] ['1/5', '1/5', '8/9', '7/3', '9'] -> (8/9 / (((7/3 - 1/5) / 9) - 1/5))
[83761] ['1/7', '5/8', '7/9', '4/3', '5'] -> (((5 / 1/7) - 4/3) / (5/8 + 7/9))
[83762] ['1/5', '6/5', '7/5', '7/2', '5'] -> ((7/2 * (1/5 + (7/5 * 5))) - 6/5)
[83763] ['3/7', '5/9', '7/8', '9/8', '3'] -> ((3 / (5/9 - 3/7)) / (7/8 * 9/8))
[83764] ['2/9', '3/8', '9/8', '8/5', '4'] -> (8/5 * ((4 / 2/9) - (9/8 / 3/8)))
[83765] ['1/9', '9/8', '6/5', '5/3', '6'] -> ((6 / (1/9 * 9/8)) / (6/5 * 5/3))
[83766] ['4/7', '3/5', '5/8', '2/3', '4'] -> (4 / (4/7 * (2/3 - (3/5 * 5/8))))
[83767] ['1/5', '1/5', '8/9', '5/2', '9'] -> (5/2 * ((9 * (1/5 + 8/9)) - 1/5))
[83768] ['1/5', '4/7', '7/2', '7/2', '8'] -> ((4/7 + 8) * (7/2 - (1/5 * 7/2)))
[83769] ['1/3', '3/7', '5/7', '6/5', '2'] -> ((5/7 / (3/7 - 1/3)) * (6/5 + 2))
[83770] ['1/8', '1/3', '5/7', '9/5', '4'] -> (4 / (1/8 * (9/5 - (1/3 / 5/7))))
[83771] ['1/8', '2/5', '5/6', '7/5', '3'] -> (7/5 / (5/6 - (2/5 + (1/8 * 3))))
[83772] ['3/5', '5/7', '4/3', '8/5', '3'] -> (8/5 / ((4/3 / 5/7) - (3/5 * 3)))
[83773] ['4/7', '3/5', '5/8', '3/4', '4'] -> ((4 / 4/7) / ((5/8 / 3/5) - 3/4))
[83774] ['1/3', '3/7', '5/7', '9/7', '2'] -> (2 / ((5/7 / (3/7 + 9/7)) - 1/3))
[83775] ['2/7', '4/9', '5/9', '9/2', '5'] -> ((9/2 * 5) - (4/9 - (5/9 / 2/7)))
[83776] ['1/9', '9/8', '6/5', '5/2', '6'] -> ((6 - (6/5 * 5/2)) / (1/9 * 9/8))
[83777] ['3/5', '5/7', '7/9', '1', '6/5'] -> (((3/5 + 1) / (7/9 - 5/7)) - 6/5)
[83778] ['3/7', '5/9', '7/8', '7/6', '3'] -> (3 / (((7/6 - 7/8) / 3/7) - 5/9))
[83779] ['1/9', '1/2', '6/5', '4/3', '7'] -> ((4/3 / (1/9 * 6/5)) + (7 / 1/2))
[83780] ['4/7', '3/5', '5/8', '7/9', '4'] -> ((4 / (4/7 * 3/5)) / (5/8 * 7/9))
[83781] ['2/9', '3/8', '8/7', '8/7', '4'] -> ((8/7 * 8/7) * (3/8 + (4 / 2/9)))
[83782] ['2/7', '4/9', '4/7', '4/7', '5'] -> (((4/7 / 4/9) + (4/7 + 5)) / 2/7)
[83783] ['1/5', '3/5', '3/5', '3/4', '8'] -> (((3/4 * 8) - (3/5 + 3/5)) / 1/5)
[83784] ['1/9', '5/6', '8/7', '8/5', '5'] -> ((8/5 - 8/7) / (1/9 / (5/6 + 5)))
[83785] ['1/5', '1/5', '9/8', '7/6', '9'] -> (9/8 * ((9 / (1/5 + 1/5)) - 7/6))
[83786] ['4/7', '3/5', '5/8', '4/5', '4'] -> ((4 / (4/7 / 3/5)) / (4/5 - 5/8))
[83787] ['1/5', '6/5', '5/3', '7/4', '5'] -> (6/5 / ((7/4 / 5/3) - (1/5 * 5)))
[83788] ['1/9', '9/8', '6/5', '7/2', '6'] -> ((6/5 / (1/9 * 9/8)) * (6 - 7/2))
[83789] ['1/9', '1/2', '6/5', '8/5', '7'] -> ((7 / (1/2 - 1/9)) / (6/5 / 8/5))
[83790] ['3/7', '5/9', '7/8', '9/7', '3'] -> (9/7 / ((7/8 / 3) - (3/7 * 5/9)))
[83791] ['1/8', '1/3', '5/7', '8/3', '4'] -> (((8/3 / (5/7 - 1/3)) - 4) / 1/8)
[83792] ['1/5', '3/5', '3/5', '7/9', '8'] -> (8 / ((1/5 + 3/5) - (3/5 * 7/9)))
[83793] ['1/5', '1/5', '9/8', '5/4', '9'] -> ((1/5 * 9) / ((1/5 + 9/8) - 5/4))
[83794] ['1/7', '5/8', '7/9', '9/5', '5'] -> ((5 / (5/8 - 1/7)) / (7/9 / 9/5))
[83795] ['1/9', '9/8', '5/4', '5/4', '6'] -> (6 / ((1/9 + 5/4) - (5/4 / 9/8)))
[83796] ['3/7', '5/9', '7/8', '4/3', '3'] -> ((4/3 + 3) / (5/9 - (3/7 * 7/8)))
[83797] ['1/8', '2/5', '5/6', '7/3', '3'] -> (3 / (7/3 - (1/8 + (5/6 / 2/5))))
