[5] ['1/7', '5/9', '8/9', '7/4', '6'] -> ((8/9 - (5/9 / 7/4)) / (1/7 / 6))
[4863] ['1/8', '1/7', '1/7', '1/5', '5'] -> ((1/7 - (1/7 / 1/8)) + (5 / 1/5))
[4864] ['7/9', '7/6', '9/5', '9/4', '6'] -> (6 / ((7/6 / 7/9) - (9/4 / 9/5)))
[4865] ['1/4', '6/7', '8/5', '8/3', '8'] -> ((6/7 * (1/4 + 8/3)) * (8/5 + 8))
[4866] ['1/6', '1/4', '9/7', '3/2', '4'] -> ((3/2 / (9/7 * (1/6 * 1/4))) - 4)
[4867] ['1/7', '5/8', '9/7', '9/7', '6'] -> (9/7 / ((1/7 * 6) - (5/8 * 9/7)))
[4868] ['6/7', '7/6', '7/6', '7/5', '4'] -> (4 / ((6/7 * 7/6) - (7/6 / 7/5)))
[4869] ['1/3', '5/9', '5/9', '3', '7/2'] -> (((7/2 * (3 - 5/9)) - 5/9) / 1/3)
[4870] ['8/7', '4/3', '7/4', '9/5', '2'] -> ((4/3 / 7/4) / (8/7 - (2 / 9/5)))
[4871] ['7/9', '7/6', '9/5', '5/2', '6'] -> ((9/5 * 5/2) * (6 - (7/9 / 7/6)))
[4872] ['1/3', '5/9', '5/9', '3', '9/2'] -> ((3 + (9/2 * (5/9 + 5/9))) / 1/3)
[4873] ['1/7', '5/8', '9/7', '7/5', '6'] -> ((9/7 + 6) / ((5/8 / 7/5) - 1/7))
[4874] ['1/7', '8/7', '5/3', '7/2', '5'] -> (8/7 / (1/7 - ((5/3 / 7/2) / 5)))
[4875] ['8/9', '8/7', '7/6', '7/3', '3'] -> (8/7 / (7/3 - (3 * (8/9 / 7/6))))
[4876] ['8/7', '4/3', '7/4', '2', '9/4'] -> (8/7 / (((4/3 + 9/4) / 7/4) - 2))
[4877] ['4/9', '7/9', '1', '7/6', '3/2'] -> (4/9 / (((7/9 + 1) / 3/2) - 7/6))
[4878] ['1/3', '1/3', '5/8', '6/7', '4'] -> ((1/3 + (4 / 6/7)) / (1/3 * 5/8))
[4879] ['2/9', '1/4', '8/7', '7/4', '5'] -> (8/7 * ((1/4 - 7/4) + (5 / 2/9)))
[4880] ['8/7', '4/3', '7/4', '2', '7/3'] -> (2 / ((7/3 * (7/4 - 8/7)) - 4/3))
[4881] ['3/7', '4/7', '2/3', '8/5', '4'] -> (4 / ((4/7 / (3/7 * 8/5)) - 2/3))
[4882] ['1/7', '5/8', '9/7', '7/3', '6'] -> (((7/3 / (1/7 / 9/7)) - 6) / 5/8)
[4883] ['8/9', '8/7', '7/6', '8/3', '3'] -> (8/7 / (((8/9 + 8/3) / 7/6) - 3))
[4884] ['7/9', '7/6', '9/5', '9/2', '6'] -> (6 * ((7/6 / 7/9) + (9/2 / 9/5)))
[4885] ['6/7', '7/6', '7/6', '7/4', '4'] -> (6/7 / (7/4 - (4 / (7/6 + 7/6))))
[4886] ['1/8', '1/7', '1/7', '5/9', '5'] -> ((1/7 + (5/9 * (1/7 + 5))) / 1/8)
[4887] ['4/9', '7/9', '1', '7/6', '5/3'] -> (4/9 / ((7/9 * (1 + 7/6)) - 5/3))
[4888] ['3/7', '4/7', '2/3', '9/5', '4'] -> ((2/3 * 4) / (3/7 - (4/7 / 9/5)))
[4889] ['1/4', '6/7', '5/3', '9/4', '8'] -> ((6/7 * 8) * ((5/3 * 9/4) - 1/4))
[4890] ['1/3', '1/3', '5/8', '6/5', '4'] -> ((6/5 * 4) / ((1/3 / 5/8) - 1/3))
[4891] ['1/6', '1/4', '9/7', '5/2', '4'] -> (9/7 * ((1/6 + 5/2) + (4 / 1/4)))
[4892] ['1/7', '5/8', '9/7', '7/2', '6'] -> ((9/7 * 6) / (1/7 + (5/8 / 7/2)))
[4893] ['7/9', '7/6', '5/2', '5/2', '6'] -> (((7/6 + 5/2) + (5/2 * 6)) / 7/9)
[4894] ['8/9', '8/7', '7/6', '3', '9/2'] -> (7/6 / ((9/2 / 8/7) - (8/9 + 3)))
[4895] ['2/9', '8/7', '7/5', '8/5', '2'] -> (2 / (2/9 * (8/5 - (7/5 / 8/7))))
[4896] ['1/6', '1/4', '9/7', '8/3', '4'] -> ((8/3 / 4) / ((1/4 / 9/7) - 1/6))
[4897] ['1/3', '5/9', '4/7', '5/6', '3'] -> ((1/3 + 3) / ((5/9 / 4/7) - 5/6))
[4898] ['8/7', '4/3', '9/5', '9/5', '2'] -> (9/5 / ((9/5 / 8/7) - (2 / 4/3)))
[4899] ['2/9', '8/7', '7/5', '5/3', '2'] -> ((7/5 * 5/3) * (2 / (2/9 / 8/7)))
[4900] ['1/3', '1/3', '5/8', '3/2', '4'] -> (3/2 + ((5/8 * 4) / (1/3 * 1/3)))
[4901] ['1/4', '6/7', '5/3', '9/2', '8'] -> (((9/2 / 6/7) - 1/4) / (5/3 / 8))
[4902] ['1/7', '1/6', '5/9', '7/6', '9'] -> (9 + ((1/6 + (7/6 / 1/7)) / 5/9))
[4903] ['8/7', '4/3', '9/5', '2', '9/4'] -> (2 / ((9/4 / 9/5) - (4/3 / 8/7)))
[4904] ['3/7', '4/7', '5/7', '8/9', '4'] -> ((3/7 * 4) / (5/7 - (4/7 / 8/9)))
[4905] ['1/8', '1/7', '1/7', '6/7', '5'] -> (5 / (((1/7 + 1/7) / 6/7) - 1/8))
[4906] ['1/3', '1/3', '5/8', '8/5', '4'] -> ((8/5 / 1/3) + (4 / (1/3 * 5/8)))
[4907] ['1/4', '6/7', '7/4', '9/5', '8'] -> (8 / ((6/7 / 9/5) - (1/4 / 7/4)))
[4908] ['3/7', '4/7', '5/7', '9/8', '4'] -> ((3/7 * 4) / (5/7 - (4/7 * 9/8)))
[4909] ['1/7', '5/8', '4/3', '8/5', '6'] -> ((8/5 / 1/7) + (6 / (5/8 / 4/3)))
[4910] ['6/7', '7/6', '7/6', '4', '9/2'] -> ((6/7 * 7/6) / (7/6 - (9/2 / 4)))
[4911] ['2/9', '1/4', '8/7', '7/2', '5'] -> (8/7 * ((1/4 + 5) + (7/2 / 2/9)))
[4912] ['1/3', '1/3', '5/8', '9/5', '4'] -> ((4 / 5/8) / ((1/3 * 9/5) - 1/3))
[4913] ['1/8', '1/7', '1/7', '8/9', '5'] -> ((5 - (1/7 / 1/8)) / (1/7 / 8/9))
[4914] ['8/9', '8/7', '6/5', '7/5', '3'] -> (3 / ((6/5 / 8/9) - (7/5 / 8/7)))
[4915] ['2/9', '1/4', '8/7', '9/2', '5'] -> (8/7 * ((2/9 * 9/2) + (5 / 1/4)))
[4916] ['1/7', '8/7', '9/5', '9/2', '5'] -> (8/7 + (9/2 * (5 + (1/7 / 9/5))))
[4917] ['3/7', '4/7', '5/7', '6/5', '4'] -> ((5/7 * 6/5) * (4 / (4/7 - 3/7)))
[4918] ['4/9', '7/9', '1', '6/5', '5/4'] -> ((4/9 * 6/5) / ((1 / 5/4) - 7/9))
[4919] ['1/8', '1/7', '1/7', '9/8', '5'] -> ((5 - (1/7 / 1/8)) / (1/7 * 9/8))
[4920] ['8/7', '4/3', '9/5', '2', '8/3'] -> ((4/3 / (9/5 - (2 / 8/7))) - 8/3)
[4921] ['2/9', '1/4', '7/6', '7/6', '5'] -> ((1/4 + ((7/6 + 5) / 2/9)) / 7/6)
[4922] ['1/7', '8/7', '9/4', '9/4', '5'] -> ((9/4 / ((8/7 / 5) - 1/7)) - 9/4)
[4923] ['6/7', '7/6', '6/5', '3/2', '4'] -> (4 / (6/5 * (3/2 - (7/6 / 6/7))))
[4924] ['2/9', '8/7', '7/5', '2', '5/2'] -> ((8/7 / 2/9) / (2 - (5/2 / 7/5)))
[4925] ['1/7', '5/8', '4/3', '9/4', '6'] -> (((9/4 / (1/7 / 4/3)) - 6) / 5/8)
[4926] ['1/8', '1/7', '1/7', '7/6', '5'] -> (5 / ((7/6 * (1/7 + 1/7)) - 1/8))
[4927] ['1/3', '1/3', '2/3', '6/7', '4'] -> (4 / ((1/3 / 6/7) - (1/3 * 2/3)))
[4928] ['6/7', '7/6', '6/5', '8/5', '4'] -> ((8/5 + 4) / ((6/5 / 6/7) - 7/6))
[4929] ['3/7', '4/7', '5/7', '5/3', '4'] -> ((4/7 + (4 / 5/7)) / (3/7 / 5/3))
[4930] ['1/6', '1/4', '7/5', '8/3', '4'] -> ((8/3 - 1/6) * (4 + (7/5 / 1/4)))
[4931] ['4/9', '7/9', '1', '6/5', '4/3'] -> (1 / (((7/9 / 6/5) / 4/3) - 4/9))
[4932] ['1/7', '8/7', '9/4', '9/2', '5'] -> ((5 - (9/2 / 9/4)) / (1/7 / 8/7))
[4933] ['2/9', '1/4', '7/6', '9/7', '5'] -> ((9/7 + (1/4 / 7/6)) + (5 / 2/9))
[4934] ['3/7', '4/7', '5/7', '7/4', '4'] -> ((4/7 / (3/7 - (5/7 / 7/4))) - 4)
[4935] ['6/7', '7/6', '6/5', '7/4', '4'] -> ((7/6 + 7/4) * (4 * (6/7 + 6/5)))
[4936] ['1/7', '1/6', '5/9', '5/3', '9'] -> ((5/3 / 1/7) + (9 + (5/9 / 1/6)))
[4937] ['1/4', '6/7', '9/4', '9/4', '8'] -> ((8 - (9/4 / 9/4)) / (1/4 / 6/7))
[4938] ['1/8', '1/7', '1/7', '7/4', '5'] -> ((1/7 + 5) / (1/7 + (1/8 / 7/4)))
[4939] ['6/7', '7/6', '6/5', '9/5', '4'] -> (4 / (9/5 - (6/5 / (6/7 / 7/6))))
[4940] ['1/7', '5/8', '7/5', '7/5', '6'] -> ((6 / (1/7 * 5/8)) / (7/5 + 7/5))
[4941] ['1/3', '1/3', '2/3', '8/5', '4'] -> ((4 + (1/3 + 2/3)) / (1/3 / 8/5))
[4942] ['2/9', '8/7', '3/2', '8/5', '2'] -> ((8/7 + 8/5) * (2 + (3/2 / 2/9)))
[4943] ['1/4', '6/7', '9/4', '9/2', '8'] -> (8 / ((9/4 / (6/7 * 9/2)) - 1/4))
[4944] ['2/9', '8/7', '3/2', '5/3', '2'] -> ((5/3 + (3/2 * 2)) / (2/9 / 8/7))
[4945] ['7/9', '6/5', '5/4', '9/7', '6'] -> (6 / (5/4 * (6/5 - (7/9 * 9/7))))
[4946] ['1/7', '7/6', '7/6', '6/5', '5'] -> (((5 / (1/7 * 6/5)) - 7/6) / 7/6)
[4947] ['6/7', '7/6', '6/5', '7/3', '4'] -> ((6/7 / (6/5 - 7/6)) - (4 / 7/3))
[4948] ['1/7', '5/8', '7/5', '8/5', '6'] -> ((((7/5 + 8/5) / 1/7) - 6) / 5/8)
[4949] ['3/7', '4/7', '3/4', '6/7', '4'] -> ((3/7 * 4) / ((3/4 * 6/7) - 4/7))
[4950] ['6/7', '7/6', '6/5', '5/2', '4'] -> ((7/6 * 5/2) * (4 * (6/7 + 6/5)))
[4951] ['1/8', '1/7', '1/6', '1/6', '5'] -> (5 / (1/6 + (1/7 * (1/8 + 1/6))))
[4952] ['1/3', '1/3', '5/7', '3/4', '4'] -> (((1/3 / 1/3) / (3/4 - 5/7)) - 4)
[4953] ['2/9', '1/4', '6/5', '6/5', '5'] -> ((6/5 + (1/4 * 6/5)) + (5 / 2/9))
[4954] ['1/7', '1/6', '5/9', '5/2', '9'] -> ((5/2 / 1/7) + (9 * (1/6 + 5/9)))
[4955] ['7/9', '6/5', '5/4', '7/5', '6'] -> (6 / ((7/5 / (7/9 * 6/5)) - 5/4))
[4956] ['8/7', '4/3', '2', '8/3', '8/3'] -> ((2 + 8/3) * (8/3 + (8/7 + 4/3)))
[4957] ['1/6', '1/4', '9/5', '7/3', '4'] -> (7/3 / ((1/4 / 9/5) - (1/6 / 4)))
[4958] ['8/9', '8/7', '6/5', '3', '9/2'] -> ((8/7 * 6/5) * (9/2 * (8/9 + 3)))
[4959] ['1/7', '7/6', '7/6', '7/5', '5'] -> ((5 / (1/7 * 7/5)) - (7/6 / 7/6))
[4960] ['1/8', '1/7', '1/6', '2/9', '5'] -> (5 / (1/7 * (1/8 + (2/9 / 1/6))))
[4961] ['3/7', '4/7', '3/4', '8/7', '4'] -> ((3/4 * 8/7) * (4 / (4/7 - 3/7)))
[4962] ['1/7', '1/6', '5/9', '8/3', '9'] -> (1/6 + ((5/9 + (9 / 1/7)) / 8/3))
[4963] ['1/3', '1/3', '5/7', '5/6', '4'] -> (4 / ((5/6 / 5/7) - (1/3 / 1/3)))
[4964] ['7/9', '6/5', '5/4', '8/5', '6'] -> ((8/5 + 6) / (5/4 - (7/9 * 6/5)))
[4965] ['8/7', '4/3', '2', '7/2', '7/2'] -> ((8/7 * 7/2) / (7/2 - (4/3 + 2)))
[4966] ['1/7', '7/6', '7/6', '3/2', '5'] -> (((7/6 / 7/6) + (5 / 1/7)) / 3/2)
[4967] ['2/9', '8/7', '3/2', '2', '5/2'] -> (8/7 * ((5/2 / (2/9 / 2)) - 3/2))
[4968] ['6/7', '7/6', '6/5', '4', '9/2'] -> ((7/6 * 6/5) * ((4 * 9/2) - 6/7))
[4969] ['3/7', '4/7', '3/4', '4/3', '4'] -> (4 / ((3/7 / 4/7) + (3/4 - 4/3)))
[4970] ['1/7', '7/6', '7/6', '5/3', '5'] -> (((5 - 7/6) / 1/7) - (7/6 + 5/3))
[4971] ['1/7', '1/6', '5/9', '9/2', '9'] -> ((1/6 + 9/2) * (1/7 + (5/9 * 9)))
[4972] ['6/7', '7/6', '5/4', '5/4', '4'] -> ((4 / 7/6) / ((5/4 / 5/4) - 6/7))
[4973] ['8/7', '7/5', '7/5', '3/2', '2'] -> ((8/7 * 7/5) / (7/5 - (2 / 3/2)))
[4974] ['1/3', '5/9', '3/5', '7/9', '3'] -> ((1/3 + (3 / 3/5)) / (7/9 - 5/9))
[4975] ['1/7', '1/6', '4/7', '4/7', '9'] -> ((9 + (1/7 + 4/7)) / (4/7 - 1/6))
[4976] ['2/9', '1/4', '6/5', '7/4', '5'] -> ((5 * ((6/5 / 2/9) - 1/4)) - 7/4)
[4977] ['2/9', '8/7', '3/2', '2', '9/2'] -> (8/7 * ((3/2 / 2) + (9/2 / 2/9)))
[4978] ['7/9', '6/5', '5/4', '9/5', '6'] -> ((6 / 5/4) / ((7/9 * 9/5) - 6/5))
[4979] ['1/4', '7/8', '7/8', '5/4', '8'] -> ((8 * (1/4 + 7/8)) / (5/4 - 7/8))
[4980] ['1/7', '7/6', '7/6', '9/4', '5'] -> ((5 / 1/7) / ((7/6 * 9/4) - 7/6))
[4981] ['4/9', '7/9', '1', '5/4', '8/5'] -> (8/5 / ((4/9 - 1) + (7/9 / 5/4)))
[4982] ['8/7', '7/5', '7/5', '5/3', '2'] -> ((8/7 / 5/3) / ((2 / 7/5) - 7/5))
[4983] ['7/9', '6/5', '5/4', '9/4', '6'] -> (6 / ((7/9 * 9/4) - (6/5 * 5/4)))
[4984] ['2/9', '1/4', '6/5', '9/5', '5'] -> ((9/5 - (1/4 * 6/5)) + (5 / 2/9))
[4985] ['1/4', '7/8', '7/8', '9/7', '8'] -> ((8 - (7/8 + (7/8 * 9/7))) / 1/4)
[4986] ['1/7', '1/6', '4/7', '2/3', '9'] -> ((2/3 + (1/7 / 1/6)) / (4/7 / 9))
[4987] ['1/3', '1/3', '5/7', '5/4', '4'] -> ((4 / 5/4) / ((1/3 / 5/7) - 1/3))
[4988] ['2/9', '8/7', '8/5', '5/3', '2'] -> ((2 + (8/5 * 5/3)) / (2/9 / 8/7))
[4989] ['7/9', '6/5', '5/4', '7/3', '6'] -> (5/4 * (6/5 + (6 / (7/9 / 7/3))))
[4990] ['4/9', '7/9', '1', '5/4', '9/5'] -> ((5/4 / (9/5 - (7/9 / 4/9))) - 1)
[4992] ['1/7', '7/6', '7/6', '8/3', '5'] -> ((8/3 + 5) + ((7/6 + 7/6) / 1/7))
[4991] ['1/8', '1/7', '1/6', '5/8', '5'] -> (((1/8 / 1/7) + (5/8 * 5)) / 1/6)
[4993] ['1/3', '1/3', '5/7', '4/3', '4'] -> ((4/3 / (5/7 - (1/3 + 1/3))) - 4)
[4994] ['1/7', '7/6', '7/6', '7/2', '5'] -> (7/2 * ((7/6 * 5) - (1/7 - 7/6)))
[4995] ['3/7', '4/7', '7/9', '4/5', '4'] -> ((4/7 / (4/5 - 7/9)) - (3/7 * 4))
[4996] ['8/9', '8/7', '5/4', '7/4', '3'] -> (3 / ((7/4 / 8/7) - (5/4 / 8/9)))
[4997] ['6/7', '7/6', '5/4', '9/4', '4'] -> (4 / (7/6 * (9/4 - (6/7 + 5/4))))
[4998] ['1/4', '7/8', '7/8', '8/3', '8'] -> (8 / ((7/8 / 7/8) - (1/4 * 8/3)))
[4999] ['1/7', '7/6', '7/6', '9/2', '5'] -> (9/2 * (5 + (1/7 * (7/6 + 7/6))))
[5000] ['2/9', '1/4', '5/4', '5/4', '5'] -> (5 / (2/9 * (5/4 - (1/4 * 5/4))))
[5001] ['8/7', '7/5', '7/5', '2', '8/3'] -> ((8/7 * 7/5) / (7/5 - (8/3 / 2)))
[5002] ['7/9', '6/5', '5/4', '9/2', '6'] -> (6 * (6/5 + (9/2 * (7/9 / 5/4))))
[5003] ['1/4', '7/8', '8/9', '8/7', '8'] -> ((7/8 * 8/9) * ((8 / 1/4) - 8/7))
[5004] ['1/7', '1/6', '4/7', '6/5', '9'] -> (9 / (1/6 + ((1/7 / 4/7) / 6/5)))
[5005] ['6/7', '7/6', '5/4', '5/2', '4'] -> (6/7 / (((4 - 5/2) / 7/6) - 5/4))
[5006] ['2/9', '1/4', '5/4', '9/7', '5'] -> ((5/4 + ((1/4 + 5) / 9/7)) / 2/9)
[5007] ['1/3', '1/3', '5/7', '5/3', '4'] -> (((5/3 / 5/7) - 1/3) / (1/3 / 4))
[5008] ['3/7', '4/7', '7/9', '9/8', '4'] -> ((4 / 7/9) / ((4/7 * 9/8) - 3/7))
[5009] ['1/3', '5/9', '3/5', '7/5', '3'] -> ((3 + (7/5 / 3/5)) / (5/9 - 1/3))
[5010] ['6/7', '7/6', '5/4', '4', '9/2'] -> ((6/7 * 7/6) + (4 * (5/4 + 9/2)))
[5011] ['1/8', '1/7', '1/6', '8/9', '5'] -> ((8/9 / 1/6) + (5 / (1/8 + 1/7)))
[5012] ['8/7', '7/5', '3/2', '3/2', '2'] -> ((8/7 * 3/2) / (3/2 - (2 / 7/5)))
[5013] ['1/7', '5/8', '3/2', '8/3', '6'] -> (6 / ((5/8 / (1/7 * 3/2)) - 8/3))
[5014] ['3/7', '4/7', '7/9', '7/6', '4'] -> (4 / ((7/6 / 7/9) - (4/7 / 3/7)))
[5015] ['2/9', '1/4', '5/4', '8/5', '5'] -> ((5 / (2/9 / 8/5)) / (1/4 + 5/4))
[5016] ['7/9', '6/5', '9/7', '7/5', '6'] -> (6 * (6/5 + (9/7 * (7/9 + 7/5))))
[5017] ['1/7', '7/6', '6/5', '3/2', '5'] -> ((6/5 / 3/2) * (5 / (1/7 * 7/6)))
[5018] ['6/7', '7/6', '9/7', '9/7', '4'] -> ((4 / 7/6) / ((9/7 / 9/7) - 6/7))
[5019] ['3/7', '4/7', '7/9', '6/5', '4'] -> (4 / (7/9 * (4/7 - (3/7 / 6/5))))
[5020] ['1/4', '7/8', '8/9', '9/7', '8'] -> ((8 - (8/9 * 9/7)) / (1/4 / 7/8))
[5021] ['6/7', '7/6', '9/7', '7/5', '4'] -> (4 / ((7/6 / 7/5) - (6/7 / 9/7)))
[5022] ['1/7', '7/6', '6/5', '8/5', '5'] -> ((6/5 + (5 / 7/6)) / (1/7 * 8/5))
[5023] ['1/6', '2/7', '1/3', '1/2', '4'] -> (((4 / 2/7) - (1/3 / 1/6)) / 1/2)
[5024] ['1/3', '1/3', '5/7', '5/2', '4'] -> (((4 / (5/7 - 1/3)) - 5/2) / 1/3)
[5025] ['1/8', '1/7', '1/6', '6/5', '5'] -> (((5 / 6/5) - (1/6 / 1/7)) / 1/8)
[5026] ['8/9', '8/7', '5/4', '3', '7/2'] -> ((3 / 7/2) / ((8/7 / 8/9) - 5/4))
[5027] ['2/9', '8/7', '5/3', '5/3', '2'] -> (5/3 / (((2 - 5/3) / 8/7) - 2/9))
[5028] ['3/7', '4/7', '7/9', '9/7', '4'] -> ((9/7 + (4 / (4/7 * 7/9))) / 3/7)
[5029] ['1/4', '7/8', '8/9', '7/5', '8'] -> ((8 / 8/9) / ((7/8 / 7/5) - 1/4))
[5030] ['2/9', '1/4', '5/4', '9/4', '5'] -> ((9/4 / (1/4 + 5/4)) + (5 / 2/9))
[5031] ['8/7', '7/5', '3/2', '9/5', '2'] -> (8/7 / ((2 / 3/2) - (9/5 / 7/5)))
[5032] ['4/9', '7/9', '1', '9/7', '8/5'] -> (9/7 / ((1 / 8/5) - (4/9 / 7/9)))
[5033] ['1/8', '1/7', '1/6', '9/7', '5'] -> (((5 * (1/7 / 1/6)) - 9/7) / 1/8)
[5034] ['8/9', '8/7', '5/4', '3', '9/2'] -> ((3 / (5/4 - 8/7)) - (8/9 * 9/2))
[5035] ['7/9', '6/5', '9/7', '9/5', '6'] -> (6 * ((7/9 * 9/7) + (6/5 + 9/5)))
[5036] ['6/7', '7/6', '9/7', '7/4', '4'] -> ((4 / 6/7) / ((7/4 / 9/7) - 7/6))
[5037] ['1/7', '5/8', '8/5', '7/3', '6'] -> (((6 / 5/8) - 8/5) / (1/7 * 7/3))
[5038] ['2/9', '1/4', '5/4', '7/3', '5'] -> (((7/3 / 1/4) - (5 / 5/4)) / 2/9)
[5039] ['1/3', '1/3', '3/4', '8/7', '4'] -> (4 / (3/4 - ((1/3 + 1/3) / 8/7)))
[5040] ['6/7', '7/6', '9/7', '9/5', '4'] -> (4 / (7/6 * (6/7 - (9/7 / 9/5))))
[5041] ['7/9', '6/5', '9/7', '5/2', '6'] -> (6 * ((7/9 * 9/7) + (6/5 * 5/2)))
[5042] ['1/8', '1/7', '1/6', '8/5', '5'] -> (((1/8 / 1/7) + (5 / 8/5)) / 1/6)
[5043] ['2/9', '1/4', '9/7', '9/7', '5'] -> (((9/7 + 5) - (2/9 * 9/7)) / 1/4)
[5044] ['1/7', '5/8', '8/5', '9/2', '6'] -> (6 * ((8/5 / 1/7) - (9/2 / 5/8)))
[5045] ['6/7', '7/6', '9/7', '5/2', '4'] -> (4 / ((7/6 - 5/2) + (9/7 / 6/7)))
[5046] ['8/9', '8/7', '9/7', '3/2', '3'] -> (8/7 / ((8/9 * (3 - 3/2)) - 9/7))
[5047] ['3/7', '4/7', '7/9', '9/5', '4'] -> ((4/7 + (4 / 7/9)) / (3/7 / 9/5))
[5048] ['1/8', '1/7', '1/6', '5/3', '5'] -> (((5 - (1/6 / 1/8)) / 1/7) - 5/3)
[5049] ['1/7', '7/6', '6/5', '8/3', '5'] -> ((7/6 + (8/3 / 1/7)) + (5 / 6/5))
[5050] ['7/9', '6/5', '9/7', '7/2', '6'] -> (6/5 * ((7/2 * 6) - (7/9 * 9/7)))
[5051] ['1/3', '5/9', '5/8', '8/7', '3'] -> ((1/3 + 3) / (5/8 - (5/9 / 8/7)))
[5052] ['3/7', '4/7', '7/9', '9/4', '4'] -> (((4 / 7/9) - 4/7) / (3/7 / 9/4))
[5053] ['1/7', '1/6', '3/5', '5/6', '9'] -> ((9 - (3/5 / 1/7)) / (1/6 / 5/6))
[5054] ['1/7', '7/6', '6/5', '7/2', '5'] -> (7/2 * ((5 * (7/6 * 6/5)) - 1/7))
[5055] ['6/7', '7/6', '4/3', '4/3', '4'] -> ((4 / 7/6) / ((4/3 / 4/3) - 6/7))
[5056] ['1/4', '7/8', '8/9', '5/2', '8'] -> (7/8 + (5/2 * (1/4 + (8 / 8/9))))
[5057] ['7/9', '6/5', '9/7', '9/2', '6'] -> ((7/9 * 6/5) * ((9/2 * 6) - 9/7))
[5058] ['1/3', '5/9', '5/8', '5/4', '3'] -> (3 / ((5/4 * (1/3 / 5/9)) - 5/8))
[5059] ['4/9', '7/9', '1', '9/7', '5/2'] -> (5/2 / (4/9 - (7/9 / (1 + 9/7))))
[5060] ['2/9', '8/7', '5/3', '2', '9/2'] -> (8/7 * (9/2 + ((5/3 + 2) / 2/9)))
[5061] ['8/7', '7/5', '8/5', '5/3', '2'] -> ((7/5 + 2) / (8/5 - (5/3 / 8/7)))
[5062] ['3/7', '4/7', '7/9', '5/2', '4'] -> (4 / ((3/7 * (5/2 - 7/9)) - 4/7))
[5063] ['1/7', '7/6', '6/5', '9/2', '5'] -> ((6/5 * 5) * (1/7 + (9/2 / 7/6)))
[5064] ['1/4', '7/8', '9/8', '9/8', '8'] -> (((7/8 * 8) - (9/8 / 9/8)) / 1/4)
[5065] ['7/9', '6/5', '4/3', '4/3', '6'] -> ((4/3 * 6) / ((4/3 / 6/5) - 7/9))
[5066] ['6/7', '7/6', '4/3', '8/5', '4'] -> (4 / ((6/7 * 7/6) - (4/3 / 8/5)))
[5067] ['1/8', '1/7', '1/6', '8/3', '5'] -> ((5 + (8/3 / 1/6)) / (1/8 / 1/7))
[5068] ['1/7', '1/6', '3/5', '7/8', '9'] -> (9 / (1/6 + (7/8 * (1/7 / 3/5))))
[5069] ['4/9', '7/9', '1', '9/7', '7/2'] -> ((1 + 9/7) * (7/2 / (7/9 - 4/9)))
[5070] ['1/7', '7/6', '5/4', '5/4', '5'] -> ((5 - (5/4 / 5/4)) / (1/7 * 7/6))
[5071] ['2/9', '1/4', '9/7', '8/5', '5'] -> (((5 / (9/7 / 8/5)) - 2/9) / 1/4)
[5072] ['1/3', '1/3', '7/9', '7/8', '4'] -> (1/3 / (7/8 - (7/9 + (1/3 / 4))))
[5073] ['1/4', '7/8', '9/8', '9/7', '8'] -> ((8 - (9/7 / 9/8)) / (1/4 / 7/8))
[5074] ['7/9', '6/5', '4/3', '7/5', '6'] -> ((4/3 * 6) * (6/5 + (7/5 / 7/9)))
[5075] ['1/4', '7/8', '9/8', '7/5', '8'] -> ((9/8 * 8) / ((7/8 / 7/5) - 1/4))
[5076] ['2/9', '1/4', '9/7', '5/3', '5'] -> (2/9 / ((5/3 / (9/7 * 5)) - 1/4))
[5077] ['1/7', '5/8', '5/3', '8/3', '6'] -> (((5/3 / 1/7) - (8/3 - 6)) / 5/8)
[5078] ['7/9', '6/5', '4/3', '3/2', '6'] -> (((6 / (3/2 - 6/5)) - 4/3) / 7/9)
[5079] ['2/9', '8/7', '7/4', '2', '7/3'] -> ((8/7 + (2 / 7/4)) / (2/9 / 7/3))
[5080] ['4/9', '7/9', '1', '4/3', '7/5'] -> (((7/9 / (7/5 - 4/3)) - 1) / 4/9)
[5081] ['1/4', '7/8', '9/8', '8/5', '8'] -> (9/8 / ((1/4 / 8/5) - (7/8 / 8)))
[5082] ['1/3', '1/3', '7/9', '5/4', '4'] -> (((7/9 + 5/4) / (1/3 / 4)) - 1/3)
[5083] ['1/7', '5/8', '5/3', '7/2', '6'] -> (6 / (1/7 + ((5/8 / 5/3) / 7/2)))
[5084] ['6/7', '7/6', '4/3', '9/4', '4'] -> (6/7 / (((4 - 4/3) / 7/6) - 9/4))
[5085] ['8/7', '7/5', '8/5', '2', '7/2'] -> ((7/5 + 8/5) * (7/2 * (8/7 * 2)))
[5086] ['3/7', '4/7', '4/5', '8/9', '4'] -> (4 * ((4/7 / (8/9 - 4/5)) - 3/7))
[5087] ['8/9', '8/7', '9/7', '3', '7/2'] -> ((8/7 + (8/9 * 9/7)) * (3 * 7/2))
[5088] ['4/9', '7/9', '1', '4/3', '5/3'] -> ((1 + 5/3) / (4/3 - (4/9 + 7/9)))
[5089] ['2/9', '8/7', '7/4', '2', '5/2'] -> (5/2 / (2/9 * (2 - (7/4 / 8/7))))
[5090] ['7/9', '6/5', '4/3', '7/4', '6'] -> (6 / ((7/9 * 7/4) - (4/3 / 6/5)))
[5091] ['1/8', '1/7', '1/5', '1/3', '5'] -> ((1/5 / 1/7) / (1/8 - (1/3 / 5)))
