[203896] ['3/7', '9/8', '7/6', '7/3', '6'] -> ((7/6 * 6) / ((9/8 / 3/7) - 7/3))
[209218] ['5/6', '5/6', '5/4', '9/7', '9'] -> ((5/6 + (5/4 / 5/6)) * (9/7 + 9))
[209219] ['5/8', '9/7', '7/5', '8/5', '6'] -> ((6 / 7/5) / ((9/7 / 8/5) - 5/8))
[209220] ['2/9', '8/9', '5/3', '9/4', '3'] -> (3 / (9/4 - ((2/9 + 5/3) / 8/9)))
[209221] ['4/9', '4/9', '5/3', '5/3', '6'] -> (4/9 / (((5/3 * 5/3) / 6) - 4/9))
[209222] ['2/5', '7/6', '7/4', '9/2', '7'] -> (9/2 * (7 - (7/6 / (2/5 * 7/4))))
[209223] ['1/6', '7/9', '8/5', '2', '7/2'] -> (((7/2 / 7/9) - 2) / (1/6 / 8/5))
[209224] ['7/9', '3/2', '9/4', '9/2', '8'] -> (8 * ((9/2 * (7/9 * 3/2)) - 9/4))
[209225] ['5/6', '5/6', '5/4', '7/5', '9'] -> (9 * ((5/6 * 7/5) + (5/4 / 5/6)))
[209226] ['1/5', '5/9', '1', '5/4', '9/4'] -> (((1 + (9/4 / 5/9)) / 1/5) - 5/4)
[209227] ['2/9', '8/9', '5/3', '5/2', '3'] -> (((8/9 + (5/3 * 3)) / 2/9) - 5/2)
[209228] ['5/8', '6/7', '7/6', '6/5', '8'] -> ((7/6 * 8) * (6/5 + (6/7 / 5/8)))
[209229] ['1/9', '5/4', '9/5', '5/2', '9'] -> (5/2 + ((1/9 + 9/5) * (5/4 * 9)))
[209230] ['3/4', '5/4', '9/5', '2', '8/3'] -> (8/3 / (2 * (3/4 - (5/4 / 9/5))))
[209231] ['1/7', '1/3', '4/5', '1', '9/4'] -> ((1 / (4/5 * (1/7 * 1/3))) - 9/4)
[209232] ['4/9', '4/9', '5/3', '9/5', '6'] -> (6 * ((4/9 / 4/9) + (5/3 * 9/5)))
[209233] ['5/6', '5/6', '5/4', '8/5', '9'] -> (((9 / (5/4 - 5/6)) - 8/5) / 5/6)
[209234] ['1/7', '5/6', '5/4', '5/3', '7'] -> ((7 - 1/7) / (5/6 / (5/4 + 5/3)))
[209235] ['1/9', '5/4', '9/5', '7/2', '9'] -> (7/2 + ((1/9 + 9) * (5/4 * 9/5)))
[209236] ['2/9', '8/9', '5/3', '3', '7/2'] -> (3 * (((8/9 + 5/3) / 2/9) - 7/2))
[209237] ['5/6', '5/6', '5/4', '9/2', '9'] -> (((5/6 * 9) - 5/6) / (5/4 / 9/2))
[209238] ['4/9', '4/9', '5/3', '7/2', '6'] -> ((4/9 * 6) / (5/3 - (4/9 * 7/2)))
[209239] ['1/7', '5/6', '5/4', '7/4', '7'] -> ((7/4 - (1/7 - 5/4)) / (5/6 / 7))
[209240] ['2/5', '7/6', '9/5', '8/3', '7'] -> (7 * (((9/5 + 8/3) / 7/6) - 2/5))
[209241] ['1/9', '5/4', '9/5', '9/2', '9'] -> ((9 / (1/9 * 5/4)) / (9/2 - 9/5))
[209242] ['5/6', '5/6', '9/7', '9/7', '9'] -> (9 * ((5/6 + 5/6) + (9/7 / 9/7)))
[209243] ['5/8', '6/7', '7/6', '7/5', '8'] -> (8 * (7/5 + (7/6 / (5/8 / 6/7))))
[209244] ['1/7', '1/3', '4/5', '1', '8/3'] -> ((8/3 / (1/7 * 4/5)) - (1/3 - 1))
[209245] ['4/9', '5/9', '5/8', '1', '5/2'] -> (1 / ((4/9 - 5/8) + (5/9 / 5/2)))
[209246] ['3/8', '5/9', '8/7', '5/3', '6'] -> (8/7 * (5/9 + ((5/3 + 6) / 3/8)))
[209247] ['1/9', '5/4', '9/4', '9/4', '9'] -> ((5/4 + 9/4) + (9/4 * (1/9 + 9)))
[209248] ['3/4', '5/4', '2', '7/3', '7/3'] -> (2 / ((7/3 / (3/4 * 7/3)) - 5/4))
[209249] ['5/6', '5/6', '9/7', '3/2', '9'] -> ((9/7 + (5/6 / 5/6)) * (3/2 + 9))
[209250] ['1/6', '7/9', '7/4', '7/4', '2'] -> ((2 / 1/6) / ((7/4 / 7/9) - 7/4))
[209251] ['2/5', '7/6', '9/5', '9/2', '7'] -> (9/2 + ((9/5 + (7 / 7/6)) / 2/5))
[209252] ['5/8', '6/7', '7/6', '5/3', '8'] -> ((8 + (6/7 * 7/6)) / (5/8 / 5/3))
[209253] ['3/4', '5/4', '2', '7/3', '7/2'] -> (2 / (((5/4 * 7/3) / 7/2) - 3/4))
[209254] ['2/9', '8/9', '7/4', '7/3', '3'] -> ((7/3 / 8/9) + ((7/4 + 3) / 2/9))
[209255] ['4/9', '4/9', '7/4', '7/2', '6'] -> (6 / ((4/9 - 7/4) + (4/9 * 7/2)))
[209256] ['6/7', '7/8', '7/3', '7/2', '5'] -> (5 / ((7/8 + 7/3) - (6/7 * 7/2)))
[209257] ['1/7', '1/3', '4/5', '1', '9/2'] -> ((4/5 * 9/2) * ((1 / 1/7) - 1/3))
[209258] ['5/8', '9/7', '7/5', '9/2', '6'] -> ((6 / (5/8 * 9/7)) / (7/5 / 9/2))
[209259] ['5/8', '6/7', '7/6', '7/4', '8'] -> (((6/7 * 7/6) + (7/4 * 8)) / 5/8)
[209260] ['2/5', '7/6', '9/4', '5/2', '7'] -> (((5/2 / 2/5) - 9/4) / (7/6 / 7))
[209261] ['2/9', '8/9', '7/4', '5/2', '3'] -> (3 / ((7/4 / (8/9 - 2/9)) - 5/2))
[209262] ['3/8', '5/9', '8/7', '9/4', '6'] -> ((6 / 9/4) / ((5/9 / 8/7) - 3/8))
[209263] ['4/9', '4/9', '7/4', '9/2', '6'] -> (6 / (4/9 * (9/2 - (7/4 / 4/9))))
[209264] ['3/4', '9/7', '9/7', '9/7', '2'] -> ((9/7 + 9/7) / (3/4 - (9/7 / 2)))
[209265] ['4/9', '5/9', '2/3', '5/7', '1'] -> (((5/9 / (5/7 - 2/3)) - 1) / 4/9)
[209266] ['5/8', '6/7', '7/6', '9/5', '8'] -> ((9/5 / (5/8 / 7/6)) * (8 - 6/7))
[209267] ['2/9', '8/9', '7/4', '8/3', '3'] -> ((2/9 * 3) / (8/3 - (8/9 + 7/4)))
[209268] ['2/5', '7/6', '9/4', '8/3', '7'] -> (((8/3 - 7/6) / (2/5 / 7)) - 9/4)
[209269] ['1/9', '5/4', '7/3', '9/2', '9'] -> ((9/2 + 9) / (5/4 / (7/3 - 1/9)))
[209270] ['3/8', '5/9', '8/7', '7/3', '6'] -> (((6 / 3/8) - (8/7 * 7/3)) / 5/9)
[209271] ['5/6', '5/6', '9/7', '7/2', '9'] -> (7/2 * (9 - (9/7 * (5/6 + 5/6))))
[209272] ['1/5', '5/9', '1', '9/7', '8/5'] -> (8/5 / (((1 - 1/5) / 9/7) - 5/9))
[209273] ['5/8', '6/7', '7/6', '7/3', '8'] -> (((7/3 * 8) - 7/6) / (5/8 / 6/7))
[209274] ['1/9', '5/4', '5/2', '5/2', '9'] -> ((5/4 / 5/2) + (9 * (1/9 + 5/2)))
[209275] ['4/9', '4/9', '9/5', '9/4', '6'] -> (6 / ((9/4 / 9/5) - (4/9 / 4/9)))
[209276] ['1/7', '5/6', '9/7', '9/7', '7'] -> (7 / ((9/7 / (9/7 - 1/7)) - 5/6))
[209277] ['2/9', '8/9', '7/4', '3', '9/2'] -> ((2/9 + (8/9 * 7/4)) * (3 * 9/2))
[209278] ['5/6', '5/6', '9/7', '9/2', '9'] -> (9/2 * ((9 / 9/7) - (5/6 + 5/6)))
[209279] ['6/7', '7/8', '5/2', '7/2', '5'] -> (5/2 / (((7/8 + 7/2) / 6/7) - 5))
[209280] ['4/9', '5/9', '2/3', '7/8', '1'] -> (1 / (7/8 - (2/3 / (4/9 / 5/9))))
[209281] ['3/8', '5/9', '8/7', '5/2', '6'] -> (3/8 + ((5/2 * 6) / (5/9 * 8/7)))
[209282] ['2/5', '7/6', '9/4', '9/2', '7'] -> (((9/2 + (7 / 7/6)) / 2/5) - 9/4)
[209283] ['4/9', '4/9', '9/5', '5/2', '6'] -> ((9/5 * 5/2) * (6 * (4/9 + 4/9)))
[209284] ['5/8', '6/7', '7/6', '9/2', '8'] -> (((7/6 + 9/2) + (8 / 6/7)) / 5/8)
[209285] ['4/9', '5/9', '2/3', '1', '9/8'] -> (1 / ((4/9 / 2/3) - (5/9 * 9/8)))
[209286] ['7/9', '8/5', '5/3', '9/2', '8'] -> (9/2 * (8/5 + (8 * (7/9 / 5/3))))
[209287] ['3/4', '9/7', '9/7', '7/4', '2'] -> ((9/7 / 2) / ((3/4 * 7/4) - 9/7))
[209288] ['1/7', '5/6', '9/7', '3/2', '7'] -> ((7 + (9/7 / 1/7)) / (3/2 - 5/6))
[209289] ['5/6', '5/6', '4/3', '7/2', '9'] -> ((4/3 / (5/6 * 5/6)) * (7/2 + 9))
[209290] ['1/5', '5/9', '1', '9/7', '9/5'] -> ((9/7 + 9/5) / (1/5 / (5/9 + 1)))
[209291] ['1/7', '1/3', '5/6', '1', '4/3'] -> ((1 / 1/7) / ((5/6 / 4/3) - 1/3))
[209292] ['5/6', '5/6', '7/5', '7/5', '9'] -> (9 * ((5/6 + 5/6) + (7/5 / 7/5)))
[209293] ['1/7', '5/6', '9/7', '8/5', '7'] -> ((7 - (9/7 + 8/5)) / (1/7 / 5/6))
[209294] ['4/9', '5/9', '2/3', '1', '6/5'] -> (4/9 / (((5/9 + 2/3) / 6/5) - 1))
[209295] ['1/6', '7/9', '9/5', '2', '7/2'] -> ((2 + (7/9 / 7/2)) / (1/6 / 9/5))
[209296] ['2/5', '7/6', '7/3', '8/3', '7'] -> (7/3 + ((8/3 + (7 / 7/6)) / 2/5))
[209297] ['5/6', '5/6', '7/5', '8/5', '9'] -> ((7/5 + 8/5) * (9 - (5/6 / 5/6)))
[209298] ['1/7', '5/6', '9/7', '5/3', '7'] -> (7 * ((1/7 + 9/7) + (5/3 / 5/6)))
[209299] ['3/8', '5/9', '7/6', '7/6', '6'] -> ((6 - (7/6 / 7/6)) / (3/8 * 5/9))
[209300] ['4/9', '4/9', '9/4', '7/3', '6'] -> (6 * (((4/9 + 7/3) / 4/9) - 9/4))
[209301] ['5/8', '9/7', '3/2', '5/2', '6'] -> ((6 / (3/2 - 9/7)) - (5/2 / 5/8))
[209302] ['4/9', '5/9', '2/3', '1', '9/7'] -> (2/3 / (1 - (5/9 / (4/9 * 9/7))))
[209303] ['5/8', '6/7', '6/5', '4/3', '8'] -> ((6/5 + (6/7 / 5/8)) * (4/3 + 8))
[209304] ['3/4', '9/7', '9/7', '2', '5/2'] -> ((9/7 / 3/4) / ((9/7 * 2) - 5/2))
[209305] ['5/6', '5/6', '7/5', '5/3', '9'] -> (9 * ((7/5 * (5/6 + 5/3)) - 5/6))
[209306] ['1/7', '5/6', '9/7', '7/4', '7'] -> (7 / ((5/6 * (1/7 + 7/4)) - 9/7))
[209307] ['7/9', '8/5', '7/4', '7/3', '8'] -> (((7/4 * 8) - 7/3) / (7/9 / 8/5))
[209308] ['2/9', '8/9', '9/5', '3', '9/2'] -> ((9/5 + 3) * (9/2 * (2/9 + 8/9)))
[209309] ['3/8', '5/9', '7/6', '6/5', '6'] -> ((7/6 * 6) / ((5/9 * 6/5) - 3/8))
[209310] ['5/6', '5/6', '7/5', '7/4', '9'] -> (9 * ((7/4 / 5/6) - (5/6 - 7/5)))
[209311] ['1/7', '5/6', '9/7', '9/5', '7'] -> ((5/6 * 9/5) * (7 + (9/7 / 1/7)))
[209312] ['1/7', '1/3', '5/6', '1', '5/3'] -> ((5/3 + (1/3 / 1/7)) / (1 - 5/6))
[209313] ['1/9', '9/7', '9/7', '3/2', '9'] -> ((9 + (9/7 / 1/9)) / (9/7 / 3/2))
[209314] ['3/4', '9/7', '9/7', '2', '9/2'] -> ((3/4 + 9/2) * (2 + (9/7 + 9/7)))
[209315] ['4/9', '4/9', '7/3', '7/2', '6'] -> ((6 * (7/2 + (4/9 + 4/9))) - 7/3)
[209316] ['1/7', '5/6', '9/7', '9/4', '7'] -> ((9/7 / 9/4) / (1/7 - (5/6 / 7)))
[209317] ['4/9', '4/9', '5/2', '5/2', '6'] -> (6 * ((5/2 + 5/2) - (4/9 / 4/9)))
[209318] ['5/8', '9/7', '8/5', '5/3', '6'] -> ((9/7 * 5/3) * (8/5 + (6 / 5/8)))
[209319] ['3/8', '5/9', '7/6', '7/5', '6'] -> ((7/6 / 7/5) * (6 / (3/8 * 5/9)))
[209320] ['6/7', '8/9', '8/9', '5/4', '5'] -> ((8/9 / (8/9 - 6/7)) - (5 / 5/4))
[209321] ['5/8', '9/7', '8/5', '7/4', '6'] -> ((9/7 + (5/8 * 8/5)) * (7/4 * 6))
[209322] ['5/8', '6/7', '6/5', '7/4', '8'] -> ((7/4 / (5/8 / 6/5)) * (8 - 6/7))
[209323] ['7/9', '8/5', '9/5', '9/4', '8'] -> ((8/5 / (9/5 - (7/9 * 9/4))) - 8)
[209324] ['1/6', '7/9', '2', '7/3', '9/2'] -> ((7/3 + (9/2 / 1/6)) / (2 - 7/9))
[209325] ['2/5', '7/6', '8/3', '9/2', '7'] -> ((9/2 / (2/5 / 8/3)) - (7 / 7/6))
[209326] ['3/8', '5/9', '7/6', '3/2', '6'] -> (((6 / 3/8) - (7/6 + 3/2)) / 5/9)
[209327] ['5/8', '9/7', '8/5', '9/5', '6'] -> (6 / ((9/5 / (9/7 * 8/5)) - 5/8))
[209328] ['1/9', '9/7', '9/7', '9/4', '9'] -> ((9 - 9/7) / (9/4 * (1/9 * 9/7)))
[209329] ['2/5', '7/6', '7/2', '7/2', '7'] -> ((7/2 + (7/2 / 7/6)) + (7 / 2/5))
[209330] ['1/7', '5/6', '4/3', '4/3', '7'] -> ((4/3 + (5/6 + 4/3)) * (7 - 1/7))
[209331] ['5/8', '6/7', '6/5', '9/4', '8'] -> (8 * ((9/4 / (5/8 * 6/7)) - 6/5))
[209332] ['3/8', '5/9', '7/6', '5/3', '6'] -> ((7/6 + (5/9 / 5/3)) / (3/8 / 6))
[209333] ['1/5', '5/9', '1', '4/3', '7/3'] -> ((7/3 - (1 - 4/3)) / (1/5 * 5/9))
[209334] ['1/6', '7/9', '2', '5/2', '9/2'] -> (((7/9 * 9/2) - (2 - 5/2)) / 1/6)
[209335] ['1/7', '1/3', '6/7', '8/9', '1'] -> ((6/7 + (1 / 1/3)) / (1/7 / 8/9))
[209336] ['2/9', '8/9', '3', '7/2', '7/2'] -> (((3 + (8/9 * 7/2)) / 2/9) - 7/2)
[209337] ['3/4', '9/7', '4/3', '7/4', '2'] -> (4/3 / (2 - ((3/4 + 7/4) / 9/7)))
[209338] ['5/6', '5/6', '8/5', '7/4', '9'] -> ((7/4 / 5/6) + (9 * (5/6 + 8/5)))
[209339] ['5/8', '6/7', '6/5', '7/3', '8'] -> ((6/7 + 6/5) * (8 * (5/8 * 7/3)))
[209340] ['2/5', '7/6', '9/2', '9/2', '7'] -> ((9/2 + 9/2) + (7 / (2/5 * 7/6)))
[209341] ['1/9', '9/7', '9/7', '7/2', '9'] -> (7/2 * ((9 / 9/7) - (1/9 * 9/7)))
[209342] ['5/8', '9/7', '8/5', '8/3', '6'] -> ((9/7 * 8/3) * (6 + (5/8 * 8/5)))
[209343] ['1/9', '9/7', '9/7', '9/2', '9'] -> (9/2 * ((9 / (9/7 * 9/7)) - 1/9))
[209344] ['5/6', '5/6', '8/5', '9/4', '9'] -> ((8/5 * 9/4) * ((5/6 * 9) - 5/6))
[209345] ['3/8', '5/9', '7/6', '9/5', '6'] -> ((5/9 + 6) / ((7/6 / 9/5) - 3/8))
[209346] ['2/5', '6/5', '6/5', '4/3', '7'] -> (((6/5 * 7) - 6/5) / (2/5 / 4/3))
[209347] ['1/7', '1/3', '6/7', '1', '5/4'] -> ((6/7 / 1/3) / (5/4 - (1/7 + 1)))
[209348] ['2/5', '6/5', '6/5', '7/5', '7'] -> (((7/5 + 7) / (2/5 / 6/5)) - 6/5)
[209349] ['1/9', '9/7', '4/3', '4/3', '9'] -> ((4/3 - (4/3 / 9/7)) / (1/9 / 9))
[209350] ['1/6', '4/5', '4/5', '8/9', '2'] -> ((2 + (1/6 * 4/5)) / (8/9 - 4/5))
[209351] ['4/9', '1/2', '1/2', '6/7', '6'] -> ((1/2 + (6 / 4/9)) / (1/2 / 6/7))
[209352] ['3/8', '5/9', '7/6', '9/4', '6'] -> (((6 * (9/4 - 5/9)) - 7/6) / 3/8)
[209353] ['5/6', '5/6', '8/5', '5/2', '9'] -> (5/2 * ((8/5 + 9) - (5/6 / 5/6)))
[209354] ['1/5', '5/9', '1', '7/5', '3/2'] -> ((7/5 + (1 / 5/9)) / (1/5 / 3/2))
[209355] ['3/4', '9/7', '4/3', '2', '7/2'] -> (4/3 / ((7/2 / 9/7) - (2 / 3/4)))
[209356] ['5/8', '9/7', '5/3', '5/3', '6'] -> ((5/3 + (5/3 * 6)) / (5/8 / 9/7))
[209357] ['1/7', '1/3', '6/7', '1', '3/2'] -> (((3/2 / (1/7 / 6/7)) - 1) / 1/3)
[209358] ['1/6', '4/5', '4/5', '9/8', '2'] -> (2 / (((1/6 + 4/5) / 4/5) - 9/8))
[209359] ['2/5', '6/5', '6/5', '3/2', '7'] -> (6/5 + (6/5 * (3/2 + (7 / 2/5))))
[209360] ['2/9', '9/8', '9/8', '5/4', '3'] -> (3 / ((2/9 * 9/8) + (9/8 - 5/4)))
[209361] ['5/8', '6/7', '5/4', '5/4', '8'] -> ((5/8 * 8) / ((5/4 / 6/7) - 5/4))
[209362] ['7/9', '8/5', '7/3', '7/3', '8'] -> (8/5 * (8 + (7/3 / (7/9 / 7/3))))
[209363] ['5/6', '5/6', '8/5', '7/2', '9'] -> (8/5 * ((7/2 / 5/6) + (9 / 5/6)))
[209364] ['1/5', '5/9', '1', '7/5', '8/5'] -> (((1 / 5/9) + (7/5 + 8/5)) / 1/5)
[209365] ['4/9', '5/9', '5/7', '7/8', '1'] -> (1 / (7/8 * (4/9 - (5/9 * 5/7))))
[209366] ['3/8', '5/9', '7/6', '5/2', '6'] -> ((6 + (5/2 / 5/9)) / (3/8 * 7/6))
[209367] ['1/7', '5/6', '4/3', '5/2', '7'] -> ((5/2 / 1/7) + (7 + (5/6 - 4/3)))
[209368] ['2/5', '6/5', '6/5', '5/3', '7'] -> ((7 * (2/5 + 6/5)) / (5/3 - 6/5))
[209369] ['1/6', '4/5', '4/5', '7/6', '2'] -> (4/5 / (7/6 - (4/5 + (1/6 * 2))))
[209370] ['7/9', '8/5', '7/3', '5/2', '8'] -> (5/2 * ((8 / 7/9) - (8/5 / 7/3)))
[209371] ['1/7', '1/3', '6/7', '1', '9/5'] -> (9/5 * (1/3 + ((6/7 + 1) / 1/7)))
[209372] ['2/5', '6/5', '6/5', '7/4', '7'] -> ((6/5 + 6/5) * (7 / (2/5 * 7/4)))
[209373] ['1/7', '5/6', '7/5', '7/5', '7'] -> ((7/5 + 7/5) / (5/6 / (1/7 + 7)))
[209374] ['5/6', '5/6', '7/4', '7/4', '9'] -> (9 * ((5/6 + 5/6) + (7/4 / 7/4)))
[209375] ['7/9', '8/5', '7/3', '8/3', '8'] -> (8/5 * ((7/9 + 8) + (7/3 * 8/3)))
[209376] ['1/9', '9/7', '4/3', '9/5', '9'] -> ((9/7 + 9/5) * (9 + (1/9 - 4/3)))
[209377] ['2/5', '6/5', '6/5', '9/4', '7'] -> (((2/5 + 6/5) * (9/4 * 7)) - 6/5)
[209378] ['3/8', '5/9', '7/6', '9/2', '6'] -> (((5/9 * 6) + (7/6 + 9/2)) / 3/8)
[209379] ['5/8', '9/7', '5/3', '7/3', '6'] -> ((6 + (9/7 * 7/3)) / (5/8 / 5/3))
[209380] ['5/8', '6/7', '5/4', '5/3', '8'] -> ((5/8 * 8) / (5/3 - (5/4 / 6/7)))
[209381] ['2/5', '6/5', '6/5', '7/3', '7'] -> (6/5 * (2/5 + (7 * (6/5 * 7/3))))
[209382] ['6/7', '8/9', '8/9', '7/2', '5'] -> (7/2 * ((6/7 + 5) + (8/9 / 8/9)))
[209383] ['1/5', '5/9', '1', '7/5', '7/3'] -> ((1 + (7/3 / 7/5)) / (1/5 * 5/9))
[209384] ['5/8', '9/7', '5/3', '5/2', '6'] -> (5/3 / ((5/8 / 9/7) - (5/2 / 6)))
[209385] ['2/9', '9/8', '9/8', '5/3', '3'] -> ((5/3 + ((9/8 + 3) / 9/8)) / 2/9)
[209386] ['1/9', '9/7', '4/3', '5/2', '9'] -> ((5/2 - 4/3) * (9 + (9/7 / 1/9)))
[209387] ['1/7', '5/6', '7/5', '5/3', '7'] -> ((7/5 * (5/6 + 5/3)) * (7 - 1/7))
[209388] ['5/8', '6/7', '5/4', '9/5', '8'] -> (8 / ((5/4 / 6/7) - (5/8 * 9/5)))
[209389] ['2/5', '6/5', '6/5', '9/2', '7'] -> (((6/5 - 2/5) * (9/2 * 7)) - 6/5)
[209390] ['5/6', '5/6', '7/4', '5/2', '9'] -> (5/2 * ((5/6 * 9) + (7/4 / 5/6)))
[209391] ['2/9', '9/8', '9/8', '7/4', '3'] -> ((9/8 + (7/4 / 2/9)) / (9/8 / 3))
[209392] ['1/6', '4/5', '5/6', '5/6', '2'] -> ((5/6 + (2 / 4/5)) / (1/6 * 5/6))
[209393] ['1/7', '5/6', '7/5', '9/5', '7'] -> ((7 * (1/7 + 9/5)) / (7/5 - 5/6))
[209394] ['3/4', '9/7', '7/5', '2', '9/4'] -> (9/7 / ((9/4 / (7/5 * 2)) - 3/4))
[209395] ['7/9', '8/5', '5/2', '7/2', '8'] -> (8/5 * ((5/2 + 8) + (7/2 / 7/9)))
[209396] ['1/7', '1/3', '7/8', '1', '4/3'] -> (((4/3 / 1/3) - 1) / (1/7 * 7/8))
[209397] ['1/9', '9/7', '4/3', '9/2', '9'] -> ((1/9 + (9 / 9/7)) / (4/3 / 9/2))
[209398] ['3/8', '5/9', '6/5', '8/5', '6'] -> ((((6 / 5/9) - 6/5) / 3/8) - 8/5)
[209399] ['5/6', '5/6', '7/4', '9/2', '9'] -> (9 / (9/2 * (7/4 - (5/6 + 5/6))))
[209400] ['2/5', '6/5', '5/4', '7/5', '7'] -> ((7/5 + 7) / ((2/5 + 6/5) - 5/4))
[209401] ['1/6', '4/5', '5/6', '8/9', '2'] -> (2 / (8/9 - (5/6 * (1/6 + 4/5))))
[209402] ['5/8', '6/7', '5/4', '5/2', '8'] -> ((5/2 * 8) / ((5/4 / 6/7) - 5/8))
[209403] ['1/7', '5/6', '7/5', '7/3', '7'] -> ((7/3 + (5/6 * 7/5)) * (7 - 1/7))
[209404] ['1/7', '1/3', '7/8', '1', '7/5'] -> ((1 / 1/7) / ((7/8 / 7/5) - 1/3))
[209405] ['5/6', '5/6', '9/5', '9/4', '9'] -> (9 / ((5/6 * 9/4) - (5/6 * 9/5)))
[209406] ['1/5', '5/9', '1', '3/2', '5/3'] -> (3/2 * (1 + (5/3 / (1/5 * 5/9))))
[209407] ['2/9', '9/8', '9/8', '3', '7/2'] -> (3 * (7/2 + (9/8 / (2/9 * 9/8))))
[209408] ['3/8', '5/9', '6/5', '7/4', '6'] -> (6 * ((7/4 / 3/8) - (5/9 * 6/5)))
[209409] ['5/8', '6/7', '5/4', '7/2', '8'] -> (7/2 * ((6/7 + 8) - (5/4 / 5/8)))
[209410] ['1/9', '9/7', '7/5', '3/2', '9'] -> ((3/2 * (9/7 * 7/5)) * (9 - 1/9))
[209411] ['1/7', '5/6', '7/5', '8/3', '7'] -> ((5/6 * 8/3) * (7 * (1/7 + 7/5)))
[209412] ['4/9', '5/9', '5/7', '1', '5/3'] -> ((5/3 / ((4/9 / 5/7) - 5/9)) - 1)
[209413] ['3/4', '9/7', '7/5', '2', '8/3'] -> (2 / (((8/3 - 3/4) / 7/5) - 9/7))
[209414] ['2/9', '9/8', '9/8', '3', '9/2'] -> (3 / ((2/9 * (9/8 + 9/2)) - 9/8))
[209415] ['5/8', '6/7', '5/4', '9/2', '8'] -> ((9/2 + 8) / (5/4 - (5/8 / 6/7)))
[209416] ['1/7', '1/3', '7/8', '1', '5/3'] -> ((5/3 + (1/3 + 1)) / (1/7 * 7/8))
[209417] ['1/9', '9/7', '7/5', '8/5', '9'] -> ((8/5 + (1/9 + 7/5)) * (9 - 9/7))
[209418] ['6/7', '8/9', '9/8', '4/3', '5'] -> (((4/3 * 5) / (9/8 - 6/7)) - 8/9)
[209419] ['5/8', '9/7', '7/4', '5/2', '6'] -> (5/2 * (6 + (7/4 / (5/8 / 9/7))))
[209420] ['7/9', '8/5', '7/2', '9/2', '8'] -> (8/5 * ((7/9 * 9/2) + (7/2 + 8)))
[209421] ['2/5', '6/5', '9/7', '3/2', '7'] -> (((6/5 + (9/7 * 7)) / 2/5) - 3/2)
[209422] ['5/8', '9/7', '7/4', '8/3', '6'] -> (6 / (7/4 * (5/8 - (9/7 / 8/3))))
[209423] ['1/7', '1/3', '7/8', '1', '9/4'] -> ((1/3 + 1) * (9/4 / (1/7 * 7/8)))
[209424] ['7/9', '8/5', '9/2', '9/2', '8'] -> (8/5 * (8 + (7/9 * (9/2 + 9/2))))
[209425] ['5/8', '6/7', '9/7', '4/3', '8'] -> ((4/3 / ((6/7 / 9/7) - 5/8)) - 8)
[209426] ['1/5', '5/9', '1', '3/2', '7/3'] -> (((7/3 / 5/9) - 1) / (1/5 / 3/2))
[209427] ['7/9', '5/3', '5/3', '5/3', '8'] -> (8 / ((5/3 * 5/3) - (7/9 + 5/3)))
[209428] ['5/6', '5/6', '7/3', '9/2', '9'] -> (9 + (9/2 * (7/3 + (5/6 / 5/6))))
[209429] ['5/8', '6/7', '9/7', '7/5', '8'] -> (8 / (7/5 - (6/7 / (5/8 * 9/7))))
[209430] ['4/9', '5/9', '5/7', '1', '7/3'] -> ((1 + (5/7 * 7/3)) / (5/9 - 4/9))
[209431] ['1/6', '4/5', '5/6', '2', '9/4'] -> ((5/6 * 9/4) * (4/5 + (2 / 1/6)))
[209432] ['5/6', '5/6', '5/2', '7/2', '9'] -> (9 * ((5/6 + 5/6) - (5/2 - 7/2)))
[209433] ['1/7', '1/3', '7/8', '1', '9/2'] -> ((1 - 1/3) * (9/2 / (1/7 * 7/8)))
[209434] ['1/5', '5/9', '1', '8/5', '8/5'] -> ((8/5 / (1/5 * 5/9)) / (8/5 - 1))
[209435] ['5/8', '9/7', '9/5', '9/5', '6'] -> (6 / (5/8 * (9/5 - (9/5 / 9/7))))
[209436] ['5/8', '6/7', '9/7', '5/3', '8'] -> ((9/7 + 8) / (5/3 * (6/7 - 5/8)))
[209437] ['7/9', '5/3', '5/3', '7/2', '8'] -> (8 * ((7/9 / 7/2) + (5/3 * 5/3)))
[209438] ['5/6', '5/6', '7/2', '7/2', '9'] -> (9 * ((5/6 + 5/6) + (7/2 / 7/2)))
[209439] ['1/7', '5/6', '3/2', '7/2', '7'] -> ((7/2 * (7 + (1/7 / 3/2))) - 5/6)
[209440] ['3/4', '9/7', '3/2', '2', '9/4'] -> (2 / ((3/2 / 9/4) - (3/4 / 9/7)))
[209441] ['6/7', '8/9', '9/8', '7/4', '5'] -> (5 / ((7/4 * (6/7 * 8/9)) - 9/8))
[209442] ['3/8', '5/9', '5/4', '8/5', '6'] -> ((5/4 + (6 / 8/5)) / (3/8 * 5/9))
[209443] ['2/5', '6/5', '9/7', '5/2', '7'] -> (6/5 * ((7 / (2/5 / 9/7)) - 5/2))
[209444] ['2/9', '9/8', '8/7', '7/5', '3'] -> ((8/7 + (3 / 9/8)) / (2/9 / 7/5))
[209445] ['3/4', '9/7', '3/2', '2', '7/3'] -> ((9/7 * 2) / (3/4 - (3/2 / 7/3)))
[209446] ['5/8', '6/7', '9/7', '7/3', '8'] -> ((7/3 + (8 / 6/7)) / (5/8 / 9/7))
