[1308107] ['2/3', '3/2', '5/3', '7/9', '8/9'] -> (8/9 / (7/9 - ((2/3 * 5/3) / 3/2)))
[1338947] ['2/3', '4/5', '4/9', '7/5', '8/5'] -> (8/5 / ((4/5 + (4/9 / 2/3)) - 7/5))
[1338958] ['2/3', '4/5', '4/9', '7/6', '8/3'] -> (8/3 / (((2/3 / 4/5) + 4/9) - 7/6))
[1338964] ['2/3', '4/5', '4/9', '7/6', '9/5'] -> ((4/9 / ((4/5 / 2/3) - 7/6)) * 9/5)
[1338967] ['2/3', '4/5', '4/9', '7/8', '7/8'] -> (7/8 / ((7/8 / (4/5 + 4/9)) - 2/3))
[1338969] ['2/3', '4/5', '4/9', '7/8', '8/3'] -> (8/3 / (4/5 * ((2/3 * 7/8) - 4/9)))
[1338974] ['2/3', '4/5', '4/9', '7/8', '9/4'] -> ((4/9 / (7/8 - (2/3 / 4/5))) * 9/4)
[1338975] ['2/3', '4/5', '4/9', '7/8', '9/5'] -> ((4/9 / ((4/5 * 7/8) - 2/3)) * 9/5)
[1338979] ['2/3', '4/5', '4/9', '7/9', '8/3'] -> (8/3 / ((4/5 * (2/3 + 4/9)) - 7/9))
[1338981] ['2/3', '4/5', '4/9', '7/9', '8/7'] -> (8/7 / (((4/9 / 4/5) / 7/9) - 2/3))
[1338982] ['2/3', '4/5', '4/9', '7/9', '8/9'] -> (8/9 / ((4/9 / 4/5) - (2/3 * 7/9)))
[1338985] ['2/3', '4/5', '4/9', '7/9', '9/5'] -> (((2/3 * 4/9) / (4/5 - 7/9)) * 9/5)
[1338988] ['2/3', '4/5', '4/9', '8/3', '8/3'] -> (((2/3 + (8/3 / 4/5)) / 4/9) * 8/3)
[1338989] ['2/3', '4/5', '4/9', '8/3', '8/5'] -> (((8/3 / (2/3 - 4/9)) / 4/5) * 8/5)
[1338992] ['2/3', '4/5', '4/9', '8/3', '9/2'] -> ((4/5 * (2/3 + (8/3 / 4/9))) * 9/2)
[1338997] ['2/3', '4/5', '4/9', '8/5', '8/5'] -> ((4/5 + 8/5) / (8/5 - (2/3 / 4/9)))
[1339004] ['2/3', '4/5', '4/9', '8/5', '9/8'] -> (((8/5 / (4/5 - 2/3)) / 4/9) / 9/8)
[1339009] ['2/3', '4/5', '4/9', '8/7', '9/5'] -> ((4/9 / ((4/5 / 8/7) - 2/3)) * 9/5)
[1339018] ['2/3', '4/5', '4/9', '9/2', '9/2'] -> ((((4/9 / 2/3) / 4/5) + 9/2) * 9/2)
[1339036] ['2/3', '4/5', '5/2', '5/2', '5/6'] -> ((4/5 * (5/2 + 5/2)) / (5/6 - 2/3))
[1339038] ['2/3', '4/5', '5/2', '5/2', '5/8'] -> ((5/2 + 5/2) / ((2/3 / 4/5) - 5/8))
[1339040] ['2/3', '4/5', '5/2', '5/2', '6/5'] -> (6/5 / (((5/2 - 4/5) / 2/3) - 5/2))
[1339049] ['2/3', '4/5', '5/2', '5/2', '8/3'] -> ((5/2 + 5/2) * (4/5 + (8/3 / 2/3)))
[1339064] ['2/3', '4/5', '5/2', '5/3', '6/5'] -> ((2/3 * 6/5) / ((5/2 - 4/5) - 5/3))
[1339077] ['2/3', '4/5', '5/2', '5/3', '9/2'] -> ((((2/3 + 4/5) * 5/2) + 5/3) * 9/2)
[1339085] ['2/3', '4/5', '5/2', '5/4', '5/8'] -> (((5/2 / (4/5 - 2/3)) / 5/4) / 5/8)
[1339109] ['2/3', '4/5', '5/2', '5/6', '6/5'] -> (6/5 / (5/2 - ((4/5 + 5/6) / 2/3)))
[1339134] ['2/3', '4/5', '5/2', '5/7', '7/4'] -> (((4/5 * 5/2) / (5/7 - 2/3)) / 7/4)
[1339137] ['2/3', '4/5', '5/2', '5/7', '7/8'] -> ((5/2 / ((2/3 / 4/5) - 5/7)) / 7/8)
[1339141] ['2/3', '4/5', '5/2', '5/7', '8/7'] -> ((5/2 / ((2/3 / 4/5) - 5/7)) * 8/7)
[1339148] ['2/3', '4/5', '5/2', '5/8', '5/8'] -> ((5/2 / (2/3 - (4/5 * 5/8))) / 5/8)
[1339160] ['2/3', '4/5', '5/2', '5/8', '8/5'] -> ((5/2 / (2/3 - (4/5 * 5/8))) * 8/5)
[1339163] ['2/3', '4/5', '5/2', '5/8', '9/2'] -> ((((2/3 / 4/5) + 5/2) / 5/8) * 9/2)
[1339178] ['2/3', '4/5', '5/2', '5/9', '8/3'] -> ((5/2 / ((2/3 / 4/5) - 5/9)) * 8/3)
[1339182] ['2/3', '4/5', '5/2', '5/9', '9/2'] -> (((2/3 / 4/5) + (5/2 / 5/9)) * 9/2)
[1339194] ['2/3', '4/5', '5/2', '6/5', '7/8'] -> ((5/2 * (4/5 + 6/5)) / (7/8 - 2/3))
[1339215] ['2/3', '4/5', '5/2', '6/7', '8/7'] -> (8/7 / (5/2 * ((4/5 * 6/7) - 2/3)))
[1339230] ['2/3', '4/5', '5/2', '7/2', '8/5'] -> (8/5 / ((2/3 + 4/5) - (7/2 / 5/2)))
[1339245] ['2/3', '4/5', '5/2', '7/3', '8/5'] -> (((7/3 / (4/5 - 2/3)) - 5/2) * 8/5)
[1339264] ['2/3', '4/5', '5/2', '7/4', '9/5'] -> ((2/3 / ((4/5 + 7/4) - 5/2)) * 9/5)
[1339285] ['2/3', '4/5', '5/2', '7/6', '8/7'] -> (8/7 / (5/2 * ((4/5 / 7/6) - 2/3)))
[1339295] ['2/3', '4/5', '5/2', '7/8', '8/5'] -> (((5/2 / (7/8 - 2/3)) / 4/5) * 8/5)
[1339304] ['2/3', '4/5', '5/2', '7/9', '8/3'] -> (8/3 / (5/2 * (2/3 - (4/5 * 7/9))))
[1339307] ['2/3', '4/5', '5/2', '7/9', '8/9'] -> (8/9 / ((2/3 * 5/2) * (4/5 - 7/9)))
[1339313] ['2/3', '4/5', '5/2', '8/3', '8/3'] -> ((2/3 + ((5/2 * 8/3) / 4/5)) * 8/3)
[1339338] ['2/3', '4/5', '5/2', '8/9', '9/2'] -> ((5/2 * (4/5 + (8/9 / 2/3))) * 9/2)
[1339343] ['2/3', '4/5', '5/2', '9/2', '9/2'] -> (9/2 / (((5/2 / 2/3) / 4/5) - 9/2))
[1339344] ['2/3', '4/5', '5/2', '9/2', '9/4'] -> ((5/2 * (2/3 + (4/5 * 9/2))) * 9/4)
[1339345] ['2/3', '4/5', '5/2', '9/2', '9/5'] -> ((5/2 * ((2/3 / 4/5) + 9/2)) * 9/5)
[1339349] ['2/3', '4/5', '5/2', '9/4', '9/5'] -> (9/5 / (((9/4 / 2/3) - 4/5) - 5/2))
[1339359] ['2/3', '4/5', '5/3', '5/3', '5/4'] -> ((5/3 / 2/3) / (5/3 - (5/4 / 4/5)))
[1339360] ['2/3', '4/5', '5/3', '5/3', '5/6'] -> (5/3 / ((2/3 * 5/3) - (5/6 / 4/5)))
[1339363] ['2/3', '4/5', '5/3', '5/3', '5/9'] -> ((4/5 * (5/3 + 5/3)) / (2/3 - 5/9))
[1339370] ['2/3', '4/5', '5/3', '5/3', '7/6'] -> ((4/5 * 5/3) / (7/6 - (2/3 * 5/3)))
[1339371] ['2/3', '4/5', '5/3', '5/3', '7/8'] -> ((5/3 / 5/3) / (7/8 - (2/3 / 4/5)))
[1339372] ['2/3', '4/5', '5/3', '5/3', '7/9'] -> ((4/5 * (5/3 + 5/3)) / (7/9 - 2/3))
[1339386] ['2/3', '4/5', '5/3', '5/4', '5/9'] -> ((2/3 / (4/5 - (5/4 / 5/3))) / 5/9)
[1339402] ['2/3', '4/5', '5/3', '5/4', '9/5'] -> ((2/3 / (4/5 - (5/4 / 5/3))) * 9/5)
[1339421] ['2/3', '4/5', '5/3', '5/6', '8/9'] -> ((8/9 / 2/3) / (5/3 * (5/6 - 4/5)))
[1339431] ['2/3', '4/5', '5/3', '5/7', '6/7'] -> (((4/5 * 5/3) / (5/7 - 2/3)) * 6/7)
[1339436] ['2/3', '4/5', '5/3', '5/7', '7/6'] -> (((4/5 * 5/3) / (5/7 - 2/3)) / 7/6)
[1339440] ['2/3', '4/5', '5/3', '5/7', '8/5'] -> (8/5 / ((2/3 / 5/7) - (5/3 - 4/5)))
[1339449] ['2/3', '4/5', '5/3', '5/8', '5/9'] -> (((2/3 + 5/3) / (4/5 - 5/8)) / 5/9)
[1339450] ['2/3', '4/5', '5/3', '5/8', '6/5'] -> (((5/3 / (4/5 - 2/3)) / 5/8) * 6/5)
[1339465] ['2/3', '4/5', '5/3', '5/8', '9/5'] -> (((2/3 + 5/3) / (4/5 - 5/8)) * 9/5)
[1339479] ['2/3', '4/5', '5/3', '5/9', '8/5'] -> (8/5 / (4/5 - ((2/3 + 5/9) / 5/3)))
[1339481] ['2/3', '4/5', '5/3', '5/9', '8/9'] -> (8/9 / (5/3 * (5/9 - (2/3 * 4/5))))
[1339487] ['2/3', '4/5', '5/3', '6/5', '6/5'] -> (6/5 / (((5/3 - 2/3) / 4/5) - 6/5))
[1339514] ['2/3', '4/5', '5/3', '6/7', '8/5'] -> (8/5 / ((5/3 - (4/5 / 6/7)) - 2/3))
[1339515] ['2/3', '4/5', '5/3', '6/7', '8/7'] -> (8/7 / ((4/5 * 5/3) - (6/7 / 2/3)))
[1339516] ['2/3', '4/5', '5/3', '6/7', '8/9'] -> (8/9 / (5/3 * (4/5 - (2/3 / 6/7))))
[1339529] ['2/3', '4/5', '5/3', '7/2', '8/3'] -> (((5/3 / (4/5 - 2/3)) - 7/2) * 8/3)
[1339533] ['2/3', '4/5', '5/3', '7/2', '9/2'] -> ((2/3 + ((4/5 * 5/3) * 7/2)) * 9/2)
[1339542] ['2/3', '4/5', '5/3', '7/3', '7/8'] -> (((5/3 + 7/3) / 4/5) / (7/8 - 2/3))
[1339544] ['2/3', '4/5', '5/3', '7/3', '8/3'] -> (8/3 / (((2/3 + 4/5) * 5/3) - 7/3))
[1339545] ['2/3', '4/5', '5/3', '7/3', '8/5'] -> (8/5 / ((2/3 + 4/5) - (7/3 / 5/3)))
[1339571] ['2/3', '4/5', '5/3', '7/5', '8/3'] -> (8/3 / (5/3 * ((2/3 + 4/5) - 7/5)))
[1339572] ['2/3', '4/5', '5/3', '7/5', '8/5'] -> (8/5 / ((2/3 * 7/5) - (5/3 - 4/5)))
[1339583] ['2/3', '4/5', '5/3', '7/6', '8/3'] -> (8/3 / (2/3 * ((4/5 * 5/3) - 7/6)))
[1339586] ['2/3', '4/5', '5/3', '7/6', '8/9'] -> (8/9 / (5/3 * (4/5 - (2/3 * 7/6))))
[1339598] ['2/3', '4/5', '5/3', '7/8', '9/2'] -> (((2/3 / (7/8 - 4/5)) / 5/3) * 9/2)
[1339599] ['2/3', '4/5', '5/3', '7/8', '9/4'] -> (9/4 / ((2/3 + (7/8 / 4/5)) - 5/3))
[1339625] ['2/3', '4/5', '5/3', '8/5', '9/2'] -> ((5/3 * (4/5 + (8/5 / 2/3))) * 9/2)
[1339634] ['2/3', '4/5', '5/3', '8/7', '9/5'] -> (9/5 / (((5/3 - 2/3) / 8/7) - 4/5))
[1339639] ['2/3', '4/5', '5/3', '8/9', '9/4'] -> (((2/3 + 5/3) / (8/9 - 4/5)) - 9/4)
[1339649] ['2/3', '4/5', '5/3', '9/4', '9/5'] -> (9/5 / (((9/4 - 5/3) / 2/3) - 4/5))
[1339670] ['2/3', '4/5', '5/4', '5/4', '7/8'] -> ((5/4 / 5/4) / (7/8 - (2/3 / 4/5)))
[1339685] ['2/3', '4/5', '5/4', '5/6', '6/5'] -> (6/5 / (5/4 - (4/5 * (2/3 + 5/6))))
[1339694] ['2/3', '4/5', '5/4', '5/6', '8/3'] -> ((8/3 / 2/3) / ((4/5 * 5/4) - 5/6))
[1339707] ['2/3', '4/5', '5/4', '5/7', '6/7'] -> (6/7 / ((5/4 - (4/5 / 2/3)) * 5/7))
[1339713] ['2/3', '4/5', '5/4', '5/7', '7/8'] -> (((4/5 * 5/4) / (5/7 - 2/3)) / 7/8)
[1339716] ['2/3', '4/5', '5/4', '5/7', '8/5'] -> (8/5 / ((4/5 * 5/4) - (2/3 / 5/7)))
[1339724] ['2/3', '4/5', '5/4', '5/8', '5/8'] -> (((5/4 / (4/5 - 2/3)) / 5/8) / 5/8)
[1339728] ['2/3', '4/5', '5/4', '5/8', '7/2'] -> (7/2 / ((2/3 * 5/4) * (4/5 - 5/8)))
[1339739] ['2/3', '4/5', '5/4', '5/8', '9/2'] -> (9/2 / ((2/3 * (5/4 - 4/5)) * 5/8))
[1339777] ['2/3', '4/5', '5/4', '6/5', '9/4'] -> (((2/3 * 4/5) / (5/4 - 6/5)) * 9/4)
[1339784] ['2/3', '4/5', '5/4', '6/7', '7/4'] -> ((4/5 / ((6/7 / 5/4) - 2/3)) / 7/4)
[1339791] ['2/3', '4/5', '5/4', '6/7', '8/7'] -> (8/7 / ((2/3 * 5/4) * (6/7 - 4/5)))
[1339803] ['2/3', '4/5', '5/4', '7/2', '7/8'] -> (((7/2 / (4/5 - 2/3)) / 5/4) / 7/8)
[1339807] ['2/3', '4/5', '5/4', '7/2', '8/7'] -> (((7/2 / (4/5 - 2/3)) / 5/4) * 8/7)
[1339809] ['2/3', '4/5', '5/4', '7/2', '9/2'] -> ((((2/3 + 4/5) * 5/4) + 7/2) * 9/2)
[1339830] ['2/3', '4/5', '5/4', '7/4', '7/5'] -> (7/5 / (((2/3 * 5/4) - 4/5) * 7/4))
[1339844] ['2/3', '4/5', '5/4', '7/5', '7/6'] -> ((7/5 / (5/4 - (4/5 / 2/3))) / 7/6)
[1339849] ['2/3', '4/5', '5/4', '7/5', '8/7'] -> (8/7 / (((4/5 * 5/4) / 7/5) - 2/3))
[1339859] ['2/3', '4/5', '5/4', '7/6', '8/3'] -> (8/3 / (2/3 * (7/6 - (4/5 * 5/4))))
[1339863] ['2/3', '4/5', '5/4', '7/6', '9/2'] -> (9/2 / ((7/6 / 2/3) - (5/4 / 4/5)))
[1339871] ['2/3', '4/5', '5/4', '7/8', '8/5'] -> (8/5 / (2/3 * (4/5 - (7/8 / 5/4))))
[1339872] ['2/3', '4/5', '5/4', '7/8', '8/7'] -> (8/7 / (5/4 * (4/5 - (2/3 / 7/8))))
[1339874] ['2/3', '4/5', '5/4', '7/8', '9/2'] -> ((2/3 / ((4/5 * 5/4) - 7/8)) * 9/2)
[1339881] ['2/3', '4/5', '5/4', '7/9', '8/5'] -> (8/5 / (4/5 * (5/4 - (7/9 / 2/3))))
[1339901] ['2/3', '4/5', '5/4', '8/5', '9/2'] -> (((8/5 / (5/4 - 4/5)) / 2/3) * 9/2)
[1339914] ['2/3', '4/5', '5/4', '8/9', '9/2'] -> (((8/9 / (4/5 - 2/3)) / 5/4) * 9/2)
[1339923] ['2/3', '4/5', '5/4', '9/2', '9/8'] -> (((9/2 / (4/5 - 2/3)) / 5/4) / 9/8)
[1339946] ['2/3', '4/5', '5/6', '5/6', '7/9'] -> ((2/3 + (4/5 * 5/6)) / (5/6 - 7/9))
[1339950] ['2/3', '4/5', '5/6', '5/6', '8/9'] -> ((2/3 + (4/5 * 5/6)) / (8/9 - 5/6))
[1339956] ['2/3', '4/5', '5/6', '5/7', '5/7'] -> (5/7 / ((5/7 / 2/3) - (5/6 / 4/5)))
[1339960] ['2/3', '4/5', '5/6', '5/7', '6/7'] -> (((2/3 / (5/6 - 4/5)) / 5/7) * 6/7)
[1339965] ['2/3', '4/5', '5/6', '5/7', '7/6'] -> (((2/3 / (5/6 - 4/5)) / 5/7) / 7/6)
[1339968] ['2/3', '4/5', '5/6', '5/7', '8/3'] -> (8/3 / (5/6 * ((2/3 / 5/7) - 4/5)))
[1339970] ['2/3', '4/5', '5/6', '5/7', '8/7'] -> (8/7 / ((2/3 * 5/6) * (4/5 - 5/7)))
[1339978] ['2/3', '4/5', '5/6', '5/8', '5/9'] -> ((2/3 / (4/5 - (5/8 / 5/6))) / 5/9)
[1339982] ['2/3', '4/5', '5/6', '5/8', '7/3'] -> (7/3 / ((2/3 * 5/6) * (4/5 - 5/8)))
[1339988] ['2/3', '4/5', '5/6', '5/8', '8/3'] -> (8/3 / ((2/3 * 4/5) * (5/6 - 5/8)))
[1339992] ['2/3', '4/5', '5/6', '5/8', '9/2'] -> (9/2 / ((5/6 - (2/3 * 4/5)) * 5/8))
[1339997] ['2/3', '4/5', '5/6', '5/9', '5/9'] -> (5/9 / (5/6 * ((5/9 / 4/5) - 2/3)))
[1340016] ['2/3', '4/5', '5/6', '6/5', '6/5'] -> ((4/5 / ((5/6 / 6/5) - 2/3)) / 6/5)
[1340019] ['2/3', '4/5', '5/6', '6/5', '7/3'] -> (((2/3 + 6/5) / (5/6 - 4/5)) / 7/3)
[1340023] ['2/3', '4/5', '5/6', '6/5', '7/8'] -> (((2/3 + 5/6) * 6/5) / (7/8 - 4/5))
[1340030] ['2/3', '4/5', '5/6', '6/5', '9/4'] -> (((6/5 / (5/6 - 4/5)) / 2/3) / 9/4)
[1340038] ['2/3', '4/5', '5/6', '6/7', '7/5'] -> (7/5 / (((5/6 - 4/5) / 2/3) / 6/7))
[1340047] ['2/3', '4/5', '5/6', '6/7', '9/4'] -> (((2/3 + 5/6) / (6/7 - 4/5)) - 9/4)
[1340063] ['2/3', '4/5', '5/6', '7/2', '9/4'] -> (((7/2 / (5/6 - 2/3)) / 4/5) - 9/4)
[1340071] ['2/3', '4/5', '5/6', '7/3', '7/8'] -> (((7/3 / (4/5 - 2/3)) / 5/6) / 7/8)
[1340075] ['2/3', '4/5', '5/6', '7/3', '8/7'] -> (((7/3 / (4/5 - 2/3)) / 5/6) * 8/7)
[1340088] ['2/3', '4/5', '5/6', '7/4', '8/5'] -> (8/5 / ((4/5 * (7/4 - 5/6)) - 2/3))
[1340091] ['2/3', '4/5', '5/6', '7/4', '9/2'] -> (9/2 / (7/4 - ((5/6 / 2/3) / 4/5)))
[1340097] ['2/3', '4/5', '5/6', '7/5', '7/6'] -> (((2/3 * 7/5) / (5/6 - 4/5)) / 7/6)
[1340100] ['2/3', '4/5', '5/6', '7/5', '8/3'] -> (8/3 / (5/6 * ((2/3 * 7/5) - 4/5)))
[1340104] ['2/3', '4/5', '5/6', '7/5', '9/2'] -> ((4/5 / (7/5 - (5/6 / 2/3))) * 9/2)
[1340114] ['2/3', '4/5', '5/6', '7/6', '8/7'] -> (8/7 / ((7/6 / (4/5 + 5/6)) - 2/3))
[1340116] ['2/3', '4/5', '5/6', '7/6', '9/2'] -> ((2/3 / (7/6 - (5/6 / 4/5))) * 9/2)
[1340123] ['2/3', '4/5', '5/6', '7/8', '8/3'] -> (8/3 / (2/3 * ((5/6 / 4/5) - 7/8)))
[1340135] ['2/3', '4/5', '5/6', '7/9', '8/7'] -> (8/7 / (5/6 * ((2/3 / 7/9) - 4/5)))
[1340136] ['2/3', '4/5', '5/6', '7/9', '8/9'] -> (8/9 / (5/6 * (2/3 - (4/5 * 7/9))))
[1340139] ['2/3', '4/5', '5/6', '7/9', '9/5'] -> ((4/5 / (2/3 - (5/6 * 7/9))) / 9/5)
[1340142] ['2/3', '4/5', '5/6', '8/3', '8/3'] -> ((8/3 / (5/6 - 4/5)) / (2/3 + 8/3))
[1340147] ['2/3', '4/5', '5/6', '8/3', '9/4'] -> (((5/6 + 8/3) / (4/5 - 2/3)) - 9/4)
[1340154] ['2/3', '4/5', '5/6', '8/5', '9/2'] -> ((8/5 / (5/6 - (2/3 * 4/5))) * 9/2)
[1340166] ['2/3', '4/5', '5/6', '8/9', '8/9'] -> (8/9 / (5/6 * ((4/5 * 8/9) - 2/3)))
[1340181] ['2/3', '4/5', '5/6', '9/5', '9/5'] -> (9/5 / (((2/3 + 5/6) / 4/5) - 9/5))
[1340187] ['2/3', '4/5', '5/7', '5/7', '5/7'] -> ((4/5 * (5/7 + 5/7)) / (5/7 - 2/3))
[1340197] ['2/3', '4/5', '5/7', '5/7', '7/8'] -> ((5/7 / 5/7) / (7/8 - (2/3 / 4/5)))
[1340210] ['2/3', '4/5', '5/7', '5/8', '6/5'] -> (6/5 / (2/3 * ((5/8 / 5/7) - 4/5)))
[1340214] ['2/3', '4/5', '5/7', '5/8', '7/4'] -> (((4/5 * 5/7) / (2/3 - 5/8)) * 7/4)
[1340221] ['2/3', '4/5', '5/7', '5/8', '8/7'] -> (8/7 / ((2/3 * 4/5) * (5/7 - 5/8)))
[1340223] ['2/3', '4/5', '5/7', '5/8', '9/2'] -> (((2/3 / (4/5 - 5/8)) / 5/7) * 9/2)
[1340233] ['2/3', '4/5', '5/7', '5/9', '7/4'] -> ((2/3 / ((4/5 * 5/7) - 5/9)) / 7/4)
[1340234] ['2/3', '4/5', '5/7', '5/9', '7/5'] -> ((2/3 / (5/7 - (5/9 / 4/5))) / 7/5)
[1340240] ['2/3', '4/5', '5/7', '5/9', '8/7'] -> (8/7 / (5/7 - ((4/5 * 5/9) / 2/3)))
[1340251] ['2/3', '4/5', '5/7', '6/5', '7/4'] -> (((4/5 + 6/5) / (5/7 - 2/3)) / 7/4)
[1340254] ['2/3', '4/5', '5/7', '6/5', '7/8'] -> (((6/5 / (4/5 - 5/7)) / 2/3) / 7/8)
[1340256] ['2/3', '4/5', '5/7', '6/5', '8/3'] -> ((6/5 / ((2/3 / 5/7) - 4/5)) * 8/3)
[1340262] ['2/3', '4/5', '5/7', '6/5', '9/5'] -> (((6/5 / (4/5 - 5/7)) - 2/3) * 9/5)
[1340274] ['2/3', '4/5', '5/7', '6/7', '8/5'] -> (((6/7 / (4/5 - 5/7)) / 2/3) * 8/5)
[1340280] ['2/3', '4/5', '5/7', '6/7', '9/7'] -> (9/7 / (((5/7 / 4/5) - 6/7) / 2/3))
[1340294] ['2/3', '4/5', '5/7', '7/2', '9/4'] -> ((7/2 / ((2/3 / 5/7) - 4/5)) - 9/4)
[1340319] ['2/3', '4/5', '5/7', '7/4', '8/5'] -> (8/5 / ((4/5 * (5/7 - 2/3)) * 7/4))
[1340333] ['2/3', '4/5', '5/7', '7/5', '8/7'] -> (8/7 / (5/7 * ((2/3 + 4/5) - 7/5)))
[1340344] ['2/3', '4/5', '5/7', '7/6', '8/5'] -> (8/5 / ((2/3 * (4/5 - 5/7)) * 7/6))
[1340364] ['2/3', '4/5', '5/7', '7/9', '8/3'] -> (8/3 / ((4/5 / 2/3) - (7/9 / 5/7)))
[1340377] ['2/3', '4/5', '5/7', '8/3', '9/2'] -> ((2/3 + ((8/3 / 4/5) / 5/7)) * 9/2)
[1340390] ['2/3', '4/5', '5/7', '8/7', '8/7'] -> (8/7 / (((8/7 / 4/5) - 2/3) - 5/7))
[1340415] ['2/3', '4/5', '5/7', '9/7', '9/7'] -> (9/7 / (((5/7 / 2/3) / 4/5) - 9/7))
[1340418] ['2/3', '4/5', '5/8', '5/8', '5/8'] -> ((4/5 * (5/8 + 5/8)) / (2/3 - 5/8))
[1340420] ['2/3', '4/5', '5/8', '5/8', '6/5'] -> (6/5 / ((5/8 + 5/8) - (4/5 / 2/3)))
[1340423] ['2/3', '4/5', '5/8', '5/8', '7/3'] -> ((2/3 + 7/3) / (5/8 - (4/5 * 5/8)))
[1340424] ['2/3', '4/5', '5/8', '5/8', '7/4'] -> ((7/4 / 2/3) / ((4/5 - 5/8) * 5/8))
[1340427] ['2/3', '4/5', '5/8', '5/8', '7/8'] -> ((5/8 / 5/8) / (7/8 - (2/3 / 4/5)))
[1340428] ['2/3', '4/5', '5/8', '5/8', '7/9'] -> ((2/3 / (4/5 - 7/9)) / (5/8 + 5/8))
[1340433] ['2/3', '4/5', '5/8', '5/8', '9/2'] -> ((2/3 * 9/2) / (5/8 - (4/5 * 5/8)))
[1340439] ['2/3', '4/5', '5/8', '5/9', '6/5'] -> (6/5 / (4/5 - ((2/3 * 5/8) / 5/9)))
[1340441] ['2/3', '4/5', '5/8', '5/9', '7/2'] -> (7/2 / (((4/5 - 5/8) * 5/9) / 2/3))
[1340448] ['2/3', '4/5', '5/8', '5/9', '8/3'] -> (8/3 / (4/5 * (5/9 - (2/3 * 5/8))))
[1340453] ['2/3', '4/5', '5/8', '5/9', '9/4'] -> (((4/5 * 5/9) / (2/3 - 5/8)) * 9/4)
[1340454] ['2/3', '4/5', '5/8', '5/9', '9/5'] -> (9/5 / ((4/5 / 2/3) - (5/8 / 5/9)))
[1340458] ['2/3', '4/5', '5/8', '6/5', '6/7'] -> (((6/5 / (2/3 - 5/8)) - 4/5) * 6/7)
[1340460] ['2/3', '4/5', '5/8', '6/5', '7/3'] -> (((6/5 / (4/5 - 5/8)) / 2/3) * 7/3)
[1340463] ['2/3', '4/5', '5/8', '6/5', '7/6'] -> (((6/5 / (2/3 - 5/8)) - 4/5) / 7/6)
[1340471] ['2/3', '4/5', '5/8', '6/5', '9/4'] -> (((2/3 + 6/5) / (4/5 - 5/8)) * 9/4)
[1340472] ['2/3', '4/5', '5/8', '6/5', '9/5'] -> ((2/3 / (4/5 - (5/8 * 6/5))) * 9/5)
[1340477] ['2/3', '4/5', '5/8', '6/7', '7/3'] -> (((6/7 / (4/5 - 2/3)) / 5/8) * 7/3)
[1340488] ['2/3', '4/5', '5/8', '6/7', '9/4'] -> ((5/8 / (6/7 - (2/3 / 4/5))) - 9/4)
[1340490] ['2/3', '4/5', '5/8', '6/7', '9/7'] -> (9/7 / ((5/8 * (6/7 - 4/5)) / 2/3))
[1340494] ['2/3', '4/5', '5/8', '7/2', '7/4'] -> (((7/2 / (4/5 - 2/3)) / 5/8) / 7/4)
[1340497] ['2/3', '4/5', '5/8', '7/2', '7/8'] -> ((7/2 / (2/3 - (4/5 * 5/8))) / 7/8)
[1340501] ['2/3', '4/5', '5/8', '7/2', '8/7'] -> ((7/2 / (2/3 - (4/5 * 5/8))) * 8/7)
[1340505] ['2/3', '4/5', '5/8', '7/2', '9/5'] -> (((2/3 * 7/2) / (4/5 - 5/8)) * 9/5)
[1340510] ['2/3', '4/5', '5/8', '7/3', '7/5'] -> (7/5 / ((4/5 - 5/8) / (2/3 + 7/3)))
[1340511] ['2/3', '4/5', '5/8', '7/3', '7/6'] -> (((7/3 / (4/5 - 2/3)) / 5/8) / 7/6)
[1340518] ['2/3', '4/5', '5/8', '7/3', '9/2'] -> ((2/3 + ((7/3 / 4/5) / 5/8)) * 9/2)
[1340526] ['2/3', '4/5', '5/8', '7/4', '7/8'] -> (((7/4 / (4/5 - 2/3)) / 5/8) / 7/8)
[1340529] ['2/3', '4/5', '5/8', '7/4', '8/5'] -> (((7/4 / (4/5 - 5/8)) / 2/3) * 8/5)
[1340530] ['2/3', '4/5', '5/8', '7/4', '8/7'] -> (((7/4 / (4/5 - 2/3)) / 5/8) * 8/7)
[1340534] ['2/3', '4/5', '5/8', '7/4', '9/5'] -> (9/5 / (((4/5 / 2/3) + 5/8) - 7/4))
[1340537] ['2/3', '4/5', '5/8', '7/5', '7/5'] -> (7/5 / (((2/3 / 4/5) + 5/8) - 7/5))
[1340541] ['2/3', '4/5', '5/8', '7/5', '8/3'] -> ((2/3 / ((4/5 + 5/8) - 7/5)) - 8/3)
[1340542] ['2/3', '4/5', '5/8', '7/5', '8/5'] -> (8/5 / (7/5 - ((2/3 / 4/5) / 5/8)))
[1340545] ['2/3', '4/5', '5/8', '7/5', '9/2'] -> (((2/3 * 7/5) / (4/5 - 5/8)) * 9/2)
[1340557] ['2/3', '4/5', '5/8', '7/6', '9/2'] -> (9/2 / (5/8 * ((2/3 + 4/5) - 7/6)))
[1340569] ['2/3', '4/5', '5/8', '7/8', '9/4'] -> (((7/8 / (2/3 - 5/8)) / 4/5) - 9/4)
[1340570] ['2/3', '4/5', '5/8', '7/8', '9/5'] -> (9/5 / ((2/3 * (4/5 + 5/8)) - 7/8))
[1340607] ['2/3', '4/5', '5/8', '8/9', '8/9'] -> (8/9 / ((2/3 * 5/8) * (8/9 - 4/5)))
