[964315] ['1/7', '2/9', '5/3', '7/4', '9/7'] -> (9/7 / ((1/7 * (7/4 - 5/3)) / 2/9))
[993917] ['1/7', '3/8', '5/2', '5/4', '5/4'] -> (((5/2 + (5/4 / 1/7)) / 3/8) / 5/4)
[993918] ['1/7', '3/8', '5/2', '5/4', '5/6'] -> (((5/2 / (5/4 - 3/8)) / 1/7) / 5/6)
[993922] ['1/7', '3/8', '5/2', '5/4', '6/5'] -> (((5/2 / (5/4 - 3/8)) / 1/7) * 6/5)
[993923] ['1/7', '3/8', '5/2', '5/4', '6/7'] -> (6/7 / ((3/8 / 5/2) - (1/7 / 5/4)))
[993926] ['1/7', '3/8', '5/2', '5/4', '7/4'] -> ((3/8 + ((5/2 * 5/4) / 1/7)) + 7/4)
[993955] ['1/7', '3/8', '5/2', '5/6', '8/7'] -> (8/7 / ((1/7 / 3/8) - (5/6 / 5/2)))
[993960] ['1/7', '3/8', '5/2', '5/6', '9/7'] -> (9/7 / (((1/7 * 5/2) / 5/6) - 3/8))
[993966] ['1/7', '3/8', '5/2', '5/7', '6/7'] -> (6/7 / (1/7 - ((3/8 * 5/7) / 5/2)))
[993972] ['1/7', '3/8', '5/2', '5/7', '7/8'] -> ((3/8 + ((5/2 / 1/7) / 5/7)) - 7/8)
[993978] ['1/7', '3/8', '5/2', '5/7', '9/2'] -> ((((5/7 / 1/7) / 3/8) / 5/2) * 9/2)
[993988] ['1/7', '3/8', '5/2', '5/8', '7/3'] -> ((((5/2 / 5/8) - 1/7) / 3/8) * 7/3)
[993989] ['1/7', '3/8', '5/2', '5/8', '7/4'] -> ((3/8 + ((5/2 + 5/8) / 1/7)) + 7/4)
[993998] ['1/7', '3/8', '5/2', '5/8', '9/2'] -> ((((3/8 + 5/2) / 1/7) - 5/8) + 9/2)
[994004] ['1/7', '3/8', '5/2', '5/9', '6/5'] -> (6/5 / ((3/8 / (5/2 - 5/9)) - 1/7))
[994006] ['1/7', '3/8', '5/2', '5/9', '7/2'] -> ((((5/2 / 1/7) / 3/8) / 5/9) / 7/2)
[994038] ['1/7', '3/8', '5/2', '6/5', '9/7'] -> (9/7 / (((1/7 * 5/2) * 6/5) - 3/8))
[994040] ['1/7', '3/8', '5/2', '6/7', '6/7'] -> (6/7 / ((1/7 * 5/2) - (3/8 * 6/7)))
[994041] ['1/7', '3/8', '5/2', '6/7', '7/2'] -> (7/2 / (((3/8 / 1/7) - 5/2) / 6/7))
[994054] ['1/7', '3/8', '5/2', '6/7', '9/5'] -> (9/5 / (3/8 * ((6/7 / 5/2) - 1/7)))
[994058] ['1/7', '3/8', '5/2', '7/2', '7/3'] -> ((((1/7 * 5/2) + 7/2) / 3/8) * 7/3)
[994068] ['1/7', '3/8', '5/2', '7/2', '9/2'] -> (((5/2 - (1/7 * 7/2)) / 3/8) * 9/2)
[994070] ['1/7', '3/8', '5/2', '7/2', '9/5'] -> ((((5/2 / 1/7) / 3/8) / 7/2) * 9/5)
[994086] ['1/7', '3/8', '5/2', '7/3', '9/7'] -> (9/7 / (((3/8 / 1/7) - 5/2) / 7/3))
[994088] ['1/7', '3/8', '5/2', '7/4', '7/4'] -> ((((5/2 / 1/7) - 7/4) / 3/8) / 7/4)
[994090] ['1/7', '3/8', '5/2', '7/4', '7/6'] -> ((((5/2 * 7/4) - 3/8) / 1/7) / 7/6)
[994093] ['1/7', '3/8', '5/2', '7/4', '8/3'] -> ((((5/2 / 1/7) / 3/8) / 7/4) - 8/3)
[994100] ['1/7', '3/8', '5/2', '7/4', '9/7'] -> (9/7 / (1/7 * ((5/2 - 3/8) - 7/4)))
[994104] ['1/7', '3/8', '5/2', '7/5', '7/8'] -> ((3/8 + ((5/2 * 7/5) / 1/7)) - 7/8)
[994110] ['1/7', '3/8', '5/2', '7/5', '9/2'] -> (9/2 / (((1/7 * 3/8) * 5/2) * 7/5))
[994121] ['1/7', '3/8', '5/2', '7/6', '8/9'] -> ((((5/2 - 7/6) / 1/7) / 3/8) - 8/9)
[994122] ['1/7', '3/8', '5/2', '7/6', '9/2'] -> ((((5/2 / 7/6) - 1/7) / 3/8) * 9/2)
[994129] ['1/7', '3/8', '5/2', '7/8', '8/3'] -> (((3/8 + 5/2) + (7/8 / 1/7)) * 8/3)
[994134] ['1/7', '3/8', '5/2', '7/8', '9/4'] -> ((((3/8 + 5/2) + 7/8) / 1/7) - 9/4)
[994147] ['1/7', '3/8', '5/2', '7/9', '9/8'] -> (((3/8 + (5/2 / 7/9)) / 1/7) - 9/8)
[994150] ['1/7', '3/8', '5/2', '8/3', '8/7'] -> (8/7 / ((3/8 - (1/7 * 5/2)) * 8/3))
[994152] ['1/7', '3/8', '5/2', '8/3', '9/2'] -> (9/2 / (1/7 * (3/8 + (5/2 / 8/3))))
[994156] ['1/7', '3/8', '5/2', '8/3', '9/8'] -> (9/8 / (((3/8 / 1/7) - 5/2) / 8/3))
[994162] ['1/7', '3/8', '5/2', '8/5', '9/5'] -> (9/5 / (1/7 * ((5/2 - 3/8) - 8/5)))
[994171] ['1/7', '3/8', '5/2', '8/7', '9/8'] -> ((((5/2 + 8/7) / 1/7) - 3/8) - 9/8)
[994173] ['1/7', '3/8', '5/2', '8/9', '9/2'] -> (9/2 / ((5/2 / 8/9) - (3/8 / 1/7)))
[994184] ['1/7', '3/8', '5/2', '9/4', '9/5'] -> (9/5 / (1/7 * ((9/4 / 5/2) - 3/8)))
[994185] ['1/7', '3/8', '5/2', '9/4', '9/7'] -> (9/7 / (1/7 / (5/2 + (3/8 / 9/4))))
[994191] ['1/7', '3/8', '5/2', '9/7', '9/8'] -> (((3/8 + (5/2 * 9/7)) / 1/7) - 9/8)
[994207] ['1/7', '3/8', '5/3', '5/3', '7/9'] -> ((((5/3 / 1/7) / 3/8) / 5/3) / 7/9)
[994220] ['1/7', '3/8', '5/3', '5/4', '5/8'] -> (((5/3 / 1/7) + (5/4 / 3/8)) / 5/8)
[994221] ['1/7', '3/8', '5/3', '5/4', '5/9'] -> (((5/3 / (5/4 - 3/8)) / 1/7) / 5/9)
[994223] ['1/7', '3/8', '5/3', '5/4', '6/7'] -> (6/7 / ((5/3 - (1/7 / 3/8)) - 5/4))
[994232] ['1/7', '3/8', '5/3', '5/4', '8/5'] -> (((5/3 / 1/7) + (5/4 / 3/8)) * 8/5)
[994234] ['1/7', '3/8', '5/3', '5/4', '8/9'] -> ((((5/3 / 1/7) / 3/8) / 5/4) - 8/9)
[994237] ['1/7', '3/8', '5/3', '5/4', '9/5'] -> (((5/3 / (5/4 - 3/8)) / 1/7) * 9/5)
[994238] ['1/7', '3/8', '5/3', '5/4', '9/7'] -> (9/7 / (1/7 * ((5/4 / 5/3) - 3/8)))
[994240] ['1/7', '3/8', '5/3', '5/6', '5/6'] -> (((5/3 + (5/6 / 1/7)) / 3/8) / 5/6)
[994244] ['1/7', '3/8', '5/3', '5/6', '6/5'] -> (((5/3 + (5/6 / 1/7)) / 3/8) * 6/5)
[994260] ['1/7', '3/8', '5/3', '5/6', '9/7'] -> (9/7 / ((3/8 / 5/3) - (1/7 / 5/6)))
[994262] ['1/7', '3/8', '5/3', '5/7', '5/7'] -> (5/7 / ((3/8 * 5/7) - (1/7 * 5/3)))
[994263] ['1/7', '3/8', '5/3', '5/7', '5/8'] -> ((5/3 + ((5/7 / 1/7) / 3/8)) / 5/8)
[994264] ['1/7', '3/8', '5/3', '5/7', '5/9'] -> ((5/3 / ((3/8 * 5/7) - 1/7)) / 5/9)
[994266] ['1/7', '3/8', '5/3', '5/7', '6/7'] -> (6/7 / (5/7 - (3/8 * (1/7 + 5/3))))
[994275] ['1/7', '3/8', '5/3', '5/7', '8/5'] -> ((5/3 + ((5/7 / 1/7) / 3/8)) * 8/5)
[994276] ['1/7', '3/8', '5/3', '5/7', '8/7'] -> (8/7 / ((5/7 / 5/3) - (1/7 / 3/8)))
[994278] ['1/7', '3/8', '5/3', '5/7', '9/2'] -> (((1/7 + 5/3) / (5/7 - 3/8)) * 9/2)
[994279] ['1/7', '3/8', '5/3', '5/7', '9/4'] -> (9/4 / ((5/7 / (5/3 - 1/7)) - 3/8))
[994280] ['1/7', '3/8', '5/3', '5/7', '9/5'] -> ((5/3 / ((3/8 * 5/7) - 1/7)) * 9/5)
[994281] ['1/7', '3/8', '5/3', '5/7', '9/7'] -> (9/7 / ((1/7 + (3/8 * 5/3)) - 5/7))
[994283] ['1/7', '3/8', '5/3', '5/8', '5/8'] -> (5/8 / (5/3 - ((3/8 * 5/8) / 1/7)))
[994296] ['1/7', '3/8', '5/3', '5/8', '8/7'] -> (8/7 / (3/8 - (1/7 * (5/3 + 5/8))))
[994298] ['1/7', '3/8', '5/3', '5/8', '9/2'] -> ((((3/8 + 5/8) / 1/7) - 5/3) * 9/2)
[994299] ['1/7', '3/8', '5/3', '5/8', '9/4'] -> ((((5/3 / 1/7) - 3/8) - 5/8) * 9/4)
[994315] ['1/7', '3/8', '5/3', '5/9', '8/7'] -> (8/7 / ((1/7 / 3/8) - (5/9 / 5/3)))
[994320] ['1/7', '3/8', '5/3', '5/9', '9/7'] -> (9/7 / (((1/7 * 5/3) / 5/9) - 3/8))
[994338] ['1/7', '3/8', '5/3', '6/5', '9/7'] -> (9/7 / ((3/8 / 5/3) - (1/7 * 6/5)))
[994342] ['1/7', '3/8', '5/3', '6/7', '7/3'] -> (7/3 / (3/8 - ((1/7 * 5/3) / 6/7)))
[994344] ['1/7', '3/8', '5/3', '6/7', '7/5'] -> (7/5 / ((3/8 / 5/3) - (1/7 / 6/7)))
[994348] ['1/7', '3/8', '5/3', '6/7', '8/3'] -> ((((5/3 * 6/7) / 1/7) / 3/8) - 8/3)
[994352] ['1/7', '3/8', '5/3', '6/7', '9/2'] -> (9/2 / ((6/7 / (5/3 - 1/7)) - 3/8))
[994355] ['1/7', '3/8', '5/3', '6/7', '9/7'] -> (9/7 / (((6/7 - 1/7) / 5/3) - 3/8))
[994357] ['1/7', '3/8', '5/3', '7/2', '7/2'] -> (7/2 / (((1/7 + 3/8) * 7/2) - 5/3))
[994362] ['1/7', '3/8', '5/3', '7/2', '7/8'] -> (((5/3 / 1/7) + (7/2 / 3/8)) / 7/8)
[994366] ['1/7', '3/8', '5/3', '7/2', '8/7'] -> (((5/3 / 1/7) + (7/2 / 3/8)) * 8/7)
[994372] ['1/7', '3/8', '5/3', '7/2', '9/8'] -> (((3/8 * 5/3) + (7/2 / 1/7)) - 9/8)
[994373] ['1/7', '3/8', '5/3', '7/3', '7/3'] -> ((((5/3 + 7/3) - 1/7) / 3/8) * 7/3)
[994382] ['1/7', '3/8', '5/3', '7/3', '8/9'] -> ((((5/3 / 1/7) - 7/3) / 3/8) - 8/9)
[994383] ['1/7', '3/8', '5/3', '7/3', '9/2'] -> (((5/3 + (1/7 * 7/3)) / 3/8) * 9/2)
[994391] ['1/7', '3/8', '5/3', '7/4', '7/8'] -> ((((7/4 / 3/8) - 5/3) / 1/7) / 7/8)
[994395] ['1/7', '3/8', '5/3', '7/4', '8/7'] -> ((((7/4 / 3/8) - 5/3) / 1/7) * 8/7)
[994399] ['1/7', '3/8', '5/3', '7/4', '9/5'] -> ((5/3 / (3/8 - (1/7 * 7/4))) * 9/5)
[994412] ['1/7', '3/8', '5/3', '7/5', '9/5'] -> ((5/3 / ((3/8 / 7/5) - 1/7)) * 9/5)
[994415] ['1/7', '3/8', '5/3', '7/6', '7/6'] -> ((((5/3 / 1/7) - 7/6) / 3/8) / 7/6)
[994418] ['1/7', '3/8', '5/3', '7/6', '8/3'] -> ((((5/3 / 1/7) / 3/8) / 7/6) - 8/3)
[994441] ['1/7', '3/8', '5/3', '7/9', '8/7'] -> (8/7 / ((1/7 * 3/8) * (5/3 - 7/9)))
[994443] ['1/7', '3/8', '5/3', '7/9', '9/2'] -> ((((5/3 / 7/9) - 1/7) / 3/8) * 9/2)
[994446] ['1/7', '3/8', '5/3', '7/9', '9/7'] -> (9/7 / ((3/8 * 7/9) - (1/7 * 5/3)))
[994451] ['1/7', '3/8', '5/3', '8/3', '8/9'] -> (((5/3 / 3/8) + (8/3 / 1/7)) + 8/9)
[994452] ['1/7', '3/8', '5/3', '8/3', '9/2'] -> ((((3/8 * 8/3) / 1/7) - 5/3) * 9/2)
[994453] ['1/7', '3/8', '5/3', '8/3', '9/4'] -> (((5/3 / 1/7) - (3/8 * 8/3)) * 9/4)
[994470] ['1/7', '3/8', '5/3', '8/7', '9/7'] -> (9/7 / ((3/8 * (5/3 - 8/7)) - 1/7))
[994472] ['1/7', '3/8', '5/3', '8/9', '8/9'] -> ((((5/3 / 3/8) - 8/9) / 1/7) - 8/9)
[994474] ['1/7', '3/8', '5/3', '8/9', '9/4'] -> (((5/3 / 3/8) + (8/9 / 1/7)) * 9/4)
[994480] ['1/7', '3/8', '5/3', '9/2', '9/5'] -> (9/5 / ((9/2 / 5/3) - (3/8 / 1/7)))
[994481] ['1/7', '3/8', '5/3', '9/2', '9/7'] -> ((1/7 / (3/8 - (5/3 / 9/2))) / 9/7)
[994488] ['1/7', '3/8', '5/3', '9/5', '9/7'] -> (9/7 / (((1/7 * 5/3) * 9/5) - 3/8))
[994490] ['1/7', '3/8', '5/3', '9/7', '9/7'] -> (9/7 / ((3/8 / 9/7) - (1/7 * 5/3)))
[994494] ['1/7', '3/8', '5/4', '5/4', '5/6'] -> ((((5/4 / 1/7) - 5/4) / 3/8) / 5/6)
[994498] ['1/7', '3/8', '5/4', '5/4', '6/5'] -> ((((5/4 / 1/7) - 5/4) / 3/8) * 6/5)
[994506] ['1/7', '3/8', '5/4', '5/4', '7/9'] -> ((((5/4 / 1/7) / 3/8) / 5/4) / 7/9)
[994507] ['1/7', '3/8', '5/4', '5/4', '8/3'] -> ((((5/4 / 1/7) + 5/4) / 3/8) - 8/3)
[994526] ['1/7', '3/8', '5/4', '5/6', '7/6'] -> ((((5/4 / 1/7) / 3/8) / 5/6) / 7/6)
[994555] ['1/7', '3/8', '5/4', '5/7', '9/4'] -> ((((5/7 / 1/7) / 3/8) / 5/4) * 9/4)
[994557] ['1/7', '3/8', '5/4', '5/7', '9/7'] -> (9/7 / (((5/7 / 5/4) - 1/7) - 3/8))
[994559] ['1/7', '3/8', '5/4', '5/8', '5/8'] -> (((5/4 + (5/8 / 1/7)) / 3/8) / 5/8)
[994570] ['1/7', '3/8', '5/4', '5/8', '8/3'] -> ((((5/4 / 1/7) + 5/8) - 3/8) * 8/3)
[994571] ['1/7', '3/8', '5/4', '5/8', '8/5'] -> (((5/4 + (5/8 / 1/7)) / 3/8) * 8/5)
[994584] ['1/7', '3/8', '5/4', '5/9', '7/4'] -> ((((5/4 / 1/7) / 3/8) / 5/9) / 7/4)
[994596] ['1/7', '3/8', '5/4', '5/9', '9/7'] -> (9/7 / (3/8 - ((1/7 * 5/4) / 5/9)))
[994599] ['1/7', '3/8', '5/4', '6/5', '6/7'] -> ((((5/4 * 6/5) / 1/7) / 3/8) * 6/7)
[994604] ['1/7', '3/8', '5/4', '6/5', '7/6'] -> ((((5/4 * 6/5) / 1/7) / 3/8) / 7/6)
[994617] ['1/7', '3/8', '5/4', '6/7', '7/2'] -> (((6/7 / (5/4 - 3/8)) / 1/7) * 7/2)
[994629] ['1/7', '3/8', '5/4', '6/7', '9/4'] -> (9/4 / (3/8 * ((5/4 - 1/7) - 6/7)))
[994635] ['1/7', '3/8', '5/4', '7/2', '7/4'] -> ((((7/2 - 5/4) / 1/7) / 3/8) / 7/4)
[994644] ['1/7', '3/8', '5/4', '7/2', '9/2'] -> (9/2 / (3/8 * (1/7 + (5/4 / 7/2))))
[994648] ['1/7', '3/8', '5/4', '7/2', '9/8'] -> ((((7/2 / 1/7) - 3/8) - 5/4) + 9/8)
[994653] ['1/7', '3/8', '5/4', '7/3', '7/8'] -> ((((5/4 / 1/7) / 3/8) - 7/3) / 7/8)
[994657] ['1/7', '3/8', '5/4', '7/3', '8/7'] -> ((((5/4 / 1/7) / 3/8) - 7/3) * 8/7)
[994666] ['1/7', '3/8', '5/4', '7/4', '7/6'] -> ((((5/4 / 1/7) + 7/4) / 3/8) / 7/6)
[994675] ['1/7', '3/8', '5/4', '7/4', '9/5'] -> ((((5/4 / 1/7) / 3/8) / 7/4) * 9/5)
[994687] ['1/7', '3/8', '5/4', '7/5', '9/4'] -> (9/4 / (((1/7 * 3/8) * 5/4) * 7/5))
[994688] ['1/7', '3/8', '5/4', '7/5', '9/5'] -> (9/5 / (1/7 * ((3/8 + 7/5) - 5/4)))
[994703] ['1/7', '3/8', '5/4', '7/8', '7/8'] -> ((((5/4 / 1/7) - 7/8) / 3/8) / 7/8)
[994705] ['1/7', '3/8', '5/4', '7/8', '8/3'] -> ((((5/4 / 1/7) / 3/8) / 7/8) - 8/3)
[994707] ['1/7', '3/8', '5/4', '7/8', '8/7'] -> ((((5/4 / 1/7) - 7/8) / 3/8) * 8/7)
[994732] ['1/7', '3/8', '5/4', '8/3', '9/8'] -> (9/8 / ((1/7 * (5/4 - 3/8)) / 8/3))
[994744] ['1/7', '3/8', '5/4', '8/7', '9/4'] -> (9/4 / (3/8 * ((1/7 + 5/4) - 8/7)))
[994746] ['1/7', '3/8', '5/4', '8/7', '9/7'] -> (9/7 / ((5/4 - (1/7 * 3/8)) - 8/7))
[994750] ['1/7', '3/8', '5/4', '8/9', '9/4'] -> ((((5/4 / 1/7) / 3/8) / 8/9) - 9/4)
[994764] ['1/7', '3/8', '5/4', '9/5', '9/7'] -> (9/7 / (3/8 - ((1/7 * 5/4) * 9/5)))
[994772] ['1/7', '3/8', '5/6', '5/6', '5/9'] -> ((((5/6 / 1/7) - 5/6) / 3/8) / 5/9)
[994781] ['1/7', '3/8', '5/6', '5/6', '7/9'] -> ((((5/6 / 1/7) / 3/8) / 5/6) / 7/9)
[994788] ['1/7', '3/8', '5/6', '5/6', '9/5'] -> ((((5/6 / 1/7) - 5/6) / 3/8) * 9/5)
[994796] ['1/7', '3/8', '5/6', '5/7', '7/2'] -> (7/2 / (5/6 * (3/8 - (1/7 / 5/7))))
[994826] ['1/7', '3/8', '5/6', '5/8', '8/9'] -> ((((5/6 / 1/7) / 3/8) / 5/8) - 8/9)
[994830] ['1/7', '3/8', '5/6', '5/8', '9/7'] -> (9/7 / (1/7 * ((5/8 / 5/6) - 3/8)))
[994834] ['1/7', '3/8', '5/6', '5/9', '6/7'] -> ((((5/6 / 1/7) / 3/8) / 5/9) * 6/7)
[994839] ['1/7', '3/8', '5/6', '5/9', '7/6'] -> ((((5/6 / 1/7) / 3/8) / 5/9) / 7/6)
[994843] ['1/7', '3/8', '5/6', '5/9', '8/5'] -> ((((5/6 / 1/7) / 3/8) - 5/9) * 8/5)
[994856] ['1/7', '3/8', '5/6', '6/5', '7/5'] -> (7/5 / (((3/8 + 5/6) - 6/5) / 1/7))
[994864] ['1/7', '3/8', '5/6', '6/5', '9/2'] -> (9/2 / ((1/7 * 5/6) * (3/8 + 6/5)))
[994870] ['1/7', '3/8', '5/6', '6/7', '7/2'] -> (7/2 / ((3/8 * 5/6) - (1/7 / 6/7)))
[994883] ['1/7', '3/8', '5/6', '6/7', '9/5'] -> ((((5/6 * 6/7) / 1/7) / 3/8) * 9/5)
[994896] ['1/7', '3/8', '5/6', '7/2', '8/9'] -> ((((5/6 / 1/7) + 7/2) / 3/8) - 8/9)
[994897] ['1/7', '3/8', '5/6', '7/2', '9/2'] -> (9/2 / ((1/7 * 7/2) - (3/8 * 5/6)))
[994898] ['1/7', '3/8', '5/6', '7/2', '9/4'] -> ((((7/2 - 3/8) / 1/7) / 5/6) - 9/4)
[994902] ['1/7', '3/8', '5/6', '7/3', '7/3'] -> (7/3 / (3/8 - ((1/7 * 5/6) * 7/3)))
[994905] ['1/7', '3/8', '5/6', '7/3', '7/6'] -> ((((7/3 - 5/6) / 1/7) / 3/8) / 7/6)
[994915] ['1/7', '3/8', '5/6', '7/3', '9/7'] -> (9/7 / (((5/6 - 3/8) / 7/3) - 1/7))
[994917] ['1/7', '3/8', '5/6', '7/4', '7/4'] -> (7/4 / (((1/7 + 3/8) * 7/4) - 5/6))
[994928] ['1/7', '3/8', '5/6', '7/4', '9/5'] -> (9/5 / (3/8 - ((1/7 * 7/4) / 5/6)))
[994949] ['1/7', '3/8', '5/6', '7/6', '8/7'] -> (8/7 / (((1/7 / 3/8) + 5/6) - 7/6))
[994953] ['1/7', '3/8', '5/6', '7/6', '9/5'] -> ((((5/6 / 1/7) / 3/8) / 7/6) * 9/5)
[994960] ['1/7', '3/8', '5/6', '7/8', '8/7'] -> (8/7 / (1/7 * ((3/8 + 5/6) - 7/8)))
[994970] ['1/7', '3/8', '5/6', '7/9', '8/7'] -> ((((5/6 / 3/8) + 7/9) / 1/7) * 8/7)
[994981] ['1/7', '3/8', '5/6', '8/3', '9/2'] -> (9/2 / ((1/7 * 3/8) * (5/6 + 8/3)))
[994988] ['1/7', '3/8', '5/6', '8/5', '8/9'] -> ((((5/6 * 8/5) / 1/7) / 3/8) - 8/9)
[994996] ['1/7', '3/8', '5/6', '8/7', '9/2'] -> (9/2 / ((3/8 * 5/6) - (1/7 / 8/7)))
[995002] ['1/7', '3/8', '5/6', '8/9', '9/2'] -> (9/2 / (1/7 * (3/8 + (5/6 / 8/9))))
[995013] ['1/7', '3/8', '5/6', '9/4', '9/5'] -> (9/5 / ((9/4 / 5/6) - (3/8 / 1/7)))
[995014] ['1/7', '3/8', '5/6', '9/4', '9/7'] -> ((1/7 / (3/8 - (5/6 / 9/4))) / 9/7)
[995028] ['1/7', '3/8', '5/7', '5/7', '7/3'] -> ((5/7 / 5/7) / (3/8 - (1/7 * 7/3)))
[995033] ['1/7', '3/8', '5/7', '5/7', '7/9'] -> ((((5/7 / 1/7) / 3/8) / 5/7) / 7/9)
[995038] ['1/7', '3/8', '5/7', '5/7', '9/2'] -> ((5/7 + 5/7) / (1/7 - (3/8 / 9/2)))
[995043] ['1/7', '3/8', '5/7', '5/8', '5/8'] -> ((((5/7 / 1/7) + 5/8) / 3/8) / 5/8)
[995054] ['1/7', '3/8', '5/7', '5/8', '8/3'] -> ((((5/7 + 5/8) / 1/7) - 3/8) * 8/3)
[995055] ['1/7', '3/8', '5/7', '5/8', '8/5'] -> ((((5/7 / 1/7) + 5/8) / 3/8) * 8/5)
[995058] ['1/7', '3/8', '5/7', '5/8', '9/2'] -> (9/2 / (5/8 - (3/8 / (1/7 + 5/7))))
[995062] ['1/7', '3/8', '5/7', '5/8', '9/8'] -> (9/8 / (((1/7 * 3/8) * 5/8) / 5/7))
[995067] ['1/7', '3/8', '5/7', '5/9', '7/3'] -> (7/3 / ((3/8 - (1/7 / 5/7)) * 5/9))
[995084] ['1/7', '3/8', '5/7', '6/5', '7/2'] -> (7/2 / ((3/8 - (1/7 / 5/7)) / 6/5))
[995101] ['1/7', '3/8', '5/7', '6/7', '7/2'] -> ((6/7 / ((3/8 * 5/7) - 1/7)) * 7/2)
[995106] ['1/7', '3/8', '5/7', '6/7', '7/8'] -> (((5/7 + (6/7 / 3/8)) / 1/7) / 7/8)
[995109] ['1/7', '3/8', '5/7', '6/7', '8/5'] -> ((((6/7 / 1/7) / 3/8) / 5/7) + 8/5)
[995110] ['1/7', '3/8', '5/7', '6/7', '8/7'] -> (((5/7 + (6/7 / 3/8)) / 1/7) * 8/7)
[995121] ['1/7', '3/8', '5/7', '7/2', '7/6'] -> ((7/2 / ((3/8 * 5/7) - 1/7)) / 7/6)
[995124] ['1/7', '3/8', '5/7', '7/2', '8/3'] -> ((((1/7 + 7/2) / 3/8) - 5/7) * 8/3)
[995128] ['1/7', '3/8', '5/7', '7/2', '9/2'] -> ((((5/7 - 1/7) * 7/2) / 3/8) * 9/2)
[995135] ['1/7', '3/8', '5/7', '7/3', '7/5'] -> (7/5 / ((3/8 - (1/7 * 7/3)) / 5/7))
[995141] ['1/7', '3/8', '5/7', '7/3', '8/7'] -> (8/7 / (7/3 - ((1/7 + 5/7) / 3/8)))
[995143] ['1/7', '3/8', '5/7', '7/3', '9/2'] -> ((((1/7 + 5/7) * 7/3) / 3/8) * 9/2)
[995145] ['1/7', '3/8', '5/7', '7/3', '9/5'] -> ((7/3 / (3/8 - (1/7 / 5/7))) * 9/5)
[995146] ['1/7', '3/8', '5/7', '7/3', '9/7'] -> (9/7 / (((3/8 * 5/7) - 1/7) / 7/3))
[995155] ['1/7', '3/8', '5/7', '7/4', '8/7'] -> (8/7 / (5/7 - ((1/7 * 7/4) / 3/8)))
[995187] ['1/7', '3/8', '5/7', '7/8', '7/8'] -> ((3/8 / ((7/8 - 1/7) - 5/7)) / 7/8)
[995191] ['1/7', '3/8', '5/7', '7/8', '8/7'] -> ((3/8 / ((7/8 - 1/7) - 5/7)) * 8/7)
[995193] ['1/7', '3/8', '5/7', '7/8', '9/2'] -> (9/2 / ((3/8 * (5/7 - 1/7)) * 7/8))
[995197] ['1/7', '3/8', '5/7', '7/8', '9/8'] -> (9/8 / (1/7 / (5/7 + (7/8 / 3/8))))
[995212] ['1/7', '3/8', '5/7', '8/3', '9/2'] -> (((8/3 - (5/7 / 3/8)) / 1/7) * 9/2)
[995213] ['1/7', '3/8', '5/7', '8/3', '9/4'] -> ((((5/7 / 1/7) / 3/8) - 8/3) * 9/4)
[995215] ['1/7', '3/8', '5/7', '8/3', '9/7'] -> (9/7 / (3/8 - ((1/7 + 5/7) / 8/3)))
[995222] ['1/7', '3/8', '5/7', '8/5', '9/5'] -> ((((5/7 + 8/5) / 1/7) / 3/8) / 9/5)
[995224] ['1/7', '3/8', '5/7', '8/5', '9/8'] -> (9/8 / (((1/7 * 3/8) / 5/7) / 8/5))
[995225] ['1/7', '3/8', '5/7', '8/7', '8/7'] -> (8/7 / ((8/7 - (1/7 / 3/8)) - 5/7))
[995231] ['1/7', '3/8', '5/7', '8/7', '9/8'] -> (9/8 / (1/7 / ((5/7 / 3/8) + 8/7)))
[995233] ['1/7', '3/8', '5/7', '8/9', '9/2'] -> (((5/7 / 1/7) + (3/8 * 8/9)) * 9/2)
[995238] ['1/7', '3/8', '5/7', '9/2', '9/2'] -> (9/2 / (3/8 * ((5/7 / 1/7) - 9/2)))
[995242] ['1/7', '3/8', '5/7', '9/2', '9/8'] -> (((3/8 + (5/7 * 9/2)) / 1/7) - 9/8)
[995245] ['1/7', '3/8', '5/7', '9/4', '9/7'] -> (9/7 / ((1/7 * 9/4) - (3/8 * 5/7)))
[995247] ['1/7', '3/8', '5/7', '9/5', '9/5'] -> (9/5 / (((3/8 * 5/7) / 1/7) - 9/5))
[995250] ['1/7', '3/8', '5/7', '9/7', '9/7'] -> (9/7 / (((9/7 - 1/7) - 3/8) - 5/7))
[995254] ['1/7', '3/8', '5/8', '5/8', '5/9'] -> ((((5/8 / 1/7) + 5/8) / 3/8) / 5/9)
[995258] ['1/7', '3/8', '5/8', '5/8', '7/3'] -> ((5/8 / 5/8) / (3/8 - (1/7 * 7/3)))
[995263] ['1/7', '3/8', '5/8', '5/8', '7/9'] -> ((((5/8 / 1/7) / 3/8) / 5/8) / 7/9)
[995264] ['1/7', '3/8', '5/8', '5/8', '8/3'] -> ((5/8 / 5/8) / (8/3 - (3/8 / 1/7)))
[995270] ['1/7', '3/8', '5/8', '5/8', '9/5'] -> ((((5/8 / 1/7) + 5/8) / 3/8) * 9/5)
[995281] ['1/7', '3/8', '5/8', '5/9', '7/8'] -> ((((5/8 / 1/7) / 3/8) / 5/9) / 7/8)
[995283] ['1/7', '3/8', '5/8', '5/9', '8/3'] -> (8/3 / (((5/8 - 5/9) / 1/7) - 3/8))
[995285] ['1/7', '3/8', '5/8', '5/9', '8/7'] -> ((((5/8 / 1/7) / 3/8) / 5/9) * 8/7)
