[568363] ['1/4', '5/3', '5/8', '5/9', '8/5'] -> (8/5 / ((1/4 / 5/8) - (5/9 / 5/3)))
[589935] ['1/5', '1/5', '2/5', '2/7', '7/8'] -> ((2/5 + 2/7) / ((1/5 / 7/8) - 1/5))
[589952] ['1/5', '1/5', '2/5', '2/9', '4/3'] -> ((4/3 / 1/5) / ((1/5 / 2/5) - 2/9))
[589957] ['1/5', '1/5', '2/5', '2/9', '5/3'] -> (((5/3 - 1/5) - 2/5) / (1/5 * 2/9))
[589959] ['1/5', '1/5', '2/5', '2/9', '5/6'] -> ((1/5 + (2/5 * 5/6)) / (2/9 - 1/5))
[589961] ['1/5', '1/5', '2/5', '2/9', '5/8'] -> ((2/5 / 2/9) / (1/5 - (1/5 * 5/8)))
[589975] ['1/5', '1/5', '2/5', '2/9', '8/9'] -> (((1/5 + 2/5) * 8/9) / (2/9 - 1/5))
[589980] ['1/5', '1/5', '2/5', '2/9', '9/8'] -> (((1/5 + 2/5) / (2/9 - 1/5)) / 9/8)
[589990] ['1/5', '1/5', '2/5', '3/2', '5/2'] -> (3/2 + (((2/5 / 1/5) + 5/2) / 1/5))
[589995] ['1/5', '1/5', '2/5', '3/2', '5/8'] -> ((((2/5 * 3/2) / 1/5) / 1/5) / 5/8)
[589999] ['1/5', '1/5', '2/5', '3/2', '7/2'] -> ((((3/2 - 2/5) / 1/5) / 1/5) - 7/2)
[590002] ['1/5', '1/5', '2/5', '3/2', '7/5'] -> ((1/5 + 7/5) / ((2/5 / 3/2) - 1/5))
[590004] ['1/5', '1/5', '2/5', '3/2', '7/8'] -> ((2/5 * 3/2) / (1/5 - (1/5 * 7/8)))
[590008] ['1/5', '1/5', '2/5', '3/2', '8/7'] -> ((2/5 * 3/2) / (1/5 - (1/5 / 8/7)))
[590009] ['1/5', '1/5', '2/5', '3/2', '8/9'] -> ((2/5 * 3/2) / ((1/5 / 8/9) - 1/5))
[590014] ['1/5', '1/5', '2/5', '3/2', '9/8'] -> ((2/5 * 3/2) / ((1/5 * 9/8) - 1/5))
[590029] ['1/5', '1/5', '2/5', '3/4', '5/9'] -> ((((2/5 / 1/5) / 1/5) / 3/4) / 5/9)
[590035] ['1/5', '1/5', '2/5', '3/4', '7/5'] -> (((1/5 + (7/5 / 1/5)) / 2/5) / 3/4)
[590042] ['1/5', '1/5', '2/5', '3/4', '8/9'] -> ((2/5 / 3/4) / (1/5 - (1/5 * 8/9)))
[590043] ['1/5', '1/5', '2/5', '3/4', '9/2'] -> (((2/5 * 3/4) / 1/5) + (9/2 / 1/5))
[590045] ['1/5', '1/5', '2/5', '3/4', '9/5'] -> ((((2/5 * 9/5) / 1/5) / 1/5) / 3/4)
[590047] ['1/5', '1/5', '2/5', '3/4', '9/8'] -> ((2/5 / 3/4) / (1/5 - (1/5 / 9/8)))
[590053] ['1/5', '1/5', '2/5', '3/5', '4/7'] -> (2/5 / ((1/5 / 4/7) - (1/5 / 3/5)))
[590083] ['1/5', '1/5', '2/5', '3/7', '4/5'] -> (4/5 / ((1/5 / 2/5) - (1/5 / 3/7)))
[590098] ['1/5', '1/5', '2/5', '3/7', '7/5'] -> ((1/5 + 7/5) / ((1/5 / 3/7) - 2/5))
[590103] ['1/5', '1/5', '2/5', '3/7', '8/5'] -> (8/5 / ((1/5 / 1/5) - (2/5 / 3/7)))
[590117] ['1/5', '1/5', '2/5', '3/8', '5/3'] -> (((1/5 / (2/5 - 3/8)) / 1/5) / 5/3)
[590131] ['1/5', '1/5', '2/5', '3/8', '7/9'] -> ((2/5 / 3/8) / (1/5 - (1/5 * 7/9)))
[590132] ['1/5', '1/5', '2/5', '3/8', '8/3'] -> ((((2/5 / 1/5) / 1/5) / 3/8) - 8/3)
[590139] ['1/5', '1/5', '2/5', '3/8', '9/7'] -> ((2/5 / 3/8) / (1/5 - (1/5 / 9/7)))
[590151] ['1/5', '1/5', '2/5', '4/3', '5/9'] -> ((((2/5 * 4/3) / 1/5) / 1/5) / 5/9)
[590157] ['1/5', '1/5', '2/5', '4/3', '7/5'] -> ((1/5 + (7/5 / 1/5)) / (2/5 / 4/3))
[590164] ['1/5', '1/5', '2/5', '4/3', '8/9'] -> ((2/5 * 4/3) / (1/5 - (1/5 * 8/9)))
[590165] ['1/5', '1/5', '2/5', '4/3', '9/2'] -> (((2/5 / 1/5) / 4/3) + (9/2 / 1/5))
[590167] ['1/5', '1/5', '2/5', '4/3', '9/5'] -> ((((2/5 * 4/3) / 1/5) / 1/5) * 9/5)
[590169] ['1/5', '1/5', '2/5', '4/3', '9/8'] -> ((2/5 * 4/3) / (1/5 - (1/5 / 9/8)))
[590183] ['1/5', '1/5', '2/5', '4/5', '7/3'] -> (4/5 / ((1/5 / 2/5) - (1/5 * 7/3)))
[590195] ['1/5', '1/5', '2/5', '4/5', '9/5'] -> (((4/5 + (9/5 / 1/5)) - 1/5) / 2/5)
[590217] ['1/5', '1/5', '2/5', '4/7', '8/5'] -> ((2/5 + (8/5 / 1/5)) / (1/5 / 4/7))
[590233] ['1/5', '1/5', '2/5', '4/9', '6/5'] -> (6/5 / ((1/5 / 2/5) - (1/5 / 4/9)))
[590243] ['1/5', '1/5', '2/5', '4/9', '8/5'] -> (8/5 / (((1/5 + 2/5) * 4/9) - 1/5))
[590256] ['1/5', '1/5', '2/5', '5/2', '5/8'] -> ((((1/5 / 2/5) + 5/2) / 1/5) / 5/8)
[590268] ['1/5', '1/5', '2/5', '5/2', '8/5'] -> ((((1/5 / 2/5) + 5/2) / 1/5) * 8/5)
[590282] ['1/5', '1/5', '2/5', '5/3', '6/5'] -> ((((2/5 + 6/5) / 1/5) / 1/5) / 5/3)
[590287] ['1/5', '1/5', '2/5', '5/3', '7/5'] -> ((1/5 + 7/5) / (2/5 - (1/5 * 5/3)))
[590291] ['1/5', '1/5', '2/5', '5/3', '8/3'] -> (((1/5 + (5/3 / 1/5)) / 2/5) + 8/3)
[590294] ['1/5', '1/5', '2/5', '5/3', '8/9'] -> (((1/5 + (5/3 / 1/5)) / 2/5) / 8/9)
[590295] ['1/5', '1/5', '2/5', '5/3', '9/2'] -> ((((5/3 - 1/5) - 2/5) / 1/5) * 9/2)
[590299] ['1/5', '1/5', '2/5', '5/3', '9/8'] -> (((1/5 + (5/3 / 1/5)) / 2/5) * 9/8)
[590318] ['1/5', '1/5', '2/5', '5/4', '9/2'] -> ((2/5 * 5/4) + ((1/5 + 9/2) / 1/5))
[590332] ['1/5', '1/5', '2/5', '5/6', '7/5'] -> (((1/5 + 7/5) / 1/5) / (2/5 * 5/6))
[590333] ['1/5', '1/5', '2/5', '5/6', '7/6'] -> (((2/5 + (5/6 / 1/5)) / 1/5) + 7/6)
[590342] ['1/5', '1/5', '2/5', '5/6', '9/5'] -> (((9/5 - 1/5) / 1/5) / (2/5 * 5/6))
[590396] ['1/5', '1/5', '2/5', '5/9', '8/3'] -> ((1/5 * 8/3) / ((2/5 * 5/9) - 1/5))
[590407] ['1/5', '1/5', '2/5', '6/5', '7/2'] -> (((1/5 / 2/5) + 7/2) / (1/5 / 6/5))
[590418] ['1/5', '1/5', '2/5', '6/5', '9/2'] -> ((6/5 / 1/5) * (9/2 - (1/5 / 2/5)))
[590448] ['1/5', '1/5', '2/5', '7/2', '8/5'] -> (((7/2 - (1/5 / 2/5)) / 1/5) * 8/5)
[590456] ['1/5', '1/5', '2/5', '7/3', '7/3'] -> ((((2/5 / 1/5) + 7/3) / 1/5) + 7/3)
[590458] ['1/5', '1/5', '2/5', '7/3', '7/5'] -> ((1/5 + 7/5) / ((1/5 * 7/3) - 2/5))
[590462] ['1/5', '1/5', '2/5', '7/3', '8/3'] -> ((((7/3 - 1/5) / 1/5) / 2/5) - 8/3)
[590466] ['1/5', '1/5', '2/5', '7/3', '9/2'] -> ((((1/5 + 2/5) / 1/5) + 7/3) * 9/2)
[590477] ['1/5', '1/5', '2/5', '7/4', '8/5'] -> ((2/5 + (8/5 / 1/5)) / (1/5 * 7/4))
[590484] ['1/5', '1/5', '2/5', '7/4', '9/8'] -> (((1/5 + (7/4 / 2/5)) / 1/5) + 9/8)
[590505] ['1/5', '1/5', '2/5', '7/6', '9/2'] -> (((7/6 / 1/5) - (1/5 / 2/5)) * 9/2)
[590513] ['1/5', '1/5', '2/5', '7/8', '8/5'] -> ((1/5 + (8/5 / 2/5)) / (1/5 * 7/8))
[590531] ['1/5', '1/5', '2/5', '8/3', '8/3'] -> ((((2/5 * 8/3) / 1/5) / 1/5) - 8/3)
[590537] ['1/5', '1/5', '2/5', '8/3', '9/5'] -> ((1/5 * 8/3) / ((2/5 / 9/5) - 1/5))
[590538] ['1/5', '1/5', '2/5', '8/3', '9/7'] -> ((2/5 * 8/3) / (1/5 - (1/5 / 9/7)))
[590541] ['1/5', '1/5', '2/5', '8/5', '8/7'] -> (((1/5 + (8/5 / 2/5)) / 1/5) * 8/7)
[590544] ['1/5', '1/5', '2/5', '8/5', '9/4'] -> (8/5 / (((1/5 + 2/5) / 9/4) - 1/5))
[590570] ['1/5', '1/5', '2/5', '9/5', '9/5'] -> (((9/5 / (1/5 + 2/5)) + 9/5) / 1/5)
[590576] ['1/5', '1/5', '2/7', '2/7', '2/7'] -> ((((2/7 / 1/5) / 1/5) - 2/7) / 2/7)
[590596] ['1/5', '1/5', '2/7', '2/7', '7/2'] -> ((((2/7 / 1/5) / 1/5) - 2/7) * 7/2)
[590610] ['1/5', '1/5', '2/7', '2/7', '9/7'] -> ((((2/7 + 9/7) - 1/5) / 1/5) / 2/7)
[590623] ['1/5', '1/5', '2/7', '2/9', '5/3'] -> ((1/5 + 5/3) / ((2/9 - 1/5) / 2/7))
[590638] ['1/5', '1/5', '2/7', '2/9', '8/3'] -> (8/3 / (((1/5 / 2/7) - 1/5) * 2/9))
[590648] ['1/5', '1/5', '2/7', '3/2', '3/4'] -> ((3/2 / 2/7) + ((3/4 / 1/5) / 1/5))
[590656] ['1/5', '1/5', '2/7', '3/2', '5/2'] -> (((1/5 / 2/7) + 5/2) / (1/5 / 3/2))
[590660] ['1/5', '1/5', '2/7', '3/2', '5/7'] -> (((1/5 + 5/7) / 1/5) / (2/7 / 3/2))
[590664] ['1/5', '1/5', '2/7', '3/2', '6/7'] -> ((1/5 + (6/7 / 2/7)) / (1/5 / 3/2))
[590670] ['1/5', '1/5', '2/7', '3/2', '7/8'] -> ((1/5 / (1/5 - (2/7 / 3/2))) / 7/8)
[590728] ['1/5', '1/5', '2/7', '3/5', '6/5'] -> ((3/5 / 1/5) + ((6/5 / 1/5) / 2/7))
[590769] ['1/5', '1/5', '2/7', '3/7', '8/5'] -> (8/5 / (1/5 - ((1/5 * 2/7) / 3/7)))
[590780] ['1/5', '1/5', '2/7', '3/8', '4/7'] -> ((1/5 + 4/7) / ((2/7 - 1/5) * 3/8))
[590786] ['1/5', '1/5', '2/7', '3/8', '5/7'] -> (((5/7 - 1/5) / 1/5) / (2/7 * 3/8))
[590802] ['1/5', '1/5', '2/7', '3/8', '9/2'] -> (9/2 / (((1/5 / 2/7) - 1/5) * 3/8))
[590828] ['1/5', '1/5', '2/7', '4/3', '8/5'] -> (8/5 / (((1/5 + 1/5) / 2/7) - 4/3))
[590829] ['1/5', '1/5', '2/7', '4/3', '8/7'] -> (8/7 / ((4/3 - (1/5 / 1/5)) - 2/7))
[590837] ['1/5', '1/5', '2/7', '4/5', '4/7'] -> (4/5 / ((1/5 / (2/7 + 4/7)) - 1/5))
[590844] ['1/5', '1/5', '2/7', '4/5', '5/8'] -> (((1/5 + (4/5 / 2/7)) / 1/5) / 5/8)
[590856] ['1/5', '1/5', '2/7', '4/5', '8/5'] -> (((1/5 + (4/5 / 2/7)) / 1/5) * 8/5)
[590859] ['1/5', '1/5', '2/7', '4/5', '9/2'] -> (((1/5 / 2/7) + 4/5) + (9/2 / 1/5))
[590886] ['1/5', '1/5', '2/7', '4/7', '9/2'] -> ((2/7 / 4/7) + ((1/5 + 9/2) / 1/5))
[590896] ['1/5', '1/5', '2/7', '4/9', '5/7'] -> ((1/5 + 5/7) / ((2/7 - 1/5) * 4/9))
[590900] ['1/5', '1/5', '2/7', '4/9', '6/7'] -> (6/7 / ((1/5 + 2/7) - (1/5 / 4/9)))
[590908] ['1/5', '1/5', '2/7', '4/9', '8/3'] -> (8/3 / (((1/5 * 4/9) / 2/7) - 1/5))
[590933] ['1/5', '1/5', '2/7', '5/2', '8/3'] -> (((5/2 - (1/5 / 2/7)) / 1/5) * 8/3)
[590942] ['1/5', '1/5', '2/7', '5/3', '5/3'] -> ((((5/3 - 1/5) / 1/5) / 2/7) - 5/3)
[590959] ['1/5', '1/5', '2/7', '5/3', '8/7'] -> ((8/7 / 1/5) / (5/3 - (2/7 / 1/5)))
[590988] ['1/5', '1/5', '2/7', '5/4', '9/8'] -> (((1/5 + (5/4 / 2/7)) / 1/5) + 9/8)
[590990] ['1/5', '1/5', '2/7', '5/6', '5/7'] -> ((1/5 + 5/7) / ((2/7 * 5/6) - 1/5))
[591003] ['1/5', '1/5', '2/7', '5/6', '8/5'] -> (8/5 / ((1/5 + (1/5 / 2/7)) - 5/6))
[591014] ['1/5', '1/5', '2/7', '5/7', '6/5'] -> ((1/5 + 5/7) / ((2/7 / 6/5) - 1/5))
[591023] ['1/5', '1/5', '2/7', '5/7', '8/3'] -> ((((5/7 - 1/5) / 1/5) / 2/7) * 8/3)
[591028] ['1/5', '1/5', '2/7', '5/7', '9/4'] -> (((1/5 + 5/7) / (2/7 - 1/5)) * 9/4)
[591044] ['1/5', '1/5', '2/7', '5/8', '8/5'] -> ((1/5 + 8/5) / ((1/5 / 2/7) - 5/8))
[591071] ['1/5', '1/5', '2/7', '6/5', '6/5'] -> ((((6/5 / 2/7) - 1/5) / 1/5) * 6/5)
[591072] ['1/5', '1/5', '2/7', '6/5', '6/7'] -> (((6/7 / 1/5) - 2/7) / (1/5 / 6/5))
[591093] ['1/5', '1/5', '2/7', '6/7', '7/5'] -> (((1/5 + 7/5) / 1/5) / (2/7 / 6/7))
[591095] ['1/5', '1/5', '2/7', '6/7', '7/8'] -> ((6/7 / 2/7) / ((1/5 / 1/5) - 7/8))
[591097] ['1/5', '1/5', '2/7', '6/7', '8/3'] -> ((6/7 / 2/7) / (1/5 - (1/5 / 8/3)))
[591098] ['1/5', '1/5', '2/7', '6/7', '8/5'] -> (8/5 / ((1/5 + 1/5) - (2/7 / 6/7)))
[591099] ['1/5', '1/5', '2/7', '6/7', '8/7'] -> (((2/7 + (6/7 / 1/5)) / 1/5) + 8/7)
[591105] ['1/5', '1/5', '2/7', '6/7', '9/8'] -> ((6/7 / 2/7) / (9/8 - (1/5 / 1/5)))
[591106] ['1/5', '1/5', '2/7', '7/2', '7/2'] -> (2/7 * (((7/2 / 1/5) / 1/5) - 7/2))
[591111] ['1/5', '1/5', '2/7', '7/2', '7/8'] -> ((((1/5 / 2/7) + 7/2) / 1/5) / 7/8)
[591115] ['1/5', '1/5', '2/7', '7/2', '8/7'] -> ((((1/5 / 2/7) + 7/2) / 1/5) * 8/7)
[591119] ['1/5', '1/5', '2/7', '7/2', '9/5'] -> ((1/5 + (7/2 / 1/5)) + (9/5 / 2/7))
[591129] ['1/5', '1/5', '2/7', '7/3', '8/5'] -> (8/5 / (1/5 - ((1/5 * 2/7) * 7/3)))
[591146] ['1/5', '1/5', '2/7', '7/4', '9/2'] -> ((2/7 * 7/4) + ((1/5 + 9/2) / 1/5))
[591151] ['1/5', '1/5', '2/7', '7/5', '7/5'] -> (((7/5 / 1/5) - (1/5 / 7/5)) / 2/7)
[591152] ['1/5', '1/5', '2/7', '7/5', '7/6'] -> ((((1/5 + 7/5) / 1/5) / 2/7) / 7/6)
[591153] ['1/5', '1/5', '2/7', '7/5', '7/8'] -> ((((7/5 - 1/5) / 1/5) / 2/7) / 7/8)
[591154] ['1/5', '1/5', '2/7', '7/5', '7/9'] -> (((1/5 + 7/5) / (2/7 - 1/5)) / 7/9)
[591157] ['1/5', '1/5', '2/7', '7/5', '8/7'] -> ((((7/5 - 1/5) / 1/5) / 2/7) * 8/7)
[591162] ['1/5', '1/5', '2/7', '7/5', '9/7'] -> (((1/5 + 7/5) / (2/7 - 1/5)) * 9/7)
[591168] ['1/5', '1/5', '2/7', '7/6', '8/5'] -> (8/5 / ((1/5 + 1/5) - (2/7 * 7/6)))
[591169] ['1/5', '1/5', '2/7', '7/6', '8/7'] -> (8/7 / (2/7 * (7/6 - (1/5 / 1/5))))
[591173] ['1/5', '1/5', '2/7', '7/6', '9/5'] -> (((9/5 - 1/5) / 1/5) / (2/7 * 7/6))
[591179] ['1/5', '1/5', '2/7', '7/8', '8/5'] -> ((1/5 + 8/5) / ((2/7 - 1/5) * 7/8))
[591201] ['1/5', '1/5', '2/7', '8/3', '9/2'] -> ((8/3 / ((1/5 / 2/7) - 1/5)) * 9/2)
[591204] ['1/5', '1/5', '2/7', '8/3', '9/7'] -> ((8/3 / (1/5 - (1/5 * 2/7))) * 9/7)
[591207] ['1/5', '1/5', '2/7', '8/5', '8/7'] -> (((1/5 + 8/5) / (2/7 - 1/5)) * 8/7)
[591208] ['1/5', '1/5', '2/7', '8/5', '8/9'] -> ((((8/5 / 2/7) - 1/5) / 1/5) * 8/9)
[591213] ['1/5', '1/5', '2/7', '8/5', '9/8'] -> ((((8/5 / 2/7) - 1/5) / 1/5) / 9/8)
[591242] ['1/5', '1/5', '2/9', '2/9', '2/9'] -> ((((2/9 / 1/5) / 1/5) - 2/9) / 2/9)
[591243] ['1/5', '1/5', '2/9', '2/9', '3/2'] -> ((1/5 + (2/9 * 3/2)) / (2/9 - 1/5))
[591255] ['1/5', '1/5', '2/9', '2/9', '5/6'] -> ((((1/5 / 1/5) / 2/9) + 5/6) / 2/9)
[591262] ['1/5', '1/5', '2/9', '2/9', '7/3'] -> (((7/3 - 1/5) / 1/5) / (2/9 + 2/9))
[591269] ['1/5', '1/5', '2/9', '2/9', '8/5'] -> (8/5 / (((1/5 * 2/9) + 2/9) - 1/5))
[591272] ['1/5', '1/5', '2/9', '2/9', '9/2'] -> ((((2/9 / 1/5) / 1/5) - 2/9) * 9/2)
[591279] ['1/5', '1/5', '2/9', '3/2', '3/5'] -> ((1/5 + 3/5) / ((2/9 - 1/5) * 3/2))
[591282] ['1/5', '1/5', '2/9', '3/2', '4/3'] -> (4/3 / ((1/5 * (3/2 - 2/9)) - 1/5))
[591287] ['1/5', '1/5', '2/9', '3/2', '5/3'] -> ((1/5 + 5/3) / ((1/5 * 3/2) - 2/9))
[591298] ['1/5', '1/5', '2/9', '3/2', '7/5'] -> (((1/5 + 7/5) / 1/5) / (2/9 * 3/2))
[591303] ['1/5', '1/5', '2/9', '3/2', '8/5'] -> (8/5 / ((1/5 + 1/5) - (2/9 * 3/2)))
[591306] ['1/5', '1/5', '2/9', '3/2', '9/2'] -> ((3/2 / (1/5 + 1/5)) + (9/2 / 2/9))
[591308] ['1/5', '1/5', '2/9', '3/2', '9/5'] -> (((9/5 - 1/5) / 1/5) / (2/9 * 3/2))
[591315] ['1/5', '1/5', '2/9', '3/4', '4/3'] -> ((4/3 / 2/9) / ((1/5 / 1/5) - 3/4))
[591326] ['1/5', '1/5', '2/9', '3/4', '6/5'] -> (6/5 / ((1/5 + 3/4) - (1/5 / 2/9)))
[591329] ['1/5', '1/5', '2/9', '3/4', '7/3'] -> (((1/5 + 7/3) / 1/5) / (3/4 - 2/9))
[591336] ['1/5', '1/5', '2/9', '3/4', '8/5'] -> ((8/5 / (1/5 + 1/5)) / (2/9 * 3/4))
[591346] ['1/5', '1/5', '2/9', '3/5', '3/8'] -> ((((3/5 - 1/5) / 1/5) / 2/9) / 3/8)
[591352] ['1/5', '1/5', '2/9', '3/5', '5/3'] -> (((1/5 + (3/5 / 1/5)) / 2/9) * 5/3)
[591356] ['1/5', '1/5', '2/9', '3/5', '5/8'] -> (((1/5 / (2/9 - 1/5)) / 3/5) / 5/8)
[591358] ['1/5', '1/5', '2/9', '3/5', '6/5'] -> (((6/5 / 1/5) / 2/9) - (3/5 / 1/5))
[591363] ['1/5', '1/5', '2/9', '3/5', '7/5'] -> ((1/5 + 7/5) / (1/5 - (2/9 * 3/5)))
[591396] ['1/5', '1/5', '2/9', '3/7', '7/8'] -> (((1/5 / (2/9 - 1/5)) / 3/7) / 7/8)
[591399] ['1/5', '1/5', '2/9', '3/7', '8/5'] -> (8/5 / ((1/5 - (1/5 * 2/9)) * 3/7))
[591400] ['1/5', '1/5', '2/9', '3/7', '8/7'] -> (((1/5 / (2/9 - 1/5)) / 3/7) * 8/7)
[591405] ['1/5', '1/5', '2/9', '3/7', '9/7'] -> (((1/5 / 1/5) + 9/7) / (2/9 * 3/7))
[591409] ['1/5', '1/5', '2/9', '3/8', '4/5'] -> ((4/5 / (1/5 + 1/5)) / (2/9 * 3/8))
[591422] ['1/5', '1/5', '2/9', '3/8', '7/3'] -> (7/3 / ((1/5 * 3/8) - (1/5 - 2/9)))
[591424] ['1/5', '1/5', '2/9', '3/8', '7/5'] -> (7/5 / ((1/5 - (1/5 * 2/9)) * 3/8))
[591440] ['1/5', '1/5', '2/9', '4/3', '4/9'] -> ((4/3 / 2/9) / ((1/5 / 4/9) - 1/5))
[591443] ['1/5', '1/5', '2/9', '4/3', '5/4'] -> ((4/3 / 2/9) / (5/4 - (1/5 / 1/5)))
[591446] ['1/5', '1/5', '2/9', '4/3', '5/8'] -> (((4/3 / (1/5 + 1/5)) / 2/9) / 5/8)
[591454] ['1/5', '1/5', '2/9', '4/3', '7/6'] -> (((4/3 / 1/5) / 1/5) / (2/9 + 7/6))
[591458] ['1/5', '1/5', '2/9', '4/3', '8/5'] -> (((4/3 / (1/5 + 1/5)) / 2/9) * 8/5)
[591462] ['1/5', '1/5', '2/9', '4/3', '9/4'] -> ((4/3 / 2/9) / ((1/5 * 9/4) - 1/5))
[591467] ['1/5', '1/5', '2/9', '4/5', '4/7'] -> ((4/5 / 2/9) / ((1/5 / 4/7) - 1/5))
[591470] ['1/5', '1/5', '2/9', '4/5', '5/3'] -> ((1/5 + 5/3) / ((2/9 / 4/5) - 1/5))
[591475] ['1/5', '1/5', '2/9', '4/5', '5/9'] -> ((5/9 / (2/9 - 1/5)) - (1/5 + 4/5))
[591476] ['1/5', '1/5', '2/9', '4/5', '6/5'] -> (((4/5 / 1/5) / 2/9) + (6/5 / 1/5))
[591480] ['1/5', '1/5', '2/9', '4/5', '7/4'] -> ((4/5 / 2/9) / ((1/5 * 7/4) - 1/5))
[591497] ['1/5', '1/5', '2/9', '4/7', '5/3'] -> (((4/7 / 1/5) / 2/9) * (1/5 + 5/3))
[591504] ['1/5', '1/5', '2/9', '4/7', '6/7'] -> ((4/7 / 2/9) + ((6/7 / 1/5) / 1/5))
[591515] ['1/5', '1/5', '2/9', '4/7', '8/9'] -> (8/9 / ((1/5 / (1/5 + 4/7)) - 2/9))
[591521] ['1/5', '1/5', '2/9', '4/9', '4/9'] -> (((1/5 * 4/9) + 4/9) / (2/9 - 1/5))
[591542] ['1/5', '1/5', '2/9', '4/9', '9/2'] -> ((2/9 / 4/9) + ((1/5 + 9/2) / 1/5))
[591557] ['1/5', '1/5', '2/9', '5/2', '7/3'] -> (((1/5 + 5/2) / 1/5) + (7/3 / 2/9))
[591564] ['1/5', '1/5', '2/9', '5/2', '8/5'] -> ((8/5 / 2/9) / ((1/5 * 5/2) - 1/5))
[591582] ['1/5', '1/5', '2/9', '5/3', '7/4'] -> ((((1/5 + 5/3) / 1/5) / 2/9) / 7/4)
[591583] ['1/5', '1/5', '2/9', '5/3', '7/5'] -> ((1/5 + 7/5) / (1/5 - (2/9 / 5/3)))
[591591] ['1/5', '1/5', '2/9', '5/3', '9/2'] -> (((1/5 * 5/3) / 2/9) + (9/2 / 1/5))
[591632] ['1/5', '1/5', '2/9', '5/6', '8/3'] -> (8/3 / (((1/5 + 1/5) * 5/6) - 2/9))
[591635] ['1/5', '1/5', '2/9', '5/6', '8/9'] -> (8/9 / (2/9 * ((1/5 / 1/5) - 5/6)))
[591650] ['1/5', '1/5', '2/9', '5/7', '7/6'] -> ((((1/5 + 5/7) / 1/5) / 2/9) * 7/6)
[591653] ['1/5', '1/5', '2/9', '5/7', '8/3'] -> (8/3 / ((1/5 - (1/5 * 2/9)) * 5/7))
[591664] ['1/5', '1/5', '2/9', '5/8', '6/5'] -> (6/5 / (2/9 * ((5/8 - 1/5) - 1/5)))
[591679] ['1/5', '1/5', '2/9', '5/8', '9/5'] -> (9/5 / (((1/5 / 2/9) - 1/5) - 5/8))
[591688] ['1/5', '1/5', '2/9', '5/9', '7/5'] -> (((1/5 + 7/5) / 1/5) / (5/9 - 2/9))
[591692] ['1/5', '1/5', '2/9', '5/9', '8/3'] -> ((8/3 / 1/5) / ((2/9 / 1/5) - 5/9))
[591702] ['1/5', '1/5', '2/9', '6/5', '6/7'] -> (((1/5 + (6/5 / 2/9)) / 1/5) * 6/7)
[591706] ['1/5', '1/5', '2/9', '6/5', '7/5'] -> ((1/5 + 7/5) / ((2/9 * 6/5) - 1/5))
[591707] ['1/5', '1/5', '2/9', '6/5', '7/6'] -> (((1/5 + (6/5 / 2/9)) / 1/5) / 7/6)
[591725] ['1/5', '1/5', '2/9', '6/7', '7/8'] -> ((1/5 / (1/5 - (2/9 * 6/7))) / 7/8)
[591729] ['1/5', '1/5', '2/9', '6/7', '8/7'] -> ((1/5 * 8/7) / (1/5 - (2/9 * 6/7)))
[591743] ['1/5', '1/5', '2/9', '7/2', '8/3'] -> (8/3 / (2/9 * ((1/5 * 7/2) - 1/5)))
[591756] ['1/5', '1/5', '2/9', '7/3', '7/8'] -> (((1/5 * 7/3) / (2/9 - 1/5)) / 7/8)
[591760] ['1/5', '1/5', '2/9', '7/3', '8/7'] -> (((1/5 * 7/3) / (2/9 - 1/5)) * 8/7)
[591763] ['1/5', '1/5', '2/9', '7/3', '9/4'] -> (((7/3 / (1/5 + 1/5)) / 2/9) - 9/4)
[591785] ['1/5', '1/5', '2/9', '7/5', '8/3'] -> ((7/5 / (1/5 - (1/5 * 2/9))) * 8/3)
[591786] ['1/5', '1/5', '2/9', '7/5', '8/5'] -> (8/5 / ((2/9 * (7/5 - 1/5)) - 1/5))
[591788] ['1/5', '1/5', '2/9', '7/5', '8/9'] -> ((((7/5 - 1/5) / 1/5) / 2/9) * 8/9)
[591793] ['1/5', '1/5', '2/9', '7/5', '9/8'] -> ((((7/5 - 1/5) / 1/5) / 2/9) / 9/8)
[591795] ['1/5', '1/5', '2/9', '7/6', '7/8'] -> ((1/5 / (1/5 - (2/9 / 7/6))) / 7/8)
[591798] ['1/5', '1/5', '2/9', '7/6', '8/5'] -> (8/5 / ((7/6 - (1/5 / 2/9)) - 1/5))
[591799] ['1/5', '1/5', '2/9', '7/6', '8/7'] -> ((1/5 * 8/7) / (1/5 - (2/9 / 7/6)))
[591800] ['1/5', '1/5', '2/9', '7/6', '8/9'] -> (8/9 / (2/9 * (7/6 - (1/5 / 1/5))))
[591818] ['1/5', '1/5', '2/9', '7/9', '8/3'] -> (8/3 / ((1/5 * 7/9) - (1/5 * 2/9)))
[591819] ['1/5', '1/5', '2/9', '7/9', '8/5'] -> ((8/5 / 1/5) / ((2/9 / 1/5) - 7/9))
[591851] ['1/5', '1/5', '2/9', '8/9', '8/9'] -> (((1/5 * 8/9) + 8/9) / (1/5 * 2/9))
[591857] ['1/5', '1/5', '2/9', '9/2', '9/2'] -> (2/9 * (((9/2 / 1/5) / 1/5) - 9/2))
[591861] ['1/5', '1/5', '2/9', '9/2', '9/8'] -> ((((1/5 / 2/9) + 9/2) / 1/5) / 9/8)
[591878] ['1/5', '1/5', '3/2', '3/2', '4/5'] -> ((((3/2 / 1/5) - 3/2) * 4/5) / 1/5)
