[333488] ['1/3', '2/9', '3/2', '4/5', '9/8'] -> ((3/2 / (1/3 - (2/9 / 4/5))) / 9/8)
[357301] ['1/3', '3/5', '5/2', '5/9', '8/3'] -> (8/3 / (((3/5 - 1/3) * 5/2) - 5/9))
[357319] ['1/3', '3/5', '5/2', '6/5', '8/3'] -> (((5/2 + (3/5 / 6/5)) / 1/3) * 8/3)
[357367] ['1/3', '3/5', '5/2', '7/3', '8/3'] -> (8/3 / (1/3 * ((7/3 / 5/2) - 3/5)))
[357394] ['1/3', '3/5', '5/2', '7/5', '8/3'] -> ((5/2 * ((7/5 / 1/3) - 3/5)) * 8/3)
[357399] ['1/3', '3/5', '5/2', '7/5', '9/4'] -> ((5/2 / ((3/5 / 7/5) - 1/3)) - 9/4)
[357412] ['1/3', '3/5', '5/2', '7/6', '9/5'] -> (((5/2 + (7/6 / 3/5)) / 1/3) * 9/5)
[357423] ['1/3', '3/5', '5/2', '7/8', '9/5'] -> (9/5 / (3/5 * ((7/8 / 1/3) - 5/2)))
[357430] ['1/3', '3/5', '5/2', '7/9', '8/9'] -> ((3/5 / (1/3 - (7/9 / 5/2))) * 8/9)
[357435] ['1/3', '3/5', '5/2', '7/9', '9/8'] -> ((3/5 / (1/3 - (7/9 / 5/2))) / 9/8)
[357436] ['1/3', '3/5', '5/2', '8/3', '8/3'] -> ((5/2 * ((1/3 + 3/5) + 8/3)) * 8/3)
[357440] ['1/3', '3/5', '5/2', '8/3', '9/2'] -> ((((8/3 / 1/3) / 3/5) / 5/2) * 9/2)
[357453] ['1/3', '3/5', '5/2', '8/7', '8/7'] -> (8/7 / (1/3 * (3/5 - (8/7 / 5/2))))
[357460] ['1/3', '3/5', '5/2', '8/9', '8/9'] -> ((3/5 / ((8/9 / 5/2) - 1/3)) * 8/9)
[357465] ['1/3', '3/5', '5/2', '8/9', '9/8'] -> ((3/5 / ((8/9 / 5/2) - 1/3)) / 9/8)
[357466] ['1/3', '3/5', '5/2', '9/2', '9/2'] -> (((1/3 + (9/2 / 3/5)) - 5/2) * 9/2)
[357467] ['1/3', '3/5', '5/2', '9/2', '9/4'] -> (((5/2 + 9/2) / (3/5 - 1/3)) - 9/4)
[357486] ['1/3', '3/5', '5/3', '5/3', '5/9'] -> ((((5/3 / 3/5) + 5/3) / 1/3) / 5/9)
[357496] ['1/3', '3/5', '5/3', '5/3', '8/3'] -> (8/3 / (5/3 - ((1/3 + 3/5) * 5/3)))
[357500] ['1/3', '3/5', '5/3', '5/3', '9/2'] -> ((((5/3 - 3/5) * 5/3) / 1/3) * 9/2)
[357541] ['1/3', '3/5', '5/3', '5/6', '8/3'] -> (8/3 / (((3/5 / 1/3) - 5/3) * 5/6))
[357542] ['1/3', '3/5', '5/3', '5/6', '8/5'] -> (8/5 / (((1/3 * 5/3) / 5/6) - 3/5))
[357544] ['1/3', '3/5', '5/3', '5/6', '8/9'] -> (8/9 / ((3/5 - (1/3 * 5/3)) * 5/6))
[357564] ['1/3', '3/5', '5/3', '5/7', '8/7'] -> (8/7 / ((1/3 + 5/7) - (3/5 * 5/3)))
[357572] ['1/3', '3/5', '5/3', '5/8', '5/9'] -> ((((5/3 / 1/3) / 3/5) / 5/8) / 5/9)
[357573] ['1/3', '3/5', '5/3', '5/8', '6/5'] -> (6/5 / ((1/3 + 5/3) * (5/8 - 3/5)))
[357582] ['1/3', '3/5', '5/3', '5/8', '8/3'] -> (8/3 / (5/3 * (3/5 - (1/3 / 5/8))))
[357586] ['1/3', '3/5', '5/3', '5/8', '9/2'] -> ((((1/3 + 5/3) / 3/5) / 5/8) * 9/2)
[357622] ['1/3', '3/5', '5/3', '6/5', '8/9'] -> ((6/5 / (3/5 - (1/3 * 5/3))) * 8/9)
[357623] ['1/3', '3/5', '5/3', '6/5', '9/2'] -> ((((1/3 + 5/3) + 6/5) / 3/5) * 9/2)
[357627] ['1/3', '3/5', '5/3', '6/5', '9/8'] -> ((6/5 / (3/5 - (1/3 * 5/3))) / 9/8)
[357638] ['1/3', '3/5', '5/3', '6/7', '8/7'] -> (8/7 / (1/3 * ((3/5 * 5/3) - 6/7)))
[357645] ['1/3', '3/5', '5/3', '7/2', '7/2'] -> (((3/5 + 7/2) / (1/3 / 5/3)) + 7/2)
[357654] ['1/3', '3/5', '5/3', '7/2', '8/7'] -> (8/7 / (1/3 - ((3/5 * 5/3) / 7/2)))
[357657] ['1/3', '3/5', '5/3', '7/2', '9/4'] -> ((7/2 / ((3/5 / 1/3) - 5/3)) - 9/4)
[357671] ['1/3', '3/5', '5/3', '7/3', '9/2'] -> ((((3/5 * 5/3) / 1/3) + 7/3) * 9/2)
[357673] ['1/3', '3/5', '5/3', '7/3', '9/5'] -> ((5/3 + ((7/3 / 1/3) / 3/5)) * 9/5)
[357699] ['1/3', '3/5', '5/3', '7/5', '9/4'] -> ((((5/3 / 1/3) + 7/5) / 3/5) * 9/4)
[357707] ['1/3', '3/5', '5/3', '7/6', '8/5'] -> (8/5 / ((1/3 / (5/3 - 7/6)) - 3/5))
[357711] ['1/3', '3/5', '5/3', '7/6', '9/4'] -> ((7/6 / (3/5 - (1/3 * 5/3))) - 9/4)
[357727] ['1/3', '3/5', '5/3', '7/9', '8/3'] -> (8/3 / ((1/3 + 7/9) - (3/5 * 5/3)))
[357731] ['1/3', '3/5', '5/3', '7/9', '9/2'] -> ((((3/5 * 5/3) + 7/9) / 1/3) * 9/2)
[357732] ['1/3', '3/5', '5/3', '7/9', '9/4'] -> ((((5/3 / 3/5) + 7/9) / 1/3) * 9/4)
[357739] ['1/3', '3/5', '5/3', '8/3', '8/9'] -> ((8/9 / 1/3) / ((5/3 / 3/5) - 8/3))
[357742] ['1/3', '3/5', '5/3', '8/3', '9/5'] -> ((1/3 / ((5/3 / 8/3) - 3/5)) * 9/5)
[357746] ['1/3', '3/5', '5/3', '8/5', '8/7'] -> (8/7 / ((8/5 / (1/3 + 3/5)) - 5/3))
[357747] ['1/3', '3/5', '5/3', '8/5', '8/9'] -> (((3/5 / (5/3 - 8/5)) / 1/3) * 8/9)
[357748] ['1/3', '3/5', '5/3', '8/5', '9/2'] -> ((((1/3 + 5/3) * 8/5) / 3/5) * 9/2)
[357750] ['1/3', '3/5', '5/3', '8/5', '9/5'] -> ((((5/3 * 8/5) / 1/3) / 3/5) * 9/5)
[357752] ['1/3', '3/5', '5/3', '8/5', '9/8'] -> (((3/5 / (5/3 - 8/5)) / 1/3) / 9/8)
[357753] ['1/3', '3/5', '5/3', '8/7', '8/7'] -> (8/7 / (1/3 * (8/7 - (3/5 * 5/3))))
[357763] ['1/3', '3/5', '5/3', '8/9', '9/5'] -> (9/5 / ((5/3 / 8/9) - (3/5 / 1/3)))
[357784] ['1/3', '3/5', '5/4', '5/4', '5/8'] -> ((5/4 / 5/4) / ((3/5 * 5/8) - 1/3))
[357811] ['1/3', '3/5', '5/4', '5/6', '7/3'] -> (7/3 / ((1/3 * 5/4) * (5/6 - 3/5)))
[357818] ['1/3', '3/5', '5/4', '5/6', '8/5'] -> (8/5 / (((3/5 * 5/6) / 5/4) - 1/3))
[357829] ['1/3', '3/5', '5/4', '5/7', '6/5'] -> (6/5 / ((3/5 / 1/3) - (5/4 / 5/7)))
[357830] ['1/3', '3/5', '5/4', '5/7', '6/7'] -> (6/7 / (((3/5 * 5/7) / 1/3) - 5/4))
[357840] ['1/3', '3/5', '5/4', '5/7', '8/7'] -> (8/7 / ((1/3 * 5/4) * (5/7 - 3/5)))
[357848] ['1/3', '3/5', '5/4', '5/8', '5/9'] -> ((1/3 / ((5/4 - 3/5) - 5/8)) / 5/9)
[357853] ['1/3', '3/5', '5/4', '5/8', '7/4'] -> (7/4 / (((5/4 - 3/5) * 5/8) - 1/3))
[357863] ['1/3', '3/5', '5/4', '5/8', '9/4'] -> (((1/3 / (5/8 - 3/5)) / 5/4) * 9/4)
[357868] ['1/3', '3/5', '5/4', '5/9', '6/5'] -> (6/5 / ((5/4 - (1/3 / 5/9)) - 3/5))
[357887] ['1/3', '3/5', '5/4', '6/5', '6/7'] -> (6/7 / ((6/5 / (1/3 + 3/5)) - 5/4))
[357894] ['1/3', '3/5', '5/4', '6/5', '7/9'] -> (((1/3 + 3/5) / (5/4 - 6/5)) / 7/9)
[357896] ['1/3', '3/5', '5/4', '6/5', '8/5'] -> (8/5 / (((3/5 / 5/4) / 6/5) - 1/3))
[357902] ['1/3', '3/5', '5/4', '6/5', '9/7'] -> (((1/3 + 3/5) / (5/4 - 6/5)) * 9/7)
[357928] ['1/3', '3/5', '5/4', '7/2', '8/3'] -> ((3/5 + ((7/2 / 1/3) / 5/4)) * 8/3)
[357944] ['1/3', '3/5', '5/4', '7/3', '8/5'] -> (8/5 / ((7/3 / 5/4) - (3/5 / 1/3)))
[357957] ['1/3', '3/5', '5/4', '7/4', '8/3'] -> (8/3 / (1/3 * ((5/4 / 3/5) - 7/4)))
[357961] ['1/3', '3/5', '5/4', '7/4', '9/2'] -> ((1/3 + ((5/4 + 7/4) / 3/5)) * 9/2)
[357982] ['1/3', '3/5', '5/4', '7/6', '8/3'] -> (8/3 / (1/3 * ((7/6 / 5/4) - 3/5)))
[357983] ['1/3', '3/5', '5/4', '7/6', '8/5'] -> (8/5 / (((7/6 - 1/3) / 5/4) - 3/5))
[358012] ['1/3', '3/5', '5/4', '8/3', '8/3'] -> (8/3 / (((1/3 * 8/3) / 5/4) - 3/5))
[358017] ['1/3', '3/5', '5/4', '8/3', '9/4'] -> ((((8/3 / 1/3) / 3/5) / 5/4) * 9/4)
[358021] ['1/3', '3/5', '5/4', '8/5', '8/5'] -> (8/5 / (((1/3 * 5/4) * 8/5) - 3/5))
[358029] ['1/3', '3/5', '5/4', '8/7', '8/7'] -> (8/7 / (((8/7 - 1/3) / 5/4) - 3/5))
[358036] ['1/3', '3/5', '5/4', '8/9', '8/9'] -> (8/9 / (1/3 * ((8/9 / 5/4) - 3/5)))
[358042] ['1/3', '3/5', '5/4', '9/2', '9/2'] -> (9/2 / ((5/4 / (3/5 - 1/3)) - 9/2))
[358043] ['1/3', '3/5', '5/4', '9/2', '9/4'] -> (((5/4 + (9/2 / 3/5)) / 1/3) - 9/4)
[358048] ['1/3', '3/5', '5/4', '9/4', '9/5'] -> (((5/4 + (9/4 / 1/3)) / 3/5) * 9/5)
[358054] ['1/3', '3/5', '5/4', '9/7', '9/7'] -> (9/7 / ((5/4 / (1/3 + 3/5)) - 9/7))
[358068] ['1/3', '3/5', '5/6', '5/6', '7/8'] -> ((3/5 + (1/3 / 5/6)) / (7/8 - 5/6))
[358070] ['1/3', '3/5', '5/6', '5/6', '8/3'] -> ((8/3 / 1/3) / (5/6 - (3/5 * 5/6)))
[358074] ['1/3', '3/5', '5/6', '5/6', '9/2'] -> ((5/6 + 9/2) / ((3/5 - 1/3) * 5/6))
[358093] ['1/3', '3/5', '5/6', '5/7', '8/7'] -> (8/7 / (5/7 - ((1/3 / 3/5) / 5/6)))
[358104] ['1/3', '3/5', '5/6', '5/8', '7/2'] -> (7/2 / ((3/5 * 5/6) * (5/8 - 1/3)))
[358105] ['1/3', '3/5', '5/6', '5/8', '7/3'] -> (7/3 / ((3/5 * 5/8) - (1/3 * 5/6)))
[358107] ['1/3', '3/5', '5/6', '5/8', '7/5'] -> (7/5 / (((3/5 + 5/8) - 1/3) - 5/6))
[358108] ['1/3', '3/5', '5/6', '5/8', '7/6'] -> (7/6 / ((1/3 * (5/6 - 3/5)) * 5/8))
[358120] ['1/3', '3/5', '5/6', '5/9', '5/9'] -> (((1/3 + 5/9) / 5/6) / (3/5 - 5/9))
[358135] ['1/3', '3/5', '5/6', '5/9', '9/4'] -> (((1/3 + 5/6) / (3/5 - 5/9)) - 9/4)
[358148] ['1/3', '3/5', '5/6', '6/5', '8/3'] -> ((8/3 / 1/3) / (5/6 - (3/5 / 6/5)))
[358149] ['1/3', '3/5', '5/6', '6/5', '8/5'] -> (8/5 / (((5/6 * 6/5) - 1/3) - 3/5))
[358157] ['1/3', '3/5', '5/6', '6/7', '6/7'] -> (6/7 / ((5/6 / (1/3 + 3/5)) - 6/7))
[358165] ['1/3', '3/5', '5/6', '6/7', '8/3'] -> (8/3 / ((3/5 * 5/6) - (1/3 / 6/7)))
[358166] ['1/3', '3/5', '5/6', '6/7', '8/5'] -> (8/5 / ((1/3 * (5/6 - 3/5)) * 6/7))
[358181] ['1/3', '3/5', '5/6', '7/2', '8/3'] -> (((7/2 - (3/5 * 5/6)) / 1/3) * 8/3)
[358182] ['1/3', '3/5', '5/6', '7/2', '8/5'] -> ((((7/2 / 3/5) - 5/6) / 1/3) * 8/5)
[358185] ['1/3', '3/5', '5/6', '7/2', '9/2'] -> (((1/3 + (7/2 / 3/5)) - 5/6) * 9/2)
[358187] ['1/3', '3/5', '5/6', '7/2', '9/5'] -> ((((7/2 - 5/6) / 1/3) / 3/5) * 9/5)
[358196] ['1/3', '3/5', '5/6', '7/3', '8/3'] -> ((3/5 + ((7/3 / 1/3) / 5/6)) * 8/3)
[358197] ['1/3', '3/5', '5/6', '7/3', '8/5'] -> (8/5 / ((3/5 / (7/3 - 5/6)) - 1/3))
[358211] ['1/3', '3/5', '5/6', '7/4', '8/5'] -> (8/5 / (((1/3 + 5/6) / 7/4) - 3/5))
[358212] ['1/3', '3/5', '5/6', '7/4', '8/7'] -> (8/7 / (1/3 - ((3/5 * 5/6) / 7/4)))
[358216] ['1/3', '3/5', '5/6', '7/4', '9/5'] -> (9/5 / (((5/6 - 3/5) * 7/4) - 1/3))
[358223] ['1/3', '3/5', '5/6', '7/5', '8/3'] -> (8/3 / (5/6 * (3/5 - (1/3 * 7/5))))
[358269] ['1/3', '3/5', '5/6', '8/3', '9/2'] -> (9/2 / (((5/6 / 3/5) / 8/3) - 1/3))
[358271] ['1/3', '3/5', '5/6', '8/3', '9/5'] -> ((8/3 / (3/5 - (1/3 / 5/6))) * 9/5)
[358289] ['1/3', '3/5', '5/6', '8/9', '8/9'] -> (8/9 / (5/6 * ((1/3 + 3/5) - 8/9)))
[358301] ['1/3', '3/5', '5/6', '9/4', '9/5'] -> (9/5 / ((5/6 * 9/4) - (3/5 / 1/3)))
[358311] ['1/3', '3/5', '5/7', '5/7', '5/8'] -> ((5/7 / 5/7) / ((3/5 * 5/8) - 1/3))
[358336] ['1/3', '3/5', '5/7', '5/8', '7/3'] -> ((5/7 / (5/8 - (1/3 / 3/5))) * 7/3)
[358344] ['1/3', '3/5', '5/7', '5/8', '8/7'] -> (8/7 / (5/7 * (3/5 - (1/3 / 5/8))))
[358349] ['1/3', '3/5', '5/7', '5/8', '9/7'] -> (9/7 / ((5/7 * (5/8 - 3/5)) / 1/3))
[358361] ['1/3', '3/5', '5/7', '5/9', '8/3'] -> (8/3 / (((1/3 + 3/5) * 5/7) - 5/9))
[358363] ['1/3', '3/5', '5/7', '5/9', '8/7'] -> (8/7 / ((5/7 - (3/5 * 5/9)) - 1/3))
[358379] ['1/3', '3/5', '5/7', '6/5', '8/3'] -> ((6/5 / (3/5 - (1/3 / 5/7))) * 8/3)
[358381] ['1/3', '3/5', '5/7', '6/5', '8/7'] -> (8/7 / (5/7 - ((1/3 * 6/5) / 3/5)))
[358397] ['1/3', '3/5', '5/7', '6/7', '8/5'] -> (8/5 / (1/3 * (5/7 - (3/5 * 6/7))))
[358398] ['1/3', '3/5', '5/7', '6/7', '8/7'] -> (8/7 / ((3/5 * 6/7) - (1/3 / 5/7)))
[358416] ['1/3', '3/5', '5/7', '7/2', '9/2'] -> (((1/3 + (5/7 / 3/5)) * 7/2) * 9/2)
[358417] ['1/3', '3/5', '5/7', '7/2', '9/4'] -> ((7/2 / (3/5 - (1/3 / 5/7))) - 9/4)
[358466] ['1/3', '3/5', '5/7', '7/6', '8/3'] -> (8/3 / (((3/5 * 5/7) - 1/3) * 7/6))
[358467] ['1/3', '3/5', '5/7', '7/6', '8/5'] -> (8/5 / (1/3 * (5/7 - (3/5 / 7/6))))
[358468] ['1/3', '3/5', '5/7', '7/6', '8/7'] -> (8/7 / ((3/5 / 7/6) - (1/3 / 5/7)))
[358478] ['1/3', '3/5', '5/7', '7/8', '8/5'] -> (8/5 / (3/5 - ((1/3 / 5/7) / 7/8)))
[358479] ['1/3', '3/5', '5/7', '7/8', '8/7'] -> (8/7 / ((3/5 * 5/7) - (1/3 / 7/8)))
[358483] ['1/3', '3/5', '5/7', '7/8', '9/5'] -> ((1/3 / ((5/7 * 7/8) - 3/5)) * 9/5)
[358489] ['1/3', '3/5', '5/7', '7/9', '8/7'] -> (8/7 / (5/7 - (3/5 * (1/3 + 7/9))))
[358501] ['1/3', '3/5', '5/7', '8/3', '9/4'] -> (((1/3 + 8/3) / (5/7 - 3/5)) - 9/4)
[358503] ['1/3', '3/5', '5/7', '8/3', '9/7'] -> (9/7 / (((1/3 * 3/5) * 5/7) / 8/3))
[358513] ['1/3', '3/5', '5/7', '8/7', '8/7'] -> (8/7 / ((3/5 * 5/7) - (1/3 * 8/7)))
[358517] ['1/3', '3/5', '5/7', '8/7', '9/5'] -> ((1/3 / ((5/7 / 8/7) - 3/5)) * 9/5)
[358523] ['1/3', '3/5', '5/7', '8/9', '9/5'] -> (9/5 / (3/5 - ((1/3 / 5/7) / 8/9)))
[358524] ['1/3', '3/5', '5/7', '8/9', '9/7'] -> (9/7 / ((3/5 * 5/7) - (1/3 / 8/9)))
[358526] ['1/3', '3/5', '5/7', '9/2', '9/2'] -> ((3/5 + ((9/2 / 1/3) / 5/7)) + 9/2)
[358536] ['1/3', '3/5', '5/7', '9/5', '9/7'] -> (((1/3 + 9/5) / (5/7 - 3/5)) * 9/7)
[358541] ['1/3', '3/5', '5/8', '5/8', '5/8'] -> ((5/8 / ((3/5 * 5/8) - 1/3)) / 5/8)
[358543] ['1/3', '3/5', '5/8', '5/8', '6/5'] -> (6/5 / (5/8 - (3/5 * (1/3 + 5/8))))
[358555] ['1/3', '3/5', '5/8', '5/8', '8/9'] -> (((1/3 / (5/8 - 3/5)) / 5/8) / 8/9)
[358560] ['1/3', '3/5', '5/8', '5/8', '9/8'] -> (((1/3 / (5/8 - 3/5)) / 5/8) * 9/8)
[358562] ['1/3', '3/5', '5/8', '5/9', '6/5'] -> (6/5 / ((3/5 / (1/3 + 5/9)) - 5/8))
[358570] ['1/3', '3/5', '5/8', '5/9', '7/9'] -> (7/9 / ((1/3 + 5/8) - (5/9 / 3/5)))
[358579] ['1/3', '3/5', '5/8', '5/9', '9/8'] -> ((3/5 / (5/9 - (1/3 / 5/8))) / 9/8)
[358582] ['1/3', '3/5', '5/8', '6/5', '7/2'] -> (((6/5 / (5/8 - 1/3)) / 3/5) * 7/2)
[358583] ['1/3', '3/5', '5/8', '6/5', '7/3'] -> (7/3 / ((3/5 * 5/8) - (1/3 / 6/5)))
[358590] ['1/3', '3/5', '5/8', '6/5', '8/5'] -> (8/5 / ((6/5 - (1/3 / 5/8)) - 3/5))
[358598] ['1/3', '3/5', '5/8', '6/7', '6/7'] -> ((6/7 / ((3/5 * 5/8) - 1/3)) / 6/7)
[358599] ['1/3', '3/5', '5/8', '6/7', '7/2'] -> (7/2 / (((1/3 * 3/5) * 5/8) / 6/7))
[358603] ['1/3', '3/5', '5/8', '6/7', '7/6'] -> ((6/7 / ((3/5 * 5/8) - 1/3)) * 7/6)
[358608] ['1/3', '3/5', '5/8', '6/7', '8/7'] -> (8/7 / (5/8 * ((1/3 + 3/5) - 6/7)))
[358610] ['1/3', '3/5', '5/8', '6/7', '9/2'] -> (9/2 / (6/7 - (5/8 / (1/3 + 3/5))))
[358615] ['1/3', '3/5', '5/8', '7/2', '7/2'] -> ((7/2 / ((3/5 * 5/8) - 1/3)) / 7/2)
[358618] ['1/3', '3/5', '5/8', '7/2', '7/5'] -> (7/5 / ((3/5 + 5/8) - (1/3 * 7/2)))
[358619] ['1/3', '3/5', '5/8', '7/2', '7/6'] -> ((((7/2 / 1/3) / 3/5) / 5/8) / 7/6)
[358620] ['1/3', '3/5', '5/8', '7/2', '7/8'] -> (((7/2 / (3/5 - 1/3)) / 5/8) / 7/8)
[358622] ['1/3', '3/5', '5/8', '7/2', '8/3'] -> ((((7/2 / 3/5) / 5/8) - 1/3) * 8/3)
[358623] ['1/3', '3/5', '5/8', '7/2', '8/5'] -> ((((7/2 / 5/8) - 3/5) / 1/3) * 8/5)
[358624] ['1/3', '3/5', '5/8', '7/2', '8/7'] -> (((7/2 / (3/5 - 1/3)) / 5/8) * 8/7)
[358626] ['1/3', '3/5', '5/8', '7/2', '9/2'] -> (((1/3 + (7/2 / 5/8)) - 3/5) * 9/2)
[358628] ['1/3', '3/5', '5/8', '7/2', '9/5'] -> (9/5 / (((1/3 * 3/5) * 7/2) - 5/8))
[358631] ['1/3', '3/5', '5/8', '7/3', '7/3'] -> (7/3 / (((3/5 * 5/8) - 1/3) * 7/3))
[358633] ['1/3', '3/5', '5/8', '7/3', '7/5'] -> ((7/3 / (5/8 - (1/3 / 3/5))) / 7/5)
[358637] ['1/3', '3/5', '5/8', '7/3', '8/3'] -> (8/3 / (5/8 * ((1/3 * 7/3) - 3/5)))
[358638] ['1/3', '3/5', '5/8', '7/3', '8/5'] -> (8/5 / ((5/8 - 3/5) * (1/3 + 7/3)))
[358639] ['1/3', '3/5', '5/8', '7/3', '8/7'] -> (8/7 / (5/8 * (1/3 - (3/5 / 7/3))))
[358641] ['1/3', '3/5', '5/8', '7/3', '9/2'] -> ((((7/3 - 1/3) / 3/5) / 5/8) * 9/2)
[358643] ['1/3', '3/5', '5/8', '7/3', '9/5'] -> (((7/3 / (5/8 - 1/3)) / 3/5) * 9/5)
[358644] ['1/3', '3/5', '5/8', '7/3', '9/7'] -> (9/7 / (((1/3 * 3/5) * 5/8) / 7/3))
[358646] ['1/3', '3/5', '5/8', '7/4', '7/4'] -> ((7/4 / ((3/5 * 5/8) - 1/3)) / 7/4)
[358651] ['1/3', '3/5', '5/8', '7/4', '8/3'] -> ((3/5 + ((7/4 / 1/3) / 5/8)) * 8/3)
[358656] ['1/3', '3/5', '5/8', '7/4', '9/4'] -> ((7/4 / (3/5 - (1/3 / 5/8))) - 9/4)
[358657] ['1/3', '3/5', '5/8', '7/4', '9/5'] -> (9/5 / (3/5 * ((5/8 / 1/3) - 7/4)))
[358662] ['1/3', '3/5', '5/8', '7/5', '7/8'] -> ((7/5 / (3/5 - (1/3 / 5/8))) / 7/8)
[358665] ['1/3', '3/5', '5/8', '7/5', '8/5'] -> (8/5 / ((5/8 * (7/5 - 1/3)) - 3/5))
[358666] ['1/3', '3/5', '5/8', '7/5', '8/7'] -> ((7/5 / (3/5 - (1/3 / 5/8))) * 8/7)
[358667] ['1/3', '3/5', '5/8', '7/5', '8/9'] -> (8/9 / (1/3 - (3/5 / (5/8 + 7/5))))
[358670] ['1/3', '3/5', '5/8', '7/5', '9/5'] -> (9/5 / ((1/3 * (5/8 + 7/5)) - 3/5))
[358671] ['1/3', '3/5', '5/8', '7/5', '9/7'] -> (9/7 / (((5/8 - 3/5) / 1/3) / 7/5))
[358673] ['1/3', '3/5', '5/8', '7/6', '7/6'] -> ((7/6 / ((3/5 * 5/8) - 1/3)) / 7/6)
[358677] ['1/3', '3/5', '5/8', '7/6', '8/5'] -> (8/5 / ((7/6 / 5/8) - (3/5 / 1/3)))
[358689] ['1/3', '3/5', '5/8', '7/8', '8/7'] -> ((7/8 / ((3/5 * 5/8) - 1/3)) * 8/7)
[358696] ['1/3', '3/5', '5/8', '7/9', '7/9'] -> (7/9 / (((3/5 * 5/8) - 1/3) * 7/9))
[358698] ['1/3', '3/5', '5/8', '7/9', '8/5'] -> (8/5 / ((1/3 / 5/8) - (3/5 * 7/9)))
[358700] ['1/3', '3/5', '5/8', '7/9', '8/9'] -> (8/9 / ((1/3 * 5/8) * (7/9 - 3/5)))
[358706] ['1/3', '3/5', '5/8', '8/3', '8/3'] -> (8/3 / (((3/5 * 5/8) - 1/3) * 8/3))
[358707] ['1/3', '3/5', '5/8', '8/3', '8/5'] -> (8/5 / ((5/8 - (3/5 / 8/3)) - 1/3))
[358710] ['1/3', '3/5', '5/8', '8/3', '9/2'] -> ((((1/3 / 5/8) + 8/3) / 3/5) * 9/2)
[358711] ['1/3', '3/5', '5/8', '8/3', '9/4'] -> (((1/3 / (5/8 - 3/5)) - 8/3) * 9/4)
[358712] ['1/3', '3/5', '5/8', '8/3', '9/5'] -> (9/5 / ((5/8 - 3/5) * (1/3 + 8/3)))
[358714] ['1/3', '3/5', '5/8', '8/3', '9/8'] -> (9/8 / (((1/3 * 3/5) * 5/8) / 8/3))
[358722] ['1/3', '3/5', '5/8', '8/5', '9/8'] -> (9/8 / (((5/8 - 3/5) / 1/3) / 8/5))
[358723] ['1/3', '3/5', '5/8', '8/7', '8/7'] -> (8/7 / (((3/5 * 5/8) - 1/3) * 8/7))
[358730] ['1/3', '3/5', '5/8', '8/9', '8/9'] -> (8/9 / (((3/5 * 5/8) - 1/3) * 8/9))
[358731] ['1/3', '3/5', '5/8', '8/9', '9/2'] -> (((8/9 / (3/5 - 1/3)) / 5/8) * 9/2)
[358733] ['1/3', '3/5', '5/8', '8/9', '9/5'] -> ((8/9 / (3/5 - (1/3 / 5/8))) * 9/5)
[358735] ['1/3', '3/5', '5/8', '8/9', '9/8'] -> (9/8 / (((3/5 * 5/8) - 1/3) / 8/9))
[358736] ['1/3', '3/5', '5/8', '9/2', '9/2'] -> ((9/2 / ((3/5 * 5/8) - 1/3)) / 9/2)
[358740] ['1/3', '3/5', '5/8', '9/2', '9/8'] -> (((9/2 / (3/5 - 1/3)) / 5/8) / 9/8)
[358747] ['1/3', '3/5', '5/8', '9/5', '9/8'] -> ((9/5 / (3/5 - (1/3 / 5/8))) / 9/8)
[358750] ['1/3', '3/5', '5/8', '9/8', '9/8'] -> ((9/8 / ((3/5 * 5/8) - 1/3)) / 9/8)
[358752] ['1/3', '3/5', '5/9', '5/9', '6/5'] -> (((1/3 + 5/9) * 6/5) / (3/5 - 5/9))
[358761] ['1/3', '3/5', '5/9', '5/9', '8/3'] -> (8/3 / ((1/3 + (3/5 * 5/9)) - 5/9))
[358816] ['1/3', '3/5', '5/9', '7/2', '9/2'] -> ((3/5 + ((7/2 / 1/3) / 5/9)) + 9/2)
[358825] ['1/3', '3/5', '5/9', '7/3', '7/8'] -> ((((7/3 / 1/3) / 3/5) / 5/9) / 7/8)
[358829] ['1/3', '3/5', '5/9', '7/3', '8/7'] -> ((((7/3 / 1/3) / 3/5) / 5/9) * 8/7)
[358833] ['1/3', '3/5', '5/9', '7/3', '9/5'] -> (((5/9 + (7/3 / 3/5)) / 1/3) * 9/5)
[358858] ['1/3', '3/5', '5/9', '7/5', '9/2'] -> ((((7/5 / 3/5) - 5/9) / 1/3) * 9/2)
[358876] ['1/3', '3/5', '5/9', '7/8', '7/9'] -> (7/9 / (5/9 * ((1/3 + 3/5) - 7/8)))
[358890] ['1/3', '3/5', '5/9', '7/9', '8/9'] -> (8/9 / (((7/9 - 5/9) / 3/5) - 1/3))
[358899] ['1/3', '3/5', '5/9', '8/3', '8/9'] -> (8/9 / ((5/9 / 3/5) - (1/3 * 8/3)))
[358900] ['1/3', '3/5', '5/9', '8/3', '9/2'] -> (((1/3 + 5/9) + (8/3 / 3/5)) * 9/2)
[358902] ['1/3', '3/5', '5/9', '8/3', '9/5'] -> (9/5 / (3/5 * (1/3 - (5/9 / 8/3))))
[358912] ['1/3', '3/5', '5/9', '8/5', '9/8'] -> ((3/5 / (5/9 - (1/3 * 8/5))) / 9/8)
[358916] ['1/3', '3/5', '5/9', '8/7', '9/4'] -> ((1/3 / ((3/5 + 5/9) - 8/7)) - 9/4)
