[146280] ['1/2', '3/2', '3/2', '6/7', '7/8'] -> ((3/2 / ((6/7 / 3/2) - 1/2)) / 7/8)
[163440] ['1/2', '3/5', '5/4', '8/3', '9/8'] -> (9/8 / (((3/5 - 1/2) * 5/4) / 8/3))
[163444] ['1/2', '3/5', '5/4', '8/5', '9/2'] -> (((5/4 + 8/5) / (3/5 - 1/2)) - 9/2)
[163454] ['1/2', '3/5', '5/4', '8/7', '9/7'] -> (9/7 / (5/4 * ((8/7 - 1/2) - 3/5)))
[163457] ['1/2', '3/5', '5/4', '8/9', '9/2'] -> (9/2 / ((3/5 * 5/4) - (1/2 / 8/9)))
[163459] ['1/2', '3/5', '5/4', '8/9', '9/5'] -> (9/5 / ((5/4 - (3/5 / 8/9)) - 1/2))
[163461] ['1/2', '3/5', '5/4', '8/9', '9/8'] -> (9/8 / (5/4 * (3/5 - (1/2 / 8/9))))
[163462] ['1/2', '3/5', '5/4', '9/2', '9/2'] -> ((((9/2 - 1/2) / 3/5) / 5/4) * 9/2)
[163468] ['1/2', '3/5', '5/4', '9/4', '9/5'] -> (9/5 / (3/5 * (5/4 - (1/2 * 9/4))))
[163474] ['1/2', '3/5', '5/4', '9/7', '9/7'] -> (9/7 / (5/4 * ((1/2 * 9/7) - 3/5)))
[163476] ['1/2', '3/5', '5/4', '9/8', '9/8'] -> (9/8 / (5/4 * (3/5 - (1/2 * 9/8))))
[163479] ['1/2', '3/5', '5/6', '5/6', '5/8'] -> ((3/5 * 5/6) / ((5/6 * 5/8) - 1/2))
[163484] ['1/2', '3/5', '5/6', '5/6', '7/3'] -> (((7/3 / 1/2) / 5/6) / (5/6 - 3/5))
[163487] ['1/2', '3/5', '5/6', '5/6', '7/6'] -> ((5/6 + 7/6) / ((3/5 - 1/2) * 5/6))
[163491] ['1/2', '3/5', '5/6', '5/6', '8/5'] -> ((3/5 * 5/6) / ((5/6 / 8/5) - 1/2))
[163503] ['1/2', '3/5', '5/6', '5/7', '6/7'] -> (6/7 / ((1/2 * 3/5) * (5/6 - 5/7)))
[163512] ['1/2', '3/5', '5/6', '5/7', '8/5'] -> (8/5 / (((5/6 / 5/7) - 1/2) - 3/5))
[163526] ['1/2', '3/5', '5/6', '5/8', '7/4'] -> (7/4 / ((1/2 * (5/6 - 3/5)) * 5/8))
[163551] ['1/2', '3/5', '5/6', '5/9', '8/5'] -> (((5/6 / (3/5 - 1/2)) / 5/9) * 8/5)
[163556] ['1/2', '3/5', '5/6', '5/9', '9/5'] -> (((3/5 + 5/6) / (5/9 - 1/2)) - 9/5)
[163562] ['1/2', '3/5', '5/6', '6/5', '7/3'] -> (((6/5 / (5/6 - 3/5)) / 1/2) * 7/3)
[163568] ['1/2', '3/5', '5/6', '6/5', '8/3'] -> (8/3 / (((6/5 - 5/6) / 3/5) - 1/2))
[163571] ['1/2', '3/5', '5/6', '6/5', '8/9'] -> (8/9 / (1/2 - (5/6 / (3/5 + 6/5))))
[163579] ['1/2', '3/5', '5/6', '6/7', '7/3'] -> (((6/7 / (3/5 - 1/2)) / 5/6) * 7/3)
[163586] ['1/2', '3/5', '5/6', '6/7', '8/5'] -> (8/5 / (1/2 * (5/6 - (3/5 / 6/7))))
[163596] ['1/2', '3/5', '5/6', '7/2', '7/4'] -> (((7/2 / (3/5 - 1/2)) / 5/6) / 7/4)
[163597] ['1/2', '3/5', '5/6', '7/2', '7/5'] -> (((1/2 + 7/2) / (5/6 - 3/5)) * 7/5)
[163605] ['1/2', '3/5', '5/6', '7/2', '9/2'] -> ((5/6 * ((7/2 / 1/2) - 3/5)) * 9/2)
[163607] ['1/2', '3/5', '5/6', '7/2', '9/5'] -> (((5/6 + (7/2 / 3/5)) / 1/2) * 9/5)
[163613] ['1/2', '3/5', '5/6', '7/3', '7/6'] -> (((7/3 / (3/5 - 1/2)) / 5/6) / 7/6)
[163616] ['1/2', '3/5', '5/6', '7/3', '8/3'] -> (8/3 / (7/3 - ((1/2 + 5/6) / 3/5)))
[163628] ['1/2', '3/5', '5/6', '7/4', '7/8'] -> (((7/4 / (3/5 - 1/2)) / 5/6) / 7/8)
[163632] ['1/2', '3/5', '5/6', '7/4', '8/7'] -> (((7/4 / (3/5 - 1/2)) / 5/6) * 8/7)
[163643] ['1/2', '3/5', '5/6', '7/5', '8/3'] -> ((3/5 / ((7/5 - 1/2) - 5/6)) * 8/3)
[163645] ['1/2', '3/5', '5/6', '7/5', '8/7'] -> (8/7 / (5/6 - ((1/2 + 3/5) / 7/5)))
[163655] ['1/2', '3/5', '5/6', '7/6', '8/3'] -> ((8/3 / 1/2) / ((5/6 / 3/5) - 7/6))
[163679] ['1/2', '3/5', '5/6', '7/9', '8/9'] -> (8/9 / ((1/2 + 5/6) - (7/9 / 3/5)))
[163685] ['1/2', '3/5', '5/6', '8/3', '8/3'] -> (8/3 / (((5/6 / 1/2) / 3/5) - 8/3))
[163686] ['1/2', '3/5', '5/6', '8/3', '8/5'] -> (8/5 / ((5/6 / 1/2) - (3/5 * 8/3)))
[163689] ['1/2', '3/5', '5/6', '8/3', '9/2'] -> ((((5/6 + 8/3) / 3/5) - 1/2) * 9/2)
[163690] ['1/2', '3/5', '5/6', '8/3', '9/4'] -> ((((8/3 / 1/2) / 3/5) / 5/6) * 9/4)
[163691] ['1/2', '3/5', '5/6', '8/3', '9/5'] -> (((8/3 / (5/6 - 1/2)) / 3/5) * 9/5)
[163699] ['1/2', '3/5', '5/6', '8/5', '9/5'] -> (((5/6 * 8/5) / (3/5 - 1/2)) * 9/5)
[163711] ['1/2', '3/5', '5/6', '8/9', '9/4'] -> (((8/9 / (3/5 - 1/2)) / 5/6) * 9/4)
[163716] ['1/2', '3/5', '5/6', '9/2', '9/4'] -> (((9/2 / (3/5 - 1/2)) / 5/6) / 9/4)
[163717] ['1/2', '3/5', '5/6', '9/2', '9/5'] -> ((((9/2 / 3/5) - 5/6) / 1/2) * 9/5)
[163723] ['1/2', '3/5', '5/6', '9/4', '9/8'] -> (((9/4 / (3/5 - 1/2)) / 5/6) / 9/8)
[163737] ['1/2', '3/5', '5/7', '5/7', '7/4'] -> ((3/5 / (5/7 - (1/2 / 5/7))) / 7/4)
[163740] ['1/2', '3/5', '5/7', '5/7', '7/8'] -> ((5/7 / 5/7) / (7/8 - (1/2 / 3/5)))
[163759] ['1/2', '3/5', '5/7', '5/8', '7/6'] -> (((1/2 / (5/8 - 3/5)) / 5/7) / 7/6)
[163769] ['1/2', '3/5', '5/7', '5/8', '9/7'] -> (9/7 / ((3/5 * 5/7) * (5/8 - 1/2)))
[163794] ['1/2', '3/5', '5/7', '6/5', '7/4'] -> ((3/5 / ((1/2 + 5/7) - 6/5)) / 7/4)
[163797] ['1/2', '3/5', '5/7', '6/5', '7/8'] -> (((6/5 / (5/7 - 3/5)) / 1/2) / 7/8)
[163801] ['1/2', '3/5', '5/7', '6/5', '8/7'] -> (((6/5 / (5/7 - 3/5)) / 1/2) * 8/7)
[163817] ['1/2', '3/5', '5/7', '6/7', '8/5'] -> (((6/7 / (5/7 - 3/5)) / 1/2) * 8/5)
[163832] ['1/2', '3/5', '5/7', '7/2', '8/3'] -> (((1/2 + (7/2 / 5/7)) / 3/5) * 8/3)
[163849] ['1/2', '3/5', '5/7', '7/3', '8/7'] -> (8/7 / (((5/7 / 1/2) / 3/5) - 7/3))
[163851] ['1/2', '3/5', '5/7', '7/3', '9/2'] -> ((((7/3 / 5/7) - 3/5) / 1/2) * 9/2)
[163872] ['1/2', '3/5', '5/7', '7/5', '7/8'] -> ((3/5 / ((5/7 / 1/2) - 7/5)) / 7/8)
[163884] ['1/2', '3/5', '5/7', '7/6', '7/8'] -> ((1/2 / ((5/7 / 3/5) - 7/6)) / 7/8)
[163887] ['1/2', '3/5', '5/7', '7/6', '8/5'] -> (8/5 / ((1/2 * (5/7 - 3/5)) * 7/6))
[163901] ['1/2', '3/5', '5/7', '7/8', '9/2'] -> (9/2 / (((1/2 * 3/5) * 5/7) * 7/8))
[163904] ['1/2', '3/5', '5/7', '7/8', '9/7'] -> (9/7 / ((1/2 + (3/5 * 5/7)) - 7/8))
[163907] ['1/2', '3/5', '5/7', '7/9', '8/3'] -> (8/3 / ((3/5 / 1/2) - (7/9 / 5/7)))
[163916] ['1/2', '3/5', '5/7', '8/3', '8/3'] -> ((8/3 / ((1/2 / 5/7) - 3/5)) - 8/3)
[163917] ['1/2', '3/5', '5/7', '8/3', '8/5'] -> (8/5 - (8/3 / (5/7 - (1/2 / 3/5))))
[163923] ['1/2', '3/5', '5/7', '8/3', '9/7'] -> (9/7 / (1/2 - ((5/7 / 3/5) / 8/3)))
[163935] ['1/2', '3/5', '5/7', '8/7', '9/2'] -> ((((8/7 / 1/2) / 3/5) / 5/7) * 9/2)
[163937] ['1/2', '3/5', '5/7', '8/7', '9/5'] -> (9/5 / (3/5 * ((5/7 / 8/7) - 1/2)))
[163941] ['1/2', '3/5', '5/7', '8/9', '9/2'] -> (9/2 / (((1/2 / 5/7) / 8/9) - 3/5))
[163976] ['1/2', '3/5', '5/8', '5/8', '9/2'] -> ((9/2 / 3/5) / (5/8 - (1/2 * 5/8)))
[163980] ['1/2', '3/5', '5/8', '5/8', '9/8'] -> ((9/8 / (5/8 - 1/2)) / (3/5 * 5/8))
[163982] ['1/2', '3/5', '5/8', '5/9', '6/5'] -> (6/5 / ((1/2 + 5/8) * (3/5 - 5/9)))
[163985] ['1/2', '3/5', '5/8', '5/9', '7/3'] -> (7/3 / ((3/5 * 5/8) - (1/2 * 5/9)))
[163991] ['1/2', '3/5', '5/8', '5/9', '8/3'] -> (8/3 / (((1/2 / 5/8) - 3/5) * 5/9))
[163995] ['1/2', '3/5', '5/8', '5/9', '9/2'] -> (9/2 / (5/8 * ((1/2 / 5/9) - 3/5)))
[163997] ['1/2', '3/5', '5/8', '5/9', '9/5'] -> (9/5 / ((3/5 / 1/2) - (5/8 / 5/9)))
[164009] ['1/2', '3/5', '5/8', '6/5', '8/3'] -> (((6/5 / (5/8 - 1/2)) - 3/5) * 8/3)
[164010] ['1/2', '3/5', '5/8', '6/5', '8/5'] -> (8/5 / (((1/2 / 5/8) / 6/5) - 3/5))
[164019] ['1/2', '3/5', '5/8', '6/7', '7/2'] -> (7/2 / ((1/2 - (3/5 * 5/8)) / 6/7))
[164021] ['1/2', '3/5', '5/8', '6/7', '7/4'] -> (((6/7 / (3/5 - 1/2)) / 5/8) * 7/4)
[164022] ['1/2', '3/5', '5/8', '6/7', '7/5'] -> (7/5 / (((5/8 - 3/5) / 1/2) / 6/7))
[164031] ['1/2', '3/5', '5/8', '6/7', '9/4'] -> ((5/8 / (6/7 - (1/2 / 3/5))) - 9/4)
[164039] ['1/2', '3/5', '5/8', '7/2', '7/6'] -> ((7/2 / (1/2 - (3/5 * 5/8))) / 7/6)
[164047] ['1/2', '3/5', '5/8', '7/2', '9/4'] -> ((((1/2 + 7/2) / 3/5) / 5/8) * 9/4)
[164049] ['1/2', '3/5', '5/8', '7/2', '9/7'] -> (9/7 / (((1/2 * 3/5) * 5/8) / 7/2))
[164053] ['1/2', '3/5', '5/8', '7/3', '7/5'] -> (7/5 / ((3/5 + 5/8) - (1/2 * 7/3)))
[164063] ['1/2', '3/5', '5/8', '7/3', '9/5'] -> (9/5 / (((1/2 * 3/5) * 7/3) - 5/8))
[164068] ['1/2', '3/5', '5/8', '7/4', '7/6'] -> (((7/4 / (3/5 - 1/2)) / 5/8) / 7/6)
[164080] ['1/2', '3/5', '5/8', '7/5', '7/5'] -> (7/5 / (((1/2 / 3/5) + 5/8) - 7/5))
[164081] ['1/2', '3/5', '5/8', '7/5', '7/6'] -> (((1/2 * 7/5) / (5/8 - 3/5)) / 7/6)
[164091] ['1/2', '3/5', '5/8', '7/5', '9/7'] -> (9/7 / ((3/5 * (5/8 - 1/2)) / 7/5))
[164111] ['1/2', '3/5', '5/8', '7/8', '9/2'] -> (9/2 / (7/8 - ((1/2 + 3/5) * 5/8)))
[164120] ['1/2', '3/5', '5/8', '7/9', '8/9'] -> ((3/5 / ((1/2 / 5/8) - 7/9)) * 8/9)
[164123] ['1/2', '3/5', '5/8', '7/9', '9/5'] -> ((3/5 / (1/2 - (5/8 * 7/9))) / 9/5)
[164125] ['1/2', '3/5', '5/8', '7/9', '9/8'] -> ((3/5 / ((1/2 / 5/8) - 7/9)) / 9/8)
[164130] ['1/2', '3/5', '5/8', '8/3', '9/2'] -> (9/2 / ((3/5 * 5/8) - (1/2 / 8/3)))
[164132] ['1/2', '3/5', '5/8', '8/3', '9/5'] -> ((8/3 / ((1/2 / 5/8) - 3/5)) * 9/5)
[164134] ['1/2', '3/5', '5/8', '8/3', '9/8'] -> (9/8 / ((1/2 - (3/5 * 5/8)) / 8/3))
[164135] ['1/2', '3/5', '5/8', '8/5', '8/5'] -> (((8/5 / (3/5 - 1/2)) / 5/8) - 8/5)
[164142] ['1/2', '3/5', '5/8', '8/5', '9/8'] -> (((8/5 / (5/8 - 1/2)) / 3/5) * 9/8)
[164151] ['1/2', '3/5', '5/8', '8/9', '9/2'] -> (9/2 / ((1/2 / 8/9) - (3/5 * 5/8)))
[164157] ['1/2', '3/5', '5/8', '9/2', '9/4'] -> ((((9/2 - 1/2) / 3/5) / 5/8) * 9/4)
[164158] ['1/2', '3/5', '5/8', '9/2', '9/5'] -> ((((1/2 + 9/2) / 3/5) / 5/8) * 9/5)
[164168] ['1/2', '3/5', '5/8', '9/7', '9/7'] -> (9/7 / (5/8 * (9/7 - (3/5 / 1/2))))
[164170] ['1/2', '3/5', '5/8', '9/8', '9/8'] -> (9/8 / (5/8 * ((3/5 / 1/2) - 9/8)))
[164179] ['1/2', '3/5', '5/9', '5/9', '7/8'] -> ((5/9 / 5/9) / (7/8 - (1/2 / 3/5)))
[164180] ['1/2', '3/5', '5/9', '5/9', '7/9'] -> ((5/9 + 7/9) / ((3/5 - 1/2) * 5/9))
[164187] ['1/2', '3/5', '5/9', '5/9', '9/5'] -> ((3/5 + 9/5) / ((5/9 - 1/2) / 5/9))
[164197] ['1/2', '3/5', '5/9', '6/5', '7/8'] -> (((6/5 / (5/9 - 1/2)) - 3/5) / 7/8)
[164200] ['1/2', '3/5', '5/9', '6/5', '8/5'] -> (8/5 / (((3/5 - 1/2) * 5/9) * 6/5))
[164201] ['1/2', '3/5', '5/9', '6/5', '8/7'] -> (((6/5 / (5/9 - 1/2)) - 3/5) * 8/7)
[164204] ['1/2', '3/5', '5/9', '6/5', '9/4'] -> (((6/5 / (3/5 - 5/9)) / 1/2) / 9/4)
[164218] ['1/2', '3/5', '5/9', '6/7', '8/7'] -> (8/7 / (((3/5 - 1/2) * 5/9) * 6/7))
[164232] ['1/2', '3/5', '5/9', '7/2', '8/3'] -> ((((7/2 - 1/2) / 3/5) / 5/9) * 8/3)
[164242] ['1/2', '3/5', '5/9', '7/3', '7/4'] -> (((7/3 / (3/5 - 1/2)) / 5/9) / 7/4)
[164247] ['1/2', '3/5', '5/9', '7/3', '8/3'] -> ((3/5 + ((7/3 / 1/2) / 5/9)) * 8/3)
[164251] ['1/2', '3/5', '5/9', '7/3', '9/2'] -> ((((3/5 * 5/9) + 7/3) / 1/2) * 9/2)
[164252] ['1/2', '3/5', '5/9', '7/3', '9/4'] -> (((1/2 * 7/3) / (3/5 - 5/9)) - 9/4)
[164257] ['1/2', '3/5', '5/9', '7/4', '7/5'] -> (7/5 / ((3/5 * (5/9 - 1/2)) * 7/4))
[164263] ['1/2', '3/5', '5/9', '7/4', '8/7'] -> (8/7 / ((3/5 * 5/9) - (1/2 / 7/4)))
[164284] ['1/2', '3/5', '5/9', '7/6', '7/8'] -> (((7/6 / (3/5 - 1/2)) / 5/9) / 7/8)
[164288] ['1/2', '3/5', '5/9', '7/6', '8/7'] -> (((7/6 / (3/5 - 1/2)) / 5/9) * 8/7)
[164289] ['1/2', '3/5', '5/9', '7/6', '8/9'] -> (8/9 / (5/9 * ((7/6 - 1/2) - 3/5)))
[164296] ['1/2', '3/5', '5/9', '7/8', '7/9'] -> (7/9 / (((7/8 - 5/9) / 3/5) - 1/2))
[164301] ['1/2', '3/5', '5/9', '7/8', '9/2'] -> (9/2 / (((1/2 * 7/8) / 5/9) - 3/5))
[164302] ['1/2', '3/5', '5/9', '7/8', '9/4'] -> (((7/8 / (5/9 - 1/2)) / 3/5) - 9/4)
[164307] ['1/2', '3/5', '5/9', '7/9', '8/3'] -> (8/3 / (7/9 - ((3/5 * 5/9) / 1/2)))
[164313] ['1/2', '3/5', '5/9', '7/9', '9/5'] -> (((5/9 + 7/9) / (3/5 - 1/2)) * 9/5)
[164316] ['1/2', '3/5', '5/9', '8/3', '8/3'] -> ((((8/3 / 1/2) / 5/9) - 3/5) * 8/3)
[164317] ['1/2', '3/5', '5/9', '8/3', '8/5'] -> (8/5 / (1/2 - ((3/5 + 5/9) / 8/3)))
[164328] ['1/2', '3/5', '5/9', '8/5', '9/2'] -> ((8/5 / ((1/2 / 5/9) - 3/5)) * 9/2)
[164335] ['1/2', '3/5', '5/9', '8/7', '9/2'] -> (9/2 / (((1/2 / 5/9) / 8/7) - 3/5))
[164337] ['1/2', '3/5', '5/9', '8/7', '9/5'] -> ((3/5 / (1/2 - (5/9 / 8/7))) / 9/5)
[164343] ['1/2', '3/5', '5/9', '8/9', '9/5'] -> (9/5 / (3/5 * ((5/9 / 8/9) - 1/2)))
[164352] ['1/2', '3/5', '5/9', '9/4', '9/5'] -> (9/5 / ((3/5 * (5/9 - 1/2)) * 9/4))
[164355] ['1/2', '3/5', '5/9', '9/5', '9/5'] -> (((3/5 + 9/5) / (5/9 - 1/2)) / 9/5)
[164361] ['1/2', '3/5', '6/5', '6/5', '6/5'] -> ((6/5 + 6/5) / ((6/5 - 1/2) - 3/5))
[164366] ['1/2', '3/5', '6/5', '6/5', '7/5'] -> ((6/5 + 6/5) / ((1/2 * 7/5) - 3/5))
[164368] ['1/2', '3/5', '6/5', '6/5', '7/8'] -> ((6/5 / 6/5) / (7/8 - (1/2 / 3/5)))
[164371] ['1/2', '3/5', '6/5', '6/5', '8/5'] -> (6/5 / (1/2 - ((3/5 * 6/5) / 8/5)))
[164379] ['1/2', '3/5', '6/5', '6/7', '6/7'] -> (((6/5 + 6/7) / (3/5 - 1/2)) / 6/7)
[164381] ['1/2', '3/5', '6/5', '6/7', '7/3'] -> (((6/5 * 6/7) / (3/5 - 1/2)) * 7/3)
[164384] ['1/2', '3/5', '6/5', '6/7', '7/6'] -> (((6/5 + 6/7) / (3/5 - 1/2)) * 7/6)
[164398] ['1/2', '3/5', '6/5', '7/2', '7/4'] -> (((6/5 * 7/2) / (3/5 - 1/2)) / 7/4)
[164413] ['1/2', '3/5', '6/5', '7/3', '7/4'] -> ((3/5 / ((6/5 / 7/3) - 1/2)) / 7/4)
[164415] ['1/2', '3/5', '6/5', '7/3', '7/6'] -> (((6/5 * 7/3) / (3/5 - 1/2)) / 7/6)
[164418] ['1/2', '3/5', '6/5', '7/3', '8/3'] -> ((3/5 / ((6/5 / 1/2) - 7/3)) * 8/3)
[164419] ['1/2', '3/5', '6/5', '7/3', '8/5'] -> (8/5 / (((3/5 / 1/2) + 6/5) - 7/3))
[164422] ['1/2', '3/5', '6/5', '7/3', '9/2'] -> (((3/5 + (6/5 / 1/2)) + 7/3) * 9/2)
[164430] ['1/2', '3/5', '6/5', '7/4', '7/8'] -> (((6/5 * 7/4) / (3/5 - 1/2)) / 7/8)
[164433] ['1/2', '3/5', '6/5', '7/4', '8/5'] -> (8/5 / (3/5 - (6/5 / (1/2 + 7/4))))
[164434] ['1/2', '3/5', '6/5', '7/4', '8/7'] -> (((6/5 * 7/4) / (3/5 - 1/2)) * 8/7)
[164438] ['1/2', '3/5', '6/5', '7/4', '9/5'] -> (9/5 / (1/2 * (6/5 - (3/5 * 7/4))))
[164451] ['1/2', '3/5', '6/5', '7/5', '9/5'] -> ((3/5 + 9/5) / (1/2 * (7/5 - 6/5)))
[164457] ['1/2', '3/5', '6/5', '7/6', '8/3'] -> (((1/2 * 3/5) / (6/5 - 7/6)) * 8/3)
[164461] ['1/2', '3/5', '6/5', '7/6', '9/2'] -> ((3/5 + ((6/5 + 7/6) / 1/2)) * 9/2)
[164479] ['1/2', '3/5', '6/5', '7/9', '8/5'] -> (8/5 / (6/5 * ((1/2 / 3/5) - 7/9)))
[164487] ['1/2', '3/5', '6/5', '8/3', '8/3'] -> ((8/3 / ((6/5 - 1/2) - 3/5)) - 8/3)
[164492] ['1/2', '3/5', '6/5', '8/3', '9/4'] -> ((((6/5 * 8/3) / 1/2) / 3/5) * 9/4)
[164493] ['1/2', '3/5', '6/5', '8/3', '9/5'] -> (9/5 / (1/2 * (3/5 - (6/5 / 8/3))))
[164496] ['1/2', '3/5', '6/5', '8/5', '8/5'] -> (8/5 / (((1/2 * 8/5) / 6/5) - 3/5))
[164512] ['1/2', '3/5', '6/5', '8/9', '9/2'] -> (9/2 / (((6/5 - 1/2) / 8/9) - 3/5))
[164513] ['1/2', '3/5', '6/5', '8/9', '9/4'] -> (((6/5 * 8/9) / (3/5 - 1/2)) * 9/4)
[164518] ['1/2', '3/5', '6/5', '9/2', '9/4'] -> (((6/5 * 9/2) / (3/5 - 1/2)) / 9/4)
[164525] ['1/2', '3/5', '6/5', '9/4', '9/8'] -> (((6/5 * 9/4) / (3/5 - 1/2)) / 9/8)
[164526] ['1/2', '3/5', '6/5', '9/5', '9/5'] -> ((3/5 + 9/5) / ((9/5 - 1/2) - 6/5))
[164538] ['1/2', '3/5', '6/7', '6/7', '7/8'] -> ((6/7 / 6/7) / (7/8 - (1/2 / 3/5)))
[164552] ['1/2', '3/5', '6/7', '7/2', '7/5'] -> (7/5 / ((3/5 - (1/2 / 6/7)) * 7/2))
[164581] ['1/2', '3/5', '6/7', '7/4', '7/5'] -> ((3/5 / ((1/2 * 7/4) - 6/7)) / 7/5)
[164586] ['1/2', '3/5', '6/7', '7/4', '8/5'] -> (((6/7 * 7/4) / (3/5 - 1/2)) * 8/5)
[164622] ['1/2', '3/5', '6/7', '7/8', '8/5'] -> (8/5 / (((1/2 / 6/7) / 7/8) - 3/5))
[164628] ['1/2', '3/5', '6/7', '7/8', '9/7'] -> (9/7 / (((6/7 / 3/5) - 1/2) - 7/8))
[164632] ['1/2', '3/5', '6/7', '7/9', '8/5'] -> (8/5 / (((3/5 - 1/2) * 6/7) * 7/9))
[164633] ['1/2', '3/5', '6/7', '7/9', '8/7'] -> (8/7 / (6/7 * ((1/2 / 3/5) - 7/9)))
[164646] ['1/2', '3/5', '6/7', '8/3', '9/5'] -> ((8/3 / ((3/5 / 6/7) - 1/2)) * 9/5)
[164659] ['1/2', '3/5', '6/7', '8/7', '9/2'] -> (((8/7 / (6/7 - 1/2)) / 3/5) * 9/2)
[164666] ['1/2', '3/5', '6/7', '8/9', '9/4'] -> (((1/2 / (8/9 - 6/7)) / 3/5) - 9/4)
[164671] ['1/2', '3/5', '6/7', '9/2', '9/4'] -> ((9/2 / (3/5 - (1/2 * 6/7))) - 9/4)
[164672] ['1/2', '3/5', '6/7', '9/2', '9/5'] -> (9/5 / ((3/5 - (1/2 / 6/7)) * 9/2))
[164675] ['1/2', '3/5', '6/7', '9/4', '9/4'] -> (((9/4 / (3/5 - 1/2)) / 6/7) - 9/4)
[164677] ['1/2', '3/5', '6/7', '9/4', '9/7'] -> (9/7 / ((6/7 - (1/2 / 3/5)) * 9/4))
[164690] ['1/2', '3/5', '7/2', '7/2', '7/8'] -> ((7/2 / 7/2) / (7/8 - (1/2 / 3/5)))
[164695] ['1/2', '3/5', '7/2', '7/2', '8/9'] -> (((7/2 / 3/5) + 7/2) / (8/9 - 1/2))
[164700] ['1/2', '3/5', '7/2', '7/2', '9/8'] -> ((7/2 + 7/2) / (9/8 - (1/2 / 3/5)))
[164730] ['1/2', '3/5', '7/2', '7/5', '7/5'] -> (((7/2 / (3/5 - 1/2)) - 7/5) / 7/5)
[164738] ['1/2', '3/5', '7/2', '7/5', '9/2'] -> (((7/2 + (7/5 / 3/5)) - 1/2) * 9/2)
[164747] ['1/2', '3/5', '7/2', '7/6', '8/5'] -> (8/5 / (((7/6 / 1/2) / 7/2) - 3/5))
[164763] ['1/2', '3/5', '7/2', '7/8', '9/5'] -> ((((7/2 / 1/2) / 3/5) / 7/8) * 9/5)
[164768] ['1/2', '3/5', '7/2', '7/9', '8/5'] -> ((((7/2 / 1/2) / 3/5) / 7/9) * 8/5)
[164769] ['1/2', '3/5', '7/2', '7/9', '8/7'] -> (((7/2 / (7/9 - 1/2)) / 3/5) * 8/7)
[164771] ['1/2', '3/5', '7/2', '7/9', '9/2'] -> (((1/2 / 3/5) + (7/2 / 7/9)) * 9/2)
[164780] ['1/2', '3/5', '7/2', '8/3', '9/2'] -> (((7/2 + 8/3) - (1/2 / 3/5)) * 9/2)
[164782] ['1/2', '3/5', '7/2', '8/3', '9/5'] -> ((((7/2 - 1/2) * 8/3) / 3/5) * 9/5)
[164789] ['1/2', '3/5', '7/2', '8/5', '9/4'] -> ((((1/2 + 7/2) * 8/5) / 3/5) * 9/4)
[164791] ['1/2', '3/5', '7/2', '8/5', '9/7'] -> ((((7/2 * 8/5) / 1/2) / 3/5) * 9/7)
[164797] ['1/2', '3/5', '7/2', '8/7', '9/5'] -> ((((7/2 * 8/7) / 1/2) / 3/5) * 9/5)
[164811] ['1/2', '3/5', '7/2', '9/4', '9/4'] -> ((((7/2 * 9/4) / 1/2) / 3/5) - 9/4)
[164829] ['1/2', '3/5', '7/3', '7/3', '8/7'] -> (((7/3 / (3/5 - 1/2)) - 7/3) * 8/7)
[164842] ['1/2', '3/5', '7/3', '7/4', '8/5'] -> (8/5 / (((1/2 * 7/3) / 7/4) - 3/5))
[164855] ['1/2', '3/5', '7/3', '7/5', '8/5'] -> (8/5 / ((1/2 * (3/5 + 7/3)) - 7/5))
[164858] ['1/2', '3/5', '7/3', '7/5', '9/2'] -> ((((7/3 * 7/5) - 3/5) / 1/2) * 9/2)
[164866] ['1/2', '3/5', '7/3', '7/6', '8/3'] -> (8/3 / ((1/2 + (7/6 / 3/5)) - 7/3))
[164870] ['1/2', '3/5', '7/3', '7/6', '9/2'] -> ((((7/3 + 7/6) / 3/5) - 1/2) * 9/2)
[164877] ['1/2', '3/5', '7/3', '7/8', '8/3'] -> (((7/3 / (3/5 - 1/2)) / 7/8) - 8/3)
[164878] ['1/2', '3/5', '7/3', '7/8', '8/5'] -> (8/5 / (7/3 * (3/5 - (1/2 / 7/8))))
[164888] ['1/2', '3/5', '7/3', '7/9', '8/5'] -> (8/5 / (((7/9 / 1/2) / 7/3) - 3/5))
[164892] ['1/2', '3/5', '7/3', '7/9', '9/4'] -> (((7/3 / (7/9 - 3/5)) / 1/2) - 9/4)
[164896] ['1/2', '3/5', '7/3', '8/3', '8/3'] -> (8/3 / (7/3 - ((1/2 * 8/3) / 3/5)))
[164905] ['1/2', '3/5', '7/3', '8/5', '8/5'] -> (8/5 / (1/2 * ((7/3 - 3/5) - 8/5)))
[164911] ['1/2', '3/5', '7/3', '8/5', '9/7'] -> (9/7 / ((1/2 - (3/5 / 8/5)) / 7/3))
[164922] ['1/2', '3/5', '7/3', '8/9', '9/4'] -> (((7/3 / (3/5 - 1/2)) / 8/9) - 9/4)
[164923] ['1/2', '3/5', '7/3', '8/9', '9/5'] -> ((7/3 / ((3/5 / 8/9) - 1/2)) * 9/5)
[164926] ['1/2', '3/5', '7/3', '9/2', '9/2'] -> ((7/3 + (3/5 * (1/2 + 9/2))) * 9/2)
[164927] ['1/2', '3/5', '7/3', '9/2', '9/4'] -> ((7/3 + ((1/2 + 9/2) / 3/5)) * 9/4)
