[820735] ['1/6', '2/7', '5/3', '6/7', '7/2'] -> (7/2 / (1/6 / ((5/3 * 6/7) - 2/7)))
[845923] ['1/6', '3/5', '3/8', '5/8', '6/5'] -> (6/5 / (3/5 * ((5/8 - 1/6) - 3/8)))
[845926] ['1/6', '3/5', '3/8', '5/8', '7/3'] -> (7/3 / ((3/5 - (1/6 / 3/8)) * 5/8))
[845928] ['1/6', '3/5', '3/8', '5/8', '7/5'] -> (7/5 / (1/6 * ((3/5 + 3/8) - 5/8)))
[845941] ['1/6', '3/5', '3/8', '5/9', '5/9'] -> ((3/5 / ((5/9 - 1/6) - 3/8)) * 5/9)
[845951] ['1/6', '3/5', '3/8', '5/9', '8/3'] -> (8/3 / ((1/6 / 3/8) - (3/5 * 5/9)))
[845952] ['1/6', '3/5', '3/8', '5/9', '8/5'] -> (8/5 / (3/5 * (5/9 - (1/6 / 3/8))))
[845962] ['1/6', '3/5', '3/8', '6/5', '7/2'] -> (7/2 / (1/6 * (3/8 + (3/5 / 6/5))))
[845975] ['1/6', '3/5', '3/8', '6/5', '9/5'] -> (9/5 / (3/8 - (1/6 * (3/5 + 6/5))))
[845979] ['1/6', '3/5', '3/8', '6/7', '7/2'] -> (((6/7 / (3/8 - 1/6)) / 3/5) * 7/2)
[845999] ['1/6', '3/5', '3/8', '7/2', '7/6'] -> (((7/2 / (3/8 - 1/6)) / 3/5) / 7/6)
[846006] ['1/6', '3/5', '3/8', '7/2', '9/2'] -> (((3/5 * (7/2 - 1/6)) / 3/8) * 9/2)
[846023] ['1/6', '3/5', '3/8', '7/3', '9/5'] -> ((3/5 / ((1/6 * 7/3) - 3/8)) / 9/5)
[846024] ['1/6', '3/5', '3/8', '7/3', '9/7'] -> (9/7 / ((3/5 * (3/8 - 1/6)) / 7/3))
[846035] ['1/6', '3/5', '3/8', '7/4', '9/2'] -> (9/2 / (1/6 * (7/4 - (3/8 / 3/5))))
[846044] ['1/6', '3/5', '3/8', '7/5', '8/3'] -> ((7/5 / (3/5 - (1/6 / 3/8))) * 8/3)
[846048] ['1/6', '3/5', '3/8', '7/5', '9/2'] -> (9/2 / (1/6 * (3/5 + (3/8 * 7/5))))
[846050] ['1/6', '3/5', '3/8', '7/5', '9/5'] -> ((((3/5 / 1/6) + 7/5) / 3/8) * 9/5)
[846062] ['1/6', '3/5', '3/8', '7/6', '9/5'] -> (9/5 / ((3/5 / (1/6 + 7/6)) - 3/8))
[846081] ['1/6', '3/5', '3/8', '7/9', '9/2'] -> (9/2 / (3/8 * (7/9 - (1/6 / 3/5))))
[846087] ['1/6', '3/5', '3/8', '8/3', '8/5'] -> (8/5 / (1/6 * ((3/8 * 8/3) - 3/5)))
[846090] ['1/6', '3/5', '3/8', '8/3', '9/2'] -> (9/2 / (3/5 * (3/8 - (1/6 / 8/3))))
[846094] ['1/6', '3/5', '3/8', '8/3', '9/8'] -> (9/8 / ((3/5 * (3/8 - 1/6)) / 8/3))
[846098] ['1/6', '3/5', '3/8', '8/5', '9/2'] -> ((((3/5 / 1/6) - 8/5) / 3/8) * 9/2)
[846121] ['1/6', '3/5', '3/8', '9/4', '9/4'] -> ((((3/8 + 9/4) / 1/6) / 3/5) - 9/4)
[846124] ['1/6', '3/5', '3/8', '9/4', '9/8'] -> ((3/8 + ((9/4 / 1/6) / 3/5)) + 9/8)
[846131] ['1/6', '3/5', '4/3', '4/3', '4/3'] -> (((4/3 * 4/3) + (4/3 / 3/5)) / 1/6)
[846154] ['1/6', '3/5', '4/3', '4/3', '8/9'] -> ((((4/3 / 3/5) + 4/3) / 1/6) / 8/9)
[846155] ['1/6', '3/5', '4/3', '4/3', '9/2'] -> ((((4/3 / 3/5) - 4/3) / 1/6) * 9/2)
[846159] ['1/6', '3/5', '4/3', '4/3', '9/8'] -> ((((4/3 / 3/5) + 4/3) / 1/6) * 9/8)
[846162] ['1/6', '3/5', '4/3', '4/5', '4/9'] -> ((((4/3 * 4/5) / 1/6) / 3/5) / 4/9)
[846163] ['1/6', '3/5', '4/3', '4/5', '5/2'] -> ((((3/5 * 4/3) + 4/5) / 1/6) * 5/2)
[846173] ['1/6', '3/5', '4/3', '4/5', '7/3'] -> (7/3 / (1/6 * (4/3 - (3/5 / 4/5))))
[846175] ['1/6', '3/5', '4/3', '4/5', '7/5'] -> (7/5 / (1/6 * (4/5 - (3/5 / 4/3))))
[846179] ['1/6', '3/5', '4/3', '4/5', '8/3'] -> ((((4/3 + 4/5) / 1/6) / 3/5) + 8/3)
[846180] ['1/6', '3/5', '4/3', '4/5', '8/5'] -> (8/5 / (3/5 - (4/5 / (1/6 + 4/3))))
[846182] ['1/6', '3/5', '4/3', '4/5', '8/9'] -> ((((4/3 + 4/5) / 1/6) / 3/5) / 8/9)
[846183] ['1/6', '3/5', '4/3', '4/5', '9/2'] -> ((((4/3 - 4/5) / 1/6) / 3/5) * 9/2)
[846184] ['1/6', '3/5', '4/3', '4/5', '9/4'] -> ((((4/3 * 4/5) / 1/6) / 3/5) * 9/4)
[846185] ['1/6', '3/5', '4/3', '4/5', '9/5'] -> (9/5 / ((4/5 - (1/6 / 4/3)) - 3/5))
[846187] ['1/6', '3/5', '4/3', '4/5', '9/8'] -> (9/8 / ((1/6 * 3/5) / (4/3 + 4/5)))
[846188] ['1/6', '3/5', '4/3', '4/7', '4/7'] -> (((4/3 + (4/7 / 3/5)) / 1/6) / 4/7)
[846199] ['1/6', '3/5', '4/3', '4/7', '7/2'] -> (((3/5 * (4/3 + 4/7)) / 1/6) * 7/2)
[846201] ['1/6', '3/5', '4/3', '4/7', '7/4'] -> (((4/3 + (4/7 / 3/5)) / 1/6) * 7/4)
[846207] ['1/6', '3/5', '4/3', '4/7', '8/5'] -> (8/5 / (((4/3 - 1/6) * 4/7) - 3/5))
[846215] ['1/6', '3/5', '4/3', '4/9', '4/9'] -> ((((4/3 / 3/5) - 4/9) / 1/6) / 4/9)
[846216] ['1/6', '3/5', '4/3', '4/9', '5/2'] -> (((4/3 + (3/5 * 4/9)) / 1/6) * 5/2)
[846217] ['1/6', '3/5', '4/3', '4/9', '5/3'] -> ((((4/3 / 4/9) - 3/5) / 1/6) * 5/3)
[846222] ['1/6', '3/5', '4/3', '4/9', '5/9'] -> ((4/3 / ((3/5 * 4/9) - 1/6)) / 5/9)
[846237] ['1/6', '3/5', '4/3', '4/9', '9/4'] -> ((((4/3 / 3/5) - 4/9) / 1/6) * 9/4)
[846241] ['1/6', '3/5', '4/3', '5/2', '5/2'] -> (((3/5 + (4/3 / 1/6)) * 5/2) + 5/2)
[846243] ['1/6', '3/5', '4/3', '5/2', '5/4'] -> ((4/3 * ((5/2 / 1/6) - 3/5)) * 5/4)
[846251] ['1/6', '3/5', '4/3', '5/2', '7/3'] -> ((4/3 + ((5/2 / 1/6) / 3/5)) - 7/3)
[846257] ['1/6', '3/5', '4/3', '5/2', '8/3'] -> (8/3 / ((5/2 - (4/3 / 3/5)) - 1/6))
[846266] ['1/6', '3/5', '4/3', '5/3', '5/3'] -> ((((4/3 + 5/3) - 3/5) / 1/6) * 5/3)
[846267] ['1/6', '3/5', '4/3', '5/3', '5/4'] -> ((((4/3 + 5/3) / 1/6) / 3/5) / 5/4)
[846270] ['1/6', '3/5', '4/3', '5/3', '5/8'] -> ((((4/3 / 1/6) / 3/5) + 5/3) / 5/8)
[846281] ['1/6', '3/5', '4/3', '5/3', '8/3'] -> (((4/3 / 1/6) + (3/5 * 5/3)) * 8/3)
[846282] ['1/6', '3/5', '4/3', '5/3', '8/5'] -> ((((4/3 / 1/6) / 3/5) + 5/3) * 8/5)
[846294] ['1/6', '3/5', '4/3', '5/4', '5/9'] -> (((3/5 / (4/3 - 5/4)) / 1/6) * 5/9)
[846295] ['1/6', '3/5', '4/3', '5/4', '6/5'] -> (6/5 / (3/5 * ((1/6 + 5/4) - 4/3)))
[846297] ['1/6', '3/5', '4/3', '5/4', '7/2'] -> (((4/3 + (5/4 / 3/5)) / 1/6) + 7/2)
[846298] ['1/6', '3/5', '4/3', '5/4', '7/3'] -> (7/3 / (1/6 * (4/3 - (3/5 * 5/4))))
[846309] ['1/6', '3/5', '4/3', '5/4', '9/4'] -> ((((4/3 / 1/6) / 3/5) / 5/4) * 9/4)
[846313] ['1/6', '3/5', '4/3', '5/6', '5/6'] -> ((4/3 / ((5/6 - 1/6) - 3/5)) / 5/6)
[846354] ['1/6', '3/5', '4/3', '5/7', '9/7'] -> (9/7 / (((1/6 * 3/5) * 5/7) / 4/3))
[846358] ['1/6', '3/5', '4/3', '5/8', '6/5'] -> (6/5 / (5/8 - ((1/6 + 3/5) / 4/3)))
[846363] ['1/6', '3/5', '4/3', '5/8', '7/5'] -> (7/5 / (((1/6 + 3/5) + 5/8) - 4/3))
[846364] ['1/6', '3/5', '4/3', '5/8', '7/6'] -> (7/6 / (1/6 * (4/3 - (5/8 / 3/5))))
[846368] ['1/6', '3/5', '4/3', '5/8', '8/5'] -> (8/5 / (((4/3 * 5/8) - 1/6) - 3/5))
[846371] ['1/6', '3/5', '4/3', '5/8', '9/2'] -> (((1/6 / (5/8 - 3/5)) - 4/3) * 9/2)
[846373] ['1/6', '3/5', '4/3', '5/8', '9/5'] -> (9/5 / ((3/5 * (4/3 - 1/6)) - 5/8))
[846375] ['1/6', '3/5', '4/3', '5/8', '9/8'] -> (9/8 / (((1/6 * 3/5) * 5/8) / 4/3))
[846382] ['1/6', '3/5', '4/3', '5/9', '7/5'] -> (7/5 / (3/5 - ((1/6 + 5/9) / 4/3)))
[846386] ['1/6', '3/5', '4/3', '5/9', '8/3'] -> (8/3 / ((3/5 * 5/9) - (1/6 * 4/3)))
[846405] ['1/6', '3/5', '4/3', '6/5', '8/5'] -> (8/5 / (1/6 * (6/5 - (3/5 * 4/3))))
[846407] ['1/6', '3/5', '4/3', '6/5', '8/9'] -> (((3/5 / (4/3 - 6/5)) / 1/6) * 8/9)
[846409] ['1/6', '3/5', '4/3', '6/5', '9/4'] -> ((((6/5 / 1/6) / 3/5) - 4/3) * 9/4)
[846412] ['1/6', '3/5', '4/3', '6/5', '9/8'] -> (((3/5 / (4/3 - 6/5)) / 1/6) / 9/8)
[846423] ['1/6', '3/5', '4/3', '6/7', '8/7'] -> (8/7 / ((1/6 * 3/5) * (4/3 - 6/7)))
[846436] ['1/6', '3/5', '4/3', '7/2', '7/9'] -> (((4/3 / 3/5) + (7/2 / 1/6)) + 7/9)
[846440] ['1/6', '3/5', '4/3', '7/2', '8/9'] -> ((((7/2 / 3/5) - 4/3) / 1/6) * 8/9)
[846442] ['1/6', '3/5', '4/3', '7/2', '9/4'] -> ((((7/2 / 1/6) / 3/5) / 4/3) - 9/4)
[846443] ['1/6', '3/5', '4/3', '7/2', '9/5'] -> ((4/3 / ((3/5 / 1/6) - 7/2)) * 9/5)
[846445] ['1/6', '3/5', '4/3', '7/2', '9/8'] -> ((((7/2 / 3/5) - 4/3) / 1/6) / 9/8)
[846448] ['1/6', '3/5', '4/3', '7/3', '7/5'] -> ((3/5 + ((4/3 + 7/3) / 1/6)) + 7/5)
[846467] ['1/6', '3/5', '4/3', '7/4', '8/5'] -> (8/5 / (((4/3 - 1/6) / 7/4) - 3/5))
[846484] ['1/6', '3/5', '4/3', '7/5', '9/4'] -> ((((3/5 + 7/5) / 1/6) - 4/3) * 9/4)
[846486] ['1/6', '3/5', '4/3', '7/5', '9/7'] -> (9/7 / (((1/6 * 3/5) / 4/3) / 7/5))
[846513] ['1/6', '3/5', '4/3', '7/9', '8/5'] -> (8/5 / ((7/9 / (4/3 - 1/6)) - 3/5))
[846526] ['1/6', '3/5', '4/3', '8/3', '9/4'] -> ((((4/3 / 1/6) / 3/5) - 8/3) * 9/4)
[846527] ['1/6', '3/5', '4/3', '8/3', '9/5'] -> ((((8/3 - 4/3) / 1/6) / 3/5) * 9/5)
[846528] ['1/6', '3/5', '4/3', '8/3', '9/7'] -> (9/7 / (1/6 / ((8/3 / 3/5) - 4/3)))
[846530] ['1/6', '3/5', '4/3', '8/5', '8/5'] -> (8/5 / (((4/3 / 8/5) - 1/6) - 3/5))
[846533] ['1/6', '3/5', '4/3', '8/5', '9/2'] -> (((4/3 / 1/6) - (8/5 / 3/5)) * 9/2)
[846537] ['1/6', '3/5', '4/3', '8/5', '9/8'] -> (9/8 / (((1/6 * 3/5) / 4/3) / 8/5))
[846546] ['1/6', '3/5', '4/3', '8/9', '9/2'] -> ((3/5 * ((4/3 / 1/6) + 8/9)) * 9/2)
[846549] ['1/6', '3/5', '4/3', '8/9', '9/7'] -> (9/7 / (1/6 / ((4/3 / 3/5) + 8/9)))
[846585] ['1/6', '3/5', '4/5', '4/5', '8/3'] -> ((((4/5 + 4/5) / 1/6) - 3/5) * 8/3)
[846605] ['1/6', '3/5', '4/5', '4/7', '7/2'] -> (((4/5 + (3/5 * 4/7)) / 1/6) * 7/2)
[846607] ['1/6', '3/5', '4/5', '4/7', '7/4'] -> ((((4/5 + 4/7) / 1/6) / 3/5) * 7/4)
[846612] ['1/6', '3/5', '4/5', '4/7', '8/3'] -> ((3/5 + ((4/5 / 1/6) / 4/7)) * 8/3)
[846614] ['1/6', '3/5', '4/5', '4/7', '8/7'] -> (8/7 / (3/5 - ((1/6 + 4/5) * 4/7)))
[846621] ['1/6', '3/5', '4/5', '4/9', '4/9'] -> ((((4/5 / 3/5) + 4/9) / 1/6) / 4/9)
[846623] ['1/6', '3/5', '4/5', '4/9', '5/3'] -> (((3/5 + (4/5 / 4/9)) / 1/6) * 5/3)
[846634] ['1/6', '3/5', '4/5', '4/9', '7/5'] -> (7/5 / ((3/5 * 4/9) - (1/6 / 4/5)))
[846637] ['1/6', '3/5', '4/5', '4/9', '7/9'] -> (((4/5 / (3/5 - 4/9)) / 1/6) * 7/9)
[846638] ['1/6', '3/5', '4/5', '4/9', '8/3'] -> (8/3 / (3/5 - (4/5 * (1/6 + 4/9))))
[846642] ['1/6', '3/5', '4/5', '4/9', '9/2'] -> ((((4/5 / 3/5) - 4/9) / 1/6) * 9/2)
[846643] ['1/6', '3/5', '4/5', '4/9', '9/4'] -> ((((4/5 / 3/5) + 4/9) / 1/6) * 9/4)
[846645] ['1/6', '3/5', '4/5', '4/9', '9/7'] -> (((4/5 / (3/5 - 4/9)) / 1/6) / 9/7)
[846647] ['1/6', '3/5', '4/5', '5/2', '5/2'] -> ((((5/2 - 4/5) / 1/6) - 3/5) * 5/2)
[846649] ['1/6', '3/5', '4/5', '5/2', '5/4'] -> ((((4/5 + 5/2) / 1/6) - 3/5) * 5/4)
[846650] ['1/6', '3/5', '4/5', '5/2', '5/6'] -> ((((4/5 * 5/2) / 1/6) / 3/5) / 5/6)
[846653] ['1/6', '3/5', '4/5', '5/2', '5/9'] -> (((1/6 + 5/2) / (4/5 - 3/5)) / 5/9)
[846657] ['1/6', '3/5', '4/5', '5/2', '7/3'] -> (((4/5 + (5/2 / 1/6)) / 3/5) - 7/3)
[846661] ['1/6', '3/5', '4/5', '5/2', '7/8'] -> ((((3/5 + 4/5) * 5/2) / 1/6) / 7/8)
[846665] ['1/6', '3/5', '4/5', '5/2', '8/7'] -> ((((3/5 + 4/5) * 5/2) / 1/6) * 8/7)
[846669] ['1/6', '3/5', '4/5', '5/2', '9/5'] -> (((1/6 + 5/2) / (4/5 - 3/5)) * 9/5)
[846672] ['1/6', '3/5', '4/5', '5/3', '5/3'] -> ((4/5 + ((3/5 + 5/3) / 1/6)) * 5/3)
[846677] ['1/6', '3/5', '4/5', '5/3', '5/9'] -> ((((4/5 * 5/3) / 1/6) / 3/5) / 5/9)
[846687] ['1/6', '3/5', '4/5', '5/3', '8/3'] -> (((3/5 + (4/5 / 1/6)) * 5/3) * 8/3)
[846693] ['1/6', '3/5', '4/5', '5/3', '9/5'] -> ((((4/5 * 5/3) / 1/6) / 3/5) * 9/5)
[846703] ['1/6', '3/5', '4/5', '5/4', '7/2'] -> ((((4/5 + 5/4) / 1/6) / 3/5) + 7/2)
[846723] ['1/6', '3/5', '4/5', '5/6', '6/5'] -> (6/5 / (1/6 * (4/5 - (3/5 * 5/6))))
[846724] ['1/6', '3/5', '4/5', '5/6', '6/7'] -> (((4/5 / (5/6 - 3/5)) / 1/6) / 6/7)
[846729] ['1/6', '3/5', '4/5', '5/6', '7/6'] -> (((4/5 / (5/6 - 3/5)) / 1/6) * 7/6)
[846764] ['1/6', '3/5', '4/5', '5/8', '6/5'] -> (6/5 / (((1/6 * 3/5) * 4/5) * 5/8))
[846765] ['1/6', '3/5', '4/5', '5/8', '6/7'] -> (((3/5 / (4/5 - 5/8)) / 1/6) / 6/7)
[846766] ['1/6', '3/5', '4/5', '5/8', '7/2'] -> (7/2 / ((1/6 * (3/5 + 4/5)) * 5/8))
[846770] ['1/6', '3/5', '4/5', '5/8', '7/6'] -> (((3/5 / (4/5 - 5/8)) / 1/6) * 7/6)
[846777] ['1/6', '3/5', '4/5', '5/8', '9/2'] -> (((1/6 * 4/5) / (5/8 - 3/5)) * 9/2)
[846791] ['1/6', '3/5', '4/5', '5/9', '7/9'] -> (7/9 / (1/6 * ((3/5 / 4/5) - 5/9)))
[846796] ['1/6', '3/5', '4/5', '5/9', '9/2'] -> (((4/5 / (3/5 - 5/9)) / 1/6) / 9/2)
[846810] ['1/6', '3/5', '4/5', '6/5', '8/3'] -> (((3/5 / (6/5 - 4/5)) / 1/6) * 8/3)
[846811] ['1/6', '3/5', '4/5', '6/5', '8/5'] -> ((((6/5 / 1/6) / 3/5) / 4/5) * 8/5)
[846815] ['1/6', '3/5', '4/5', '6/5', '9/4'] -> ((((6/5 / 1/6) - 4/5) / 3/5) * 9/4)
[846820] ['1/6', '3/5', '4/5', '6/7', '7/2'] -> (7/2 / (((1/6 * 3/5) / 4/5) / 6/7))
[846827] ['1/6', '3/5', '4/5', '6/7', '8/3'] -> (((4/5 + (3/5 / 6/7)) / 1/6) * 8/3)
[846834] ['1/6', '3/5', '4/5', '6/7', '9/7'] -> (9/7 / ((1/6 * (6/7 - 3/5)) / 4/5))
[846840] ['1/6', '3/5', '4/5', '7/2', '7/6'] -> ((((4/5 * 7/2) / 1/6) / 3/5) / 7/6)
[846845] ['1/6', '3/5', '4/5', '7/2', '8/7'] -> (8/7 / (((3/5 / 4/5) / 7/2) - 1/6))
[846847] ['1/6', '3/5', '4/5', '7/2', '9/2'] -> ((((1/6 + 3/5) + 7/2) / 4/5) * 9/2)
[846859] ['1/6', '3/5', '4/5', '7/3', '8/5'] -> ((((3/5 + 4/5) + 7/3) / 1/6) + 8/5)
[846865] ['1/6', '3/5', '4/5', '7/3', '9/7'] -> (9/7 / (((1/6 * 3/5) / 4/5) / 7/3))
[846872] ['1/6', '3/5', '4/5', '7/4', '8/3'] -> ((3/5 + ((4/5 * 7/4) / 1/6)) * 8/3)
[846873] ['1/6', '3/5', '4/5', '7/4', '8/5'] -> ((((3/5 / 4/5) + 7/4) / 1/6) * 8/5)
[846874] ['1/6', '3/5', '4/5', '7/4', '8/7'] -> (8/7 / (3/5 - ((1/6 + 4/5) / 7/4)))
[846886] ['1/6', '3/5', '4/5', '7/5', '8/5'] -> ((((3/5 + 7/5) / 1/6) / 4/5) * 8/5)
[846899] ['1/6', '3/5', '4/5', '7/6', '8/7'] -> (8/7 / (1/6 * (4/5 - (3/5 / 7/6))))
[846921] ['1/6', '3/5', '4/5', '7/9', '8/9'] -> (((4/5 / (7/9 - 3/5)) / 1/6) * 8/9)
[846926] ['1/6', '3/5', '4/5', '7/9', '9/8'] -> (((4/5 / (7/9 - 3/5)) / 1/6) / 9/8)
[846928] ['1/6', '3/5', '4/5', '8/3', '8/5'] -> ((((3/5 + 4/5) * 8/3) / 1/6) + 8/5)
[846931] ['1/6', '3/5', '4/5', '8/3', '9/2'] -> ((((4/5 / 1/6) / 3/5) - 8/3) * 9/2)
[846932] ['1/6', '3/5', '4/5', '8/3', '9/4'] -> ((((4/5 / 1/6) / 3/5) + 8/3) * 9/4)
[846934] ['1/6', '3/5', '4/5', '8/3', '9/7'] -> (9/7 / ((1/6 * 3/5) / (8/3 - 4/5)))
[846935] ['1/6', '3/5', '4/5', '8/3', '9/8'] -> (9/8 / (((1/6 * 3/5) / 4/5) / 8/3))
[846939] ['1/6', '3/5', '4/5', '8/5', '9/2'] -> ((((4/5 / 1/6) - 8/5) / 3/5) * 9/2)
[846940] ['1/6', '3/5', '4/5', '8/5', '9/4'] -> ((((4/5 / 1/6) + 8/5) / 3/5) * 9/4)
[846952] ['1/6', '3/5', '4/5', '8/9', '9/2'] -> (((4/5 / 1/6) + (3/5 * 8/9)) * 9/2)
[846954] ['1/6', '3/5', '4/5', '8/9', '9/5'] -> ((((4/5 / 3/5) + 8/9) / 1/6) * 9/5)
[846958] ['1/6', '3/5', '4/5', '9/2', '9/4'] -> (((9/2 / 1/6) - (3/5 / 4/5)) - 9/4)
[847023] ['1/6', '3/5', '4/7', '4/9', '9/7'] -> (9/7 / (((1/6 / 3/5) / 4/9) - 4/7))
[847101] ['1/6', '3/5', '4/7', '5/6', '6/5'] -> (6/5 / (((3/5 / 4/7) - 1/6) - 5/6))
[847103] ['1/6', '3/5', '4/7', '5/6', '7/2'] -> (7/2 / (((1/6 * 3/5) * 5/6) / 4/7))
[847106] ['1/6', '3/5', '4/7', '5/6', '7/5'] -> (7/5 / ((1/6 / 4/7) + (3/5 - 5/6)))
[847143] ['1/6', '3/5', '4/7', '5/8', '6/7'] -> (6/7 / (((1/6 * 3/5) * 4/7) * 5/8))
[847164] ['1/6', '3/5', '4/7', '5/9', '7/3'] -> ((((4/7 / 1/6) / 3/5) / 5/9) * 7/3)
[847176] ['1/6', '3/5', '4/7', '5/9', '9/5'] -> (9/5 / (3/5 - ((1/6 / 4/7) / 5/9)))
[847181] ['1/6', '3/5', '4/7', '6/5', '7/2'] -> (7/2 / (((1/6 * 3/5) / 4/7) / 6/5))
[847186] ['1/6', '3/5', '4/7', '6/5', '7/8'] -> ((((6/5 / 1/6) / 3/5) / 4/7) / 7/8)
[847188] ['1/6', '3/5', '4/7', '6/5', '8/3'] -> ((((6/5 / 4/7) - 3/5) / 1/6) * 8/3)
[847190] ['1/6', '3/5', '4/7', '6/5', '8/7'] -> ((((6/5 / 1/6) / 3/5) / 4/7) * 8/7)
[847206] ['1/6', '3/5', '4/7', '6/7', '8/5'] -> ((((6/7 / 1/6) / 3/5) / 4/7) * 8/5)
[847211] ['1/6', '3/5', '4/7', '6/7', '9/5'] -> (((4/7 / (6/7 - 3/5)) / 1/6) * 9/5)
[847242] ['1/6', '3/5', '4/7', '7/3', '9/5'] -> ((((4/7 * 7/3) / 1/6) / 3/5) * 9/5)
[847261] ['1/6', '3/5', '4/7', '7/5', '7/8'] -> ((((3/5 + 7/5) / 1/6) / 4/7) / 7/8)
[847265] ['1/6', '3/5', '4/7', '7/5', '8/7'] -> ((((3/5 + 7/5) / 1/6) / 4/7) * 8/7)
[847276] ['1/6', '3/5', '4/7', '7/6', '8/5'] -> (8/5 / (((1/6 * 3/5) * 4/7) * 7/6))
[847277] ['1/6', '3/5', '4/7', '7/6', '8/7'] -> (8/7 / ((7/6 - (4/7 / 3/5)) - 1/6))
[847287] ['1/6', '3/5', '4/7', '7/8', '8/5'] -> (8/5 / ((1/6 + (4/7 * 7/8)) - 3/5))
[847293] ['1/6', '3/5', '4/7', '7/8', '9/7'] -> (9/7 / ((3/5 * (1/6 + 7/8)) - 4/7))
[847306] ['1/6', '3/5', '4/7', '8/3', '8/5'] -> (8/5 / ((1/6 / 4/7) - (3/5 / 8/3)))
[847324] ['1/6', '3/5', '4/7', '8/7', '9/2'] -> (((4/7 / 1/6) + (8/7 / 3/5)) * 9/2)
[847336] ['1/6', '3/5', '4/7', '9/2', '9/4'] -> (((1/6 * 9/2) / (3/5 - 4/7)) - 9/4)
[847342] ['1/6', '3/5', '4/7', '9/4', '9/7'] -> (9/7 / (((1/6 * 9/4) / 3/5) - 4/7))
[847344] ['1/6', '3/5', '4/7', '9/5', '9/5'] -> (9/5 / (3/5 - ((1/6 * 9/5) / 4/7)))
[847352] ['1/6', '3/5', '4/9', '4/9', '5/3'] -> ((4/9 / ((1/6 + 4/9) - 3/5)) / 5/3)
[847355] ['1/6', '3/5', '4/9', '4/9', '5/7'] -> (((4/9 / (3/5 - 4/9)) / 1/6) / 5/7)
[847363] ['1/6', '3/5', '4/9', '4/9', '7/5'] -> (((4/9 / (3/5 - 4/9)) / 1/6) * 7/5)
[847368] ['1/6', '3/5', '4/9', '4/9', '8/5'] -> ((8/5 / 1/6) / ((4/9 / 4/9) - 3/5))
[847382] ['1/6', '3/5', '4/9', '5/2', '5/9'] -> ((((5/2 / 1/6) / 3/5) - 4/9) - 5/9)
[847388] ['1/6', '3/5', '4/9', '5/2', '7/5'] -> (7/5 / ((3/5 - 4/9) / (1/6 + 5/2)))
[847401] ['1/6', '3/5', '4/9', '5/3', '5/3'] -> ((((5/3 - 3/5) / 1/6) / 4/9) * 5/3)
[847412] ['1/6', '3/5', '4/9', '5/3', '7/5'] -> (7/5 / (((1/6 + 3/5) / 4/9) - 5/3))
[847416] ['1/6', '3/5', '4/9', '5/3', '8/3'] -> (8/3 / ((5/3 / 3/5) - (4/9 / 1/6)))
[847435] ['1/6', '3/5', '4/9', '5/4', '7/5'] -> (7/5 / ((3/5 * 4/9) - (1/6 * 5/4)))
[847438] ['1/6', '3/5', '4/9', '5/4', '7/9'] -> (7/9 / ((1/6 * (3/5 - 4/9)) * 5/4))
[847439] ['1/6', '3/5', '4/9', '5/4', '8/3'] -> (8/3 / (3/5 - ((1/6 + 4/9) / 5/4)))
[847440] ['1/6', '3/5', '4/9', '5/4', '8/5'] -> (8/5 / ((1/6 + 5/4) - (3/5 / 4/9)))
[847488] ['1/6', '3/5', '4/9', '5/7', '9/5'] -> (9/5 / (3/5 - ((1/6 / 4/9) / 5/7)))
[847489] ['1/6', '3/5', '4/9', '5/7', '9/7'] -> (9/7 / ((3/5 * 5/7) - (1/6 / 4/9)))
[847491] ['1/6', '3/5', '4/9', '5/8', '5/8'] -> (((1/6 / (5/8 - 3/5)) / 4/9) / 5/8)
[847492] ['1/6', '3/5', '4/9', '5/8', '5/9'] -> ((3/5 / ((5/8 - 1/6) - 4/9)) * 5/9)
[847502] ['1/6', '3/5', '4/9', '5/8', '8/3'] -> (8/3 / ((1/6 / 5/8) - (3/5 - 4/9)))
[847508] ['1/6', '3/5', '4/9', '5/8', '9/5'] -> ((3/5 / ((5/8 - 1/6) - 4/9)) / 9/5)
[847527] ['1/6', '3/5', '4/9', '5/9', '9/5'] -> (9/5 / (((1/6 / 4/9) / 5/9) - 3/5))
[847540] ['1/6', '3/5', '4/9', '6/5', '8/5'] -> (8/5 / ((3/5 * 4/9) - (1/6 * 6/5)))
[847547] ['1/6', '3/5', '4/9', '6/5', '9/8'] -> ((((6/5 / 1/6) / 3/5) / 4/9) / 9/8)
[847572] ['1/6', '3/5', '4/9', '7/2', '8/3'] -> ((4/9 / (3/5 - (1/6 * 7/2))) - 8/3)
[847602] ['1/6', '3/5', '4/9', '7/4', '8/5'] -> (8/5 / (1/6 * (7/4 - (3/5 / 4/9))))
[847614] ['1/6', '3/5', '4/9', '7/5', '8/3'] -> (8/3 / (4/9 - (1/6 * (3/5 + 7/5))))
[847617] ['1/6', '3/5', '4/9', '7/5', '8/9'] -> ((((3/5 + 7/5) / 1/6) / 4/9) * 8/9)
[847620] ['1/6', '3/5', '4/9', '7/5', '9/5'] -> (9/5 / (3/5 - ((1/6 * 7/5) / 4/9)))
[847621] ['1/6', '3/5', '4/9', '7/5', '9/7'] -> (9/7 / ((3/5 / 7/5) - (1/6 / 4/9)))
