[435338] ['1/4', '1/5', '7/4', '8/5', '8/9'] -> ((((7/4 / 1/4) - 8/5) / 1/5) * 8/9)
[455944] ['1/4', '1/7', '3/5', '9/2', '9/7'] -> (9/7 / ((1/4 - (1/7 / 3/5)) * 9/2))
[455948] ['1/4', '1/7', '3/5', '9/4', '9/7'] -> (9/7 / (1/7 / ((1/4 / 3/5) + 9/4)))
[455957] ['1/4', '1/7', '3/7', '3/7', '3/8'] -> ((((3/7 / 1/4) - 3/7) / 1/7) / 3/8)
[455966] ['1/4', '1/7', '3/7', '3/7', '5/7'] -> ((3/7 + 3/7) / ((1/4 * 5/7) - 1/7))
[455967] ['1/4', '1/7', '3/7', '3/7', '5/8'] -> ((((3/7 / 1/4) + 3/7) / 1/7) / 5/8)
[455973] ['1/4', '1/7', '3/7', '3/7', '7/4'] -> ((((3/7 / 1/7) + 3/7) / 1/4) * 7/4)
[455974] ['1/4', '1/7', '3/7', '3/7', '7/5'] -> ((3/7 + 3/7) / ((1/4 / 7/5) - 1/7))
[455975] ['1/4', '1/7', '3/7', '3/7', '7/6'] -> ((((3/7 / 1/4) / 1/7) / 3/7) / 7/6)
[455978] ['1/4', '1/7', '3/7', '3/7', '8/3'] -> ((((3/7 / 1/4) - 3/7) / 1/7) * 8/3)
[455979] ['1/4', '1/7', '3/7', '3/7', '8/5'] -> ((((3/7 / 1/4) + 3/7) / 1/7) * 8/5)
[455988] ['1/4', '1/7', '3/7', '3/8', '4/3'] -> ((((3/7 / 1/4) / 1/7) / 3/8) / 4/3)
[455996] ['1/4', '1/7', '3/7', '3/8', '5/7'] -> (5/7 / (1/7 * ((1/4 / 3/7) - 3/8)))
[456017] ['1/4', '1/7', '3/7', '4/3', '4/3'] -> ((((4/3 - 3/7) / 1/4) / 1/7) - 4/3)
[456020] ['1/4', '1/7', '3/7', '4/3', '4/9'] -> ((((3/7 / 1/4) / 1/7) - 4/3) / 4/9)
[456021] ['1/4', '1/7', '3/7', '4/3', '5/2'] -> ((3/7 / ((1/4 / 4/3) - 1/7)) * 5/2)
[456027] ['1/4', '1/7', '3/7', '4/3', '5/9'] -> ((((3/7 / 1/4) / 1/7) + 4/3) / 5/9)
[456030] ['1/4', '1/7', '3/7', '4/3', '7/2'] -> (7/2 / ((1/7 / 3/7) - (1/4 / 4/3)))
[456042] ['1/4', '1/7', '3/7', '4/3', '9/4'] -> ((((3/7 / 1/4) / 1/7) - 4/3) * 9/4)
[456043] ['1/4', '1/7', '3/7', '4/3', '9/5'] -> ((((3/7 / 1/4) / 1/7) + 4/3) * 9/5)
[456044] ['1/4', '1/7', '3/7', '4/3', '9/7'] -> (((4/3 / (3/7 - 1/7)) / 1/4) * 9/7)
[456045] ['1/4', '1/7', '3/7', '4/3', '9/8'] -> (9/8 / (1/7 / ((3/7 / 1/4) + 4/3)))
[456054] ['1/4', '1/7', '3/7', '4/5', '5/8'] -> ((((3/7 / 1/4) / 1/7) / 4/5) / 5/8)
[456057] ['1/4', '1/7', '3/7', '4/5', '6/7'] -> (6/7 / ((1/7 / 1/4) - (3/7 / 4/5)))
[456071] ['1/4', '1/7', '3/7', '4/5', '9/5'] -> (9/5 / ((1/4 / (3/7 - 1/7)) - 4/5))
[456076] ['1/4', '1/7', '3/7', '4/7', '5/2'] -> (5/2 / ((1/4 / 4/7) - (1/7 / 3/7)))
[456080] ['1/4', '1/7', '3/7', '4/7', '5/7'] -> ((1/7 + 5/7) / (1/4 * (4/7 - 3/7)))
[456090] ['1/4', '1/7', '3/7', '4/7', '7/8'] -> ((((3/7 / 1/4) / 1/7) / 4/7) / 7/8)
[456101] ['1/4', '1/7', '3/7', '4/9', '4/9'] -> ((((3/7 + 4/9) / 1/4) / 1/7) - 4/9)
[456126] ['1/4', '1/7', '3/7', '4/9', '9/8'] -> ((((3/7 / 1/4) / 1/7) / 4/9) / 9/8)
[456134] ['1/4', '1/7', '3/7', '5/2', '6/5'] -> (6/5 / ((1/4 * 3/7) - (1/7 / 5/2)))
[456135] ['1/4', '1/7', '3/7', '5/2', '6/7'] -> (6/7 / (3/7 - (1/7 * (1/4 + 5/2))))
[456137] ['1/4', '1/7', '3/7', '5/2', '7/3'] -> (((3/7 + (5/2 / 1/4)) - 1/7) * 7/3)
[456138] ['1/4', '1/7', '3/7', '5/2', '7/4'] -> ((((1/4 + 3/7) + 5/2) / 1/7) + 7/4)
[456145] ['1/4', '1/7', '3/7', '5/2', '8/7'] -> (8/7 / ((3/7 / (5/2 - 1/4)) - 1/7))
[456150] ['1/4', '1/7', '3/7', '5/2', '9/7'] -> (9/7 / (((1/4 * 5/2) - 1/7) - 3/7))
[456174] ['1/4', '1/7', '3/7', '5/3', '9/7'] -> (9/7 / (1/4 / ((3/7 / 1/7) + 5/3)))
[456182] ['1/4', '1/7', '3/7', '5/4', '6/7'] -> (6/7 / ((1/7 / 1/4) - (3/7 * 5/4)))
[456188] ['1/4', '1/7', '3/7', '5/4', '7/8'] -> (((1/4 + (5/4 / 1/7)) / 3/7) / 7/8)
[456189] ['1/4', '1/7', '3/7', '5/4', '7/9'] -> ((((5/4 / 3/7) - 1/4) / 1/7) / 7/9)
[456192] ['1/4', '1/7', '3/7', '5/4', '8/7'] -> (((1/4 + (5/4 / 1/7)) / 3/7) * 8/7)
[456197] ['1/4', '1/7', '3/7', '5/4', '9/7'] -> ((((5/4 / 3/7) - 1/4) / 1/7) * 9/7)
[456206] ['1/4', '1/7', '3/7', '5/6', '7/3'] -> (((3/7 + (5/6 / 1/4)) / 1/7) - 7/3)
[456214] ['1/4', '1/7', '3/7', '5/6', '8/7'] -> (8/7 / (((1/7 * 5/6) / 1/4) - 3/7))
[456230] ['1/4', '1/7', '3/7', '5/7', '7/6'] -> (((5/7 / (3/7 - 1/4)) / 1/7) / 7/6)
[456237] ['1/4', '1/7', '3/7', '5/7', '9/2'] -> ((((5/7 - 1/7) / 1/4) / 3/7) * 9/2)
[456238] ['1/4', '1/7', '3/7', '5/7', '9/4'] -> (((3/7 + 5/7) / (1/4 - 1/7)) * 9/4)
[456246] ['1/4', '1/7', '3/7', '5/8', '7/2'] -> (((3/7 + (5/8 / 1/4)) / 1/7) + 7/2)
[456248] ['1/4', '1/7', '3/7', '5/8', '7/4'] -> (7/4 / (1/4 * (5/8 - (1/7 / 3/7))))
[456254] ['1/4', '1/7', '3/7', '5/8', '8/5'] -> (8/5 / ((1/4 / 5/8) - (1/7 / 3/7)))
[456257] ['1/4', '1/7', '3/7', '5/8', '9/2'] -> (9/2 / (5/8 - (1/4 / (1/7 + 3/7))))
[456260] ['1/4', '1/7', '3/7', '5/8', '9/7'] -> (9/7 / ((1/7 * 3/7) * (1/4 + 5/8)))
[456263] ['1/4', '1/7', '3/7', '5/9', '6/5'] -> (6/5 / (((1/4 * 3/7) / 5/9) - 1/7))
[456275] ['1/4', '1/7', '3/7', '5/9', '8/9'] -> ((3/7 / ((1/7 / 1/4) - 5/9)) * 8/9)
[456276] ['1/4', '1/7', '3/7', '5/9', '9/2'] -> ((3/7 / (1/7 - (1/4 * 5/9))) / 9/2)
[456280] ['1/4', '1/7', '3/7', '5/9', '9/8'] -> ((3/7 / ((1/7 / 1/4) - 5/9)) / 9/8)
[456282] ['1/4', '1/7', '3/7', '6/5', '6/7'] -> (6/7 / ((1/4 + 1/7) - (3/7 / 6/5)))
[456292] ['1/4', '1/7', '3/7', '6/5', '8/7'] -> (8/7 / (((1/7 / 1/4) / 6/5) - 3/7))
[456303] ['1/4', '1/7', '3/7', '6/7', '7/5'] -> (((6/7 / (3/7 - 1/4)) / 1/7) / 7/5)
[456305] ['1/4', '1/7', '3/7', '6/7', '7/8'] -> ((((6/7 / 1/4) - 3/7) / 1/7) / 7/8)
[456306] ['1/4', '1/7', '3/7', '6/7', '7/9'] -> (((6/7 / (1/4 - 1/7)) / 3/7) / 7/9)
[456309] ['1/4', '1/7', '3/7', '6/7', '8/7'] -> ((((6/7 / 1/4) - 3/7) / 1/7) * 8/7)
[456310] ['1/4', '1/7', '3/7', '6/7', '8/9'] -> (((3/7 + (6/7 / 1/4)) / 1/7) * 8/9)
[456314] ['1/4', '1/7', '3/7', '6/7', '9/7'] -> (((6/7 / (1/4 - 1/7)) / 3/7) * 9/7)
[456315] ['1/4', '1/7', '3/7', '6/7', '9/8'] -> (((3/7 + (6/7 / 1/4)) / 1/7) / 9/8)
[456324] ['1/4', '1/7', '3/7', '7/2', '8/5'] -> ((3/7 + ((1/7 + 7/2) / 1/4)) * 8/5)
[456338] ['1/4', '1/7', '3/7', '7/3', '8/3'] -> (((7/3 / 1/4) - (1/7 / 3/7)) * 8/3)
[456340] ['1/4', '1/7', '3/7', '7/3', '8/7'] -> (8/7 / (7/3 - ((1/7 + 3/7) / 1/4)))
[456341] ['1/4', '1/7', '3/7', '7/3', '8/9'] -> ((((1/7 + 7/3) / 1/4) / 3/7) + 8/9)
[456342] ['1/4', '1/7', '3/7', '7/3', '9/2'] -> ((((1/7 + 3/7) * 7/3) / 1/4) * 9/2)
[456343] ['1/4', '1/7', '3/7', '7/3', '9/4'] -> ((((1/7 / 3/7) + 7/3) / 1/4) * 9/4)
[456346] ['1/4', '1/7', '3/7', '7/3', '9/8'] -> (9/8 / (1/4 / ((3/7 / 1/7) + 7/3)))
[456356] ['1/4', '1/7', '3/7', '7/4', '9/2'] -> (9/2 / ((1/4 * (7/4 - 3/7)) - 1/7))
[456366] ['1/4', '1/7', '3/7', '7/5', '8/5'] -> (8/5 / (7/5 - ((1/7 / 1/4) / 3/7)))
[456384] ['1/4', '1/7', '3/7', '7/6', '9/7'] -> (9/7 / (((1/4 - 1/7) * 3/7) * 7/6))
[456390] ['1/4', '1/7', '3/7', '7/8', '8/7'] -> (8/7 / ((1/7 / 3/7) - (1/4 / 7/8)))
[456397] ['1/4', '1/7', '3/7', '7/9', '7/9'] -> (((3/7 + (7/9 / 1/4)) / 1/7) - 7/9)
[456400] ['1/4', '1/7', '3/7', '7/9', '8/7'] -> (8/7 / (1/4 * ((3/7 * 7/9) - 1/7)))
[456424] ['1/4', '1/7', '3/7', '8/7', '8/7'] -> (8/7 / ((1/7 / 3/7) - (1/4 * 8/7)))
[456425] ['1/4', '1/7', '3/7', '8/7', '8/9'] -> (((8/7 / (1/4 - 1/7)) / 3/7) - 8/9)
[456435] ['1/4', '1/7', '3/7', '8/9', '9/7'] -> (9/7 / ((1/7 / 8/9) - (1/4 * 3/7)))
[456455] ['1/4', '1/7', '3/8', '3/8', '4/7'] -> ((1/4 * 4/7) / ((1/7 / 3/8) - 3/8))
[456466] ['1/4', '1/7', '3/8', '3/8', '7/2'] -> (((1/4 - 3/8) - 3/8) + (7/2 / 1/7))
[456468] ['1/4', '1/7', '3/8', '3/8', '7/4'] -> ((1/4 / ((1/7 / 3/8) - 3/8)) / 7/4)
[456470] ['1/4', '1/7', '3/8', '3/8', '7/6'] -> ((((3/8 / 1/4) / 1/7) / 3/8) / 7/6)
[456473] ['1/4', '1/7', '3/8', '3/8', '8/3'] -> ((((3/8 / 1/7) - 3/8) / 1/4) * 8/3)
[456495] ['1/4', '1/7', '3/8', '4/3', '7/2'] -> ((((1/7 / 3/8) + 4/3) / 1/4) * 7/2)
[456504] ['1/4', '1/7', '3/8', '4/3', '8/7'] -> (8/7 / ((1/7 / 3/8) - (1/4 * 4/3)))
[456536] ['1/4', '1/7', '3/8', '4/5', '9/5'] -> (9/5 / (((3/8 - 1/4) / 1/7) - 4/5))
[456537] ['1/4', '1/7', '3/8', '4/5', '9/7'] -> (9/7 / ((1/4 + (1/7 / 4/5)) - 3/8))
[456541] ['1/4', '1/7', '3/8', '4/7', '5/2'] -> ((((3/8 + 4/7) / 1/4) / 1/7) - 5/2)
[456542] ['1/4', '1/7', '3/8', '4/7', '5/3'] -> (5/3 / ((1/7 / (4/7 - 1/4)) - 3/8))
[456568] ['1/4', '1/7', '3/8', '4/9', '5/3'] -> (5/3 / (1/7 * (3/8 + (1/4 * 4/9))))
[456571] ['1/4', '1/7', '3/8', '4/9', '5/7'] -> (5/7 / (1/4 - (3/8 * (1/7 + 4/9))))
[456585] ['1/4', '1/7', '3/8', '4/9', '8/7'] -> (8/7 / (3/8 * ((1/7 / 1/4) - 4/9)))
[456601] ['1/4', '1/7', '3/8', '5/2', '7/2'] -> ((((3/8 / 1/7) + 5/2) / 1/4) + 7/2)
[456603] ['1/4', '1/7', '3/8', '5/2', '7/4'] -> ((((5/2 - 1/4) / 1/7) / 3/8) / 7/4)
[456610] ['1/4', '1/7', '3/8', '5/2', '8/7'] -> ((((5/2 - 1/7) / 1/4) / 3/8) - 8/7)
[456613] ['1/4', '1/7', '3/8', '5/2', '9/4'] -> ((((3/8 * 5/2) / 1/4) / 1/7) - 9/4)
[456624] ['1/4', '1/7', '3/8', '5/3', '6/7'] -> (6/7 / ((1/4 * 5/3) - (1/7 / 3/8)))
[456627] ['1/4', '1/7', '3/8', '5/3', '7/4'] -> (7/4 / ((1/4 * 1/7) * (3/8 + 5/3)))
[456638] ['1/4', '1/7', '3/8', '5/3', '9/5'] -> (9/5 / (1/7 * (3/8 + (1/4 / 5/3))))
[456650] ['1/4', '1/7', '3/8', '5/4', '7/4'] -> (((1/7 + (5/4 / 1/4)) / 3/8) * 7/4)
[456652] ['1/4', '1/7', '3/8', '5/4', '7/6'] -> ((((1/4 + 5/4) / 1/7) / 3/8) / 7/6)
[456659] ['1/4', '1/7', '3/8', '5/4', '9/2'] -> (9/2 / (3/8 * ((1/4 / 1/7) - 5/4)))
[456664] ['1/4', '1/7', '3/8', '5/6', '5/6'] -> (((3/8 + (5/6 / 1/7)) / 1/4) - 5/6)
[456665] ['1/4', '1/7', '3/8', '5/6', '5/7'] -> (5/7 / (1/7 * ((5/6 - 1/4) - 3/8)))
[456679] ['1/4', '1/7', '3/8', '5/6', '8/7'] -> (8/7 / (3/8 - ((1/4 + 1/7) * 5/6)))
[456691] ['1/4', '1/7', '3/8', '5/7', '7/2'] -> (((1/7 + 5/7) / (3/8 - 1/4)) * 7/2)
[456702] ['1/4', '1/7', '3/8', '5/7', '9/2'] -> (9/2 / ((3/8 / (1/7 + 5/7)) - 1/4))
[456709] ['1/4', '1/7', '3/8', '5/8', '6/5'] -> (6/5 / (1/7 * ((3/8 / 5/8) - 1/4)))
[456726] ['1/4', '1/7', '3/8', '5/8', '9/8'] -> (9/8 / ((1/7 * 3/8) * (1/4 + 5/8)))
[456731] ['1/4', '1/7', '3/8', '5/9', '7/3'] -> (7/3 / (1/7 * ((3/8 + 5/9) - 1/4)))
[456757] ['1/4', '1/7', '3/8', '6/5', '8/7'] -> (8/7 / (3/8 - ((1/4 + 1/7) / 6/5)))
[456767] ['1/4', '1/7', '3/8', '6/7', '7/4'] -> (7/4 / ((1/7 / 6/7) - (1/4 * 3/8)))
[456774] ['1/4', '1/7', '3/8', '6/7', '8/7'] -> (8/7 / ((6/7 - (1/4 / 3/8)) - 1/7))
[456780] ['1/4', '1/7', '3/8', '6/7', '9/8'] -> (9/8 / (((1/4 - 1/7) * 3/8) / 6/7))
[456785] ['1/4', '1/7', '3/8', '7/2', '7/6'] -> (((1/4 / 3/8) + (7/2 / 1/7)) - 7/6)
[456790] ['1/4', '1/7', '3/8', '7/2', '8/7'] -> (8/7 / (((1/4 / 3/8) / 7/2) - 1/7))
[456792] ['1/4', '1/7', '3/8', '7/2', '9/2'] -> ((((1/7 * 7/2) / 1/4) / 3/8) * 9/2)
[456793] ['1/4', '1/7', '3/8', '7/2', '9/4'] -> (9/4 / (3/8 * ((1/7 * 7/2) - 1/4)))
[456798] ['1/4', '1/7', '3/8', '7/3', '7/4'] -> (7/4 / (1/4 * ((3/8 / 1/7) - 7/3)))
[456801] ['1/4', '1/7', '3/8', '7/3', '7/8'] -> ((((1/4 / 3/8) + 7/3) / 1/7) / 7/8)
[456805] ['1/4', '1/7', '3/8', '7/3', '8/7'] -> ((((1/4 / 3/8) + 7/3) / 1/7) * 8/7)
[456813] ['1/4', '1/7', '3/8', '7/4', '7/5'] -> (7/5 / ((1/4 * 3/8) / (7/4 - 1/7)))
[456814] ['1/4', '1/7', '3/8', '7/4', '7/6'] -> ((((7/4 - 1/4) / 1/7) / 3/8) / 7/6)
[456842] ['1/4', '1/7', '3/8', '7/6', '8/3'] -> ((((3/8 / 1/4) / 1/7) / 7/6) * 8/3)
[456846] ['1/4', '1/7', '3/8', '7/6', '9/2'] -> (9/2 / (1/4 - ((1/7 * 3/8) * 7/6)))
[456849] ['1/4', '1/7', '3/8', '7/6', '9/7'] -> (9/7 / (1/7 / ((3/8 / 1/4) + 7/6)))
[456850] ['1/4', '1/7', '3/8', '7/6', '9/8'] -> (9/8 / (((1/4 - 1/7) * 3/8) * 7/6))
[456853] ['1/4', '1/7', '3/8', '7/8', '8/3'] -> ((1/4 + ((3/8 + 7/8) / 1/7)) * 8/3)
[456855] ['1/4', '1/7', '3/8', '7/8', '8/7'] -> ((((1/4 + 7/8) / 1/7) / 3/8) * 8/7)
[456857] ['1/4', '1/7', '3/8', '7/8', '9/2'] -> ((((1/4 / 1/7) / 3/8) / 7/8) * 9/2)
[456891] ['1/4', '1/7', '3/8', '8/7', '9/2'] -> ((((1/4 * 8/7) / 1/7) / 3/8) * 9/2)
[456898] ['1/4', '1/7', '3/8', '8/9', '9/4'] -> (9/4 / (1/7 * (3/8 + (1/4 / 8/9))))
[456900] ['1/4', '1/7', '3/8', '8/9', '9/7'] -> (9/7 / (1/4 * (3/8 - (1/7 / 8/9))))
[456916] ['1/4', '1/7', '3/8', '9/8', '9/8'] -> (9/8 / ((1/7 * 3/8) * (9/8 - 1/4)))
[456921] ['1/4', '1/7', '4/3', '4/3', '5/2'] -> (((4/3 / 1/7) + 4/3) * (5/2 - 1/4))
[456923] ['1/4', '1/7', '4/3', '4/3', '5/4'] -> ((4/3 + 4/3) * (1/4 + (5/4 / 1/7)))
[456937] ['1/4', '1/7', '4/3', '4/3', '8/3'] -> (((4/3 / 1/7) - (1/4 * 4/3)) * 8/3)
[456940] ['1/4', '1/7', '4/3', '4/3', '8/9'] -> (((4/3 + 4/3) / (1/4 - 1/7)) - 8/9)
[456956] ['1/4', '1/7', '4/3', '4/5', '6/5'] -> (6/5 / (1/7 * ((4/5 / 4/3) - 1/4)))
[456957] ['1/4', '1/7', '4/3', '4/5', '6/7'] -> (6/7 / (((1/4 / 4/3) - 1/7) * 4/5))
[456958] ['1/4', '1/7', '4/3', '4/5', '7/2'] -> (7/2 / (1/7 * (4/3 - (1/4 / 4/5))))
[456967] ['1/4', '1/7', '4/3', '4/5', '8/7'] -> (8/7 / ((1/4 - (1/7 * 4/3)) * 4/5))
[456972] ['1/4', '1/7', '4/3', '4/5', '9/7'] -> (9/7 / ((1/4 - (1/7 / 4/5)) / 4/3))
[456975] ['1/4', '1/7', '4/3', '4/7', '4/9'] -> ((((4/7 / 1/7) - 4/3) / 1/4) / 4/9)
[456976] ['1/4', '1/7', '4/3', '4/7', '5/2'] -> ((4/7 / (1/4 - (1/7 * 4/3))) * 5/2)
[456997] ['1/4', '1/7', '4/3', '4/7', '9/4'] -> ((((4/7 / 1/7) - 4/3) / 1/4) * 9/4)
[457004] ['1/4', '1/7', '4/3', '4/9', '5/4'] -> (((1/4 + (4/3 / 4/9)) / 1/7) + 5/4)
[457010] ['1/4', '1/7', '4/3', '4/9', '6/7'] -> (((4/3 / (1/4 - 1/7)) / 4/9) * 6/7)
[457011] ['1/4', '1/7', '4/3', '4/9', '7/2'] -> ((((4/3 / 1/4) / 1/7) / 4/9) / 7/2)
[457013] ['1/4', '1/7', '4/3', '4/9', '7/4'] -> ((4/3 / (1/7 - (1/4 * 4/9))) / 7/4)
[457015] ['1/4', '1/7', '4/3', '4/9', '7/6'] -> (((4/3 / (1/4 - 1/7)) / 4/9) / 7/6)
[457018] ['1/4', '1/7', '4/3', '4/9', '8/3'] -> (8/3 / (1/7 * ((1/4 * 4/3) + 4/9)))
[457025] ['1/4', '1/7', '4/3', '4/9', '9/7'] -> (9/7 / (((1/7 / 4/9) - 1/4) / 4/3))
[457028] ['1/4', '1/7', '4/3', '5/2', '5/3'] -> (((1/4 + 5/2) / (1/7 / 4/3)) - 5/3)
[457038] ['1/4', '1/7', '4/3', '5/2', '7/4'] -> ((5/2 / (1/4 - (1/7 * 4/3))) / 7/4)
[457040] ['1/4', '1/7', '4/3', '5/2', '7/6'] -> (((4/3 / 1/4) + (5/2 / 1/7)) + 7/6)
[457041] ['1/4', '1/7', '4/3', '5/2', '7/8'] -> (((4/3 * (5/2 - 1/4)) / 1/7) / 7/8)
[457045] ['1/4', '1/7', '4/3', '5/2', '8/7'] -> (((4/3 * (5/2 - 1/4)) / 1/7) * 8/7)
[457052] ['1/4', '1/7', '4/3', '5/3', '5/3'] -> ((((4/3 / 1/4) - 5/3) / 1/7) - 5/3)
[457053] ['1/4', '1/7', '4/3', '5/3', '5/4'] -> ((((1/4 + 4/3) + 5/3) / 1/7) + 5/4)
[457068] ['1/4', '1/7', '4/3', '5/3', '8/5'] -> ((((4/3 / 1/4) / 1/7) / 5/3) + 8/5)
[457069] ['1/4', '1/7', '4/3', '5/3', '8/7'] -> (8/7 / (1/4 * ((5/3 - 1/7) - 4/3)))
[457082] ['1/4', '1/7', '4/3', '5/4', '6/7'] -> ((5/4 / ((1/4 / 4/3) - 1/7)) * 6/7)
[457087] ['1/4', '1/7', '4/3', '5/4', '7/6'] -> ((5/4 / ((1/4 / 4/3) - 1/7)) / 7/6)
[457091] ['1/4', '1/7', '4/3', '5/4', '8/5'] -> (8/5 / (((1/4 / 1/7) / 5/4) - 4/3))
[457095] ['1/4', '1/7', '4/3', '5/4', '9/4'] -> ((((5/4 / 1/4) / 1/7) / 4/3) - 9/4)
[457097] ['1/4', '1/7', '4/3', '5/4', '9/7'] -> (9/7 / ((1/4 - (1/7 * 5/4)) / 4/3))
[457105] ['1/4', '1/7', '4/3', '5/6', '7/2'] -> (7/2 / (1/7 * ((1/4 / 4/3) + 5/6)))
[457112] ['1/4', '1/7', '4/3', '5/6', '8/3'] -> (8/3 / ((1/7 * 4/3) * (5/6 - 1/4)))
[457122] ['1/4', '1/7', '4/3', '5/7', '5/8'] -> ((((5/7 / 1/4) / 1/7) / 4/3) / 5/8)
[457125] ['1/4', '1/7', '4/3', '5/7', '6/7'] -> (6/7 / ((1/7 / 1/4) - (5/7 / 4/3)))
[457138] ['1/4', '1/7', '4/3', '5/7', '9/4'] -> ((((5/7 / 1/4) - 4/3) / 1/7) * 9/4)
[457150] ['1/4', '1/7', '4/3', '5/8', '7/6'] -> (((4/3 + (5/8 / 1/7)) / 1/4) + 7/6)
[457158] ['1/4', '1/7', '4/3', '5/8', '9/4'] -> (((4/3 / (1/4 + 5/8)) / 1/7) * 9/4)
[457165] ['1/4', '1/7', '4/3', '5/9', '7/2'] -> ((4/3 / ((1/7 / 1/4) - 5/9)) / 7/2)
[457175] ['1/4', '1/7', '4/3', '5/9', '8/9'] -> (((4/3 + (5/9 / 1/4)) / 1/7) - 8/9)
[457195] ['1/4', '1/7', '4/3', '6/5', '9/4'] -> ((1/4 / ((1/7 + 6/5) - 4/3)) - 9/4)
[457197] ['1/4', '1/7', '4/3', '6/5', '9/7'] -> (9/7 / (((1/4 / 4/3) - 1/7) * 6/5))
[457207] ['1/4', '1/7', '4/3', '6/7', '8/3'] -> (8/3 / (4/3 * (1/4 - (1/7 / 6/7))))
[457212] ['1/4', '1/7', '4/3', '6/7', '9/4'] -> (((4/3 * 6/7) / (1/4 - 1/7)) * 9/4)
[457213] ['1/4', '1/7', '4/3', '6/7', '9/5'] -> ((((4/3 - 6/7) / 1/4) / 1/7) * 9/5)
[457225] ['1/4', '1/7', '4/3', '7/2', '8/7'] -> (8/7 / (1/7 - ((1/4 * 4/3) / 7/2)))
[457227] ['1/4', '1/7', '4/3', '7/2', '9/2'] -> ((4/3 / ((1/7 * 7/2) - 1/4)) * 9/2)
[457228] ['1/4', '1/7', '4/3', '7/2', '9/4'] -> ((((4/3 / 1/4) / 1/7) / 7/2) * 9/4)
[457230] ['1/4', '1/7', '4/3', '7/2', '9/7'] -> (9/7 / ((1/7 - (1/4 / 7/2)) / 4/3))
[457236] ['1/4', '1/7', '4/3', '7/3', '7/8'] -> ((((4/3 / 1/4) - 7/3) / 1/7) / 7/8)
[457251] ['1/4', '1/7', '4/3', '7/4', '7/9'] -> (((1/4 + 7/4) / (1/7 / 4/3)) / 7/9)
[457252] ['1/4', '1/7', '4/3', '7/4', '8/3'] -> ((((7/4 / 1/7) - 1/4) / 4/3) * 8/3)
[457253] ['1/4', '1/7', '4/3', '7/4', '8/5'] -> (((7/4 / (1/4 - 1/7)) - 4/3) * 8/5)
[457257] ['1/4', '1/7', '4/3', '7/4', '9/4'] -> ((((7/4 / 1/7) - 1/4) - 4/3) * 9/4)
[457258] ['1/4', '1/7', '4/3', '7/4', '9/5'] -> (((4/3 + (7/4 / 1/7)) - 1/4) * 9/5)
[457259] ['1/4', '1/7', '4/3', '7/4', '9/7'] -> (((1/4 + 7/4) / (1/7 / 4/3)) * 9/7)
[457260] ['1/4', '1/7', '4/3', '7/4', '9/8'] -> (9/8 / (((1/4 * 1/7) * 7/4) / 4/3))
[457267] ['1/4', '1/7', '4/3', '7/5', '8/7'] -> (8/7 / (4/3 * ((1/4 / 7/5) - 1/7)))
[457270] ['1/4', '1/7', '4/3', '7/5', '9/4'] -> (((1/4 / (7/5 - 4/3)) / 1/7) - 9/4)
[457277] ['1/4', '1/7', '4/3', '7/6', '8/3'] -> (8/3 / (4/3 * (1/4 - (1/7 * 7/6))))
[457282] ['1/4', '1/7', '4/3', '7/6', '9/4'] -> (((4/3 / (1/4 - 1/7)) / 7/6) * 9/4)
[457284] ['1/4', '1/7', '4/3', '7/6', '9/7'] -> (9/7 / (((1/4 / 7/6) - 1/7) / 4/3))
[457293] ['1/4', '1/7', '4/3', '7/8', '9/4'] -> ((4/3 / (1/4 - (1/7 * 7/8))) * 9/4)
[457300] ['1/4', '1/7', '4/3', '7/9', '8/7'] -> (8/7 / (1/7 * ((7/9 / 4/3) - 1/4)))
[457307] ['1/4', '1/7', '4/3', '8/3', '8/3'] -> ((((4/3 / 1/7) - 8/3) / 1/4) - 8/3)
[457313] ['1/4', '1/7', '4/3', '8/3', '9/5'] -> (((8/3 / 1/7) - (4/3 / 1/4)) * 9/5)
[457327] ['1/4', '1/7', '4/3', '8/7', '9/4'] -> ((4/3 / (1/4 - (1/7 / 8/7))) * 9/4)
[457328] ['1/4', '1/7', '4/3', '8/7', '9/5'] -> (((4/3 / 1/4) + (8/7 / 1/7)) * 9/5)
[457335] ['1/4', '1/7', '4/3', '8/9', '9/7'] -> (9/7 / (((1/4 * 1/7) * 4/3) / 8/9))
[457343] ['1/4', '1/7', '4/3', '9/4', '9/5'] -> ((((1/4 + 4/3) / 1/7) + 9/4) * 9/5)
[457350] ['1/4', '1/7', '4/3', '9/7', '9/8'] -> ((((9/7 / 1/4) / 1/7) / 4/3) / 9/8)
[457353] ['1/4', '1/7', '4/5', '4/5', '4/7'] -> ((4/5 + 4/7) / ((1/4 * 4/5) - 1/7))
[457357] ['1/4', '1/7', '4/5', '4/5', '5/4'] -> ((((4/5 / 1/7) - 4/5) / 1/4) * 5/4)
[457364] ['1/4', '1/7', '4/5', '4/5', '7/2'] -> (((4/5 / 1/7) + 4/5) * (1/4 + 7/2))
[457372] ['1/4', '1/7', '4/5', '4/5', '8/5'] -> ((((4/5 / 1/7) + 4/5) / 1/4) - 8/5)
[457375] ['1/4', '1/7', '4/5', '4/5', '9/2'] -> (((4/5 / (1/4 + 4/5)) / 1/7) * 9/2)
