[194261] ['1/2', '5/2', '8/7', '9/4', '9/4'] -> (9/4 / (5/2 - ((1/2 + 9/4) / 8/7)))
[218232] ['1/3', '1/3', '2/3', '2/3', '6/5'] -> ((2/3 + 2/3) / (1/3 - (1/3 / 6/5)))
[218233] ['1/3', '1/3', '2/3', '2/3', '6/7'] -> ((2/3 + 2/3) / ((1/3 / 6/7) - 1/3))
[218238] ['1/3', '1/3', '2/3', '2/3', '7/6'] -> ((2/3 + 2/3) / ((1/3 * 7/6) - 1/3))
[218242] ['1/3', '1/3', '2/3', '2/3', '8/5'] -> ((2/3 / ((2/3 / 8/5) - 1/3)) / 1/3)
[218243] ['1/3', '1/3', '2/3', '2/3', '8/7'] -> ((2/3 / (1/3 - (1/3 / 8/7))) / 2/3)
[218245] ['1/3', '1/3', '2/3', '2/3', '9/2'] -> ((((2/3 / 1/3) / 1/3) - 2/3) * 9/2)
[218249] ['1/3', '1/3', '2/3', '2/3', '9/8'] -> ((2/3 / ((1/3 * 9/8) - 1/3)) / 2/3)
[218251] ['1/3', '1/3', '2/3', '2/5', '2/7'] -> (2/5 / ((1/3 / (2/3 + 2/7)) - 1/3))
[218252] ['1/3', '1/3', '2/3', '2/5', '2/9'] -> ((1/3 + ((2/3 / 1/3) / 2/5)) / 2/9)
[218255] ['1/3', '1/3', '2/3', '2/5', '3/5'] -> (((1/3 + 2/3) + 3/5) / (2/5 - 1/3))
[218262] ['1/3', '1/3', '2/3', '2/5', '5/2'] -> ((((2/3 + 2/5) / 1/3) / 1/3) * 5/2)
[218263] ['1/3', '1/3', '2/3', '2/5', '5/3'] -> (((5/3 / (2/5 - 1/3)) - 1/3) - 2/3)
[218264] ['1/3', '1/3', '2/3', '2/5', '5/4'] -> (((2/3 / (2/5 - 1/3)) / 1/3) / 5/4)
[218288] ['1/3', '1/3', '2/3', '2/7', '2/9'] -> ((1/3 + (2/3 / 2/7)) / (1/3 - 2/9))
[218297] ['1/3', '1/3', '2/3', '2/7', '4/9'] -> ((1/3 + (2/3 / 2/7)) / (4/9 - 1/3))
[218303] ['1/3', '1/3', '2/3', '2/7', '5/8'] -> (((2/3 / (5/8 - 1/3)) / 1/3) / 2/7)
[218307] ['1/3', '1/3', '2/3', '2/7', '7/2'] -> ((((2/3 / 1/3) + 2/7) / 1/3) * 7/2)
[218309] ['1/3', '1/3', '2/3', '2/7', '7/4'] -> (((2/3 / (1/3 - 2/7)) / 1/3) / 7/4)
[218311] ['1/3', '1/3', '2/3', '2/7', '7/6'] -> ((7/6 / (1/3 - 2/7)) - (1/3 / 2/3))
[218321] ['1/3', '1/3', '2/3', '2/7', '9/7'] -> ((((1/3 + 2/3) + 9/7) / 1/3) / 2/7)
[218333] ['1/3', '1/3', '2/3', '2/9', '5/2'] -> ((1/3 + ((2/3 * 5/2) / 1/3)) / 2/9)
[218335] ['1/3', '1/3', '2/3', '2/9', '5/4'] -> (2/3 / ((5/4 - (1/3 / 1/3)) - 2/9))
[218342] ['1/3', '1/3', '2/3', '2/9', '7/2'] -> ((1/3 + (2/3 * 7/2)) / (1/3 - 2/9))
[218347] ['1/3', '1/3', '2/3', '2/9', '7/8'] -> ((2/3 / ((1/3 / 1/3) - 7/8)) / 2/9)
[218348] ['1/3', '1/3', '2/3', '2/9', '7/9'] -> ((((1/3 + 2/3) + 7/9) / 1/3) / 2/9)
[218354] ['1/3', '1/3', '2/3', '2/9', '9/4'] -> (2/3 / (((1/3 * 1/3) * 9/4) - 2/9))
[218358] ['1/3', '1/3', '2/3', '3/2', '3/2'] -> ((((2/3 + 3/2) / 1/3) + 3/2) / 1/3)
[218370] ['1/3', '1/3', '2/3', '3/2', '5/6'] -> ((((3/2 / 1/3) + 5/6) / 1/3) / 2/3)
[218382] ['1/3', '1/3', '2/3', '3/2', '7/9'] -> (((3/2 + (7/9 / 2/3)) / 1/3) / 1/3)
[218384] ['1/3', '1/3', '2/3', '3/2', '8/5'] -> (8/5 / ((1/3 / (3/2 - 2/3)) - 1/3))
[218385] ['1/3', '1/3', '2/3', '3/2', '8/7'] -> ((2/3 * 3/2) / (1/3 - (1/3 / 8/7)))
[218392] ['1/3', '1/3', '2/3', '3/4', '3/4'] -> (2/3 / ((1/3 + (1/3 / 3/4)) - 3/4))
[218397] ['1/3', '1/3', '2/3', '3/4', '4/5'] -> (2/3 / ((1/3 / 3/4) - (1/3 / 4/5)))
[218399] ['1/3', '1/3', '2/3', '3/4', '4/9'] -> (((2/3 / (4/9 - 1/3)) / 1/3) / 3/4)
[218405] ['1/3', '1/3', '2/3', '3/4', '5/8'] -> (((1/3 + 2/3) / 1/3) / (3/4 - 5/8))
[218407] ['1/3', '1/3', '2/3', '3/4', '6/5'] -> (2/3 / ((1/3 / 6/5) - (1/3 * 3/4)))
[218410] ['1/3', '1/3', '2/3', '3/4', '7/3'] -> ((2/3 / 1/3) / (7/3 - (3/4 / 1/3)))
[218414] ['1/3', '1/3', '2/3', '3/4', '7/8'] -> (((1/3 + 2/3) / 1/3) / (7/8 - 3/4))
[218425] ['1/3', '1/3', '2/3', '3/5', '3/5'] -> (((1/3 / 1/3) + 3/5) / (2/3 - 3/5))
[218428] ['1/3', '1/3', '2/3', '3/5', '4/3'] -> (4/3 / ((1/3 / 3/5) - (1/3 / 2/3)))
[218433] ['1/3', '1/3', '2/3', '3/5', '5/3'] -> ((5/3 / (2/3 - 3/5)) - (1/3 / 1/3))
[218437] ['1/3', '1/3', '2/3', '3/5', '5/8'] -> (((1/3 / (2/3 - 3/5)) / 1/3) / 5/8)
[218438] ['1/3', '1/3', '2/3', '3/5', '5/9'] -> (((5/9 / (2/3 - 3/5)) - 1/3) / 1/3)
[218439] ['1/3', '1/3', '2/3', '3/5', '6/5'] -> (((2/3 + (6/5 / 3/5)) / 1/3) / 1/3)
[218442] ['1/3', '1/3', '2/3', '3/5', '7/3'] -> ((1/3 + 7/3) / (2/3 - (1/3 / 3/5)))
[218448] ['1/3', '1/3', '2/3', '3/5', '8/3'] -> (8/3 / ((2/3 / 3/5) - (1/3 / 1/3)))
[218462] ['1/3', '1/3', '2/3', '3/7', '4/9'] -> (2/3 / ((1/3 / 3/7) - (1/3 / 4/9)))
[218477] ['1/3', '1/3', '2/3', '3/7', '7/8'] -> (((2/3 / (3/7 - 1/3)) / 1/3) / 7/8)
[218482] ['1/3', '1/3', '2/3', '3/7', '8/9'] -> ((8/9 / 1/3) / ((1/3 / 3/7) - 2/3))
[218486] ['1/3', '1/3', '2/3', '3/7', '9/7'] -> (((1/3 + 2/3) + 9/7) / (3/7 - 1/3))
[218495] ['1/3', '1/3', '2/3', '3/8', '5/4'] -> ((1/3 + 2/3) / ((1/3 * 5/4) - 3/8))
[218496] ['1/3', '1/3', '2/3', '3/8', '5/6'] -> ((1/3 / (1/3 - (3/8 * 5/6))) / 2/3)
[218504] ['1/3', '1/3', '2/3', '3/8', '7/4'] -> (3/8 + (((7/4 / 1/3) / 1/3) / 2/3))
[218513] ['1/3', '1/3', '2/3', '3/8', '9/2'] -> (((1/3 * 2/3) * 9/2) / (3/8 - 1/3))
[218514] ['1/3', '1/3', '2/3', '3/8', '9/4'] -> ((1/3 / (1/3 - (2/3 / 9/4))) / 3/8)
[218515] ['1/3', '1/3', '2/3', '3/8', '9/5'] -> ((1/3 / ((2/3 / 9/5) - 1/3)) / 3/8)
[218516] ['1/3', '1/3', '2/3', '3/8', '9/7'] -> ((2/3 / (1/3 - (1/3 / 9/7))) / 3/8)
[218520] ['1/3', '1/3', '2/3', '4/3', '4/7'] -> (4/3 / (((1/3 * 2/3) / 4/7) - 1/3))
[218523] ['1/3', '1/3', '2/3', '4/3', '5/3'] -> (4/3 / ((1/3 * 5/3) - (1/3 / 2/3)))
[218536] ['1/3', '1/3', '2/3', '4/3', '7/8'] -> (((1/3 + 4/3) / 1/3) / (7/8 - 2/3))
[218539] ['1/3', '1/3', '2/3', '4/3', '8/5'] -> (8/5 / ((2/3 / (1/3 + 4/3)) - 1/3))
[218542] ['1/3', '1/3', '2/3', '4/3', '9/2'] -> (((2/3 / 1/3) + (4/3 * 9/2)) / 1/3)
[218544] ['1/3', '1/3', '2/3', '4/3', '9/5'] -> (4/3 / (1/3 - ((1/3 / 2/3) / 9/5)))
[218545] ['1/3', '1/3', '2/3', '4/3', '9/7'] -> (4/3 / (((1/3 / 2/3) / 9/7) - 1/3))
[218547] ['1/3', '1/3', '2/3', '4/5', '4/5'] -> (4/5 / ((1/3 + (1/3 / 2/3)) - 4/5))
[218549] ['1/3', '1/3', '2/3', '4/5', '4/9'] -> (4/5 / (1/3 - (1/3 / (2/3 + 4/9))))
[218551] ['1/3', '1/3', '2/3', '4/5', '5/3'] -> (4/5 / (1/3 - ((1/3 / 2/3) / 5/3)))
[218554] ['1/3', '1/3', '2/3', '4/5', '5/7'] -> (4/5 / ((1/3 / 2/3) - (1/3 / 5/7)))
[218555] ['1/3', '1/3', '2/3', '4/5', '5/8'] -> (4/5 / ((1/3 / 5/8) - (1/3 / 2/3)))
[218557] ['1/3', '1/3', '2/3', '4/5', '6/5'] -> (((2/3 + 4/5) + 6/5) / (1/3 * 1/3))
[218563] ['1/3', '1/3', '2/3', '4/5', '7/6'] -> (2/3 / ((1/3 / 4/5) - (1/3 * 7/6)))
[218568] ['1/3', '1/3', '2/3', '4/5', '8/7'] -> (8/7 / ((1/3 / (4/5 - 1/3)) - 2/3))
[218581] ['1/3', '1/3', '2/3', '4/7', '5/7'] -> (4/7 / (((1/3 * 5/7) / 2/3) - 1/3))
[218583] ['1/3', '1/3', '2/3', '4/7', '5/9'] -> (2/3 / ((1/3 / 1/3) - (5/9 / 4/7)))
[218589] ['1/3', '1/3', '2/3', '4/7', '7/5'] -> (4/7 / (((1/3 / 2/3) / 7/5) - 1/3))
[218594] ['1/3', '1/3', '2/3', '4/7', '8/5'] -> (4/7 / ((1/3 / (8/5 - 2/3)) - 1/3))
[218600] ['1/3', '1/3', '2/3', '4/7', '9/7'] -> (((1/3 / 1/3) + 9/7) / (2/3 - 4/7))
[218603] ['1/3', '1/3', '2/3', '4/9', '5/2'] -> ((2/3 / 4/9) + ((5/2 / 1/3) / 1/3))
[218605] ['1/3', '1/3', '2/3', '4/9', '5/4'] -> ((2/3 / 1/3) / ((4/9 / 1/3) - 5/4))
[218612] ['1/3', '1/3', '2/3', '4/9', '7/2'] -> ((1/3 + (2/3 * 7/2)) / (4/9 - 1/3))
[218614] ['1/3', '1/3', '2/3', '4/9', '7/4'] -> (2/3 / ((1/3 * (7/4 - 1/3)) - 4/9))
[218616] ['1/3', '1/3', '2/3', '4/9', '7/6'] -> ((((2/3 / 4/9) + 7/6) / 1/3) / 1/3)
[218624] ['1/3', '1/3', '2/3', '4/9', '9/4'] -> (2/3 / ((1/3 + 4/9) - (1/3 * 9/4)))
[218635] ['1/3', '1/3', '2/3', '5/2', '6/5'] -> (((2/3 / 1/3) + 6/5) / (1/3 / 5/2))
[218642] ['1/3', '1/3', '2/3', '5/2', '7/8'] -> (5/2 / (((1/3 * 7/8) / 2/3) - 1/3))
[218644] ['1/3', '1/3', '2/3', '5/2', '8/3'] -> ((((1/3 / 2/3) + 5/2) / 1/3) * 8/3)
[218646] ['1/3', '1/3', '2/3', '5/2', '8/7'] -> (5/2 / (((1/3 / 2/3) / 8/7) - 1/3))
[218650] ['1/3', '1/3', '2/3', '5/2', '9/5'] -> (((1/3 + 9/5) / 1/3) / (2/3 / 5/2))
[218653] ['1/3', '1/3', '2/3', '5/3', '5/3'] -> ((((5/3 + 5/3) - 2/3) / 1/3) / 1/3)
[218654] ['1/3', '1/3', '2/3', '5/3', '5/4'] -> ((2/3 / ((5/3 - 1/3) - 5/4)) / 1/3)
[218659] ['1/3', '1/3', '2/3', '5/3', '6/5'] -> (((2/3 + (5/3 * 6/5)) / 1/3) / 1/3)
[218673] ['1/3', '1/3', '2/3', '5/3', '9/4'] -> ((1/3 + 5/3) / ((1/3 * 9/4) - 2/3))
[218678] ['1/3', '1/3', '2/3', '5/4', '5/6'] -> ((2/3 / ((5/4 - 1/3) - 5/6)) / 1/3)
[218685] ['1/3', '1/3', '2/3', '5/4', '7/3'] -> (2/3 / ((1/3 * (7/3 - 5/4)) - 1/3))
[218695] ['1/3', '1/3', '2/3', '5/4', '9/2'] -> ((5/4 / 1/3) + ((9/2 / 1/3) / 2/3))
[218696] ['1/3', '1/3', '2/3', '5/4', '9/4'] -> ((5/4 + (9/4 / 1/3)) / (2/3 - 1/3))
[218704] ['1/3', '1/3', '2/3', '5/6', '6/5'] -> (2/3 / (((5/6 / 6/5) - 1/3) - 1/3))
[218705] ['1/3', '1/3', '2/3', '5/6', '6/7'] -> (2/3 / ((1/3 / 1/3) - (5/6 / 6/7)))
[218707] ['1/3', '1/3', '2/3', '5/6', '7/3'] -> ((((7/3 / 2/3) - 5/6) / 1/3) / 1/3)
[218712] ['1/3', '1/3', '2/3', '5/6', '7/9'] -> (((1/3 + 1/3) + 2/3) / (5/6 - 7/9))
[218721] ['1/3', '1/3', '2/3', '5/6', '9/8'] -> ((1/3 + 2/3) / ((1/3 + 5/6) - 9/8))
[218732] ['1/3', '1/3', '2/3', '5/7', '7/8'] -> (((1/3 / (5/7 - 2/3)) / 1/3) / 7/8)
[218743] ['1/3', '1/3', '2/3', '5/8', '5/8'] -> (1/3 / ((2/3 * (1/3 + 5/8)) - 5/8))
[218747] ['1/3', '1/3', '2/3', '5/8', '7/2'] -> (((2/3 * 7/2) / 1/3) / (5/8 - 1/3))
[218755] ['1/3', '1/3', '2/3', '5/8', '8/5'] -> (8/5 / ((2/3 / 5/8) - (1/3 / 1/3)))
[218757] ['1/3', '1/3', '2/3', '5/8', '8/9'] -> (((1/3 * 1/3) + 8/9) / (2/3 - 5/8))
[218771] ['1/3', '1/3', '2/3', '5/9', '7/8'] -> (((5/9 / 1/3) / 1/3) / (7/8 - 2/3))
[218778] ['1/3', '1/3', '2/3', '5/9', '9/4'] -> ((1/3 + 5/9) / (1/3 - (2/3 / 9/4)))
[218779] ['1/3', '1/3', '2/3', '5/9', '9/5'] -> ((1/3 + 5/9) / ((2/3 / 9/5) - 1/3))
[218794] ['1/3', '1/3', '2/3', '6/5', '8/9'] -> ((8/9 / 2/3) / (1/3 - (1/3 / 6/5)))
[218801] ['1/3', '1/3', '2/3', '6/7', '7/2'] -> ((((2/3 / 1/3) / 1/3) + 6/7) * 7/2)
[218803] ['1/3', '1/3', '2/3', '6/7', '7/4'] -> ((((2/3 + 6/7) / 1/3) / 1/3) * 7/4)
[218811] ['1/3', '1/3', '2/3', '6/7', '8/9'] -> ((8/9 / 2/3) / ((1/3 / 6/7) - 1/3))
[218817] ['1/3', '1/3', '2/3', '7/2', '7/2'] -> ((((1/3 + 2/3) + 7/2) + 7/2) / 1/3)
[218831] ['1/3', '1/3', '2/3', '7/2', '9/7'] -> (((1/3 + 2/3) + 9/7) / (1/3 / 7/2))
[218836] ['1/3', '1/3', '2/3', '7/3', '7/6'] -> (((2/3 + (7/3 / 7/6)) / 1/3) / 1/3)
[218838] ['1/3', '1/3', '2/3', '7/3', '7/9'] -> (2/3 + (((7/3 / 1/3) + 7/9) / 1/3))
[218855] ['1/3', '1/3', '2/3', '7/4', '8/7'] -> (8/7 / (1/3 - ((1/3 / 2/3) / 7/4)))
[218876] ['1/3', '1/3', '2/3', '7/6', '7/8'] -> ((1/3 + 2/3) / ((1/3 + 7/8) - 7/6))
[218881] ['1/3', '1/3', '2/3', '7/6', '8/9'] -> ((8/9 / ((1/3 * 7/6) - 1/3)) / 2/3)
[218888] ['1/3', '1/3', '2/3', '7/8', '7/9'] -> ((1/3 + (2/3 / 1/3)) / (7/8 - 7/9))
[218893] ['1/3', '1/3', '2/3', '7/8', '9/2'] -> ((2/3 * 9/2) / ((1/3 / 1/3) - 7/8))
[218901] ['1/3', '1/3', '2/3', '7/9', '8/7'] -> (8/7 / (1/3 - ((1/3 * 2/3) / 7/9)))
[218903] ['1/3', '1/3', '2/3', '7/9', '9/2'] -> ((((1/3 + 2/3) + 7/9) / 1/3) * 9/2)
[218935] ['1/3', '1/3', '2/3', '8/9', '9/5'] -> (8/9 / ((1/3 * 2/3) - (1/3 / 9/5)))
[218936] ['1/3', '1/3', '2/3', '8/9', '9/7'] -> (8/9 / ((1/3 / 9/7) - (1/3 * 2/3)))
[218939] ['1/3', '1/3', '2/3', '9/2', '9/4'] -> ((((1/3 + 9/2) / 1/3) / 2/3) + 9/4)
[218943] ['1/3', '1/3', '2/3', '9/4', '9/4'] -> ((((2/3 + 9/4) / 1/3) / 1/3) - 9/4)
[218947] ['1/3', '1/3', '2/3', '9/5', '9/5'] -> ((((2/3 + 9/5) / 1/3) / 1/3) + 9/5)
[218953] ['1/3', '1/3', '2/5', '2/5', '2/5'] -> (((2/5 / 1/3) + 2/5) / (2/5 - 1/3))
[218954] ['1/3', '1/3', '2/5', '2/5', '2/7'] -> (((2/5 / (1/3 - 2/7)) - 2/5) / 1/3)
[218957] ['1/3', '1/3', '2/5', '2/5', '3/4'] -> (((2/5 / (2/5 - 1/3)) / 1/3) / 3/4)
[218967] ['1/3', '1/3', '2/5', '2/5', '5/4'] -> ((2/5 / (5/4 - (2/5 / 1/3))) / 1/3)
[218972] ['1/3', '1/3', '2/5', '2/5', '6/5'] -> ((((6/5 / 1/3) - 2/5) / 1/3) / 2/5)
[218979] ['1/3', '1/3', '2/5', '2/5', '7/8'] -> ((2/5 / (1/3 - (1/3 * 7/8))) / 2/5)
[218983] ['1/3', '1/3', '2/5', '2/5', '8/7'] -> ((2/5 / (1/3 - (1/3 / 8/7))) / 2/5)
[218984] ['1/3', '1/3', '2/5', '2/5', '8/9'] -> ((2/5 / ((1/3 / 8/9) - 1/3)) / 2/5)
[218986] ['1/3', '1/3', '2/5', '2/5', '9/4'] -> (2/5 / (((1/3 * 9/4) - 1/3) - 2/5))
[218998] ['1/3', '1/3', '2/5', '2/7', '4/5'] -> (4/5 / ((2/5 / 1/3) - (1/3 / 2/7)))
[218999] ['1/3', '1/3', '2/5', '2/7', '4/7'] -> (4/7 / ((2/7 / 1/3) - (1/3 / 2/5)))
[219008] ['1/3', '1/3', '2/5', '2/7', '6/5'] -> (((2/5 / (1/3 - 2/7)) / 1/3) - 6/5)
[219019] ['1/3', '1/3', '2/5', '2/7', '8/7'] -> (8/7 / (((2/7 / 2/5) - 1/3) - 1/3))
[219029] ['1/3', '1/3', '2/5', '2/9', '3/5'] -> (((1/3 + (3/5 / 1/3)) / 2/5) / 2/9)
[219031] ['1/3', '1/3', '2/5', '2/9', '3/8'] -> ((1/3 / (1/3 + 2/9)) / (2/5 - 3/8))
[219037] ['1/3', '1/3', '2/5', '2/9', '5/3'] -> ((1/3 + ((1/3 + 5/3) / 2/5)) / 2/9)
[219055] ['1/3', '1/3', '2/5', '2/9', '8/9'] -> ((8/9 / (2/5 - 1/3)) / (1/3 + 2/9))
[219065] ['1/3', '1/3', '2/5', '3/2', '3/8'] -> (3/2 / ((1/3 / 1/3) - (3/8 / 2/5)))
[219079] ['1/3', '1/3', '2/5', '3/2', '7/2'] -> (((1/3 + 3/2) / (2/5 - 1/3)) - 7/2)
[219086] ['1/3', '1/3', '2/5', '3/2', '8/3'] -> (3/2 + (((1/3 + 8/3) / 1/3) / 2/5))
[219091] ['1/3', '1/3', '2/5', '3/2', '9/4'] -> ((3/2 / 2/5) + ((9/4 / 1/3) / 1/3))
[219092] ['1/3', '1/3', '2/5', '3/2', '9/5'] -> (((1/3 + 9/5) / 1/3) / (2/5 / 3/2))
[219096] ['1/3', '1/3', '2/5', '3/4', '3/5'] -> (((2/5 / 1/3) / 1/3) / (3/4 - 3/5))
[219099] ['1/3', '1/3', '2/5', '3/4', '4/3'] -> (((4/3 / 1/3) / 2/5) / (3/4 - 1/3))
[219104] ['1/3', '1/3', '2/5', '3/4', '5/3'] -> ((1/3 + 5/3) / ((1/3 / 2/5) - 3/4))
[219106] ['1/3', '1/3', '2/5', '3/4', '5/6'] -> ((1/3 / ((3/4 - 1/3) - 2/5)) / 5/6)
[219112] ['1/3', '1/3', '2/5', '3/4', '7/2'] -> (((7/2 / 1/3) / 2/5) - (3/4 / 1/3))
[219114] ['1/3', '1/3', '2/5', '3/4', '7/4'] -> ((7/4 / (2/5 - 1/3)) - (3/4 / 1/3))
[219125] ['1/3', '1/3', '2/5', '3/4', '9/5'] -> ((1/3 + 9/5) / ((2/5 - 1/3) / 3/4))
[219135] ['1/3', '1/3', '2/5', '3/5', '5/2'] -> ((3/5 / 2/5) + ((5/2 / 1/3) / 1/3))
[219149] ['1/3', '1/3', '2/5', '3/5', '7/8'] -> ((2/5 + 3/5) / (1/3 - (1/3 * 7/8)))
[219153] ['1/3', '1/3', '2/5', '3/5', '8/7'] -> ((2/5 + 3/5) / (1/3 - (1/3 / 8/7)))
[219155] ['1/3', '1/3', '2/5', '3/5', '9/2'] -> (((1/3 + (3/5 / 1/3)) / 2/5) * 9/2)
[219162] ['1/3', '1/3', '2/5', '3/7', '4/3'] -> (4/3 / ((1/3 / 2/5) - (1/3 / 3/7)))
[219164] ['1/3', '1/3', '2/5', '3/7', '4/7'] -> (4/7 / (((1/3 * 3/7) / 2/5) - 1/3))
[219183] ['1/3', '1/3', '2/5', '3/7', '8/5'] -> (8/5 / ((1/3 / 1/3) - (2/5 / 3/7)))
[219193] ['1/3', '1/3', '2/5', '3/8', '4/5'] -> ((1/3 + (1/3 * 4/5)) / (2/5 - 3/8))
[219196] ['1/3', '1/3', '2/5', '3/8', '5/2'] -> ((((2/5 / 1/3) / 1/3) / 3/8) * 5/2)
[219198] ['1/3', '1/3', '2/5', '3/8', '5/4'] -> ((1/3 + (1/3 / 5/4)) / (2/5 - 3/8))
[219202] ['1/3', '1/3', '2/5', '3/8', '5/9'] -> (((1/3 / (2/5 - 1/3)) / 3/8) / 5/9)
[219206] ['1/3', '1/3', '2/5', '3/8', '7/3'] -> (7/3 / (3/8 - ((1/3 * 1/3) / 2/5)))
[219212] ['1/3', '1/3', '2/5', '3/8', '8/3'] -> (((1/3 + 1/3) / (2/5 - 3/8)) - 8/3)
[219216] ['1/3', '1/3', '2/5', '3/8', '9/2'] -> (9/2 / (((1/3 / 2/5) - 1/3) * 3/8))
[219223] ['1/3', '1/3', '2/5', '4/3', '4/7'] -> (4/7 / ((1/3 / (4/3 - 2/5)) - 1/3))
[219225] ['1/3', '1/3', '2/5', '4/3', '5/2'] -> (((4/3 / (2/5 - 1/3)) / 1/3) / 5/2)
[219231] ['1/3', '1/3', '2/5', '4/3', '5/9'] -> (4/3 / ((1/3 + 5/9) - (1/3 / 2/5)))
[219232] ['1/3', '1/3', '2/5', '4/3', '6/5'] -> ((6/5 / 1/3) / (2/5 - (1/3 / 4/3)))
[219235] ['1/3', '1/3', '2/5', '4/3', '7/3'] -> (4/3 / ((1/3 / 2/5) - (1/3 * 7/3)))
[219247] ['1/3', '1/3', '2/5', '4/3', '9/5'] -> ((1/3 + 9/5) / ((2/5 - 1/3) * 4/3))
[219251] ['1/3', '1/3', '2/5', '4/5', '4/7'] -> (4/5 / (((2/5 / 4/7) - 1/3) - 1/3))
[219252] ['1/3', '1/3', '2/5', '4/5', '4/9'] -> (4/5 / (1/3 - ((1/3 * 2/5) / 4/9)))
[219261] ['1/3', '1/3', '2/5', '4/5', '6/7'] -> ((1/3 * 4/5) / (2/5 - (1/3 / 6/7)))
[219262] ['1/3', '1/3', '2/5', '4/5', '7/2'] -> (4/5 / ((2/5 / 1/3) - (1/3 * 7/2)))
[219264] ['1/3', '1/3', '2/5', '4/5', '7/4'] -> (4/5 / (((2/5 * 7/4) - 1/3) - 1/3))
[219266] ['1/3', '1/3', '2/5', '4/5', '7/6'] -> ((1/3 * 4/5) / (2/5 - (1/3 * 7/6)))
[219274] ['1/3', '1/3', '2/5', '4/5', '9/4'] -> (4/5 / (1/3 - ((1/3 * 2/5) * 9/4)))
[219309] ['1/3', '1/3', '2/5', '4/9', '5/6'] -> (((4/9 / (2/5 - 1/3)) / 1/3) / 5/6)
[219311] ['1/3', '1/3', '2/5', '4/9', '5/8'] -> (((1/3 + 1/3) / (4/9 - 2/5)) / 5/8)
[219321] ['1/3', '1/3', '2/5', '4/9', '7/9'] -> ((4/9 / 1/3) / ((1/3 / 2/5) - 7/9))
[219322] ['1/3', '1/3', '2/5', '4/9', '8/3'] -> (8/3 / ((4/9 / 2/5) - (1/3 / 1/3)))
[219336] ['1/3', '1/3', '2/5', '5/2', '5/8'] -> ((2/5 * 5/2) / ((1/3 + 1/3) - 5/8))
[219338] ['1/3', '1/3', '2/5', '5/2', '6/5'] -> (((6/5 / 1/3) - 2/5) / (1/3 / 5/2))
[219342] ['1/3', '1/3', '2/5', '5/2', '7/4'] -> (((5/2 / 1/3) / 2/5) + (7/4 / 1/3))
[219345] ['1/3', '1/3', '2/5', '5/2', '7/8'] -> ((2/5 * 5/2) / (1/3 - (1/3 * 7/8)))
[219348] ['1/3', '1/3', '2/5', '5/2', '8/5'] -> (8/5 / ((1/3 + (1/3 / 5/2)) - 2/5))
[219349] ['1/3', '1/3', '2/5', '5/2', '8/7'] -> ((2/5 * 5/2) / (1/3 - (1/3 / 8/7)))
[219350] ['1/3', '1/3', '2/5', '5/2', '8/9'] -> ((2/5 * 5/2) / ((1/3 / 8/9) - 1/3))
[219351] ['1/3', '1/3', '2/5', '5/2', '9/2'] -> ((5/2 / (2/5 - 1/3)) - (9/2 / 1/3))
[219355] ['1/3', '1/3', '2/5', '5/2', '9/8'] -> ((2/5 * 5/2) / ((1/3 * 9/8) - 1/3))
[219356] ['1/3', '1/3', '2/5', '5/3', '5/3'] -> ((((5/3 + 5/3) / 2/5) - 1/3) / 1/3)
[219357] ['1/3', '1/3', '2/5', '5/3', '5/4'] -> (((1/3 + 5/3) / (2/5 - 1/3)) / 5/4)
[219361] ['1/3', '1/3', '2/5', '5/3', '5/9'] -> (((1/3 + (5/3 / 1/3)) / 2/5) / 5/9)
[219365] ['1/3', '1/3', '2/5', '5/3', '7/3'] -> (((1/3 + 7/3) / (2/5 - 1/3)) / 5/3)
[219375] ['1/3', '1/3', '2/5', '5/3', '9/2'] -> ((1/3 + ((1/3 + 5/3) / 2/5)) * 9/2)
[219377] ['1/3', '1/3', '2/5', '5/3', '9/5'] -> (((1/3 + (5/3 / 1/3)) / 2/5) * 9/5)
[219381] ['1/3', '1/3', '2/5', '5/4', '5/6'] -> ((1/3 / ((1/3 * 5/4) - 2/5)) / 5/6)
[219391] ['1/3', '1/3', '2/5', '5/4', '7/6'] -> ((1/3 / 5/4) / (2/5 - (1/3 * 7/6)))
[219395] ['1/3', '1/3', '2/5', '5/4', '8/5'] -> ((2/5 + 8/5) / ((1/3 * 5/4) - 1/3))
[219410] ['1/3', '1/3', '2/5', '5/6', '7/3'] -> (((1/3 + 7/3) / 1/3) / (2/5 * 5/6))
[219414] ['1/3', '1/3', '2/5', '5/6', '7/8'] -> ((1/3 / 5/6) / ((2/5 * 7/8) - 1/3))
[219418] ['1/3', '1/3', '2/5', '5/6', '8/7'] -> ((1/3 / 5/6) / ((2/5 / 8/7) - 1/3))
[219419] ['1/3', '1/3', '2/5', '5/6', '8/9'] -> (((8/9 / 1/3) / 1/3) / (2/5 * 5/6))
[219461] ['1/3', '1/3', '2/5', '5/8', '9/2'] -> (9/2 / (((1/3 * 5/8) / 2/5) - 1/3))
[219463] ['1/3', '1/3', '2/5', '5/8', '9/5'] -> (9/5 / ((1/3 * 5/8) - (1/3 * 2/5)))
[219466] ['1/3', '1/3', '2/5', '5/9', '5/9'] -> (((1/3 + 5/9) / (2/5 - 1/3)) / 5/9)
