[1992828] ['4/9', '5/9', '5/9', '7/9', '8/5'] -> (8/5 / (((4/9 * 7/9) / 5/9) - 5/9))
[2020026] ['5/2', '8/3', '8/3', '9/5', '9/7'] -> ((5/2 * (8/3 + (8/3 * 9/5))) * 9/7)
[2020033] ['5/2', '8/3', '8/5', '8/5', '8/9'] -> (((5/2 * 8/3) * (8/5 + 8/5)) / 8/9)
[2020034] ['5/2', '8/3', '8/5', '8/5', '9/2'] -> (((5/2 * (8/5 + 8/5)) - 8/3) * 9/2)
[2020038] ['5/2', '8/3', '8/5', '8/5', '9/8'] -> (((5/2 * 8/3) * (8/5 + 8/5)) * 9/8)
[2020039] ['5/2', '8/3', '8/5', '8/7', '8/7'] -> ((8/5 / (8/7 - (8/3 / 5/2))) * 8/7)
[2020057] ['5/2', '8/3', '8/5', '9/4', '9/4'] -> (9/4 / ((5/2 / (8/3 - 8/5)) - 9/4))
[2020075] ['5/2', '8/3', '8/7', '8/9', '9/2'] -> ((8/9 / (5/2 - (8/3 / 8/7))) * 9/2)
[2020076] ['5/2', '8/3', '8/7', '8/9', '9/4'] -> (((5/2 * 8/3) / (8/7 - 8/9)) - 9/4)
[2020083] ['5/2', '8/3', '8/7', '9/2', '9/7'] -> (((8/7 * 9/2) / (8/3 - 5/2)) / 9/7)
[2020084] ['5/2', '8/3', '8/7', '9/2', '9/8'] -> ((9/2 / (5/2 - (8/3 / 8/7))) / 9/8)
[2020085] ['5/2', '8/3', '8/7', '9/4', '9/4'] -> ((5/2 / (8/3 - (8/7 * 9/4))) - 9/4)
[2020094] ['5/2', '8/3', '8/7', '9/8', '9/8'] -> (9/8 / ((9/8 / 8/7) - (5/2 / 8/3)))
[2020097] ['5/2', '8/3', '8/9', '8/9', '9/4'] -> (((8/9 + 8/9) / (8/3 - 5/2)) * 9/4)
[2020102] ['5/2', '8/3', '8/9', '9/2', '9/4'] -> (((5/2 * 8/3) + (8/9 * 9/2)) * 9/4)
[2020104] ['5/2', '8/3', '8/9', '9/2', '9/7'] -> ((9/2 / ((5/2 / 8/9) - 8/3)) / 9/7)
[2020107] ['5/2', '8/3', '8/9', '9/4', '9/5'] -> ((((5/2 * 8/3) * 8/9) * 9/4) * 9/5)
[2020122] ['5/2', '8/3', '9/2', '9/4', '9/5'] -> ((((5/2 * 8/3) * 9/2) / 9/4) * 9/5)
[2020130] ['5/2', '8/3', '9/2', '9/8', '9/8'] -> ((8/3 * ((5/2 * 9/2) - 9/8)) / 9/8)
[2020133] ['5/2', '8/3', '9/4', '9/4', '9/7'] -> (((5/2 + 9/4) + 9/4) * (8/3 * 9/7))
[2020138] ['5/2', '8/3', '9/4', '9/7', '9/7'] -> (((8/3 * 9/4) * (5/2 + 9/7)) + 9/7)
[2020154] ['5/2', '8/5', '8/5', '8/5', '9/2'] -> (8/5 + ((8/5 + 8/5) * (5/2 + 9/2)))
[2020161] ['5/2', '8/5', '8/5', '8/7', '9/2'] -> ((8/5 + (8/5 * 8/7)) * (5/2 + 9/2))
[2020177] ['5/2', '8/5', '8/5', '9/4', '9/4'] -> (9/4 / (5/2 - ((8/5 + 9/4) / 8/5)))
[2020203] ['5/2', '8/5', '8/7', '9/2', '9/7'] -> (((5/2 * (8/5 + 8/7)) * 9/2) / 9/7)
[2020216] ['5/2', '8/5', '8/9', '8/9', '9/2'] -> (((5/2 * (8/5 + 8/9)) - 8/9) * 9/2)
[2020244] ['5/2', '8/5', '9/2', '9/4', '9/8'] -> (((5/2 * 8/5) * (9/2 + 9/4)) / 9/8)
[2020293] ['5/2', '8/7', '8/7', '9/5', '9/5'] -> (9/5 / (((8/7 + 9/5) / 8/7) - 5/2))
[2020356] ['5/2', '8/9', '8/9', '8/9', '9/2'] -> (((5/2 * (8/9 + 8/9)) + 8/9) * 9/2)
[2020361] ['5/2', '8/9', '8/9', '9/2', '9/2'] -> (((8/9 * (5/2 + 9/2)) - 8/9) * 9/2)
[2020373] ['5/2', '8/9', '8/9', '9/7', '9/7'] -> (9/7 / (5/2 - ((8/9 + 9/7) / 8/9)))
[2020377] ['5/2', '8/9', '9/2', '9/2', '9/4'] -> ((((8/9 + 9/2) * 9/2) - 5/2) + 9/4)
[2020384] ['5/2', '8/9', '9/2', '9/4', '9/8'] -> (((5/2 + 8/9) * (9/2 + 9/4)) + 9/8)
[2020422] ['5/2', '9/2', '9/2', '9/5', '9/8'] -> (((9/2 + 9/2) + 9/5) * (5/2 / 9/8))
[2020424] ['5/2', '9/2', '9/2', '9/7', '9/8'] -> ((5/2 + (9/2 / 9/7)) * (9/2 / 9/8))
[2020429] ['5/2', '9/2', '9/4', '9/4', '9/8'] -> (((9/2 + 9/4) / (5/2 - 9/4)) / 9/8)
[2020468] ['5/2', '9/5', '9/5', '9/5', '9/8'] -> (9/5 / ((5/2 - (9/8 / 9/5)) - 9/5))
[2020491] ['5/3', '5/3', '5/3', '5/3', '7/4'] -> (((5/3 + 5/3) / (7/4 - 5/3)) / 5/3)
[2020508] ['5/3', '5/3', '5/3', '5/4', '5/8'] -> (5/3 / ((5/3 * (5/3 - 5/4)) - 5/8))
[2020509] ['5/3', '5/3', '5/3', '5/4', '5/9'] -> ((5/3 + 5/3) / ((5/4 + 5/9) - 5/3))
[2020516] ['5/3', '5/3', '5/3', '5/4', '7/6'] -> (((5/3 + 5/3) / (5/4 - 7/6)) / 5/3)
[2020517] ['5/3', '5/3', '5/3', '5/4', '7/8'] -> (5/3 / ((5/3 * (5/3 - 7/8)) - 5/4))
[2020522] ['5/3', '5/3', '5/3', '5/4', '8/9'] -> ((5/3 + 5/3) / (8/9 - (5/4 / 5/3)))
[2020530] ['5/3', '5/3', '5/3', '5/6', '5/8'] -> (((5/3 + 5/3) + 5/3) / (5/6 - 5/8))
[2020535] ['5/3', '5/3', '5/3', '5/6', '7/3'] -> ((5/3 + 7/3) / ((5/3 / 5/3) - 5/6))
[2020543] ['5/3', '5/3', '5/3', '5/6', '8/7'] -> (5/3 / ((5/3 / 8/7) - (5/3 * 5/6)))
[2020549] ['5/3', '5/3', '5/3', '5/6', '9/8'] -> (5/3 / ((5/3 * (5/3 - 9/8)) - 5/6))
[2020564] ['5/3', '5/3', '5/3', '5/7', '8/7'] -> (8/7 / (((5/3 / 5/3) + 5/7) - 5/3))
[2020576] ['5/3', '5/3', '5/3', '5/8', '7/3'] -> ((5/3 / ((7/3 - 5/3) - 5/8)) / 5/3)
[2020588] ['5/3', '5/3', '5/3', '5/8', '9/5'] -> (5/3 / (5/8 - ((5/3 / 5/3) / 9/5)))
[2020594] ['5/3', '5/3', '5/3', '5/9', '7/2'] -> ((5/3 + ((5/3 + 5/3) * 7/2)) / 5/9)
[2020595] ['5/3', '5/3', '5/3', '5/9', '7/3'] -> (((5/3 + 5/3) * (5/3 + 7/3)) / 5/9)
[2020596] ['5/3', '5/3', '5/3', '5/9', '7/4'] -> ((5/3 + (5/9 / 5/3)) / (7/4 - 5/3))
[2020599] ['5/3', '5/3', '5/3', '5/9', '7/8'] -> ((5/3 / ((5/3 / 5/3) - 7/8)) / 5/9)
[2020605] ['5/3', '5/3', '5/3', '5/9', '9/2'] -> ((((5/3 + 5/3) * 9/2) - 5/3) / 5/9)
[2020609] ['5/3', '5/3', '5/3', '5/9', '9/8'] -> ((5/3 / (9/8 - (5/3 / 5/3))) / 5/9)
[2020614] ['5/3', '5/3', '5/3', '6/5', '7/4'] -> (6/5 / ((7/4 / 5/3) - (5/3 / 5/3)))
[2020617] ['5/3', '5/3', '5/3', '6/5', '7/8'] -> (5/3 / ((5/3 * 7/8) - (5/3 / 6/5)))
[2020621] ['5/3', '5/3', '5/3', '6/5', '8/7'] -> (5/3 / ((5/3 / 8/7) - (5/3 / 6/5)))
[2020639] ['5/3', '5/3', '5/3', '6/7', '8/9'] -> (5/3 / ((5/3 / 6/7) - (5/3 / 8/9)))
[2020644] ['5/3', '5/3', '5/3', '6/7', '9/8'] -> (5/3 / ((5/3 / 6/7) - (5/3 * 9/8)))
[2020646] ['5/3', '5/3', '5/3', '7/2', '7/3'] -> ((5/3 + 7/3) / ((7/2 - 5/3) - 5/3))
[2020658] ['5/3', '5/3', '5/3', '7/2', '9/5'] -> ((5/3 + ((5/3 + 5/3) * 7/2)) * 9/5)
[2020664] ['5/3', '5/3', '5/3', '7/3', '7/6'] -> ((5/3 + 7/3) / (7/6 - (5/3 / 5/3)))
[2020667] ['5/3', '5/3', '5/3', '7/3', '8/3'] -> ((5/3 + 7/3) * ((5/3 + 5/3) + 8/3))
[2020672] ['5/3', '5/3', '5/3', '7/3', '9/4'] -> (((5/3 + 5/3) / (7/3 - 9/4)) / 5/3)
[2020673] ['5/3', '5/3', '5/3', '7/3', '9/5'] -> (((5/3 + 5/3) * (5/3 + 7/3)) * 9/5)
[2020683] ['5/3', '5/3', '5/3', '7/4', '8/7'] -> (8/7 / ((5/3 / 5/3) - (5/3 / 7/4)))
[2020709] ['5/3', '5/3', '5/3', '7/6', '8/9'] -> (5/3 / ((5/3 * 7/6) - (5/3 / 8/9)))
[2020714] ['5/3', '5/3', '5/3', '7/6', '9/8'] -> (5/3 / ((5/3 * 7/6) - (5/3 * 9/8)))
[2020723] ['5/3', '5/3', '5/3', '7/8', '9/5'] -> ((5/3 * 9/5) / ((5/3 / 5/3) - 7/8))
[2020727] ['5/3', '5/3', '5/3', '7/9', '8/3'] -> (8/3 / (((5/3 / 5/3) + 7/9) - 5/3))
[2020730] ['5/3', '5/3', '5/3', '7/9', '8/9'] -> (((5/3 / 5/3) + 5/3) / (8/9 - 7/9))
[2020736] ['5/3', '5/3', '5/3', '8/3', '8/3'] -> ((8/3 / (5/3 - (8/3 / 5/3))) / 5/3)
[2020739] ['5/3', '5/3', '5/3', '8/3', '8/9'] -> ((5/3 * 8/3) / (5/3 - (5/3 * 8/9)))
[2020742] ['5/3', '5/3', '5/3', '8/3', '9/5'] -> ((((5/3 + 5/3) + 5/3) * 8/3) * 9/5)
[2020744] ['5/3', '5/3', '5/3', '8/3', '9/8'] -> ((5/3 * 8/3) / (5/3 - (5/3 / 9/8)))
[2020761] ['5/3', '5/3', '5/3', '8/9', '9/2'] -> ((((5/3 * 5/3) + 5/3) + 8/9) * 9/2)
[2020768] ['5/3', '5/3', '5/3', '9/2', '9/5'] -> ((((5/3 + 5/3) * 9/2) - 5/3) * 9/5)
[2020777] ['5/3', '5/3', '5/3', '9/5', '9/8'] -> ((5/3 * 9/5) / (9/8 - (5/3 / 5/3)))
[2020790] ['5/3', '5/3', '5/4', '5/4', '7/4'] -> (((5/4 / 5/3) + 5/4) / (7/4 - 5/3))
[2020796] ['5/3', '5/3', '5/4', '5/4', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (5/4 / 5/4))
[2020798] ['5/3', '5/3', '5/4', '5/4', '8/9'] -> ((5/3 + 5/3) / (5/4 - (5/4 * 8/9)))
[2020805] ['5/3', '5/3', '5/4', '5/6', '5/7'] -> ((5/3 / ((5/4 / 5/7) - 5/3)) / 5/6)
[2020811] ['5/3', '5/3', '5/4', '5/6', '7/3'] -> ((5/3 + 7/3) / (5/3 - (5/4 / 5/6)))
[2020813] ['5/3', '5/3', '5/4', '5/6', '7/5'] -> ((5/3 / ((5/4 * 7/5) - 5/3)) / 5/6)
[2020822] ['5/3', '5/3', '5/4', '5/6', '9/4'] -> (5/6 / ((5/4 * 9/4) - (5/3 * 5/3)))
[2020829] ['5/3', '5/3', '5/4', '5/7', '6/5'] -> ((5/3 * 6/5) / ((5/4 / 5/7) - 5/3))
[2020830] ['5/3', '5/3', '5/4', '5/7', '6/7'] -> ((5/3 * 6/7) / (5/4 - (5/3 * 5/7)))
[2020835] ['5/3', '5/3', '5/4', '5/7', '7/6'] -> ((5/3 / (5/4 - (5/3 * 5/7))) / 7/6)
[2020840] ['5/3', '5/3', '5/4', '5/7', '8/7'] -> (8/7 / ((5/7 / (5/3 - 5/4)) - 5/3))
[2020848] ['5/3', '5/3', '5/4', '5/8', '5/9'] -> ((5/3 / ((5/4 / 5/3) - 5/8)) / 5/9)
[2020864] ['5/3', '5/3', '5/4', '5/8', '9/5'] -> ((5/3 * 9/5) / ((5/4 / 5/3) - 5/8))
[2020865] ['5/3', '5/3', '5/4', '5/8', '9/7'] -> (9/7 / (5/8 - (5/3 / (5/3 + 5/4))))
[2020872] ['5/3', '5/3', '5/4', '5/9', '7/4'] -> (((5/4 / (7/4 - 5/3)) - 5/3) / 5/9)
[2020874] ['5/3', '5/3', '5/4', '5/9', '7/6'] -> ((5/3 + (5/9 / 5/3)) / (5/4 - 7/6))
[2020875] ['5/3', '5/3', '5/4', '5/9', '7/8'] -> ((5/3 / 5/9) / (7/8 - (5/4 / 5/3)))
[2020877] ['5/3', '5/3', '5/4', '5/9', '8/3'] -> (8/3 / (((5/3 + 5/9) / 5/4) - 5/3))
[2020881] ['5/3', '5/3', '5/4', '5/9', '9/2'] -> (((5/3 + 5/9) / (5/3 - 5/4)) * 9/2)
[2020884] ['5/3', '5/3', '5/4', '5/9', '9/7'] -> ((5/9 - 5/3) / (5/4 - (5/3 / 9/7)))
[2020889] ['5/3', '5/3', '5/4', '6/5', '7/3'] -> ((5/3 + 7/3) / (5/3 - (5/4 * 6/5)))
[2020912] ['5/3', '5/3', '5/4', '6/7', '8/3'] -> (8/3 / (5/3 - ((5/3 / 5/4) / 6/7)))
[2020943] ['5/3', '5/3', '5/4', '7/3', '8/3'] -> (8/3 / (7/3 - ((5/3 * 5/3) / 5/4)))
[2020944] ['5/3', '5/3', '5/4', '7/3', '8/5'] -> (8/5 / ((7/3 / 5/3) - (5/3 / 5/4)))
[2020948] ['5/3', '5/3', '5/4', '7/3', '9/4'] -> ((5/3 + 7/3) / (9/4 - (5/3 * 5/4)))
[2020949] ['5/3', '5/3', '5/4', '7/3', '9/5'] -> (((5/3 + 7/3) / 5/4) / (9/5 - 5/3))
[2020955] ['5/3', '5/3', '5/4', '7/4', '7/8'] -> ((5/4 + 7/4) / ((5/3 / 5/3) - 7/8))
[2020957] ['5/3', '5/3', '5/4', '7/4', '8/3'] -> (((5/4 * 8/3) / 5/3) / (7/4 - 5/3))
[2020963] ['5/3', '5/3', '5/4', '7/4', '9/5'] -> (((5/4 / (7/4 - 5/3)) - 5/3) * 9/5)
[2020965] ['5/3', '5/3', '5/4', '7/4', '9/8'] -> ((5/4 + 7/4) / (9/8 - (5/3 / 5/3)))
[2020967] ['5/3', '5/3', '5/4', '7/5', '7/6'] -> ((5/3 / (5/4 - (5/3 / 7/5))) / 7/6)
[2020982] ['5/3', '5/3', '5/4', '7/6', '8/3'] -> (8/3 / (5/3 - ((5/3 * 7/6) / 5/4)))
[2020983] ['5/3', '5/3', '5/4', '7/6', '8/5'] -> (8/5 / ((5/3 / 5/3) - (7/6 / 5/4)))
[2020986] ['5/3', '5/3', '5/4', '7/6', '9/2'] -> ((((5/3 + 5/3) * 5/4) + 7/6) * 9/2)
[2020998] ['5/3', '5/3', '5/4', '7/8', '9/4'] -> (9/4 / ((5/4 * 7/8) - (5/3 / 5/3)))
[2021005] ['5/3', '5/3', '5/4', '7/9', '8/7'] -> (8/7 / (((5/3 / 5/4) / 7/9) - 5/3))
[2021006] ['5/3', '5/3', '5/4', '7/9', '8/9'] -> (8/9 / ((5/3 / 5/4) - (5/3 * 7/9)))
[2021016] ['5/3', '5/3', '5/4', '8/3', '9/2'] -> ((((5/3 + 5/3) / 5/4) + 8/3) * 9/2)
[2021024] ['5/3', '5/3', '5/4', '8/5', '9/2'] -> (((5/3 + 5/3) + (5/4 * 8/5)) * 9/2)
[2021032] ['5/3', '5/3', '5/4', '8/7', '9/4'] -> (9/4 / ((5/4 / 8/7) - (5/3 / 5/3)))
[2021057] ['5/3', '5/3', '5/6', '5/6', '5/6'] -> ((5/3 + 5/3) / (5/6 - (5/6 * 5/6)))
[2021060] ['5/3', '5/3', '5/6', '5/6', '5/9'] -> ((5/3 + 5/3) / ((5/6 * 5/6) - 5/9))
[2021061] ['5/3', '5/3', '5/6', '5/6', '6/5'] -> ((5/3 + 5/3) / (5/6 - (5/6 / 6/5)))
[2021062] ['5/3', '5/3', '5/6', '5/6', '6/7'] -> ((5/3 + 5/3) / ((5/6 / 6/7) - 5/6))
[2021065] ['5/3', '5/3', '5/6', '5/6', '7/4'] -> (5/3 / ((5/6 * 7/4) - (5/3 * 5/6)))
[2021067] ['5/3', '5/3', '5/6', '5/6', '7/6'] -> ((5/3 + 5/3) / ((5/6 * 7/6) - 5/6))
[2021070] ['5/3', '5/3', '5/6', '5/6', '8/3'] -> (5/3 / ((5/6 * 5/6) - (5/3 / 8/3)))
[2021071] ['5/3', '5/3', '5/6', '5/6', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (5/6 / 5/6))
[2021079] ['5/3', '5/3', '5/6', '5/7', '5/7'] -> ((5/3 + (5/3 * 5/7)) / (5/6 - 5/7))
[2021087] ['5/3', '5/3', '5/6', '5/7', '7/5'] -> ((5/3 + (5/3 / 7/5)) / (5/6 - 5/7))
[2021088] ['5/3', '5/3', '5/6', '5/7', '7/6'] -> (((5/3 + 5/3) / (5/6 - 5/7)) / 7/6)
[2021093] ['5/3', '5/3', '5/6', '5/7', '8/7'] -> (8/7 / (5/7 - (5/3 / (5/3 + 5/6))))
[2021115] ['5/3', '5/3', '5/6', '5/8', '9/2'] -> ((((5/3 * 5/3) / 5/6) / 5/8) * 9/2)
[2021120] ['5/3', '5/3', '5/6', '5/9', '5/9'] -> ((5/3 + 5/9) / ((5/3 * 5/9) - 5/6))
[2021130] ['5/3', '5/3', '5/6', '5/9', '8/3'] -> (8/3 / ((5/3 / (5/3 + 5/6)) - 5/9))
[2021134] ['5/3', '5/3', '5/6', '5/9', '9/2'] -> ((5/6 + ((5/3 * 5/3) * 9/2)) / 5/9)
[2021135] ['5/3', '5/3', '5/6', '5/9', '9/4'] -> ((5/3 + 5/9) / (5/6 - (5/3 / 9/4)))
[2021149] ['5/3', '5/3', '5/6', '6/5', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (5/6 * 6/5))
[2021152] ['5/3', '5/3', '5/6', '6/5', '9/2'] -> (((5/3 / 5/6) + 6/5) * (5/3 * 9/2))
[2021154] ['5/3', '5/3', '5/6', '6/5', '9/5'] -> (((5/3 / 5/6) + 6/5) / (9/5 - 5/3))
[2021160] ['5/3', '5/3', '5/6', '6/7', '7/4'] -> (((5/3 / (6/7 - 5/6)) / 5/3) / 7/4)
[2021167] ['5/3', '5/3', '5/6', '6/7', '8/7'] -> (8/7 / (((5/3 * 6/7) / 5/6) - 5/3))
[2021175] ['5/3', '5/3', '5/6', '7/2', '7/3'] -> (((5/3 + 5/6) + 7/2) * (5/3 + 7/3))
[2021179] ['5/3', '5/3', '5/6', '7/2', '7/8'] -> ((7/2 / ((5/3 / 5/3) - 5/6)) / 7/8)
[2021183] ['5/3', '5/3', '5/6', '7/2', '8/7'] -> ((7/2 / ((5/3 / 5/3) - 5/6)) * 8/7)
[2021190] ['5/3', '5/3', '5/6', '7/3', '7/3'] -> ((5/3 + 7/3) / ((5/3 + 5/6) - 7/3))
[2021196] ['5/3', '5/3', '5/6', '7/3', '8/3'] -> ((5/3 + 7/3) / ((8/3 - 5/3) - 5/6))
[2021202] ['5/3', '5/3', '5/6', '7/3', '9/5'] -> ((5/3 + 7/3) / (5/3 - (5/6 * 9/5)))
[2021237] ['5/3', '5/3', '5/6', '7/6', '8/7'] -> (8/7 / (((5/3 / 5/6) / 7/6) - 5/3))
[2021244] ['5/3', '5/3', '5/6', '7/8', '7/8'] -> ((5/3 / ((7/8 + 7/8) - 5/3)) / 5/6)
[2021248] ['5/3', '5/3', '5/6', '7/8', '8/7'] -> (8/7 / ((5/3 / 5/3) - (5/6 / 7/8)))
[2021257] ['5/3', '5/3', '5/6', '7/9', '8/5'] -> (8/5 / ((5/3 / 5/3) - (7/9 / 5/6)))
[2021260] ['5/3', '5/3', '5/6', '7/9', '9/2'] -> ((5/6 + 9/2) / ((5/3 / 5/3) - 7/9))
[2021265] ['5/3', '5/3', '5/6', '8/3', '8/3'] -> (8/3 / (((5/3 + 5/3) * 5/6) - 8/3))
[2021268] ['5/3', '5/3', '5/6', '8/3', '8/9'] -> (8/3 / (((5/3 * 8/9) / 5/6) - 5/3))
[2021269] ['5/3', '5/3', '5/6', '8/3', '9/2'] -> (((5/3 * 8/3) / (5/3 - 5/6)) * 9/2)
[2021270] ['5/3', '5/3', '5/6', '8/3', '9/4'] -> ((((5/3 + 5/3) * 8/3) / 5/6) * 9/4)
[2021277] ['5/3', '5/3', '5/6', '8/5', '9/2'] -> ((((5/3 * 5/3) * 8/5) / 5/6) * 9/2)
[2021279] ['5/3', '5/3', '5/6', '8/5', '9/5'] -> (((5/3 * 8/5) / 5/6) / (9/5 - 5/3))
[2021282] ['5/3', '5/3', '5/6', '8/7', '8/7'] -> (8/7 / ((5/3 / 5/3) - (5/6 * 8/7)))
[2021290] ['5/3', '5/3', '5/6', '8/9', '9/2'] -> ((8/9 / ((5/3 / 5/3) - 5/6)) * 9/2)
[2021296] ['5/3', '5/3', '5/6', '9/2', '9/4'] -> ((5/3 + ((5/3 * 9/2) / 5/6)) * 9/4)
[2021299] ['5/3', '5/3', '5/6', '9/2', '9/8'] -> ((9/2 / ((5/3 / 5/3) - 5/6)) / 9/8)
[2021311] ['5/3', '5/3', '5/7', '5/7', '5/8'] -> (5/7 / (5/3 - (5/7 * (5/3 + 5/8))))
[2021323] ['5/3', '5/3', '5/7', '5/7', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (5/7 / 5/7))
[2021324] ['5/3', '5/3', '5/7', '5/7', '8/7'] -> (8/7 / ((5/3 + 5/7) - (5/3 / 5/7)))
[2021331] ['5/3', '5/3', '5/7', '5/8', '5/8'] -> (((5/3 + 5/8) / (5/7 - 5/8)) - 5/3)
[2021335] ['5/3', '5/3', '5/7', '5/8', '7/2'] -> ((5/3 + (5/3 / 7/2)) / (5/7 - 5/8))
[2021344] ['5/3', '5/3', '5/7', '5/8', '8/7'] -> (((5/3 / 5/3) + 8/7) / (5/7 - 5/8))
[2021348] ['5/3', '5/3', '5/7', '5/8', '9/5'] -> (9/5 / ((5/3 / (5/3 + 5/7)) - 5/8))
[2021353] ['5/3', '5/3', '5/7', '5/9', '6/7'] -> (6/7 / ((5/3 / (5/3 + 5/9)) - 5/7))
[2021359] ['5/3', '5/3', '5/7', '5/9', '7/8'] -> (((5/3 + 5/3) / (5/7 - 5/9)) / 7/8)
[2021360] ['5/3', '5/3', '5/7', '5/9', '7/9'] -> ((5/3 + (5/3 / 7/9)) / (5/7 - 5/9))
[2021365] ['5/3', '5/3', '5/7', '5/9', '9/2'] -> (((5/3 / 5/7) + (5/3 / 5/9)) * 9/2)
[2021368] ['5/3', '5/3', '5/7', '5/9', '9/7'] -> ((5/3 + (5/3 * 9/7)) / (5/7 - 5/9))
[2021391] ['5/3', '5/3', '5/7', '6/7', '7/4'] -> (((5/3 * 6/7) / 5/7) / (7/4 - 5/3))
[2021414] ['5/3', '5/3', '5/7', '7/2', '8/7'] -> (8/7 / ((5/3 / 7/2) - (5/7 / 5/3)))
[2021429] ['5/3', '5/3', '5/7', '7/3', '8/7'] -> (8/7 / (((5/3 + 5/3) * 5/7) - 7/3))
[2021438] ['5/3', '5/3', '5/7', '7/4', '7/6'] -> (((5/3 / (7/4 - 5/3)) / 5/7) / 7/6)
[2021455] ['5/3', '5/3', '5/7', '7/5', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (5/7 * 7/5))
[2021456] ['5/3', '5/3', '5/7', '7/5', '8/7'] -> (8/7 / ((5/3 + 5/7) - (5/3 * 7/5)))
[2021481] ['5/3', '5/3', '5/7', '7/8', '9/2'] -> ((((5/3 + 5/3) / 5/7) / 7/8) * 9/2)
[2021487] ['5/3', '5/3', '5/7', '7/9', '8/3'] -> (8/3 / ((5/3 + 7/9) - (5/3 / 5/7)))
[2021491] ['5/3', '5/3', '5/7', '7/9', '9/2'] -> (((5/3 + (5/3 / 7/9)) / 5/7) * 9/2)
[2021496] ['5/3', '5/3', '5/7', '8/3', '8/3'] -> ((5/3 * (5/3 + (8/3 / 5/7))) * 8/3)
[2021501] ['5/3', '5/3', '5/7', '8/3', '9/4'] -> (((5/3 + (5/3 / 5/7)) * 8/3) * 9/4)
[2021503] ['5/3', '5/3', '5/7', '8/3', '9/7'] -> ((5/3 * 9/7) / (5/7 - (5/3 / 8/3)))
[2021513] ['5/3', '5/3', '5/7', '8/7', '8/7'] -> ((8/7 / 5/3) / (5/7 - (8/7 / 5/3)))
[2021515] ['5/3', '5/3', '5/7', '8/7', '9/2'] -> ((((5/3 + 5/3) * 8/7) / 5/7) * 9/2)
[2021522] ['5/3', '5/3', '5/7', '8/9', '9/4'] -> ((5/3 / ((5/3 - 5/7) - 8/9)) - 9/4)
[2021529] ['5/3', '5/3', '5/7', '9/2', '9/7'] -> ((5/3 + (5/3 * 9/7)) / (5/7 / 9/2))
[2021542] ['5/3', '5/3', '5/8', '5/8', '5/9'] -> (5/3 / ((5/8 * (5/3 - 5/9)) - 5/8))
[2021553] ['5/3', '5/3', '5/8', '5/8', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (5/8 / 5/8))
[2021569] ['5/3', '5/3', '5/8', '5/9', '7/8'] -> (((5/3 + 5/3) / 5/9) / (7/8 - 5/8))
[2021575] ['5/3', '5/3', '5/8', '5/9', '9/2'] -> ((((5/3 * 5/3) + 5/9) / 5/8) * 9/2)
[2021588] ['5/3', '5/3', '5/8', '6/5', '7/9'] -> ((5/3 + (5/3 * 6/5)) / (7/9 - 5/8))
[2021593] ['5/3', '5/3', '5/8', '6/5', '9/2'] -> ((((5/3 * 5/3) * 6/5) / 5/8) * 9/2)
[2021595] ['5/3', '5/3', '5/8', '6/5', '9/5'] -> (((5/3 * 6/5) / 5/8) / (9/5 - 5/3))
[2021616] ['5/3', '5/3', '5/8', '7/2', '7/3'] -> (7/3 / ((7/2 - (5/3 * 5/3)) - 5/8))
[2021618] ['5/3', '5/3', '5/8', '7/2', '7/5'] -> (7/5 / (((7/2 - 5/8) / 5/3) - 5/3))
[2021621] ['5/3', '5/3', '5/8', '7/2', '7/9'] -> ((((5/3 + 5/3) * 7/2) / 5/8) / 7/9)
[2021629] ['5/3', '5/3', '5/8', '7/2', '9/7'] -> ((((5/3 + 5/3) * 7/2) / 5/8) * 9/7)
[2021633] ['5/3', '5/3', '5/8', '7/3', '7/5'] -> (((5/3 + 7/3) / 5/8) / (5/3 - 7/5))
[2021636] ['5/3', '5/3', '5/8', '7/3', '7/9'] -> ((5/3 / ((5/3 / 7/3) - 5/8)) / 7/9)
[2021641] ['5/3', '5/3', '5/8', '7/3', '9/2'] -> ((((5/3 / 5/3) + 7/3) / 5/8) * 9/2)
[2021642] ['5/3', '5/3', '5/8', '7/3', '9/4'] -> (((5/3 * (5/3 + 7/3)) / 5/8) * 9/4)
[2021643] ['5/3', '5/3', '5/8', '7/3', '9/5'] -> (9/5 / ((7/3 / (5/3 + 5/3)) - 5/8))
[2021644] ['5/3', '5/3', '5/8', '7/3', '9/7'] -> ((5/3 * 9/7) / ((5/3 / 7/3) - 5/8))
[2021656] ['5/3', '5/3', '5/8', '7/4', '9/4'] -> (9/4 / ((5/8 * 7/4) - (5/3 / 5/3)))
[2021658] ['5/3', '5/3', '5/8', '7/4', '9/7'] -> (9/7 / (5/8 - ((5/3 / 5/3) / 7/4)))
[2021680] ['5/3', '5/3', '5/8', '7/6', '9/2'] -> (((5/3 / (5/3 - 7/6)) / 5/8) * 9/2)
[2021687] ['5/3', '5/3', '5/8', '7/8', '8/3'] -> (((5/3 + 5/3) + 8/3) / (7/8 - 5/8))
