[1197886] ['1/9', '2/9', '4/3', '7/4', '7/8'] -> (((4/3 * 7/4) / (2/9 - 1/9)) / 7/8)
[1226945] ['1/9', '3/7', '7/8', '9/4', '9/7'] -> ((((9/4 / 1/9) / 7/8) - 3/7) + 9/7)
[1226946] ['1/9', '3/7', '7/8', '9/4', '9/8'] -> (((3/7 + (9/4 / 7/8)) / 1/9) / 9/8)
[1226947] ['1/9', '3/7', '7/8', '9/5', '9/5'] -> ((((9/5 / 1/9) / 3/7) / 7/8) / 9/5)
[1226948] ['1/9', '3/7', '7/8', '9/5', '9/7'] -> (9/7 / ((1/9 + 3/7) - (7/8 / 9/5)))
[1226950] ['1/9', '3/7', '7/8', '9/7', '9/7'] -> ((((9/7 / 1/9) / 3/7) / 7/8) / 9/7)
[1226952] ['1/9', '3/7', '7/8', '9/8', '9/8'] -> ((((9/8 / 1/9) / 3/7) / 7/8) / 9/8)
[1226961] ['1/9', '3/7', '7/9', '7/9', '9/7'] -> (((7/9 + 7/9) / 1/9) * (3/7 + 9/7))
[1226967] ['1/9', '3/7', '7/9', '8/3', '9/2'] -> ((((8/3 / 3/7) - 1/9) - 7/9) * 9/2)
[1226977] ['1/9', '3/7', '7/9', '8/5', '9/5'] -> ((((8/5 / 1/9) / 3/7) / 7/9) / 9/5)
[1226978] ['1/9', '3/7', '7/9', '8/5', '9/7'] -> (9/7 / ((1/9 + 3/7) - (7/9 / 8/5)))
[1226980] ['1/9', '3/7', '7/9', '8/7', '8/7'] -> (8/7 / (((1/9 + 8/7) - 3/7) - 7/9))
[1227011] ['1/9', '3/7', '8/3', '8/3', '8/9'] -> ((8/3 + 8/3) + ((8/9 / 1/9) / 3/7))
[1227015] ['1/9', '3/7', '8/3', '8/3', '9/7'] -> ((8/3 + 8/3) / ((3/7 / 9/7) - 1/9))
[1227026] ['1/9', '3/7', '8/3', '8/7', '8/9'] -> ((((8/3 * 8/7) / 1/9) - 3/7) * 8/9)
[1227027] ['1/9', '3/7', '8/3', '8/7', '9/2'] -> ((((8/3 / 3/7) / 8/7) - 1/9) * 9/2)
[1227029] ['1/9', '3/7', '8/3', '8/7', '9/5'] -> ((8/3 * ((3/7 / 1/9) + 8/7)) * 9/5)
[1227031] ['1/9', '3/7', '8/3', '8/7', '9/8'] -> ((((8/3 * 8/7) / 1/9) - 3/7) / 9/8)
[1227032] ['1/9', '3/7', '8/3', '8/9', '8/9'] -> (((8/3 + (8/9 / 1/9)) / 3/7) - 8/9)
[1227033] ['1/9', '3/7', '8/3', '8/9', '9/2'] -> (((8/3 - (8/9 / 3/7)) / 1/9) * 9/2)
[1227034] ['1/9', '3/7', '8/3', '8/9', '9/4'] -> ((3/7 * ((8/3 / 1/9) + 8/9)) * 9/4)
[1227041] ['1/9', '3/7', '8/3', '9/2', '9/7'] -> (9/7 / ((3/7 / 9/2) - (1/9 / 8/3)))
[1227057] ['1/9', '3/7', '8/5', '8/5', '9/4'] -> (((8/5 / 1/9) - (8/5 / 3/7)) * 9/4)
[1227084] ['1/9', '3/7', '8/5', '9/5', '9/7'] -> (9/7 / (((1/9 * 3/7) * 9/5) / 8/5))
[1227090] ['1/9', '3/7', '8/7', '8/7', '8/9'] -> ((((8/7 / 1/9) - 8/7) / 3/7) / 8/9)
[1227094] ['1/9', '3/7', '8/7', '8/7', '9/7'] -> (((8/7 + 8/7) / 1/9) / (9/7 - 3/7))
[1227095] ['1/9', '3/7', '8/7', '8/7', '9/8'] -> ((((8/7 / 1/9) - 8/7) / 3/7) * 9/8)
[1227109] ['1/9', '3/7', '8/7', '9/4', '9/7'] -> ((((8/7 * 9/4) / 1/9) - 3/7) + 9/7)
[1227110] ['1/9', '3/7', '8/7', '9/4', '9/8'] -> (((3/7 + (8/7 * 9/4)) / 1/9) / 9/8)
[1227111] ['1/9', '3/7', '8/7', '9/5', '9/5'] -> ((((8/7 * 9/5) / 1/9) / 3/7) / 9/5)
[1227119] ['1/9', '3/7', '8/9', '8/9', '9/4'] -> ((((8/9 / 3/7) - 8/9) / 1/9) * 9/4)
[1227139] ['1/9', '3/7', '9/2', '9/2', '9/4'] -> ((((9/2 / 3/7) - 9/2) / 1/9) / 9/4)
[1227156] ['1/9', '3/7', '9/4', '9/4', '9/8'] -> ((((9/4 / 3/7) - 9/4) / 1/9) / 9/8)
[1227161] ['1/9', '3/7', '9/4', '9/7', '9/8'] -> ((9/4 * (3/7 + (9/7 / 1/9))) / 9/8)
[1227170] ['1/9', '3/7', '9/7', '9/7', '9/8'] -> ((((3/7 + 9/7) + 9/7) / 1/9) / 9/8)
[1227177] ['1/9', '3/8', '3/8', '3/8', '4/9'] -> ((3/8 / ((1/9 + 3/8) - 4/9)) / 3/8)
[1227187] ['1/9', '3/8', '3/8', '3/8', '7/2'] -> (3/8 + (((3/8 + 3/8) * 7/2) / 1/9))
[1227189] ['1/9', '3/8', '3/8', '3/8', '7/4'] -> ((((7/4 - 3/8) - 3/8) / 1/9) / 3/8)
[1227192] ['1/9', '3/8', '3/8', '3/8', '7/8'] -> (((3/8 + (7/8 / 3/8)) / 1/9) - 3/8)
[1227195] ['1/9', '3/8', '3/8', '3/8', '8/5'] -> ((3/8 / (3/8 - (3/8 / 8/5))) / 1/9)
[1227199] ['1/9', '3/8', '3/8', '3/8', '9/4'] -> ((((3/8 + 3/8) / 1/9) + 9/4) / 3/8)
[1227206] ['1/9', '3/8', '3/8', '4/3', '4/9'] -> ((4/3 / 3/8) / (4/9 - (1/9 / 3/8)))
[1227212] ['1/9', '3/8', '3/8', '4/3', '5/8'] -> ((((3/8 + 4/3) / 1/9) - 3/8) / 5/8)
[1227216] ['1/9', '3/8', '3/8', '4/3', '7/2'] -> ((7/2 / 3/8) / ((3/8 * 4/3) - 1/9))
[1227217] ['1/9', '3/8', '3/8', '4/3', '7/3'] -> ((7/3 / 1/9) / (3/8 + (3/8 * 4/3)))
[1227218] ['1/9', '3/8', '3/8', '4/3', '7/4'] -> ((7/4 / 1/9) / (3/8 + (3/8 / 4/3)))
[1227221] ['1/9', '3/8', '3/8', '4/3', '7/8'] -> ((((3/8 / 3/8) + 4/3) / 1/9) / 7/8)
[1227224] ['1/9', '3/8', '3/8', '4/3', '8/5'] -> ((((3/8 + 4/3) / 1/9) - 3/8) * 8/5)
[1227225] ['1/9', '3/8', '3/8', '4/3', '8/7'] -> ((((3/8 / 3/8) + 4/3) / 1/9) * 8/7)
[1227231] ['1/9', '3/8', '3/8', '4/3', '9/8'] -> (((4/3 / 1/9) / 3/8) * (9/8 - 3/8))
[1227232] ['1/9', '3/8', '3/8', '4/5', '4/5'] -> (4/5 / (3/8 - (3/8 * (1/9 + 4/5))))
[1227235] ['1/9', '3/8', '3/8', '4/5', '5/2'] -> (((4/5 / (3/8 + 3/8)) / 1/9) * 5/2)
[1227244] ['1/9', '3/8', '3/8', '4/5', '7/2'] -> ((7/2 / 3/8) / ((1/9 + 3/8) * 4/5))
[1227249] ['1/9', '3/8', '3/8', '4/5', '7/8'] -> (((4/5 / 1/9) / 3/8) * (3/8 + 7/8))
[1227252] ['1/9', '3/8', '3/8', '4/5', '8/5'] -> ((8/5 / 1/9) / ((3/8 + 3/8) * 4/5))
[1227256] ['1/9', '3/8', '3/8', '4/5', '9/4'] -> ((9/4 / 1/9) / (3/8 + (3/8 / 4/5)))
[1227262] ['1/9', '3/8', '3/8', '4/7', '5/2'] -> ((5/2 / 3/8) / ((1/9 + 3/8) * 4/7))
[1227271] ['1/9', '3/8', '3/8', '4/7', '7/2'] -> (((4/7 / (3/8 + 3/8)) / 1/9) * 7/2)
[1227272] ['1/9', '3/8', '3/8', '4/7', '7/3'] -> (7/3 / (3/8 - ((1/9 + 3/8) * 4/7)))
[1227285] ['1/9', '3/8', '3/8', '4/7', '9/7'] -> ((((3/8 + 4/7) / 1/9) / 3/8) + 9/7)
[1227288] ['1/9', '3/8', '3/8', '4/9', '5/2'] -> ((5/2 / 3/8) / (1/9 + (3/8 * 4/9)))
[1227290] ['1/9', '3/8', '3/8', '4/9', '5/4'] -> ((5/4 / 1/9) / ((3/8 / 4/9) - 3/8))
[1227294] ['1/9', '3/8', '3/8', '4/9', '5/9'] -> ((5/9 / 1/9) / (3/8 - (3/8 * 4/9)))
[1227298] ['1/9', '3/8', '3/8', '4/9', '7/3'] -> (7/3 / ((3/8 - (3/8 * 4/9)) - 1/9))
[1227301] ['1/9', '3/8', '3/8', '4/9', '7/6'] -> (7/6 / (1/9 - ((3/8 * 3/8) * 4/9)))
[1227307] ['1/9', '3/8', '3/8', '4/9', '8/9'] -> ((8/9 / 1/9) / ((3/8 + 3/8) * 4/9))
[1227308] ['1/9', '3/8', '3/8', '4/9', '9/2'] -> (((4/9 / (3/8 + 3/8)) / 1/9) * 9/2)
[1227313] ['1/9', '3/8', '3/8', '5/2', '5/2'] -> (((5/2 / 1/9) + 5/2) - (3/8 / 3/8))
[1227315] ['1/9', '3/8', '3/8', '5/2', '5/4'] -> (((5/2 / (3/8 + 3/8)) / 1/9) / 5/4)
[1227322] ['1/9', '3/8', '3/8', '5/2', '7/2'] -> ((7/2 / 1/9) / (3/8 + (3/8 * 5/2)))
[1227324] ['1/9', '3/8', '3/8', '5/2', '7/4'] -> (((5/2 / (1/9 + 3/8)) / 3/8) * 7/4)
[1227325] ['1/9', '3/8', '3/8', '5/2', '7/5'] -> ((7/5 / 1/9) / (3/8 + (3/8 / 5/2)))
[1227327] ['1/9', '3/8', '3/8', '5/2', '7/8'] -> ((7/8 / 3/8) / (3/8 - (1/9 * 5/2)))
[1227338] ['1/9', '3/8', '3/8', '5/3', '5/3'] -> (((5/3 * 5/3) / 1/9) - (3/8 / 3/8))
[1227340] ['1/9', '3/8', '3/8', '5/3', '5/6'] -> (((5/3 / (3/8 + 3/8)) / 1/9) / 5/6)
[1227344] ['1/9', '3/8', '3/8', '5/3', '6/5'] -> (((5/3 / (3/8 + 3/8)) / 1/9) * 6/5)
[1227357] ['1/9', '3/8', '3/8', '5/3', '9/2'] -> ((((3/8 + 5/3) / 3/8) - 1/9) * 9/2)
[1227362] ['1/9', '3/8', '3/8', '5/4', '5/4'] -> (5/4 / ((3/8 * (5/4 - 1/9)) - 3/8))
[1227369] ['1/9', '3/8', '3/8', '5/4', '7/2'] -> (((5/4 / (1/9 + 3/8)) / 3/8) * 7/2)
[1227378] ['1/9', '3/8', '3/8', '5/4', '8/7'] -> ((((5/4 - 3/8) / 1/9) / 3/8) * 8/7)
[1227382] ['1/9', '3/8', '3/8', '5/4', '9/5'] -> ((9/5 / 1/9) / (3/8 + (3/8 / 5/4)))
[1227387] ['1/9', '3/8', '3/8', '5/6', '5/8'] -> (((3/8 + (5/6 / 3/8)) / 1/9) + 5/8)
[1227395] ['1/9', '3/8', '3/8', '5/6', '7/6'] -> (7/6 / ((1/9 + (3/8 * 5/6)) - 3/8))
[1227396] ['1/9', '3/8', '3/8', '5/6', '7/8'] -> (((3/8 + (5/6 / 1/9)) / 3/8) / 7/8)
[1227400] ['1/9', '3/8', '3/8', '5/6', '8/7'] -> (((3/8 + (5/6 / 1/9)) / 3/8) * 8/7)
[1227428] ['1/9', '3/8', '3/8', '5/8', '5/8'] -> ((3/8 + (5/8 / 1/9)) / (5/8 - 3/8))
[1227429] ['1/9', '3/8', '3/8', '5/8', '5/9'] -> ((5/8 / 3/8) / ((5/9 - 1/9) - 3/8))
[1227452] ['1/9', '3/8', '3/8', '5/9', '7/3'] -> ((7/3 / 3/8) / (5/9 - (1/9 / 3/8)))
[1227456] ['1/9', '3/8', '3/8', '5/9', '7/8'] -> ((7/8 / 3/8) / ((3/8 * 5/9) - 1/9))
[1227462] ['1/9', '3/8', '3/8', '5/9', '9/2'] -> (9/2 / ((3/8 / (1/9 + 5/9)) - 3/8))
[1227463] ['1/9', '3/8', '3/8', '5/9', '9/4'] -> ((9/4 / 3/8) / (3/8 * (1/9 + 5/9)))
[1227467] ['1/9', '3/8', '3/8', '6/5', '6/5'] -> ((6/5 / 1/9) / ((6/5 - 3/8) - 3/8))
[1227473] ['1/9', '3/8', '3/8', '6/5', '7/6'] -> (7/6 / ((1/9 + (3/8 / 6/5)) - 3/8))
[1227482] ['1/9', '3/8', '3/8', '6/5', '9/5'] -> (((6/5 / 1/9) / 3/8) - (9/5 / 3/8))
[1227487] ['1/9', '3/8', '3/8', '6/7', '7/3'] -> (((6/7 / (3/8 + 3/8)) / 1/9) * 7/3)
[1227490] ['1/9', '3/8', '3/8', '6/7', '7/6'] -> (7/6 / ((1/9 + 3/8) - (3/8 / 6/7)))
[1227500] ['1/9', '3/8', '3/8', '6/7', '9/7'] -> (((6/7 / 1/9) / 3/8) + (9/7 / 3/8))
[1227504] ['1/9', '3/8', '3/8', '7/2', '7/4'] -> (((7/2 / (3/8 + 3/8)) / 1/9) / 7/4)
[1227508] ['1/9', '3/8', '3/8', '7/2', '7/9'] -> ((((7/2 / 3/8) / 3/8) - 1/9) - 7/9)
[1227512] ['1/9', '3/8', '3/8', '7/2', '8/9'] -> ((3/8 * 8/9) / ((1/9 * 7/2) - 3/8))
[1227516] ['1/9', '3/8', '3/8', '7/2', '9/7'] -> ((9/7 / 1/9) / (3/8 + (3/8 / 7/2)))
[1227521] ['1/9', '3/8', '3/8', '7/3', '7/6'] -> (((7/3 / (3/8 + 3/8)) / 1/9) / 7/6)
[1227529] ['1/9', '3/8', '3/8', '7/3', '9/4'] -> (((3/8 + 3/8) + (7/3 / 1/9)) + 9/4)
[1227536] ['1/9', '3/8', '3/8', '7/4', '7/8'] -> (((7/4 / (3/8 + 3/8)) / 1/9) / 7/8)
[1227539] ['1/9', '3/8', '3/8', '7/4', '8/5'] -> ((((7/4 / 1/9) - 3/8) - 3/8) * 8/5)
[1227540] ['1/9', '3/8', '3/8', '7/4', '8/7'] -> (((7/4 / (3/8 + 3/8)) / 1/9) * 8/7)
[1227542] ['1/9', '3/8', '3/8', '7/4', '9/2'] -> (((3/8 + 7/4) / 1/9) + (3/8 + 9/2))
[1227560] ['1/9', '3/8', '3/8', '7/6', '7/6'] -> (7/6 / ((1/9 + 3/8) - (3/8 * 7/6)))
[1227566] ['1/9', '3/8', '3/8', '7/6', '8/9'] -> ((((7/6 / 1/9) - 3/8) / 3/8) * 8/9)
[1227567] ['1/9', '3/8', '3/8', '7/6', '9/2'] -> ((((3/8 / 3/8) + 7/6) / 1/9) + 9/2)
[1227571] ['1/9', '3/8', '3/8', '7/6', '9/8'] -> ((((7/6 / 1/9) - 3/8) / 3/8) / 9/8)
[1227582] ['1/9', '3/8', '3/8', '7/8', '9/8'] -> (((7/8 / 1/9) / 3/8) + (9/8 / 3/8))
[1227588] ['1/9', '3/8', '3/8', '7/9', '9/2'] -> (9/2 / ((3/8 / (7/9 - 1/9)) - 3/8))
[1227589] ['1/9', '3/8', '3/8', '7/9', '9/4'] -> ((9/4 / 3/8) / (3/8 * (7/9 - 1/9)))
[1227592] ['1/9', '3/8', '3/8', '7/9', '9/8'] -> (9/8 / ((3/8 / (1/9 + 7/9)) - 3/8))
[1227594] ['1/9', '3/8', '3/8', '8/3', '8/5'] -> (((8/3 - (3/8 / 3/8)) / 1/9) * 8/5)
[1227600] ['1/9', '3/8', '3/8', '8/3', '9/7'] -> ((((8/3 / 3/8) - 1/9) / 3/8) * 9/7)
[1227601] ['1/9', '3/8', '3/8', '8/3', '9/8'] -> ((((3/8 + 8/3) / 1/9) - 3/8) / 9/8)
[1227602] ['1/9', '3/8', '3/8', '8/5', '8/5'] -> ((8/5 / 1/9) / (8/5 - (3/8 / 3/8)))
[1227615] ['1/9', '3/8', '3/8', '8/7', '9/7'] -> (((8/7 / 1/9) / 3/8) - (9/7 / 3/8))
[1227618] ['1/9', '3/8', '3/8', '8/9', '9/2'] -> ((9/2 / 3/8) / (3/8 + (1/9 / 8/9)))
[1227627] ['1/9', '3/8', '3/8', '9/2', '9/8'] -> ((9/8 / 3/8) / ((1/9 * 9/2) - 3/8))
[1227628] ['1/9', '3/8', '3/8', '9/4', '9/4'] -> (((9/4 / 1/9) - 9/4) / (3/8 + 3/8))
[1227632] ['1/9', '3/8', '3/8', '9/5', '9/5'] -> (((9/5 / 1/9) + 9/5) / (3/8 + 3/8))
[1227635] ['1/9', '3/8', '3/8', '9/7', '9/7'] -> (9/7 / ((9/7 / 3/8) - (3/8 / 1/9)))
[1227637] ['1/9', '3/8', '3/8', '9/8', '9/8'] -> (((9/8 / 1/9) / 3/8) - (9/8 / 3/8))
[1227643] ['1/9', '3/8', '4/3', '4/3', '5/3'] -> ((5/3 / 1/9) / ((4/3 / 4/3) - 3/8))
[1227645] ['1/9', '3/8', '4/3', '4/3', '5/6'] -> ((((4/3 / 3/8) - 4/3) / 1/9) / 5/6)
[1227649] ['1/9', '3/8', '4/3', '4/3', '6/5'] -> ((((4/3 / 3/8) - 4/3) / 1/9) * 6/5)
[1227651] ['1/9', '3/8', '4/3', '4/3', '7/2'] -> ((((3/8 + 4/3) * 4/3) / 1/9) + 7/2)
[1227661] ['1/9', '3/8', '4/3', '4/3', '8/9'] -> ((4/3 + 4/3) + ((8/9 / 1/9) / 3/8))
[1227666] ['1/9', '3/8', '4/3', '4/3', '9/8'] -> (((4/3 * 4/3) / 1/9) * (3/8 + 9/8))
[1227667] ['1/9', '3/8', '4/3', '4/5', '4/5'] -> (4/5 / (1/9 * (4/5 - (3/8 * 4/3))))
[1227725] ['1/9', '3/8', '4/3', '4/9', '5/4'] -> (5/4 / ((4/9 - (3/8 / 4/3)) - 1/9))
[1227731] ['1/9', '3/8', '4/3', '4/9', '6/7'] -> ((((4/3 / 3/8) - 4/9) / 1/9) * 6/7)
[1227733] ['1/9', '3/8', '4/3', '4/9', '7/3'] -> (7/3 / ((3/8 * (1/9 + 4/3)) - 4/9))
[1227736] ['1/9', '3/8', '4/3', '4/9', '7/6'] -> ((((4/3 / 3/8) - 4/9) / 1/9) / 7/6)
[1227743] ['1/9', '3/8', '4/3', '4/9', '9/2'] -> (9/2 / (3/8 - ((1/9 / 4/3) / 4/9)))
[1227747] ['1/9', '3/8', '4/3', '4/9', '9/8'] -> (9/8 / ((1/9 * 3/8) / (4/3 - 4/9)))
[1227756] ['1/9', '3/8', '4/3', '5/2', '6/7'] -> ((((5/2 - 4/3) / 1/9) / 3/8) * 6/7)
[1227757] ['1/9', '3/8', '4/3', '5/2', '7/2'] -> (7/2 / (((1/9 + 3/8) / 4/3) / 5/2))
[1227759] ['1/9', '3/8', '4/3', '5/2', '7/4'] -> ((4/3 / (3/8 - (1/9 * 5/2))) * 7/4)
[1227764] ['1/9', '3/8', '4/3', '5/2', '8/3'] -> ((1/9 + ((4/3 * 5/2) / 3/8)) * 8/3)
[1227765] ['1/9', '3/8', '4/3', '5/2', '8/5'] -> (8/5 / ((3/8 / 5/2) - (1/9 / 4/3)))
[1227767] ['1/9', '3/8', '4/3', '5/2', '8/9'] -> ((((3/8 * 4/3) + 5/2) / 1/9) * 8/9)
[1227768] ['1/9', '3/8', '4/3', '5/2', '9/2'] -> (((4/3 / 1/9) - (5/2 / 3/8)) * 9/2)
[1227772] ['1/9', '3/8', '4/3', '5/2', '9/8'] -> ((((3/8 * 4/3) + 5/2) / 1/9) / 9/8)
[1227773] ['1/9', '3/8', '4/3', '5/3', '5/3'] -> (5/3 / (((1/9 + 5/3) - 3/8) - 4/3))
[1227780] ['1/9', '3/8', '4/3', '5/3', '6/7'] -> ((((5/3 / 3/8) - 4/3) / 1/9) * 6/7)
[1227781] ['1/9', '3/8', '4/3', '5/3', '7/2'] -> ((4/3 * (3/8 + (5/3 / 1/9))) + 7/2)
[1227782] ['1/9', '3/8', '4/3', '5/3', '7/3'] -> (7/3 / (1/9 * ((5/3 / 4/3) - 3/8)))
[1227785] ['1/9', '3/8', '4/3', '5/3', '7/6'] -> ((((5/3 / 3/8) - 4/3) / 1/9) / 7/6)
[1227791] ['1/9', '3/8', '4/3', '5/3', '8/9'] -> (8/9 / ((5/3 - (1/9 / 3/8)) - 4/3))
[1227804] ['1/9', '3/8', '4/3', '5/4', '7/2'] -> (7/2 / (1/9 * (3/8 + (5/4 / 4/3))))
[1227810] ['1/9', '3/8', '4/3', '5/4', '7/9'] -> (7/9 / (1/9 * ((3/8 + 5/4) - 4/3)))
[1227811] ['1/9', '3/8', '4/3', '5/4', '8/3'] -> (8/3 / (((4/3 - 5/4) / 3/8) - 1/9))
[1227815] ['1/9', '3/8', '4/3', '5/4', '9/2'] -> (((3/8 + 5/4) / (1/9 / 4/3)) + 9/2)
[1227826] ['1/9', '3/8', '4/3', '5/6', '7/2'] -> (7/2 / (3/8 * ((4/3 - 1/9) - 5/6)))
[1227827] ['1/9', '3/8', '4/3', '5/6', '7/3'] -> (7/3 / (1/9 * ((3/8 + 4/3) - 5/6)))
[1227834] ['1/9', '3/8', '4/3', '5/6', '8/5'] -> ((((5/6 / 1/9) / 3/8) / 4/3) * 8/5)
[1227836] ['1/9', '3/8', '4/3', '5/6', '8/9'] -> (8/9 / (1/9 * (5/6 - (3/8 * 4/3))))
[1227837] ['1/9', '3/8', '4/3', '5/6', '9/2'] -> ((((3/8 * 4/3) / 1/9) + 5/6) * 9/2)
[1227856] ['1/9', '3/8', '4/3', '5/7', '8/7'] -> ((((4/3 * 5/7) / 1/9) / 3/8) + 8/7)
[1227864] ['1/9', '3/8', '4/3', '5/8', '5/9'] -> (5/9 / (((1/9 + 3/8) * 4/3) - 5/8))
[1227865] ['1/9', '3/8', '4/3', '5/8', '6/5'] -> ((((4/3 * 5/8) / 1/9) / 3/8) * 6/5)
[1227872] ['1/9', '3/8', '4/3', '5/8', '7/8'] -> ((((3/8 + 4/3) + 5/8) / 1/9) / 7/8)
[1227879] ['1/9', '3/8', '4/3', '5/8', '9/4'] -> (9/4 / (1/9 * (3/8 + (5/8 / 4/3))))
[1227882] ['1/9', '3/8', '4/3', '5/8', '9/8'] -> (((4/3 + (5/8 / 3/8)) / 1/9) / 9/8)
[1227888] ['1/9', '3/8', '4/3', '5/9', '7/4'] -> ((4/3 / ((3/8 * 5/9) - 1/9)) * 7/4)
[1227900] ['1/9', '3/8', '4/3', '5/9', '9/7'] -> (9/7 / ((1/9 * 3/8) / (4/3 - 5/9)))
[1227901] ['1/9', '3/8', '4/3', '5/9', '9/8'] -> ((((4/3 / 3/8) - 5/9) / 1/9) / 9/8)
[1227902] ['1/9', '3/8', '4/3', '6/5', '6/5'] -> ((((4/3 / 1/9) - 6/5) / 3/8) / 6/5)
[1227907] ['1/9', '3/8', '4/3', '6/5', '7/5'] -> (7/5 / (1/9 * ((6/5 / 4/3) - 3/8)))
[1227911] ['1/9', '3/8', '4/3', '6/5', '8/3'] -> ((((4/3 / 1/9) / 3/8) / 6/5) - 8/3)
[1227912] ['1/9', '3/8', '4/3', '6/5', '8/5'] -> (8/5 / (((1/9 * 3/8) * 4/3) * 6/5))
[1227921] ['1/9', '3/8', '4/3', '6/7', '7/2'] -> (7/2 / (((3/8 / 4/3) - 1/9) * 6/7))
[1227926] ['1/9', '3/8', '4/3', '6/7', '7/8'] -> (7/8 / (((1/9 * 3/8) / 4/3) / 6/7))
[1227930] ['1/9', '3/8', '4/3', '6/7', '8/7'] -> (8/7 / (((1/9 * 3/8) * 4/3) * 6/7))
[1227931] ['1/9', '3/8', '4/3', '6/7', '8/9'] -> (((4/3 / (6/7 - 3/8)) / 1/9) - 8/9)
[1227941] ['1/9', '3/8', '4/3', '7/2', '7/6'] -> ((7/2 / ((3/8 / 4/3) - 1/9)) * 7/6)
[1227948] ['1/9', '3/8', '4/3', '7/2', '9/2'] -> ((1/9 / (4/3 - (3/8 * 7/2))) * 9/2)
[1227949] ['1/9', '3/8', '4/3', '7/2', '9/4'] -> ((4/3 / (7/2 - (3/8 / 1/9))) * 9/4)
[1227951] ['1/9', '3/8', '4/3', '7/2', '9/7'] -> (9/7 / (((4/3 / 7/2) - 3/8) / 1/9))
[1227953] ['1/9', '3/8', '4/3', '7/3', '7/3'] -> ((7/3 / (3/8 - (1/9 * 4/3))) * 7/3)
[1227958] ['1/9', '3/8', '4/3', '7/3', '7/9'] -> (7/9 / ((1/9 * (4/3 + 7/3)) - 3/8))
[1227972] ['1/9', '3/8', '4/3', '7/4', '7/9'] -> (7/9 / (3/8 - (1/9 * (4/3 + 7/4))))
[1227977] ['1/9', '3/8', '4/3', '7/4', '9/2'] -> (9/2 / (1/9 * (3/8 + (7/4 / 4/3))))
[1227985] ['1/9', '3/8', '4/3', '7/5', '7/9'] -> (7/9 / ((1/9 + 3/8) * (7/5 - 4/3)))
[1227988] ['1/9', '3/8', '4/3', '7/5', '8/7'] -> ((((4/3 / 1/9) / 3/8) / 7/5) + 8/7)
[1227992] ['1/9', '3/8', '4/3', '7/5', '9/5'] -> (9/5 / (1/9 * ((7/5 / 4/3) - 3/8)))
[1227998] ['1/9', '3/8', '4/3', '7/6', '8/3'] -> ((((7/6 / 1/9) / 3/8) - 4/3) - 8/3)
[1227999] ['1/9', '3/8', '4/3', '7/6', '8/5'] -> ((((3/8 * 4/3) + 7/6) / 1/9) * 8/5)
[1228000] ['1/9', '3/8', '4/3', '7/6', '8/7'] -> ((((7/6 / 1/9) / 3/8) / 4/3) * 8/7)
[1228010] ['1/9', '3/8', '4/3', '7/8', '8/5'] -> (((3/8 + 7/8) / (1/9 / 4/3)) * 8/5)
[1228013] ['1/9', '3/8', '4/3', '7/8', '9/2'] -> ((((4/3 + 7/8) / 1/9) - 3/8) + 9/2)
[1228022] ['1/9', '3/8', '4/3', '7/9', '8/9'] -> ((((4/3 * 7/9) / 1/9) / 3/8) - 8/9)
[1228025] ['1/9', '3/8', '4/3', '7/9', '9/5'] -> ((((4/3 - 7/9) / 1/9) / 3/8) * 9/5)
[1228030] ['1/9', '3/8', '4/3', '8/3', '8/7'] -> (((4/3 + (3/8 * 8/3)) / 1/9) * 8/7)
[1228052] ['1/9', '3/8', '4/3', '8/9', '8/9'] -> (((4/3 + (8/9 / 1/9)) / 3/8) - 8/9)
[1228053] ['1/9', '3/8', '4/3', '8/9', '9/2'] -> ((4/3 / (3/8 - (1/9 / 8/9))) * 9/2)
[1228054] ['1/9', '3/8', '4/3', '8/9', '9/4'] -> ((((4/3 - 8/9) / 1/9) / 3/8) * 9/4)
[1228059] ['1/9', '3/8', '4/3', '9/2', '9/4'] -> ((4/3 / ((1/9 * 9/2) - 3/8)) * 9/4)
[1228063] ['1/9', '3/8', '4/3', '9/4', '9/4'] -> ((4/3 / (3/8 - (1/9 * 9/4))) * 9/4)
[1228070] ['1/9', '3/8', '4/3', '9/7', '9/7'] -> (9/7 / (((4/3 - 9/7) / 1/9) - 3/8))
[1228075] ['1/9', '3/8', '4/5', '4/5', '4/9'] -> ((4/5 / 4/5) / ((1/9 + 3/8) - 4/9))
[1228077] ['1/9', '3/8', '4/5', '4/5', '5/3'] -> ((5/3 / 1/9) / ((4/5 / 4/5) - 3/8))
[1228079] ['1/9', '3/8', '4/5', '4/5', '5/6'] -> ((((4/5 / 1/9) / 3/8) + 4/5) / 5/6)
[1228081] ['1/9', '3/8', '4/5', '4/5', '5/8'] -> ((((4/5 + 4/5) / 1/9) / 3/8) * 5/8)
[1228083] ['1/9', '3/8', '4/5', '4/5', '6/5'] -> ((((4/5 / 1/9) / 3/8) + 4/5) * 6/5)
[1228095] ['1/9', '3/8', '4/5', '4/5', '8/9'] -> ((((4/5 / 1/9) + 4/5) / 3/8) / 8/9)
[1228100] ['1/9', '3/8', '4/5', '4/5', '9/8'] -> ((((4/5 / 1/9) + 4/5) / 3/8) * 9/8)
[1228107] ['1/9', '3/8', '4/5', '4/7', '5/7'] -> ((((4/5 / 1/9) / 3/8) / 4/7) * 5/7)
