[1737601] ['3/4', '6/7', '7/6', '9/5', '9/5'] -> (9/5 / (((3/4 + 6/7) * 7/6) - 9/5))
[1765018] ['3/5', '4/5', '5/7', '6/5', '7/5'] -> ((6/5 / ((3/5 / 4/5) - 5/7)) / 7/5)
[1765020] ['3/5', '4/5', '5/7', '6/5', '7/8'] -> (((3/5 + 6/5) / (4/5 - 5/7)) / 7/8)
[1765037] ['3/5', '4/5', '5/7', '6/7', '7/8'] -> ((3/5 / (5/7 - (4/5 * 6/7))) / 7/8)
[1765040] ['3/5', '4/5', '5/7', '6/7', '8/5'] -> (8/5 / (((4/5 * 5/7) / 6/7) - 3/5))
[1765041] ['3/5', '4/5', '5/7', '6/7', '8/7'] -> ((3/5 / (5/7 - (4/5 * 6/7))) * 8/7)
[1765071] ['3/5', '4/5', '5/7', '7/3', '8/5'] -> (8/5 / ((3/5 - (4/5 * 5/7)) * 7/3))
[1765086] ['3/5', '4/5', '5/7', '7/4', '8/7'] -> (8/7 / (((4/5 / 3/5) / 7/4) - 5/7))
[1765099] ['3/5', '4/5', '5/7', '7/5', '8/7'] -> (8/7 / (5/7 * (7/5 - (4/5 / 3/5))))
[1765103] ['3/5', '4/5', '5/7', '7/5', '9/5'] -> (9/5 / ((3/5 / (7/5 - 5/7)) - 4/5))
[1765107] ['3/5', '4/5', '5/7', '7/6', '7/8'] -> ((3/5 / (5/7 - (4/5 / 7/6))) / 7/8)
[1765110] ['3/5', '4/5', '5/7', '7/6', '8/5'] -> (8/5 / (((4/5 * 5/7) * 7/6) - 3/5))
[1765111] ['3/5', '4/5', '5/7', '7/6', '8/7'] -> ((3/5 / (5/7 - (4/5 / 7/6))) * 8/7)
[1765132] ['3/5', '4/5', '5/7', '7/9', '8/7'] -> (((4/5 / (7/9 - 5/7)) / 3/5) * 8/7)
[1765149] ['3/5', '4/5', '5/7', '8/5', '8/7'] -> (((4/5 + 8/5) / (5/7 - 3/5)) * 8/7)
[1765159] ['3/5', '4/5', '5/7', '8/7', '9/4'] -> ((3/5 / (8/7 - (4/5 / 5/7))) - 9/4)
[1765163] ['3/5', '4/5', '5/7', '8/9', '8/9'] -> ((8/9 / ((3/5 / 4/5) - 5/7)) - 8/9)
[1765167] ['3/5', '4/5', '5/7', '8/9', '9/7'] -> (9/7 / ((5/7 / 8/9) - (3/5 / 4/5)))
[1765199] ['3/5', '4/5', '5/8', '5/8', '9/2'] -> (((9/2 / 3/5) / 4/5) / (5/8 * 5/8))
[1765200] ['3/5', '4/5', '5/8', '5/8', '9/4'] -> ((9/4 / 3/5) / ((5/8 / 4/5) - 5/8))
[1765205] ['3/5', '4/5', '5/8', '5/9', '6/5'] -> (((4/5 / (3/5 - 5/9)) / 5/8) / 6/5)
[1765210] ['3/5', '4/5', '5/8', '5/9', '7/5'] -> (7/5 / ((3/5 * (4/5 - 5/8)) * 5/9))
[1765214] ['3/5', '4/5', '5/8', '5/9', '8/3'] -> (8/3 / (((4/5 * 5/9) / 5/8) - 3/5))
[1765226] ['3/5', '4/5', '5/8', '6/5', '7/3'] -> (((3/5 + 6/5) / (4/5 - 5/8)) * 7/3)
[1765232] ['3/5', '4/5', '5/8', '6/5', '8/3'] -> (((4/5 / (5/8 - 3/5)) / 6/5) - 8/3)
[1765233] ['3/5', '4/5', '5/8', '6/5', '8/5'] -> (((4/5 * 6/5) / (5/8 - 3/5)) / 8/5)
[1765247] ['3/5', '4/5', '5/8', '6/7', '7/8'] -> (7/8 / (((5/8 - 3/5) / 4/5) / 6/7))
[1765254] ['3/5', '4/5', '5/8', '6/7', '9/4'] -> ((4/5 / ((3/5 / 6/7) - 5/8)) * 9/4)
[1765256] ['3/5', '4/5', '5/8', '6/7', '9/7'] -> (9/7 / (5/8 * ((4/5 * 6/7) - 3/5)))
[1765270] ['3/5', '4/5', '5/8', '7/2', '9/4'] -> (((4/5 + (7/2 / 5/8)) / 3/5) * 9/4)
[1765271] ['3/5', '4/5', '5/8', '7/2', '9/5'] -> (9/5 / (((4/5 - 3/5) * 7/2) - 5/8))
[1765275] ['3/5', '4/5', '5/8', '7/3', '7/4'] -> (((4/5 / (5/8 - 3/5)) / 7/3) * 7/4)
[1765276] ['3/5', '4/5', '5/8', '7/3', '7/5'] -> (7/5 / (((5/8 * 7/3) - 3/5) - 4/5))
[1765286] ['3/5', '4/5', '5/8', '7/3', '9/5'] -> (9/5 / (((3/5 * 5/8) * 7/3) - 4/5))
[1765294] ['3/5', '4/5', '5/8', '7/4', '8/3'] -> (8/3 / ((4/5 / (7/4 - 5/8)) - 3/5))
[1765317] ['3/5', '4/5', '5/8', '7/6', '7/8'] -> (7/8 / (((5/8 - 3/5) * 7/6) / 4/5))
[1765320] ['3/5', '4/5', '5/8', '7/6', '8/5'] -> (8/5 / ((7/6 - (4/5 * 5/8)) - 3/5))
[1765324] ['3/5', '4/5', '5/8', '7/6', '9/4'] -> ((4/5 / ((3/5 * 7/6) - 5/8)) * 9/4)
[1765326] ['3/5', '4/5', '5/8', '7/6', '9/7'] -> (9/7 / (5/8 * ((4/5 / 7/6) - 3/5)))
[1765334] ['3/5', '4/5', '5/8', '7/8', '9/2'] -> (((4/5 / (7/8 - 5/8)) / 3/5) * 9/2)
[1765343] ['3/5', '4/5', '5/8', '7/9', '8/9'] -> (((4/5 * 7/9) / (5/8 - 3/5)) - 8/9)
[1765346] ['3/5', '4/5', '5/8', '7/9', '9/5'] -> (((3/5 / (4/5 - 7/9)) / 5/8) / 9/5)
[1765347] ['3/5', '4/5', '5/8', '7/9', '9/7'] -> (9/7 / ((5/8 / 7/9) - (3/5 / 4/5)))
[1765349] ['3/5', '4/5', '5/8', '8/3', '8/3'] -> ((8/3 / (3/5 - (4/5 * 5/8))) - 8/3)
[1765353] ['3/5', '4/5', '5/8', '8/3', '9/2'] -> (9/2 / (5/8 * (3/5 - (4/5 / 8/3))))
[1765355] ['3/5', '4/5', '5/8', '8/3', '9/5'] -> (9/5 / ((3/5 * 5/8) - (4/5 / 8/3)))
[1765356] ['3/5', '4/5', '5/8', '8/3', '9/7'] -> (9/7 / ((4/5 - 5/8) / (3/5 + 8/3)))
[1765361] ['3/5', '4/5', '5/8', '8/5', '9/2'] -> ((((8/5 / 3/5) / 4/5) / 5/8) * 9/2)
[1765363] ['3/5', '4/5', '5/8', '8/5', '9/5'] -> (9/5 / (3/5 * (5/8 - (4/5 / 8/5))))
[1765374] ['3/5', '4/5', '5/8', '8/9', '9/2'] -> (9/2 / (5/8 * ((4/5 / 8/9) - 3/5)))
[1765378] ['3/5', '4/5', '5/8', '8/9', '9/8'] -> (9/8 / ((3/5 / 4/5) - (5/8 / 8/9)))
[1765380] ['3/5', '4/5', '5/8', '9/2', '9/4'] -> ((((9/2 / 5/8) - 4/5) / 3/5) * 9/4)
[1765381] ['3/5', '4/5', '5/8', '9/2', '9/5'] -> (((4/5 + (9/2 / 5/8)) / 3/5) * 9/5)
[1765385] ['3/5', '4/5', '5/8', '9/4', '9/5'] -> (9/5 / ((4/5 + 5/8) - (3/5 * 9/4)))
[1765391] ['3/5', '4/5', '5/8', '9/7', '9/7'] -> (9/7 / ((5/8 * 9/7) - (3/5 / 4/5)))
[1765393] ['3/5', '4/5', '5/8', '9/8', '9/8'] -> (9/8 / ((3/5 / 4/5) - (5/8 * 9/8)))
[1765403] ['3/5', '4/5', '5/9', '5/9', '7/9'] -> ((5/9 + 7/9) / ((3/5 - 5/9) / 4/5))
[1765404] ['3/5', '4/5', '5/9', '5/9', '8/3'] -> (8/3 / ((4/5 * 5/9) - (3/5 * 5/9)))
[1765405] ['3/5', '4/5', '5/9', '5/9', '8/5'] -> ((8/5 / 3/5) / (5/9 - (4/5 * 5/9)))
[1765425] ['3/5', '4/5', '5/9', '6/5', '8/9'] -> (8/9 / (5/9 * ((4/5 / 6/5) - 3/5)))
[1765437] ['3/5', '4/5', '5/9', '6/7', '7/8'] -> (((4/5 / (3/5 - 5/9)) / 6/7) / 7/8)
[1765465] ['3/5', '4/5', '5/9', '7/3', '7/4'] -> (((4/5 * 7/3) / (3/5 - 5/9)) / 7/4)
[1765468] ['3/5', '4/5', '5/9', '7/3', '7/8'] -> (((7/3 / (4/5 - 3/5)) / 5/9) / 7/8)
[1765472] ['3/5', '4/5', '5/9', '7/3', '8/7'] -> (((7/3 / (4/5 - 3/5)) / 5/9) * 8/7)
[1765473] ['3/5', '4/5', '5/9', '7/3', '8/9'] -> (8/9 / ((4/5 / 3/5) - (5/9 * 7/3)))
[1765484] ['3/5', '4/5', '5/9', '7/4', '8/3'] -> ((7/4 / ((3/5 / 4/5) - 5/9)) * 8/3)
[1765497] ['3/5', '4/5', '5/9', '7/5', '8/3'] -> ((7/5 / (3/5 - (4/5 * 5/9))) * 8/3)
[1765498] ['3/5', '4/5', '5/9', '7/5', '8/5'] -> ((3/5 / ((4/5 / 5/9) - 7/5)) * 8/5)
[1765505] ['3/5', '4/5', '5/9', '7/5', '9/8'] -> ((3/5 / (4/5 - (5/9 * 7/5))) / 9/8)
[1765507] ['3/5', '4/5', '5/9', '7/6', '7/8'] -> (((4/5 * 7/6) / (3/5 - 5/9)) / 7/8)
[1765533] ['3/5', '4/5', '5/9', '7/9', '8/9'] -> (8/9 / (7/9 - ((4/5 * 5/9) / 3/5)))
[1765539] ['3/5', '4/5', '5/9', '8/3', '8/3'] -> (8/3 / ((5/9 / (4/5 - 3/5)) - 8/3))
[1765585] ['3/5', '4/5', '6/5', '6/5', '6/7'] -> ((6/5 + 6/5) / (4/5 - (3/5 / 6/7)))
[1765589] ['3/5', '4/5', '6/5', '6/5', '7/5'] -> (6/5 / ((3/5 + 6/5) - (7/5 / 4/5)))
[1765590] ['3/5', '4/5', '6/5', '6/5', '7/6'] -> ((6/5 + 6/5) / (4/5 - (3/5 * 7/6)))
[1765595] ['3/5', '4/5', '6/5', '6/5', '8/7'] -> ((6/5 + 6/5) / ((4/5 / 8/7) - 3/5))
[1765597] ['3/5', '4/5', '6/5', '6/5', '9/2'] -> ((((4/5 + 6/5) + 6/5) / 3/5) * 9/2)
[1765601] ['3/5', '4/5', '6/5', '6/5', '9/8'] -> (6/5 / ((3/5 + 4/5) - (6/5 * 9/8)))
[1765602] ['3/5', '4/5', '6/5', '6/7', '6/7'] -> (6/7 / ((3/5 / 4/5) - (6/7 / 6/5)))
[1765604] ['3/5', '4/5', '6/5', '6/7', '7/3'] -> (((6/5 + 6/7) / (4/5 - 3/5)) * 7/3)
[1765611] ['3/5', '4/5', '6/5', '6/7', '8/5'] -> (8/5 / ((6/5 / 6/7) - (4/5 / 3/5)))
[1765624] ['3/5', '4/5', '6/5', '7/2', '7/8'] -> (((6/5 * 7/2) / (4/5 - 3/5)) / 7/8)
[1765628] ['3/5', '4/5', '6/5', '7/2', '8/7'] -> (((6/5 * 7/2) / (4/5 - 3/5)) * 8/7)
[1765631] ['3/5', '4/5', '6/5', '7/2', '9/4'] -> ((7/2 / ((4/5 / 3/5) - 6/5)) - 9/4)
[1765642] ['3/5', '4/5', '6/5', '7/3', '8/5'] -> (8/5 / (((4/5 * 7/3) - 3/5) - 6/5))
[1765651] ['3/5', '4/5', '6/5', '7/4', '7/5'] -> (7/5 / (((7/4 / 6/5) - 3/5) - 4/5))
[1765660] ['3/5', '4/5', '6/5', '7/4', '9/4'] -> ((7/4 / ((4/5 / 6/5) - 3/5)) - 9/4)
[1765661] ['3/5', '4/5', '6/5', '7/4', '9/5'] -> (9/5 / (((3/5 * 7/4) / 6/5) - 4/5))
[1765666] ['3/5', '4/5', '6/5', '7/5', '7/8'] -> ((7/5 / ((4/5 / 6/5) - 3/5)) / 7/8)
[1765670] ['3/5', '4/5', '6/5', '7/5', '8/7'] -> ((7/5 / ((4/5 / 6/5) - 3/5)) * 8/7)
[1765674] ['3/5', '4/5', '6/5', '7/5', '9/5'] -> ((3/5 + 9/5) / ((6/5 / 4/5) - 7/5))
[1765681] ['3/5', '4/5', '6/5', '7/6', '8/5'] -> (8/5 / ((6/5 * 7/6) - (4/5 / 3/5)))
[1765691] ['3/5', '4/5', '6/5', '7/8', '8/3'] -> (((6/5 / (7/8 - 4/5)) / 3/5) - 8/3)
[1765707] ['3/5', '4/5', '6/5', '7/9', '9/5'] -> ((6/5 / (7/9 - (3/5 / 4/5))) / 9/5)
[1765711] ['3/5', '4/5', '6/5', '8/3', '8/5'] -> (8/5 / (((8/3 - 3/5) - 4/5) - 6/5))
[1765716] ['3/5', '4/5', '6/5', '8/3', '9/5'] -> ((8/3 / ((3/5 + 4/5) - 6/5)) * 9/5)
[1765735] ['3/5', '4/5', '6/5', '8/9', '9/2'] -> (((6/5 * 8/9) / (4/5 - 3/5)) * 9/2)
[1765737] ['3/5', '4/5', '6/5', '8/9', '9/5'] -> ((8/9 / ((4/5 / 6/5) - 3/5)) * 9/5)
[1765740] ['3/5', '4/5', '6/5', '9/2', '9/2'] -> (((6/5 + 9/2) / (4/5 - 3/5)) - 9/2)
[1765744] ['3/5', '4/5', '6/5', '9/2', '9/8'] -> (((6/5 * 9/2) / (4/5 - 3/5)) / 9/8)
[1765751] ['3/5', '4/5', '6/5', '9/5', '9/8'] -> ((9/5 / ((4/5 / 6/5) - 3/5)) / 9/8)
[1765755] ['3/5', '4/5', '6/7', '6/7', '6/7'] -> (((3/5 * 6/7) + 6/7) / (6/7 - 4/5))
[1765763] ['3/5', '4/5', '6/7', '6/7', '8/3'] -> (((3/5 * 6/7) / (6/7 - 4/5)) * 8/3)
[1765780] ['3/5', '4/5', '6/7', '7/2', '8/5'] -> (((6/7 * 7/2) / (4/5 - 3/5)) * 8/5)
[1765809] ['3/5', '4/5', '6/7', '7/4', '8/5'] -> (8/5 / (3/5 - ((4/5 / 6/7) / 7/4)))
[1765812] ['3/5', '4/5', '6/7', '7/4', '9/2'] -> (9/2 / ((6/7 - (3/5 / 4/5)) * 7/4))
[1765818] ['3/5', '4/5', '6/7', '7/5', '7/6'] -> ((4/5 / ((6/7 / 3/5) - 7/5)) / 7/6)
[1765822] ['3/5', '4/5', '6/7', '7/5', '8/5'] -> (8/5 / (((4/5 / 6/7) / 7/5) - 3/5))
[1765833] ['3/5', '4/5', '6/7', '7/6', '8/3'] -> (((3/5 / (6/7 - 4/5)) / 7/6) * 8/3)
[1765849] ['3/5', '4/5', '6/7', '7/8', '9/4'] -> (9/4 / ((6/7 - (3/5 / 4/5)) * 7/8))
[1765850] ['3/5', '4/5', '6/7', '7/8', '9/5'] -> (9/5 / (((4/5 * 6/7) - 3/5) * 7/8))
[1765853] ['3/5', '4/5', '6/7', '7/9', '7/9'] -> ((6/7 / (7/9 - (3/5 / 4/5))) * 7/9)
[1765854] ['3/5', '4/5', '6/7', '7/9', '8/3'] -> (8/3 / ((3/5 + 4/5) * (6/7 - 7/9)))
[1765861] ['3/5', '4/5', '6/7', '7/9', '9/7'] -> ((6/7 / (7/9 - (3/5 / 4/5))) / 9/7)
[1765863] ['3/5', '4/5', '6/7', '8/3', '8/3'] -> ((8/3 / (4/5 - (3/5 / 6/7))) - 8/3)
[1765866] ['3/5', '4/5', '6/7', '8/3', '8/9'] -> ((8/3 / (6/7 - (3/5 / 4/5))) - 8/9)
[1765872] ['3/5', '4/5', '6/7', '8/5', '8/5'] -> (8/5 / ((8/5 - (4/5 / 6/7)) - 3/5))
[1765878] ['3/5', '4/5', '6/7', '8/5', '9/7'] -> (9/7 / (((4/5 * 6/7) - 3/5) / 8/5))
[1765883] ['3/5', '4/5', '6/7', '8/7', '9/4'] -> ((8/7 / (6/7 - (3/5 / 4/5))) * 9/4)
[1765884] ['3/5', '4/5', '6/7', '8/7', '9/5'] -> ((8/7 / ((4/5 * 6/7) - 3/5)) * 9/5)
[1765894] ['3/5', '4/5', '6/7', '9/2', '9/4'] -> (((9/2 / (4/5 - 3/5)) / 6/7) - 9/4)
[1765898] ['3/5', '4/5', '6/7', '9/4', '9/4'] -> ((9/4 / ((4/5 * 6/7) - 3/5)) - 9/4)
[1765931] ['3/5', '4/5', '7/2', '7/3', '8/5'] -> (8/5 / (3/5 - ((4/5 * 7/3) / 7/2)))
[1765949] ['3/5', '4/5', '7/2', '7/4', '9/4'] -> (((7/2 + 7/4) / (4/5 - 3/5)) - 9/4)
[1765967] ['3/5', '4/5', '7/2', '7/6', '7/8'] -> ((7/2 / ((4/5 / 3/5) - 7/6)) / 7/8)
[1765971] ['3/5', '4/5', '7/2', '7/6', '8/7'] -> ((7/2 / ((4/5 / 3/5) - 7/6)) * 8/7)
[1766003] ['3/5', '4/5', '7/2', '8/3', '9/2'] -> (((7/2 - (4/5 / 8/3)) / 3/5) * 9/2)
[1766004] ['3/5', '4/5', '7/2', '8/3', '9/4'] -> (((4/5 / 3/5) + (7/2 * 8/3)) * 9/4)
[1766011] ['3/5', '4/5', '7/2', '8/5', '9/2'] -> (((7/2 / 3/5) - (4/5 / 8/5)) * 9/2)
[1766012] ['3/5', '4/5', '7/2', '8/5', '9/4'] -> (((4/5 + (7/2 * 8/5)) / 3/5) * 9/4)
[1766029] ['3/5', '4/5', '7/2', '9/2', '9/2'] -> ((((4/5 + 9/2) / 3/5) - 7/2) * 9/2)
[1766031] ['3/5', '4/5', '7/2', '9/2', '9/5'] -> (9/5 / (3/5 * (9/2 - (7/2 / 4/5))))
[1766033] ['3/5', '4/5', '7/2', '9/2', '9/8'] -> ((3/5 / (4/5 - (7/2 / 9/2))) / 9/8)
[1766036] ['3/5', '4/5', '7/2', '9/4', '9/7'] -> (9/7 / (((9/4 / 7/2) - 3/5) / 4/5))
[1766065] ['3/5', '4/5', '7/3', '7/4', '8/5'] -> (8/5 / ((3/5 + 4/5) - (7/3 / 7/4)))
[1766068] ['3/5', '4/5', '7/3', '7/4', '9/2'] -> ((4/5 / ((7/4 / 7/3) - 3/5)) * 9/2)
[1766076] ['3/5', '4/5', '7/3', '7/5', '7/9'] -> (((7/3 + 7/5) / (4/5 - 3/5)) / 7/9)
[1766078] ['3/5', '4/5', '7/3', '7/5', '8/5'] -> (8/5 / (7/3 * (3/5 - (4/5 / 7/5))))
[1766084] ['3/5', '4/5', '7/3', '7/5', '9/7'] -> (((7/3 + 7/5) / (4/5 - 3/5)) * 9/7)
[1766128] ['3/5', '4/5', '7/3', '8/5', '8/5'] -> (8/5 / ((7/3 / (3/5 + 4/5)) - 8/5))
[1766131] ['3/5', '4/5', '7/3', '8/5', '9/2'] -> ((((3/5 + 4/5) + 7/3) + 8/5) * 9/2)
[1766133] ['3/5', '4/5', '7/3', '8/5', '9/5'] -> (9/5 / (((3/5 * 7/3) / 8/5) - 4/5))
[1766134] ['3/5', '4/5', '7/3', '8/5', '9/7'] -> (9/7 / (((4/5 - 3/5) / 7/3) / 8/5))
[1766136] ['3/5', '4/5', '7/3', '8/7', '8/7'] -> (8/7 / (((8/7 / 3/5) / 4/5) - 7/3))
[1766140] ['3/5', '4/5', '7/3', '8/7', '9/5'] -> (((7/3 * 8/7) / (4/5 - 3/5)) * 9/5)
[1766147] ['3/5', '4/5', '7/3', '8/9', '9/7'] -> (9/7 / ((4/5 - (3/5 / 8/9)) / 7/3))
[1766149] ['3/5', '4/5', '7/3', '9/2', '9/2'] -> (((4/5 * 9/2) - (3/5 - 7/3)) * 9/2)
[1766154] ['3/5', '4/5', '7/3', '9/4', '9/4'] -> (((7/3 * 9/4) / (4/5 - 3/5)) - 9/4)
[1766186] ['3/5', '4/5', '7/4', '7/5', '9/2'] -> (9/2 / (((7/4 / 4/5) - 3/5) - 7/5))
[1766187] ['3/5', '4/5', '7/4', '7/5', '9/4'] -> ((7/4 / (7/5 - (4/5 / 3/5))) - 9/4)
[1766188] ['3/5', '4/5', '7/4', '7/5', '9/5'] -> (9/5 / ((7/4 / (3/5 + 7/5)) - 4/5))
[1766195] ['3/5', '4/5', '7/4', '7/6', '8/5'] -> (8/5 / (3/5 - ((4/5 * 7/6) / 7/4)))
[1766210] ['3/5', '4/5', '7/4', '7/8', '9/4'] -> (9/4 / (((3/5 + 7/8) / 4/5) - 7/4))
[1766215] ['3/5', '4/5', '7/4', '7/9', '8/3'] -> (8/3 / ((3/5 - (4/5 / 7/4)) * 7/9))
[1766230] ['3/5', '4/5', '7/4', '8/3', '9/5'] -> (9/5 / (3/5 - ((4/5 * 7/4) / 8/3)))
[1766231] ['3/5', '4/5', '7/4', '8/3', '9/7'] -> (9/7 / ((3/5 - (4/5 / 7/4)) / 8/3))
[1766262] ['3/5', '4/5', '7/4', '9/4', '9/8'] -> ((3/5 / (4/5 - (7/4 / 9/4))) / 9/8)
[1766275] ['3/5', '4/5', '7/5', '7/5', '8/7'] -> ((7/5 * 8/7) / (7/5 - (4/5 / 3/5)))
[1766286] ['3/5', '4/5', '7/5', '7/6', '8/5'] -> (8/5 / (((4/5 * 7/6) / 7/5) - 3/5))
[1766296] ['3/5', '4/5', '7/5', '7/8', '8/3'] -> (((3/5 + 7/5) / (7/8 - 4/5)) - 8/3)
[1766306] ['3/5', '4/5', '7/5', '7/9', '8/3'] -> (((7/5 / (4/5 - 3/5)) / 7/9) * 8/3)
[1766316] ['3/5', '4/5', '7/5', '8/3', '8/5'] -> (8/5 / (((4/5 / 3/5) + 7/5) - 8/3))
[1766319] ['3/5', '4/5', '7/5', '8/3', '9/2'] -> (((3/5 + 7/5) + (8/3 / 4/5)) * 9/2)
[1766320] ['3/5', '4/5', '7/5', '8/3', '9/4'] -> ((4/5 / (3/5 - (7/5 / 8/3))) * 9/4)
[1766321] ['3/5', '4/5', '7/5', '8/3', '9/5'] -> (9/5 / (((7/5 / 3/5) / 8/3) - 4/5))
[1766322] ['3/5', '4/5', '7/5', '8/3', '9/7'] -> (9/7 / (((4/5 - 3/5) / 7/5) / 8/3))
[1766332] ['3/5', '4/5', '7/5', '8/7', '8/7'] -> ((3/5 / ((8/7 / 4/5) - 7/5)) * 8/7)
[1766335] ['3/5', '4/5', '7/5', '8/7', '9/4'] -> ((3/5 / (8/7 - (4/5 * 7/5))) - 9/4)
[1766341] ['3/5', '4/5', '7/5', '8/9', '9/4'] -> (((7/5 / (8/9 - 4/5)) / 3/5) - 9/4)
[1766375] ['3/5', '4/5', '7/6', '7/8', '8/5'] -> (8/5 / ((3/5 + 4/5) - (7/6 / 7/8)))
[1766380] ['3/5', '4/5', '7/6', '7/8', '9/5'] -> (9/5 / (((4/5 / 7/6) - 3/5) * 7/8))
[1766383] ['3/5', '4/5', '7/6', '7/9', '7/9'] -> (7/9 / (7/6 * (7/9 - (3/5 / 4/5))))
[1766393] ['3/5', '4/5', '7/6', '8/3', '8/3'] -> ((8/3 / (4/5 - (3/5 * 7/6))) - 8/3)
[1766408] ['3/5', '4/5', '7/6', '8/5', '9/7'] -> (9/7 / (((4/5 / 7/6) - 3/5) / 8/5))
[1766412] ['3/5', '4/5', '7/6', '8/7', '9/2'] -> (9/2 / (4/5 - ((3/5 * 7/6) / 8/7)))
[1766414] ['3/5', '4/5', '7/6', '8/7', '9/5'] -> ((8/7 / ((4/5 / 7/6) - 3/5)) * 9/5)
[1766423] ['3/5', '4/5', '7/6', '9/2', '9/2'] -> (((7/6 / (3/5 + 4/5)) + 9/2) * 9/2)
[1766424] ['3/5', '4/5', '7/6', '9/2', '9/4'] -> (((7/6 * 9/2) / (4/5 - 3/5)) - 9/4)
[1766427] ['3/5', '4/5', '7/6', '9/2', '9/8'] -> ((9/2 / ((4/5 / 3/5) - 7/6)) / 9/8)
[1766428] ['3/5', '4/5', '7/6', '9/4', '9/4'] -> ((9/4 / ((4/5 / 7/6) - 3/5)) - 9/4)
[1766449] ['3/5', '4/5', '7/8', '7/9', '7/9'] -> (((3/5 / (4/5 - 7/9)) / 7/8) * 7/9)
[1766450] ['3/5', '4/5', '7/8', '7/9', '8/3'] -> (8/3 / (((4/5 * 7/9) / 7/8) - 3/5))
[1766457] ['3/5', '4/5', '7/8', '7/9', '9/7'] -> (((3/5 / (4/5 - 7/9)) / 7/8) / 9/7)
[1766459] ['3/5', '4/5', '7/8', '8/3', '8/3'] -> ((8/3 / ((4/5 * 7/8) - 3/5)) - 8/3)
[1766463] ['3/5', '4/5', '7/8', '8/3', '9/2'] -> (((3/5 / (7/8 - 4/5)) - 8/3) * 9/2)
[1766465] ['3/5', '4/5', '7/8', '8/3', '9/5'] -> (9/5 / ((4/5 + 7/8) - (3/5 * 8/3)))
[1766468] ['3/5', '4/5', '7/8', '8/5', '8/5'] -> (8/5 / ((7/8 * 8/5) - (4/5 / 3/5)))
[1766472] ['3/5', '4/5', '7/8', '8/5', '9/4'] -> (9/4 / ((3/5 + (7/8 / 4/5)) - 8/5))
[1766483] ['3/5', '4/5', '7/8', '8/9', '8/9'] -> ((3/5 / (4/5 - (7/8 * 8/9))) * 8/9)
[1766484] ['3/5', '4/5', '7/8', '8/9', '9/2'] -> (9/2 / (((4/5 * 7/8) / 8/9) - 3/5))
[1766488] ['3/5', '4/5', '7/8', '8/9', '9/8'] -> ((3/5 / (4/5 - (7/8 * 8/9))) / 9/8)
[1766498] ['3/5', '4/5', '7/8', '9/5', '9/5'] -> (9/5 / (3/5 * ((9/5 - 4/5) - 7/8)))
[1766503] ['3/5', '4/5', '7/8', '9/8', '9/8'] -> ((3/5 / (4/5 - (7/8 / 9/8))) / 9/8)
[1766507] ['3/5', '4/5', '7/9', '7/9', '8/7'] -> (((3/5 * 7/9) / (4/5 - 7/9)) * 8/7)
[1766517] ['3/5', '4/5', '7/9', '8/3', '8/9'] -> (8/9 / (8/3 - ((4/5 + 7/9) / 3/5)))
[1766525] ['3/5', '4/5', '7/9', '8/5', '8/9'] -> ((3/5 / ((8/5 - 4/5) - 7/9)) * 8/9)
[1766528] ['3/5', '4/5', '7/9', '8/5', '9/5'] -> (((3/5 * 8/5) / (4/5 - 7/9)) / 9/5)
[1766530] ['3/5', '4/5', '7/9', '8/5', '9/8'] -> ((3/5 / ((8/5 - 4/5) - 7/9)) / 9/8)
[1766536] ['3/5', '4/5', '7/9', '8/7', '9/7'] -> (((3/5 * 8/7) / (4/5 - 7/9)) / 9/7)
[1766559] ['3/5', '4/5', '8/3', '8/3', '8/3'] -> (((8/3 + 8/3) / (4/5 - 3/5)) - 8/3)
[1766565] ['3/5', '4/5', '8/3', '8/3', '9/5'] -> (9/5 / ((4/5 / 8/3) - (3/5 / 8/3)))
[1766578] ['3/5', '4/5', '8/3', '8/7', '9/2'] -> (((3/5 + 4/5) * (8/3 + 8/7)) * 9/2)
[1766588] ['3/5', '4/5', '8/3', '8/9', '9/8'] -> (9/8 / ((4/5 - (3/5 / 8/9)) / 8/3))
[1766589] ['3/5', '4/5', '8/3', '9/2', '9/2'] -> ((4/5 / (3/5 - (8/3 / 9/2))) / 9/2)
[1766590] ['3/5', '4/5', '8/3', '9/2', '9/4'] -> (((8/3 * 9/2) - (4/5 / 3/5)) * 9/4)
[1766591] ['3/5', '4/5', '8/3', '9/2', '9/5'] -> (((4/5 / 3/5) + (8/3 * 9/2)) * 9/5)
[1766592] ['3/5', '4/5', '8/3', '9/2', '9/7'] -> (9/7 / (3/5 / ((8/3 * 9/2) - 4/5)))
[1766593] ['3/5', '4/5', '8/3', '9/2', '9/8'] -> (9/8 / (3/5 / (4/5 + (8/3 * 9/2))))
[1766594] ['3/5', '4/5', '8/3', '9/4', '9/4'] -> (9/4 / ((9/4 / 8/3) - (3/5 / 4/5)))
[1766595] ['3/5', '4/5', '8/3', '9/4', '9/5'] -> (9/5 / (((4/5 * 9/4) / 8/3) - 3/5))
[1766603] ['3/5', '4/5', '8/3', '9/8', '9/8'] -> (9/8 / ((4/5 - (3/5 * 9/8)) / 8/3))
[1766616] ['3/5', '4/5', '8/5', '8/7', '9/5'] -> (9/5 / (((8/5 - 3/5) / 8/7) - 4/5))
